"NetC","Comune di Barletta","","","","","","",""
"Stat","Via Casardi - C. Sportivo","","","","","","",""
,NO2,NOX,O3
29/06/2012 17.00,"9,73596901","12,85172214",
29/06/2012 18.00,"11,98572381","14,8827843",
29/06/2012 19.00,"18,75967022","21,60563824",
29/06/2012 20.00,"20,11794928","22,44154552",
29/06/2012 21.00,"19,45764008","22,29044016",
29/06/2012 22.00,"25,46414984","27,9556388",
29/06/2012 23.00,"46,4651372","49,3414544",
30/06/2012 0.00,"29,96886008","32,51774728",
30/06/2012 1.00,"27,73726928","30,26489504",
30/06/2012 2.00,"17,6500544","20,05705208",
30/06/2012 3.00,,,
30/06/2012 4.00,"18,24478965","20,35989376",
30/06/2012 5.00,"23,54486512","26,17487848",
30/06/2012 6.00,"31,43752464","35,56627832",
30/06/2012 7.00,"35,83965608","45,30461056",
30/06/2012 8.00,"40,2917672","52,85171432",
30/06/2012 9.00,"23,3117732","28,17546144",
30/06/2012 10.00,"19,75111296","23,84357688",
30/06/2012 11.00,"15,06851215","18,9449086",
30/06/2012 12.00,"12,36685233","15,94500546",
30/06/2012 13.00,"13,14014543","17,364545",
30/06/2012 14.00,"6,81745206","13,34327631",
30/06/2012 15.00,"8,24457077","18,31847048",
30/06/2012 16.00,"10,49757214","18,39823338",
30/06/2012 17.00,"11,8097701","17,5915147",
30/06/2012 18.00,"11,93768098","14,30498172",
30/06/2012 19.00,"15,69961555","15,75305404",
30/06/2012 20.00,"33,89635664","34,67524808",
30/06/2012 21.00,"40,5475928","42,10172376",
30/06/2012 22.00,"51,97167808","53,91002544",
30/06/2012 23.00,"47,9331708","50,25516096",
01/07/2012 0.00,"33,32562464","35,49299136",
01/07/2012 1.00,"27,02566112","29,23574192",
01/07/2012 2.00,"22,19761256","24,62824256",
01/07/2012 3.00,"15,78337071","18,31457765",
01/07/2012 4.00,"15,01072769","18,08501528",
01/07/2012 5.00,"16,80663678","19,77690584",
01/07/2012 6.00,"16,551467","19,89298336",
01/07/2012 7.00,"17,00012545","21,38774672",
01/07/2012 8.00,"18,43243142","23,5556488",
01/07/2012 9.00,"17,98378253","24,01542744",
01/07/2012 10.00,"22,79299024","30,53012768",
01/07/2012 11.00,"14,85360144","23,59843936",
01/07/2012 12.00,"13,45049936","23,32414384",
01/07/2012 13.00,"13,48945636","22,40523664",
01/07/2012 14.00,"8,7367253","16,2575773",
01/07/2012 15.00,"6,4915115","13,61693705",
01/07/2012 16.00,"7,2992187","13,53911865",
01/07/2012 17.00,"8,8302221","12,01647068",
01/07/2012 18.00,"9,56910494","9,63587198",
01/07/2012 19.00,"12,81031396","12,79465468",
01/07/2012 20.00,"23,66497696","23,6360484",
01/07/2012 21.00,"13,00250055","12,9995771",
01/07/2012 22.00,"27,73921952","29,069092",
01/07/2012 23.00,"58,00675312","63,65097712",
02/07/2012 0.00,"41,19166912","45,20021536",
02/07/2012 1.00,"27,61715744","30,34271344",
02/07/2012 2.00,"13,3511614","15,43205218",
02/07/2012 3.00,,,
02/07/2012 4.00,"21,96322048","24,68011512",
02/07/2012 5.00,"22,825456","26,36034248",
02/07/2012 6.00,"30,89797736","35,76860616",
02/07/2012 7.00,"39,91778","50,74799808",
02/07/2012 8.00,"35,64098016","48,65273288",
02/07/2012 9.00,"38,69518984","50,20068808",
02/07/2012 10.00,"27,96843008","36,46444032",
02/07/2012 11.00,"16,09957154","22,5258456",
02/07/2012 12.00,"15,74830846","23,15877496",
02/07/2012 13.00,"15,81778098","21,343656",
02/07/2012 14.00,"10,44043776","16,83148896",
02/07/2012 15.00,"9,90153482","17,18815535",
02/07/2012 16.00,"9,68532586","13,11954746",
02/07/2012 17.00,"14,53740062","14,90483157",
02/07/2012 18.00,"20,69841336","20,6731176",
02/07/2012 19.00,"39,98791216","40,77752992",
02/07/2012 20.00,"36,01689848","37,67840736",
02/07/2012 21.00,"31,02654024","32,1065908",
02/07/2012 22.00,"24,95834936","26,71182544",
02/07/2012 23.00,"26,09004304","28,04577048",
03/07/2012 0.00,"33,69378024","36,08506128",
03/07/2012 1.00,"34,21126304","36,19595728",
03/07/2012 2.00,"17,76691966","19,63230128",
03/07/2012 3.00,"11,11958207","13,13057205",
03/07/2012 4.00,"23,30529152","25,40642656",
03/07/2012 5.00,"40,51122656","44,28518952",
03/07/2012 6.00,"39,154892","44,49983064",
03/07/2012 7.00,"38,81985224","46,04388536",
03/07/2012 8.00,"30,01755872","37,25428752",
03/07/2012 9.00,"37,34533696","49,10798008",
03/07/2012 10.00,"16,7235317","24,47843736",
03/07/2012 11.00,"17,22282565","26,41028392",
03/07/2012 12.00,"19,6660672","28,05160208",
03/07/2012 13.00,"16,23526426","23,96353576",
03/07/2012 14.00,"9,82102624","17,82172906",
03/07/2012 15.00,"10,97934261","17,07402234",
03/07/2012 16.00,"11,83184414","15,39768398",
03/07/2012 17.00,,,
03/07/2012 18.00,"3,10350869","13,38931727",
03/07/2012 19.00,"17,45445106","231,344352",
03/07/2012 20.00,"17,21308401","65,318222",
03/07/2012 21.00,"12,13440475","59,80762768",
03/07/2012 22.00,"7,8569491","56,38455496",
03/07/2012 23.00,"7,88746653","56,67537016",
04/07/2012 0.00,"7,46348626","56,42730728",
04/07/2012 1.00,"10,89883211","59,51809352",
04/07/2012 2.00,"10,91376292","60,16840296",
04/07/2012 3.00,"9,79635379","59,37109896",
04/07/2012 4.00,"9,51002032","59,21045272",
04/07/2012 5.00,"9,93659708","60,05245928",
04/07/2012 6.00,"12,86159954","62,6658956",
04/07/2012 7.00,"16,48653739","67,73217936",
04/07/2012 8.00,"14,80295638","66,83449536",
04/07/2012 9.00,"16,18657136","68,33132368",
04/07/2012 10.00,"18,73239745","72,2298152",
04/07/2012 11.00,"13,56607211","65,72823128",
04/07/2012 12.00,"12,17207115","64,36029088",
04/07/2012 13.00,"11,73315626","63,79160472",
04/07/2012 14.00,"7,79007307","59,251924",
04/07/2012 15.00,"8,28872267","60,17228432",
04/07/2012 16.00,"8,22054649","60,24677584",
04/07/2012 17.00,"8,53025416","59,53042592",
04/07/2012 18.00,"9,02825177","60,29859104",
04/07/2012 19.00,"10,38459398","61,28374904",
04/07/2012 20.00,"21,8846564","73,10744232",
04/07/2012 21.00,"89,24887136","246,1418936",
04/07/2012 22.00,"81,26529624","214,861",
04/07/2012 23.00,"37,76412232","107,70997704",
05/07/2012 0.00,"22,00801864","73,30238984",
05/07/2012 1.00,"11,16567848","62,03440024",
05/07/2012 2.00,"10,93777955","61,78308696",
05/07/2012 3.00,"8,52116451","59,3380596",
05/07/2012 4.00,"13,32129596","64,54229416",
05/07/2012 5.00,"13,2154572","64,20096392",
05/07/2012 6.00,"19,57970216","72,40921816",
05/07/2012 7.00,"21,3548412","77,0842876",
05/07/2012 8.00,"25,66022544","84,53864024",
05/07/2012 9.00,"21,87685544","79,03838984",
05/07/2012 10.00,"30,78694752","85,03088464",
05/07/2012 11.00,"11,85326618","64,90306944",
05/07/2012 12.00,"9,1756402","61,9696408",
05/07/2012 13.00,"13,81410249","68,04308968",
05/07/2012 14.00,"7,50958458","60,15545872",
05/07/2012 15.00,"7,00444374","59,06213888",
05/07/2012 16.00,"8,87437401","60,61208256",
05/07/2012 17.00,"9,26848692","60,9734888",
05/07/2012 18.00,"14,05822665","65,44712904",
05/07/2012 19.00,"16,54822042","68,47900656",
05/07/2012 20.00,"25,17390824","76,99492072",
05/07/2012 21.00,"25,05249624","76,88350848",
05/07/2012 22.00,"14,38092827","65,74637616",
05/07/2012 23.00,"20,6010352","73,86394424",
06/07/2012 0.00,"17,02219758","68,71473704",
06/07/2012 1.00,"8,53739739","59,86399344",
06/07/2012 2.00,"5,70653226","56,68701424",
06/07/2012 3.00,"6,94276262","58,24345872",
06/07/2012 4.00,"8,51661969","60,12500056",
06/07/2012 5.00,"9,58598599","60,85691416",
06/07/2012 6.00,"13,11742131","65,46460472",
06/07/2012 7.00,"16,70599675","71,77900384",
06/07/2012 8.00,"12,03701894","65,45424168",
06/07/2012 9.00,"18,32401146","72,13719792",
06/07/2012 10.00,"14,34326187","68,14997048",
06/07/2012 11.00,"12,83563075","66,97504648",
06/07/2012 12.00,"12,66551629","66,47176984",
06/07/2012 13.00,"12,91874539","66,4354992",
06/07/2012 14.00,"8,43870569","61,17556808",
06/07/2012 15.00,"8,76464624","61,60498416",
06/07/2012 16.00,"9,45223394","62,47874904",
06/07/2012 17.00,"9,82297266","62,13934992",
06/07/2012 18.00,"13,16027497","65,25736304",
06/07/2012 19.00,"41,6877184","116,741462",
06/07/2012 20.00,"22,98908496","74,80634992",
06/07/2012 21.00,"33,53470184","85,39812248",
06/07/2012 22.00,"21,56261824","72,935152",
06/07/2012 23.00,"15,94504178","67,72508584",
07/07/2012 0.00,"11,50850199","63,26050848",
07/07/2012 1.00,"9,06071753","60,50197048",
07/07/2012 2.00,"6,51099096","57,86583872",
07/07/2012 3.00,"5,14620154","56,46682832",
07/07/2012 4.00,"7,23753566","58,62235976",
07/07/2012 5.00,"8,90683786","60,3542876",
07/07/2012 6.00,"9,69896225","61,47674632",
07/07/2012 7.00,"11,546807","64,23463424",
07/07/2012 8.00,"10,3190162","63,64392184",
07/07/2012 9.00,"9,1340867","61,89904976",
07/07/2012 10.00,"10,68780658","63,89458504",
07/07/2012 11.00,"14,79061825","70,15651888",
07/07/2012 12.00,"17,83314752","73,80046584",
07/07/2012 13.00,"11,76301978","66,72828376",
07/07/2012 14.00,"4,98972537","58,20588792",
07/07/2012 15.00,"5,8221031","58,76874248",
07/07/2012 16.00,"6,97782297","60,06865392",
07/07/2012 17.00,"4,85727157","57,40921488",
07/07/2012 18.00,"7,26545469","58,95655824",
07/07/2012 19.00,"6,93626947","58,41572992",
07/07/2012 20.00,"7,49075521","59,24477312",
07/07/2012 21.00,"14,13419997","66,2774724",
07/07/2012 22.00,"15,56456334","67,66937016",
07/07/2012 23.00,"12,41879946","64,27155496",
08/07/2012 0.00,"12,63500077","64,26054184",
08/07/2012 1.00,"18,29803311","70,15588792",
08/07/2012 2.00,"12,05324418","63,39652816",
08/07/2012 3.00,"9,82167441","61,10690816",
08/07/2012 4.00,"9,59507564","61,00782832",
08/07/2012 5.00,"9,40158889","60,68590488",
08/07/2012 6.00,"9,75934321","61,85629744",
08/07/2012 7.00,"9,96906093","62,98200656",
08/07/2012 8.00,"8,46532646","60,91777312",
08/07/2012 9.00,"8,1530223","61,02916624",
08/07/2012 10.00,"14,98021217","68,72510008",
08/07/2012 11.00,"9,31913006","63,16334064",
08/07/2012 12.00,"12,52527874","67,64671296",
08/07/2012 13.00,"10,2450065","64,30006288",
08/07/2012 14.00,"4,43653788","57,62360744",
08/07/2012 15.00,"3,10096764","56,22782832",
08/07/2012 16.00,"4,27811338","61,83817168",
08/07/2012 17.00,"5,45785562","61,57907656",
08/07/2012 18.00,"6,82524346","58,575076",
08/07/2012 19.00,"9,0639641","57,56272936",
08/07/2012 20.00,"19,8498104","69,48745272",
08/07/2012 21.00,"29,09947368","81,39925096",
08/07/2012 22.00,"25,37648464","76,44694152",
08/07/2012 23.00,"31,97642184","84,237462",
09/07/2012 0.00,"24,74799112","76,76238328",
09/07/2012 1.00,"29,0455744","81,27036304",
09/07/2012 2.00,"20,65426528","72,89823128",
09/07/2012 3.00,"15,33341784","67,80732096",
09/07/2012 4.00,"17,23710829","69,65456152",
09/07/2012 5.00,"18,1863551","70,29837016",
09/07/2012 6.00,"19,03432137","71,86257736",
09/07/2012 7.00,"25,24013992","79,72818208",
09/07/2012 8.00,"23,12347944","78,43408312",
09/07/2012 9.00,"14,11082386","69,56775672",
09/07/2012 10.00,"13,34142741","70,00690488",
09/07/2012 11.00,"15,59767345","74,239614",
09/07/2012 12.00,"15,03279982","73,90925864",
09/07/2012 13.00,"9,0224087","65,42317168",
09/07/2012 14.00,"6,02597774","61,9385708",
09/07/2012 15.00,"4,92220118","59,6664456",
09/07/2012 16.00,"5,24813982","56,67083872",
09/07/2012 17.00,"5,39292984","57,51154512",
09/07/2012 18.00,"14,93346186","65,85775016",
09/07/2012 19.00,"32,85490936","85,3190804",
09/07/2012 20.00,"30,78046584","78,82657848",
09/07/2012 21.00,"60,11626272","111,33122856",
09/07/2012 22.00,"72,9090532","135,34524112",
09/07/2012 23.00,"32,37314272","83,68885184",
10/07/2012 0.00,"26,39456728","77,784462",
10/07/2012 1.00,"17,17607725","68,75880864",
10/07/2012 2.00,"9,46327192","60,9210044",
10/07/2012 3.00,"6,39346988","58,1715484",
10/07/2012 4.00,"9,16979713","61,1891624",
10/07/2012 5.00,"13,93616457","66,16412904",
10/07/2012 6.00,"19,55891872","72,23625864",
10/07/2012 7.00,"26,3783344","81,41672664",
10/07/2012 8.00,"21,21004544","76,8025544",
10/07/2012 9.00,"18,98887122","75,0226736",
10/07/2012 10.00,"9,78401566","66,27684144",
10/07/2012 11.00,"15,22498641","74,7292772",
10/07/2012 12.00,"16,18657136","78,38484912",
10/07/2012 13.00,"15,92491034","79,02414544",
10/07/2012 14.00,"8,49259541","71,40723456",
10/07/2012 15.00,"11,32345481","95,3894888",
10/07/2012 16.00,"10,32097026","81,6745216",
10/07/2012 17.00,"10,27616254","55,68439968",
10/07/2012 18.00,"9,86128149","56,51992456",
10/07/2012 19.00,"14,45754211","59,23766048",
10/07/2012 20.00,"27,76518448","74,32638056",
10/07/2012 21.00,"51,55486208","101,37030128",
10/07/2012 22.00,"45,89962496","97,04109352",
10/07/2012 23.00,"23,59811432","75,23056536",
11/07/2012 0.00,"14,4120824","65,7567392",
11/07/2012 1.00,"10,89947263","62,1853144",
11/07/2012 2.00,"7,57905902","58,84904648",
11/07/2012 3.00,"6,62461538","58,24215856",
11/07/2012 4.00,"8,63349069","60,4929076",
11/07/2012 5.00,"16,2476024","68,41032752",
11/07/2012 6.00,"17,39878127","69,8197392",
11/07/2012 7.00,"25,40960048","79,98530784",
11/07/2012 8.00,"28,8650816","85,5153472",
11/07/2012 9.00,"20,3640428","76,91654784",
11/07/2012 10.00,"20,69451288","78,89718864",
11/07/2012 11.00,"24,63699952","73,69291584",
11/07/2012 12.00,"20,81659408","78,05518208","122,0116863"
11/07/2012 13.00,"19,69983312","81,35974904","119,67663855"
11/07/2012 14.00,"6,95834542","42,70908968","82,04180145"
11/07/2012 15.00,,,
11/07/2012 16.00,"3,24299291","101,72172688","34,1753076"
11/07/2012 17.00,,,
11/07/2012 18.00,,,
11/07/2012 19.00,,,
11/07/2012 20.00,,,
11/07/2012 21.00,,,
11/07/2012 22.00,,,
11/07/2012 23.00,,,
12/07/2012 0.00,,,
12/07/2012 1.00,,,
12/07/2012 2.00,,,
12/07/2012 3.00,,,
12/07/2012 4.00,,,
12/07/2012 5.00,,,
12/07/2012 6.00,,,
12/07/2012 7.00,,,
12/07/2012 8.00,,,
12/07/2012 9.00,,,
12/07/2012 10.00,"11,9311821","86,14491144","85,47439845"
12/07/2012 11.00,"12,78563578","83,26782944","87,68178615"
12/07/2012 12.00,"16,38006194","107,56489448","80,38323825"
12/07/2012 13.00,"16,55407114","75,29146256","72,49672395"
12/07/2012 14.00,"11,64744894","69,07423128","69,15055035"
12/07/2012 15.00,"10,93843154","67,82223456","63,96622365"
12/07/2012 16.00,"12,77914645","60,746152","56,7804132"
12/07/2012 17.00,"13,86085089","65,1226244","71,34038205"
12/07/2012 18.00,"17,52928483","66,671918","75,9225579"
12/07/2012 19.00,"22,96505112","73,33412904","68,13258165"
12/07/2012 20.00,"25,28298784","76,1749404","63,95002425"
12/07/2012 21.00,"33,34640808","83,9032444","53,5483137"
12/07/2012 22.00,"24,15389448","73,98960088","56,52862425"
12/07/2012 23.00,"20,74776208","70,36898032","58,17370125"
13/07/2012 0.00,"24,43178456","74,8588152","49,74039735"
13/07/2012 1.00,"17,84742825","68,36889448","52,9536042"
13/07/2012 2.00,"12,4499555","62,3349284","61,5151467"
13/07/2012 3.00,"9,72363278","60,10425536","67,2509712"
13/07/2012 4.00,"15,1548619","65,84222472","59,2996593"
13/07/2012 5.00,"20,47117216","71,85026408","52,190796"
13/07/2012 6.00,"23,74549128","75,62114872","52,02475215"
13/07/2012 7.00,"28,063858","83,70825864","52,3339173"
13/07/2012 8.00,"22,65859576","78,42437016","66,98162625"
13/07/2012 9.00,"19,60696728","76,02337616","82,56090045"
13/07/2012 10.00,"22,78000776","78,37060472","78,26562555"
13/07/2012 11.00,"16,43199759","70,04512576","93,0483561"
13/07/2012 12.00,"16,50861143","69,928532","96,7495998"
13/07/2012 13.00,"14,60363038","68,01913232","86,9324841"
13/07/2012 14.00,"7,86730831","60,30480504",
13/07/2012 15.00,"7,23104251","58,82053856","87,83635875"
13/07/2012 16.00,"7,37518246","58,95074576","92,8593498"
13/07/2012 17.00,"16,31772691","68,31707928","113,4298746"
13/07/2012 18.00,"17,87859576","70,00690488","111,4060668"
13/07/2012 19.00,"21,03150288","72,46428376","107,3469999"
13/07/2012 20.00,"25,231708","76,39449536","97,18433025"
13/07/2012 21.00,"20,86139224","72,00699072","97,700736"
13/07/2012 22.00,"16,9098714","67,9621356","90,458886"
13/07/2012 23.00,"10,91830966","61,9987988","89,6448063"
14/07/2012 0.00,"10,90466945","61,80576328","87,20047245"
14/07/2012 1.00,"9,77362776","60,7085812","89,2303251"
14/07/2012 2.00,"6,0246795","56,832766","94,3201287"
14/07/2012 3.00,"5,5052541","56,47329088","91,9500687"
14/07/2012 4.00,"6,36230428","57,01218808","89,88039585"
14/07/2012 5.00,"7,98096333","58,44618808","86,693523"
14/07/2012 6.00,"10,91570742","62,16976984","83,28321015"
14/07/2012 7.00,"10,06385789","61,98843576","86,0333376"
14/07/2012 8.00,"9,88335553","62,72356152","93,5634252"
14/07/2012 9.00,"9,11720374","61,27336688","99,59085885"
14/07/2012 10.00,"9,76323986","61,98390432","105,4750914"
14/07/2012 11.00,"11,69484934","64,87781192","110,6149296"
14/07/2012 12.00,"14,68803562","67,76910008","112,07768355"
14/07/2012 13.00,"10,34369438","62,55645272","124,0448307"
14/07/2012 14.00,"5,05140649","56,49273592","131,5587987"
14/07/2012 15.00,"4,03657998","54,8857764","126,35418285"
14/07/2012 16.00,"3,36587333","54,3792876","113,1334575"
14/07/2012 17.00,"5,9779311","57,10027392","119,59835475"
14/07/2012 18.00,"20,88865736","74,887304","109,23309285"
14/07/2012 19.00,"17,25788982","68,40774632","108,2994927"
14/07/2012 20.00,"48,31493984","125,8512816","64,6318155"
14/07/2012 21.00,"56,18551576","108,23979224","67,90172025"
14/07/2012 22.00,"32,48027208","83,9226512","75,454092"
14/07/2012 23.00,"14,59129225","65,76708312","86,7421212"
15/07/2012 0.00,"14,71075974","65,93614216","87,68988585"
15/07/2012 1.00,"14,37118281","65,40372664","77,0080374"
15/07/2012 2.00,"16,58652734","68,24065664","70,4527068"
15/07/2012 3.00,"21,24966208","72,43189448","54,7235682"
15/07/2012 4.00,"20,24456192","71,30358504","60,31222155"
15/07/2012 5.00,"15,2801782","66,78138","68,16633705"
15/07/2012 6.00,"24,06492912","76,51885184","57,82537425"
15/07/2012 7.00,"26,46079896","82,06573592","64,17278595"
15/07/2012 8.00,"21,08863344","75,62047952","77,922705"
15/07/2012 9.00,"22,81052328","77,1361028","95,1571908"
15/07/2012 10.00,"15,63987702","68,24388792","120,65817855"
15/07/2012 11.00,"14,52765515","66,8565216","128,1849345"
15/07/2012 12.00,"11,34164175","63,44769328","136,0410051"
15/07/2012 13.00,"8,94449661","60,9093412","145,4483877"
15/07/2012 14.00,"4,9293425","56,53091856","142,60916355"
15/07/2012 15.00,"4,01255762","55,22519464","138,2983476"
15/07/2012 16.00,"6,75057412","58,44488792","138,2288019"
15/07/2012 17.00,"12,62072004","65,20164736","123,91932525"
15/07/2012 18.00,"7,54399676","59,08544616","119,3614485"
15/07/2012 19.00,"7,40115506","58,52261072","106,00973145"
15/07/2012 20.00,"10,30732814","61,54993768","94,51793295"
15/07/2012 21.00,"13,76280544","65,13558776","82,42184895"
15/07/2012 22.00,"11,02868559","62,40230728","79,87830375"
15/07/2012 23.00,"9,76518819","60,97800112","71,12707665"
16/07/2012 0.00,"7,79007307","59,19750848","64,88966925"
16/07/2012 1.00,"5,72276322","56,6689076","66,22424445"
16/07/2012 2.00,"4,7189747","55,74399672","70,80707865"
16/07/2012 3.00,"4,80532826","55,946076","72,2543913"
16/07/2012 4.00,"6,07207606","57,47982504","70,8651531"
16/07/2012 5.00,"7,39531199","58,91122472","69,5198049"
16/07/2012 6.00,"8,05238418","59,81475944","70,680855"
16/07/2012 7.00,"10,95986315","63,64457192","72,16459635"
16/07/2012 8.00,"10,96635248","64,92507656","76,70290215"
16/07/2012 9.00,"12,36425774","66,23213888","82,6196532"
16/07/2012 10.00,"10,54951162","63,70806944","87,5589141"
16/07/2012 11.00,"9,61065844","62,34336032","88,0085073"
16/07/2012 12.00,"10,47289587","64,33243304","82,60411215"
16/07/2012 13.00,,,
16/07/2012 14.00,,,
16/07/2012 15.00,,,
16/07/2012 16.00,"3,82457551","6,8560649",
16/07/2012 17.00,"6,44995801","10,13774522","94,26815895"
16/07/2012 18.00,"8,59843034","12,16697758","90,45216285"
16/07/2012 19.00,"11,73509885","15,121769","86,4862824"
16/07/2012 20.00,"14,75880066","17,78445079","83,31832215"
16/07/2012 21.00,"10,99946067","13,99024358","88,5033072"
16/07/2012 22.00,"8,26469839","11,28740596","86,7164655"
16/07/2012 23.00,"8,98799843","12,1540257","72,8072457"
17/07/2012 0.00,"8,55298019","11,87357162","64,76749545"
17/07/2012 1.00,"5,30657436","8,29893466","65,7307812"
17/07/2012 2.00,"4,44692578","7,49643958","62,2826631"
17/07/2012 3.00,"5,02348746","7,97443958","58,1777511"
17/07/2012 4.00,"8,25625882","11,31396364","53,7366417"
17/07/2012 5.00,"12,98106894","16,22738682","47,36965905"
17/07/2012 6.00,"16,42615834","20,57147568","44,20303545"
17/07/2012 7.00,"17,49162799","24,83202352","47,37843705"
17/07/2012 8.00,"17,03258547","25,54254184","56,39699415"
17/07/2012 9.00,"11,3007326","17,70737425","73,28111805"
17/07/2012 10.00,"10,15215787","16,42040322","80,17328445"
17/07/2012 11.00,"9,35679073","15,13796173","85,0417029"
17/07/2012 12.00,"8,67439602","14,20981383","84,4429236"
17/07/2012 13.00,"7,64139022","12,92154456","86,22571545"
17/07/2012 14.00,"5,58251802","10,19603827","88,1158383"
17/07/2012 15.00,"4,37680318","8,35075178","92,00475165"
17/07/2012 16.00,"4,98972537","9,06645544","93,70788315"
17/07/2012 17.00,"6,46489264","10,76665938","94,6529346"
17/07/2012 18.00,"8,51012654","12,67023893","93,56949"
17/07/2012 19.00,"14,45493797","18,42825943","89,33292795"
17/07/2012 20.00,"17,27671728","21,0488256","83,7840948"
17/07/2012 21.00,"21,12825008","24,56711592","75,41425185"
17/07/2012 22.00,"17,88184998","21,0462444","65,690961"
17/07/2012 23.00,"12,00390119","15,35234855","67,5898419"
18/07/2012 0.00,"8,76724274","11,87681055","67,6330536"
18/07/2012 1.00,"7,28298582","10,73492209","65,9299221"
18/07/2012 2.00,"5,16892566","8,17522444","66,8243604"
18/07/2012 3.00,"4,18202009","6,84291416","72,102492"
18/07/2012 4.00,"10,26577656","13,623","63,66043005"
18/07/2012 5.00,"12,86485567","16,2390462","57,3116817"
18/07/2012 6.00,"17,27541521","21,49185512","51,1768971"
18/07/2012 7.00,"19,14468392","25,82559432","52,3973583"
18/07/2012 8.00,"11,29359128","16,43400328","78,4296744"
18/07/2012 9.00,"10,70274886","16,08619136","81,26550705"
18/07/2012 10.00,"8,7756823","14,35878349","85,57969455"
18/07/2012 11.00,"9,0587692","14,643769","88,651815"
18/07/2012 12.00,"9,54638082","15,1535082","92,47996065"
18/07/2012 13.00,"10,16254768","15,86403034","97,33958115"
18/07/2012 14.00,"4,23915638","8,28144751","104,3025501"
18/07/2012 15.00,"6,16946952","10,55356698","107,98226775"
18/07/2012 16.00,"5,92274122","10,52442045","106,7543652"
18/07/2012 17.00,"5,66692518","9,74524221","105,87814125"
18/07/2012 18.00,"10,85012965","15,93398278","100,5122895"
18/07/2012 19.00,"10,67287386","14,69040459","97,59677655"
18/07/2012 20.00,"13,14534416","16,68854784","89,11962255"
18/07/2012 21.00,"17,56954582","20,83055168","86,65368285"
18/07/2012 22.00,"15,55936462","18,8330719","87,9160191"
18/07/2012 23.00,"21,75219304","24,7808584","59,9618796"
19/07/2012 0.00,"12,56423574","15,84654128","63,82785045"
19/07/2012 1.00,"10,82026421","13,79464024","66,62723445"
19/07/2012 2.00,"6,46164606","9,5509333","73,8116883"
19/07/2012 3.00,"5,12737216","8,25683625","76,48959675"
19/07/2012 4.00,"8,32118652","11,66695708","76,3437822"
19/07/2012 5.00,"10,2936975","13,5970924","74,38008375"
19/07/2012 6.00,"19,34337896","23,20372608","66,4328217"
19/07/2012 7.00,"25,19534176","33,2870596","60,8536047"
19/07/2012 8.00,"20,55298664","28,25574632","76,187853"
19/07/2012 9.00,"14,12835116","20,32794424","91,14474705"
19/07/2012 10.00,"14,79906164","20,77615528","97,0749843"
19/07/2012 11.00,"15,15616397","21,27228104","104,7683427"
19/07/2012 12.00,"12,39477326","17,94507982","109,76164815"
19/07/2012 13.00,"10,6540464","16,37182504","105,0923706"
19/07/2012 14.00,"3,95347299","7,94982641","108,05851665"
19/07/2012 15.00,"3,92555206","8,09750164","95,4805404"
19/07/2012 16.00,"5,23840009","9,45118617","90,36506115"
19/07/2012 17.00,"5,55395083","9,5042977","89,1776571"
19/07/2012 18.00,"9,02695543","13,16767058","90,23478765"
19/07/2012 19.00,"10,99621601","14,81346665","87,91196925"
19/07/2012 20.00,"16,56056047","20,02999728","77,5176801"
19/07/2012 21.00,"39,8372848","45,13666048","54,69386265"
19/07/2012 22.00,"38,51922848","42,10545216","46,62576345"
19/07/2012 23.00,"47,18064584","52,01584528","29,7443328"
20/07/2012 0.00,"35,48450208","39,14741608","38,56847715"
20/07/2012 1.00,"28,02881104","31,3057496","38,5623924"
20/07/2012 2.00,"17,04947034","20,22173264","63,241899"
20/07/2012 3.00,"10,4780946","13,7564251","95,5264254"
20/07/2012 4.00,"24,74604088","28,27454128","82,25849835"
20/07/2012 5.00,"18,87913771","22,09809296","92,5555911"
20/07/2012 6.00,"66,50001008","76,2344992","38,134425"
20/07/2012 7.00,"62,0212648","75,61208584","50,3823684"
20/07/2012 8.00,"59,00600256","73,5420208","73,12654545"
20/07/2012 9.00,"53,56242384","67,77106944","80,5479255"
20/07/2012 10.00,"38,97503016","49,52674632","94,9357857"
20/07/2012 11.00,"15,86453129","20,36616512","133,2685935"
20/07/2012 12.00,"13,74787272","18,20156698","141,19027965"
20/07/2012 13.00,"12,93107397","17,09853991","155,7184881"
20/07/2012 14.00,"6,51683403","10,23360525","154,1192562"
20/07/2012 15.00,"9,26848692","13,09447922","153,192459"
20/07/2012 16.00,"7,46543459","11,41500328","136,15849065"
20/07/2012 17.00,"9,85998324","13,53361782","132,18652545"
20/07/2012 18.00,"16,15475377","20,41407984","116,01054675"
20/07/2012 19.00,"22,37745528","27,33991744","94,6171443"
20/07/2012 20.00,"55,85762688","68,44982944","57,43048395"
20/07/2012 21.00,"73,08241424","79,91278568","33,95591745"
20/07/2012 22.00,"50,697158","54,73876272","46,5319386"
20/07/2012 23.00,"21,97555288","25,03217168","72,0714498"
21/07/2012 0.00,"17,22607222","20,56564408","83,3230503"
21/07/2012 1.00,"10,65145182","14,03817359","92,8485369"
21/07/2012 2.00,"8,29391566","11,342462","97,31392545"
21/07/2012 3.00,"5,02998062","7,87275178","100,5919299"
21/07/2012 4.00,"7,706316","10,66626599","98,01935745"
21/07/2012 5.00,"10,32162034","13,8270257","96,7421784"
21/07/2012 6.00,"15,96581184","19,6323204","91,2709707"
