TARANTO - Carcere,,,
,SO2,NO2,PM10
09/06/2011 23.00,"1,589855","16,220148",
10/06/2011 0.00,"2,488154","17,251308","16,36141"
10/06/2011 1.00,"7,75246","29,660262",
10/06/2011 2.00,"6,716031","14,970304","9,27961"
10/06/2011 3.00,"11,932481","14,976141",
10/06/2011 4.00,"11,839497","21,837333","11,96581"
10/06/2011 5.00,"9,570728","21,059265",
10/06/2011 6.00,"9,332385","26,238413","18,07081"
10/06/2011 7.00,"13,883463","31,562302",
10/06/2011 8.00,"4,056342","8,925466","18,80341"
10/06/2011 9.00,"3,40451","9,634105",
10/06/2011 10.00,"1,962717","5,741137","15,87301"
10/06/2011 11.00,"1,978968","13,148739",
10/06/2011 12.00,"1,558257","10,954033","10,74481"
10/06/2011 13.00,"0,953371","10,017626",
10/06/2011 14.00,"2,013275","8,16102","14,65201"
10/06/2011 15.00,"1,699096","7,264839",
10/06/2011 16.00,"1,597981","10,837881","15,62881"
10/06/2011 17.00,"0,962399","6,974766",
10/06/2011 18.00,"0,715028","4,099978","15,14041"
10/06/2011 19.00,"0,657248","11,304464",
10/06/2011 20.00,"0,74753","16,607562","14,65201"
10/06/2011 21.00,"0,749336","30,302064",
10/06/2011 22.00,"1,475198","15,28439","19,78022"
10/06/2011 23.00,"1,197131","12,194804",
11/06/2011 0.00,"0,767392","14,011822","12,69841"
11/06/2011 1.00,,"24,448017",
11/06/2011 2.00,"6,72235",,"11,47741"
11/06/2011 3.00,"9,205991","22,037844",
11/06/2011 4.00,"4,399411","14,781464","23,44322"
11/06/2011 5.00,"4,783108","16,617948",
11/06/2011 6.00,"4,648588","22,041745","17,826611"
11/06/2011 7.00,"13,341779","31,893899",
11/06/2011 8.00,"13,962911","24,002195","22,954821"
11/06/2011 9.00,"15,832635","25,072934",
11/06/2011 10.00,"9,998661","14,200663","24,42001"
11/06/2011 11.00,"3,820707","8,720403",
11/06/2011 12.00,"2,216407","9,331701","15,62881"
11/06/2011 13.00,"1,808336","10,078624",
11/06/2011 14.00,"1,233244","4,496479","18,80341"
11/06/2011 15.00,"1,7966","5,76385",
11/06/2011 16.00,"1,718958","6,610063","19,53602"
11/06/2011 17.00,"0,664471","7,30118",
11/06/2011 18.00,"0,650026","8,259008","18,80341"
11/06/2011 19.00,"0,666276","11,109134",
11/06/2011 20.00,"0,684333","24,421402","13,91941"
11/06/2011 21.00,"1,177269","19,329192",
11/06/2011 22.00,"1,485128","20,911945","10,25641"
11/06/2011 23.00,"1,560062","22,050827",
12/06/2011 0.00,"2,199254","32,675868","12,21001"
12/06/2011 1.00,"3,727718","32,270276",
12/06/2011 2.00,"3,251032","18,871051","13,67521"
12/06/2011 3.00,"4,920334","29,685578",
12/06/2011 4.00,"6,158996","38,631805","24,17581"
12/06/2011 5.00,"5,200206","24,666042",
12/06/2011 6.00,"5,507163","21,541413","28,08301"
12/06/2011 7.00,"7,51773","24,757551",
12/06/2011 8.00,"5,91343","16,170835","23,19902"
12/06/2011 9.00,"7,654958","12,008558",
12/06/2011 10.00,"1,769515","5,506221","26,12941"
12/06/2011 11.00,"1,930216","5,993573",
12/06/2011 12.00,"1,375888","6,074041","15,62881"
12/06/2011 13.00,"0,682527","5,228479",
12/06/2011 14.00,"0,84684","4,558125","14,65201"
12/06/2011 15.00,"1,327136","5,855999",
12/06/2011 16.00,"1,823683","5,359563","17,582411"
12/06/2011 17.00,"1,409292","5,510764",
12/06/2011 18.00,"0,729474","5,539318","16,84981"
12/06/2011 19.00,"0,668083","5,016923",
12/06/2011 20.00,"0,769197","9,43034","17,094"
12/06/2011 21.00,"0,81795","10,298611",
12/06/2011 22.00,"0,650026","9,690561","21,001221"
12/06/2011 23.00,"0,650026","11,523149",
13/06/2011 0.00,"2,076472","20,545949","15,14041"
13/06/2011 1.00,,"25,013222",
13/06/2011 2.00,"2,127932",,"18,31501"
13/06/2011 3.00,"1,61062","13,598447",
13/06/2011 4.00,"2,11439","19,382403","16,36141"
13/06/2011 5.00,"1,406584","11,331064",
13/06/2011 6.00,"3,116513","19,106621","15,62881"
13/06/2011 7.00,"2,31662","13,46607",
13/06/2011 8.00,"2,486349","15,033247","13,18681"
13/06/2011 9.00,"4,184542","17,544633",
13/06/2011 10.00,"2,383428","9,399191","20,26862"
13/06/2011 11.00,"1,950077","6,457564",
13/06/2011 12.00,"1,950077","9,735988","17,582411"
13/06/2011 13.00,"1,917576","9,098083",
13/06/2011 14.00,"1,950077","8,491978","19,2918"
13/06/2011 15.00,"2,011469","6,94816",
13/06/2011 16.00,"1,704512","4,441968","23,93162"
13/06/2011 17.00,"1,114975","4,790447",
13/06/2011 18.00,"1,202548","12,143538","20,02442"
13/06/2011 19.00,"1,236855","28,351996",
13/06/2011 20.00,"0,837811","21,068346","20,26862"
13/06/2011 21.00,"0,789059","36,526005",
13/06/2011 22.00,"0,816144","26,927594","22,46641"
13/06/2011 23.00,"0,94976","22,682896",
14/06/2011 0.00,"0,68975","20,059249","19,78022"
14/06/2011 1.00,"1,146574","7,786584",
14/06/2011 2.00,"1,159213","5,502329","16,36141"
14/06/2011 3.00,"0,908231","4,003936",
14/06/2011 4.00,"0,650026","4,977987","17,582411"
14/06/2011 5.00,"0,650026","11,998173",
14/06/2011 6.00,"0,76378","16,523859","15,87301"
14/06/2011 7.00,"0,691555","19,248715",
14/06/2011 8.00,"1,789377","20,347369","20,757021"
14/06/2011 9.00,"2,144183","19,102073",
14/06/2011 10.00,"1,471587","8,310274","19,78022"
14/06/2011 11.00,"1,980773","12,179872",
14/06/2011 12.00,"2,667815","8,626955","22,46641"
14/06/2011 13.00,"1,856185","9,620476",
14/06/2011 14.00,"1,872435","6,937776","19,78022"
14/06/2011 15.00,"1,78396","8,888479",
14/06/2011 16.00,"0,888369","7,24083","20,51281"
14/06/2011 17.00,"0,926287","9,731445",
14/06/2011 18.00,"0,794476","11,512773","20,26862"
14/06/2011 19.00,"1,115878","21,43176",
14/06/2011 20.00,"0,666276","15,511516","22,46641"
14/06/2011 21.00,"0,668083","13,950821",
14/06/2011 22.00,"0,722251","12,275915","20,02442"
14/06/2011 23.00,"1,101432","8,742467",
15/06/2011 0.00,"0,850451","11,756125","21,001221"
15/06/2011 1.00,,"14,540054",
15/06/2011 2.00,"1,271161",,"20,26862"
15/06/2011 3.00,"0,919064","16,412233",
15/06/2011 4.00,"1,355123","32,646653","22,22221"
15/06/2011 5.00,"2,154114","33,16905",
15/06/2011 6.00,"3,997659","34,000998","41,75824"
15/06/2011 7.00,"5,451189","30,047672",
15/06/2011 8.00,"5,298613","20,087797","32,96703"
15/06/2011 9.00,"4,330798","14,625071",
15/06/2011 10.00,"2,320231","8,536104","23,93162"
15/06/2011 11.00,"1,997024","9,930667",
15/06/2011 12.00,"1,950077","15,268167","27,10622"
15/06/2011 13.00,"1,950077","11,8009",
15/06/2011 14.00,,,"25,64102"
15/06/2011 15.00,"1,740625","13,727589",
15/06/2011 16.00,"1,926605","16,091017","23,93162"
15/06/2011 17.00,"1,345192","11,907318",
15/06/2011 18.00,"0,935315","13,111094","18,80341"
15/06/2011 19.00,"0,650026","9,593871",
15/06/2011 20.00,"0,693361","38,113942","20,757021"
15/06/2011 21.00,"0,664471","53,988875",
15/06/2011 22.00,"1,146574","67,506864","33,455421"
15/06/2011 23.00,"0,743918","20,437577",
16/06/2011 0.00,"0,650026","10,758703","29,79241"
16/06/2011 1.00,"0,640998","7,791774",
16/06/2011 2.00,"0,643706","5,463393","21,001221"
16/06/2011 3.00,"0,650026","6,654192",
16/06/2011 4.00,"0,868507","20,805523","22,954821"
16/06/2011 5.00,"0,929898","18,877551",
16/06/2011 6.00,"1,247688","25,677739","26,37361"
16/06/2011 7.00,"3,444234","41,003662",
16/06/2011 8.00,"10,327278","51,890857","35,89743"
16/06/2011 9.00,"19,055681","34,455903",
16/06/2011 10.00,"10,270408","22,534296","33,211231"
16/06/2011 11.00,"32,975269","48,064085",
16/06/2011 12.00,"18,578097","19,658209","36,38583"
16/06/2011 13.00,"10,989041","12,882025",
16/06/2011 14.00,"5,631751","6,696371","29,30402"
16/06/2011 15.00,"3,227559","9,358307",
16/06/2011 16.00,"3,251032","7,66069","24,17581"
16/06/2011 17.00,"4,368716","19,373321",
16/06/2011 18.00,"3,405413","15,88465","20,51281"
16/06/2011 19.00,"2,141475","5,116212",
16/06/2011 20.00,"1,762292","6,535434","25,39682"
16/06/2011 21.00,"0,841422","20,74388",
16/06/2011 22.00,"0,728571","22,471353","25,64102"
16/06/2011 23.00,"0,650026","19,846406",
17/06/2011 0.00,"0,650026","23,470697","25,39682"
17/06/2011 1.00,,"16,436249",
17/06/2011 2.00,"0,873923",,"19,78022"
17/06/2011 3.00,"0,650026",,
17/06/2011 4.00,"0,704195",,"21,001221"
17/06/2011 5.00,"0,700584",,
17/06/2011 6.00,"1,571799",,"38,827831"
17/06/2011 7.00,"1,68465",,
17/06/2011 8.00,"3,847792",,"38,827831"
17/06/2011 9.00,"12,847038",,
17/06/2011 10.00,"19,135119","27,586755","40,04884"
17/06/2011 11.00,"6,104826","10,508864",
17/06/2011 12.00,"4,034675","6,711946","30,28083"
17/06/2011 13.00,"2,989216","4,833276",
17/06/2011 14.00,"2,150502","4,879999","23,44322"
17/06/2011 15.00,"2,630799","6,524403",
17/06/2011 16.00,"2,240783","3,389393","25,39682"
17/06/2011 17.00,"1,950077","2,957202",
17/06/2011 18.00,"1,950077","4,118148","16,11721"
17/06/2011 19.00,"1,448113","6,596434",
17/06/2011 20.00,"1,351512","12,063069","21,001221"
17/06/2011 21.00,"1,245883","58,059005",
17/06/2011 22.00,"1,278384","55,08816","23,44322"
17/06/2011 23.00,"1,65576","43,346319",
18/06/2011 0.00,"1,115878","23,270837","25,64102"
18/06/2011 1.00,"1,903131","18,614721",
18/06/2011 2.00,"1,785766","18,026789","19,78022"
18/06/2011 3.00,"1,206159","20,447309",
18/06/2011 4.00,"1,558257","17,983954","23,44322"
18/06/2011 5.00,"1,838129","28,788084",
18/06/2011 6.00,"1,950077","31,685587","28,81562"
18/06/2011 7.00,"2,852891","30,863387",
18/06/2011 8.00,"3,971477","15,184451","34,67643"
18/06/2011 9.00,"6,511995","12,473198",
18/06/2011 10.00,"3,185127","13,802221","32,234421"
18/06/2011 11.00,"1,962717","13,352504",
18/06/2011 12.00,"1,988898","8,739222","22,46641"
18/06/2011 13.00,"1,61062","3,804714",
18/06/2011 14.00,"1,691873","3,976681","17,094"
18/06/2011 15.00,"1,843545","2,788478",
18/06/2011 16.00,"1,94466","2,902691","15,14041"
18/06/2011 17.00,"1,601592","2,846234",
18/06/2011 18.00,"1,549229","4,025351","20,757021"
18/06/2011 19.00,"0,873923","5,900776",
18/06/2011 20.00,"1,792988","8,781403","25,15262"
18/06/2011 21.00,"1,63951","18,14879",
18/06/2011 22.00,"1,120392","23,507695","25,64102"
18/06/2011 23.00,"1,092404","30,993824",
19/06/2011 0.00,"0,987678","15,793155","21,001221"
19/06/2011 1.00,,"13,333033",
19/06/2011 2.00,"1,811044",,"12,69841"
19/06/2011 3.00,"1,446307","8,900807",
19/06/2011 4.00,"1,31901","8,425138","21,24542"
19/06/2011 5.00,"1,207965","12,310316",
19/06/2011 6.00,"1,579924","22,885378","28,81562"
19/06/2011 7.00,"0,985873","6,223298",
19/06/2011 8.00,"0,810727","4,061042","23,19902"
19/06/2011 9.00,"1,594369","3,526967",
19/06/2011 10.00,"1,950077","3,085041","12,94261"
19/06/2011 11.00,"1,942855","2,901393",
19/06/2011 12.00,"1,950077","3,153829","8,791209"
19/06/2011 13.00,"1,950077","3,088935",
19/06/2011 14.00,"1,937438","2,50619","10,98901"
19/06/2011 15.00,"1,950077","2,245967",
19/06/2011 16.00,"1,950077","2,788478","14,40781"
19/06/2011 17.00,"1,950077","2,511383",
19/06/2011 18.00,"1,950077","2,532148","14,89621"
19/06/2011 19.00,"2,121612","5,647042",
19/06/2011 20.00,"1,724374","9,824892","18,07081"
19/06/2011 21.00,"1,231437","15,377188",
19/06/2011 22.00,"0,989484","12,127967","26,12941"
19/06/2011 23.00,"1,442696","19,692606",
20/06/2011 0.00,"1,316302","19,286363","22,710621"
20/06/2011 1.00,"1,792988","27,512283",
20/06/2011 2.00,"2,123418","25,255933","21,97802"
20/06/2011 3.00,"2,007858","14,00404",
20/06/2011 4.00,"3,825222","21,759458","24,664221"
20/06/2011 5.00,"3,570628","20,294159",
20/06/2011 6.00,"3,095748","18,939192","29,54822"
20/06/2011 7.00,"2,083694","13,353154",
20/06/2011 8.00,"1,971745","10,751563","27,59462"
20/06/2011 9.00,"1,950077","9,742477",
20/06/2011 10.00,"1,950077","10,548452","23,44322"
20/06/2011 11.00,"1,950077","12,246073",
20/06/2011 12.00,"1,89952","11,946256","22,46641"
20/06/2011 13.00,"1,803821","7,415392",
20/06/2011 14.00,"1,393944","7,599689","16,60561"
20/06/2011 15.00,"1,175464","7,595148",
20/06/2011 16.00,"1,375888","6,758019","11,96581"
20/06/2011 17.00,"1,422835","8,907296",
20/06/2011 18.00,"1,16463","9,658764","20,26862"
20/06/2011 19.00,"1,375888","12,933292",
20/06/2011 20.00,"1,083376","14,2675","12,69841"
20/06/2011 21.00,"1,336164","8,373223",
20/06/2011 22.00,"1,628676","10,064999","16,60561"
20/06/2011 23.00,"10,58815","39,449032",
21/06/2011 0.00,"12,653829","36,904982","32,234421"
21/06/2011 1.00,,"17,516733",
21/06/2011 2.00,"2,927825",,"19,53602"
21/06/2011 3.00,"3,184224","15,270759",
21/06/2011 4.00,"3,61306","16,320737","20,26862"
21/06/2011 5.00,"4,166485","25,015173",
21/06/2011 6.00,"2,368984","31,80434","24,664221"
21/06/2011 7.00,"2,807751","22,16505",
21/06/2011 8.00,"1,997024","10,872924","21,48962"
21/06/2011 9.00,"3,000952","12,632834",
21/06/2011 10.00,"1,921187","17,146834","21,24542"
21/06/2011 11.00,"1,950077","18,88403",
21/06/2011 12.00,"1,908548","11,17338","22,46641"
21/06/2011 13.00,"1,87063","8,573094",
21/06/2011 14.00,"1,950077","9,540009","15,14041"
21/06/2011 15.00,"1,950077","7,844339",
21/06/2011 16.00,"1,950077","7,304425","9,523809"
21/06/2011 17.00,"1,966329","8,379063",
21/06/2011 18.00,"1,747848","11,622436","12,45421"
21/06/2011 19.00,"0,785448","25,33899",
21/06/2011 20.00,"0,650026","32,345551","18,31501"
21/06/2011 21.00,"0,636483","29,69531",
21/06/2011 22.00,"0,650026","28,136551","17,094"
21/06/2011 23.00,"0,650026","35,08082",
22/06/2011 0.00,"1,433668","32,00422","33,211231"
22/06/2011 1.00,"1,021985","29,508412",
22/06/2011 2.00,"0,650026","17,941133","27,59462"
22/06/2011 3.00,"0,902813","17,548519",
22/06/2011 4.00,"0,711417","15,291519","19,53602"
22/06/2011 5.00,"0,650026","38,322903",
22/06/2011 6.00,"0,92087","25,130027","14,65201"
22/06/2011 7.00,"1,968134","50,063464",
22/06/2011 8.00,"4,438233","52,407422","34,920631"
22/06/2011 9.00,"5,864678","41,675959",
22/06/2011 10.00,"6,148162","32,853666","33,455421"
22/06/2011 11.00,"5,531539","20,266912",
22/06/2011 12.00,"5,965793","11,663966","23,19902"
22/06/2011 13.00,"4,361493","6,548414",
22/06/2011 14.00,"1,950077","3,338128","21,24542"
22/06/2011 15.00,"1,950077","3,225213",
22/06/2011 16.00,"1,94466","2,950713","21,001221"
22/06/2011 17.00,"1,950077","3,869607",
22/06/2011 18.00,"1,950077","7,366074","19,0476"
22/06/2011 19.00,"1,959106","6,48936",
22/06/2011 20.00,"2,098139","16,541375","17,826611"
22/06/2011 21.00,"2,157725","38,663602",
22/06/2011 22.00,"2,020497","22,961284","23,19902"
22/06/2011 23.00,"2,011469","38,630507",
23/06/2011 0.00,"1,856185","30,358506","39,072041"
23/06/2011 1.00,,"23,32858",
23/06/2011 2.00,"1,823683",,"35,89743"
23/06/2011 3.00,"1,514921","19,817841",
23/06/2011 4.00,"1,33797","19,17411","37,362621"
23/06/2011 5.00,"1,603397","32,049",
23/06/2011 6.00,"1,987996","40,447518","38,339432"
23/06/2011 7.00,"3,35305","36,533138",
23/06/2011 8.00,"3,889321","25,478507","52,74725"
23/06/2011 9.00,"4,647685","24,779614",
23/06/2011 10.00,"5,263404","18,378511","47,619041"
23/06/2011 11.00,"4,56914","9,096137",
23/06/2011 12.00,"2,444819","3,393936","31,50182"
23/06/2011 13.00,"2,807751","4,710627",
23/06/2011 14.00,"2,235367","4,018213","27,59462"
23/06/2011 15.00,"1,950077","3,077905",
23/06/2011 16.00,"3,865849","6,770998","23,44322"
23/06/2011 17.00,"3,145403","4,411466",
23/06/2011 18.00,"2,619063","5,651583","18,31501"
23/06/2011 19.00,"2,092722","14,079312",
23/06/2011 20.00,"1,922993","24,595299","26,86202"
23/06/2011 21.00,"1,475198","18,462877",
23/06/2011 22.00,"1,442696","16,699069","27,59462"
23/06/2011 23.00,"1,276578","18,840558",
24/06/2011 0.00,"1,294635","28,667379","23,93162"
24/06/2011 1.00,"0,783642","21,354534",
24/06/2011 2.00,"0,901008","18,281816","25,39682"
24/06/2011 3.00,"1,343387","14,827531",
24/06/2011 4.00,"1,060806","19,166958","24,664221"
24/06/2011 5.00,"1,439085","19,941795",
24/06/2011 6.00,"1,71354","26,414278","26,12941"
24/06/2011 7.00,"2,459264","32,429279",
24/06/2011 8.00,"5,039505","29,25987","41,26984"
24/06/2011 9.00,"7,35432","22,10599",
24/06/2011 10.00,"6,126494","15,041688","43,223431"
24/06/2011 11.00,"7,933927","15,501131",
24/06/2011 12.00,"6,20233","10,169477","39,56044"
24/06/2011 13.00,"7,541202","7,685999",
24/06/2011 14.00,"10,48347","10,967014","33,455421"
24/06/2011 15.00,"4,855332","4,839765",
24/06/2011 16.00,"3,298881","4,592521","26,12941"
24/06/2011 17.00,"2,934145","5,218745",
24/06/2011 18.00,"2,011469","6,122711","22,710621"
24/06/2011 19.00,"3,715982","34,565575",
24/06/2011 20.00,"2,614548","17,621208","20,757021"
24/06/2011 21.00,"3,00637","47,467063",
24/06/2011 22.00,"2,240783","51,629352","36,630032"
24/06/2011 23.00,"2,210088","52,678657",
25/06/2011 0.00,"1,950077","34,555192","35,409031"
25/06/2011 1.00,,"13,631548",
25/06/2011 2.00,"4,555597",,"30,76923"
25/06/2011 3.00,"10,047414","21,936624",
25/06/2011 4.00,"8,868339","21,438242","30,52503"
25/06/2011 5.00,"10,032968","27,702413",
25/06/2011 6.00,"9,946298","23,615417","31,746031"
25/06/2011 7.00,"6,665474","16,243513",
25/06/2011 8.00,"3,197766","8,299244","35,89743"
25/06/2011 9.00,"2,183004","6,753478",
25/06/2011 10.00,"2,006052","7,486126","38,09523"
25/06/2011 11.00,"1,950077","9,673041",
25/06/2011 12.00,"1,87063","6,681445","38,09523"
25/06/2011 13.00,"1,670206","5,845617",
25/06/2011 14.00,"1,119489","3,715159","30,036631"
25/06/2011 15.00,"1,003928","3,563308",
25/06/2011 16.00,"1,274773","3,155775","20,757021"
25/06/2011 17.00,"0,866702","3,363435",
25/06/2011 18.00,"0,67711","4,458191","26,86202"
25/06/2011 19.00,"0,671693","7,382297",
25/06/2011 20.00,"0,857673","7,595148","23,93162"
25/06/2011 21.00,"1,283801","6,540627",
25/06/2011 22.00,"0,695166","6,522457","19,78022"
25/06/2011 23.00,"1,126712","6,186957",
26/06/2011 0.00,"0,781837","8,926764","19,0476"
26/06/2011 1.00,"1,755069","5,534127",
26/06/2011 2.00,"1,950077","4,070128","11,96581"
26/06/2011 3.00,"2,022302","3,647669",
26/06/2011 4.00,"1,989801","3,702829","12,94261"
26/06/2011 5.00,"1,964523","3,404968",
26/06/2011 6.00,"1,950077","3,913734","8,302809"
26/06/2011 7.00,"1,805627","3,540596",
26/06/2011 8.00,"1,29644","3,390691","15,62881"
26/06/2011 9.00,"1,950077","4,061042",
26/06/2011 10.00,"1,848963","5,340744","15,87301"
26/06/2011 11.00,"1,950077","3,808604",
26/06/2011 12.00,"1,950077","3,192767","17,094"
26/06/2011 13.00,"1,933827","3,310873",
26/06/2011 14.00,"1,890492","2,473095","10,50061"
26/06/2011 15.00,"1,950077","2,700224",
26/06/2011 16.00,"1,74243","2,393277","12,21001"
26/06/2011 17.00,"1,950077","3,206393",
26/06/2011 18.00,"1,356026","3,986415","9,523809"
26/06/2011 19.00,"0,651832","4,35501",
26/06/2011 20.00,"0,698778","5,901424","10,50061"
26/06/2011 21.00,"0,776419","6,122711",
26/06/2011 22.00,"0,613011","5,623031","12,69841"
26/06/2011 23.00,"0,065906","5,735298",
27/06/2011 0.00,"0,68975","4,161627","17,3382"
27/06/2011 1.00,,"4,262211",
27/06/2011 2.00,"1,444502",,"15,38461"
27/06/2011 3.00,"1,211576","6,313498",
27/06/2011 4.00,"1,038236","7,976074","18,07081"
27/06/2011 5.00,"1,086988","13,409607",
27/06/2011 6.00,"1,384916","15,03519","16,36141"
27/06/2011 7.00,"1,200742","14,135766",
27/06/2011 8.00,"2,036748","10,332352","14,40781"
27/06/2011 9.00,"1,083376","6,534785",
27/06/2011 10.00,"1,256717","6,970871","10,50061"
27/06/2011 11.00,"1,942855","6,8002",
27/06/2011 12.00,"1,269356","6,488064","11,96581"
27/06/2011 13.00,"0,913647","5,22783",
27/06/2011 14.00,"1,439085","4,860531","6,593407"
27/06/2011 15.00,"1,630482","5,346585",
27/06/2011 16.00,"1,244078","5,406935","4,639805"
27/06/2011 17.00,"1,218798","5,233669",
27/06/2011 18.00,"1,78396","6,433553","8,547009"
27/06/2011 19.00,"0,933509","7,104552",
27/06/2011 20.00,"1,191715","10,575061","7,570208"
27/06/2011 21.00,"1,031013","14,283073",
27/06/2011 22.00,"1,121294","7,726231","14,40781"
27/06/2011 23.00,"1,336164","8,022147",
28/06/2011 0.00,"1,722568","12,819082","8,547009"
28/06/2011 1.00,"1,756876","9,488095",
28/06/2011 2.00,"1,69729","7,588659","12,45421"
28/06/2011 3.00,"1,214285","6,39851",
28/06/2011 4.00,"1,890492","7,161658","9,035409"
28/06/2011 5.00,"1,805627","9,532223",
28/06/2011 6.00,"1,130322","11,775593","14,65201"
28/06/2011 7.00,"1,823683","16,234429",
28/06/2011 8.00,"2,404193","9,555583","16,36141"
28/06/2011 9.00,"2,237172","9,609446",
28/06/2011 10.00,"2,703024","7,624999","11,72161"
28/06/2011 11.00,"2,150502","8,547787",
28/06/2011 12.00,"1,950077","7,998137","15,87301"
28/06/2011 13.00,"2,480932","8,700286",
28/06/2011 14.00,,"6,685492","15,87301"
28/06/2011 15.00,,,
28/06/2011 16.00,,,"15,87301"
28/06/2011 17.00,"5,156872","7,490019",
28/06/2011 18.00,"5,200206","8,437466","3,663004"
28/06/2011 19.00,"5,238126","8,789839",
28/06/2011 20.00,"5,297711","11,863843","5,128205"
28/06/2011 21.00,"5,306738","14,566663",
28/06/2011 22.00,"5,238126","12,497204","6,593407"
28/06/2011 23.00,"5,203818","10,251241",
29/06/2011 0.00,"5,868289","14,761995","15,38461"
29/06/2011 1.00,,"51,459318",
29/06/2011 2.00,"19,062891",,"18,07081"
29/06/2011 3.00,"14,485639","24,574554",
29/06/2011 4.00,"7,440088","13,109804","25,39682"
29/06/2011 5.00,"6,500259","12,471245",
29/06/2011 6.00,"6,557136","20,978139","18,31501"
29/06/2011 7.00,"8,152407","18,847045",
29/06/2011 8.00,"17,419775","29,321513","18,55921"
29/06/2011 9.00,"10,116027","11,342101",
29/06/2011 10.00,"8,54784","10,506922","21,001221"
29/06/2011 11.00,"7,029308","10,159742",
29/06/2011 12.00,"6,409977","8,61917","18,31501"
29/06/2011 13.00,"6,052463","7,595148",
29/06/2011 14.00,"5,369936","5,606808","16,36141"
29/06/2011 15.00,"5,922458","8,170104",
29/06/2011 16.00,"5,353685","8,070169","9,035409"
29/06/2011 17.00,"5,584805","8,327796",
29/06/2011 18.00,"5,416881","12,141586","5,616606"
29/06/2011 19.00,"5,585709","13,63998",
29/06/2011 20.00,"4,994366","28,254674","6,593407"
29/06/2011 21.00,"4,939294","20,432397",
29/06/2011 22.00,"6,263722","17,645862","14,89621"
29/06/2011 23.00,"5,528831","10,410878",
30/06/2011 0.00,"6,009127","19,617311","15,62881"
30/06/2011 1.00,"6,49123","24,405819",
30/06/2011 2.00,"5,689532","13,090333","31,25762"
30/06/2011 3.00,"5,747312","16,071548",
30/06/2011 4.00,"6,395533","17,251959","28,327221"
30/06/2011 5.00,"6,030796","32,590841",
30/06/2011 6.00,"6,321502","40,345647","22,710621"
30/06/2011 7.00,"7,80031","39,934854",
30/06/2011 8.00,"7,253205","14,773019","27,83882"
30/06/2011 9.00,"8,225536","15,807425",
30/06/2011 10.00,"8,623676","13,666589","24,908421"
30/06/2011 11.00,"6,895691","12,748345",
30/06/2011 12.00,"7,253205","5,218745","22,954821"
30/06/2011 13.00,"6,444284","6,050681",
30/06/2011 14.00,,,"20,26862"
30/06/2011 15.00,,,
30/06/2011 16.00,,,"20,51281"
30/06/2011 17.00,"3,215822",,
30/06/2011 18.00,"2,163142",,"21,24542"
30/06/2011 19.00,"1,950077",,
30/06/2011 20.00,"2,108973",,"21,73382"
30/06/2011 21.00,"1,950077",,
30/06/2011 22.00,"1,817364",,"21,97802"
30/06/2011 23.00,"1,969939",,
01/07/2011 0.00,"1,950077",,"19,2918"
01/07/2011 1.00,,,
01/07/2011 2.00,"2,310301",,"18,07081"
01/07/2011 3.00,"1,950077","7,079893",
01/07/2011 4.00,"1,960911","7,199945","16,60561"
01/07/2011 5.00,"1,966329","17,377855",
01/07/2011 6.00,"1,950077","17,138461","21,24542"
01/07/2011 7.00,"1,9573","15,782768",
01/07/2011 8.00,"1,964523","8,268744","17,094"
01/07/2011 9.00,"1,97987","6,552307",
01/07/2011 10.00,"2,116196","7,406307","17,826611"
01/07/2011 11.00,"2,376205","8,161668",
01/07/2011 12.00,"2,222728","10,364799","11,72161"
01/07/2011 13.00,"1,989801","6,963083",
01/07/2011 14.00,"2,139668","7,294041","10,98901"
01/07/2011 15.00,"2,444819","6,857307",
01/07/2011 16.00,"2,175781","6,902733","8,791209"
01/07/2011 17.00,"2,112585","7,6542",
01/07/2011 18.00,"2,084597","9,433584","7,081807"
01/07/2011 19.00,"2,383428","5,744382",
01/07/2011 20.00,"2,754484","4,878701","12,21001"
01/07/2011 21.00,"2,303981","17,027427",
01/07/2011 22.00,"2,275091","31,060018","13,91941"
01/07/2011 23.00,"1,950077","13,301889",
02/07/2011 0.00,"2,05661","15,344089","14,16361"
02/07/2011 1.00,"2,370789","7,127913",
02/07/2011 2.00,"2,179392","6,243412","11,47741"
02/07/2011 3.00,"2,426763","6,225893",
02/07/2011 4.00,"2,682259","7,80021","13,43101"
02/07/2011 5.00,"2,631702","16,122163",
02/07/2011 6.00,"2,484543","18,252623","12,21001"
02/07/2011 7.00,"3,351245","13,811303",
02/07/2011 8.00,"9,230368","12,771701","18,31501"
02/07/2011 9.00,"8,855699","9,977391",
02/07/2011 10.00,"5,472856","7,254457","13,18681"
02/07/2011 11.00,"5,136107","6,922203",
02/07/2011 12.00,"5,431327","5,62887","15,87301"
02/07/2011 13.00,"5,342851","4,997457",
02/07/2011 14.00,"5,045826","3,666489","15,14041"
02/07/2011 15.00,"5,197498","4,355658",
02/07/2011 16.00,"4,314546","3,962404","16,11721"
02/07/2011 17.00,"4,542056","2,991595",
02/07/2011 18.00,"3,505625","2,234287","13,43101"
02/07/2011 19.00,"3,252838","2,00651",
02/07/2011 20.00,"3,287144","2,556158","20,02442"
02/07/2011 21.00,"3,254643","3,552276",
02/07/2011 22.00,"3,175196","4,358903","21,24542"
02/07/2011 23.00,"3,251935","3,955265",
03/07/2011 0.00,"3,252838","2,867648","12,21001"
03/07/2011 1.00,,"3,053244",
