TARANTO - Carcere,,,
,SO2,NO2,PM10
23/01/2011 20.00,"3,165265","20,662103","15,62881"
23/01/2011 21.00,"3,25013","22,129353",
23/01/2011 22.00,"3,176099","14,432336","19,2918"
23/01/2011 23.00,"3,204989","13,869059",
24/01/2011 0.00,"3,328674","16,8016","20,26862"
24/01/2011 1.00,,"21,769839",
24/01/2011 2.00,"2,889906",,"13,91941"
24/01/2011 3.00,"3,248323","10,173365",
24/01/2011 4.00,"3,818902","13,47061","12,45421"
24/01/2011 5.00,"2,840252","11,430351",
24/01/2011 6.00,"3,552572","20,573866","18,31501"
24/01/2011 7.00,"5,328406","34,73624",
24/01/2011 8.00,"6,775617","43,34567","21,73382"
24/01/2011 9.00,"6,399144","40,184062",
24/01/2011 10.00,"6,945346","25,945744","29,54822"
24/01/2011 11.00,"5,330212","23,936634",
24/01/2011 12.00,"3,065955","12,983254","27,35042"
24/01/2011 13.00,"5,592931","16,863894",
24/01/2011 14.00,"11,556913","22,172833","23,44322"
24/01/2011 15.00,"5,739186","11,931985",
24/01/2011 16.00,"3,572434","13,338873","14,89621"
24/01/2011 17.00,"3,85682","17,880783",
24/01/2011 18.00,"7,192716","30,856257","16,84981"
24/01/2011 19.00,"5,648003","31,11258",
24/01/2011 20.00,"6,652833","28,693996","15,14041"
24/01/2011 21.00,"8,468392","26,621941",
24/01/2011 22.00,"10,44645","26,454507","17,094"
24/01/2011 23.00,"8,157824","15,439479",
25/01/2011 0.00,"8,796113","13,496567","10,50061"
25/01/2011 1.00,"9,150919","20,590079",
25/01/2011 2.00,"18,181763","33,455889","9,76801"
25/01/2011 3.00,"14,166046","25,68229",
25/01/2011 4.00,"10,255051","16,566683","12,21001"
25/01/2011 5.00,"10,28485","19,051461",
25/01/2011 6.00,"4,200791","12,92615","13,18681"
25/01/2011 7.00,"5,090064","15,469985",
25/01/2011 8.00,"3,25013","18,330489","13,43101"
25/01/2011 9.00,"3,538127","16,371352",
25/01/2011 10.00,"7,531272","19,388904","18,80341"
25/01/2011 11.00,"5,64078","10,571165",
25/01/2011 12.00,"5,200206","8,223319","21,24542"
25/01/2011 13.00,"5,200206","8,989712",
25/01/2011 14.00,"3,835153","10,191531","18,31501"
25/01/2011 15.00,"3,242907","8,764531",
25/01/2011 16.00,"2,753581","11,985844","12,21001"
25/01/2011 17.00,"2,347315","15,669851",
25/01/2011 18.00,"2,03133","24,197526","13,18681"
25/01/2011 19.00,"2,249811","51,012848",
25/01/2011 20.00,"1,950077","31,394868","14,65201"
25/01/2011 21.00,"2,775249","41,136028",
25/01/2011 22.00,"2,307592","35,61683","18,55921"
25/01/2011 23.00,"1,950077","22,778286",
26/01/2011 0.00,"1,950077","23,198812","23,93162"
26/01/2011 1.00,,"29,668044",
26/01/2011 2.00,"1,950077",,"27,10622"
26/01/2011 3.00,"1,792988","12,782087",
26/01/2011 4.00,"1,848963","7,881329","18,31501"
26/01/2011 5.00,"1,711735","11,782722",
26/01/2011 6.00,"1,966329","22,287687","21,97802"
26/01/2011 7.00,"2,320231","29,976947",
26/01/2011 8.00,"3,876682","44,126989","22,954821"
26/01/2011 9.00,"3,416247","34,812164",
26/01/2011 10.00,"4,991656","33,541546","31,01343"
26/01/2011 11.00,"5,949542","20,923628",
26/01/2011 12.00,"3,2086","9,974797","31,50182"
26/01/2011 13.00,"2,778861","8,065626",
26/01/2011 14.00,"2,322037","5,313488","16,36141"
26/01/2011 15.00,"1,950077","5,134383",
26/01/2011 16.00,"2,092722","6,199285","14,16361"
26/01/2011 17.00,"2,096333","10,128594",
26/01/2011 18.00,"2,178489","37,987403","14,16361"
26/01/2011 19.00,"2,190226","54,882467",
26/01/2011 20.00,"2,340094","55,438593","17,3382"
26/01/2011 21.00,"4,71991","63,962366",
26/01/2011 22.00,"2,094528","36,382585","26,12941"
26/01/2011 23.00,"1,950077","26,640755",
27/01/2011 0.00,"1,950077","20,289626","31,990231"
27/01/2011 1.00,"1,950077","13,207147",
27/01/2011 2.00,"1,950077","7,453031","24,908421"
27/01/2011 3.00,"1,950077","5,514659",
27/01/2011 4.00,"1,950077","4,170064","13,43101"
27/01/2011 5.00,"1,950077","4,996807",
27/01/2011 6.00,"1,950077","13,992352","10,25641"
27/01/2011 7.00,"2,460168","35,246303",
27/01/2011 8.00,"2,43218","43,173053","12,21001"
27/01/2011 9.00,"2,31662","38,200897",
27/01/2011 10.00,"1,950077","5,387467","13,43101"
27/01/2011 11.00,"1,950077","8,079255",
27/01/2011 12.00,"1,950077","4,832628","7,814408"
27/01/2011 13.00,"1,950077","4,328403",
27/01/2011 14.00,"1,950077","5,174616","7,081807"
27/01/2011 15.00,"1,950077","3,239488",
27/01/2011 16.00,"1,950077","2,493862","8,302809"
27/01/2011 17.00,"1,94466","1,632722",
27/01/2011 18.00,"1,94466","3,654809","6,349206"
27/01/2011 19.00,"1,950077","6,002659",
27/01/2011 20.00,"1,950077","5,504275","7,570208"
27/01/2011 21.00,"1,888686","5,820956",
27/01/2011 22.00,"1,919382","5,390064","11,23321"
27/01/2011 23.00,"1,94466","2,05518",
28/01/2011 0.00,"1,937438","1,810532","6,593407"
28/01/2011 1.00,,"1,868288",
28/01/2011 2.00,"1,933827",,"3,418803"
28/01/2011 3.00,"1,950077","0,82999",
28/01/2011 4.00,"1,950077","1,834543","2,442003"
28/01/2011 5.00,"1,950077","1,221298",
28/01/2011 6.00,"1,950077","1,803393","2,442003"
28/01/2011 7.00,"1,950077","3,840403",
28/01/2011 8.00,"1,950077","8,869009","2,442003"
28/01/2011 9.00,"1,950077","10,85021",
28/01/2011 10.00,"1,950077","10,481613","3,663004"
28/01/2011 11.00,"1,950077","8,52053",
28/01/2011 12.00,"1,915771","8,560765","6,349206"
28/01/2011 13.00,"1,950077","7,924806",
28/01/2011 14.00,"1,950077","6,416679","7,326007"
28/01/2011 15.00,"1,950077","6,884563",
28/01/2011 16.00,"1,950077","10,528984","9,27961"
28/01/2011 17.00,"1,950077","13,18119",
28/01/2011 18.00,"1,950077","17,586805","10,74481"
28/01/2011 19.00,"1,950077","21,71663",
28/01/2011 20.00,"1,950077","36,381936","10,01221"
28/01/2011 21.00,"1,950077","17,373308",
28/01/2011 22.00,"1,950077","15,078024","16,84981"
28/01/2011 23.00,"1,950077","9,47187",
29/01/2011 0.00,"1,950077","14,154593","12,69841"
29/01/2011 1.00,"1,950077","20,284426",
29/01/2011 2.00,"1,950077","8,407616","7,326007"
29/01/2011 3.00,"1,950077","8,168157",
29/01/2011 4.00,"1,950077","5,887147","10,98901"
29/01/2011 5.00,"1,950077","6,155808",
29/01/2011 6.00,"1,950077","8,752849","12,21001"
29/01/2011 7.00,"1,950077","14,65816",
29/01/2011 8.00,"1,950077","22,547928","20,26862"
29/01/2011 9.00,"1,950077","26,781575",
29/01/2011 10.00,"2,038553","20,024203","23,68742"
29/01/2011 11.00,"2,507113","11,638019",
29/01/2011 12.00,"3,186029","11,476428","18,55921"
29/01/2011 13.00,"3,082206","10,275246",
29/01/2011 14.00,"3,149014","10,74897","13,91941"
29/01/2011 15.00,"3,249226","8,259008",
29/01/2011 16.00,"3,03526","8,9352","13,91941"
29/01/2011 17.00,"2,275993","16,055974",
29/01/2011 18.00,"2,065638","22,950901","10,25641"
29/01/2011 19.00,"2,132446","26,261129",
29/01/2011 20.00,"2,466487","20,909363","13,43101"
29/01/2011 21.00,"3,182419","32,011353",
29/01/2011 22.00,"2,688579","29,322813","15,14041"
29/01/2011 23.00,"1,950077","13,994306",
30/01/2011 0.00,"1,856185","9,875509","8,302809"
30/01/2011 1.00,,"11,273958",
30/01/2011 2.00,"1,950077",,"6,593407"
30/01/2011 3.00,"1,888686","11,381038",
30/01/2011 4.00,"1,950077","7,524414","7,814408"
30/01/2011 5.00,"1,950077","7,907286",
30/01/2011 6.00,"1,950077","10,66786","8,302809"
30/01/2011 7.00,"1,950077","12,694487",
30/01/2011 8.00,"1,950077","13,889821","12,94261"
30/01/2011 9.00,"1,950077","9,109116",
30/01/2011 10.00,"1,950077","6,290786","14,16361"
30/01/2011 11.00,"1,950077","4,807967",
30/01/2011 12.00,"1,950077","5,528286","14,40781"
30/01/2011 13.00,"2,123418","7,562702",
30/01/2011 14.00,"2,235367","5,537372","10,50061"
30/01/2011 15.00,"2,2462","5,336851",
30/01/2011 16.00,"2,569408","6,176572","15,38461"
30/01/2011 17.00,"2,184809","6,678201",
30/01/2011 18.00,"1,950077","13,410909","13,91941"
30/01/2011 19.00,"1,950077","19,311027",
30/01/2011 20.00,"1,950077","22,486267","18,80341"
30/01/2011 21.00,"1,950077","18,131274",
30/01/2011 22.00,"1,950077","14,286318","22,954821"
30/01/2011 23.00,"1,950077","23,599854",
31/01/2011 0.00,"1,950077","22,756872","26,37361"
31/01/2011 1.00,"1,950077","20,906114",
31/01/2011 2.00,"1,950077","13,14225","20,02442"
31/01/2011 3.00,"1,950077","14,088396",
31/01/2011 4.00,"1,950077","9,327808","28,571421"
31/01/2011 5.00,"1,950077","8,56985",
31/01/2011 6.00,"1,950077","14,432988","28,571421"
31/01/2011 7.00,"2,184809","34,301451",
31/01/2011 8.00,"2,807751","50,208182","26,37361"
31/01/2011 9.00,"3,121026","48,642293",
31/01/2011 10.00,"2,065638","29,854941","25,88522"
31/01/2011 11.00,"3,632019","40,965381",
31/01/2011 12.00,"3,90828","28,673231","19,2918"
31/01/2011 13.00,"3,179474","29,101881",
31/01/2011 14.00,"3,358466","25,917847","23,68742"
31/01/2011 15.00,"4,184542","17,066363",
31/01/2011 16.00,"3,125541","19,966443","18,80341"
31/01/2011 17.00,"1,950077","29,828327",
31/01/2011 18.00,"1,950077","25,035937","20,26862"
31/01/2011 19.00,"1,939244","30,023007",
31/01/2011 20.00,"3,005467","39,553295","25,15262"
31/01/2011 21.00,"3,624797","57,997344",
31/01/2011 22.00,"2,347315","44,33595","31,01343"
31/01/2011 23.00,"1,950077","29,028844",
01/02/2011 0.00,"1,948272","15,139024","22,46641"
01/02/2011 1.00,,"10,785314",
01/02/2011 2.00,"1,950077",,"9,76801"
01/02/2011 3.00,"1,950077","4,628862",
01/02/2011 4.00,"1,950077","4,038978","9,76801"
01/02/2011 5.00,"1,950077","11,397914",
01/02/2011 6.00,"2,007858","24,786096","8,302809"
01/02/2011 7.00,"3,53903","43,2081",
01/02/2011 8.00,"4,620601","44,157484","12,69841"
01/02/2011 9.00,"2,390651","34,359214",
01/02/2011 10.00,"1,950077","14,841813","17,826611"
01/02/2011 11.00,"2,000635","10,111723",
01/02/2011 12.00,"2,062026","8,188923","20,02442"
01/02/2011 13.00,"1,955495","9,440721",
01/02/2011 14.00,"1,950077","8,966349","17,094"
01/02/2011 15.00,"1,973551",,
01/02/2011 16.00,"2,864627","15,962658","12,45421"
01/02/2011 17.00,"2,491766","34,237858",
01/02/2011 18.00,"1,987996","43,598761","22,710621"
01/02/2011 19.00,"2,211894","45,608504",
01/02/2011 20.00,"2,278702","51,019329","25,15262"
01/02/2011 21.00,"2,038553","40,027663",
01/02/2011 22.00,"1,950077","35,035391","28,08301"
01/02/2011 23.00,"1,950077","21,627721",
02/02/2011 0.00,"1,950077","15,778874","22,710621"
02/02/2011 1.00,"1,950077","11,436199",
02/02/2011 2.00,"1,950077","8,032532","12,69841"
02/02/2011 3.00,"1,950077","5,401744",
02/02/2011 4.00,"1,950077","6,20318","9,27961"
02/02/2011 5.00,"1,950077","5,97086",
02/02/2011 6.00,"1,950077","14,997553","12,94261"
02/02/2011 7.00,"2,3744","36,006861",
02/02/2011 8.00,"3,084012","48,308723","19,0476"
02/02/2011 9.00,"2,926922","51,1673",
02/02/2011 10.00,"2,064735","34,432537","21,001221"
02/02/2011 11.00,"4,268504","26,22285",
02/02/2011 12.00,"4,236002","18,104662","22,46641"
02/02/2011 13.00,"5,464731","20,222134",
02/02/2011 14.00,"3,204989","17,37396","22,46641"
02/02/2011 15.00,"2,215505","12,586105",
02/02/2011 16.00,"1,950077","20,10078","15,14041"
02/02/2011 17.00,"1,950077","35,671362",
02/02/2011 18.00,"1,950077","53,402236","21,001221"
02/02/2011 19.00,"1,950077","55,270528",
02/02/2011 20.00,"1,922993","31,467542","25,15262"
02/02/2011 21.00,"1,838129","37,921209",
02/02/2011 22.00,"1,671108","27,872446","25,64102"
02/02/2011 23.00,"1,39575","13,117585",
03/02/2011 0.00,"1,182685","13,139658","23,44322"
03/02/2011 1.00,,"8,27134",
03/02/2011 2.00,"1,950077",,"18,55921"
03/02/2011 3.00,"1,848963","6,953349",
03/02/2011 4.00,"1,865214","6,18501","11,96581"
03/02/2011 5.00,"1,328941","6,346595",
03/02/2011 6.00,"1,857991","8,48484","17,826611"
03/02/2011 7.00,"1,950077","18,519332",
03/02/2011 8.00,"1,950077","16,254549","23,68742"
03/02/2011 9.00,"1,950077","16,200679",
03/02/2011 10.00,"1,950077","16,952806","25,15262"
03/02/2011 11.00,"2,162239","17,498555",
03/02/2011 12.00,"5,207429","11,896292","22,22221"
03/02/2011 13.00,"5,200206","11,060461",
03/02/2011 14.00,"4,019326","9,115605","17,094"
03/02/2011 15.00,"3,100262","8,547787",
03/02/2011 16.00,"3,125541","11,563388","13,67521"
03/02/2011 17.00,"2,03133","14,7594",
03/02/2011 18.00,"1,950077","19,915832","17,3382"
03/02/2011 19.00,"1,950077","26,479172",
03/02/2011 20.00,"1,950077","19,471961","23,68742"
03/02/2011 21.00,"2,0214","14,41611",
03/02/2011 22.00,"1,343387","12,533548","22,46641"
03/02/2011 23.00,"1,069834","8,355052",
04/02/2011 0.00,"1,182685","8,186977","13,18681"
04/02/2011 1.00,"1,747848","8,307679",
04/02/2011 2.00,"1,939244","9,37453","9,035409"
04/02/2011 3.00,"1,937438","6,318691",
04/02/2011 4.00,"1,918479","5,618488","20,757021"
04/02/2011 5.00,"1,933827","4,844956",
04/02/2011 6.00,"1,950077","10,503025","20,26862"
04/02/2011 7.00,"2,149599","25,265014",
04/02/2011 8.00,"2,910671","53,289311","27,35042"
04/02/2011 9.00,"1,950077","32,682352",
04/02/2011 10.00,"1,950077","32,281957","26,617821"
04/02/2011 11.00,"1,950077","27,756923",
04/02/2011 12.00,"2,582047","17,581617","24,17581"
04/02/2011 13.00,"1,980773","13,70877",
04/02/2011 14.00,"1,950077","13,22856","27,35042"
04/02/2011 15.00,"1,950077","10,342086",
04/02/2011 16.00,"1,950077","12,5608","20,757021"
04/02/2011 17.00,"1,933827","12,691882",
04/02/2011 18.00,"1,565479","13,414154","14,40781"
04/02/2011 19.00,"2,557672","31,978907",
04/02/2011 20.00,"1,258522","16,547865","26,617821"
04/02/2011 21.00,"0,650026","15,960572",
04/02/2011 22.00,"0,650026","18,700389","23,93162"
04/02/2011 23.00,"0,650026","16,283102",
05/02/2011 0.00,"0,650026","13,194809","22,954821"
05/02/2011 1.00,,"13,775609",
05/02/2011 2.00,"0,650026",,"18,07081"
05/02/2011 3.00,"0,650026","9,939755",
05/02/2011 4.00,"0,650026","9,354414","12,94261"
05/02/2011 5.00,"1,137545","16,382389",
05/02/2011 6.00,"5,002491","29,683609","27,10622"
05/02/2011 7.00,"2,242589","20,526486",
05/02/2011 8.00,"1,950077","37,444245","20,757021"
05/02/2011 9.00,"2,038553","23,162464",
05/02/2011 10.00,"1,950077","11,756125","27,10622"
05/02/2011 11.00,"2,672328","11,440084",
05/02/2011 12.00,"3,269088","12,98715","19,78022"
05/02/2011 13.00,"2,533295","11,525101",
05/02/2011 14.00,"1,950077","12,774945","16,84981"
05/02/2011 15.00,"1,886881","10,687969",
05/02/2011 16.00,"1,869727","11,207769","15,38461"
05/02/2011 17.00,"1,244078","18,720498",
05/02/2011 18.00,"0,980456","29,789398","12,21001"
05/02/2011 19.00,"1,419223","44,038732",
05/02/2011 20.00,"1,197131","54,363301","24,664221"
05/02/2011 21.00,"3,33048","102,227484",
05/02/2011 22.00,"3,641048","80,10205","28,327221"
05/02/2011 23.00,"1,505893","61,595691",
06/02/2011 0.00,"2,204671","56,381494","38,827831"
06/02/2011 1.00,"1,780349","48,000491",
06/02/2011 2.00,"1,469781","40,757719","33,211231"
06/02/2011 3.00,"0,650026","33,459138",
06/02/2011 4.00,"0,754752","34,024364","31,746031"
06/02/2011 5.00,"0,650026","29,175513",
06/02/2011 6.00,"0,82156","26,519401","36,630032"
06/02/2011 7.00,"1,014763","29,019111",
06/02/2011 8.00,"1,912159","32,966587","33,699631"
06/02/2011 9.00,"2,314814","31,134643",
06/02/2011 10.00,"6,001906","43,686369","45,909641"
06/02/2011 11.00,"16,398707","57,307535",
06/02/2011 12.00,"22,763541","50,509915","45,421242"
06/02/2011 13.00,"4,362396","15,298009",
06/02/2011 14.00,"1,805627","6,578265","28,571421"
06/02/2011 15.00,"1,861602","4,972148",
06/02/2011 16.00,"1,426445","6,913765","14,89621"
06/02/2011 17.00,"0,808921","6,547764",
06/02/2011 18.00,"0,94976","7,806702","7,570208"
06/02/2011 19.00,"0,870312","8,414105",
06/02/2011 20.00,"0,975039","8,637987","4,151404"
06/02/2011 21.00,"0,684333","7,632138",
06/02/2011 22.00,"0,742113","7,517276","7,570208"
06/02/2011 23.00,"1,038236","9,330403",
07/02/2011 0.00,"2,195643","15,697111","12,45421"
07/02/2011 1.00,,"24,65631",
07/02/2011 2.00,"4,91221",,"15,62881"
07/02/2011 3.00,"2,038553","8,908595",
07/02/2011 4.00,"2,953103","11,200629","13,67521"
07/02/2011 5.00,"7,027501","19,05211",
07/02/2011 6.00,"6,469563","27,778339","21,001221"
07/02/2011 7.00,"4,945614","40,879075",
07/02/2011 8.00,"3,271797","52,297079","22,710621"
07/02/2011 9.00,"4,210723","52,610533",
07/02/2011 10.00,"9,875879","50,73056","30,28083"
07/02/2011 11.00,"6,477689","39,792755",
07/02/2011 12.00,"4,08433","15,609503","26,12941"
07/02/2011 13.00,"2,74636","14,482301",
07/02/2011 14.00,"1,971745","14,079962","20,02442"
07/02/2011 15.00,"1,950077","11,619841",
07/02/2011 16.00,"2,146891","16,044939","11,23321"
07/02/2011 17.00,"1,950077","22,987898",
07/02/2011 18.00,"2,533295","67,379662","18,80341"
07/02/2011 19.00,"2,098139","70,01241",
07/02/2011 20.00,"2,592881","98,115886","20,757021"
07/02/2011 21.00,"5,869191","112,600126",
07/02/2011 22.00,"2,785181","88,606359","36,874222"
07/02/2011 23.00,"2,861919","76,235702",
08/02/2011 0.00,"1,950077","65,159007","37,118431"
08/02/2011 1.00,"1,92841","50,527449",
08/02/2011 2.00,"1,933827","41,494911","34,432232"
08/02/2011 3.00,"1,341582","25,844504",
08/02/2011 4.00,"1,142963","18,682862","33,455421"
08/02/2011 5.00,"1,079765","24,394786",
08/02/2011 6.00,"1,621454","37,278109","33,455421"
08/02/2011 7.00,"2,022302","40,304747",
08/02/2011 8.00,"5,64078","60,12911","31,990231"
08/02/2011 9.00,"5,960376","61,001918",
08/02/2011 10.00,"4,849915","38,613622","39,316231"
08/02/2011 11.00,"10,887025","28,987965",
08/02/2011 12.00,"6,960693","30,541503","30,52503"
08/02/2011 13.00,"3,25013","15,706846",
08/02/2011 14.00,"3,546252","15,218843","20,757021"
08/02/2011 15.00,"3,858626","23,249423",
08/02/2011 16.00,"2,870947","11,054623","16,11721"
08/02/2011 17.00,"2,013275","14,058549",
08/02/2011 18.00,"1,33797","16,996931","15,62881"
08/02/2011 19.00,"2,916991","66,862465",
08/02/2011 20.00,"6,881247","102,5474","33,943821"
08/02/2011 21.00,"3,2086","69,384875",
08/02/2011 22.00,"3,472222","67,611988","31,01343"
08/02/2011 23.00,"2,331968","58,644346",
09/02/2011 0.00,"2,620868","49,184153","34,432232"
09/02/2011 1.00,,"34,49418",
09/02/2011 2.00,"1,556451",,"27,35042"
09/02/2011 3.00,"1,715346","29,79523",
09/02/2011 4.00,"1,950077","26,578463","32,722832"
09/02/2011 5.00,"1,867019","26,737464",
09/02/2011 6.00,"1,641315","26,27931","29,54822"
09/02/2011 7.00,"1,092404","24,097586",
09/02/2011 8.00,"2,666912","44,125691","37,606831"
09/02/2011 9.00,"2,210088","42,815491",
09/02/2011 10.00,"3,015398","44,277538","41,514042"
09/02/2011 11.00,"5,26882","32,263143",
09/02/2011 12.00,"5,183956","30,857555","34,920631"
09/02/2011 13.00,"4,095163","22,603739",
09/02/2011 14.00,"3,132764","18,031336","28,08301"
09/02/2011 15.00,"2,361761","19,243533",
09/02/2011 16.00,"2,065638","22,913273","23,93162"
09/02/2011 17.00,"1,966329","24,387654",
09/02/2011 18.00,"1,927507","41,308014","30,28083"
09/02/2011 19.00,"1,950077","64,199892",
09/02/2011 20.00,"2,074666","69,558137","31,50182"
09/02/2011 21.00,"1,487837","25,725118",
09/02/2011 22.00,"0,998512","22,45447","28,81562"
09/02/2011 23.00,"1,19352","28,564208",
10/02/2011 0.00,"1,294635","42,422882","35,164822"
10/02/2011 1.00,"1,03643","21,957388",
10/02/2011 2.00,"1,885978","31,572032","37,606831"
10/02/2011 3.00,"2,295855","22,120922",
10/02/2011 4.00,"2,529684","23,412306","43,711842"
10/02/2011 5.00,"6,806313","43,74671",
10/02/2011 6.00,"5,466536","41,987444","42,490841"
10/02/2011 7.00,"4,114122","44,224331",
10/02/2011 8.00,"3,671743","62,800764","41,025631"
10/02/2011 9.00,"4,087038","37,158055",
10/02/2011 10.00,"5,313059","31,646657","39,316231"
10/02/2011 11.00,"4,837276","23,066424",
10/02/2011 12.00,"3,431595","23,466166","29,54822"
10/02/2011 13.00,"3,296173","24,867853",
10/02/2011 14.00,"3,456873","21,913259","20,02442"
10/02/2011 15.00,"3,413538","18,953473",
10/02/2011 16.00,"3,496597","23,540143","18,31501"
10/02/2011 17.00,"3,226656","28,152134",
10/02/2011 18.00,"3,124638","38,909542","22,954821"
10/02/2011 19.00,"2,067443","53,604045",
10/02/2011 20.00,"2,094528","61,401029","32,722832"
10/02/2011 21.00,"1,950077","59,912367",
10/02/2011 22.00,"1,950077","64,632708","35,89743"
10/02/2011 23.00,"1,876047","49,106278",
11/02/2011 0.00,"1,966817","83,297311","37,851021"
11/02/2011 1.00,,"78,155251",
11/02/2011 2.00,"1,751459",,"36,874222"
11/02/2011 3.00,"1,646732","25,820507",
11/02/2011 4.00,"1,583535","22,487567","25,64102"
11/02/2011 5.00,"1,608814","17,945028",
11/02/2011 6.00,"1,166435","22,514812","26,37361"
11/02/2011 7.00,"2,05661","38,928356",
11/02/2011 8.00,"4,282948","53,986924","31,990231"
11/02/2011 9.00,"3,3693","50,796754",
11/02/2011 10.00,"4,021132","39,481252","31,50182"
11/02/2011 11.00,"4,733452","43,176306",
11/02/2011 12.00,"2,601909","18,9645","30,76923"
11/02/2011 13.00,"1,950077","12,259051",
11/02/2011 14.00,"1,950077","10,946253","25,88522"
11/02/2011 15.00,"1,975357","12,139643",
11/02/2011 16.00,"2,107167",,"21,24542"
11/02/2011 17.00,"1,950077",,
11/02/2011 18.00,"1,950077","13,198054","26,617821"
11/02/2011 19.00,"3,35305","82,850951",
11/02/2011 20.00,"2,609132","86,551191","31,990231"
11/02/2011 21.00,"2,466487","63,342649",
11/02/2011 22.00,"2,202866","51,136801","33,455421"
11/02/2011 23.00,"1,950077","45,766854",
12/02/2011 0.00,"2,036748","28,466219","35,164822"
