"NetC","ARPA Puglia","","","","","","","","","","","","","","",""
"Stat","Caldarola","","","","","","","","","","","","","","",""
,SO2,NO2,NOX,CO,O3,PM10,BENZENE,CH4
23/03/2011 21.00,"5,41459343","103,37417288","150,41271888","1,1294442","24,2009859","33,29999161","2,301471","954,96835"
23/03/2011 22.00,"5,52115164","79,54398","116,44236784","1,09322435","29,9314239","33,29999161","1,930266","1006,26841"
23/03/2011 23.00,"5,36221691","64,07203776","85,09577792","0,96130674","40,06815855","33,29999161","1,593639","1026,15751"
24/03/2011 0.00,"4,77524519","51,41519048","67,49585616","0,89574171","53,85943395","33,29999161","1,187856","1042,94785"
24/03/2011 1.00,"5,13645918","46,03161032","62,36632344","0,85573211","60,1912647","42,40000153","1,1324295","1022,4977"
24/03/2011 2.00,"5,07866409","42,65195912","55,55719432","0,82650459","60,8994897","42,40000153","1,07735895","1002,79137"
24/03/2011 3.00,"5,01364626","35,16192856","46,2902848","0,77389552","69,94156785","42,40000153","0,4120884","994,13454"
24/03/2011 4.00,"5,10214357","32,2923416","41,96490104","0,75868878","72,2508801","42,40000153","0,7638687","1000,46044"
24/03/2011 5.00,"5,13826436","36,4468308","47,2578524","0,77286916","59,6294328","42,40000153","0,8222445","1020,45881"
24/03/2011 6.00,"4,95765736","63,52694568","84,4356408","0,81777641","34,06209135","42,40000153","0,97077735","1015,40152"
24/03/2011 7.00,"5,20147701","67,12982288","90,76357688","0,90443144","31,21598445","42,40000153","1,099377","1000,06207"
24/03/2011 8.00,"5,9040379","78,58354416","119,17899432","1,05491333","27,244917","42,40000153","0,5496885","1018,04801"
24/03/2011 9.00,"6,79081715","90,95617264","162,25281712","1,31582789","30,7069203","42,40000153",,"1001,63546"
24/03/2011 10.00,"6,49823439","67,4296436","107,52307904","1,19852404","56,0263032","42,40000153",,"956,16346"
24/03/2011 11.00,"6,48559206","60,74429736","89,82455544","1,08974916","69,694926","42,40000153",,"949,47888"
24/03/2011 12.00,"6,52893762","58,04730664","83,1360544","1,00171244","74,812101","42,40000153",,"951,53786"
24/03/2011 13.00,"6,77636863","62,08889224","91,05148584","0,94033441","73,67393355","42,40000153",,"948,06082"
24/03/2011 14.00,"7,23872226","64,94809704","96,35613864","1,01672113","74,35841805","42,40000153",,"947,83836"
24/03/2011 15.00,"6,84861123","58,1251824","79,741872","0,88097067","78,13826475","42,40000153",,"946,74909"
24/03/2011 16.00,"6,92085382","58,72350456","79,07523408","0,70659347","77,8745058","42,40000153",,"941,61144"
24/03/2011 17.00,"6,98045409","62,23556176","84,88436808","0,84751653","76,526604","42,40000153",,"941,03716"
24/03/2011 18.00,"6,68425894","71,38555248","94,33804176","0,91169988","70,0721406","42,40000153",,"941,30911"
24/03/2011 19.00,"5,60061798","87,1949436","122,53942992","1,07213436","50,4079842","42,40000153",,"938,96838"
24/03/2011 20.00,"5,68369773","95,38579864","138,7425592","1,08078448","42,4922232","42,40000153",,"944,44756"
24/03/2011 21.00,"5,87333467","113,72472752","174,2978244","1,31243192","21,8244222","42,40000153",,"960,69988"
24/03/2011 22.00,"5,23037405","119,2808848","172,31085488","1,21985053","12,70058097","42,40000153",,"1002,63555"
24/03/2011 23.00,"5,41098104","97,38710816","136,36907888","1,13659264","12,0371936","42,40000153",,"1044,30956"
25/03/2011 0.00,"5,0768579","77,69970304","104,35068864","1,01928763","17,97205127","42,40000153",,"1003,30293"
25/03/2011 1.00,,"55,83445344","79,53826312","0,86959561","38,0081016","30,20000076",,"979,67219"
25/03/2011 2.00,"5,04976705",,,"0,73017307","52,3282515","30,20000076",,"1000,82941"
25/03/2011 3.00,"5,36763549","52,96614752","65,84218648",,"56,85851745","30,20000076",,"992,90268"
25/03/2011 4.00,"4,89444573","41,13214856","52,9178504","0,7305284","55,7823147","30,20000076",,"976,81304"
25/03/2011 5.00,"4,73370583","37,57728168","49,1877296","0,70750217",,"30,20000076",,"951,45113"
25/03/2011 6.00,"4,92514896","67,75280984","92,54043672","0,75292203","26,5332207","30,20000076",,"940,94749"
25/03/2011 7.00,"6,77817482","88,65894288","133,44308792","0,9125678","10,72193598","30,20000076",,"946,83533"
25/03/2011 8.00,"5,91668023","98,2865512","185,07435352","1,34418632","10,68606987","30,20000076",,"971,34317"
25/03/2011 9.00,"7,13035786","113,60398472","214,5908344","1,58993375","17,4900453","30,20000076",,"994,51968"
25/03/2011 10.00,"8,1796832","104,32420744","172,174644","1,22111456","29,3940108","30,20000076",,"977,49022"
25/03/2011 11.00,"9,14412464","65,16356032","94,29913256","0,86829198","67,69308315","30,20000076",,"943,71697"
25/03/2011 12.00,"7,31638343","31,46171144","44,73135472","0,74616969","83,73946665","30,20000076",,"954,58615"
25/03/2011 13.00,"6,6571681","28,06387712","39,96496816","0,76023007","83,35961865","30,20000076",,"946,91177"
25/03/2011 14.00,"5,76497027","26,27931192","36,83536832","0,742338","91,20483645","30,20000076",,"937,3308"
25/03/2011 15.00,"6,12618426","21,77439136","31,07810688","0,72622256","97,73654625","30,20000076",,"929,58684"
25/03/2011 16.00,"5,71981852","17,33697587","26,00562824","0,73135788","98,93318715","30,20000076",,"931,2107"
25/03/2011 17.00,"5,38930877","15,52254332","23,74629432","0,72045697","98,59451595","30,20000076",,"922,29074"
25/03/2011 18.00,"5,57352714","18,75294571","26,5425752","0,75387034","89,90992185","30,20000076",,"903,14938"
25/03/2011 19.00,"5,37124787","65,77354568","86,61841824","0,94452026","38,18352195","30,20000076",,"926,49151"
25/03/2011 20.00,"5,4543266","64,13563088","85,46542488","1,00526685","48,4140615","30,20000076",,"916,64202"
25/03/2011 21.00,"5,34415703","50,56119568","70,45943704","0,96853557","63,04066335","30,20000076",,"923,49614"
25/03/2011 22.00,"4,87638482","52,82857912","71,3608112","0,92501","62,2955907","30,20000076",,"922,73566"
25/03/2011 23.00,"5,21411934","51,64231696","67,79802864","0,88981768","63,93980985","30,20000076",,"927,58078"
26/03/2011 0.00,"5,1653552","47,4411176","65,14312104","0,8422251","63,02338665","30,20000076",,"923,41676"
26/03/2011 1.00,"5,08227647","49,56833232","64,85129248","0,87082003","54,3308325","28,7999897",,"927,06628"
26/03/2011 2.00,"4,79872365","71,02733928","87,8324044","0,92568104","23,9340948","28,7999897",,"940,49914"
26/03/2011 3.00,"4,99739155","58,6521296","73,09229928","0,84514692","30,3329775","28,7999897",,"935,28211"
26/03/2011 4.00,"4,88360858","44,2872736","56,48061384","0,8177368","38,9232879","28,7999897",,"1003,60575"
26/03/2011 5.00,"4,65785085","38,7064324","50,31353432","0,78459954","40,61929725","28,7999897",,"978,15123"
26/03/2011 6.00,"5,11117351","51,06735944","65,01731144","0,80845525","28,15485645","28,7999897",,"962,0219"
26/03/2011 7.00,"5,06963415","74,96248384","109,66050384","0,95080077","8,34061221","28,7999897",,"975,48122"
26/03/2011 8.00,"5,78844873","78,89892856","145,61652424","1,07616293","7,81866036","28,7999897",,"1014,86252"
26/03/2011 9.00,"5,89139557","75,51149552","122,59130248","1,12284797","21,53285295","28,7999897",,"1004,98069"
26/03/2011 10.00,"5,54101772","55,28674192","78,83789752","0,9803044","52,87653735","28,7999897",,"937,77915"
26/03/2011 11.00,"5,62229127","38,01465168","52,7622136","0,87267704","74,64713445","28,7999897",,"932,97421"
26/03/2011 12.00,"6,35013681","33,2203308","45,50823856","0,83408874","89,40391005","28,7999897",,"913,0121"
26/03/2011 13.00,"6,1370204","28,91917208","39,28924824","0,80857291","101,941308","28,7999897",,"906,9949"
26/03/2011 14.00,"6,10270478","27,29033928","37,11291424","0,7900098","107,0001093","28,7999897",,"898,48654"
26/03/2011 15.00,"6,16230607","20,48948912","28,82135416","0,73716307","111,91948005","28,7999897",,"893,08674"
26/03/2011 16.00,"5,84263144","20,21045184","28,440044","0,73538645","110,13583035","28,7999897",,"892,24688"
26/03/2011 17.00,"5,81012202","23,32404824","31,774572","0,78309786","104,80479135","28,7999897",,"895,68717"
26/03/2011 18.00,"5,34957458","33,81475248","42,8312856","0,84340991","88,12359885","28,7999897",,"902,41193"
26/03/2011 19.00,"5,58075089","55,51126808","66,9938988","0,97671037","61,04582295","28,7999897",,"922,76212"
26/03/2011 20.00,"5,46335756","53,0401228","71,45551256","0,91912442","56,9804319","28,7999897",,"913,91223"
26/03/2011 21.00,"5,33331987","49,66307192","72,52938736","0,92761611","55,5141867","28,7999897",,"914,96818"
26/03/2011 22.00,"5,03170717","52,92201856","74,37760304","0,93567325","50,72764305","28,7999897",,"918,58438"
26/03/2011 23.00,"5,26107728","44,388514","62,3312956","0,88148444","54,07848495","28,7999897",,"924,25319"
27/03/2011 0.00,"4,96126975","54,49245888","73,67073664","0,8849608","37,05594795","28,7999897",,"921,41413"
27/03/2011 1.00,,"78,68996608","111,51776328","0,98618998","11,23989783","29,10000038",,"921,56701"
27/03/2011 2.00,,,,,,"29,10000038",,
27/03/2011 3.00,"5,0768579",,,"1,03003126","5,19694508","29,10000038",,"924,49574"
27/03/2011 4.00,"5,63673979","93,90103504","139,34562312","0,96158401","7,47910338","29,10000038",,"938,62293"
27/03/2011 5.00,"5,46877512","96,84201608","171,5741804","1,00384439",,"29,10000038",,"950,30551"
27/03/2011 6.00,"5,1852223","80,09947336","133,32249808","0,97011414","1,30602476","29,10000038",,"959,01624"
27/03/2011 7.00,"5,1147859","63,38545768","89,2538808","0,90146885","9,51596447","29,10000038",,"951,52757"
27/03/2011 8.00,"4,95765736","69,65029776","114,32442632","1,00589828","5,0023029","29,10000038",,"955,47599"
27/03/2011 9.00,"5,0606042","60,31859056","99,9669124","1,03666593","14,61308772","29,10000038",,"949,12657"
27/03/2011 10.00,"5,26288347","48,2367008","72,93924368","1,03323035","43,3690656","29,10000038",,"949,84393"
27/03/2011 11.00,"5,4182048","50,85579664","71,13903832","0,9932592","61,0694238","29,10000038",,"947,36649"
27/03/2011 12.00,"5,50850931","33,8445988","46,66901376","0,87686288","79,24920045","29,10000038",,"945,04193"
27/03/2011 13.00,"5,562691","27,8652968","38,76008312","0,80738811","85,986096","29,10000038",,"922,11483"
27/03/2011 14.00,"5,35499316","26,81142152","37,71341608","0,78191305","86,4918684","29,10000038",,"903,87997"
27/03/2011 15.00,"5,77761361","20,65172232","29,99513096","0,72041736","89,83463055","29,10000038",,"894,93012"
27/03/2011 16.00,"5,13826436","27,73941072","38,71727344","0,70951646","84,7059045","29,10000038",,"893,20336"
27/03/2011 17.00,"5,42542956","35,2865336","47,93877296","0,72815879","85,87283985","29,10000038",,"897,60993"
27/03/2011 18.00,"5,1653552","23,92497072","33,6396324","0,7178497","92,7282783","29,10000038",,"892,29"
27/03/2011 19.00,"5,17438616","32,03276848","41,83777216","0,76729929","81,5145828","29,10000038",,"894,06331"
27/03/2011 20.00,"4,9721069","44,71558072","56,26794208","0,89574171","63,97228845","29,10000038",,"911,88314"
27/03/2011 21.00,"4,99919774","69,3336132","88,21243352","0,94704947","28,37929395","29,10000038",,"913,17135"
27/03/2011 22.00,"4,93237271","52,23025696","70,47628176","0,8404077","45,4056015","29,10000038",,"907,64905"
27/03/2011 23.00,"4,57838348","33,84849928","48,04641856","0,79407798","67,6864797","29,10000038",,"915,44985"
28/03/2011 0.00,"4,68674789","29,28516712","41,21396304","0,77547526",,"29,10000038",,"911,08297"
28/03/2011 1.00,"4,47724385","28,55187688","39,63551144","0,76880098","75,9522435","31,10000038",,"905,13829"
28/03/2011 2.00,"4,65423846","23,43047016","33,33094","0,74518177","77,2822302","31,10000038",,"909,14649"
28/03/2011 3.00,"4,89986329","20,31297328","29,449102","0,73246346","75,689103","31,10000038",,"912,00613"
28/03/2011 4.00,"4,79330508","17,94697079","26,51922968","0,719391","71,06259825","31,10000038",,"912,31483"
28/03/2011 5.00,"4,65785085","19,4862436","28,25458","0,74304865","64,44933285","31,10000038",,"914,46348"
28/03/2011 6.00,"4,84568159","25,84970464","36,02735712","0,76256007","57,04836165","31,10000038",,"913,64322"
28/03/2011 7.00,"4,48266243","28,53371288","39,53176632","0,82847927","52,4372184","31,10000038",,"921,3078"
28/03/2011 8.00,"4,8962509","40,2496076","57,55452688","0,98895452","43,9920642","31,10000038",,"925,36941"
28/03/2011 9.00,"5,1509077","46,70132656","75,40480592","1,00001387","46,76058555","31,10000038",,"918,02676"
28/03/2011 10.00,"4,95946355","42,91543272","67,14177288","0,98954751","64,346331","31,10000038",,"916,31617"
28/03/2011 11.00,"4,7553781","47,12313288","78,16603984","0,94499441","50,6512545","31,10000038",,"909,42236"
28/03/2011 12.00,"5,09672499","38,04711744","63,18859816","0,8780873","61,64895135","31,10000038",,"895,92286"
28/03/2011 13.00,"4,89083334","36,0951184","59,9007612","0,82472797","62,47081155","31,10000038",,"887,64382"
28/03/2011 14.00,"5,44890803","39,01271568","64,35067352","0,88298496","66,38256765","31,10000038",,"888,63362"
28/03/2011 15.00,"5,2032832","32,7427132","49,60926824","0,82204148","65,30650455","31,10000038",,"889,13195"
28/03/2011 16.00,"4,90708805","43,90829608","64,46091944","0,84996536","50,9502252","31,10000038",,"886,51143"
28/03/2011 17.00,"4,86554869","53,46842992","81,39682272","0,91556884","47,9262042","31,10000038",,"888,82276"
28/03/2011 18.00,"4,97752446","55,37239952","80,33461112","0,95933207","37,3947588","31,10000038",,"895,65091"
28/03/2011 19.00,"5,43807189","57,1336192","78,05193168","0,66559596","14,6367983","31,10000038",,
28/03/2011 20.00,"4,51697702","15,37329069","30,26229472","1,16036913",,"31,10000038",,
28/03/2011 21.00,"4,83484546","51,06087776","61,39487448","0,9844518","26,278539","31,10000038",,
28/03/2011 22.00,"4,49891612","64,80922848","91,93863472","1,13631654","22,2113724","31,10000038","0,1575333",
28/03/2011 23.00,"4,60547433","52,92851936","82,10236984","1,04843593","28,27260135","31,10000038","0,16663545",
29/03/2011 0.00,"4,25690368","56,74814088","92,76349064","1,03488931","17,16033764","31,10000038","0,14639715",
29/03/2011 1.00,,"54,64949144","92,43795352","1,04985839",,"27,89999962","0,18504315",
29/03/2011 2.00,"3,98779938","48,48977312","83,4953192","0,99768387","19,68624903","27,89999962","0,1587537",
29/03/2011 3.00,"4,56393497","40,93616856","72,36210648","0,86876613","27,70757745","27,89999962","0,15300765",
29/03/2011 4.00,"4,25870886","37,04515296","66,48419784","0,82460914","41,79778365","27,89999962","0,09442845",
29/03/2011 5.00,"3,79996762","35,35792768","62,354622","0,81524836","47,5574085","27,89999962","0,0641727",
29/03/2011 6.00,"4,17743632","43,03483712","72,75768016","0,83468056","40,44908385","27,89999962","0,04815495",
29/03/2011 7.00,"4,01669642","57,94348504","94,57537832","0,84680588","35,56269045","27,89999962","0,1021068",
29/03/2011 8.00,"4,21897568","67,46079008","114,18823456","0,97287869","32,5710882","27,89999962","0,10439505",
29/03/2011 9.00,"4,96488213","97,44423872","183,08354088","1,35777372","19,618032","27,89999962","0,30016755",
29/03/2011 10.00,"4,22800563",,,,,"27,89999962","0,5267043",
29/03/2011 11.00,,,,"1,08931578","34,76724405","27,89999962",,
29/03/2011 12.00,,"50,97131968","85,73650824","1,01968373","51,6469989","27,89999962",,"841,45397"
29/03/2011 13.00,,"48,47941008","78,56811432","0,97773674","57,69079155","27,89999962","0,14070195","931,33026"
29/03/2011 14.00,,"64,76509952","112,73433064","1,10420564","53,3408736","27,89999962","0,2137734","948,5126"
29/03/2011 15.00,,"46,17958","76,45015368","0,99681361","65,0599425","27,89999962","0,1976031","947,62913"
29/03/2011 16.00,,"47,62021464","70,60467256","0,9626896","65,6629911","27,89999962","6,906447","940,82793"
29/03/2011 17.00,,"43,47092608","71,48924024","1,02627879","63,619353","27,89999962","3,473055","942,15632"
29/03/2011 18.00,,"36,96467688","58,65306648","0,98942868","87,1968615","27,89999962",,"944,30154"
29/03/2011 19.00,"7,49699042","37,67592176","56,33407816","0,94136078","64,80532065","27,89999962",,"944,38141"
29/03/2011 20.00,"6,99309743","51,67216328","74,32311104","0,93835974","54,6608454","27,89999962",,
29/03/2011 21.00,"7,36514756","88,53045648","136,81136272","1,16064523","32,9969808","27,89999962",,"924,99064"
29/03/2011 22.00,"7,70107588","86,4966812","135,15769304","1,13252446","31,3325922","27,89999962","0,5321961","937,19801"
29/03/2011 23.00,"7,86542817","72,94169104","110,69028792","0,98196336","42,01444065","27,89999962","0,4089357","951,57755"
30/03/2011 0.00,"7,57103921","59,8708384","89,93740168","0,91272624","53,95998195","27,89999962","0,3077442","947,46988"
30/03/2011 1.00,"8,15259236","59,2919804","85,8622796","0,8012672","59,733093","25,10000038","0,2513007","929,7064"
30/03/2011 2.00,"7,73900286","48,02385696","70,77977352","0,78696915","72,2347605","25,10000038","0,2022813","936,50417"
30/03/2011 3.00,"7,49157185","47,05953976","69,16635144","0,7758702","65,813055","25,10000038","0,2194686","963,93437"
30/03/2011 4.00,"7,13397024","39,995216","61,36244696","0,75707059","51,8077959","25,10000038","0,19856925","944,44119"
30/03/2011 5.00,"6,637301","39,34368288","60,57908144","0,77172396","46,86823575","25,10000038","0,17304255","948,10051"
30/03/2011 6.00,"7,44461391","65,15577848","104,2858336","0,88326223","16,33225304","25,10000038","0,18941625","955,0345"
30/03/2011 7.00,"7,97740394","81,78539848","149,62157152","0,94977324",,"25,10000038","0,236961","952,26502"
30/03/2011 8.00,"8,73053515","86,30588272","268,0922272","1,23154131",,"25,10000038","0,3788325","968,42767"
30/03/2011 9.00,"9,12245135","102,20999432","260,3040776","1,62307218",,"25,10000038","0,807498","981,54203"
30/03/2011 10.00,"9,20372491","88,41233312","169,09825512","1,27483038","31,37279145","25,10000038","1,0242207","962,96172"
30/03/2011 11.00,"8,63481308","74,31355104","127,60672704","0,9652957","44,3046408","25,10000038","0,8174646","954,62927"
30/03/2011 12.00,"7,47892952","56,96490432","90,709104","0,87741626","57,1574283","25,10000038","0,3260502","952,86625"
30/03/2011 13.00,"7,39765597","44,41576","67,85900232","0,8062033","76,79910105","25,10000038","0,3236094","950,72054"
30/03/2011 14.00,"7,49157185","43,89921408","63,9538188","0,8154068","78,21559095","25,10000038","0,20009475","942,81047"
30/03/2011 15.00,"7,27303787","40,55070936","57,6323644","0,77227617","87,65249955","25,10000038","0,1788903","938,9086"
30/03/2011 16.00,"8,05867749","38,1366564","54,35230928","0,75351501","93,01150845","25,10000038","0,1572282","921,45039"
30/03/2011 17.00,"7,87265294","36,86085528","52,34847592","0,74822242","94,40385885","25,10000038","0,1287522","920,98244"
30/03/2011 18.00,"7,23691607","39,77847168","55,12399248","0,77350059","92,4781452","25,10000038","0,1312947","923,07131"
30/03/2011 19.00,"6,82513277","51,35419768","68,69684072","0,80881057","78,42195375","25,10000038","0,1467531","930,85545"
30/03/2011 20.00,"6,88112065","82,7925636","111,86924624","0,93156546","49,6154106","25,10000038","0,22806225","934,49468"
30/03/2011 21.00,"7,74442144","103,32482416","157,67579504","1,13461797","38,28095775","25,10000038","0,3076425","936,0323"
30/03/2011 22.00,"7,62160852","80,391474","118,96756536","1,06004748","56,9966313","25,10000038","0,5310774","941,19004"
30/03/2011 23.00,"7,87084573","62,52628136","88,51330584","0,91284507","66,3973506","25,10000038","0,3766968","942,19944"
31/03/2011 0.00,"5,99614657","63,49317976","89,20848992","0,89676924","51,68987145","25,10000038","0,2523177","1006,00283"
31/03/2011 1.00,,"65,9877088","95,1538348","0,88760535","36,10062225","31,60000038","0,259335","999,95917"
31/03/2011 2.00,"5,7234309",,,"0,87599379","25,59834375","31,60000038","0,2986929","1004,68473"
31/03/2011 3.00,"5,57713952","71,55816784","97,17451288",,"28,0842135","31,60000038","0,3489327","1027,78823"
31/03/2011 4.00,"5,31706516","52,59755216","75,22450432","0,78060942","36,8993205","31,60000038","0,4214448","1044,41246"
31/03/2011 5.00,"6,72579831","49,41128064","70,95617464","0,76342916",,"31,60000038","0,2535381","1038,44181"
31/03/2011 6.00,"7,41391068","55,87338176","78,85602328","0,77918812","38,60418765","31,60000038","0,2329947","1031,36131"
31/03/2011 7.00,"7,92864082","74,75094016","108,16639056","0,88124678","15,12731493","31,60000038","0,2396052","1029,55762"
31/03/2011 8.00,"8,0044958","94,59411592","171,13187744","1,07801877","7,70010749","31,60000038","0,3562551","1045,4983"
31/03/2011 9.00,"8,37654593","110,25419896","234,4161712","1,5149695","11,79878511","31,60000038","0,5660622","1034,83198"
31/03/2011 10.00,"7,19357051","88,37210464","154,00534776","1,30682244","38,91381165","31,60000038","1,182771","982,15306"
31/03/2011 11.00,"4,91973038","67,80083928","109,1131556","1,04480229","59,7443847","31,60000038","0,8701452","954,85516"
31/03/2011 12.00,"5,56991577","66,50295456","102,11340008","1,02868801","63,37598295","31,60000038","0,50926275","956,1272"
31/03/2011 13.00,"5,17438616","67,82288464","100,60760448","0,97596011","67,42479555","31,60000038","0,4082238","942,07645"
31/03/2011 14.00,"5,0244824","83,30520904","130,04632432","1,08733994","58,4612406","31,60000038","0,3861549","937,91537"
31/03/2011 15.00,"5,00280911","63,00908048","89,77658336","0,87504665","74,58305505","31,60000038","0,4174785","931,54292"
31/03/2011 16.00,"5,39292014","55,74619552","76,45793552","0,8542712","88,71850785","31,60000038","0,28714995","933,43236"
31/03/2011 17.00,"5,99614657","67,94618952","91,4029688","0,90458872","86,54192295","31,60000038","0,2423511","937,7032"
31/03/2011 18.00,"5,94738346","78,45115728","108,34015312","0,94459948","73,4219451","31,60000038","0,3084561","937,41753"
31/03/2011 19.00,"6,18217214","86,47331656","122,55629376","1,03386178","67,90235865","31,60000038","0,3359151","934,68431"
31/03/2011 20.00,"6,67884138","91,83223192","124,85841824","1,07327955","63,8915907","31,60000038","0,44641215","937,07845"
31/03/2011 21.00,"5,08588886","100,16717528","143,21193568","1,14429446","56,6585586","31,60000038","0,4693455","940,00424"
31/03/2011 22.00,"2,76689698","83,29872736","112,31541144","0,9950766","66,25975545","31,60000038","0,5160258","941,17338"
31/03/2011 23.00,"3,46765168","74,21621112","97,13300336","0,90249638","58,68035145","31,60000038","0,3238128","987,89145"
01/04/2011 0.00,"3,63200396","68,91570736","90,45488448","0,8660412","56,2675785","31,60000038","0,2904552","1044,8172"
01/04/2011 1.00,"5,89681415","69,31154872","92,3342084","0,84226355","67,0485186","43,79999161","0,2556738","1021,26633"
01/04/2011 2.00,"7,51324514","55,804588","72,35948704","0,79336733","74,7391638","43,79999161","0,24291045","1004,32311"
01/04/2011 3.00,"7,91599849","51,21791032","65,25078576","0,770065","79,07008935","43,79999161","0,1989252","1003,19317"
01/04/2011 4.00,"7,26039453","49,46967312","63,79816288","0,75833462","74,11466895","43,79999161","0,1621098","977,29128"
01/04/2011 5.00,"7,43197158","51,14133472","66,45437064","0,75521358","68,8561881","43,79999161","0,1870263","994,01498"
01/04/2011 6.00,"4,80414223","56,08882592","71,39715832","0,77342253","70,5040581","43,79999161","0,17334765","1010,01103"
01/04/2011 7.00,"6,64813815","76,64712792","97,13558456","0,87982548","47,34863175","43,79999161","0,19917945","1076,27912"
01/04/2011 8.00,"5,46696893","111,06010696","165,2306424","1,12679732","25,65739575","43,79999161","0,3036762","1090,19757"
01/04/2011 9.00,"7,67759742","129,3588456","225,2205984","1,49557691","26,08117365","43,79999161","0,7864461","1057,5768"
01/04/2011 10.00,"8,97254759","100,82519008","162,62116392","1,267287","56,77795935","43,79999161","1,083105","999,04287"
01/04/2011 11.00,"9,19469497","79,45702224","115,10649168","1,16811055","74,32458285","43,79999161","0,66150765","983,9396"
01/04/2011 12.00,"8,99060849","82,17865864","117,601862","1,06202332","75,49752315","43,79999161","0,5897583","976,93897"
01/04/2011 13.00,"9,30486454","81,46093208","113,93791552","0,96987765","70,84853475","43,79999161","0,54353565","961,48045"
01/04/2011 14.00,"9,66788473","91,68296208","132,61305048","1,11135408","79,8284088","43,79999161","0,3546279","959,30877"
01/04/2011 15.00,"9,48185915","73,33365104","100,6011228","1,05191229","92,3068146","43,79999161","0,5070762","950,88665"
01/04/2011 16.00,"9,2759675","71,72040104","93,3302648","0,9238252","92,75814345","43,79999161","0,40349475","944,44413"
01/04/2011 17.00,"9,19830633","80,52127968","105,04197224","0,91833455","86,532726","43,79999161","0,3403899","945,1316"
01/04/2011 18.00,"10,03632247","86,65371376","113,48136816","0,96130674","81,279492","43,79999161","0,33922035","943,91983"
01/04/2011 19.00,"9,55590794","91,32864936","118,96888464","1,03129528","81,06955815","43,79999161","0,3758832","940,28648"
01/04/2011 20.00,"9,89003007","102,53834208","133,66357976","1,05195073","69,77326965","43,79999161","0,4384287","937,41067"
01/04/2011 21.00,"10,40475411","102,5941916","135,48844992","1,09650383","62,3145831","43,79999161","0,47865105","942,68111"
01/04/2011 22.00,"9,62995775","102,39299184","137,31330096","1,1417268","50,85296895","43,79999161","0,48638025","995,05427"
01/04/2011 23.00,"8,94365055","80,13970184","104,08608696","0,97678959","54,41372475","43,79999161","0,52299225","998,78366"
02/04/2011 0.00,"8,36029121","68,65483408","89,10084432","0,88310379","63,4691295","43,79999161","0,3486276","978,10125"
02/04/2011 1.00,,"69,82551344","91,8426332","0,83100732","61,8029055","27,89999962","0,3022524","979,27039"
02/04/2011 2.00,"8,12188913",,,"0,81303719","75,4555284","27,89999962","0,24596145","990,06313"
02/04/2011 3.00,"8,06048368","69,33101288","84,20346664",,"92,491791","27,89999962","0,2070612","968,29145"
02/04/2011 4.00,"8,31513947","54,86753592","66,80975408","0,76026968","93,32623965","27,89999962","0,1748223","963,90791"
02/04/2011 5.00,"7,80402171","67,01041848","79,2516352","0,75857111",,"27,89999962","0,1674999","968,0391"
02/04/2011 6.00,"8,0568713","61,82281832","74,52023824","0,75947981","74,51837715","27,89999962","0,1633302","973,54866"
02/04/2011 7.00,"8,10202305","76,46283024","92,96453744","0,83606342","56,5306392","27,89999962","0,1960776","976,41761"
02/04/2011 8.00,"8,48852169","79,74126016","105,42198224","0,85276952","55,36996815","27,89999962","0,2474361","972,62501"
02/04/2011 9.00,"8,56798804","87,5622388","127,32528064","0,99807764","50,94836985","27,89999962","0,29437065","974,68742"
02/04/2011 10.00,"10,451709","74,01374944","105,20409072","0,99898634","68,546604","27,89999962","0,5533497","963,58598"
02/04/2011 11.00,"11,69067942","72,31482272","101,66981608","1,00700503","67,79782065","27,89999962","0,4246992","963,43653"
02/04/2011 12.00,"11,81168208","74,74703968","107,08341464","1,01636464","70,6929048","27,89999962","0,43441155","951,20907"
02/04/2011 13.00,"13,83809526","80,03458008","113,62144128","1,01190153","72,408924","27,89999962","0,41997015","944,4113"
02/04/2011 14.00,"12,79418544","77,94759384","110,20391336","1,024501","72,91950435","27,89999962","0,426123","936,90254"
02/04/2011 15.00,"12,05911818","59,84747376","81,9687784","0,91197482","86,73962745","27,89999962","0,4793121","930,87211"
02/04/2011 16.00,"10,60342506","53,06608776","70,60081032","0,83191602","87,81082275","27,89999962","0,2895399","924,07091"
02/04/2011 17.00,"10,98269487","63,6787776","84,75077664","0,82192381","72,3088947","27,89999962","0,22867245","920,11906"
02/04/2011 18.00,"15,78865041","82,3266092","115,36589272","0,81821096","51,6432084","27,89999962","0,22318065","915,29011"
02/04/2011 19.00,"15,14207232","68,77943912","94,989116","0,80308343","62,34189465","27,89999962","0,21494295","911,03985"
02/04/2011 20.00,"12,07175949","76,34212568","103,36887664","0,87638873","59,6862903","27,89999962","0,2571993","916,06725"
02/04/2011 21.00,"8,64203784","86,54469152","120,3138428","1,0083075","51,81427965","27,89999962","0,2616741","921,19167"
02/04/2011 22.00,"9,80333896","75,95406616","104,33512496","0,91896598","61,6089117","27,89999962","0,3815784","922,72586"
02/04/2011 23.00,"9,54326561","64,67035992","85,01667848","0,83740666","60,44560725","27,89999962","0,30026925","930,6325"
03/04/2011 0.00,"9,56855129","76,7483492","103,58676816","0,88282768","35,9004639","27,89999962","0,25389405","1012,47181"
03/04/2011 1.00,"9,12245135","68,18759864","96,27181944","0,83132303","39,4245915","26,20000076","0,3273723","981,92374"
