MANDURIA,,,,
,NO2,CO,O3,PM10
30/11/2011 22.00,"48,231519","1,235757","21,290062","89,377281"
30/11/2011 23.00,"32,673917","0,948846","25,274555",
01/12/2011 0.00,"24,229972","0,718484","28,433019","96,21489"
01/12/2011 1.00,"15,08906","0,544288","34,859654",
01/12/2011 2.00,,"0,545491","34,972051","70,329674"
01/12/2011 3.00,"10,135083",,"34,380295",
01/12/2011 4.00,"11,304464","0,430847",,"53,479851"
01/12/2011 5.00,"10,89693","0,391236","37,376284",
01/12/2011 6.00,"20,772426","0,502636","29,667305","40,537231"
01/12/2011 7.00,"44,217198","0,752462","14,600073",
01/12/2011 8.00,"53,556687","0,838616","10,301426","32,96703"
01/12/2011 9.00,"67,789152","1,427327","9,439538",
01/12/2011 10.00,"50,850614","0,821037","19,897363","44,200241"
01/12/2011 11.00,"42,66624","0,582284","40,018824",
01/12/2011 12.00,"38,863464","0,623522","47,079189","41,75824"
01/12/2011 13.00,"49,651388","0,896658","45,354051",
01/12/2011 14.00,"43,200952","0,730701","55,676462","22,46641"
01/12/2011 15.00,"41,474777","0,616552","51,040658",
01/12/2011 16.00,"60,827354","0,890696","34,003858","18,80341"
01/12/2011 17.00,"72,204496","1,455477","18,872302",
01/12/2011 18.00,"82,985921","1,931008","10,73136","27,35042"
01/12/2011 19.00,"71,926781","1,580894","9,724578",
01/12/2011 20.00,"78,749673","1,962759","9,811242","75,213661"
01/12/2011 21.00,"81,222121","2,097082","9,834939",
01/12/2011 22.00,"72,7003","2,18947","11,736794","103,540901"
01/12/2011 23.00,"45,857693","1,430657","12,363065",
02/12/2011 0.00,"32,249511","1,258736","16,699621","132,600601"
02/12/2011 1.00,"26,572632","1,097","15,278476",
02/12/2011 2.00,,"0,863553","18,515494","105,4944"
02/12/2011 3.00,"15,611647",,"24,760225",
02/12/2011 4.00,"16,118268","0,516918",,"77,411461"
02/12/2011 5.00,"16,419374","0,493093","20,614354",
02/12/2011 6.00,"33,093126","0,48737","16,964351","49,816841"
02/12/2011 7.00,"66,819637","1,073443","8,043447",
02/12/2011 8.00,"79,353176","1,970557","1,920136","45,66544"
02/12/2011 9.00,"95,250826","2,388309","6,100968",
02/12/2011 10.00,"57,568405","1,100516","15,360403","56,410252"
02/12/2011 11.00,"26,333822","0,517499","45,860483",
02/12/2011 12.00,"23,748454","0,462152","60,463263","66,910851"
02/12/2011 13.00,"34,616835","0,569133","60,430085",
02/12/2011 14.00,"43,102312","0,703187","58,88438","41,26984"
02/12/2011 15.00,"27,235828","0,47333","69,540595",
02/12/2011 16.00,"42,71165","0,698817","50,824003","35,164822"
02/12/2011 17.00,"65,460762","1,006183","30,431031",
02/12/2011 18.00,"85,351946","1,476071","16,1573","29,54822"
02/12/2011 19.00,"91,1106","1,684734","10,396212",
02/12/2011 20.00,"106,015271","3,618664","16,380731","49,816841"
02/12/2011 21.00,"119,056393","6,014476","27,673363",
02/12/2011 22.00,"109,960835","6,72474","18,445757","93,772881"
02/12/2011 23.00,"66,14734","4,452888","10,202582",
03/12/2011 0.00,"47,901851","2,900122","3,478723",
03/12/2011 1.00,"39,156802","2,028341","0,29926",
03/12/2011 2.00,,"1,638282","0,017604",
03/12/2011 3.00,"24,946379",,"0,02302",
03/12/2011 4.00,"22,494718","1,381106",,
03/12/2011 5.00,"26,902278","1,160409","2,098201",
03/12/2011 6.00,"35,286531","1,352358","0,642528",
03/12/2011 7.00,"52,227654","1,821963","0,257959",
03/12/2011 8.00,"62,570407","2,645833","1,572128","100,122101"
03/12/2011 9.00,"114,467058","4,710344","4,29864",
03/12/2011 10.00,"97,345598","2,5735","2,682503","96,7033"
03/12/2011 11.00,"80,658843","1,95291","5,018351",
03/12/2011 12.00,"30,114515","0,442166","45,041255","116,971901"
03/12/2011 13.00,"31,753729","0,499316","51,788124",
03/12/2011 14.00,"29,273484","0,41785","56,989969","93,040291"
03/12/2011 15.00,"18,707519","0,350373","65,021221",
03/12/2011 16.00,"17,665333","0,393149","65,732139","61,29425"
03/12/2011 17.00,"31,238484","0,51581","49,179424",
03/12/2011 18.00,"37,24113","0,710958","41,941682","39,316231"
03/12/2011 19.00,"36,266433","0,684908","41,995848",
03/12/2011 20.00,"37,232049","0,558393","42,733836","35,653221"
03/12/2011 21.00,"56,46392","0,794582","25,556887",
03/12/2011 22.00,"44,276889","0,843678","36,471056","29,30402"
03/12/2011 23.00,"26,289675","0,624329","44,505698",
04/12/2011 0.00,"17,401861","0,486368","48,964802","39,316231"
04/12/2011 1.00,"14,817797","0,373264","54,728597",
04/12/2011 2.00,,"0,299736","53,83352","23,93162"
04/12/2011 3.00,"9,066438",,"52,320033",
04/12/2011 4.00,"7,767766","0,35639",,"13,91941"
04/12/2011 5.00,"8,270042","0,32949","44,823242",
04/12/2011 6.00,"13,840509","0,363463","35,928056","15,87301"
04/12/2011 7.00,"22,349347","0,48177","30,910371",
04/12/2011 8.00,"23,923669","0,577893","33,659221","21,001221"
04/12/2011 9.00,"24,422051","0,677337","31,452034",
04/12/2011 10.00,"20,810074","0,510293","49,148283","21,73382"
04/12/2011 11.00,"17,795115","0,456338","59,085456",
04/12/2011 12.00,"19,747115","0,427236","62,751728","11,23321"
04/12/2011 13.00,"25,248781","0,537426","62,356996",
04/12/2011 14.00,"14,392096","0,414635","68,914981","8,058608"
04/12/2011 15.00,"14,203907","0,443236","66,164771",
04/12/2011 16.00,"20,654322","0,611633","59,798391","12,69841"
04/12/2011 17.00,"29,705672","0,673782","36,161628",
04/12/2011 18.00,"36,459811","0,766579","37,352586","19,0476"
04/12/2011 19.00,"34,973748","0,694499","42,500241",
04/12/2011 20.00,"34,618137","0,587129","41,35603","30,76923"
04/12/2011 21.00,"29,79653","0,696779","43,226064",
04/12/2011 22.00,"26,47009","0,496069","49,478693","26,617821"
04/12/2011 23.00,"15,522544","0,496573","57,645347",
05/12/2011 0.00,"24,202708","0,544652","43,79005","24,42001"
05/12/2011 1.00,"8,70353","0,315074","63,345501",
05/12/2011 2.00,,"0,306995","67,442368","21,24542"
05/12/2011 3.00,"4,346574",,"70,702425",
05/12/2011 4.00,"4,407575","0,243414",,"11,47741"
05/12/2011 5.00,"5,257681","0,228418","68,271772",
05/12/2011 6.00,"11,962481","0,207663","64,206041","7,081807"
05/12/2011 7.00,"20,612794","0,279898","56,771956",
05/12/2011 8.00,"31,191735","0,405431","47,123196","7,814408"
05/12/2011 9.00,"33,939337","0,449917","49,218705",
05/12/2011 10.00,"29,749821","0,430515","54,511938","6,837607"
05/12/2011 11.00,"25,083968","0,338375","58,717139",
05/12/2011 12.00,"21,107274","0,299378","59,787576","5,860806"
05/12/2011 13.00,"28,771221","0,37084","58,531626",
05/12/2011 14.00,"24,139114","0,316229","56,181555","5,372406"
05/12/2011 15.00,"17,448591","0,255162","60,229687",
05/12/2011 16.00,"23,248772","0,369487","55,942553","13,18681"
05/12/2011 17.00,"29,865324","0,446593","50,978375",
05/12/2011 18.00,"34,310532","0,496992","53,19845","13,18681"
05/12/2011 19.00,"23,745854","0,42468","64,825552",
05/12/2011 20.00,"20,0612","0,408099","68,613696","16,84981"
05/12/2011 21.00,"14,932016","0,352328","74,082967",
05/12/2011 22.00,"12,38689","0,29474","73,086327","12,21001"
05/12/2011 23.00,"9,243445","0,271358","72,980711",
06/12/2011 0.00,"6,95919","0,228921","76,550165","17,826611"
06/12/2011 1.00,"5,670403","0,215895","75,676774",
06/12/2011 2.00,,"0,19974","76,928634","9,27961"
06/12/2011 3.00,"5,212253",,"75,452658",
06/12/2011 4.00,"5,108424","0,181483",,"6,837607"
06/12/2011 5.00,"5,482212","0,133772","73,929254",
06/12/2011 6.00,"11,04618","0,175598","68,439016","9,76801"
06/12/2011 7.00,"21,675751","0,248284","60,285889",
06/12/2011 8.00,"31,435745","0,381348","46,021617","10,74481"
06/12/2011 9.00,"58,344546","1,153736","25,581925",
06/12/2011 10.00,"20,470025","0,349313","56,063751","10,74481"
06/12/2011 11.00,"13,383648","0,28882","67,325246",
06/12/2011 12.00,"15,522544","0,315701","69,406531","10,01221"
06/12/2011 13.00,"16,786679","0,386849","73,388289",
06/12/2011 14.00,"18,211733","0,377811","71,577847","5,616606"
06/12/2011 15.00,"14,545253","0,372772","74,722105",
06/12/2011 16.00,"18,582924","0,416075","64,885818","5,372406"
06/12/2011 17.00,"29,710873","0,497492","54,049497",
06/12/2011 18.00,"39,062043","0,828537","46,888265","13,18681"
06/12/2011 19.00,"68,340731","1,475322","31,236034",
06/12/2011 20.00,"59,376335","1,35068","25,952277","17,582411"
06/12/2011 21.00,"76,636747","1,729145","16,889203",
06/12/2011 22.00,"49,172469","1,307569","24,681441","54,700851"
06/12/2011 23.00,"46,916768","1,254497","23,120833",
07/12/2011 0.00,"19,841855","0,519606","37,508974","65,934052"
07/12/2011 1.00,"13,83531","0,347544","40,753441",
07/12/2011 2.00,,"0,391116","39,112256","54,45665"
07/12/2011 3.00,"11,373247",,"44,466417",
07/12/2011 4.00,"9,048763","0,185124",,"31,746031"
07/12/2011 5.00,"12,364827","0,212975","41,330973",
07/12/2011 6.00,"22,007999","0,30288","32,182564","23,19902"
07/12/2011 7.00,"39,269705","0,469131","19,928507",
07/12/2011 8.00,"58,114798","0,750594","11,097653","13,67521"
07/12/2011 9.00,"56,801352","0,853595","21,690876",
07/12/2011 10.00,"31,775796","0,426298","42,197602","17,582411"
07/12/2011 11.00,"25,351322","0,402761","52,106346",
07/12/2011 12.00,"31,356569","0,475024","54,816595","19,2918"
07/12/2011 13.00,"35,16973","0,574983","58,254717",
07/12/2011 14.00,"54,652091","0,789922","44,109611","16,60561"
07/12/2011 15.00,"38,760944","0,522481","50,756291",
07/12/2011 16.00,"59,83059","0,840113","30,840645","17,3382"
07/12/2011 17.00,"92,435734","1,447569","16,146464",
07/12/2011 18.00,"105,147014","2,322736","14,369863","19,2918"
07/12/2011 19.00,"98,848524","2,086071","9,362353",
07/12/2011 20.00,"111,74936","2,360638","7,761112","53,479851"
07/12/2011 21.00,"98,751182","2,07386","6,960152",
07/12/2011 22.00,"58,582032","0,911953","17,357727","81,074471"
07/12/2011 23.00,"45,134785","0,841808","14,017796",
08/12/2011 0.00,"57,359444","1,325192","5,139545","79,365082"
08/12/2011 1.00,"63,869575","1,952485","1,839566",
08/12/2011 2.00,,"0,714231","10,551262","59,34066"
08/12/2011 3.00,"22,603739",,"34,127088",
08/12/2011 4.00,"27,714745","0,790208",,"62,515251"
08/12/2011 5.00,"25,643341","0,834836","3,828084",
08/12/2011 6.00,"31,268311","0,825902","2,684534","35,164822"
08/12/2011 7.00,"34,520795","1,131902","1,020327",
08/12/2011 8.00,"36,506523","1,346573","2,006122","32,96703"
08/12/2011 9.00,"62,208296","1,907349","11,7307",
08/12/2011 10.00,"42,703868","1,225645","22,782301","34,920631"
08/12/2011 11.00,"21,600476","0,465498","53,494986",
08/12/2011 12.00,"25,276047","0,606478","54,797641","53,235641"
08/12/2011 13.00,"43,720095","0,738178","46,890301",
08/12/2011 14.00,"23,97428","0,59279","60,3441","39,804642"
08/12/2011 15.00,"20,068983","0,590948","62,16065",
08/12/2011 16.00,"24,137814","0,602642","59,64268","21,001221"
08/12/2011 17.00,"39,929023","0,848869","46,2999",
08/12/2011 18.00,"47,320412","1,271118","41,226019","29,05983"
08/12/2011 19.00,"56,155017","1,173464","24,579876",
08/12/2011 20.00,"63,375077","1,274415","13,577707","42,246632"
08/12/2011 21.00,"65,513969","1,048664","8,77873",
08/12/2011 22.00,"56,003166","0,95561","8,259427","47,13063"
08/12/2011 23.00,"44,196433","0,713028","13,084132",
09/12/2011 0.00,"32,088579","0,608586","19,277858","49,572651"
09/12/2011 1.00,"24,276682","0,560277","24,393703",
09/12/2011 2.00,,"0,510203","26,979383","32,722832"
09/12/2011 3.00,"17,392778",,"25,685526",
09/12/2011 4.00,"15,699055","0,507378",,"21,97802"
09/12/2011 5.00,"15,542012","0,451265","20,522964",
09/12/2011 6.00,"29,30983","0,457482","13,716509","16,11721"
09/12/2011 7.00,"46,737653","0,759137","8,931069",
09/12/2011 8.00,"99,589615","2,877395","4,488215","8,791209"
09/12/2011 9.00,"120,172541","3,654682","6,862656",
09/12/2011 10.00,"62,120035","1,314325","19,540553","27,83882"
09/12/2011 11.00,"40,228842","0,755892","37,968702",
09/12/2011 12.00,"25,834141","0,527538","54,832854","44,932831"
09/12/2011 13.00,"27,520065","0,462966","58,734734",
09/12/2011 14.00,"30,409135","0,493629","60,338697","27,35042"
09/12/2011 15.00,"20,764645","0,354563","67,169538",
09/12/2011 16.00,"17,469353","0,401755","66,030707","15,14041"
09/12/2011 17.00,"21,847065","0,405231","58,648072",
09/12/2011 18.00,"28,019748","0,472892","57,518742","10,01221"
09/12/2011 19.00,"32,972419","0,500002","51,742759",
09/12/2011 20.00,"31,780974","0,430294","51,921511","15,62881"
09/12/2011 21.00,"40,771332","0,521127","39,064174",
09/12/2011 22.00,"31,400699","0,472776","39,846872","20,02442"
09/12/2011 23.00,"26,682953","0,54341","38,64373",
10/12/2011 0.00,"13,464118","0,360355","47,987131","27,35042"
10/12/2011 1.00,"16,85676","0,332742","39,222617",
10/12/2011 2.00,,"0,26597","48,578867","24,664221"
10/12/2011 3.00,"5,814902",,"54,899007",
10/12/2011 4.00,"6,895595","0,349581",,"18,80341"
10/12/2011 5.00,"7,490019","0,411193","33,489964",
10/12/2011 6.00,"42,130211","0,550895","14,083471","10,25641"
10/12/2011 7.00,"51,872043","1,031651","6,047479",
10/12/2011 8.00,"76,586136","2,226089","1,106311","8,302809"
10/12/2011 9.00,"88,126813","2,26788","7,287173",
10/12/2011 10.00,"37,094461","0,670047","38,074315","19,0476"
10/12/2011 11.00,"18,584226","0,440041","62,307559",
10/12/2011 12.00,"22,737407","0,466966","60,06111","24,664221"
10/12/2011 13.00,"30,265066","0,554007","53,006153",
10/12/2011 14.00,"30,205354","0,530037","56,103709","15,87301"
10/12/2011 15.00,"24,024909","0,472574","59,379298",
10/12/2011 16.00,"27,507083","0,63759","53,161883","14,89621"
10/12/2011 17.00,"58,292615","1,230237","26,074151",
10/12/2011 18.00,"61,256957","1,109971","17,870929","20,26862"
10/12/2011 19.00,"47,380104","0,962127","29,215039",
10/12/2011 20.00,"56,049896","1,051125","24,615089","38,339432"
10/12/2011 21.00,"71,621758","1,341015","16,357706",
10/12/2011 22.00,"67,66195","1,121918","14,234461","48,35165"
10/12/2011 23.00,"55,616388","1,58992","11,560073",
11/12/2011 0.00,"33,546097","0,982791","24,439747","46,398041"
11/12/2011 1.00,"37,66942","0,956403","9,539065",
11/12/2011 2.00,,"1,021549","2,038621","53,96825"
11/12/2011 3.00,"20,032655",,"10,157898",
11/12/2011 4.00,"17,016399","0,565369",,"39,316231"
11/12/2011 5.00,"16,249352","0,520416","9,948686",
11/12/2011 6.00,"24,571302","0,614077","3,358208","32,722832"
11/12/2011 7.00,"27,870497","0,901301","1,401509",
11/12/2011 8.00,"36,29498","1,007608","8,098964","34,18803"
11/12/2011 9.00,"48,360005","1,757498","5,424586",
11/12/2011 10.00,"66,570447","1,886491","7,453727","31,990231"
11/12/2011 11.00,"22,601121","0,46757","34,678886",
11/12/2011 12.00,"24,903551","0,431356","41,57201","55,921841"
11/12/2011 13.00,"33,191766","0,534289","39,104136",
11/12/2011 14.00,"24,867222","0,507655","46,754879","38,58363"
11/12/2011 15.00,"21,652385","0,488302","52,060981",
11/12/2011 16.00,"30,214437","0,596256","40,106164","30,52503"
11/12/2011 17.00,"35,508479","0,752343","27,466183",
11/12/2011 18.00,"60,920812","1,356609","14,749697","24,664221"
11/12/2011 19.00,"38,285905","0,753684","26,523725",
11/12/2011 20.00,"45,808384","0,850372","23,463434","44,200241"
11/12/2011 21.00,"45,322985","0,69762","20,787681",
11/12/2011 22.00,"25,333159","0,518386","35,643011","42,002441"
11/12/2011 23.00,"37,317707","0,983733","19,820179",
12/12/2011 0.00,"39,043881","1,542587","9,039397","39,804642"
12/12/2011 1.00,"38,757042","1,483609","1,236307",
12/12/2011 2.00,,"1,081033","2,188928","41,025631"
12/12/2011 3.00,"16,872334",,"9,739474",
12/12/2011 4.00,"13,686057","0,578316",,"36,874222"
12/12/2011 5.00,"14,943695","0,472422","5,779363",
12/12/2011 6.00,"20,592029","0,852905","0,18416","33,211231"
12/12/2011 7.00,"33,501967","1,079186","0,118485",
12/12/2011 8.00,"53,313978","1,278897","3,213317","27,10622"
12/12/2011 9.00,"73,86188","1,812509","1,227506",
12/12/2011 10.00,"66,994831","1,485701","10,742867","37,851021"
12/12/2011 11.00,"22,157268","0,369212","40,193523",
12/12/2011 12.00,"42,568902","0,592463","26,045043","38,339432"
12/12/2011 13.00,"39,759007","0,535452","29,127001",
12/12/2011 14.00,"49,294474","0,694332","25,500009","32,47863"
12/12/2011 15.00,"28,066477","0,443783","44,983021",
12/12/2011 16.00,"21,513517","0,429097","47,980369","26,86202"
12/12/2011 17.00,"37,447494","0,631992","34,50961",
12/12/2011 18.00,"63,528223","1,172887","14,792348","21,48962"
12/12/2011 19.00,"90,161865","3,679269","20,807331",
12/12/2011 20.00,"101,951738","5,681597","25,398444","35,653221"
12/12/2011 21.00,"103,872571","6,372594","24,156059",
12/12/2011 22.00,"55,77864","1,643469","6,163255","141,880203"
12/12/2011 23.00,"27,770557","0,553357","18,045616",
13/12/2011 0.00,"17,121525","0,387575","29,925259","204,884003"
13/12/2011 1.00,"13,414805","0,300046","37,017424",
13/12/2011 2.00,,"0,220108","44,773128","103,2967"
13/12/2011 3.00,"6,011743",,"47,685168",
13/12/2011 4.00,"5,297915","0,26611",,"58,36385"
13/12/2011 5.00,"12,537443","0,406658","26,955681",
13/12/2011 6.00,"35,46825","0,620221","17,199289","36,874222"
13/12/2011 7.00,"17,148776","0,337093","41,109588",
13/12/2011 8.00,"31,691419","0,539655","32,420885","24,42001"
13/12/2011 9.00,"61,150538","0,970077","20,24536",
13/12/2011 10.00,"21,653685","0,451655","45,403468","21,24542"
13/12/2011 11.00,"20,537517","0,305396","51,79016",
13/12/2011 12.00,"15,928775","0,342114","57,247921","21,24542"
13/12/2011 13.00,"24,483045","0,472007","53,052199",
13/12/2011 14.00,"37,182719","0,554066","42,117043","11,23321"
13/12/2011 15.00,"36,193736","0,607418","43,460995",
13/12/2011 16.00,"50,308102","0,856128","32,153454","12,69841"
13/12/2011 17.00,"73,737289","1,318323","15,570973",
13/12/2011 18.00,"83,820473","1,915163","8,33661","18,31501"
13/12/2011 19.00,"80,732823","1,735406","8,91211",
13/12/2011 20.00,"72,143506","1,811871","8,518063","36,874222"
13/12/2011 21.00,"80,509578","2,415494","13,795044",
13/12/2011 22.00,"65,848838","2,135932","11,748302","66,42247"
13/12/2011 23.00,"38,39883","1,333961","9,694788",
14/12/2011 0.00,"37,596745","1,449557","10,166021","99,389481"
14/12/2011 1.00,"29,176162","1,229096","9,872178",
14/12/2011 2.00,,"0,833247","14,953492","79,609283"
14/12/2011 3.00,"18,271716",,"10,911816",
14/12/2011 4.00,"19,334392","0,777917",,"55,67765"
14/12/2011 5.00,"18,033933","0,783549","3,89579",
14/12/2011 6.00,"33,124292","1,213706","1,190945","36,874222"
14/12/2011 7.00,"54,241967","1,086525","1,920812",
14/12/2011 8.00,"71,42838","2,062187","2,819945","32,47863"
14/12/2011 9.00,"110,111369","2,868873","3,907299",
14/12/2011 10.00,"69,227192","1,506799","8,363692","37,606831"
14/12/2011 11.00,"32,289739","0,579023","38,872576",
14/12/2011 12.00,"27,662834","0,490379","49,880187","47,619041"
14/12/2011 13.00,"27,525248","0,467853","53,731953",
14/12/2011 14.00,"29,988609","0,451803","59,608825","30,28083"
14/12/2011 15.00,"17,514778","0,329754","68,726077",
14/12/2011 16.00,"27,085027","0,473026","55,720229","22,46641"
14/12/2011 17.00,"39,664247","0,641733","44,743342",
14/12/2011 18.00,"54,676737","0,811361","27,808106","15,14041"
14/12/2011 19.00,"59,826706","1,008798","24,045017",
14/12/2011 20.00,"52,45478","0,80228","30,183892","19,78022"
14/12/2011 21.00,"86,621262","2,049737","14,618344",
14/12/2011 22.00,"28,497365","0,525851","36,982911","25,64102"
14/12/2011 23.00,"18,797082","0,555732","41,749384",
15/12/2011 0.00,"9,46538","0,306769","46,238294","47,619041"
15/12/2011 1.00,"7,496508","0,251108","47,838863",
15/12/2011 2.00,,"0,240075","49,754262","31,990231"
