MANDURIA,,,,
,NO2,CO,O3,PM10
18/06/2011 13.00,"6,572423","0,327616","95,362216",
18/06/2011 14.00,"5,98968","0,305497","101,465222","5,860806"
18/06/2011 15.00,"2,996786","0,317184","111,47007",
18/06/2011 16.00,"7,092872","0,323027","110,296048","2,930403"
18/06/2011 17.00,"7,005914","0,361264","106,881586",
18/06/2011 18.00,"13,957311","0,381225","99,181486","1,221001"
18/06/2011 19.00,"16,014444","0,367342","91,859117",
18/06/2011 20.00,"27,012601","0,436913","78,463529","12,45421"
18/06/2011 21.00,"26,742646","0,294713","71,26641",
18/06/2011 22.00,"13,374566","0,219613","70,792455","38,09523"
18/06/2011 23.00,"7,915721","0,174867","70,682767",
19/06/2011 0.00,"8,397232","0,129023","73,951621","39,072041"
19/06/2011 1.00,"6,616552","0,162159","91,666142",
19/06/2011 2.00,,"0,147926","105,53905","39,316231"
19/06/2011 3.00,"2,670846",,"97,166273",
19/06/2011 4.00,"3,820935","0,219822",,"26,37361"
19/06/2011 5.00,"10,191941","0,681089","55,308823",
19/06/2011 6.00,"4,804722","0,357459","74,799951","30,52503"
19/06/2011 7.00,"22,432406","0,361345","77,723501",
19/06/2011 8.00,"16,703604","0,376262","79,572551","1,709402"
19/06/2011 9.00,"19,596566","0,395132","82,411436",
19/06/2011 10.00,"62,958468","0,536302","86,18063",
19/06/2011 11.00,"66,684652","0,681194","91,321524",
19/06/2011 12.00,"63,071375","0,837712","95,223404",
19/06/2011 13.00,"76,52252","0,880501","92,526687",
19/06/2011 14.00,"91,414324","0,886727","92,419709",
19/06/2011 15.00,"81,588119","0,915149","98,477349",
19/06/2011 16.00,"94,399417","1,007031","92,984379",
19/06/2011 17.00,"84,970369","1,110307","101,128701",
19/06/2011 18.00,"69,878724","0,976103","110,413871",
19/06/2011 19.00,"74,902786","0,944275","99,71908",
19/06/2011 20.00,"70,584769","0,863354","88,077077",
19/06/2011 21.00,"69,767101","0,721243","71,936689",
19/06/2011 22.00,"59,590481","0,626464","70,645545",
19/06/2011 23.00,"44,061444","0,537321","68,801229",
20/06/2011 0.00,"33,183983","0,469124","69,83035",
20/06/2011 1.00,"28,306567","0,447943","61,187727",
20/06/2011 2.00,,"0,467048","62,935886",
20/06/2011 3.00,"43,846003",,"59,222232",
20/06/2011 4.00,"36,436449","0,24638",,
20/06/2011 5.00,"38,088644","0,226154","60,751701",
20/06/2011 6.00,"45,237306","0,300357","61,63728",
20/06/2011 7.00,"43,134776","0,317037","79,351821",
20/06/2011 8.00,"47,629297","0,444826","79,965228",
20/06/2011 9.00,"52,78703","0,46778","78,31321",
20/06/2011 10.00,"55,278959","0,512598","79,853524",
20/06/2011 11.00,"63,955232","0,621057","77,810845",
20/06/2011 12.00,"59,859134","0,649507","82,596291",
20/06/2011 13.00,"44,044581","0,558235","92,019573",
20/06/2011 14.00,"39,903076","0,568063","95,995928",
20/06/2011 15.00,"42,356038","0,633139","96,232213",
20/06/2011 16.00,"52,126432","0,74799","93,903835",
20/06/2011 17.00,"64,374438","0,76233","84,361368",
20/06/2011 18.00,"77,851549","0,856564","74,315866",
20/06/2011 19.00,"79,194844","0,890587","72,328704",
20/06/2011 20.00,"91,937348","0,91783","62,529644",
20/06/2011 21.00,"60,393864","0,63345","81,735069",
20/06/2011 22.00,"29,038576","0,228979","91,136685",
20/06/2011 23.00,"15,752273","0,012019","94,756914",
21/06/2011 0.00,"8,079255","0,000635","97,392011",
21/06/2011 1.00,"3,649616",,"98,670986",
21/06/2011 2.00,,,"96,461763",
21/06/2011 3.00,"2,459541",,"84,119314",
21/06/2011 4.00,"3,609384","0,152821",,
21/06/2011 5.00,"17,323997","0,241061","75,241403",
21/06/2011 6.00,"20,903514","0,267271","66,293408",
21/06/2011 7.00,"26,148224","0,336011","74,269839",
21/06/2011 8.00,"27,355252","0,415973","72,320569",
21/06/2011 9.00,"37,051632","0,500407","58,783494",
21/06/2011 10.00,"32,498704","0,461094","62,094973",
21/06/2011 11.00,"30,921437","0,443804",,
21/06/2011 12.00,"28,191062","0,426763","68,710172",
21/06/2011 13.00,"19,090398","0,370028","68,562905",
21/06/2011 14.00,"10,552999","0,340562","70,638102",
21/06/2011 15.00,"9,884594","0,283789","75,049805",
21/06/2011 16.00,"25,949644","0,44791","66,227061",
21/06/2011 17.00,"32,72583","0,508803","69,335428",
21/06/2011 18.00,"44,52478","0,692738","64,589944",
21/06/2011 19.00,"53,338642","0,763715","54,807139",
21/06/2011 20.00,"63,2985","0,956831","43,521246",
21/06/2011 21.00,"51,452837","0,686069","47,519282",
21/06/2011 22.00,"27,460372","0,497308","59,68196",
21/06/2011 23.00,"17,275975","0,449873","64,218233",
22/06/2011 0.00,"17,58357","0,375089","58,657569",
22/06/2011 1.00,"9,931317","0,389136","61,004927",
22/06/2011 2.00,,"0,351666","72,630012",
22/06/2011 3.00,"1,705403",,"75,806751",
22/06/2011 4.00,"5,592531","0,202466",,
22/06/2011 5.00,"15,984589","0,301991","60,695499",
22/06/2011 6.00,"30,577851","0,333987","46,073767",
22/06/2011 7.00,"39,102271","0,408307","39,726355",
22/06/2011 8.00,,,,
22/06/2011 9.00,,,,
22/06/2011 10.00,,,,
22/06/2011 11.00,,,,
22/06/2011 12.00,"29,069836",,,
22/06/2011 13.00,"22,175433","0,371523","82,954455",
22/06/2011 14.00,"11,887207","0,300654","102,547767",
22/06/2011 15.00,"11,754823","0,295272","107,465306",
22/06/2011 16.00,"15,356415","0,341529","107,68599",
22/06/2011 17.00,"24,886687","0,408403","100,241764",
22/06/2011 18.00,"51,655299","0,593988","76,238705",
22/06/2011 19.00,"47,513772","0,552399","82,656542",
22/06/2011 20.00,"51,513831","0,609696","78,888725",
22/06/2011 21.00,"34,039279","0,393129","78,600286",
22/06/2011 22.00,"32,698584","0,369387","68,520926",
22/06/2011 23.00,"15,878161","0,271886","71,747801",
23/06/2011 0.00,"14,188334","0,259303","74,087039",
23/06/2011 1.00,"19,714669","0,349047","40,899015",
23/06/2011 2.00,,"0,295114","54,662919",
23/06/2011 3.00,"11,614094",,"55,349618",
23/06/2011 4.00,"13,909289","0,32227",,
23/06/2011 5.00,"30,688174","0,397893","28,853486",
23/06/2011 6.00,"41,050389","0,437734","42,014121",
23/06/2011 7.00,"56,081044","0,694492","51,199759",
23/06/2011 8.00,"52,167944","0,73493","76,961137",
23/06/2011 9.00,"34,05096","0,571068","106,710955",
23/06/2011 10.00,"24,676425","0,471923","125,659841",
23/06/2011 11.00,"27,281257","0,431087","128,798672",
23/06/2011 12.00,"18,725695","0,326131","127,67134",
23/06/2011 13.00,"14,170166","0,274628","129,200177",
23/06/2011 14.00,"10,626969","0,276022","136,956495",
23/06/2011 15.00,"11,198035","0,293455","138,492744",
23/06/2011 16.00,"13,18119","0,309574","141,821819","73,504272"
23/06/2011 17.00,"20,493389","0,347624","135,62341",
23/06/2011 18.00,"22,475235","0,387583","126,747797","63,980461"
23/06/2011 19.00,"30,695956","0,457197","100,72314",
23/06/2011 20.00,"30,304013","0,429375","84,51101","35,409031"
23/06/2011 21.00,"24,788047","0,311207","71,64013",
23/06/2011 22.00,"18,590716","0,21847","70,740324","73,015862"
23/06/2011 23.00,"13,004678","0,13827","67,049699",
24/06/2011 0.00,"10,540011","0,095699","69,234561","37,362621"
24/06/2011 1.00,"12,36612","0,133294","66,478247",
24/06/2011 2.00,,"0,147027","68,073393","104,029198"
24/06/2011 3.00,"11,831397",,"69,257582",
24/06/2011 4.00,"21,853567","0,373405",,"59,34066"
24/06/2011 5.00,"40,244406","0,533002","27,492597",
24/06/2011 6.00,"48,716919","0,647054","19,671908","119,169701"
24/06/2011 7.00,"51,796768","0,65743","33,859639",
24/06/2011 8.00,"51,766922","0,848787","77,049135","68,864471"
24/06/2011 9.00,"50,038147","0,791878","98,585682",
24/06/2011 10.00,"35,465628","0,640362","125,673372",
24/06/2011 11.00,"29,84066","0,617314","130,817599",
24/06/2011 12.00,"26,235163","0,529793","133,995106",
24/06/2011 13.00,"17,163058","0,436531","145,804954",
24/06/2011 14.00,"8,798277","0,381802","159,131494",
24/06/2011 15.00,"10,798293","0,39776","163,651522",
24/06/2011 16.00,"14,327208","0,449521","174,436397",
24/06/2011 17.00,"23,767918","0,558584","166,290066",
24/06/2011 18.00,"40,962132","0,704041","141,451485",
24/06/2011 19.00,"26,143024","0,568723","134,52521",
24/06/2011 20.00,"31,771894","0,562663","113,333335",
24/06/2011 21.00,"39,729161","0,540684","90,490789",
24/06/2011 22.00,"22,741307","0,428927","101,396813",
24/06/2011 23.00,"20,396049","0,422433","89,286966",
25/06/2011 0.00,"25,479808","0,474034","66,914273",
25/06/2011 1.00,"20,023554","0,533159","82,519107",
25/06/2011 2.00,,"0,315745","95,159089",
25/06/2011 3.00,"8,134058",,"89,712299",
25/06/2011 4.00,"15,883359","0,357607",,"47,619041"
25/06/2011 5.00,"27,065812","0,507389","66,564229",
25/06/2011 6.00,"15,314885","0,217018","75,906956","31,990231"
25/06/2011 7.00,"11,809334","0,225253","87,904406",
25/06/2011 8.00,"18,880144","0,251476","86,761534","36,630032"
25/06/2011 9.00,"19,673141","0,293288","90,001255",
25/06/2011 10.00,"26,51552","0,373237","92,7447","24,17581"
25/06/2011 11.00,"20,310392","0,266386","96,471915",
25/06/2011 12.00,"18,111806","0,255193","93,119797","14,16361"
25/06/2011 13.00,"10,712635","0,189476","97,846332",
25/06/2011 14.00,"5,836531","0,178564","101,065064","22,710621"
25/06/2011 15.00,"5,016275","0,200868","100,389359",
25/06/2011 16.00,"7,072106","0,246719","103,961506","15,14041"
25/06/2011 17.00,"9,131828","0,279978","104,005456",
25/06/2011 18.00,"16,140329","0,350131","101,475359","12,69841"
25/06/2011 19.00,"20,145558","0,393704","102,742797",
25/06/2011 20.00,"23,230609","0,389026","97,605975","11,47741"
25/06/2011 21.00,"14,593274","0,284935","105,459811",
25/06/2011 22.00,"10,577656","0,234647","107,107065","16,36141"
25/06/2011 23.00,"7,506892","0,184519","103,983789",
26/06/2011 0.00,"9,896275","0,185559","97,449568","13,91941"
26/06/2011 1.00,"6,948806","0,186079","104,951282",
26/06/2011 2.00,,"0,227132","110,865399","14,40781"
26/06/2011 3.00,"2,667127",,"112,316406",
26/06/2011 4.00,"4,15968","0,230073",,"9,27961"
26/06/2011 5.00,"3,596403","0,235037","109,037347",
26/06/2011 6.00,"5,728807","0,246753","106,050227","12,21001"
26/06/2011 7.00,"8,451744","0,281903","107,1802",
26/06/2011 8.00,"9,848253","0,300926","107,453091","6,593407"
26/06/2011 9.00,"13,758736","0,323008","108,254024",
26/06/2011 10.00,"16,658188","0,332062","106,018393","4,395605"
26/06/2011 11.00,"21,253945","0,310655","103,740099",
26/06/2011 12.00,"20,327255","0,358632","104,775963","4,395605"
26/06/2011 13.00,"8,145445","0,23893","108,817272",
26/06/2011 14.00,"4,526977","0,253704","110,627737","4,395605"
26/06/2011 15.00,"5,00849","0,243338","110,826138",
26/06/2011 16.00,"3,277128","0,218436","112,606778","8,302809"
26/06/2011 17.00,"8,972189","0,245284","109,725259",
26/06/2011 18.00,"13,160418","0,305453","104,711663","10,74481"
26/06/2011 19.00,"15,644544","0,261131","100,56811",
26/06/2011 20.00,"26,715381","0,3352","85,62612","6,593407"
26/06/2011 21.00,"17,867804","0,239962","92,962035",
26/06/2011 22.00,"13,168209","0,204933","97,230215","14,89621"
26/06/2011 23.00,"8,994255","0,153739","100,914083",
27/06/2011 0.00,"6,682744","0,095402","100,931023","12,94261"
27/06/2011 1.00,"3,549679","0,088008","96,521329",
27/06/2011 2.00,,"0,119684","83,25033","12,69841"
27/06/2011 3.00,"2,510238",,"72,198454",
27/06/2011 4.00,"4,591873","0,221183",,"7,814408"
27/06/2011 5.00,"14,98782","0,240223","59,149097",
27/06/2011 6.00,"24,502528","0,284332","58,616253","9,523809"
27/06/2011 7.00,"21,613457","0,381277","76,855521",
27/06/2011 8.00,"26,66867","0,532051","77,318617","7,814408"
27/06/2011 9.00,"24,819193","0,517295","77,251585",
27/06/2011 10.00,"26,816621","0,51325","75,854148","5,372406"
27/06/2011 11.00,"29,756301","0,589291","71,338845",
27/06/2011 12.00,"22,287036","0,467554","77,094523","2,930403"
27/06/2011 13.00,"11,606863","0,397383","86,124428",
27/06/2011 14.00,"7,741809","0,362277","90,666808","4,395605"
27/06/2011 15.00,"10,158444","0,35728","90,532745",
27/06/2011 16.00,"13,160418","0,39528","91,050026","3,174603"
27/06/2011 17.00,"21,902876","0,469933","90,037145",
27/06/2011 18.00,"25,29681","0,52154","87,0703","2,442003"
27/06/2011 19.00,"34,269005","0,543991","76,579952",
27/06/2011 20.00,"41,5916","0,582032","67,893303","3,174603"
27/06/2011 21.00,"26,205336","0,47283","78,198796",
27/06/2011 22.00,"14,331096","0,364141","84,200235","5,372406"
27/06/2011 23.00,"12,961844","0,326895","86,33636",
28/06/2011 0.00,"5,003297","0,275644","92,877408","11,72161"
28/06/2011 1.00,"2,952659","0,277073","91,362818",
28/06/2011 2.00,,"0,264142","86,973458","17,094"
28/06/2011 3.00,"4,329701",,"83,590876",
28/06/2011 4.00,"8,442659","0,205479",,"17,582411"
28/06/2011 5.00,"15,552397","0,234476","67,260246",
28/06/2011 6.00,"17,025482","0,271713","69,955616","20,02442"
28/06/2011 7.00,"22,353248","0,304633","72,563635",
28/06/2011 8.00,"26,843866","0,385683","76,403232","12,69841"
28/06/2011 9.00,"22,444087","0,395784","82,254367",
28/06/2011 10.00,"24,249437","0,461742","84,496771","12,21001"
28/06/2011 11.00,"36,381936","0,53689","78,504822",
28/06/2011 12.00,"27,656334","0,530987","84,468339","8,547009"
28/06/2011 13.00,"18,207836","0,443638","87,346524",
28/06/2011 14.00,"12,826864","0,424624","95,04737","5,372406"
28/06/2011 15.00,"13,935248","0,39016","100,24853",
28/06/2011 16.00,"15,047528","0,392616","102,970308","3,663004"
28/06/2011 17.00,"22,65695","0,454691","96,953968",
28/06/2011 18.00,"38,26774","0,571869","87,728387","2,930403"
28/06/2011 19.00,"42,61173","0,609225","83,31058",
28/06/2011 20.00,"37,357935","0,623922","82,828512","3,418803"
28/06/2011 21.00,"23,843194","0,455562","87,448068",
28/06/2011 22.00,"13,623754","0,343177","90,312038","11,47741"
28/06/2011 23.00,"10,630865","0,321825","88,967401",
29/06/2011 0.00,"7,580871","0,27825","94,286353","15,14041"
29/06/2011 1.00,"0,820256","0,228891","105,242475",
29/06/2011 2.00,,"0,277656","84,885415","22,46641"
29/06/2011 3.00,"1,322089",,"94,094816",
29/06/2011 4.00,"2,597043","0,182248",,"11,96581"
29/06/2011 5.00,"8,643829","0,212944","87,145429",
29/06/2011 6.00,"12,850226","0,200445","85,035718","6,349206"
29/06/2011 7.00,"21,948307","0,288818","87,175238",
29/06/2011 8.00,"26,751729","0,344755","90,800194","18,07081"
29/06/2011 9.00,"36,87902","0,516163","89,257856",
29/06/2011 10.00,"29,755001","0,458526","97,765754","12,94261"
29/06/2011 11.00,"31,058067","0,535348","96,040638",
29/06/2011 12.00,"31,31246","0,468574","96,995262","6,837607"
29/06/2011 13.00,"24,623213","0,401324","98,614807",
29/06/2011 14.00,"12,891759","0,312792","109,274332","4,151404"
29/06/2011 15.00,"9,686021","0,3012","109,669102",
29/06/2011 16.00,"17,734125","0,386568","105,060353","2,930403"
29/06/2011 17.00,"28,000283","0,447093","98,602592",
29/06/2011 18.00,"53,927882","0,675307","85,398632","2,686203"
29/06/2011 19.00,"58,946728","0,759884","82,11286",
29/06/2011 20.00,"57,851346","0,720009","75,43504","3,418803"
29/06/2011 21.00,"48,93496","0,549472","84,435858",
29/06/2011 22.00,"19,448595","0,406664","101,079965","14,89621"
29/06/2011 23.00,"11,318733","0,327705","107,349515",
30/06/2011 0.00,"16,682846","0,337436","100,369047","25,64102"
30/06/2011 1.00,"8,546489","0,310694","98,004078",
30/06/2011 2.00,,"0,303415","94,201749","16,60561"
30/06/2011 3.00,"6,750234",,"91,71083",
30/06/2011 4.00,"13,821039","0,298041",,"10,74481"
30/06/2011 5.00,"32,675219","0,329438","65,974513",
30/06/2011 6.00,"34,658365","0,287111","71,527756","11,96581"
30/06/2011 7.00,"30,649244","0,313223","86,592958",
30/06/2011 8.00,"22,194896","0,208616","113,935152","12,45421"
30/06/2011 9.00,"17,435612","0,2455","123,388297",
30/06/2011 10.00,"16,629635","0,234012","127,577938","17,094"
30/06/2011 11.00,"17,608229","0,211438","118,694898",
30/06/2011 12.00,"19,95996","0,156591","121,784376","9,76801"
30/06/2011 13.00,"14,249332","0,13823","128,439099",
30/06/2011 14.00,"9,775572","0,123961","133,992366","19,2918"
30/06/2011 15.00,"11,776885","0,124328","142,360781",
30/06/2011 16.00,"14,93461","0,145782","134,965361","14,16361"
30/06/2011 17.00,"21,204634","0,165494","111,368441",
30/06/2011 18.00,"24,738737","0,179739","114,924432","11,96581"
30/06/2011 19.00,"34,985429","0,284487","91,798851",
30/06/2011 20.00,"33,695348","0,266524","90,957279","21,001221"
30/06/2011 21.00,"25,078767","0,183515","76,17439",
30/06/2011 22.00,"24,2715","0,123954","78,375508","23,68742"
30/06/2011 23.00,"20,327255","0,130329","74,316543",
01/07/2011 0.00,"13,596505","0,095823","77,839954","22,710621"
01/07/2011 1.00,"7,913128","0,093883","64,697592",
01/07/2011 2.00,,"0,067549","65,218922","17,094"
01/07/2011 3.00,"5,900944",,"69,460671",
01/07/2011 4.00,"7,34985","0,250828",,"9,76801"
01/07/2011 5.00,"16,124757","0,297883","64,646123",
01/07/2011 6.00,"19,695186","0,311975","65,26361","6,837607"
01/07/2011 7.00,"20,079364","0,323306","78,535972",
01/07/2011 8.00,"22,488216","0,404664","85,884071","12,94261"
01/07/2011 9.00,"31,065849","0,482588","85,671485",
01/07/2011 10.00,"29,882189","0,502564","93,041251","8,058608"
01/07/2011 11.00,"39,660367","0,550684","90,711496",
01/07/2011 12.00,"32,955556","0,567935","95,333092","7,570208"
01/07/2011 13.00,"18,86327","0,396177","106,227563",
01/07/2011 14.00,"12,462161","0,373794","108,876906","4,884005"
01/07/2011 15.00,"12,597141","0,378137","113,411881",
01/07/2011 16.00,"20,768545","0,452746","109,56612","3,174603"
01/07/2011 17.00,"38,79339","0,609858","97,423852",
01/07/2011 18.00,"40,880355","0,609779","92,584921","2,930403"
01/07/2011 19.00,"67,094777","0,796341","72,951586",
01/07/2011 20.00,"71,734665","0,851647","62,57569","2,930403"
01/07/2011 21.00,"44,315838","0,513498","71,986803",
01/07/2011 22.00,"31,682334","0,443824","82,655864","9,523809"
01/07/2011 23.00,"19,381103","0,359505","89,120421",
02/07/2011 0.00,"16,189653","0,309094","84,97479","27,35042"
02/07/2011 1.00,"15,513459","0,319516","77,793904",
02/07/2011 2.00,,"0,284343","81,530602","19,2918"
02/07/2011 3.00,"10,861886",,"77,800015",
02/07/2011 4.00,"9,980636","0,245352",,"10,50061"
02/07/2011 5.00,"32,142786","0,284588","58,994204",
02/07/2011 6.00,"25,48501","0,183577","60,025878","15,87301"
02/07/2011 7.00,"33,511048","0,319435","68,832386",
02/07/2011 8.00,"38,59091","0,37176","81,854231","9,76801"
02/07/2011 9.00,"27,739411","0,293351","102,789502",
02/07/2011 10.00,"25,420116","0,286999","115,428167","11,96581"
02/07/2011 11.00,"26,388315","0,315345","114,521519",
02/07/2011 12.00,"25,77703","0,265759","116,318438","17,582411"
02/07/2011 13.00,"21,270808","0,191836","123,357155",
02/07/2011 14.00,"13,6614","0,130494","134,4155","10,01221"
02/07/2011 15.00,"7,152574","0,116844","142,603246",
02/07/2011 16.00,"9,391401","0,107403","140,054732","11,47741"
02/07/2011 17.00,"31,54867","0,232569","103,91277",
02/07/2011 18.00,"19,009925","0,166904","111,086806","7,081807"
02/07/2011 19.00,"14,82559","0,139509","99,815875",
02/07/2011 20.00,"17,566696","0,183975","90,312715","15,62881"
02/07/2011 21.00,"16,331122","0,135051","84,993085",
02/07/2011 22.00,"10,712635","0,035156","90,454221","29,79241"
02/07/2011 23.00,"10,072787","0,023805","88,823862",
03/07/2011 0.00,"8,389445","0,045153","97,306045","23,93162"
03/07/2011 1.00,"6,572423","0,059345","99,195033",
03/07/2011 2.00,,"0,160737","99,173366","12,45421"
03/07/2011 3.00,"2,743536",,"95,50494",
03/07/2011 4.00,"1,844277","0,22413",,"7,570208"
03/07/2011 5.00,"13,798977","0,252168","80,112838",
03/07/2011 6.00,"11,475778","0,293136","83,460207","4,884005"
03/07/2011 7.00,"11,179869","0,27417","89,030368",
03/07/2011 8.00,"9,817106","0,285803","100,791534","11,23321"
03/07/2011 9.00,"14,259719","0,355163","101,459796",
03/07/2011 10.00,"21,353885","0,414271","96,601907","5,860806"
03/07/2011 11.00,"26,494737","0,421289","99,03186",
03/07/2011 12.00,"22,144287","0,376258","100,463833","4,151404"
03/07/2011 13.00,"6,815127","0,275708","110,566892",
03/07/2011 14.00,"2,700872","0,231781","113,300778","3,907204"
03/07/2011 15.00,"7,059127","0,273342","116,017891",
03/07/2011 16.00,"9,949488","0,255242","114,938572","2,686203"
03/07/2011 17.00,"16,172777","0,334934","111,717847",
03/07/2011 18.00,"30,113215","0,403467","100,947256","1,953602"
03/07/2011 19.00,"35,880953","0,418136","94,984402",
03/07/2011 20.00,"35,02956","0,417662","94,35273","8,302809"
03/07/2011 21.00,"36,932227","0,388995","84,039771",
03/07/2011 22.00,"24,921734","0,346212","88,094672","6,349206"
03/07/2011 23.00,"27,700482","0,307963","84,655887",
04/07/2011 0.00,"12,954061","0,232096","86,111559","7,570208"
04/07/2011 1.00,"9,4537","0,209304","88,565233",
04/07/2011 2.00,,"0,134147","94,26267","12,69841"
04/07/2011 3.00,"2,589255",,"75,871743",
04/07/2011 4.00,"15,430395","0,250277",,
04/07/2011 5.00,"45,586437","0,462334","9,458496",
04/07/2011 6.00,"44,184752","0,49401","11,202593","10,50061"
04/07/2011 7.00,"47,252916","0,568344","26,699763",
04/07/2011 8.00,"25,534319","0,399973","76,323332","6,593407"
04/07/2011 9.00,"18,09493","0,289802","91,323556",
04/07/2011 10.00,"14,050758","0,248532","98,84702","33,211231"
04/07/2011 11.00,"20,359721","0,269584","91,739277",
04/07/2011 12.00,"14,973549","0,246828","98,820613","18,07081"
04/07/2011 13.00,"11,805438","0,213882","95,448205",
04/07/2011 14.00,"5,631467","0,185299","101,203199","20,02442"
04/07/2011 15.00,"7,945572","0,185022","98,042678",
04/07/2011 16.00,"12,097461","0,218283","100,019002","22,710621"
04/07/2011 17.00,"13,491379","0,247977","105,258754",
04/07/2011 18.00,"17,052733","0,313113","104,45569","17,826611"
04/07/2011 19.00,"19,016418","0,320329","90,699304",
04/07/2011 20.00,"24,531074","0,339397","79,228594","17,582411"
04/07/2011 21.00,"22,773735","0,258443","74,940118",
04/07/2011 22.00,"12,027377","0,186884","82,089862","28,571421"
04/07/2011 23.00,"10,755458","0,17174","78,980795",
05/07/2011 0.00,"5,239509","0,119409","82,839365","27,10622"
05/07/2011 1.00,"1,42117","0,115801","86,471101",
05/07/2011 2.00,,"0,126506","84,970719","28,81562"
05/07/2011 3.00,"0,433489",,"77,051845",
05/07/2011 4.00,"8,760637","0,193893",,"25,15262"
05/07/2011 5.00,"17,333079","0,241085","51,394093",
05/07/2011 6.00,"20,5453","0,172486","42,978923","39,316231"
05/07/2011 7.00,"14,183145","0,223501","68,231155",
05/07/2011 8.00,"12,40765","0,259338","89,123793","32,47863"
05/07/2011 9.00,"12,824269","0,347848","96,939067",
05/07/2011 10.00,"13,832715","0,354117","102,149025","16,11721"
05/07/2011 11.00,"10,327165","0,388258","114,073325",
05/07/2011 12.00,"18,421996","0,458712","116,692858",
05/07/2011 13.00,"22,475235","0,439787","122,931244",
05/07/2011 14.00,"19,885986","0,435095","118,033454",
05/07/2011 15.00,"14,22078","0,343433","116,745666",
05/07/2011 16.00,"29,00873","0,424411","89,479918",
05/07/2011 17.00,"34,368944","0,431153","80,806815",
05/07/2011 18.00,"33,854978","0,472628","81,798029",
05/07/2011 19.00,"45,968014","0,5363","69,466097",
05/07/2011 20.00,"40,341744","0,466715","65,248031",
05/07/2011 21.00,"40,36251","0,434544","60,547912",
05/07/2011 22.00,"20,74258","0,2565","60,251353",
05/07/2011 23.00,"14,793142","0,195825","54,000761",
06/07/2011 0.00,"14,700993","0,166493","65,818798",
06/07/2011 1.00,"8,806062","0,177808","81,923957",
06/07/2011 2.00,,"0,129906","74,699084",
06/07/2011 3.00,"5,933871",,"71,60628",
06/07/2011 4.00,"8,808658","0,278899",,
06/07/2011 5.00,"27,29942","0,333416","56,162602",
06/07/2011 6.00,"34,574006","0,307872","54,860624",
06/07/2011 7.00,"33,841996","0,366647","69,006373",
06/07/2011 8.00,"37,364419","0,511437","79,970654",
06/07/2011 9.00,"40,027663","0,622879","81,565115",
06/07/2011 10.00,"33,643436","0,507181","92,050715",
06/07/2011 11.00,"37,53445","0,384504","91,04326",
06/07/2011 12.00,"25,87695","0,354743","101,662908",
06/07/2011 13.00,"21,623839","0,315401","99,194355",
06/07/2011 14.00,"14,048165","0,251303","110,241208",
06/07/2011 15.00,"16,490759","0,261711","107,805829",
06/07/2011 16.00,"20,071583","0,309291","105,733288",
06/07/2011 17.00,"31,206019","0,48755","96,897089",
06/07/2011 18.00,"47,189326","0,592288","84,076323",
06/07/2011 19.00,"55,494401","0,673573","73,795891",
06/07/2011 20.00,"61,070063","0,714649","62,393544",
06/07/2011 21.00,"42,365119","0,439063","76,705217",
06/07/2011 22.00,"24,895768","0,319067","83,728996","15,14041"
06/07/2011 23.00,"11,056566","0,19103","91,835419",
07/07/2011 0.00,"9,190232","0,187798","89,861103","19,78022"
07/07/2011 1.00,"9,841765","0,184171","90,035129",
07/07/2011 2.00,,"0,175065","88,98027","22,710621"
07/07/2011 3.00,"4,991681",,"72,481124",
07/07/2011 4.00,"10,66201","0,314165",,"12,69841"
07/07/2011 5.00,"25,225188","0,393183","40,738718",
07/07/2011 6.00,"26,798438","0,419689","52,000053","7,570208"
07/07/2011 7.00,"41,539673","0,624183","51,62631",
07/07/2011 8.00,"46,632532","0,716952","59,942606","8,058608"
07/07/2011 9.00,"36,340409","0,629198","72,707173",
07/07/2011 10.00,"30,243001","0,54267","86,500211","4,395605"
07/07/2011 11.00,"32,230048","0,519528","89,127864",
07/07/2011 12.00,"30,889352","0,425613","93,575458","2,686203"
07/07/2011 13.00,"25,578448","0,355355","91,176631",
07/07/2011 14.00,"18,423287","0,290746","96,045364","5,372406"
07/07/2011 15.00,"17,433017","0,323919","101,375824",
07/07/2011 16.00,"26,237764","0,360451","99,650686","5,372406"
07/07/2011 17.00,"30,614197","0,401839","100,943869",
07/07/2011 18.00,"47,243836","0,601514","86,484625","3,663004"
07/07/2011 19.00,"60,303025","0,689385","68,155326",
07/07/2011 20.00,"60,313407","0,60408","58,256056","10,98901"
07/07/2011 21.00,"52,811694","0,542907","58,851861",
07/07/2011 22.00,"39,630499","0,381421","60,070566","17,094"
07/07/2011 23.00,"28,444154","0,294734","61,910814",
08/07/2011 0.00,"19,243533","0,252832","65,614316","30,52503"
08/07/2011 1.00,"12,933292","0,239247","70,706473",
08/07/2011 2.00,,"0,206112","69,038869","23,93162"
08/07/2011 3.00,"10,786605",,"56,400245",
08/07/2011 4.00,"17,166952","0,353982",,"14,89621"
08/07/2011 5.00,"42,01989","0,581474","18,070666",
08/07/2011 6.00,"59,53987","0,599764","29,035608","12,45421"
08/07/2011 7.00,"53,500876","0,61644","67,458632",
08/07/2011 8.00,"22,323384","0,463087","111,461227","24,42001"
08/07/2011 9.00,"24,939899","0,479331","116,288012",
08/07/2011 10.00,"29,294267","0,529557","120,375409","24,664221"
08/07/2011 11.00,"22,006699","0,467375","125,420846",
08/07/2011 12.00,"24,155977","0,423717","128,49537","12,94261"
