"NetC","Comune Bari","","","","","","","",""
"Stat","Piazza Kennedy","","","","","","","",""
,NO2,NOx,O3,PM10,
16/07/2011 4.00,"18,82806628","19,97745552","52,60725225","24,89999962",
16/07/2011 5.00,"24,62466712","27,46911128","49,12218675","24,89999962",
16/07/2011 6.00,"30,90312064","32,9285596","45,08638155","24,89999962","0,07526366"
16/07/2011 7.00,"24,58006016","28,68500944","49,134855","24,89999962","0,09063001"
16/07/2011 8.00,"15,51443644","18,48837462","56,11430265","24,89999962","0,05854591"
16/07/2011 9.00,"10,54114854","12,47770626","64,10228265","24,89999962",
16/07/2011 10.00,"16,70686098","20,17200152","66,2426583","24,89999962",
16/07/2011 11.00,"13,10606977","15,89847885","72,10291095","24,89999962",
16/07/2011 12.00,"17,17165097","21,91723688","72,67475775","24,89999962",
16/07/2011 13.00,"15,67991048","20,35195896","73,42651365","24,89999962",
16/07/2011 14.00,"11,54862914","14,29022873","75,0685383","24,89999962",
16/07/2011 15.00,"7,55199466","9,44764897","76,71985965","24,89999962",
16/07/2011 16.00,"5,48026426","7,2533307","76,782363","24,89999962",
16/07/2011 17.00,"5,30099706","6,70616983","77,56959","24,89999962",
16/07/2011 18.00,"6,17219412","7,84750764","83,58864465","24,89999962",
16/07/2011 19.00,"12,05398794","13,28750518","83,29553925","24,89999962","0,07744804"
16/07/2011 20.00,"18,85078084","20,90965112","79,5697371","24,89999962","0,12266402"
16/07/2011 21.00,"26,96652296","29,51265688","72,58945155","24,89999962","0,12740207"
16/07/2011 22.00,"54,33946064","55,57616136","53,4257409","24,89999962","0,19112757"
16/07/2011 23.00,"71,38052392","74,00617792","29,8275642","24,89999962","0,24572064"
17/07/2011 0.00,"54,48871136","55,97498544","26,9920308","24,89999962","0,20286029"
17/07/2011 1.00,"50,8384548","52,42855048","25,65324615","21,10000038","0,20055359"
17/07/2011 2.00,"40,21211328","41,899568","32,060847","21,10000038","0,15646649"
17/07/2011 3.00,,,"46,7123664","21,10000038","0,07666166"
17/07/2011 4.00,"13,13770381","14,29266079","47,33151465","21,10000038",
17/07/2011 5.00,"18,00554109","19,17495088","41,90032665","21,10000038","0,08684959"
17/07/2011 6.00,"15,25729156","16,44807178",,"21,10000038","0,10953214"
17/07/2011 7.00,"16,63952416","20,60568136","46,65493035","21,10000038","0,10089133"
17/07/2011 8.00,"8,38263246","10,10910728","58,17106785","21,10000038","0,07842897"
17/07/2011 9.00,"6,72703358","8,56732784","66,41919585","21,10000038","0,07884604"
17/07/2011 10.00,"5,95966767","7,82075685","70,4592105","21,10000038","0,06804532"
17/07/2011 11.00,"5,8931511","7,53623404","72,7727322","21,10000038",
17/07/2011 12.00,"15,724527","20,79049528","66,8854473","21,10000038","0,05299818"
17/07/2011 13.00,"7,87321639","10,53305504","73,53548055","21,10000038",
17/07/2011 14.00,"4,24972018","5,64183974","75,61502865","21,10000038",
17/07/2011 15.00,"2,97861685","4,22651615","77,410788","21,10000038",
17/07/2011 16.00,"3,84900131","5,19438394","73,5599592","21,10000038",
17/07/2011 17.00,"3,40123577","4,93255657","70,45328535","21,10000038",
17/07/2011 18.00,"6,95578334","8,3825101","73,67736495","21,10000038","0,05061692"
17/07/2011 19.00,"7,95757957","9,53762769","73,0489599","21,10000038","0,08518014"
17/07/2011 20.00,"12,26245904","13,45043818","69,22855485","21,10000038","0,12001364"
17/07/2011 21.00,"28,04944152","30,30785768","56,1176742","21,10000038","0,21268007"
17/07/2011 22.00,"32,69908136","34,15095856","51,5261019","21,10000038","0,21938115"
17/07/2011 23.00,"25,70758568","26,90816872","48,8113458","21,10000038","0,18501482"
18/07/2011 0.00,"17,61049703","18,75263214","51,944214","21,10000038","0,12450588"
18/07/2011 1.00,"18,8994508","20,54407672","48,5461305","23,2999897","0,12727858"
18/07/2011 2.00,"10,21424625","11,41094602","56,5146792","23,2999897","0,1251676"
18/07/2011 3.00,"8,96505252","10,11640347","56,7604632","23,2999897","0,09971235"
18/07/2011 4.00,"16,67846013","17,83583197","46,30185525","23,2999897","0,11615866"
18/07/2011 5.00,"61,30174096","72,1482684","20,98055715","23,2999897","0,13785911"
18/07/2011 6.00,"56,20434896","62,47932264","30,86143305","23,2999897","0,16736507"
18/07/2011 7.00,"31,50826864","36,6249336","45,83729955","23,2999897","0,13950409"
18/07/2011 8.00,"21,85777368","26,61228672","52,3504758","23,2999897","0,13604288"
18/07/2011 9.00,"19,56054392","24,28016296","57,2275725","23,2999897","0,13292417"
18/07/2011 10.00,"24,33184432","30,39540816","62,41295655","23,2999897","0,12664133"
18/07/2011 11.00,"15,55337432","19,21466312","75,24591375","23,2999897","0,10651246"
18/07/2011 12.00,"13,09714838","16,1408497","78,81377175","23,2999897","0,06743253"
18/07/2011 13.00,"15,33354021","18,58402625","85,30669875","23,2999897","0,12089671"
18/07/2011 14.00,"10,25399673","12,4428505","87,9859638","23,2999897",
18/07/2011 15.00,"10,74800399","13,54527911","82,3545975","23,2999897","0,05807991"
18/07/2011 16.00,"14,1232748","17,14600531","78,7605651","23,2999897","0,0940423"
18/07/2011 17.00,"18,18156554","21,76402832","74,6799921","23,2999897","0,10604529"
18/07/2011 18.00,"19,26689896","22,59167576","66,70807185","23,2999897","0,09018731"
18/07/2011 19.00,"14,46802752","16,43915421","57,94216155","23,2999897",
18/07/2011 20.00,"13,54410132","15,01977718","55,9909917","23,2999897","0,05596777"
18/07/2011 21.00,"11,76763918","13,06458702","57,33400575","23,2999897","0,07008407"
18/07/2011 22.00,"8,14739337","9,33983894","57,44041905","23,2999897","0,07040328"
18/07/2011 23.00,"10,83560418","12,08456082","51,79468875","23,2999897","0,07442836"
19/07/2011 0.00,"13,58303729","14,75632844","50,8351536","23,2999897","0,07872488"
19/07/2011 1.00,"10,28725023","11,463635","52,23646155",,"0,08380544"
19/07/2011 2.00,"5,9474997","7,1819978","51,77864895",,"0,09463062"
19/07/2011 3.00,,,"49,07741895",,"0,09953993"
19/07/2011 4.00,"23,3714276","26,0010968","38,1550932",,
19/07/2011 5.00,"43,11286584","45,59429768","25,54850865",,"0,12548681"
19/07/2011 6.00,"40,18616744","46,19904416",,,"0,12772128"
19/07/2011 7.00,"41,05737024","55,29811832","26,41342095",,"0,18958162"
19/07/2011 8.00,"44,1341224","60,84511712","33,23408655",,"0,24471524"
19/07/2011 9.00,"29,06897728","37,80557448",,,
19/07/2011 10.00,,,,,
19/07/2011 11.00,"18,70435606","23,76719248","62,6503017",,
19/07/2011 12.00,"18,01364797","22,28363344","67,34746935",,"0,0738645"
19/07/2011 13.00,"14,35121579","17,74666776","73,3690776",,"0,16012343"
19/07/2011 14.00,"10,63200295","13,18780012","65,62183425",,"0,09305904"
19/07/2011 15.00,"8,24797795","10,69355597","58,4388168",,"0,05027325"
19/07/2011 16.00,"9,1832557","11,7489685","59,2260438",,"0,05773507"
19/07/2011 17.00,"10,97756254","13,65389983","58,32564045",,"0,08100711"
19/07/2011 18.00,"15,09830685","18,21519762","56,3254734",,"0,10869683"
19/07/2011 19.00,"15,52903456","17,81394722","54,1580655",,"0,13773679"
19/07/2011 20.00,"16,02060785","17,71018871","54,313476",,"0,18106197"
19/07/2011 21.00,"19,4396864","20,8042808","56,3102715",,"0,24807743"
19/07/2011 22.00,"18,56849316","19,80074848","51,9999543",,"0,29908696"
19/07/2011 23.00,"16,63060086","17,99065999","43,7121258",,"0,30983991"
20/07/2011 0.00,"21,3094312","22,5349276","36,64398045",,"0,31990434"
20/07/2011 1.00,"18,99192468","21,31577904","34,27555635","28,2999897","0,31690913"
20/07/2011 2.00,"14,67325586","15,94306095","36,6693369","28,2999897","0,2984497"
20/07/2011 3.00,"8,04843016","9,21014033","36,82811895","28,2999897","0,27321464"
20/07/2011 4.00,"8,56839091","9,72649887","41,53627905","28,2999897","0,21275347"
20/07/2011 5.00,"11,81063623","12,96974608","42,8345253","28,2999897","0,21380896"
20/07/2011 6.00,"16,18074167","18,62131407","40,78536105","28,2999897","0,24284891"
20/07/2011 7.00,"21,05228632","25,31531976","38,8831884","28,2999897","0,27125045"
20/07/2011 8.00,"16,6914407","21,90995216","43,0135965","28,2999897","0,25701298"
20/07/2011 9.00,"13,068759","17,18410382","47,18368515","28,2999897","0,21393245"
20/07/2011 10.00,"12,41170976","16,91822493","47,42272605","28,2999897","0,16805242"
20/07/2011 11.00,"10,17126258","13,82818246","49,4178258","28,2999897","0,10854888"
20/07/2011 12.00,"11,18684814","14,80172314","50,07835035","28,2999897","0,05567419"
20/07/2011 13.00,"11,35150958","14,71336771","49,4042997","28,2999897","0,04128877"
20/07/2011 14.00,"10,91996927","14,03326549","48,98114025","28,2999897","0,05019985"
20/07/2011 15.00,"11,30203276","14,58042635","50,26165095","28,2999897","0,07202263"
20/07/2011 16.00,"10,97756254","13,45287024","53,89622175","28,2999897","0,0990984"
20/07/2011 17.00,"11,64514881","14,28698598","55,65058485","28,2999897","0,07064793"
20/07/2011 18.00,"23,65857176","28,48641","52,22632695","28,2999897","0,17188294"
20/07/2011 19.00,"24,79340112","29,53940576","50,9238513","28,2999897","0,28347596"
20/07/2011 20.00,"31,58207184","35,32469712","44,6648979","28,2999897","0,34128442"
20/07/2011 21.00,"12,23081353","14,16620494","54,407241","28,2999897","0,28219912"
20/07/2011 22.00,"13,74040636","15,26052858","52,8708117","28,2999897","0,31116451"
20/07/2011 23.00,"16,4407947","17,67290089","50,1003153","28,2999897","0,30768"
21/07/2011 0.00,"17,20248197","18,38948025","46,24104765","28,2999897","0,29366272"
21/07/2011 1.00,"12,50093706","13,6563319","39,7903548","24,70000076","0,26776477"
21/07/2011 2.00,"9,1029517","10,85324621","40,8858891","24,70000076","0,2476359"
21/07/2011 3.00,,,"38,2953018","24,70000076","0,24954999"
21/07/2011 4.00,"10,09095666","11,25125578","39,79963155","24,70000076",
21/07/2011 5.00,"20,17540488","21,41223944","33,8828007","24,70000076","0,24267766"
21/07/2011 6.00,"25,05702768","27,79659864",,"24,70000076","0,29206667"
21/07/2011 7.00,"42,00618112","64,94599384","30,75753345","24,70000076","0,3369646"
21/07/2011 8.00,"27,67061696","37,0156508","36,480969","24,70000076","0,29052071"
21/07/2011 9.00,"22,72572608","30,72773288","44,85663735","24,70000076","0,30630413"
21/07/2011 10.00,"14,80466571","19,3630152","52,66554615","24,70000076","0,24464068"
21/07/2011 11.00,"18,68773504","25,65657352","55,75025505","24,70000076","0,25389661"
21/07/2011 12.00,"23,65289312","33,46110896","55,95889215","24,70000076","0,2545094"
21/07/2011 13.00,"11,99476757","16,55182837","62,53373385","24,70000076","0,21454524"
21/07/2011 14.00,"7,17642241","9,26120985","64,58543175","24,70000076","0,20271466"
21/07/2011 15.00,,,,"24,70000076",
21/07/2011 16.00,,,,"24,70000076",
21/07/2011 17.00,"10,10523739","12,64008286","63,57272985","24,70000076","0,12866726"
21/07/2011 18.00,"15,79672603","19,4562252","64,98411255","24,70000076","0,17556434"
21/07/2011 19.00,"18,76235658","21,42114936","63,298158","24,70000076","0,19920335"
21/07/2011 20.00,"24,9150808","26,50448816","58,59085575","24,70000076","0,27360724"
21/07/2011 21.00,"23,2278364","26,3869384","61,9129098","24,70000076","0,25347837"
21/07/2011 22.00,"22,76385136","24,33448288","57,9404658","24,70000076","0,27866451"
21/07/2011 23.00,"21,97214952","23,12910072","43,8016614","24,70000076","0,2411317"
22/07/2011 0.00,"28,84034032","30,57941904","38,12046","24,70000076","0,26162755"
22/07/2011 1.00,"27,17661352","28,77013168","36,9987513","21,5","0,26484411"
22/07/2011 2.00,"18,33973383","21,72836952","39,7396818","21,5","0,24027193"
22/07/2011 3.00,"12,54393412","13,76900797","40,07753505","21,5","0,23300583"
22/07/2011 4.00,"6,36119723","7,50137637","43,5296631","21,5","0,21479222"
22/07/2011 5.00,"19,08276762","20,32115664","34,4166228","21,5","0,24277552"
22/07/2011 6.00,"31,38983936","36,84054984","28,04026365","21,5","0,25340498"
22/07/2011 7.00,"33,53376496","43,21680216","28,2345168","21,5","0,28131605"
22/07/2011 8.00,"13,31616033","17,71829559","41,7195597","21,5","0,23354639"
22/07/2011 9.00,"9,72106306","13,36370221","46,15741725","21,5","0,20423615"
22/07/2011 10.00,"13,01765698","17,69073602","48,47433045","21,5","0,22237637"
22/07/2011 11.00,"12,41819909","17,72802194","48,58920255","21,5","0,18771529"
22/07/2011 12.00,"12,17403478","17,52374959","50,46857235","21,5","0,20207624"
22/07/2011 13.00,"9,06158175","12,84004938","53,2399266","21,5","0,17831374"
22/07/2011 14.00,"5,82501125","8,31117529","56,25874065","21,5","0,13901246"
22/07/2011 15.00,"7,60390928","10,87756494","55,1353362","21,5","0,13471711"
22/07/2011 16.00,"6,73839086","9,12340627","56,4395076","21,5","0,14340684"
22/07/2011 17.00,"11,08463071","14,77902579","56,0222334","21,5","0,21039667"
22/07/2011 18.00,"13,97402217","17,1524889","55,41070605","21,5","0,22323497"
22/07/2011 19.00,"17,54559993","19,19439592","53,87679045","21,5","0,26383755"
22/07/2011 20.00,"23,22703336","25,65902088","48,8307771","21,5","0,29513528"
22/07/2011 21.00,"23,86055544","28,44264432","47,50212705","21,5","0,29609291"
22/07/2011 22.00,"23,95141368","25,18805704","46,1455869","21,5","0,31570568"
22/07/2011 23.00,"30,64111928","31,99797008","36,14479155","21,5","0,35110421"
23/07/2011 0.00,"29,48520056","30,690468","27,7099914","21,5","0,34189954"
23/07/2011 1.00,"24,43080944","25,62496816","28,19990355","28,5","0,3410887"
23/07/2011 2.00,"14,58726366","15,88064562","34,88877945","28,5","0,29081546"
23/07/2011 3.00,,,"39,8596212","28,5","0,25225046"
23/07/2011 4.00,"11,5324039","12,69819237","38,75564805","28,5",
23/07/2011 5.00,"16,25097899","17,43620294","34,43603415","28,5","0,24758697"
23/07/2011 6.00,"22,48886752","24,09534904",,"28,5","0,28345033"
23/07/2011 7.00,"28,87278696","32,19739168","28,38994725","28,5","0,31705708"
23/07/2011 8.00,"38,30506536","44,61185472","26,13807105","28,5","0,39460181"
23/07/2011 9.00,"36,37773112","42,37538832","28,8671712","28,5","0,40758807"
23/07/2011 10.00,"36,47912448","42,85769032","31,114818","28,5","0,43449141"
23/07/2011 11.00,"32,81586632","40,56124448","34,9614174","28,5","0,41730883"
23/07/2011 12.00,"27,66413528","32,11551984","41,67732555","28,5","0,38304035"
23/07/2011 13.00,"34,39766392","40,11947688","37,38560175","28,5","0,42764354"
23/07/2011 14.00,"36,62675","42,21814544","37,16176275","28,5","0,4379037"
23/07/2011 15.00,"27,36561472","31,15089672","40,85885685","28,5","0,378745"
23/07/2011 16.00,"43,63769072","49,40661536","31,30232805","28,5","0,44792037"
23/07/2011 17.00,"46,2196364","50,05508928","26,33657355","28,5","0,45739415"
23/07/2011 18.00,"17,17327999","20,50597056","41,99576745","28,5","0,34241447"
23/07/2011 19.00,"21,34673432","23,62033176","38,12046","28,5","0,40132852"
23/07/2011 20.00,"21,3629672","22,59005056","41,4906534","28,5","0,36701112"
23/07/2011 21.00,"27,56111672","29,755022","39,31903605","28,5","0,39273665"
23/07/2011 22.00,"24,35130848","25,5090436","37,6482834","28,5","0,38227961"
23/07/2011 23.00,"29,71557744","31,38272672","30,52695135","28,5","0,40444606"
24/07/2011 0.00,"34,29462624","35,8402488","29,634129","28,5","0,32925696"
24/07/2011 1.00,"14,94904466","16,46833706","42,52536015","14,60000038","0,2769706"
24/07/2011 2.00,"13,81179279","15,05949707","40,60968135","14,60000038","0,27908158"
24/07/2011 3.00,"8,43535778","9,59355942","43,9832463","14,60000038","0,26216811"
24/07/2011 4.00,"10,87048289","12,07240242","40,22620245","14,60000038","0,2724038"
24/07/2011 5.00,"9,36658208","10,56466996","41,00497065","14,60000038","0,27137277"
24/07/2011 6.00,"7,5471267","8,72377533","45,5551866","14,60000038","0,26256188"
24/07/2011 7.00,"8,29989258","9,81809897","47,98695195","14,60000038","0,26825523"
24/07/2011 8.00,"5,15417458","6,65996444","50,71690995","14,60000038","0,26172657"
24/07/2011 9.00,"3,81980125","5,23896795","53,9426853","14,60000038","0,24493543"
24/07/2011 10.00,"3,95120918","5,18870912","55,38788325","14,60000038","0,21015202"
24/07/2011 11.00,"3,84575665","5,11413347","56,61097785","14,60000038","0,19279702"
24/07/2011 12.00,"4,57905454","5,89312816","57,4319802","14,60000038","0,16100766"
24/07/2011 13.00,"4,47765926","5,67102259","57,29430525","14,60000038","0,15231793"
24/07/2011 14.00,"3,34364442","4,51347102","57,6651159","14,60000038","0,14848857"
24/07/2011 15.00,"2,11228774","3,2829671","57,26473935","14,60000038","0,12666579"
24/07/2011 16.00,"3,10515874","4,31244143","57,39313755","14,60000038","0,12406318"
24/07/2011 17.00,"3,81006534","5,02496544","57,057798","14,60000038","0,12816282"
24/07/2011 18.00,"5,8209559","7,09120839","55,6362408","14,60000038","0,15948617"
24/07/2011 19.00,"6,53965375","7,86858362","56,26803735","14,60000038","0,21626478"
24/07/2011 20.00,"10,37973176","11,77247654","54,4925472","14,60000038","0,2448131"
24/07/2011 21.00,"13,34780393","14,61933555","52,92485625","14,60000038","0,25865796"
24/07/2011 22.00,"12,59097888","13,86547028","51,17472255","14,60000038","0,2604008"
24/07/2011 23.00,"18,05988778","19,29573192","47,5882911","14,60000038","0,29199327"
25/07/2011 0.00,"19,41940008","20,52461256","45,3904794","14,60000038","0,28544015"
25/07/2011 1.00,"19,93854632","21,23956672","40,91036775",15,"0,28006367"
25/07/2011 2.00,"3,9869024","5,04442004","52,85898135",15,"0,27809948"
25/07/2011 3.00,,,"56,978397",15,"0,29746761"
25/07/2011 4.00,"4,97571614","6,13225818","54,7349796",15,
25/07/2011 5.00,"6,68079759","8,28118366","52,0903278",15,"0,30107561"
25/07/2011 6.00,"10,86319052","12,08780358",,15,"0,30969195"
25/07/2011 7.00,"29,08125232","31,20034104","45,14635125",15,"0,36089836"
25/07/2011 8.00,"24,66686496","29,50860344","44,5145547",15,"0,35785422"
25/07/2011 9.00,"9,62291054","12,49391811","54,25859355",15,"0,28502191"
25/07/2011 10.00,"10,38134931","13,87762869","55,259505",15,"0,2810213"
25/07/2011 11.00,"15,34733338","20,49786368","55,483344",15,"0,31415973"
25/07/2011 12.00,"20,91437376","28,77175688","53,59130595",15,"0,31187633"
25/07/2011 13.00,"19,00570638","26,49961256","54,3025035",15,"0,31803801"
25/07/2011 14.00,"6,17949414","8,35900206","60,43307865",15,"0,27007263"
25/07/2011 15.00,"4,7372343","6,68752592","61,30728765",15,"0,27846762"
25/07/2011 16.00,"6,34091665","8,52760795","59,9735703",15,"0,31688466"
25/07/2011 17.00,"6,00590366","7,84183282","62,36818875",15,"0,3182349"
25/07/2011 18.00,"8,14577008","9,40630962","63,7999005",15,"0,31231903"
25/07/2011 19.00,"10,58576314","12,20777393","61,3436166",15,"0,32881426"
25/07/2011 20.00,"14,55562771","15,86605324","57,17604165",15,"0,34214419"
25/07/2011 21.00,"12,92842967","14,12567627","57,32554695",15,"0,35265016"
25/07/2011 22.00,"15,85674945","17,13627706","53,63268225",15,"0,34121103"
25/07/2011 23.00,"4,43223397","5,59320228","63,33532485",15,"0,30898014"
26/07/2011 0.00,"8,99993314","10,24042535","55,30090125",15,"0,31528861"
26/07/2011 1.00,"7,5649714","8,72701808","53,9925204","14,60000038","0,2998978"
26/07/2011 2.00,"7,34352356","8,59002519","47,23942545","14,60000038","0,31114005"
26/07/2011 3.00,"5,41699427","6,57404107","48,0781833","14,60000038","0,30215557"
26/07/2011 4.00,"5,27503974","6,43218406","43,91316195","14,60000038","0,30650102"
26/07/2011 5.00,"14,90930374","16,11004547","32,31171825","14,60000038","0,33369911"
26/07/2011 6.00,"36,87010936","43,2313716","16,9253406","14,60000038","0,38731241"
26/07/2011 7.00,"36,63891032","50,10780312","18,6450725","14,60000038","0,435597"
26/07/2011 8.00,"29,51116552","42,3681036","30,0488496","14,60000038","0,43603853"
26/07/2011 9.00,"14,38690901","19,1903616","45,84827205","14,60000038","0,34047475"
26/07/2011 10.00,"16,86503309","22,72216976","50,4804027","14,60000038","0,40262983"
26/07/2011 11.00,"12,63883624","16,14247108","56,94039225","14,60000038","0,35488463"
26/07/2011 12.00,"20,33926328","27,92223616","50,74731375","14,60000038","0,34953262"
26/07/2011 13.00,"9,72917376","13,34667967","61,4728527","14,60000038","0,33441209"
26/07/2011 14.00,"4,15400355","5,5988771","63,052374","14,60000038","0,29899026"
26/07/2011 15.00,"5,14200852","7,26143758","63,6960009","14,60000038","0,30684469"
26/07/2011 16.00,"6,4179779","7,82643166","63,3074547","14,60000038","0,33868298"
26/07/2011 17.00,"8,01436023","9,47439976","62,8437369","14,60000038","0,32766091"
26/07/2011 18.00,"10,68229429","12,14778875","62,78797665","14,60000038","0,34211973"
26/07/2011 19.00,"23,83621568","25,3144976","53,6386074","14,60000038","0,39033092"
26/07/2011 20.00,"32,75584864","34,3754656","41,4095766","14,60000038","0,41625334"
26/07/2011 21.00,"28,68944528","29,97469168","37,5232767","14,60000038","0,40370978"
26/07/2011 22.00,"24,3951124","25,69953616","33,79831245","14,60000038","0,39803856"
26/07/2011 23.00,"22,75736968","24,44067536","28,8317001","14,60000038","0,40920858"
27/07/2011 0.00,"35,77503048","39,43775328","18,82499357","14,60000038","0,46799914"
27/07/2011 1.00,"37,81593752","42,76853376","14,07714095",,"0,43510653"
27/07/2011 2.00,"18,70639042","20,09093272","20,793885",,"0,36733033"
27/07/2011 3.00,,,"20,2245918",,"0,35434407"
27/07/2011 4.00,"18,24970731","19,40435264","19,18650353",,
27/07/2011 5.00,"22,67381528","26,78251208","12,63699234",,"0,33993535"
27/07/2011 6.00,"26,50336008","37,952722",,,"0,37238643"
27/07/2011 7.00,"39,4675996","79,72177688","11,17657454",,"0,45206893"
27/07/2011 8.00,"29,95163296","45,85777128","27,5520273",,"0,4648583"
27/07/2011 9.00,"17,89441182","23,30095128","46,56032745",,"0,38114956"
27/07/2011 10.00,"15,41627818","19,99204408","51,39094065",,"0,3902086"
27/07/2011 11.00,"12,70373334","16,20975054","60,9609756",,"0,38625692"
27/07/2011 12.00,"9,47041133","12,23209266","67,9666176",,"0,3589831"
27/07/2011 13.00,"7,66474721","9,74190194","69,74378355",,"0,34810899"
27/07/2011 14.00,"5,84285786","7,30926243","68,01898635",,"0,33482799"
27/07/2011 15.00,"7,25104968","9,05936766","68,78678205",,"0,32358574"
27/07/2011 16.00,"7,34190027","9,26850604","68,5223847",,"0,35532617"
27/07/2011 17.00,"7,864295","9,71920459","60,43559235",,"0,36276353"
27/07/2011 18.00,"10,45273574","12,42420659","59,98284705",,"0,3566764"
27/07/2011 19.00,"13,19205241","14,67202645","57,33231",,"0,36342641"
27/07/2011 20.00,"17,59832906","19,29005328","46,5383625",,"0,34641625"
27/07/2011 21.00,"16,28910236","17,57400651","41,51261835",,"0,36075041"
27/07/2011 22.00,"8,2885353","9,51898378","44,32281525",,"0,35760957"
27/07/2011 23.00,"8,48808309","9,86187038","43,0034619",,"0,37231303"
28/07/2011 0.00,"6,37011862","7,59784059","45,98173755",,"0,3475929"
28/07/2011 1.00,"3,08325678","4,23056959","47,798604","15,60000038","0,34754513"
28/07/2011 2.00,"4,6828857","7,93505238","46,39645815","15,60000038","0,35130109"
28/07/2011 3.00,"2,4497347","3,57316472","47,05021965","15,60000038","0,34882081"
28/07/2011 4.00,"3,37933381","4,48915421","41,24656515","15,60000038","0,35245444"
28/07/2011 5.00,"8,68844348","9,92104487","31,26095175","15,60000038","0,35540073"
28/07/2011 6.00,"21,93645248","25,24235784","19,63079601","15,60000038","0,4232247"
28/07/2011 7.00,"26,83918376","35,09774272","23,39374905","15,60000038","0,44249496"
28/07/2011 8.00,"29,1915556","39,98328512","26,72005245","15,60000038","0,42307791"
28/07/2011 9.00,"17,25358782","24,54929608","29,699166","15,60000038","0,34963165"
28/07/2011 10.00,"8,35261789","11,3793311","39,43981335","15,60000038","0,26445151"
28/07/2011 11.00,"13,15798822","18,0093039","42,92827035","15,60000038","0,31452787"
28/07/2011 12.00,"13,41350407","17,82691631","50,68227675","15,60000038","0,33573786"
28/07/2011 13.00,"9,66265719","12,77682146","57,17352795","15,60000038","0,30799921"
28/07/2011 14.00,"8,04356221","10,36931327","58,8214578","15,60000038","0,28995685"
28/07/2011 15.00,"5,7301053","7,14389929","57,8517681","15,60000038","0,27373073"
28/07/2011 16.00,"17,22275682","19,31842736","51,54216165","15,60000038","0,33436316"
28/07/2011 17.00,"18,58471457","20,49948888","44,26791285","15,60000038","0,38330947"
28/07/2011 18.00,"20,817856","22,74406216","43,19520135","15,60000038","0,42874796"
28/07/2011 19.00,"23,5604288","24,94324456","36,0873555","15,60000038","0,43414774"
28/07/2011 20.00,"39,22980416","42,8366392","17,91275787","15,60000038","0,50111427"
28/07/2011 21.00,"28,43637296","31,8512432","19,10794841","15,60000038","0,48388159"
28/07/2011 22.00,"28,3771392","31,01065152","16,07477435","15,60000038","0,47688576"
28/07/2011 23.00,"37,07127088","44,59564096","9,6485801","15,60000038","0,5253684"
29/07/2011 0.00,"35,20720472","42,21326984","8,14085885","15,60000038","0,48667992"
29/07/2011 1.00,"22,9366388","28,27566936","16,12123191","12,10000038","0,43176764"
29/07/2011 2.00,"34,7302372","41,5526356","7,25818506","12,10000038","0,4658637"
29/07/2011 3.00,,,"11,4781148","12,10000038","0,43063876"
29/07/2011 4.00,"20,5169072","21,67001528","16,29945524","12,10000038",
29/07/2011 5.00,"25,20304712","27,91412928","14,73513584","12,10000038","0,36865493"
29/07/2011 6.00,"18,49467466","21,85888264",,"12,10000038","0,40439597"
29/07/2011 7.00,"20,6299064","29,34323456","27,6652236","12,10000038","0,39666503"
29/07/2011 8.00,"17,80193221","21,97803848","38,45663745","12,10000038","0,42420679"
29/07/2011 9.00,"12,21540281","16,37025338","44,1564123","12,10000038","0,39332614"
29/07/2011 10.00,"13,25370485","17,7499086","49,3350333","12,10000038","0,41320919"
29/07/2011 11.00,"12,65992178","16,85256494","55,23163485","12,10000038","0,39948666"
29/07/2011 12.00,"9,7072718","13,19752646","56,9538984","12,10000038","0,3755529"
29/07/2011 13.00,"9,79650102","13,57040853","57,17604165","12,10000038","0,38763045"
29/07/2011 14.00,"7,51792473","10,58979746","58,2724338","12,10000038","0,35969492"
29/07/2011 15.00,"7,67285791","10,48036606","61,32248955","12,10000038","0,37312387"
29/07/2011 16.00,"8,45320438","11,48471098","62,66213205","12,10000038","0,3805857"
29/07/2011 17.00,"12,3095038","15,60017243","61,78620735","12,10000038","0,41458389"
29/07/2011 18.00,"10,89806922","12,62685947","61,2329739","12,10000038","0,42123721"
29/07/2011 19.00,"17,47502801","19,03553549","51,75837975","12,10000038","0,47722944"
29/07/2011 20.00,"44,74087648","47,20420168","29,96440125","12,10000038","0,55421147"
29/07/2011 21.00,"36,46694504","39,81143456","27,9895707","12,10000038","0,53361544"
29/07/2011 22.00,"17,2771035","18,51431282","37,06715985","12,10000038","0,44696274"
29/07/2011 23.00,"13,63576834","14,9606027","39,9246582","12,10000038","0,43456597"
30/07/2011 0.00,"6,55912174","7,73807623","49,0199829","12,10000038","0,37722351"
30/07/2011 1.00,"4,94651417","6,07794782","50,3798946","12,80000019","0,35616147"
30/07/2011 2.00,"8,94477194","10,16260695","49,4735661","12,80000019","0,36207734"
30/07/2011 3.00,"5,06737934","6,20764451","51,1586628","12,80000019","0,35363226"
30/07/2011 4.00,"12,70130128","13,87600731","46,997013","12,80000019","0,35726589"
30/07/2011 5.00,"15,11290306","16,25838799","44,4799215","12,80000019","0,35976948"
30/07/2011 6.00,"21,54466456","24,56468768","40,99316025","12,80000019","0,40557495"
30/07/2011 7.00,"16,32560053","18,9042155","46,07550255","12,80000019","0,42197349"
30/07/2011 8.00,"8,57325695","10,43497135","52,82095665","12,80000019","0,41107375"
