"NetC","Comune Bari","","","","","","","",""
"Stat","Piazza Kennedy","","","","","","","",""
,NO2,NOx,O3,PM10,
07/12/2011 23.00,"18,65447389","20,10796864","32,1309513",26,"0,37433897"
08/12/2011 0.00,"17,21708009","18,44379061","31,96287255",26,"0,36765769"
08/12/2011 1.00,"13,53436542","14,6614875","36,52910835","24,39999962","0,31154081"
08/12/2011 2.00,"15,9127156","17,4443079","34,6717035","24,39999962","0,32066975"
08/12/2011 3.00,,,"19,9610523","24,39999962","0,35847982"
08/12/2011 4.00,"22,9098708","33,35088216","22,34976555","24,39999962",
08/12/2011 5.00,"12,904088","14,12243161","31,36485135","24,39999962","0,27253195"
08/12/2011 6.00,"20,22569048","21,92371856",,"24,39999962","0,29707733"
08/12/2011 7.00,"29,84293576","35,23716576","12,49002468","24,39999962","0,32541712"
08/12/2011 8.00,"36,54887424","64,85764032","6,66523316","24,39999962","0,42847302"
08/12/2011 9.00,"33,45021056","52,8411792","15,17182139","24,39999962","0,52631555"
08/12/2011 10.00,"30,89015728","45,73859632","23,4900477","24,39999962","0,58206546"
08/12/2011 11.00,"28,58967712","42,41186928","28,8866025","24,39999962","0,5814783"
08/12/2011 12.00,"21,0368756","28,63476208","38,75058075","24,39999962","0,51106919"
08/12/2011 13.00,"16,17310323","21,5232884","44,74176525","24,39999962","0,37419101"
08/12/2011 14.00,"16,94209625","23,6462776","44,47064475","24,39999962","0,34599918"
08/12/2011 15.00,"10,87372755","13,17969515","49,2539565","24,39999962","0,29494771"
08/12/2011 16.00,"8,74603483","10,58898678","52,6672419","24,39999962","0,29311284"
08/12/2011 17.00,"16,30451308","18,29058587","47,33402835","24,39999962","0,3301645"
08/12/2011 18.00,"21,556844","25,7473744","40,34446605","24,39999962","0,4540704"
08/12/2011 19.00,"36,0329784","43,3035496","27,2614755","24,39999962","0,79140664"
08/12/2011 20.00,"51,3535476","61,02184328","20,7195513","24,39999962","0,7652454"
08/12/2011 21.00,"60,87911248","104,5150824","9,54975578","24,39999962","0,9188623"
08/12/2011 22.00,"67,23788912","157,37085016","5,13723872","24,39999962","0,883303"
08/12/2011 23.00,"36,45233736","55,69613936","6,32990159","24,39999962","0,60602485"
09/12/2011 0.00,"39,09493168","65,2394476","5,57561802","24,39999962","0,70354933"
09/12/2011 1.00,"25,861712","33,08014296","10,4417103","18,39999962","0,54489147"
09/12/2011 2.00,"13,90426476","15,33348285","20,34706485","18,39999962","0,38520492"
09/12/2011 3.00,"8,46699373","9,49547574","26,01390225","18,39999962","0,3684895"
09/12/2011 4.00,"6,62320433","7,68538534","28,03771005","18,39999962","0,34438332"
09/12/2011 5.00,"11,41729003","13,32479301","25,1050401","18,39999962","0,31650837"
09/12/2011 6.00,"18,74971252","29,6415448","22,5972453","18,39999962","0,38657496"
09/12/2011 7.00,"21,48462776","24,07508184","19,34868107","18,39999962","0,36484305"
09/12/2011 8.00,"34,9443812","46,9188548","13,58132559","18,39999962","0,48701194"
09/12/2011 9.00,"37,47604128","64,85683728","12,89208501","18,39999962","0,60763954"
09/12/2011 10.00,"42,19948432","79,66990432","14,25452039","18,39999962","0,78098222"
09/12/2011 11.00,"17,29900355","24,36446304","36,2773992","18,39999962","0,45135595"
09/12/2011 12.00,"13,51571003","18,1065769","41,13759825","18,39999962","0,39920356"
09/12/2011 13.00,"12,18782794","16,18867647","42,51438765","18,39999962","0,37766621"
09/12/2011 14.00,"15,05936897","20,21982064","41,80149435","18,39999962","0,36543021"
09/12/2011 15.00,"10,63606213","13,06458702","47,13468795","18,39999962","0,310709"
09/12/2011 16.00,"11,98584426","13,4358477","46,3778847","18,39999962","0,31746367"
09/12/2011 17.00,"18,06880726","19,6321292","41,7339237","18,39999962","0,35476114"
09/12/2011 18.00,"16,20961096","17,8925763","44,49175185","18,39999962","0,35471105"
09/12/2011 19.00,"19,27825624","20,91370456","38,88065475","18,39999962","0,38383372"
09/12/2011 20.00,"20,47878192","22,38334424","35,1700545","18,39999962","0,40651976"
09/12/2011 21.00,"19,240934","21,38386536","33,11414715","18,39999962","0,40199374"
09/12/2011 22.00,"17,01185366","18,65211639","34,8516126","18,39999962","0,39472414"
09/12/2011 23.00,"13,40864186","14,72228337","34,00611165","18,39999962","0,37375064"
10/12/2011 0.00,"12,52770889","13,75117474","29,83516515","18,39999962","0,37406869"
10/12/2011 1.00,"9,80380294","10,94808714","30,03957285","18,2999897","0,37441236"
10/12/2011 2.00,"6,60941307","7,61080969","37,1685258","18,2999897","0,31225029"
10/12/2011 3.00,,,"38,39750565","18,2999897","0,29719966"
10/12/2011 4.00,"4,25783089","5,4108166","41,5252866","18,2999897","0,26861522"
10/12/2011 5.00,"4,24809881","5,18870912","41,01849675","18,2999897","0,24705456"
10/12/2011 6.00,"7,96043418","10,52576076",,"18,2999897","0,25990335"
10/12/2011 7.00,"9,97333616","11,64926343","36,51390645","18,2999897","0,29020034"
10/12/2011 8.00,"18,40787751","20,62269816","30,1764099","18,2999897","0,34215584"
10/12/2011 9.00,"19,8663492","26,06187928","29,67636315","18,2999897","0,39406358"
10/12/2011 10.00,"14,68055014","18,98608734","37,867893","18,2999897","0,42445843"
10/12/2011 11.00,"12,94708506","22,78134616","45,80773365","18,2999897","0,3214037"
10/12/2011 12.00,"8,65356286","11,82354606","46,2942543","18,2999897","0,31418303"
10/12/2011 13.00,"9,05103707","12,01241724","48,4261911","18,2999897","0,32321527"
10/12/2011 14.00,"12,66479546","15,80282722","47,22254775","18,2999897","0,33855949"
10/12/2011 15.00,"11,77251095","13,50636991","47,51226165","18,2999897","0,30848152"
10/12/2011 16.00,"11,60135062","13,21455091","47,3948559","18,2999897","0,33616075"
10/12/2011 17.00,"17,80031274","19,44326184","39,54878025","18,2999897","0,42066636"
10/12/2011 18.00,"20,19001256","21,62217704","37,5722739","18,2999897","0,45284715"
10/12/2011 19.00,"19,54756144","21,22254992","36,2157537","18,2999897","0,44572667"
10/12/2011 20.00,"17,95443524","20,89668776","37,1854035","18,2999897","0,40368182"
10/12/2011 21.00,"19,89151112","22,23824256","34,61594325","18,2999897","0,42113119"
10/12/2011 22.00,"19,302596","21,1325712","32,7619299","18,2999897","0,42737093"
10/12/2011 23.00,"15,25161674","17,23517334","33,9841467","18,2999897","0,38060317"
11/12/2011 0.00,"13,59195868","14,9087244","33,85828215","18,2999897","0,37573347"
11/12/2011 1.00,"13,47028282","14,6752692","35,3981229","19,2999897","0,35789266"
11/12/2011 2.00,"11,54618751","12,83356388","37,2225903","19,2999897","0,32600428"
11/12/2011 3.00,"6,79192686","7,79238659","44,1902076","19,2999897","0,29056731"
11/12/2011 4.00,"5,7836413","6,86829214","43,40719005","19,2999897",
11/12/2011 5.00,"4,84349752","6,01958402","43,46715975","19,2999897","0,26159143"
11/12/2011 6.00,"5,41861565","6,21737277","42,83199165","19,2999897","0,28484017"
11/12/2011 7.00,"11,60865446","13,25994562","36,03498675","19,2999897","0,30131094"
11/12/2011 8.00,"11,74249446","12,81735203","37,61367015","19,2999897","0,36494091"
11/12/2011 9.00,"16,31424898","18,65698052","32,4840264","19,2999897","0,40693683"
11/12/2011 10.00,"12,72076162","15,78823484","37,14149355","19,2999897","0,42306393"
11/12/2011 11.00,"14,21412922","17,7758487","36,6651075","19,2999897","0,42587857"
11/12/2011 12.00,"13,55221776","17,33893185","42,45780945","19,2999897","0,39651125"
11/12/2011 13.00,"12,21297266","15,36266379","44,75273775","19,2999897","0,35096674"
11/12/2011 14.00,"11,9915229","14,59501874","44,5145547","19,2999897","0,36202841"
11/12/2011 15.00,"12,59746821","14,05596284","42,8640912","19,2999897","0,33368979"
11/12/2011 16.00,"14,64405198","16,44482902","38,70074565","19,2999897","0,37583133"
11/12/2011 17.00,"40,82699336","58,46517424","11,13602816","19,2999897","0,66128429"
11/12/2011 18.00,"32,7785632","42,62262904","19,61475222","19,2999897","0,63079042"
11/12/2011 19.00,"28,142728","31,48809704","24,89219355","19,2999897","0,68906139"
11/12/2011 20.00,"30,08709816","34,1906708","23,59648095","19,2999897","0,73974471"
11/12/2011 21.00,"19,16470256","21,08232384","35,6684055","19,2999897","0,4209844"
11/12/2011 22.00,"16,23556827","17,80340827","38,63147925","19,2999897","0,42646689"
11/12/2011 23.00,"11,8625413","13,30128497","39,42544935","19,2999897","0,41432643"
12/12/2011 0.00,"12,47903702","13,67983994","34,46476215","19,2999897","0,40607939"
12/12/2011 1.00,"9,72106306","10,79245034","36,97171905","19,60000038","0,38564529"
12/12/2011 2.00,"7,27781768","8,21390229","37,88902005","19,60000038","0,38814072"
12/12/2011 3.00,,,"37,8915537","19,60000038","0,3752931"
12/12/2011 4.00,"7,26970698","8,38980438","32,26188315","19,60000038","0,3694681"
12/12/2011 5.00,"14,28145647","15,59206746","27,301176","19,60000038","0,34639062"
12/12/2011 6.00,"20,18676216","21,39520352",,"19,60000038","0,36354524"
12/12/2011 7.00,"32,03309352","40,2280976","22,8962559","19,60000038","0,37989369"
12/12/2011 8.00,"35,31995536","52,2170068","15,06117869","19,60000038","0,47629394"
12/12/2011 9.00,"47,11437592","92,09895592","9,31325052","19,60000038","0,65815161"
12/12/2011 10.00,"41,18633464","73,26527792","14,67516215","19,60000038","0,65768677"
12/12/2011 11.00,"23,6658756","35,85242824","27,4059135","19,60000038","0,46334613"
12/12/2011 12.00,"17,54885415","22,10287296","39,5969196","19,60000038","0,34947437"
12/12/2011 13.00,"22,43208112","29,03924568","33,9503514","19,60000038","0,39159145"
12/12/2011 14.00,"30,3937256","38,56632104","27,250503","19,60000038","0,41875692"
12/12/2011 15.00,"24,86802648","31,20034104","31,6866648","19,60000038","0,39861524"
12/12/2011 16.00,"35,39134944","46,00287296","23,7383853","19,60000038","0,41011845"
12/12/2011 17.00,"53,3052216","76,57093472","9,62999867","19,60000038","0,52930144"
12/12/2011 18.00,"31,3103384","37,03022024","18,23964261","19,60000038","0,48850547"
12/12/2011 19.00,"26,60230608","31,99959528","23,1107982","19,60000038","0,47585241"
12/12/2011 20.00,"21,8983272","25,29342736","27,80206065","19,60000038","0,4390454"
12/12/2011 21.00,"18,03717513","20,24981992","29,27768235","19,60000038","0,44208022"
12/12/2011 22.00,"15,4633325","16,99198989","31,5439026","19,60000038","0,41511047"
12/12/2011 23.00,"10,43894258","11,69627951","34,1589885","19,60000038","0,39722073"
13/12/2011 0.00,"8,81417469","9,94617429","38,00305425","19,60000038","0,36709383"
13/12/2011 1.00,"6,27440008","7,35141438","40,89855735","22,20000076","0,34631722"
13/12/2011 2.00,"3,15139473","4,09519808","48,09085155","22,20000076","0,30618181"
13/12/2011 3.00,"2,20151504","3,29755757","51,64266975","22,20000076","0,29915802"
13/12/2011 4.00,"2,6930845","3,7628485","49,2598617","22,20000076","0,29565836"
13/12/2011 5.00,"4,17509291","4,95201117","45,0678081","22,20000076","0,29607427"
13/12/2011 6.00,"6,06592898","7,11390574","41,2093983","22,20000076","0,29915802"
13/12/2011 7.00,"20,26381576","22,45630616","26,7191946","22,20000076","0,32568624"
13/12/2011 8.00,"37,82322224","49,43822072","12,71386169","22,20000076","0,41768046"
13/12/2011 9.00,"48,63368936","88,92381224","9,88677711","22,20000076","0,58368015"
13/12/2011 10.00,"37,13778936","58,26412744","20,2406316","22,20000076","0,51097133"
13/12/2011 11.00,"16,98103222","22,93617992","39,83681835","22,20000076","0,43366077"
13/12/2011 12.00,"17,83600787","22,69947432","45,1125759","22,20000076","0,40084272"
13/12/2011 13.00,"15,10236411","19,50568864","49,5487377","22,20000076","0,39937482"
13/12/2011 14.00,"23,24892576","31,46459856","39,0580302","22,20000076","0,43794331"
13/12/2011 15.00,"17,6291505","21,90832696","43,50011715","22,20000076","0,38513153"
13/12/2011 16.00,"22,67624352","26,002722","41,9746404","22,20000076","0,43791884"
13/12/2011 17.00,"49,54057008","74,25339952","18,97365498","22,20000076","0,75200517"
13/12/2011 18.00,"95,15752496","276,416884","5,77495842","22,20000076","1,17761462"
13/12/2011 19.00,"73,18212504","195,8926216","6,31807722","22,20000076","0,99693128"
13/12/2011 20.00,"56,86463904","125,60956656","5,11865529","22,20000076","0,71368133"
13/12/2011 21.00,"41,82473232","66,07028808","6,28682355","22,20000076","0,58859994"
13/12/2011 22.00,"35,31995536","46,14472424","8,50490844","22,20000076","0,60604931"
13/12/2011 23.00,"26,64530696","29,22488176","16,26735569","22,20000076","0,55693175"
14/12/2011 0.00,"27,19527464","30,20977208","16,38137991","22,20000076","0,52173943"
14/12/2011 1.00,"16,20230712","17,42647468","22,41057315","15,69999981","0,4467542"
14/12/2011 2.00,"11,61271173","12,88301202","26,7436932","15,69999981","0,40177239"
14/12/2011 3.00,,,"30,59705565","15,69999981","0,38415176"
14/12/2011 4.00,"7,0141873","8,22363054","29,0403372","15,69999981",
14/12/2011 5.00,"8,65356286","9,94779566","29,2092738","15,69999981","0,36714276"
14/12/2011 6.00,"9,33494613","10,48117674",,"15,69999981","0,35221445"
14/12/2011 7.00,"19,60515088","21,89696968","21,255927","15,69999981","0,35764801"
14/12/2011 8.00,"33,24579864","47,02585032","12,54661685","15,69999981","0,4156487"
14/12/2011 9.00,"42,4347368","75,0769744","12,88701771","15,69999981","0,58867217"
14/12/2011 10.00,"31,86437864","46,86698224","22,1039616","15,69999981","0,55335753"
14/12/2011 11.00,"24,79340112","36,66707408","31,6072638","15,69999981","0,5123903"
14/12/2011 12.00,"21,67282592","36,14505984","39,4102674","15,69999981","0,43955916"
14/12/2011 13.00,"10,75611087","14,06893194","46,79513895","15,69999981","0,35444193"
14/12/2011 14.00,"15,20861969","19,74157208","42,7044513","15,69999981","0,41307871"
14/12/2011 15.00,"19,14846968","23,15342136","37,3323951","15,69999981","0,41508601"
14/12/2011 16.00,"18,20995492","20,91695496","36,46407135","15,69999981","0,43238859"
14/12/2011 17.00,"21,20641264","23,73543416","35,6489742","15,69999981","0,43549681"
14/12/2011 18.00,"25,4585668","27,95141328","33,28898895","15,69999981","0,46941578"
14/12/2011 19.00,"21,10014368","23,3098612","40,756653","15,69999981","0,46324827"
14/12/2011 20.00,"17,10107905","18,83450398","44,2949451","15,69999981","0,47967011"
14/12/2011 21.00,"14,67811808","16,03628242","46,7824707","15,69999981","0,40999496"
14/12/2011 22.00,"10,40406387","11,63710502","49,6273008","15,69999981","0,39448065"
14/12/2011 23.00,"7,87808434","9,11449062","49,5343737","15,69999981","0,38378479"
15/12/2011 0.00,"7,99327087","9,66246026","47,18791455","15,69999981","0,38691747"
15/12/2011 1.00,"6,12757951","7,35222507","44,43768735","12,69999981","0,39704948"
15/12/2011 2.00,"4,77454698","5,90934001","43,91316195","12,69999981","0,38116587"
15/12/2011 3.00,"3,69244675","5,60130916","42,29561595","12,69999981","0,39041713"
15/12/2011 4.00,"3,12138206","4,26056122","42,69768825","12,69999981","0,37323688"
15/12/2011 5.00,"4,33651542","5,48458156","41,3698761","12,69999981","0,36770662"
15/12/2011 6.00,"6,84546477","8,00233375","39,9102942","12,69999981","0,35157836"
15/12/2011 7.00,"12,3987311","13,72280258","37,31465955","12,69999981","0,3544664"
15/12/2011 8.00,"20,46904984","22,55276656","33,6741636","12,69999981","0,38748133"
15/12/2011 9.00,"32,94890328","42,59670232","26,369511","12,69999981","0,45448747"
15/12/2011 10.00,"21,21371648","27,1075712","36,29852625","12,69999981","0,49648223"
15/12/2011 11.00,"15,1348031","18,72507066","41,3462154","12,69999981","0,43579039"
15/12/2011 12.00,"11,88688488","15,26133926","45,2823504","12,69999981","0,40781757"
15/12/2011 13.00,"17,84817202","20,81886936","39,87145155","12,69999981","0,40091611"
15/12/2011 14.00,"29,8786328","37,50688184","28,5335274","12,69999981","0,52856749"
15/12/2011 15.00,"26,33219784","31,41190384","29,6696001","12,69999981","0,45299511"
15/12/2011 16.00,"36,92930488","44,81936408","20,3141274","12,69999981","0,52565499"
15/12/2011 17.00,"25,31579776","29,33269944","31,06161135","12,69999981","0,45005814"
15/12/2011 18.00,"33,90121312","37,91299064","21,7095102","12,69999981","0,4598954"
15/12/2011 19.00,"34,37169896","40,76634472","20,22712545","12,69999981","0,4818242"
15/12/2011 20.00,"32,65931176","39,32507912","21,02955435","12,69999981","0,46317604"
15/12/2011 21.00,"25,19574328","29,00438992","29,39845965","12,69999981","0,48884798"
15/12/2011 22.00,"20,15431552","22,63219104","35,0957208","12,69999981","0,42864428"
15/12/2011 23.00,"16,36210634","18,59213122","39,92296245","12,69999981","0,38708989"
16/12/2011 0.00,"20,93873264","22,36875568","34,84824105","12,69999981","0,39837175"
16/12/2011 1.00,"10,37810465","11,49443732","45,75706065",11,"0,35833303"
16/12/2011 2.00,"5,15660855","6,22872049","50,9027442",11,"0,31824655"
16/12/2011 3.00,,,"51,55480995",11,"0,30522651"
16/12/2011 4.00,"3,2901065","4,41619802","52,8733254",11,"0,29969625"
16/12/2011 5.00,"5,1436299","6,20683382","49,3350333",11,"0,30172685"
16/12/2011 6.00,"10,65714766","13,87114318",,11,"0,31819762"
16/12/2011 7.00,"19,66681288","20,80751208","35,04335205",11,"0,35938503"
16/12/2011 8.00,"38,61737144","49,6287324","19,43484312",11,"0,4083558"
16/12/2011 9.00,"54,15126248","99,88811888","11,0093297",11,"0,6558018"
16/12/2011 10.00,"29,47546848","44,72370672","27,74715825",11,"0,47484934"
16/12/2011 11.00,"22,75249408","30,42701352","35,1455559",11,"0,38623245"
16/12/2011 12.00,"17,36065599","23,95024736","40,2000081",11,"0,38190098"
16/12/2011 13.00,"12,19513178","16,27459984","45,79336965",11,"0,34729582"
16/12/2011 14.00,"13,75257242","17,89095493","46,40491695",11,"0,34555881"
16/12/2011 15.00,"13,21314942","16,04519808","46,6422621",11,"0,33721391"
16/12/2011 16.00,"19,06329964","21,79808104","41,0759328",11,"0,37443683"
16/12/2011 17.00,"30,11549136","33,01121536","29,79039735",11,"0,39173824"
16/12/2011 18.00,"29,77966768","33,56569536","28,73372565",11,"0,42671038"
16/12/2011 19.00,"20,57124624","22,41334352","38,96512305",11,"0,38400614"
16/12/2011 20.00,"18,28538906","19,78615992","40,8166227",11,"0,38442204"
16/12/2011 21.00,"12,61855374","14,16539425","46,97421015",11,"0,36858736"
16/12/2011 22.00,"9,09564977","10,4455103","49,9457427",11,"0,40424452"
16/12/2011 23.00,"6,26547869","8,03394676","52,9062828",11,"0,31110044"
17/12/2011 0.00,"2,75878847","3,91929599","58,1997759",11,"0,28187991"
17/12/2011 1.00,"1,898138","2,9911481","59,0723091",14,"0,26800359"
17/12/2011 2.00,"2,98591686","4,17058442","56,35334355",14,"0,27899187"
17/12/2011 3.00,"1,77808352","2,86469224","56,07292635",14,"0,27559007"
17/12/2011 4.00,"2,3945735","3,42401342","54,09049485",14,
