BARI - JAPIGIA,,,,,,,
,Japigia,,,,,,
,SO2,NO2,NOX,CO,PM10,BENZENE,CH4



20/08/2011 1.00,"1,04184734","74,45697016","91,31411816","0,37662004","11,60000038",,"916,79"
20/08/2011 2.00,,"67,81445272","78,39886408","0,32349604","11,60000038",,"903,17241"
20/08/2011 3.00,"0,59314898",,,"0,18324402","11,60000038",,"885,8955"
20/08/2011 4.00,"0,89468846","54,82470712","58,66734912","0,19047168","11,60000038",,"888,54738"
20/08/2011 5.00,"2,04306757","85,20594736","113,92688328","0,24871003","11,60000038",,"907,11299"
20/08/2011 6.00,"4,46531648","86,07420568","124,8603876",,"11,60000038",,"904,59194"
20/08/2011 7.00,"2,06924922","76,04880576","116,75429152","0,35244745","11,60000038",,"915,60371"
20/08/2011 8.00,"1,31088554","47,67927632","57,60576848","0,34561473","11,60000038",,"927,97229"
20/08/2011 9.00,"0,64822055","26,44737672","29,89914856","0,2877317","11,60000038",,"906,24716"
20/08/2011 10.00,"3,01900925","28,21962864","33,38346264","0,20188635","11,60000038",,"899,56601"
20/08/2011 11.00,"4,36600643","16,80549723","19,24320928","0,18715492","11,60000038",,"885,22371"
20/08/2011 12.00,"1,77041801","10,87421511","11,74021536","0,18506142","11,60000038",,"896,17619"
20/08/2011 13.00,"0,59224588","8,7839995","9,51849622","0,20202498","11,60000038",,"894,3774"
20/08/2011 14.00,"1,59346611","6,42252081","6,91028157","0,19453986","11,60000038",,"894,83947"
20/08/2011 15.00,"0,63738644","2,98640251","3,33970952","0,21701387","11,60000038",,"881,03274"
20/08/2011 16.00,"0,58231488","2,55031929","2,89225372","0,23380036","11,60000038",,"883,44207"
20/08/2011 17.00,"0,70961175","2,79302092","3,21066099","0,27145898","11,60000038",,"937,60765"
20/08/2011 18.00,"1,73159708","5,4796161","5,70733721","0,26741177","11,60000038",,"895,37651"
20/08/2011 19.00,"1,08608481","15,10267959","15,67004838","0,28360527","11,60000038",,"881,55067"
20/08/2011 20.00,"1,66659451","18,70622599","19,41505984","0,28712008","11,60000038",,"875,60158"
20/08/2011 21.00,"2,34912152","21,79320544","22,24504928","0,27142054","11,60000038",,"879,79647"
20/08/2011 22.00,"0,84774171","67,34526704","86,21508184","0,39354399","11,60000038",,"921,63365"
20/08/2011 23.00,"1,07796","111,75188768","152,93273488","0,52733725","11,60000038",,"968,77165"
21/08/2011 0.00,"0,20132735","96,00033456","123,82930336","0,46763916","11,60000038",,"932,74489"
21/08/2011 1.00,"0,12368551","88,48565832","99,10764048","0,42978132","11,10000038",,"939,86459"
21/08/2011 2.00,"0,72766757","81,40447072","97,82233672","0,44313105","11,10000038",,"954,68219"
21/08/2011 3.00,"0,26813612","65,51202232","71,81087688","0,36407998","11,10000038",,"946,31299"
21/08/2011 4.00,"2,18932336","71,42903136","87,94005","0,34910973","11,10000038",,"974,49044"
21/08/2011 5.00,"3,15713921","17,98525668","18,6401205","0,2294351","11,10000038",,"944,09721"
21/08/2011 6.00,"2,79962506","21,34415312","22,18927624","0,24641847","11,10000038",,"933,73028"
21/08/2011 7.00,"2,12070942","49,97195552","57,95593216","0,29340059","11,10000038",,"965,70033"
21/08/2011 8.00,"1,53026973","11,76390695","12,28040507","0,24825568","11,10000038",,"912,65244"
21/08/2011 9.00,"2,78247132","11,20646909","12,15070646","0,26385736","11,10000038",,"905,23629"
21/08/2011 10.00,"2,42947164","14,88983384","16,82111254","0,27463943","11,10000038",,"907,50009"
21/08/2011 11.00,"1,19713104","12,69773158","14,145454","0,27203216","11,10000038",,"900,1643"
21/08/2011 12.00,"0,21486973","3,62884981","3,62634126","0,25362749","11,10000038",,"894,55086"
21/08/2011 13.00,"0,77280813","3,31541374","3,5284201","0,25498938","11,10000038",,"915,44397"
21/08/2011 14.00,"0,64190091","2,97407394","3,38834698","0,25161321","11,10000038",,"898,18715"
21/08/2011 15.00,"0,3430697","6,74893554","7,78444223","0,23277283","11,10000038",,"908,61043"
21/08/2011 16.00,"1,27025843","3,59121209","4,10038534","0,20155083","11,10000038",,"884,9547"
21/08/2011 17.00,"1,53929764","8,58153018","9,5775101","0,18379739","11,10000038",,"882,04606"
21/08/2011 18.00,"1,17636593","10,78725544","11,66498963","0,17192837","11,10000038",,"891,9715"
21/08/2011 19.00,"0,08937905","15,09554974","16,16095247","0,24075075","11,10000038",,"880,49717"
21/08/2011 20.00,"1,01927706","20,80617368","22,35464512","0,2733358","11,10000038",,"874,84355"
21/08/2011 21.00,"0,92357838","20,9495928","22,85593328","0,27013671","11,10000038",,"870,47961"
21/08/2011 22.00,"1,33074755","31,79070928","35,69011856","0,29164261","11,10000038",,"885,64315"
21/08/2011 23.00,"1,0138595","94,81539168","109,607312","0,4076836","11,10000038",,"942,025"
22/08/2011 0.00,"1,29914936","64,68722376","68,77984064","0,3313959","11,10000038",,"904,10635"
22/08/2011 1.00,"0,67981874","67,3069888","72,49114736","0,31994162","12,5",,"899,17695"
22/08/2011 2.00,,"56,92207552","61,13484248","0,28498696","12,5",,"919,94168"
22/08/2011 3.00,"1,21608995",,,"0,21336043","12,5",,"916,35831"
22/08/2011 4.00,"1,81014203","67,45235816","74,91455","0,22572341","12,5",,"915,85998"
22/08/2011 5.00,"1,5221439","88,67450656","110,85435664","0,23267497","12,5",,"930,49138"
22/08/2011 6.00,"1,14115638","107,6292524","180,15104912",,"12,5",,"954,75863"
22/08/2011 7.00,"0,32501286","58,0706904","67,51075064","0,2807219","12,5",,"948,3901"
22/08/2011 8.00,"1,03281842","28,45778736","32,4120328","0,26875385","12,5",,"904,64192"
22/08/2011 9.00,"0,25188548","21,35516624","25,09450288","0,25153399","12,5",,"888,99769"
22/08/2011 10.00,"1,20435377","14,37847518","17,0941251","0,25514782","12,5",,"893,06812"
22/08/2011 11.00,"3,1472082","5,80797915","6,32923624","0,26612794","12,5",,"886,47664"
22/08/2011 12.00,"1,45262687","12,1539148","14,21484239","0,27203216","12,5",,"886,53691"
22/08/2011 13.00,"2,39787345","9,2447437","10,48409446","0,24871003","12,5",,"900,88607"
22/08/2011 14.00,"3,22665624","3,68790384","4,11919177","0,23806542","12,5",,"890,2516"
22/08/2011 15.00,"1,33977546","3,91178566","4,2566703","0,26474509","12,5",,"907,57653"
22/08/2011 16.00,"2,61093698","7,24926578","7,99195733","0,24343724","12,5",,"883,34946"
22/08/2011 17.00,"2,04577584","4,53022397","4,94082406","0,26231606","12,5",,"927,31716"
22/08/2011 18.00,"3,3340911","8,79957274","9,22667722","0,29616397","12,5",,"971,23831"
22/08/2011 19.00,"3,14359683","18,29220151","18,7503626","0,34476544","12,5","0,12993192","905,35977"
22/08/2011 20.00,"2,5260724","31,12036208","31,62606696","0,42061859","12,5","0,31387874","915,13184"
22/08/2011 21.00,"2,61635454","33,74855904","35,60518752","0,3929312","12,5","0,49117642","893,63162"
22/08/2011 22.00,"1,87153323","68,47441776","79,60504928","0,5281679","12,5","0,40082513","961,29033"
22/08/2011 23.00,"2,7030243","84,71404712","106,64761248","0,59574605","12,5","0,55962968","945,30212"
23/08/2011 0.00,"3,42166396","79,92425768","112,36273344","0,57127872","12,5","0,77261388","952,55118"
23/08/2011 1.00,"2,40960963","46,51377848","50,36087544","0,37156394","14,89999962","1,03474665","910,90706"
23/08/2011 2.00,"3,49479134","51,59105624","54,24529464","0,35898427","14,89999962","1,14488877","918,17131"
23/08/2011 3.00,"2,35814943","48,61762856","50,403666","0,3387622","14,89999962","0,90578902","914,58647"
23/08/2011 4.00,"3,71959207","47,1620612","50,15592816","0,30595929","14,89999962","0,7348181","904,45768"
23/08/2011 5.00,"4,1321788","58,22837304","61,31250552","0,29750838","14,89999962","0,48144373","907,10466"
23/08/2011 6.00,"4,98804532","83,07485128","111,85498272","0,40410821","14,89999962","0,46327604","913,17086"
23/08/2011 7.00,"4,81741408","81,07352264","133,07801064","0,42764937","14,89999962","0,42726509","895,11926"
23/08/2011 8.00,"3,29617328","58,94479944","80,83913056","0,37124822","14,89999962","0,54032702","898,15873"
23/08/2011 9.00,"3,76563573","58,34387696","75,99815688","0,32685357","14,89999962","0,67885564","926,66595"
23/08/2011 10.00,"3,6022262","25,425298","29,77593928","0,27655469","14,89999962","0,73562966","932,49842"
23/08/2011 11.00,"3,05692708","11,52250739","12,99049893","0,2703534","14,89999962","0,50512661","908,38601"
23/08/2011 12.00,"2,68767675","7,66588294","8,35705564","0,28182748","14,89999962","0,35605475","909,58063"
23/08/2011 13.00,"3,13095756","6,74374446","7,20599149","0,21966075","14,89999962","0,30365993","911,78171"
23/08/2011 14.00,"2,60371526","5,48286076","5,81368838","0,22913919","14,89999962","0,26278263","917,36918"
23/08/2011 15.00,"1,56638137","5,99811608","6,86748145","0,20287427","14,89999962","0,11598173","918,93081"
23/08/2011 16.00,"2,66871784","6,0552237","6,65996444","0,20285446","14,89999962",,"936,48702"
23/08/2011 17.00,"2,61364627","6,47119077","6,73583834","0,21146498","14,89999962","0,27089321","924,34188"
23/08/2011 18.00,"3,45416524","8,35635011","8,38883308","0,26725333","14,89999962","0,24072187","937,08923"
23/08/2011 19.00,"2,17848926","18,83147346","18,81845274","0,30647306","14,89999962",0,"926,09706"
23/08/2011 20.00,"4,50774877","100,62400944","115,55328784","0,53946374","14,89999962","0,27235362","1022,67116"
23/08/2011 21.00,"2,50801658","101,47282272","131,47688272","0,53162329","14,89999962","0,35426992","901,80335"
23/08/2011 22.00,"1,6467325","94,26314872","134,20182688","0,5543536","14,89999962","0,45467833","924,24192"
23/08/2011 23.00,"2,37349697","65,231704","86,4705824","0,41313347","14,89999962","0,82987403","897,79809"
24/08/2011 0.00,"2,71746977","63,146668","81,14197224","0,49732103","14,89999962","0,89913885","911,39216"
24/08/2011 1.00,"4,58629371","70,13959768","98,04737912","0,55243834","16,10000038","0,93028244","923,82346"
24/08/2011 2.00,,"63,18689648","83,98815632","0,51013719","16,10000038","0,61721425","929,16495"
24/08/2011 3.00,"2,63170209",,,"0,43343476","16,10000038","0,67658468","952,51639"
24/08/2011 4.00,"0,09208732","56,18618496","58,89625376","0,32685357","16,10000038","0,82841362","926,41262"
24/08/2011 5.00,"0,3006374","57,71765872","61,0498732","0,28473066","16,10000038","0,57633695","919,07095"
24/08/2011 6.00,"2,94407567","68,64120152","80,22631544",,"16,10000038","0,42077663","902,923"
24/08/2011 7.00,"1,44811342","76,19610624","109,00097856","0,41277931","16,10000038","0,45548989","904,34302"
24/08/2011 8.00,"2,55315714","80,56280832","119,65689872","0,48345753","16,10000038","0,54567949","914,23465"
24/08/2011 9.00,"4,38857772","62,48410264","82,71906632","0,41202788","16,10000038","0,9928971","948,10737"
24/08/2011 10.00,"3,0442878","21,20463448","24,09777728","0,31156877","16,10000038","0,91617055","932,13974"
24/08/2011 11.00,"1,80382137","11,74898379","12,42047819","0,30694721","16,10000038","0,53675836","945,80437"
24/08/2011 12.00,"3,57694765","11,97870486","12,83032113","0,30720468","16,10000038","0,44705489","984,2875"
24/08/2011 13.00,"3,36930066","12,82167506","13,66881534","0,27845015","16,10000038","0,42353372","992,52538"
24/08/2011 14.00,"2,6100349","9,35830694","9,77335243","0,26093437","16,10000038","0,35151283","962,77552"
24/08/2011 15.00,"2,55857369","9,75286153","10,01005038","0,35363226","16,10000038","0,28970974","940,17721"
24/08/2011 16.00,"1,64131494","8,63668946","9,11513878","0,27463943","16,10000038","0,33188473","930,04891"
24/08/2011 17.00,"0,86038098","7,04550012","7,42517934","0,25899814","16,10000038","0,149559","935,2875"
24/08/2011 18.00,"2,00876009","13,39987342","13,6915127","0,30625637","16,10000038","0,27689554","940,31294"
24/08/2011 19.00,"2,4737091","13,19286501","13,25119057","0,29993624","16,10000038","0,29668433","978,17181"
24/08/2011 20.00,"2,50621141","53,33149248","56,81397104","0,43217073","16,10000038","0,74309037","989,51923"
24/08/2011 21.00,"1,58082683","102,20999432","112,49957528","0,49267967","16,10000038","0,66101135","919,43306"
24/08/2011 22.00,"3,79452565","91,5973236","121,6160104","0,53962218","16,10000038","0,4386199","905,24021"
24/08/2011 23.00,"1,4092925","85,51159968","131,2324144","0,58589248","16,10000038","0,70870154","926,90311"
25/08/2011 0.00,"0,60939962","70,1571116","96,24977408","0,46886357","16,10000038","0,75266136","914,41399"
25/08/2011 1.00,"1,83812885","66,85338592","93,43597928","0,41870333","18,20000076","0,65111696","954,75863"
25/08/2011 2.00,"1,46255787","45,79540184","49,43353632","0,33252129","18,20000076","0,65857869","936,48114"
25/08/2011 3.00,"2,28953549","51,44440584","58,66409872","0,28948969","18,20000076","0,55346564","931,95746"
25/08/2011 4.00,"2,31300887","50,38663008","59,83720632","0,25003347","18,20000076","1,06670282","937,36118"
25/08/2011 5.00,"4,36600643","53,55796888","67,64241096","0,24015893","18,20000076","0,93774519","928,15751"
25/08/2011 6.00,"1,48512815","68,07272568","112,66557512","0,29462501","18,20000076","0,48793219","944,65091"
25/08/2011 7.00,"2,74816486","76,02414096","154,65189056","0,39889484","18,20000076","0,51680584","918,33252"
25/08/2011 8.00,"3,87848815","74,78078648","131,20323728","0,4722013","18,20000076","0,53091875","902,6241"
25/08/2011 9.00,"4,03467494","62,3199192","80,26197424","0,46137961","18,20000076","0,75671716","926,63704"
25/08/2011 10.00,"3,57965592","44,1802016","57,65959128","0,33751798","18,20000076","1,09995669","946,65844"
25/08/2011 11.00,"3,10387383","13,14678772","14,51963049","0,29051722","18,20000076","0,70837711","914,2077"
25/08/2011 12.00,"4,72081332","10,70094967","11,94383954","0,29561176","18,20000076","0,57455313","918,69855"
25/08/2011 13.00,"2,59739461","8,90535032","10,20070546","0,23200276","18,20000076","0,46149223","903,76139"
25/08/2011 14.00,"2,33467605","7,58022151","8,71437211","0,2055794","18,20000076","0,35637816","914,00827"
25/08/2011 15.00,"1,4607527","6,55555203","7,18329414","0,20804803","18,20000076","0,38330628","924,77063"
25/08/2011 16.00,"1,08879308","8,75349737","9,81550438","0,21294569","18,20000076","0,11598173","934,47949"
25/08/2011 17.00,"1,4715868","9,1467537","9,94390474","0,22082459","18,20000076",,"941,05431"
25/08/2011 18.00,"3,24380998","8,08444459","8,77792508","0,26733255","18,20000076","0,2439661","936,75015"
25/08/2011 19.00,"3,78459566","18,65820611","19,3742004","0,35458057","18,20000076","0,51145235","930,70698"
25/08/2011 20.00,"1,83812885","102,44618368","138,91959128","0,59539189","18,20000076","0,33642665","932,06967"
25/08/2011 21.00,"1,86160223","109,50075624","162,36887552","0,5927054","18,20000076","0,45338165","922,80328"
25/08/2011 22.00,"2,05390066","112,75260936","207,3223664","0,79417701","18,20000076","0,52086164","940,73238"
25/08/2011 23.00,"1,74513844","87,65309704","162,36566336","0,84216569","18,20000076","0,8603698","944,09917"
26/08/2011 0.00,"4,15836045","67,9403388","110,39392792","0,6618633","18,20000076","0,86620941","925,23613"
26/08/2011 1.00,"1,65485732","48,04137088","54,89183744","0,43331709","18,5","1,46882564","912,6887"
26/08/2011 2.00,,"50,11212424","56,75689784","0,33874239","18,5","1,20815125","928,97581"
26/08/2011 3.00,"1,9166738",,,"0,32643883","18,5","0,64625062","915,36802"
26/08/2011 4.00,"1,31810828","63,72355664","72,56248408","0,27827307","18,5","0,87237345","918,66131"
26/08/2011 5.00,"3,78098429","59,22125552","63,21842536","0,27819385","18,5","0,92801148","911,31915"
26/08/2011 6.00,"3,19505805","79,43235744","106,60027136",,"18,5","0,88843188","921,88894"
26/08/2011 7.00,"3,54715464","86,3461112","131,43151096","0,49473356","18,5","0,55476333","906,2305"
26/08/2011 8.00,"0,66356809","70,45498208","88,89463512","0,48533434","18,5","0,98689477","900,13833"
26/08/2011 9.00,"3,61847786","71,4368132","91,62022936","0,53269043","18,5","1,33321581","929,02922"
26/08/2011 10.00,"3,41714949","62,65151736","76,28610408","0,40244925","18,5","1,30061181","947,91823"
26/08/2011 11.00,"3,61215721","15,1669247","15,76407863","0,279833","18,5","1,56907235","908,12876"
26/08/2011 12.00,"2,82941807","12,40895266","12,93926689","0,22181251","18,5","0,68664179","929,53049"
26/08/2011 13.00,"3,25464306","11,16234395","11,54437111","0,23451101","18,5","0,39985084","951,56432"
26/08/2011 14.00,"3,18693222","8,12986989","8,44200962","0,17496902","18,5","0,32734281","919,78831"
26/08/2011 15.00,"2,35724633","9,32910497","10,16698543","0,14793403","18,5","0,28873647","903,60802"
26/08/2011 16.00,"2,08369367","10,903419","11,68444423","0,16768195","18,5","0,26245821","960,51515"
26/08/2011 17.00,"3,2104056","13,37652026","13,86141684","0,20283466","18,5","0,26667571","955,83565"
26/08/2011 18.00,"1,76590355","24,70822152","25,141844","0,18930668","18,5","0,31258207","921,22401"
26/08/2011 19.00,"3,29256191","136,79109552","165,6385676","0,48409012","18,5","0,26051167","925,69967"
26/08/2011 20.00,"3,85411168","171,55072016","311,7378336","0,73570333","18,5","0,64300639","981,16277"
26/08/2011 21.00,"3,94981036","133,05456952","231,1399592","0,74804534","18,5","0,80765157","921,33034"
26/08/2011 22.00,"3,46951279","87,96974336","105,4829368","0,47210227","18,5","0,80327135","885,52947"
26/08/2011 23.00,"2,03133038","67,6314552","74,61688984","0,36255849","18,5","0,67853121","896,67158"
27/08/2011 0.00,"1,47610024","68,90012456","74,46320328","0,3832151","18,5","0,43505124","984,70302"
27/08/2011 1.00,"4,24954467","61,9558744","68,14628032","0,41838645",,"0,44819088","923,36972"
27/08/2011 2.00,"3,78640084","30,27026776","30,94319616","0,30615851",,"0,39904029","897,88776"
27/08/2011 3.00,"4,59080817","37,76092928","39,36706664","0,32493831",,"0,28289686","909,58798"
27/08/2011 4.00,"3,40541331","40,6045704","42,15296536","0,28087917",,"2,39018696","925,91772"
27/08/2011 5.00,"1,78666865","55,44314352","62,25152696","0,28557995",,"0,4906903","928,75629"
27/08/2011 6.00,"3,45145697","58,299748","67,62489704","0,3331935",,,"911,55827"
27/08/2011 7.00,"3,88841916","75,25710392","109,8433484","0,36785108",,,
27/08/2011 8.00,"7,35612575","66,80860688","98,03374656","0,45780423",,,
27/08/2011 9.00,"11,30773824","62,49446568","81,57970552","0,37928556",,,"810,2052"
27/08/2011 10.00,"22,67957799","46,11856808","61,16336952","0,30846754",,,"752,44302"
27/08/2011 11.00,"25,31218419","62,9721024","85,11589216","0,8197907",,,"741,25142"
27/08/2011 12.00,"34,22385009","52,87658944","87,06976496","1,47025913",,,"689,36728"
27/08/2011 13.00,"33,38875071","29,54669048","77,42483392","2,18475246",,,"631,17292"
27/08/2011 14.00,"34,16426406","38,27812528","113,27125848","2,97270837",,,"585,4422"
27/08/2011 15.00,"21,20528394","39,92059064","144,98747624","3,56519591",,,"547,28639"
27/08/2011 16.00,"38,40930342","52,00183032","183,97195168","4,00957235",,,"518,22253"
27/08/2011 17.00,"15,7432617","64,88970456","203,9295224","4,23417037",,,"499,46435"
27/08/2011 18.00,"23,82073335","93,19564088","215,1093688","4,3328715",,,"486,588081"
27/08/2011 19.00,"0,13542169","56,75919224","141,81443576","4,23466316",,0,"476,22953"
27/08/2011 20.00,,,,,,,
27/08/2011 21.00,,,,,,,
27/08/2011 22.00,,,,,,,
27/08/2011 23.00,,,,,,,
28/08/2011 0.00,,,,,,,
28/08/2011 1.00,,,,,"16,7999897",,
28/08/2011 2.00,,,,,"16,7999897",,
28/08/2011 3.00,,,,,"16,7999897",,
28/08/2011 4.00,,,,,"16,7999897",,
28/08/2011 5.00,,,,,"16,7999897",,
28/08/2011 6.00,,,,,"16,7999897",,
28/08/2011 7.00,,,,,"16,7999897",,
28/08/2011 8.00,,,,,"16,7999897",,
28/08/2011 9.00,,,,,"16,7999897",,
28/08/2011 10.00,,,,,"16,7999897",,
28/08/2011 11.00,,,,,"16,7999897",,
28/08/2011 12.00,,,,,"16,7999897",,
28/08/2011 13.00,,,,,"16,7999897",,
28/08/2011 14.00,,,,,"16,7999897",,
28/08/2011 15.00,,,,,"16,7999897",,
28/08/2011 16.00,,,,,"16,7999897",,
28/08/2011 17.00,,,,,"16,7999897",,
28/08/2011 18.00,,,,,"16,7999897",,
28/08/2011 19.00,,,,,"16,7999897",,
28/08/2011 20.00,,,,,"16,7999897",,
28/08/2011 21.00,,,,,"16,7999897",,
28/08/2011 22.00,,,,,"16,7999897",,
28/08/2011 23.00,,,,,"16,7999897",,
29/08/2011 0.00,,,,,"16,7999897",,
29/08/2011 1.00,,,,,,,
29/08/2011 2.00,,,,,,,
29/08/2011 3.00,,,,,,,
29/08/2011 4.00,,,,,,,
29/08/2011 5.00,,,,,,,
29/08/2011 6.00,,,,,,,
29/08/2011 7.00,,,,,,,
29/08/2011 8.00,,,,,,,
29/08/2011 9.00,,,,,,,
29/08/2011 10.00,,,,,,,
29/08/2011 11.00,,,,,,,
29/08/2011 12.00,,,,,,,
29/08/2011 13.00,,,,0,,,
29/08/2011 14.00,,,,"0,00009903",,,
29/08/2011 15.00,,,,0,,,
29/08/2011 16.00,,,,0,,,
29/08/2011 17.00,,,,"0,02144649",,,
29/08/2011 18.00,,,,"0,00031688",,,
29/08/2011 19.00,,,,"0,00102753",,,
29/08/2011 20.00,,,,"0,00878876",,,
29/08/2011 21.00,,,,"0,01641136",,,
29/08/2011 22.00,,,,"0,06331309",,,
29/08/2011 23.00,,,,"0,18079519",,,
30/08/2011 0.00,,,,"0,4005538",,,
30/08/2011 1.00,,"69,02666072","79,06097056","0,49718239","12,89999962",,
30/08/2011 2.00,,"41,37678896","51,37249552","0,59434339","12,89999962",,
30/08/2011 3.00,,"17,38628826","27,11324984","0,74002781","12,89999962",,
30/08/2011 4.00,,"47,19645808","60,85077664","0,86537016","12,89999962",,
30/08/2011 5.00,,"73,1084748","103,97974152","0,96612518","12,89999962",,
30/08/2011 6.00,,"95,74921248","203,3932064","1,07051501","12,89999962",,
30/08/2011 7.00,,"86,83543024","202,6819424","1,16659023","12,89999962",,
30/08/2011 8.00,"1,38311085","45,9621856","66,55293424","1,34529191","12,89999962",,
30/08/2011 9.00,"1,82819785","36,8511232","63,16590272","1,7795177","12,89999962",,
30/08/2011 10.00,"7,23695471","44,24509488","84,08543888","2,21192609","12,89999962",,
30/08/2011 11.00,"3,8306383","19,21563824","62,24699552","2,61026871","12,89999962",,
30/08/2011 12.00,"3,08491492","18,39863108","72,73884696","3,02681796","12,89999962",,
30/08/2011 13.00,"0,18597981","18,14035812","84,20281656","3,39514319","12,89999962",,
30/08/2011 14.00,,"17,5511237","93,30823856","3,69466586","12,89999962",,
30/08/2011 15.00,,"21,89897728","103,318266","3,91993492","12,89999962",,
30/08/2011 16.00,,"23,54339288","102,35073664","4,0999612","12,89999962",,
30/08/2011 17.00,,"26,46814104","94,2498412","4,155788","12,89999962",,
30/08/2011 18.00,,"33,67651488","79,67573592","4,11646925","12,89999962",,
30/08/2011 19.00,,"47,83955928","57,80289568","3,90307038","12,89999962",,
30/08/2011 20.00,,"24,94638024","24,929134","3,70195293","12,89999962",,
30/08/2011 21.00,,,,"3,47785004","12,89999962",,
30/08/2011 22.00,,,,"3,25895935","12,89999962",,
30/08/2011 23.00,,"14,11435341","14,1046003","3,05065502","12,89999962",,
31/08/2011 0.00,,"43,19316984","43,16328528","2,97717148","12,89999962",,
31/08/2011 1.00,,"12,68085626","12,67209166","2,77325105","22,89999962",,
31/08/2011 2.00,,"17,46026928","17,44820074","2,5512603","22,89999962",,
31/08/2011 3.00,,"16,86649768","16,85483257","2,36596239","22,89999962",,
31/08/2011 4.00,,"40,88100736","41,32677104","2,2025059","22,89999962",,
31/08/2011 5.00,,"81,97879728","89,61186456","2,07485335","22,89999962",,
31/08/2011 6.00,,"79,64650144","88,25327384","1,97320827","22,89999962",,
31/08/2011 7.00,,,,"2,01525195","22,89999962",,
31/08/2011 8.00,,,,"2,07631426","22,89999962",,
31/08/2011 9.00,,,,"1,20900904","22,89999962",,
31/08/2011 10.00,,,,"0,11027424","22,89999962",,
31/08/2011 11.00,,,,,"22,89999962",,
31/08/2011 12.00,,,,,"22,89999962",,
31/08/2011 13.00,,,,,"22,89999962",,
31/08/2011 14.00,,,,,"22,89999962",,
31/08/2011 15.00,,,,,"22,89999962",,
31/08/2011 16.00,,"18,27597819","20,6374588",,"22,89999962",,
31/08/2011 17.00,"1,34913288","12,19544535","15,41843301",,"22,89999962",,
31/08/2011 18.00,"2,64498716","13,70032893","18,89821756",,"22,89999962",,
31/08/2011 19.00,"2,70097504","27,1702848","34,489134",,"22,89999962",,
31/08/2011 20.00,"2,96646696","56,09467664","67,02502616",,"22,89999962",,
31/08/2011 21.00,"3,08657059","75,22855776","88,98604784",,"22,89999962",,
31/08/2011 22.00,"2,77592693","85,8016692","122,09005256",,"22,89999962",,
31/08/2011 23.00,"2,47341011","57,86950976","77,01109624",,"22,89999962",,
01/09/2011 0.00,"2,833721","54,78966016","72,30048272",,"22,89999962",,
01/09/2011 1.00,"1,69228597","54,21665288","74,94565824",,"22,20000076",,
01/09/2011 2.00,,"45,092608","59,49738656",,"22,20000076",,
01/09/2011 3.00,"1,00959217","35,03929288","48,78116192",,"22,20000076",,
01/09/2011 4.00,"2,07427015","34,10677224","47,8317392",,"22,20000076",,
01/09/2011 5.00,"2,21875534","45,10559048","60,01876984",,"22,20000076",,
01/09/2011 6.00,"2,67478729","63,0480088","114,57082576",,"22,20000076",,
01/09/2011 7.00,"2,5131443","64,69760592","131,99180344",,"22,20000076",,
01/09/2011 8.00,"2,52036805","59,77998016","105,88434208",,"22,20000076",,
01/09/2011 9.00,"2,40748918","33,27289168","52,82184888",,"22,20000076",,
01/09/2011 10.00,"2,58087141","14,29411009","28,87519608",,"22,20000076",,
01/09/2011 11.00,"2,36143434","9,51275257","23,03101512",,"22,20000076",,
01/09/2011 12.00,"2,10587546","7,35050045","21,13159608",,"22,20000076",,
01/09/2011 13.00,"3,19764428","11,35377722","260,7541624",,"22,20000076",,
01/09/2011 14.00,"0,75403329","11,03468736","11,81755002",,"22,20000076",,"948,93841"
01/09/2011 15.00,"1,19742292",,,,"22,20000076",,"1276,10749"
01/09/2011 16.00,"1,90991786","17,30842398","18,31133681",,"22,20000076",,"1035,1397"
01/09/2011 17.00,"2,52668972","22,20334856","22,7742144",,"22,20000076",,"953,74482"
01/09/2011 18.00,"2,52488353","41,48516112","43,98104768",,"22,20000076",,"947,268"
01/09/2011 19.00,"1,48549122","69,590586","71,36408072",,"22,20000076",,"957,7001"
01/09/2011 20.00,"2,34879201","71,90274848","73,88084632",,"22,20000076",,"1253,07602"
01/09/2011 21.00,"2,08962075","59,8215088","60,99865072",,"22,20000076",,"956,37416"
01/09/2011 22.00,"2,50050197","35,58180376","35,57015968",,"22,20000076",,"935,0082"
01/09/2011 23.00,"2,80753325","71,5224708","72,17725432",,"22,20000076",,"942,06518"
02/09/2011 0.00,,,,,"22,20000076",,
02/09/2011 1.00,"1,99480279","50,53718096","50,72532176",,"22,60000038",,"938,35539"
02/09/2011 2.00,"1,11344109","34,62136792","34,59742968",,"22,60000038",,"955,40004"
02/09/2011 3.00,"2,06162681","35,13533264","35,11105024",,"22,60000038",,"951,96024"
02/09/2011 4.00,"2,82740035","32,304674","32,32448232",,"22,60000038",,"944,30154"
02/09/2011 5.00,"2,7632846","39,56302752","40,97528808",,"22,60000038",,"933,82485"
02/09/2011 6.00,"2,87706656","63,2167428","82,54465368",,"22,60000038",,"937,46163"
02/09/2011 7.00,"3,34122638","69,00199592","106,9258276",0,"22,60000038",,"935,37423"
02/09/2011 8.00,"1,18478059","76,02674128","126,32725488",,"22,60000038",,"933,26625"
02/09/2011 9.00,"3,67986398","41,3664068","54,9022196",,"22,60000038",,"928,12419"
02/09/2011 10.00,"4,51788012","20,40253136","23,95705408",,"22,60000038",,"937,99279"
02/09/2011 11.00,"3,37463889","18,32530206","20,84496816",,"22,60000038",,"933,13689"
