BARI - JAPIGIA,,,,,,,
,Japigia,,,,,,
,SO2,NO2,NOX,CO,PM10,BENZENE,CH4



13/12/2011 11.00,"2,51072485","22,1066396","29,01461912","0,84127679","10,10000038",,"914,90889"
13/12/2011 12.00,"2,58565843","9,32001914","11,52815926","0,76206728","10,10000038",,"898,79181"
13/12/2011 13.00,"1,3569292","8,04161579","9,6378184","0,74275158","10,10000038",,"891,51923"
13/12/2011 14.00,"0,75475231","15,34084405","19,84889264","0,81143765","10,10000038",,"899,43616"
13/12/2011 15.00,"1,67201105","18,31685866","23,10753336","0,7865148","10,10000038",,"897,36248"
13/12/2011 16.00,"2,23536702","28,22999168","31,487294","0,81234518","10,10000038",,"896,87199"
13/12/2011 17.00,"3,8724726","33,55573384","36,78546512","0,85335668","10,10000038",,"906,17072"
13/12/2011 18.00,"3,59680966","104,65316704","287,9955736","1,20960203","10,10000038",,"942,84918"
13/12/2011 19.00,"3,44242906","104,07174696","348,4522488","1,31640107","10,10000038","0,56741583","942,50373"
13/12/2011 20.00,"5,291391","94,05225512","282,6029688","1,47655945","10,10000038","1,31683296","961,68527"
13/12/2011 21.00,"4,89686212","76,10331688","201,6938208","1,40374695","10,10000038","1,47401539","982,12856"
13/12/2011 22.00,"4,1114137","69,0948044","178,45200768","1,37076696","10,10000038","1,40832024","992,02166"
13/12/2011 23.00,"4,92304377","61,50485272","130,28304904","1,40256214","10,10000038","1,8365586","984,52907"
14/12/2011 0.00,"3,76112228","55,17641952","93,80952672","1,20298599","10,10000038","1,20652914","978,6574"
14/12/2011 1.00,"0,10743486","36,24371904","45,50305704","0,96612518","7,5999999","0,50577546","956,44668"
14/12/2011 2.00,,"22,5875076","24,58868328","0,86094549","7,5999999","0,70870154","954,34605"
14/12/2011 3.00,"0,60849653",,,"0,8260118","7,5999999",,"965,95954"
14/12/2011 4.00,"1,74062499","36,7992124","37,86127104","0,82614927","7,5999999",,"974,7717"
14/12/2011 5.00,"1,53568627","25,63556064","28,0094616","0,7726513","7,5999999",,"960,1403"
14/12/2011 6.00,"0,5597446","49,868784","75,312724",,"7,5999999",,"965,99335"
14/12/2011 7.00,"1,22872923","64,05192352","139,19650624","0,88835677","7,5999999",,"952,59136"
14/12/2011 8.00,"1,14205947","75,44983352","204,59834","1,01207977","7,5999999",,"952,72464"
14/12/2011 9.00,"1,98528773","73,81061856","173,4204076","1,1120659","7,5999999",,"945,66423"
14/12/2011 10.00,"3,24471308","58,32701312","98,08238784","1,03376275","7,5999999",,"938,29267"
14/12/2011 11.00,"2,9196992","45,89534208","73,89252864","0,9770855","7,5999999",,"934,46675"
14/12/2011 12.00,"2,35905252","32,42927904","46,9407472","0,86965503","7,5999999",,"929,26442"
14/12/2011 13.00,"1,55103382","21,32727016","29,87645312","0,83940114","7,5999999",,"918,65543"
14/12/2011 14.00,"2,45655638","33,0029364","49,5658276","0,86999055","7,5999999",,"914,83245"
14/12/2011 15.00,"1,31720518","30,22937008","41,71265088","0,87085964","7,5999999",,"914,49386"
14/12/2011 16.00,"1,10594682","29,43118656","37,5033064","0,84139562","7,5999999",,"918,71472"
14/12/2011 17.00,"1,11407163","28,1501848","32,97035592","0,85288835","7,5999999",,"919,98774"
14/12/2011 18.00,"1,51672736","40,96473384","49,92574248","0,92376578","7,5999999",,"916,11184"
14/12/2011 19.00,"1,20796514","40,25478912","47,26108368","1,05598047","7,5999999",,"909,42187"
14/12/2011 20.00,"0,66627636","34,51624616","40,93119736","1,02600152","7,5999999",,"910,21567"
14/12/2011 21.00,"0,44689319","25,62647864","29,9640036","0,81825057","7,5999999",,"910,02947"
14/12/2011 22.00,"0,87934091","23,6647284","26,74490304","0,9779942","7,5999999",,"908,13317"
14/12/2011 23.00,"0,9642055","11,97870486","12,94834698","0,78848948","7,5999999",,"911,91058"
15/12/2011 0.00,"0,80892078","13,81714257","15,28743998","0,8345629","7,5999999",,"917,79401"
15/12/2011 1.00,"0,68704147","11,24281238","13,10203736","0,83112615","5,5999999",,"922,21626"
15/12/2011 2.00,"0,76197505","6,79565908","7,38756839","0,78313747","5,5999999",,"917,62447"
15/12/2011 3.00,"1,11407163","4,54904187","5,00826794","0,77415182","5,5999999",,"917,14427"
15/12/2011 4.00,"0,79357324","4,87675485","5,50890029","0,77235539","5,5999999",,"915,24454"
15/12/2011 5.00,"1,50047672","7,70092416","9,15858707","0,79038493","5,5999999",,"919,16356"
15/12/2011 6.00,"0,67530427","13,13511114","15,49949607","0,80744869","5,5999999",,"921,52389"
15/12/2011 7.00,"0,15979816","19,38435312","22,53945904","0,76256007","5,5999999",,"919,6957"
15/12/2011 8.00,"0,42522499","40,13148424","49,86669992","0,82528018","5,5999999",,"915,91143"
15/12/2011 9.00,"1,30275971","37,919262","47,66380824","0,84568049","5,5999999",,"916,84047"
15/12/2011 10.00,"1,88868596","44,308688","61,75025792","1,1320107","5,5999999",,"910,00938"
15/12/2011 11.00,"1,8525733","27,22804632","38,07398104","0,88679567","5,5999999",,"903,49532"
15/12/2011 12.00,"1,44901652","16,85935636","23,3487704","0,79295259","5,5999999",,"900,25446"
15/12/2011 13.00,"1,13032228","31,21510168","38,71792352","0,8901532","5,5999999",,"905,57929"
15/12/2011 14.00,"1,9049366","50,06864536","71,13255664","0,96363674","5,5999999",,"900,1447"
15/12/2011 15.00,"1,85708777","43,78241","59,93772016","1,03046464","5,5999999",,"898,99173"
15/12/2011 16.00,"1,52485217","55,80005656","78,09665336","0,94303954","5,5999999",,"908,61337"
15/12/2011 17.00,"1,46255787","34,36764552","39,13944304","0,90391768","5,5999999",,"899,01427"
15/12/2011 18.00,"1,63950977","50,8454336","65,6087504","0,91219267","5,5999999",,"896,59171"
15/12/2011 19.00,"2,16404481","46,8680912","57,4313176","0,86803568","5,5999999",,"895,57055"
15/12/2011 20.00,"1,75506944","43,60589416","55,99102712","0,866061","5,5999999",,"893,99177"
15/12/2011 21.00,"1,62867567","39,04646248","47,11646","0,99845393","5,5999999",,"893,66641"
15/12/2011 22.00,"2,9314364","29,59406984","32,24083232","1,01253296","5,5999999",,"893,68307"
15/12/2011 23.00,"1,93021617","22,98269888","23,4447528","0,89957339","5,5999999",,"901,18154"
16/12/2011 0.00,"2,13966833","18,53944988","19,03829068","0,79330792","5,5999999",,"902,57608"
16/12/2011 1.00,"0,82968589","15,11696223","15,27706546","0,76753695","7,5999999",,"906,24716"
16/12/2011 2.00,,"7,46211536","7,65150278","0,75570754","7,5999999",,"901,87587"
16/12/2011 3.00,"1,60791158",,,"0,75900566","7,5999999",,"897,00037"
16/12/2011 4.00,"1,24497987","21,4304608","21,71393392","0,73809158","7,5999999",,"906,12466"
16/12/2011 5.00,"0,79357324","13,74446554","13,76479201","0,73986937","7,5999999",,"911,94439"
16/12/2011 6.00,"0,96059413","23,3863412","24,24628232",,"7,5999999",,"906,12074"
16/12/2011 7.00,"0,77371123","19,00149615","19,1407452","0,77756877","7,5999999",,"906,16043"
16/12/2011 8.00,"0,84593653","58,83642728","107,44719176","1,02345483","7,5999999",,"914,27385"
16/12/2011 9.00,"1,56909065","67,48673592","121,19189056","1,0978063","7,5999999",,"919,52616"
16/12/2011 10.00,"1,55554828","56,36591296","92,57867672","1,02165724","7,5999999",,"910,7679"
16/12/2011 11.00,"1,01747087","31,5973296","41,08230272","0,85069582","7,5999999",,"909,65413"
16/12/2011 12.00,"1,46887751","28,99056616","38,99288824","0,8466288","7,5999999",,"909,02791"
16/12/2011 13.00,"1,77583455","20,95607448","28,77921368","0,83691154","7,5999999",,"901,49416"
16/12/2011 14.00,"2,16855825","24,7945292","34,14480192","0,86706756","7,5999999",,"896,3325"
16/12/2011 15.00,"0,86218718","16,30451308","19,91244752","0,85059796","7,5999999",,"890,48239"
16/12/2011 16.00,"1,03733288","28,838696","37,05844136","0,91009917","7,5999999",,"892,56979"
16/12/2011 17.00,"1,33074755","72,05654976","122,95773728","0,97781712","7,5999999",,"894,91248"
16/12/2011 18.00,"1,78666865","47,8330776","59,9487524","0,98425491","7,5999999",,"906,63622"
16/12/2011 19.00,"1,1908114","38,20284984","44,50956272","0,91746546","7,5999999",,"897,05329"
16/12/2011 20.00,"1,44630723","30,7491664","36,43136272","0,94750266","7,5999999",,"892,69915"
16/12/2011 21.00,"2,16314171","25,77637944","30,30705464","0,86094549","7,5999999",,"884,26282"
16/12/2011 22.00,"2,14689107","19,21888864","21,91433064","0,96393265","7,5999999",,"881,53646"
16/12/2011 23.00,"0,76468332","8,31092482","9,8129098","0,7555293","7,5999999",,"874,72399"
17/12/2011 0.00,"0,98948405","10,33689722","12,19221025","0,86084763","7,5999999",,"867,98943"
17/12/2011 1.00,"1,80833584","4,30439382","4,78583542","0,76856332","7,19999981",,"873,35297"
17/12/2011 2.00,"1,21428478","3,63274455","4,488181","0,75681429","7,19999981",,"866,7071"
17/12/2011 3.00,"1,4715868","3,56590294","4,49531467","0,76556228","7,19999981",,"868,4074"
17/12/2011 4.00,"2,40509516","3,97408435","5,68593619","0,78100552","7,19999981",,"876,16018"
17/12/2011 5.00,"1,79659966","3,73138272","5,13537006","0,77820136","7,19999981",,"875,30268"
17/12/2011 6.00,"2,35363496","4,46403053","5,78775019","0,81992817","7,19999981",,"868,77098"
17/12/2011 7.00,"2,71927494","23,96064864","26,68913","1,06182527","7,19999981",,"871,38023"
17/12/2011 8.00,"2,66961992","15,16822678","16,59738368","0,79230136","7,19999981",,"872,03536"
17/12/2011 9.00,"3,01630098","11,25384845","13,74404107","0,8056709","7,19999981",,"887,31111"
17/12/2011 10.00,"0,21216146","10,81580925","13,38996544","0,81202947","7,19999981",,"889,31521"
17/12/2011 11.00,"1,08337654","9,22268114","12,18442841","0,81041012","7,19999981",,"894,31125"
17/12/2011 12.00,"1,35241474","9,49134008","12,04111254","0,80284577","7,19999981",,"887,04504"
17/12/2011 13.00,"0,96059413","13,3726236","15,92619902","0,83189621","7,19999981",,"884,74547"
17/12/2011 14.00,"1,02379051","10,17336578","12,39842901","0,81054875","7,19999981",,"884,92187"
17/12/2011 15.00,"0,89378537","12,93912922","15,43659127","0,90022463","7,19999981",,"886,79269"
17/12/2011 16.00,"1,03642979","7,83460546","9,55286633","0,82830219","7,19999981",,"885,95185"
17/12/2011 17.00,"0,77009986","11,02996663","12,10207092","0,8192781","7,19999981",0,"888,05199"
17/12/2011 18.00,"0,97142721","25,68812152","28,72539088","0,87322925","7,19999981","2,18823314","893,81929"
17/12/2011 19.00,"0,55613323","17,75618952","18,77694896","0,78746195","7,19999981",0,"899,90901"
17/12/2011 20.00,"0,89288227","23,91198824","25,05299336","0,81366862","7,19999981","2,04873125","911,48575"
17/12/2011 21.00,"1,15740702","20,3798168","22,20744024","0,81846726","7,19999981","0,92752536","914,5066"
17/12/2011 22.00,"0,53356295","20,4505608","22,09849448","0,82253544","7,19999981","1,36387429","915,60371"
17/12/2011 23.00,"0,92718975","18,81265556","20,49996688","0,78870733","7,19999981",0,"928,53334"
18/12/2011 0.00,"0,6003707","36,15741136","41,260004","0,97746063","7,19999981","2,01904603","920,45324"
18/12/2011 1.00,"0,39543197","13,83855506","14,78162038","0,76702319","6,5",0,"914,42085"
18/12/2011 2.00,,"26,23516384","30,79857248","0,77419143","6,5","0,61072681","916,82332"
18/12/2011 3.00,"0,19952218",,,"0,90474832","6,5","0,87383284","928,1874"
18/12/2011 4.00,"0,50106166","37,27876112","39,29638","0,74547768","6,5","0,91308904","928,01149"
18/12/2011 5.00,"0,25730202","26,7510788","28,25718032","0,70724471","6,5","1,70970921","947,4297"
18/12/2011 6.00,"0,03430646","31,53828704","35,6324144",,"6,5","0,79775616","946,8564"
18/12/2011 7.00,"0,22209246","25,4103844","28,17806176","0,71449217","6,5","1,53679175","965,42348"
18/12/2011 8.00,"0,2166749","35,12885096","45,98161152","0,73578138","6,5","1,88651975","993,2349"
18/12/2011 9.00,"0,29883121","32,84393448","47,8985636","0,89149645","6,5",0,"977,48042"
18/12/2011 10.00,"2,6298959","32,86274856","47,7785856","1,22605183","6,5","2,48589175","953,37879"
18/12/2011 11.00,"2,34009361","26,16703928","37,05651024","1,05353164","6,5","1,97411396","919,5291"
18/12/2011 12.00,"0,44960146","20,9100144","25,88760048","0,82265427","6,5","0,8957319","930,0396"
18/12/2011 13.00,"1,50950462","21,71793","26,70274344","0,79068084","6,5","1,44400677","947,92509"
18/12/2011 14.00,"2,11890425","17,2156155","21,76647568","0,77709461","6,5","0,69215698","920,88836"
18/12/2011 15.00,"0,60669033","13,14549521","15,16876596","0,75387034","6,5",0,"914,10774"
18/12/2011 16.00,"0,75746058","16,84962237","18,72377433","0,80711317","6,5","2,5841909","947,37629"
18/12/2011 17.00,"0,92899492","16,31943624","18,81780649","0,86213029","6,5",0,"947,54632"
18/12/2011 18.00,"0,88746573","21,34933464","25,261822","0,92743786","6,5","0,80975981","920,33074"
18/12/2011 19.00,"0,53265985","24,27473288","28,98089144","0,91977566","6,5",0,"953,37781"
18/12/2011 20.00,"0,28348367","34,72195824","41,8942144","0,92631247","6,5","1,74799112","968,78145"
18/12/2011 21.00,"1,08337654","49,26071064","64,243678","1,00044841","6,5","0,80148753","983,81857"
18/12/2011 22.00,"2,77886097","25,90746616","30,77071464","0,95009012","6,5","1,58821229","938,45486"
18/12/2011 23.00,"1,94466062","20,77307696","23,68338952","0,96136616","6,5","0,64771001","931,57134"
19/12/2011 0.00,"1,47610024","19,09299109","21,93377568","0,99549134","6,5","1,34229965","936,32434"
19/12/2011 1.00,"1,32171964","21,88211344","24,80462456","1,00015134","6,69999981","1,13840031","946,94117"
19/12/2011 2.00,"1,05268043","16,81133648","18,61158582","0,88503885","6,69999981","2,84259433","942,89622"
19/12/2011 3.00,"0,7141252","13,80935117","14,91131707","1,01936685","6,69999981",,"934,05809"
19/12/2011 4.00,"0,92267528","8,8437017","10,24220925","0,83335712","6,69999981",,"929,83331"
19/12/2011 5.00,"1,78125109","18,33568804","22,9421836","0,83570809","6,69999981","0,68063945","948,6498"
19/12/2011 6.00,"0,28528884","39,99391584","58,26852504","0,85294776","6,69999981","1,53533236","938,9674"
19/12/2011 7.00,"1,10594682","45,79735208","75,9592668","0,91497702","6,69999981","1,50370061","933,73224"
19/12/2011 8.00,"2,3193285","66,31022496","165,22936136","1,05568339","6,69999981","1,65131307","937,42096"
19/12/2011 9.00,"1,83361439","59,671608","97,46569136","0,9402948","6,69999981","0,63797732","912,46281"
19/12/2011 10.00,"1,30185763","37,03997144","47,74032648","0,8849608","6,69999981",0,"908,12141"
19/12/2011 11.00,"1,61603639","36,3183444","44,20348976","0,99805783","6,69999981","0,86410117","911,27897"
19/12/2011 12.00,"1,07164036","37,25281528","52,97037304","1,02951749","6,69999981","1,30385604","903,74473"
19/12/2011 13.00,"1,2531057","22,7737364","30,49705008","0,91673501","6,69999981","1,61140904","902,24239"
19/12/2011 14.00,"0,42973945","19,51153936","25,6269184","0,88930392","6,69999981",,"901,60735"
19/12/2011 15.00,"0,64190091","24,38375512","28,34796208","0,81524836","6,69999981","0,6008314","902,32177"
19/12/2011 16.00,"0,18507671","31,37150328","34,88275744","0,85804347","6,69999981","1,00230537","911,66803"
19/12/2011 17.00,"0,81162905","32,05871432","33,67397192","0,89937534","6,69999981","3,39670881","922,28437"
19/12/2011 18.00,"1,09601582","56,23872672","62,16592672","0,97159486","6,69999981","0,57179605","925,05336"
19/12/2011 19.00,"1,25852225","51,25165712","56,07209592","0,96083259","6,69999981","0,990139","930,26206"
19/12/2011 20.00,"1,37137365","30,98732512","32,80047472","0,87700152","6,69999981","1,25178665","953,56548"
19/12/2011 21.00,"1,05358352","23,99699576","25,15545744","0,86641633","6,69999981","1,3059653","949,40097"
19/12/2011 22.00,"0,89739673","19,4674104","19,99609752","0,81544641","6,69999981","2,0522999","938,56462"
19/12/2011 23.00,"0,9515652","16,99433591","17,31720579","0,79336733","6,69999981","0,60018255","934,96165"
20/12/2011 0.00,"0,12910205","13,66658978","14,2556961","0,76933338","6,69999981","1,65131307","932,93942"
20/12/2011 1.00,"0,61391307","6,94231904","7,08796564","0,74174502","8,19999981","2,55483113","929,43886"
20/12/2011 2.00,,"4,62431731","4,84744389","0,71453178","8,19999981","3,97434345","927,93505"
20/12/2011 3.00,"0,87934091",,,"0,71970555","8,19999981","1,93356108","928,66662"
20/12/2011 4.00,"0,60669033","19,1526952","19,83072864","0,70327555","8,19999981","1,10693128","930,79371"
20/12/2011 5.00,"0,48300584","11,69122801","12,64615155","0,70536906","8,19999981","1,80508957","933,84788"
20/12/2011 6.00,"0,06861394","15,97095894","17,10385336",,"8,19999981","2,30826965","938,04326"
20/12/2011 7.00,"0,64190091","18,67572194","20,23473424","0,76506832","8,19999981","3,01064544","938,25543"
20/12/2011 8.00,"0,27535784","22,3973592","24,99593928","0,78414519","8,19999981","1,06783881","939,47259"
20/12/2011 9.00,"0,1038235","22,618004","28,41864872","0,82310862","8,19999981","1,84434476","940,33009"
20/12/2011 10.00,"0,66627636","15,27724902","20,46170776","0,80118798","8,19999981","1,45893023","935,01163"
20/12/2011 11.00,"0,67891564","11,19219792","15,84254711","0,76751715","8,19999981","1,20377205","937,42831"
20/12/2011 12.00,"1,8227813","10,03969021","14,71677107","0,74816417","8,19999981","1,74636901","932,44942"
20/12/2011 13.00,"0,78996187","10,55753629","15,55526529","0,77190104","8,19999981","2,37818229","924,84707"
20/12/2011 14.00,"0,44057355","13,6269999","19,5629148","0,77065682","8,19999981","1,83088171","931,91581"
20/12/2011 15.00,"1,06080626","15,01118466","19,37615064","0,7517978","8,19999981","2,62474479","930,08272"
20/12/2011 16.00,"0,68704147","16,00534818","18,87876296","0,76271735","8,19999981","1,68132169","929,28108"
20/12/2011 17.00,"0,47668519","19,20265576","20,87934592","0,77012325","8,19999981",,"936,00192"
20/12/2011 18.00,"0,07583667","31,6557412","33,849092","0,816552","8,19999981",,"947,23713"
20/12/2011 19.00,"0,30334568","43,363204","47,55098112","0,83892699","8,19999981","2,95906218","950,64067"
20/12/2011 20.00,"0,27084439","41,14966248","48,75196568","0,87852184","8,19999981","1,26411371","941,63937"
20/12/2011 21.00,"0,227509","39,18339992","44,42591272","0,88027983","8,19999981","2,35790636","939,85087"
20/12/2011 22.00,"0,56696733","52,26075336","72,91849848","1,024501","8,19999981","0,49117642","948,05102"
20/12/2011 23.00,"0,35299968","28,11123736","30,16956272","0,81969167","8,19999981","2,06689893","948,42636"
21/12/2011 0.00,"0,2798723","37,96664136","47,06198712","0,86477717","8,19999981","4,15910286","944,16581"
21/12/2011 1.00,"0,38821026","40,79081832","51,894548","0,86736464","9,5","1,13434553","947,63942"
21/12/2011 2.00,"0,22209246","19,32466048","22,04920312","0,74411463","9,5","0,63294927","953,87761"
21/12/2011 3.00,,"14,07477501","15,11170041","0,73410262","9,5","3,69371858","977,09479"
21/12/2011 4.00,"0,21216146","18,79318758","20,13877096","0,75612228","9,5","0,59969642","983,56965"
21/12/2011 5.00,"0,18597981","29,90297256","37,80356688","0,82042329","9,5","2,60463056","973,82404"
21/12/2011 6.00,"0,42161362","39,82455088","62,57123248","0,81483362","9,5","0,51323719","982,86454"
21/12/2011 7.00,"0,52814641","46,08547136","85,25921568","0,84702374","9,5","0,83279384","999,20849"
21/12/2011 8.00,"0,62745544","67,8209344","191,7648048","1,07401001","9,5","3,59801379","988,15017"
21/12/2011 9.00,"1,90674279","82,3759388","300,2214752","1,42940025","9,5","2,14768026","1010,18351"
21/12/2011 10.00,"4,51767977","104,52469976","410,2834608","1,66270548","9,5","1,12104419","1013,38125"
