"NetC","Provincia di TARANTO","","","","",""
"41431.1666667","31.176677","11.369564","13.753551","0.208219","14.841104","14.160156"
"41431.2083333","98.382004","47.894952","24.963273","0.225985","11.655548",""
"41431.25","487.20201","252.042945","100.821302","0.599965","4.995332","12.207031"
"41431.2916667","395.971523","188.280024","107.361279","0.880852","21.320547",""
"41431.3333333","104.077021","30.634636","57.145312","0.574178","36.182636","19.042969"
"41431.375","70.455554","14.484119","48.280843","0.451891","63.687428",""
"41431.4166667","61.80343","13.137468","41.688949","0.4443","74.80336","39.0625"
"41431.4583333","78.409896","16.658049","52.905163","0.405951","70.467486",""
"41431.5","85.056894","20.579579","53.53982","0.414873","77.867055","30.273438"
"41431.5416667","120.23084","33.396456","69.072756","0.477092","76.950315",""
"41431.5833333","67.179391","15.389218","43.613695","0.285699","87.025612","32.226563"
"41431.625","73.736895","17.629972","46.864862","0.29967","84.139991",""
"41431.6666667","55.791955","10.594731","39.574717","0.321348","92.96205","33.203125"
"41431.7083333","35.347744","5.549863","26.856867","0.291765","102.88772",""
"41431.75","49.844029","10.653097","33.533122","0.32084","89.634316","26.855469"
"41431.7916667","35.779637","5.598925","27.213783","0.321427","85.192141",""
"41431.8333333","55.002098","7.089377","44.162692","0.558251","62.203998","28.808594"
"41431.875","73.58256","10.154024","58.053819","0.638628","43.324919",""
"41431.9166667","50.644265","6.549702","40.629886","0.386151","52.222815","31.738281"
"41431.9583333","37.998763","3.722748","32.313123","0.337001","37.64779",""
"41432.0","44.366908","6.253641","34.802441","0.298887","23.508795","35.644531"
"41432.0416667","26.551664","2.458147","22.798422","0.258386","15.717217",""
"41432.0833333","","","","0.215145","19.075424","35.15625"
"41432.125","15.247232","0.619189","14.307741","","31.706612",""
"41432.1666667","17.992929","1.025215","16.43236","0.236386","","35.644531"
"41432.2083333","359.09075","189.188502","69.061071","0.254331","12.702956",""
"41432.25","274.110381","122.203572","86.799089","0.701406","15.124792","33.691406"
"41432.2916667","81.752198","21.610714","48.650736","0.467933","35.712086",""
"41432.3333333","130.035966","40.570421","67.877413","0.603421","42.842181","39.550781"
"41432.375","63.89805","14.203285","42.149692","0.418074","69.593403",""
"41432.4166667","57.38464","11.980294","39.042587","0.34488","82.747287","41.015625"
"41432.4583333","54.763455","12.607097","35.457864","0.348618","83.087842",""
"41432.5","62.942174","15.498337","39.206119","0.378959","80.349146","22.949219"
"41432.5416667","81.763876","22.409231","47.437228","0.399343","79.050543",""
"41432.5833333","36.622672","7.738172","24.775081","0.248861","92.371657","25.878906"
"41432.625","41.089451","8.371742","28.272846","0.282822","87.814384",""
"41432.6666667","42.523907","8.18903","29.988635","0.29683","85.433167","24.414063"
"41432.7083333","58.551917","13.431836","37.983523","0.348028","79.248922",""
"41432.75","57.203063","11.121719","40.178227","0.349247","75.110749","18.554688"
"41432.7916667","70.041819","13.511348","49.359374","0.407173","69.001655",""
"41432.8333333","68.460807","12.12325","49.907076","0.399933","64.194542","20.019531"
"41432.875","55.197941","8.762541","41.791481","0.367664","64.520888",""
"41432.9166667","18.228977","1.299282","16.248061","0.19184","84.688406","21.484375"
"41432.9583333","15.522192","0.812051","14.286975","0.201363","83.685678",""
"41433.0","17.467653","1.262063","15.543316","0.208722","77.244835","25.390625"
"41433.0416667","12.965854","0.515145","12.184423","0.209194","83.268617",""
"41433.0833333","9.444569","0.378111","8.870956","0.177359","82.810925","22.460938"
"41433.125","4.593884","0.253766","4.207701","0.178027","79.42902",""
"41433.1666667","3.197042","0.216547","2.866999","0.192863","79.472353","20.996094"
"41433.2083333","6.348691","0.558285","5.496489","0.191249","75.667969",""
"41433.25","11.460069","1.180012","9.657466","0.218639","71.383541","13.671875"
"41433.2916667","30.235073","4.351242","23.579742","0.268104","68.068667",""
"41433.3333333","41.826133","7.203572","30.8024","0.332444","80.174466","17.578125"
"41433.375","34.851003","6.422818","25.020377","0.313476","85.419629",""
"41433.4166667","35.657722","6.619064","25.526549","0.309857","90.944417","24.414063"
"41433.4583333","34.88343","6.567466","24.830889","0.246303","91.284979",""
"41433.5","37.114223","7.331301","25.891251","0.283294","89.867222","19.53125"
"41433.5416667","45.589952","9.499309","31.0464","0.309109","96.796906",""
"41433.5833333","17.078562","2.700917","12.946275","0.218835","108.094291","20.507813"
"41433.625","22.235332","3.913072","16.246764","0.2356","102.542417",""
"41433.6666667","28.613854","4.908681","21.102103","0.25378","102.811214","13.671875"
"41433.7083333","38.953334","6.899898","28.393548","0.244099","100.71301",""
"41433.75","45.621082","7.358369","34.362463","0.302025","95.726477","18.066406"
"41433.7916667","54.903527","8.107824","42.501417","0.357354","85.96398",""
"41433.8333333","86.364239","14.040874","64.880628","0.441725","59.713779","21.484375"
"41433.875","93.174652","15.456043","69.524418","0.460141","50.628342",""
"41433.9166667","30.6086","2.447996","26.87374","0.256653","72.863588","21.972656"
"41433.9583333","18.819101","1.230766","16.94372","0.231192","82.141993",""
"41434.0","22.272944","0.875493","20.94506","0.229618","82.500157","32.714844"
"41434.0416667","24.447971","1.31197","22.451891","0.215412","78.117556",""
"41434.0833333","","","","0.227415","78.808155","28.320313"
"41434.125","15.20573","0.394183","14.611444","","82.907743",""
"41434.1666667","13.626015","0.472851","12.909934","0.148976","","21.484375"
"41434.2083333","18.221197","0.789213","17.022891","0.136092","63.915601",""
"41434.25","44.767672","5.247035","36.747952","0.20859","43.624857","17.578125"
"41434.2916667","20.768454","0.869572","19.448613","0.169977","76.342989",""
"41434.3333333","27.436201","3.490129","22.100166","0.331916","93.357452","23.4375"
"41434.375","29.118376","4.091554","22.86072","0.217495","99.644605",""
"41434.4166667","31.166298","4.151612","24.817912","0.242554","108.331939","29.785156"
"41434.4583333","31.497027","4.397765","24.771188","0.245904","113.276486",""
"41434.5","25.671017","3.733744","19.959975","0.22309","120.129664","28.320313"
"41434.5416667","16.492329","1.621564","14.015721","0.223721","133.754772",""
"41434.5833333","15.933332","0.881414","14.591976","0.458552","138.886883","21.484375"
"41434.625","16.493627","1.234995","14.610146","0.433808","134.518498",""
"41434.6666667","8.955611","0.803592","7.728829","0.195431","133.586873","31.25"
"41434.7083333","6.86359","0.360348","6.315446","0.212294","132.20837",""
"41434.75","7.864855","0.657254","6.86185","0.189323","128.226589","24.902344"
"41434.7916667","11.294055","0.967694","9.817105","0.141805","119.657086",""
"41434.8333333","16.387274","1.689236","13.806763","0.167219","109.501211","20.019531"
"41434.875","16.974803","1.893095","14.081912","0.144997","105.852557",""
"41434.9166667","13.016436","1.185088","11.207125","0.148189","105.372521","25.390625"
"41434.9583333","8.541875","0.493997","7.789828","0.125454","111.741598",""
"41435.0","6.920656","0.230927","6.571126","0.143106","118.01318","25.390625"
"41435.0416667","7.196913","0.522758","6.399807","0.122814","118.193278",""
"41435.0833333","5.639245","0.307057","5.17202","0.128724","117.621842","26.855469"
"41435.125","4.705424","0.254612","4.31802","0.129985","109.712458",""
"41435.1666667","20.71009","4.094092","14.44272","0.127227","89.175269","38.574219"
"41435.2083333","18.688107","2.946224","14.180551","0.123129","78.345729",""
"41435.25","38.403418","7.662042","26.673868","0.150986","66.753147","41.015625"
"41435.2916667","25.968026","3.871624","20.045634","0.179316","72.883908",""
"41435.3333333","56.012443","10.984686","39.197038","0.317692","59.154531","45.898438"
"41435.375","66.27929","14.693053","43.781122","0.466905","59.78758",""
"41435.4166667","70.093691","14.676135","47.624118","0.480972","67.919718","42.480469"
"41435.4583333","89.827164","19.002001","60.733926","0.501066","61.017115",""
"41435.5","46.017954","8.584905","32.877699","0.270529","86.688437","21.972656"
"41435.5416667","42.846854","8.533305","29.783569","0.199371","93.995913",""
"41435.5833333","35.59806","5.807013","26.712804","0.185462","105.75844","36.621094"
"41435.625","24.178201","3.759121","18.427187","0.221435","115.03345",""
"41435.6666667","37.691378","6.026097","28.471419","0.241609","107.772687","36.132813"
"41435.7083333","48.466643","9.421487","34.04448","0.200277","100.46588",""
"41435.75","27.916081","5.51349","19.47587","0.164264","96.624936","32.226563"
"41435.7916667","20.467556","3.757429","14.716572","0.164343","97.498335",""
"41435.8333333","28.257185","4.780952","20.941165","0.18893","84.827881","33.203125"
"41435.875","33.738199","5.051636","26.010654","0.22183","71.861553",""
"41435.9166667","23.58678","1.58773","21.166997","0.228527","67.13501","36.621094"
"41435.9583333","25.862971","1.458309","23.643338","0.26978","58.736785",""
"41436.0","21.086213","1.025215","19.527783","0.242515","75.064029","39.0625"
"41436.0416667","8.371971","0.258842","7.980616","0.142869","89.959977",""
"41436.0833333","","","","0.134634","79.659894","40.527344"
"41436.125","5.344831","0.282527","4.915041","","79.707969",""
"41436.1666667","4.335787","0.144647","4.116851","0.235739","","30.761719"
"41436.2083333","6.828572","0.3908","6.23368","0.222182","85.980228",""
"41436.25","19.511686","2.709375","15.368103","0.244671","85.349888","25.390625"
"41436.2916667","23.940853","3.584868","18.457038","0.271744","83.506265",""
"41436.3333333","31.589114","4.509422","24.692017","0.269706","85.64373","23.4375"
"41436.375","34.476179","5.867916","25.4967","0.241928","92.961373",""
"41436.4166667","35.83411","5.651369","27.187825","0.243927","88.195562","29.785156"
"41436.4583333","32.406209","6.00918","23.208549","0.248197","90.372981",""
"41436.5","39.626466","7.964024","27.434421","0.306377","90.234861","31.25"
"41436.5416667","34.482663","6.136062","25.091763","0.313665","92.849661",""
"41436.5833333","20.011022","3.628009","14.458296","0.257443","98.540332","29.296875"
"41436.625","28.270155","4.923062","20.736103","0.253369","94.121171",""
"41436.6666667","28.013355","4.910373","20.498593","0.256151","94.615431","27.832031"
"41436.7083333","34.350374","5.498264","25.937974","0.317857","88.440652",""
"41436.75","49.866078","9.524685","35.286546","0.339758","80.338986","22.460938"
"41436.7916667","44.436942","7.262783","33.324165","0.329258","82.273339",""
"41436.8333333","61.285942","8.715172","47.956372","0.436647","66.101818","21.484375"
"41436.875","50.748021","5.923745","41.694139","0.361385","68.134345",""
"41436.9166667","20.636163","1.245145","18.739976","0.230919","83.495428","21.484375"
"41436.9583333","11.467849","0.312133","10.99687","0.232604","95.410968",""
"41437.0","10.70912","0.431402","10.054616","0.204435","98.610743","23.925781"
"41437.0416667","5.465452","0.247845","5.088956","0.192799","109.188419",""
"41437.0833333","3.460328","0.105735","3.300488","0.1861","108.541146","31.738281"
"41437.125","3.038812","0.098969","2.889063","0.177127","104.770613",""
"41437.1666667","2.568009","0.135342","2.362127","0.181241","102.673087","24.902344"
"41437.2083333","5.327972","0.39503","4.725552","0.191467","97.816553",""
"41437.25","9.958172","0.910174","8.568552","0.205571","89.928158","23.925781"
"41437.2916667","17.754285","3.020662","13.131871","0.238716","80.10608",""
"41437.3333333","30.023665","6.31539","20.354529","0.272332","73.847359","29.785156"
"41437.375","32.424366","7.245866","21.32923","0.269275","77.544096",""
"41437.4166667","29.105406","6.673201","18.886636","0.286711","83.454811","25.878906"
"41437.4583333","27.490674","6.196966","18.001485","0.336467","86.954516",""
"41437.5","31.695467","7.01071","20.960636","0.300501","88.219938","16.601563"
"41437.5416667","31.856289","7.198497","20.833443","0.30007","88.593673",""
"41437.5833333","19.738655","4.09663","13.466721","0.273585","95.062286","28.320313"
"41437.625","21.46493","4.275958","14.91904","0.270686","96.26474",""
"41437.6666667","24.082225","4.771647","16.777593","0.26861","95.232902","32.714844"
"41437.7083333","21.765828","4.279341","15.214955","0.27574","95.40555",""
"41437.75","31.34139","6.265483","21.74974","0.310688","90.830674","26.367188"
"41437.7916667","29.250667","4.762342","21.963888","0.286358","90.674274",""
"41437.8333333","25.184653","3.695679","19.531676","0.25858","93.340527","24.414063"
"41437.875","23.507664","3.250743","18.536208","0.238481","89.736545",""
"41437.9166667","11.961998","1.124184","10.245402","0.179987","92.486078","20.019531"
"41437.9583333","8.137217","0.440707","7.466658","0.188058","93.396044",""
"41438.0","6.339612","0.283372","5.909211","0.185942","95.581591","24.414063"
"41438.0416667","4.731364","0.140417","4.519191","0.1689","94.382517",""
"41438.0833333","","","","0.150447","89.057461","27.34375"
"41438.125","8.152783","0.214855","7.828765","","81.280771",""
"41438.1666667","7.680684","0.226698","7.338169","0.143305","","24.414063"
"41438.2083333","9.619659","0.504995","8.851488","0.150497","78.002465",""
"41438.25","19.723092","2.585875","15.769147","0.201005","71.7715","25.390625"
"41438.2916667","25.56337","4.176989","19.172166","0.256542","74.450614",""
"41438.3333333","33.259615","5.851844","24.303954","0.302606","74.856168","24.414063"
"41438.375","35.345151","7.395587","24.022315","0.329491","82.307867",""
"41438.4166667","29.612524","6.256178","20.033955","0.290658","90.557821","19.042969"
"41438.4583333","32.539796","6.35261","22.815293","0.295336","90.839479",""
"41438.5","36.920977","7.367674","25.642058","0.308895","89.451508","23.4375"
"41438.5416667","40.70814","8.346365","27.930208","0.301114","91.586949",""
"41438.5833333","21.828083","3.880083","15.889847","0.247384","100.652752","30.761719"
"41438.625","28.763005","6.049782","19.500528","0.265188","96.733939",""
"41438.6666667","36.957292","7.825298","24.97625","0.288929","94.465119","27.34375"
"41438.7083333","26.930381","4.704822","19.730252","0.255795","100.133446",""
"41438.75","32.106605","5.393374","23.853591","0.262752","100.455043","23.4375"
"41438.7916667","34.097461","5.160755","26.202741","0.292859","97.097522",""
"41438.8333333","34.939198","5.035563","27.237143","0.306576","92.055471","20.019531"
"41438.875","32.292073","4.348704","25.642058","0.285666","92.677683",""
"41438.9166667","12.987904","1.239224","11.095509","0.218573","105.882336","25.390625"
"41438.9583333","11.367983","0.71562","10.277848","0.224626","105.110497",""
"41439.0","8.78441","0.309595","8.315466","0.191807","107.870182","23.4375"
"41439.0416667","8.496481","0.508378","7.722339","0.199118","103.826796",""
"41439.0833333","5.097111","0.246999","4.721658","0.186304","105.726614","15.625"
"41439.125","3.972633","0.322283","3.480893","0.20183","105.285177",""
"41439.1666667","4.671702","0.373036","4.102574","0.204738","101.088777","22.460938"
"41439.2083333","8.596348","0.630185","7.635382","0.207175","96.571443",""
"41439.25","23.109492","2.736444","18.926868","0.284801","87.567254","20.507813"
"41439.2916667","46.934918","8.03677","34.636312","0.372687","79.791926",""
"41439.3333333","49.84792","8.598439","36.689548","0.367027","82.066164","17.578125"
"41439.375","47.680677","8.150965","35.207376","0.363096","84.664708",""
"41439.4166667","46.347389","8.194952","33.805677","0.325049","87.804224","34.179688"
"41439.4583333","47.635281","9.045067","33.790101","0.295178","92.493529",""
"41439.5","56.25757","11.806041","38.182101","0.316914","90.293765","37.109375"
"41439.5416667","65.118498","14.641454","42.698693","0.353349","95.901156",""
"41439.5833333","36.869097","6.234185","27.329293","0.25945","103.666332","25.390625"
"41439.625","40.147849","7.389666","28.837421","0.282482","98.263415",""
"41439.6666667","47.898569","9.725161","33.01008","0.294589","90.777181","36.132813"
"41439.7083333","53.329003","10.250456","37.63829","0.36349","89.320831",""
"41439.75","64.161331","12.829564","44.520907","0.368914","78.353857","28.808594"
"41439.7916667","77.425495","15.908592","53.069989","0.425276","69.71392",""
"41439.8333333","91.637738","17.005707","65.608729","0.502786","51.732622","31.25"
"41439.875","71.589104","9.259077","57.43214","0.426338","53.492973",""
"41439.9166667","33.936639","1.933697","30.993185","0.299148","71.163496","41.992188"
"41439.9583333","32.44771","1.973454","29.442229","0.285392","62.130874",""
"41440.0","25.224858","0.901716","23.858784","0.258074","65.02597","37.109375"
"41440.0416667","17.201774","0.476234","16.482975","0.227299","77.012598",""
"41440.0833333","","","","0.201908","81.940905","41.015625"
"41440.125","10.449724","0.170869","10.194785","","82.842751",""
"41440.1666667","45.229396","12.470062","26.127465","0.229633","","38.574219"
"41440.2083333","155.975459","63.488032","58.671606","0.253391","21.565643",""
"41440.25","585.551616","294.786468","133.656165","0.446089","1.027773","32.226563"
"41440.2916667","201.503164","68.074428","97.193751","0.472954","8.619621",""
"41440.3333333","52.334223","7.393896","41.025737","0.393656","74.527128","44.921875"
"41440.375","33.832878","3.381009","28.668698","0.322776","104.461877",""
"41440.4166667","69.301245","11.91939","51.060885","0.371511","98.617516","46.386719"
"41440.4583333","62.005765","10.620954","45.752591","0.419695","109.1681",""
"41440.5","54.42754","7.171428","43.461844","0.390746","127.512307","47.851563"
"41440.5416667","51.790791","7.416735","40.44689","0.362308","118.898101",""
"41440.5833333","25.075707","2.776201","20.833443","0.280846","130.697173","38.085938"
"41440.625","27.624261","3.469828","22.319507","0.307043","121.944855",""
"41440.6666667","29.210461","3.768425","23.448656","0.329975","111.09772","36.132813"
"41440.7083333","39.146584","6.554776","29.116461","0.322107","99.968241",""
"41440.75","54.769939","8.173803","42.266505","0.381306","90.089291","25.390625"
"41440.7916667","70.630639","10.219159","54.999924","0.41647","79.551569",""
"41440.8333333","101.387097","15.416286","77.803542","0.545605","58.276387","15.136719"
"41440.875","78.341153","7.634128","66.68207","0.434446","63.628525",""
"41440.9166667","61.359871","4.362238","54.709201","0.435076","54.832192","26.367188"
"41440.9583333","40.840433","2.94284","36.353396","0.314673","64.947439",""
"41441.0","31.83943","0.913558","30.459761","0.328165","84.679601","39.550781"
"41441.0416667","18.297719","0.322283","17.815889","0.248828","97.576196",""
"41441.0833333","17.41318","0.288448","16.982657","0.268102","83.611203","41.992188"
"41441.125","20.126452","0.642028","19.155295","0.215826","67.441037",""
"41441.1666667","12.104665","0.355273","11.567934","0.209966","80.493354","33.203125"
"41441.2083333","36.278974","7.571532","24.686824","0.189827","60.95347",""
"41441.25","44.899965","6.764557","34.551954","0.212876","52.659514","20.019531"
"41441.2916667","20.035663","1.145331","18.29221","0.250205","91.301905",""
"41441.3333333","16.680391","1.077659","15.038443","0.246586","101.38262","30.761719"
"41441.375","26.993932","2.678923","22.902252","0.307239","104.145006",""
"41441.4166667","35.879506","4.676908","28.7284","0.336465","104.266878","41.015625"
"41441.4583333","37.922241","4.878228","30.463654","0.333555","117.564301",""
"41441.5","35.425564","5.48896","27.028187","0.291506","118.586656","41.503906"
"41441.5416667","28.214386","3.583176","22.736123","0.312274","124.048477",""
"41441.5833333","8.855744","0.636953","7.884574","0.265309","129.707999","43.457031"
"41441.625","8.388833","0.642028","7.409551","0.222435","124.22993",""
"41441.6666667","9.857007","0.680093","8.820338","0.236438","116.676671","24.414063"
"41441.7083333","16.625918","2.022515","13.543295","0.259488","116.736252",""
"41441.75","21.462335","1.977683","18.442763","0.287848","115.114706","27.832031"
"41441.7916667","34.583827","3.715981","28.906208","0.331391","106.813299",""
"41441.8333333","47.606748","5.433131","39.303461","0.387914","96.307395","33.691406"
"41441.875","53.541706","3.445297","48.292524","0.415526","84.032336",""
"41441.9166667","55.925546","3.824254","50.096562","0.401052","59.019117","37.597656"
"41441.9583333","33.476213","1.105574","31.803056","0.428624","57.848486",""
"41442.0","53.961925","3.826792","48.127694","0.479877","41.655975","29.296875"
"41442.0416667","27.698189","1.154635","25.945762","0.316208","63.814715",""
"41442.0833333","","","","0.256538","85.912526","58.105469"
"41442.125","10.466584","0.28591","10.035148","","92.034482",""
"41442.1666667","6.098376","0.14803","5.875467","0.145999","","44.433594"
"41442.2083333","27.979632","3.896155","22.020996","0.159026","92.768413",""
"41442.25","77.32692","11.019366","60.473056","0.466523","58.036031","32.226563"
"41442.2916667","72.511254","10.805357","55.982415","0.46256","63.401037",""
"41442.3333333","76.350301","14.53318","54.104393","0.446669","73.309096","35.644531"
"41442.375","65.163894","13.189912","44.971272","0.374983","85.902374",""
"41442.4166667","54.021587","9.129656","40.051036","0.298983","93.108968","43.457031"
"41442.4583333","64.764425","12.646007","45.406056","0.302868","97.740046",""
"41442.5","71.974307","15.137989","48.797398","0.36486","92.519259","35.15625"
"41442.5416667","57.819126","11.225764","40.635075","0.292155","98.70215",""
"41442.5833333","84.8831","24.336162","47.602055","0.217881","88.276132","25.390625"
"41442.625","100.058994","29.027449","55.590459","0.243581","76.116179",""
"41442.6666667","106.344136","31.461067","58.145971","0.292979","75.46214","30.761719"
"41442.7083333","78.241288","17.053077","52.130331","0.372512","81.754034",""
"41442.75","64.22359","13.157768","44.079631","0.321936","80.539396","24.414063"
"41442.7916667","80.763902","15.702195","56.727394","0.411121","71.525055",""
"41442.8333333","115.210257","23.196752","79.698438","0.563123","49.506459","22.460938"
"41442.875","87.740334","13.661917","66.839118","0.566968","50.954684",""
"41442.9166667","39.747082","2.575725","35.822567","0.271164","68.782287","40.039063"
"41442.9583333","30.428321","1.685006","27.864016","0.258255","75.57182",""
"41443.0","32.985956","2.616328","28.994463","0.261826","73.024737","40.039063"
"41443.0416667","24.348106","0.834044","23.085251","0.18398","57.584434",""
"41443.0833333","14.183715","0.240232","13.824934","0.160595","62.988032","37.597656"
"41443.125","18.199148","0.384032","17.622508","0.343752","58.555332",""
"41443.1666667","26.882392","2.572342","22.954165","0.77504","52.507855","36.621094"
"41443.2083333","1058.606238","551.071507","213.811444","0.830795","11.683307",""
"41443.25","710.682407","367.026861","148.032692","0.645716","2.690627","44.433594"
"41443.2916667","195.485204","74.328071","81.576449","0.546919","36.110193",""
"41443.3333333","79.060976","16.43558","53.898032","0.388049","64.841815","57.128906"
"41443.375","84.532915","17.610516","57.571012","0.358348","71.187872",""
"41443.4166667","52.668843","9.647338","37.903055","0.324526","83.413502","70.3125"
"41443.4583333","64.744973","13.848858","43.541013","0.282032","82.673482",""
"41443.5","57.08504","11.801812","39.016632","0.313383","91.015505","51.269531"
"41443.5416667","72.679863","15.76479","48.541717","0.350775","88.451489",""
"41443.5833333","49.903692","9.160107","35.883568","0.21843","96.69196","40.527344"
"41443.625","67.139188","16.630135","41.669482","0.279285","87.454857",""
"41443.6666667","66.846069","15.89675","42.501417","0.27136","83.408769","36.132813"
"41443.7083333","70.346608","14.724351","47.803226","0.365056","80.700537",""
"41443.75","95.283538","22.939602","60.152479","0.425717","65.589963","38.085938"
"41443.7916667","97.204356","23.759268","60.81699","0.487632","54.510591",""
"41443.8333333","120.11282","29.07313","75.588073","0.575365","36.103424","36.132813"
"41443.875","68.367418","12.641778","49.018032","0.337906","44.001301",""
"41443.9166667","57.861929","5.428056","49.573524","0.313735","23.433644","40.039063"
"41443.9583333","36.961183","1.625794","34.492251","0.327429","32.793966",""
"41444.0","32.323199","2.251751","28.890634","0.262336","34.253701","49.316406"
"41444.0416667","28.891405","2.643396","24.855549","0.221451","40.922043",""
"41444.0833333","","","","0.166481","45.760297","54.6875"
"41444.125","30.388115","0.945701","28.958123","","26.780339",""
"41444.1666667","68.393362","16.482103","43.15165","0.441243","","35.15625"
"41444.2083333","608.107298","305.980926","139.051418","0.570198","11.971057",""
"41444.25","966.194172","516.033236","175.095925","0.58898","18.014475","46.386719"
"41444.2916667","90.619617","22.431225","56.265352","0.530435","39.855678",""
"41444.3333333","97.797071","24.152607","60.806604","0.547566","44.442064","59.570313"
"41444.375","79.131017","17.898118","51.724097","0.477902","58.492368",""
"41444.4166667","79.191971","18.50462","50.854524","0.461282","69.872352","64.941406"
"41444.4583333","68.952359","16.186043","44.165288","0.404192","78.391094",""
"41444.5","75.687544","19.690552","45.528054","0.479317","84.880689","53.222656"
"41444.5416667","70.11574","15.74449","46.00697","0.36714","87.660693",""
"41444.5833333","36.207638","6.705345","25.944464","0.233666","94.293826","27.832031"
"41444.625","53.096845","12.740746","33.585039","0.274412","85.219896",""
"41444.6666667","44.985564","9.247234","30.828355","0.310088","82.664","28.320313"
"41444.7083333","60.014905","12.99705","40.114629","0.341521","75.767489",""
"41444.75","76.045512","18.001317","48.478119","0.356845","67.312399","31.25"
"41444.7916667","89.499028","21.036358","57.28418","0.477746","57.505892",""
"41444.8333333","103.699601","22.515812","69.224603","0.515112","37.976842","29.296875"
"41444.875","116.935232","25.165131","78.404455","0.521987","27.599579",""
"41444.9166667","63.48042","6.748485","53.169924","0.368712","34.881336","36.132813"
"41444.9583333","49.76362","4.329249","43.155548","0.335942","22.600186",""
"41445.0","62.36762","12.243365","43.625376","0.31276","17.383457","47.851563"
"41445.0416667","37.330821","2.92423","32.869909","0.235513","24.782341",""
"41445.0833333","26.167759","0.681785","25.139783","0.209109","30.94086","50.78125"
"41445.125","20.685448","0.955007","19.234463","0.188717","49.776606",""
"41445.1666667","5.200867","0.112503","5.03185","0.157559","94.398765","51.757813"
"41445.2083333","49.231858","7.025089","38.487098","0.226987","53.104341",""
"41445.25","337.51041","146.878087","112.384043","0.500574","15.476184","47.363281"
"41445.2916667","61.070643","9.60589","46.37427","0.4359","61.816043",""
"41445.3333333","59.773666","10.061823","44.376842","0.41205","75.54271","49.804688"
"41445.375","66.506263","11.889784","48.309394","0.414329","84.395241",""
"41445.4166667","74.896389","14.598313","52.549544","0.408671","89.987732","60.058594"
"41445.4583333","60.694521","10.395949","44.785672","0.36046","101.787496",""
"41445.5","67.498447","13.055416","47.513801","0.37932","95.509819","52.734375"
"41445.5416667","65.134062","13.35909","44.681843","0.369026","100.415097",""
"41445.5833333","38.941664","6.851682","28.455845","0.253155","106.568878","41.992188"
"41445.625","53.543","10.999065","36.703821","0.271975","94.018941",""
"41445.6666667","53.865947","10.873873","37.219081","0.318261","93.339172","34.179688"
"41445.7083333","61.896819","11.633481","44.090014","0.355116","88.205037",""
"41445.75","79.287949","17.10214","53.102435","0.405095","76.73298","27.832031"
"41445.7916667","107.882349","23.526647","71.859285","0.559982","65.113991",""
"41445.8333333","121.211354","26.306234","80.932715","0.608271","56.68733","20.019531"
"41445.875","107.825283","20.521211","76.413516","0.547802","25.007125",""
"41445.9166667","63.908422","4.891763","56.447057","0.476252","42.158351","37.109375"
"41445.9583333","51.256436","2.295736","47.769482","0.423719","33.664662",""
"41446.0","51.35241","5.09393","43.572161","0.316532","49.115798","55.175781"
"41446.0416667","28.595697","0.790058","27.403273","0.260777","63.799821",""
"41446.0833333","","","","0.20133","87.472467","75.683594"
"41446.125","20.297653","0.479618","19.575805","","67.53854",""
"41446.1666667","31.096264","5.767255","22.268891","0.224822","","57.617188"
"41446.2083333","89.803817","22.844863","54.814332","0.214671","35.53808",""
"41446.25","452.221333","210.541227","129.493898","0.479707","11.869498","51.757813"
"41446.2916667","106.951118","19.788674","76.662705","0.476062","44.38587",""
"41446.3333333","59.08757","7.694186","47.323012","0.428205","75.657132","45.410156"
"41446.375","67.722823","10.685241","51.37497","0.438121","76.22044",""
"41446.4166667","75.17913","14.246426","53.372393","0.466812","81.690396","54.6875"
"41446.4583333","77.377502","19.127191","48.083567","0.42746","76.793238",""
"41446.5","63.73074","14.112775","42.121141","0.363298","86.104809","39.550781"
"41446.5416667","79.542156","15.286867","56.142052","0.37004","102.768558",""
"41446.5833333","43.198333","6.694348","32.956869","0.30474","125.932054","24.414063"
"41446.625","48.126837","8.011394","35.867992","0.253905","118.579875",""
"41446.6666667","60.427342","9.351279","46.121182","0.343543","115.494529","26.367188"
"41446.7083333","52.65198","6.707882","42.396289","0.354165","117.85882",""
"41446.75","78.431945","12.666309","59.051882","0.434359","102.053584","40.527344"
"41446.7916667","89.358952","13.35909","68.923497","0.511729","93.954619",""
"41446.8333333","135.090282","26.337533","94.77322","0.627001","56.600667","42.480469"
"41446.875","122.696388","19.798827","92.403299","0.6047","39.771043",""
"41446.9166667","88.665073","7.670501","76.957327","0.587022","22.028748","57.128906"
"41446.9583333","70.107965","4.375772","63.442587","0.485351","22.967829",""
"41447.0","75.485217","7.88451","63.439991","0.55355","33.479149","66.40625"
"41447.0416667","26.10291","0.554056","25.270869","0.331511","86.589579",""
"41447.0833333","13.249894","0.203013","12.947572","0.291767","103.302749","77.148438"
"41447.125","13.832234","0.290139","13.396637","0.24097","102.140242",""
"41447.1666667","20.03696","0.91102","18.653018","0.233837","77.558312","70.3125"
"41447.2083333","204.910314","79.612327","82.900285","0.327356","24.32533",""
"41447.25","535.190069","261.081259","134.974794","0.434711","1.779985","53.222656"
"41447.2916667","104.165216","24.995106","65.886481","0.457954","37.657269",""
"41447.3333333","34.780968","5.224197","26.789379","0.379839","70.133698","47.851563"
