NetC,Provincia di TARANTO,,,,
03/01/2007 16.00,"9,066463","18,599913","4,8021","11,244754","20,51281"
03/01/2007 17.00,"8,878632","10,580719","1,582654","8,159721",
03/01/2007 18.00,"8,950875","10,060632","1,680778","7,488723","18,55921"
03/01/2007 19.00,"8,528255","9,401768","1,558969","7,016298",
03/01/2007 20.00,"7,899744","18,675138","3,342944","13,558869","22,46641"
03/01/2007 21.00,"8,244703","15,660969","1,861796","12,815186",
03/01/2007 22.00,"8,81542","9,904995","1,420243","7,732722","15,14041"
03/01/2007 23.00,"8,573407","8,579488","1,481148","6,31285",
04/01/2007 0.00,"7,91961","9,940013","1,331426","7,904041","18,07081"
04/01/2007 1.00,"8,409055","6,187866","1,229073","4,30634",
04/01/2007 2.00,"8,461431","4,499206","1,136026","2,759276","21,001221"
04/01/2007 3.00,"8,279017","3,84942","1,215539","1,987042",
04/01/2007 4.00,"8,380157","5,315002","1,276443","3,360191","17,094"
04/01/2007 5.00,"7,227886","5,819525","1,245991","3,911785",
04/01/2007 6.00,"7,645088","4,411011","1,301819","2,416638","11,72161"
04/01/2007 7.00,"7,93767","6,49914","1,617335","4,022106",
04/01/2007 8.00,"7,424746","4,896079","1,762828","2,194701","15,14041"
04/01/2007 9.00,"8,690801","5,012807","1,723918","2,371213",
04/01/2007 10.00,"8,741371","4,687266","1,790743","1,942915","8,791209"
04/01/2007 11.00,"8,277211","4,658733","1,728993","2,009107",
04/01/2007 12.00,"8,900305","5,28128","1,756907","2,589255","5,372406"
04/01/2007 13.00,"8,867795","4,228137","1,33058","2,18951",
04/01/2007 14.00,"7,85098","4,234623","1,499757","1,936426","6,349206"
04/01/2007 15.00,"8,042423","4,359132","1,289131","2,384191",
04/01/2007 16.00,"7,558397","5,04134","1,266292","3,101914","5,372406"
04/01/2007 17.00,"7,623415","16,104532","1,28321","14,146801",
04/01/2007 18.00,"7,836531","21,376732","2,898853","16,943712","7,326007"
04/01/2007 19.00,"8,049647","37,491643","4,609236","30,445463",
04/01/2007 20.00,"7,820276","30,130003","3,259202","25,15016","14,16361"
04/01/2007 21.00,"7,397655","15,544241","1,713767","12,925509",
04/01/2007 22.00,"8,185102","22,763201","3,540881","17,34606","14,16361"
04/01/2007 23.00,"7,858204","18,619367","2,025053","15,525137",
05/01/2007 0.00,"7,208019","9,39269","1,499757","7,098063","18,07081"
05/01/2007 1.00,"7,583681","11,589766","1,411785","9,431638",
05/01/2007 2.00,"7,905161","6,505626","1,141946","4,757998","15,62881"
05/01/2007 3.00,"7,628833","3,420122","1,253604","1,500341",
05/01/2007 4.00,"7,204406","4,842903","1,30774","2,841043","15,14041"
05/01/2007 5.00,"7,486153","7,35255","1,349189","5,287531",
05/01/2007 6.00,"7,233303","6,278654","1,379641","4,166169","14,16361"
05/01/2007 7.00,"7,823889","8,683245","2,327034","5,118808",
05/01/2007 8.00,"7,930447","45,535465","18,430161","17,288954","7,814408"
05/01/2007 9.00,"15,586369","70,701972","24,229571","33,574641",
05/01/2007 10.00,"21,591529","50,779143","13,890296","29,50191","5,372406"
05/01/2007 11.00,"35,794454","76,729019","22,275573","42,603948",
05/01/2007 12.00,"31,324444","45,707965","11,795043","27,642071","12,69841"
05/01/2007 13.00,"16,633889","16,238121","3,215216","11,316141",
05/01/2007 14.00,"12,259589","9,71045","1,837266","6,89819","27,35042"
05/01/2007 15.00,"11,04049","18,737392","1,882944","15,861296",
05/01/2007 16.00,"8,564376","19,356036","2,667927","15,275946","23,44322"
05/01/2007 17.00,"8,488522","37,771769","2,171391","34,466285",
05/01/2007 18.00,"8,215805","29,303828","3,005436","24,712771","11,72161"
05/01/2007 19.00,"8,577019","40,405933","6,064162","31,129443",
05/01/2007 20.00,"8,297078","25,760509","2,882782","21,355165","14,16361"
05/01/2007 21.00,"7,509632","11,063193","1,376258","8,959213",
05/01/2007 22.00,"7,778737","7,340877","1,337346","5,29402","15,14041"
05/01/2007 23.00,"7,93767","9,11903","1,32043","7,099361",
06/01/2007 0.00,"8,418083","10,235724","1,470152","7,987104","12,69841"
06/01/2007 1.00,"7,316383","14,576697","1,560662","12,192201",
06/01/2007 2.00,"8,248315","11,550856","1,434624","9,357659","7,814408"
06/01/2007 3.00,"7,585488","11,31351","2,640858","7,269382",
06/01/2007 4.00,"8,094798","6,893419","1,836421","4,081808","19,53602"
06/01/2007 5.00,"8,712474","44,130851","14,425745","22,027482",
06/01/2007 6.00,"11,156082","152,010574","66,990834","49,329502","11,23321"
06/01/2007 7.00,"14,874774","212,803688","106,450512","49,620222",
06/01/2007 8.00,"14,482852","248,400348","127,052964","53,63066","13,18681"
06/01/2007 9.00,"13,263765","197,49793","93,973795","53,447664",
06/01/2007 10.00,"15,028289","44,623708","9,727697","29,729038","25,39682"
06/01/2007 11.00,"12,487153","43,883113","8,146736","31,413682",
06/01/2007 12.00,"12,382401","43,06084","8,071452","30,706335","43,46764"
06/01/2007 13.00,"14,042176","60,105668","12,778795","40,540326",
06/01/2007 14.00,"15,503289","67,888828","16,550607","42,541634","41,025631"
06/01/2007 15.00,"13,097607","62,722969","8,917338","49,084211",
06/01/2007 16.00,"12,041056","81,68735","19,364875","52,031676","42,97924"
06/01/2007 17.00,"11,166914","74,31921","20,411245","43,052999",
06/01/2007 18.00,"11,589538","99,507765","33,87438","47,602047","50,305241"
06/01/2007 19.00,"10,231376","63,966764","14,602532","41,605885",
06/01/2007 20.00,"9,980333","89,72859","25,783469","50,230227","58,608051"
06/01/2007 21.00,"10,238596","71,678583","21,953284","38,044517",
06/01/2007 22.00,"8,501164","16,218667","1,469305","13,975477","46,88644"
06/01/2007 23.00,"8,12189","16,430075","1,687544","13,852183",
07/01/2007 0.00,"8,781104","8,400504","1,349189","6,336211","43,956032"
07/01/2007 1.00,"8,739565","6,337018","1,403326","4,188234",
07/01/2007 2.00,"9,207337","10,728574","1,312817","8,721701","29,79241"
07/01/2007 3.00,"8,83348","13,453518","1,857567","10,612697",
07/01/2007 4.00,"8,387382","12,937322","2,495367","9,117551","20,51281"
07/01/2007 5.00,"7,991853","25,647663","5,554938","17,142285",
07/01/2007 6.00,"10,179","90,055428","33,001417","39,48255","24,42001"
07/01/2007 7.00,"10,057995","49,474355","16,720624","23,853577",
07/01/2007 8.00,"12,871843","168,308364","79,312864","46,732471","22,46641"
07/01/2007 9.00,"16,890335","132,623436","50,157694","55,756577",
07/01/2007 10.00,"24,652831","79,049306","22,347474","44,8155","21,97802"
07/01/2007 11.00,"48,917363","95,98129","27,659644","53,608596",
07/01/2007 12.00,"38,71306","79,243851","19,521361","49,346387","38,58363"
07/01/2007 13.00,,,,,
07/01/2007 14.00,,,,,
07/01/2007 15.00,,,,,
07/01/2007 16.00,,,,,
07/01/2007 17.00,,,,,
07/01/2007 18.00,,,,,
07/01/2007 19.00,,,,,
07/01/2007 20.00,,,,,
07/01/2007 21.00,,,,,
07/01/2007 22.00,,,,,
07/01/2007 23.00,,,,,
08/01/2007 0.00,,,,,
08/01/2007 1.00,,,,,
08/01/2007 2.00,,,,,
08/01/2007 3.00,,,,,
08/01/2007 4.00,,,,,
08/01/2007 5.00,,,,,
08/01/2007 6.00,,,,,
08/01/2007 7.00,,,,,
08/01/2007 8.00,,,,,
08/01/2007 9.00,,,,,
08/01/2007 10.00,,,,,
08/01/2007 11.00,,,,,
08/01/2007 12.00,,,,,
08/01/2007 13.00,,,,,
08/01/2007 14.00,,,,,
08/01/2007 15.00,,,,,
08/01/2007 16.00,,,,,
08/01/2007 17.00,,,,,
08/01/2007 18.00,,,,,
08/01/2007 19.00,,,,,
08/01/2007 20.00,,,,,
08/01/2007 21.00,,,,,
08/01/2007 22.00,,,,,
08/01/2007 23.00,,,,,
09/01/2007 0.00,,,,,
09/01/2007 1.00,,,,,
09/01/2007 2.00,,,,,
09/01/2007 3.00,,,,,
09/01/2007 4.00,,,,,
09/01/2007 5.00,,,,,
09/01/2007 6.00,,,,,
09/01/2007 7.00,,,,,
09/01/2007 8.00,,,,,
09/01/2007 9.00,,,,,
09/01/2007 10.00,,,,,
09/01/2007 11.00,,,,,
09/01/2007 12.00,,,,,
09/01/2007 13.00,,,,,
09/01/2007 14.00,,,,,
09/01/2007 15.00,,,,,
09/01/2007 16.00,"37,27544","75,591552","17,519152",,"55,67765"
09/01/2007 17.00,"23,029171","90,884167","28,969081","46,498846",
09/01/2007 18.00,"11,883929","14,029375","1,329735","11,998825","55,67765"
09/01/2007 19.00,"10,448098","12,797249","1,399097","10,659417",
09/01/2007 20.00,"9,447544","54,673943","9,931557","39,473469","58,119652"
09/01/2007 21.00,"9,061046","40,596597","6,817001","30,165126",
09/01/2007 22.00,"9,257906","36,221901","3,76335","30,472729","56,654442"
09/01/2007 23.00,"8,790135","29,233792","2,766896","25,008673",
10/01/2007 0.00,"8,737759","16,169382","1,886327","13,286316","44,444431"
10/01/2007 1.00,"8,69622","13,518367","1,600418","11,072139",
10/01/2007 2.00,"8,376545","9,857007","1,532746","7,512083","39,56044"
10/01/2007 3.00,"8,573407","4,763788","1,332271","2,722935",
10/01/2007 4.00,"8,372933","5,433026","1,303512","3,436766","48,84005"
10/01/2007 5.00,"8,069513","7,095747","1,509907","4,783956",
10/01/2007 6.00,"7,858204","24,704761","3,223675","19,775663","36,141621"
10/01/2007 7.00,"8,073126","22,63609","3,278657","17,621208",
10/01/2007 8.00,"11,430601","154,812056","65,321899","54,693618","28,327221"
10/01/2007 9.00,"13,243892","227,162418","108,713335","60,517168",
10/01/2007 10.00,"14,132476","241,409686","115,585278","64,230387","21,001221"
10/01/2007 11.00,"12,640669","115,372374","42,136991","50,800003",
10/01/2007 12.00,"19,005237","117,291887","40,41476","55,363315","23,93162"
10/01/2007 13.00,"47,55016","87,890759","26,383201","47,470961",
10/01/2007 14.00,"67,693237","40,757416","7,805843","28,808868","37,606831"
10/01/2007 15.00,"62,793381","51,268099","10,182776","35,679793",
10/01/2007 16.00,"28,010294","47,543198","9,028149","33,723892","61,53846"
10/01/2007 17.00,"24,051409","115,307519","32,53025","65,475043",
10/01/2007 18.00,"15,963838","97,553221","22,550486","63,020764","59,096451"
10/01/2007 19.00,"13,153592","112,100099","37,69777","54,336686",
10/01/2007 20.00,"11,152462","106,444002","37,680012","48,703936","56,16605"
10/01/2007 21.00,"10,034516","76,110353","22,400759","41,792764",
10/01/2007 22.00,"9,035761","34,036486","4,456978","27,221545","54,21244"
10/01/2007 23.00,"9,17844","38,12327","13,149303","17,97423",
11/01/2007 0.00,"8,235672","18,088905","2,840489","13,743163","50,793652"
11/01/2007 1.00,"8,102023","19,352154","1,786513","16,624438",
11/01/2007 2.00,"8,365709","13,321226","1,548819","10,954033","46,398041"
11/01/2007 3.00,"8,06229","10,077494","1,308587","8,076659",
11/01/2007 4.00,"8,387382","9,834959","1,298436","7,84953","41,025631"
11/01/2007 5.00,"8,43434","8,408285","1,449849","6,189553",
11/01/2007 6.00,"8,540897","16,28611","2,701763","12,151972","29,30402"
11/01/2007 7.00,"8,085768","20,258728","5,064324","12,502401",
11/01/2007 8.00,"9,698587","86,783153","34,162823","34,426039","21,48962"
11/01/2007 9.00,"11,69971","136,232884","64,236625","37,76678",
11/01/2007 10.00,"11,452274","144,136674","64,668035","45,014082","28,327221"
11/01/2007 11.00,"11,150662","136,300322","55,458015","51,303586",
11/01/2007 12.00,"11,145241","125,182694","48,242603","51,249055","48,35165"
11/01/2007 13.00,"27,463067","189,236369","76,519749","71,960507",
11/01/2007 14.00,"34,326119","136,858056","47,15564","64,600266","42,97924"
11/01/2007 15.00,"27,537116","69,563206","19,955303","38,99327",
11/01/2007 16.00,"11,827934","12,473004","1,699385","9,874212","64,95726"
11/01/2007 17.00,"10,948381","10,903665","1,505678","8,600997",
11/01/2007 18.00,"9,035761","12,074834","1,483686","9,806722","66,910851"
11/01/2007 19.00,"9,815981","53,221341","11,220677","36,041889",
11/01/2007 20.00,"9,366271","72,932743","14,131365","51,300986","46,88644"
11/01/2007 21.00,"9,310282","63,966764","14,133909","42,324891",
11/01/2007 22.00,"8,620365","40,660151","5,472888","32,291041","46,88644"
11/01/2007 23.00,"10,45894","120,460394","46,800369","48,736382",
12/01/2007 0.00,"10,773193","115,764046","42,878844","50,05373","44,932831"
12/01/2007 1.00,"9,024924","22,278126","2,604486","18,297401",
12/01/2007 2.00,"8,463237","11,851755","1,267138","9,915744","46,398041"
12/01/2007 3.00,"8,86599","10,249991","1,361879","8,167509",
12/01/2007 4.00,"8,793747","11,011315","1,767903","8,306382","43,46764"
12/01/2007 5.00,"8,470461","13,642877","1,516675","11,325223",
12/01/2007 6.00,"8,66371","13,478159","1,82627","10,685374","30,28083"
12/01/2007 7.00,"9,135094","20,777531","4,018808","14,625712",
12/01/2007 8.00,"10,148298","86,281236","31,40607","38,153539","27,83882"
12/01/2007 9.00,"11,174145","112,599419","48,099643","38,876447",
12/01/2007 10.00,"11,387257","119,625156","53,244331","38,013351","15,14041"
12/01/2007 11.00,"14,491884","216,250823","105,863498","53,970692",
12/01/2007 12.00,"14,428677","41,197099","9,315752","26,932126","28,327221"
12/01/2007 13.00,"12,734579","20,579084","4,357163","13,907996",
12/01/2007 14.00,"9,675108","8,89984","1,864335","6,045488","42,97924"
12/01/2007 15.00,"9,151349","9,161827","1,910012","6,237573",
12/01/2007 16.00,"8,983384","7,046464","1,587729","4,615233","41,514042"
12/01/2007 17.00,"10,021874","7,815569","1,536976","5,462745",
12/01/2007 18.00,"10,020068","7,962126","1,528518","5,622383","35,164822"
12/01/2007 19.00,"8,793747","11,631269","2,252596","8,183085",
12/01/2007 20.00,"8,779298","7,991957","1,291669","6,015638","30,76923"
12/01/2007 21.00,"8,688995","9,102168","1,514137","6,785275",
12/01/2007 22.00,"8,703444","10,181251","1,403326","8,035127","30,76923"
12/01/2007 23.00,"8,436146","11,423752","1,539514","9,069531",
13/01/2007 0.00,"8,690801","10,004863","1,377949","7,897552","18,07081"
13/01/2007 1.00,"8,643843","9,597612","1,388946","7,473147",
13/01/2007 2.00,"7,91961","7,299373","1,292515","5,321275","16,60561"
13/01/2007 3.00,"8,25012","6,62754","1,208772","4,777467",
13/01/2007 4.00,"7,617996","6,552317","1,352572","4,481552","26,86202"
13/01/2007 5.00,"7,912386","5,147693","1,212156","3,291405",
13/01/2007 6.00,"8,167041","5,771536","1,245146","3,865064","16,60561"
13/01/2007 7.00,"8,374739","6,570473","1,688389","3,984466",
13/01/2007 8.00,"8,051452","12,811514","2,865019","8,424488","21,97802"
13/01/2007 9.00,"8,400024","16,842514","2,697533","12,715247",
13/01/2007 10.00,"10,634128","60,292453","17,592738","33,341017","16,11721"
13/01/2007 11.00,"12,449229","25,580227","6,31539","15,908014",
13/01/2007 12.00,"18,16182","30,938034","8,128126","18,488183","21,48962"
13/01/2007 13.00,"27,87304","32,259645","8,236397","19,644575",
13/01/2007 14.00,"31,990872","35,729047","8,878428","22,131304","27,83882"
13/01/2007 15.00,"10,803895","10,059336","2,295736","6,543872",
13/01/2007 16.00,"10,162747","6,142472","1,796664","3,390043","32,722832"
13/01/2007 17.00,"9,844879","7,451119","1,781437","4,722955",
13/01/2007 18.00,"8,873214","4,889594","1,25445","2,968233","26,37361"
13/01/2007 19.00,"7,74984","12,996982","1,773824","10,28433",
13/01/2007 20.00,"7,968374","46,080173","9,468011","31,584996","20,02442"
13/01/2007 21.00,"8,492133","52,951576","15,539777","29,144998",
13/01/2007 22.00,"8,112859","31,288216","3,515505","25,915898","33,699631"
13/01/2007 23.00,"7,75887","22,982373","1,724763","20,35192",
14/01/2007 0.00,"7,993658","16,9333","1,624948","14,451804","29,30402"
14/01/2007 1.00,"8,383771","19,4598","1,89394","16,567334",
14/01/2007 2.00,"7,943089","9,321355","1,867718","6,462106","39,072041"
14/01/2007 3.00,"7,746227","33,089701","5,008496","25,427898",
14/01/2007 4.00,"8,058677","11,684444","1,383871","9,56921","36,141621"
14/01/2007 5.00,"8,177877","18,040916","1,575041","15,636761",
14/01/2007 6.00,"7,78596","10,731168","1,292515","8,755445","29,79241"
14/01/2007 7.00,"8,082155","10,307056","1,543742","7,945572",
14/01/2007 8.00,"8,083963","9,892026","1,394021","7,759978","27,83882"
14/01/2007 9.00,"8,378351","21,086204","4,139769","14,749017",
14/01/2007 10.00,"9,221785","43,715814","11,647007","25,87567","22,46641"
14/01/2007 11.00,"11,255413","59,075885","18,112114","31,326723",
14/01/2007 12.00,"11,5191","35,847074","8,777767","22,403859","24,42001"
14/01/2007 13.00,"14,55329","33,255721","7,05808","22,449288",
14/01/2007 14.00,"18,978166","32,293353","5,373919","24,07032","23,44322"
14/01/2007 15.00,"25,21271","46,252695","7,063155","35,447467",
14/01/2007 16.00,"21,085836","37,381395","4,546642","30,4312","25,88522"
14/01/2007 17.00,"12,514246","40,997331","3,768425","35,243703",
14/01/2007 18.00,"9,776248","42,618575","2,808344","38,339135","45,421242"
14/01/2007 19.00,"9,635375","22,20809","1,532746","19,871703",
14/01/2007 20.00,"8,757625","12,657176","1,325505","10,632167","38,09523"
14/01/2007 21.00,"7,860009","17,444308","1,585191","15,024165",
14/01/2007 22.00,"8,318751","14,487206","1,318737","12,47385","41,025631"
14/01/2007 23.00,"8,569794","24,346795","2,670464","20,266263",
15/01/2007 0.00,"8,813614","44,902554","2,807498","40,625984","41,514042"
15/01/2007 1.00,"8,716086","61,336502","9,386805","46,976463",
15/01/2007 2.00,"7,780543","19,487028","1,416015","17,327882","42,97924"
15/01/2007 3.00,"7,814859","6,754643","1,119108","5,042233",
15/01/2007 4.00,"7,971986","8,016599","1,298436","6,029915","43,956032"
15/01/2007 5.00,"8,475879","10,674101","1,572503","8,268744",
15/01/2007 6.00,"7,672179","9,553514","1,473535","7,299232","37,118431"
15/01/2007 7.00,"8,829868","19,737346","3,0951","15,0021",
15/01/2007 8.00,"10,832788","145,17944","56,26753","58,946728","26,37361"
15/01/2007 9.00,"10,379471","122,981688","49,727977","46,767499",
15/01/2007 10.00,"9,200113","27,909596","7,918346","15,779524","36,630032"
15/01/2007 11.00,"9,005057","11,15917","2,280511","7,66783",
15/01/2007 12.00,"9,09536","10,636488","2,211148","7,251212","30,28083"
15/01/2007 13.00,"9,662466","11,021689","2,087649","7,826168",
15/01/2007 14.00,"10,067024","9,836255","1,871102","6,972169","30,28083"
15/01/2007 15.00,"10,009231","11,143606","2,10795","7,91702",
15/01/2007 16.00,"9,834042","10,198113","1,914242","7,268084","30,28083"
15/01/2007 17.00,"9,868358","9,318762","1,580962","6,899488",
15/01/2007 18.00,"8,876826","10,776563","1,542051","8,417999","27,83882"
15/01/2007 19.00,"8,961712","16,675202","2,841333","12,327182",
15/01/2007 20.00,"8,923784","15,628545","2,250904","12,185711","28,327221"
15/01/2007 21.00,"8,338618","10,388766","1,501449","8,092232",
15/01/2007 22.00,"8,817226","12,386107","2,131634","9,124041","39,56044"
15/01/2007 23.00,"8,633007","12,754448","1,997139","9,698998",
16/01/2007 0.00,"8,698026","23,60234","1,552203","21,237062","30,28083"
16/01/2007 1.00,"8,013525","13,448331","1,470152","11,201931",
16/01/2007 2.00,"8,472268","10,172173","1,230765","8,290806","24,42001"
16/01/2007 3.00,"7,683015","13,6753","1,597034","11,23438",
16/01/2007 4.00,"7,80944","8,580784","1,372875","6,480276","32,234421"
16/01/2007 5.00,"8,09841","7,752016","1,40671","5,59902",
16/01/2007 6.00,"7,841949","9,261696","1,816964","6,480276","27,35042"
16/01/2007 7.00,"7,464481","18,549331","3,143315","13,739267",
16/01/2007 8.00,"9,778054","76,721237","29,326034","31,778396","21,97802"
16/01/2007 9.00,"11,770147","160,836521","76,091739","44,197713",
16/01/2007 10.00,"15,830184","252,36392","126,071696","59,102482","19,53602"
16/01/2007 11.00,"21,031651","256,206854","127,133271","61,319252",
16/01/2007 12.00,"20,45913","67,179362","19,912158","36,673957","67,88765"
16/01/2007 13.00,"27,345675","45,896029","11,683381","28,001583",
16/01/2007 14.00,"19,41341","44,03747","10,296979","28,268939","77,65567"
16/01/2007 15.00,"14,358239",,,,
16/01/2007 16.00,"13,059672","42,041706","8,982889","28,288039","60,561661"
16/01/2007 17.00,"10,883364","51,082634","9,090745","37,169739",
16/01/2007 18.00,"10,462549","83,828657","17,550452","56,958403","52,25885"
16/01/2007 19.00,"10,057995","88,583362","19,534055","58,672894",
16/01/2007 20.00,"9,452962","48,109974","5,03641","40,415721","46,398041"
16/01/2007 21.00,"9,380719","43,510905","3,707522","37,852437",
16/01/2007 22.00,"8,692607","48,710475","3,797186","42,918033","58,608051"
16/01/2007 23.00,"8,911142","41,868918","6,678276","31,65119",
17/01/2007 0.00,"8,793747","58,59341","4,673524","51,46322","47,863232"
17/01/2007 1.00,"8,410861","19,500009","1,490453","17,226653",
17/01/2007 2.00,"8,13995","12,278459","1,255296","10,360904","47,37484"
17/01/2007 3.00,"8,474073","8,624881","1,586038","6,197341",
17/01/2007 4.00,"8,338618","7,925811","1,418552","5,754766","43,956032"
17/01/2007 5.00,"7,776931","9,147562","1,338193","7,100657",
17/01/2007 6.00,"7,692046","10,860865","2,022515","7,809298","32,234421"
17/01/2007 7.00,"8,186908","34,927517","6,943039","24,298748",
17/01/2007 8.00,"8,226641","55,856803","14,662588","33,398127","28,327221"
17/01/2007 9.00,"8,768462","82,597808","30,138094","36,413102",
17/01/2007 10.00,"9,483665","82,081626","28,888713","37,813489","20,51281"
17/01/2007 11.00,"9,944212","80,709418","27,235852","38,976385",
17/01/2007 12.00,"10,202472","48,550936","10,986369","31,727767","78,632462"
17/01/2007 13.00,"10,36502","31,17927","5,269027","23,116386",
17/01/2007 14.00,"63,653073","53,808859","10,776593","37,311208","85,47007"
17/01/2007 15.00,"21,764928","59,56744","12,803336","39,964069",
17/01/2007 16.00,"15,548435","52,186357","12,118167","33,629154","80,097672"
17/01/2007 17.00,"12,646089","55,681703","9,565288","41,043891",
17/01/2007 18.00,"11,105508","65,51405","10,554123","49,36585","68,37606"
17/01/2007 19.00,"10,211503","87,790894","19,453698","58,003193",
17/01/2007 20.00,"9,936988","93,01899","24,874145","54,918144","57,142841"
17/01/2007 21.00,"8,376545","49,548313","5,831544","40,635064",
17/01/2007 22.00,"7,899744","53,268031","6,591996","43,190587","62,515251"
17/01/2007 23.00,"8,288048","38,644635","5,119308","30,81666",
18/01/2007 0.00,"8,385576","19,915027","1,862643","17,070911","51,282051"
18/01/2007 1.00,"7,946702","24,211903","2,415853","20,521934",
18/01/2007 2.00,"8,306108","21,790451","4,519572","14,871017","42,97924"
18/01/2007 3.00,"8,129113","8,862227","1,26883","6,921553",
18/01/2007 4.00,"8,717891","16,039685","1,226535","14,168864","41,514042"
18/01/2007 5.00,"7,939477","21,461033","1,849954","18,637435",
18/01/2007 6.00,"9,167603","29,301246","2,421774","25,605713","33,699631"
18/01/2007 7.00,"9,286803","34,843217","5,96181","25,719918",
18/01/2007 8.00,"9,340986","53,108515","17,108042","26,895798","33,211231"
18/01/2007 9.00,"12,039246","158,688731","75,018296","43,69545",
18/01/2007 10.00,"15,138462","276,622419","143,982479","55,896743","35,653221"
