,Provincia di TARANTO,,,
05/01/2006 18.00,"2,342161","42,407164","13,180591","22,213079"
05/01/2006 19.00,"1,981796","41,313827","11,509979","23,68226"
05/01/2006 20.00,"1,792835","33,355586","9,480699","18,832124"
05/01/2006 21.00,"1,287256","21,145859","7,167198","10,163637"
05/01/2006 22.00,"1,218724","17,372976","4,820709","9,988423"
05/01/2006 23.00,"1,202569","14,920397","2,933536","10,429696"
06/01/2006 0.00,"1,495149","14,077363","2,168007","10,760657"
06/01/2006 1.00,,"10,847896","1,827116","8,052"
06/01/2006 2.00,"0,959906","10,850489","1,836421","8,040317"
06/01/2006 3.00,"1,129492","13,641578","1,899015","10,737292"
06/01/2006 4.00,"0,959424","12,849127","1,443083","10,643844"
06/01/2006 5.00,"0,97666","11,375765","1,304357","9,382318"
06/01/2006 6.00,"0,897109","8,45368","1,197776","6,621743"
06/01/2006 7.00,"0,923867","7,43815","1,13941","5,695062"
06/01/2006 8.00,"0,893011","7,093155","0,977","5,59902"
06/01/2006 9.00,"0,842629","6,365551","0,751147","5,217446"
06/01/2006 10.00,"0,743794","6,57566","1,084427","4,929317"
06/01/2006 11.00,"0,689314","6,954378","1,442236","4,746318"
06/01/2006 12.00,"0,935077","9,659867","2,974984","5,101935"
06/01/2006 13.00,"1,259906","12,194156","4,681137","5,02017"
06/01/2006 14.00,"1,946327","15,677828","6,846607","5,183702"
06/01/2006 15.00,"2,18558","20,913705","9,002772","7,114936"
06/01/2006 16.00,"1,843635","26,920004","10,461925","10,886543"
06/01/2006 17.00,"1,806873","25,904463","9,227779","11,763906"
06/01/2006 18.00,"2,030337","32,132516","7,286469","20,974888"
06/01/2006 19.00,"1,792651","29,096318","6,649516","18,913887"
06/01/2006 20.00,"2,029975","26,943349","5,016954","19,264298"
06/01/2006 21.00,"1,214225","14,518333","3,43853","9,252531"
06/01/2006 22.00,"1,232304","14,784212","2,88109","10,373885"
06/01/2006 23.00,"1,278347","11,130637","2,309271","7,595148"
07/01/2006 0.00,"0,965088","9,648194","1,553047","7,271978"
07/01/2006 1.00,"1,079351","10,233131","0,624264","9,282381"
07/01/2006 2.00,"1,340902","7,632696","0,230927","7,513382"
07/01/2006 3.00,"1,218564","7,445932",0,"8,151934"
07/01/2006 4.00,"1,076218","4,648357",0,"5,561383"
07/01/2006 5.00,"1,026921","3,577055",0,"4,799533"
07/01/2006 6.00,"0,943755","3,462922",0,"5,109723"
07/01/2006 7.00,"0,973646","2,937648",0,"4,815106"
07/01/2006 8.00,"1,132264","4,973898",0,"6,578915"
07/01/2006 9.00,"0,961834","5,383742","0,002538","6,267425"
07/01/2006 10.00,"0,911694","6,735188","0,087972","6,678851"
07/01/2006 11.00,"0,881802","7,324015","0,971924","5,837827"
07/01/2006 12.00,"1,842189","9,558703","2,393014","5,893637"
07/01/2006 13.00,"2,315633","15,319865","5,531253","6,843681"
07/01/2006 14.00,"3,436927","20,009711","8,685564","6,697021"
07/01/2006 15.00,"3,610009","23,385748","10,95338","6,595786"
07/01/2006 16.00,"3,51467","25,802","11,400858","8,327148"
07/01/2006 17.00,"2,651672","28,835636","12,513183","9,656167"
07/01/2006 18.00,"1,866777","29,879702","12,074181","11,374549"
07/01/2006 19.00,"2,176299","47,052941","12,700134","27,59924"
07/01/2006 20.00,"3,116437","63,289763","18,309202","35,241121"
07/01/2006 21.00,"2,991085","55,650555","16,02193","31,106077"
07/01/2006 22.00,"2,227404","38,6654","4,552562","31,707002"
07/01/2006 23.00,"2,233068","35,777036","3,382701","30,611597"
08/01/2006 0.00,"2,250546","54,030653","8,548532","40,951749"
08/01/2006 1.00,,"80,120583","24,725267","42,239234"
08/01/2006 2.00,"1,733305","51,284962","10,431466","35,315079"
08/01/2006 3.00,"1,305446","39,215291","6,637674","29,058039"
08/01/2006 4.00,"1,329924","26,289675","3,556954","20,850302"
08/01/2006 5.00,"1,29275","24,87596","3,167846","20,032655"
08/01/2006 6.00,"1,389329","22,732074","4,303026","16,166288"
08/01/2006 7.00,"1,673171","29,0224","5,082934","21,269508"
08/01/2006 8.00,"1,651001","45,269602","13,149303","25,125496"
08/01/2006 9.00,"1,479408","34,579914","9,744615","19,652358"
08/01/2006 10.00,"2,138994","40,793742","12,328795","21,905477"
08/01/2006 11.00,"1,544765","25,868155","6,212192","16,354478"
08/01/2006 12.00,"1,935573","17,854152","4,79364","10,511457"
08/01/2006 13.00,"7,644253","21,977236","7,36429","10,693165"
08/01/2006 14.00,"8,76128","25,84999","10,250452","10,140275"
08/01/2006 15.00,"6,171891","26,64892","11,879629","8,440061"
08/01/2006 16.00,"4,684952","29,161174","13,083312","9,107169"
08/01/2006 17.00,"2,965679","31,236325","13,763413","10,140275"
08/01/2006 18.00,"1,984104","38,583682","13,362465","18,107909"
08/01/2006 19.00,"1,884793","42,872794","12,140159","24,275382"
08/01/2006 20.00,"1,493621","32,509965","9,188869","18,433671"
08/01/2006 21.00,"1,436828","23,266419","7,619747","11,591289"
08/01/2006 22.00,"1,299067","24,053687","6,386446","14,271397"
08/01/2006 23.00,"1,319233","23,370185","6,102228","14,023499"
09/01/2006 0.00,"1,81573","49,003583","10,531288","32,878979"
09/01/2006 1.00,"1,331867","30,572286","6,785704","20,181906"
09/01/2006 2.00,"0,940149","19,369019","5,702968","10,632167"
09/01/2006 3.00,"0,868899","14,214842","4,959435","6,615254"
09/01/2006 4.00,"0,844482","11,291461","4,747962","4,014319"
09/01/2006 5.00,"0,702348","10,689665","4,531415","3,744361"
09/01/2006 6.00,"0,634621","12,520992","4,323326","5,896233"
09/01/2006 7.00,"1,273373","32,412682","7,432807","21,030699"
09/01/2006 8.00,"1,819617","82,691189","27,762834","40,150967"
09/01/2006 9.00,"0,906013","25,5504","6,183432","16,080632"
09/01/2006 10.00,"1,249806","33,268685","9,14911","19,253915"
09/01/2006 11.00,"0,887547","16,952755","5,949123","7,836552"
09/01/2006 12.00,"1,266146","20,187412","8,101058","7,771658"
09/01/2006 13.00,"1,121946","18,507828","8,884349","4,889083"
09/01/2006 14.00,"1,601739","21,030431","10,088892","5,565275"
09/01/2006 15.00,"1,16981","21,130295","10,362103","5,245998"
09/01/2006 16.00,"1,209595","20,852749","10,57443","4,642489"
09/01/2006 17.00,"0,831119","21,280751","9,527222","6,677553"
09/01/2006 18.00,"0,884692","19,71142","7,548693","8,14285"
09/01/2006 19.00,"0,753613","19,518153","6,229956","9,972849"
09/01/2006 20.00,"0,693844","20,959095","5,568473","12,429713"
09/01/2006 21.00,"0,652298","17,740018","4,588089","10,712635"
09/01/2006 22.00,"0,682242","17,051325","3,982435","10,952743"
09/01/2006 23.00,"0,486657","15,662265","3,389468","10,47253"
10/01/2006 0.00,"0,596963","11,029473","3,128089","6,237573"
10/01/2006 1.00,,"17,078562","3,273581","12,067607"
10/01/2006 2.00,"3,293274","39,237336","5,312169","31,113878"
10/01/2006 3.00,"1,620999","15,531271","1,321275","13,514735"
10/01/2006 4.00,"1,769377","14,258938","1,533593","11,915761"
10/01/2006 5.00,"2,073889","27,901796","1,769595","25,205971"
10/01/2006 6.00,"2,989489","33,319256","2,250058","29,889989"
10/01/2006 7.00,"2,105286","21,304096","0,690244","20,259781"
10/01/2006 8.00,"1,654699","8,73253","0,260533","8,364785"
10/01/2006 9.00,"1,581359","13,878925","0,497382","13,157826"
10/01/2006 10.00,"1,763072","24,546542","3,885158","18,602393"
10/01/2006 11.00,"1,738101","13,522256","2,561344","9,601659"
10/01/2006 12.00,"3,913209","16,066922","3,650001","10,477718"
10/01/2006 13.00,"3,083073","13,379591","4,877382","5,905319"
10/01/2006 14.00,"2,50799","15,066955","5,970268","5,916999"
10/01/2006 15.00,"1,967819","13,841314","5,64291","5,192787"
10/01/2006 16.00,"1,865869","16,336692","5,490651","7,923509"
10/01/2006 17.00,"1,851323","19,581709","5,327395","11,421266"
10/01/2006 18.00,"2,353794","30,189677","4,601624","23,150132"
10/01/2006 19.00,"2,266271","29,770737","3,508738","24,407768"
10/01/2006 20.00,"2,05122","26,479019","2,936073","21,992416"
10/01/2006 21.00,"2,962698","40,927316","3,871625","35,015279"
10/01/2006 22.00,"3,034948","39,691303","4,393536","32,977619"
10/01/2006 23.00,"4,163173","59,694551","6,61991","49,578713"
11/01/2006 0.00,"2,996762","29,493192","4,561866","22,645268"
11/01/2006 1.00,"2,371007","22,946063","1,17409","21,160485"
11/01/2006 2.00,"2,587875","23,329975","1,759445","20,64654"
11/01/2006 3.00,"2,469199","18,94361","1,413477","16,787972"
11/01/2006 4.00,"2,591997","16,660935","0,73423","15,545907"
11/01/2006 5.00,"1,879932","11,528807","0,060058","11,536779"
11/01/2006 6.00,"2,510657","23,431138","0,058366","23,513526"
11/01/2006 7.00,,,,
11/01/2006 8.00,,,,
11/01/2006 9.00,,,,
11/01/2006 10.00,,,,
11/01/2006 11.00,"2,761467","75,096113","25,952638","35,328062"
11/01/2006 12.00,"2,150017","35,184317","9,522148","20,598511"
11/01/2006 13.00,"2,826807","29,2727","5,742724","20,481706"
11/01/2006 14.00,"3,573057","30,215602","5,502493","21,793856"
11/01/2006 15.00,"4,131291","25,792917","4,492506","18,917783"
11/01/2006 16.00,"4,227663","19,747728","3,807336","13,919675"
11/01/2006 17.00,"3,456683","22,922718","3,815795","17,08389"
11/01/2006 18.00,"2,861356","24,748869","3,882621","18,808759"
11/01/2006 19.00,"2,366037","14,729739","4,075483","8,486784"
11/01/2006 20.00,"2,114013","17,998117","4,85962","10,554292"
11/01/2006 21.00,"2,042735","28,268842","5,987186","19,102073"
11/01/2006 22.00,"1,994973","32,367271","5,153989","24,481745"
11/01/2006 23.00,"3,215085","40,272359","3,983281","34,188527"
12/01/2006 0.00,"2,895298","26,070482","2,936919","21,582311"
12/01/2006 1.00,,"24,11464","2,722909","19,953478"
12/01/2006 2.00,"2,427483","9,991892","3,217754","5,061703"
12/01/2006 3.00,"2,080526","8,680652","3,144161","3,862467"
12/01/2006 4.00,"2,272369","8,697512","3,043502","4,033786"
12/01/2006 5.00,"2,137289","9,064557","2,836258","4,719062"
12/01/2006 6.00,"2,105721","8,405693","2,624787","4,384212"
12/01/2006 7.00,"2,498514","10,44324","2,629862","6,415383"
12/01/2006 8.00,"1,857417","17,423558","3,053651","12,750288"
12/01/2006 9.00,"2,549206","24,969343","3,33364","19,871703"
12/01/2006 10.00,"3,210336","22,200308","3,458831","16,90867"
12/01/2006 11.00,"2,245353","10,406924","2,424311","6,694424"
12/01/2006 12.00,"2,55042","7,558769","2,294891","4,042872"
12/01/2006 13.00,"2,691571","6,827274","2,204381","3,449743"
12/01/2006 14.00,"2,917715","7,178755","2,410778","3,484786"
12/01/2006 15.00,"2,772011","8,058103","2,608715","4,061042"
12/01/2006 16.00,"2,583507","8,364189","2,458147","4,598362"
12/01/2006 17.00,"1,98157","8,07237","1,581808","5,650935"
12/01/2006 18.00,"1,86531","8,487402","0,746073","7,348552"
12/01/2006 19.00,"1,760586","8,374565","0,150568","8,14934"
12/01/2006 20.00,"1,809153","12,574168","0,010996","12,649059"
12/01/2006 21.00,"1,975802","10,70912",0,"11,553654"
12/01/2006 22.00,"2,11938","7,440743","0,00423","7,757382"
12/01/2006 23.00,"1,914181","5,244966","0,000845","5,393956"
13/01/2006 0.00,"1,739033","6,071139",0,"6,538678"
13/01/2006 1.00,"1,705643","5,914204",0,"6,131147"
13/01/2006 2.00,"1,683788","5,068576","0,012688","5,095446"
13/01/2006 3.00,"1,535049","5,575694","0,473697","4,852744"
13/01/2006 4.00,"1,841026","5,086734","0,989688","3,571744"
13/01/2006 5.00,"1,520478","5,648325","0,863651","4,327106"
13/01/2006 6.00,"1,806725","7,378488","0,849271","6,080531"
13/01/2006 7.00,"1,814314","9,920559","1,027752","8,350509"
13/01/2006 8.00,"1,572082","20,232803","1,191854","18,418101"
13/01/2006 9.00,"1,637648","20,861832","2,150244","17,577081"
13/01/2006 10.00,"2,716462","19,808683","3,326873","14,717868"
13/01/2006 11.00,"3,696318","14,471643","3,512122","9,092892"
13/01/2006 12.00,"3,349361","12,336822","4,632922","5,236914"
13/01/2006 13.00,"2,501852","14,408092","5,889064","5,382276"
13/01/2006 14.00,"2,245657","14,789402","6,107303","5,429"
13/01/2006 15.00,"1,789726","11,447098","4,716664","4,284276"
13/01/2006 16.00,,,,
13/01/2006 17.00,,,,
13/01/2006 18.00,,,,
13/01/2006 19.00,"1,087526","21,058977","4,459515","14,231167"
13/01/2006 20.00,"1,275888","35,981946","5,443282","27,655052"
13/01/2006 21.00,"1,264532","30,921149","5,84254","21,978153"
13/01/2006 22.00,"1,346993","43,879233","5,933049","34,806314"
13/01/2006 23.00,"1,408069","46,560066","6,22911","37,034769"
14/01/2006 0.00,"1,493792","45,531563","5,620073","36,940032"
14/01/2006 1.00,,"61,407856","6,852529","50,936272"
14/01/2006 2.00,"1,225593",,,
14/01/2006 3.00,"1,53784","35,690117","6,380525","25,924979"
14/01/2006 4.00,"1,278248","41,857255","6,161439","32,43251"
14/01/2006 5.00,"0,990818","30,580048","6,072622","21,283791"
14/01/2006 6.00,"1,087463","21,843644","5,722424","13,078657"
14/01/2006 7.00,"0,96455","26,961494","5,302018","18,845093"
14/01/2006 8.00,"1,404452","81,744387","22,89306","46,712989"
14/01/2006 9.00,"1,53618","124,300725","36,441629","68,473119"
14/01/2006 10.00,"1,775453","69,367377","14,080625","47,810994"
14/01/2006 11.00,"2,460484","50,773961","11,785734","32,72583"
14/01/2006 12.00,"2,322807","28,967927","7,981789","16,74125"
14/01/2006 13.00,"2,197178","42,689911","10,093121","27,233246"
14/01/2006 14.00,"2,281022","36,665467","9,663411","21,863948"
14/01/2006 15.00,"2,198869","29,31939","9,230319","15,17731"
14/01/2006 16.00,"1,875209","32,683727","9,242161","18,52582"
14/01/2006 17.00,"1,829226","41,036262","8,982473","27,282557"
14/01/2006 18.00,"1,775061","41,688654","8,406422","28,81923"
14/01/2006 19.00,"1,975537","57,57137","9,69217","42,740216"
14/01/2006 20.00,"1,865215","79,70816","18,269447","51,731872"
14/01/2006 21.00,"1,858965","100,274282","23,369303","64,487359"
14/01/2006 22.00,"1,635995","88,982816","19,567051","59,022025"
14/01/2006 23.00,"1,610966","84,501778","18,041908","56,877925"
15/01/2006 0.00,"1,771136","134,06047","42,501577","68,941673"
15/01/2006 1.00,"1,405085","65,708594","14,141528","44,056244"
15/01/2006 2.00,"1,241172","47,741605","9,034071","33,913372"
15/01/2006 3.00,"1,275954","59,948752","12,402386","41,095818"
15/01/2006 4.00,"1,31001","41,597855","5,443282","33,274841"
15/01/2006 5.00,"1,062615","25,331208","3,759967","19,579683"
15/01/2006 6.00,"0,937076","26,377855","4,296259","19,804209"
15/01/2006 7.00,"1,100325","26,843465","3,933373","20,826937"
15/01/2006 8.00,"0,994652","29,838193","4,599932","22,801001"
15/01/2006 9.00,"1,13405","47,408287","10,554967","31,246248"
15/01/2006 10.00,"0,89526","30,914687","6,217267","21,396714"
15/01/2006 11.00,"1,065151","21,669843","4,59824","14,629609"
15/01/2006 12.00,"3,597131","20,869612","5,991416","11,691227"
15/01/2006 13.00,"5,391122","30,360876","9,766609","15,396656"
15/01/2006 14.00,"6,412827","38,032471","14,129682","16,379143"
15/01/2006 15.00,"5,383876","37,337305","17,023458","11,243464"
15/01/2006 16.00,"2,984591","38,533089","19,373342","8,83851"
15/01/2006 17.00,"2,46136","42,702876","19,435081","12,912519"
15/01/2006 18.00,"2,327427","68,879721","21,179296","36,431267"
15/01/2006 19.00,"1,91938","54,082545","15,984719","29,594069"
15/01/2006 20.00,"1,931003","63,074452","15,998249","38,571443"
15/01/2006 21.00,"1,941299","84,837696","23,927585","48,202954"
15/01/2006 22.00,"2,09072","104,191131","31,022043","56,665084"
15/01/2006 23.00,"1,990271","96,190116","24,734557","58,305597"
16/01/2006 0.00,"1,797856","77,521465","19,336967","47,90575"
16/01/2006 1.00,,"85,016677","20,437456","53,717619"
16/01/2006 2.00,"0,42831",,,
16/01/2006 3.00,"0,330304","27,925141","8,547686","14,829485"
16/01/2006 4.00,"0,283247","22,470071","8,588288","9,308339"
16/01/2006 5.00,"0,294016","22,114707","8,320987","9,362849"
16/01/2006 6.00,"0,205603","29,804465","9,326747","15,514761"
16/01/2006 7.00,"0,259175","42,663946","10,616719","26,403898"
16/01/2006 8.00,"0,284333","87,282494","23,112148","51,881123"
16/01/2006 9.00,"0,330938","106,687801","33,014948","56,105708"
16/01/2006 10.00,"0,479801","52,294001","12,300035","33,45784"
16/01/2006 11.00,"0,471294","38,169943","11,857637","20,002789"
16/01/2006 12.00,"1,696769","37,205015","14,512025","14,964464"
16/01/2006 13.00,"2,88134","40,390368","17,956476","12,867102"
16/01/2006 14.00,"2,161005","43,805315","20,136331","12,93978"
16/01/2006 15.00,"1,769798","45,029625","21,187764","12,662038"
16/01/2006 16.00,"0,859786","49,851804","21,965966","16,183163"
16/01/2006 17.00,"0,648391","110,152039","35,326748","56,025233"
16/01/2006 18.00,"0,988741","177,072037","57,626028","88,777024"
16/01/2006 19.00,"0,897342","144,752715","41,667521","80,921015"
16/01/2006 20.00,"0,586765","101,665935","23,233119","66,088924"
16/01/2006 21.00,"0,566132","91,161751","23,13837","55,722829"
16/01/2006 22.00,"0,407405","74,565649","17,981852","47,027092"
16/01/2006 23.00,"0,354466","74,158413","17,509837","47,343756"
17/01/2006 0.00,"0,413921","54,6584","11,410158","37,189221"
17/01/2006 1.00,"0,31311","43,893496","9,716701","29,01521"
17/01/2006 2.00,"0,242525","27,137896","7,319459","15,926183"
17/01/2006 3.00,"0,244515","22,398735","6,775553","12,018292"
17/01/2006 4.00,"0,360439","19,088874","7,091915","8,220722"
17/01/2006 5.00,"0,265239","18,638823","6,994637","7,919614"
17/01/2006 6.00,"0,293744","24,036822","7,234869","12,95276"
17/01/2006 7.00,"0,264696","40,416315","9,036607","26,579112"
17/01/2006 8.00,"0,564141","134,155157","44,632361","65,767061"
17/01/2006 9.00,"0,478444","95,081196","25,895961","55,413926"
17/01/2006 10.00,"0,211576","61,777465","15,825677","37,538352"
17/01/2006 11.00,"0,345055","46,968622","13,240658","26,685535"
17/01/2006 12.00,"0,795083","32,520308","14,100079","10,908606"
17/01/2006 13.00,"1,06367","38,713371","17,849894","11,352484"
17/01/2006 14.00,"0,88069","42,857211","19,696465","12,665935"
17/01/2006 15.00,"0,794088","43,839023","20,703915","12,102648"
17/01/2006 16.00,"0,602964","48,108672","21,018584","15,892442"
17/01/2006 17.00,"0,690291","58,772394","22,393153","24,454499"
17/01/2006 18.00,"0,513465","52,143565","21,153086","19,723752"
17/01/2006 19.00,"0,346232","46,754632","18,990151","17,649759"
17/01/2006 20.00,"0,457811","41,591371","17,32376","15,039736"
17/01/2006 21.00,"0,314015","37,111612","16,158974","12,344057"
17/01/2006 22.00,"0,292387","34,699243","15,818918","10,451759"
17/01/2006 23.00,"0,299174","30,664349","14,679509","8,162318"
18/01/2006 0.00,"0,349308","34,638289","14,710809","12,090971"
18/01/2006 1.00,,"30,583949","14,688811","8,067573"
18/01/2006 2.00,"0,520329",,,
18/01/2006 3.00,"0,637327","42,190574","15,477177","18,472611"
18/01/2006 4.00,"0,649652","31,43607","12,96067","11,571821"
18/01/2006 5.00,"0,745216","28,30647","11,190229","11,156504"
18/01/2006 6.00,"0,377431","24,257314","9,978925","8,963106"
18/01/2006 7.00,"0,432447","23,815029","9,935787","8,586721"
18/01/2006 8.00,"0,335097","28,857681","11,909234","10,604905"
18/01/2006 9.00,"0,394221","31,107934","12,977591","11,217505"
18/01/2006 10.00,"0,379931","31,058643","14,487496","8,861871"
18/01/2006 11.00,"0,384575","33,199949","15,644663","9,218786"
18/01/2006 12.00,"0,416906","36,478683","17,776296","9,229168"
18/01/2006 13.00,"0,381896","40,228251","19,446079","10,41931"
18/01/2006 14.00,"0,428874","40,893608","19,530676","10,955335"
18/01/2006 15.00,"0,27365","41,662688","19,998451","11,007251"
18/01/2006 16.00,"0,37618","42,959676","20,9027","10,917699"
18/01/2006 17.00,"0,315806","47,973782","21,778194","14,591972"
18/01/2006 18.00,"0,326166","46,692377","20,923","14,621826"
18/01/2006 19.00,"0,477102","46,597694","20,867173","14,612733"
18/01/2006 20.00,"0,365999","45,019282","20,189615","14,072822"
18/01/2006 21.00,"0,505503","45,924536","20,42985","14,610138"
18/01/2006 22.00,"0,440485","45,55879","20,851099","13,597797"
18/01/2006 23.00,"0,406011","43,162003","19,961214","12,564695"
19/01/2006 0.00,"0,492285","43,335805","19,591567","13,305784"
19/01/2006 1.00,"0,464956","37,419005","19,128019","8,096127"
19/01/2006 2.00,"0,52283","41,972682","19,100959","12,694487"
19/01/2006 3.00,"0,646795","57,414471","19,437625","27,630388"
19/01/2006 4.00,"0,617321","43,278732","19,243916","13,782099"
19/01/2006 5.00,"0,625359","35,459283","16,348444","10,399842"
19/01/2006 6.00,"0,415835","32,115671","12,603703","12,799612"
19/01/2006 7.00,"0,304195","32,795273","11,015983","15,915796"
19/01/2006 8.00,"0,174157","27,144376","10,17178","11,556248"
19/01/2006 9.00,"0,27633","34,590297","9,981463","19,299344"
19/01/2006 10.00,"0,345457","33,233675","10,211538","17,58876"
19/01/2006 11.00,"0,288655","29,721465","10,188701","14,109166"
19/01/2006 12.00,"0,421372","33,254422","11,405085","15,778223"
19/01/2006 13.00,"2,413198","34,959945","13,331165","14,52967"
19/01/2006 14.00,"3,434744","35,014418","14,550083","12,713945"
19/01/2006 15.00,"2,61147","37,233541","15,99487","12,717841"
19/01/2006 16.00,"2,62058","43,02583","17,421026","16,325925"
19/01/2006 17.00,"1,892155","43,438267","16,686792","17,865209"
19/01/2006 18.00,"1,079955","47,562643","14,415594","25,477207"
19/01/2006 19.00,"0,785585","41,526497","11,945608","23,226707"
19/01/2006 20.00,"0,627324","30,46204","10,042367","15,074779"
19/01/2006 21.00,"0,574273","35,136325","8,663572","21,86783"
19/01/2006 22.00,"0,523722","26,620393","7,116444","15,719826"
