Stat,Francavilla Fontana,,,,,,  ,
,,,,,,,,,,,,,,,,,,,
Parm,NO2,NOX,CO,O3,BENZENE,,,
Unit,ug/m3 293K,ug/m3 293K,mg/m3 293K,ug/m3 293K,ug/m3 293K,,,
Field,Aver,Aver,Aver,Aver,Aver,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,
04/06/2014 0.00,"12,9","13,4","0,1","112,1","0,2",,,
04/06/2014 1.00,"10,6","11,0","0,1","112,8","0,2",,,
04/06/2014 2.00,"11,5","12,0","0,3","110,3","0,2",,,
04/06/2014 3.00,"11,1","11,7","0,2","113,6","0,2",,,
04/06/2014 4.00,"10,1","10,6","0,2","111,8","0,2",,,
04/06/2014 5.00,"10,8","11,4","0,2","110,0","0,2",,,
04/06/2014 6.00,"13,7","14,4","0,3","108,9","0,2",,,
04/06/2014 7.00,"13,1","13,7","0,3","112,4","0,2",,,
04/06/2014 8.00,"13,7","14,4","0,2","111,2","0,2",,,
04/06/2014 9.00,"13,6","14,2","0,2","110,5","0,2",,,
04/06/2014 10.00,"13,2","13,7","0,2","113,6","0,2",,,
04/06/2014 11.00,"11,7","12,2","0,2","113,7","0,2",,,
04/06/2014 12.00,"12,7","13,6","0,1","112,6","0,2",,,
04/06/2014 13.00,"12,5","13,2","0,1","111,8","0,2",,,
04/06/2014 14.00,"10,3","10,9","0,1","116,8","0,2",,,
04/06/2014 15.00,"11,6","12,1","0,1","116,9","0,2",,,
04/06/2014 16.00,"11,5","12,0","0,1","120,1","0,2",,,
04/06/2014 17.00,"11,4","12,0",,"125,8","0,2",,,
04/06/2014 18.00,"12,8","13,3","0,1","124,4","0,2",,,
04/06/2014 19.00,"15,5","16,3","0,1","120,4","0,2",,,
04/06/2014 20.00,"23,5","25,0","0,2","110,5","0,2",,,
04/06/2014 21.00,"26,4","28,2","0,2","102,2","0,3",,,
04/06/2014 22.00,"33,0","35,3","0,2","95,1","0,3",,,
04/06/2014 23.00,"38,1","42,1","0,2","89,0","0,3",,,
05/06/2014 0.00,"35,6","39,0","0,1","105,0","0,3",,,
05/06/2014 1.00,"36,7","40,5","0,3","104,7","0,2",,,
05/06/2014 2.00,"38,4","43,1","0,4","103,5","0,2",,,
05/06/2014 3.00,"39,2","44,1",,"95,6","0,3",,,
05/06/2014 4.00,"43,7","49,9","0,4","104,8","0,3",,,
05/06/2014 5.00,"46,1","51,7","0,5",,"0,2",,,
05/06/2014 6.00,"54,3","62,0","0,6","83,7","0,6",,,
05/06/2014 7.00,"53,8","59,2","0,5","81,9","0,6",,,
05/06/2014 8.00,"60,9","67,6","0,6","86,2","0,7",,,
05/06/2014 9.00,"38,1","40,3","0,3","120,7","0,4",,,
05/06/2014 10.00,"17,1","17,9","0,3","130,8","0,2",,,
05/06/2014 11.00,"14,9","15,6","0,2","135,5","0,2",,,
05/06/2014 12.00,"13,6","14,4","0,2","138,1","0,2",,,
05/06/2014 13.00,"13,6","14,3","0,2","139,2","0,2",,,
05/06/2014 14.00,"12,2","12,7","0,1","143,1","0,2",,,
05/06/2014 15.00,"12,0","12,8","0,1","144,0","0,2",,,
05/06/2014 16.00,"16,5","17,6","0,3","146,0","0,2",,,
05/06/2014 17.00,"13,6","14,5","0,3","141,3","0,3",,,
05/06/2014 18.00,"11,4","11,9","0,4","134,6","0,2",,,
05/06/2014 19.00,"13,8","14,5","0,5","123,4","0,2",,,
05/06/2014 20.00,"19,6","20,4","0,6","107,6","0,2",,,
05/06/2014 21.00,"31,3","32,9","0,6","94,9","0,4",,,
05/06/2014 22.00,"38,1","40,8","0,6","96,3","0,4",,,
05/06/2014 23.00,"35,1","37,3","0,6","94,9","0,4",,,
06/06/2014 0.00,"32,2","34,7","0,6","94,7","0,3",,,
06/06/2014 1.00,"31,2","34,5","0,5","99,2","0,2",,,
06/06/2014 2.00,"36,9","41,2","0,6","97,2","0,3",,,
06/06/2014 3.00,"37,3","41,3","0,6","95,6","0,4",,,
06/06/2014 4.00,"41,2","45,9","0,6","108,9","0,2",,,
06/06/2014 5.00,"38,4","42,0","0,6","104,2","1,3",,,
06/06/2014 6.00,"41,4","45,1","0,7","92,7","0,2",,,
06/06/2014 7.00,"37,4","39,8","0,6","99,8","0,3",,,
06/06/2014 8.00,"20,0","21,1","0,6","117,5","0,3",,,
06/06/2014 9.00,"12,6","13,4","0,6","119,0","0,2",,,
06/06/2014 10.00,"12,6","13,3","0,5","122,8","0,1",,,
06/06/2014 11.00,"11,3","11,9","0,5","127,2","0,2",,,
06/06/2014 12.00,"11,9","12,4","0,5","126,6","0,2",,,
06/06/2014 13.00,"10,6","11,1","0,4","127,4","0,2",,,
06/06/2014 14.00,"8,1","8,7","0,5","129,5","0,1",,,
06/06/2014 15.00,"7,3","7,8","0,5","133,5","0,2",,,
06/06/2014 16.00,"7,8","8,2","0,4","135,5","0,2",,,
06/06/2014 17.00,"8,6","9,1","0,5","133,4","0,2",,,
06/06/2014 18.00,"9,7","10,2","0,5","132,2","0,2",,,
06/06/2014 19.00,"11,3","11,9","0,5","128,3","0,2",,,
06/06/2014 20.00,"15,1","15,7","0,6","119,3","0,2",,,
06/06/2014 21.00,"18,1","19,0","0,6","115,1","0,3",,,
06/06/2014 22.00,"17,3","18,0","0,6","119,0","0,2",,,
06/06/2014 23.00,"12,3","13,0","0,5","123,6","0,2",,,
07/06/2014 0.00,"11,2","11,5","0,6","129,0","0,2",,,
07/06/2014 1.00,"16,8","17,6","0,4","133,0","0,2",,,
07/06/2014 2.00,"25,5","27,2","0,2","133,7","0,5",,,
07/06/2014 3.00,"28,5","30,1",,"126,4","0,2",,,
07/06/2014 4.00,"34,9","38,0","0,3","118,0","0,2",,,
07/06/2014 5.00,"36,1","38,7","0,3",,"0,2",,,
07/06/2014 6.00,"29,4","30,7","0,2","120,9","0,2",,,
07/06/2014 7.00,"11,7","12,2","0,2","136,0","0,2",,,
07/06/2014 8.00,"9,5","9,9","0,2","133,7","0,2",,,
07/06/2014 9.00,"8,9","9,4","0,2","135,5","0,2",,,
07/06/2014 10.00,"10,3","10,8","0,2","129,9","0,2",,,
07/06/2014 11.00,"9,8","10,4","0,2","129,7","0,2",,,
07/06/2014 12.00,"9,3","9,7","0,3","129,3","0,2",,,
07/06/2014 13.00,"9,4","9,9","0,3","130,4","0,2",,,
07/06/2014 14.00,"7,6","8,1","0,3","131,9","0,2",,,
07/06/2014 15.00,"7,7","8,3","0,3","130,7","0,2",,,
07/06/2014 16.00,"7,3","7,6","0,3","128,0","0,2",,,
07/06/2014 17.00,"7,7","7,9","0,3","130,5","0,2",,,
07/06/2014 18.00,"9,0","9,7","0,3","132,8","0,2",,,
07/06/2014 19.00,"12,1","12,7","0,3","124,4","0,2",,,
07/06/2014 20.00,"18,0","18,8","0,3","110,8","0,3",,,
07/06/2014 21.00,"19,2","20,3","0,3","106,6","0,3",,,
07/06/2014 22.00,"16,4","17,5","0,2","113,5","0,3",,,
07/06/2014 23.00,"9,3","9,6","0,2","123,1","0,2",,,
08/06/2014 0.00,"9,0","9,6","0,2","135,5","0,2",,,
08/06/2014 1.00,"9,1","9,6","0,2","131,6","0,2",,,
08/06/2014 2.00,"8,9","9,4","0,3","135,9","0,2",,,
08/06/2014 3.00,"7,2","7,8","0,3","135,5","0,1",,,
08/06/2014 4.00,"6,1","6,3","0,4","132,5","0,1",,,
08/06/2014 5.00,"5,6","5,8","0,3","133,3","0,2",,,
08/06/2014 6.00,"7,0","7,4","0,4","132,0","0,2",,,
08/06/2014 7.00,"8,1","8,4","0,3","127,8","0,2",,,
08/06/2014 8.00,"8,3","8,9","0,4","126,7","0,2",,,
08/06/2014 9.00,"8,4","8,8","0,4","127,0","0,2",,,
08/06/2014 10.00,"8,2","8,6","0,4","128,0","0,2",,,
08/06/2014 11.00,"7,5","7,9","0,5","129,9","0,2",,,
08/06/2014 12.00,"7,6","8,1","0,5","130,4","0,2",,,
08/06/2014 13.00,"6,5","7,0","0,4","131,6","0,2",,,
08/06/2014 14.00,"4,7","5,0","0,4","133,4","0,2",,,
08/06/2014 15.00,"4,9","5,3","0,5","136,0","0,2",,,
08/06/2014 16.00,"5,1","5,6","0,4","136,9","0,2",,,
08/06/2014 17.00,"6,2","6,7","0,4","137,5","0,2",,,
08/06/2014 18.00,"7,3","7,7","0,3","135,5","0,2",,,
08/06/2014 19.00,"8,7","9,1","0,3","130,6","0,2",,,
08/06/2014 20.00,"10,5","10,9","0,3","128,5","0,2",,,
08/06/2014 21.00,"11,3","11,7","0,3","127,8","0,2",,,
08/06/2014 22.00,"8,9","9,3","0,3","132,5","0,2",,,
08/06/2014 23.00,"7,0","7,4","0,3","136,8","0,2",,,
09/06/2014 0.00,"6,8","7,0","0,3","133,3","0,2",,,
09/06/2014 1.00,"6,1","6,6","0,4","126,9","0,2",,,
09/06/2014 2.00,"7,3","7,9","0,6","120,0","0,2",,,
09/06/2014 3.00,"7,3","7,8",,"118,6","0,2",,,
09/06/2014 4.00,"7,9","8,2","0,6","112,5","0,2",,,
09/06/2014 5.00,"8,3","8,9","0,5",,"0,2",,,
09/06/2014 6.00,"11,4","11,9","0,6","102,7","0,2",,,
09/06/2014 7.00,"12,8","13,3","0,6","101,7","0,2",,,
09/06/2014 8.00,"12,8","13,2","0,6","104,8","0,2",,,
09/06/2014 9.00,"10,7","11,2","0,6","113,0","0,3",,,
09/06/2014 10.00,"9,4","9,9","0,6","118,4","0,2",,,
09/06/2014 11.00,"8,9","9,5","0,6","121,2","0,2",,,
09/06/2014 12.00,"8,3","8,7","0,7","123,9","0,2",,,
09/06/2014 13.00,"7,8","7,9","0,7","127,9","0,2",,,
09/06/2014 14.00,"5,9","6,1","0,7","132,5","0,2",,,
09/06/2014 15.00,"6,0","6,3","0,6","135,3","0,2",,,
09/06/2014 16.00,"6,5","7,0","0,6","134,5","0,2",,,
09/06/2014 17.00,"7,2","7,3","0,6","127,4","0,2",,,
09/06/2014 18.00,"8,2","8,6","0,5","124,6","0,2",,,
09/06/2014 19.00,"9,5","9,9","0,5","118,8","0,2",,,
09/06/2014 20.00,"14,7","15,3","0,6","106,7","0,2",,,
09/06/2014 21.00,"14,8","15,4","0,5","110,5","0,3",,,
09/06/2014 22.00,"9,3","9,8","0,6","113,8","0,2",,,
09/06/2014 23.00,"11,7","12,3","0,6","114,4","0,2",,,
10/06/2014 0.00,"18,6","19,7","0,5","110,2","0,2",,,
10/06/2014 1.00,"16,4","17,1","0,5","111,2","0,2",,,
10/06/2014 2.00,"14,9","15,8","0,5","110,4","0,2",,,
10/06/2014 3.00,"13,2","13,9","0,5","104,9","0,2",,,
10/06/2014 4.00,"12,0","12,8","0,4","107,0","0,2",,,
10/06/2014 5.00,"11,2","11,7","0,5","105,4","0,2",,,
10/06/2014 6.00,"17,3","18,0","0,6","96,9","0,3",,,
10/06/2014 7.00,"16,7","17,2","0,6","105,7","0,3",,,
10/06/2014 8.00,"14,3","15,5","0,6","116,4","0,3",,,
10/06/2014 9.00,"11,0","11,5","0,5","120,2","0,3",,,
10/06/2014 10.00,,"7,7","0,6","124,6","0,2",,,
10/06/2014 11.00,"4,8","7,0","0,6","126,9","0,2",,,
10/06/2014 12.00,"5,5","7,9","0,7","130,6","0,2",,,
10/06/2014 13.00,"5,1","7,2","0,7","129,6","0,2",,,
10/06/2014 14.00,"3,8","5,6","0,6","130,2","0,2",,,
10/06/2014 15.00,"3,4","5,2","0,7","129,6","0,2",,,
10/06/2014 16.00,"4,1","5,8","0,6","129,7","0,2",,,
10/06/2014 17.00,"5,7","7,5","0,6","128,1","0,2",,,
10/06/2014 18.00,"6,8","8,5","0,5","128,2","0,2",,,
10/06/2014 19.00,"10,4","11,7","0,5","120,5","0,4",,,
10/06/2014 20.00,"19,2","21,4","0,6","109,3","0,3",,,
10/06/2014 21.00,"28,2","33,9","0,6","95,6","0,4",,,
10/06/2014 22.00,"31,7","35,8","0,6","84,9","0,6",,,
10/06/2014 23.00,"22,8","25,0","0,6","82,0","0,4",,,
11/06/2014 0.00,"12,6","14,2","0,5","84,5","0,4",,,
11/06/2014 1.00,"9,0","10,7","0,5","99,8","0,3",,,
11/06/2014 2.00,"8,3","9,8","0,7","100,5","0,4",,,
11/06/2014 3.00,"9,9","11,1",,"101,1","0,5",,,
11/06/2014 4.00,"9,1","10,6","0,6","102,4","0,3",,,
11/06/2014 5.00,"8,5","9,6","0,6",,"0,2",,,
11/06/2014 6.00,"18,0","20,7","0,7","91,3","0,3",,,
11/06/2014 7.00,"13,3","16,3","0,6","107,5","0,3",,,
11/06/2014 8.00,"8,3","10,2","0,7","119,3","0,2",,,
11/06/2014 9.00,"7,8","9,9","0,7","122,3","0,2",,,
11/06/2014 10.00,"7,0","9,0","0,7","125,8","0,2",,,
11/06/2014 11.00,"6,1","8,0","0,7","125,3","0,2",,,
11/06/2014 12.00,"7,0","10,1","0,6","125,4","0,2",,,
11/06/2014 13.00,"6,5","9,1","0,6","127,9","0,2",,,
11/06/2014 14.00,"3,3","4,8","0,6","125,6","0,2",,,
11/06/2014 15.00,"4,1","5,7","0,6","127,2","0,2",,,
11/06/2014 16.00,"4,9","6,5","0,6","125,4","0,2",,,
11/06/2014 17.00,"5,8","7,2","0,5","123,5","0,2",,,
11/06/2014 18.00,"7,5","9,0","0,6","121,4","0,2",,,
11/06/2014 19.00,"8,0","9,2","0,6","119,0","0,2",,,
11/06/2014 20.00,"13,3","15,4","0,6","112,6","0,2",,,
11/06/2014 21.00,"11,1","12,8","0,7","111,7","0,2",,,
11/06/2014 22.00,"8,5","10,3","0,6","110,2","0,3",,,
11/06/2014 23.00,"8,1","10,0","0,6","106,0","0,2",,,
12/06/2014 0.00,"6,2","7,5","0,6","106,2","0,2",,,
12/06/2014 1.00,"4,3","5,3","0,6","105,1","0,2",,,
12/06/2014 2.00,"3,6","4,7","0,8","107,2","0,2",,,
12/06/2014 3.00,"5,5","7,0","0,7","105,2","0,2",,,
12/06/2014 4.00,"5,6","7,0","0,7","108,7","0,2",,,
12/06/2014 5.00,"5,5","6,6","0,7","113,8","0,2",,,
12/06/2014 6.00,"8,1","9,6","0,8","110,6","0,2",,,
12/06/2014 7.00,"6,9","8,3","0,8","114,2","0,2",,,
12/06/2014 8.00,"6,3","7,8","0,8","118,5","0,2",,,
12/06/2014 9.00,"6,5","8,3","0,8","120,7","0,2",,,
12/06/2014 10.00,"5,2","7,0","0,9","121,9","0,2",,,
12/06/2014 11.00,"6,3","8,1","0,8","124,8","0,2",,,
12/06/2014 12.00,"6,7","9,1","0,7","128,6","0,2",,,
12/06/2014 13.00,"8,1","10,7","0,7","129,8","0,2",,,
12/06/2014 14.00,"4,2","5,9","0,7","133,8","0,2",,,
12/06/2014 15.00,"3,5","5,2","0,8","133,9","0,2",,,
12/06/2014 16.00,"4,2","5,4","0,8","133,7","0,2",,,
12/06/2014 17.00,"5,2","6,4","0,8","135,9","0,2",,,
12/06/2014 18.00,"6,4","8,0","0,8","133,8","0,2",,,
12/06/2014 19.00,"9,6","11,8","0,7","132,2","0,2",,,
12/06/2014 20.00,"14,8","16,6","0,8","114,4","0,2",,,
12/06/2014 21.00,"12,5","14,1","0,7","112,6","0,3",,,
12/06/2014 22.00,"11,8","13,4","0,7","111,3","0,3",,,
12/06/2014 23.00,"10,1","11,7","0,7","110,7","0,2",,,
13/06/2014 0.00,"6,9","8,1","0,7","117,1","0,2",,,
13/06/2014 1.00,"5,5","6,6","0,5","118,6","0,2",,,
13/06/2014 2.00,"6,4","7,7","0,3","118,2","0,2",,,
13/06/2014 3.00,"11,7","13,7",,"98,1","0,3",,,
13/06/2014 4.00,"17,1","19,2","0,4","83,8","0,2",,,
13/06/2014 5.00,"23,4","26,8","0,6",,"0,3",,,
13/06/2014 6.00,"66,8","85,1","1,2","39,4","0,5",,,
13/06/2014 7.00,"47,9","63,7","0,7","73,3","1,0",,,
13/06/2014 8.00,"16,9","22,1","0,5","116,8","0,4",,,
13/06/2014 9.00,"8,6","11,7","0,4","132,8","0,3",,,
13/06/2014 10.00,"17,4","27,3","0,6","129,1","0,2",,,
13/06/2014 11.00,"13,2","17,8","0,5","139,1","0,3",,,
13/06/2014 12.00,"15,8","21,5","0,5","136,7","0,2",,,
13/06/2014 13.00,"10,6","14,5","0,5","148,4","0,4",,,
13/06/2014 14.00,"8,7","10,6","0,4","136,1","0,2",,,
13/06/2014 15.00,"14,3","17,7","0,4","101,8","0,2",,,
13/06/2014 16.00,"21,1","27,5","0,5","85,8","0,2",,,
13/06/2014 17.00,"17,0","22,3","0,4","92,5","0,3",,,
13/06/2014 18.00,"19,0","25,6","0,5","114,1","0,3",,,
13/06/2014 19.00,"28,8","35,7","0,5","96,5","0,4",,,
13/06/2014 20.00,"37,8","44,3","0,6","81,5","0,5",,,
13/06/2014 21.00,"24,7","27,7","0,5","78,7","0,4",,,
13/06/2014 22.00,"21,0","23,2","0,5","73,3","0,4",,,
13/06/2014 23.00,"21,2","23,1","0,5","59,3","0,3",,,
14/06/2014 0.00,"17,2","19,6","0,4","74,3","0,5",,,
14/06/2014 1.00,"10,7","12,5","0,5","80,4","0,3",,,
14/06/2014 2.00,"8,7","9,9","0,6","77,9","0,2",,,
14/06/2014 3.00,"12,8","15,3","0,7","68,7","0,3",,,
14/06/2014 4.00,"17,3","21,9","0,8","70,4","0,6",,,
14/06/2014 5.00,"16,9","19,7","0,7","74,5","0,6",,,
14/06/2014 6.00,"26,1","33,6","0,8","71,5","0,4",,,
14/06/2014 7.00,"22,8","31,7","0,8","75,6","0,5",,,
14/06/2014 8.00,"13,5","20,2","0,7","102,9","0,4",,,
14/06/2014 9.00,"14,3","20,2","0,8","112,5","0,3",,,
14/06/2014 10.00,"20,6","28,7","1,0","116,0","0,6",,,
14/06/2014 11.00,"20,1","29,3","0,9","126,6","0,8",,,
14/06/2014 12.00,"17,8","24,2","0,9","138,2","0,5",,,
14/06/2014 13.00,"15,4","21,3","0,8","130,0","0,5",,,
14/06/2014 14.00,"7,0","10,5","0,7","130,8","0,3",,,
14/06/2014 15.00,"6,7","9,3","0,7","131,7","0,2",,,
14/06/2014 16.00,"6,3","8,6","0,6","126,5","0,2",,,
14/06/2014 17.00,"6,8","8,9","0,6","128,7","0,2",,,
14/06/2014 18.00,"7,8","9,5","0,6","123,3","0,2",,,
14/06/2014 19.00,"10,5","11,8","0,6","121,6","0,3",,,
14/06/2014 20.00,"15,4","17,3","0,6","108,8","0,3",,,
14/06/2014 21.00,"15,6","17,2","0,7","102,1","0,4",,,
14/06/2014 22.00,"12,0","13,4","0,6","102,5","0,3",,,
14/06/2014 23.00,"10,7","12,3","0,6","101,0","0,3",,,
15/06/2014 0.00,"9,7","11,6","0,6","96,7","0,3",,,
15/06/2014 1.00,"7,8","9,5","0,4","92,6","0,2",,,
15/06/2014 2.00,"12,0","14,0","0,5","90,4","0,2",,,
15/06/2014 3.00,"9,4","11,1",,"83,3","0,2",,,
15/06/2014 4.00,"8,4","10,1","0,5","80,9","0,2",,,
15/06/2014 5.00,"10,1","12,2","0,5",,"0,2",,,
15/06/2014 6.00,"11,2","13,3","0,6","92,4","0,3",,,
15/06/2014 7.00,"7,6","9,5","0,5","108,4","0,2",,,
15/06/2014 8.00,"5,5","7,3","0,6","118,1","0,2",,,
15/06/2014 9.00,"5,4","7,3","0,6","124,1","0,2",,,
15/06/2014 10.00,"4,9","6,4","0,6","129,6","0,2",,,
15/06/2014 11.00,"7,3","9,4","0,6","124,5","0,2",,,
15/06/2014 12.00,"6,5","8,5","0,6","116,3","0,2",,,
15/06/2014 13.00,"7,6","9,7","0,5","95,6","0,2",,,
15/06/2014 14.00,"4,2","5,5","0,5","110,6","0,2",,,
15/06/2014 15.00,"5,2","6,5","0,5","104,0","0,2",,,
15/06/2014 16.00,"5,1","6,9","0,6","86,8","0,2",,,
15/06/2014 17.00,"6,8","8,6","0,6","79,4","0,2",,,
15/06/2014 18.00,"8,4","10,3","0,6","77,5","0,2",,,
15/06/2014 19.00,"8,4","10,2","0,5","73,2","0,2",,,
15/06/2014 20.00,"9,3","11,0","0,5","67,6","0,2",,,
15/06/2014 21.00,"10,3","11,5","0,6","57,9","0,2",,,
15/06/2014 22.00,"10,9","13,2","0,7","55,7","0,3",,,
15/06/2014 23.00,"11,4","13,0","0,6","52,0","0,3",,,
16/06/2014 0.00,"10,6","12,3","0,6","57,7","0,2",,,
16/06/2014 1.00,"10,0","11,9","0,7","46,5","0,2",,,
16/06/2014 2.00,"6,2","9,3","0,5","53,7","0,2",,,
16/06/2014 3.00,"8,1","9,5","0,6","38,3","0,2",,,
16/06/2014 4.00,"7,4","9,2","0,5","45,9","0,2",,,
16/06/2014 5.00,"8,8","13,1","0,6","51,5","0,2",,,
16/06/2014 6.00,"15,0","25,0","0,7","44,3","0,2",,,
16/06/2014 7.00,"15,6","24,8","0,7","45,7","0,4",,,
16/06/2014 8.00,"18,4","31,6","1,0","64,2","0,6",,,
16/06/2014 9.00,"16,1","25,3","0,8","77,0","0,4",,,
16/06/2014 10.00,"15,2","23,6","0,7","83,2","0,3",,,
16/06/2014 11.00,"13,2","20,9","0,8","83,1","0,3",,,
16/06/2014 12.00,"14,7","22,3","0,6","88,8","0,3",,,
16/06/2014 13.00,"11,9","18,5","0,6","92,6","0,3",,,
16/06/2014 14.00,"8,4","12,5","0,6","100,2","0,2",,,
16/06/2014 15.00,"8,6","13,6","0,6","99,5","0,2",,,
16/06/2014 16.00,"8,3","11,6","0,6","92,4","0,2",,,
16/06/2014 17.00,"13,7","20,1","0,6","92,2","0,2",,,
16/06/2014 18.00,"14,2","18,8","0,5","92,4","0,4",,,
16/06/2014 19.00,"23,6","31,2","0,7","80,6","0,4",,,
16/06/2014 20.00,"24,6","36,8","0,8","73,9","0,4",,,
16/06/2014 21.00,"18,2","26,0","0,5","69,9","0,3",,,
16/06/2014 22.00,"9,3","12,1","0,5","70,7","0,2",,,
16/06/2014 23.00,"8,0","10,9","0,4","72,5","0,2",,,
17/06/2014 0.00,"9,4","12,3","0,4","70,7","0,2",,,
17/06/2014 1.00,"8,5","10,6","0,5","63,8","0,2",,,
17/06/2014 2.00,"6,3","9,8","0,6","66,4","0,2",,,
17/06/2014 3.00,"5,1","6,7",,"66,2","0,2",,,
17/06/2014 4.00,"4,3","6,0","0,6","72,4","0,2",,,
17/06/2014 5.00,"6,4","8,2","0,6",,"0,2",,,
17/06/2014 6.00,"13,6","19,2","0,6","61,0","0,2",,,
17/06/2014 7.00,"11,2","19,2","0,6","68,5","0,3",,,
17/06/2014 8.00,"9,2","14,6","0,7","76,8","0,2",,,
17/06/2014 9.00,"14,8","24,6","0,8","81,2","0,4",,,
17/06/2014 10.00,"12,3","18,2","0,7","85,4","0,3",,,
17/06/2014 11.00,"14,0","22,3","0,7","81,5","0,2",,,
17/06/2014 12.00,"14,9","23,8","0,7","86,2","0,5",,,
17/06/2014 13.00,"10,3","15,6","0,7","88,4","0,3",,,
17/06/2014 14.00,"8,0","12,3","0,6","87,9","0,2",,,
17/06/2014 15.00,"10,0","16,5","0,7","87,2","0,2",,,
17/06/2014 16.00,"9,6","16,6","0,6","92,4","0,2",,,
17/06/2014 17.00,"14,6","26,0","0,8","87,8","0,2",,,
17/06/2014 18.00,"15,6","23,7","0,7","89,8","0,3",,,
17/06/2014 19.00,"11,9","18,7","0,6","86,4","0,3",,,
17/06/2014 20.00,"15,0","24,7","0,6","72,5","0,3",,,
17/06/2014 21.00,"8,8","15,4","0,6","73,4","0,2",,,
17/06/2014 22.00,"5,5","8,7","0,5","72,1","0,2",,,
17/06/2014 23.00,"7,1","10,7","0,6","69,8","0,2",,,
18/06/2014 0.00,"4,5","6,5","0,5","72,4","0,2",,,
18/06/2014 1.00,"5,5","6,9","0,5","82,6","0,2",,,
18/06/2014 2.00,"3,8","5,0","0,5","86,1","0,2",,,
18/06/2014 3.00,"5,2","6,7","0,5","77,2","0,2",,,
18/06/2014 4.00,"6,5","8,4","0,4","71,2","0,2",,,
18/06/2014 5.00,"6,1","10,5","0,5","69,7","0,2",,,
18/06/2014 6.00,"12,3","16,3","0,5","67,4","0,2",,,
18/06/2014 7.00,"14,4","20,9","0,6","55,1","0,3",,,
18/06/2014 8.00,"10,4","17,0","0,7","70,1","0,2",,,
18/06/2014 9.00,"12,3","21,1","0,6","82,3","0,2",,,
18/06/2014 10.00,"15,6","24,5","0,8","88,5","0,3",,,
18/06/2014 11.00,"11,3","17,5","0,8","99,1","0,2",,,
18/06/2014 12.00,"13,1","20,8","0,7","101,4","0,2",,,
18/06/2014 13.00,"10,1","21,2","0,6","97,2","0,2",,,
18/06/2014 14.00,"7,1","12,7","0,6","100,6","0,2",,,
18/06/2014 15.00,"6,5","9,1","0,6","109,5","0,2",,,
18/06/2014 16.00,"8,2","11,8","0,5","100,5","0,2",,,
18/06/2014 17.00,"12,6","15,8","0,5","83,9","0,2",,,
18/06/2014 18.00,,,,,,,,
18/06/2014 19.00,,,,,,,,
18/06/2014 20.00,,,,,,,,
18/06/2014 21.00,,,,,,,,
18/06/2014 22.00,,,,,,,,
18/06/2014 23.00,,,,,,,,
19/06/2014 0.00,,,,,,,,
19/06/2014 1.00,,,,,,,,
19/06/2014 2.00,,,,,,,,
19/06/2014 3.00,,,,,,,,
19/06/2014 4.00,,,,,,,,
19/06/2014 5.00,,,,,,,,
19/06/2014 6.00,,,,,,,,
19/06/2014 7.00,,,,,,,,
19/06/2014 8.00,,,,,,,,
19/06/2014 9.00,,,,,,,,
19/06/2014 10.00,"22,3","33,0","0,4","89,3","0,1",,,
19/06/2014 11.00,"13,9","22,1","0,3","102,2","0,2",,,
19/06/2014 12.00,"7,4","12,4","0,2","101,8","0,2",,,
19/06/2014 13.00,,,,,,,,
19/06/2014 14.00,,,,,,,,
19/06/2014 15.00,,,,,,,,
19/06/2014 16.00,,,,,,,,
19/06/2014 17.00,,,,,,,,
19/06/2014 18.00,,,,,,,,
19/06/2014 19.00,,,,,,,,
19/06/2014 20.00,,,,,,,,
19/06/2014 21.00,,,,,,,,
19/06/2014 22.00,,,,,,,,
19/06/2014 23.00,,,,,,,,
20/06/2014 0.00,,,,,,,,
20/06/2014 1.00,,,,,,,,
20/06/2014 2.00,,,,,,,,
20/06/2014 3.00,,,,,,,,
20/06/2014 4.00,,,,,,,,
20/06/2014 5.00,,,,,,,,
20/06/2014 6.00,,,,,,,,
20/06/2014 7.00,,,,,,,,
20/06/2014 8.00,"6,5","9,9","0,3","88,5","0,1",,,
20/06/2014 9.00,"6,3","10,0","0,5","111,8","0,2",,,
20/06/2014 10.00,"6,6","10,4","0,5","115,3","0,3",,,
20/06/2014 11.00,"7,0","11,1","0,4","117,4","0,2",,,
20/06/2014 12.00,"6,6","11,6","0,4","121,6","0,2",,,
20/06/2014 13.00,"7,5","11,2","0,3","124,7","0,2",,,
20/06/2014 14.00,"4,5","7,0","0,3","128,0","0,2",,,
20/06/2014 15.00,"4,5","6,7","0,3","127,9","0,2",,,
20/06/2014 16.00,"4,7","7,1","0,3","127,7","0,2",,,
20/06/2014 17.00,"5,9","8,8","0,3","124,4","0,2",,,
20/06/2014 18.00,"6,0","8,3","0,3","125,2","0,2",,,
20/06/2014 19.00,"6,4","8,4","0,3","123,3","0,2",,,
20/06/2014 20.00,"16,4","20,1","0,4","103,1","0,2",,,
20/06/2014 21.00,"15,9","20,3","0,4","101,5","0,3",,,
20/06/2014 22.00,"19,5","26,0","0,4","88,7","0,3",,,
20/06/2014 23.00,"19,5","25,8","0,5","91,3","0,4",,,
21/06/2014 0.00,"19,8","26,2","0,5","85,6","0,4",,,
21/06/2014 1.00,"24,4","30,9","0,4","77,1","0,4",,,
21/06/2014 2.00,"10,9","15,3","0,4","88,3","0,3",,,
