Stat,Francavilla Fontana,,,,,,  ,
,,,,,,,,,,,,,,,,,,,
Parm,NO2,NOX,CO,O3,BENZENE,,,
Unit,ug/m3 293K,ug/m3 293K,mg/m3 293K,ug/m3 293K,ug/m3 293K,,,
Field,Aver,Aver,Aver,Aver,Aver,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,
21/06/2014 3.00,"12,7","17,4",,"90,3","0,3",,,
21/06/2014 4.00,"16,2","25,3","0,4","82,9","1,5",,,
21/06/2014 5.00,"24,1","32,2","0,7",,"0,4",,,
21/06/2014 6.00,"30,5","41,8","0,7","62,2","0,5",,,
21/06/2014 7.00,"17,9","25,8","0,6","94,9","0,5",,,
21/06/2014 8.00,"11,2","17,6","0,5","119,8","0,3",,,
21/06/2014 9.00,"9,2","15,4","0,5","128,7","0,2",,,
21/06/2014 10.00,"8,3","13,5","0,6","135,2","0,2",,,
21/06/2014 11.00,"13,7","21,1","0,4","133,0","0,2",,,
21/06/2014 12.00,"8,7","12,0","0,5","136,9","0,3",,,
21/06/2014 13.00,"12,7","16,7","0,4","118,5","0,3",,,
21/06/2014 14.00,"7,0","9,9","0,4","136,3","0,3",,,
21/06/2014 15.00,"11,0","18,1","0,5","111,5","0,2",,,
21/06/2014 16.00,"5,2","8,6","0,4","135,4","0,2",,,
21/06/2014 17.00,"5,1","7,5","0,4","138,2","0,2",,,
21/06/2014 18.00,"6,6","8,8","0,4","132,7","0,2",,,
21/06/2014 19.00,"8,4","11,0","0,4","128,1","0,2",,,
21/06/2014 20.00,"16,0","21,6","0,4","116,7","0,2",,,
21/06/2014 21.00,"18,9","23,1","0,4","106,9","0,3",,,
21/06/2014 22.00,"16,6","20,9","0,4","106,4","0,3",,,
21/06/2014 23.00,"29,7","35,6","0,5","75,2","0,4",,,
22/06/2014 0.00,"24,3","29,8","0,5","89,3","0,4",,,
22/06/2014 1.00,"18,9","23,9","0,4","80,0","0,3",,,
22/06/2014 2.00,"14,2","19,5","0,4","87,5","0,3",,,
22/06/2014 3.00,"9,8","13,8","0,4","103,6","0,2",,,
22/06/2014 4.00,"7,8","10,7","0,4","69,0","0,2",,,
22/06/2014 5.00,"6,3","8,7","0,4","82,8","0,3",,,
22/06/2014 6.00,"7,2","10,0","0,5","98,4","0,4",,,
22/06/2014 7.00,"6,0","9,3","0,4","112,2","0,3",,,
22/06/2014 8.00,"5,8","9,6","0,4","125,1","0,2",,,
22/06/2014 9.00,"6,9","11,4","0,5","131,7","0,2",,,
22/06/2014 10.00,"8,0","13,0","0,5","137,1","0,2",,,
22/06/2014 11.00,"6,3","10,2","0,3","139,5","0,3",,,
22/06/2014 12.00,"11,0","17,3","0,3","137,7","0,2",,,
22/06/2014 13.00,"5,3","9,1","0,4","144,0","0,3",,,
22/06/2014 14.00,"6,1","8,6","0,3","146,4","0,2",,,
22/06/2014 15.00,"6,1","8,2","0,3","146,3","0,2",,,
22/06/2014 16.00,"9,1","13,7","0,3","144,7","0,2",,,
22/06/2014 17.00,"7,7","11,9","0,3","150,5","0,2",,,
22/06/2014 18.00,"11,5","15,6","0,3","142,2","0,2",,,
22/06/2014 19.00,"17,9","24,3","0,4","123,4","0,5",,,
22/06/2014 20.00,"30,0","41,0","0,5","101,2","0,4",,,
22/06/2014 21.00,"25,0","34,0","0,4","95,7","0,9",,,
22/06/2014 22.00,"15,7","23,4","0,5","92,2","0,4",,,
22/06/2014 23.00,"12,5","18,6","0,4","84,0","0,3",,,
23/06/2014 0.00,"11,1","15,8","0,3","83,0","0,3",,,
23/06/2014 1.00,"8,3","12,6","0,5","80,2","0,2",,,
23/06/2014 2.00,"5,8","8,4","0,4","76,9","0,2",,,
23/06/2014 3.00,"5,9","8,3",,"85,7","0,2",,,
23/06/2014 4.00,"14,9","18,8","0,6","56,4","1,0",,,
23/06/2014 5.00,"20,2","25,4","0,5",,"0,6",,,
23/06/2014 6.00,"27,0","35,6","0,6","56,5","0,5",,,
23/06/2014 7.00,"21,6","32,3","0,5","81,0","0,7",,,
23/06/2014 8.00,"18,5","28,4","0,5","85,2","0,3",,,
23/06/2014 9.00,"16,7","27,2","0,5","92,5","0,4",,,
23/06/2014 10.00,"11,3","18,9","0,5","107,6","0,3",,,
23/06/2014 11.00,"13,8","23,5","0,4","113,9","0,3",,,
23/06/2014 12.00,"24,0","31,7","0,3","112,6","0,3",,,
23/06/2014 13.00,"9,6","15,1","0,3","112,2","0,3",,,
23/06/2014 14.00,"6,0","10,5","0,3","115,5","0,2",,,
23/06/2014 15.00,"6,1","10,9","0,3","113,2","0,2",,,
23/06/2014 16.00,"6,5","11,2","0,4","112,3","0,3",,,
23/06/2014 17.00,"9,8","16,1","0,3","108,3","0,2",,,
23/06/2014 18.00,"11,7","17,9","0,3","104,1","0,3",,,
23/06/2014 19.00,"17,0","24,5","0,4","93,8","0,3",,,
23/06/2014 20.00,"20,5","30,6","0,4","83,9","0,4",,,
23/06/2014 21.00,"14,4","21,1","0,4","92,8","0,6",,,
23/06/2014 22.00,"11,2","16,5","0,3","90,0","0,3",,,
23/06/2014 23.00,"7,6","11,6","0,3","94,2","0,2",,,
24/06/2014 0.00,"5,1","8,4","0,3","80,7","0,2",,,
24/06/2014 1.00,"4,3","7,7","0,2","76,3","0,2",,,
24/06/2014 2.00,"3,0","5,8","0,3","81,1","0,2",,,
24/06/2014 3.00,"3,5","6,2","0,3","79,3","0,2",,,
24/06/2014 4.00,"4,8","9,0","0,3","73,0","0,2",,,
24/06/2014 5.00,"6,3","10,0","0,3","64,7","0,2",,,
24/06/2014 6.00,"13,8","20,7","0,5","56,3","0,5",,,
24/06/2014 7.00,"12,1","20,9","0,4","64,4","0,3",,,
24/06/2014 8.00,"11,2","21,5","0,4","65,7","0,3",,,
24/06/2014 9.00,"9,3","17,5","0,4","81,0","0,4",,,
24/06/2014 10.00,"8,4","14,1","0,6","89,1","0,3",,,
24/06/2014 11.00,"8,6","15,0","0,5","89,4","0,3",,,
24/06/2014 12.00,"10,0","18,8","0,5","92,5","0,3",,,
24/06/2014 13.00,"8,2","14,7","0,6","93,6","0,2",,,
24/06/2014 14.00,"6,1","10,6","0,6","98,5","0,2",,,
24/06/2014 15.00,"5,7","10,2","0,5","89,8","0,2",,,
24/06/2014 16.00,"8,1","14,8","0,4","86,8","0,3",,,
24/06/2014 17.00,"11,0","18,4","0,5","86,2","0,4",,,
24/06/2014 18.00,"9,0","14,1","0,5","94,8","0,3",,,
24/06/2014 19.00,"6,6","11,4","0,3","105,7","0,2",,,
24/06/2014 20.00,"15,0","21,5","0,4","90,8","0,4",,,
24/06/2014 21.00,"10,0","15,2","0,3","92,1","0,4",,,
24/06/2014 22.00,"8,9","12,7","0,3","88,7","0,3",,,
24/06/2014 23.00,"7,0","10,1","0,2","85,1","0,2",,,
25/06/2014 0.00,"4,5","7,4","0,3","79,5","0,2",,,
25/06/2014 1.00,"3,8","6,3","0,3","73,9","0,2",,,
25/06/2014 2.00,"2,7","5,2","0,3","74,2","0,2",,,
25/06/2014 3.00,"2,7","5,1",,"72,3","0,2",,,
25/06/2014 4.00,"3,4","7,1","0,2","62,6","0,2",,,
25/06/2014 5.00,"6,0","9,2","0,3",,"0,2",,,
25/06/2014 6.00,"10,9","16,0","0,3","59,2","0,2",,,
25/06/2014 7.00,"17,7","26,2","0,4","51,0","0,4",,,
25/06/2014 8.00,"27,8","44,0","0,5","41,2","0,5",,,
25/06/2014 9.00,"18,3","29,7","0,5","55,4","0,4",,,
25/06/2014 10.00,"9,6","15,3","0,5","71,5","0,4",,,
25/06/2014 11.00,"5,0","7,8","0,6","86,3","0,2",,,
25/06/2014 12.00,"6,9","10,9","0,6","91,8","0,2",,,
25/06/2014 13.00,"8,5","14,0","0,6","89,4","0,2",,,
25/06/2014 14.00,"6,5","11,7","0,6","93,5","0,3",,,
25/06/2014 15.00,"5,3","9,9","0,7","91,2","0,2",,,
25/06/2014 16.00,"5,5","11,0","0,7","94,8","0,2",,,
25/06/2014 17.00,"8,7","15,6","0,6","92,4","0,2",,,
25/06/2014 18.00,"8,5","15,7","0,6","83,6","0,4",,,
25/06/2014 19.00,"9,9","17,6","0,8","81,5","0,2",,,
25/06/2014 20.00,"10,3","17,4","0,8","72,5","0,2",,,
25/06/2014 21.00,"12,7","21,3","0,6","69,1","0,3",,,
25/06/2014 22.00,"6,0","8,9","0,6","77,8","0,3",,,
25/06/2014 23.00,"6,6","9,8","0,5","67,5","0,3",,,
26/06/2014 0.00,"5,1","8,0","0,5","72,4","0,2",,,
26/06/2014 1.00,"3,4","6,1","0,6","72,6","0,2",,,
26/06/2014 2.00,"3,3","5,6","0,6","66,6","0,2",,,
26/06/2014 3.00,"3,7","5,6","0,6","63,2","0,2",,,
26/06/2014 4.00,"7,0","10,6","0,6","62,5","0,3",,,
26/06/2014 5.00,"8,9","13,3","0,5","64,1","0,2",,,
26/06/2014 6.00,"9,1","13,4","0,5","70,8","0,2",,,
26/06/2014 7.00,"6,6","9,4","0,5","83,9","0,2",,,
26/06/2014 8.00,"6,9","10,2","0,6","83,8","0,2",,,
26/06/2014 9.00,"4,2","7,6","0,6","99,1","0,2",,,
26/06/2014 10.00,"6,3","12,4","0,6","97,9","0,2",,,
26/06/2014 11.00,"10,3","16,9","0,4","96,6","0,2",,,
26/06/2014 12.00,"5,5","8,9","0,4","103,3","0,2",,,
26/06/2014 13.00,"7,1","11,4","0,3","102,3","0,2",,,
26/06/2014 14.00,"3,8","5,9","0,3","106,6","0,2",,,
26/06/2014 15.00,"3,2","5,2","0,2","103,1","0,1",,,
26/06/2014 16.00,"6,9","10,7","0,3","102,3","0,4",,,
26/06/2014 17.00,"8,5","15,0","0,4","97,0","0,3",,,
26/06/2014 18.00,"9,5","14,7","0,3","91,4","0,3",,,
26/06/2014 19.00,"12,3","19,3","0,4","87,4","0,3",,,
26/06/2014 20.00,"17,5","27,0","0,4","72,6","0,3",,,
26/06/2014 21.00,"14,7","22,4","0,5","66,3","0,4",,,
26/06/2014 22.00,"7,9","12,2","0,4","69,5","0,3",,,
26/06/2014 23.00,"5,8","7,9","0,4","72,4","0,4",,,
27/06/2014 0.00,"5,5","7,7","0,4","65,2","0,2",,,
27/06/2014 1.00,"3,5","6,2","0,3","76,2","0,2",,,
27/06/2014 2.00,"1,6","3,1","0,3","89,4","0,2",,,
27/06/2014 3.00,"2,3","4,0",,"92,8","0,2",,,
27/06/2014 4.00,"3,8","5,5","0,2","90,7","0,2",,,
27/06/2014 5.00,"3,5","5,1","0,2",,"0,2",,,
27/06/2014 6.00,"4,0","5,9","0,3","94,2","0,2",,,
27/06/2014 7.00,"3,7","5,8","0,3","92,4","0,2",,,
27/06/2014 8.00,"4,0","6,5","0,2","95,5","0,2",,,
27/06/2014 9.00,"4,0","7,1","0,3","97,7","0,2",,,
27/06/2014 10.00,"4,3","7,6","0,3","100,4","0,2",,,
27/06/2014 11.00,"3,3","5,7","0,4","102,0","0,2",,,
27/06/2014 12.00,"3,6","6,1","0,5","101,6","0,2",,,
27/06/2014 13.00,"3,3","5,3","0,5","101,4","0,2",,,
27/06/2014 14.00,"1,9","3,9","0,5","102,9","0,1",,,
27/06/2014 15.00,"2,5","4,5","0,5","101,4","0,1",,,
27/06/2014 16.00,"2,3","4,0","0,5","102,4","0,1",,,
27/06/2014 17.00,"3,1","5,2","0,5","105,2","0,1",,,
27/06/2014 18.00,"4,5","7,1","0,5","103,2","0,2",,,
27/06/2014 19.00,"6,0","8,8","0,5","104,3","0,2",,,
27/06/2014 20.00,"7,6","10,7","0,5","101,7","0,2",,,
27/06/2014 21.00,"8,1","10,9","0,5","97,2","0,2",,,
27/06/2014 22.00,"7,7","10,2","0,5","90,5","0,2",,,
27/06/2014 23.00,"5,3","7,4","0,4","92,1","0,2",,,
28/06/2014 0.00,"5,3","7,8","0,5","92,7","0,6",,,
28/06/2014 1.00,"4,3","6,8","0,4","92,8","0,2",,,
28/06/2014 2.00,"3,7","5,8","0,5","91,7","0,2",,,
28/06/2014 3.00,"3,7","6,2","0,5","92,5","0,3",,,
28/06/2014 4.00,"6,8","9,7","0,5","91,9","0,2",,,
28/06/2014 5.00,"8,4","11,9","0,5","88,9","0,2",,,
28/06/2014 6.00,"11,7","17,1","0,5","88,4","0,5",,,
28/06/2014 7.00,"5,5","8,9","0,5",,"0,2",,,
28/06/2014 8.00,"4,3","6,7","0,6",,"0,2",,,
28/06/2014 9.00,"4,0","7,0","0,5",,"0,2",,,
28/06/2014 10.00,"4,4","7,7","0,6",,"0,2",,,
28/06/2014 11.00,"3,6","5,9","0,4",,"0,2",,,
28/06/2014 12.00,"4,0","6,7","0,4",,"0,2",,,
28/06/2014 13.00,"3,0","5,1","0,4",,"0,2",,,
28/06/2014 14.00,"2,4","5,0","0,4",,"0,2",,,
28/06/2014 15.00,"1,7","3,6","0,4",,"0,1",,,
28/06/2014 16.00,"2,0","3,5","0,4",,"0,1",,,
28/06/2014 17.00,"2,2","4,1","0,4",,"0,1",,,
28/06/2014 18.00,"3,4","5,4","0,3",,"0,2",,,
28/06/2014 19.00,"5,1","7,1","0,3",,"0,2",,,
28/06/2014 20.00,"12,0","16,1","0,4",,"0,2",,,
28/06/2014 21.00,"14,8","18,8","0,4",,"0,4",,,
28/06/2014 22.00,"10,0","13,0","0,5",,"0,3",,,
28/06/2014 23.00,"9,4","12,4","0,4",,"0,3",,,
29/06/2014 0.00,"12,1","15,3","0,4",,"0,3",,,
29/06/2014 1.00,"11,8","15,4","0,4",,"0,3",,,
29/06/2014 2.00,"9,9","12,4","0,5",,"0,3",,,
29/06/2014 3.00,"8,2","10,7",,,"0,4",,,
29/06/2014 4.00,"7,7","10,1","0,4",,"0,3",,,
29/06/2014 5.00,"9,6","12,1","0,4",,"0,3",,,
29/06/2014 6.00,"7,9","10,4","0,4",,"0,3",,,
29/06/2014 7.00,"6,3","11,2","0,4",,"0,3",,,
29/06/2014 8.00,"5,3","8,9","0,5",,"0,3",,,
29/06/2014 9.00,"6,4","10,4","0,5",,"0,4",,,
29/06/2014 10.00,"7,1","12,8","0,4",,"0,2",,,
29/06/2014 11.00,"7,7","14,0","0,6",,"0,2",,,
29/06/2014 12.00,"6,1","9,8","0,7",,"0,2",,,
29/06/2014 13.00,"5,4","9,1","0,6",,"0,2",,,
29/06/2014 14.00,"3,7","6,5","0,6",,"0,2",,,
29/06/2014 15.00,"3,7","6,7","0,6",,"0,2",,,
29/06/2014 16.00,"4,1","6,7","0,6",,"0,2",,,
29/06/2014 17.00,"4,5","7,5","0,6",,"0,2",,,
29/06/2014 18.00,"6,2","10,3","0,5",,"0,2",,,
29/06/2014 19.00,"9,1","13,4","0,6",,"0,2",,,
29/06/2014 20.00,"11,1","17,3","0,6",,"0,2",,,
29/06/2014 21.00,"11,0","15,5","0,6",,"0,2",,,
29/06/2014 22.00,"8,9","12,6","0,6",,"0,2",,,
29/06/2014 23.00,"5,7","8,3","0,6",,"0,2",,,
30/06/2014 0.00,"5,5","8,2","0,6",,"0,2",,,
30/06/2014 1.00,"2,8","5,3","0,6",,"0,2",,,
30/06/2014 2.00,"2,6","5,4","0,6",,"0,2",,,
30/06/2014 3.00,"1,9","3,4","0,5",,"0,2",,,
30/06/2014 4.00,"1,6","3,0","0,5",,"0,2",,,
30/06/2014 5.00,"2,4","4,1","0,6",,"0,2",,,
30/06/2014 6.00,"5,2","9,5","0,6",,"0,2",,,
30/06/2014 7.00,"6,3","11,5","0,7",,"0,3",,,
30/06/2014 8.00,"9,7","15,9","0,8",,"0,4",,,
30/06/2014 9.00,"11,8","19,3","0,9",,"0,3",,,
30/06/2014 10.00,"11,2","19,7","1,0",,"0,4",,,
30/06/2014 11.00,"9,2","16,4","0,6",,"0,4",,,
30/06/2014 12.00,"8,9","16,1","0,5",,"0,3",,,
30/06/2014 13.00,"6,7","12,8","0,4",,"0,3",,,
30/06/2014 14.00,"5,4","10,8","0,4",,"0,3",,,
30/06/2014 15.00,"4,9","8,6","0,4",,"0,2",,,
30/06/2014 16.00,"5,3","10,5","0,4",,"0,2",,,
30/06/2014 17.00,"5,0","8,1","0,3",,"0,2",,,
30/06/2014 18.00,"3,9","5,9","0,3",,"0,2",,,
30/06/2014 19.00,"4,8","6,7","0,3",,"0,2",,,
30/06/2014 20.00,"5,6","7,5","0,4",,"0,2",,,
30/06/2014 21.00,"5,2","6,9","0,3",,"0,2",,,
30/06/2014 22.00,"3,3","4,9","0,3",,"0,2",,,
30/06/2014 23.00,"3,5","5,1","0,3",,"0,2",,,
01/07/2014 0.00,"2,9","4,3","0,3",,"0,2",,,
01/07/2014 1.00,"3,0","4,9","0,2",,"0,2",,,
01/07/2014 2.00,"2,8","4,5","0,2",,"0,2",,,
01/07/2014 3.00,"4,5","6,3",,,"0,2",,,
01/07/2014 4.00,"5,6","7,3","0,2",,"0,2",,,
01/07/2014 5.00,"6,6","9,1","0,2",,"0,2",,,
01/07/2014 6.00,"8,1","10,4","0,3",,"0,2",,,
01/07/2014 7.00,"6,4","9,0","0,3",,"0,2",,,
01/07/2014 8.00,"4,5","7,0","0,3",,"0,2",,,
01/07/2014 9.00,"2,9","4,9","0,3",,"0,2",,,
01/07/2014 10.00,"2,7","4,7","0,3",,"0,2",,,
01/07/2014 11.00,"3,7","5,8","0,3",,"0,2",,,
01/07/2014 12.00,"4,2","6,9","0,4",,"0,2",,,
01/07/2014 13.00,"5,9","8,6","0,4",,"0,2",,,
01/07/2014 14.00,"4,0","6,1","0,4",,"0,2",,,
01/07/2014 15.00,"2,8","5,0","0,4",,"0,1",,,
01/07/2014 16.00,"2,4","4,2","0,4",,"0,1",,,
01/07/2014 17.00,"2,9","4,7","0,4",,"0,2",,,
01/07/2014 18.00,"4,2","6,1","0,4",,"0,1",,,
01/07/2014 19.00,"5,7","7,6","0,4",,"0,2",,,
01/07/2014 20.00,"7,8","10,0","0,4",,"0,2",,,
01/07/2014 21.00,"7,7","10,0","0,4",,"0,2",,,
01/07/2014 22.00,"5,2","6,8","0,5",,"0,2",,,
01/07/2014 23.00,"5,8","7,6","0,4",,"0,2",,,
02/07/2014 0.00,"5,8","8,1","0,4",,"0,2",,,
02/07/2014 1.00,"3,3","4,8","0,4",,"0,2",,,
02/07/2014 2.00,"2,7","4,0","0,3",,"0,2",,,
02/07/2014 3.00,"5,1","6,8","0,4",,"0,2",,,
02/07/2014 4.00,"6,7","8,5","0,4",,"0,2",,,
02/07/2014 5.00,"7,0","8,9","0,4",,"0,2",,,
02/07/2014 6.00,"11,0","14,6","0,4",,"0,2",,,
02/07/2014 7.00,"8,3","13,1","0,5",,"0,2",,,
02/07/2014 8.00,"7,9","13,0","0,5",,"0,2",,,
02/07/2014 9.00,"8,7","14,3","0,6",,"0,3",,,
02/07/2014 10.00,"8,3","12,8","0,5",,"0,2",,,
02/07/2014 11.00,"9,8","15,4","0,5",,"0,2",,,
02/07/2014 12.00,"9,5","16,7","0,5",,"0,3",,,
02/07/2014 13.00,"5,9","10,4","0,4",,"0,2",,,
02/07/2014 14.00,"5,1","9,3","0,3",,"0,2",,,
02/07/2014 15.00,"6,5","11,5","0,4",,"0,2",,,
02/07/2014 16.00,"6,1","10,5","0,3",,"0,2",,,
02/07/2014 17.00,"8,5","14,1","0,3",,"0,2",,,
02/07/2014 18.00,"9,6","15,7","0,3",,"0,2",,,
02/07/2014 19.00,"12,2","19,1","0,3",,"0,2",,,
02/07/2014 20.00,"16,3","23,9","0,4",,"0,2",,,
02/07/2014 21.00,"14,8","20,8","0,5",,"0,4",,,
02/07/2014 22.00,"11,5","14,8","0,4",,"0,3",,,
02/07/2014 23.00,"9,8","12,8","0,4",,"0,3",,,
03/07/2014 0.00,"6,5","8,5","0,4",,"0,2",,,
03/07/2014 1.00,"5,3","7,9","0,4",,"0,2",,,
03/07/2014 2.00,"6,3","8,1","0,4",,"0,2",,,
03/07/2014 3.00,"9,3","12,1",,,"0,3",,,
03/07/2014 4.00,"13,0","16,0","0,3",,"0,2",,,
03/07/2014 5.00,"11,1","14,8","0,4",,"0,3",,,
03/07/2014 6.00,"14,7","18,9","0,2",,"0,3",,,
03/07/2014 7.00,"10,8","14,9","0,3",,"0,2",,,
03/07/2014 8.00,"6,9","10,6","0,3",,"0,2",,,
03/07/2014 9.00,"5,6","8,4","0,3",,"0,2",,,
03/07/2014 10.00,"4,5","6,8","0,3",,"0,3",,,
03/07/2014 11.00,"4,1","6,2","0,4",,"0,2",,,
03/07/2014 12.00,"4,2","6,5","0,4",,"0,1",,,
03/07/2014 13.00,"4,0","5,9","0,4","125,3","0,2",,,
03/07/2014 14.00,"3,1","5,0","0,5","133,7","0,2",,,
03/07/2014 15.00,"2,7","4,5","0,5","135,7","0,2",,,
03/07/2014 16.00,"3,0","5,6","0,5","128,0","0,1",,,
03/07/2014 17.00,"3,1","5,2","0,6","122,6","0,1",,,
03/07/2014 18.00,"3,8","5,8","0,5","119,7","0,2",,,
03/07/2014 19.00,"4,9","6,8","0,5","124,1","0,2",,,
03/07/2014 20.00,"7,6","9,6","0,6","111,0","0,2",,,
03/07/2014 21.00,"7,1","9,4","0,5","114,3","0,2",,,
03/07/2014 22.00,"4,1","6,4","0,5","121,4","0,2",,,
03/07/2014 23.00,"2,4","3,8","0,5","132,7","0,2",,,
04/07/2014 0.00,"2,7","4,1","0,6","127,8","0,2",,,
04/07/2014 1.00,"2,8","4,2","0,5","123,9","0,2",,,
04/07/2014 2.00,"3,5","5,2","0,5","122,6","0,2",,,
04/07/2014 3.00,"2,9","4,5","0,6","120,9","0,2",,,
04/07/2014 4.00,"3,7","5,1","0,6","112,3","0,1",,,
04/07/2014 5.00,"3,9","5,6","0,6","103,0","0,2",,,
04/07/2014 6.00,"5,1","7,2","0,6","104,9","0,2",,,
04/07/2014 7.00,"4,2","6,5","0,6","112,0","0,2",,,
04/07/2014 8.00,"4,5","6,9","0,7","113,6","0,2",,,
04/07/2014 9.00,"4,3","7,0","0,6","116,1","0,2",,,
04/07/2014 10.00,"4,0","6,4","0,6","120,9","0,2",,,
04/07/2014 11.00,"3,6","5,7","0,5","126,9","0,2",,,
04/07/2014 12.00,"3,6","5,6","0,5","131,9","0,2",,,
04/07/2014 13.00,"4,1","6,4","0,4","132,0","0,2",,,
04/07/2014 14.00,"3,2","5,2","0,4","131,8","0,2",,,
04/07/2014 15.00,"2,3","3,9","0,4","134,5","0,1",,,
04/07/2014 16.00,"2,5","4,2","0,4","134,4","0,1",,,
04/07/2014 17.00,"3,2","5,0","0,3","132,1","0,1",,,
04/07/2014 18.00,"4,6","6,4","0,3","132,2","0,1",,,
04/07/2014 19.00,"6,4","8,1","0,3","125,8","0,2",,,
04/07/2014 20.00,"11,5","14,9","0,4","115,5","0,2",,,
04/07/2014 21.00,"11,3","13,5","0,4","113,4","0,2",,,
04/07/2014 22.00,"12,4","14,5","0,5","99,7","0,2",,,
04/07/2014 23.00,"9,4","11,3","0,4","101,3","0,2",,,
05/07/2014 0.00,"12,5","15,3","0,4","89,4","0,2",,,
05/07/2014 1.00,"10,4","12,9","0,6","98,6","0,3",,,
05/07/2014 2.00,"8,3","11,1","0,5","107,1","0,3",,,
05/07/2014 3.00,"8,0","10,3","0,5","105,1","0,6",,,
05/07/2014 4.00,"23,1","27,3","0,5","64,4","0,3",,,
05/07/2014 5.00,"21,1","25,1","0,6",,"0,4",,,
05/07/2014 6.00,"38,7","49,7","0,6",,"0,5",,,
05/07/2014 7.00,"30,4","45,7","0,7",,"0,6",,,
05/07/2014 8.00,"15,1","24,3","0,6",,"0,6",,,
05/07/2014 9.00,"13,5","21,0","0,5",,"0,4",,,
05/07/2014 10.00,"13,5","22,2","0,5",,"0,4",,,
05/07/2014 11.00,"12,8","19,7","0,3",,"6,1",,,
05/07/2014 12.00,"13,6","21,6","0,3",,"0,5",,,
05/07/2014 13.00,"9,0","14,7","0,3",,"0,4",,,
05/07/2014 14.00,"6,8","11,2","0,3",,"0,2",,,
05/07/2014 15.00,"6,8","11,9","0,4",,"0,2",,,
05/07/2014 16.00,"5,5","9,5","0,4",,"0,2",,,
05/07/2014 17.00,"6,6","11,5","0,4",,"0,2",,,
05/07/2014 18.00,"6,7","12,4","0,4",,"0,2",,,
05/07/2014 19.00,"10,1","15,6","0,5",,"0,3",,,
05/07/2014 20.00,"13,6","18,7","0,4",,"0,8",,,
05/07/2014 21.00,"14,6","19,9","0,5",,"0,6",,,
05/07/2014 22.00,"10,0","14,6","0,5",,"0,5",,,
05/07/2014 23.00,"7,4","10,8","0,4",,"0,2",,,
06/07/2014 0.00,"5,5","7,5","0,4",,"0,2",,,
06/07/2014 1.00,"6,5","8,4","0,4",,"0,2",,,
06/07/2014 2.00,"9,4","11,5","0,4",,"0,2",,,
06/07/2014 3.00,"6,1","7,9","0,4",,"0,2",,,
06/07/2014 4.00,"3,8","5,4","0,4",,"0,2",,,
06/07/2014 5.00,"2,9","4,4","0,4",,"0,3",,,
06/07/2014 6.00,"2,6","4,3","0,5",,"0,3",,,
06/07/2014 7.00,"2,4","4,2","0,6",,"0,3",,,
06/07/2014 8.00,"2,5","4,0","0,6",,"0,2",,,
06/07/2014 9.00,"2,9","4,5","0,5",,"0,2",,,
06/07/2014 10.00,"2,6","4,4","0,4",,"0,2",,,
06/07/2014 11.00,"2,5","4,2","0,5",,"0,2",,,
06/07/2014 12.00,"2,3","3,9","0,5",,"0,2",,,
06/07/2014 13.00,"1,9","3,3","0,5",,"0,2",,,
06/07/2014 14.00,"1,2","2,4","0,5",,"0,2",,,
06/07/2014 15.00,"1,2","2,4","0,5",,"0,1",,,
06/07/2014 16.00,"1,0","2,2","0,5",,"0,1",,,
06/07/2014 17.00,"1,4","2,8","0,5",,"0,1",,,
06/07/2014 18.00,"2,1","3,5","0,5",,"0,2",,,
06/07/2014 19.00,"3,3","4,9","0,4",,"0,2",,,
06/07/2014 20.00,"6,4","8,2","0,4",,"0,2",,,
06/07/2014 21.00,"10,6","13,8","0,4",,"0,2",,,
06/07/2014 22.00,"15,9","19,8","0,5",,"0,3",,,
06/07/2014 23.00,"15,5","19,4","0,6",,"0,4",,,
07/07/2014 0.00,"16,7","19,4","0,5",,"0,3",,,
07/07/2014 1.00,"14,5","17,5","0,4",,"0,3",,,
07/07/2014 2.00,"8,9","11,4","0,4",,"0,3",,,
07/07/2014 3.00,"7,1","8,9",,,"0,3",,,
07/07/2014 4.00,"6,8","8,7","0,4",,"0,2",,,
07/07/2014 5.00,"9,7","11,9","0,5",,"0,2",,,
07/07/2014 6.00,"15,2","19,0","0,5",,"0,3",,,
07/07/2014 7.00,"19,4","28,5","0,4",,"0,3",,,
07/07/2014 8.00,"11,6","16,9","0,5",,"0,3",,,
07/07/2014 9.00,"10,9","15,7","0,5",,"0,3",,,
07/07/2014 10.00,"10,6","15,9","0,6",,"0,4",,,
07/07/2014 11.00,"9,8","15,0","0,5",,"0,5",,,
07/07/2014 12.00,"8,1","12,3","0,6",,"0,3",,,
07/07/2014 13.00,"8,9","13,6","0,5",,"0,2",,,
07/07/2014 14.00,"7,0","11,5","0,4",,"0,2",,,
07/07/2014 15.00,"7,1","10,8","0,4",,"0,2",,,
07/07/2014 16.00,"6,8","11,8","0,5",,"0,2",,,
07/07/2014 17.00,"11,9","19,0","0,4",,"0,2",,,
07/07/2014 18.00,"11,0","19,1","0,4",,"0,3",,,
07/07/2014 19.00,"15,2","22,3","0,4",,"0,3",,,
07/07/2014 20.00,"18,7","24,9","0,5",,"0,3",,,
07/07/2014 21.00,"15,5","20,8","0,4",,"0,5",,,
07/07/2014 22.00,"10,0","13,6","0,4",,"0,2",,,
07/07/2014 23.00,"8,4","12,1","0,5",,"0,2",,,
08/07/2014 0.00,"5,2","7,1","0,4",,"0,2",,,
