MARTINA FRANCA,,,,
,NO2,CO,O3,PM10
06/07/2011 22.00,"45,190732","0,294296","36,135874","15,13671"
06/07/2011 23.00,"35,397086","0,259892","14,846712",
07/07/2011 0.00,"35,619755","0,247171","4,833861","15,625"
07/07/2011 1.00,"25,066109","0,213314","15,136348",
07/07/2011 2.00,,"0,146189","37,179379","19,04295"
07/07/2011 3.00,"41,86953",,"30,283522",
07/07/2011 4.00,"24,754223","0,235811",,"11,23046"
07/07/2011 5.00,"53,456614","0,27159","34,986115",
07/07/2011 6.00,"142,902551","0,635915","0,489274","8,789063"
07/07/2011 7.00,"60,307481","0,503917","33,961545",
07/07/2011 8.00,"57,450761","0,465946","41,497578","19,04295"
07/07/2011 9.00,"58,923115","0,477415","52,81583",
07/07/2011 10.00,"48,122763","0,412317","58,275006","17,57811"
07/07/2011 11.00,"41,822245","0,422573",,
07/07/2011 12.00,"53,174227","0,451344",,"18,066401"
07/07/2011 13.00,"36,978327","0,395054","106,53779",
07/07/2011 14.00,"33,437305","0,35994","108,81231","11,71875"
07/07/2011 15.00,"36,378074","0,386324","105,036129",
07/07/2011 16.00,"41,685653","0,389613","101,02046","11,23046"
07/07/2011 17.00,"44,480632","0,504895","100,475705",
07/07/2011 18.00,"53,37782","0,566392","93,578509","9,765625"
07/07/2011 19.00,"58,258524","0,580641","82,42604",
07/07/2011 20.00,"63,855046","0,668914","60,873634","5,859375"
07/07/2011 21.00,"63,895767","0,599901","48,069942",
07/07/2011 22.00,"22,336193","0,322204","98,243179","18,55468"
07/07/2011 23.00,"37,271209","0,407932","53,592722",
08/07/2011 0.00,"47,020802","0,333322","52,430097","24,414061"
08/07/2011 1.00,"27,159118","0,266814","90,587364",
08/07/2011 2.00,"15,941104","0,240509","95,381311","19,04295"
08/07/2011 3.00,"21,569137","0,252408","64,852104",
08/07/2011 4.00,"35,597903","0,203399","54,528635","10,74218"
08/07/2011 5.00,"66,270436","0,268653","36,563544",
08/07/2011 6.00,"127,854537","0,580798","1,447518","16,601561"
08/07/2011 7.00,"94,968902","0,512098","37,063649",
08/07/2011 8.00,"82,019804","0,537856","57,724148","25,39061"
08/07/2011 9.00,"65,140904","0,581425","89,336098",
08/07/2011 10.00,"62,487769","0,551753","103,657588","22,46093"
08/07/2011 11.00,"38,453303","0,410556","124,789821",
08/07/2011 12.00,"64,742938","0,522198","114,201741","16,601561"
08/07/2011 13.00,"39,992653","0,562831","161,942823",
08/07/2011 14.00,"48,550954","0,421085","143,1609","20,01952"
08/07/2011 15.00,"40,368283","0,470252","154,988755",
08/07/2011 16.00,"48,297462","0,485244","135,096395","19,04295"
08/07/2011 17.00,"62,554769","0,780477","121,389903",
08/07/2011 18.00,"71,90638","0,831249","95,727778","24,414061"
08/07/2011 19.00,"69,115336","0,809602","93,133207",
08/07/2011 20.00,"59,86747","0,656662","85,303488","27,34375"
08/07/2011 21.00,"84,210599","0,633448","30,83845",
08/07/2011 22.00,"58,836444","0,486731","39,330687","31,25"
08/07/2011 23.00,"57,016009","0,53171","28,781186",
09/07/2011 0.00,"48,561472","0,459644","41,163275","32,71484"
09/07/2011 1.00,"33,020966","0,318094","58,522665",
09/07/2011 2.00,,"0,299734","64,243728","36,62109"
09/07/2011 3.00,"32,056629",,"63,292932",
09/07/2011 4.00,"30,967497","0,221482",,"25,39061"
09/07/2011 5.00,"54,845812","0,228879","25,652008",
09/07/2011 6.00,"86,81868","0,345482","6,782837","19,04295"
09/07/2011 7.00,"101,985085","0,581127","19,979007",
09/07/2011 8.00,"59,730878","0,384349","94,641625","15,13671"
09/07/2011 9.00,"35,799581","0,431557","98,869829",
09/07/2011 10.00,"38,008646","0,420896","102,39687","33,203121"
09/07/2011 11.00,"36,812326","0,380337","117,259895",
09/07/2011 12.00,"49,801806","0,381517","126,054611","18,066401"
09/07/2011 13.00,"46,615724","0,414917","130,646884",
09/07/2011 14.00,"41,425103","0,316567","119,727907","14,16015"
09/07/2011 15.00,"25,860659","0,265542","122,35894",
09/07/2011 16.00,"40,657551","0,292452","104,571877","19,04295"
09/07/2011 17.00,"50,51393","0,373885","88,593041",
09/07/2011 18.00,"58,305386","0,477388","82,696062","16,601561"
09/07/2011 19.00,"37,802898","0,414208","93,229979",
09/07/2011 20.00,"45,575883","0,461219","79,744841","15,13671"
09/07/2011 21.00,"58,070076","0,619167","45,796142",
09/07/2011 22.00,"48,529102","0,41354","47,247046","19,53125"
09/07/2011 23.00,"43,117931","0,371604","55,407715",
10/07/2011 0.00,"62,807306","0,440094","22,091752","26,36718"
10/07/2011 1.00,"65,468522","0,455633","12,312366",
10/07/2011 2.00,"54,104112","0,347291","12,224397","23,4375"
10/07/2011 3.00,"47,342629","0,411337","18,436754",
10/07/2011 4.00,"24,708699","0,282616","41,461706","16,601561"
10/07/2011 5.00,"18,919319","0,251066","48,014444",
10/07/2011 6.00,"24,639695","0,279862","51,936773","17,57811"
10/07/2011 7.00,"30,978587","0,367354","66,895818",
10/07/2011 8.00,"21,941518","0,332499","123,485754","19,04295"
10/07/2011 9.00,"25,288992","0,38608","124,988024",
10/07/2011 10.00,"18,40925","0,357205","128,685735","25,39061"
10/07/2011 11.00,"23,517313","0,362554","141,142186",
10/07/2011 12.00,"37,393864","0,361926","130,876929","24,414061"
10/07/2011 13.00,"17,777202","0,313932","143,51752",
10/07/2011 14.00,"3,901893","0,273569","155,034051","20,507811"
10/07/2011 15.00,"6,675232","0,26692","154,64903",
10/07/2011 16.00,"9,187377","0,296268","146,011894","17,57811"
10/07/2011 17.00,"8,678541","0,352563","141,153693",
10/07/2011 18.00,"23,246248","0,349297","126,858497","12,20703"
10/07/2011 19.00,"31,516986","0,445522","107,373533",
10/07/2011 20.00,"42,28386","0,443595","83,393076","13,18359"
10/07/2011 21.00,"64,296833","0,537264","33,887789",
10/07/2011 22.00,"68,827082","0,496389","17,480535","17,08984"
10/07/2011 23.00,"58,785891","0,432974","26,743574",
11/07/2011 0.00,"55,673727","0,387889","16,746291","28,80859"
11/07/2011 1.00,"52,044123","0,375222","16,85524",
11/07/2011 2.00,,"0,353585","30,653015","28,320311"
11/07/2011 3.00,"43,379512",,"46,460698",
11/07/2011 4.00,"60,550591","0,317718",,"19,04295"
11/07/2011 5.00,"86,021187","0,308041","15,596531",
11/07/2011 6.00,"103,333982","0,311896","26,14264","22,46093"
11/07/2011 7.00,"36,165823","0,237778","90,090646",
11/07/2011 8.00,"41,478639","0,321456","99,836187","30,27343"
11/07/2011 9.00,"44,722254","0,345809","109,076844",
11/07/2011 10.00,"49,70349","0,357925","117,800563","30,27343"
11/07/2011 11.00,"43,35672","0,314296","137,912914",
11/07/2011 12.00,"52,23714","0,312053","137,142065","26,36718"
11/07/2011 13.00,"33,298072","0,264057","144,338384",
11/07/2011 14.00,"18,010148","0,176485","140,160348","28,320311"
11/07/2011 15.00,"18,893501","0,20426","129,711652",
11/07/2011 16.00,"22,535769","0,203119","120,54604","25,878901"
11/07/2011 17.00,"28,210527","0,260595","119,507939",
11/07/2011 18.00,"37,992013","0,345887","110,928405","20,507811"
11/07/2011 19.00,"44,681755","0,30686","100,054778",
11/07/2011 20.00,"74,416033","0,503881","70,156293","15,13671"
11/07/2011 21.00,"79,341594","0,520051","42,776591",
11/07/2011 22.00,"77,2496","0,465327","21,164636","19,53125"
11/07/2011 23.00,"46,804095","0,306349","47,787752",
12/07/2011 0.00,"35,6444","0,288725","63,052693","29,785151"
12/07/2011 1.00,"69,72207","0,269919","26,000515",
12/07/2011 2.00,"33,604338","0,224834","65,745404","33,203121"
12/07/2011 3.00,"15,639753","0,1648","80,241574",
12/07/2011 4.00,"22,526916","0,146467","62,453795","20,99609"
12/07/2011 5.00,"80,389465","0,166531","23,120374",
12/07/2011 6.00,"128,054093","0,53205","17,085325","23,4375"
12/07/2011 7.00,"67,575702","0,447191","59,123622",
12/07/2011 8.00,"55,878141","0,361033","81,817641","25,878901"
12/07/2011 9.00,"45,862511","0,318585","95,404294",
12/07/2011 10.00,"39,343623","0,339003","103,936468","26,85545"
12/07/2011 11.00,"46,596549","0,264687","106,418049",
12/07/2011 12.00,"53,659627","0,313706","100,209747","21,972651"
12/07/2011 13.00,"42,831515","0,224362","113,661675",
12/07/2011 14.00,"29,770967","0,130061","120,227281","22,46093"
12/07/2011 15.00,"35,058468","0,152053","117,548114",
12/07/2011 16.00,"44,324864","0,222277","111,698493","21,48436"
12/07/2011 17.00,"48,606252","0,234276","94,432524",
12/07/2011 18.00,"52,504169","0,278496","84,018371","25,39061"
12/07/2011 19.00,"50,696947","0,331409","73,257734",
12/07/2011 20.00,"77,311625","0,527053","38,042195","21,48436"
12/07/2011 21.00,"62,888069","0,428818","50,790385",
12/07/2011 22.00,"23,023003","0,133917","88,241148","19,53125"
12/07/2011 23.00,"19,080805","0,138796","97,626683",
13/07/2011 0.00,"13,771796","0,11523","97,920388","33,203121"
13/07/2011 1.00,"10,009294","0,076282","101,507718",
13/07/2011 2.00,,"0,058972","105,599803","28,320311"
13/07/2011 3.00,"20,714397",,"106,852477",
13/07/2011 4.00,"12,573452","0,163677",,"17,57811"
13/07/2011 5.00,"71,071521","0,291243","41,127404",
13/07/2011 6.00,"110,668484","0,480826","27,07584","15,625"
13/07/2011 7.00,"79,647681","0,515445","61,4705",
13/07/2011 8.00,"64,891612","0,527534","76,074938","29,785151"
13/07/2011 9.00,"59,193069","0,432232","94,253872",
13/07/2011 10.00,"67,374921","0,433331","95,665518","34,17968"
13/07/2011 11.00,"56,207309","0,457941","103,995281",
13/07/2011 12.00,"56,362909","0,368371","102,777911","25,39061"
13/07/2011 13.00,"55,586159","0,348942","108,048203",
13/07/2011 14.00,"38,342825","0,273501","110,323423","29,785151"
13/07/2011 15.00,"38,569645","0,345056","107,994779",
13/07/2011 16.00,"63,098062","0,388742","92,641915","25,39061"
13/07/2011 17.00,"56,548869","0,457354","99,116829",
13/07/2011 18.00,"73,289747","0,420536","84,251163","23,92577"
13/07/2011 19.00,"59,109994","0,472268","99,651447",
13/07/2011 20.00,"53,652785","0,520509","114,737721","26,36718"
13/07/2011 21.00,"40,065175","0,380068","123,20759",
13/07/2011 22.00,"29,303751","0,276484","127,957564","39,550781"
13/07/2011 23.00,"39,39259","0,524001","96,562189",
14/07/2011 0.00,"26,720218","0,345527","120,517554","46,386711"
14/07/2011 1.00,"1,229123","0,162263","132,218248",
14/07/2011 2.00,"2,086344","0,203046","120,606268","46,386711"
14/07/2011 3.00,,"0,18872","128,520606",
14/07/2011 4.00,"0,224197","0,188838","146,139184","29,785151"
14/07/2011 5.00,"5,941201","0,244219","138,224846",
14/07/2011 6.00,"24,095808","0,278761","107,851316","22,46093"
14/07/2011 7.00,"50,988812","0,294579","79,641295",
14/07/2011 8.00,"31,829273","0,343447","108,385896","23,4375"
14/07/2011 9.00,"42,1713","0,426541","120,518985",
14/07/2011 10.00,"44,691525","0,485653","124,826351","28,320311"
14/07/2011 11.00,"30,685858","0,341799","151,131387",
14/07/2011 12.00,"45,519747","0,402912","127,454004","27,83202"
14/07/2011 13.00,"29,352546","0,363504","146,807736",
14/07/2011 14.00,"31,634076","0,463084","146,98845","31,25"
14/07/2011 15.00,"28,875157","0,258351","152,220896",
14/07/2011 16.00,"23,301887","0,21011","143,805844","31,25"
14/07/2011 17.00,"14,957843","0,210896","146,505256",
14/07/2011 18.00,"20,684073","0,224163","148,252646","27,34375"
14/07/2011 19.00,"22,749319","0,263729","144,741001",
14/07/2011 20.00,"22,602937","0,261334","148,163286","24,414061"
14/07/2011 21.00,"15,993104","0,199317","142,483475",
14/07/2011 22.00,"8,353289","0,138084","144,38916","35,644531"
14/07/2011 23.00,"10,505568","0,205793","153,962153",
15/07/2011 0.00,"22,299597","0,350905","139,948492","28,80859"
15/07/2011 1.00,"53,354739","1,07438","97,871651",
15/07/2011 2.00,,"1,016523","66,54123","34,17968"
15/07/2011 3.00,"62,954683",,"46,329405",
15/07/2011 4.00,"24,993261","0,361788",,"30,27343"
15/07/2011 5.00,"30,438427","0,293521","81,660655",
15/07/2011 6.00,"50,765566","0,4297","47,927839","31,73827"
15/07/2011 7.00,"45,828267","0,357673","52,773874",
15/07/2011 8.00,"43,107665","0,349953","65,367095","36,132801"
15/07/2011 9.00,"41,773166","0,357241","87,008816",
15/07/2011 10.00,"48,921846","0,368331","100,419541","36,62109"
15/07/2011 11.00,"47,078141","0,34329","119,497764",
15/07/2011 12.00,"58,328215","0,382674","131,396029","44,921871"
15/07/2011 13.00,"55,923723","0,378012","132,86788",
15/07/2011 14.00,"31,980588","0,33655","154,978587","41,99218"
15/07/2011 15.00,"44,267597","0,408227","144,614517",
15/07/2011 16.00,"46,513375","0,435069","144,984668","32,71484"
15/07/2011 17.00,"62,504997","0,483821","127,073085",
15/07/2011 18.00,"70,984223","0,603188","115,270245","28,80859"
15/07/2011 19.00,"69,423553","0,615179","110,381611",
15/07/2011 20.00,"88,150328","0,644884","83,87016","22,9492"
15/07/2011 21.00,"65,607832","0,534177","66,243454",
15/07/2011 22.00,"40,182074","0,416455","76,772668","22,9492"
15/07/2011 23.00,"42,012545","0,403405","65,822534",
16/07/2011 0.00,"26,773486","0,311705","88,613353","34,17968"
16/07/2011 1.00,"10,624486","0,241243","116,236642",
16/07/2011 2.00,"6,491349","0,270831","116,674441","40,039051"
16/07/2011 3.00,"0,913921","0,280119","124,198286",
16/07/2011 4.00,"0,317426","0,281569","121,944117","20,507811"
16/07/2011 5.00,"9,246336","0,302809","109,56612",
16/07/2011 6.00,"14,322489","0,349091","103,177149","14,16015"
16/07/2011 7.00,"19,749143","0,359554","105,871157",
16/07/2011 8.00,"17,152866","0,376444","117,594118","11,23046"
16/07/2011 9.00,"26,799949","0,428016","118,369716",
16/07/2011 10.00,"30,507795","0,473441","119,869436","12,20703"
16/07/2011 11.00,"31,816597","0,47559","128,517166",
16/07/2011 12.00,"59,732829","0,488365","107,003382","9,277344"
16/07/2011 13.00,"27,414963","0,408265","145,038808",
16/07/2011 14.00,"11,895507","0,254763","146,15474","8,789063"
16/07/2011 15.00,"11,644213","0,226078","143,495861",
16/07/2011 16.00,"14,001101","0,239403","141,751925","23,4375"
16/07/2011 17.00,"20,697437","0,269851","137,797131",
16/07/2011 18.00,"27,63186","0,325185","131,379743","19,04295"
16/07/2011 19.00,"46,680025","0,384792","116,357098",
16/07/2011 20.00,"61,331856","0,496635","99,022088","21,48436"
16/07/2011 21.00,"47,829367","0,400427","105,346775",
16/07/2011 22.00,"32,225267","0,298616","119,466029","26,36718"
16/07/2011 23.00,"19,765012","0,256371","125,360314",
17/07/2011 0.00,"23,906079","0,245789","103,514841","23,4375"
17/07/2011 1.00,"31,755756","0,297088","76,682653",
17/07/2011 2.00,,"0,247593","90,543376","25,878901"
17/07/2011 3.00,"26,718077",,"107,014874",
17/07/2011 4.00,"14,919607","0,193601",,"22,46093"
17/07/2011 5.00,"7,861224","0,217997","101,157156",
17/07/2011 6.00,"8,41857","0,24153","99,124949","24,414061"
17/07/2011 7.00,"9,478855","0,238589","100,435104",
17/07/2011 8.00,"6,46786","0,244824","118,335843","16,11327"
17/07/2011 9.00,"14,617044","0,268868","121,958363",
17/07/2011 10.00,"19,392957","0,304403","129,39765","16,601561"
17/07/2011 11.00,"22,21417","0,283733","134,812819",
17/07/2011 12.00,"17,941213","0,25463","141,460968","22,46093"
17/07/2011 13.00,"8,770229","0,179951","152,858413",
17/07/2011 14.00,"3,028377","0,15328","155,557809","23,4375"
17/07/2011 15.00,"5,055255","0,157869","148,517181",
17/07/2011 16.00,"2,411315","0,175206","150,085151","24,414061"
17/07/2011 17.00,"4,533077","0,173323","153,706963",
17/07/2011 18.00,"17,458183","0,288478","140,613726","20,99609"
17/07/2011 19.00,"26,180632","0,3157","131,031875",
17/07/2011 20.00,"35,825353","0,376062","114,309267","11,71875"
17/07/2011 21.00,"27,329822","0,27079","114,768756",
17/07/2011 22.00,"37,440325","0,274751","79,211578","20,01952"
17/07/2011 23.00,"42,668763","0,305305","61,475926",
18/07/2011 0.00,"33,459291","0,258395","85,500397","20,01952"
18/07/2011 1.00,"19,540257","0,214075","97,728866",
18/07/2011 2.00,"13,20908","0,186384","107,12791","23,4375"
18/07/2011 3.00,"5,869379","0,131983","121,341889",
18/07/2011 4.00,"12,213827","0,146808","105,338617","21,972651"
18/07/2011 5.00,"90,210339","0,329035","21,990906",
18/07/2011 6.00,"126,229369","0,611474","15,895641","18,55468"
18/07/2011 7.00,"61,633108","0,553268","87,087339",
18/07/2011 8.00,"44,854354","0,849004","116,876099","21,48436"
18/07/2011 9.00,"29,595025","0,388771","128,448871",
18/07/2011 10.00,"42,597103","0,662228","116,815247","24,90234"
18/07/2011 11.00,"45,428948","0,684152","119,470694",
18/07/2011 12.00,"31,93323","0,362492","127,833714","25,39061"
18/07/2011 13.00,"21,853241","0,244942","138,967172",
18/07/2011 14.00,"14,407372","0,227293","128,402189","21,972651"
18/07/2011 15.00,"14,039794","0,261376","129,256235",
18/07/2011 16.00,"23,765452","0,313464","121,990821","15,13671"
18/07/2011 17.00,"24,142327","0,333782","120,375508",
18/07/2011 18.00,"28,544037","0,317229","116,302974","13,18359"
18/07/2011 19.00,"22,528674","0,338291","117,627276",
18/07/2011 20.00,"24,377215","0,315386","109,150002","14,64843"
18/07/2011 21.00,"13,409466","0,2451","112,928093",
18/07/2011 22.00,"1,850917","0,185522","108,519883","23,92577"
18/07/2011 23.00,"47,52748","0,8179","50,544743",
19/07/2011 0.00,"26,856085","0,454035","93,075688","20,01952"
19/07/2011 1.00,"4,063447","0,190267","122,726435",
19/07/2011 2.00,,"0,163792","119,365801","20,01952"
19/07/2011 3.00,"25,259241",,"88,499655",
19/07/2011 4.00,"54,535994","0,2569",,"14,16015"
19/07/2011 5.00,"107,361513","0,299887","6,934422",
19/07/2011 6.00,"124,553043","0,356301","0,634093","16,601561"
19/07/2011 7.00,"106,857912","0,781614","16,112867",
19/07/2011 8.00,"58,675472","0,520592","72,407091","16,601561"
19/07/2011 9.00,"50,9487","0,391161","97,438533",
19/07/2011 10.00,"47,320755","0,439761","105,727101","29,29686"
19/07/2011 11.00,"47,503065","0,556984","102,124192",
19/07/2011 12.00,"39,541498","0,470147","115,365687","23,92577"
19/07/2011 13.00,"18,813927","0,29973","127,881035",
19/07/2011 14.00,"4,047671","0,23256","131,399377","21,48436"
19/07/2011 15.00,"5,165174","0,196994","132,340713",
19/07/2011 16.00,"9,08824","0,187179","128,038035","18,55468"
19/07/2011 17.00,"9,462052","0,212775","134,828999",
19/07/2011 18.00,"11,421613","0,174027","121,714072","20,99609"
19/07/2011 19.00,"9,029217","0,144153","128,982735",
19/07/2011 20.00,"11,161915","0,165077","121,628806","25,878901"
19/07/2011 21.00,"5,375033","0,109368","114,010859",
19/07/2011 22.00,"6,500408","0,119421","98,152487","31,25"
19/07/2011 23.00,"3,201674","0,090014","92,666275",
20/07/2011 0.00,"14,132744","0,230362","67,161776","35,15625"
20/07/2011 1.00,"0,543012","0,112511","98,398826",
20/07/2011 2.00,,"0,171789","96,918154","36,62109"
20/07/2011 3.00,,"0,184549","94,07251",
20/07/2011 4.00,"0,922072","0,184588","92,927477","26,36718"
20/07/2011 5.00,"20,319666","0,19032","75,91659",
20/07/2011 6.00,"31,158927","0,276058","62,250763","18,55468"
20/07/2011 7.00,"27,572932","0,221608","64,320874",
20/07/2011 8.00,"23,944989","0,204178","89,547908","16,11327"
20/07/2011 9.00,"13,926814","0,163349","103,478319",
20/07/2011 10.00,"8,654092","0,17976",,"22,46093"
20/07/2011 11.00,"10,458879","0,343109",,
20/07/2011 12.00,"19,619261","0,397991",,"21,48436"
20/07/2011 13.00,"11,16978","0,410711","64,348628",
20/07/2011 14.00,"14,821336","0,515017","68,371086","23,4375"
20/07/2011 15.00,"14,781992","0,61053","68,156559",
20/07/2011 16.00,"18,37846","0,615869","65,414477","25,39061"
20/07/2011 17.00,"14,148481","0,647471","68,063173",
20/07/2011 18.00,"29,586287","0,670909","61,557798","14,64843"
20/07/2011 19.00,"22,573033","0,663332","65,354926",
20/07/2011 20.00,"26,737426","0,648492","61,546969","18,066401"
20/07/2011 21.00,"27,528344","0,637304","55,007755",
20/07/2011 22.00,"10,66612","0,543282","61,743216","20,507811"
20/07/2011 23.00,"7,878924","0,478625","61,255299",
21/07/2011 0.00,"9,191857","0,481177","53,026982","26,36718"
21/07/2011 1.00,"5,218951","0,419741","53,379557",
21/07/2011 2.00,,"0,454601","58,199196","30,7617"
21/07/2011 3.00,"16,016621",,"60,913554",
21/07/2011 4.00,"7,704545","0,154688",,"22,9492"
21/07/2011 5.00,"30,137937","0,167288",,
21/07/2011 6.00,"29,673188","0,262819",,"16,11327"
21/07/2011 7.00,"34,253076","0,271298",,
21/07/2011 8.00,"27,110648","0,353516",,"17,08984"
21/07/2011 9.00,"30,036679","0,335487",,
21/07/2011 10.00,"31,079102","0,292298",,"20,507811"
21/07/2011 11.00,"26,252542","0,313972",,
21/07/2011 12.00,"48,219911","0,309019",,"20,99609"
21/07/2011 13.00,"32,636883","0,297291",,
21/07/2011 14.00,"37,450437","0,251883",,"14,16015"
21/07/2011 15.00,"26,378486","0,277282",,
21/07/2011 16.00,"38,507145","0,309059",,"21,972651"
21/07/2011 17.00,"27,626008","0,353397",,
21/07/2011 18.00,"39,535284","0,438665",,"21,48436"
21/07/2011 19.00,"30,707827","0,424282",,
21/07/2011 20.00,"40,874965","0,431574",,"19,53125"
21/07/2011 21.00,"15,425962","0,167882",,
21/07/2011 22.00,"6,640059","0,183019",,"27,34375"
21/07/2011 23.00,"5,47302","0,185791",,
22/07/2011 0.00,"3,640025","0,200096",,"23,92577"
22/07/2011 1.00,"2,275664","0,161543",,
22/07/2011 2.00,"0,90741","0,170973",,"20,99609"
22/07/2011 3.00,"1,953722","0,129924",,
22/07/2011 4.00,"0,16227","0,108963",,"15,625"
22/07/2011 5.00,"18,332522","0,153222",,
22/07/2011 6.00,"39,324981","0,216896",,"13,67187"
22/07/2011 7.00,"26,138319","0,266941",,
22/07/2011 8.00,"18,544127","0,257153",,"12,69531"
22/07/2011 9.00,"20,671798","0,240551",,
22/07/2011 10.00,"21,933603","0,254142",,"16,601561"
22/07/2011 11.00,"24,066458","0,249902",,
22/07/2011 12.00,"31,729466","0,302124",,"12,69531"
22/07/2011 13.00,"47,659121","0,263928",,
22/07/2011 14.00,"23,027935","0,150409",,"19,04295"
22/07/2011 15.00,"24,649217","0,18927",,
22/07/2011 16.00,"33,583226","0,20394",,"19,04295"
22/07/2011 17.00,"20,754873","0,207941",,
22/07/2011 18.00,"13,581288","0,18912",,"21,48436"
22/07/2011 19.00,"19,948717","0,194945",,
22/07/2011 20.00,"28,179017","0,269753",,"20,507811"
22/07/2011 21.00,"22,398334","0,146327",,
22/07/2011 22.00,"9,328537","0,093194",,"23,4375"
22/07/2011 23.00,"5,728755","0,043281",,
23/07/2011 0.00,"1,807031","0,013202",,"20,01952"
23/07/2011 1.00,,"0,001356",,
23/07/2011 2.00,,"0,002773",,"34,17968"
23/07/2011 3.00,"11,556277",,,
23/07/2011 4.00,"15,448055","0,076944",,"23,92577"
23/07/2011 5.00,"30,745878","0,117099",,
23/07/2011 6.00,"62,342114","0,2602",,"21,972651"
23/07/2011 7.00,"36,7451","0,259287",,
23/07/2011 8.00,"38,039068","0,327918",,"14,16015"
23/07/2011 9.00,"33,540704","0,332285",,
23/07/2011 10.00,"35,830973","0,402307",,"25,39061"
23/07/2011 11.00,"33,652673","0,449265",,
23/07/2011 12.00,"61,410971","0,433666",,"13,67187"
23/07/2011 13.00,"65,997228","0,464668",,
23/07/2011 14.00,"27,357221","0,288304",,"8,300781"
23/07/2011 15.00,"36,922268","0,316209",,
23/07/2011 16.00,"28,458437","0,322401",,"15,625"
23/07/2011 17.00,"34,588039","0,296679",,
23/07/2011 18.00,"59,922863","0,411635",,"14,16015"
23/07/2011 19.00,"53,07186","0,436484",,
23/07/2011 20.00,"48,747815","0,394805",,"23,4375"
23/07/2011 21.00,"31,315614","0,244877",,
23/07/2011 22.00,"19,538231","0,186804",,"27,83202"
23/07/2011 23.00,"13,840893","0,140836",,
24/07/2011 0.00,"6,47968","0,171918",,"32,71484"
24/07/2011 1.00,"22,68454","0,210778",,
24/07/2011 2.00,"22,875874","0,252538",,"17,57811"
24/07/2011 3.00,"9,74645","0,207802",,
24/07/2011 4.00,"4,198612","0,207405",,"10,2539"
24/07/2011 5.00,"3,119374","0,226101",,
24/07/2011 6.00,"5,144204","0,26258",,"7,324219"
24/07/2011 7.00,"7,279012","0,241464",,
24/07/2011 8.00,"6,607235","0,216813",,"10,2539"
24/07/2011 9.00,"2,077692","0,219116",,
24/07/2011 10.00,"2,979066","0,207445",,"10,74218"
24/07/2011 11.00,"11,432974","0,243528",,
24/07/2011 12.00,"9,984548","0,23801",,"8,300781"
24/07/2011 13.00,"3,947192","0,184264",,
24/07/2011 14.00,"1,750874","0,200578",,"12,69531"
24/07/2011 15.00,"7,060756","0,195895",,
24/07/2011 16.00,"12,111845","0,237732",,"11,71875"
24/07/2011 17.00,"15,411344","0,214947",,
24/07/2011 18.00,"21,824256","0,281754",,"16,601561"
24/07/2011 19.00,"34,644733","0,293702",,
24/07/2011 20.00,"39,16577","0,330897",,"14,16015"
24/07/2011 21.00,"34,239407","0,338002",,
24/07/2011 22.00,"20,86904","0,31085",,"19,04295"
24/07/2011 23.00,"9,59197","0,324901",,
25/07/2011 0.00,"8,017402","0,327681",,"9,765625"
25/07/2011 1.00,"2,015334","0,244203",,
25/07/2011 2.00,,"0,246782",,"15,13671"
25/07/2011 3.00,"15,120705",,,
25/07/2011 4.00,"4,330271","0,160436",,"11,71875"
25/07/2011 5.00,"2,876405","0,067355",,
25/07/2011 6.00,"12,849862","0,07695",,"15,13671"
25/07/2011 7.00,"29,708942","0,195002",,
25/07/2011 8.00,"24,196264","0,201417",,"16,11327"
25/07/2011 9.00,"20,864374","0,227866","72,551908",
25/07/2011 10.00,"25,749304","0,303174","74,42034","9,765625"
25/07/2011 11.00,"26,925184","0,375593","79,696104",
25/07/2011 12.00,"31,449913","0,314736","75,166791","8,300781"
25/07/2011 13.00,"42,129427","0,352311","63,981826",
25/07/2011 14.00,"21,028825","0,225926","84,133416","11,71875"
25/07/2011 15.00,"30,15658","0,322854","79,219698",
25/07/2011 16.00,"47,3837","0,359834","63,713178","16,601561"
25/07/2011 17.00,"48,600037","0,386204","66,295569",
25/07/2011 18.00,"72,036755","0,407546","41,607201","18,55468"
25/07/2011 19.00,"43,157835","0,344194","51,435987",
25/07/2011 20.00,"50,031703","0,420889","51,538848","20,99609"
25/07/2011 21.00,"39,635415","0,293157","55,586344",
25/07/2011 22.00,"27,39242","0,185897","63,306456","19,53125"
25/07/2011 23.00,"10,623389","0,107295","60,84317",
26/07/2011 0.00,"10,046541","0,081752","55,817108","13,67187"
26/07/2011 1.00,"1,518596","0,024962","53,784901",
26/07/2011 2.00,"2,559531","0,025113","47,897378","11,23046"
26/07/2011 3.00,"0,350806","0,022907","52,978242",
26/07/2011 4.00,"0,289729","0,027605","62,962679","7,324219"
26/07/2011 5.00,"8,441286","0,060576","55,601249",
26/07/2011 6.00,"29,703723","0,210761","33,405934","8,789063"
26/07/2011 7.00,"38,98287","0,24897","34,747893",
26/07/2011 8.00,"33,299239","0,241843","55,11874","8,789063"
26/07/2011 9.00,"30,310056","0,283497","66,590606",
26/07/2011 10.00,"35,40171","0,29383","55,434766","12,69531"
26/07/2011 11.00,"50,662072","0,368189","50,801895",
26/07/2011 12.00,"45,068478","0,33002","60,508867","10,74218"
26/07/2011 13.00,"61,431619","0,2694","52,306266",
26/07/2011 14.00,"39,168181","0,232697","71,420405","18,066401"
26/07/2011 15.00,"37,334551","0,235388","75,145124",
