MARTINA FRANCA,,,,
,NO2,CO,O3,PM10
08/11/2011 12.00,"11,506131","0,183738","100,008074","44,43359"
08/11/2011 13.00,"19,858204","0,269797","92,864555",
08/11/2011 14.00,"17,96711","0,282567","94,851419","37,597641"
08/11/2011 15.00,"17,962644","0,285811","97,695708",
08/11/2011 16.00,"22,630698","0,327731","87,299827","41,015621"
08/11/2011 17.00,"43,112578","0,401883","50,59007",
08/11/2011 18.00,"33,7151","0,404921","52,723802","38,574211"
08/11/2011 19.00,"28,534937","0,295458","70,820826",
08/11/2011 20.00,"40,848846","0,469384","53,363316","52,24609"
08/11/2011 21.00,"21,130085","0,194167","72,363096",
08/11/2011 22.00,"13,097108","0,171379","80,30719","37,597641"
08/11/2011 23.00,"7,832162","0,142844","81,895472",
09/11/2011 0.00,"6,318166","0,137588","84,784426","27,83202"
09/11/2011 1.00,"8,035216","0,077684","78,792006",
09/11/2011 2.00,"1,566433","0,074681","98,232342","22,46093"
09/11/2011 3.00,"0,745282","0,05614","101,467794",
09/11/2011 4.00,"1,250245","0,046919","100,154245","1,953125"
09/11/2011 5.00,"3,48096","0,061306","95,756888",
09/11/2011 6.00,"13,923836","0,084463","80,183363","10,74218"
09/11/2011 7.00,"43,028908","0,236991","51,031301",
09/11/2011 8.00,"54,950076","0,360168","37,316075","16,601561"
09/11/2011 9.00,"67,421287","0,580817","28,710145",
09/11/2011 10.00,"47,88105","0,484493","42,475447","18,55468"
09/11/2011 11.00,"34,188147","0,296937","50,619175",
09/11/2011 12.00,"38,55609","0,497305","51,898189","21,48436"
09/11/2011 13.00,"39,670673","0,521489","50,136666",
09/11/2011 14.00,"64,989968","0,599746","25,178296","16,11327"
09/11/2011 15.00,"54,810613","0,41995","29,081653",
09/11/2011 16.00,"63,699333","0,596667","20,220602","18,066401"
09/11/2011 17.00,"67,271788","0,848481","15,365763",
09/11/2011 18.00,"61,491391","0,661129","17,163822","19,04295"
09/11/2011 19.00,"61,476862","0,669053","12,515387",
09/11/2011 20.00,"62,976367","0,762831","12,358384","20,99609"
09/11/2011 21.00,"64,81613","0,762544","14,416991",
09/11/2011 22.00,"48,726725","0,400324","31,80008","21,972651"
09/11/2011 23.00,"29,211037","0,282977","47,343145",
10/11/2011 0.00,"21,05198","0,25978","50,721378","20,507811"
10/11/2011 1.00,"30,683757","0,309911","31,320942",
10/11/2011 2.00,,"0,186283","52,452422","13,18359"
10/11/2011 3.00,"26,761823",,"47,555633",
10/11/2011 4.00,"15,681661","0,253038",,"9,277344"
10/11/2011 5.00,"10,645329","0,203387","52,694693",
10/11/2011 6.00,"16,667861","0,215248","45,011807","5,859375"
10/11/2011 7.00,"30,174285","0,352175","40,636774",
10/11/2011 8.00,"49,531793","0,66464","30,184052","12,69531"
10/11/2011 9.00,"70,476166","0,983934","14,837911",
10/11/2011 10.00,"51,972612","0,678995","29,864631","14,16015"
10/11/2011 11.00,"51,069345","0,661246","34,350668",
10/11/2011 12.00,"47,80145","0,588815","43,066902","12,69531"
10/11/2011 13.00,"53,247956","0,6237","32,005806",
10/11/2011 14.00,"61,10616","0,758624","27,931218","11,71875"
10/11/2011 15.00,"45,869396","0,511067","41,315531",
10/11/2011 16.00,"49,241533","0,58861","37,32216","23,4375"
10/11/2011 17.00,"52,155304","0,606892","32,438221",
10/11/2011 18.00,"56,239051","0,634497","26,480991","20,01952"
10/11/2011 19.00,"52,909513","0,593067","29,935015",
10/11/2011 20.00,"48,14999","0,541085","36,94387","19,53125"
10/11/2011 21.00,"46,715513","0,494708","39,705606",
10/11/2011 22.00,"34,853121","0,383341","53,558209","20,01952"
10/11/2011 23.00,"21,244709","0,291564","66,164953",
11/11/2011 0.00,"15,491153","0,258109","74,84871","19,04295"
11/11/2011 1.00,"10,256459","0,181058","85,29265",
11/11/2011 2.00,"3,85962","0,146784","92,816495","22,9492"
11/11/2011 3.00,"5,891413","0,15161","85,829292",
11/11/2011 4.00,"2,877906","0,158154","87,974512","21,48436"
11/11/2011 5.00,"3,241006","0,150056","86,529716",
11/11/2011 6.00,"6,541407","0,174881","81,492163","16,11327"
11/11/2011 7.00,"21,307461","0,349763","62,884174",
11/11/2011 8.00,"28,090931","0,385754","51,856914","24,90234"
11/11/2011 9.00,"30,231435","0,407758","52,772539",
11/11/2011 10.00,"38,883081","0,498347","42,898406","28,320311"
11/11/2011 11.00,"41,464012","0,570042","48,092267",
11/11/2011 12.00,"46,234741","0,558673","53,719944","28,320311"
11/11/2011 13.00,"49,065591","0,6237","52,201369",
11/11/2011 14.00,"42,260819","0,644272","63,610317","25,39061"
11/11/2011 15.00,"34,500106","0,497529","74,498171",
11/11/2011 16.00,"43,503389","0,565625","63,453989","30,27343"
11/11/2011 17.00,"54,412344","0,615726","45,530869",
11/11/2011 18.00,"49,800752","0,610451","37,040646","25,39061"
11/11/2011 19.00,"63,12227","0,739361","19,409884",
11/11/2011 20.00,"56,917063","0,836413","32,840872","34,17968"
11/11/2011 21.00,"61,722529","0,760506","28,160642",
11/11/2011 22.00,"49,545235","0,567505","35,297396","31,73827"
11/11/2011 23.00,"25,921308","0,419373","59,043759",
12/11/2011 0.00,"22,750906","0,475035","59,545203","35,644531"
12/11/2011 1.00,"18,059745","0,390785","55,273709",
12/11/2011 2.00,,"0,316145","59,823349","30,7617"
12/11/2011 3.00,"26,389155",,"57,131316",
12/11/2011 4.00,"13,761197","0,321978",,"29,29686"
12/11/2011 5.00,"11,279727","0,322512","58,510496",
12/11/2011 6.00,"19,456492","0,401453","44,311403","25,39061"
12/11/2011 7.00,"29,992663","0,62944","28,877285",
12/11/2011 8.00,"51,526372","1,070529","16,089863","28,320311"
12/11/2011 9.00,"51,69323","0,93896","15,734579",
12/11/2011 10.00,"44,802003","0,647203","29,728612","34,667961"
12/11/2011 11.00,"45,037159","0,68581","39,826743",
12/11/2011 12.00,"52,1893","0,760927","33,201567","43,457031"
12/11/2011 13.00,"45,050601","0,637499","28,722992",
12/11/2011 14.00,"42,234299","0,664924","47,797908","42,96875"
12/11/2011 15.00,"26,849393","0,478628","69,647406",
12/11/2011 16.00,"29,872838","0,568589","60,643551","40,039051"
12/11/2011 17.00,"36,951082","0,557158","46,842359",
12/11/2011 18.00,"32,714893","0,551278","55,880727","31,25"
12/11/2011 19.00,"36,320636","0,531092","58,904349",
12/11/2011 20.00,"27,442878","0,492154","69,493091","30,7617"
12/11/2011 21.00,"40,475088","0,515345","53,361962",
12/11/2011 22.00,"48,119951","0,605839","42,026092","24,414061"
12/11/2011 23.00,"29,273752","0,476161","53,732813",
13/11/2011 0.00,"24,402626","0,531379","51,153115","24,90234"
13/11/2011 1.00,"21,397076","0,451862","50,885129",
13/11/2011 2.00,"19,446396","0,423657","53,826199","20,01952"
13/11/2011 3.00,"16,381525","0,406592","58,068584",
13/11/2011 4.00,"14,839565","0,398658","54,662623","13,67187"
13/11/2011 5.00,"16,65475","0,397342","52,696051",
13/11/2011 6.00,"14,212471","0,444625","56,189991","18,55468"
13/11/2011 7.00,"13,692883","0,471309","62,619579",
13/11/2011 8.00,"16,026548","0,484919","64,008896","13,18359"
13/11/2011 9.00,"12,177797","0,501283","76,147358",
13/11/2011 10.00,"13,427499","0,531503","83,054044","18,066401"
13/11/2011 11.00,"17,193379","0,547579","86,428186",
13/11/2011 12.00,"17,858537","0,498199","87,762025","19,04295"
13/11/2011 13.00,"19,268351","0,533106","89,076913",
13/11/2011 14.00,"17,793589","0,49935","91,605176","17,57811"
13/11/2011 15.00,"8,695233","0,438293","96,402486",
13/11/2011 16.00,"14,646952","0,468924","85,861088","16,601561"
13/11/2011 17.00,"26,421621","0,555103","67,393213",
13/11/2011 18.00,"35,40129","0,632154","56,183907","16,11327"
13/11/2011 19.00,"36,178423","0,654316","45,927435",
13/11/2011 20.00,"39,079825","0,711672","42,995163","20,507811"
13/11/2011 21.00,"45,715747","0,70057","36,863353",
13/11/2011 22.00,"36,668888","0,639473","37,975883","26,36718"
13/11/2011 23.00,"28,252495","0,506751","52,107305",
14/11/2011 0.00,"24,697131","0,542563","55,146487","31,73827"
14/11/2011 1.00,"28,473102","0,508889","46,139923",
14/11/2011 2.00,,"0,426041","57,056879","21,48436"
14/11/2011 3.00,"22,600776",,"71,599057",
14/11/2011 4.00,"10,975517","0,241715",,"13,18359"
14/11/2011 5.00,"7,676376","0,252167","82,610096",
14/11/2011 6.00,"17,499988","0,291835","57,390504","13,67187"
14/11/2011 7.00,"35,880115","0,592848","35,587707",
14/11/2011 8.00,"62,987876","1,09319","15,509224","12,20703"
14/11/2011 9.00,"73,319214","1,162568","19,390255",
14/11/2011 10.00,"49,534087","0,764484","45,176936","17,08984"
14/11/2011 11.00,"37,217652","0,545072","67,261243",
14/11/2011 12.00,"38,131359","0,535237","68,698619","29,785151"
14/11/2011 13.00,"42,089198","0,676464","69,667695",
14/11/2011 14.00,"43,569907","0,641075","69,227141","24,90234"
14/11/2011 15.00,"30,821802","0,507748","81,83863",
14/11/2011 16.00,"41,018939","0,656258","72,30219","22,46093"
14/11/2011 17.00,"58,157703","0,700989","47,687604",
14/11/2011 18.00,"67,724107","0,962085","30,489924","20,99609"
14/11/2011 19.00,"74,286592","1,03418","24,671426",
14/11/2011 20.00,"73,007197","0,946201","25,613426","24,414061"
14/11/2011 21.00,"65,868742","0,905668","22,541765",
14/11/2011 22.00,"53,139659","0,741152","28,242516","28,320311"
14/11/2011 23.00,"32,079954","0,617701","33,824844",
15/11/2011 0.00,"19,800442","0,45483","51,043493","32,71484"
15/11/2011 1.00,"9,46574","0,348498","63,264504",
15/11/2011 2.00,"4,510318","0,295332","76,280683","31,73827"
15/11/2011 3.00,"2,851799","0,286321","74,200417",
15/11/2011 4.00,"2,738848","0,245789","75,999824","23,92577"
15/11/2011 5.00,"4,440981","0,274634","63,485808",
15/11/2011 6.00,"53,22354","0,350474","35,334622","17,57811"
15/11/2011 7.00,"153,084543","1,097427","6,763211",
15/11/2011 8.00,"60,88089","0,691566","18,266218","15,13671"
15/11/2011 9.00,"57,968701","0,821516","35,121457",
15/11/2011 10.00,"49,220939","0,664653","51,102362","30,7617"
15/11/2011 11.00,"34,415062","0,425408","68,126795",
15/11/2011 12.00,"33,610971","0,429934","67,03928","20,507811"
15/11/2011 13.00,"43,983704","0,507215","59,484298",
15/11/2011 14.00,"50,51936","0,599678","57,097499","20,01952"
15/11/2011 15.00,"28,755084","0,378291","77,237582",
15/11/2011 16.00,"35,508821","0,437835","66,007945","17,08984"
15/11/2011 17.00,"40,900394","0,506432","55,169489",
15/11/2011 18.00,"73,911937","0,897974","19,799006","22,9492"
15/11/2011 19.00,"68,28438","0,849869","23,387685",
15/11/2011 20.00,"75,79525","0,954514","14,459622","27,34375"
15/11/2011 21.00,"57,426305","0,961715","10,491974",
15/11/2011 22.00,"48,285992","0,963978","7,017662","31,73827"
15/11/2011 23.00,"36,457174","0,926614","3,692224",
16/11/2011 0.00,"28,698049","0,833368","4,271502","43,945301"
16/11/2011 1.00,"25,486137","0,761027","3,795087",
16/11/2011 2.00,,"0,616467","5,229071","48,828121"
16/11/2011 3.00,"28,985574",,"12,65141",
16/11/2011 4.00,"17,50949","0,444033",,"40,52734"
16/11/2011 5.00,"21,204442","0,405243","3,931108",
16/11/2011 6.00,"75,369203","0,493457","2,814508","24,414061"
16/11/2011 7.00,"92,320939","1,11272","4,332408",
16/11/2011 8.00,"176,180105","2,166245","8,233738","26,36718"
16/11/2011 9.00,"87,273297","1,707373","5,543073",
16/11/2011 10.00,"51,577727","0,502031","32,631097","51,757801"
16/11/2011 11.00,"51,32693","0,465797","49,456569",
16/11/2011 12.00,"41,075819","0,484923","69,30227","52,24609"
16/11/2011 13.00,"53,533858","0,578331","63,755811",
16/11/2011 14.00,"62,261314","0,737113","59,686648","33,203121"
16/11/2011 15.00,"48,490231","0,552154","71,328373",
16/11/2011 16.00,"63,531972","0,664317","54,608475","24,90234"
16/11/2011 17.00,"74,34376","0,833736","35,037545",
16/11/2011 18.00,"106,112518","1,496651","10,929813","28,320311"
16/11/2011 19.00,"105,605343","1,626787","9,226498",
16/11/2011 20.00,"77,732166","1,684124","8,528116","36,62109"
16/11/2011 21.00,"60,535887","1,670976","8,914527",
16/11/2011 22.00,"54,25837","1,689566","6,522297","56,15234"
16/11/2011 23.00,"42,25172","1,356707","5,421261",
17/11/2011 0.00,"31,964929","1,124344","4,25323","81,05468"
17/11/2011 1.00,"27,350432","0,945322","3,769371",
17/11/2011 2.00,"20,807645","0,836374","4,225484","79,101563"
17/11/2011 3.00,"17,873976","0,663987","6,187993",
17/11/2011 4.00,"12,850401","0,565016","10,31738","55,664051"
17/11/2011 5.00,"18,30979","0,422598","10,354599",
17/11/2011 6.00,"45,976774","0,528124","5,185085","47,363281"
17/11/2011 7.00,"170,139374","1,375627","6,16363",
17/11/2011 8.00,"165,59623","1,639565","8,442848","35,15625"
17/11/2011 9.00,"66,559281","1,027391","8,096365",
17/11/2011 10.00,"46,592034","0,600054","34,600382","58,59375"
17/11/2011 11.00,"38,050731","0,509779","54,739768",
17/11/2011 12.00,"40,154026","0,46489","59,564834","46,875"
17/11/2011 13.00,"48,953909","0,518355","65,022636",
17/11/2011 14.00,"60,426657","0,667615","60,121099","34,667961"
17/11/2011 15.00,"39,673616","0,452936","72,241962",
17/11/2011 16.00,"47,906173","0,517364","61,327696","32,71484"
17/11/2011 17.00,"59,71218","0,682372","37,025087",
17/11/2011 18.00,"62,710504","0,766505","24,961081","24,414061"
17/11/2011 19.00,"56,118672","0,634885","31,446147",
17/11/2011 20.00,"52,210828","0,622272","28,813007","33,691391"
17/11/2011 21.00,"60,729841","0,669388","20,117062",
17/11/2011 22.00,"43,550254","0,541644","33,455352","37,597641"
17/11/2011 23.00,"48,630667","0,558709","19,170996",
18/11/2011 0.00,"39,263455","0,684227","10,468288","38,08593"
18/11/2011 1.00,"37,299487","0,579485","13,601535",
18/11/2011 2.00,,"0,534554","10,719354","38,08593"
18/11/2011 3.00,"34,570239",,"17,207815",
18/11/2011 4.00,"25,608334","0,367533",,"36,132801"
18/11/2011 5.00,"19,462725","0,318529","42,030841",
18/11/2011 6.00,"29,789207","0,3901","33,35993","32,71484"
18/11/2011 7.00,"43,589144","0,600037","25,536957",
18/11/2011 8.00,"61,678387","0,877427","15,441554","34,17968"
18/11/2011 9.00,"62,048302","0,841476","22,359062",
18/11/2011 10.00,"45,036412","0,530937","48,980144","37,109371"
18/11/2011 11.00,"45,814252","0,536454","60,604967",
18/11/2011 12.00,"45,634335","0,477856","67,173945","34,667961"
18/11/2011 13.00,"55,338327","0,562357","65,782588",
18/11/2011 14.00,"60,174098","0,640229","65,597855","31,73827"
18/11/2011 15.00,"55,592009","0,531225","60,369458",
18/11/2011 16.00,"65,620107","0,641052","51,860305","32,226551"
18/11/2011 17.00,"85,994798","0,890564","24,327649",
18/11/2011 18.00,"85,469535","1,125867","15,859095","34,667961"
18/11/2011 19.00,"92,370609","1,268969","15,033494",
18/11/2011 20.00,"100,750276","1,734799","6,452594","45,89843"
18/11/2011 21.00,"72,409427","1,696131","6,8566",
18/11/2011 22.00,"60,217692","1,627894","9,215671","57,128891"
18/11/2011 23.00,"50,20971","1,328021","8,215468",
19/11/2011 0.00,"40,210698","0,937632","9,527642","101,5625"
19/11/2011 1.00,"22,216464","0,586447","32,727855",
19/11/2011 2.00,"26,126887","0,572735","18,597132","101,5625"
19/11/2011 3.00,"22,091285","0,487409","12,457189",
19/11/2011 4.00,"18,086985","0,505776","14,51782","65,42968"
19/11/2011 5.00,"20,860836","0,504252","13,508825",
19/11/2011 6.00,"85,430412","0,619392","5,453067","56,15234"
19/11/2011 7.00,"95,89324","0,763562","4,971239",
19/11/2011 8.00,"106,53262","1,402103","7,715367","51,269531"
19/11/2011 9.00,"125,994206","1,819054","7,132027",
19/11/2011 10.00,"78,514787","0,918112","11,471198","70,3125"
19/11/2011 11.00,"38,234798","0,494986","56,171042",
19/11/2011 12.00,"23,524024","0,38833","88,33792","69,824211"
19/11/2011 13.00,"47,672793","0,473243","71,602444",
19/11/2011 14.00,"49,21618","0,552103","72,633779","42,96875"
19/11/2011 15.00,"37,009934","0,40093","83,466828",
19/11/2011 16.00,"44,940317","0,522659","68,185669","25,39061"
19/11/2011 17.00,"60,430041","0,660696","48,775096",
19/11/2011 18.00,"80,891899","1,008339","19,623049","29,29686"
19/11/2011 19.00,"73,545997","1,502172","7,311362",
19/11/2011 20.00,"61,064823","1,455349","7,170601","40,52734"
19/11/2011 21.00,"55,323794","1,438589","6,370709",
19/11/2011 22.00,"49,073143","1,519138","7,333016","64,45311"
19/11/2011 23.00,"44,084237","1,343505","6,472219",
20/11/2011 0.00,"41,390859","1,279345","6,989239","89,355461"
20/11/2011 1.00,"33,217957","1,122037","6,16363",
20/11/2011 2.00,,"0,934379","4,184882","100,097603"
20/11/2011 3.00,"41,83215",,"3,685455",
20/11/2011 4.00,"29,495984","0,723673",,"86,914063"
20/11/2011 5.00,"27,081395","0,59156","5,431413",
20/11/2011 6.00,"20,696597","0,559387","4,406171","65,42968"
20/11/2011 7.00,"24,227849","0,619826","4,056978",
20/11/2011 8.00,"22,023314","0,709025","4,446775","49,80468"
20/11/2011 9.00,"48,408187","1,00567","5,313661",
20/11/2011 10.00,"45,957099","0,64373","32,308964","42,96875"
20/11/2011 11.00,"37,943791","0,56313","68,794723",
20/11/2011 12.00,"26,38818","0,477346","87,80398","46,875"
20/11/2011 13.00,"31,157684","0,462576","88,841396",
20/11/2011 14.00,"35,275996","0,464057","83,589324","25,39061"
20/11/2011 15.00,"19,748014","0,385761","96,7097",
20/11/2011 16.00,"21,994576","0,403329","92,282555","26,36718"
20/11/2011 17.00,"34,805016","0,499111","69,997252",
20/11/2011 18.00,"59,746001","0,686849","37,527228","26,85545"
20/11/2011 19.00,"66,274505","0,75996","26,50535",
20/11/2011 20.00,"54,995275","1,200031","9,05664","30,7617"
20/11/2011 21.00,"52,654759","1,103427","5,804967",
20/11/2011 22.00,"50,600561","1,325108","5,298774","43,945301"
20/11/2011 23.00,"41,451835","1,439199","7,72687",
21/11/2011 0.00,"35,011778","1,189498","4,533396","62,5"
21/11/2011 1.00,"28,007874","1,01575","3,658387",
21/11/2011 2.00,"23,54129","0,877631","3,114299","75,683594"
21/11/2011 3.00,"16,594878","0,637642","4,907624",
21/11/2011 4.00,"17,349993","0,481297","7,40881","58,105461"
21/11/2011 5.00,"18,90888","0,488908","5,855044",
21/11/2011 6.00,"72,40497","0,527911","3,780874","45,89843"
21/11/2011 7.00,"102,011547","0,924617","5,056505",
21/11/2011 8.00,"87,105994","1,304619","5,740676","35,15625"
21/11/2011 9.00,"97,376918","1,383531","7,381063",
21/11/2011 10.00,"47,395457","0,680184","54,556386","48,828121"
21/11/2011 11.00,"50,02566","0,626614","54,911655",
21/11/2011 12.00,"58,312041","0,638465","48,927355","57,61718"
21/11/2011 13.00,"75,449777","0,769012","34,469092",
21/11/2011 14.00,"60,821731","0,711535","46,77064","42,480461"
21/11/2011 15.00,"62,38724","0,577984","41,975338",
21/11/2011 16.00,"65,98151","0,567204","36,245501","38,574211"
21/11/2011 17.00,"61,959391","0,648791","38,570055",
21/11/2011 18.00,"67,823439","0,676316","29,193313","41,015621"
21/11/2011 19.00,"55,816728","0,733671","40,207727",
21/11/2011 20.00,"46,233498","0,606372","44,246449","40,52734"
21/11/2011 21.00,"35,065944","0,494873","65,350177",
21/11/2011 22.00,"31,532474","0,425835","73,573083","44,921871"
21/11/2011 23.00,"21,667319","0,366383","82,896358",
22/11/2011 0.00,"15,753524","0,3145","90,340363","39,0625"
22/11/2011 1.00,"8,370411","0,232132","101,306037",
22/11/2011 2.00,,"0,228511","107,539362","26,85545"
22/11/2011 3.00,"18,626509",,"100,251026",
22/11/2011 4.00,"7,924903","0,207074",,"19,04295"
22/11/2011 5.00,"6,857621","0,193727","95,633037",
22/11/2011 6.00,"12,520631","0,154511","91,360184","21,972651"
22/11/2011 7.00,"27,982942","0,226433","78,359587",
22/11/2011 8.00,"46,094629","0,459992","65,914558","20,507811"
22/11/2011 9.00,"45,050601","0,449406","67,363449",
22/11/2011 10.00,"34,268163","0,352893","71,474568","19,53125"
22/11/2011 11.00,"21,213888","0,188207","87,00205",
22/11/2011 12.00,"23,428155","0,180175","83,5751","16,11327"
22/11/2011 13.00,"21,480708","0,157395","87,175299",
22/11/2011 14.00,"14,934204","0,147426","90,891883","10,74218"
