,Provincia di FOGGIA,,,
,MICHELANGELO,,,
Parm,SO2,NO2,CO,PM10



23/07/2005 19.00,"1,53192744","12,77494578","0,26330631","28,43223"
23/07/2005 20.00,"1,4991719","10,54131106","0,27436216","28,43223"
23/07/2005 21.00,"1,51198407","12,37909869","0,28436019","28,43223"
23/07/2005 22.00,"1,724174","15,05401728","0,29157387","28,43223"
23/07/2005 23.00,"1,38162399","18,71661198","0,30259128","28,43223"
24/07/2005 0.00,"1,80497669","22,63098648","0,35312665","28,43223"
24/07/2005 1.00,"1,43541211","18,95800962","0,32313489","21,74942017"
24/07/2005 2.00,"1,56758549","15,90671192","0,27879266","21,74942017"
24/07/2005 3.00,"5,22848751","14,92942371","0,25268151","21,74942017"
24/07/2005 4.00,"1,81259198","9,5692101","0,23096125","21,74942017"
24/07/2005 5.00,"1,39425513","6,28948958","0,18681591","21,74942017"
24/07/2005 6.00,"1,41147905","8,74895637","0,17403469","21,74942017"
24/07/2005 7.00,"1,72097147","11,57441437","0,19987206","21,74942017"
24/07/2005 8.00,"1,49838576","12,44010105","0,18415039","21,74942017"
24/07/2005 9.00,"1,28855222","10,5283324","0,18207203","21,74942017"
24/07/2005 10.00,"1,37884352","9,85733894","0,16360561","21,74942017"
24/07/2005 11.00,"1,42967012","8,03253188","0,19093302","21,74942017"
24/07/2005 12.00,"1,52648852","8,28042459","0,15894095","21,74942017"
24/07/2005 13.00,"1,49995703","7,38229701","0,20536038","21,74942017"
24/07/2005 14.00,"1,47705215","6,86055236","0,17242816","21,74942017"
24/07/2005 15.00,"1,5180881","7,06172344","0,1602341","21,74942017"
24/07/2005 16.00,"1,27217445","6,80604124","0,16156803","21,74942017"
24/07/2005 17.00,"1,35992732","7,84693404","0,16725206","21,74942017"
24/07/2005 18.00,"1,31592986","8,30508366","0,19912646","21,74942017"
24/07/2005 19.00,"1,49433709","12,40375584","0,21888603","21,74942017"
24/07/2005 20.00,"1,35599864","11,86514544","0,25946414","21,74942017"
24/07/2005 21.00,"1,78328102","16,17667485","0,3004337","21,74942017"
24/07/2005 22.00,"1,72230069","22,42980584","0,34955942","21,74942017"
24/07/2005 23.00,"1,69202256","39,09319176","0,41330822","21,74942017"
25/07/2005 0.00,"1,77439651","31,10089792","0,38402128","21,74942017"
25/07/2005 1.00,,"19,17475968","0,28094907","20,0508709"
25/07/2005 2.00,"1,20599521",,"0,2525254","20,0508709"
25/07/2005 3.00,"1,23975758",,,"20,0508709"
25/07/2005 4.00,"1,180976",,"0,14497726","20,0508709"
25/07/2005 5.00,"1,00463125",,"0,18328246","20,0508709"
25/07/2005 6.00,"1,51095487",,"0,20310261","20,0508709"
25/07/2005 7.00,"1,62948927",,"0,31307162","20,0508709"
25/07/2005 8.00,"1,41039492",,"0,19725431","20,0508709"
25/07/2005 9.00,"1,47306246",,"0,16075486","20,0508709"
25/07/2005 10.00,"1,567915",,"0,17064454","20,0508709"
25/07/2005 11.00,"1,50451827",,"0,16621055","20,0508709"
25/07/2005 12.00,"1,53111587",,"0,20946001","20,0508709"
25/07/2005 13.00,"1,430919",,"0,16122552","20,0508709"
25/07/2005 14.00,"1,61200094",,"0,12916122","20,0508709"
25/07/2005 15.00,"1,40650795",,"0,12127301","20,0508709"
25/07/2005 16.00,"1,47609923",,"0,14529181","20,0508709"
25/07/2005 17.00,"1,55030463",,"0,19564544","20,0508709"
25/07/2005 18.00,"1,50306091",,"0,16287516","20,0508709"
25/07/2005 19.00,"1,44974469",,"0,17751455","20,0508709"
25/07/2005 20.00,"1,19494246",,"0,19988371","20,0508709"
25/07/2005 21.00,"1,76514893",,"0,28548092","20,0508709"
25/07/2005 22.00,"1,75166758",,"0,3320285","20,0508709"
25/07/2005 23.00,"2,04836919",,"0,49686551","20,0508709"
26/07/2005 0.00,"2,26430677",,"0,65797453","20,0508709"
26/07/2005 1.00,"1,57702325",,"0,3596588","41,27323151"
26/07/2005 2.00,"1,52698584",,"0,25267219","41,27323151"
26/07/2005 3.00,"1,62584637",,"0,26036352","41,27323151"
26/07/2005 4.00,"1,76029072",,"0,20459381","41,27323151"
26/07/2005 5.00,"1,36351529",,"0,2295551","41,27323151"
26/07/2005 6.00,"1,47901395",,"0,31656545","41,27323151"
26/07/2005 7.00,"4,3321088",,"0,49470677","41,27323151"
26/07/2005 8.00,"1,8343751",,"0,30875529","41,27323151"
26/07/2005 9.00,"1,78215215",,"0,20961729","41,27323151"
26/07/2005 10.00,"1,74863183",,"0,26393541","41,27323151"
26/07/2005 11.00,"1,8940069",,"0,22433473","41,27323151"
26/07/2005 12.00,"1,50476134",,"0,24278134","41,27323151"
26/07/2005 13.00,"1,8927926",,"0,21440544","41,27323151"
26/07/2005 14.00,"1,60580741",,"0,15930327","41,27323151"
26/07/2005 15.00,"1,37736073",,"0,19643065","41,27323151"
26/07/2005 16.00,"1,66179529",,"0,21785966","41,27323151"
26/07/2005 17.00,"1,94197981",,"0,24654895","41,27323151"
26/07/2005 18.00,"2,50659888",,"0,31738911","41,27323151"
26/07/2005 19.00,"2,02760104",,"0,31389644","41,27323151"
26/07/2005 20.00,"1,7601697",,"0,29764818","41,27323151"
26/07/2005 21.00,"1,68912106",,"0,35016056","41,27323151"
26/07/2005 22.00,"2,06075727",,"0,33104757","41,27323151"
26/07/2005 23.00,"1,18899199",,"0,24972824","41,27323151"
27/07/2005 0.00,"0,99442972",,"0,36652648","41,27323151"
27/07/2005 1.00,,,"0,3010628","51,08261108"
27/07/2005 2.00,"1,26639789",,"0,19564544","51,08261108"
27/07/2005 3.00,"1,1913138",,,"51,08261108"
27/07/2005 4.00,"1,63908263",,"0,19727062","51,08261108"
27/07/2005 5.00,"2,384087",,"0,24945912","51,08261108"
27/07/2005 6.00,"3,04325555",,"0,41221312","51,08261108"
27/07/2005 7.00,"3,3625427",,"0,50455801","51,08261108"
27/07/2005 8.00,"2,32832082",,"0,41166091","51,08261108"
27/07/2005 9.00,"1,76282407",,"0,30393336","51,08261108"
27/07/2005 10.00,"1,71124997",,"0,26251528","51,08261108"
27/07/2005 11.00,"1,83553855",,"0,29770177","51,08261108"
27/07/2005 12.00,"2,01176635",,"0,33403113","51,08261108"
27/07/2005 13.00,"1,90151033",,"0,2868929","51,08261108"
27/07/2005 14.00,"1,95089788",,"0,3328871","51,08261108"
27/07/2005 15.00,"2,07409319",,"0,36653463","51,08261108"
27/07/2005 16.00,"2,07208868",,"0,34227584","51,08261108"
27/07/2005 17.00,"2,21205026",,"0,38653419","51,08261108"
27/07/2005 18.00,"2,28950294",,"0,43919568","51,08261108"
27/07/2005 19.00,"2,32813877",,"0,44515116","51,08261108"
27/07/2005 20.00,"3,11086672",,"0,47911441","51,08261108"
27/07/2005 21.00,"2,93117604",,"0,54696284","51,08261108"
27/07/2005 22.00,"2,35365225",,"0,57792738","51,08261108"
27/07/2005 23.00,"3,80703068",,"0,71756777","51,08261108"
28/07/2005 0.00,"3,25520241",,"0,64029332","51,08261108"
28/07/2005 1.00,"1,92319683",,"0,42128614","38,8895607"
28/07/2005 2.00,"2,1260324",,"0,43990517","38,8895607"
28/07/2005 3.00,"1,66587143",,"0,33296632","38,8895607"
28/07/2005 4.00,"1,66204445",,"0,28567082","38,8895607"
28/07/2005 5.00,"1,75881506",,"0,30708934","38,8895607"
28/07/2005 6.00,"2,01559332",,"0,33075748","38,8895607"
28/07/2005 7.00,"2,33706803",,"0,43998439","38,8895607"
28/07/2005 8.00,"1,92028109",,"0,32334109","38,8895607"
28/07/2005 9.00,"1,20826312",,"0,33430724","38,8895607"
28/07/2005 10.00,"1,18748683",,"0,30819376","38,8895607"
28/07/2005 11.00,"1,19860366",,"0,31071832","38,8895607"
28/07/2005 12.00,"1,34020565",,"0,3350575","38,8895607"
28/07/2005 13.00,"1,24908449",,"0,32034355","38,8895607"
28/07/2005 14.00,"1,47050878",,"0,30681324","38,8895607"
28/07/2005 15.00,"1,34093484",,"0,3178586","38,8895607"
28/07/2005 16.00,"1,41820548",,"0,31703029","38,8895607"
28/07/2005 17.00,"1,51278852",,"0,33572737","38,8895607"
28/07/2005 18.00,"1,55415703",,"0,34673313","38,8895607"
28/07/2005 19.00,"1,34002361",,"0,31363781","38,8895607"
28/07/2005 20.00,"1,22648675",,"0,37797493","38,8895607"
28/07/2005 21.00,"1,03622639",,"0,77590864","38,8895607"
28/07/2005 22.00,"1,27532715",,"0,61366608","38,8895607"
28/07/2005 23.00,"0,92943325",,"0,42191757","38,8895607"
29/07/2005 0.00,"1,26275297",,"0,43663152","38,8895607"
29/07/2005 1.00,,"22,93726976","0,45450029","50,67887115"
29/07/2005 2.00,"0,35619103",,"0,39272733","50,67887115"
29/07/2005 3.00,"0,31792132","9,86512652",,"50,67887115"
29/07/2005 4.00,"0,20055138","14,44531487","0,33478838","50,67887115"
29/07/2005 5.00,"0,33833556","17,67312459","0,34638829","50,67887115"
29/07/2005 6.00,"0,3338872","33,2657408","0,31588626","50,67887115"
29/07/2005 7.00,"0,3224307","46,25225512","0,38372654","50,67887115"
29/07/2005 8.00,"0,36374734","24,15597856","0,30678528","50,67887115"
29/07/2005 9.00,"0,30134524","26,15470688","0,32287742","50,67887115"
29/07/2005 10.00,"0,424687","24,78674736","0,31846324","50,67887115"
29/07/2005 11.00,"0,31280174","15,5614812","0,31647225","50,67887115"
29/07/2005 12.00,"0,36594101","13,52642106","0,32822827","50,67887115"
29/07/2005 13.00,"0,40847703","13,33044106","0,38216427","50,67887115"
29/07/2005 14.00,"0,48684502","11,93652231","0,29549876","50,67887115"
29/07/2005 15.00,"0,47739912","9,44591287","0,31518376","50,67887115"
29/07/2005 16.00,"0,56734565","8,42189347","0,29253034","50,67887115"
29/07/2005 17.00,"0,39506992","10,02216864","0,29217851","50,67887115"
29/07/2005 18.00,"0,44760001","13,4563367","0,35443378","50,67887115"
29/07/2005 19.00,"0,40280929","20,70363312","0,45996414","50,67887115"
29/07/2005 20.00,"0,46393201","43,4696068","0,63923201","50,67887115"
29/07/2005 21.00,"0,36990222","31,37863504","0,51960282","50,67887115"
29/07/2005 22.00,"0,280931","24,53107472","0,39294402","50,67887115"
29/07/2005 23.00,"0,38507586","31,76671368","0,50886268","50,67887115"
30/07/2005 0.00,"0,32188253","25,88085112","0,503746","50,67887115"
30/07/2005 1.00,"0,31773826","37,34235424","0,80576759","51,56586075"
30/07/2005 2.00,"0,22175888","25,97689088","0,59962783","51,56586075"
30/07/2005 3.00,"0,27946855","20,13127592","0,50019159","51,56586075"
30/07/2005 4.00,"0,21554298","16,76850194","0,32393175","51,56586075"
30/07/2005 5.00,"0,21347135","23,59400352","0,30026361","51,56586075"
30/07/2005 6.00,"0,27654366","28,42469064","0,24976435","51,56586075"
30/07/2005 7.00,"0,35600797","39,3307004","0,51679167","51,56586075"
30/07/2005 8.00,"0,28726894","55,08688056","0,72742018","51,56586075"
30/07/2005 9.00,"0,30018789","37,73043288","0,52772636","51,56586075"
30/07/2005 10.00,"0,29842034","23,10730392","0,34560657","51,56586075"
30/07/2005 11.00,"0,37636221","18,63743606","0,34674012","51,56586075"
30/07/2005 12.00,"0,34424738","13,63283915","0,30248992","51,56586075"
30/07/2005 13.00,"0,50427335","11,68473868","0,25843428","51,56586075"
30/07/2005 14.00,"0,54193388","10,37908168","0,24382751","51,56586075"
30/07/2005 15.00,"0,3427229","9,4549987","0,27624364","51,56586075"
30/07/2005 16.00,"0,49848458","10,40763358","0,25909833","51,56586075"
30/07/2005 17.00,"0,48684502","10,83074197","0,27214284","51,56586075"
30/07/2005 18.00,"0,45600958","13,74965279","0,31358189","51,56586075"
30/07/2005 19.00,"0,51798556","31,03470448","0,48831907","51,56586075"
30/07/2005 20.00,"0,61207535","58,35880968","0,82974795","51,56586075"
30/07/2005 21.00,"0,43571738","54,67155592","0,77299847","51,56586075"
30/07/2005 22.00,"0,5387049","60,57686352","0,76112596","51,56586075"
30/07/2005 23.00,"0,23748069","21,88211344","0,40032546","51,56586075"
31/07/2005 0.00,"0,21974726","17,35644577","0,26952625","51,56586075"
31/07/2005 1.00,,"13,13186647","0,27542348","44,01071167"
31/07/2005 2.00,"0,3952418",,"0,313738","44,01071167"
31/07/2005 3.00,"0,22513939","15,5692726",,"44,01071167"
31/07/2005 4.00,"0,23606807","9,03967979","0,273196","44,01071167"
31/07/2005 5.00,"0,11609665","10,24928938","0,23273904","44,01071167"
31/07/2005 6.00,"0,15720684","7,85731811","0,17099288","44,01071167"
31/07/2005 7.00,"0,20370612","15,3161869","0,25316382","44,01071167"
31/07/2005 8.00,"0,21811599","8,02344606","0,20046971","44,01071167"
31/07/2005 9.00,"0,2663401","12,41154724","0,252692","44,01071167"
31/07/2005 10.00,"0,38988424","14,43752347","0,30841744","44,01071167"
31/07/2005 11.00,"0,57094583","13,98067402","0,37945099","44,01071167"
31/07/2005 12.00,"0,64414543","14,21298966","0,34603995","44,01071167"
31/07/2005 13.00,"0,71383332","9,03189413","0,36579602","44,01071167"
31/07/2005 14.00,"0,82714441","8,50495649","0,31880691","44,01071167"
31/07/2005 15.00,"1,06963077","6,97216918","0,30562261","44,01071167"
31/07/2005 16.00,"0,83250298","8,31027474","0,33313175","44,01071167"
31/07/2005 17.00,"0,70693094","7,20059391","0,31821626","44,01071167"
31/07/2005 18.00,"0,92752943","9,91055182","0,32695376","44,01071167"
31/07/2005 19.00,"0,99089056","15,7496698","0,46052101","44,01071167"
31/07/2005 20.00,"0,75349123","16,3765515","0,50046536","44,01071167"
31/07/2005 21.00,"0,59561825","12,28435718","0,43454617","44,01071167"
31/07/2005 22.00,"0,40050986","16,9411173","0,47752185","44,01071167"
31/07/2005 23.00,"0,49738317","23,37595904","0,54257429","44,01071167"
01/08/2005 0.00,"0,40414258","23,5641572","0,45922203","44,01071167"
01/08/2005 1.00,"0,23576501","29,20341","0,47370415","55,01016998"
01/08/2005 2.00,"0,23591654","9,3355943","0,34871596","55,01016998"
01/08/2005 3.00,"0,17691427","9,16946635","0,30239556","55,01016998"
01/08/2005 4.00,"0,09290702","6,92933847","0,33454839","55,01016998"
01/08/2005 5.00,"0,12151523","16,1896535","0,3228215","55,01016998"
01/08/2005 6.00,"0,0893048","20,69585128","0,32242773","55,01016998"
01/08/2005 7.00,"0,12333159","32,80500616","0,41868702","55,01016998"
01/08/2005 8.00,"0,19123363","31,76021288","0,45603459","55,01016998"
01/08/2005 9.00,"0,25026539","17,03586838","0,31463505","55,01016998"
01/08/2005 10.00,"0,2162081","14,89956783","0,36591369","55,01016998"
01/08/2005 11.00,"0,38800686","13,9547167","0,43041391","55,01016998"
01/08/2005 12.00,"0,63330827","19,0449693","0,5207317","55,01016998"
01/08/2005 13.00,"0,58904945","14,48554526","0,44371588","55,01016998"
01/08/2005 14.00,"0,46692809","11,13703672","0,36693656","55,01016998"
01/08/2005 15.00,"0,61048171","11,33042214","0,32175902","55,01016998"
01/08/2005 16.00,"0,64756661","10,91380498","0,33486294","55,01016998"
01/08/2005 17.00,"0,67444898","12,01958533","0,36567719","55,01016998"
01/08/2005 18.00,"0,62804021","12,11823114","0,37693342","55,01016998"
01/08/2005 19.00,"0,63324725","17,89635633","0,44324406","55,01016998"
01/08/2005 20.00,"0,6259513","14,76328621","0,44505447","55,01016998"
01/08/2005 21.00,"0,43995522","16,20522674","0,44249729","55,01016998"
01/08/2005 22.00,"0,5221156","19,35255656","0,47303544","55,01016998"
01/08/2005 23.00,"0,27878207","17,35384162","0,36973139","55,01016998"
02/08/2005 0.00,"0,28598752","28,79588632","0,53230248","55,01016998"
02/08/2005 1.00,,"10,90731566","0,32270384","69,04299164"
02/08/2005 2.00,"0,34925611",,"0,28736356","69,04299164"
02/08/2005 3.00,"0,45581635","16,25973595",,"69,04299164"
02/08/2005 4.00,"0,37794771","14,5945675","0,20627723","69,04299164"
02/08/2005 5.00,"0,34405822","26,90876144","0,29772158","69,04299164"
02/08/2005 6.00,"0,48055691","39,05036296","0,46998896","69,04299164"
02/08/2005 7.00,"0,54669445","52,86750744","0,56730025","69,04299164"
02/08/2005 8.00,"0,46262516","29,90685392","0,31456748","69,04299164"
02/08/2005 9.00,"0,43220059","20,69325096","0,15922638","69,04299164"
02/08/2005 10.00,"0,47849036","10,89303493","0,11526743","69,04299164"
02/08/2005 11.00,"0,68057843","12,41154724","0,18546684","69,04299164"
02/08/2005 12.00,"0,90239325","12,91771674","0,25404107","69,04299164"
02/08/2005 13.00,"0,83373355","13,4770991","0,23338911","69,04299164"
02/08/2005 14.00,"0,84178717","14,44141822","0,20580075","69,04299164"
02/08/2005 15.00,"0,93038516","14,26101146","0,2147596","69,04299164"
02/08/2005 16.00,"1,10636582","13,57314078","0,2541599","69,04299164"
02/08/2005 17.00,"1,00229723","31,64080848","0,61335969","69,04299164"
02/08/2005 18.00,"1,66801221","58,99606016","1,60340115","69,04299164"
02/08/2005 19.00,"1,35760042","33,37996368","0,79605149","69,04299164"
02/08/2005 20.00,"1,11922172","24,24813696","0,44953622","69,04299164"
02/08/2005 21.00,"0,84342861","20,612794","0,39245588","69,04299164"
02/08/2005 22.00,"0,89640516","23,68486176","0,44176684","69,04299164"
02/08/2005 23.00,"0,96123484","41,69932424","0,67321389","69,04299164"
03/08/2005 0.00,"0,77543809","39,95628768","0,48116714","69,04299164"
03/08/2005 1.00,"0,48812542","10,8956276","0,26779506","58,31908035"
03/08/2005 2.00,"0,52854914","15,62117958","0,28781209","58,31908035"
03/08/2005 3.00,"0,54818334","11,05266972","0,27917128","58,31908035"
03/08/2005 4.00,"0,44675895","10,22852698","0,26731857","58,31908035"
03/08/2005 5.00,"0,47709199","14,21039699","0,24464651","58,31908035"
03/08/2005 6.00,"0,54216575","20,04173696","0,19882473","58,31908035"
03/08/2005 7.00,"0,71227934","46,9141704","0,38476688","58,31908035"
03/08/2005 8.00,"0,73066772","46,60396752","0,47327892","58,31908035"
03/08/2005 9.00,"0,58374376","30,33386088","0,31333957","58,31908035"
03/08/2005 10.00,"0,91214933","24,41425152","0,29470889","58,31908035"
03/08/2005 11.00,"0,74315953","20,27794544","0,31028727","58,31908035"
03/08/2005 12.00,"0,81534517","31,18915584","0,36823786","58,31908035"
03/08/2005 13.00,"0,78695765","22,73350792","0,32479385","58,31908035"
03/08/2005 14.00,"0,75015039","15,44986629","0,1939492","58,31908035"
03/08/2005 15.00,"0,51195373","17,0540362","0,06856841","58,31908035"
03/08/2005 16.00,"0,56599406","14,08190677","0,06983476","58,31908035"
03/08/2005 17.00,"0,52642157","23,1112044","0,20992368","58,31908035"
03/08/2005 18.00,"0,47125644","17,74839812","0,17428866","58,31908035"
03/08/2005 19.00,"0,65915126","20,20655136","0,12969596","58,31908035"
03/08/2005 20.00,"0,48462999","19,69908744","0,28162943","58,31908035"
03/08/2005 21.00,"0,43679031","32,27027712","0,39428027","58,31908035"
03/08/2005 22.00,"0,35518217","18,97618701","0,19763526","58,31908035"
03/08/2005 23.00,"0,36071465","13,59131625","0,12731819","58,31908035"
04/08/2005 0.00,"0,48836849","16,24026797","0,1329067","58,31908035"
04/08/2005 1.00,,"10,86837778","0,10165324","41,2615509"
04/08/2005 2.00,"0,39377325",,"0,07914777","41,2615509"
04/08/2005 3.00,"0,28439185",,,"41,2615509"
04/08/2005 4.00,"0,20417801",,"0,14138906","41,2615509"
04/08/2005 5.00,"0,46851665",,"0,18764073","41,2615509"
04/08/2005 6.00,"0,30262157",,"0,23728254","41,2615509"
04/08/2005 7.00,"0,31720535",,"0,16044846","41,2615509"
04/08/2005 8.00,"0,32449826",,"0,16585057","41,2615509"
04/08/2005 9.00,"0,37371902",,"0,1983296","41,2615509"
04/08/2005 10.00,"0,39741919",,"0,15015219","41,2615509"
04/08/2005 11.00,"0,24975384",,"0,19345757","41,2615509"
04/08/2005 12.00,"0,39377325",,"0,16366969","41,2615509"
04/08/2005 13.00,"0,54690701",,"0,16021197","41,2615509"
04/08/2005 14.00,"0,35913524",,"0,10236739","41,2615509"
04/08/2005 15.00,"0,4648707",,"0,09948984","41,2615509"
04/08/2005 16.00,"0,49039333",,"0,1436678","41,2615509"
04/08/2005 17.00,"0,41200297","6,65029737","0,16044846","41,2615509"
04/08/2005 18.00,"0,44481749","11,77818768","0,1880345","41,2615509"
04/08/2005 19.00,"0,41200297","15,23571846","0,22968791","41,2615509"
04/08/2005 20.00,"0,34272798","10,03904204","0,21503104","41,2615509"
04/08/2005 21.00,"0,32632072","9,84955137","0,23216353","41,2615509"
04/08/2005 22.00,"0,25886921","11,24346438","0,22721345","41,2615509"
04/08/2005 23.00,"0,32085231","7,8170839","0,2213966","41,2615509"
05/08/2005 0.00,"0,23334658","8,16880586","0,19762245","41,2615509"
05/08/2005 1.00,"0,2461079","7,7431067","0,15797284","49,72473145"
05/08/2005 2.00,"0,37189656","5,95982828","0,14669331","49,72473145"
05/08/2005 3.00,"0,29532968","4,77876485","0,13561299","49,72473145"
05/08/2005 4.00,"0,23881601","3,98836126","0,12511984","49,72473145"
05/08/2005 5.00,"0,17501045","3,85727645","0,1096766","49,72473145"
05/08/2005 6.00,"0,11849677","7,05263762","0,08788644","49,72473145"
05/08/2005 7.00,"0,72373991","15,72371249","0,11258444","49,72473145"
05/08/2005 8.00,"0,40835703","27,37989736","0,08708142","49,72473145"
05/08/2005 9.00,"0,26798459","35,07887128","0,15443473","49,72473145"
05/08/2005 10.00,"0,32085231","24,58428568","0,22473666","49,72473145"
05/08/2005 11.00,"0,308091","16,9891391","0,13777407","49,72473145"
05/08/2005 12.00,"0,24428543","14,07412493","0,10983387","49,72473145"
05/08/2005 13.00,"0,30626752","4,61393515","0,10011777","49,72473145"
05/08/2005 14.00,"0,25157732","1,64700062","0,06465284","49,72473145"
05/08/2005 15.00,"0,18047885","1,08436021","0,05993809","49,72473145"
05/08/2005 16.00,"0,25704573",,"0,04027871","49,72473145"
05/08/2005 17.00,"0,24428543",,"0,09794621","49,72473145"
05/08/2005 18.00,"0,22240875",,"0,08908522","49,72473145"
05/08/2005 19.00,"0,22058527",,"0,1252375","49,72473145"
05/08/2005 20.00,"0,15495724",,"0,11902922","49,72473145"
05/08/2005 21.00,"0,18777176",,"0,09435102","49,72473145"
05/08/2005 22.00,"0,1713645",,"0,09411569","49,72473145"
05/08/2005 23.00,"0,16954102",,"0,11058064","49,72473145"
06/08/2005 0.00,"0,08385877",,"0,1274778","49,72473145"
06/08/2005 1.00,,,"0,10625732","19,05764961"
06/08/2005 2.00,"0,28575971",,"0,10488262","19,05764961"
06/08/2005 3.00,"0,36662952",,,"19,05764961"
06/08/2005 4.00,"0,62675574",,"0,10651712","19,05764961"
06/08/2005 5.00,"0,75742906",,"0,10770658","19,05764961"
06/08/2005 6.00,"0,790448",,"0,0909166","19,05764961"
06/08/2005 7.00,"0,80399749",,"0,12953752","19,05764961"
06/08/2005 8.00,"0,89054317",,"0,11687979","19,05764961"
06/08/2005 9.00,"0,9585347",,"0,1192529","19,05764961"
06/08/2005 10.00,"0,88291465",,"0,16015139","19,05764961"
06/08/2005 11.00,"0,86899904",,"0,18890592","19,05764961"
06/08/2005 12.00,"1,01956894",,"0,14025552","19,05764961"
06/08/2005 13.00,"0,89353417",,"0,10550124","19,05764961"
06/08/2005 14.00,"0,86967026",,"0,11319257","19,05764961"
06/08/2005 15.00,"0,85355691",,"0,13153549","19,05764961"
06/08/2005 16.00,"0,89902698",,"0,12022334","19,05764961"
06/08/2005 17.00,"0,94211727",,"0,13839618","19,05764961"
06/08/2005 18.00,"0,81480108",,"0,17391586","19,05764961"
06/08/2005 19.00,"0,81596046",,"0,19167396","19,05764961"
06/08/2005 20.00,"0,79941997",,"0,23352192","19,05764961"
06/08/2005 21.00,"0,90293328",,"0,21944057","19,05764961"
06/08/2005 22.00,"0,89072623",,"0,21105606","19,05764961"
06/08/2005 23.00,"0,91599461",,"0,37789105","19,05764961"
07/08/2005 0.00,"0,53398399",,"0,18510918","19,05764961"
07/08/2005 1.00,"0,71513203",,"0,14943222","24,86894035"
07/08/2005 2.00,"0,71482693",,"0,2250582","24,86894035"
07/08/2005 3.00,"0,74058347",,"0,33916878","24,86894035"
07/08/2005 4.00,"0,84171598",,"0,19321758","24,86894035"
07/08/2005 5.00,"0,63829056",,"0,1166433","24,86894035"
07/08/2005 6.00,"0,73899695",,"0,13992582","24,86894035"
07/08/2005 7.00,"0,75187522",,"0,16335514","24,86894035"
07/08/2005 8.00,"0,63420222",,"0,17189808","24,86894035"
07/08/2005 9.00,"0,57011596",,"0,15845049","24,86894035"
07/08/2005 10.00,"0,68254023",,"0,22667871","24,86894035"
07/08/2005 11.00,"0,75596356",,"0,30693323","24,86894035"
07/08/2005 12.00,"0,82328387",,"0,35427767","24,86894035"
07/08/2005 13.00,"0,90665652",,"0,26931771","24,86894035"
07/08/2005 14.00,"0,81382374",,"0,22762935","24,86894035"
07/08/2005 15.00,"0,94205625",,"0,19950625","24,86894035"
07/08/2005 16.00,"0,75169216",,"0,187798","24,86894035"
07/08/2005 17.00,"0,98056801",,"0,22102264","24,86894035"
07/08/2005 18.00,"1,07462119",,"0,25092586","24,86894035"
07/08/2005 19.00,"1,05710438",,"0,27584404","24,86894035"
07/08/2005 20.00,"1,01749325",,"0,36392969","24,86894035"
07/08/2005 21.00,"0,79362205",,"0,35356585","24,86894035"
07/08/2005 22.00,"0,67509477",,"0,30451935","24,86894035"
07/08/2005 23.00,"1,03177599",,"0,31100607","24,86894035"
08/08/2005 0.00,"0,94211727",,"0,21817538","24,86894035"
08/08/2005 1.00,,,"0,17605131","12,02902985"
08/08/2005 2.00,"0,54233457",,"0,20049534","12,02902985"
08/08/2005 3.00,"0,56583541",,,"12,02902985"
08/08/2005 4.00,"0,45773238",,"0,20771601","12,02902985"
08/08/2005 5.00,"0,42816717",,"0,21421554","12,02902985"
08/08/2005 6.00,"0,42195127",,"0,18559848","12,02902985"
08/08/2005 7.00,"0,31991261",,"0,18242735","12,02902985"
08/08/2005 8.00,"0,48047555",,"0,21061336","12,02902985"
08/08/2005 9.00,"0,2480463",,"0,13713332","12,02902985"
08/08/2005 10.00,"0,19376799",,"0,16140493","12,02902985"
08/08/2005 11.00,"0,17860554",,"0,15549372","12,02902985"
08/08/2005 12.00,"0,25471782",,"0,16246158","12,02902985"
08/08/2005 13.00,"0,24486207",,"0,15381029","12,02902985"
08/08/2005 14.00,"0,29307703",,"0,16653326","12,02902985"
08/08/2005 15.00,"0,28125033",,"0,13509806","12,02902985"
08/08/2005 16.00,"0,24501361",,"0,12327448","12,02902985"
08/08/2005 17.00,"0,21029424",,"0,11290947","12,02902985"
08/08/2005 18.00,"0,18027342",,"0,1071602","12,02902985"
08/08/2005 19.00,"0,11462302",,"0,11188311","12,02902985"
08/08/2005 20.00,"0,09354875",,"0,19851717","12,02902985"
08/08/2005 21.00,"0,22454546",,"0,18908183","12,02902985"
08/08/2005 22.00,"0,22014897",,"0,15525955","12,02902985"
08/08/2005 23.00,"0,26290467",,"0,14879963","12,02902985"
09/08/2005 0.00,"0,27078947",,"0,17334501","12,02902985"
09/08/2005 1.00,"0,25987299",,"0,12452802","12,04395008"
09/08/2005 2.00,"0,16071448",,"0,10726388","12,04395008"
09/08/2005 3.00,"0,17678613",,"0,1045704","12,04395008"
09/08/2005 4.00,"0,27397268",,"0,09959236","12,04395008"
09/08/2005 5.00,"0,25092746",,"0,10346715","12,04395008"
09/08/2005 6.00,"0,20074156",,"0,09659831","12,04395008"
09/08/2005 7.00,"0,26639196",,"0,24839082","12,04395008"
09/08/2005 8.00,"0,25411067",,"0,16880384","12,04395008"
09/08/2005 9.00,"0,28928667",,"0,15686376","12,04395008"
09/08/2005 10.00,"0,26032759",,"0,1723268","12,04395008"
09/08/2005 11.00,"0,3375006",,"0,17189692","12,04395008"
09/08/2005 12.00,"0,47759439",,"0,35483221","12,04395008"
