, Brindisi,,,,,,
30/10/2009 1.00,,"7,6","6,4","0,1","80,8","0,6","23,6"
30/10/2009 2.00,,"7,4","6,6","0,1","80,2","0,6","23,6"
30/10/2009 3.00,,"5,7","5,3","0,1","86,1","0,5","23,6"
30/10/2009 4.00,,"4,7","4,4","0,1","90,9","0,5","23,6"
30/10/2009 5.00,,"4,3","4,1","0,1","87,3","0,6","23,6"
30/10/2009 6.00,,"8,3","7,1","0,1","80,2","0,5","23,6"
30/10/2009 7.00,,"18,3","14,3","0,2","66,0","0,7","23,6"
30/10/2009 8.00,,"42,4","29,8","0,3","57,8","1,1","23,6"
30/10/2009 9.00,,"28,5","20,3","0,2","75,0","1,4","23,6"
30/10/2009 10.00,,"25,2","17,6","0,2","77,9","1,0","23,6"
30/10/2009 11.00,,"17,0","11,7","0,2","77,7","0,8","23,6"
30/10/2009 12.00,,"17,7","12,0","0,3","80,7","1,1","23,6"
30/10/2009 13.00,,"17,6","12,3","0,2","83,5","1,0","23,6"
30/10/2009 14.00,,"19,1","13,7","0,2","86,0","1,0","23,6"
30/10/2009 15.00,,"14,9","11,5","0,2","87,6","1,0","23,6"
30/10/2009 16.00,,"17,0","12,8","0,2","79,9","0,8","23,6"
30/10/2009 17.00,,"15,1","11,7","0,2","78,4","0,8","23,6"
30/10/2009 18.00,,"22,9","17,9","0,3","70,9","0,8","23,6"
30/10/2009 19.00,,"22,3","16,7","0,3","65,8","1,3","23,6"
30/10/2009 20.00,,"23,5","16,6","0,3","64,1","1,4","23,6"
30/10/2009 21.00,,"33,8","22,2","0,2","64,4","1,1","23,6"
30/10/2009 22.00,,"28,2","19,6","0,2","71,3","0,9","23,6"
30/10/2009 23.00,,"31,5","21,2","0,2","69,5","0,9","23,6"
31/10/2009 0.00,,"36,5","24,8","0,2","67,0","0,7","23,6"
31/10/2009 1.00,,"39,7","24,1","0,2","67,3","1,0","15,5"
31/10/2009 2.00,,,,"0,2","75,8","0,8","15,5"
31/10/2009 3.00,,"10,4","9,6",,"76,0","0,4","15,5"
31/10/2009 4.00,,"6,2","5,9","0,2",,"0,8","15,5"
31/10/2009 5.00,,"4,8","4,4","0,2","73,7","0,8","15,5"
31/10/2009 6.00,,"5,9","5,1","0,2","73,0","0,8","15,5"
31/10/2009 7.00,,"7,6","6,1","0,2","72,9","0,8","15,5"
31/10/2009 8.00,,"9,0","6,8","0,2","72,3","0,3","15,5"
31/10/2009 9.00,,"16,3","11,2","0,2","70,2","0,9","15,5"
31/10/2009 10.00,,"13,6","9,2","0,2","73,6","0,8","15,5"
31/10/2009 11.00,,"15,5","10,5","0,2","75,0","0,9","15,5"
31/10/2009 12.00,,"14,7","10,0","0,2","76,5","0,9","15,5"
31/10/2009 13.00,,"18,8","12,4","0,2","75,8","0,9","15,5"
31/10/2009 14.00,,"13,5","9,9","0,2","79,6","0,8","15,5"
31/10/2009 15.00,,"8,1","6,6","0,2","84,5","0,7","15,5"
31/10/2009 16.00,,"8,5","6,9","0,2","85,6","1,0","15,5"
31/10/2009 17.00,,"12,6","10,1","0,2","84,2","0,9","15,5"
31/10/2009 18.00,,"19,2","14,8","0,2","81,5","0,9","15,5"
31/10/2009 19.00,,"22,5","17,9","0,3","80,0","1,0","15,5"
31/10/2009 20.00,,"23,3","18,1","0,3","78,0","1,3","15,5"
31/10/2009 21.00,,"21,8","16,5","0,3","78,7","1,1","15,5"
31/10/2009 22.00,,"20,8","16,2","0,2","78,0","1,2","15,5"
31/10/2009 23.00,,"40,0","28,0","0,2","63,2","0,9","15,5"
01/11/2009 0.00,,"38,6","27,6","0,2","58,6",,"15,5"
01/11/2009 1.00,,"58,9","35,4","0,2","53,3",,"24,6"
01/11/2009 2.00,,"8,0","6,2","0,2","72,1",,"24,6"
01/11/2009 3.00,,"5,5","4,7","0,2","72,6",,"24,6"
01/11/2009 4.00,,"4,0","3,5","0,2","74,5",,"24,6"
01/11/2009 5.00,,"4,0","3,7","0,2","73,6",,"24,6"
01/11/2009 6.00,,"4,8","4,1","0,2","72,4",,"24,6"
01/11/2009 7.00,,"7,5","6,3","0,2","70,3",,"24,6"
01/11/2009 8.00,,"10,2","7,6","0,2","71,0",,"24,6"
01/11/2009 9.00,,"8,4","6,2","0,2","73,0",,"24,6"
01/11/2009 10.00,,"9,8","7,0","0,2","74,1",,"24,6"
01/11/2009 11.00,,"12,0","8,2","0,2","75,1",,"24,6"
01/11/2009 12.00,,"11,2","7,9","0,2","76,6",,"24,6"
01/11/2009 13.00,,"14,7","10,2","0,2","76,9",,"24,6"
01/11/2009 14.00,,"13,0","9,6","0,2","78,0",,"24,6"
01/11/2009 15.00,,"8,9","6,8","0,2","82,5",,"24,6"
01/11/2009 16.00,,"11,5","8,8","0,2","81,2",,"24,6"
01/11/2009 17.00,,"17,8","13,6","0,2","77,2",,"24,6"
01/11/2009 18.00,,"22,9","17,3","0,3","75,2",,"24,6"
01/11/2009 19.00,,"27,0","22,2","0,3","71,0",,"24,6"
01/11/2009 20.00,,"36,6","28,9","0,4","65,3",,"24,6"
01/11/2009 21.00,,"35,3","27,0","0,3","68,5",,"24,6"
01/11/2009 22.00,,"25,3","20,3","0,3","69,7",,"24,6"
01/11/2009 23.00,,"71,9","54,3","0,4","38,8",,"24,6"
02/11/2009 0.00,,"91,0","63,3","0,5","23,7",,"24,6"
02/11/2009 1.00,,"38,0","30,6","0,3","43,5",,"23,0"
02/11/2009 2.00,,,,"0,3","47,5",,"23,0"
02/11/2009 3.00,,"20,2","18,4",,"51,0",,"23,0"
02/11/2009 4.00,,"16,7","15,6","0,3",,,"23,0"
02/11/2009 5.00,,"17,0","15,5","0,2","43,6",,"23,0"
02/11/2009 6.00,,"28,5","23,1","0,3","35,7",,"23,0"
02/11/2009 7.00,,"79,8","48,9","0,4","21,3",,"23,0"
02/11/2009 8.00,,"135,8","67,5","0,6","23,4",,"23,0"
02/11/2009 9.00,,"144,2","71,7","0,6","29,3",,"23,0"
02/11/2009 10.00,,"45,4","29,4","0,3","59,9",,"23,0"
02/11/2009 11.00,,"29,8","20,8","0,3","71,2",,"23,0"
02/11/2009 12.00,,"30,9","21,7","0,3","74,2",,"23,0"
02/11/2009 13.00,,"25,9","19,1","0,3","78,1",,"23,0"
02/11/2009 14.00,,"23,2","16,9","0,2","78,8",,"23,0"
02/11/2009 15.00,,"20,5","16,2","0,2","76,9",,"23,0"
02/11/2009 16.00,,"29,7","23,8","0,2","71,3",,"23,0"
02/11/2009 17.00,,"50,1","41,2","0,3","54,8",,"23,0"
02/11/2009 18.00,,"66,0","52,1","0,4","45,5",,"23,0"
02/11/2009 19.00,,"65,7","51,9","0,4","35,8",,"23,0"
02/11/2009 20.00,,"84,2","65,1","0,5","25,6",,"23,0"
02/11/2009 21.00,,"68,7","54,8","0,5","31,8",,"23,0"
02/11/2009 22.00,,"38,7","32,2","0,4","46,2",,"23,0"
02/11/2009 23.00,,"29,8","25,0","0,3","56,8",,"23,0"
03/11/2009 0.00,,"19,6","17,8","0,2","66,5",,"23,0"
03/11/2009 1.00,,"7,8","6,8","0,2","80,6",,"11,7"
03/11/2009 2.00,,"7,4","6,9","0,1","77,8",,"11,7"
03/11/2009 3.00,,"5,2","4,8","0,1","76,5",,"11,7"
03/11/2009 4.00,,"8,0","7,4","0,1","66,2",,"11,7"
03/11/2009 5.00,,"6,4","5,8","0,1","72,4",,"11,7"
03/11/2009 6.00,,"10,8","9,3","0,1","75,1",,"11,7"
03/11/2009 7.00,,"17,1","14,7","0,2","68,5",,"11,7"
03/11/2009 8.00,,"48,6","38,6","0,3","47,0",,"11,7"
03/11/2009 9.00,,"65,4","46,5","0,4","43,6",,"11,7"
03/11/2009 10.00,,"41,4","27,8","0,3","60,7",,"11,7"
03/11/2009 11.00,,,,,,,"11,7"
03/11/2009 12.00,,"26,5","20,1","0,2","69,1","0,1","11,7"
03/11/2009 13.00,,,,,,"1,0","11,7"
03/11/2009 14.00,,"38,4","27,7","0,3","67,3","1,0","11,7"
03/11/2009 15.00,"3,0","27,8","20,9","0,3","75,3","1,1","11,7"
03/11/2009 16.00,"2,8","49,0","37,3","0,3","65,6","1,1","11,7"
03/11/2009 17.00,"3,3","82,2","62,6","0,4","46,7","0,9","11,7"
03/11/2009 18.00,"3,4","79,7","62,2","0,5","44,1","3,0","11,7"
03/11/2009 19.00,"3,2","51,1","42,0","0,3","56,7","1,6","11,7"
03/11/2009 20.00,"3,7","115,0","69,3","0,4","39,7","1,1","11,7"
03/11/2009 21.00,"3,6","112,5","71,5","0,3","42,2","1,7","11,7"
03/11/2009 22.00,"2,9","41,5","33,8","0,2","60,9","1,1","11,7"
03/11/2009 23.00,"3,0","25,7","21,8","0,2","67,4","0,8","11,7"
04/11/2009 0.00,"0,4","13,6","12,2","0,2","67,3","0,8","11,7"
04/11/2009 1.00,,"11,0","9,6","0,2","53,6","0,9","10,1"
04/11/2009 2.00,"0,1",,,"0,2","54,5","1,1","10,1"
04/11/2009 3.00,"0,1","11,1","10,3",,"57,8","1,0","10,1"
04/11/2009 4.00,"0,1","6,8","6,4","0,2",,"0,9","10,1"
04/11/2009 5.00,"0,1","6,2","5,3","0,2","63,8","0,8","10,1"
04/11/2009 6.00,"0,1","9,1","7,7","0,2","60,7","0,7","10,1"
04/11/2009 7.00,"0,1","21,1","17,3","0,3","50,7","0,9","10,1"
04/11/2009 8.00,"0,1","46,6","32,5","0,3","36,5","1,0","10,1"
04/11/2009 9.00,"0,1","84,2","46,2","0,5","31,0","1,5","10,1"
04/11/2009 10.00,"0,1","47,6","29,0","0,4","47,4","1,9","10,1"
04/11/2009 11.00,"0,1","30,7","20,5","0,3","59,8","1,3","10,1"
04/11/2009 12.00,"0,1","34,3","23,1","0,3","61,6","1,1","10,1"
04/11/2009 13.00,"0,1","28,7","19,4","0,3","69,3","1,0","10,1"
04/11/2009 14.00,"0,1","33,2","22,4","0,3","67,3","0,9","10,1"
04/11/2009 15.00,"0,1","37,9","27,6","0,3","66,0","0,9","10,1"
04/11/2009 16.00,"0,1","33,1","25,1","0,3","69,7","0,9","10,1"
04/11/2009 17.00,"0,1","44,1","36,1","0,3","59,6","0,9","10,1"
04/11/2009 18.00,"0,1","45,7","38,1","0,3","53,8","1,1","10,1"
04/11/2009 19.00,"0,1","32,1","26,9","0,3","59,1","1,2","10,1"
04/11/2009 20.00,"0,1","39,8","33,0","0,3","53,4","1,3","10,1"
04/11/2009 21.00,"0,1","33,0","27,7","0,3","59,6","1,2","10,1"
04/11/2009 22.00,"0,1","18,0","15,2","0,2","68,0","1,0","10,1"
04/11/2009 23.00,"0,1","14,8","12,7","0,2","67,9","0,8","10,1"
05/11/2009 0.00,"0,1","9,0","7,5","0,2","69,2","0,8","10,1"
05/11/2009 1.00,"0,1","6,9","5,9","0,2","69,1","0,6","24,0"
05/11/2009 2.00,"0,1","3,7","2,9","0,1","71,8","0,4","24,0"
05/11/2009 3.00,"0,1","2,2","1,9","0,1","75,0","0,3","24,0"
05/11/2009 4.00,"0,1","2,1","1,7","0,1","76,9","0,3","24,0"
05/11/2009 5.00,"0,1","3,9","3,2","0,1","73,3","0,3","24,0"
05/11/2009 6.00,"0,1","5,3","4,1","0,1",,"0,3","24,0"
05/11/2009 7.00,"0,1","9,5","7,7","0,1","72,9","0,2","24,0"
05/11/2009 8.00,"0,1","26,0","19,3","0,2","61,6","0,4","24,0"
05/11/2009 9.00,"0,1","31,3","23,3","0,2","58,8","0,6","24,0"
05/11/2009 10.00,"0,1","30,6","23,0","0,2","58,1","0,7","24,0"
05/11/2009 11.00,"0,1","30,8","22,9","0,2","56,0","0,9","24,0"
05/11/2009 12.00,,,,,,,"24,0"
05/11/2009 13.00,,"42,2","31,0","0,3","58,6","1,3","24,0"
05/11/2009 14.00,"0,1","41,6","31,7","0,3","55,4","1,1","24,0"
05/11/2009 15.00,"0,1","45,9","35,8","0,3","51,1","1,6","24,0"
05/11/2009 16.00,"0,1","49,6","38,5","0,3","45,7","1,1","24,0"
05/11/2009 17.00,"0,2","64,2","47,7","0,4","40,0","1,9","24,0"
05/11/2009 18.00,"0,2","61,8","49,0","0,4","31,7","1,6","24,0"
05/11/2009 19.00,"0,1","48,4","38,5","0,4","39,7","1,9","24,0"
05/11/2009 20.00,"0,1","36,6","29,6","0,3","46,2","1,7","24,0"
05/11/2009 21.00,"0,2","44,3","34,3","0,4","37,3","1,2","24,0"
05/11/2009 22.00,"0,2","55,8","41,1","0,4","36,3","1,9","24,0"
05/11/2009 23.00,"0,1","31,9","27,9","0,4","42,9","2,0","24,0"
06/11/2009 0.00,"0,1","18,9","16,4","0,3","46,6","1,6","24,0"
06/11/2009 1.00,,"10,6","9,0","0,2","56,1","1,3","18,1"
06/11/2009 2.00,"0,1",,,"0,2","64,7","0,6","18,1"
06/11/2009 3.00,"0,1","11,3","10,4",,"52,2","0,5","18,1"
06/11/2009 4.00,"0,1","6,3","5,7","0,2",,"0,7","18,1"
06/11/2009 5.00,"0,1","5,4","5,0","0,1","58,9","0,6","18,1"
06/11/2009 6.00,"0,1","4,6","3,7","0,1","68,3","0,5","18,1"
06/11/2009 7.00,"0,1","7,8","6,1","0,1","68,4","0,4","18,1"
06/11/2009 8.00,"0,1","13,8","10,3","0,1","67,9","0,4","18,1"
06/11/2009 9.00,"0,1","15,2","10,9","0,1","68,3","0,5","18,1"
06/11/2009 10.00,"0,1","15,9","11,4","0,2","67,8","0,5","18,1"
06/11/2009 11.00,"0,1","13,7","9,3","0,1","68,3","0,4","18,1"
06/11/2009 12.00,"0,1","15,3","11,3","0,2","66,2","0,4","18,1"
06/11/2009 13.00,"0,1","59,1","43,2","0,3","50,0","0,5","18,1"
06/11/2009 14.00,"0,1","77,4","51,6","0,4","41,9","1,3","18,1"
06/11/2009 15.00,"0,1","38,8","30,2","0,3","49,8","1,0","18,1"
06/11/2009 16.00,"0,1","51,4","39,1","0,3","47,1","0,9","18,1"
06/11/2009 17.00,"0,1","37,6","30,4","0,3","53,5","0,9","18,1"
06/11/2009 18.00,"0,2","63,0","47,2","0,3","39,9","1,6","18,1"
06/11/2009 19.00,"0,8","137,9","83,6","0,5","18,5","1,7","18,1"
06/11/2009 20.00,"0,4","94,6","67,8","0,5","26,2","2,4","18,1"
06/11/2009 21.00,"0,1","62,2","49,6","0,4","30,4","2,0","18,1"
06/11/2009 22.00,"0,2","65,9","50,5","0,4","23,8","1,6","18,1"
06/11/2009 23.00,"0,2","50,4","37,4","0,4","27,0","1,5","18,1"
07/11/2009 0.00,"0,2","51,9","37,4","0,3","28,0","1,4","18,1"
07/11/2009 1.00,"0,1","25,2","21,1","0,3","33,0","1,4","14,8"
07/11/2009 2.00,"0,1","17,0","15,3","0,2","32,5","1,4","14,8"
07/11/2009 3.00,"0,1","16,8","14,9","0,3","30,8","1,0","14,8"
07/11/2009 4.00,"0,1","15,9","14,2","0,3","29,8","0,5","14,8"
07/11/2009 5.00,"0,1","11,9","10,8","0,2","36,8",,"14,8"
07/11/2009 6.00,"0,1","22,7","17,4","0,3","39,6",,"14,8"
07/11/2009 7.00,"0,1","32,6","24,6","0,2","33,3",,"14,8"
07/11/2009 8.00,"0,3","68,5","40,3","0,3","24,0",,"14,8"
07/11/2009 9.00,"0,4","70,3","46,5","0,3","25,1",,"14,8"
07/11/2009 10.00,"0,2","39,7","31,4","0,3","44,1",,"14,8"
07/11/2009 11.00,"0,1","40,1","31,7","0,3","48,1",,"14,8"
07/11/2009 12.00,"0,3","59,8","43,7","0,4","38,3",,"14,8"
07/11/2009 13.00,"0,3","66,4","46,6","0,3","37,8",,"14,8"
07/11/2009 14.00,"0,1","45,3","34,6","0,3","48,0",,"14,8"
07/11/2009 15.00,,,,,,,"14,8"
07/11/2009 16.00,,"29,2","23,8",,"55,0",,"14,8"
07/11/2009 17.00,,"64,0","48,3",,"37,9",,"14,8"
07/11/2009 18.00,,"73,0","54,1",,"34,4",,"14,8"
07/11/2009 19.00,,"35,8","30,1",,"52,5",,"14,8"
07/11/2009 20.00,,"55,6","40,9",,"54,0",,"14,8"
07/11/2009 21.00,,"82,4","63,8",,"32,4",,"14,8"
07/11/2009 22.00,,"79,5","61,4",,"35,5",,"14,8"
07/11/2009 23.00,,"48,3","38,9",,"38,6",,"14,8"
08/11/2009 0.00,,"55,0","43,9",,"35,8",,"14,8"
08/11/2009 1.00,,"28,9","23,4",,"43,3",,"14,8"
08/11/2009 2.00,"0,1",,,,"45,3",,"14,8"
08/11/2009 3.00,"0,1","31,2","28,2",,"47,0",,"14,8"
08/11/2009 4.00,"0,1","17,2","15,6",,,,"14,8"
08/11/2009 5.00,"0,1","20,2","18,2",,"36,9",,"14,8"
08/11/2009 6.00,"0,1","29,3","23,3",,"27,7",,"14,8"
08/11/2009 7.00,"0,1","34,3","26,8",,"27,8",,"14,8"
08/11/2009 8.00,"0,1","28,4","19,5",,"29,7",,"14,8"
08/11/2009 9.00,"0,1","30,1","18,6",,"36,5",,"14,8"
08/11/2009 10.00,"0,1","14,8","10,1",,"55,5",,"14,8"
08/11/2009 11.00,"0,1","14,5","10,1",,"61,4",,"14,8"
08/11/2009 12.00,"0,1","14,2","9,6",,"68,5",,"14,8"
08/11/2009 13.00,"0,1","15,2","10,5",,"70,8",,"14,8"
08/11/2009 14.00,"0,1","10,1","7,4",,"73,6",,"14,8"
08/11/2009 15.00,"0,1","5,4","4,1",,"74,4",,"14,8"
08/11/2009 16.00,"0,1","8,7","6,8",,"73,3",,"14,8"
08/11/2009 17.00,"0,2","22,1","18,3",,"59,3",,"14,8"
08/11/2009 18.00,"0,7","41,5","31,8",,"47,5",,"14,8"
08/11/2009 19.00,"0,4","48,5","38,9",,"40,8",,"14,8"
08/11/2009 20.00,"0,9","80,7","52,1",,"33,0",,"14,8"
08/11/2009 21.00,"0,9","48,4","35,1",,"34,8",,"14,8"
08/11/2009 22.00,"1,7","50,4","36,4",,"37,6",,"14,8"
08/11/2009 23.00,"1,8","45,4","35,6",,"37,7",,"14,8"
09/11/2009 0.00,"1,9","40,5","31,8",,"28,1",,"14,8"
09/11/2009 1.00,"1,9","21,8","18,9",,"39,9",,"16,8"
09/11/2009 2.00,"1,7","16,6","13,5",,"39,7",,"16,8"
09/11/2009 3.00,"1,7","10,4","9,2",,"39,9",,"16,8"
09/11/2009 4.00,"0,9","8,5","7,7",,"38,0",,"16,8"
09/11/2009 5.00,"1,5","11,1","10,2",,"37,2",,"16,8"
09/11/2009 6.00,"1,4","33,3","24,7",,"32,1",,"16,8"
09/11/2009 7.00,"3,1","85,4","56,9",,"20,0",,"16,8"
09/11/2009 8.00,"5,6","190,0","72,6",,"15,6",,"16,8"
09/11/2009 9.00,"5,5","155,9","69,3",,"20,3",,"16,8"
09/11/2009 10.00,"4,8","93,2","47,8",,"34,3",,"16,8"
09/11/2009 11.00,"3,2","45,1","30,6",,"39,5",,"16,8"
09/11/2009 12.00,"3,6","48,8","30,5",,"38,8",,"16,8"
09/11/2009 13.00,"3,6","36,9","26,7",,"43,3",,"16,8"
09/11/2009 14.00,"3,5","39,4","30,8",,"49,2",,"16,8"
09/11/2009 15.00,"3,8","32,0","25,6",,"53,7",,"16,8"
09/11/2009 16.00,"4,0","40,6","32,8",,"42,9",,"16,8"
09/11/2009 17.00,,,,,,,"16,8"
09/11/2009 18.00,,"76,2","58,2","0,5","22,5","0,9","16,8"
09/11/2009 19.00,,"65,9","45,6","0,6","26,7","1,4","16,8"
09/11/2009 20.00,,"25,5","18,2","0,4","51,1","1,4","16,8"
09/11/2009 21.00,,"40,3","27,3","0,4","46,1","0,8","16,8"
09/11/2009 22.00,,"20,3","15,4","0,4","50,1","0,7","16,8"
09/11/2009 23.00,,"14,8","11,2","0,4","54,2","0,9","16,8"
10/11/2009 0.00,,"9,7","8,2","0,4","57,6","0,8","16,8"
10/11/2009 1.00,,"7,3","6,7","0,4","57,0","0,6","22,3"
10/11/2009 2.00,"0,5",,,"0,4","48,1","0,5","22,3"
10/11/2009 3.00,"1,4","14,4","13,7","0,4","49,6","0,7","22,3"
10/11/2009 4.00,"1,3","14,6","13,9","0,4",,"0,5","22,3"
10/11/2009 5.00,"1,8","9,6","8,8","0,3","43,3","0,5","22,3"
10/11/2009 6.00,"2,3","24,7","16,7","0,3","35,7","0,5","22,3"
10/11/2009 7.00,"3,5","62,7","38,6","0,4","19,2","0,8","22,3"
10/11/2009 8.00,"5,2","149,5","58,8","0,7","17,1","1,3","22,3"
10/11/2009 9.00,"6,8","194,4","72,1","1,0","21,1","2,9","22,3"
10/11/2009 10.00,,,,,,"0,0","22,3"
10/11/2009 11.00,,,,,,"0,0","22,3"
10/11/2009 12.00,"0,0","32,0","23,0","0,4","70,6","1,6","22,3"
10/11/2009 13.00,"0,0","44,1","30,7","0,5","66,7","0,9","22,3"
10/11/2009 14.00,"0,0","40,4","28,5","0,5","70,9","1,1","22,3"
10/11/2009 15.00,"0,0","28,5","22,1","0,4","72,8","1,0","22,3"
10/11/2009 16.00,"0,0","51,5","37,6","0,4","62,7","0,9","22,3"
10/11/2009 17.00,"0,0","68,9","49,3","0,5","47,1","0,9","22,3"
10/11/2009 18.00,"0,2","127,9","79,2","0,7","25,5","2,1","22,3"
10/11/2009 19.00,"0,4","168,8","89,5","0,8","18,9","2,3","22,3"
10/11/2009 20.00,"0,2","109,3","71,0","0,7","26,5","3,1","22,3"
10/11/2009 21.00,"0,1","118,4","73,2","0,8","19,6","2,8","22,3"
10/11/2009 22.00,"0,4","152,6","75,6","0,9","18,5","3,4","22,3"
10/11/2009 23.00,"0,6","177,9","74,0","1,0","17,6","3,9","22,3"
11/11/2009 0.00,"0,8","147,2","60,3","0,9","20,5","4,5","22,3"
11/11/2009 1.00,"0,3","131,3","54,9","0,8","16,4","3,1","19,2"
11/11/2009 2.00,"0,0","61,5","33,4","0,6","30,6","3,0","19,2"
11/11/2009 3.00,"0,0","30,4","27,5","0,4","33,5","1,8","19,2"
11/11/2009 4.00,"0,0","18,1","16,4","0,3","48,4","1,1","19,2"
11/11/2009 5.00,"0,0","12,5","11,3","0,3","56,2","0,7","19,2"
11/11/2009 6.00,"0,0","14,3","12,3","0,3","55,7","0,7","19,2"
11/11/2009 7.00,"0,0","27,0","22,2","0,4","49,4","0,7","19,2"
11/11/2009 8.00,"0,0","52,1","35,2","0,5","39,2","1,0","19,2"
11/11/2009 9.00,"0,0","49,2","31,5","0,5","44,0","1,2","19,2"
11/11/2009 10.00,"0,0","29,3","18,2","0,4","57,9","1,3","19,2"
11/11/2009 11.00,"0,0","33,0","19,7","0,4","52,1","1,2","19,2"
11/11/2009 12.00,"0,0","29,3","18,9","0,4","54,7","1,5","19,2"
11/11/2009 13.00,"0,0","31,5","21,2","0,4","57,9","1,3","19,2"
11/11/2009 14.00,"0,0","28,7","18,4","0,5","66,7","1,3","19,2"
11/11/2009 15.00,"0,0","20,9","15,0","0,4","69,9","1,4","19,2"
11/11/2009 16.00,"0,0","20,2","15,1","0,4","69,1","1,1","19,2"
11/11/2009 17.00,"0,0","23,9","17,7","0,5","68,0","1,5","19,2"
11/11/2009 18.00,"0,0","30,4","23,2","0,5","64,1","1,4","19,2"
11/11/2009 19.00,"0,0","37,8","28,8","0,5","60,8","1,5","19,2"
11/11/2009 20.00,"0,0","38,9","28,5","0,6","61,6","1,6","19,2"
11/11/2009 21.00,"0,0","45,0","34,0","0,6","51,9","1,8","19,2"
11/11/2009 22.00,"0,0","50,5","38,9","0,6","37,9","2,0","19,2"
11/11/2009 23.00,"0,0","40,1","30,7","0,5","36,1","2,0","19,2"
12/11/2009 0.00,"0,0","29,5","23,7","0,5","40,5","1,8","19,2"
12/11/2009 1.00,,"28,3","22,3","0,5","43,0","1,5","32,9"
12/11/2009 2.00,"0,1",,,"0,4","43,7","1,3","32,9"
12/11/2009 3.00,"0,1","19,4","17,2","0,4","47,5","1,1","32,9"
12/11/2009 4.00,"0,1","13,8","11,9","0,4",,"0,9","32,9"
12/11/2009 5.00,"0,1","14,1","12,3","0,4","44,6","0,9","32,9"
12/11/2009 6.00,"0,1","24,3","19,0","0,4","38,9","0,8","32,9"
12/11/2009 7.00,"0,1","55,5","37,4","0,5","31,6","1,3","32,9"
12/11/2009 8.00,"0,1","78,2","48,7","0,6","30,3","1,4","32,9"
12/11/2009 9.00,"0,1","66,2","40,9","0,6","38,8","2,1","32,9"
12/11/2009 10.00,"0,1","42,8","28,1","0,5","51,8","1,8","32,9"
12/11/2009 11.00,"0,1","37,2","24,8","0,5","57,1","1,3","32,9"
12/11/2009 12.00,"0,1","31,8","21,5","0,4","63,8","1,3","32,9"
12/11/2009 13.00,"0,1","33,4","22,6","0,4","67,6","1,2","32,9"
12/11/2009 14.00,"0,1","31,5","21,8","0,4","70,6","1,2","32,9"
12/11/2009 15.00,"0,1","30,4","22,1","0,4","70,8","1,1","32,9"
12/11/2009 16.00,"0,1","25,9","19,3","0,4","77,0","1,0","32,9"
12/11/2009 17.00,"0,1","31,3","24,6","0,4","71,2","0,9","32,9"
12/11/2009 18.00,"0,3","74,6","53,9","0,7","46,6","1,3","32,9"
12/11/2009 19.00,"0,6","158,7","78,6","1,0","30,9","2,2","32,9"
12/11/2009 20.00,"4,3","356,0","112,0","1,8","17,0","5,9","32,9"
12/11/2009 21.00,"4,9","387,4","111,8","1,8","16,5","7,4","32,9"
12/11/2009 22.00,"1,4","181,9","78,8","1,1","16,0","6,9","32,9"
12/11/2009 23.00,"0,8","125,2","68,0","0,9","15,3","4,7","32,9"
13/11/2009 0.00,"0,3","96,4","61,4","0,9","17,8","4,3","32,9"
13/11/2009 1.00,"0,7","119,8","61,1","1,1","16,4","4,3","70,0"
13/11/2009 2.00,"0,4","69,7","44,5","1,1","19,3","5,2","70,0"
13/11/2009 3.00,"0,2","31,2","26,7","0,7","30,7","4,1","70,0"
13/11/2009 4.00,"0,1","20,2","17,6","0,5","40,2","2,5","70,0"
13/11/2009 5.00,"0,1","17,2","15,0","0,5","37,2","1,8","70,0"
13/11/2009 6.00,"0,1","36,6","29,0","0,5","30,8","1,6","70,0"
13/11/2009 7.00,"0,7","131,1","55,5","0,8","22,7","1,8","70,0"
13/11/2009 8.00,"3,9","331,5","85,6","1,3","15,5","3,3","70,0"
13/11/2009 9.00,"1,9","200,9","74,1","1,3","20,0","5,0","70,0"
13/11/2009 10.00,"0,9","145,7","70,9","1,0","24,1","4,4","70,0"
13/11/2009 11.00,"0,1","52,3","35,4","0,5","53,5","2,8","70,0"
13/11/2009 12.00,"0,1","34,9","24,3","0,5","66,3","1,4","70,0"
13/11/2009 13.00,"0,1","32,7","22,4","0,5","73,2","1,2","70,0"
13/11/2009 14.00,"0,1","57,6","38,7","0,5","64,6","1,4","70,0"
13/11/2009 15.00,"0,1","52,6","38,7","0,5","65,1","1,5","70,0"
13/11/2009 16.00,"0,1","86,5","60,9","0,5","51,2","1,2","70,0"
13/11/2009 17.00,"0,2","103,5","77,7","0,6","36,2","1,3","70,0"
13/11/2009 18.00,"1,3","232,9","113,0","1,1","18,4","1,9","70,0"
13/11/2009 19.00,"9,3","603,5","145,3","2,8","18,4","7,8","70,0"
13/11/2009 20.00,"11,6","681,1","152,0","2,9","18,2","21,0","70,0"
13/11/2009 21.00,"14,5","831,1","171,8","3,5","20,7","30,9","70,0"
13/11/2009 22.00,"13,1","733,4","146,2","2,8","18,8","29,4","70,0"
13/11/2009 23.00,"5,9","358,0","96,3","1,7","16,5","17,2","70,0"
14/11/2009 0.00,"2,2","159,2","64,0","1,2","14,0","8,8","70,0"
14/11/2009 1.00,,"144,2","59,6","1,1","13,7","5,7","56,8"
14/11/2009 2.00,"0,8",,,"1,0","14,2","5,0","56,8"
14/11/2009 3.00,"0,4","85,3","47,8","0,9","14,9","4,5","56,8"
