Stat,TA V. Machiavelli,,,,,,,,
Parm,SO2,NOX,NO2,CO,BENZENE,PM10  orario,IPA TOT ,PM10,PM2.5
Unit,ug/m3 293K,,ug/m3 293K,mg/m3 293K,ug/m3 293K,ug/m3,ng/m3,ug/m3,ug/m3
06/07/2014 18.00,"1,2","26,1","19,1","0,2","0,8",,"1,8",,
06/07/2014 19.00,"0,4","24,1","17,0","0,2","1,2",,"1,6",,
06/07/2014 20.00,"0,3","37,4","30,1","0,2","0,6",,"1,4",,
06/07/2014 21.00,"0,9","43,7","36,4","0,2","1,4",,"1,5",,
06/07/2014 22.00,"0,5","23,6","17,0","0,1","0,9",,"1,0",,
06/07/2014 23.00,"0,8","37,9","31,1","0,1","0,6",,"1,3",,
07/07/2014 0.00,"1,2","33,8","26,7","0,1","0,8",,"1,2",,
07/07/2014 1.00,"1,0","38,2","30,7","0,1","0,8",,"1,2","26,9","15,9"
07/07/2014 2.00,"0,6","32,5","26,1","0,1","0,8",,"1,5","26,9","15,9"
07/07/2014 3.00,"1,0","22,3","15,5",,"2,2",,"1,0","26,9","15,9"
07/07/2014 4.00,"0,8","22,1","15,5",,"0,5",,"1,2","26,9","15,9"
07/07/2014 5.00,"1,3","22,2","15,3","0,1","0,8",,"1,3","26,9","15,9"
07/07/2014 6.00,"1,3","35,6","28,0","0,1","1,7",,"3,3","26,9","15,9"
07/07/2014 7.00,"1,2","95,3","65,9","0,1","2,5",,"7,2","26,9","15,9"
07/07/2014 8.00,,,,,,,,"26,9","15,9"
07/07/2014 9.00,,,,,,,,"26,9","15,9"
07/07/2014 10.00,"2,6","25,3","19,9",,"0,8",,"1,7","26,9","15,9"
07/07/2014 11.00,"0,8","36,2","26,4","0,1","1,1",,"1,8","26,9","15,9"
07/07/2014 12.00,"1,1","28,8","19,9","0,1","0,5",,"1,4","26,9","15,9"
07/07/2014 13.00,"1,0","44,1","30,4","0,1","0,5",,"1,6","26,9","15,9"
07/07/2014 14.00,"1,0","45,4","32,8","0,3","0,4",,"1,8","26,9","15,9"
07/07/2014 15.00,"1,3","25,6","17,6","0,4","0,5",,"1,7","26,9","15,9"
07/07/2014 16.00,"1,1","28,1","20,0","0,4","0,4",,"1,6","26,9","15,9"
07/07/2014 17.00,"1,5","28,4","20,2","0,4","0,5",,"1,9","26,9","15,9"
07/07/2014 18.00,"1,7","26,9","19,2","0,4","0,4",,"1,8","26,9","15,9"
07/07/2014 19.00,"0,7","25,9","19,0","0,4","0,5",,"1,4","26,9","15,9"
07/07/2014 20.00,"1,3","27,5","21,0","0,3","0,3",,"1,4","26,9","15,9"
07/07/2014 21.00,"1,6","27,2","20,5","0,3","0,7",,"2,0","26,9","15,9"
07/07/2014 22.00,"1,1","30,3","23,6","0,3","0,9",,"1,7","26,9","15,9"
07/07/2014 23.00,"1,1","28,4","22,2","0,2","1,3",,"1,5","26,9","15,9"
08/07/2014 0.00,"1,0","31,8","25,4","0,2","1,3",,"1,4","26,9","15,9"
08/07/2014 1.00,"0,8","27,8","21,5","0,2","0,5",,"1,4","31,8","16,6"
08/07/2014 2.00,"1,7","22,0","16,2","0,2","2,0",,"1,2","31,8","16,6"
08/07/2014 3.00,"1,0","13,6","7,7","0,2","1,6",,"1,4","31,8","16,6"
08/07/2014 4.00,"1,1","12,6","6,8","0,2","0,5",,"1,4","31,8","16,6"
08/07/2014 5.00,"1,5","17,5","12,0","0,2","1,5",,"1,7","31,8","16,6"
08/07/2014 6.00,"1,2","25,7","18,4","0,2","0,4",,"3,6","31,8","16,6"
08/07/2014 7.00,"1,5","25,2","18,7","0,2","0,8",,"3,3","31,8","16,6"
08/07/2014 8.00,"1,1","28,3","20,8","0,2","1,7",,"3,4","31,8","16,6"
08/07/2014 9.00,"2,3","21,3","14,0","0,2","0,7",,"2,5","31,8","16,6"
08/07/2014 10.00,"1,6","17,5","11,3","0,1","0,8",,"2,1","31,8","16,6"
08/07/2014 11.00,,,,,"1,7",,"2,1","31,8","16,6"
08/07/2014 12.00,"3,3","21,5","14,0","0,4",,,"2,8","31,8","16,6"
08/07/2014 13.00,"1,1","20,5","12,8","0,3",,,"2,1","31,8","16,6"
08/07/2014 14.00,"0,5","17,7","10,6","0,3",,,"1,9","31,8","16,6"
08/07/2014 15.00,"0,7","18,6","10,8","0,3",,,"2,2","31,8","16,6"
08/07/2014 16.00,"0,2","30,6","19,1","0,3",,,"2,2","31,8","16,6"
08/07/2014 17.00,"0,2","17,9","10,4","0,2",,,"1,6","31,8","16,6"
08/07/2014 18.00,"0,5","16,0","8,8","0,2",,,"1,6","31,8","16,6"
08/07/2014 19.00,"0,4","18,9","12,3","0,2",,,"1,6","31,8","16,6"
08/07/2014 20.00,"0,3","9,4","3,6","0,2",,,"1,2","31,8","16,6"
08/07/2014 21.00,"0,5","8,2","2,7","0,2",,,"1,3","31,8","16,6"
08/07/2014 22.00,"0,6","17,5","10,2","0,1",,,"1,8","31,8","16,6"
08/07/2014 23.00,"0,6","14,1","7,8","0,1",,,"1,7","31,8","16,6"
09/07/2014 0.00,"0,6","18,7","11,4","0,1",,,"1,3","31,8","16,6"
09/07/2014 1.00,,"14,0","7,8","0,1",,,"1,6",,
09/07/2014 2.00,"1,0","14,6","7,8",,,,,,
09/07/2014 3.00,"0,6","17,7","10,7",,,,"1,1",,
09/07/2014 4.00,"1,0","24,9","17,7","0,4",,,"1,3",,
09/07/2014 5.00,"1,1","27,1","20,9","0,5",,,"1,9",,
09/07/2014 6.00,"1,5","28,4","21,3","0,4",,,"2,4",,
09/07/2014 7.00,"1,6","14,6","8,0","0,4",,,"1,7",,
09/07/2014 8.00,"1,1","13,1","6,3","0,3",,,"2,0",,
09/07/2014 9.00,"1,1","16,2","8,2","0,3",,,"1,9",,
09/07/2014 10.00,"1,0","12,9","5,8","0,3",,,"1,3",,
09/07/2014 11.00,"0,9","17,8","10,3","0,3",,,"2,0",,
09/07/2014 12.00,"0,9","14,8","7,7","0,3",,,"1,6",,
09/07/2014 13.00,"0,9","14,5","7,4","0,4",,,"1,8",,
09/07/2014 14.00,"1,6","13,8","6,8","0,5","0,1",,"1,6",,
09/07/2014 15.00,"1,7","18,2","10,6","0,5","0,3",,"1,6",,
09/07/2014 16.00,"1,9","19,0","11,4","0,6","0,3",,"1,8",,
09/07/2014 17.00,"2,1","19,7","12,0","0,6","0,5",,"2,4",,
09/07/2014 18.00,"1,5","20,4","12,3","0,5","0,3",,"1,7",,
09/07/2014 19.00,"1,3","12,6","6,3","0,5","1,2",,"1,3",,
09/07/2014 20.00,"1,5","14,2","6,9","0,5","0,5",,"2,1",,
09/07/2014 21.00,"1,9","19,5","11,2","0,5","1,9",,"2,2",,
09/07/2014 22.00,"1,5","28,7","17,8","0,4","1,1",,"2,4",,
09/07/2014 23.00,"1,3","12,3","5,7","0,4","2,0",,"1,4",,
10/07/2014 0.00,"1,8","30,7","18,6","0,5","1,1",,"2,1",,
10/07/2014 1.00,"1,5","12,7","6,5","0,4","1,1",,"1,3","21,2","8,2"
10/07/2014 2.00,"1,4","7,0","1,6","0,4","0,6",,"1,2","21,2","8,2"
10/07/2014 3.00,"1,4","17,4","11,0","0,4","0,5",,"1,3","21,2","8,2"
10/07/2014 4.00,"1,9","20,4","13,9","0,5","0,9",,"1,4","21,2","8,2"
10/07/2014 5.00,"2,3","47,3","27,6","0,5","1,3",,"2,3","21,2","8,2"
10/07/2014 6.00,"1,6","27,8","19,0","0,4","0,9",,"3,0","21,2","8,2"
10/07/2014 7.00,"1,4","22,3","14,9","0,4","0,5",,"2,4","21,2","8,2"
10/07/2014 8.00,,,,,"0,3",,,"21,2","8,2"
10/07/2014 9.00,"1,6","17,5","11,8",,,,"1,7","21,2","8,2"
10/07/2014 10.00,"1,3","17,3","12,4","0,1",,,"1,8","21,2","8,2"
10/07/2014 11.00,"1,5","17,7","12,5","0,1","1,7",,"1,7","21,2","8,2"
10/07/2014 12.00,"1,6","17,9","11,8","0,1","0,3",,"1,9","21,2","8,2"
10/07/2014 13.00,"1,1","19,2","13,0","0,1","0,3",,"2,1","21,2","8,2"
10/07/2014 14.00,"1,4","17,4","11,7","0,2","0,3",,"1,6","21,2","8,2"
10/07/2014 15.00,"1,7","18,9","13,0","0,2","0,3",,"1,7","21,2","8,2"
10/07/2014 16.00,"2,0","16,8","11,5","0,2","0,3",,"1,8","21,2","8,2"
10/07/2014 17.00,"1,1","12,2","7,9","0,2","0,3",,"1,3","21,2","8,2"
10/07/2014 18.00,"1,2","13,4","9,4","0,1","2,5",,"1,4","21,2","8,2"
10/07/2014 19.00,"1,5","13,6","9,8","0,1","1,4",,"5,0","21,2","8,2"
10/07/2014 20.00,"1,5","22,6","15,7","0,2","0,9",,"3,7","21,2","8,2"
10/07/2014 21.00,"1,7","16,5","12,0","0,1","0,8",,"2,0","21,2","8,2"
10/07/2014 22.00,"2,3","22,2","18,2","0,2","0,6",,"1,7","21,2","8,2"
10/07/2014 23.00,"1,8","27,1","22,1","0,1","1,0",,"1,5","21,2","8,2"
11/07/2014 0.00,"2,4","22,2","17,9","0,2","1,0",,"1,6","21,2","8,2"
11/07/2014 1.00,,"20,9","16,8","0,1","0,8",,"1,2","19,0","6,8"
11/07/2014 2.00,"2,4",,,"0,2","0,6",,"1,1","19,0","6,8"
11/07/2014 3.00,"2,8","15,8","12,0",,"3,3",,"1,3","19,0","6,8"
11/07/2014 4.00,"2,1","17,5","13,4","0,2","2,2",,"1,4","19,0","6,8"
11/07/2014 5.00,"2,9","40,9","31,4","0,2","1,0",,"3,3","19,0","6,8"
11/07/2014 6.00,"3,4","43,8","31,4","0,2","0,5",,"4,5","19,0","6,8"
11/07/2014 7.00,"2,7","38,2","24,2","0,2","0,4",,"5,8","19,0","6,8"
11/07/2014 8.00,"2,9","32,4","20,1","0,2","0,6",,"4,5","19,0","6,8"
11/07/2014 9.00,"2,5","28,4","18,4","0,2","0,9",,"3,7","19,0","6,8"
11/07/2014 10.00,"1,8","21,2","13,2","0,2","0,6",,"2,4","19,0","6,8"
11/07/2014 11.00,"2,3","21,7","14,4","0,1","0,6",,"2,3","19,0","6,8"
11/07/2014 12.00,"1,9","19,2","12,4","0,2","0,5",,"2,5","19,0","6,8"
11/07/2014 13.00,"2,3","25,2","17,1","0,3","0,5",,"3,3","19,0","6,8"
11/07/2014 14.00,"1,8","17,8","12,5","0,2","0,8",,"1,6","19,0","6,8"
11/07/2014 15.00,"2,0","15,8","11,6","0,2","0,3",,"2,1","19,0","6,8"
11/07/2014 16.00,"1,9","15,8","11,5","0,2","0,3",,"1,4","19,0","6,8"
11/07/2014 17.00,"2,0","18,4","14,0","0,2","1,7",,"1,4","19,0","6,8"
11/07/2014 18.00,"1,5","16,9","12,6","0,2","0,2",,"2,4","19,0","6,8"
11/07/2014 19.00,"0,9","31,2","26,1","0,2","0,4",,"1,6","19,0","6,8"
11/07/2014 20.00,"1,5","24,5","20,7","0,1","1,9",,"1,6","19,0","6,8"
11/07/2014 21.00,"1,9","17,3","13,8","0,2","0,6",,"1,8","19,0","6,8"
11/07/2014 22.00,"2,5","14,9","11,4","0,2","0,9",,"1,7","19,0","6,8"
11/07/2014 23.00,"2,4","18,8","15,0","0,2","1,1",,"1,7","19,0","6,8"
12/07/2014 0.00,"2,6","15,5","12,0","0,2","1,0",,"1,2","19,0","6,8"
12/07/2014 1.00,"2,2","16,4","12,8","0,2","3,4",,"2,3","17,8","8,3"
12/07/2014 2.00,"2,0","13,9","9,7","0,2","0,9",,"1,4","17,8","8,3"
12/07/2014 3.00,"2,2","14,4","10,3","0,2","0,9",,"1,6","17,8","8,3"
12/07/2014 4.00,"2,1","18,2","13,8","0,3","0,9",,"2,0","17,8","8,3"
12/07/2014 5.00,"2,5","26,9","21,7","0,3","1,0",,"2,8","17,8","8,3"
12/07/2014 6.00,"2,2","35,4","28,1","0,4","1,1",,"5,1","17,8","8,3"
12/07/2014 7.00,"2,1","46,2","38,0","0,3","1,4",,"3,6","17,8","8,3"
12/07/2014 8.00,"2,3","39,9","31,9","0,2","1,7",,"2,8","17,8","8,3"
12/07/2014 9.00,"2,0","22,6","16,7","0,2","0,7",,"1,4","17,8","8,3"
12/07/2014 10.00,"2,3","17,8","13,0","0,2","0,5",,"1,9","17,8","8,3"
12/07/2014 11.00,"2,4","17,2","12,4","0,2","0,5",,"1,7","17,8","8,3"
12/07/2014 12.00,"1,5","13,0","8,8","0,2","0,3",,"1,3","17,8","8,3"
12/07/2014 13.00,"1,8","13,1","9,1","0,2","0,3",,"1,5","17,8","8,3"
12/07/2014 14.00,"2,4","14,7","10,2","0,2","0,3",,"1,4","17,8","8,3"
12/07/2014 15.00,"2,4","13,2","8,8","0,2","0,3",,"1,3","17,8","8,3"
12/07/2014 16.00,"2,1","10,0","5,9","0,3","0,3",,"1,4","17,8","8,3"
12/07/2014 17.00,"2,5","13,0","9,1","0,3","0,4",,"1,5","17,8","8,3"
12/07/2014 18.00,"1,9","14,1","10,2","0,3","1,5",,"1,8","17,8","8,3"
12/07/2014 19.00,"1,8","15,5","11,6","0,3","0,5",,"1,7","17,8","8,3"
12/07/2014 20.00,"1,8","10,6","7,4","0,2","1,6",,"1,9","17,8","8,3"
12/07/2014 21.00,"1,8","11,5","7,9","0,2","1,9",,"1,9","17,8","8,3"
12/07/2014 22.00,"1,7","11,5","8,1","0,2","0,7",,"2,2","17,8","8,3"
12/07/2014 23.00,"1,9","14,1","10,7","0,1","0,7",,"1,4","17,8","8,3"
13/07/2014 0.00,"1,5","18,4","14,1","0,2","0,3",,"1,4","17,8","8,3"
13/07/2014 1.00,,"10,8","7,2","0,1","0,3",,"1,2","17,8","7,7"
13/07/2014 2.00,"2,4",,,"0,2","0,5",,"1,2","17,8","7,7"
13/07/2014 3.00,"2,2","15,8","12,2",,"1,4",,"1,3","17,8","7,7"
13/07/2014 4.00,"2,4","18,7","14,6","0,2","1,3",,"1,9","17,8","7,7"
13/07/2014 5.00,"2,3","16,0","11,3","0,2","1,2",,"2,2","17,8","7,7"
13/07/2014 6.00,"2,3","17,4","12,6","0,2","0,8",,"2,9","17,8","7,7"
13/07/2014 7.00,"3,1","16,7","11,3","0,2","0,7",,"2,9","17,8","7,7"
13/07/2014 8.00,"2,2","24,5","16,4","0,2","5,0",,"1,8","17,8","7,7"
13/07/2014 9.00,"2,0","12,5","7,8","0,2","0,9",,"1,3","17,8","7,7"
13/07/2014 10.00,"2,4","13,2","8,5","0,1","0,4",,"1,6","17,8","7,7"
13/07/2014 11.00,"2,0","16,3","10,5","0,2","2,2",,"1,4","17,8","7,7"
13/07/2014 12.00,"2,5","12,4","7,7","0,2","0,3",,"1,4","17,8","7,7"
13/07/2014 13.00,"2,1","12,7","7,9","0,2","0,3",,"1,3","17,8","7,7"
13/07/2014 14.00,"2,1","13,2","8,1","0,2","0,3",,"1,8","17,8","7,7"
13/07/2014 15.00,"2,3","17,9","12,2","0,3","1,7",,"1,4","17,8","7,7"
13/07/2014 16.00,"2,5","8,4","4,8","0,2","0,6",,"1,2","17,8","7,7"
13/07/2014 17.00,"2,2","13,8","10,0","0,3","2,1",,"1,3","17,8","7,7"
13/07/2014 18.00,"2,4","22,3","17,3","0,3","1,6",,"1,8","17,8","7,7"
13/07/2014 19.00,"2,4","19,9","16,0","0,3","0,6",,"2,1","17,8","7,7"
13/07/2014 20.00,"2,4","12,7","9,5","0,2","0,9",,"1,7","17,8","7,7"
13/07/2014 21.00,"2,7","11,3","7,9","0,2","1,0",,"1,7","17,8","7,7"
13/07/2014 22.00,"2,9","10,6","7,0","0,2","0,9",,"1,7","17,8","7,7"
13/07/2014 23.00,"3,6","16,4","12,6","0,2","0,9",,"2,2","17,8","7,7"
14/07/2014 0.00,"2,8","12,9","9,1","0,2","0,8",,"1,7","17,8","7,7"
14/07/2014 1.00,"2,7","10,4","7,0","0,2","0,7",,"1,6","18,5","8,7"
14/07/2014 2.00,"2,8","20,1","16,2","0,2","0,6",,"1,3","18,5","8,7"
14/07/2014 3.00,"2,3","21,8","17,7","0,3","3,3",,"1,4","18,5","8,7"
14/07/2014 4.00,"3,3","25,0","20,5","0,2","3,8",,"2,0","18,5","8,7"
14/07/2014 5.00,"4,0","33,1","25,5","0,2","2,8",,"3,2","18,5","8,7"
14/07/2014 6.00,"3,6","48,6","35,2","0,2","0,6",,"5,2","18,5","8,7"
14/07/2014 7.00,"3,5","54,3","35,9","0,2","0,6",,"6,1","18,5","8,7"
14/07/2014 8.00,"2,7","42,9","28,4","0,2","2,3",,"5,0","18,5","8,7"
14/07/2014 9.00,"2,7","22,6","16,0","0,1","0,7",,"1,4","18,5","8,7"
14/07/2014 10.00,"2,1","17,8","12,3","0,1","0,4",,"2,2","18,5","8,7"
14/07/2014 11.00,"2,1","17,4","12,2","0,1","0,4",,"1,5","18,5","8,7"
14/07/2014 12.00,"1,9","21,1","14,7","0,2","0,3",,"1,5","18,5","8,7"
14/07/2014 13.00,"2,1","24,1","17,5","0,2","0,3",,"1,5","18,5","8,7"
14/07/2014 14.00,"1,8","25,5","19,5","0,2","0,1",,"1,9","18,5","8,7"
14/07/2014 15.00,,,,,,,,"18,5","8,7"
14/07/2014 16.00,"1,9","22,9","18,3","0,2","0,2",,"1,5","18,5","8,7"
14/07/2014 17.00,"1,6","11,9","8,8","0,2","0,3",,"1,6","18,5","8,7"
14/07/2014 18.00,"1,3","11,1","7,9","0,1","3,5",,"1,6","18,5","8,7"
14/07/2014 19.00,"2,4","18,3","14,7","0,1","0,3",,"1,6","18,5","8,7"
14/07/2014 20.00,"2,4","19,9","15,6","0,1","0,3",,"1,6","18,5","8,7"
14/07/2014 21.00,"2,4","12,5","9,1","0,2","2,1",,"1,5","18,5","8,7"
14/07/2014 22.00,"2,5","15,6","12,2","0,2","0,5",,"1,7","18,5","8,7"
14/07/2014 23.00,"2,9","13,9","10,5","0,2","0,5",,"1,4","18,5","8,7"
15/07/2014 0.00,"2,3","21,4","17,3","0,2","2,6",,"1,8","18,5","8,7"
15/07/2014 1.00,,"21,6","18,0","0,4","1,0",,"1,4","26,1","13,0"
15/07/2014 2.00,"2,5",,,"0,2","3,0",,"1,3","26,1","13,0"
15/07/2014 3.00,"2,5","28,6","24,1",,"2,4",,"1,1","26,1","13,0"
15/07/2014 4.00,"2,1","9,1","5,8","0,2","0,3",,"1,2","26,1","13,0"
15/07/2014 5.00,"2,5","22,7","18,4","0,5","0,4",,"2,2","26,1","13,0"
15/07/2014 6.00,"1,9","76,5","56,9","1,3","0,9",,"4,7","26,1","13,0"
15/07/2014 7.00,"2,3","51,9","38,3","0,9","1,1",,"4,7","26,1","13,0"
15/07/2014 8.00,"2,1","42,7","29,6","0,6","3,3",,"5,0","26,1","13,0"
15/07/2014 9.00,"2,1","48,3","34,0","0,6","0,8",,"4,4","26,1","13,0"
15/07/2014 10.00,"2,3","35,9","24,7","0,4","2,3",,"3,0","26,1","13,0"
15/07/2014 11.00,"1,5","37,6","26,9","0,6","0,7",,"2,8","26,1","13,0"
15/07/2014 12.00,"2,1","43,3","30,3",,"0,4",,"4,0","26,1","13,0"
15/07/2014 13.00,"5,1","31,4","22,3","0,4","1,1",,"2,6","26,1","13,0"
15/07/2014 14.00,"5,5","31,5","13,5",,"2,1",,"2,0","26,1","13,0"
15/07/2014 15.00,,,,,"0,7",,"2,1","26,1","13,0"
15/07/2014 16.00,"6,4","38,9","31,4","0,5","2,0",,"2,3","26,1","13,0"
15/07/2014 17.00,"6,4","25,5","20,6","0,4","1,2",,"2,1","26,1","13,0"
15/07/2014 18.00,"6,9","31,7","24,7","0,4","0,6",,"3,1","26,1","13,0"
15/07/2014 19.00,"8,9","56,5","46,0","0,5","0,6",,"4,0","26,1","13,0"
15/07/2014 20.00,"6,0","40,3","34,1","0,3","1,1",,"2,7","26,1","13,0"
15/07/2014 21.00,"1,0","54,6","46,6","0,5","0,7",,"4,0","26,1","13,0"
15/07/2014 22.00,"0,7","19,9","16,3","0,1","0,8",,"1,5","26,1","13,0"
15/07/2014 23.00,"0,8","47,9","41,8","0,5","0,5",,"2,9","26,1","13,0"
16/07/2014 0.00,"0,6","33,2","29,8","0,6","1,4",,"2,0","26,1","13,0"
16/07/2014 1.00,"0,8","37,6","32,4","0,5","1,4",,"2,6","29,8","17,1"
16/07/2014 2.00,"1,2","20,3","17,7","0,5","1,2",,"1,1","29,8","17,1"
16/07/2014 3.00,"0,9","28,4","24,6","0,5","0,8",,"1,5","29,8","17,1"
16/07/2014 4.00,"1,1","25,9","22,7","0,3","0,8",,"1,5","29,8","17,1"
16/07/2014 5.00,"0,9","27,5","22,7","0,4","1,0",,"3,0","29,8","17,1"
16/07/2014 6.00,"0,2","39,3","29,5","0,2","0,6",,"5,4","29,8","17,1"
16/07/2014 7.00,"0,1","42,3","32,5","0,3","0,9",,"3,2","29,8","17,1"
16/07/2014 8.00,"0,2","34,1","25,3","0,2","0,6",,"2,7","29,8","17,1"
16/07/2014 9.00,"0,4","17,2","12,6","0,1","0,5",,"2,7","29,8","17,1"
16/07/2014 10.00,"1,0","28,3","21,1","0,3","0,5",,"2,4","29,8","17,1"
16/07/2014 11.00,"4,6","33,0","24,7","0,3","0,7",,"2,5","29,8","17,1"
16/07/2014 12.00,"15,4","43,9","32,5","0,5","0,6",,"2,7","29,8","17,1"
16/07/2014 13.00,"10,4","20,6","15,7","0,3","0,8",,"2,2","29,8","17,1"
16/07/2014 14.00,"11,1","25,0","18,5","0,4","0,7",,"1,9","29,8","17,1"
16/07/2014 15.00,"5,6","15,0","11,3","0,3","0,6",,"1,9","29,8","17,1"
16/07/2014 16.00,"2,3","11,0","8,0","0,2","0,5",,"1,4","29,8","17,1"
16/07/2014 17.00,"1,9","11,3","8,3","0,2","0,6",,"1,5","29,8","17,1"
16/07/2014 18.00,"1,1","12,5","9,6","0,2","0,5",,"1,7","29,8","17,1"
16/07/2014 19.00,"1,4","15,6","12,3","0,3","0,5",,"2,0","29,8","17,1"
16/07/2014 20.00,"1,7","13,9","11,3","0,2","0,5",,"2,4","29,8","17,1"
16/07/2014 21.00,"0,7","10,8","8,7","0,2","2,4",,"1,4","29,8","17,1"
16/07/2014 22.00,"0,7","12,3","10,0","0,2","1,3",,"1,3","29,8","17,1"
16/07/2014 23.00,"0,4","24,1","20,7","0,3","2,6",,"1,4","29,8","17,1"
17/07/2014 0.00,"6,7","83,7","73,2","0,7","3,1",,"2,2","29,8","17,1"
17/07/2014 1.00,,"11,9","9,6","0,1","2,8",,"1,1","34,3","18,5"
17/07/2014 2.00,"0,8",,,"0,1","0,5",,"1,0","34,3","18,5"
17/07/2014 3.00,"0,4","13,4","11,1",,"0,4",,"1,2","34,3","18,5"
17/07/2014 4.00,"0,5","17,7","14,1","0,2","0,3",,"1,5","34,3","18,5"
17/07/2014 5.00,"0,6","30,6","27,0","0,3","0,5",,"1,9","34,3","18,5"
17/07/2014 6.00,"0,5","53,3","42,8","0,3","0,9",,"5,8","34,3","18,5"
17/07/2014 7.00,"0,4","42,0","35,0","0,2","0,8",,"4,6","34,3","18,5"
17/07/2014 8.00,"0,5","62,1","46,6","0,8","0,8",,"4,3","34,3","18,5"
17/07/2014 9.00,"4,9","64,1","48,9","0,7","0,8",,"3,4","34,3","18,5"
17/07/2014 10.00,"18,5","62,5","47,4","0,8","1,6",,"3,7","34,3","18,5"
17/07/2014 11.00,"20,1","40,0","29,8","0,5","0,7",,"3,4","34,3","18,5"
17/07/2014 12.00,"19,8","40,6","30,9","0,5","0,8",,"3,3","34,3","18,5"
17/07/2014 13.00,"27,4","39,7","31,5","0,7","0,7",,"2,8","34,3","18,5"
17/07/2014 14.00,"24,9","34,3","27,1","0,6","0,6",,"1,8","34,3","18,5"
17/07/2014 15.00,"11,9","21,8","17,3","0,4","0,6",,"1,8","34,3","18,5"
17/07/2014 16.00,"13,9","20,3","15,9","0,4","0,5",,"1,5","34,3","18,5"
17/07/2014 17.00,"11,8","22,3","18,0","0,5","0,5",,"1,9","34,3","18,5"
17/07/2014 18.00,"5,7","18,4","15,0","0,3","0,5",,"1,9","34,3","18,5"
17/07/2014 19.00,"2,1","14,8","11,9","0,3","0,5",,"1,7","34,3","18,5"
17/07/2014 20.00,"2,0","19,1","16,2","0,4","0,5",,"2,2","34,3","18,5"
17/07/2014 21.00,"0,9","14,2","11,7","0,3","0,5",,"1,5","34,3","18,5"
17/07/2014 22.00,"1,0","14,4","12,1","0,3","0,5",,"1,5","34,3","18,5"
17/07/2014 23.00,"4,5","54,7","49,8","0,6","0,4",,"2,3","34,3","18,5"
18/07/2014 0.00,"6,7","22,9","19,8","0,3","1,4",,"1,4","34,3","18,5"
18/07/2014 1.00,"1,4","13,0","10,6","0,2","0,5",,"1,0","39,9","20,7"
18/07/2014 2.00,"1,1","15,7","13,1","2,0","0,4",,"1,2","39,9","20,7"
18/07/2014 3.00,"0,6","18,3","15,7","0,2","0,9",,"4,3","39,9","20,7"
18/07/2014 4.00,"0,5","22,2","19,3","0,4","0,4",,"1,5","39,9","20,7"
18/07/2014 5.00,"0,9","30,4","25,5","1,0","0,7",,"2,2","39,9","20,7"
18/07/2014 6.00,"3,1","48,0","40,2","1,1","1,1",,"4,6","39,9","20,7"
18/07/2014 7.00,"1,4","57,1","46,1","0,8","0,9",,"5,5","39,9","20,7"
18/07/2014 8.00,"2,0","51,4","40,8","0,6","1,2",,"4,3","39,9","20,7"
18/07/2014 9.00,"11,3","44,6","33,8","0,6","0,9",,"3,4","39,9","20,7"
18/07/2014 10.00,,"45,8","36,0","0,6","0,8",,"2,9","39,9","20,7"
18/07/2014 11.00,"34,5","45,7","36,2",,"1,0",,,"39,9","20,7"
18/07/2014 12.00,"27,0","37,9","29,7","0,6","0,8",,"3,1","39,9","20,7"
18/07/2014 13.00,"34,8","37,7","29,7","0,7","0,8",,"2,3","39,9","20,7"
18/07/2014 14.00,"37,3","35,2","27,9","0,8","0,6",,"1,9","39,9","20,7"
18/07/2014 15.00,"16,2","31,4","24,0","0,6","0,5",,"3,6","39,9","20,7"
18/07/2014 16.00,"30,0","36,6","29,0","0,7","0,4",,"4,1","39,9","20,7"
18/07/2014 17.00,"40,8","47,7","38,9","0,9","0,7",,"6,6","39,9","20,7"
18/07/2014 18.00,"31,1","39,0","32,4","0,7","1,2",,"5,2","39,9","20,7"
18/07/2014 19.00,"10,8","22,1","18,7","0,4","1,6",,"4,4","39,9","20,7"
18/07/2014 20.00,"16,9","38,4","34,7","0,5","0,6",,"3,7","39,9","20,7"
18/07/2014 21.00,"21,1","55,3","50,2","0,9","0,8",,"6,2","39,9","20,7"
18/07/2014 22.00,"25,8","64,7","59,6","0,7","1,3",,"4,1","39,9","20,7"
18/07/2014 23.00,"26,2","40,3","36,6","0,8","0,9",,"4,4","39,9","20,7"
19/07/2014 0.00,"6,9","19,2","16,1","0,3","1,2",,"2,8","39,9","20,7"
19/07/2014 1.00,,"17,4","13,4","0,2","1,9",,"2,9","34,3",
19/07/2014 2.00,"2,6",,,"0,3","0,5",,"2,6","34,3",
19/07/2014 3.00,"1,9","17,5","14,5",,"0,8",,"2,2","34,3",
19/07/2014 4.00,"1,7","27,0","23,4","0,2","0,7",,"3,1","34,3",
19/07/2014 5.00,"1,4","28,9","24,2","0,9","0,5",,"6,2","34,3",
19/07/2014 6.00,"1,5","56,1","45,8","1,1","1,3",,"5,9","34,3",
19/07/2014 7.00,"2,7","48,7","39,3","0,6","2,1",,"8,0","34,3",
19/07/2014 8.00,"5,1","27,9","21,6","0,3","1,1",,"5,3","34,3",
19/07/2014 9.00,"8,5","45,2","33,9","0,6","0,7",,"5,9","34,3",
19/07/2014 10.00,"23,6","53,3","40,3","0,7","0,8",,"5,4","34,3",
19/07/2014 11.00,"31,0","42,2","31,5","0,6","1,2",,"6,2","34,3",
