TARANTO - SAN VITO,,,
,SO2,NO2,PM10
23/10/2011 17.00,"0,608312","5,403041","10,4"
23/10/2011 18.00,"0,668486","6,555552","10,4"
23/10/2011 19.00,"0,572136","6,633424","10,4"
23/10/2011 20.00,"0,716966","6,955297","10,4"
23/10/2011 21.00,"0,7395","8,880041","10,4"
23/10/2011 22.00,"0,797725","15,657523","10,4"
23/10/2011 23.00,"0,781525","16,354478","10,4"
24/10/2011 0.00,"0,710388","17,340862","10,4"
24/10/2011 1.00,"0,944504","9,85604","12,5"
24/10/2011 2.00,"0,863501","6,806041","12,5"
24/10/2011 3.00,"0,845109","7,754787","12,5"
24/10/2011 4.00,"0,947306","6,419276","12,5"
24/10/2011 5.00,"0,845109","6,099999","12,5"
24/10/2011 6.00,"0,859969","14,150698","12,5"
24/10/2011 7.00,"1,185808","34,535058","12,5"
24/10/2011 8.00,"0,796385","25,298111","12,5"
24/10/2011 9.00,"1,052183","15,286333","12,5"
24/10/2011 10.00,"0,778966","8,913786","12,5"
24/10/2011 11.00,"0,732557","5,828743","12,5"
24/10/2011 12.00,"0,646682","4,369935","12,5"
24/10/2011 13.00,"0,499537","4,476361","12,5"
24/10/2011 14.00,"0,642175","4,029894","12,5"
24/10/2011 15.00,"0,67275","4,89168","12,5"
24/10/2011 16.00,"0,567506","7,743107","12,5"
24/10/2011 17.00,"0,826837","7,948168","12,5"
24/10/2011 18.00,"0,833049","10,538718","12,5"
24/10/2011 19.00,"0,560198","17,126713","12,5"
24/10/2011 20.00,"0,580418","13,527713","12,5"
24/10/2011 21.00,"0,741206","19,61993","12,5"
24/10/2011 22.00,"0,675916","15,50048","12,5"
24/10/2011 23.00,"0,773606","14,420648","12,5"
25/10/2011 0.00,"0,811611","8,27653","12,5"
25/10/2011 1.00,,"4,951382","16,4"
25/10/2011 2.00,"0,233526","3,913084","16,4"
25/10/2011 3.00,"0,192504","3,767722","16,4"
25/10/2011 4.00,"0,150026","3,344618","16,4"
25/10/2011 5.00,"0,155765","5,89234","16,4"
25/10/2011 6.00,"0,327834","13,259054","16,4"
25/10/2011 7.00,"0,268595","19,522572","16,4"
25/10/2011 8.00,"0,263828","11,205826","16,4"
25/10/2011 9.00,"0,338462","9,284978","16,4"
25/10/2011 10.00,"0,272239","8,449149","16,4"
25/10/2011 11.00,"0,217676","6,668467","16,4"
25/10/2011 12.00,"0,096404","3,708022","16,4"
25/10/2011 13.00,"0,103357","4,7567","16,4"
25/10/2011 14.00,"0,11195","4,280383","16,4"
25/10/2011 15.00,"0,114622","4,495829","16,4"
25/10/2011 16.00,"0,130137","4,770979","16,4"
25/10/2011 17.00,"0,113286","4,498425","16,4"
25/10/2011 18.00,"0,085321","5,078574","16,4"
25/10/2011 19.00,"0,053743","5,430296","16,4"
25/10/2011 20.00,"0,100047","4,934511","16,4"
25/10/2011 21.00,"0,083682","5,02017","16,4"
25/10/2011 22.00,"0,091121","3,942936","16,4"
25/10/2011 23.00,"0,057053","3,308276","16,4"
26/10/2011 0.00,"0,101717","2,645065","16,4"
26/10/2011 1.00,"0,087811","2,485426","16,700001"
26/10/2011 2.00,"0,072113","1,980553","16,700001"
26/10/2011 3.00,"0,072599","2,133702","16,700001"
26/10/2011 4.00,"0,098559","2,574978","16,700001"
26/10/2011 5.00,"0,06185","2,452977","16,700001"
26/10/2011 6.00,"0,069624","3,688552","16,700001"
26/10/2011 7.00,"0,098742","6,894297","16,700001"
26/10/2011 8.00,"0,085321","5,66651","16,700001"
26/10/2011 9.00,"0,161594","5,161639","16,700001"
26/10/2011 10.00,"0,111313","3,909191","16,700001"
26/10/2011 11.00,"0,083014","3,584723","16,700001"
26/10/2011 12.00,"0,091303","4,451702","16,700001"
26/10/2011 13.00,"0,051922","3,841701","16,700001"
26/10/2011 14.00,"0,06185","3,697638","16,700001"
26/10/2011 15.00,"0,079522","4,103871","16,700001"
26/10/2011 16.00,"0,075756","5,245998","16,700001"
26/10/2011 17.00,"0,044816","4,433532","16,700001"
26/10/2011 18.00,"0,060515","3,855978","16,700001"
26/10/2011 19.00,"0,075909","3,800171","16,700001"
26/10/2011 20.00,"0,133963","3,658702","16,700001"
26/10/2011 21.00,"0,063338","3,230402","16,700001"
26/10/2011 22.00,"0,044148","3,314766","16,700001"
26/10/2011 23.00,"0,105179","2,637277","16,700001"
27/10/2011 0.00,"0,068956","2,371213","16,700001"
27/10/2011 1.00,,"2,358234","19,1"
27/10/2011 2.00,"0,704741",,"19,1"
27/10/2011 3.00,"0,781126","2,743703","19,1"
27/10/2011 4.00,"0,755665","2,747595","19,1"
27/10/2011 5.00,"0,730203","4,498425","19,1"
27/10/2011 6.00,"0,781126","5,878063","19,1"
27/10/2011 7.00,"0,652","14,553035","19,1"
27/10/2011 8.00,"0,8175","13,419993","19,1"
27/10/2011 9.00,"0,661093","5,100638","19,1"
27/10/2011 10.00,"0,702014","4,247934","19,1"
27/10/2011 11.00,"0,690192","4,11166","19,1"
27/10/2011 12.00,"0,762939","3,923468","19,1"
27/10/2011 13.00,"0,550153","4,247934","19,1"
27/10/2011 14.00,"0,677461","4,036383","19,1"
27/10/2011 15.00,"0,768395","4,595765","19,1"
27/10/2011 16.00,"0,723838","6,303764","19,1"
27/10/2011 17.00,"0,597439","6,048084","19,1"
27/10/2011 18.00,"0,662912","11,549757","19,1"
27/10/2011 19.00,"0,586527","18,037826","19,1"
27/10/2011 20.00,"0,736568","24,031392","19,1"
27/10/2011 21.00,"0,977544","21,897676","19,1"
27/10/2011 22.00,"0,86024","22,315601","19,1"
27/10/2011 23.00,"1,036651","17,000826","19,1"
28/10/2011 0.00,"1,121221","16,768501","19,1"
28/10/2011 1.00,"0,973908","12,333671","24,5"
28/10/2011 2.00,"0,867514","8,628253","24,5"
28/10/2011 3.00,"0,965723","7,187617","24,5"
28/10/2011 4.00,"0,983001","6,323233","24,5"
28/10/2011 5.00,"1,000278","7,536744","24,5"
28/10/2011 6.00,"1,165779","11,774293","24,5"
28/10/2011 7.00,"1,344919","24,907451","24,5"
28/10/2011 8.00,"1,289449","34,188527","24,5"
28/10/2011 9.00,"1,362197","25,09565","24,5"
28/10/2011 10.00,"0,879336","17,861314","24,5"
28/10/2011 11.00,"1,033015","6,497148","24,5"
28/10/2011 12.00,"0,893885","4,129828","24,5"
28/10/2011 13.00,"0,893885","4,285574","24,5"
28/10/2011 14.00,"0,779308","3,36668","24,5"
28/10/2011 15.00,"0,890247","5,101935","24,5"
28/10/2011 16.00,"0,778399","5,75217","24,5"
28/10/2011 17.00,"0,723838","14,449209","24,5"
28/10/2011 18.00,"1,283994","50,814266","24,5"
28/10/2011 19.00,"1,061204","40,763554","24,5"
28/10/2011 20.00,"0,974817","25,013873","24,5"
28/10/2011 21.00,"1,246711","24,7569","24,5"
28/10/2011 22.00,"1,127586","19,719852","24,5"
28/10/2011 23.00,"1,328552","24,16376","24,5"
29/10/2011 0.00,"1,21943","25,98339","24,5"
29/10/2011 1.00,,"23,029427","15,9"
29/10/2011 2.00,"0,772205","18,318161","15,9"
29/10/2011 3.00,"0,869133","7,893657","15,9"
29/10/2011 4.00,"0,547661","7,54453","15,9"
29/10/2011 5.00,"0,778841","12,389484","15,9"
29/10/2011 6.00,"0,863228","20,346738","15,9"
29/10/2011 7.00,"0,933793","13,405712","15,9"
29/10/2011 8.00,"0,616948","24,338994","15,9"
29/10/2011 9.00,"0,647817","25,360404","15,9"
29/10/2011 10.00,"0,623645","6,284296","15,9"
29/10/2011 11.00,"0,476912","5,404338","15,9"
29/10/2011 12.00,"0,52288","5,687277","15,9"
29/10/2011 13.00,"0,471432","3,859871","15,9"
29/10/2011 14.00,"0,369268","3,748254","15,9"
29/10/2011 15.00,"0,510643","3,709318","15,9"
29/10/2011 16.00,"0,510643","3,319957","15,9"
29/10/2011 17.00,"0,587601","4,713872","15,9"
29/10/2011 18.00,"0,403607","6,460809","15,9"
29/10/2011 19.00,"0,450366","11,987136","15,9"
29/10/2011 20.00,"0,471981","7,841745","15,9"
29/10/2011 21.00,"0,537128","18,597205","15,9"
29/10/2011 22.00,"0,660176","24,148197","15,9"
29/10/2011 23.00,"0,771596","20,521934","15,9"
30/10/2011 0.00,"0,736344","28,37926","15,9"
30/10/2011 1.00,"0,783346","6,57502","22,79999"
30/10/2011 2.00,"0,538406","4,742425","22,79999"
30/10/2011 3.00,"0,537311","21,522599","22,79999"
30/10/2011 4.00,"0,703526","13,61987","22,79999"
30/10/2011 5.00,"0,824687","20,250698","22,79999"
30/10/2011 6.00,"0,783042","18,697145","22,79999"
30/10/2011 7.00,"1,049901","21,604376","22,79999"
30/10/2011 8.00,"1,122354","24,376623","22,79999"
30/10/2011 9.00,"0,546199","5,998766","22,79999"
30/10/2011 10.00,"0,495604","4,994213","22,79999"
30/10/2011 11.00,"0,540538","11,588694","22,79999"
30/10/2011 12.00,"0,468511","7,330382","22,79999"
30/10/2011 13.00,"0,663951","5,674296","22,79999"
30/10/2011 14.00,"0,568301","4,197318","22,79999"
30/10/2011 15.00,"0,665291","4,289467","22,79999"
30/10/2011 16.00,"0,401111","6,402402","22,79999"
30/10/2011 17.00,"0,520811","6,658085","22,79999"
30/10/2011 18.00,"0,479348","17,401861","22,79999"
30/10/2011 19.00,"0,43417","6,530893","22,79999"
30/10/2011 20.00,"0,584739","10,349227","22,79999"
30/10/2011 21.00,"0,389177","14,373928","22,79999"
30/10/2011 22.00,"0,481174","14,42195","22,79999"
30/10/2011 23.00,"0,663342","17,008608","22,79999"
31/10/2011 0.00,"0,583339","21,728962","22,79999"
31/10/2011 1.00,,"16,728271","29,1"
31/10/2011 2.00,"0,632967",,"29,1"
31/10/2011 3.00,"0,402199","8,155829","29,1"
31/10/2011 4.00,"0,481109","6,796957","29,1"
31/10/2011 5.00,"0,568125","4,821595","29,1"
31/10/2011 6.00,"0,57883","7,253809","29,1"
31/10/2011 7.00,"0,577454","17,752292","29,1"
31/10/2011 8.00,"0,600852","28,634933","29,1"
31/10/2011 9.00,"0,602992","14,830775","29,1"
31/10/2011 10.00,"0,449759","10,375185","29,1"
31/10/2011 11.00,"0,429726","4,895574","29,1"
31/10/2011 12.00,"0,346075","4,567212","29,1"
31/10/2011 13.00,"0,477897","5,030552","29,1"
31/10/2011 14.00,"0,428197","6,049382","29,1"
31/10/2011 15.00,"0,306466","4,974743","29,1"
31/10/2011 16.00,"0,331546","6,665871","29,1"
31/10/2011 17.00,"0,317936","17,593947","29,1"
31/10/2011 18.00,"0,304631","41,744753","29,1"
31/10/2011 19.00,"0,335523","46,23539","29,1"
31/10/2011 20.00,"0,378342","30,471429","29,1"
31/10/2011 21.00,"0,288726","28,149534","29,1"
31/10/2011 22.00,"0,286892","38,703831","29,1"
31/10/2011 23.00,"0,379872","27,366914","29,1"
01/11/2011 0.00,"0,519189","24,772464","29,1"
01/11/2011 1.00,"0,630366","24,490826","22,79999"
01/11/2011 2.00,"0,492426","20,682888","22,79999"
01/11/2011 3.00,"0,543044","14,726952","22,79999"
01/11/2011 4.00,"0,299585","8,183085","22,79999"
01/11/2011 5.00,"0,388282","5,840424","22,79999"
01/11/2011 6.00,"0,410151","7,874189","22,79999"
01/11/2011 7.00,"0,506954","13,204544","22,79999"
01/11/2011 8.00,"0,845382","13,523828","22,79999"
01/11/2011 9.00,"0,509707","6,783977","22,79999"
01/11/2011 10.00,"0,402199","6,179169","22,79999"
01/11/2011 11.00,"0,236885","4,699595","22,79999"
01/11/2011 12.00,"0,235049","5,20836","22,79999"
01/11/2011 13.00,"0,260588","5,968914","22,79999"
01/11/2011 14.00,"0,187335","5,179809","22,79999"
01/11/2011 15.00,"0,395165","4,072722","22,79999"
01/11/2011 16.00,"0,275269","4,56851","22,79999"
01/11/2011 17.00,"0,342557","7,426424","22,79999"
01/11/2011 18.00,"0,435996","29,534376","22,79999"
01/11/2011 19.00,"0,312431","12,698372","22,79999"
01/11/2011 20.00,"0,438595","10,389468","22,79999"
01/11/2011 21.00,"0,537387","9,679531","22,79999"
01/11/2011 22.00,"0,382624","12,12991","22,79999"
01/11/2011 23.00,"0,593358","18,181887","22,79999"
02/11/2011 0.00,"0,570419","10,528332","22,79999"
02/11/2011 1.00,,"12,834655","29,700001"
02/11/2011 2.00,"0,490821","8,734679","29,700001"
02/11/2011 3.00,"0,506088","7,196701","29,700001"
02/11/2011 4.00,"0,604179","6,750234","29,700001"
02/11/2011 5.00,"0,607927","5,927383","29,700001"
02/11/2011 6.00,"0,76544","8,577637","29,700001"
02/11/2011 7.00,"0,806944","15,854806","29,700001"
02/11/2011 8.00,"1,136595","38,093826","29,700001"
02/11/2011 9.00,"0,933099","30,606415","29,700001"
02/11/2011 10.00,"0,531502","14,442721","29,700001"
02/11/2011 11.00,"0,619172","18,695842","29,700001"
02/11/2011 12.00,"0,533971","16,057267","29,700001"
02/11/2011 13.00,"0,491096","16,040402","29,700001"
02/11/2011 14.00,"0,529399","6,468594","29,700001"
02/11/2011 15.00,"0,490273","6,263532","29,700001"
02/11/2011 16.00,"0,431582","8,242785","29,700001"
02/11/2011 17.00,"0,764343","11,320038","29,700001"
02/11/2011 18.00,"0,62036","20,877568","29,700001"
02/11/2011 19.00,"0,644129","42,910232","29,700001"
02/11/2011 20.00,"0,67841","45,901824","29,700001"
02/11/2011 21.00,"0,669634","44,420958","29,700001"
02/11/2011 22.00,"0,704007","38,049699","29,700001"
02/11/2011 23.00,"0,86152","31,884818","29,700001"
03/11/2011 0.00,"0,841956","25,427898","29,700001"
03/11/2011 1.00,"0,736094","23,487581","30,4"
03/11/2011 2.00,"0,843968","17,923605","30,4"
03/11/2011 3.00,"1,037407","8,55168","30,4"
03/11/2011 4.00,"0,900098","5,737893","30,4"
03/11/2011 5.00,"1,124254","4,729447","30,4"
03/11/2011 6.00,"0,829615","6,865743","30,4"
03/11/2011 7.00,"0,990053","16,368759","30,4"
03/11/2011 8.00,"1,017296","24,55962","30,4"
03/11/2011 9.00,"1,078271","19,429132","30,4"
03/11/2011 10.00,"0,867096","10,118212","30,4"
03/11/2011 11.00,"0,567429","7,872891","30,4"
03/11/2011 12.00,"0,346199","6,450424","30,4"
03/11/2011 13.00,"0,576479","6,50753","30,4"
03/11/2011 14.00,"0,360917","5,753468","30,4"
03/11/2011 15.00,"0,383497","5,667806","30,4"
03/11/2011 16.00,"0,411928","7,892359","30,4"
03/11/2011 17.00,"0,511665","45,354129","30,4"
03/11/2011 18.00,"0,773942","65,568482","30,4"
03/11/2011 19.00,"0,826507","61,999332","30,4"
03/11/2011 20.00,"0,714429","43,529318","30,4"
03/11/2011 21.00,"0,801458","39,469567","30,4"
03/11/2011 22.00,"0,645957","29,941901","30,4"
03/11/2011 23.00,"0,736186","22,468753","30,4"
04/11/2011 0.00,"0,829981","18,614079","30,4"
04/11/2011 1.00,,"13,627651","23,79999"
04/11/2011 2.00,"0,994196",,"23,79999"
04/11/2011 3.00,"0,980388","8,794382","23,79999"
04/11/2011 4.00,"0,973164","6,565934","23,79999"
04/11/2011 5.00,"0,847581","6,423169","23,79999"
04/11/2011 6.00,"0,896473","7,828764","23,79999"
04/11/2011 7.00,"1,128064","12,175337","23,79999"
04/11/2011 8.00,"0,960479","32,890664","23,79999"
04/11/2011 9.00,"1,310947","25,09565","23,79999"
04/11/2011 10.00,"0,822452","11,521205","23,79999"
04/11/2011 11.00,"0,627067","6,341402","23,79999"
04/11/2011 12.00,"0,636566","6,717787","23,79999"
04/11/2011 13.00,"0,718204","4,956573","23,79999"
04/11/2011 14.00,"0,554837","6,141531","23,79999"
04/11/2011 15.00,"0,43247","4,892978","23,79999"
04/11/2011 16.00,"0,671195","5,405637","23,79999"
04/11/2011 17.00,"0,668887","5,779425","23,79999"
04/11/2011 18.00,"0,550892","6,638615","23,79999"
04/11/2011 19.00,"0,740086","5,26417","23,79999"
04/11/2011 20.00,"0,56907","3,665191","23,79999"
04/11/2011 21.00,"0,491863","3,841701","23,79999"
04/11/2011 22.00,"0,429253","3,658702","23,79999"
04/11/2011 23.00,"0,542151","3,578233","23,79999"
05/11/2011 0.00,"0,442303","2,955256","23,79999"
05/11/2011 1.00,"0,700845","3,265446","20,4"
05/11/2011 2.00,"0,403336","2,872191","20,4"
05/11/2011 3.00,"0,395415","2,381595","20,4"
05/11/2011 4.00,"0,364823","2,463362","20,4"
05/11/2011 5.00,"0,376477","2,364723","20,4"
05/11/2011 6.00,"0,265947","2,245319","20,4"
05/11/2011 7.00,"0,2349","3,422488","20,4"
05/11/2011 8.00,"0,429799","4,533469","20,4"
05/11/2011 9.00,"0,538175","4,175255","20,4"
05/11/2011 10.00,"0,38024","3,469211","20,4"
05/11/2011 11.00,"0,385156","3,405616","20,4"
05/11/2011 12.00,"0,43939","3,371873","20,4"
05/11/2011 13.00,"0,431135","3,662595","20,4"
05/11/2011 14.00,"0,3654","3,870255","20,4"
05/11/2011 15.00,"0,412137","3,367978","20,4"
05/11/2011 16.00,"0,299603","3,027937","20,4"
05/11/2011 17.00,"0,388252","3,602892","20,4"
05/11/2011 18.00,"0,280058","3,922169","20,4"
05/11/2011 19.00,"0,236903","3,647021","20,4"
05/11/2011 20.00,"0,435171","3,878041","20,4"
05/11/2011 21.00,"0,269467","3,889723","20,4"
05/11/2011 22.00,"0,30713","3,112298","20,4"
05/11/2011 23.00,"0,489738","2,78783","20,4"
06/11/2011 0.00,"0,434353","3,143447","20,4"
06/11/2011 1.00,,"3,02534","29,200001"
06/11/2011 2.00,"0,625976","2,778744","29,200001"
06/11/2011 3.00,"0,532452","2,613914","29,200001"
06/11/2011 4.00,"0,588366","2,569787","29,200001"
06/11/2011 5.00,"0,646015","3,042212","29,200001"
06/11/2011 6.00,"0,667271","2,610021","29,200001"
06/11/2011 7.00,"0,584802","2,637277","29,200001"
06/11/2011 8.00,"0,664987","2,677509","29,200001"
06/11/2011 9.00,"0,513054","3,070765","29,200001"
06/11/2011 10.00,"0,547405","3,149936","29,200001"
06/11/2011 11.00,"0,465424","3,195361","29,200001"
06/11/2011 12.00,"0,64099","3,567849","29,200001"
06/11/2011 13.00,"0,667515","3,770318","29,200001"
06/11/2011 14.00,"0,606029","3,142148","29,200001"
06/11/2011 15.00,"0,413714","2,455574","29,200001"
06/11/2011 16.00,"0,597045","2,206383","29,200001"
06/11/2011 17.00,"0,511318","2,432211","29,200001"
06/11/2011 18.00,"0,504588","2,658041","29,200001"
06/11/2011 19.00,"0,60813","2,381597","29,200001"
06/11/2011 20.00,"0,603136","2,567191","29,200001"
06/11/2011 21.00,"0,410942","2,445192","29,200001"
06/11/2011 22.00,"0,691604","2,600936","29,200001"
06/11/2011 23.00,"0,551821","3,216127","29,200001"
07/11/2011 0.00,"0,327012","2,831957","29,200001"
07/11/2011 1.00,"0,355517","2,70217",
07/11/2011 2.00,"0,36447","2,721638",
07/11/2011 3.00,"0,356522","3,82483",
07/11/2011 4.00,"0,280296","9,743125",
07/11/2011 5.00,"0,549415","10,334956",
07/11/2011 6.00,"0,533549","10,794397",
07/11/2011 7.00,"0,536289","17,47455",
07/11/2011 8.00,"0,915286","31,295575",
07/11/2011 9.00,"0,626554","22,568675",
07/11/2011 10.00,"0,611693","10,346633",
07/11/2011 11.00,"0,59071",,
07/11/2011 12.00,"0,74304",,
07/11/2011 13.00,"0,595613","4,879999",
07/11/2011 14.00,,,
07/11/2011 15.00,,,
07/11/2011 16.00,,,
07/11/2011 17.00,,,
07/11/2011 18.00,,,
07/11/2011 19.00,,,
07/11/2011 20.00,,,
07/11/2011 21.00,,,
07/11/2011 22.00,,,
07/11/2011 23.00,,,
08/11/2011 0.00,,,
08/11/2011 1.00,,,"36,799992"
08/11/2011 2.00,,,"36,799992"
08/11/2011 3.00,,,"36,799992"
08/11/2011 4.00,,,"36,799992"
08/11/2011 5.00,,,"36,799992"
08/11/2011 6.00,,,"36,799992"
08/11/2011 7.00,,,"36,799992"
08/11/2011 8.00,,,"36,799992"
08/11/2011 9.00,,,"36,799992"
08/11/2011 10.00,,,"36,799992"
08/11/2011 11.00,,,"36,799992"
08/11/2011 12.00,,,"36,799992"
08/11/2011 13.00,,,"36,799992"
08/11/2011 14.00,,,"36,799992"
08/11/2011 15.00,,,"36,799992"
08/11/2011 16.00,,,"36,799992"
08/11/2011 17.00,,,"36,799992"
08/11/2011 18.00,,,"36,799992"
08/11/2011 19.00,,,"36,799992"
08/11/2011 20.00,,,"36,799992"
08/11/2011 21.00,,,"36,799992"
08/11/2011 22.00,,,"36,799992"
08/11/2011 23.00,,,"36,799992"
09/11/2011 0.00,,,"36,799992"
09/11/2011 1.00,,,"21,9"
09/11/2011 2.00,,,"21,9"
09/11/2011 3.00,,,"21,9"
09/11/2011 4.00,,,"21,9"
09/11/2011 5.00,,,"21,9"
09/11/2011 6.00,,,"21,9"
09/11/2011 7.00,,,"21,9"
09/11/2011 8.00,,,"21,9"
09/11/2011 9.00,,,"21,9"
09/11/2011 10.00,,,"21,9"
09/11/2011 11.00,,,"21,9"
09/11/2011 12.00,,,"21,9"
09/11/2011 13.00,"0,383534","26,889297","21,9"
09/11/2011 14.00,"0,446664","12,418036","21,9"
09/11/2011 15.00,"0,472185","9,863828","21,9"
09/11/2011 16.00,"0,488386","8,528317","21,9"
09/11/2011 17.00,"0,540279","10,889138","21,9"
09/11/2011 18.00,"0,384752","11,573123","21,9"
09/11/2011 19.00,"0,576672","13,566651","21,9"
09/11/2011 20.00,"0,611876","12,27267","21,9"
09/11/2011 21.00,"0,560196","10,367393","21,9"
09/11/2011 22.00,"0,676255","20,385666","21,9"
09/11/2011 23.00,"0,547466","13,560162","21,9"
10/11/2011 0.00,"0,536016","9,360253","21,9"
10/11/2011 1.00,,"16,32333",16
10/11/2011 2.00,"0,726563","14,002738",16
10/11/2011 3.00,"0,693572","19,144893",16
10/11/2011 4.00,"0,921225","7,901445",16
10/11/2011 5.00,"0,732796","25,007391",16
10/11/2011 6.00,"0,839797","25,093048",16
10/11/2011 7.00,"1,046743","24,650459",16
10/11/2011 8.00,"1,078853","22,910023",16
10/11/2011 9.00,"1,095059","21,326619",16
10/11/2011 10.00,"0,856612","19,295444",16
10/11/2011 11.00,"0,783058","26,193635",16
10/11/2011 12.00,"0,858435","15,674399",16
10/11/2011 13.00,"0,873001","10,791804",16
10/11/2011 14.00,"1,199232","25,366905",16
10/11/2011 15.00,"0,928523","20,093646",16
10/11/2011 16.00,"0,950294","23,046292",16
10/11/2011 17.00,"1,008127","23,712106",16
10/11/2011 18.00,"1,013357","16,132549",16
10/11/2011 19.00,"0,750736","11,278505",16
10/11/2011 20.00,"1,037622","29,852341",16
10/11/2011 21.00,"0,704519","18,148139",16
10/11/2011 22.00,"1,102661","5,313488",16
10/11/2011 23.00,"0,797471","8,003978",16
11/11/2011 0.00,"0,913106","20,982688",16
11/11/2011 1.00,"0,935121","21,753627","24,5"
11/11/2011 2.00,"0,987785","8,664595","24,5"
11/11/2011 3.00,"0,98438","14,755506","24,5"
11/11/2011 4.00,"0,908728","19,469379","24,5"
11/11/2011 5.00,"0,782359","14,033885","24,5"
11/11/2011 6.00,"0,895958","13,226606","24,5"
11/11/2011 7.00,"0,817175","8,646424","24,5"
11/11/2011 8.00,"0,889511","12,288253","24,5"
11/11/2011 9.00,"0,965862","13,715911","24,5"
11/11/2011 10.00,"1,017249","12,420631","24,5"
11/11/2011 11.00,"1,115127","10,769741","24,5"
11/11/2011 12.00,"0,821492","6,577616","24,5"
11/11/2011 13.00,"0,890241","6,098702","24,5"
11/11/2011 14.00,"0,748395","6,188255","24,5"
11/11/2011 15.00,"0,76895","5,222637","24,5"
11/11/2011 16.00,"1,051547","5,77553","24,5"
11/11/2011 17.00,"0,859743","6,976064","24,5"
11/11/2011 18.00,"0,784973","7,588659","24,5"
11/11/2011 19.00,"0,813252","8,61138","24,5"
11/11/2011 20.00,"0,733192","21,787373","24,5"
11/11/2011 21.00,"0,921347","8,51404","24,5"
11/11/2011 22.00,"1,065322","7,893657","24,5"
11/11/2011 23.00,"0,974559","6,110383","24,5"
12/11/2011 0.00,"1,200965","5,431594","24,5"
12/11/2011 1.00,,"5,793702",23
12/11/2011 2.00,"0,384738",,23
12/11/2011 3.00,"0,364598","5,432892",23
12/11/2011 4.00,"0,274883","4,397191",23
12/11/2011 5.00,"0,539145","4,76449",23
12/11/2011 6.00,"0,420502","7,55621",23
12/11/2011 7.00,"0,54476","8,103914",23
12/11/2011 8.00,"0,457242","13,382358",23
12/11/2011 9.00,"0,654983","21,614739",23
12/11/2011 10.00,"0,400727","13,430379",23
12/11/2011 11.00,"0,323219","11,375839",23
12/11/2011 12.00,"0,483242","7,15517",23
12/11/2011 13.00,"0,660108","6,702212",23
12/11/2011 14.00,"0,612505","9,072126",23
12/11/2011 15.00,"0,532066","5,653531",23
12/11/2011 16.00,"0,593341","9,370635",23
12/11/2011 17.00,"0,608599","19,395384",23
12/11/2011 18.00,"0,636428","15,713336",23
12/11/2011 19.00,"0,613237","18,61537",23
12/11/2011 20.00,"0,446623","20,216934",23
12/11/2011 21.00,"0,649612","15,234416",23
12/11/2011 22.00,"0,669873","8,181787",23
12/11/2011 23.00,"0,919489","6,283",23
13/11/2011 0.00,"0,928644","8,542594",23
13/11/2011 1.00,"0,733468","10,774929","17,700001"
13/11/2011 2.00,"1,021411","5,918298","17,700001"
13/11/2011 3.00,"0,880552","6,33102","17,700001"
13/11/2011 4.00,"0,874693","5,496489","17,700001"
13/11/2011 5.00,"0,814516","5,043531","17,700001"
13/11/2011 6.00,"0,896053","4,581489","17,700001"
13/11/2011 7.00,"0,758979","5,009786","17,700001"
13/11/2011 8.00,"0,776068","6,347893","17,700001"
13/11/2011 9.00,"0,721872","6,565934","17,700001"
13/11/2011 10.00,"0,859191","4,815106","17,700001"
13/11/2011 11.00,"0,78803","3,952022","17,700001"
13/11/2011 12.00,"1,040208","6,95919","17,700001"
13/11/2011 13.00,"1,118572","4,813808","17,700001"
13/11/2011 14.00,"1,096723","3,967595","17,700001"
13/11/2011 15.00,"0,742867","3,444552","17,700001"
13/11/2011 16.00,"0,800724","3,478297","17,700001"
13/11/2011 17.00,"0,815981","4,528276","17,700001"
13/11/2011 18.00,"0,742989","4,533469","17,700001"
13/11/2011 19.00,"1,046067","26,309158","17,700001"
13/11/2011 20.00,"0,904964","20,733497","17,700001"
13/11/2011 21.00,"1,00066","22,433706","17,700001"
13/11/2011 22.00,"1,00481","17,323997","17,700001"
13/11/2011 23.00,"1,208897","19,168258","17,700001"
14/11/2011 0.00,"1,331447","21,653685","17,700001"
14/11/2011 1.00,,"14,995611","22,1"
14/11/2011 2.00,"0,990924","23,640732","22,1"
14/11/2011 3.00,"1,380795","22,211779","22,1"
14/11/2011 4.00,"1,203637","18,181887","22,1"
14/11/2011 5.00,"0,982342","9,448509","22,1"
14/11/2011 6.00,"0,599519","9,188934","22,1"
14/11/2011 7.00,"0,675839","11,571821","22,1"
14/11/2011 8.00,"0,831543","32,841333","22,1"
14/11/2011 9.00,"0,69239","18,463526","22,1"
14/11/2011 10.00,"0,495002","7,510787","22,1"
14/11/2011 11.00,"0,609021","5,952042","22,1"
14/11/2011 12.00,"0,700359","4,210298","22,1"
14/11/2011 13.00,"0,794456","4,394594","22,1"
14/11/2011 14.00,"0,618217","3,966297","22,1"
14/11/2011 15.00,"0,773307","4,157084","22,1"
14/11/2011 16.00,"0,669096","4,525679","22,1"
14/11/2011 17.00,"0,908168","5,047424","22,1"
14/11/2011 18.00,"0,831236","6,07534","22,1"
14/11/2011 19.00,"0,81162","17,076098","22,1"
14/11/2011 20.00,"1,000732","15,582254","22,1"
14/11/2011 21.00,"1,341869","16,726969","22,1"
14/11/2011 22.00,"1,203331","16,065058","22,1"
14/11/2011 23.00,"1,062646","11,859948","22,1"
