Stat,COSTA Morena Diga,,  ,
Parm,PM10,,,
Unit,ug/m3,,,
Field,Aver,,,
30/07/2014 21.00,,,,
30/07/2014 22.00,"35,7",,,
30/07/2014 23.00,,,,
31/07/2014 0.00,"37,1",,,
31/07/2014 1.00,,,,
31/07/2014 2.00,"24,0",,,
31/07/2014 3.00,,,,
31/07/2014 4.00,"25,8",,,
31/07/2014 5.00,,,,
31/07/2014 6.00,"25,0",,,
31/07/2014 7.00,,,,
31/07/2014 8.00,"20,2",,,
31/07/2014 9.00,,,,
31/07/2014 10.00,"13,8",,,
31/07/2014 11.00,,,,
31/07/2014 12.00,"9,5",,,
31/07/2014 13.00,,,,
31/07/2014 14.00,"8,2",,,
31/07/2014 15.00,,,,
31/07/2014 16.00,"10,3",,,
31/07/2014 17.00,,,,
31/07/2014 18.00,"9,6",,,
31/07/2014 19.00,,,,
31/07/2014 20.00,"7,2",,,
31/07/2014 21.00,,,,
31/07/2014 22.00,"24,9",,,
31/07/2014 23.00,,,,
01/08/2014 0.00,"25,2",,,
01/08/2014 1.00,,,,
01/08/2014 2.00,"27,7",,,
01/08/2014 3.00,,,,
01/08/2014 4.00,"24,6",,,
01/08/2014 5.00,,,,
01/08/2014 6.00,"18,7",,,
01/08/2014 7.00,,,,
01/08/2014 8.00,"12,8",,,
01/08/2014 9.00,,,,
01/08/2014 10.00,"14,6",,,
01/08/2014 11.00,,,,
01/08/2014 12.00,"15,6",,,
01/08/2014 13.00,,,,
01/08/2014 14.00,"15,0",,,
01/08/2014 15.00,,,,
01/08/2014 16.00,"13,8",,,
01/08/2014 17.00,,,,
01/08/2014 18.00,"9,1",,,
01/08/2014 19.00,,,,
01/08/2014 20.00,"10,1",,,
01/08/2014 21.00,,,,
01/08/2014 22.00,"9,1",,,
01/08/2014 23.00,,,,
02/08/2014 0.00,"8,5",,,
02/08/2014 1.00,,,,
02/08/2014 2.00,,,,
02/08/2014 3.00,,,,
02/08/2014 4.00,,,,
02/08/2014 5.00,,,,
02/08/2014 6.00,,,,
02/08/2014 7.00,,,,
02/08/2014 8.00,,,,
02/08/2014 9.00,,,,
02/08/2014 10.00,,,,
02/08/2014 11.00,,,,
02/08/2014 12.00,,,,
02/08/2014 13.00,,,,
02/08/2014 14.00,,,,
02/08/2014 15.00,,,,
02/08/2014 16.00,,,,
02/08/2014 17.00,,,,
02/08/2014 18.00,,,,
02/08/2014 19.00,,,,
02/08/2014 20.00,,,,
02/08/2014 21.00,,,,
02/08/2014 22.00,,,,
02/08/2014 23.00,,,,
03/08/2014 0.00,,,,
03/08/2014 1.00,,,,
03/08/2014 2.00,,,,
03/08/2014 3.00,,,,
03/08/2014 4.00,,,,
03/08/2014 5.00,,,,
03/08/2014 6.00,,,,
03/08/2014 7.00,,,,
03/08/2014 8.00,,,,
03/08/2014 9.00,,,,
03/08/2014 10.00,,,,
03/08/2014 11.00,,,,
03/08/2014 12.00,,,,
03/08/2014 13.00,,,,
03/08/2014 14.00,,,,
03/08/2014 15.00,,,,
03/08/2014 16.00,,,,
03/08/2014 17.00,,,,
03/08/2014 18.00,,,,
03/08/2014 19.00,,,,
03/08/2014 20.00,,,,
03/08/2014 21.00,,,,
03/08/2014 22.00,,,,
03/08/2014 23.00,,,,
04/08/2014 0.00,,,,
04/08/2014 1.00,,,,
04/08/2014 2.00,,,,
04/08/2014 3.00,,,,
04/08/2014 4.00,,,,
04/08/2014 5.00,,,,
04/08/2014 6.00,,,,
04/08/2014 7.00,,,,
04/08/2014 8.00,,,,
04/08/2014 9.00,,,,
04/08/2014 10.00,,,,
04/08/2014 11.00,,,,
04/08/2014 12.00,,,,
04/08/2014 13.00,,,,
04/08/2014 14.00,,,,
04/08/2014 15.00,,,,
04/08/2014 16.00,,,,
04/08/2014 17.00,,,,
04/08/2014 18.00,,,,
04/08/2014 19.00,,,,
04/08/2014 20.00,,,,
04/08/2014 21.00,,,,
04/08/2014 22.00,,,,
04/08/2014 23.00,,,,
05/08/2014 0.00,,,,
05/08/2014 1.00,,,,
05/08/2014 2.00,,,,
05/08/2014 3.00,,,,
05/08/2014 4.00,,,,
05/08/2014 5.00,,,,
05/08/2014 6.00,,,,
05/08/2014 7.00,,,,
05/08/2014 8.00,,,,
05/08/2014 9.00,,,,
05/08/2014 10.00,,,,
05/08/2014 11.00,,,,
05/08/2014 12.00,,,,
05/08/2014 13.00,,,,
05/08/2014 14.00,,,,
05/08/2014 15.00,,,,
05/08/2014 16.00,,,,
05/08/2014 17.00,,,,
05/08/2014 18.00,,,,
05/08/2014 19.00,,,,
05/08/2014 20.00,,,,
05/08/2014 21.00,,,,
05/08/2014 22.00,,,,
05/08/2014 23.00,,,,
06/08/2014 0.00,,,,
06/08/2014 1.00,,,,
06/08/2014 2.00,,,,
06/08/2014 3.00,,,,
06/08/2014 4.00,,,,
06/08/2014 5.00,,,,
06/08/2014 6.00,,,,
06/08/2014 7.00,,,,
06/08/2014 8.00,,,,
06/08/2014 9.00,,,,
06/08/2014 10.00,,,,
06/08/2014 11.00,,,,
06/08/2014 12.00,,,,
06/08/2014 13.00,,,,
06/08/2014 14.00,,,,
06/08/2014 15.00,,,,
06/08/2014 16.00,,,,
06/08/2014 17.00,,,,
06/08/2014 18.00,,,,
06/08/2014 19.00,,,,
06/08/2014 20.00,,,,
06/08/2014 21.00,,,,
06/08/2014 22.00,,,,
06/08/2014 23.00,,,,
07/08/2014 0.00,,,,
07/08/2014 1.00,,,,
07/08/2014 2.00,,,,
07/08/2014 3.00,,,,
07/08/2014 4.00,,,,
07/08/2014 5.00,,,,
07/08/2014 6.00,,,,
07/08/2014 7.00,,,,
07/08/2014 8.00,,,,
07/08/2014 9.00,,,,
07/08/2014 10.00,,,,
07/08/2014 11.00,,,,
07/08/2014 12.00,,,,
07/08/2014 13.00,,,,
07/08/2014 14.00,,,,
07/08/2014 15.00,,,,
07/08/2014 16.00,,,,
07/08/2014 17.00,,,,
07/08/2014 18.00,,,,
07/08/2014 19.00,,,,
07/08/2014 20.00,,,,
07/08/2014 21.00,,,,
07/08/2014 22.00,,,,
07/08/2014 23.00,,,,
08/08/2014 0.00,,,,
08/08/2014 1.00,,,,
08/08/2014 2.00,,,,
08/08/2014 3.00,,,,
08/08/2014 4.00,,,,
08/08/2014 5.00,,,,
08/08/2014 6.00,,,,
08/08/2014 7.00,,,,
08/08/2014 8.00,,,,
08/08/2014 9.00,,,,
08/08/2014 10.00,,,,
08/08/2014 11.00,,,,
08/08/2014 12.00,,,,
08/08/2014 13.00,,,,
08/08/2014 14.00,,,,
08/08/2014 15.00,,,,
08/08/2014 16.00,,,,
08/08/2014 17.00,,,,
08/08/2014 18.00,,,,
08/08/2014 19.00,,,,
08/08/2014 20.00,,,,
08/08/2014 21.00,,,,
08/08/2014 22.00,,,,
08/08/2014 23.00,,,,
09/08/2014 0.00,,,,
09/08/2014 1.00,,,,
09/08/2014 2.00,,,,
09/08/2014 3.00,,,,
09/08/2014 4.00,,,,
09/08/2014 5.00,,,,
09/08/2014 6.00,,,,
09/08/2014 7.00,,,,
09/08/2014 8.00,,,,
09/08/2014 9.00,,,,
09/08/2014 10.00,,,,
09/08/2014 11.00,,,,
09/08/2014 12.00,,,,
09/08/2014 13.00,,,,
09/08/2014 14.00,,,,
09/08/2014 15.00,,,,
09/08/2014 16.00,,,,
09/08/2014 17.00,,,,
09/08/2014 18.00,,,,
09/08/2014 19.00,,,,
09/08/2014 20.00,,,,
09/08/2014 21.00,,,,
09/08/2014 22.00,,,,
09/08/2014 23.00,,,,
10/08/2014 0.00,,,,
10/08/2014 1.00,,,,
10/08/2014 2.00,,,,
10/08/2014 3.00,,,,
10/08/2014 4.00,,,,
10/08/2014 5.00,,,,
10/08/2014 6.00,,,,
10/08/2014 7.00,,,,
10/08/2014 8.00,,,,
10/08/2014 9.00,,,,
10/08/2014 10.00,,,,
10/08/2014 11.00,,,,
10/08/2014 12.00,,,,
10/08/2014 13.00,,,,
10/08/2014 14.00,,,,
10/08/2014 15.00,,,,
10/08/2014 16.00,,,,
10/08/2014 17.00,,,,
10/08/2014 18.00,,,,
10/08/2014 19.00,,,,
10/08/2014 20.00,,,,
10/08/2014 21.00,,,,
10/08/2014 22.00,,,,
10/08/2014 23.00,,,,
11/08/2014 0.00,,,,
11/08/2014 1.00,,,,
11/08/2014 2.00,,,,
11/08/2014 3.00,,,,
11/08/2014 4.00,,,,
11/08/2014 5.00,,,,
11/08/2014 6.00,,,,
11/08/2014 7.00,,,,
11/08/2014 8.00,,,,
11/08/2014 9.00,,,,
11/08/2014 10.00,,,,
11/08/2014 11.00,,,,
11/08/2014 12.00,,,,
11/08/2014 13.00,,,,
11/08/2014 14.00,,,,
11/08/2014 15.00,,,,
11/08/2014 16.00,,,,
11/08/2014 17.00,,,,
11/08/2014 18.00,,,,
11/08/2014 19.00,,,,
11/08/2014 20.00,,,,
11/08/2014 21.00,,,,
11/08/2014 22.00,,,,
11/08/2014 23.00,,,,
12/08/2014 0.00,,,,
12/08/2014 1.00,,,,
12/08/2014 2.00,,,,
12/08/2014 3.00,,,,
12/08/2014 4.00,,,,
12/08/2014 5.00,,,,
12/08/2014 6.00,,,,
12/08/2014 7.00,,,,
12/08/2014 8.00,,,,
12/08/2014 9.00,,,,
12/08/2014 10.00,,,,
12/08/2014 11.00,,,,
12/08/2014 12.00,,,,
12/08/2014 13.00,,,,
12/08/2014 14.00,,,,
12/08/2014 15.00,,,,
12/08/2014 16.00,,,,
12/08/2014 17.00,,,,
12/08/2014 18.00,,,,
12/08/2014 19.00,,,,
12/08/2014 20.00,,,,
12/08/2014 21.00,,,,
12/08/2014 22.00,,,,
12/08/2014 23.00,,,,
13/08/2014 0.00,,,,
13/08/2014 1.00,,,,
13/08/2014 2.00,,,,
13/08/2014 3.00,,,,
13/08/2014 4.00,,,,
13/08/2014 5.00,,,,
13/08/2014 6.00,,,,
13/08/2014 7.00,,,,
13/08/2014 8.00,,,,
13/08/2014 9.00,,,,
13/08/2014 10.00,,,,
13/08/2014 11.00,,,,
13/08/2014 12.00,,,,
13/08/2014 13.00,,,,
13/08/2014 14.00,,,,
13/08/2014 15.00,,,,
13/08/2014 16.00,,,,
13/08/2014 17.00,,,,
13/08/2014 18.00,"19,5",,,
13/08/2014 19.00,,,,
13/08/2014 20.00,"18,4",,,
13/08/2014 21.00,,,,
13/08/2014 22.00,"14,8",,,
13/08/2014 23.00,,,,
14/08/2014 0.00,"34,2",,,
14/08/2014 1.00,,,,
14/08/2014 2.00,"48,6",,,
14/08/2014 3.00,,,,
14/08/2014 4.00,"33,0",,,
14/08/2014 5.00,,,,
14/08/2014 6.00,"41,0",,,
14/08/2014 7.00,,,,
14/08/2014 8.00,"27,0",,,
14/08/2014 9.00,,,,
14/08/2014 10.00,"28,2",,,
14/08/2014 11.00,,,,
14/08/2014 12.00,"28,4",,,
14/08/2014 13.00,,,,
14/08/2014 14.00,"23,3",,,
14/08/2014 15.00,,,,
14/08/2014 16.00,"17,3",,,
14/08/2014 17.00,,,,
14/08/2014 18.00,"19,8",,,
14/08/2014 19.00,,,,
14/08/2014 20.00,"31,3",,,
14/08/2014 21.00,,,,
14/08/2014 22.00,"32,4",,,
14/08/2014 23.00,,,,
15/08/2014 0.00,"58,2",,,
15/08/2014 1.00,,,,
15/08/2014 2.00,"70,7",,,
15/08/2014 3.00,,,,
15/08/2014 4.00,"36,9",,,
15/08/2014 5.00,,,,
15/08/2014 6.00,"20,2",,,
15/08/2014 7.00,,,,
15/08/2014 8.00,"12,7",,,
15/08/2014 9.00,,,,
15/08/2014 10.00,"13,2",,,
15/08/2014 11.00,,,,
15/08/2014 12.00,"15,0",,,
15/08/2014 13.00,,,,
15/08/2014 14.00,"9,8",,,
15/08/2014 15.00,,,,
15/08/2014 16.00,"8,8",,,
15/08/2014 17.00,,,,
15/08/2014 18.00,"10,4",,,
15/08/2014 19.00,,,,
15/08/2014 20.00,"9,5",,,
15/08/2014 21.00,,,,
15/08/2014 22.00,"32,8",,,
15/08/2014 23.00,,,,
16/08/2014 0.00,"46,5",,,
16/08/2014 1.00,,,,
16/08/2014 2.00,"48,4",,,
16/08/2014 3.00,,,,
16/08/2014 4.00,"30,3",,,
16/08/2014 5.00,,,,
16/08/2014 6.00,"28,0",,,
16/08/2014 7.00,,,,
16/08/2014 8.00,"18,5",,,
16/08/2014 9.00,,,,
16/08/2014 10.00,"22,5",,,
16/08/2014 11.00,,,,
16/08/2014 12.00,"26,2",,,
16/08/2014 13.00,,,,
16/08/2014 14.00,"39,2",,,
16/08/2014 15.00,,,,
16/08/2014 16.00,"41,3",,,
16/08/2014 17.00,,,,
16/08/2014 18.00,"22,4",,,
16/08/2014 19.00,,,,
16/08/2014 20.00,"14,8",,,
16/08/2014 21.00,,,,
16/08/2014 22.00,"24,2",,,
16/08/2014 23.00,,,,
17/08/2014 0.00,"31,2",,,
17/08/2014 1.00,,,,
17/08/2014 2.00,"28,0",,,
17/08/2014 3.00,,,,
17/08/2014 4.00,"23,1",,,
17/08/2014 5.00,,,,
17/08/2014 6.00,"37,2",,,
17/08/2014 7.00,,,,
17/08/2014 8.00,"36,8",,,
17/08/2014 9.00,,,,
17/08/2014 10.00,"26,3",,,
17/08/2014 11.00,,,,
17/08/2014 12.00,"27,4",,,
17/08/2014 13.00,,,,
17/08/2014 14.00,"20,5",,,
17/08/2014 15.00,,,,
17/08/2014 16.00,"17,9",,,
17/08/2014 17.00,,,,
17/08/2014 18.00,"11,9",,,
17/08/2014 19.00,,,,
17/08/2014 20.00,"15,8",,,
17/08/2014 21.00,,,,
17/08/2014 22.00,"16,6",,,
17/08/2014 23.00,,,,
18/08/2014 0.00,"23,5",,,
18/08/2014 1.00,,,,
18/08/2014 2.00,"36,2",,,
18/08/2014 3.00,,,,
18/08/2014 4.00,"20,7",,,
18/08/2014 5.00,,,,
18/08/2014 6.00,"15,4",,,
18/08/2014 7.00,,,,
18/08/2014 8.00,"21,6",,,
18/08/2014 9.00,,,,
18/08/2014 10.00,"13,1",,,
18/08/2014 11.00,,,,
18/08/2014 12.00,"12,0",,,
18/08/2014 13.00,,,,
18/08/2014 14.00,"16,3",,,
18/08/2014 15.00,,,,
18/08/2014 16.00,"15,6",,,
18/08/2014 17.00,,,,
18/08/2014 18.00,"14,0",,,
18/08/2014 19.00,,,,
18/08/2014 20.00,"30,4",,,
18/08/2014 21.00,,,,
18/08/2014 22.00,"21,8",,,
18/08/2014 23.00,,,,
19/08/2014 0.00,"18,5",,,
19/08/2014 1.00,,,,
19/08/2014 2.00,"16,5",,,
19/08/2014 3.00,,,,
19/08/2014 4.00,"13,5",,,
19/08/2014 5.00,,,,
19/08/2014 6.00,"10,1",,,
19/08/2014 7.00,,,,
19/08/2014 8.00,"12,9",,,
19/08/2014 9.00,,,,
19/08/2014 10.00,"13,3",,,
19/08/2014 11.00,,,,
19/08/2014 12.00,"33,4",,,
19/08/2014 13.00,,,,
19/08/2014 14.00,"18,4",,,
19/08/2014 15.00,,,,
19/08/2014 16.00,"15,4",,,
19/08/2014 17.00,,,,
19/08/2014 18.00,"12,8",,,
19/08/2014 19.00,,,,
19/08/2014 20.00,"11,8",,,
19/08/2014 21.00,,,,
19/08/2014 22.00,"11,3",,,
19/08/2014 23.00,,,,
20/08/2014 0.00,"16,8",,,
20/08/2014 1.00,,,,
20/08/2014 2.00,"38,0",,,
20/08/2014 3.00,,,,
20/08/2014 4.00,"26,2",,,
20/08/2014 5.00,,,,
20/08/2014 6.00,"37,4",,,
20/08/2014 7.00,,,,
20/08/2014 8.00,"44,8",,,
20/08/2014 9.00,,,,
20/08/2014 10.00,"34,8",,,
20/08/2014 11.00,,,,
20/08/2014 12.00,"36,5",,,
20/08/2014 13.00,,,,
20/08/2014 14.00,"23,7",,,
20/08/2014 15.00,,,,
20/08/2014 16.00,"19,9",,,
20/08/2014 17.00,,,,
20/08/2014 18.00,"16,5",,,
20/08/2014 19.00,,,,
20/08/2014 20.00,"26,8",,,
20/08/2014 21.00,,,,
20/08/2014 22.00,"42,5",,,
20/08/2014 23.00,,,,
21/08/2014 0.00,"56,6",,,
21/08/2014 1.00,,,,
21/08/2014 2.00,"64,0",,,
21/08/2014 3.00,,,,
21/08/2014 4.00,"59,1",,,
21/08/2014 5.00,,,,
21/08/2014 6.00,"53,3",,,
21/08/2014 7.00,,,,
21/08/2014 8.00,"33,4",,,
21/08/2014 9.00,,,,
21/08/2014 10.00,"26,7",,,
21/08/2014 11.00,,,,
21/08/2014 12.00,"15,2",,,
21/08/2014 13.00,,,,
21/08/2014 14.00,"15,3",,,
21/08/2014 15.00,,,,
21/08/2014 16.00,"13,1",,,
21/08/2014 17.00,,,,
21/08/2014 18.00,"15,3",,,
21/08/2014 19.00,,,,
21/08/2014 20.00,"37,1",,,
21/08/2014 21.00,,,,
21/08/2014 22.00,"26,6",,,
21/08/2014 23.00,,,,
22/08/2014 0.00,"58,8",,,
22/08/2014 1.00,,,,
22/08/2014 2.00,"49,3",,,
22/08/2014 3.00,,,,
22/08/2014 4.00,"45,0",,,
22/08/2014 5.00,,,,
22/08/2014 6.00,"45,5",,,
22/08/2014 7.00,,,,
22/08/2014 8.00,"35,7",,,
22/08/2014 9.00,,,,
22/08/2014 10.00,"46,1",,,
22/08/2014 11.00,,,,
22/08/2014 12.00,"42,4",,,
22/08/2014 13.00,,,,
22/08/2014 14.00,"30,0",,,
22/08/2014 15.00,,,,
22/08/2014 16.00,"21,3",,,
22/08/2014 17.00,,,,
22/08/2014 18.00,"16,7",,,
22/08/2014 19.00,,,,
22/08/2014 20.00,"24,0",,,
22/08/2014 21.00,,,,
22/08/2014 22.00,"39,8",,,
22/08/2014 23.00,,,,
23/08/2014 0.00,"48,2",,,
23/08/2014 1.00,,,,
23/08/2014 2.00,"61,8",,,
23/08/2014 3.00,,,,
23/08/2014 4.00,"46,1",,,
23/08/2014 5.00,,,,
23/08/2014 6.00,"70,7",,,
23/08/2014 7.00,,,,
23/08/2014 8.00,"45,7",,,
23/08/2014 9.00,,,,
23/08/2014 10.00,"45,3",,,
23/08/2014 11.00,,,,
23/08/2014 12.00,"30,6",,,
23/08/2014 13.00,,,,
23/08/2014 14.00,"24,4",,,
23/08/2014 15.00,,,,
23/08/2014 16.00,"13,3",,,
23/08/2014 17.00,,,,
23/08/2014 18.00,"10,9",,,
23/08/2014 19.00,,,,
23/08/2014 20.00,"27,6",,,
23/08/2014 21.00,,,,
23/08/2014 22.00,"29,0",,,
23/08/2014 23.00,,,,
24/08/2014 0.00,"53,0",,,
24/08/2014 1.00,,,,
24/08/2014 2.00,"43,9",,,
24/08/2014 3.00,,,,
24/08/2014 4.00,"49,3",,,
24/08/2014 5.00,,,,
24/08/2014 6.00,"33,1",,,
24/08/2014 7.00,,,,
24/08/2014 8.00,"30,7",,,
24/08/2014 9.00,,,,
24/08/2014 10.00,"20,2",,,
24/08/2014 11.00,,,,
24/08/2014 12.00,"11,7",,,
24/08/2014 13.00,,,,
24/08/2014 14.00,"6,5",,,
24/08/2014 15.00,,,,
24/08/2014 16.00,"4,2",,,
24/08/2014 17.00,,,,
24/08/2014 18.00,"6,8",,,
24/08/2014 19.00,,,,
24/08/2014 20.00,"11,0",,,
24/08/2014 21.00,,,,
24/08/2014 22.00,"11,6",,,
24/08/2014 23.00,,,,
25/08/2014 0.00,"16,0",,,
25/08/2014 1.00,,,,
25/08/2014 2.00,"27,8",,,
25/08/2014 3.00,,,,
25/08/2014 4.00,"23,4",,,
25/08/2014 5.00,,,,
25/08/2014 6.00,"24,9",,,
25/08/2014 7.00,,,,
25/08/2014 8.00,"25,2",,,
25/08/2014 9.00,,,,
25/08/2014 10.00,"16,8",,,
25/08/2014 11.00,,,,
25/08/2014 12.00,"18,6",,,
25/08/2014 13.00,,,,
25/08/2014 14.00,"12,0",,,
25/08/2014 15.00,,,,
25/08/2014 16.00,"13,8",,,
25/08/2014 17.00,,,,
25/08/2014 18.00,"16,1",,,
25/08/2014 19.00,,,,
25/08/2014 20.00,"15,1",,,
25/08/2014 21.00,,,,
25/08/2014 22.00,"9,1",,,
25/08/2014 23.00,,,,
26/08/2014 0.00,"8,5",,,
26/08/2014 1.00,,,,
26/08/2014 2.00,"9,2",,,
26/08/2014 3.00,,,,
26/08/2014 4.00,"7,1",,,
26/08/2014 5.00,,,,
26/08/2014 6.00,"9,2",,,
26/08/2014 7.00,,,,
26/08/2014 8.00,"17,0",,,
26/08/2014 9.00,,,,
26/08/2014 10.00,"28,1",,,
26/08/2014 11.00,,,,
26/08/2014 12.00,"18,5",,,
26/08/2014 13.00,,,,
26/08/2014 14.00,"14,6",,,
26/08/2014 15.00,,,,
26/08/2014 16.00,"11,2",,,
26/08/2014 17.00,,,,
26/08/2014 18.00,"12,0",,,
26/08/2014 19.00,,,,
26/08/2014 20.00,"9,6",,,
26/08/2014 21.00,,,,
26/08/2014 22.00,"17,8",,,
26/08/2014 23.00,,,,
27/08/2014 0.00,"11,3",,,
27/08/2014 1.00,,,,
27/08/2014 2.00,"7,6",,,
27/08/2014 3.00,,,,
27/08/2014 4.00,"11,4",,,
27/08/2014 5.00,,,,
27/08/2014 6.00,"15,5",,,
27/08/2014 7.00,,,,
27/08/2014 8.00,"14,8",,,
27/08/2014 9.00,,,,
27/08/2014 10.00,"13,9",,,
27/08/2014 11.00,,,,
27/08/2014 12.00,"15,4",,,
27/08/2014 13.00,,,,
27/08/2014 14.00,"35,3",,,
27/08/2014 15.00,,,,
27/08/2014 16.00,"27,8",,,
27/08/2014 17.00,,,,
27/08/2014 18.00,"22,9",,,
27/08/2014 19.00,,,,
27/08/2014 20.00,"19,4",,,
27/08/2014 21.00,,,,
27/08/2014 22.00,"13,0",,,
27/08/2014 23.00,,,,
28/08/2014 0.00,"26,9",,,
28/08/2014 1.00,,,,
28/08/2014 2.00,"46,8",,,
28/08/2014 3.00,,,,
28/08/2014 4.00,"55,2",,,
28/08/2014 5.00,,,,
28/08/2014 6.00,"38,7",,,
28/08/2014 7.00,,,,
28/08/2014 8.00,"37,6",,,
28/08/2014 9.00,,,,
28/08/2014 10.00,"26,2",,,
28/08/2014 11.00,,,,
28/08/2014 12.00,"20,7",,,
28/08/2014 13.00,,,,
28/08/2014 14.00,"18,0",,,
28/08/2014 15.00,,,,
28/08/2014 16.00,"12,1",,,
28/08/2014 17.00,,,,
28/08/2014 18.00,"8,1",,,
28/08/2014 19.00,,,,
28/08/2014 20.00,"14,0",,,
28/08/2014 21.00,,,,
28/08/2014 22.00,"13,3",,,
28/08/2014 23.00,,,,
29/08/2014 0.00,"17,1",,,
29/08/2014 1.00,,,,
29/08/2014 2.00,"26,0",,,
29/08/2014 3.00,,,,
29/08/2014 4.00,"34,0",,,
29/08/2014 5.00,,,,
29/08/2014 6.00,"31,6",,,
29/08/2014 7.00,,,,
29/08/2014 8.00,"30,4",,,
29/08/2014 9.00,,,,
29/08/2014 10.00,"27,7",,,
29/08/2014 11.00,,,,
29/08/2014 12.00,"15,5",,,
29/08/2014 13.00,,,,
29/08/2014 14.00,"9,6",,,
29/08/2014 15.00,,,,
29/08/2014 16.00,"7,1",,,
29/08/2014 17.00,,,,
29/08/2014 18.00,"14,9",,,
29/08/2014 19.00,,,,
29/08/2014 20.00,"22,9",,,
29/08/2014 21.00,,,,
29/08/2014 22.00,"22,4",,,
29/08/2014 23.00,,,,
30/08/2014 0.00,"30,0",,,
30/08/2014 1.00,,,,
30/08/2014 2.00,"25,5",,,
30/08/2014 3.00,,,,
30/08/2014 4.00,"41,5",,,
30/08/2014 5.00,,,,
30/08/2014 6.00,"22,9",,,
30/08/2014 7.00,,,,
30/08/2014 8.00,"22,5",,,
30/08/2014 9.00,,,,
30/08/2014 10.00,"31,3",,,
30/08/2014 11.00,,,,
30/08/2014 12.00,"28,7",,,
30/08/2014 13.00,,,,
30/08/2014 14.00,"20,3",,,
30/08/2014 15.00,,,,
30/08/2014 16.00,"14,8",,,
30/08/2014 17.00,,,,
30/08/2014 18.00,"22,9",,,
30/08/2014 19.00,,,,
30/08/2014 20.00,"105,8",,,
30/08/2014 21.00,,,,
30/08/2014 22.00,"72,4",,,
30/08/2014 23.00,,,,
31/08/2014 0.00,"55,7",,,
31/08/2014 1.00,,,,
31/08/2014 2.00,"41,6",,,
31/08/2014 3.00,,,,
31/08/2014 4.00,"33,9",,,
31/08/2014 5.00,,,,
31/08/2014 6.00,"21,3",,,
31/08/2014 7.00,,,,
31/08/2014 8.00,"19,3",,,
31/08/2014 9.00,,,,
31/08/2014 10.00,"17,3",,,
31/08/2014 11.00,,,,
31/08/2014 12.00,"29,1",,,
31/08/2014 13.00,,,,
31/08/2014 14.00,"19,2",,,
31/08/2014 15.00,,,,
31/08/2014 16.00,"12,8",,,
31/08/2014 17.00,,,,
31/08/2014 18.00,"16,6",,,
31/08/2014 19.00,,,,
31/08/2014 20.00,"25,5",,,
31/08/2014 21.00,,,,
31/08/2014 22.00,"18,6",,,
31/08/2014 23.00,,,,
01/09/2014 0.00,"28,6",,,
01/09/2014 1.00,,,,
01/09/2014 2.00,"26,3",,,
01/09/2014 3.00,,,,
01/09/2014 4.00,"34,0",,,
01/09/2014 5.00,,,,
01/09/2014 6.00,"22,1",,,
01/09/2014 7.00,,,,
01/09/2014 8.00,"34,6",,,
01/09/2014 9.00,,,,
01/09/2014 10.00,"22,2",,,
01/09/2014 11.00,,,,
01/09/2014 12.00,"13,6",,,
01/09/2014 13.00,,,,
01/09/2014 14.00,"19,0",,,
01/09/2014 15.00,,,,
01/09/2014 16.00,"36,0",,,
01/09/2014 17.00,,,,
01/09/2014 18.00,"42,7",,,
01/09/2014 19.00,,,,
01/09/2014 20.00,"63,4",,,
01/09/2014 21.00,,,,
01/09/2014 22.00,"68,2",,,
01/09/2014 23.00,,,,
02/09/2014 0.00,"54,6",,,
02/09/2014 1.00,,,,
02/09/2014 2.00,"40,1",,,
02/09/2014 3.00,,,,
02/09/2014 4.00,"28,8",,,
02/09/2014 5.00,,,,
02/09/2014 6.00,"21,9",,,
02/09/2014 7.00,,,,
02/09/2014 8.00,"15,2",,,
02/09/2014 9.00,,,,
02/09/2014 10.00,"15,9",,,
02/09/2014 11.00,,,,
02/09/2014 12.00,"16,7",,,
02/09/2014 13.00,,,,
02/09/2014 14.00,"17,7",,,
02/09/2014 15.00,,,,
02/09/2014 16.00,"11,6",,,
02/09/2014 17.00,,,,
02/09/2014 18.00,"15,3",,,
02/09/2014 19.00,,,,
02/09/2014 20.00,"13,5",,,
02/09/2014 21.00,,,,
02/09/2014 22.00,"15,3",,,
02/09/2014 23.00,,,,
03/09/2014 0.00,"11,7",,,
03/09/2014 1.00,,,,
03/09/2014 2.00,"11,5",,,
03/09/2014 3.00,,,,
03/09/2014 4.00,"13,0",,,
03/09/2014 5.00,,,,
03/09/2014 6.00,"11,9",,,
03/09/2014 7.00,,,,
03/09/2014 8.00,"12,6",,,
03/09/2014 9.00,,,,
03/09/2014 10.00,"22,1",,,
03/09/2014 11.00,,,,
03/09/2014 12.00,"27,8",,,
03/09/2014 13.00,,,,
03/09/2014 14.00,"16,3",,,
03/09/2014 15.00,,,,
03/09/2014 16.00,"14,6",,,
03/09/2014 17.00,,,,
03/09/2014 18.00,"22,1",,,
03/09/2014 19.00,,,,
03/09/2014 20.00,"18,6",,,
03/09/2014 21.00,,,,
03/09/2014 22.00,"37,6",,,
03/09/2014 23.00,,,,
04/09/2014 0.00,"21,1",,,
04/09/2014 1.00,,,,
04/09/2014 2.00,"22,7",,,
04/09/2014 3.00,,,,
04/09/2014 4.00,"18,9",,,
04/09/2014 5.00,,,,
04/09/2014 6.00,"11,9",,,
04/09/2014 7.00,,,,
04/09/2014 8.00,"12,1",,,
04/09/2014 9.00,,,,
