Stat,Lendinuso,,,,,  ,
,,,,
Parm,SO2,NO2,NOX,PM10,,,
06/07/2014 12.00,"1,9","4,6","6,2","9,8",,,
06/07/2014 13.00,"1,7","6,5","8,8",,,,
06/07/2014 14.00,"2,4","4,8","7,2","6,6",,,
06/07/2014 15.00,"2,1","3,6","5,8",,,,
06/07/2014 16.00,"2,1","3,9","6,0","9,8",,,
06/07/2014 17.00,"1,9","4,5","6,9",,,,
06/07/2014 18.00,"2,0","5,7","8,3","18,6",,,
06/07/2014 19.00,"2,3","9,7","13,2",,,,
06/07/2014 20.00,"2,4","4,3","8,3","25,9",,,
06/07/2014 21.00,"1,9","4,6","9,7",,,,
06/07/2014 22.00,"1,8","6,0","11,7","60,3",,,
06/07/2014 23.00,"1,9","6,0","18,8",,,,
07/07/2014 0.00,"1,7","11,0","26,1","51,5",,,
07/07/2014 1.00,"1,6",,,,,,
07/07/2014 2.00,,"9,8","25,0","26,1",,,
07/07/2014 3.00,"1,9","10,6","25,6",,,,
07/07/2014 4.00,"2,0","8,6","20,2","18,6",,,
07/07/2014 5.00,"2,2","10,7","23,5",,,,
07/07/2014 6.00,"2,1","11,4","28,1","10,3",,,
07/07/2014 7.00,"2,1","12,9","29,0",,,,
07/07/2014 8.00,"2,0","9,1","19,7","53,2",,,
07/07/2014 9.00,"2,0","7,0","13,7",,,,
07/07/2014 10.00,"1,8","5,4","9,0","26,9",,,
07/07/2014 11.00,"2,9","4,7","7,3",,,,
07/07/2014 12.00,"2,8","2,8","4,6","13,2",,,
07/07/2014 13.00,"2,5","3,9","6,0",,,,
07/07/2014 14.00,"3,0","2,9","4,6","6,1",,,
07/07/2014 15.00,"2,7","3,0","4,5",,,,
07/07/2014 16.00,"2,9","3,8","5,7","2,7",,,
07/07/2014 17.00,"2,3","3,1","5,3",,,,
07/07/2014 18.00,"2,1","6,1","8,7","1,0",,,
07/07/2014 19.00,"3,0","7,2","9,1",,,,
07/07/2014 20.00,"2,4","11,2","14,2","62,0",,,
07/07/2014 21.00,"2,1","13,2","19,7",,,,
07/07/2014 22.00,"2,1","11,2","22,5","34,4",,,
07/07/2014 23.00,"2,2","15,8","28,2",,,,
08/07/2014 0.00,"1,9","13,4","28,7","31,3",,,
08/07/2014 1.00,"1,9","14,0","27,4",,,,
08/07/2014 2.00,"2,1","10,8","25,3","33,9",,,
08/07/2014 3.00,"0,8","12,4","22,8",,,,
08/07/2014 4.00,"1,5","14,6","27,1","18,1",,,
08/07/2014 5.00,"2,5","15,9","26,6",,,,
08/07/2014 6.00,"2,4","10,6","17,7","8,5",,,
08/07/2014 7.00,"3,4","13,0","19,8",,,,
08/07/2014 8.00,"3,5","9,1","13,2","15,1",,,
08/07/2014 9.00,"4,1","6,4","9,1",,,,
08/07/2014 10.00,"5,0","3,5","4,7","12,7",,,
08/07/2014 11.00,"4,7","2,9","4,0",,,,
08/07/2014 12.00,"4,0","2,3","3,5","16,1",,,
08/07/2014 13.00,"4,2","2,4","3,7",,,,
08/07/2014 14.00,"5,5","2,1","3,2","30,0",,,
08/07/2014 15.00,"5,5","2,1","2,9",,,,
08/07/2014 16.00,"4,6","1,7","2,6","21,5",,,
08/07/2014 17.00,"4,4","1,7","2,8",,,,
08/07/2014 18.00,"3,9","2,0","2,9","23,2",,,
08/07/2014 19.00,"3,2","2,8","3,8",,,,
08/07/2014 20.00,"3,1","3,8","5,1","25,4",,,
08/07/2014 21.00,"2,4","4,9","6,4",,,,
08/07/2014 22.00,"2,8","4,4","6,3","30,3",,,
08/07/2014 23.00,"2,7","4,0","6,2",,,,
09/07/2014 0.00,"3,1","5,4","7,4","33,2",,,
09/07/2014 1.00,"3,6",,,,,,
09/07/2014 2.00,,"5,5","8,2","23,4",,,
09/07/2014 3.00,"2,8","6,7","11,8",,,,
09/07/2014 4.00,"3,5","9,1","16,6","13,4",,,
09/07/2014 5.00,"3,3","10,1","18,2",,,,
09/07/2014 6.00,"3,3","10,1","18,8","12,7",,,
09/07/2014 7.00,"4,5","9,1","15,6",,,,
09/07/2014 8.00,"4,3","4,1","6,7","20,0",,,
09/07/2014 9.00,"4,1","3,6","5,5",,,,
09/07/2014 10.00,"4,2","4,2","6,2","13,2",,,
09/07/2014 11.00,"4,4","4,1","5,9",,,,
09/07/2014 12.00,"3,9","3,6","5,3","7,3",,,
09/07/2014 13.00,"4,1","3,8","5,6",,,,
09/07/2014 14.00,"3,8","3,2","4,8","13,9",,,
09/07/2014 15.00,"3,8","2,3","3,5",,,,
09/07/2014 16.00,"3,9","2,8","4,2","13,7",,,
09/07/2014 17.00,"3,7","2,4","3,8",,,,
09/07/2014 18.00,"2,8","3,2","4,5","12,2",,,
09/07/2014 19.00,"3,1","4,9","6,3",,,,
09/07/2014 20.00,"3,2","5,0","7,2","9,0",,,
09/07/2014 21.00,"3,3","7,0","9,8",,,,
09/07/2014 22.00,"2,7","5,6","8,2","19,3",,,
09/07/2014 23.00,"2,2","5,5","9,1",,,,
10/07/2014 0.00,"2,0","5,7","10,2","24,7",,,
10/07/2014 1.00,"3,0","7,1","11,6",,,,
10/07/2014 2.00,"2,9","9,5","14,4","19,5",,,
10/07/2014 3.00,"3,4","10,0","15,6",,,,
10/07/2014 4.00,"3,2","8,4","13,2","20,0",,,
10/07/2014 5.00,"2,6","10,9","15,7",,,,
10/07/2014 6.00,"3,2","9,5","14,7","12,7",,,
10/07/2014 7.00,"3,5","7,3","11,6",,,,
10/07/2014 8.00,"3,5","2,8","5,0","16,8",,,
10/07/2014 9.00,"3,5","1,9","3,7",,,,
10/07/2014 10.00,"3,5","1,7","3,4","15,6",,,
10/07/2014 11.00,"3,3","1,6","2,9",,,,
10/07/2014 12.00,"3,6","1,4","2,5","8,5",,,
10/07/2014 13.00,"3,7","1,4","2,7",,,,
10/07/2014 14.00,"3,3","1,2","2,4","5,1",,,
10/07/2014 15.00,"3,1","1,1","2,1",,,,
10/07/2014 16.00,"2,9","1,2","2,5","10,7",,,
10/07/2014 17.00,"3,6","1,4","2,4",,,,
10/07/2014 18.00,"3,1","1,6","2,8","6,8",,,
10/07/2014 19.00,"2,3","5,3","6,7",,,,
10/07/2014 20.00,"3,6","11,6","14,4","5,6",,,
10/07/2014 21.00,"3,9","7,1","9,8",,,,
10/07/2014 22.00,"3,3","6,7","9,2","22,2",,,
10/07/2014 23.00,"3,4","5,7","8,0",,,,
11/07/2014 0.00,"3,2","7,3","10,5","13,7",,,
11/07/2014 1.00,"3,0",,,,,,
11/07/2014 2.00,,"6,9","12,0","21,0",,,
11/07/2014 3.00,"3,2","6,8","16,3",,,,
11/07/2014 4.00,"2,9","6,6","16,3","10,5",,,
11/07/2014 5.00,"3,4","10,6","22,4",,,,
11/07/2014 6.00,"3,6","10,7","22,9","10,5",,,
11/07/2014 7.00,"3,8","6,8","10,6",,,,
11/07/2014 8.00,"4,0","6,0","8,5","9,3",,,
11/07/2014 9.00,"4,5","6,9","9,5",,,,
11/07/2014 10.00,"4,4","6,0","8,5","5,9",,,
11/07/2014 11.00,"3,7","5,3","7,2",,,,
11/07/2014 12.00,"3,2","4,7","6,6","12,2",,,
11/07/2014 13.00,"3,5","3,9","5,5",,,,
11/07/2014 14.00,"3,3","4,2","5,8","15,9",,,
11/07/2014 15.00,"3,0","3,7","5,3",,,,
11/07/2014 16.00,"3,2","4,1","5,7","14,7",,,
11/07/2014 17.00,"3,4","4,3","6,0",,,,
11/07/2014 18.00,"3,4","4,3","5,8","8,3",,,
11/07/2014 19.00,"4,3","7,8","10,3",,,,
11/07/2014 20.00,"4,2","8,4","12,5","8,8",,,
11/07/2014 21.00,"3,0","9,6","16,9",,,,
11/07/2014 22.00,"2,9","7,4","14,8","4,6",,,
11/07/2014 23.00,"3,2","15,3","24,6",,,,
12/07/2014 0.00,"3,2","23,3","33,6","12,2",,,
12/07/2014 1.00,"2,8","19,9","30,1",,,,
12/07/2014 2.00,"2,9","18,6","28,4","22,2",,,
12/07/2014 3.00,"2,9","15,8","26,0",,,,
12/07/2014 4.00,"3,2","15,7","28,4","27,4",,,
12/07/2014 5.00,"3,5","15,8","42,0",,,,
12/07/2014 6.00,"3,0","20,1","36,4","22,0",,,
12/07/2014 7.00,"3,8","14,9","23,9",,,,
12/07/2014 8.00,"4,5","9,1","15,2","25,4",,,
12/07/2014 9.00,"4,9","10,9","15,1",,,,
12/07/2014 10.00,"3,8","8,4","11,3","23,4",,,
12/07/2014 11.00,"3,5","5,7","8,0",,,,
12/07/2014 12.00,"3,4","5,6","7,7","11,7",,,
12/07/2014 13.00,"3,8","5,0","7,0",,,,
12/07/2014 14.00,"3,8","3,9","5,7","15,1",,,
12/07/2014 15.00,"4,1","3,8","5,5",,,,
12/07/2014 16.00,"3,8","3,5","5,0","8,1",,,
12/07/2014 17.00,"4,8","4,5","6,0",,,,
12/07/2014 18.00,"4,1","4,2","5,8","4,9",,,
12/07/2014 19.00,"4,4","6,8","8,3",,,,
12/07/2014 20.00,"3,5","7,7","9,5","11,2",,,
12/07/2014 21.00,"2,9","11,2","15,6",,,,
12/07/2014 22.00,"2,9","13,2","22,3","15,4",,,
12/07/2014 23.00,"2,5","13,9","22,2",,,,
13/07/2014 0.00,"2,7","12,3","20,3","22,7",,,
13/07/2014 1.00,"2,7",,,,,,
13/07/2014 2.00,,"9,7","19,1","18,1",,,
13/07/2014 3.00,"2,3","10,7","22,6",,,,
13/07/2014 4.00,"2,6","9,7","27,6","20,0",,,
13/07/2014 5.00,"3,1","9,5","24,7",,,,
13/07/2014 6.00,"2,9","8,6","21,0","20,5",,,
13/07/2014 7.00,"2,9","6,0","14,8",,,,
13/07/2014 8.00,"3,3","3,6","8,0","32,0",,,
13/07/2014 9.00,"3,8","3,1","5,2",,,,
13/07/2014 10.00,"3,9","2,4","4,3","16,4",,,
13/07/2014 11.00,"3,7","2,3","3,8",,,,
13/07/2014 12.00,"4,6","2,4","3,9","9,3",,,
13/07/2014 13.00,"11,8","1,8","3,2",,,,
13/07/2014 14.00,"1,9","2,4","4,0","4,2",,,
13/07/2014 15.00,"4,0","4,3","5,7",,,,
13/07/2014 16.00,"2,9","3,9","5,3","1,7",,,
13/07/2014 17.00,"2,8","5,7","8,0",,,,
13/07/2014 18.00,"2,8","5,8","8,5","66,7",,,
13/07/2014 19.00,"3,0","10,8","15,2",,,,
13/07/2014 20.00,"3,0","16,4","26,7","33,9",,,
13/07/2014 21.00,"3,1","19,7","32,0",,,,
13/07/2014 22.00,"2,4","19,5","28,6","18,6",,,
13/07/2014 23.00,"3,2","20,0","33,0",,,,
14/07/2014 0.00,"2,8","20,4","41,6","9,5",,,
14/07/2014 1.00,"2,9","16,5","45,3",,,,
14/07/2014 2.00,"3,2","16,7","44,2","5,9",,,
14/07/2014 3.00,"2,9","17,4","49,2",,,,
14/07/2014 4.00,"3,0","15,8","35,2","5,6",,,
14/07/2014 5.00,"2,9","15,4","31,4",,,,
14/07/2014 6.00,"2,8","12,4","20,7","15,6",,,
14/07/2014 7.00,"2,9","11,9","20,3",,,,
14/07/2014 8.00,"2,8","6,3","10,0","35,2",,,
14/07/2014 9.00,"2,8","5,8","8,8",,,,
14/07/2014 10.00,"2,9","6,5","10,4","17,3",,,
14/07/2014 11.00,"3,7","5,9","9,2",,,,
14/07/2014 12.00,"3,6","5,4","8,3","8,1",,,
14/07/2014 13.00,"3,3","4,8","6,9",,,,
14/07/2014 14.00,"3,1","4,1","5,9","3,7",,,
14/07/2014 15.00,"3,5","4,0","5,8",,,,
14/07/2014 16.00,"3,4","3,2","5,0","1,5",,,
14/07/2014 17.00,"3,3","3,6","5,5",,,,
14/07/2014 18.00,"3,1","5,6","7,4",,,,
14/07/2014 19.00,"3,4","6,2","8,2",,,,
14/07/2014 20.00,"3,0","9,5","12,3","7,8",,,
14/07/2014 21.00,"2,9","7,7","11,0",,,,
14/07/2014 22.00,"2,5","5,5","8,5","10,3",,,
14/07/2014 23.00,"2,5","7,5","11,7",,,,
15/07/2014 0.00,"2,7","8,1","12,5","10,7",,,
15/07/2014 1.00,"3,1",,,,,,
15/07/2014 2.00,,"10,6","23,6","12,9",,,
15/07/2014 3.00,"2,9","8,7","15,1",,,,
15/07/2014 4.00,"2,9","7,5","11,2","16,1",,,
15/07/2014 5.00,"3,0","8,0","10,8",,,,
15/07/2014 6.00,"3,1","9,8","12,6","13,9",,,
15/07/2014 7.00,"3,2","12,4","15,5",,,,
15/07/2014 8.00,"2,8","11,6","15,1","7,3",,,
15/07/2014 9.00,"2,8","8,0","10,7",,,,
15/07/2014 10.00,"3,1","5,3","7,5","14,2",,,
15/07/2014 11.00,"3,0","5,0","7,5",,,,
15/07/2014 12.00,"2,9","3,3","5,1","7,3",,,
15/07/2014 13.00,"2,8","3,6","5,4",,,,
15/07/2014 14.00,"3,1","4,5","6,2","4,9",,,
15/07/2014 15.00,"3,2","4,0","5,8",,,,
15/07/2014 16.00,"2,9","3,9","5,8","3,9",,,
15/07/2014 17.00,"3,4","3,8","5,6",,,,
15/07/2014 18.00,"3,1","3,6","5,3","4,4",,,
15/07/2014 19.00,"3,3","6,1","7,7",,,,
15/07/2014 20.00,"3,7","6,7","8,2","13,4",,,
15/07/2014 21.00,"3,3","4,4","5,8",,,,
15/07/2014 22.00,"3,6","6,3","7,8","15,6",,,
15/07/2014 23.00,"2,4","4,4","6,0",,,,
16/07/2014 0.00,"3,1","7,8","9,4","23,4",,,
16/07/2014 1.00,"3,4","5,3","6,8",,,,
16/07/2014 2.00,"3,3","5,2","6,9","23,7",,,
16/07/2014 3.00,"3,6","4,8","6,5",,,,
16/07/2014 4.00,"3,3","4,6","6,1","35,4",,,
16/07/2014 5.00,"3,1","6,6","8,4",,,,
16/07/2014 6.00,"3,5","6,6","8,7","19,3",,,
16/07/2014 7.00,"4,0","9,3","12,7",,,,
16/07/2014 8.00,"3,7","7,6","10,2","21,0",,,
16/07/2014 9.00,"4,2","8,1","11,3",,,,
16/07/2014 10.00,"4,4","5,9","8,3","10,5",,,
16/07/2014 11.00,"4,0","5,4","7,5",,,,
16/07/2014 12.00,"3,8","4,2","5,9","4,9",,,
16/07/2014 13.00,"3,8","5,9","8,0",,,,
16/07/2014 14.00,"4,1","7,6","10,1","2,0",,,
16/07/2014 15.00,"4,3","4,5","6,4",,,,
16/07/2014 16.00,"4,4","4,7","6,6",,,,
16/07/2014 17.00,"5,4","5,5","7,4",,,,
16/07/2014 18.00,"5,4","5,2","6,9",,,,
16/07/2014 19.00,"7,9","8,1","9,9",,,,
16/07/2014 20.00,"5,6","6,5","7,9","13,9",,,
16/07/2014 21.00,"4,8","5,1","6,5",,,,
16/07/2014 22.00,"4,7","5,4","6,9","24,4",,,
16/07/2014 23.00,"4,9","5,6","7,0",,,,
17/07/2014 0.00,"4,6","6,1","7,6","32,5",,,
17/07/2014 1.00,"5,9",,,,,,
17/07/2014 2.00,,"5,1","6,9","19,3",,,
17/07/2014 3.00,"4,5","5,6","7,2",,,,
17/07/2014 4.00,"3,7","7,2","8,7","18,8",,,
17/07/2014 5.00,"2,3","6,4","8,0",,,,
17/07/2014 6.00,"4,9","8,1","10,0","11,0",,,
17/07/2014 7.00,"5,2","7,1","9,3",,,,
17/07/2014 8.00,"3,9","6,5","8,9","9,5",,,
17/07/2014 9.00,"4,0","7,0","9,3",,,,
17/07/2014 10.00,"4,3","6,3","8,5","18,1",,,
17/07/2014 11.00,"4,1","7,7","10,2",,,,
17/07/2014 12.00,"4,4","5,7","7,7","9,5",,,
17/07/2014 13.00,"5,0","5,2","7,0",,,,
17/07/2014 14.00,"5,3","4,2","5,8","10,0",,,
17/07/2014 15.00,"5,0","3,8","5,4",,,,
17/07/2014 16.00,"4,7","4,7","6,4","16,1",,,
17/07/2014 17.00,"4,8","7,0","8,8",,,,
17/07/2014 18.00,"4,4","4,9","6,6","21,0",,,
17/07/2014 19.00,"3,7","8,3","9,7",,,,
17/07/2014 20.00,"4,5","9,9","11,5","28,1",,,
17/07/2014 21.00,"5,2","9,7","11,4",,,,
17/07/2014 22.00,"4,1","8,8","10,4","29,5",,,
17/07/2014 23.00,"4,1","6,5","7,9",,,,
18/07/2014 0.00,"3,6","5,7","7,0","29,1",,,
18/07/2014 1.00,"3,8","5,6","7,1",,,,
18/07/2014 2.00,"3,5","4,6","6,1","18,8",,,
18/07/2014 3.00,"4,5","6,6","8,0",,,,
18/07/2014 4.00,"5,5","9,7","11,1","17,1",,,
18/07/2014 5.00,"5,1","7,9","9,6",,,,
18/07/2014 6.00,"5,5","11,5","13,6","18,8",,,
18/07/2014 7.00,"5,5","7,6","9,6",,,,
18/07/2014 8.00,"4,5","6,0","7,9","24,9",,,
18/07/2014 9.00,"4,0","6,3","8,6",,,,
18/07/2014 10.00,"4,7","6,0","8,1","16,1",,,
18/07/2014 11.00,"4,5","6,6","8,8",,,,
18/07/2014 12.00,"4,1","6,7","8,7","12,2",,,
18/07/2014 13.00,"5,0","4,2","5,9",,,,
18/07/2014 14.00,"4,7","4,1","5,5","9,5",,,
18/07/2014 15.00,"4,5","4,1","5,8",,,,
18/07/2014 16.00,"4,4","3,5","5,3","8,8",,,
18/07/2014 17.00,"4,3","5,3","7,2",,,,
18/07/2014 18.00,"4,6","12,9","15,3","12,0",,,
18/07/2014 19.00,"5,5","6,6","8,2",,,,
18/07/2014 20.00,"6,9","10,3","12,0","19,0",,,
18/07/2014 21.00,"7,1","8,6","10,3",,,,
18/07/2014 22.00,"5,5","8,2","9,8","29,5",,,
18/07/2014 23.00,"5,1","7,0","8,7",,,,
19/07/2014 0.00,"4,7","5,4","6,7","33,0",,,
19/07/2014 1.00,"4,7",,,,,,
19/07/2014 2.00,,"6,2","7,8","27,4",,,
19/07/2014 3.00,"5,3","5,7","7,2",,,,
19/07/2014 4.00,"5,2","6,2","7,9","19,0",,,
19/07/2014 5.00,"4,5","5,5","7,5",,,,
19/07/2014 6.00,"4,5","6,5","8,3","10,3",,,
19/07/2014 7.00,"4,7","6,6","8,7",,,,
19/07/2014 8.00,"4,4","5,3","7,3","19,3",,,
19/07/2014 9.00,"3,9","6,4","8,5",,,,
19/07/2014 10.00,"4,3","5,4","7,5","13,2",,,
19/07/2014 11.00,"4,6","4,9","6,8",,,,
19/07/2014 12.00,"4,3","5,1","6,9","23,4",,,
19/07/2014 13.00,"3,9","6,0","7,8",,,,
19/07/2014 14.00,"4,7","3,9","5,6","12,7",,,
19/07/2014 15.00,"4,8","5,1","6,8",,,,
19/07/2014 16.00,"4,6","7,8","9,7","6,8",,,
19/07/2014 17.00,"4,2","7,7","9,8",,,,
19/07/2014 18.00,"4,9","6,8","8,5","22,5",,,
19/07/2014 19.00,"5,2","7,6","9,3",,,,
19/07/2014 20.00,"4,4","10,5","12,1","23,9",,,
19/07/2014 21.00,"4,2","8,5","10,1",,,,
19/07/2014 22.00,"3,7","12,2","14,1","30,5",,,
19/07/2014 23.00,"4,1","6,1","7,7",,,,
20/07/2014 0.00,"4,3","5,8","7,1","31,0",,,
20/07/2014 1.00,"4,0","7,0","8,6",,,,
20/07/2014 2.00,"4,1","6,0","7,4","27,8",,,
20/07/2014 3.00,"4,4","6,8","8,3",,,,
20/07/2014 4.00,"4,1","5,3","6,7","14,4",,,
20/07/2014 5.00,"6,4","7,4","9,0",,,,
20/07/2014 6.00,"7,1","7,3","9,2","10,0",,,
20/07/2014 7.00,"4,9","6,4","8,3",,,,
20/07/2014 8.00,"4,9","10,6","13,2","10,7",,,
20/07/2014 9.00,"4,1","10,4","13,1",,,,
20/07/2014 10.00,"5,5","9,6","12,3","15,6",,,
20/07/2014 11.00,"5,3","5,3","7,1",,,,
20/07/2014 12.00,"4,8","4,5","6,4","12,2",,,
20/07/2014 13.00,"4,8","5,5","7,2",,,,
20/07/2014 14.00,"4,4","5,8","7,5","19,0",,,
20/07/2014 15.00,"5,1","5,2","7,0",,,,
20/07/2014 16.00,"4,3","3,7","5,1","29,1",,,
20/07/2014 17.00,"4,1","4,5","6,4",,,,
20/07/2014 18.00,"4,3","8,8","11,7","31,0",,,
20/07/2014 19.00,"5,0","11,6","15,1",,,,
20/07/2014 20.00,"4,8","21,7","26,4","25,4",,,
20/07/2014 21.00,"5,2","17,5","22,5",,,,
20/07/2014 22.00,"5,3","15,9","26,2","40,3",,,
20/07/2014 23.00,"4,8","16,3","32,3",,,,
21/07/2014 0.00,"4,2","23,4","42,7","31,0",,,
21/07/2014 1.00,"3,8",,,,,,
21/07/2014 2.00,,"13,4","27,3","26,4",,,
21/07/2014 3.00,"3,4","13,4","31,0",,,,
21/07/2014 4.00,"3,7","13,6","26,3","19,5",,,
21/07/2014 5.00,"3,6","15,5","28,7",,,,
21/07/2014 6.00,"3,6","24,0","42,9","23,0",,,
21/07/2014 7.00,"3,7","19,9","32,2",,,,
21/07/2014 8.00,"6,6","13,8","22,0","25,4",,,
21/07/2014 9.00,"7,3","7,8","11,5",,,,
21/07/2014 10.00,"7,0","5,2","7,2","13,7",,,
21/07/2014 11.00,"5,2","7,4","9,5",,,,
21/07/2014 12.00,"6,7","11,5","14,9","9,3",,,
21/07/2014 13.00,"7,1","5,9","8,0",,,,
21/07/2014 14.00,"4,2","3,1","4,8","31,0",,,
21/07/2014 15.00,"3,9","4,0","5,8",,,,
21/07/2014 16.00,"3,8","6,5","9,6","35,2",,,
21/07/2014 17.00,"4,1","3,2","4,7",,,,
21/07/2014 18.00,"3,9","3,3","4,7","51,5",,,
21/07/2014 19.00,"4,2","5,5","7,5",,,,
21/07/2014 20.00,"4,2","6,5","9,3","43,2",,,
21/07/2014 21.00,"4,4","6,2","10,2",,,,
21/07/2014 22.00,"4,3","8,9","13,0","31,0",,,
21/07/2014 23.00,"5,2","8,0","10,1",,,,
22/07/2014 0.00,"7,2","5,4","7,2","24,7",,,
22/07/2014 1.00,"4,7","5,4","7,5",,,,
22/07/2014 2.00,"4,1","6,7","9,9",,,,
22/07/2014 3.00,"4,2","8,2","14,7",,,,
22/07/2014 4.00,"3,8","5,3","11,3",,,,
22/07/2014 5.00,"3,8","6,0","9,5",,,,
22/07/2014 6.00,"4,1","8,0","13,0",,,,
22/07/2014 7.00,"4,1","10,5","17,0",,,,
22/07/2014 8.00,"4,0","6,7","13,0",,,,
22/07/2014 9.00,"4,5","7,6","10,6",,,,
22/07/2014 10.00,"4,8","8,3","11,1",,,,
22/07/2014 11.00,"4,8","9,0","11,4",,,,
22/07/2014 12.00,"4,6","4,9","6,8",,,,
22/07/2014 13.00,"4,9","3,9","5,7",,,,
22/07/2014 14.00,"4,5","4,6","6,7",,,,
22/07/2014 15.00,"5,0","3,6","5,1",,,,
22/07/2014 16.00,"5,2","3,8","5,6",,,,
22/07/2014 17.00,"5,4","4,4","6,2",,,,
22/07/2014 18.00,"5,3","5,0","6,8",,,,
22/07/2014 19.00,"4,8","4,6","6,5",,,,
22/07/2014 20.00,"4,6","6,6","8,4",,,,
22/07/2014 21.00,"4,5","5,1","7,2",,,,
22/07/2014 22.00,"4,3","5,0","7,5",,,,
22/07/2014 23.00,"4,7","7,0","10,1",,,,
23/07/2014 0.00,"4,6","5,9","10,1",,,,
23/07/2014 1.00,"4,3",,,,,,
23/07/2014 2.00,,"6,5","8,8",,,,
23/07/2014 3.00,"4,5","6,9","8,7",,,,
23/07/2014 4.00,"3,5","4,7","6,3",,,,
23/07/2014 5.00,"4,2","4,7","6,6",,,,
23/07/2014 6.00,"4,6","7,1","9,3",,,,
23/07/2014 7.00,"5,0","5,7","7,7",,,,
23/07/2014 8.00,"4,3","6,2","9,5",,,,
23/07/2014 9.00,"3,8","4,9","8,8",,,,
23/07/2014 10.00,"3,9","5,1","11,0",,,,
23/07/2014 11.00,"4,2","4,7","9,5",,,,
23/07/2014 12.00,"4,4","4,9","8,3",,,,
23/07/2014 13.00,"4,3","4,9","7,7",,,,
23/07/2014 14.00,"4,5","5,3","9,0",,,,
23/07/2014 15.00,"4,3","4,6","7,6",,,,
23/07/2014 16.00,"4,1","4,3","6,4",,,,
23/07/2014 17.00,"4,4","4,2","6,4",,,,
23/07/2014 18.00,"4,5","5,1","7,6",,,,
23/07/2014 19.00,"4,2","5,0","7,2",,,,
23/07/2014 20.00,"4,3","6,5","9,3",,,,
23/07/2014 21.00,"4,0","6,4","10,0",,,,
23/07/2014 22.00,"4,4","9,3","18,1",,,,
23/07/2014 23.00,"4,2","11,3","19,5",,,,
24/07/2014 0.00,"4,1","9,0","16,9",,,,
24/07/2014 1.00,"3,3","8,3","13,7",,,,
24/07/2014 2.00,"3,6","6,5","11,2",,,,
24/07/2014 3.00,"4,3","5,8","9,5",,,,
24/07/2014 4.00,"4,2","5,8","9,7",,,,
24/07/2014 5.00,"4,2","5,5","10,1",,,,
24/07/2014 6.00,"4,1","10,2","16,3",,,,
24/07/2014 7.00,"4,5","9,4","14,1",,,,
24/07/2014 8.00,"5,9","9,3","13,6",,,,
24/07/2014 9.00,"5,0","5,4","8,8",,,,
24/07/2014 10.00,"4,5","5,3","8,4",,,,
24/07/2014 11.00,"4,2","4,9","7,6",,,,
24/07/2014 12.00,"4,2","4,1","6,3",,,,
24/07/2014 13.00,"4,1","3,9","5,9",,,,
24/07/2014 14.00,"4,1","4,2","6,2",,,,
24/07/2014 15.00,"4,4","4,7","7,0",,,,
24/07/2014 16.00,"4,5","4,2","6,6",,,,
24/07/2014 17.00,"4,5","4,4","6,8",,,,
24/07/2014 18.00,"4,9","6,4","9,2",,,,
24/07/2014 19.00,"5,0","6,3","10,4",,,,
24/07/2014 20.00,"4,4","13,1","20,5",,,,
24/07/2014 21.00,"4,0","9,9","18,3",,,,
24/07/2014 22.00,"4,0","14,5","27,2",,,,
24/07/2014 23.00,"3,9","14,0","33,4",,,,
25/07/2014 0.00,"3,7","11,0","35,8",,,,
25/07/2014 1.00,"4,2",,,,,,
25/07/2014 2.00,,"14,5","29,6",,,,
25/07/2014 3.00,"3,7","15,7","30,9",,,,
25/07/2014 4.00,"4,2","11,5","26,5",,,,
25/07/2014 5.00,"4,2","19,0","39,0",,,,
25/07/2014 6.00,"4,2","11,9","22,4",,,,
25/07/2014 7.00,"4,3","12,8","21,4",,,,
25/07/2014 8.00,"4,7","10,5","17,2",,,,
25/07/2014 9.00,"4,6","5,0","7,9",,,,
25/07/2014 10.00,"4,4","6,3","9,2",,,,
25/07/2014 11.00,"3,6","5,3","7,6",,,,
25/07/2014 12.00,"4,3","4,3","6,7",,,,
25/07/2014 13.00,"5,1","4,2","6,3",,,,
25/07/2014 14.00,"4,5","4,3","6,3",,,,
25/07/2014 15.00,"4,8","4,6","6,4",,,,
25/07/2014 16.00,"5,0","4,3","6,0","4,6",,,
25/07/2014 17.00,"5,1","5,3","7,2",,,,
25/07/2014 18.00,"4,9","5,0","7,0","13,4",,,
25/07/2014 19.00,"3,9","5,1","7,5",,,,
25/07/2014 20.00,"3,8","5,3","8,6","19,0",,,
25/07/2014 21.00,"4,1","5,9","10,4",,,,
25/07/2014 22.00,"4,1","7,7","15,4","30,3",,,
25/07/2014 23.00,"4,3","12,2","21,6",,,,
26/07/2014 0.00,"4,0","10,7","19,5","37,9",,,
26/07/2014 1.00,"4,2","8,6","21,2",,,,
26/07/2014 2.00,"4,3","7,6","18,9","33,9",,,
26/07/2014 3.00,"4,2","7,2","18,7",,,,
26/07/2014 4.00,"4,1","7,4","19,8","17,6",,,
26/07/2014 5.00,"4,5","7,2","19,0",,,,
26/07/2014 6.00,"4,2","8,0","17,7","9,8",,,
26/07/2014 7.00,"4,3","14,3","25,5",,,,
26/07/2014 8.00,"5,1","12,4","20,6","58,1",,,
26/07/2014 9.00,"6,1","7,7","12,4",,,,
26/07/2014 10.00,"5,3","5,9","9,7","28,6",,,
26/07/2014 11.00,"5,0","6,3","9,1",,,,
