Stat,Lendinuso,,,,,  ,
,,,,
Parm,SO2,NO2,NOX,PM10,,,
02/01/2014 11.00,"6,9","12,5","19,1",,,,
02/01/2014 12.00,"4,4","8,9","12,3","13,2",,,
02/01/2014 13.00,"0,6","10,9","14,4",,,,
02/01/2014 14.00,"0,9","4,7","7,3","24,9",,,
02/01/2014 15.00,"1,0","5,4","9,5",,,,
02/01/2014 16.00,"1,2","8,0","14,6","16,4",,,
02/01/2014 17.00,"1,2","9,4","16,0",,,,
02/01/2014 18.00,"1,0","14,3","26,6","20,5",,,
02/01/2014 19.00,"1,3","24,7","34,7",,,,
02/01/2014 20.00,"1,4","32,7","47,4","19,3",,,
02/01/2014 21.00,"1,3","33,5","45,4",,,,
02/01/2014 22.00,"1,4","28,4","38,1","33,7",,,
02/01/2014 23.00,"1,1","25,1","30,9",,,,
03/01/2014 0.00,"1,1","22,7","32,4","56,4",,,
03/01/2014 1.00,"1,3","14,6","20,5",,,,
03/01/2014 2.00,"1,1","9,6","14,2","60,1",,,
03/01/2014 3.00,"0,8","7,5","10,7",,,,
03/01/2014 4.00,"1,2","7,7","12,0","53,5",,,
03/01/2014 5.00,"1,2","6,4","10,7",,,,
03/01/2014 6.00,"0,9","9,0","17,1","40,8",,,
03/01/2014 7.00,"0,9","9,3","16,3",,,,
03/01/2014 8.00,"0,8","12,9","18,2","22,2",,,
03/01/2014 9.00,"1,0","23,5","40,2",,,,
03/01/2014 10.00,"1,3","28,1","44,5","28,1",,,
03/01/2014 11.00,"1,0","20,4","28,9",,,,
03/01/2014 12.00,"1,1","13,2","19,4","36,4",,,
03/01/2014 13.00,"0,8","7,4","11,4",,,,
03/01/2014 14.00,"0,8","9,5","16,7","29,8",,,
03/01/2014 15.00,"0,9","9,2","16,7",,,,
03/01/2014 16.00,"1,1","6,1","9,8","16,1",,,
03/01/2014 17.00,"0,6","8,4","15,4",,,,
03/01/2014 18.00,"1,0","16,2","25,2","14,2",,,
03/01/2014 19.00,"1,2","25,7","40,6",,,,
03/01/2014 20.00,"1,1","25,5","43,7","18,3",,,
03/01/2014 21.00,"0,7","23,6","35,7",,,,
03/01/2014 22.00,"1,0","27,6","45,3","48,8",,,
03/01/2014 23.00,"1,1","31,5","45,1",,,,
04/01/2014 0.00,"1,3","36,7","47,9","52,5",,,
04/01/2014 1.00,"1,4",,,,,,
04/01/2014 2.00,,"23,6","43,1","78,6",,,
04/01/2014 3.00,"1,1","14,9","22,1",,,,
04/01/2014 4.00,"0,9","13,4","25,0","88,4",,,
04/01/2014 5.00,"1,0","12,7","24,0",,,,
04/01/2014 6.00,"0,8","13,0","25,2","66,7",,,
04/01/2014 7.00,"1,0","13,3","23,2",,,,
04/01/2014 8.00,"1,0","13,3","20,2","56,2",,,
04/01/2014 9.00,"0,7","14,4","25,3",,,,
04/01/2014 10.00,"0,8","12,2","19,3","42,7",,,
04/01/2014 11.00,"0,9","6,9","10,6",,,,
04/01/2014 12.00,"0,9","7,1","10,4","42,2",,,
04/01/2014 13.00,"0,9","5,3","7,5",,,,
04/01/2014 14.00,"0,8","3,9","5,9","21,7",,,
04/01/2014 15.00,"0,4","3,3","5,2",,,,
04/01/2014 16.00,"0,4","3,7","5,5","11,0",,,
04/01/2014 17.00,"0,9","5,8","8,4",,,,
04/01/2014 18.00,"1,2","10,6","15,2","10,0",,,
04/01/2014 19.00,"1,0","12,6","17,6",,,,
04/01/2014 20.00,"1,0","10,3","13,7","10,3",,,
04/01/2014 21.00,"0,5","9,8","12,7",,,,
04/01/2014 22.00,"0,6","9,3","11,7","13,9",,,
04/01/2014 23.00,"0,2","7,4","9,6",,,,
05/01/2014 0.00,"0,3","7,2","9,6","18,3",,,
05/01/2014 1.00,"0,3","5,8","7,8",,,,
05/01/2014 2.00,"0,1","5,3","7,0","10,5",,,
05/01/2014 3.00,"0,5","4,1","6,0",,,,
05/01/2014 4.00,"0,4","3,4","5,1","11,5",,,
05/01/2014 5.00,"0,5","3,4","5,2",,,,
05/01/2014 6.00,"0,3","3,5","5,2","18,1",,,
05/01/2014 7.00,"0,3","3,9","5,6",,,,
05/01/2014 8.00,"0,5","4,2","5,8","10,7",,,
05/01/2014 9.00,"0,3","3,9","5,5",,,,
05/01/2014 10.00,"0,2","3,2","4,7","15,6",,,
05/01/2014 11.00,"0,6","3,2","4,7",,,,
05/01/2014 12.00,"0,5","2,9","4,5","16,8",,,
05/01/2014 13.00,"0,2","3,2","4,6",,,,
05/01/2014 14.00,"0,2","3,1","4,7","9,8",,,
05/01/2014 15.00,"0,3","2,8","4,2",,,,
05/01/2014 16.00,"0,6","2,8","4,3","9,3",,,
05/01/2014 17.00,"0,3","3,6","5,1",,,,
05/01/2014 18.00,"0,6","3,5","4,7","15,9",,,
05/01/2014 19.00,"0,3","3,0","4,4",,,,
05/01/2014 20.00,"0,4","3,6","5,5","8,8",,,
05/01/2014 21.00,"0,4","4,9","7,2",,,,
05/01/2014 22.00,"0,4","6,6","9,3","11,7",,,
05/01/2014 23.00,"0,3","8,0","10,6",,,,
06/01/2014 0.00,"0,3","13,1","20,2","11,0",,,
06/01/2014 1.00,"0,2",,,,,,
06/01/2014 2.00,,"11,0","20,0","11,2",,,
06/01/2014 3.00,,"9,7","19,9",,,,
06/01/2014 4.00,,"8,0","17,1","14,9",,,
06/01/2014 5.00,,"8,6","15,7",,,,
06/01/2014 6.00,,"9,3","17,3","8,5",,,
06/01/2014 7.00,,"10,7","16,3",,,,
06/01/2014 8.00,,"12,4","22,5","10,5",,,
06/01/2014 9.00,,"10,1","20,0",,,,
06/01/2014 10.00,,"8,4","16,5","18,1",,,
06/01/2014 11.00,,"10,3","16,8",,,,
06/01/2014 12.00,,"9,0","14,3","16,6",,,
06/01/2014 13.00,,"9,2","12,7",,,,
06/01/2014 14.00,,"9,0","12,1","8,8",,,
06/01/2014 15.00,,"9,1","12,4",,,,
06/01/2014 16.00,,"8,3","11,5","6,3",,,
06/01/2014 17.00,,"13,2","19,0",,,,
06/01/2014 18.00,,"10,3","15,1","4,4",,,
06/01/2014 19.00,,"8,4","11,7",,,,
06/01/2014 20.00,,"9,1","12,6","8,5",,,
06/01/2014 21.00,,"15,1","17,2",,,,
06/01/2014 22.00,,"15,6","17,7","5,6",,,
06/01/2014 23.00,,"15,0","17,2",,,,
07/01/2014 0.00,,"16,2","18,1","10,3",,,
07/01/2014 1.00,,"13,7","15,7",,,,
07/01/2014 2.00,,"9,9","11,5","9,8",,,
07/01/2014 3.00,,"6,3","7,8",,,,
07/01/2014 4.00,,"5,4","6,8","8,3",,,
07/01/2014 5.00,,"6,5","8,1",,,,
07/01/2014 6.00,,"6,7","8,2","15,9",,,
07/01/2014 7.00,,"8,8","10,3",,,,
07/01/2014 8.00,,"12,3","14,3","9,8",,,
07/01/2014 9.00,,"15,3","20,2",,,,
07/01/2014 10.00,,"17,8","25,8","6,1",,,
07/01/2014 11.00,,"13,2","19,0",,,,
07/01/2014 12.00,"2,4","12,0","17,1","14,4",,,
07/01/2014 13.00,"1,7","10,1","14,0",,,,
07/01/2014 14.00,"1,4","8,0","10,7","14,9",,,
07/01/2014 15.00,"1,0","12,1","15,4",,,,
07/01/2014 16.00,"1,3","12,8","15,9","8,3",,,
07/01/2014 17.00,"1,4","14,1","16,8",,,,
07/01/2014 18.00,"1,2","15,5","18,3","8,8",,,
07/01/2014 19.00,"0,8","15,0","17,5",,,,
07/01/2014 20.00,"1,0","20,7","26,5","8,1",,,
07/01/2014 21.00,"1,3","24,7","31,4",,,,
07/01/2014 22.00,"1,2","19,5","26,6","14,7",,,
07/01/2014 23.00,"1,2","14,6","22,9",,,,
08/01/2014 0.00,"1,3","13,4","20,9","16,1",,,
08/01/2014 1.00,"1,1",,,,,,
08/01/2014 2.00,,"7,7","9,8","19,5",,,
08/01/2014 3.00,"1,0","6,2","8,1",,,,
08/01/2014 4.00,"0,9","4,6","6,2","20,0",,,
08/01/2014 5.00,"0,8","4,9","6,3",,,,
08/01/2014 6.00,"1,0","5,2","6,7","16,8",,,
08/01/2014 7.00,"0,9","6,0","7,5",,,,
08/01/2014 8.00,"0,6","7,9","9,6","9,5",,,
08/01/2014 9.00,"0,7","10,3","13,0",,,,
08/01/2014 10.00,"0,6","14,2","19,7","10,7",,,
08/01/2014 11.00,"1,0","11,8","16,3",,,,
08/01/2014 12.00,"1,0","10,6","14,9","11,7",,,
08/01/2014 13.00,"0,8","12,6","17,2",,,,
08/01/2014 14.00,"1,0","12,3","16,1","7,6",,,
08/01/2014 15.00,"1,0","7,0","9,3",,,,
08/01/2014 16.00,"0,9","5,2","6,9","4,4",,,
08/01/2014 17.00,"0,6","6,0","7,8",,,,
08/01/2014 18.00,"0,8","6,3","8,1","13,2",,,
08/01/2014 19.00,"0,9","8,5","10,2",,,,
08/01/2014 20.00,"0,8","5,0","6,5","7,6",,,
08/01/2014 21.00,"0,8","5,0","6,7",,,,
08/01/2014 22.00,"0,8","6,1","7,8","13,2",,,
08/01/2014 23.00,"0,9","5,0","6,9",,,,
09/01/2014 0.00,"0,6","7,8","9,5","8,8",,,
09/01/2014 1.00,"1,1","6,9","8,6",,,,
09/01/2014 2.00,"1,2","7,8","9,5","8,8",,,
09/01/2014 3.00,"1,0","9,0","10,8",,,,
09/01/2014 4.00,"1,0","8,2","9,9","15,9",,,
09/01/2014 5.00,"1,0","8,2","9,9",,,,
09/01/2014 6.00,"1,1","8,1","9,9","16,4",,,
09/01/2014 7.00,"1,3","8,2","9,9",,,,
09/01/2014 8.00,"1,0","12,5","14,5","12,2",,,
09/01/2014 9.00,"0,8","15,2","18,1",,,,
09/01/2014 10.00,"0,8","14,5","18,2","17,6",,,
09/01/2014 11.00,"0,9","9,2","12,4",,,,
09/01/2014 12.00,"1,2","7,1","10,0","11,2",,,
09/01/2014 13.00,"1,3","10,3","13,7",,,,
09/01/2014 14.00,"1,0","10,4","13,6","11,2",,,
09/01/2014 15.00,"0,9","9,8","12,4",,,,
09/01/2014 16.00,"0,6","11,2","13,4","11,5",,,
09/01/2014 17.00,"1,1","11,0","12,8",,,,
09/01/2014 18.00,"1,0","12,0","14,6","11,0",,,
09/01/2014 19.00,"0,9","18,7","24,8",,,,
09/01/2014 20.00,"1,1","21,0","34,0","29,8",,,
09/01/2014 21.00,"1,3","15,7","23,3",,,,
09/01/2014 22.00,"1,3","17,2","22,7","21,2",,,
09/01/2014 23.00,"1,2","19,9","26,0",,,,
10/01/2014 0.00,"1,4","21,8","27,2","31,7",,,
10/01/2014 1.00,"1,1",,,,,,
10/01/2014 2.00,,"16,4","27,7","47,6",,,
10/01/2014 3.00,"1,3","14,7","24,0",,,,
10/01/2014 4.00,"1,4","10,4","19,2","56,4",,,
10/01/2014 5.00,"1,6","13,0","17,5",,,,
10/01/2014 6.00,"1,6","12,8","16,6","54,2",,,
10/01/2014 7.00,"1,2","15,0","22,1",,,,
10/01/2014 8.00,"1,6","18,3","28,7","38,1",,,
10/01/2014 9.00,"1,5","17,2","30,3",,,,
10/01/2014 10.00,"1,7","22,7","31,7","37,1",,,
10/01/2014 11.00,"1,4","29,8","43,2",,,,
10/01/2014 12.00,"1,5","20,7","30,7","34,2",,,
10/01/2014 13.00,"1,6","12,2","17,3",,,,
10/01/2014 14.00,"1,4","6,3","9,0","17,6",,,
10/01/2014 15.00,"1,5","5,5","8,4",,,,
10/01/2014 16.00,"1,4","11,8","22,7","13,9",,,
10/01/2014 17.00,"1,6","15,7","32,7",,,,
10/01/2014 18.00,"1,6","17,1","38,4","20,3",,,
10/01/2014 19.00,"1,7","13,7","31,4",,,,
10/01/2014 20.00,"1,6","9,8","26,3","15,1",,,
10/01/2014 21.00,"1,5","11,0","31,6",,,,
10/01/2014 22.00,"1,4","18,9","49,3","13,9",,,
10/01/2014 23.00,"1,0","30,0","60,1",,,,
11/01/2014 0.00,"0,7","26,1","63,2","37,6",,,
11/01/2014 1.00,"1,7","19,1","44,8",,,,
11/01/2014 2.00,"1,6","13,8","33,1","80,1",,,
11/01/2014 3.00,"1,7","14,5","26,0",,,,
11/01/2014 4.00,"1,7","10,7","17,4","77,2",,,
11/01/2014 5.00,"1,8","10,1","17,8",,,,
11/01/2014 6.00,"1,3","11,0","18,7","78,6",,,
11/01/2014 7.00,"1,7","10,6","18,5",,,,
11/01/2014 8.00,"1,2","11,4","22,0","65,4",,,
11/01/2014 9.00,"1,2","12,1","24,6",,,,
11/01/2014 10.00,"1,3","18,2","36,1","43,5",,,
11/01/2014 11.00,"1,3","19,8","33,3",,,,
11/01/2014 12.00,"1,2","16,6","25,0","59,1",,,
11/01/2014 13.00,"1,3","14,8","22,6",,,,
11/01/2014 14.00,"1,4","16,3","25,5","35,2",,,
11/01/2014 15.00,"1,7","14,1","23,6",,,,
11/01/2014 16.00,"1,2","15,0","27,0","29,1",,,
11/01/2014 17.00,"1,6","18,4","35,7",,,,
11/01/2014 18.00,"1,4","12,8","31,9","17,3",,,
11/01/2014 19.00,"1,6","7,7","29,0",,,,
11/01/2014 20.00,"1,8","9,5","30,6","20,0",,,
11/01/2014 21.00,"1,6","17,5","29,6",,,,
11/01/2014 22.00,"1,8","26,9","41,0","12,7",,,
11/01/2014 23.00,"1,4","19,2","39,3",,,,
12/01/2014 0.00,"1,7","25,7","56,6","24,7",,,
12/01/2014 1.00,"1,8",,,,,,
12/01/2014 2.00,,"20,7","41,5","49,1",,,
12/01/2014 3.00,"1,7","18,8","40,5",,,,
12/01/2014 4.00,"1,9","16,3","38,7","78,1",,,
12/01/2014 5.00,"1,7","10,2","25,1",,,,
12/01/2014 6.00,"1,6","11,1","21,9","78,4",,,
12/01/2014 7.00,"1,8","10,5","22,2",,,,
12/01/2014 8.00,"2,0","9,5","19,9","66,4",,,
12/01/2014 9.00,"1,9","13,1","30,8",,,,
12/01/2014 10.00,"1,7","11,8","24,3","54,2",,,
12/01/2014 11.00,"1,7","11,4","22,5",,,,
12/01/2014 12.00,"1,8","11,1","23,2","106,2",,,
12/01/2014 13.00,"1,7","11,7","22,3",,,,
12/01/2014 14.00,"1,8","14,8","22,4","56,2",,,
12/01/2014 15.00,"1,5","13,2","21,5",,,,
12/01/2014 16.00,"1,8","15,9","28,1","40,0",,,
12/01/2014 17.00,"1,6","12,4","24,4",,,,
12/01/2014 18.00,"1,4","7,9","11,1","27,4",,,
12/01/2014 19.00,"1,6","12,2","14,8",,,,
12/01/2014 20.00,"1,3","16,1","19,6","29,5",,,
12/01/2014 21.00,"1,6","13,9","17,6",,,,
12/01/2014 22.00,"1,5","16,7","19,7","30,5",,,
12/01/2014 23.00,"1,5","14,5","16,6",,,,
13/01/2014 0.00,"1,7","13,9","16,8","30,0",,,
13/01/2014 1.00,"1,7","12,6","17,9",,,,
13/01/2014 2.00,"1,8","10,0","12,2","39,3",,,
13/01/2014 3.00,"1,5","7,4","9,1",,,,
13/01/2014 4.00,"1,7","7,4","9,2","46,4",,,
13/01/2014 5.00,"1,6","8,7","10,5",,,,
13/01/2014 6.00,"1,5","9,8","11,6","41,3",,,
13/01/2014 7.00,"1,3","12,5","18,1",,,,
13/01/2014 8.00,"1,6","19,2","25,1","48,6",,,
13/01/2014 9.00,"1,6","27,2","35,4",,,,
13/01/2014 10.00,"1,6","22,8","32,0","35,2",,,
13/01/2014 11.00,"1,4","14,5","21,3",,,,
13/01/2014 12.00,"1,2","8,8","13,2","39,1",,,
13/01/2014 13.00,"1,5","8,1","12,7",,,,
13/01/2014 14.00,"1,4","9,3","15,0","20,0",,,
13/01/2014 15.00,"1,4","9,8","16,1",,,,
13/01/2014 16.00,"1,4","11,9","22,1","26,4",,,
13/01/2014 17.00,"1,5","12,8","25,6",,,,
13/01/2014 18.00,"1,1","10,2","24,6","17,3",,,
13/01/2014 19.00,"1,4","8,3","29,2",,,,
13/01/2014 20.00,"1,7","5,2","23,4","25,9",,,
13/01/2014 21.00,"1,4","4,2","21,2",,,,
13/01/2014 22.00,"1,7","5,2","24,0","13,4",,,
13/01/2014 23.00,"1,9","5,6","24,7",,,,
14/01/2014 0.00,"1,9","5,9","24,3","9,8",,,
14/01/2014 1.00,"1,8",,,,,,
14/01/2014 2.00,,"13,8","29,9","19,8",,,
14/01/2014 3.00,"1,3","12,0","30,1",,,,
14/01/2014 4.00,"1,9","10,6","24,8","12,7",,,
14/01/2014 5.00,"2,1","8,1","21,1",,,,
14/01/2014 6.00,"1,8","7,1","17,3","26,6",,,
14/01/2014 7.00,"1,4","8,8","15,9",,,,
14/01/2014 8.00,"2,0","12,7","18,6","33,5",,,
14/01/2014 9.00,"2,1","16,1","27,8",,,,
14/01/2014 10.00,"1,9","16,5","25,3","39,1",,,
14/01/2014 11.00,"1,6","11,6","15,9",,,,
14/01/2014 12.00,"2,1","11,1","16,0","32,0",,,
14/01/2014 13.00,"1,9","8,0","11,7",,,,
14/01/2014 14.00,"2,0","5,0","7,4","17,1",,,
14/01/2014 15.00,"2,2","6,1","8,7",,,,
14/01/2014 16.00,"1,8","6,7","9,6","12,2",,,
14/01/2014 17.00,"2,1","10,0","16,3",,,,
14/01/2014 18.00,"2,3","10,9","18,4","11,2",,,
14/01/2014 19.00,"2,2","15,4","24,1",,,,
14/01/2014 20.00,"1,8","18,9","25,9","9,8",,,
14/01/2014 21.00,"1,7","17,0","21,9",,,,
14/01/2014 22.00,"1,9","13,3","18,7","21,2",,,
14/01/2014 23.00,"2,2","6,8","10,6",,,,
15/01/2014 0.00,"2,1","6,3","9,9","12,9",,,
15/01/2014 1.00,"1,8","4,9","8,6",,,,
15/01/2014 2.00,"2,1","5,5","10,2","14,4",,,
15/01/2014 3.00,"1,7","5,7","11,3",,,,
15/01/2014 4.00,"2,2","4,5","8,6","19,0",,,
15/01/2014 5.00,"2,2","4,6","8,5",,,,
15/01/2014 6.00,"1,6","4,4","8,7","11,5",,,
15/01/2014 7.00,"2,2","7,0","12,5",,,,
15/01/2014 8.00,"1,8","10,8","18,4","11,0",,,
15/01/2014 9.00,"2,0","15,4","22,7",,,,
15/01/2014 10.00,"2,2","18,5","25,6","11,7",,,
15/01/2014 11.00,"1,9","20,2","27,5",,,,
15/01/2014 12.00,"2,0","14,2","19,2","20,5",,,
15/01/2014 13.00,"2,3","5,6","8,4",,,,
15/01/2014 14.00,"2,1","2,7","4,4","16,1",,,
15/01/2014 15.00,"2,1","3,1","4,7",,,,
15/01/2014 16.00,"2,0","12,5","15,7","9,5",,,
15/01/2014 17.00,"1,8","13,8","16,6",,,,
15/01/2014 18.00,"1,9","13,5","15,7","5,4",,,
15/01/2014 19.00,"1,9","11,2","14,3",,,,
15/01/2014 20.00,"1,8","16,0","23,6","8,3",,,
15/01/2014 21.00,"1,9","14,2","16,7",,,,
15/01/2014 22.00,"1,6","11,1","13,1","17,1",,,
15/01/2014 23.00,"2,0","8,9","10,7",,,,
16/01/2014 0.00,"2,0","8,2","10,0","11,5",,,
16/01/2014 1.00,"2,0",,,,,,
16/01/2014 2.00,,"9,9","11,7","12,2",,,
16/01/2014 3.00,"1,7","7,9","9,6",,,,
16/01/2014 4.00,"1,6","7,7","9,3","20,3",,,
16/01/2014 5.00,"1,5","9,1","10,6",,,,
16/01/2014 6.00,"1,3","9,1","10,9","12,2",,,
16/01/2014 7.00,"0,3","9,8","11,4",,,,
16/01/2014 8.00,"1,7","14,5","17,0","21,0",,,
16/01/2014 9.00,"1,5","14,6","19,6",,,,
16/01/2014 10.00,"1,5","14,7","21,9","13,2",,,
16/01/2014 11.00,"1,6","13,2","19,4",,,,
16/01/2014 12.00,"1,6","11,7","16,9","9,0",,,
16/01/2014 13.00,"1,6","9,8","13,7",,,,
16/01/2014 14.00,"1,6","10,7","13,7","7,1",,,
16/01/2014 15.00,"1,2","7,2","9,7",,,,
16/01/2014 16.00,"1,3","8,1","10,6","11,0",,,
16/01/2014 17.00,"1,6","12,9","17,6",,,,
16/01/2014 18.00,"1,4","9,9","16,8","11,0",,,
16/01/2014 19.00,"1,6","9,1","18,0",,,,
16/01/2014 20.00,"1,6","27,1","35,7","12,2",,,
16/01/2014 21.00,"1,7","35,7","55,8",,,,
16/01/2014 22.00,"1,6","30,8","49,1","16,4",,,
16/01/2014 23.00,"1,8","27,8","42,6",,,,
17/01/2014 0.00,"1,9","29,0","62,9","31,7",,,
17/01/2014 1.00,"1,8","30,4","58,5",,,,
17/01/2014 2.00,"1,8","26,8","44,7","54,0",,,
17/01/2014 3.00,"1,7","19,0","33,3",,,,
17/01/2014 4.00,"1,9","10,2","17,0","75,5",,,
17/01/2014 5.00,"1,9","8,5","14,5",,,,
17/01/2014 6.00,"1,7","9,1","15,6","60,1",,,
17/01/2014 7.00,"1,7","9,4","12,9",,,,
17/01/2014 8.00,"1,6","11,5","16,7","33,2",,,
17/01/2014 9.00,"1,6","15,8","20,5",,,,
17/01/2014 10.00,"1,7","13,4","18,0","27,6",,,
17/01/2014 11.00,"1,6","8,7","12,1",,,,
17/01/2014 12.00,"1,7","4,8","7,0","14,2",,,
17/01/2014 13.00,"1,2","3,8","5,6",,,,
17/01/2014 14.00,"1,6","3,5","5,0","8,3",,,
17/01/2014 15.00,"1,7","3,1","4,6",,,,
17/01/2014 16.00,"1,7","3,4","4,9","4,4",,,
17/01/2014 17.00,"1,5","3,7","5,2",,,,
17/01/2014 18.00,"1,4","5,0","6,6","14,9",,,
17/01/2014 19.00,"1,4","5,6","7,0",,,,
17/01/2014 20.00,"1,7","4,7","6,2","11,7",,,
17/01/2014 21.00,"1,5","4,2","5,8",,,,
17/01/2014 22.00,"1,6","4,3","5,9","12,7",,,
17/01/2014 23.00,,,,,,,
18/01/2014 0.00,,,,,,,
18/01/2014 1.00,,,,,,,
18/01/2014 2.00,,,,,,,
18/01/2014 3.00,,,,,,,
18/01/2014 4.00,,,,,,,
18/01/2014 5.00,,,,,,,
18/01/2014 6.00,,,,,,,
18/01/2014 7.00,,,,,,,
18/01/2014 8.00,,,,,,,
18/01/2014 9.00,,,,,,,
18/01/2014 10.00,,,,,,,
18/01/2014 11.00,,,,,,,
18/01/2014 12.00,,,,,,,
18/01/2014 13.00,,,,,,,
18/01/2014 14.00,,,,,,,
18/01/2014 15.00,,,,,,,
18/01/2014 16.00,,,,,,,
18/01/2014 17.00,,,,,,,
18/01/2014 18.00,,,,,,,
18/01/2014 19.00,,,,,,,
18/01/2014 20.00,,,,,,,
18/01/2014 21.00,,,,,,,
18/01/2014 22.00,,,,,,,
18/01/2014 23.00,,,,,,,
19/01/2014 0.00,,,,,,,
19/01/2014 1.00,,,,,,,
19/01/2014 2.00,,,,,,,
19/01/2014 3.00,,,,,,,
19/01/2014 4.00,,,,,,,
19/01/2014 5.00,,,,,,,
19/01/2014 6.00,,,,,,,
19/01/2014 7.00,,,,,,,
19/01/2014 8.00,,,,,,,
19/01/2014 9.00,,,,,,,
19/01/2014 10.00,,,,,,,
19/01/2014 11.00,,,,,,,
19/01/2014 12.00,,,,,,,
19/01/2014 13.00,,,,,,,
19/01/2014 14.00,,,,,,,
19/01/2014 15.00,,,,,,,
19/01/2014 16.00,,,,,,,
19/01/2014 17.00,,,,,,,
19/01/2014 18.00,,,,,,,
19/01/2014 19.00,,,,,,,
19/01/2014 20.00,,,,,,,
19/01/2014 21.00,,,,,,,
19/01/2014 22.00,,,,,,,
19/01/2014 23.00,,,,,,,
20/01/2014 0.00,,,,,,,
20/01/2014 1.00,,,,,,,
20/01/2014 2.00,,,,,,,
20/01/2014 3.00,,,,,,,
20/01/2014 4.00,,,,,,,
20/01/2014 5.00,,,,,,,
20/01/2014 6.00,,,,,,,
20/01/2014 7.00,,,,,,,
20/01/2014 8.00,,,,,,,
20/01/2014 9.00,,,,,,,
20/01/2014 10.00,"2,3","6,6","8,9","71,1",,,
20/01/2014 11.00,"2,2","4,2","6,2",,,,
20/01/2014 12.00,"2,2","4,8","6,9","93,0",,,
20/01/2014 13.00,"2,3","3,4","5,1",,,,
20/01/2014 14.00,"2,7","2,7","4,1","125,3",,,
20/01/2014 15.00,"2,5","3,7","5,4",,,,
20/01/2014 16.00,"2,3","4,7","6,6","125,3",,,
20/01/2014 17.00,"2,5","4,5","6,1",,,,
20/01/2014 18.00,"2,7","4,4","5,9","93,3",,,
20/01/2014 19.00,"2,6","5,2","6,7",,,,
20/01/2014 20.00,"2,6","4,8","6,6","115,5",,,
20/01/2014 21.00,"2,5","4,9","6,6",,,,
20/01/2014 22.00,"2,4","4,7","6,4","166,1",,,
20/01/2014 23.00,"2,4","3,5","5,6",,,,
21/01/2014 0.00,"2,5","3,0","5,4","174,6",,,
21/01/2014 1.00,"2,7","2,5","4,4",,,,
21/01/2014 2.00,"2,6","2,8","5,0","98,2",,,
21/01/2014 3.00,"2,7","4,0","6,6",,,,
21/01/2014 4.00,"2,7","2,9","5,4","53,5",,,
21/01/2014 5.00,"2,5","3,3","6,2",,,,
21/01/2014 6.00,"2,7","3,2","5,4","33,2",,,
21/01/2014 7.00,"2,6","4,6","6,8",,,,
21/01/2014 8.00,"2,8","6,4","8,5","19,8",,,
21/01/2014 9.00,"2,8","3,3","4,8",,,,
21/01/2014 10.00,"2,5","4,0","5,8","17,1",,,
21/01/2014 11.00,"2,6","3,0","4,4",,,,
21/01/2014 12.00,"2,6","3,0","4,4","10,5",,,
21/01/2014 13.00,"2,7","3,8","5,6",,,,
21/01/2014 14.00,"2,9","1,7","3,0","6,8",,,
21/01/2014 15.00,"2,4","1,5","2,7",,,,
21/01/2014 16.00,"2,7","1,6","2,8","10,3",,,
21/01/2014 17.00,"2,7","1,9","3,1",,,,
