,Regione Puglia,,
19/01/2006 23.00,"1,27588752","5,29661666","1,52564905"
20/01/2006 0.00,"1,29062588","4,73982888","1,49724402"
20/01/2006 1.00,,"5,26806286","1,47551211"
20/01/2006 2.00,"0,58786261",,"1,4852387"
20/01/2006 3.00,"0,46284687","5,66002094",
20/01/2006 4.00,"0,3519959","4,95787145","1,33338211"
20/01/2006 5.00,"0,29489949","2,96823278","1,31677504"
20/01/2006 6.00,"0,4795633","2,93708438","1,30220904"
20/01/2006 7.00,"0,51149812","3,25246687","1,28723413"
20/01/2006 8.00,"0,71270241","5,2524877","1,31922387"
20/01/2006 9.00,"0,5019973","8,66718969","1,31881495"
20/01/2006 10.00,"0,80674949","7,12402022","1,21758577"
20/01/2006 11.00,"1,11748469","4,44131788","1,10048463"
20/01/2006 12.00,"1,1132621","4,16227678","1,02398141"
20/01/2006 13.00,"1,19991864","4,20900032","1,03369169"
20/01/2006 14.00,"1,22974318","4,41276407","1,01398455"
20/01/2006 15.00,"1,32555068","5,44327662","0,99550182"
20/01/2006 16.00,"1,21399493","4,66974452","0,99750096"
20/01/2006 17.00,"1,09153085","5,1356798","0,99823608"
20/01/2006 18.00,"0,89991686","17,26688195","1,13789977"
20/01/2006 19.00,"0,79918403","25,91589808","1,63347912"
20/01/2006 20.00,"0,83595773","55,45415664","1,92264144"
20/01/2006 21.00,"0,79073784","55,02846896","1,86176437"
20/01/2006 22.00,"0,81836261","128,2686232","2,15778155"
20/01/2006 23.00,"0,6915","108,62536616","2,12338609"
21/01/2006 0.00,"0,48053047","101,92315608","2,09702796"
21/01/2006 1.00,"0,4492984","78,6653204","2,15855744"
21/01/2006 2.00,"0,46293535","103,38453592","2,18891384"
21/01/2006 3.00,"0,42431376","95,07431472","2,47509726"
21/01/2006 4.00,"0,34196727","70,82097712","2,18650695"
21/01/2006 5.00,"0,26155613","63,84881176","2,19793094"
21/01/2006 6.00,"0,26525089","52,96614752","2,05292223"
21/01/2006 7.00,"0,19610099","46,7610192","1,84311854"
21/01/2006 8.00,"0,20903316","72,6366888","1,85662439"
21/01/2006 9.00,"0,38225979","89,90229736","1,79027997"
21/01/2006 10.00,"0,48149865","80,99759712","1,75543482"
21/01/2006 11.00,"0,62692457","37,8277728","1,40176528"
21/01/2006 12.00,"0,94883252","14,33499056","1,10264804"
21/01/2006 13.00,"1,18135635","11,78986426","1,02247157"
21/01/2006 14.00,"1,25622484","10,11950856","0,999337"
21/01/2006 15.00,"1,12953715","10,56337362","0,9732643"
21/01/2006 16.00,"0,94575305","8,32584989","0,98534186"
21/01/2006 17.00,"1,00971218","12,19220069","1,0249204"
21/01/2006 18.00,"0,81862601","25,64204232","1,14047093"
21/01/2006 19.00,"0,84070915","41,22818832","1,33334134"
21/01/2006 20.00,"0,66413863","61,53209872","1,56399386"
21/01/2006 21.00,"0,63493039","51,21012848","1,54669361"
21/01/2006 22.00,"0,65129392","54,94929304","1,73099545"
21/01/2006 23.00,"0,56472485","46,8466768","1,60895704"
22/01/2006 0.00,"0,48009112","41,9082676","1,51633721"
22/01/2006 1.00,,"29,1969092","1,36214713"
22/01/2006 2.00,"0,3186383",,"1,33746194"
22/01/2006 3.00,"0,31514898","38,06398128",
22/01/2006 4.00,"0,26398167","27,63817032","1,7034397"
22/01/2006 5.00,"0,27909938","14,8476513","1,61498009"
22/01/2006 6.00,"0,24828224","15,17861276","1,74330717"
22/01/2006 7.00,"0,21920927","12,0494393","1,74326639"
22/01/2006 8.00,"0,19595048","12,06111588","1,69769159"
22/01/2006 9.00,"0,22095342","12,68020618","1,70352125"
22/01/2006 10.00,"0,35585135","15,91191065","1,69467424"
22/01/2006 11.00,"0,34771128","18,39344382","1,75166371"
22/01/2006 12.00,"0,80589826","9,15129662","1,40214857"
22/01/2006 13.00,"0,92393433","4,54514904","1,29652734"
22/01/2006 14.00,"0,84718236","5,34982954","1,26921508"
22/01/2006 15.00,"0,90009483","5,92219056","1,28698832"
22/01/2006 16.00,"0,92800436","3,93774488","1,29730206"
22/01/2006 17.00,"0,82276114","4,78265768","1,27708232"
22/01/2006 18.00,"1,05650638","5,61199915","1,32522478"
22/01/2006 19.00,"0,7651969","6,6399133","1,36554194"
22/01/2006 20.00,"0,61169194","6,3582757","1,42391659"
22/01/2006 21.00,"0,52563645","6,64380804","1,389266"
22/01/2006 22.00,"0,48377165","4,87999951","1,40202624"
22/01/2006 23.00,"0,49191171","4,6152334","1,37671079"
23/01/2006 0.00,"0,71635446","4,76189336","1,38298898"
23/01/2006 1.00,"0,73728635","4,19212692","1,40545018"
23/01/2006 2.00,"0,96231083","4,1947215","1,37467321"
23/01/2006 3.00,"0,96521741","3,80925466","1,35796012"
23/01/2006 4.00,"1,25594618","4,05714737","1,37230826"
23/01/2006 5.00,"1,6466847","3,93255189","1,40875179"
23/01/2006 6.00,"1,27571565","3,97278802","1,40072144"
23/01/2006 7.00,"0,74426399","3,98187193","1,38372176"
23/01/2006 8.00,"0,90881663","5,16812644","1,44250533"
23/01/2006 9.00,"0,90067554","4,98642334","1,46810504"
23/01/2006 10.00,"0,94951798","5,15904253","1,47466865"
23/01/2006 11.00,"1,00184975","5,23691446","1,45029103"
23/01/2006 12.00,"1,84205345","5,21355174","1,43304786"
23/01/2006 13.00,"2,39850806","5,0331488","1,4358194"
23/01/2006 14.00,"1,94148249","5,7781271","1,43798047"
23/01/2006 15.00,"1,76937152","5,493893","1,41425525"
23/01/2006 16.00,"2,15952933","5,53023247","1,47140665"
23/01/2006 17.00,"2,40548569","6,62953114","1,52917085"
23/01/2006 18.00,"3,00903756","5,68468001","1,56757041"
23/01/2006 19.00,"2,53282426","5,77682885","1,48608332"
23/01/2006 20.00,"1,55190742","6,55685028","1,42978586"
23/01/2006 21.00,"1,2983917","6,15840286","1,41421447"
23/01/2006 22.00,"1,30595106","6,46729602","1,40545018"
23/01/2006 23.00,"1,68157187","5,06299894","1,41348052"
24/01/2006 0.00,"1,81239977","4,19212692","1,47658508"
24/01/2006 1.00,,"4,57759568","1,49933054"
24/01/2006 2.00,"2,98419225",,"1,46818659"
24/01/2006 3.00,"3,25151172","5,37708318",
24/01/2006 4.00,"2,95623696","4,02340248","1,26144336"
24/01/2006 5.00,"3,27247819","4,38291393","1,30170693"
24/01/2006 6.00,"3,56251032","4,33229755","1,30828102"
24/01/2006 7.00,"3,66035284","4,63080855","1,31910271"
24/01/2006 8.00,"3,66734166","4,66974452","1,33094493"
24/01/2006 9.00,"3,5555215","5,092851","1,38349808"
24/01/2006 10.00,"3,98008747","5,59253117","1,33249555"
24/01/2006 11.00,"4,18450854","5,73400005","1,35699783"
24/01/2006 12.00,"4,62479835","5,02665947","1,29068137"
24/01/2006 13.00,"4,63353438","5,36280819","1,34486901"
24/01/2006 14.00,"4,66847748","5,30829707","1,28549479"
24/01/2006 15.00,"4,3295246","5,76774302","1,30121646"
24/01/2006 16.00,"4,29458048","5,47831785","1,28051208"
24/01/2006 17.00,"4,16528927","5,42380864","1,33102648"
24/01/2006 18.00,"4,03599704","6,3102539","1,31150691"
24/01/2006 19.00,"3,64462799","6,15840286","1,29194772"
24/01/2006 20.00,"3,22355642","5,32517047","1,33339493"
24/01/2006 21.00,"3,03486021","5,0136789","1,36226479"
24/01/2006 22.00,"2,95448975","5,66002094","1,32449316"
24/01/2006 23.00,"2,59282319","7,69508491","1,28079867"
25/01/2006 0.00,"2,7500697","6,09999891","1,30509591"
25/01/2006 1.00,"3,18511891",,"1,32690238"
25/01/2006 2.00,"3,96610982",,"1,32089797"
25/01/2006 3.00,"4,41338947",,"1,30162421"
25/01/2006 4.00,"3,67258328",,"1,24698804"
25/01/2006 5.00,"3,66384725",,"1,25188803"
25/01/2006 6.00,"2,98943387",,"1,24735502"
25/01/2006 7.00,"2,54564863",,"1,26372909"
25/01/2006 8.00,"2,51594715",,"1,31187388"
25/01/2006 9.00,"2,23639724",,"1,27545016"
25/01/2006 10.00,"2,11234765",,"1,292804"
25/01/2006 11.00,"2,08788676",,"1,29092602"
25/01/2006 12.00,"1,86774186",,"1,2926409"
25/01/2006 13.00,"2,02324116",,"1,24514967"
25/01/2006 14.00,"2,07740353",,"1,20092627"
25/01/2006 15.00,"2,07216191",,"1,2192191"
25/01/2006 16.00,"2,72910323",,"1,17903825"
25/01/2006 17.00,"2,70289514","4,12723364","1,18369243"
25/01/2006 18.00,"1,8850095","5,39785133","1,20562122"
25/01/2006 19.00,"1,3078559","10,3284653","1,33498632"
25/01/2006 20.00,"1,16703293","11,14611872","1,39603581"
25/01/2006 21.00,"1,34320784","9,39140175","1,3954638"
25/01/2006 22.00,"1,10352331","7,43940271","1,30346258"
25/01/2006 23.00,"1,03194685","5,24599838","1,24274045"
26/01/2006 0.00,"1,04187684","6,15840286","1,19189985"
26/01/2006 1.00,,"6,25833928","1,22113786"
26/01/2006 2.00,"1,03190312",,"1,2352262"
26/01/2006 3.00,"0,69694095","37,98220504",
26/01/2006 4.00,"0,68564004","18,62706154","1,47929487"
26/01/2006 5.00,"0,59187875","19,39668552","1,48977288"
26/01/2006 6.00,"0,76297984","13,11239658","1,38349808"
26/01/2006 7.00,"0,45538616","10,26357011","1,32697112"
26/01/2006 8.00,"0,50677008","41,83301128","1,59145641"
26/01/2006 9.00,"0,73649309","258,3777376","2,01094611"
26/01/2006 10.00,"1,0472649","173,8655212","1,90451055"
26/01/2006 11.00,"1,80759546","40,01858064","1,48615788"
26/01/2006 12.00,"2,20665406","7,5302533","1,15377406"
26/01/2006 13.00,"4,13025769","6,99942474","1,15107709"
26/01/2006 14.00,,,
26/01/2006 15.00,,"4,41795706",
26/01/2006 16.00,"2,69272921","5,61719023","1,20708679"
26/01/2006 17.00,"2,52701516","7,01759448","1,22072778"
26/01/2006 18.00,"1,54360463","21,24744416","1,34935193"
26/01/2006 19.00,"0,85962434","37,12691008","1,61284348"
26/01/2006 20.00,"0,65033794","58,1407652","1,82047211"
26/01/2006 21.00,"0,71653447","108,241188","2,1919743"
26/01/2006 22.00,"0,83814631","147,55504368","2,70734933"
26/01/2006 23.00,"1,53546558","132,42575096","3,30943065"
27/01/2006 0.00,"0,75499538","146,33117248","3,0159753"
27/01/2006 1.00,"0,38249268","109,48194216","2,58623593"
27/01/2006 2.00,"0,37993696","105,19502784","2,37167205"
27/01/2006 3.00,"0,36392328","96,49936656","2,26557783"
27/01/2006 4.00,"0,26267381","84,97427032","2,09875333"
27/01/2006 5.00,"0,18895453","48,71561856","1,84254187"
27/01/2006 6.00,"0,19500772","8,67887201","1,46421977"
27/01/2006 7.00,"0,30325008","10,01178648","1,44850974"
27/01/2006 8.00,"0,44193227","24,72055392","1,58016057"
27/01/2006 9.00,"0,37887827","30,12619856","1,51586771"
27/01/2006 10.00,"0,4779839","31,86275344","1,57763135"
27/01/2006 11.00,"0,40726172","20,10012944","1,44111549"
27/01/2006 12.00,"0,66129713","15,40833382","1,30570987"
27/01/2006 13.00,"0,82809734","12,16235628","1,24302588"
27/01/2006 14.00,"0,87099541","14,38301235","1,21505656"
27/01/2006 15.00,"0,75346784","16,92813865","1,26034593"
27/01/2006 16.00,"1,05721727","13,48358843","1,22076622"
27/01/2006 17.00,"0,86940889","11,89499176","1,22463519"
27/01/2006 18.00,"0,86699962","18,61926823","1,29701198"
27/01/2006 19.00,"0,85548108","30,7556672","1,45360545"
27/01/2006 20.00,"0,58810669","29,6628636","1,5085119"
27/01/2006 21.00,"0,65115968","27,25271112","1,40628665"
27/01/2006 22.00,"0,60676457","29,50581192","1,50697876"
27/01/2006 23.00,"0,49669975","23,43177032","1,62337974"
28/01/2006 0.00,"0,56175114","14,33629263","1,48230406"
28/01/2006 1.00,,"11,50303941","1,43153686"
28/01/2006 2.00,"1,20842584",,"1,31321946"
28/01/2006 3.00,"0,922419","7,26289261",
28/01/2006 4.00,"1,12763841","6,28559484","1,2959495"
28/01/2006 5.00,"1,25696929","5,53672371","1,29483692"
28/01/2006 6.00,"1,29126151","5,00719149","1,27888458"
28/01/2006 7.00,"1,20557519","6,16359586","1,2394237"
28/01/2006 8.00,"1,2576822","9,8677211","1,27677476"
28/01/2006 9.00,"1,41747528","13,53160831","1,2759313"
28/01/2006 10.00,"1,44401898","18,18707784","1,36505264"
28/01/2006 11.00,"1,5833256","16,40120674","1,35933831"
28/01/2006 12.00,"1,49478863","16,52580222","1,36006644"
28/01/2006 13.00,"1,59677543","16,07544401","1,34925291"
28/01/2006 14.00,"1,48365554","15,80289032","1,37456253"
28/01/2006 15.00,"1,55393227","13,65360921","1,34810189"
28/01/2006 16.00,"1,54217473","10,32716514","1,30120365"
28/01/2006 17.00,"1,67043674","10,19477635","1,32973333"
28/01/2006 18.00,"1,54110587","13,65491128","1,34756482"
28/01/2006 19.00,"1,59077716","17,25201042","1,36056156"
28/01/2006 20.00,"1,66152985","18,32983923","1,34637652"
28/01/2006 21.00,"1,53451469","21,31883824","1,38476211"
28/01/2006 22.00,"1,51126709","24,95028072","1,50226051"
28/01/2006 23.00,"1,41996896","19,9482784","1,42092487"
29/01/2006 0.00,"1,29918902","16,79446117","1,37881944"
29/01/2006 1.00,"1,1999644","13,1591163","1,33433508"
29/01/2006 2.00,"1,34069585","11,11497415","1,31918775"
29/01/2006 3.00,"1,2143936","9,6172319","1,2452918"
29/01/2006 4.00,"1,28021689","9,08121226","1,2474389"
29/01/2006 5.00,"1,03366863","6,14412596","1,20690622"
29/01/2006 6.00,"1,10839881","5,35372237","1,20057794"
29/01/2006 7.00,"1,18348595","4,77097918","1,19037836"
29/01/2006 8.00,"1,09477101","7,53674454","1,25196376"
29/01/2006 9.00,"0,99082547","10,07278693","1,30917924"
29/01/2006 10.00,"1,18054682","12,24282662","1,31834429"
29/01/2006 11.00,"1,26952822","13,00208182","1,37686341"
29/01/2006 12.00,"1,41747528","9,56531727","1,32428812"
29/01/2006 13.00,"1,383539","7,80799998","1,26879917"
29/01/2006 14.00,"1,41863364","7,39657391","1,2763542"
29/01/2006 15.00,"1,30408791","6,06755227","1,27228835"
29/01/2006 16.00,"1,15756669","5,22783055","1,296179"
29/01/2006 17.00,"1,18811737","8,54908354","1,3465303"
29/01/2006 18.00,"1,31798318","10,49328926","1,37222321"
29/01/2006 19.00,"1,2143041","17,76137678","1,42514334"
29/01/2006 20.00,"1,32653412","20,99955336","1,46038459"
29/01/2006 21.00,"1,27522952","27,97691936","1,455438"
29/01/2006 22.00,"1,1910565","28,5570584","1,44558326"
29/01/2006 23.00,"1,12550068","20,49598992","1,39066866"
30/01/2006 0.00,"1,23461258","21,21499752","1,37651857"
30/01/2006 1.00,,"25,24750112","1,53991797"
30/01/2006 2.00,"0,48967635",,"1,38944075"
30/01/2006 3.00,"0,38383817","7,29923208",
30/01/2006 4.00,"0,35314511","5,2524877","1,31488424"
30/01/2006 5.00,"0,3820747","4,9708501","1,26781009"
30/01/2006 6.00,"0,30851712","4,92542481","1,3046835"
30/01/2006 7.00,"0,30851712","7,23304246","1,24733288"
30/01/2006 8.00,"0,37254846","22,24940864","1,49459481"
30/01/2006 9.00,"0,35473265","63,29849992","1,97587845"
30/01/2006 10.00,"0,45457358","78,45115728","2,28010655"
30/01/2006 11.00,"0,41453123","43,52283688","1,70421326"
30/01/2006 12.00,"0,67330485","14,44141822","1,29275157"
30/01/2006 13.00,"0,74333344","10,22852698","1,24475474"
30/01/2006 14.00,"0,87227988","8,94493637","1,21473152"
30/01/2006 15.00,"0,80789463","11,20452458","1,22674034"
30/01/2006 16.00,"0,7939597","12,48033909","1,25914948"
30/01/2006 17.00,"0,74880185","16,31035233","1,31222804"
30/01/2006 18.00,"0,67189325","23,11898624","1,47877528"
30/01/2006 19.00,"0,47238938","34,9218196","1,57015205"
30/01/2006 20.00,"0,53553898","42,50919008","1,69066431"
30/01/2006 21.00,"0,48244344","42,6221128","1,69582293"
30/01/2006 22.00,"0,40729935","29,40329048","1,56430026"
30/01/2006 23.00,"0,53571594","22,6764156","1,46657423"
31/01/2006 0.00,"0,51013839","17,18381894","1,44594325"
31/01/2006 1.00,"0,39724427","29,40717184","1,89331723"
31/01/2006 2.00,"0,35243932","29,65766296","1,89516375"
31/01/2006 3.00,"0,33744569","15,26557243","1,40418149"
31/01/2006 4.00,"0,45986503","12,11952366","1,27731649"
31/01/2006 5.00,"0,43852125","10,67629252","1,27635536"
31/01/2006 6.00,"0,46744981","12,13121171","1,31746239"
31/01/2006 7.00,"0,46603923","14,56082644","1,33066417"
31/01/2006 8.00,"0,55388464","19,87690344","1,38077897"
31/01/2006 9.00,"0,5261897","31,2942776","1,50494933"
31/01/2006 10.00,"0,65637078","31,58889768","1,47327065"
31/01/2006 11.00,"1,02715576","15,96252511","1,33632257"
31/01/2006 12.00,"1,22701253","12,25320114","1,31330567"
31/01/2006 13.00,"1,18397208","8,86316969","1,23170557"
31/01/2006 14.00,"1,07584057","6,22848914","1,1927538"
31/01/2006 15.00,"0,98270371","5,66780661","1,2157707"
31/01/2006 16.00,"0,92484556","5,02146648","1,21619476"
31/01/2006 17.00,"0,85058321","6,35308462","1,23782648"
31/01/2006 18.00,"0,71175864","6,92155281","1,26580862"
31/01/2006 19.00,"0,81530348","11,7275713","1,26704002"
31/01/2006 20.00,"0,66924702","12,3881826","1,32958654"
31/01/2006 21.00,"0,49320432","9,2135934","1,30156596"
31/01/2006 22.00,"0,45633705","7,4277223","1,30422216"
31/01/2006 23.00,"0,3998905","6,23627671","1,27727804"
01/02/2006 0.00,"0,39477499","5,71063732","1,34367372"
01/02/2006 1.00,,"13,4861811","1,39452015"
01/02/2006 2.00,"0,62834023",,"1,35064042"
01/02/2006 3.00,"0,79401665","19,28378192",
01/02/2006 4.00,"1,03394119","13,3538057","1,41019639"
01/02/2006 5.00,"1,01335609","8,50106366","1,36902529"
01/02/2006 6.00,"0,7963049","8,25057445","1,37283833"
01/02/2006 7.00,"0,74041363","6,30636107","1,36656015"
01/02/2006 8.00,"0,87489154","10,65422995","1,37518697"
01/02/2006 9.00,"0,84046507","12,98131177","1,42806749"
01/02/2006 10.00,"1,3173801","14,1714572","1,39725557"
01/02/2006 11.00,"1,82191787","8,78140301","1,3164535"
01/02/2006 12.00,"2,10600258","11,25773554","1,26334231"
01/02/2006 13.00,"2,9469965","6,77489285","1,25691151"
01/02/2006 14.00,"1,89798235","6,68014942","1,24127372"
01/02/2006 15.00,"1,86426067","7,43550988","1,2713913"
01/02/2006 16.00,"1,65923245","5,96631761","1,2943849"
01/02/2006 17.00,"1,67125441","6,30376458","1,32531099"
01/02/2006 18.00,"1,57695105","9,55104037","1,32338641"
01/02/2006 19.00,"1,15762669","8,44914903","1,35504412"
01/02/2006 20.00,"1,17662832","9,56012619","1,44374256"
01/02/2006 21.00,"0,86187191","10,48679994","1,40981194"
01/02/2006 22.00,"0,99271201","15,96381762","1,58539841"
01/02/2006 23.00,"0,86322045","20,67250576","1,56637163"
02/02/2006 0.00,"0,83905754","16,83339905","1,45787751"
02/02/2006 1.00,"0,74405042","14,66464995","1,39806524"
02/02/2006 2.00,"0,84058304","6,45431928","1,33270641"
02/02/2006 3.00,"0,72874355","18,71790449","1,42852883"
02/02/2006 4.00,"0,7032911","22,14168656","1,46007237"
02/02/2006 5.00,"0,83419018","18,00797124","1,39968343"
02/02/2006 6.00,"0,68165035","16,7814806","1,44123898"
02/02/2006 7.00,"0,72639734","15,22663455","1,54118316"
02/02/2006 8.00,"0,72493082","17,97033543","1,59475685"
02/02/2006 9.00,"0,78164281","28,42729096","1,63723858"
02/02/2006 10.00,"1,23715202","22,28833696","1,6013426"
02/02/2006 11.00,"2,1426573","24,29614728","1,47674934"
02/02/2006 12.00,"2,8748617","18,49726734","1,35435095"
02/02/2006 13.00,"3,03144818","11,15391012","1,32138378"
02/02/2006 14.00,"2,73059008","8,31806231","1,28448706"
02/02/2006 15.00,"2,64355827","9,90795532","1,30197255"
02/02/2006 16.00,"2,38222894","12,27267103","1,32138378"
02/02/2006 17.00,"2,26258906","15,76135786","1,38054131"
02/02/2006 18.00,"2,0475322","23,63813248","1,42024917"
02/02/2006 19.00,"2,20411868","33,90041008","1,61093171"
02/02/2006 20.00,"1,99299049","33,14763656","1,87806621"
02/02/2006 21.00,"3,08071166","82,48496104","2,24244909"
02/02/2006 22.00,"3,38156873","138,1402792","2,77413645"
02/02/2006 23.00,"3,48009569","109,76096032","2,78850206"
03/02/2006 0.00,"2,08905428","85,30003688","2,37366653"
03/02/2006 1.00,,"60,91951304","2,11080758"
03/02/2006 2.00,"1,61156464",,"2,32386744"
03/02/2006 3.00,"1,57762328","50,46125544",
03/02/2006 4.00,"1,52075976","51,89670856","2,34210668"
03/02/2006 5.00,"1,2550919","37,990006","2,20655893"
03/02/2006 6.00,"0,95592508","24,41167032","1,9178498"
03/02/2006 7.00,"1,06361216","30,89713608","1,95530921"
03/02/2006 8.00,"1,53169048","56,30947072","2,10275277"
03/02/2006 9.00,"1,59147076","78,06699824","2,14264587"
03/02/2006 10.00,"1,43843972","78,974204","1,89355838"
03/02/2006 11.00,"2,26628992","67,45428928","1,70715023"
03/02/2006 12.00,"2,55090144","59,89938456","1,64678925"
03/02/2006 13.00,"3,56030241","29,53047672","1,26184529"
03/02/2006 14.00,"3,52671497","25,74458288","1,19159812"
03/02/2006 15.00,"3,51787622","23,16829672","1,27373877"
03/02/2006 16.00,"3,06178935","25,04372016","1,34811703"
03/02/2006 17.00,"2,67785762","17,64327062","1,25218977"
03/02/2006 18.00,"2,50815083","18,62575947","1,22438471"
03/02/2006 19.00,"2,04788103","39,72136024","1,32282255"
03/02/2006 20.00,"2,42008574","90,92242584","1,7402071"
03/02/2006 21.00,"2,97340087","112,56443032","2,22548203"
03/02/2006 22.00,"3,60626471","161,10089448","2,74049241"
03/02/2006 23.00,"4,85254736","112,311358","2,79417095"
04/02/2006 0.00,"3,54439247","116,89405872","2,73512409"
04/02/2006 1.00,"2,66227209","97,36766312","2,5100193"
04/02/2006 2.00,"1,44554041","52,81949712","2,03416689"
04/02/2006 3.00,"1,21057375","39,91734024","1,86166068"
04/02/2006 4.00,"1,24254111","35,405938","1,66880192"
04/02/2006 5.00,"1,22356694","51,48916576","1,61388615"
