Stat,Via Cappuccini,,,,,,  ,
,,,,,,,,,
Parm,SO2,NO2,NOX,CO,PM10,,,
Unit,ug/m3 293K,ug/m3 293K,ug/m3 293K,mg/m3 293K,ug/m3,,,
Field,Aver,Aver,Aver,Aver,Aver,,,
,,,,,,,,
,,,,,,,,,,
,,,,,,
22/06/2014 14.00,"1,4","10,8","14,0","0,3","10,3",,,
22/06/2014 15.00,"1,3","12,0","15,3","0,3",,,,
22/06/2014 16.00,"1,5","11,3","15,0","0,2","8,3",,,
22/06/2014 17.00,"1,5","9,1","12,6","0,3",,,,
22/06/2014 18.00,"1,2","10,9","15,1","0,3","5,1",,,
22/06/2014 19.00,"1,3","16,6","22,5","0,3",,,,
22/06/2014 20.00,"1,7","26,8","34,9","0,4","3,7",,,
22/06/2014 21.00,"1,6","25,3","30,1","0,4",,,,
22/06/2014 22.00,"1,4","18,1","21,6","0,4","3,7",,,
22/06/2014 23.00,"1,5","16,1","18,7","0,4",,,,
23/06/2014 0.00,"1,4","12,3","15,3","0,4","10,3",,,
23/06/2014 1.00,,"8,5","10,7","0,3",,,,
23/06/2014 2.00,"1,5",,,"0,3","15,1",,,
23/06/2014 3.00,"1,3","7,8","9,2",,,,,
23/06/2014 4.00,"1,3","14,3","17,8","0,4","24,4",,,
23/06/2014 5.00,"1,5","23,6","28,9","0,4",,,,
23/06/2014 6.00,"1,8","49,1","85,3","0,6","21,2",,,
23/06/2014 7.00,"1,2","32,5","47,1","0,5",,,,
23/06/2014 8.00,"1,3","22,3","31,9","0,5","23,9",,,
23/06/2014 9.00,"1,2","20,7","31,5","0,5",,,,
23/06/2014 10.00,"1,2","20,9","31,5","0,4","13,7",,,
23/06/2014 11.00,"1,5","19,2","28,0","0,4",,,,
23/06/2014 12.00,"1,0","18,2","26,4","0,4","18,1",,,
23/06/2014 13.00,"1,1","17,0","25,3","0,4",,,,
23/06/2014 14.00,"1,4","13,8","20,1","0,3","10,3",,,
23/06/2014 15.00,"1,8","13,8","19,9","0,3",,,,
23/06/2014 16.00,"1,6","16,0","23,5","0,3","6,1",,,
23/06/2014 17.00,"1,6","23,1","32,0","0,4",,,,
23/06/2014 18.00,"1,4","27,7","38,0","0,5","4,9",,,
23/06/2014 19.00,"1,5","27,9","36,0","0,5",,,,
23/06/2014 20.00,"1,5","32,2","40,4","0,5","3,9",,,
23/06/2014 21.00,"1,5","24,3","30,9","0,4",,,,
23/06/2014 22.00,"1,3","14,6","18,0","0,4","7,6",,,
23/06/2014 23.00,"1,3","9,4","12,2","0,4",,,,
24/06/2014 0.00,"1,4","7,7","10,4","0,3","28,1",,,
24/06/2014 1.00,"1,1","7,2","9,4","0,3",,,,
24/06/2014 2.00,"1,0","6,2","8,1","0,3","27,1",,,
24/06/2014 3.00,"1,2","6,4","8,7","0,3",,,,
24/06/2014 4.00,"1,2","6,7","8,8","0,3","32,5",,,
24/06/2014 5.00,"1,2","11,4","15,4","0,3",,,,
24/06/2014 6.00,"1,1","16,8","21,7","0,4","32,5",,,
24/06/2014 7.00,"1,1","21,1","31,3","0,5",,,,
24/06/2014 8.00,"1,2","18,4","26,5","0,5","26,6",,,
24/06/2014 9.00,"1,2","19,7","28,8","0,4",,,,
24/06/2014 10.00,"1,2","17,5","24,9","0,4","14,9",,,
24/06/2014 11.00,"0,9","21,2","30,4","0,4",,,,
24/06/2014 12.00,"1,3","17,9","24,4","0,4","8,5",,,
24/06/2014 13.00,"1,3","17,3","24,4","0,4",,,,
24/06/2014 14.00,"1,7","18,9","27,2","0,4","6,1",,,
24/06/2014 15.00,"1,9","16,5","23,2","0,3",,,,
24/06/2014 16.00,"1,8","22,8","29,4","0,6","5,1",,,
24/06/2014 17.00,"1,6","25,2","31,5","0,6",,,,
24/06/2014 18.00,"1,8","17,9","23,6","0,4","24,9",,,
24/06/2014 19.00,"1,5","10,8","14,0","0,3",,,,
24/06/2014 20.00,"1,3","16,4","22,2","0,4","28,8",,,
24/06/2014 21.00,"1,5","15,9","20,2","0,4",,,,
24/06/2014 22.00,"1,3","13,0","16,5","0,3","36,9",,,
24/06/2014 23.00,"1,2","12,2","16,0","0,3",,,,
25/06/2014 0.00,"1,2","9,6","12,5","0,3","41,0",,,
25/06/2014 1.00,,"7,0","9,6","0,3",,,,
25/06/2014 2.00,"1,3",,,"0,3","40,5",,,
25/06/2014 3.00,"1,4","5,3","6,6",,,,,
25/06/2014 4.00,"1,4","7,7","10,3","0,3","53,2",,,
25/06/2014 5.00,"1,2","14,3","17,8","0,3",,,,
25/06/2014 6.00,"1,3","19,1","24,1","0,4","44,0",,,
25/06/2014 7.00,"1,2","34,2","45,6","0,4",,,,
25/06/2014 8.00,"1,5","36,0","54,0","0,6","49,6",,,
25/06/2014 9.00,"1,4","33,2","50,3","0,5",,,,
25/06/2014 10.00,"1,3","25,3","36,4","0,4","54,2",,,
25/06/2014 11.00,"1,1","11,1","16,1","0,3",,,,
25/06/2014 12.00,"1,0","18,5","27,2","0,4","27,4",,,
25/06/2014 13.00,"1,3","19,3","29,3","0,4",,,,
25/06/2014 14.00,"1,4","15,1","24,7","0,3","14,2",,,
25/06/2014 15.00,"1,4","10,9","16,2","0,3",,,,
25/06/2014 16.00,"1,2","11,3","16,5","0,3","7,6",,,
25/06/2014 17.00,"1,3","16,8","23,6","0,4",,,,
25/06/2014 18.00,"1,3","19,8","27,8","0,4","6,6",,,
25/06/2014 19.00,"1,4","18,4","26,9","0,4",,,,
25/06/2014 20.00,"1,3","19,0","24,6","0,5","16,1",,,
25/06/2014 21.00,"1,1","18,8","23,4","0,4",,,,
25/06/2014 22.00,"1,3","16,7","21,8","0,4","32,7",,,
25/06/2014 23.00,"1,4","9,0","12,1","0,3",,,,
26/06/2014 0.00,"1,5","8,4","11,3","0,3","48,1",,,
26/06/2014 1.00,"1,4","8,1","9,8","0,3",,,,
26/06/2014 2.00,"1,3","11,6","15,9","0,3","66,2",,,
26/06/2014 3.00,"1,5","7,8","9,4","0,3",,,,
26/06/2014 4.00,"1,9","19,6","28,2","0,4","104,0",,,
26/06/2014 5.00,"2,1","34,7","54,0","0,5",,,,
26/06/2014 6.00,"2,1","32,9","49,9","0,4","52,5",,,
26/06/2014 7.00,"1,7","24,4","34,7","0,4",,,,
26/06/2014 8.00,"1,8","17,6","24,2","0,4","26,9",,,
26/06/2014 9.00,"1,7","10,8","16,2","0,3",,,,
26/06/2014 10.00,"1,2","9,7","14,0","0,3","13,9",,,
26/06/2014 11.00,"1,1","17,6","24,6","0,4",,,,
26/06/2014 12.00,"1,2","16,0","22,5","0,4","7,3",,,
26/06/2014 13.00,"1,3","16,4","23,2","0,4",,,,
26/06/2014 14.00,"1,2","8,9","12,9","0,3","4,4",,,
26/06/2014 15.00,"1,2","11,3","16,1","0,4",,,,
26/06/2014 16.00,"1,3","13,7","19,5","0,4","28,1",,,
26/06/2014 17.00,"1,1","14,4","19,3","0,4",,,,
26/06/2014 18.00,"1,0","11,7","16,3","0,4","44,9",,,
26/06/2014 19.00,"1,1","17,8","23,5","0,4",,,,
26/06/2014 20.00,"1,3","15,7","20,8","0,4","53,0",,,
26/06/2014 21.00,"1,4","13,8","17,9","0,4",,,,
26/06/2014 22.00,"1,1","16,5","21,0","0,4","41,5",,,
26/06/2014 23.00,"1,2","19,8","24,6","0,4",,,,
27/06/2014 0.00,"1,3","12,6","16,5","0,4","56,4",,,
27/06/2014 1.00,,"6,8","9,4","0,3",,,,
27/06/2014 2.00,"1,2",,,"0,3","70,6",,,
27/06/2014 3.00,"1,1","7,0","9,1",,,,,
27/06/2014 4.00,"1,1","6,6","8,2","0,3","45,9",,,
27/06/2014 5.00,"1,2","7,6","10,2","0,3",,,,
27/06/2014 6.00,"1,2","6,8","9,2","0,3","53,0",,,
27/06/2014 7.00,"1,1","7,8","11,0","0,3",,,,
27/06/2014 8.00,"1,2","6,7","9,6","0,3","27,1",,,
27/06/2014 9.00,"0,9","7,9","11,7","0,3",,,,
27/06/2014 10.00,"1,4","9,6","14,5","0,3","13,9",,,
27/06/2014 11.00,"1,3","9,4","14,6","0,3",,,,
27/06/2014 12.00,"1,2","9,9","15,7","0,3","7,3",,,
27/06/2014 13.00,"1,2","7,8","12,1","0,3",,,,
27/06/2014 14.00,"0,9","6,3","9,4","0,3","4,2",,,
27/06/2014 15.00,"1,2","5,4","8,0","0,3",,,,
27/06/2014 16.00,"1,2","6,6","9,4","0,3","2,4",,,
27/06/2014 17.00,"1,0","7,2","10,2","0,3",,,,
27/06/2014 18.00,"1,2","8,4","12,1","0,3","6,1",,,
27/06/2014 19.00,"1,5","9,4","13,0","0,3",,,,
27/06/2014 20.00,"1,6","13,3","17,3","0,3","5,1",,,
27/06/2014 21.00,"1,3","13,6","17,3","0,3",,,,
27/06/2014 22.00,"1,3","14,0","17,4","0,3","11,2",,,
27/06/2014 23.00,"1,1","13,1","16,5","0,3",,,,
28/06/2014 0.00,"1,3","14,4","17,3","0,3","24,2",,,
28/06/2014 1.00,"1,1","10,8","13,5","0,3",,,,
28/06/2014 2.00,"1,3","9,4","11,8","0,3","16,6",,,
28/06/2014 3.00,"1,2","8,2","10,1","0,3",,,,
28/06/2014 4.00,"1,0","10,4","12,4","0,3","9,3",,,
28/06/2014 5.00,"1,3","12,4","15,2","0,3",,,,
28/06/2014 6.00,"1,2","7,7","10,0","0,3","14,9",,,
28/06/2014 7.00,"1,2","6,7","9,6","0,3",,,,
28/06/2014 8.00,"1,1","8,3","11,9","0,3","14,9",,,
28/06/2014 9.00,"1,4","7,9","11,5","0,3",,,,
28/06/2014 10.00,"1,0","6,5","10,2","0,3","12,5",,,
28/06/2014 11.00,"1,2","6,9","10,3","0,3",,,,
28/06/2014 12.00,"1,0","5,7","8,8","0,3","15,4",,,
28/06/2014 13.00,"1,1","6,4","9,9","0,3",,,,
28/06/2014 14.00,"1,2","5,3","8,1","0,3","9,5",,,
28/06/2014 15.00,"1,2","5,4","7,9","0,3",,,,
28/06/2014 16.00,"1,1","6,1","9,0","0,3","6,3",,,
28/06/2014 17.00,"1,1","5,0","7,7","0,3",,,,
28/06/2014 18.00,"1,2","6,9","10,1","0,3","7,1",,,
28/06/2014 19.00,"1,4","10,6","14,3","0,3",,,,
28/06/2014 20.00,"1,5","13,2","17,0","0,3","5,4",,,
28/06/2014 21.00,"1,5","22,7","27,5","0,4",,,,
28/06/2014 22.00,"1,6","32,2","36,4","0,4","17,1",,,
28/06/2014 23.00,"1,3","25,7","31,0","0,4",,,,
29/06/2014 0.00,"1,5","44,9","56,5","0,5","19,8",,,
29/06/2014 1.00,,"31,8","37,1","0,4",,,,
29/06/2014 2.00,"1,5",,,"0,4","18,8",,,
29/06/2014 3.00,"1,3","24,7","29,5",,,,,
29/06/2014 4.00,"1,4","29,8","37,1","0,4","13,9",,,
29/06/2014 5.00,"1,4","36,9","46,5","0,4",,,,
29/06/2014 6.00,"1,5","34,9","53,7","0,5","21,0",,,
29/06/2014 7.00,"1,4","19,5","26,2","0,4",,,,
29/06/2014 8.00,"1,4","14,8","21,2","0,4","18,8",,,
29/06/2014 9.00,"1,9","14,9","21,7","0,4",,,,
29/06/2014 10.00,"1,4","12,7","18,7","0,3","10,5",,,
29/06/2014 11.00,"1,5","13,6","20,2","0,4",,,,
29/06/2014 12.00,"1,2","9,8","14,7","0,3","12,0",,,
29/06/2014 13.00,"1,3","8,1","11,7","0,3",,,,
29/06/2014 14.00,"1,7","7,3","10,4","0,3","15,4",,,
29/06/2014 15.00,"1,9","11,0","14,2","0,4",,,,
29/06/2014 16.00,"2,4","11,2","14,6","0,4","8,8",,,
29/06/2014 17.00,"1,6","10,8","14,6","0,3",,,,
29/06/2014 18.00,"1,6","13,6","17,8","0,3","10,0",,,
29/06/2014 19.00,"1,6","16,0","21,1","0,4",,,,
29/06/2014 20.00,"1,3","15,0","19,2","0,4","10,7",,,
29/06/2014 21.00,"1,7","15,2","19,3","0,4",,,,
29/06/2014 22.00,"1,4","10,1","12,8","0,3","20,0",,,
29/06/2014 23.00,"1,2","8,2","10,3","0,3",,,,
30/06/2014 0.00,"1,3","7,7","9,6","0,3","39,1",,,
30/06/2014 1.00,"1,4","6,1","8,3","0,3",,,,
30/06/2014 2.00,"1,3","5,0","6,8","0,3","33,0",,,
30/06/2014 3.00,"1,3","4,8","6,7","0,3",,,,
30/06/2014 4.00,"1,3","5,3","7,3","0,3","27,6",,,
30/06/2014 5.00,"1,3","7,0","9,9","0,3",,,,
30/06/2014 6.00,"1,2","8,4","11,6","0,3","28,6",,,
30/06/2014 7.00,"1,4","13,5","18,8","0,4",,,,
30/06/2014 8.00,"1,6","17,3","23,0","0,4","40,8",,,
30/06/2014 9.00,"1,5","20,8","29,7","0,5",,,,
30/06/2014 10.00,"1,4","24,0","37,5","0,5","60,1",,,
30/06/2014 11.00,"1,4","27,2","41,1","0,4",,,,
30/06/2014 12.00,"1,1","22,6","34,9","0,4","30,5",,,
30/06/2014 13.00,"1,2","16,4","26,3","0,4",,,,
30/06/2014 14.00,"1,2","14,7","22,8","0,3","15,9",,,
30/06/2014 15.00,"1,4","9,2","13,7","0,3",,,,
30/06/2014 16.00,"1,4","6,0","9,2","0,3","8,3",,,
30/06/2014 17.00,"1,4","7,3","10,7","0,3",,,,
30/06/2014 18.00,"1,2","6,7","9,7","0,3","9,8",,,
30/06/2014 19.00,"1,3","6,6","9,5","0,3",,,,
30/06/2014 20.00,"1,5","11,3","15,6","0,3","25,4",,,
30/06/2014 21.00,"1,4","16,0","19,1","0,3",,,,
30/06/2014 22.00,"1,4","23,7","27,7","0,4","23,0",,,
30/06/2014 23.00,"1,3","16,0","19,6","0,3",,,,
01/07/2014 0.00,"1,2","8,5","10,6","0,3","23,2",,,
01/07/2014 1.00,,"8,5","10,4","0,3",,,,
01/07/2014 2.00,"1,3",,,"0,3","24,2",,,
01/07/2014 3.00,"1,2","7,9","9,3",,,,,
01/07/2014 4.00,"1,1","9,9","11,7","0,3","26,9",,,
01/07/2014 5.00,"1,3","14,5","17,9","0,3",,,,
01/07/2014 6.00,"1,4","17,5","22,7","0,3","24,4",,,
01/07/2014 7.00,"1,1","11,1","16,0","0,3",,,,
01/07/2014 8.00,"1,2","8,3","12,4","0,3","24,9",,,
01/07/2014 9.00,"1,2","7,7","12,7","0,3",,,,
01/07/2014 10.00,"1,0","11,0","18,1","0,4","13,4",,,
01/07/2014 11.00,"1,4","6,1","9,5","0,3",,,,
01/07/2014 12.00,"1,0","6,4","10,1","0,3","7,8",,,
01/07/2014 13.00,"1,1","8,8","13,9","0,3",,,,
01/07/2014 14.00,"1,0","5,1","8,7","0,3","5,4",,,
01/07/2014 15.00,"1,4","5,1","7,9","0,3",,,,
01/07/2014 16.00,"1,2","5,4","8,3","0,3","7,3",,,
01/07/2014 17.00,"1,3","5,9","9,1","0,3",,,,
01/07/2014 18.00,"1,1","6,2","9,3","0,3","6,3",,,
01/07/2014 19.00,"1,2","7,0","10,7","0,3",,,,
01/07/2014 20.00,"1,3","7,8","11,3","0,3","5,4",,,
01/07/2014 21.00,"1,3","7,9","10,8","0,3",,,,
01/07/2014 22.00,"1,2","9,4","12,1","0,3","6,3",,,
01/07/2014 23.00,"1,4","16,5","20,4","0,4",,,,
02/07/2014 0.00,"1,2","25,6","32,3","0,4","10,5",,,
02/07/2014 1.00,"1,7","26,9","33,7","0,4",,,,
02/07/2014 2.00,"1,2","15,7","19,4","0,4","11,2",,,
02/07/2014 3.00,"1,2","17,7","20,3","0,4",,,,
02/07/2014 4.00,"1,2","20,6","28,7","0,4","12,7",,,
02/07/2014 5.00,"1,4","35,2","60,2","0,5",,,,
02/07/2014 6.00,"1,6","33,6","69,5","0,5","20,8",,,
02/07/2014 7.00,"1,4","28,7","52,0","0,5",,,,
02/07/2014 8.00,"1,0","16,1","23,5","0,3","11,7",,,
02/07/2014 9.00,"1,2","11,7","16,9","0,3",,,,
02/07/2014 10.00,"0,9","10,5","16,0","0,3","18,8",,,
02/07/2014 11.00,"1,4","10,6","15,4","0,3",,,,
02/07/2014 12.00,"1,3","14,5","20,6","0,4","10,7",,,
02/07/2014 13.00,"1,3","16,4","24,8","0,4",,,,
02/07/2014 14.00,"1,1","16,5","24,0","0,3","6,8",,,
02/07/2014 15.00,"2,1","17,8","23,4","0,4",,,,
02/07/2014 16.00,"3,0","13,5","18,9","0,4","5,4",,,
02/07/2014 17.00,"1,6","16,2","24,8","0,3",,,,
02/07/2014 18.00,"1,6","26,0","41,4","0,4","4,4",,,
02/07/2014 19.00,"2,3","27,5","39,6","0,4",,,,
02/07/2014 20.00,"2,0","34,3","43,9","0,5","4,4",,,
02/07/2014 21.00,"1,8","25,5","32,8","0,4",,,,
02/07/2014 22.00,"1,6","23,8","31,7","0,4","3,4",,,
02/07/2014 23.00,"1,4","16,1","20,2","0,4",,,,
03/07/2014 0.00,"1,2","17,7","22,1","0,4","19,0",,,
03/07/2014 1.00,,"13,7","17,6","0,4",,,,
03/07/2014 2.00,"1,5",,,"0,3","25,6",,,
03/07/2014 3.00,"1,3","9,7","11,1",,,,,
03/07/2014 4.00,"1,2","15,8","19,2","0,4","27,1",,,
03/07/2014 5.00,"1,4","28,1","41,5","0,4",,,,
03/07/2014 6.00,"1,9","39,8","63,9","0,6","22,2",,,
03/07/2014 7.00,"1,3","19,9","29,1","0,4",,,,
03/07/2014 8.00,"1,3","11,8","17,6","0,4","19,3",,,
03/07/2014 9.00,"1,1","10,4","15,9","0,4",,,,
03/07/2014 10.00,"1,3","11,9","17,2","0,4","32,0",,,
03/07/2014 11.00,"1,2","10,2","15,0","0,4",,,,
03/07/2014 12.00,"1,1","8,2","12,5","0,4","33,5",,,
03/07/2014 13.00,"1,3","7,8","11,9","0,4",,,,
03/07/2014 14.00,"1,3","7,8","11,7","0,4","36,1",,,
03/07/2014 15.00,"1,7","6,6","10,0","0,4",,,,
03/07/2014 16.00,"1,1","6,3","9,3","0,4","19,3",,,
03/07/2014 17.00,"1,3","8,2","12,5","0,4",,,,
03/07/2014 18.00,"1,5","10,2","15,5","0,4","19,5",,,
03/07/2014 19.00,"1,5","11,4","15,6","0,4",,,,
03/07/2014 20.00,"1,5","11,0","15,0","0,4","13,4",,,
03/07/2014 21.00,"1,4","9,9","13,4","0,3",,,,
03/07/2014 22.00,"1,4","8,2","11,0","0,3","11,0",,,
03/07/2014 23.00,"1,0","8,8","11,4","0,3",,,,
04/07/2014 0.00,"1,3","9,1","11,5","0,3","15,9",,,
04/07/2014 1.00,"1,5","8,0","10,0","0,3",,,,
04/07/2014 2.00,"1,5","6,7","8,5","0,3","13,9",,,
04/07/2014 3.00,"1,4","6,8","8,0","0,3",,,,
04/07/2014 4.00,"1,5","8,7","10,0","0,3","19,3",,,
04/07/2014 5.00,"1,3","7,5","9,6","0,3",,,,
04/07/2014 6.00,"1,1","7,0","9,2","0,3","25,4",,,
04/07/2014 7.00,"1,2","7,1","10,2","0,3",,,,
04/07/2014 8.00,"1,2","9,1","13,1","0,4","27,6",,,
04/07/2014 9.00,"1,1","8,8","12,4","0,4",,,,
04/07/2014 10.00,"1,2","7,8","12,0","0,3","15,4",,,
04/07/2014 11.00,"1,3","9,8","14,6","0,3",,,,
04/07/2014 12.00,"1,2","7,6","11,8","0,3","9,8",,,
04/07/2014 13.00,"0,9","7,0","11,4","0,3",,,,
04/07/2014 14.00,"1,2","5,6","8,7","0,3","6,1",,,
04/07/2014 15.00,"1,4","6,3","9,1","0,3",,,,
04/07/2014 16.00,"1,3","6,1","8,8","0,3","3,4",,,
04/07/2014 17.00,"1,4","6,9","9,6","0,3",,,,
04/07/2014 18.00,"1,5","10,4","14,3","0,3","3,9",,,
04/07/2014 19.00,"1,5","13,5","17,2","0,3",,,,
04/07/2014 20.00,"1,6","14,0","17,6","0,3","2,9",,,
04/07/2014 21.00,"1,5","19,1","22,3","0,3",,,,
04/07/2014 22.00,"1,6","33,0","39,3","0,4","3,4",,,
04/07/2014 23.00,"1,4","20,5","22,6","0,3",,,,
05/07/2014 0.00,"1,4","28,0","36,2","0,4","8,8",,,
05/07/2014 1.00,,"32,4","40,3","0,5",,,,
05/07/2014 2.00,"1,5",,,"0,4","13,4",,,
05/07/2014 3.00,"1,1","21,4","25,4",,,,,
05/07/2014 4.00,"1,5","13,0","16,0","0,3","10,3",,,
05/07/2014 5.00,"1,5","27,5","37,3","0,4",,,,
05/07/2014 6.00,"1,7","39,2","58,6","0,5","12,9",,,
05/07/2014 7.00,"1,9","47,0","90,1","0,6",,,,
05/07/2014 8.00,"2,2","28,4","41,9","0,5","14,2",,,
05/07/2014 9.00,"3,1","23,7","34,1","0,4",,,,
05/07/2014 10.00,"3,0","24,2","34,5","0,4","20,0",,,
05/07/2014 11.00,"3,0","24,6","34,2","0,4",,,,
05/07/2014 12.00,"2,7","22,0","30,8","0,4","18,8",,,
05/07/2014 13.00,"3,2","20,1","26,9","0,4",,,,
05/07/2014 14.00,"2,5","15,4","21,0","0,4","16,4",,,
05/07/2014 15.00,"2,4","12,3","16,2","0,4",,,,
05/07/2014 16.00,"1,9","13,3","17,9","0,4","19,3",,,
05/07/2014 17.00,"1,7","13,5","19,1","0,4",,,,
05/07/2014 18.00,"1,6","14,9","21,1","0,4","11,7",,,
05/07/2014 19.00,"1,6","17,0","23,3","0,5",,,,
05/07/2014 20.00,"1,9","25,3","33,4","0,5","17,6",,,
05/07/2014 21.00,"1,8","19,8","25,7","0,4",,,,
05/07/2014 22.00,"1,6","14,7","18,9","0,4","29,8",,,
05/07/2014 23.00,"1,5","15,2","18,8","0,5",,,,
06/07/2014 0.00,"1,6","14,8","17,8","0,4","33,2",,,
06/07/2014 1.00,"1,8","15,5","18,5","0,4",,,,
06/07/2014 2.00,"1,7","16,3","19,5","0,4","49,6",,,
06/07/2014 3.00,"1,5","7,0","8,8","0,4",,,,
06/07/2014 4.00,"1,3","6,7","8,9","0,4","61,8",,,
06/07/2014 5.00,"1,3","6,5","8,7","0,4",,,,
06/07/2014 6.00,"1,4","6,8","9,4","0,4","44,7",,,
06/07/2014 7.00,"1,4","5,9","8,2","0,4",,,,
06/07/2014 8.00,"1,0","4,5","6,6","0,4","23,7",,,
06/07/2014 9.00,"1,0","5,0","7,3","0,4",,,,
06/07/2014 10.00,"1,3","5,6","8,2","0,4","14,4",,,
06/07/2014 11.00,"1,1","4,8","7,3","0,4",,,,
06/07/2014 12.00,"1,0","4,0","6,1","0,4","19,3",,,
06/07/2014 13.00,"1,4","4,3","6,0","0,4",,,,
06/07/2014 14.00,"1,2","3,7","5,2","0,4","15,6",,,
06/07/2014 15.00,"1,4","3,7","5,4","0,4",,,,
06/07/2014 16.00,"1,1","3,3","5,2","0,4","25,4",,,
06/07/2014 17.00,"1,4","3,6","5,4","0,4",,,,
06/07/2014 18.00,"1,2","10,2","12,9","0,4","18,3",,,
06/07/2014 19.00,"1,5","6,5","9,2","0,4",,,,
06/07/2014 20.00,"1,7","11,5","15,3","0,4","29,3",,,
06/07/2014 21.00,"1,4","15,9","18,9","0,4",,,,
06/07/2014 22.00,"1,6","16,7","20,7","0,4","56,9",,,
06/07/2014 23.00,"1,6","22,6","26,4","0,5",,,,
07/07/2014 0.00,"1,4","37,0","43,9","0,5","58,9",,,
07/07/2014 1.00,,"18,3","21,5","0,4",,,,
07/07/2014 2.00,"1,6",,,"0,4","31,5",,,
07/07/2014 3.00,"1,4","15,1","17,6",,,,,
07/07/2014 4.00,"1,4","17,6","21,6","0,4","16,1",,,
07/07/2014 5.00,"1,1","24,3","35,6","0,4",,,,
07/07/2014 6.00,"1,8","39,7","82,2","0,6","8,8",,,
07/07/2014 7.00,"1,8","31,2","57,2","0,5",,,,
07/07/2014 8.00,"1,4","15,8","23,3","0,4","4,9",,,
07/07/2014 9.00,"1,3","17,3","24,3","0,4",,,,
07/07/2014 10.00,"1,7","34,5","50,7","0,5","2,9",,,
07/07/2014 11.00,"1,4","27,8","36,9","0,5",,,,
07/07/2014 12.00,"1,7","22,3","30,5","0,4","5,4",,,
07/07/2014 13.00,"1,6","15,7","21,9","0,4",,,,
07/07/2014 14.00,"1,6","10,3","14,2","0,4","4,9",,,
07/07/2014 15.00,"1,4","13,5","18,2","0,4",,,,
07/07/2014 16.00,"1,6","12,5","17,3","0,4","5,9",,,
07/07/2014 17.00,"1,5","15,7","21,7","0,4",,,,
07/07/2014 18.00,"1,6","22,2","31,9","0,5","8,3",,,
07/07/2014 19.00,"1,5","25,5","36,3","0,5",,,,
07/07/2014 20.00,"1,8","31,5","44,2","0,6","10,0",,,
07/07/2014 21.00,"1,9","25,6","30,6","0,5",,,,
07/07/2014 22.00,"1,5","17,1","19,9","0,5","20,5",,,
07/07/2014 23.00,"1,8","16,7","19,2","0,5",,,,
08/07/2014 0.00,"1,7","12,1","14,6","0,4","38,1",,,
08/07/2014 1.00,"1,4","10,0","12,0","0,4",,,,
08/07/2014 2.00,"1,5","7,9","9,7","0,4","37,6",,,
08/07/2014 3.00,"1,4","7,6","9,1","0,4",,,,
08/07/2014 4.00,"1,6","9,6","11,8","0,4","20,0",,,
08/07/2014 5.00,"1,4","16,6","19,4","0,4",,,,
08/07/2014 6.00,"1,4","20,4","26,0","0,4","10,5",,,
08/07/2014 7.00,"1,7","29,6","41,2","0,5",,,,
08/07/2014 8.00,"1,8","27,9","37,5","0,5","11,7",,,
08/07/2014 9.00,"2,0","19,4","27,3","0,5",,,,
08/07/2014 10.00,"1,7","17,3","24,1","0,4","20,8",,,
08/07/2014 11.00,"2,1","20,1","28,9","0,5",,,,
08/07/2014 12.00,"1,7","19,5","30,1","0,4","14,9",,,
08/07/2014 13.00,"1,7","15,7","23,4","0,4",,,,
08/07/2014 14.00,"1,4","13,8","21,0","0,4","33,0",,,
08/07/2014 15.00,"1,8","13,8","20,2","0,4",,,,
08/07/2014 16.00,"1,8","16,1","24,6","0,4","24,4",,,
08/07/2014 17.00,"1,7","18,2","27,5","0,4",,,,
08/07/2014 18.00,"1,6","22,7","35,6","0,5","25,4",,,
08/07/2014 19.00,"1,8","25,1","37,1","0,5",,,,
08/07/2014 20.00,"2,0","38,7","56,3","0,6","23,9",,,
08/07/2014 21.00,"1,8","29,4","40,4","0,5",,,,
08/07/2014 22.00,"2,0","24,9","34,0","0,5","31,5",,,
08/07/2014 23.00,"2,0","17,2","22,4","0,4",,,,
09/07/2014 0.00,"1,7","14,5","18,8","0,3","31,7",,,
09/07/2014 1.00,,"8,1","10,6","0,3",,,,
09/07/2014 2.00,"1,6",,,"0,3","21,5",,,
09/07/2014 3.00,"1,6","8,1","9,8",,,,,
09/07/2014 4.00,"1,6","18,1","21,6","0,3","12,2",,,
09/07/2014 5.00,"1,6","27,4","37,9","0,4",,,,
09/07/2014 6.00,"1,7","25,8","33,7","0,4","8,5",,,
09/07/2014 7.00,"2,0","27,8","45,7","0,5",,,,
09/07/2014 8.00,"1,9","24,4","41,7","0,4","8,8",,,
09/07/2014 9.00,"1,9","16,6","27,5","0,4",,,,
09/07/2014 10.00,"1,7","11,5","18,4","0,3","19,5",,,
09/07/2014 11.00,"1,3","7,4","11,8","0,3",,,,
09/07/2014 12.00,"1,5","6,5","10,3","0,3","11,7",,,
09/07/2014 13.00,"1,6","9,7","15,3","0,3",,,,
09/07/2014 14.00,"1,6","9,5","14,4","0,3","19,0",,,
09/07/2014 15.00,"1,7","9,7","13,7","0,3",,,,
09/07/2014 16.00,"2,0","12,6","18,7","0,4","14,9",,,
09/07/2014 17.00,"2,0","14,7","22,8","0,4",,,,
09/07/2014 18.00,"1,8","17,8","26,7","0,4","16,1",,,
09/07/2014 19.00,"2,1","23,9","34,8","0,5",,,,
09/07/2014 20.00,"1,6","25,7","33,9","0,4","9,5",,,
09/07/2014 21.00,"1,6","21,2","28,6","0,4",,,,
