Stat,Via Cappuccini,,,,,,  ,
,,,,,,,,,
Parm,SO2,NO2,NOX,CO,PM10,,,
Unit,ug/m3 293K,ug/m3 293K,ug/m3 293K,mg/m3 293K,ug/m3,,,
Field,Aver,Aver,Aver,Aver,Aver,,,
,,,,,,,,
,,,,,,,,,,
,,,,,,
09/07/2014 22.00,"1,7","13,3","18,9","0,3","12,0",,,
09/07/2014 23.00,"1,5","10,9","14,3","0,3",,,,
10/07/2014 0.00,"1,6","11,2","14,8","0,3","19,5",,,
10/07/2014 1.00,"1,6","15,3","20,0","0,3",,,,
10/07/2014 2.00,"1,5","15,3","19,1","0,3","12,9",,,
10/07/2014 3.00,"1,3","12,4","17,1","0,3",,,,
10/07/2014 4.00,"1,3","13,6","16,7","0,3","7,1",,,
10/07/2014 5.00,"1,7","31,6","45,4","0,4",,,,
10/07/2014 6.00,"1,5","28,4","39,8","0,4","16,8",,,
10/07/2014 7.00,"1,5","21,2","32,5","0,4",,,,
10/07/2014 8.00,"1,7","22,1","36,7","0,4","16,1",,,
10/07/2014 9.00,"1,7","20,3","32,2","0,4",,,,
10/07/2014 10.00,"1,5","16,8","28,2","0,4","20,0",,,
10/07/2014 11.00,"1,6","22,0","37,2","0,4",,,,
10/07/2014 12.00,"1,6","20,8","34,6","0,4","15,4",,,
10/07/2014 13.00,"1,7","16,8","27,9","0,4",,,,
10/07/2014 14.00,"1,6","14,1","22,8","0,4","12,5",,,
10/07/2014 15.00,"1,8","12,2","19,0","0,3",,,,
10/07/2014 16.00,"1,6","14,7","24,3","0,4","20,5",,,
10/07/2014 17.00,"1,8","16,8","27,6","0,3",,,,
10/07/2014 18.00,"1,6","12,8","19,1","0,3","12,9",,,
10/07/2014 19.00,"1,7","20,5","29,0","0,4",,,,
10/07/2014 20.00,"1,9","34,7","44,5","0,4","7,3",,,
10/07/2014 21.00,"1,7","17,8","21,5","0,3",,,,
10/07/2014 22.00,"1,9","8,0","9,9","0,3","12,0",,,
10/07/2014 23.00,"1,2","14,2","17,6","0,3",,,,
11/07/2014 0.00,"1,6","14,9","18,9","0,3","16,6",,,
11/07/2014 1.00,,"9,2","12,4","0,3",,,,
11/07/2014 2.00,"1,7",,,"0,3","23,7",,,
11/07/2014 3.00,"1,6","9,2","11,3",,,,,
11/07/2014 4.00,"1,3","15,4","18,8","0,3","13,2",,,
11/07/2014 5.00,"1,5","19,2","27,1","0,3",,,,
11/07/2014 6.00,"1,7","26,7","40,4","0,3","7,8",,,
11/07/2014 7.00,"1,6","19,3","34,0","0,4",,,,
11/07/2014 8.00,"1,5","13,3","21,2","0,3","4,9",,,
11/07/2014 9.00,"1,4","12,4","19,6","0,3",,,,
11/07/2014 10.00,"1,5","11,3","16,9","0,3","13,7",,,
11/07/2014 11.00,"1,5","9,5","14,1","0,3",,,,
11/07/2014 12.00,"1,5","6,3","9,5","0,3","11,5",,,
11/07/2014 13.00,"1,6","7,6","10,9","0,3",,,,
11/07/2014 14.00,"1,5","5,7","8,7","0,3","12,7",,,
11/07/2014 15.00,"1,6","5,5","8,3","0,3",,,,
11/07/2014 16.00,"1,4","6,5","9,4","0,3","12,0",,,
11/07/2014 17.00,"1,3","5,3","8,0","0,3",,,,
11/07/2014 18.00,"1,7","6,1","8,8","0,3","7,6",,,
11/07/2014 19.00,"1,6","10,3","14,4","0,3",,,,
11/07/2014 20.00,"1,8","20,2","26,4","0,4","4,9",,,
11/07/2014 21.00,"1,8","24,5","28,9","0,4",,,,
11/07/2014 22.00,"1,7","30,6","37,9","0,4","8,3",,,
11/07/2014 23.00,"1,6","25,0","30,3","0,4",,,,
12/07/2014 0.00,"1,5","23,1","28,0","0,4","14,7",,,
12/07/2014 1.00,"1,4","28,6","32,8","0,4",,,,
12/07/2014 2.00,"1,5","22,9","27,6","0,4","12,7",,,
12/07/2014 3.00,"1,4","19,8","23,3","0,4",,,,
12/07/2014 4.00,"1,6","21,3","27,8","0,4","21,5",,,
12/07/2014 5.00,"1,6","20,2","27,9","0,4",,,,
12/07/2014 6.00,"1,4","22,5","34,1","0,4","12,7",,,
12/07/2014 7.00,"1,4","20,7","31,6","0,4",,,,
12/07/2014 8.00,"1,5","12,3","18,1","0,4","14,4",,,
12/07/2014 9.00,"1,4","8,9","13,5","0,4",,,,
12/07/2014 10.00,"1,4","8,1","11,8","0,4","12,0",,,
12/07/2014 11.00,"1,3","8,8","12,9","0,4",,,,
12/07/2014 12.00,"1,5","7,9","11,6","0,4","17,6",,,
12/07/2014 13.00,"1,5","8,7","12,0","0,4",,,,
12/07/2014 14.00,"1,5","8,7","12,4","0,4","13,2",,,
12/07/2014 15.00,"1,6","11,1","14,5","0,3",,,,
12/07/2014 16.00,"1,7","14,1","18,5","0,3","11,5",,,
12/07/2014 17.00,"1,8","18,4","24,9","0,4",,,,
12/07/2014 18.00,"1,7","14,0","19,8","0,4","7,8",,,
12/07/2014 19.00,"1,7","19,3","26,0","0,4",,,,
12/07/2014 20.00,"1,9","21,9","27,3","0,4","5,9",,,
12/07/2014 21.00,"1,5","18,0","21,1","0,4",,,,
12/07/2014 22.00,"1,5","13,7","16,3","0,4","9,3",,,
12/07/2014 23.00,"1,6","15,1","19,0","0,4",,,,
13/07/2014 0.00,"1,7","13,4","16,6","0,4","11,2",,,
13/07/2014 1.00,,"8,6","10,9","0,4",,,,
13/07/2014 2.00,"1,6",,,"0,3","19,5",,,
13/07/2014 3.00,"1,4","8,8","10,6",,,,,
13/07/2014 4.00,"1,3","8,5","10,6","0,3","23,2",,,
13/07/2014 5.00,"1,6","10,8","13,6","0,3",,,,
13/07/2014 6.00,"1,5","12,1","16,7","0,4","35,4",,,
13/07/2014 7.00,"1,6","10,4","14,4","0,4",,,,
13/07/2014 8.00,"1,3","7,9","11,3","0,4","25,4",,,
13/07/2014 9.00,"1,3","11,8","17,7","0,4",,,,
13/07/2014 10.00,"1,6","12,7","19,8","0,4","13,7",,,
13/07/2014 11.00,"1,6","13,1","19,9","0,4",,,,
13/07/2014 12.00,"1,5","13,6","20,2","0,4","8,8",,,
13/07/2014 13.00,"1,5","9,5","13,2","0,4",,,,
13/07/2014 14.00,"1,5","7,2","9,8","0,4","5,1",,,
13/07/2014 15.00,"1,3","5,8","7,9","0,4",,,,
13/07/2014 16.00,"1,3","7,4","10,4","0,4","4,4",,,
13/07/2014 17.00,"1,7","7,0","9,7","0,3",,,,
13/07/2014 18.00,"1,7","10,6","14,8","0,3","16,8",,,
13/07/2014 19.00,"1,9","17,1","22,0","0,4",,,,
13/07/2014 20.00,"1,6","24,4","30,3","0,4","10,0",,,
13/07/2014 21.00,"1,6","21,2","24,5","0,4",,,,
13/07/2014 22.00,"1,4","14,3","17,3","0,4","6,6",,,
13/07/2014 23.00,"1,4","15,1","18,3","0,4",,,,
14/07/2014 0.00,"1,8","21,9","25,0","0,4","9,8",,,
14/07/2014 1.00,"1,6","26,6","30,2","0,4",,,,
14/07/2014 2.00,"1,6","22,8","26,0","0,4","8,8",,,
14/07/2014 3.00,"1,4","23,8","26,8","0,4",,,,
14/07/2014 4.00,"1,8","19,2","24,4","0,4","23,0",,,
14/07/2014 5.00,"1,7","25,5","42,0","0,5",,,,
14/07/2014 6.00,"1,7","32,2","57,5","0,5","23,0",,,
14/07/2014 7.00,"1,8","20,5","31,9","0,4",,,,
14/07/2014 8.00,"1,5","10,1","15,9","0,3","23,7",,,
14/07/2014 9.00,"1,5","7,7","12,6","0,3",,,,
14/07/2014 10.00,"1,4","9,2","13,8","0,4","13,9",,,
14/07/2014 11.00,"1,3","10,0","15,1","0,4",,,,
14/07/2014 12.00,"1,4","11,0","16,4","0,4","9,0",,,
14/07/2014 13.00,"1,4","11,2","17,2","0,4",,,,
14/07/2014 14.00,"1,8","15,1","20,7","0,4","6,3",,,
14/07/2014 15.00,"1,6","13,8","18,1","0,4",,,,
14/07/2014 16.00,"1,6","13,6","18,7","0,4","4,9",,,
14/07/2014 17.00,"1,3","19,4","28,7","0,5",,,,
14/07/2014 18.00,"1,7","36,9","49,7","0,6","7,1",,,
14/07/2014 19.00,"1,9","42,8","58,7","0,7",,,,
14/07/2014 20.00,"2,1","45,6","73,4","0,7","22,7",,,
14/07/2014 21.00,"1,8","30,0","41,7","0,5",,,,
14/07/2014 22.00,"1,6","20,9","27,4","0,4","19,8",,,
14/07/2014 23.00,"1,6","12,5","16,1","0,4",,,,
15/07/2014 0.00,"1,4","11,3","14,4","0,4","15,9",,,
15/07/2014 1.00,,"10,5","13,3","0,4",,,,
15/07/2014 2.00,"1,6",,,"0,4","9,3",,,
15/07/2014 3.00,"1,6","9,2","11,0",,,,,
15/07/2014 4.00,"1,5","9,3","11,4","0,3","15,4",,,
15/07/2014 5.00,"1,6","12,4","15,9","0,4",,,,
15/07/2014 6.00,"1,4","16,8","22,1","0,4","8,8",,,
15/07/2014 7.00,"1,5","19,8","28,1","0,4",,,,
15/07/2014 8.00,"1,6","17,5","24,5","0,4","14,9",,,
15/07/2014 9.00,"1,4","14,0","20,5","0,4",,,,
15/07/2014 10.00,"1,4","10,4","15,3","0,4","11,5",,,
15/07/2014 11.00,"1,5","8,6","12,6","0,4",,,,
15/07/2014 12.00,"1,2","8,6","13,3","0,4","19,3",,,
15/07/2014 13.00,"1,4","6,9","10,5","0,4",,,,
15/07/2014 14.00,"1,4","6,1","8,9","0,4","11,0",,,
15/07/2014 15.00,"1,4","7,9","10,8","0,4",,,,
15/07/2014 16.00,"1,6","7,5","10,6","0,4","17,6",,,
15/07/2014 17.00,"1,4","8,2","11,8","0,4",,,,
15/07/2014 18.00,"1,3","9,3","13,5","0,4","22,2",,,
15/07/2014 19.00,"1,5","9,1","12,5","0,4",,,,
15/07/2014 20.00,"1,3","11,3","15,8","0,4","20,8",,,
15/07/2014 21.00,"1,3","9,1","11,7","0,4",,,,
15/07/2014 22.00,"1,6","7,1","9,9","0,4","24,9",,,
15/07/2014 23.00,"1,4","7,9","10,1","0,4",,,,
16/07/2014 0.00,"1,3","6,9","9,3","0,4","26,9",,,
16/07/2014 1.00,"1,3","5,9","7,2","0,4",,,,
16/07/2014 2.00,"1,5","5,6","6,8","0,4","46,4",,,
16/07/2014 3.00,"1,5","6,2","7,2","0,4",,,,
16/07/2014 4.00,"1,4","7,0","8,4","0,4","30,0",,,
16/07/2014 5.00,"1,4","7,5","10,1","0,4",,,,
16/07/2014 6.00,"1,5","11,0","14,5","0,4","17,6",,,
16/07/2014 7.00,"1,6","11,3","15,8","0,4",,,,
16/07/2014 8.00,"1,3","10,9","16,3","0,4","33,2",,,
16/07/2014 9.00,"1,4","9,3","14,3","0,4",,,,
16/07/2014 10.00,"1,5","8,5","13,0","0,4","17,8",,,
16/07/2014 11.00,"1,5","6,9","10,1","0,4",,,,
16/07/2014 12.00,"1,5","8,4","12,4","0,4","10,0",,,
16/07/2014 13.00,"1,6","8,4","12,8","0,4",,,,
16/07/2014 14.00,"1,2","6,8","9,9","0,4","6,3",,,
16/07/2014 15.00,"1,4","7,3","10,4","0,4",,,,
16/07/2014 16.00,"1,6","7,6","10,9","0,4","5,1",,,
16/07/2014 17.00,"1,6","9,8","14,0","0,4",,,,
16/07/2014 18.00,"1,5","9,5","13,7","0,4","9,8",,,
16/07/2014 19.00,"1,9","10,3","14,3","0,4",,,,
16/07/2014 20.00,"1,8","10,2","13,9","0,4","7,1",,,
16/07/2014 21.00,"1,9","10,3","13,6","0,4",,,,
16/07/2014 22.00,"1,8","7,7","10,0","0,4","24,4",,,
16/07/2014 23.00,"1,7","9,4","11,9","0,4",,,,
17/07/2014 0.00,"1,5","8,1","10,3","0,4","22,0",,,
17/07/2014 1.00,,"6,8","8,6","0,4",,,,
17/07/2014 2.00,"1,7",,,"0,4","25,2",,,
17/07/2014 3.00,"1,6","6,1","7,2",,,,,
17/07/2014 4.00,"1,4","6,9","8,4","0,4","20,8",,,
17/07/2014 5.00,"1,6","8,3","10,6","0,4",,,,
17/07/2014 6.00,"1,6","14,3","17,7","0,4","12,0",,,
17/07/2014 7.00,"1,8","14,8","20,7","0,5",,,,
17/07/2014 8.00,"1,7","11,4","16,3","0,4","9,8",,,
17/07/2014 9.00,"1,7","11,6","16,9","0,4",,,,
17/07/2014 10.00,"1,6","10,7","15,6","0,5","28,6",,,
17/07/2014 11.00,"1,5","10,0","14,3","0,5",,,,
17/07/2014 12.00,"1,7","8,8","12,6","0,4","19,3",,,
17/07/2014 13.00,"1,7","8,1","11,6","0,4",,,,
17/07/2014 14.00,"1,5","7,3","10,3","0,4","18,6",,,
17/07/2014 15.00,"1,8","5,9","8,4","0,4",,,,
17/07/2014 16.00,"1,9","6,6","9,3","0,4","18,3",,,
17/07/2014 17.00,"1,7","8,2","11,1","0,4",,,,
17/07/2014 18.00,"1,7","10,4","13,5","0,5","21,5",,,
17/07/2014 19.00,"2,2","11,9","15,0","0,5",,,,
17/07/2014 20.00,"1,7","15,1","19,1","0,5","17,8",,,
17/07/2014 21.00,"2,0","15,3","18,8","0,5",,,,
17/07/2014 22.00,"1,7","13,9","16,5","0,5","38,8",,,
17/07/2014 23.00,"1,7","11,3","13,6","0,4",,,,
18/07/2014 0.00,"1,9","9,5","11,2","0,4","28,1",,,
18/07/2014 1.00,"1,7","8,0","9,4","0,4",,,,
18/07/2014 2.00,"2,0","6,6","7,9","0,4","15,1",,,
18/07/2014 3.00,"1,7","5,8","7,0","0,4",,,,
18/07/2014 4.00,"1,6","6,7","8,3","0,4","20,3",,,
18/07/2014 5.00,"1,9","8,4","11,1","0,4",,,,
18/07/2014 6.00,"1,7","9,5","12,5","0,4","22,0",,,
18/07/2014 7.00,"1,8","11,4","15,1","0,4",,,,
18/07/2014 8.00,"1,8","11,9","16,6","0,5","17,6",,,
18/07/2014 9.00,"1,9","11,6","16,3","0,5",,,,
18/07/2014 10.00,"1,7","14,6","19,7","0,6","24,9",,,
18/07/2014 11.00,"1,7","11,5","16,0","0,5",,,,
18/07/2014 12.00,"1,7","9,5","13,3","0,5","23,7",,,
18/07/2014 13.00,"1,7","8,0","11,1","0,4",,,,
18/07/2014 14.00,"1,7","7,0","9,8","0,4","13,7",,,
18/07/2014 15.00,"1,6","6,5","9,1","0,4",,,,
18/07/2014 16.00,"1,7","7,1","9,9","0,4","18,3",,,
18/07/2014 17.00,"1,7","9,6","13,1","0,4",,,,
18/07/2014 18.00,"1,9","10,6","14,0","0,5","19,3",,,
18/07/2014 19.00,"1,9","11,9","16,1","0,5",,,,
18/07/2014 20.00,"1,9","12,5","16,1","0,5","17,6",,,
18/07/2014 21.00,"2,0","9,8","12,3","0,5",,,,
18/07/2014 22.00,"1,9","8,8","11,1","0,5","34,2",,,
18/07/2014 23.00,"2,0","8,8","11,1","0,5",,,,
19/07/2014 0.00,"1,9","8,8","10,6","0,4","36,1",,,
19/07/2014 1.00,,"7,9","9,7","0,4",,,,
19/07/2014 2.00,"2,0",,,"0,4","20,0",,,
19/07/2014 3.00,"1,7","6,8","8,2",,,,,
19/07/2014 4.00,"1,9","7,4","8,9","0,4","16,4",,,
19/07/2014 5.00,"1,9","8,2","9,8","0,4",,,,
19/07/2014 6.00,"1,8","9,7","12,5","0,4","9,8",,,
19/07/2014 7.00,"1,8","9,9","13,0","0,4",,,,
19/07/2014 8.00,"1,9","8,7","11,8","0,5","24,7",,,
19/07/2014 9.00,"1,9","10,2","14,0","0,5",,,,
19/07/2014 10.00,"1,8","11,6","15,8","0,6","14,4",,,
19/07/2014 11.00,"1,6","8,8","12,8","0,5",,,,
19/07/2014 12.00,"1,9","7,7","11,6","0,5","31,0",,,
19/07/2014 13.00,"1,7","6,3","9,1","0,5",,,,
19/07/2014 14.00,"2,1","5,9","8,3","0,4","26,1",,,
19/07/2014 15.00,"1,7","6,9","9,5","0,4",,,,
19/07/2014 16.00,"1,9","7,1","9,8","0,4","14,4",,,
19/07/2014 17.00,"1,9","5,4","7,7","0,5",,,,
19/07/2014 18.00,"2,2","7,4","10,3","0,5","16,8",,,
19/07/2014 19.00,"1,9","9,6","12,3","0,5",,,,
19/07/2014 20.00,"1,9","11,9","15,3","0,5","25,4",,,
19/07/2014 21.00,"2,0","12,8","15,9","0,5",,,,
19/07/2014 22.00,"2,0","9,4","11,3","0,5","27,6",,,
19/07/2014 23.00,"2,1","10,2","12,6","0,5",,,,
20/07/2014 0.00,"2,0","11,7","14,2","0,5","23,7",,,
20/07/2014 1.00,"2,1","10,6","12,9","0,4",,,,
20/07/2014 2.00,"2,1","8,4","10,1","0,4","16,8",,,
20/07/2014 3.00,"2,1","8,4","10,1","0,4",,,,
20/07/2014 4.00,"1,9","6,6","8,3","0,4","10,3",,,
20/07/2014 5.00,"1,7","7,5","9,7","0,4",,,,
20/07/2014 6.00,"1,8","8,2","10,6","0,4","6,6",,,
20/07/2014 7.00,"2,1","7,5","9,9","0,4",,,,
20/07/2014 8.00,"2,1","7,2","9,9","0,4","5,9",,,
20/07/2014 9.00,"1,6","8,6","11,9","0,4",,,,
20/07/2014 10.00,"2,3","7,5","10,7","0,5","3,9",,,
20/07/2014 11.00,"1,9","7,3","10,0","0,5",,,,
20/07/2014 12.00,"2,1","6,2","8,6","0,4","9,3",,,
20/07/2014 13.00,"1,7","4,7","6,6","0,4",,,,
20/07/2014 14.00,"1,9","4,4","6,2","0,4","13,4",,,
20/07/2014 15.00,"2,1","4,2","5,7","0,4",,,,
20/07/2014 16.00,"2,0","4,2","5,7","0,4","22,5",,,
20/07/2014 17.00,"1,9","4,5","6,5","0,4",,,,
20/07/2014 18.00,"2,1","6,6","8,7","0,5","12,9",,,
20/07/2014 19.00,"1,9","10,2","12,5","0,5",,,,
20/07/2014 20.00,"2,0","16,5","20,4","0,5","15,1",,,
20/07/2014 21.00,"2,4","49,0","58,3","0,7",,,,
20/07/2014 22.00,"2,2","40,1","46,1","0,6","23,4",,,
20/07/2014 23.00,"2,3","33,8","39,2","0,6",,,,
21/07/2014 0.00,"2,3","44,7","52,9","0,6","25,6",,,
21/07/2014 1.00,,"34,3","40,1","0,6",,,,
21/07/2014 2.00,"2,1",,,"0,5","16,1",,,
21/07/2014 3.00,"2,3","25,0","29,2",,,,,
21/07/2014 4.00,"2,1","26,6","32,4","0,5","11,5",,,
21/07/2014 5.00,"2,3","46,0","77,6","0,6",,,,
21/07/2014 6.00,"2,0","40,7","52,4","0,6","34,7",,,
21/07/2014 7.00,"2,3","49,3","74,4","0,7",,,,
21/07/2014 8.00,"2,1","27,4","37,0","0,6","25,9",,,
21/07/2014 9.00,"2,4","31,9","48,0","0,7",,,,
21/07/2014 10.00,"2,1","24,4","34,8","0,6","32,7",,,
21/07/2014 11.00,"1,8","11,2","15,0","0,5",,,,
21/07/2014 12.00,"1,9","10,9","15,4","0,5","20,3",,,
21/07/2014 13.00,"1,5","7,5","10,9","0,4",,,,
21/07/2014 14.00,"1,7","5,8","8,3","0,4","20,3",,,
21/07/2014 15.00,"1,6","7,3","10,8","0,4",,,,
21/07/2014 16.00,"1,7","13,1","16,1","0,5","23,2",,,
21/07/2014 17.00,"1,6","20,2","25,3","0,5",,,,
21/07/2014 18.00,"2,0","19,6","26,0","0,6","18,8",,,
21/07/2014 19.00,"1,9","23,5","32,4","0,6",,,,
21/07/2014 20.00,"1,9","34,5","42,3","0,7","19,3",,,
21/07/2014 21.00,"2,1","42,5","51,2","0,6",,,,
21/07/2014 22.00,"2,2","20,2","24,8","0,5","20,3",,,
21/07/2014 23.00,"1,7","6,4","8,2","0,4",,,,
22/07/2014 0.00,"1,9","8,2","9,9","0,4","19,5",,,
22/07/2014 1.00,"1,7","7,9","9,8","0,4",,,,
22/07/2014 2.00,"1,9","8,6","10,6","0,4","15,9",,,
22/07/2014 3.00,"1,8","10,8","12,1","0,4",,,,
22/07/2014 4.00,"2,0","18,9","23,1","0,4","23,7",,,
22/07/2014 5.00,"1,8","19,4","25,0","0,5",,,,
22/07/2014 6.00,"1,8","10,9","14,0","0,5","21,7",,,
22/07/2014 7.00,"1,6","14,1","19,7","0,5",,,,
22/07/2014 8.00,"1,6","14,6","20,1","0,5","26,4",,,
22/07/2014 9.00,"1,6","15,0","20,4","0,5",,,,
22/07/2014 10.00,"2,2","18,8","30,5","0,5","15,1",,,
22/07/2014 11.00,"1,6","11,8","17,8","0,4",,,,
22/07/2014 12.00,"1,7","12,4","18,7","0,4","9,3",,,
22/07/2014 13.00,"1,5","16,4","25,0","0,4",,,,
22/07/2014 14.00,"1,5","13,6","19,9","0,4","5,4",,,
22/07/2014 15.00,"1,8","12,6","17,2","0,4",,,,
22/07/2014 16.00,"1,9","12,4","16,5","0,4","3,2",,,
22/07/2014 17.00,"2,0","14,4","19,5","0,5",,,,
22/07/2014 18.00,"1,9","7,5","10,9","0,4","3,4",,,
22/07/2014 19.00,"1,9","10,0","15,3","0,4",,,,
22/07/2014 20.00,"1,8","19,5","23,8","0,5","3,2",,,
22/07/2014 21.00,"1,9","13,5","16,1","0,4",,,,
22/07/2014 22.00,"1,9","11,4","13,2","0,4","12,5",,,
22/07/2014 23.00,"1,8","14,2","16,0","0,4",,,,
23/07/2014 0.00,"1,9","8,9","10,8","0,4","14,2",,,
23/07/2014 1.00,,"6,6","8,3","0,4",,,,
23/07/2014 2.00,"1,9",,,"0,4","16,8",,,
23/07/2014 3.00,"1,8","5,3","6,5",,,,,
23/07/2014 4.00,"1,8","5,7","6,9","0,4","11,5",,,
23/07/2014 5.00,"1,8","6,3","7,8","0,4",,,,
23/07/2014 6.00,"1,9","12,7","16,5","0,4","10,5",,,
23/07/2014 7.00,"1,8","14,3","19,1","0,4",,,,
23/07/2014 8.00,"2,0","11,7","16,1","0,4","13,7",,,
23/07/2014 9.00,"2,1","24,0","35,5","0,5",,,,
23/07/2014 10.00,"1,8","14,2","23,3","0,5","15,1",,,
23/07/2014 11.00,"1,8","5,8","9,6","0,4",,,,
23/07/2014 12.00,"1,6","6,8","10,6","0,4","19,3",,,
23/07/2014 13.00,"1,5","7,1","10,6","0,4",,,,
23/07/2014 14.00,"1,7","5,1","7,9","0,4","11,0",,,
23/07/2014 15.00,"1,5","4,8","7,3","0,4",,,,
23/07/2014 16.00,"1,6","5,0","7,9","0,4","6,8",,,
23/07/2014 17.00,"1,6","5,2","7,9","0,4",,,,
23/07/2014 18.00,"1,5","5,1","7,6","0,4","11,0",,,
23/07/2014 19.00,"1,8","6,4","9,3","0,4",,,,
23/07/2014 20.00,"1,9","13,3","16,4","0,4","15,4",,,
23/07/2014 21.00,"1,9","22,1","24,9","0,5",,,,
23/07/2014 22.00,"2,0","27,6","31,8","0,5","10,3",,,
23/07/2014 23.00,"1,9","15,8","20,3","0,5",,,,
24/07/2014 0.00,"1,9","13,1","16,0","0,5","18,1",,,
24/07/2014 1.00,"1,8","10,5","13,0","0,4",,,,
24/07/2014 2.00,"1,7","8,7","11,2","0,4","13,7",,,
24/07/2014 3.00,"1,8","10,2","13,1","0,4",,,,
24/07/2014 4.00,"1,6","13,5","15,8","0,4","11,0",,,
24/07/2014 5.00,"1,8","19,4","24,3","0,4",,,,
24/07/2014 6.00,"1,9","25,6","37,2","0,5","9,8",,,
24/07/2014 7.00,"2,0","25,6","40,0","0,5",,,,
24/07/2014 8.00,"1,8","13,4","20,3","0,5","12,7",,,
24/07/2014 9.00,"1,7","10,0","15,3","0,4",,,,
24/07/2014 10.00,"1,8","7,4","11,2","0,4","10,3",,,
24/07/2014 11.00,"1,7","6,6","10,0","0,4",,,,
24/07/2014 12.00,"1,5","6,8","10,2","0,4","6,8",,,
24/07/2014 13.00,"1,6","6,8","10,9","0,5",,,,
24/07/2014 14.00,"1,6","6,4","9,4","0,5","6,6",,,
24/07/2014 15.00,"1,7","6,0","8,7","0,4",,,,
24/07/2014 16.00,"1,7","7,6","10,7","0,5","8,5",,,
24/07/2014 17.00,"1,6","8,9","12,7","0,5",,,,
24/07/2014 18.00,"1,6","7,0","11,3","0,5","18,1",,,
24/07/2014 19.00,"2,0","10,0","13,6","0,5",,,,
24/07/2014 20.00,"2,1","20,9","26,4","0,6","11,0",,,
24/07/2014 21.00,"1,9","40,3","48,5","0,6",,,,
24/07/2014 22.00,"1,8","37,2","45,6","0,7","9,8",,,
24/07/2014 23.00,"2,0","48,9","57,5","0,6",,,,
25/07/2014 0.00,"2,1","35,9","42,4","0,6","16,1",,,
25/07/2014 1.00,,"40,7","50,8","0,6",,,,
25/07/2014 2.00,"1,9",,,"0,5","31,7",,,
25/07/2014 3.00,"1,7","17,1","19,6",,,,,
25/07/2014 4.00,"2,0","21,4","28,5","0,6","26,6",,,
25/07/2014 5.00,"1,7","25,0","33,3","0,6",,,,
25/07/2014 6.00,"2,1","29,6","42,1","0,6","15,4",,,
25/07/2014 7.00,"2,2","32,0","51,0","0,6",,,,
25/07/2014 8.00,"1,7","12,7","18,6","0,5","19,8",,,
25/07/2014 9.00,"1,7","9,5","14,8","0,5",,,,
25/07/2014 10.00,"1,6","7,9","11,3","0,5","27,4",,,
25/07/2014 11.00,"1,6","6,5","9,6","0,5",,,,
25/07/2014 12.00,"1,7","6,2","9,3","0,5","15,4",,,
25/07/2014 13.00,"1,8","6,0","9,0","0,5",,,,
25/07/2014 14.00,"1,7","4,7","6,9","0,5","19,0",,,
25/07/2014 15.00,"1,8","4,6","6,9","0,5",,,,
25/07/2014 16.00,"1,6","4,8","7,3","0,5","11,2",,,
25/07/2014 17.00,"1,6","4,4","6,6","0,5",,,,
25/07/2014 18.00,"2,1","7,7","10,4","0,5","7,3",,,
25/07/2014 19.00,"1,8","5,8","8,4","0,5",,,,
25/07/2014 20.00,"2,2","11,2","14,4","0,5","16,1",,,
25/07/2014 21.00,"1,9","25,4","28,5","0,6",,,,
25/07/2014 22.00,"1,9","24,3","28,6","0,6","30,0",,,
25/07/2014 23.00,"1,7","20,4","24,0","0,5",,,,
26/07/2014 0.00,"2,1","14,2","17,2","0,6","33,9",,,
26/07/2014 1.00,"1,8","11,9","15,1","0,5",,,,
26/07/2014 2.00,"1,9","14,3","17,6","0,5","39,8",,,
26/07/2014 3.00,"1,9","15,5","17,7","0,5",,,,
26/07/2014 4.00,"2,2","32,0","47,7","0,6","20,5",,,
26/07/2014 5.00,"1,9","30,7","44,7","0,5",,,,
26/07/2014 6.00,"2,2","31,6","50,8","0,6","11,0",,,
26/07/2014 7.00,"2,3","29,6","47,3","0,6",,,,
26/07/2014 8.00,"1,8","15,0","21,0","0,5","6,1",,,
26/07/2014 9.00,"2,0","11,8","16,2","0,5",,,,
26/07/2014 10.00,"1,7","11,5","16,0","0,5","7,6",,,
26/07/2014 11.00,"1,8","10,4","14,6","0,5",,,,
26/07/2014 12.00,"1,9","12,0","17,1","0,5","5,9",,,
26/07/2014 13.00,"1,7","16,7","22,8","0,5",,,,
26/07/2014 14.00,"2,0","14,0","18,2","0,5","4,4",,,
26/07/2014 15.00,"1,9","15,1","18,9","0,5",,,,
26/07/2014 16.00,"2,1","15,0","18,8","0,5","3,2",,,
26/07/2014 17.00,"2,2","15,8","20,5","0,5",,,,
26/07/2014 18.00,"2,0","22,1","28,7","0,6","3,2",,,
26/07/2014 19.00,"1,9","20,8","26,4","0,6",,,,
26/07/2014 20.00,"2,2","30,3","38,3","0,7","4,6",,,
26/07/2014 21.00,"1,9","20,3","23,3","0,6",,,,
26/07/2014 22.00,"1,9","19,9","23,3","0,6","23,2",,,
26/07/2014 23.00,"2,1","19,8","23,4","0,6",,,,
27/07/2014 0.00,"1,7","14,7","17,2","0,5","16,8",,,
27/07/2014 1.00,,"14,3","17,2","0,5",,,,
27/07/2014 2.00,"1,9",,,"0,5","15,4",,,
27/07/2014 3.00,"2,1","14,9","16,8",,,,,
27/07/2014 4.00,"1,9","9,9","12,0","0,5","11,5",,,
27/07/2014 5.00,"2,0","9,4","12,9","0,5",,,,
