"NetC","Regione-Provincia Lecce","","",""
02/01/2012 22.00,"1,57592184","40,03156312","60,02787096","57,09999"
02/01/2012 23.00,"0,83880431","33,38644536","49,54053184","57,09999"
03/01/2012 0.00,"1,09825525","24,62581432","42,39550256","57,09999"
03/01/2012 1.00,"1,0728333","20,71013392","39,45654824","18,7"
03/01/2012 2.00,"0,91580036","12,42582797","32,4451104","18,7"
03/01/2012 3.00,"0,94815622","7,51597831","27,81231528","18,7"
03/01/2012 4.00,"1,10895917","6,40240274","27,26240496","18,7"
03/01/2012 5.00,"1,14703159","8,24797795","31,69545344","18,7"
03/01/2012 6.00,"1,11491981","7,1006575","31,70323528","18,7"
03/01/2012 7.00,"1,04509971","10,27784128","34,28680616","18,7"
03/01/2012 8.00,"1,14180116","17,07869335","40,48375112","18,7"
03/01/2012 9.00,"1,08025333","13,95861336","35,45150096","18,7"
03/01/2012 10.00,"1,30321228","11,16039945","28,75391792","18,7"
03/01/2012 11.00,"0,9272345","12,56989334","25,96283768","18,7"
03/01/2012 12.00,"1,06030488","9,39789108","19,35473624","18,7"
03/01/2012 13.00,"0,91008381","8,81644614","15,80493234","18,7"
03/01/2012 14.00,"0,89195985","7,96114736","15,7452722","18,7"
03/01/2012 15.00,"0,9297892","8,31287123","18,03313698","18,7"
03/01/2012 16.00,"1,06054794","8,80087099","20,82032248","18,7"
03/01/2012 17.00,"0,86702403","9,3187209","22,34426296","18,7"
03/01/2012 18.00,"0,852306","19,61342984","31,589108","18,7"
03/01/2012 19.00,"1,09253869","30,69595544","40,6432884","18,7"
03/01/2012 20.00,"1,05665588","16,27920776","24,60229672","18,7"
03/01/2012 21.00,"1,12927273","17,45508202","26,19629288","18,7"
03/01/2012 22.00,"1,14666648","14,65427544","24,8993068","18,7"
03/01/2012 23.00,"1,19726732","15,84052613","26,87719432","18,7"
04/01/2012 0.00,"1,00289218","14,51409716","27,81101512","18,7"
04/01/2012 1.00,,"13,52382838","30,44775872","47,09999"
04/01/2012 2.00,"1,76566252",,,"47,09999"
04/01/2012 3.00,"1,7202677","15,29541493","35,48000888","47,09999"
04/01/2012 4.00,"1,45843292","18,28961075","39,23993776","47,09999"
04/01/2012 5.00,"1,35929067","14,77367219","36,46962184","47,09999"
04/01/2012 6.00,"1,427928","13,64581781","34,45542544","47,09999"
04/01/2012 7.00,"1,51581104","13,31746049","37,10773272","47,09999"
04/01/2012 8.00,"1,46860088","16,52839681","45,34612008","47,09999"
04/01/2012 9.00,"1,65163139","20,98787104","51,3407372","47,09999"
04/01/2012 10.00,"1,48494306","21,49793528","48,98153952","47,09999"
04/01/2012 11.00,"1,24707591","16,37265485","33,52936736","47,09999"
04/01/2012 12.00,"1,22528669","19,43951432","32,69152896","47,09999"
04/01/2012 13.00,"1,45080644","15,54460589","25,14444432","47,09999"
04/01/2012 14.00,"1,30772267","9,58997634","16,86715541","47,09999"
04/01/2012 15.00,"1,22492362","9,66006261","16,13566245","47,09999"
04/01/2012 16.00,"1,25542853","12,13380438","20,33396704","47,09999"
04/01/2012 17.00,"1,82013507","24,20790848","36,52017512","47,09999"
04/01/2012 18.00,"1,95886099","33,50066824","48,949112","47,09999"
04/01/2012 19.00,"1,8985773","31,06066944","47,00495216","47,09999"
04/01/2012 20.00,"1,72535169","24,87890576","37,63557856","47,09999"
04/01/2012 21.00,"1,54631596","30,97501184","48,73122048","47,09999"
04/01/2012 22.00,"1,68649415","24,36234072","36,70955872","47,09999"
04/01/2012 23.00,"1,64073627","19,42913216","32,39191856","47,09999"
05/01/2012 0.00,"1,59425225","19,32531056","35,85875696","47,09999"
05/01/2012 1.00,"1,902209","19,72245208","41,0920348","32,2"
05/01/2012 2.00,"1,87932956","17,62120806","38,04673504","32,2"
05/01/2012 3.00,"1,89204002","15,51476148","37,19073264","32,2"
05/01/2012 4.00,"1,43119562","13,87684094","36,14796608","32,2"
05/01/2012 5.00,"1,50528001","10,82035598","33,03134872","32,2"
05/01/2012 6.00,"1,34004395","10,82295057","32,49566368","32,2"
05/01/2012 7.00,"1,37890148","16,21950747","41,076452","32,2"
05/01/2012 8.00,"1,94687666","21,56024736","73,81471024","32,2"
05/01/2012 9.00,"1,72644089","23,3435124","86,33179032","32,2"
05/01/2012 10.00,"1,85318249","21,33440192","59,16668704","32,2"
05/01/2012 11.00,"1,41340118","13,85997519","28,81487248","32,2"
05/01/2012 12.00,"1,45407507","30,67649128","41,62640056","32,2"
05/01/2012 13.00,"1,46605838","14,5374618","21,58424296","32,2"
05/01/2012 14.00,"1,41884823","9,93650913","16,55069264","32,2"
05/01/2012 15.00,"1,26196581","9,30184941","16,11361326","32,2"
05/01/2012 16.00,"1,67959381","15,97810026","26,33246552","32,2"
05/01/2012 17.00,"1,50310058","17,57708101","27,83696096","32,2"
05/01/2012 18.00,"1,69484677","18,18577577","28,58011712","32,2"
05/01/2012 19.00,"1,6269366","20,75946352","31,68637144","32,2"
05/01/2012 20.00,"1,70356246","23,42138816","35,48000888","32,2"
05/01/2012 21.00,"2,00207637","33,5811252","46,7520328","32,2"
05/01/2012 22.00,"1,64582127","21,2682276","30,7810968","32,2"
05/01/2012 23.00,"1,45044337","13,13186647","22,2807272","32,2"
06/01/2012 0.00,"1,56810518","7,56010536","18,30420314","32,2"
06/01/2012 1.00,,"5,57695602","17,64793399","5,1"
06/01/2012 2.00,"0,99283303",,,"5,1"
06/01/2012 3.00,"0,91800217","4,5555312","19,27951816","5,1"
06/01/2012 4.00,"0,83642453","4,14799987","19,37938192","5,1"
06/01/2012 5.00,"0,97510875","4,39199975","20,30412072","5,1"
06/01/2012 6.00,"0,74892999","4,22327531","20,22760248","5,1"
06/01/2012 7.00,"0,90794201","4,30504199","20,23798464","5,1"
06/01/2012 8.00,"1,02464174","7,12402022","23,38444832","5,1"
06/01/2012 9.00,"0,86255228","4,95268037","20,10569336","5,1"
06/01/2012 10.00,"0,88042402","5,77682885","20,46105768","5,1"
06/01/2012 11.00,"1,01949267","4,86961735","19,97080176","5,1"
06/01/2012 12.00,"0,94256069","5,32257398","20,48312216","5,1"
06/01/2012 13.00,"1,08947142","4,76708444","17,6349649","5,1"
06/01/2012 14.00,"0,8553326","6,33491488","17,952724","5,1"
06/01/2012 15.00,"0,85613094","9,13053038","20,02009312","5,1"
06/01/2012 16.00,"0,86483036","10,57506168","20,54407672","5,1"
06/01/2012 17.00,"0,93903983","5,86638119","16,00207483","5,1"
06/01/2012 18.00,"0,91791369","6,29078592","16,96961566","5,1"
06/01/2012 19.00,"0,89122354","5,88455284","17,99422587","5,1"
06/01/2012 20.00,"0,91181779","9,18244501","21,89291624","5,1"
06/01/2012 21.00,"0,89915411","10,86967985","23,2171292","5,1"
06/01/2012 22.00,"0,87601532","6,42187073","19,05385436","5,1"
06/01/2012 23.00,"0,69010671","5,44976404","18,6206659","5,1"
07/01/2012 0.00,"1,06088762","7,49780858","21,75284312","5,1"
07/01/2012 1.00,"1,03313369","12,63737165","28,6916632","11,6"
07/01/2012 2.00,"1,00650354","13,71201507","30,59043216","11,6"
07/01/2012 3.00,"0,91199577","7,8339573","25,3247268","11,6"
07/01/2012 4.00,"1,10713569","7,12012739","25,69047328","11,6"
07/01/2012 5.00,"0,9446913","6,66457427","26,64503928","11,6"
07/01/2012 6.00,"1,09032875","4,90855332","23,56083032","11,6"
07/01/2012 7.00,"1,00730189","4,81121149","23,94992232","11,6"
07/01/2012 8.00,"1,08467728","8,05718903","27,4167416","11,6"
07/01/2012 9.00,"0,98002086","8,26225486","26,77214904","11,6"
07/01/2012 10.00,"1,07346282","6,01563765","20,3080212","11,6"
07/01/2012 11.00,"1,20608166","6,08053093","18,31457956","11,6"
07/01/2012 12.00,"1,07941024","4,72814847","14,48461221","11,6"
07/01/2012 13.00,"1,17190639","4,46597886","12,54693214","11,6"
07/01/2012 14.00,"0,97425142","5,76125561","14,52871058","11,6"
07/01/2012 15.00,"1,39048105","5,31997748","13,63379706","11,6"
07/01/2012 16.00,"1,10704721","6,01304115","16,82694987","11,6"
07/01/2012 17.00,"1,3907475","5,56397927","18,82558833","11,6"
07/01/2012 18.00,"1,11802471","5,92348881","19,47146384","11,6"
07/01/2012 19.00,"1,08497323","5,84691321","19,7334652","11,6"
07/01/2012 20.00,"0,99623591","7,73921196","20,9785596","11,6"
07/01/2012 21.00,"1,13752365","9,20061474","21,75804376","11,6"
07/01/2012 22.00,"1,10719468","7,57568051","19,69585616","11,6"
07/01/2012 23.00,"0,9303994","6,97736218","18,95917594","11,6"
08/01/2012 0.00,"0,93838895","7,65744528","20,49478536","11,6"
08/01/2012 1.00,,"8,73597771","22,99145584","29,6"
08/01/2012 2.00,"0,53873338",,,"29,6"
08/01/2012 3.00,"0,55483554","7,84044662","24,27157808","29,6"
08/01/2012 4.00,"0,65910956","6,92674389","23,94084032","29,6"
08/01/2012 5.00,"0,71171287","6,18306193","21,71135272","29,6"
08/01/2012 6.00,"0,57538402","6,09221134","19,45331896","29,6"
08/01/2012 7.00,"0,67118644","6,3556792","17,58568118","29,6"
08/01/2012 8.00,"0,6110736","7,00591407","17,32109671","29,6"
08/01/2012 9.00,"0,6191852","9,87680693","19,93837424","29,6"
08/01/2012 10.00,"0,73802876","9,12014822","16,01634026","29,6"
08/01/2012 11.00,"0,79609946","10,55169704","16,65445114","29,6"
08/01/2012 12.00,"0,65427271","9,10327482","20,18741224","29,6"
08/01/2012 13.00,"0,80709425","5,1811051","18,44297992","29,6"
08/01/2012 14.00,"0,78152891","4,83067947","17,52731547","29,6"
08/01/2012 15.00,"0,6220389","4,86961735","18,7114534","29,6"
08/01/2012 16.00,"0,6859665","5,44197838","19,6647288","29,6"
08/01/2012 17.00,"0,63525685","6,1791691","21,44286968","29,6"
08/01/2012 18.00,"0,77383835","7,11233982","24,98490704","29,6"
08/01/2012 19.00,"0,73983089","21,33052056","42,71323872","29,6"
08/01/2012 20.00,"0,98181485","30,66090848","57,40927224","29,6"
08/01/2012 21.00,"1,29064216","26,06126744","50,57031592","29,6"
08/01/2012 22.00,"0,87549869","20,77892768","40,70164264","29,6"
08/01/2012 23.00,"0,71838134","14,65556604","32,51124648","29,6"
09/01/2012 0.00,"0,89060927","13,23439938","33,16494016","29,6"
09/01/2012 1.00,"0,74352667","9,57829784","31,38159864","29,4"
09/01/2012 2.00,"0,85936602","8,40242358","30,11704008","29,4"
09/01/2012 3.00,"0,6553548","7,59385025","29,27660136","29,4"
09/01/2012 4.00,"0,69248547","6,2674251","27,68262432","29,4"
09/01/2012 5.00,"0,84389541","5,7132319","24,84613408","29,4"
09/01/2012 6.00,"0,61969573","6,51661798","22,55179144","29,4"
09/01/2012 7.00,"0,79057105","10,43878006","24,02774072","29,4"
09/01/2012 8.00,"0,73027821","13,8612677","25,25987176","29,4"
09/01/2012 9.00,"0,59512196","19,578402","34,41261576","29,4"
09/01/2012 10.00,"0,55369446","10,61269749","20,07586616","29,4"
09/01/2012 11.00,"0,58538825","9,29795466","17,45209166","29,4"
09/01/2012 12.00,"0,64862531","5,24210554","16,95016298","29,4"
09/01/2012 13.00,"0,73914035","4,29985091","19,53501872","29,4"
09/01/2012 14.00,"0,65304113","7,66523286","24,2287684","29,4"
09/01/2012 15.00,"0,76164147","6,69572266","25,35843536","29,4"
09/01/2012 16.00,"0,6596201","5,58474359","25,90964584","29,4"
09/01/2012 17.00,"0,67220751","5,35372237","25,3156448","29,4"
09/01/2012 18.00,"0,73577611","17,28116268","36,7186216","29,4"
09/01/2012 19.00,"1,00780124","29,58108736","49,81679672","29,4"
09/01/2012 20.00,"0,85143545","17,09816325","32,65910144","29,4"
09/01/2012 21.00,"1,0625972","25,87695064","43,35655024","29,4"
09/01/2012 22.00,"0,92846201","24,25721896","40,29048616","29,4"
09/01/2012 23.00,"0,89595666","23,92885208","39,5953212","29,4"
10/01/2012 0.00,"0,80222791","14,50501325","30,51909544","29,4"
10/01/2012 1.00,,"9,50042399","28,43098112","12,6"
10/01/2012 2.00,"1,91686397",,,"12,6"
10/01/2012 3.00,"1,83414221","6,10908474","25,06272544","12,6"
10/01/2012 4.00,"1,81648607","4,83327597","22,9032744","12,6"
10/01/2012 5.00,"1,72541983","4,53606322","21,71913456","12,6"
10/01/2012 6.00,"1,73334124","4,31802065","20,73342208","12,6"
10/01/2012 7.00,"1,81950962","9,43423246","25,97190056","12,6"
10/01/2012 8.00,"1,84212464","16,89050284","34,26604184","12,6"
10/01/2012 9.00,"1,69984126",,,"12,6"
10/01/2012 10.00,"1,71532102","18,4258809","26,44919312","12,6"
10/01/2012 11.00,"1,57594015","10,01697756","13,66233175","12,6"
10/01/2012 12.00,"1,50996939","7,52506222","13,4016382","12,6"
10/01/2012 13.00,"1,64185192","6,65419211","13,74144649","12,6"
10/01/2012 14.00,"1,46165477","4,32840281","8,6456338","12,6"
10/01/2012 15.00,"1,56366496","3,75993462","8,45497872","12,6"
10/01/2012 16.00,"1,52030923","3,9014035","9,75324966","12,6"
10/01/2012 17.00,"1,32033856","4,83457422","12,24084579","12,6"
10/01/2012 18.00,"1,87296415","4,8994675","12,64679972","12,6"
10/01/2012 19.00,"1,47519918","4,74631821","12,27456774","12,6"
10/01/2012 20.00,"1,56934897","5,8521062","12,37443532","12,6"
10/01/2012 21.00,"1,29742046","5,35631886","10,61055031","12,6"
10/01/2012 22.00,"1,40118497","5,29791491","10,68966505","12,6"
10/01/2012 23.00,"1,64457239","4,86182978","12,61437411","12,6"
11/01/2012 0.00,"1,47737658","5,04223271","16,26016998","12,6"
11/01/2012 1.00,"1,70425606","4,91244615","17,50397186","12,1"
11/01/2012 2.00,"1,57811755","6,42057439","19,70103768","12,1"
11/01/2012 3.00,"1,3895749","5,37319035","19,5778284","12,1"
11/01/2012 4.00,"1,47544123","4,37123352","19,17575392","12,1"
11/01/2012 5.00,"1,50936428","4,22976464","20,2302028","12,1"
11/01/2012 6.00,"1,51988616","4,46338236","22,4752732","12,1"
11/01/2012 7.00,"1,76139824","7,18761717","21,3469064","12,1"
11/01/2012 8.00,"1,6664623","8,47899918","20,71915856","12,1"
11/01/2012 9.00,"1,47634839","7,32648764","18,16283368","12,1"
11/01/2012 10.00,"1,41491142","5,65353162","14,01510914","12,1"
11/01/2012 11.00,"1,44188124","5,05391503","10,47306986","12,1"
11/01/2012 12.00,"1,55078567","5,10972249","7,80130225","12,1"
11/01/2012 13.00,"1,32717178","6,1194669","10,55607743","12,1"
11/01/2012 14.00,"1,56245575","5,21355174","11,44580178","12,1"
11/01/2012 15.00,"1,59087581","5,74178571","11,01131507","12,1"
11/01/2012 16.00,"1,85693928","6,77748934","13,362729","12,1"
11/01/2012 17.00,"1,72257731","6,49584983","13,98397986","12,1"
11/01/2012 18.00,"1,76919863","5,96372302","12,1306037","12,1"
11/01/2012 19.00,"1,53651513","8,33104097","14,19408954","12,1"
11/01/2012 20.00,"1,54879032","5,33685088","10,87772746","12,1"
11/01/2012 21.00,"1,49787523","5,79370225","10,57553203","12,1"
11/01/2012 22.00,"1,67795135","5,68857475","10,79861081","12,1"
11/01/2012 23.00,"1,55894913","4,691809","11,68444423","12,1"
12/01/2012 0.00,"1,5145042","4,57889202","14,6104199","12,1"
12/01/2012 1.00,,"4,27908468","16,24331187","52,59999"
12/01/2012 2.00,"0,70242156",,,"52,59999"
12/01/2012 3.00,"0,824009","4,55034012","19,73994688","52,59999"
12/01/2012 4.00,"0,77335528","4,73853254","19,76459256","52,59999"
12/01/2012 5.00,"0,76862623","5,41731931","20,57260376","52,59999"
12/01/2012 6.00,"0,71024229","6,64770087","20,52461256","52,59999"
12/01/2012 7.00,"0,87357046","9,86123178","23,8785856","52,59999"
12/01/2012 8.00,"0,87502578","20,40383152","42,35009256","52,59999"
12/01/2012 9.00,,,,"52,59999"
12/01/2012 10.00,,,,"52,59999"
12/01/2012 11.00,,,,"52,59999"
12/01/2012 12.00,"0,7933617","6,22329806","24,47000544","52,59999"
12/01/2012 13.00,"1,22341744","6,68404226","21,43898832","52,59999"
12/01/2012 14.00,"1,16175978","6,05457362","44,44342664","52,59999"
12/01/2012 15.00,"1,55307596","7,37580768","74,96772272","52,59999"
12/01/2012 16.00,"1,29853408","8,33623205","104,25986864","52,59999"
12/01/2012 17.00,"1,39311203","7,54453021","119,53825912","52,59999"
12/01/2012 18.00,"1,59390749","26,34290504","135,53772216","52,59999"
12/01/2012 19.00,"1,91938207","34,4662856","124,4913716","52,59999"
12/01/2012 20.00,"1,61091376","29,2618216","106,87330496","52,59999"
12/01/2012 21.00,"1,68311975","26,73226472","91,55472424","52,59999"
12/01/2012 22.00,"2,71429062","29,84974248","100,05767504","52,59999"
12/01/2012 23.00,"1,58290355","21,50701728","79,46690728","52,59999"
13/01/2012 0.00,"1,57280982","20,49729008","84,76895976","52,59999"
13/01/2012 1.00,"1,65502004","18,2857141","61,97981264","87,69998"
13/01/2012 2.00,"1,44712998","16,14552837","71,70451232","87,69998"
13/01/2012 3.00,"1,3663751","12,94757262","66,0458336","87,69998"
13/01/2012 4.00,"1,44440239","13,10720932","68,078194","87,69998"
13/01/2012 5.00,"1,35982765","11,27979811","63,2171252","87,69998"
13/01/2012 6.00,"1,34482283","12,13639897","58,18745624","87,69998"
13/01/2012 7.00,"1,20850313","10,97999269","62,21974952","87,69998"
13/01/2012 8.00,"1,29535087","11,73794773","66,79157096","87,69998"
13/01/2012 9.00,"1,53306851","18,82433406","91,55732456","87,69998"
13/01/2012 10.00,"0,82055323","27,34745072","73,2167896","87,69998"
13/01/2012 11.00,"0,8836652","21,28769176","27,9614704","87,69998"
13/01/2012 12.00,"1,00679847","31,20213832","39,05319272","87,69998"
13/01/2012 13.00,"1,07009249","10,58284352","39,25031992","87,69998"
13/01/2012 14.00,"1,45831596","10,10263707","75,36975896","87,69998"
13/01/2012 15.00,"1,55734939","11,36287069","116,21281312","87,69998"
13/01/2012 16.00,"1,33527422","12,31680573","150,04307192","87,69998"
13/01/2012 17.00,"1,52197406","18,99564543","174,27577904","87,69998"
13/01/2012 18.00,"1,42557772","19,14359408","155,36975096","87,69998"
13/01/2012 19.00,"1,33727466","32,7517952","146,54644456","87,69998"
13/01/2012 20.00,"2,95237134","40,022462","159,97271888","87,69998"
13/01/2012 21.00,"2,11026585","37,1450932","149,72143528","87,69998"
13/01/2012 22.00,"3,2745722","31,78357752","131,9749396","87,69998"
13/01/2012 23.00,"2,20548044","25,72639976","94,4858776","87,69998"
14/01/2012 0.00,"2,58797414","26,60895984","105,03547144","87,69998"
14/01/2012 1.00,,"23,4538348","90,58847592","35,79999"
14/01/2012 2.00,"1,01588639",,,"35,79999"
14/01/2012 3.00,"1,05765661","17,61341666","70,35955416","35,79999"
14/01/2012 4.00,"1,05945263","18,18448326","55,38469368","35,79999"
14/01/2012 5.00,"0,86197157","14,69969118","50,84788096","35,79999"
14/01/2012 6.00,"0,56623001","9,57699959","43,7832704","35,79999"
14/01/2012 7.00,"0,79099819","7,90663815","39,17900232","35,79999"
14/01/2012 8.00,"0,54277188","6,79825558","35,68883752","35,79999"
14/01/2012 9.00,"0,71104877","7,37321118","34,8989712","35,79999"
14/01/2012 10.00,"0,73223288","8,29599974","32,39449976","35,79999"
14/01/2012 11.00,"0,6415114","7,74440304","31,2051784","35,79999"
14/01/2012 12.00,"0,61542026","5,80019158","31,10533376","35,79999"
14/01/2012 13.00,"0,92731992","5,19668025","35,06629032","35,79999"
14/01/2012 14.00,"0,80177026","4,99291458","40,64456944","35,79999"
14/01/2012 15.00,"0,94802503","5,95982828","47,92967184","35,79999"
14/01/2012 16.00,"0,65024844","5,08246693","53,37179744","35,79999"
14/01/2012 17.00,"0,64007539","5,59512766","53,82314416","35,79999"
14/01/2012 18.00,"0,70937377","5,96631761","46,67551456","35,79999"
14/01/2012 19.00,"0,751862","13,33044106","44,37078976","35,79999"
14/01/2012 20.00,"0,67382657","20,58552888","48,66248408","35,79999"
14/01/2012 21.00,"0,7714901","28,5817232","57,56358976","35,79999"
14/01/2012 22.00,"0,80428326","20,16112224","39,79114824","35,79999"
14/01/2012 23.00,"0,98596523","20,1416772","38,02729","35,79999"
15/01/2012 0.00,"0,77759413","15,02157064","31,6967536","35,79999"
15/01/2012 1.00,"0,79782023","11,60167566","27,24164064","27,29999"
15/01/2012 2.00,"0,46617348","13,96510269","28,1858436","27,29999"
15/01/2012 3.00,"0,55749296","10,64774062","22,60756448","27,29999"
15/01/2012 4.00,"0,71547679","9,40048949","19,56226472","27,29999"
15/01/2012 5.00,"0,66257652","7,10844698","15,11364491","27,29999"
15/01/2012 6.00,"0,58418311","13,84569446","21,76062496","27,29999"
15/01/2012 7.00,"0,65156546","10,61659223","17,51175179","27,29999"
15/01/2012 8.00,"0,63720338","7,73402088","14,48720679","27,29999"
15/01/2012 9.00,"0,52422079","10,17920502","16,9384883","27,29999"
15/01/2012 10.00,"0,60117819","12,44528639","16,39505775","27,29999"
15/01/2012 11.00,"0,53714686","7,93259546","8,26821265","27,29999"
15/01/2012 12.00,"0,63504938","5,63795646","9,39528502","27,29999"
15/01/2012 13.00,"1,03731051","7,59774308","19,0681217","27,29999"
15/01/2012 14.00,"0,99278726","6,55036095","32,6279932","27,29999"
15/01/2012 15.00,"1,12707398","4,88129776","45,95440376","27,29999"
15/01/2012 16.00,"1,4696128","6,85925411","57,29124448","27,29999"
15/01/2012 17.00,"1,02869347","6,93972254","63,02387936","27,29999"
15/01/2012 18.00,"0,8087123","11,32263074","62,49861472","27,29999"
15/01/2012 19.00,"0,77137009","19,89506744","60,196452","27,29999"
15/01/2012 20.00,"0,76550607","22,08977576","55,44176688","27,29999"
15/01/2012 21.00,"0,85921855","22,48563624","47,88688128","27,29999"
15/01/2012 22.00,"0,80990829","22,10273912","42,18147328","27,29999"
15/01/2012 23.00,"0,71092877","18,46871353","35,41515384","27,29999"
16/01/2012 0.00,"0,89668076","14,60884823","31,394562","27,29999"
16/01/2012 1.00,,"10,97869062","25,55428152","24,6"
16/01/2012 2.00,"0,27498968",,,"24,6"
16/01/2012 3.00,"0,29827085","8,48678484","23,60233984","24,6"
16/01/2012 4.00,"0,27725759","6,42057439","19,36251808","24,6"
16/01/2012 5.00,"0,2343229","6,56074502","16,2510918","24,6"
16/01/2012 6.00,"0,23749798","7,41214715","13,75311925","24,6"
16/01/2012 7.00,"0,24021947","9,17855218","14,11886573","24,6"
16/01/2012 8.00,"0,22222976","16,14552837","23,75667648","24,6"
16/01/2012 9.00,"0,22993963","18,98527092","24,7138428","24,6"
16/01/2012 10.00,"0,18231861","9,12923405","9,86219542","24,6"
16/01/2012 11.00,"0,35299663","3,04221188","3,04010868","24,6"
16/01/2012 12.00,"0,2308468","2,41274515","2,51094356","24,6"
16/01/2012 13.00,"0,28103676","3,72748989","11,1967829","24,6"
16/01/2012 14.00,"0,2969101","4,07402077","20,74380424","24,6"
16/01/2012 15.00,"0,33077417","3,63404089","23,38444832","24,6"
16/01/2012 16.00,"0,4545868","4,25572195","28,88360888","24,6"
16/01/2012 17.00,"0,46063388","5,03444705","36,47222216","24,6"
16/01/2012 18.00,"0,39729105","6,21810506","34,4178164","24,6"
16/01/2012 19.00,"0,30295718","9,51989198","30,57356832","24,6"
16/01/2012 20.00,"0,28799101","10,17271378","22,72169176","24,6"
16/01/2012 21.00,"0,33621613","13,14225054","22,34686328","24,6"
16/01/2012 22.00,"0,36206726","29,98212936","44,05819688","24,6"
16/01/2012 23.00,"0,36992867","26,35846872","34,02090432","24,6"
17/01/2012 0.00,"0,29297939","27,48631928","33,16882152","24,6"
17/01/2012 1.00,"0,21089122","22,06121048","24,41553256","46,09999"
17/01/2012 2.00,"0,24248738","18,7153099","20,79179544","46,09999"
17/01/2012 3.00,"0,26350063","11,75092638","11,82192277","46,09999"
17/01/2012 4.00,"0,32004075","7,09027534","7,08537297","46,09999"
17/01/2012 5.00,"0,2308468","6,14023313","6,13598658","46,09999"
17/01/2012 6.00,"0,24052152","6,40629749","6,40186738","46,09999"
17/01/2012 7.00,"0,25186005","8,90859498","9,35767216","46,09999"
17/01/2012 8.00,"0,27665248","16,03650613","17,63366856","46,09999"
17/01/2012 9.00,"0,25397643","19,623812","23,58029448","46,09999"
17/01/2012 10.00,"0,50734774","30,2780496","53,11107712","46,09999"
17/01/2012 11.00,"0,39048834","27,49410112","37,4734792","46,09999"
17/01/2012 12.00,"0,27468763","7,94687046","10,10083979","46,09999"
17/01/2012 13.00,"0,5093136","7,30053033","16,43785596","46,09999"
