, Brindisi,,,
07/01/2010 18.00,,"63,00873632","74,32188736","4,39560509"
07/01/2010 19.00,,"28,87221336","35,28492752",
07/01/2010 20.00,,"37,60724272","43,67143752","28,32722092"
07/01/2010 21.00,,"29,75477344","34,19164592",
07/01/2010 22.00,,"8,87091902","11,75819198","31,25761986"
07/01/2010 23.00,,"10,1494696","10,63515966",
08/01/2010 0.00,,"15,03202546","15,25278689","35,16482162"
08/01/2010 1.00,,"13,88288286","14,23067375",
08/01/2010 2.00,,,,"26,86202049"
08/01/2010 3.00,,"9,14785119","8,45378754",
08/01/2010 4.00,"0,06473408","8,37399214","8,33605041","21,97801971"
08/01/2010 5.00,"0,03236704","9,6926603","9,48495782",
08/01/2010 6.00,"0,05933992","12,74280315","12,945913","25,88521957"
08/01/2010 7.00,"0,11688178","12,52927673","14,21126504",
08/01/2010 8.00,"0,11148761","9,3730217","14,0611826","36,14162064"
08/01/2010 9.00,"0,08631279","4,52151481","10,72313843",
08/01/2010 10.00,"0,05214769","6,08346967","9,99084052","35,65322113"
08/01/2010 11.00,"0,07732149","10,15982308","13,85158534",
08/01/2010 12.00,,"11,28695855","14,22937933","35,16482162"
08/01/2010 13.00,"0,0217699","7,86800619","12,57458922",
08/01/2010 14.00,"0,02784546","7,24296574","12,18644366","35,16482162"
08/01/2010 15.00,"0,00556909","11,45260658","14,41180707",
08/01/2010 16.00,"0,02683253","10,35392741","13,24349094","32,23442078"
08/01/2010 17.00,"0,02936384","3,71401029","8,69185066",
08/01/2010 18.00,"0,03594587","8,59269052","12,48660854","33,21123123"
08/01/2010 19.00,"0,02582061","6,85603622","11,53177294",
08/01/2010 20.00,"0,04556567","7,88224103","11,90309864","37,6068306"
08/01/2010 21.00,"0,02632708","11,51084037","13,89686914",
08/01/2010 22.00,"0,03290809","10,54804512","11,82029566","32,23442078"
08/01/2010 23.00,"0,03392102","9,22161424","9,60657632",
09/01/2010 0.00,"0,01721374","8,63410253","8,70866862","36,63003159"
09/01/2010 1.00,"0,00202485","8,1294091","8,13938974",
09/01/2010 2.00,"0,02885839","7,79165621","7,73054486","37,11843109"
09/01/2010 3.00,"0,03493293","7,74118706","7,2712404",
09/01/2010 4.00,"0,05569092","8,603044","7,97895764","35,65322113"
09/01/2010 5.00,"0,04556567","8,27822962","8,07469913",
09/01/2010 6.00,"0,02835193","10,27628491","10,53941818","62,02685165"
09/01/2010 7.00,"0,07996366","11,82529362","14,33805932",
09/01/2010 8.00,"0,05062829","5,64995235","11,76854355","54,21244049"
09/01/2010 9.00,"0,09067775","5,36654998","13,73902207",
09/01/2010 10.00,"0,03189617","4,94209171","11,11516535","63,00365067"
09/01/2010 11.00,"0,05881006","2,51051527","8,50036578",
09/01/2010 12.00,"0,04657758","9,1362052","14,02366151","95,72647858"
09/01/2010 13.00,"0,05214668","9,53866399","13,88651758",
09/01/2010 14.00,"0,0450592","9,89065172","13,26936795","96,21488953"
09/01/2010 15.00,"0,03999658","11,3995505","12,87087274",
09/01/2010 16.00,"0,02582061","12,01423555","13,50613665","60,56166077"
09/01/2010 17.00,"0,01772021","15,607895","19,74878032",
09/01/2010 18.00,"0,02126344","13,60465245","19,2364408","35,16482162"
09/01/2010 19.00,"0,01316303","35,3219056","42,54322368",
09/01/2010 20.00,"0,01063172","38,13782272","47,186726","28,32722092"
09/01/2010 21.00,"0,01316303","43,16143064","50,5933364",
09/01/2010 22.00,"0,00658202","8,7389241","13,63422344","27,35042"
09/01/2010 23.00,"0,00556909","13,0676118","15,6448119",
10/01/2010 0.00,"0,00354425","17,02620513","21,00766024","27,8388195"
10/01/2010 1.00,,"19,43448576","22,53179192",
10/01/2010 2.00,,,,"10,25640965"
10/01/2010 3.00,,"8,9886791","10,21208186",
10/01/2010 4.00,,"12,78032615","13,63681229","5,37240601"
10/01/2010 5.00,,"12,38951526","12,56423956",
10/01/2010 6.00,,"23,07990496","27,09248552","1,46520102"
10/01/2010 7.00,,"22,73050608","26,39770296",
10/01/2010 8.00,,"10,57003694","12,21102624","3,41880298"
10/01/2010 9.00,,"13,62018554","15,45462143",
10/01/2010 10.00,,"10,80685726","14,05600873","5,86080599"
10/01/2010 11.00,,"4,80362467","9,29735621",
10/01/2010 12.00,,"9,40149138","13,26031081","6,83760691"
10/01/2010 13.00,,"9,40666716","13,58117691",
10/01/2010 14.00,,"10,73827","12,78289397","1,46520102"
10/01/2010 15.00,,"12,51504571","13,79724438",
10/01/2010 16.00,,"10,66968082","12,1049351","1,95360196"
10/01/2010 17.00,,"11,71141873","13,44791434",
10/01/2010 18.00,,"13,85571526","16,7794883","2,44200301"
10/01/2010 19.00,,"10,00453235","13,00672416",
10/01/2010 20.00,,"8,12682216","11,08799583","5,37240601"
10/01/2010 21.00,,"10,21416403","13,89945608",
10/01/2010 22.00,,"8,24587666","10,13316024","3,41880298"
10/01/2010 23.00,,"10,43287006","11,8487596",
11/01/2010 0.00,,"14,50922347","14,792188","4,39560509"
11/01/2010 1.00,,"14,94791466","14,86075997",
11/01/2010 2.00,,"13,6641883","14,18150858","2,44200301"
11/01/2010 3.00,,"11,30637682","12,37922297",
11/01/2010 4.00,,"12,42316264","19,70092296","2,93040299"
11/01/2010 5.00,,"8,82562566","14,79477685",
11/01/2010 6.00,,"36,89808192","42,98699888","3,90720391"
11/01/2010 7.00,,"31,0203836","45,0506396",
11/01/2010 8.00,"1,02251723","70,9789848","208,1863992","2,93040299"
11/01/2010 9.00,"0,06515919","54,34099024","103,1972555",
11/01/2010 10.00,,"34,2387576","41,2830436","23,93161964"
11/01/2010 11.00,,"7,67001286","12,75443002",
11/01/2010 12.00,,"8,39728412","13,22537857","24,42000961"
11/01/2010 13.00,,"25,38206768","33,68965032",
11/01/2010 14.00,,"62,55840296","74,38400824","3,90720391"
11/01/2010 15.00,,"18,91814825","22,64175104",
11/01/2010 16.00,,"8,549986","14,06894532","23,93161964"
11/01/2010 17.00,,"19,92235168","23,49955072",
11/01/2010 18.00,,"64,75316864","73,71121368","6,34920597"
11/01/2010 19.00,,"74,63474792","86,957282",
11/01/2010 20.00,"0,04061695","102,8288514","141,0918336","4,88400507"
11/01/2010 21.00,"0,04857497","79,80202352","146,4495253",
11/01/2010 22.00,,"65,56842632","78,3961108","18,55920982"
11/01/2010 23.00,"0,00117769","62,83403688","70,28001496",
12/01/2010 0.00,"0,01766631","74,87414944","131,4425432","23,93161964"
12/01/2010 1.00,,"21,97735016","24,33924376",
12/01/2010 2.00,,,,"28,32722092"
12/01/2010 3.00,,"12,85667614","12,82817778",
12/01/2010 4.00,,"16,08799629","15,65516346","1,46520102"
12/01/2010 5.00,,"17,06632271","16,81054109",
12/01/2010 6.00,,"11,46425449","11,59387662","1,95360196"
12/01/2010 7.00,,"15,04885106","19,05789633",
12/01/2010 8.00,,"60,47363464","73,4809324","3,41880298"
12/01/2010 9.00,,"67,89647752","85,5431668",
12/01/2010 10.00,,"50,25170024","55,63015624","6,83760691"
12/01/2010 11.00,,"14,9039119","21,78007",
12/01/2010 12.00,,"9,48560599","17,09388419","4,88400507"
12/01/2010 13.00,,"13,98770444","20,97402816",
12/01/2010 14.00,,"17,08961852","23,63151696","6,34920597"
12/01/2010 15.00,,"14,68392482","22,05306536",
12/01/2010 16.00,,"15,01261866","21,84217176","4,39560509"
12/01/2010 17.00,,"53,43384184","62,77719312",
12/01/2010 18.00,,"52,19800152","60,60745552","3,90720391"
12/01/2010 19.00,,"58,12229528","65,7516724",
12/01/2010 20.00,,"38,52863552","45,65223128","0,48840001"
12/01/2010 21.00,,"44,70397488","50,9206708",
12/01/2010 22.00,,"27,74765144","30,71773312","4,88400507"
12/01/2010 23.00,,"11,24684097","14,39369278",
13/01/2010 0.00,,"11,15237478","12,93556334","3,41880298"
13/01/2010 1.00,,"8,68068841","10,55106226",
13/01/2010 2.00,,"13,48560177","16,60482327","5,86080599"
13/01/2010 3.00,,"8,78809692","11,42050602",
13/01/2010 4.00,,"7,9870607","12,12563441","0,48840001"
13/01/2010 5.00,,"8,53316422","9,29994314",
13/01/2010 6.00,,"18,11323066","24,22926552","4,88400507"
13/01/2010 7.00,"0,01225282","48,64187272","59,97349368",
13/01/2010 8.00,"2,01845516","88,46588824","246,492172","3,41880298"
13/01/2010 9.00,"3,17997391","92,26141856","311,9477712",
13/01/2010 10.00,"0,40117701","67,4280184","130,837051","3,41880298"
13/01/2010 11.00,,"33,05983752","41,05534352",
13/01/2010 12.00,"0,01050256","47,391788","56,70273088","30,76922989"
13/01/2010 13.00,"0,05946602",,,
13/01/2010 14.00,,,,
13/01/2010 15.00,"2,19733122","39,4323232","59,26142664",
13/01/2010 16.00,"2,82262451","50,40838864","69,9561604","2,93040299"
13/01/2010 17.00,"4,0377473","47,39668272","68,95247512",
13/01/2010 18.00,"3,95188606","37,38195176","57,79148104","12,21000957"
13/01/2010 19.00,"4,54731515","52,6945288","89,64652912",
13/01/2010 20.00,"5,36672934","117,7237902","337,1808176","2,93040299"
13/01/2010 21.00,"8,69105114","124,5222313","397,3774608",
13/01/2010 22.00,"9,96776955","116,7871588","418,2513384","27,8388195"
13/01/2010 23.00,"4,6555748","27,2630168","43,32549936",
14/01/2010 0.00,"4,0265481","18,73201314","33,69400968","31,74603081"
14/01/2010 1.00,"4,11054314","18,65189842","31,39395016",
14/01/2010 2.00,"3,94442026",,,"34,18803024"
14/01/2010 3.00,"3,98175128",,,
14/01/2010 4.00,"3,69803574",,,"30,76922989"
14/01/2010 5.00,"4,17587217","0,91901618","9,81150448",
14/01/2010 6.00,"3,75029937","0,741856","10,05886374","26,37360954"
14/01/2010 7.00,"3,90335584","40,91081544","59,71858584",
14/01/2010 8.00,"3,84176021","49,91599128","69,44980544","6,34920597"
14/01/2010 9.00,"3,84362641","56,7066696","87,11723992",
14/01/2010 10.00,"3,68683654",,,"4,88400507"
14/01/2010 11.00,"3,64390592",,,
14/01/2010 12.00,"3,52444706","25,55720688","41,63154384","26,37360954"
14/01/2010 13.00,"3,67003773","24,13276688","40,58380608",
14/01/2010 14.00,,"22,153388","36,69600264","4,39560509"
14/01/2010 15.00,,"11,69773837","24,93928672",
14/01/2010 16.00,,"18,53856462","33,28344592","23,93161964"
14/01/2010 17.00,,"66,54423464","97,80551112",
14/01/2010 18.00,"0,01020865","97,379116","130,7354091","26,86202049"
14/01/2010 19.00,"0,05269179","95,65571568","121,1207833",
14/01/2010 20.00,"0,39968507","91,82596056","176,6860462","35,16482162"
14/01/2010 21.00,"0,0271539","99,33438456","147,7928774",
14/01/2010 22.00,"0,04972723","73,53683928","123,9051906","35,16482162"
14/01/2010 23.00,,"46,7948616","83,32912816",
15/01/2010 0.00,"0,06355945","46,28422376","113,2182196","31,25761986"
15/01/2010 1.00,"0,01185517","38,2794828","88,47189192",
15/01/2010 2.00,,"20,71267688","35,70656176","35,65322113"
15/01/2010 3.00,,"22,95453512","38,05839824",
15/01/2010 4.00,"0,01778326","32,0899564","74,63786448","35,16482162"
15/01/2010 5.00,"0,1398436","26,44234816","96,54150704",
15/01/2010 6.00,"0,33273901","37,0009284","158,3659123","38,0952301"
15/01/2010 7.00,"0,84382829","54,14827976","217,099952",
15/01/2010 8.00,"4,94512691","107,6660775","672,7586144","35,65322113"
15/01/2010 9.00,"7,07502594","169,9832434","956,73134",
15/01/2010 10.00,"6,23691014","116,0485723","529,3393032","38,0952301"
15/01/2010 11.00,"1,1696873","86,42127192","217,1284408",
15/01/2010 12.00,,"1,73056267","11,89010278","64,46884918"
15/01/2010 13.00,,"1,08510206","11,09622126",
15/01/2010 14.00,,"0,96981802","11,87585646","35,65322113"
15/01/2010 15.00,,"3,5751054","14,0114381",
15/01/2010 16.00,,,,"31,25761986"
15/01/2010 17.00,,"11,90290362","26,52186824",
15/01/2010 18.00,,"1,50911292","11,98723429","5,37240601"
15/01/2010 19.00,,"4,43224544","13,67601402",
15/01/2010 20.00,,"10,91288914","24,09489016","5,37240601"
15/01/2010 21.00,,"2,1988631","13,54391586",
15/01/2010 22.00,,,,"2,44200301"
15/01/2010 23.00,,"0,18758058","8,21855801",
16/01/2010 0.00,,"0,51519605","9,7247341","4,39560509"
16/01/2010 1.00,,"1,76768798","13,19294914",
16/01/2010 2.00,,,,"24,90842056"
16/01/2010 3.00,,"1,1951759","13,2602936",
16/01/2010 4.00,,"2,31154108","13,36519548","5,86080599"
16/01/2010 5.00,,"1,39578294","13,34447322",
16/01/2010 6.00,,"1,29547942","12,50785468","20,51280975"
16/01/2010 7.00,,,,
16/01/2010 8.00,,"3,30545795","13,28231028","27,8388195"
16/01/2010 9.00,,"19,84510688","33,7846576",
16/01/2010 10.00,,"4,39577022","16,33351238","31,25761986"
16/01/2010 11.00,,"2,88144901","12,35633059",
16/01/2010 12.00,,"17,24178886","30,63892048","29,30401993"
16/01/2010 13.00,,"21,24090512","36,2828768",
16/01/2010 14.00,,"15,41288247","31,4846172","29,30401993"
16/01/2010 15.00,,"1,14567422","11,95356206",
16/01/2010 16.00,,"0,34976025","10,72712304","31,74603081"
16/01/2010 17.00,,"4,8666767","15,94887343",
16/01/2010 18.00,,"2,41966086","12,65678801","27,8388195"
16/01/2010 19.00,,"13,57093242","26,26156856",
16/01/2010 20.00,,"12,24223773","27,77162792","33,69963074"
16/01/2010 21.00,,"12,11523122","25,99348704",
16/01/2010 22.00,,"0,74315807","9,19116182","25,88521957"
16/01/2010 23.00,,"1,97415721","13,14373808",
17/01/2010 0.00,,"0,79721796","11,88621759","25,39682007"
17/01/2010 1.00,,"1,49869061","12,67362317",
17/01/2010 2.00,,"0,24294254","8,15639506","6,83760691"
17/01/2010 3.00,,"0,27550964","7,50497093",
17/01/2010 4.00,"0,02824514","0,73664389","8,92049145","0,48840001"
17/01/2010 5.00,,"1,85366297","12,83032878",
17/01/2010 6.00,,"1,36712398","10,75950085","27,8388195"
17/01/2010 7.00,,"0,7151511","9,16525995",
17/01/2010 8.00,"0,00659016",,,"24,42000961"
17/01/2010 9.00,"0,10827084","5,28417337","17,31388465",
17/01/2010 10.00,"0,03860125","7,19515236","20,38192","33,21123123"
17/01/2010 11.00,"0,00470769","10,39444078","22,39447208",
17/01/2010 12.00,"0,07626076","9,0872427","21,16931984","32,23442078"
17/01/2010 13.00,"0,08755862","23,7563132","39,9090804",
17/01/2010 14.00,"0,00659016","6,28851255","19,52976072","36,14162064"
17/01/2010 15.00,"0,0075319","4,71491743","17,00695129",
17/01/2010 16.00,"0,08190918","0,8753767","9,69624147","36,14162064"
17/01/2010 17.00,,"13,32082752","25,54667176",
17/01/2010 18.00,"0,00094174","36,7918512","53,24449648","37,11843109"
17/01/2010 19.00,"0,03765951","39,0591008","57,6360928",
17/01/2010 20.00,"0,11674448","63,8151988","86,02935016","34,67642975"
17/01/2010 21.00,"0,04424967","53,5164976","73,65490528",
17/01/2010 22.00,"0,0273034","39,53065736","57,56485168","56,65444183"
17/01/2010 23.00,,"16,52663777","31,03002008",
18/01/2010 0.00,"0,02541992","5,71013829","15,776629","63,00365067"
18/01/2010 1.00,,"1,61593062","11,13248234",
18/01/2010 2.00,"0,04613315",,,"55,18925095"
18/01/2010 3.00,,,,
18/01/2010 4.00,"0,0150638",,,"38,0952301"
18/01/2010 5.00,"0,03860125",,,
18/01/2010 6.00,"0,03860125",,,"33,21123123"
18/01/2010 7.00,"0,00564944",,,
18/01/2010 8.00,"0,03389356","40,29987408","59,13448896","36,14162064"
18/01/2010 9.00,"0,02447919","50,14655936","70,82128304",
18/01/2010 10.00,"0,00659016","29,00725792","44,68789496","35,65322113"
18/01/2010 11.00,"0,01129785","9,74833391","25,95075384",
18/01/2010 12.00,,"11,33104354","25,37055744","27,8388195"
18/01/2010 13.00,"0,00941539","5,72902694","18,55715882",
18/01/2010 14.00,,"9,22532352","20,41947168","37,11843109"
18/01/2010 15.00,"1,1233304","0,65067081","10,95505638",
18/01/2010 16.00,"1,05294688","1,12939163","13,20590102","4,88400507"
18/01/2010 17.00,"0,1492539","11,63846637","23,11323112",
18/01/2010 18.00,"0,01054527","24,75347856","40,42711768","5,37240601"
18/01/2010 19.00,"0,05434746","32,59474352","51,14773992",
18/01/2010 20.00,"0,33500997","44,42275792","62,5029932","5,86080599"
18/01/2010 21.00,"0,33550932","29,12775216","44,4561032",
18/01/2010 22.00,"0,21090241","1,7605218","13,19294914","1,95360196"
18/01/2010 23.00,"0,31966039","0,2833259","9,75710999",
19/01/2010 0.00,"0,43821411","0,30742283","7,46870985","2,44200301"
19/01/2010 1.00,"0,3244647","0,70147265","9,89827295",
19/01/2010 2.00,"0,37500655","1,43616438","12,54152691","1,46520102"
19/01/2010 3.00,"0,37475738","1,84975484","13,17481764",
19/01/2010 4.00,"0,38474025","2,14219715","14,15389739","2,44200301"
19/01/2010 5.00,"0,32284258","1,81783974","14,07230662",
19/01/2010 6.00,"0,3695778","1,33781493","10,71546749","6,83760691"
19/01/2010 7.00,"0,35285629",,,
19/01/2010 8.00,"0,50460489","11,17407216","23,51599392","1,95360196"
19/01/2010 9.00,"1,06149477","30,33334464","44,53380688",
19/01/2010 10.00,"0,65136511","8,49428753","20,94139032","2,44200301"
19/01/2010 11.00,"0,63652911",,,
19/01/2010 12.00,"1,24578127","19,98703464","38,65161536","0,97680098"
19/01/2010 13.00,"0,99696205","6,80891115","98,63853128",
19/01/2010 14.00,"0,72023737","17,06981402","25,57953904","3,41880298"
19/01/2010 15.00,"0,34529591","6,84089126","17,16046959",
19/01/2010 16.00,"0,39238097","2,79807434","11,41830722","4,39560509"
19/01/2010 17.00,"0,2528679","18,2445277","26,81960488",
19/01/2010 18.00,"0,27553886","25,68056912","35,10407144","6,83760691"
19/01/2010 19.00,"0,15172115","26,91103672","36,7661348",
19/01/2010 20.00,"0,11858627","23,44003016","32,77663208","6,83760691"
19/01/2010 21.00,"0,25809935","22,96287144","35,1053716",
