,Bari,,
,Ex Ciapi,,
Parm,SO2,NO2,PM10



23/11/2010 2.00,"4,00766546","14,25712627","7,19999981"
23/11/2010 3.00,"4,02030779","8,77491368","7,19999981"
23/11/2010 4.00,"4,02572636","11,93133506","7,19999981"
23/11/2010 5.00,"4,10519372","9,51859373","7,19999981"
23/11/2010 6.00,"4,0726843","19,27598096","7,19999981"
23/11/2010 7.00,"4,19910859","41,13344872","7,19999981"
23/11/2010 8.00,"4,35804332","48,96480952","7,19999981"
23/11/2010 9.00,"4,25690368","45,56437488","7,19999981"
23/11/2010 10.00,"4,13589594","31,4902576","7,19999981"
23/11/2010 11.00,"4,02211398","14,60495158","7,19999981"
23/11/2010 12.00,"4,05823578","13,40701474","7,19999981"
23/11/2010 13.00,"4,06004198","11,26681754","7,19999981"
23/11/2010 14.00,"4,08352044","21,4395428","7,19999981"
23/11/2010 15.00,"4,03295113","11,65488471","7,19999981"
23/11/2010 16.00,"4,06726573","15,29671891","7,19999981"
23/11/2010 17.00,"4,14131451","25,13977904","7,19999981"
23/11/2010 18.00,"4,07087811","24,69588912","7,19999981"
23/11/2010 19.00,"4,07629669","16,92164932","7,19999981"
23/11/2010 20.00,"4,02753255","14,85154795","7,19999981"
23/11/2010 21.00,"4,0365625","11,44722622","7,19999981"
23/11/2010 22.00,"4,05642959","11,00464793","7,19999981"
23/11/2010 23.00,"4,10338753","15,1747161","7,19999981"
24/11/2010 0.00,"4,15576405","11,23956772","7,19999981"
24/11/2010 1.00,,"14,36874118","13,69999981"
24/11/2010 2.00,"4,07449049",,"13,69999981"
24/11/2010 3.00,"4,10158134","12,38948467","13,69999981"
24/11/2010 4.00,"4,13950832","5,58344534","13,69999981"
24/11/2010 5.00,"4,08532663","8,23370105","13,69999981"
24/11/2010 6.00,"4,13409076","23,53431088","13,69999981"
24/11/2010 7.00,"4,35984951","40,07827328","13,69999981"
24/11/2010 8.00,"4,22620045","31,78227736","13,69999981"
24/11/2010 9.00,"4,15937542","27,95225456","13,69999981"
24/11/2010 10.00,"4,14673309","22,47653512","13,69999981"
24/11/2010 11.00,"4,16118161","18,30389148","13,69999981"
24/11/2010 12.00,"4,06726573","13,84050912","13,69999981"
24/11/2010 13.00,"4,1449269","13,37586826","13,69999981"
24/11/2010 14.00,"4,12144844","10,96052279","13,69999981"
24/11/2010 15.00,"4,07449049","13,8807376","13,69999981"
24/11/2010 16.00,"4,22620045","20,68806944","13,69999981"
24/11/2010 17.00,"4,17563013","26,71928224","13,69999981"
24/11/2010 18.00,"4,41944978","52,34447984","13,69999981"
24/11/2010 19.00,"4,51697702","53,73320368","13,69999981"
24/11/2010 20.00,"4,26051505","36,62594696","13,69999981"
24/11/2010 21.00,"4,19549722","20,56216424","13,69999981"
24/11/2010 22.00,"4,22078188","17,75488745","13,69999981"
24/11/2010 23.00,"4,20994574","17,1760371","13,69999981"
25/11/2010 0.00,"4,18827245","25,8782508","13,69999981"
25/11/2010 1.00,"4,12867219","24,14169592","17,5"
25/11/2010 2.00,"4,32734009","23,27341848","17,5"
25/11/2010 3.00,"4,18646626","15,45245896","17,5"
25/11/2010 4.00,"4,18466007","12,45307779","17,5"
25/11/2010 5.00,"4,2352304","23,66149712","17,5"
25/11/2010 6.00,"4,40319506","30,72582088","17,5"
25/11/2010 7.00,"4,47724385","38,3053904","17,5"
25/11/2010 8.00,"4,67591073","50,73251088","17,5"
25/11/2010 9.00,"4,78246894","48,59621416","17,5"
25/11/2010 10.00,"4,34901236","31,5058404","17,5"
25/11/2010 11.00,"4,36346189","25,23709984","17,5"
25/11/2010 12.00,"4,31650293","14,77886901","17,5"
25/11/2010 13.00,"4,28038214","14,06504102","17,5"
25/11/2010 14.00,"4,23884278","13,86646643","17,5"
25/11/2010 15.00,"4,15034547","14,6594627","17,5"
25/11/2010 16.00,"4,17382394","13,4394633","17,5"
25/11/2010 17.00,"4,27496459","15,21755064","17,5"
25/11/2010 18.00,"4,2153633","20,26496296","17,5"
25/11/2010 19.00,"4,3056668","18,45314029","17,5"
25/11/2010 20.00,"4,31108537","21,01773648","17,5"
25/11/2010 21.00,"4,10158134","19,27728112","17,5"
25/11/2010 22.00,"4,1973024","14,24154156","17,5"
25/11/2010 23.00,"4,21897568","16,05467204","17,5"
26/11/2010 0.00,"4,24064897","19,16825888","17,5"
26/11/2010 1.00,,"12,77365518","20,7999897"
26/11/2010 2.00,"4,26232124",,"20,7999897"
26/11/2010 3.00,"4,20813955","10,79050202","20,7999897"
26/11/2010 4.00,"4,2334242","8,08185001","20,7999897"
26/11/2010 5.00,"4,26773982","15,06310119","20,7999897"
26/11/2010 6.00,"4,54768025","32,08207896","20,7999897"
26/11/2010 7.00,"4,60186296","36,64669216","20,7999897"
26/11/2010 8.00,"4,62714762","41,66427728","20,7999897"
26/11/2010 9.00,"4,97030071","53,87855392","20,7999897"
26/11/2010 10.00,"4,58018968","47,11663208","20,7999897"
26/11/2010 11.00,"4,45737676","28,66349944","20,7999897"
26/11/2010 12.00,"4,37971559","28,98148416","20,7999897"
26/11/2010 13.00,"4,3435948","29,7147744","20,7999897"
26/11/2010 14.00,"4,29302447","19,19292368","20,7999897"
26/11/2010 15.00,"4,35443093","23,9405344","20,7999897"
26/11/2010 16.00,"4,31289157","32,38059952","20,7999897"
26/11/2010 17.00,"4,37068564","41,61236648","20,7999897"
26/11/2010 18.00,"4,89986329","59,62164744","20,7999897"
26/11/2010 19.00,"4,73912339","56,09660776","20,7999897"
26/11/2010 20.00,"4,44292824","32,14439104","20,7999897"
26/11/2010 21.00,"4,20091478","25,09044944","20,7999897"
26/11/2010 22.00,"4,38332797","32,00810368","20,7999897"
26/11/2010 23.00,"4,3237277","27,97691936","20,7999897"
27/11/2010 0.00,"4,4844676","28,27932128","20,7999897"
27/11/2010 1.00,"4,28399453","20,74776208","35,29999161"
27/11/2010 2.00,"4,39235791","32,4974036","35,29999161"
27/11/2010 3.00,"4,33998241","30,7128384","35,29999161"
27/11/2010 4.00,"4,20813955","11,2499537","35,29999161"
27/11/2010 5.00,"4,32914628","32,13400888","35,29999161"
27/11/2010 6.00,"4,56935252","47,91613488","35,29999161"
27/11/2010 7.00,"4,62172904","43,88753176","35,29999161"
27/11/2010 8.00,"4,53864929","29,800432","35,29999161"
27/11/2010 9.00,"4,54768025","37,31380808","35,29999161"
27/11/2010 10.00,"4,65062608","40,56109152","35,29999161"
27/11/2010 11.00,"4,65423846","42,2366536","35,29999161"
27/11/2010 12.00,"4,5223956","42,19380568","35,29999161"
27/11/2010 13.00,"4,53142554","40,41962264","35,29999161"
27/11/2010 14.00,"4,43389829","35,24888632","35,29999161"
27/11/2010 15.00,"4,52420078","37,82129112","35,29999161"
27/11/2010 16.00,"4,41222501","36,71160456","35,29999161"
27/11/2010 17.00,"4,68494169","52,85582512","35,29999161"
27/11/2010 18.00,"5,08408267","64,8209108","35,29999161"
27/11/2010 19.00,"4,83303927","59,71508688","35,29999161"
27/11/2010 20.00,"4,62172904","52,25880312","35,29999161"
27/11/2010 21.00,"4,67771693","46,75323736","35,29999161"
27/11/2010 22.00,"4,54587406","36,75053288","35,29999161"
27/11/2010 23.00,"4,48988618","34,83876232","35,29999161"
28/11/2010 0.00,"4,79511127","46,170498","35,29999161"
28/11/2010 1.00,,"40,3131816","19,7999897"
28/11/2010 2.00,"4,30024924",,"19,7999897"
28/11/2010 3.00,"4,3959703","20,74518088","19,7999897"
28/11/2010 4.00,"4,30927918","23,055374","19,7999897"
28/11/2010 5.00,"4,3056668","25,1774072","19,7999897"
28/11/2010 6.00,"4,33095145","13,4770991","19,7999897"
28/11/2010 7.00,"4,31830913","20,15724088","19,7999897"
28/11/2010 8.00,"4,2334242","20,799692","19,7999897"
28/11/2010 9.00,"4,3435948","14,84246404","19,7999897"
28/11/2010 10.00,"4,22800563","16,39212283","19,7999897"
28/11/2010 11.00,"4,2713522","15,90022259","19,7999897"
28/11/2010 12.00,"4,26412743","13,77301743","19,7999897"
28/11/2010 13.00,"4,21897568","13,66009854","19,7999897"
28/11/2010 14.00,"4,24064897","8,69574541","19,7999897"
28/11/2010 15.00,"4,17563013","6,64121154","19,7999897"
28/11/2010 16.00,"4,15034547","4,01561682","19,7999897"
28/11/2010 17.00,"4,16840638","11,06954503","19,7999897"
28/11/2010 18.00,"4,1973024","13,92486274","19,7999897"
28/11/2010 19.00,"4,23884278","10,13897846","19,7999897"
28/11/2010 20.00,"4,18466007","28,49476544","19,7999897"
28/11/2010 21.00,"4,22800563","32,75827688","19,7999897"
28/11/2010 22.00,"4,18646626","8,01695482","19,7999897"
28/11/2010 23.00,"4,16659917","11,48356951","19,7999897"
29/11/2010 0.00,"4,23703659","23,49406328","19,7999897"
29/11/2010 1.00,"4,09255038","23,42268832","18,39999962"
29/11/2010 2.00,"4,18827245","10,01568122","18,39999962"
29/11/2010 3.00,"4,06545953","7,01889273","18,39999962"
29/11/2010 4.00,"4,11241748","3,75863637","18,39999962"
29/11/2010 5.00,"4,0365625","5,54710587","18,39999962"
29/11/2010 6.00,"4,11964224","8,69055242","18,39999962"
29/11/2010 7.00,"4,18466007","14,53097247","18,39999962"
29/11/2010 8.00,"4,31108537","32,50778576","18,39999962"
29/11/2010 9.00,"4,34901236","39,3462832","18,39999962"
29/11/2010 10.00,"4,21175092","18,87755266","18,39999962"
29/11/2010 11.00,"4,18466007","12,46086919","18,39999962"
29/11/2010 12.00,"4,31469776","25,12031488","18,39999962"
29/11/2010 13.00,"4,29663686","22,94377056","18,39999962"
29/11/2010 14.00,"4,26232124","18,79447818","18,39999962"
29/11/2010 15.00,"4,32192151","36,07433496","18,39999962"
29/11/2010 16.00,"4,2532913","26,49473696","18,39999962"
29/11/2010 17.00,"4,43750966","37,35663688","18,39999962"
29/11/2010 18.00,"4,77524519","55,43731192","18,39999962"
29/11/2010 19.00,"4,52420078","49,39571696","18,39999962"
29/11/2010 20.00,"4,68494169","49,7863768","18,39999962"
29/11/2010 21.00,"4,25148511","22,33766656","18,39999962"
29/11/2010 22.00,"4,31108537","39,9095584","18,39999962"
29/11/2010 23.00,"4,35804332","37,9925872","18,39999962"
30/11/2010 0.00,"4,28218834","39,38651168","18,39999962"
30/11/2010 1.00,,"36,7349692","35,09999084"
30/11/2010 2.00,"4,21175092",,"35,09999084"
30/11/2010 3.00,"4,34901236","24,61023152","35,09999084"
30/11/2010 4.00,"4,2857997","15,05141314","35,09999084"
30/11/2010 5.00,"4,27676976","13,83271581","35,09999084"
30/11/2010 6.00,"4,35623712","31,39939936","35,09999084"
30/11/2010 7.00,"4,60908671","38,08214528","35,09999084"
30/11/2010 8.00,"4,76440804","43,98227136","35,09999084"
30/11/2010 9.00,"4,80052985","42,4170508","35,09999084"
30/11/2010 10.00,"4,88360858","44,52868272","35,09999084"
30/11/2010 11.00,"4,87096625","46,72207176","35,09999084"
30/11/2010 12.00,"4,37249183","31,19693768","35,09999084"
30/11/2010 13.00,"4,30024924","24,62191384","35,09999084"
30/11/2010 14.00,"4,15215167","24,54275704","35,09999084"
30/11/2010 15.00,"4,35081855","35,88615592","35,09999084"
30/11/2010 16.00,"4,51155845","35,98997752","35,09999084"
30/11/2010 17.00,"4,36346189","41,49036176","35,09999084"
30/11/2010 18.00,"4,78066275","53,98367568","35,09999084"
30/11/2010 19.00,"4,50794708","52,45738344","35,09999084"
30/11/2010 20.00,"4,87277244","49,88889824","35,09999084"
30/11/2010 21.00,"4,91070044","48,06278528","35,09999084"
30/11/2010 22.00,"4,97210588","47,6980904","35,09999084"
30/11/2010 23.00,"4,76802042","43,82263848","35,09999084"
01/12/2010 0.00,"4,90708805","47,2023088","35,09999084"
01/12/2010 1.00,"4,90708805","43,36190384","67,5"
01/12/2010 2.00,"4,35443093","29,01003032","67,5"
01/12/2010 3.00,"4,2713522","23,0437108","67,5"
01/12/2010 4.00,"4,15937542","13,42648273","67,5"
01/12/2010 5.00,"4,13589594","14,33239789","67,5"
01/12/2010 6.00,"4,21355813","19,3940852","67,5"
01/12/2010 7.00,"4,04739965","23,70692624","67,5"
01/12/2010 8.00,"4,28941209","36,76741584","67,5"
01/12/2010 9.00,"4,25690368","26,46100928","67,5"
01/12/2010 10.00,"4,18646626","26,82700432","67,5"
01/12/2010 11.00,"4,15395684","22,2844556","67,5"
01/12/2010 12.00,"4,24606653","31,26443128","67,5"
01/12/2010 13.00,"4,2713522","26,91786256","67,5"
01/12/2010 14.00,"4,39884739","27,9456008","67,5"
01/12/2010 15.00,"4,38332797","25,2514016","67,5"
01/12/2010 16.00,"4,28760691","30,27414912","67,5"
01/12/2010 17.00,"4,29663686","39,07242744","67,5"
01/12/2010 18.00,"4,36887945","38,48318728","67,5"
01/12/2010 19.00,"4,16118161","27,09305912","67,5"
01/12/2010 20.00,"4,17924251","19,0527607","67,5"
01/12/2010 21.00,"4,11241748","11,54067522","67,5"
01/12/2010 22.00,"4,13047838","14,07022827","67,5"
01/12/2010 23.00,"4,11964224","18,76203918","67,5"
02/12/2010 0.00,"4,09796896","16,89309551","67,5"
02/12/2010 1.00,,"14,90995382","26,7999897"
02/12/2010 2.00,"4,07087811",,"26,7999897"
02/12/2010 3.00,"4,06545953","9,74053104","26,7999897"
02/12/2010 4.00,"4,09616276","16,35318495","26,7999897"
02/12/2010 5.00,"4,15395684","19,9391964","26,7999897"
02/12/2010 6.00,"4,12144844","19,11376114","26,7999897"
02/12/2010 7.00,"4,35804332","34,71807688","26,7999897"
02/12/2010 8.00,"4,47905004","46,00696464","26,7999897"
02/12/2010 9.00,"4,49530475","44,82200264","26,7999897"
02/12/2010 10.00,"4,37971559","38,14963888","26,7999897"
02/12/2010 11.00,"4,37790939","34,87510944","26,7999897"
02/12/2010 12.00,"4,65604466","24,41685184","26,7999897"
02/12/2010 13.00,"4,44292824","29,37084384","26,7999897"
02/12/2010 14.00,"4,29844305","27,50320224","26,7999897"
02/12/2010 15.00,"4,28399453","18,03522106","26,7999897"
02/12/2010 16.00,"4,27857595","25,76924768","26,7999897"
02/12/2010 17.00,"4,31650293","33,4682216","26,7999897"
02/12/2010 18.00,"4,32914628","35,57337184","26,7999897"
02/12/2010 19.00,"4,25870886","26,45970912","26,7999897"
02/12/2010 20.00,"4,30927918","33,08924408","26,7999897"
02/12/2010 21.00,"4,26412743","25,02815648","26,7999897"
02/12/2010 22.00,"4,11422367","29,12165288","26,7999897"
02/12/2010 23.00,"4,23703659","34,69341208","26,7999897"
03/12/2010 0.00,"4,26773982","28,92565376","26,7999897"
03/12/2010 1.00,"4,21175092","19,42523168","27,39999962"
03/12/2010 2.00,"4,1828549","19,4862436","27,39999962"
03/12/2010 3.00,"4,14673309","11,38622577","27,39999962"
03/12/2010 4.00,"4,12867219","10,94105481","27,39999962"
03/12/2010 5.00,"4,26051505","20,621876","27,39999962"
03/12/2010 6.00,"4,29483066","24,33119424","27,39999962"
03/12/2010 7.00,"4,29663686","25,75236472","27,39999962"
03/12/2010 8.00,"4,55309883","43,41771512","27,39999962"
03/12/2010 9.00,"4,48807999","41,1399304","27,39999962"
03/12/2010 10.00,"4,63978994","42,63249496","27,39999962"
03/12/2010 11.00,"4,36707326","27,74459224","27,39999962"
03/12/2010 12.00,"4,31469776","28,57394136","27,39999962"
03/12/2010 13.00,"4,21175092","16,41547982","27,39999962"
03/12/2010 14.00,"4,3056668","28,91009008","27,39999962"
03/12/2010 15.00,"4,20994574","14,2921675","27,39999962"
03/12/2010 16.00,"4,19549722","22,9762172","27,39999962"
03/12/2010 17.00,"4,27857595","27,23582816","27,39999962"
03/12/2010 18.00,"4,28760691","34,70379424","27,39999962"
03/12/2010 19.00,"4,36707326","40,46505176","27,39999962"
03/12/2010 20.00,"4,26412743","35,84592744","27,39999962"
03/12/2010 21.00,"4,60728052","52,16924504","27,39999962"
03/12/2010 22.00,"4,74092958","51,5553592","27,39999962"
03/12/2010 23.00,"4,65423846","48,24060128","27,39999962"
04/12/2010 0.00,"4,74273577","46,31066672","27,39999962"
04/12/2010 1.00,,"37,36053736","25,10000038"
04/12/2010 2.00,"4,41222501",,"25,10000038"
04/12/2010 3.00,"4,33456384","19,08909443","25,10000038"
04/12/2010 4.00,"4,21355813","10,33624714","25,10000038"
04/12/2010 5.00,"4,24426136","11,08123309","25,10000038"
04/12/2010 6.00,"4,22981182","12,29214093","25,10000038"
04/12/2010 7.00,"4,39958268","32,63627216","25,10000038"
04/12/2010 8.00,"4,28038214","21,41357784","25,10000038"
04/12/2010 9.00,"4,29483066","15,50048075","25,10000038"
04/12/2010 10.00,"4,28399453","13,50435849","25,10000038"
04/12/2010 11.00,"4,22981182","17,3810991","25,10000038"
04/12/2010 12.00,"4,3417886","11,59388235","25,10000038"
04/12/2010 13.00,"4,32011532","11,03190922","25,10000038"
04/12/2010 14.00,"4,2857997","11,08511827","25,10000038"
04/12/2010 15.00,"4,30747299","9,35895702","25,10000038"
04/12/2010 16.00,"4,38332797","10,06499935","25,10000038"
04/12/2010 17.00,"4,21175092","13,79767458","25,10000038"
04/12/2010 18.00,"4,2713522","11,23177632","25,10000038"
04/12/2010 19.00,"4,19007865","14,59846225","25,10000038"
04/12/2010 20.00,"4,35443093","16,07803859","25,10000038"
04/12/2010 21.00,"4,41222501","12,42842255","25,10000038"
04/12/2010 22.00,"4,30747299","12,4167345","25,10000038"
04/12/2010 23.00,"4,33998241","9,98323267","25,10000038"
05/12/2010 0.00,"4,27676976","8,25836011","25,10000038"
05/12/2010 1.00,"4,35443093","9,94948778","23,89999962"
05/12/2010 2.00,"4,33998241","9,18114867","23,89999962"
05/12/2010 3.00,"4,35804332","8,12078598","23,89999962"
05/12/2010 4.00,"4,24245415","6,46989252","23,89999962"
05/12/2010 5.00,"4,30747299","5,64314754","23,89999962"
05/12/2010 6.00,"4,29121828","7,49910491","23,89999962"
05/12/2010 7.00,"4,39235791","7,95206345","23,89999962"
05/12/2010 8.00,"4,35804332","7,2512122","23,89999962"
05/12/2010 9.00,"4,32192151","8,05070162","23,89999962"
05/12/2010 10.00,"4,42847972","8,74895637","23,89999962"
05/12/2010 11.00,"4,32734009","10,66461594","23,89999962"
05/12/2010 12.00,"4,47001908","11,28369286","23,89999962"
05/12/2010 13.00,"4,32914628","11,31614141","23,89999962"
05/12/2010 14.00,"4,41944978","8,62565914","23,89999962"
05/12/2010 15.00,"4,42125597","6,80733949","23,89999962"
05/12/2010 16.00,"4,38152178","9,0967855","23,89999962"
05/12/2010 17.00,"4,41764358","15,05401728","23,89999962"
05/12/2010 18.00,"4,52600697","40,23792528","23,89999962"
05/12/2010 19.00,"4,86193631","53,14914504","23,89999962"
05/12/2010 20.00,"4,62895381","29,37732552","23,89999962"
05/12/2010 21.00,"4,52781316","31,37733488","23,89999962"
05/12/2010 22.00,"4,63617756","30,01847648","23,89999962"
05/12/2010 23.00,"4,47543766","23,53431088","23,89999962"
06/12/2010 0.00,"4,45918295","23,90160608","23,89999962"
06/12/2010 1.00,,,"27,7999897"
06/12/2010 2.00,"4,47001908",,"27,7999897"
06/12/2010 3.00,"4,44834681",,"27,7999897"
06/12/2010 4.00,"4,5043347",,"27,7999897"
06/12/2010 5.00,"4,5223956",,"27,7999897"
06/12/2010 6.00,"4,57296491",,"27,7999897"
06/12/2010 7.00,"4,60547433",,"27,7999897"
06/12/2010 8.00,"4,66326841",,"27,7999897"
06/12/2010 9.00,"4,89805811",,"27,7999897"
06/12/2010 10.00,"4,76982662",,"27,7999897"
06/12/2010 11.00,"4,69577783",,"27,7999897"
06/12/2010 12.00,"4,46460152",,"27,7999897"
06/12/2010 13.00,"4,61811666",,"27,7999897"
06/12/2010 14.00,"4,62172904","33,41371048","27,7999897"
06/12/2010 15.00,"4,6470137","33,33453456","27,7999897"
06/12/2010 16.00,"4,60547433","33,51235056","27,7999897"
06/12/2010 17.00,"4,59825058","41,34889288","27,7999897"
06/12/2010 18.00,"4,5404565","48,75584704","27,7999897"
06/12/2010 19.00,"4,5747711","39,01921648","27,7999897"
06/12/2010 20.00,"4,65243227","33,77450488","27,7999897"
06/12/2010 21.00,"4,50614089","24,7945292","27,7999897"
06/12/2010 22.00,"4,52781316","35,88485576","27,7999897"
06/12/2010 23.00,"4,57296491","48,3132764","27,7999897"
07/12/2010 0.00,"4,80414223","52,91293656","27,7999897"
07/12/2010 1.00,"4,60366814","35,08667224","24,89999962"
07/12/2010 2.00,"4,54948645","22,16635136","24,89999962"
07/12/2010 3.00,"4,35623712","16,94760854","24,89999962"
07/12/2010 4.00,"4,41222501","11,58999908","24,89999962"
07/12/2010 5.00,"4,51697702","20,21565248","24,89999962"
07/12/2010 6.00,"4,47182528","22,5414284","24,89999962"
07/12/2010 7.00,"4,68132931","32,50000392","24,89999962"
07/12/2010 8.00,"4,6650746","40,31450088","24,89999962"
07/12/2010 9.00,"4,75718429","49,2594296","24,89999962"
07/12/2010 10.00,"4,66326841","34,51431504","24,89999962"
07/12/2010 11.00,"4,57296491","33,82773496","24,89999962"
07/12/2010 12.00,"4,65784983","25,3643052","24,89999962"
07/12/2010 13.00,"4,61631047","20,65692296","24,89999962"
07/12/2010 14.00,"4,5567102","17,37201901","24,89999962"
07/12/2010 15.00,"4,60366814","23,31236592","24,89999962"
07/12/2010 16.00,"4,48627379","26,83478616","24,89999962"
07/12/2010 17.00,"4,44834681","37,72263192","24,89999962"
07/12/2010 18.00,"4,4664067","33,49158624","24,89999962"
07/12/2010 19.00,"4,51697702","28,82443248","24,89999962"
07/12/2010 20.00,"4,41041882","25,41231552","24,89999962"
07/12/2010 21.00,"4,44549108",,"24,89999962"
07/12/2010 22.00,"4,40500024","12,57118394","24,89999962"
07/12/2010 23.00,"4,29483066","15,9573283","24,89999962"
08/12/2010 0.00,"4,32734009","11,40959041","24,89999962"
08/12/2010 1.00,,"9,79504025","17,60000038"
08/12/2010 2.00,"4,34901236",,"17,60000038"
08/12/2010 3.00,"4,29121828","14,44011614","17,60000038"
08/12/2010 4.00,"4,40319506","19,33439256","17,60000038"
08/12/2010 5.00,"4,37068564","22,35583056","17,60000038"
08/12/2010 6.00,"4,43028591","28,6647996","17,60000038"
08/12/2010 7.00,"4,41041882","24,3078296","17,60000038"
08/12/2010 8.00,"4,3959703","24,64657864","17,60000038"
08/12/2010 9.00,"4,41944978","15,41741582","17,60000038"
08/12/2010 10.00,"4,28218834","12,21297266","17,60000038"
08/12/2010 11.00,"4,32914628","10,09874233","17,60000038"
08/12/2010 12.00,"4,24064897","12,56210194","17,60000038"
08/12/2010 13.00,"4,33817622","10,8294399","17,60000038"
08/12/2010 14.00,"4,28941209","11,70161399","17,60000038"
08/12/2010 15.00,"4,31830913","9,6483822","17,60000038"
08/12/2010 16.00,"4,26412743","7,91182923","17,60000038"
08/12/2010 17.00,"4,19910859","7,5042979","17,60000038"
08/12/2010 18.00,"4,32553389","7,43680813","17,60000038"
08/12/2010 19.00,"4,22981182","9,47057385","17,60000038"
08/12/2010 20.00,"4,30386061","13,25516944","17,60000038"
08/12/2010 21.00,"4,24064897","11,41477766","17,60000038"
08/12/2010 22.00,"4,3056668","14,22467772","17,60000038"
08/12/2010 23.00,"4,37790939","19,90156824","17,60000038"
09/12/2010 0.00,"4,13950832","12,41284931","17,60000038"
09/12/2010 1.00,"4,15756922","7,51597831","21,39999962"
09/12/2010 2.00,"4,1449269","6,01563765","21,39999962"
09/12/2010 3.00,"4,11602986","5,7327018","21,39999962"
09/12/2010 4.00,"4,16840638","5,64963687","21,39999962"
09/12/2010 5.00,"4,35262474","16,54656272","21,39999962"
09/12/2010 6.00,"4,12325361","16,20263216","21,39999962"
09/12/2010 7.00,"4,33275866","35,04124312","21,39999962"
09/12/2010 8.00,"4,78969371","45,34114888","21,39999962"
09/12/2010 9.00,"5,02087001","56,1446372","21,39999962"
09/12/2010 10.00,"4,98474821","51,38924464","21,39999962"
09/12/2010 11.00,"4,53864929","28,13137072","21,39999962"
09/12/2010 12.00,"4,44112205","21,01513616","21,39999962"
09/12/2010 13.00,"4,26593363","23,616068","21,39999962"
09/12/2010 14.00,"4,20452717","13,3148659","21,39999962"
09/12/2010 15.00,"4,27496459","12,21556724","21,39999962"
09/12/2010 16.00,"4,1973024","25,05022096","21,39999962"
09/12/2010 17.00,"4,20633336","18,97488685","21,39999962"
09/12/2010 18.00,"4,24426136","15,90411925","21,39999962"
09/12/2010 19.00,"4,26232124","18,02225197","21,39999962"
09/12/2010 20.00,"4,17743632","21,46290744","21,39999962"
09/12/2010 21.00,"4,16659917","15,40443908","21,39999962"
09/12/2010 22.00,"4,16118161","10,45824995","21,39999962"
09/12/2010 23.00,"4,31289157","9,22657397","21,39999962"
10/12/2010 0.00,"4,34720616","7,90144516","21,39999962"
10/12/2010 1.00,,"5,54840412","16,60000038"
10/12/2010 2.00,"4,16659917",,"16,60000038"
10/12/2010 3.00,"4,22981182","4,02470073","16,60000038"
10/12/2010 4.00,"4,20272097","4,14151054","16,60000038"
10/12/2010 5.00,"4,21355813","5,72361598","16,60000038"
10/12/2010 6.00,"4,22258807","8,71521148","16,60000038"
10/12/2010 7.00,"4,27315738","11,2707142","16,60000038"
10/12/2010 8.00,"4,30386061","15,29282226","16,60000038"
10/12/2010 9.00,"4,44834681","16,65039579","16,60000038"
10/12/2010 10.00,"4,41944978","14,76589035","16,60000038"
10/12/2010 11.00,,,"16,60000038"
10/12/2010 12.00,"4,28760691","51,97068384","16,60000038"
10/12/2010 13.00,"4,02211398","13,60428726","16,60000038"
10/12/2010 14.00,"3,97696223","14,11955214","16,60000038"
10/12/2010 15.00,"3,91375059","15,00079867","16,60000038"
10/12/2010 16.00,"3,89749588","14,75940102","16,60000038"
10/12/2010 17.00,"3,84511937","15,82105623","16,60000038"
10/12/2010 18.00,"3,94084144","11,9274384","16,60000038"
10/12/2010 19.00,"3,89207731","13,64322514","16,60000038"
10/12/2010 20.00,"3,90652583","10,63476006","16,60000038"
10/12/2010 21.00,"3,95348377","9,56531727","16,60000038"
10/12/2010 22.00,"3,92097434","7,80540349","16,60000038"
10/12/2010 23.00,"3,95890133","4,64119071","16,60000038"
11/12/2010 0.00,"3,97515705","4,41536057","16,60000038"
11/12/2010 1.00,"3,96612609","3,81963873","19,2999897"
11/12/2010 2.00,"3,8740164","3,40301966","19,2999897"
11/12/2010 3.00,"3,96973848","2,79302092","19,2999897"
11/12/2010 4.00,"3,95709615","2,69957383","19,2999897"
11/12/2010 5.00,"3,98779938","3,33423355","19,2999897"
11/12/2010 6.00,"3,97335086","6,09221134","19,2999897"
11/12/2010 7.00,"3,984187","7,1175309","19,2999897"
11/12/2010 8.00,"3,9643199","14,03518705","19,2999897"
11/12/2010 9.00,"3,98599319","11,93133506","19,2999897"
11/12/2010 10.00,"4,02572636","14,74382778","19,2999897"
11/12/2010 11.00,"3,98960456","13,74835072","19,2999897"
11/12/2010 12.00,"4,05101102","15,36290662","19,2999897"
11/12/2010 13.00,"4,06726573","17,12152598","19,2999897"
11/12/2010 14.00,"4,03295113","17,04365022","19,2999897"
11/12/2010 15.00,"3,97876842","11,85086471","19,2999897"
11/12/2010 16.00,"4,08893901","16,02612014","19,2999897"
11/12/2010 17.00,"4,02753255","19,33699288","19,2999897"
11/12/2010 18.00,"4,06184817","29,16836304","19,2999897"
11/12/2010 19.00,"4,29121828","42,43133344","19,2999897"
11/12/2010 20.00,"4,1828549","43,791492","19,2999897"
11/12/2010 21.00,"4,31108537","46,40800664","19,2999897"
11/12/2010 22.00,"4,44834681","60,44059528","19,2999897"
11/12/2010 23.00,"4,38513416","57,5255792","19,2999897"
12/12/2010 0.00,"4,22078188","43,1970512","19,2999897"
12/12/2010 1.00,,"40,4546696",15
12/12/2010 2.00,"4,01127784",,15
12/12/2010 3.00,"4,03836869","14,6036495",15
12/12/2010 4.00,"3,98779938","6,42446722",15
