NetC,Provincia di TARANTO,,,
Stat,STATTE sc.elementare,,,
Parm,SO2,NO2,PM10,O3



08/08/2010 3.00,"1,334684","7,138295","8,1","101,685929"
08/08/2010 4.00,"1,087253","4,754106","8,1","108,830202"
08/08/2010 5.00,"1,128793","6,572423","8,1","104,831526"
08/08/2010 6.00,"1,222709","5,426405","8,1","108,895217"
08/08/2010 7.00,"1,199229","5,914403","8,1","104,480827"
08/08/2010 8.00,"1,275084","5,462745","8,1","109,44628"
08/08/2010 9.00,"1,327461","4,542553","8,1","116,522942"
08/08/2010 10.00,"1,372612","4,974743","8,1","121,18103"
08/08/2010 11.00,"1,390672","4,802128","8,1","126,160128"
08/08/2010 12.00,"1,403316","5,426405","8,1","126,341634"
08/08/2010 13.00,"1,509873","3,776808","8,1","125,679475"
08/08/2010 14.00,"1,392478","3,495168","8,1","127,079607"
08/08/2010 15.00,"1,405122","3,351105","8,1","124,57454"
08/08/2010 16.00,"1,542382","3,457531","8,1","120,757272"
08/08/2010 17.00,"1,358164","3,45234","8,1","119,946164"
08/08/2010 18.00,"1,486394","3,849489","8,1","121,380146"
08/08/2010 19.00,"1,432213","5,317383","8,1","126,019322"
08/08/2010 20.00,"1,457497","8,712617","8,1","117,703684"
08/08/2010 21.00,"1,479171","9,634105","8,1","110,776069"
08/08/2010 22.00,"1,477364","6,303764","8,1","114,047587"
08/08/2010 23.00,"1,477364","5,370595","8,1","110,684"
09/08/2010 0.00,"1,354551","3,679468","8,1","114,555393"
09/08/2010 1.00,"1,291339","3,776808","10,3","101,872778"
09/08/2010 2.00,"1,136017","4,789149","10,3","107,765852"
09/08/2010 3.00,"1,354551","6,122063","10,3","100,161186"
09/08/2010 4.00,"1,4286","5,640551","10,3","97,941796"
09/08/2010 5.00,"1,280503","5,504275","10,3","98,559267"
09/08/2010 6.00,"1,121569","6,456914","10,3","101,306775"
09/08/2010 7.00,"1,253412","5,805383","10,3","103,339226"
09/08/2010 8.00,"1,145047","5,959828","10,3","113,981255"
09/08/2010 9.00,"1,128793","5,935169","10,3","118,379374"
09/08/2010 10.00,"1,215484","6,158403","10,3","118,828984"
09/08/2010 11.00,"1,379836","5,691169","10,3","125,602246"
09/08/2010 12.00,"1,361775","5,17851","10,3","132,347136"
09/08/2010 13.00,"1,517097","5,107128","10,3","136,970011"
09/08/2010 14.00,"1,202841","3,752149","10,3","135,935464"
09/08/2010 15.00,"1,430406","3,889723","10,3","134,987628"
09/08/2010 16.00,"1,443049","3,702829","10,3","134,081696"
09/08/2010 17.00,"1,369","4,799531","10,3","137,244926"
09/08/2010 18.00,"1,450272","7,107149","10,3","132,919874"
09/08/2010 19.00,"1,285921","7,098063","10,3","125,489826"
09/08/2010 20.00,"1,313012","9,021508","10,3","125,565739"
09/08/2010 21.00,"1,168526","8,19087","10,3","126,945604"
09/08/2010 22.00,"1,327461","5,933871","10,3","127,048465"
09/08/2010 23.00,"1,092672","6,855361","10,3","126,925254"
10/08/2010 0.00,"1,448467","6,754127","10,3","129,372125"
10/08/2010 1.00,,"6,60487","14,2","126,532516"
10/08/2010 2.00,"1,101702",,"14,2","128,765521"
10/08/2010 3.00,"1,278696","4,269999","14,2","129,618547"
10/08/2010 4.00,"1,164914","4,894276","14,2","123,655069"
10/08/2010 5.00,"1,26786","4,581489","14,2","116,089611"
10/08/2010 6.00,"1,139629","6,568531","14,2","103,615473"
10/08/2010 7.00,"1,298564","5,487404","14,2","129,533281"
10/08/2010 8.00,"1,152272","6,066254","14,2","128,917119"
10/08/2010 9.00,"1,298564","6,677553","14,2","130,399838"
10/08/2010 10.00,"1,26786","7,650956","14,2","125,854178"
10/08/2010 11.00,"1,260636","8,65421","14,2","125,005125"
10/08/2010 12.00,"1,508068","7,294041","14,2","121,604909"
10/08/2010 13.00,"1,31843","5,570467","14,2","121,676728"
10/08/2010 14.00,"1,186587","4,628212","14,2","119,687512"
10/08/2010 15.00,"1,195618","4,281679","14,2","114,413247"
10/08/2010 16.00,"1,332878","4,34268","14,2","116,824928"
10/08/2010 17.00,"1,298564","5,58085","14,2","114,503924"
10/08/2010 18.00,"1,282309","8,504956","14,2","113,817443"
10/08/2010 19.00,"1,322042","13,954716","14,2","107,08071"
10/08/2010 20.00,"1,15769","16,579009","14,2","101,351463"
10/08/2010 21.00,"1,210066","11,532884","14,2","99,730586"
10/08/2010 22.00,"1,186587","7,974126","14,2","93,366242"
10/08/2010 23.00,"1,123374","9,357659","14,2","87,905083"
11/08/2010 0.00,"1,282309","10,249289","14,2","88,255805"
11/08/2010 1.00,"1,27689","9,858637","17,200001","87,906446"
11/08/2010 2.00,"1,352745","5,040934","17,200001","119,258244"
11/08/2010 3.00,"1,314818","3,99485","17,200001","113,405778"
11/08/2010 4.00,"1,273278","4,830679","17,200001","97,582954"
11/08/2010 5.00,"1,237157","4,170064","17,200001","114,196536"
11/08/2010 6.00,"1,294951","5,181105","17,200001","119,413921"
11/08/2010 7.00,"1,327461","5,658723","17,200001","113,807884"
11/08/2010 8.00,"1,172138","5,326469","17,200001","115,463974"
11/08/2010 9.00,"1,166721","5,827445","17,200001","112,168058"
11/08/2010 10.00,"1,307593","5,066892","17,200001","99,886316"
11/08/2010 11.00,"1,370806","6,171381","17,200001","98,33856"
11/08/2010 12.00,"1,253412","16,595885","17,200001","113,160672"
11/08/2010 13.00,"1,311206","12,149378","17,200001","129,919185"
11/08/2010 14.00,"1,381642","16,593292","17,200001","126,386299"
11/08/2010 15.00,"1,349133","17,756189","17,200001","125,255618"
11/08/2010 16.00,"1,421375","5,679489","17,200001","125,648349"
11/08/2010 17.00,"1,298564","13,48489","17,200001","111,241859"
11/08/2010 18.00,"1,322042","8,536104","17,200001","111,115916"
11/08/2010 19.00,"1,435824","10,288225","17,200001","98,571451"
11/08/2010 20.00,"1,280503","16,789272","17,200001","97,318891"
11/08/2010 21.00,"1,307593","12,895655","17,200001","100,463156"
11/08/2010 22.00,"1,392478","8,538699","17,200001","96,820582"
11/08/2010 23.00,"1,246187","10,955335","17,200001","94,974927"
12/08/2010 0.00,"1,271473","9,822298","17,200001","92,618756"
12/08/2010 1.00,,"8,590616","23,700001","105,746811"
12/08/2010 2.00,"1,195618",,"23,700001","105,379933"
12/08/2010 3.00,"1,219096","5,335552","23,700001","109,809208"
12/08/2010 4.00,"1,303981","3,976681","23,700001","111,565511"
12/08/2010 5.00,"1,229932","4,882594","23,700001","107,853851"
12/08/2010 6.00,"1,408733","7,793721","23,700001","105,989284"
12/08/2010 7.00,"1,405122","13,561464","23,700001","74,541322"
12/08/2010 8.00,"1,405122","21,613457","23,700001","68,623833"
12/08/2010 9.00,"1,311206","25,029456","23,700001","78,823048"
12/08/2010 10.00,"1,266054","18,048199","23,700001","105,83758"
12/08/2010 11.00,"1,356358","8,028637","23,700001","119,176973"
12/08/2010 12.00,"1,43763","9,863828","23,700001","121,177057"
12/08/2010 13.00,"1,358164","8,760637","23,700001","117,250101"
12/08/2010 14.00,"1,394285","8,171402","23,700001","117,576401"
12/08/2010 15.00,"1,414152","21,636822","23,700001","125,856826"
12/08/2010 16.00,"1,499037","60,018786","23,700001","105,190269"
12/08/2010 17.00,"1,459303","38,733677","23,700001","106,931738"
12/08/2010 18.00,"1,455691","24,538856","23,700001","104,335926"
12/08/2010 19.00,"1,464722","13,140948","23,700001","100,033911"
12/08/2010 20.00,"1,499037","19,822392","23,700001","86,102762"
12/08/2010 21.00,"1,287726","26,17287","23,700001","78,745864"
12/08/2010 22.00,"1,316623","39,856345","23,700001","61,811286"
12/08/2010 23.00,"1,484588","39,299551","23,700001","64,711816"
13/08/2010 0.00,"1,316623","26,438944","23,700001","75,588053"
13/08/2010 1.00,"1,090866","18,421996","31,1","87,14272"
13/08/2010 2.00,"1,054744","12,903436","31,1","92,15837"
13/08/2010 3.00,"1,273278","11,195443","31,1","89,033078"
13/08/2010 4.00,"1,452079","8,437466","31,1","82,932766"
13/08/2010 5.00,"1,354551","11,826209","31,1","84,228682"
13/08/2010 6.00,"1,565862","20,572565","31,1","74,407273"
13/08/2010 7.00,"1,403316","22,350648","31,1","76,315234"
13/08/2010 8.00,"1,614625","33,823834","31,1","56,752303"
13/08/2010 9.00,"1,625462","44,270409","31,1","72,154025"
13/08/2010 10.00,"1,843996","106,304765","31,1","57,539054"
13/08/2010 11.00,"1,880118","82,705587","31,1","85,375603"
13/08/2010 12.00,"2,331634","32,43771","31,1","121,327338"
13/08/2010 13.00,"2,170894","35,6188","31,1","122,795224"
13/08/2010 14.00,"2,076978","27,766656","31,1","126,194001"
13/08/2010 15.00,"1,918045","25,235819","31,1","130,895544"
13/08/2010 16.00,"1,650747","20,44666","31,1","133,536021"
13/08/2010 17.00,"2,004736","36,357272","31,1","123,990829"
13/08/2010 18.00,"1,84219","26,437644","31,1","121,691591"
13/08/2010 19.00,"1,560443","17,008608","31,1","111,703585"
13/08/2010 20.00,"1,565862","10,575061","31,1","114,874973"
13/08/2010 21.00,"1,387061","18,970989","31,1","103,293236"
13/08/2010 22.00,"11,901981","21,209816","31,1",
13/08/2010 23.00,"1,181169","20,606312","31,1",
14/08/2010 0.00,"1,37803","21,678351","31,1","90,480614"
14/08/2010 1.00,,"20,876266","31,1","87,475846"
14/08/2010 2.00,"1,388867",,"31,1","82,537379"
14/08/2010 3.00,"1,41957","7,705467","31,1","104,238355"
14/08/2010 4.00,"1,287726","6,341402","31,1","97,652017"
14/08/2010 5.00,"1,311206","10,577656","31,1","89,603152"
14/08/2010 6.00,"1,30037","20,614094","31,1","79,227917"
14/08/2010 7.00,"1,430406","16,819118","31,1","71,005741"
14/08/2010 8.00,"1,325654","17,584863","31,1","87,3323"
14/08/2010 9.00,"1,30037","17,601739","31,1","82,637592"
14/08/2010 10.00,"1,385255","28,645316","31,1","102,515911"
14/08/2010 11.00,"1,338297","21,265628","31,1","119,320534"
14/08/2010 12.00,"1,524321","37,102262","31,1","130,640978"
14/08/2010 13.00,"1,482782","13,499159","31,1","129,247574"
14/08/2010 14.00,"1,486394","11,028014","31,1","118,975193"
14/08/2010 15.00,"1,591146","18,477798","31,1","118,59467"
14/08/2010 16.00,"1,603789","15,584845","31,1","117,117331"
14/08/2010 17.00,"1,509873","41,063372","31,1","107,119972"
14/08/2010 18.00,"1,789814","23,164395","31,1","114,245272"
14/08/2010 19.00,"1,513485","22,056028","31,1","99,206524"
14/08/2010 20.00,"1,545994","21,718579","31,1","82,338316"
14/08/2010 21.00,"1,493619","21,187751","31,1","74,790499"
14/08/2010 22.00,"1,322042","34,535058","31,1","62,115962"
14/08/2010 23.00,"1,432213","24,287065","31,1","73,512201"
15/08/2010 0.00,"1,31843","21,318837","31,1","78,252959"
15/08/2010 1.00,"1,206454","28,592105","32,799992","65,564917"
15/08/2010 2.00,"1,285921","38,131472","32,799992","53,86129"
15/08/2010 3.00,"1,298564","31,857551","32,799992","57,368438"
15/08/2010 4.00,"1,264248","19,491444","32,799992","72,707858"
15/08/2010 5.00,"1,222709","31,255328","32,799992","52,114466"
15/08/2010 6.00,"1,253412","22,35843","32,799992","54,929673"
15/08/2010 7.00,"1,238963","13,930059","32,799992","59,281806"
15/08/2010 8.00,"1,206454","20,928177","32,799992","61,428065"
15/08/2010 9.00,"1,21729","20,636157","32,799992","72,258301"
15/08/2010 10.00,"1,166721","5,523745","32,799992","103,868721"
15/08/2010 11.00,"1,193812","4,825488","32,799992","107,71029"
15/08/2010 12.00,"1,143241","6,041595","32,799992","113,905441"
15/08/2010 13.00,"1,033072","5,190191","32,799992","115,416577"
15/08/2010 14.00,"1,231738","7,51468","32,799992","119,706446"
15/08/2010 15.00,"1,094477","3,504254","32,799992","105,123952"
15/08/2010 16.00,"1,15769","3,534106","32,799992","104,287091"
15/08/2010 17.00,"1,352745","3,965","32,799992","106,143636"
15/08/2010 18.00,"1,307593","5,854703","32,799992","102,658155"
15/08/2010 19.00,"1,443049","9,091595","32,799992","92,364191"
15/08/2010 20.00,"1,242575","12,79182","32,799992","73,689597"
15/08/2010 21.00,"1,164914","12,176627","32,799992","79,661226"
15/08/2010 22.00,"1,426794","23,178678","32,799992","65,424073"
15/08/2010 23.00,"1,192005","18,575142","32,799992","59,739498"
16/08/2010 0.00,"1,190199","12,808696","32,799992","73,811469"
16/08/2010 1.00,,"10,747679","30,5","85,234782"
16/08/2010 2.00,"1,166721",,"30,5","87,515108"
16/08/2010 3.00,"1,325654","12,222056","30,5","77,184554"
16/08/2010 4.00,"1,159496","11,157806","30,5","70,002336"
16/08/2010 5.00,"0,991531","25,97819","30,5","54,672398"
16/08/2010 6.00,"1,307593","31,350088","30,5","52,960806"
16/08/2010 7.00,"1,10712","17,151369","30,5","71,983394"
16/08/2010 8.00,"1,275084","8,425786","30,5","70,511482"
16/08/2010 9.00,"1,161302","5,593829","30,5","75,566394"
16/08/2010 10.00,"1,067386","9,007233","30,5","93,865905"
16/08/2010 11.00,"1,20826","13,570548","30,5","107,619658"
16/08/2010 12.00,"1,211872","13,325253","30,5","122,976632"
16/08/2010 13.00,"1,251606","10,861886","30,5","129,328761"
16/08/2010 14.00,"1,257023","7,844339","30,5","124,757264"
16/08/2010 15.00,"1,424988","5,862488","30,5","115,334066"
16/08/2010 16.00,"1,298564","5,471828","30,5","113,250002"
16/08/2010 17.00,"1,509873","7,567893","30,5","113,083443"
16/08/2010 18.00,"1,403316","9,454999","30,5","107,807884"
16/08/2010 19.00,"1,432213","10,659417","30,5","108,112503"
16/08/2010 20.00,"1,383448","13,407014","30,5","105,569476"
16/08/2010 21.00,"1,206699","11,307321","30,5","90,167556"
16/08/2010 22.00,"1,244381","12,462161","30,5","84,070235"
16/08/2010 23.00,"1,213678","12,769758","30,5","83,191418"
17/08/2010 0.00,"1,320236","9,766488","30,5","91,008725"
17/08/2010 1.00,"1,172138","9,730146","16,6","93,737268"
17/08/2010 2.00,"1,323848","8,519233","16,6","110,276421"
17/08/2010 3.00,"1,213678","7,521169","16,6","104,629753"
17/08/2010 4.00,"0,940962","4,372532","16,6","110,808527"
17/08/2010 5.00,"1,27689","5,260275","16,6","104,798969"
17/08/2010 6.00,"1,280503","6,508828","16,6","101,048146"
17/08/2010 7.00,"1,37803","7,44719","16,6","89,043915"
17/08/2010 8.00,"1,370806","6,848872","16,6","95,343267"
17/08/2010 9.00,"1,229932","6,258339","16,6","101,994573"
17/08/2010 10.00,"1,495424","5,025361","16,6","106,529548"
17/08/2010 11.00,"1,271473","7,365424","16,6","108,491694"
17/08/2010 12.00,"1,708541","4,843658","16,6","112,730088"
17/08/2010 13.00,"1,484588","4,684019","16,6","118,06388"
17/08/2010 14.00,"1,540576","6,079232","16,6","118,823596"
17/08/2010 15.00,"1,61282","6,504936","16,6","122,327996"
17/08/2010 16.00,"1,775366","7,003317","16,6","121,564308"
17/08/2010 17.00,"1,713959","11,121463","16,6","112,437585"
17/08/2010 18.00,"1,847608","12,264889","16,6","113,916232"
17/08/2010 19.00,"1,614625","10,878762","16,6","116,456611"
17/08/2010 20.00,"1,560443","11,706801","16,6","109,667063"
17/08/2010 21.00,"1,601982","11,283693","16,6","108,662325"
17/08/2010 22.00,"1,43763","12,425828","16,6","106,812599"
17/08/2010 23.00,"1,605595","11,374549","16,6","98,567387"
18/08/2010 0.00,"1,587534","8,732084","16,6","100,174732"
18/08/2010 1.00,,"8,549084","17,1","101,165954"
18/08/2010 2.00,"1,383448",,"17,1","102,509206"
18/08/2010 3.00,"1,715765","6,963083","17,1","97,591074"
18/08/2010 4.00,"1,757305","6,463403","17,1","99,45975"
18/08/2010 5.00,"1,569473","6,290786","17,1","100,10162"
18/08/2010 6.00,"1,621849","8,407616","17,1","95,792816"
18/08/2010 7.00,"1,661583","12,053336","17,1","76,580629"
18/08/2010 8.00,"1,556831","8,054594","17,1","87,232095"
18/08/2010 9.00,"1,555025","6,599679","17,1","90,98842"
18/08/2010 10.00,"1,527934","8,490679","17,1","101,379895"
18/08/2010 11.00,"1,683256","11,247359","17,1","119,032073"
18/08/2010 12.00,"1,614625","10,232423","17,1","127,518327"
18/08/2010 13.00,"1,668807","9,111062","17,1","130,348453"
18/08/2010 14.00,"1,502649","8,796978","17,1","132,812918"
18/08/2010 15.00,"1,564055","7,724935","17,1","131,556287"
18/08/2010 16.00,"1,332878","10,026061","17,1","132,226558"
18/08/2010 17.00,"1,592952","10,573759","17,1","131,913805"
18/08/2010 18.00,"1,396091","13,821039","17,1","119,212163"
18/08/2010 19.00,"1,401509","21,861348","17,1","97,666903"
18/08/2010 20.00,"1,479171","22,621904","17,1","92,518567"
18/08/2010 21.00,"1,564055","20,693251","17,1","87,135954"
18/08/2010 22.00,"1,417764","20,830837","17,1","74,943512"
18/08/2010 23.00,"1,401509","14,263615","17,1","77,103321"
19/08/2010 0.00,"1,21729","13,309669","17,1","87,410846"
19/08/2010 1.00,"1,294951","9,879403","17,79999","104,214032"
19/08/2010 2.00,"1,394285","6,250552","17,79999","111,044173"
19/08/2010 3.00,"1,249799","7,500403","17,79999","97,805038"
19/08/2010 4.00,"1,264248","8,700934","17,79999","91,925449"
19/08/2010 5.00,"1,352745","7,012403","17,79999","96,52674"
19/08/2010 6.00,"1,443049","8,062381","17,79999","87,401372"
19/08/2010 7.00,"1,323848","9,791147","17,79999","83,157567"
19/08/2010 8.00,"1,403316","8,811255","17,79999","90,502281"
19/08/2010 9.00,"1,282309","7,403061","17,79999","102,188286"
19/08/2010 10.00,"1,257023","7,043553","17,79999","114,772013"
19/08/2010 11.00,"1,108926","5,304402","17,79999","104,297981"
19/08/2010 12.00,"1,374418","5,957234","17,79999","110,757051"
19/08/2010 13.00,"1,524321","6,709636","17,79999","123,886628"
19/08/2010 14.00,"1,457497","4,741127","17,79999","126,764075"
19/08/2010 15.00,"1,392478","4,602255","17,79999","129,1324"
19/08/2010 16.00,"1,555025","7,002019","17,79999","129,511591"
19/08/2010 17.00,"1,500843","10,071489","17,79999","126,043743"
19/08/2010 18.00,"1,63991","6,17268","17,79999","126,238674"
19/08/2010 19.00,"1,502649","9,273295","17,79999","115,868919"
19/08/2010 20.00,"1,479171","14,188334","17,79999","109,561447"
19/08/2010 21.00,"1,273278","7,641872","17,79999","105,752314"
19/08/2010 22.00,"1,354551","7,809298","17,79999","100,484838"
19/08/2010 23.00,"1,527934","12,297338","17,79999","87,098047"
20/08/2010 0.00,"1,31843","7,739212","17,79999","98,886982"
20/08/2010 1.00,,"5,199276","22,5","116,807332"
20/08/2010 2.00,"1,246187",,"22,5","118,754509"
20/08/2010 3.00,"1,471946","4,473766","22,5","118,820841"
20/08/2010 4.00,"1,356358","4,193425","22,5","118,837142"
20/08/2010 5.00,"1,408733","4,176552","22,5","118,563528"
20/08/2010 6.00,"1,403316","5,222637","22,5","116,319754"
20/08/2010 7.00,"1,441242","5,749573","22,5","108,934501"
20/08/2010 8.00,"1,412345","5,827445","22,5","108,893786"
20/08/2010 9.00,"1,426794","7,192806","22,5","113,363761"
20/08/2010 10.00,"1,262442","6,689233","22,5","116,594685"
20/08/2010 11.00,"1,424988","5,818361","22,5","117,03482"
20/08/2010 12.00,"1,513485","6,525702","22,5","118,750438"
20/08/2010 13.00,"1,27689","5,175914","22,5","119,703691"
20/08/2010 14.00,"1,46111","3,743063","22,5","118,429541"
20/08/2010 15.00,"1,441242","3,800171","22,5","112,772005"
20/08/2010 16.00,"1,385255","3,898809","22,5","106,377852"
20/08/2010 17.00,"1,367194","4,493234","22,5","105,193039"
20/08/2010 18.00,"1,542382","5,059106","22,5","100,648688"
20/08/2010 19.00,"13,32156","7,099361","22,5",
20/08/2010 20.00,"1,448467","13,666589","22,5","93,02635"
20/08/2010 21.00,"1,641717","9,301849","22,5","98,84094"
20/08/2010 22.00,"1,576698","8,774913","22,5","98,729898"
20/08/2010 23.00,"1,694092","8,041615","22,5","90,28426"
21/08/2010 0.00,"1,394285","7,769063","22,5","84,809585"
21/08/2010 1.00,"1,49723","5,822254","22,9","97,754924"
21/08/2010 2.00,"1,435824","5,262872","22,9","101,37042"
21/08/2010 3.00,"1,251606","5,085063","22,9","100,490249"
21/08/2010 4.00,"1,282309","4,633403","22,9","101,367703"
21/08/2010 5.00,"1,473752","4,61783","22,9","98,662189"
21/08/2010 6.00,"1,240769","13,683464","22,9","83,234751"
21/08/2010 7.00,"1,383448","16,1611","22,9","63,661009"
21/08/2010 8.00,"1,394285","16,102694","22,9","75,221098"
21/08/2010 9.00,"1,262442","12,550423","22,9","77,038321"
21/08/2010 10.00,"1,31843","6,50753","22,9","90,977583"
21/08/2010 11.00,"1,334684","5,819659","22,9","84,49948"
21/08/2010 12.00,"1,369","6,216808","22,9","94,743368"
21/08/2010 13.00,"1,35997","19,722452","22,9","102,724487"
21/08/2010 14.00,"1,331073","5,011084","22,9","99,229561"
21/08/2010 15.00,"1,573085","4,428339","22,9","107,956833"
21/08/2010 16.00,"1,685062","5,243404","22,9","112,845163"
21/08/2010 17.00,"1,629073","6,001361","22,9","108,084116"
21/08/2010 18.00,"1,509873","7,055234","22,9","101,698121"
21/08/2010 19.00,"1,522516","8,159721","22,9","103,044067"
21/08/2010 20.00,"1,571279","9,754808","22,9","110,184329"
21/08/2010 21.00,"1,806069","7,51468","22,9","107,879604"
21/08/2010 22.00,"1,601982","6,567232","22,9","107,462551"
21/08/2010 23.00,"1,522516","6,722978","22,9","108,044832"
22/08/2010 0.00,"1,452079","5,190191","22,9","107,328449"
22/08/2010 1.00,,"5,05651","25,5","108,448361"
22/08/2010 2.00,"1,282309",,"25,5","109,828219"
22/08/2010 3.00,"1,164914","5,248595","25,5","104,965528"
22/08/2010 4.00,"1,372612","5,586042","25,5","93,979665"
22/08/2010 5.00,"1,340103","6,129851","25,5","89,535443"
22/08/2010 6.00,"1,128793","5,739189","25,5","109,939223"
22/08/2010 7.00,"1,154077","6,873531","25,5","105,067058"
22/08/2010 8.00,"1,06558","7,037062","25,5","106,031202"
22/08/2010 9.00,"1,226321","6,876127","25,5","110,210067"
22/08/2010 10.00,"1,365388","7,261594","25,5","112,396984"
22/08/2010 11.00,"1,257023","6,60487","25,5","114,79368"
22/08/2010 12.00,"1,264248","6,097404","25,5","112,957499"
22/08/2010 13.00,"1,354551","5,597722","25,5","115,121418"
22/08/2010 14.00,"1,683256","4,998106","25,5","115,155292"
22/08/2010 15.00,"1,726601","5,186296","25,5","120,796533"
22/08/2010 16.00,"1,397897","5,400446","25,5","122,815453"
22/08/2010 17.00,"1,63991","5,929978","25,5","125,591477"
22/08/2010 18.00,"1,464722","6,447828","25,5","118,372669"
22/08/2010 19.00,"1,656165","8,211636","25,5","113,30555"
22/08/2010 20.00,"1,843996","9,710678","25,5","106,15716"
22/08/2010 21.00,"1,737438","6,568531","25,5","112,562113"
22/08/2010 22.00,"1,815099","6,969573","25,5","107,897199"
22/08/2010 23.00,"1,811486","5,871574","25,5","90,599776"
23/08/2010 0.00,"1,753692","8,555572","25,5","89,404088"
23/08/2010 1.00,"1,509873","7,159063","25,1","98,077214"
23/08/2010 2.00,"1,30037","6,793062","25,1","91,966088"
23/08/2010 3.00,"1,229932","6,707403","25,1","96,3277"
23/08/2010 4.00,,,"25,1",
23/08/2010 5.00,"1,188393","5,162935","25,1","99,707565"
23/08/2010 6.00,"1,370806","6,78268","25,1","80,179869"
23/08/2010 7.00,"1,349133","12,990395","25,1","63,980586"
23/08/2010 8.00,"1,504455","7,636679","25,1","92,281596"
23/08/2010 9.00,"1,493619","7,91702","25,1","105,974322"
23/08/2010 10.00,"1,27689","7,195403","25,1","107,325816"
23/08/2010 11.00,"1,307593","6,502339","25,1","100,429297"
23/08/2010 12.00,"1,52974","12,472548","25,1","117,300177"
23/08/2010 13.00,"1,508068","9,342083","25,1","132,305112"
23/08/2010 14.00,"1,479171","14,176655","25,1","134,739867"
23/08/2010 15.00,"13,879629","31,673254","25,1",
23/08/2010 16.00,"20,690315","49,798039","25,1",
23/08/2010 17.00,"1,712153","19,513489","25,1","142,100813"
23/08/2010 18.00,"1,685062","18,589414","25,1","119,476303"
23/08/2010 19.00,"1,558637","7,065614","25,1","112,935916"
23/08/2010 20.00,"1,414152","10,460842","25,1","98,766442"
23/08/2010 21.00,"1,311206","16,720479","25,1","108,306117"
23/08/2010 22.00,"1,327461","13,558869","25,1","107,1795"
23/08/2010 23.00,"1,280503","10,124701","25,1","114,847903"
24/08/2010 0.00,"1,314818","9,531573","25,1","115,870258"
24/08/2010 1.00,,"8,534806","31,9","115,974535"
24/08/2010 2.00,"1,278696",,"31,9","116,592029"
24/08/2010 3.00,"1,296757","7,416042","31,9","115,171471"
24/08/2010 4.00,"1,213678","8,192168","31,9","107,327133"
24/08/2010 5.00,"1,397897","9,671743","31,9","96,342578"
24/08/2010 6.00,"1,493619","14,254522","31,9","90,369572"
24/08/2010 7.00,"1,284115","11,539372","31,9","85,993082"
24/08/2010 8.00,"1,388867","10,52055","31,9","77,505488"
24/08/2010 9.00,"1,468333","12,155866","31,9","103,048131"
24/08/2010 10.00,"1,46111","15,639356","31,9","108,654182"
24/08/2010 11.00,"1,706734","15,444678","31,9","115,53306"
24/08/2010 12.00,"1,387061","9,412167","31,9","126,548795"
24/08/2010 13.00,"1,426794","10,78272","31,9","124,944174"
24/08/2010 14.00,"1,439436","16,867137","31,9","124,760019"
24/08/2010 15.00,"1,356358","38,118489","31,9","106,830217"
24/08/2010 16.00,"8,152593","32,62719","31,9",
24/08/2010 17.00,"1,620043","37,848535","31,9","100,727211"
24/08/2010 18.00,"1,77356","24,557019","31,9","96,968192"
24/08/2010 19.00,"1,515291","14,128634","31,9","91,372977"
24/08/2010 20.00,"1,426794","15,227925","31,9","80,007899"
24/08/2010 21.00,"1,37803","18,99176","31,9","80,414123"
24/08/2010 22.00,"1,376224","20,807474","31,9","82,870483"
24/08/2010 23.00,"1,551413","17,880783","31,9","93,133344"
25/08/2010 0.00,"1,352745","30,880253","31,9","73,112743"
25/08/2010 1.00,"1,316623","16,553051","37,900002","99,715685"
25/08/2010 2.00,"1,271473","6,510126","37,900002","120,548696"
25/08/2010 3.00,"1,410539","9,636699","37,900002","106,973656"
25/08/2010 4.00,"1,231738","11,818416","37,900002","99,608715"
25/08/2010 5.00,"1,247993","10,833334","37,900002","73,118146"
25/08/2010 6.00,"1,260636","27,970417","37,900002","65,957595"
25/08/2010 7.00,"1,434019","34,859543","37,900002","55,132804"
25/08/2010 8.00,"1,322042","29,273484","37,900002","56,253994"
25/08/2010 9.00,"1,350939","69,709992","37,900002","62,683338"
25/08/2010 10.00,"1,341909","69,742434","37,900002","78,361284"
25/08/2010 11.00,"1,545994","50,68578","37,900002","111,227019"
25/08/2010 12.00,"2,234107","29,148898","37,900002","141,245048"
25/08/2010 13.00,"2,071561","16,277905","37,900002","150,906655"
25/08/2010 14.00,"1,831353","11,615956","37,900002","147,90455"
25/08/2010 15.00,"2,400264","37,438392","37,900002","128,605659"
25/08/2010 16.00,"2,94931","23,413606","37,900002","118,410515"
25/08/2010 17.00,"1,937912","17,214974","37,900002","108,05022"
25/08/2010 18.00,"1,732019","18,024847","37,900002","92,98304"
25/08/2010 19.00,"1,587534","17,895052","37,900002","78,358575"
25/08/2010 20.00,"1,688674","24,296146","37,900002","88,491421"
25/08/2010 21.00,"1,459303","16,541375","37,900002","82,209679"
25/08/2010 22.00,"1,47014","13,831413","37,900002","90,303217"
25/08/2010 23.00,"1,311206","10,49978","37,900002","105,569476"
26/08/2010 0.00,"1,527934","9,50302","37,900002","107,193024"
26/08/2010 1.00,,"8,329743","21,200001","115,332627"
26/08/2010 2.00,"1,231738",,"21,200001","114,87629"
26/08/2010 3.00,"1,434019","9,749615","21,200001","101,765746"
26/08/2010 4.00,"1,493619","9,105871","21,200001","108,715133"
26/08/2010 5.00,"1,406927","5,388765","21,200001","108,887081"
