,Foggia,,,
,manfredonia - viale Michelangelo - Zona 167,,,
Parm,SO2,NO2,CO,PM10



12/07/2010 10.00,"5,95099584","11,5718217","0,79135305","30,60000038"
12/07/2010 11.00,"5,81012202","10,09225491","0,82966524","30,60000038"
12/07/2010 12.00,"5,7252371","6,09480783","0,63257636","30,60000038"
12/07/2010 13.00,"6,21468157","8,59710533","0,5263703","30,60000038"
12/07/2010 14.00,"6,2959541","6,74763729","0,61480312","30,60000038"
12/07/2010 15.00,"6,18217214","7,39657391","0,80450473","30,60000038"
12/07/2010 16.00,"5,93654732","8,30768015","0,77456773","30,60000038"
12/07/2010 17.00,"5,88778319","5,27585043","0,86157692","30,60000038"
12/07/2010 18.00,"6,78901096","6,56853069","0,81951459","30,60000038"
12/07/2010 19.00,"7,31818962","8,7126169","0,86817431","30,60000038"
12/07/2010 20.00,"7,73900286","7,56659469","0,79581616","30,60000038"
12/07/2010 21.00,"7,55839688","7,57957334","1,08556331","30,60000038"
12/07/2010 22.00,"7,36153518","11,87812601","1,15069264","30,60000038"
12/07/2010 23.00,"7,02560584","13,51214033","1,29702712","30,60000038"
13/07/2010 0.00,"6,65175054","31,73036656","1,53475702","30,60000038"
13/07/2010 1.00,,"17,55241621","1,4033124","42,40000153"
13/07/2010 2.00,"6,23454764",,"1,28328245","42,40000153"
13/07/2010 3.00,"5,53921254","6,19863708",,"42,40000153"
13/07/2010 4.00,"5,16355003","6,38163842","1,15199627","42,40000153"
13/07/2010 5.00,"5,60242418","14,61922274","1,05720372","42,40000153"
13/07/2010 6.00,"6,79442954","37,87838344","0,88981768","42,40000153"
13/07/2010 7.00,"7,19176432","51,53979552","0,77282955","42,40000153"
13/07/2010 8.00,"6,33026972","32,37669904","0,9326326","42,40000153"
13/07/2010 9.00,"6,20926299","17,36552968","0,74123125","42,40000153"
13/07/2010 10.00,"5,55004766","11,5523518","0,56168029","42,40000153"
13/07/2010 11.00,"5,45071422","7,24472287","0,68953088","42,40000153"
13/07/2010 12.00,"5,6710554","6,39591342","0,92556338","42,40000153"
13/07/2010 13.00,"5,93474113","10,46992654","0,7381906","42,40000153"
13/07/2010 14.00,"6,51629529","5,37708318","0,58608937","42,40000153"
13/07/2010 15.00,"6,9967088","6,89819008","0,8276894","42,40000153"
13/07/2010 16.00,"7,16286728","6,08312551","0,88938314","42,40000153"
13/07/2010 17.00,"7,72997292","4,46078586","0,77808253","42,40000153"
13/07/2010 18.00,"8,04603516","4,93451063","1,02797736","42,40000153"
13/07/2010 19.00,"7,72636054","10,31028983","1,06747319","42,40000153"
13/07/2010 20.00,"7,24594703","12,71135075","0,94333545","42,40000153"
13/07/2010 21.00,"7,99546484","15,5329293","1,06861839","42,40000153"
13/07/2010 22.00,"8,26637533","34,18074752","1,25429259","42,40000153"
13/07/2010 23.00,"8,1796832","27,30982256","1,27676544","42,40000153"
14/07/2010 0.00,"7,2676193","18,17669186","1,1824086","42,40000153"
14/07/2010 1.00,"7,05811526","16,60107384","1,20895079","37,70000076"
14/07/2010 2.00,"6,71857456","7,67950976","1,26815493","37,70000076"
14/07/2010 3.00,"6,41154226","7,41214715","1,25520013","37,70000076"
14/07/2010 4.00,"6,30679126","7,46925477","1,30611179","37,70000076"
14/07/2010 5.00,"6,77636863","14,53356514","1,18011821","37,70000076"
14/07/2010 6.00,"7,08881849","32,82317016","1,13062901","37,70000076"
14/07/2010 7.00,"6,81971419","33,5110504","1,23079221","37,70000076"
14/07/2010 8.00,"6,68425894","17,2136729","1,0954763","37,70000076"
14/07/2010 9.00,"6,26886326","10,85799179","0,99744621","37,70000076"
14/07/2010 10.00,"6,12618426","10,97480543","0,83740666","37,70000076"
14/07/2010 11.00,"6,28331178","12,14158622","0,86177613","37,70000076"
14/07/2010 12.00,"6,26705707","9,04616912","0,82741329","37,70000076"
14/07/2010 13.00,"6,14966272","7,82487147","0,79723863","37,70000076"
14/07/2010 14.00,"6,46753116","6,3725526","0,76098033","37,70000076"
14/07/2010 15.00,"6,45488883","5,75216978","0,79103733","37,70000076"
14/07/2010 16.00,"7,07436997","6,05327728","0,76425864","37,70000076"
14/07/2010 17.00,"6,79442954","4,42833922","0,82528018","37,70000076"
14/07/2010 18.00,"6,84680605","3,92865906","0,96004272","37,70000076"
14/07/2010 19.00,"7,10868559","5,97410518","0,77515955","37,70000076"
14/07/2010 20.00,"7,21704999","10,14287129","0,88519729","37,70000076"
14/07/2010 21.00,"7,12132791","19,58488368","1,30591491","37,70000076"
14/07/2010 22.00,"7,28206781","27,0359668","1,24173273","37,70000076"
14/07/2010 23.00,"6,19842686","10,86188654","1,15112718","37,70000076"
15/07/2010 0.00,"6,04129934","7,59125375","1,45292043","37,70000076"
15/07/2010 1.00,,"7,78982834","1,51050638","40,90000153"
15/07/2010 2.00,"6,35736056",,"1,61307881","40,90000153"
15/07/2010 3.00,"6,33749449","3,36278736",,"40,90000153"
15/07/2010 4.00,"6,97142415","10,69446034","1,57010662","40,90000153"
15/07/2010 5.00,"7,1050732","12,0001269","1,57539921","40,90000153"
15/07/2010 6.00,"7,59993625","16,15461037","1,49960548","40,90000153"
15/07/2010 7.00,"8,34042412","18,91129182","1,32767711","40,90000153"
15/07/2010 8.00,"8,30610851","11,78337494","1,35958995","40,90000153"
15/07/2010 9.00,"8,34403549","7,64576487","1,2654696","40,90000153"
15/07/2010 10.00,"8,40905535","6,10778649","1,13544745","40,90000153"
15/07/2010 11.00,"8,7034443","3,59899966","1,01600932","40,90000153"
15/07/2010 12.00,"8,472268","4,18433934","0,7784763","40,90000153"
15/07/2010 13.00,"8,9707414","6,22589264","0,68727894","40,90000153"
15/07/2010 14.00,"9,10619664","2,99029726","0,62432234","40,90000153"
15/07/2010 15.00,"9,0628521","2,73072414","0,62760065","40,90000153"
15/07/2010 16.00,"8,90572357","2,42053273","0,65876323","40,90000153"
15/07/2010 17.00,"8,71789181","3,91697865","0,72349879","40,90000153"
15/07/2010 18.00,"9,01047559","3,19406292","0,72156256","40,90000153"
15/07/2010 19.00,"9,05382114","3,31995665","0,80869174","40,90000153"
15/07/2010 20.00,"9,0971667","14,42584689","1,05206956","40,90000153"
15/07/2010 21.00,"8,80097155","17,77045686","1,25136961","40,90000153"
15/07/2010 22.00,"8,67454727","15,55369936","1,58219233","40,90000153"
15/07/2010 23.00,"8,76665594","17,15787118","1,72102305","40,90000153"
16/07/2010 0.00,"8,65648636","16,58809327","1,7002476","40,90000153"
16/07/2010 1.00,"8,614947","20,47262528","1,70494838","35,90000153"
16/07/2010 2.00,"8,51019498","11,75871778","1,72900097","35,90000153"
16/07/2010 3.00,"8,45601227","4,75929686","1,70893617","35,90000153"
16/07/2010 4.00,"8,1273077","2,6788076","1,66193658","35,90000153"
16/07/2010 5.00,"7,96837399","11,1279509","1,74867083","35,90000153"
16/07/2010 6.00,"8,42350387","23,5239096","1,70569864","35,90000153"
16/07/2010 7.00,"8,55354054","32,33647056","1,7559381","35,90000153"
16/07/2010 8.00,"8,30249612","18,49077801","1,52282975","35,90000153"
16/07/2010 9.00,"8,36751497","12,26878394","1,40117929","35,90000153"
16/07/2010 10.00,"8,62397694","11,47967477","0,90146885","35,90000153"
16/07/2010 11.00,"9,17482685","9,36544635","0,67855076","35,90000153"
16/07/2010 12.00,"9,5288171","10,51924849","0,30424208","35,90000153"
16/07/2010 13.00,"9,42948365","12,61530908","0,26281002","35,90000153"
16/07/2010 14.00,"9,65343519","3,97408435","0,25455483","35,90000153"
16/07/2010 15.00,"9,40781037","2,97342577","0,34421323","35,90000153"
16/07/2010 16.00,"9,25971279","5,82355239","0,23322718","35,90000153"
16/07/2010 17.00,"9,05562734","8,29599974","0,09510827","35,90000153"
16/07/2010 18.00,"8,89488743","11,16169196","0,11900359","35,90000153"
16/07/2010 19.00,"9,04117882","11,38622577","0,37932517","35,90000153"
16/07/2010 20.00,"8,88946886","19,98850688","0,75094852","35,90000153"
16/07/2010 21.00,"9,22359099","27,54861224","1,25717597","35,90000153"
16/07/2010 22.00,"9,12245135","28,42987216","1,34943931","35,90000153"
16/07/2010 23.00,"8,83709336","14,6477842","1,52650183","35,90000153"
17/07/2010 0.00,"8,90211119","12,94757262","1,78670575","35,90000153"
17/07/2010 1.00,,"5,58085076","1,57208246","44,5"
17/07/2010 2.00,"8,12369633",,"1,60261245","44,5"
17/07/2010 3.00,"8,04422897","2,9915955",,"44,5"
17/07/2010 4.00,"8,1652357","2,74110438","1,60912946","44,5"
17/07/2010 5.00,"8,36570877","7,99748874","1,69132137","44,5"
17/07/2010 6.00,"8,8100015","19,05664779","1,67678683","44,5"
17/07/2010 7.00,"8,97254759","25,37858784","1,85574598","44,5"
17/07/2010 8.00,"8,85334807","22,34674856","1,6970089","44,5"
17/07/2010 9.00,"8,74859605","10,97740002","1,62271569","44,5"
17/07/2010 10.00,"8,90572357","9,29795658","1,05435995","44,5"
17/07/2010 11.00,"9,34459873","10,82295057","0,98156842","44,5"
17/07/2010 12.00,"9,17482685","9,95986994","0,80727044","44,5"
17/07/2010 13.00,"9,5829998","7,19410458","0,62724532","44,5"
17/07/2010 14.00,"9,16399174","2,79302092","0,53916666","44,5"
17/07/2010 15.00,"9,24707047","2,52695656","0,29938403","44,5"
17/07/2010 16.00,"9,41864752","2,19599892","0,48312201","44,5"
17/07/2010 17.00,"9,67149711","3,1109999","0,48691292","44,5"
17/07/2010 18.00,"9,27054893","4,3790211","0,5938704","44,5"
17/07/2010 19.00,"7,17189722","2,9915955","0,5163781","44,5"
17/07/2010 20.00,"8,56979423","3,46661661","0,97635505","44,5"
17/07/2010 21.00,"9,40961656","28,0340308","1,2293313","44,5"
17/07/2010 22.00,"9,62273298","37,15157488","1,37819267","44,5"
17/07/2010 23.00,"9,56855129","12,53614272","1,66730839","44,5"
18/07/2010 0.00,"8,6095274","9,31093523","1,73816486","44,5"
18/07/2010 1.00,"8,24650925","18,61018432","1,82213456","67,30000305"
18/07/2010 2.00,"8,51380635","16,54527021","1,79575081","67,30000305"
18/07/2010 3.00,"7,51143894","5,1071279","1,64680905","67,30000305"
18/07/2010 4.00,"7,77873705","2,30891399","1,65127217","67,30000305"
18/07/2010 5.00,"8,2699867","3,46012728","1,6153692","67,30000305"
18/07/2010 6.00,"8,34945508","8,73467946","1,63910724","67,30000305"
18/07/2010 7.00,"8,77749309","9,81580648","1,6680971","67,30000305"
18/07/2010 8.00,"8,73053515","5,69116934","1,59668726","67,30000305"
18/07/2010 9.00,"9,03395405","2,7553832","1,07884825","67,30000305"
18/07/2010 10.00,"9,35362868","3,94812704","0,81011421","67,30000305"
18/07/2010 11.00,"9,39697423","5,60940457","0,81497226","67,30000305"
18/07/2010 12.00,"9,31389449","5,00978607","0,60090118","67,30000305"
18/07/2010 13.00,"9,00866939","3,65351078","0,46842903","67,30000305"
18/07/2010 14.00,"9,76179959","2,9202129","0,11426437","67,30000305"
18/07/2010 15.00,"10,35960948","2,31280874","0,45148527","67,30000305"
18/07/2010 16.00,"9,05020876","4,18433934","0,71354503","67,30000305"
18/07/2010 17.00,"9,12786993","2,37899835","0,56926327","67,30000305"
18/07/2010 18.00,"9,2759675","9,60684974","0,50535836","67,30000305"
18/07/2010 19.00,"9,4385136","7,62240214","0,72689476","67,30000305"
18/07/2010 20.00,"8,88405028","6,75023378","0,97801401","67,30000305"
18/07/2010 21.00,"8,58966133","3,27712785","1,12110979","67,30000305"
18/07/2010 22.00,"8,36570877","6,58929692","1,32364854","67,30000305"
18/07/2010 23.00,"8,72511657","6,18955317","1,53922014","67,30000305"
19/07/2010 0.00,"8,44336994","4,50102008","1,63164192","67,30000305"
19/07/2010 1.00,,"0,48410693","1,71908798","36,40000153"
19/07/2010 2.00,"8,44878852",,"1,72726395","36,40000153"
19/07/2010 3.00,"4,06726573","0,22842664",,"36,40000153"
19/07/2010 4.00,"6,12618426","0,30629666","1,6100766","36,40000153"
19/07/2010 5.00,"8,77388071","1,12265948","1,4925747","36,40000153"
19/07/2010 6.00,"8,6095274","4,98123226","1,47930419","36,40000153"
19/07/2010 7.00,"7,87265294","41,69133208","1,59534518","36,40000153"
19/07/2010 8.00,"8,93100822","10,54131106","0,54339445","36,40000153"
19/07/2010 9.00,"8,73234032","7,68080801","0,65793375","36,40000153"
19/07/2010 10.00,"6,08645109","6,92804022","0,45875254","36,40000153"
19/07/2010 11.00,"7,88348805","6,77229635","0,28528287","36,40000153"
19/07/2010 12.00,"8,41086154","3,87933902","0,53371679","36,40000153"
19/07/2010 13.00,"8,21219364","5,05650962","0,52949134","36,40000153"
19/07/2010 14.00,"8,53367344","4,47636102","0,49066655","36,40000153"
19/07/2010 15.00,"8,45601227","3,83261547","0,54339445","36,40000153"
19/07/2010 16.00,"8,0568713","2,9799151","0,61456663","36,40000153"
19/07/2010 17.00,"7,38501364","4,55163837","0,76007163","36,40000153"
19/07/2010 18.00,"5,18883468","4,95138212","0,79933097","36,40000153"
19/07/2010 19.00,"8,34403549","5,8521062","0,42652281","36,40000153"
19/07/2010 20.00,"8,27540528","4,48285034","0,76042696","36,40000153"
19/07/2010 21.00,"8,28082385","4,7917435","0,99243088","36,40000153"
19/07/2010 22.00,"7,93225219","8,26355119","0,99555075","36,40000153"
19/07/2010 23.00,"8,08576834","7,16684902","1,24710338","36,40000153"
20/07/2010 0.00,,,,"36,40000153"
20/07/2010 1.00,"6,0124023","2,10644658","1,37021475","28,70000076"
20/07/2010 2.00,"5,55004766","2,56070145","1,38277462","28,70000076"
20/07/2010 3.00,"5,70356381","3,55487262","1,36188151","28,70000076"
20/07/2010 4.00,"5,30081147","3,87933902","1,24256104","28,70000076"
20/07/2010 5.00,"5,58436327","6,77878759","1,15638017","28,70000076"
20/07/2010 6.00,"5,63673979","32,70116544","1,08406163","28,70000076"
20/07/2010 7.00,"5,88778319","24,31042992","0,95885791","28,70000076"
20/07/2010 8.00,"5,34776839","14,90605907","1,09863694","28,70000076"
20/07/2010 9.00,"5,17257997","12,88657217","1,05696722","28,70000076"
20/07/2010 10.00,"5,18160992","13,49267234","0,85435042","28,70000076"
20/07/2010 11.00,"5,20147701","8,33493571","0,81169395","28,70000076"
20/07/2010 12.00,"5,22134411","6,37384894","0,80806031","28,70000076"
20/07/2010 13.00,"5,60784275","6,44263696","0,47151045","28,70000076"
20/07/2010 14.00,"5,7234309","4,52308456","0,83882796","28,70000076"
20/07/2010 15.00,"5,65480069","3,49257392","0,95253895","28,70000076"
20/07/2010 16.00,"5,11659209","3,90919107","0,86177613","28,70000076"
20/07/2010 17.00,"7,07256378","3,95591462","0,80008239","28,70000076"
20/07/2010 18.00,"7,11590934","5,46793569","0,90380001","28,70000076"
20/07/2010 19.00,"7,74622763","6,74893554","0,96403168","28,70000076"
20/07/2010 20.00,"7,86000959","8,44785078","0,77563254","28,70000076"
20/07/2010 21.00,"8,12550151","16,92425346","0,85944497","28,70000076"
20/07/2010 22.00,"7,48073571","8,86446794","0,98780933","28,70000076"
20/07/2010 23.00,"7,02018828","7,44848854","1,12000304","28,70000076"
21/07/2010 0.00,"6,69870746","6,6399133","1,18379029","28,70000076"
21/07/2010 1.00,,"12,58805926","1,316104","32,90000153"
21/07/2010 2.00,"6,54519233",,"1,32191036","32,90000153"
21/07/2010 3.00,"6,18759072","7,891063",,"32,90000153"
21/07/2010 4.00,"6,4440527","8,35050895","1,31033725","32,90000153"
21/07/2010 5.00,"5,54824248","12,06372002","1,28573128","32,90000153"
21/07/2010 6.00,"1,79703798","16,03650613","1,08970955","32,90000153"
21/07/2010 7.00,"4,67952312","19,86392096","0,96253116","32,90000153"
21/07/2010 8.00,"6,13882659","14,91773566","0,96798219","32,90000153"
21/07/2010 9.00,"5,10756113","11,41607974","0,94219026","32,90000153"
21/07/2010 10.00,"4,8438754","9,05006195","0,92082299","32,90000153"
21/07/2010 11.00,"4,99919774","7,0578287","0,98812504","32,90000153"
21/07/2010 12.00,"5,22856786","4,26740427","0,90474832","32,90000153"
21/07/2010 13.00,"4,85290636","5,12789222","0,84913705","32,90000153"
21/07/2010 14.00,"5,55907862","4,15319095","0,76915514","32,90000153"
21/07/2010 15.00,"5,72162471","5,6872765","0,7971198","32,90000153"
21/07/2010 16.00,"6,28692416","3,5600637","0,94965558","32,90000153"
21/07/2010 17.00,"6,23454764","7,52246764","1,19224353","32,90000153"
21/07/2010 18.00,"6,0124023","14,47386677","1,06944787","32,90000153"
21/07/2010 19.00,"5,94196488","12,04684662","0,89633469","32,90000153"
21/07/2010 20.00,"5,60784275","23,80426616","0,91308157","32,90000153"
21/07/2010 21.00,"5,63673979","34,9711492","1,06901449","32,90000153"
21/07/2010 22.00,"5,66202444","24,40537984","1,11427707","32,90000153"
21/07/2010 23.00,"5,61687269","13,82103922","1,23857325","32,90000153"
22/07/2010 0.00,"5,12562203","10,92029431","1,25271285","32,90000153"
22/07/2010 1.00,"5,24301638","8,98387042","1,21767897","38,29999161"
22/07/2010 2.00,"4,76982662","4,92931764","1,20796287","38,29999161"
22/07/2010 3.00,"4,99739155","5,90402082","1,21384729","38,29999161"
22/07/2010 4.00,"5,60242418","7,50819074","1,2012082","38,29999161"
22/07/2010 5.00,"6,35736056","12,302525","1,11321109","38,29999161"
22/07/2010 6.00,"7,18815295","26,01453816","1,04523684","38,29999161"
22/07/2010 7.00,"6,80887805","36,30146144","1,18307964","38,29999161"
22/07/2010 8.00,"5,33151368","25,44606232","0,91426637","38,29999161"
22/07/2010 9.00,"4,92695413","13,33693038","0,86015562","38,29999161"
22/07/2010 10.00,"4,56032258","10,4426748","0,82674225","38,29999161"
22/07/2010 11.00,"4,5043347","8,75155095","0,93954454","38,29999161"
22/07/2010 12.00,"4,73009344","9,08121226","0,55654613","38,29999161"
22/07/2010 13.00,"5,01364626","7,37321118","0,48442564","38,29999161"
22/07/2010 14.00,"5,36944168","5,25638245","0,65726271","38,29999161"
22/07/2010 15.00,"5,33331987","4,16746786","0,92054689","38,29999161"
22/07/2010 16.00,"5,56449719","7,4160419","0,93322442","38,29999161"
22/07/2010 17.00,"5,10214357","6,51661606","1,00747919","38,29999161"
22/07/2010 18.00,"5,51031449","5,30699882","1,02726671","38,29999161"
22/07/2010 19.00,"5,73787942","8,34401962","1,02153957","38,29999161"
22/07/2010 20.00,"6,39528856","20,220834","1,08714305","38,29999161"
22/07/2010 21.00,"6,75108398","36,41828464","1,29189297","38,29999161"
22/07/2010 22.00,"6,2074568","16,75552329","1,09002643","38,29999161"
22/07/2010 23.00,"5,85346757","11,60426834","1,36492216","38,29999161"
23/07/2010 0.00,"5,54282391","17,17344251","1,41144876","38,29999161"
23/07/2010 1.00,,"23,10210328","1,44036057","43,5"
23/07/2010 2.00,"4,95946355",,"1,41219902","43,5"
23/07/2010 3.00,"4,83484546","8,19995616",,"43,5"
23/07/2010 4.00,"5,31525897","19,98980704","1,25326506","43,5"
23/07/2010 5.00,"5,40556247","17,01640039","1,17083665","43,5"
23/07/2010 6.00,"5,61687269","32,7362124","0,91169988","43,5"
23/07/2010 7.00,"5,3459622","45,67599744","1,00890049","43,5"
23/07/2010 8.00,"4,91792419","26,87243344","0,98074011","43,5"
23/07/2010 9.00,"4,77805415",,,"43,5"
23/07/2010 10.00,"4,59102581","9,44591287","0,91742702","43,5"
23/07/2010 11.00,"4,92514896","9,42514855","0,67136271","43,5"
23/07/2010 12.00,"5,07324653","8,8437017","0,55010834","43,5"
23/07/2010 13.00,"5,0064215","7,22265839","0,71682334","43,5"
23/07/2010 14.00,"5,16174384","7,27716951","0,74616969","43,5"
23/07/2010 15.00,"5,58436327","9,35246578","1,05084515","43,5"
23/07/2010 16.00,"5,98531145","11,63152963","0,95542116","43,5"
23/07/2010 17.00,"6,05394167","3,7508507","0,95569843","43,5"
23/07/2010 18.00,"6,61743492","5,89882974","0,97457726","43,5"
23/07/2010 19.00,"6,95878182","7,00461582","0,96130674","43,5"
23/07/2010 20.00,"6,06116542","18,77631226","0,83882796","43,5"
23/07/2010 21.00,"6,38806379","48,12247792","1,31136478","43,5"
23/07/2010 22.00,"6,34110585","29,8341788","1,00360789","43,5"
23/07/2010 23.00,"5,62951502","16,0105469","1,11313187","43,5"
24/07/2010 0.00,"5,04073711","6,06755227","1,05270216","43,5"
24/07/2010 1.00,"5,06782796","7,33687171","1,27001194","46,29999161"
24/07/2010 2.00,"4,38694035","5,62367956","1,24469416","46,29999161"
24/07/2010 3.00,"4,47543766","3,12138206","1,26396908","46,29999161"
24/07/2010 4.00,"4,60908671","5,60291333","1,25298896","46,29999161"
24/07/2010 5.00,"4,8818034","15,05790438","1,22790884","46,29999161"
24/07/2010 6.00,"4,85110017","7,57957334","0,92852481","46,29999161"
24/07/2010 7.00,"5,06782796","9,05006195","0,88180015","46,29999161"
24/07/2010 8.00,"4,73912339","7,45757245","0,85869471","46,29999161"
24/07/2010 9.00,"5,32067755","7,30961615","0,96869284","46,29999161"
24/07/2010 10.00,"5,44529666","8,83201938","0,81098213","46,29999161"
24/07/2010 11.00,"5,30984141","9,40178582","0,80770499","46,29999161"
24/07/2010 12.00,"5,28275057","9,71976481","0,67235063","46,29999161"
24/07/2010 13.00,"5,69814625","11,44203896","0,52810848","46,29999161"
24/07/2010 14.00,"5,72162471","9,89627491","0,38540763","46,29999161"
24/07/2010 15.00,"5,47599989","6,04938254","0,76481202","46,29999161"
24/07/2010 16.00,"5,87875325","3,50425433","0,72740736","46,29999161"
24/07/2010 17.00,"5,80109207","2,42572381","0,88981768","46,29999161"
24/07/2010 18.00,"5,99614657","2,78263876","0,56519509","46,29999161"
24/07/2010 19.00,"6,14424516","3,44455213","0,65785453","46,29999161"
24/07/2010 20.00,"6,39709475","5,89363675","0,73214775","46,29999161"
24/07/2010 21.00,"6,22010014","9,37453026","0,99582686","46,29999161"
24/07/2010 22.00,"5,44529666","5,9572337","1,02951749","46,29999161"
24/07/2010 23.00,"5,4741937","5,88714934","1,08042799","46,29999161"
25/07/2010 0.00,"5,43265433","3,15512695","1,00127789","46,29999161"
25/07/2010 1.00,,"2,19859542","1,1646738","32,59999084"
25/07/2010 2.00,"4,74273577",,"1,22391871","32,59999084"
25/07/2010 3.00,"5,14910151","2,10644658",,"32,59999084"
25/07/2010 4.00,"5,36763549","1,51072282","1,11431668","32,59999084"
25/07/2010 5.00,"5,06602176","1,95589378","1,10720668","32,59999084"
25/07/2010 6.00,"5,16174384","1,76640311","0,8866582","32,59999084"
25/07/2010 7.00,"4,62353523","3,25246687","0,88436781","32,59999084"
25/07/2010 8.00,"5,41098104","2,9915955","0,97904154","32,59999084"
25/07/2010 9.00,"4,88541477","2,62819122","0,85411393","32,59999084"
25/07/2010 10.00,"4,9341789","2,4114469","0,87986509","32,59999084"
25/07/2010 11.00,"4,81136598","2,60093566","0,64932324","32,59999084"
25/07/2010 12.00,"5,13465197","3,50425433","0,77310565","32,59999084"
25/07/2010 13.00,"5,13645918","3,28491351","0,79186565","32,59999084"
25/07/2010 14.00,"5,08047028","2,42961664","0,69111062","32,59999084"
25/07/2010 15.00,"5,34054464","2,25699937","0,64959934","32,59999084"
25/07/2010 16.00,"5,420012","1,70280808","0,71378152","32,59999084"
25/07/2010 17.00,"5,32790231","1,52629798","0,78246643","32,59999084"
25/07/2010 18.00,"5,56088481","2,49580817","0,79636837","32,59999084"
25/07/2010 19.00,"5,75232794","4,87999951","0,92244234","32,59999084"
25/07/2010 20.00,"5,74871556","8,34012679","0,7761463","32,59999084"
25/07/2010 21.00,"5,94918965","12,54003746","1,00716231","32,59999084"
25/07/2010 22.00,"5,64215735","8,48419026","1,09610773","32,59999084"
25/07/2010 23.00,"5,63312741","6,92025456","1,01952412","32,59999084"
26/07/2010 0.00,"5,97808669","4,11685148","1,0628528","32,59999084"
26/07/2010 1.00,"6,0268498","4,26091303","1,14800731","25,10000038"
26/07/2010 2.00,"5,93474113","4,23106289","1,17616769","25,10000038"
26/07/2010 3.00,"6,22732389","4,63080855","1,11720005","25,10000038"
26/07/2010 4.00,"6,47836729","3,33163706","1,06352384","25,10000038"
26/07/2010 5.00,"6,40070714","6,30506282","1,02458022","25,10000038"
26/07/2010 6.00,"6,41696083","16,27401859","0,91004092","25,10000038"
26/07/2010 7.00,"6,42057322","12,69448691","0,79964785","25,10000038"
26/07/2010 8.00,"6,44585787","10,57245945","0,74597047","25,10000038"
26/07/2010 9.00,"6,41154226","5,96631761","0,68621296","25,10000038"
26/07/2010 10.00,"6,25983332","6,41667965","0,5411425","25,10000038"
26/07/2010 11.00,"6,18759072","5,56397927","0,4553554","25,10000038"
26/07/2010 12.00,"6,07561394","5,5678721","0,58604976","25,10000038"
26/07/2010 13.00,"5,85707996","4,16227678","0,57356911","25,10000038"
26/07/2010 14.00,"5,9744743","3,39004292","0,58932807","25,10000038"
26/07/2010 15.00,"5,93112875","2,98251159","0,65963232","25,10000038"
26/07/2010 16.00,"6,36458533","4,68012668","0,82930991","25,10000038"
26/07/2010 17.00,"6,25802712","3,9896595","0,82500407","25,10000038"
26/07/2010 18.00,"6,14966272","5,05261678","0,85332289","25,10000038"
26/07/2010 19.00,"6,32304495","8,94363812","0,81252343","25,10000038"
26/07/2010 20.00,"6,86305975","5,22523406","0,81477421","25,10000038"
26/07/2010 21.00,"6,70412604","8,78529584","0,87243938","25,10000038"
26/07/2010 22.00,"6,78901096","14,58548359","0,96881051","25,10000038"
26/07/2010 23.00,"6,72038075","5,31608465","0,94617922","25,10000038"
27/07/2010 0.00,"6,63188344","4,48414859","0,97157622","25,10000038"
27/07/2010 1.00,,"3,58342451","0,97809323","22,39999962"
27/07/2010 2.00,"6,71496217",,"0,9650196","22,39999962"
27/07/2010 3.00,"6,77998102","5,27585043",,"22,39999962"
27/07/2010 4.00,"6,6553619","4,66325519","0,93599013","22,39999962"
27/07/2010 5.00,"6,78178721","4,29595617","0,93286909","22,39999962"
27/07/2010 6.00,"6,90098774","14,93850571","0,82934836","22,39999962"
27/07/2010 7.00,"6,77456244","12,29863026","0,8135894","22,39999962"
27/07/2010 8.00,"6,61201635","15,0345493","0,72969892","22,39999962"
27/07/2010 9.00,"6,50726433","11,74963387","0,7370058","22,39999962"
27/07/2010 10.00,"6,20023305","9,10068024","0,5797308","22,39999962"
27/07/2010 11.00,"6,06658399","6,83459505","0,67270479","22,39999962"
27/07/2010 12.00,"6,07561394","7,11882914","0,46977227","22,39999962"
27/07/2010 13.00,"5,92029261","6,25444645","0,66891388","22,39999962"
27/07/2010 14.00,"5,99253521","5,3290633","0,6866079","22,39999962"
27/07/2010 15.00,"5,76497027","4,19082867","0,69142634","22,39999962"
27/07/2010 16.00,"6,11895949","4,27908468","0,82298979","22,39999962"
27/07/2010 17.00,"5,9744743","4,13502122","0,73013346","22,39999962"
27/07/2010 18.00,"6,34291306","4,43353222","0,72697398","22,39999962"
27/07/2010 19.00,"6,08103251","6,11816865","0,77409357","22,39999962"
27/07/2010 20.00,"6,20926299","5,94165854","0,87164951","22,39999962"
27/07/2010 21.00,"6,28692416","19,97034288","0,99112608","22,39999962"
27/07/2010 22.00,"6,40431851","15,98718226","1,03958892","22,39999962"
27/07/2010 23.00,"6,69690229","8,09093392","0,96652012","22,39999962"
28/07/2010 0.00,"6,35374818","2,28814776","0,84115796","22,39999962"
28/07/2010 1.00,"6,42057322","2,87738218","1,00791257","17,39999962"
28/07/2010 2.00,"6,67884138","4,00653099","0,96675778","17,39999962"
28/07/2010 3.00,"6,7835934","4,68272318","1,00905776","17,39999962"
28/07/2010 4.00,"6,29053655","4,18953042","1,02138113","17,39999962"
28/07/2010 5.00,"6,20384441","10,86058638","1,01000607","17,39999962"
28/07/2010 6.00,"6,33749449","20,22213416","0,84127679","17,39999962"
28/07/2010 7.00,"6,4440527","21,63032216","0,74245567","17,39999962"
28/07/2010 8.00,"6,0268498","15,32137415","0,78222993","17,39999962"
