,Provincia di Lecce,,,,,,
,Campi Salentina,,,,,,
Parm,NOX,NO2,PM10,PM2.5,CO,O3,BENZENE



10/06/2010 6.00,"39,84386208","17,48800666","25,05492973","15,53112984","0,32166","4,96408269",
10/06/2010 7.00,"17,67938639","14,48262373","25,05492973","15,53112984","0,33497012","44,3253489",
10/06/2010 8.00,"19,67186056","17,33713839","25,05492973","15,53112984","0,39543945","79,649976",
10/06/2010 9.00,"10,68220825","9,00236711","25,05492973","15,53112984","0,38637575","98,28916125",
10/06/2010 10.00,"7,05959538","6,01806971","25,05492973","15,53112984","0,35033414","109,3339202",
10/06/2010 11.00,"6,1306368","5,62303139","25,05492973","15,53112984","0,3811414","115,1781729",
10/06/2010 12.00,"6,35274428","5,71793925","25,05492973","15,53112984","0,35635719","113,5927464",
10/06/2010 13.00,"6,74670041","6,27602337","25,05492973","15,53112984","0,30410345","120,78927",
10/06/2010 14.00,"5,94500837","5,27179508","25,05492973","15,53112984","0,25005327","122,9717801",
10/06/2010 15.00,"4,94228482","4,6828857","25,05492973","15,53112984","0,29280761","116,9856828",
10/06/2010 16.00,"5,61995307","4,86215482","25,05492973","15,53112984","0,31593286","101,9059766",
10/06/2010 17.00,"6,66888201","6,06836487","25,05492973","15,53112984","0,19501401","99,20307075",
10/06/2010 18.00,"7,18848139","6,65565097","25,05492973","15,53112984","0,24730737","99,5882454",
10/06/2010 19.00,"9,00262523","8,62598226","25,05492973","15,53112984","0,3352672","83,24063685",
10/06/2010 20.00,"10,0880313","9,48176861","25,05492973","15,53112984","0,31255669","74,22894255",
10/06/2010 21.00,"12,53607006","11,57296125","25,05492973","15,53112984","0,29539507","63,69514305",
10/06/2010 22.00,"9,67462058","9,21002561","25,05492973","15,53112984","0,2439312","62,4703926",
10/06/2010 23.00,"10,47550193","10,11448","25,05492973","15,53112984","0,36303264","55,27133535",
11/06/2010 0.00,"9,47926389","8,91475927","25,05492973","15,53112984","0,26170444","51,3512601",
11/06/2010 1.00,"9,54411319","9,24004018","25,93453979","15,53112984","0,38866614","37,81722",
11/06/2010 2.00,,,"25,93453979","15,53112984","0,22325478","25,83906045",
11/06/2010 3.00,"10,74705564","10,18179961","25,93453979","15,53112984",,"23,52130935",
11/06/2010 4.00,"12,64226063","10,79504875","25,93453979","15,53112984","0,30299786","16,62464423",
11/06/2010 5.00,"11,59089963","10,31969878","25,93453979","15,53112984","0,34427148",,
11/06/2010 6.00,"13,96841618","12,53014095","25,93453979","15,53112984","0,3375972","19,83774534",
11/06/2010 7.00,"17,98903862","15,2840653","25,93453979","15,53112984","0,35781927","40,7169525",
11/06/2010 8.00,"14,75795173","12,98033665","25,93453979","15,53112984","0,35104479","75,10231365",
11/06/2010 9.00,"9,3357855","8,4953831","25,93453979","15,53112984","0,28149196","98,24100195",
11/06/2010 10.00,"7,22658182","6,46908183","25,93453979","15,53112984","0,30404403","108,2645603",
11/06/2010 11.00,"6,81884399","6,02212698","25,93453979","15,53112984","0,30842909","100,3383056","3,12047127"
11/06/2010 12.00,"14,82036706","6,3636293","25,93453979","15,53112984","0,30655228","103,1109167","2,58911725"
11/06/2010 13.00,"5,8647579","5,0073521","25,93453979","15,53112984","0,22309634","108,266276","4,44814341"
11/06/2010 14.00,"4,38620639","3,87171396","25,93453979","15,53112984","0,17793162","102,4845864","5,57999831"
11/06/2010 15.00,"5,38730856","4,75102364","25,93453979","15,53112984","0,21174108","100,0941974","9,13521064"
11/06/2010 16.00,"4,63911619","4,07937437","25,93453979","15,53112984","0,21734939","100,0181879","6,96866706"
11/06/2010 17.00,"5,6377863","5,017088","25,93453979","15,53112984","0,18535733","106,8860751","5,53942509"
11/06/2010 18.00,"6,84316272","6,17624947","25,93453979","15,53112984","0,24673535","99,8576901","0,98233556"
11/06/2010 19.00,"10,25177307","9,78433305","25,93453979","15,53112984","0,28848313","89,4109125","1,0766379"
11/06/2010 20.00,"11,11183082","10,36350844","25,93453979","15,53112984","0,25080353","84,39697875","4,79276505"
11/06/2010 21.00,"12,53120785","11,28985714","25,93453979","15,53112984","0,3149263","76,15730955","5,19425428"
11/06/2010 22.00,"16,72205755","14,91660566","25,93453979","15,53112984","0,31435312","61,2101511","5,12241238"
11/06/2010 23.00,"12,99649687","12,41495442","25,93453979","15,53112984","0,24606431","60,29622165","5,159241"
12/06/2010 0.00,"9,83755357","9,49555795","25,93453979","15,53112984","0,2733556","59,954139","4,84445814"
12/06/2010 1.00,"10,42119157","9,7616204","28,81583023","14,01708984","0,27246787","55,6522806","4,37376919"
12/06/2010 2.00,"9,25472434","8,76712802","28,81583023","14,01708984","0,18597012","55,324542","3,90109911"
12/06/2010 3.00,"5,3524528","4,9895074","28,81583023","14,01708984","0,24995425","64,3590591","4,17145636"
12/06/2010 4.00,"7,96828868","6,968762","28,81583023","14,01708984","0,20214381","55,3777686","3,06145679"
12/06/2010 5.00,"11,19045991","10,08446542","28,81583023","14,01708984","0,16707032","50,4550662","0,88539003"
12/06/2010 6.00,"13,95950053","12,55934484","28,81583023","14,01708984","0,29634222","45,8609403","1,0287433"
12/06/2010 7.00,"8,56894922","7,57308402","28,81583023","14,01708984","0,25342944","65,9884155","1,01437512"
12/06/2010 8.00,"10,7049056","9,46473269","28,81583023","14,01708984","0,29501878","76,3929789","0,82180516"
12/06/2010 9.00,"8,71729174","7,69394918","28,81583023","14,01708984","0,27047339","91,1940036","1,19835653"
12/06/2010 10.00,"8,37440322","7,74586381","28,81583023","14,01708984","0,29308371","102,5057135","1,25731608"
12/06/2010 11.00,"6,69725418","5,99049102","28,81583023","14,01708984","0,29340059","98,9505237","0,92634767"
12/06/2010 12.00,"6,90476927","6,35227393","28,81583023","14,01708984","0,26725333","102,0850079","0,75557913"
12/06/2010 13.00,"5,85989378","5,10550462","28,81583023","14,01708984","0,24130412","105,8031891","0,75948746"
12/06/2010 14.00,"5,10845866","4,76319161","28,81583023","14,01708984","0,29981858","111,8628221","0,85731371"
12/06/2010 15.00,"5,56726409","5,22555718","28,81583023","14,01708984","0,23707867","121,765643","0,91065841"
12/06/2010 16.00,"5,59968778","4,84836356","28,81583023","14,01708984","0,26707625","114,4137488","0,89414335"
12/06/2010 17.00,"5,61346948","5,30018637","28,81583023","14,01708984","0,23966497","113,4685577","0,97837129"
12/06/2010 18.00,"5,81449907","5,40969426","28,81583023","14,01708984","0,30507156","106,201052","1,14914084"
12/06/2010 19.00,"7,95856042","7,4027382","28,81583023","14,01708984","0,29975916","105,0007802","0,83721983"
12/06/2010 20.00,"11,14911865","10,17693548","28,81583023","14,01708984","0,36121524","103,3528902","1,07740878"
12/06/2010 21.00,"13,81440076","13,19286501","28,81583023","14,01708984","0,33400317","89,32981575","1,20022781"
12/06/2010 22.00,"14,09487204","13,73067237","28,81583023","14,01708984","0,27195411","83,7465888","1,3452337"
12/06/2010 23.00,"12,22560715","11,87796349","28,81583023","14,01708984","0,30276137","65,56270245","1,35250016"
13/06/2010 0.00,"14,27401688","13,5846644","28,81583023","14,01708984","0,35090732","52,8572856","1,42791987"
13/06/2010 1.00,"12,04322147","11,32960954","38,63248062","20,41514015","0,33092175","49,0850199","1,54341751"
13/06/2010 2.00,,,"38,63248062","20,41514015","0,29685598","50,8326399","1,51005686"
13/06/2010 3.00,"11,25936074","10,68716606","38,63248062","20,41514015","0,23277283","51,21526095","1,27851138"
13/06/2010 4.00,"10,64978264","10,03579546","38,63248062","20,41514015","0,26126989","45,3338613","1,02813818"
13/06/2010 5.00,"9,06828522","8,69006486","38,63248062","20,41514015","0,21185991",,"1,03055966"
13/06/2010 6.00,"9,12016352","8,514853","38,63248062","20,41514015","0,33613512","42,97303815","1,16884929"
13/06/2010 7.00,"10,82487404","9,43958606","38,63248062","20,41514015","0,19453986","48,78347565","1,1452315"
13/06/2010 8.00,"10,22826694","9,5182706","38,63248062","20,41514015","0,26294749","56,46231045","1,03540465"
13/06/2010 9.00,"6,19467542","5,66196736","38,63248062","20,41514015","0,28554034","80,24294985","1,11225629"
13/06/2010 10.00,"6,37300957","5,54597014","38,63248062","20,41514015","0,30605832","93,0750492","1,17088532"
13/06/2010 11.00,"5,16276902","4,96030542","38,63248062","20,41514015","0,32381292","111,7200399","1,15816875"
13/06/2010 12.00,"5,78856088","4,97652874","38,63248062","20,41514015","0,26190132","118,9394262","1,14947035"
13/06/2010 13.00,"5,16439039","4,74210034","38,63248062","20,41514015","0,27503437","128,6454603","1,2113487"
13/06/2010 14.00,"4,53373822","4,18320553","38,63248062","20,41514015","0,26839969","103,9906119","1,19538383"
13/06/2010 15.00,"5,52835489","5,03898996","38,63248062","20,41514015","0,32920454","105,1097471","0,98585844"
13/06/2010 16.00,"10,93106461","9,85328359","38,63248062","20,41514015","0,33660928","112,5732216","1,09585106"
13/06/2010 17.00,"5,17006521","4,7729256","38,63248062","20,41514015","0,38793568","112,2370043","2,02907975"
13/06/2010 18.00,"5,93203736","5,19473383","38,63248062","20,41514015","0,38578276","100,5756507","1,62104003"
13/06/2010 19.00,"6,59592774","6,28575736","38,63248062","20,41514015","0,34747174","99,54601125","1,35481181"
13/06/2010 20.00,"8,9337244","8,06870883","38,63248062","20,41514015","0,35069063","101,9895471","1,35646341"
13/06/2010 21.00,"10,99996544","10,30428806","38,63248062","20,41514015","0,2916228","91,87140585","1,32277224"
13/06/2010 22.00,"12,83032304","12,27299607","38,63248062","20,41514015","0,30410345","82,2692913","1,53108638"
13/06/2010 23.00,"14,03812962","13,56032273","38,63248062","20,41514015","0,27495515","63,7416066","1,35883099"
14/06/2010 0.00,"12,33828131","11,77251095","38,63248062","20,41514015","0,28615313","57,77829225","1,27195987"
14/06/2010 1.00,"8,59732138","7,84401633","47,25735092","18,85223961","0,22823049","57,72845715","1,29711841"
14/06/2010 2.00,"11,72384099","10,88590317","47,25735092","18,85223961","0,2342349","53,52203955","0,9076308"
14/06/2010 3.00,"7,6035135","7,240505","47,25735092","18,85223961","0,19752226","59,27757465","0,74192591"
14/06/2010 4.00,"4,89932218","4,54741858","47,25735092","18,85223961","0,22578166","59,6382507","0,73328344"
14/06/2010 5.00,"9,08773982","8,58461423","47,25735092","18,85223961","0,23553737","52,2989649","0,72463996"
14/06/2010 6.00,"8,88995107","7,917831","47,25735092","18,85223961","0,21632186","53,6504178","1,01371407"
14/06/2010 7.00,"8,75295818","7,72558322","47,25735092","18,85223961","0,21815907","58,32647835","1,57220979"
14/06/2010 8.00,"10,99510322","9,72268443","47,25735092","18,85223961","0,25880126","62,4349215","1,43766476"
14/06/2010 9.00,"8,77565362","8,13847006","47,25735092","18,85223961","0,2745206","80,7987369","1,29937514"
14/06/2010 10.00,"8,61191186","7,48547809","47,25735092","18,85223961","0,32898668","92,5530375","1,13427637"
14/06/2010 11.00,"10,39768353","9,60425324","47,25735092","18,85223961","0,31391857","116,7922476","1,16466535"
14/06/2010 12.00,"11,54874959","10,39189782","47,25735092","18,85223961","0,33412084","117,8903555","1,32277224"
14/06/2010 13.00,"8,89562589","8,18795071","47,25735092","18,85223961","0,32632116","115,8505079","1,42439698"
14/06/2010 14.00,"6,86586007","6,01888231","47,25735092","18,85223961","0,22615679","119,0956946","1,08495086"
14/06/2010 15.00,"6,94611054","6,4999071","47,25735092","18,85223961","0,23036361","123,2810051","0,96857249"
14/06/2010 16.00,"7,3441201","6,74812294","47,25735092","18,85223961","0,22643406","124,1374386","0,95128655"
14/06/2010 17.00,"7,5581207","7,01581058","47,25735092","18,85223961","0,22850776","124,5614958","0,90906172"
14/06/2010 18.00,"9,84403716","9,3552248","47,25735092","18,85223961","0,28935105","113,3519898","1,0494423"
14/06/2010 19.00,"11,36474062","10,6198369","47,25735092","18,85223961","0,29012228","87,1987368","1,14352497"
14/06/2010 20.00,"9,81485622","9,44688799","47,25735092","18,85223961","0,27649644","68,38810125","1,05995706"
14/06/2010 21.00,"10,38147168","9,68212709","47,25735092","18,85223961","0,3131089","59,7345294","0,92023754"
14/06/2010 22.00,"12,78330696","12,27705525","47,25735092","18,85223961","0,27673294","38,43720615","1,21035713"
14/06/2010 23.00,"11,34933946","10,54520771","47,25735092","18,85223961","0,31304948","39,6349443","1,38993492"
15/06/2010 0.00,"9,53357425","9,2116489","47,25735092","18,85223961","0,32460162","46,08731295","1,4097532"
15/06/2010 1.00,"7,80778775","6,91765806","62,75946045","22,85713959","0,20459148","92,51419485","1,19571436"
15/06/2010 2.00,,,"62,75946045","22,85713959","0,25062529","78,28501695","0,92882508"
15/06/2010 3.00,"9,42495162","8,83607665","62,75946045","22,85713959","0,1790372","66,20042415","0,96251626"
15/06/2010 4.00,"10,01264497","9,45824336","62,75946045","22,85713959","0,24385198","58,29691245","1,11776131"
15/06/2010 5.00,"14,22619011","13,37132153","62,75946045","22,85713959","0,23194335",,"1,14418602"
15/06/2010 6.00,"18,24032895","16,88531558","62,75946045","22,85713959","0,27270437","48,62974095","1,25913346"
15/06/2010 7.00,"17,62426343","16,53002392","62,75946045","22,85713959","0,31036299","59,3265519","1,56764041"
15/06/2010 8.00,"14,23105424","12,68750811","62,75946045","22,85713959","0,29557215","83,68999065","2,02082273"
15/06/2010 9.00,"8,00881926","7,73126378","62,75946045","22,85713959","0,32916493","103,8123986","1,56169503"
15/06/2010 10.00,"6,45731347","6,01563765","62,75946045","22,85713959","0,35102615","104,8343573","1,30801862"
15/06/2010 11.00,"5,83638574","5,29369704","62,75946045","22,85713959","0,2633832","100,3518317","1,11908239"
15/06/2010 12.00,"6,81722262","6,09432027","62,75946045","22,85713959","0,25074412","99,56544255","0,97110482"
15/06/2010 13.00,"9,47277838","8,71358819","62,75946045","22,85713959","0,33015168","107,9993051","1,05302112"
15/06/2010 14.00,"8,14256939","7,40030422","62,75946045","22,85713959","0,27469885","116,8269806","1,05037794"
15/06/2010 15.00,"7,56541498","6,52180714","62,75946045","22,85713959","0,26194093","121,301985","1,09001552"
15/06/2010 16.00,"6,10388792","5,70901594","62,75946045","22,85713959","0,28761404","97,2265644","1,08737335"
15/06/2010 17.00,"7,98531122","7,03122322","62,75946045","22,85713959","0,24081133","87,02894235","0,93146725"
15/06/2010 18.00,"7,36114264","6,69296365","62,75946045","22,85713959","0,26616755","83,77701255","1,24988486"
15/06/2010 19.00,"13,48205118","12,39710208","62,75946045","22,85713959","0,29079332","65,1521913","1,3025136"
15/06/2010 20.00,"22,56330168","21,42380704","62,75946045","22,85713959","0,32385136","46,70053605","1,52018618"
15/06/2010 21.00,"24,37582032","23,29272968","62,75946045","22,85713959","0,32991519","37,1279874","2,23370626"
15/06/2010 22.00,"11,26989969","10,52249506","62,75946045","22,85713959","0,29557215","57,60851775","1,44190362"
15/06/2010 23.00,"14,22375996","13,82477145","62,75946045","22,85713959","0,27602229","54,36500685","1,21481667"
16/06/2010 0.00,"13,71793845","13,25046018","62,75946045","22,85713959","0,25303451","56,162442","1,09585106"
16/06/2010 1.00,"15,70474354","15,23863618","81,41635132","21,63614082","0,21345946","48,80797425","1,04184531"
16/06/2010 2.00,"6,31302439","5,66683531","81,41635132","21,63614082","0,16031682","60,3342264","1,08148289"
16/06/2010 3.00,"6,21088726","5,7763432","81,41635132","21,63614082","0,19671258","57,85262595","1,11258681"
16/06/2010 4.00,"5,23005038","4,76319161","81,41635132","21,63614082","0,18444979","62,2423242","1,12414705"
16/06/2010 5.00,"5,89312816","5,34317769","81,41635132","21,63614082","0,15433221","57,55952055","1,01927401"
16/06/2010 6.00,"8,8032151","7,96163492","81,41635132","21,63614082","0,23867821","56,36264025","1,04184531"
16/06/2010 7.00,"6,80344283","6,32631662","81,41635132","21,63614082","0,25183106","74,0566344","0,97413243"
16/06/2010 8.00,"7,88965959","6,64835095","81,41635132","21,63614082","0,21102927","82,50831225","0,78998628"
16/06/2010 9.00,"7,11228437","6,11216688","81,41635132","21,63614082","0,22736257","86,1420651","0,85769915"
16/06/2010 10.00,"6,72967787","5,95155506","81,41635132","21,63614082","0,26646346","89,75722455","0,93146725"
16/06/2010 11.00,"7,90506075","7,04501256","81,41635132","21,63614082","0,28176807","94,64357805","0,9653242"
16/06/2010 12.00,"8,56084234","7,71179388","81,41635132","21,63614082","0,31615071","97,7553192","1,11533882"
16/06/2010 13.00,"9,57005138","7,49845674","81,41635132","21,63614082","0,24227224","99,32049645","1,158004"
16/06/2010 14.00,"6,41759358","5,45187489","81,41635132","21,63614082","0,2565097","105,6840876","1,02505464"
16/06/2010 15.00,"6,97448079","6,50882849","81,41635132","21,63614082","0,2382425","116,5971765","1,09552054"
16/06/2010 16.00,"7,55244589","6,70999766","81,41635132","21,63614082","0,27933904","122,9338152","1,11836642"
16/06/2010 17.00,"7,73483157","6,94848333","81,41635132","21,63614082","0,22455725","99,70481325","1,18046444"
16/06/2010 18.00,"7,37978655","6,66781894","81,41635132","21,63614082","0,26717528","82,99569075","1,03358829"
16/06/2010 19.00,"9,50844483","9,08591578","81,41635132","21,63614082","0,25141516","71,72789085","1,03909331"
16/06/2010 20.00,"10,2436681","9,40146078","81,41635132","21,63614082","0,26358009","69,2074278","1,47163053"
16/06/2010 21.00,"9,23527166","8,55622294","81,41635132","21,63614082","0,26962411","68,296032","1,05863598"
16/06/2010 22.00,"7,89047028","7,62662002","81,41635132","21,63614082","0,25183106","63,57859515","0,97969237"
16/06/2010 23.00,"8,19120494","7,70043851","81,41635132","21,63614082","0,28526423","52,20266625","1,1354327"
17/06/2010 0.00,"9,06098903","8,30719259","81,41635132","21,63614082","0,26988041","43,10566575","1,35051803"
17/06/2010 1.00,"8,582729","8,04031754","50,30524063","18,11964989","0,3637829","44,5947936","1,43287469"
17/06/2010 2.00,,,"50,30524063","18,11964989","0,25864398","41,42308275","1,33631461"
17/06/2010 3.00,"9,15988341","8,71196682","50,30524063","18,11964989","0,21924485","63,0591171","1,2597935"
17/06/2010 4.00,"8,88589763","8,18632742","50,30524063","18,11964989","0,21837692","72,3174732","0,99367612"
17/06/2010 5.00,"9,19311779","8,33558388","50,30524063","18,11964989","0,19655531",,"1,07030707"
17/06/2010 6.00,"9,65273391","9,17352362","50,30524063","18,11964989","0,22467608","75,4621518","1,2712439"
17/06/2010 7.00,"10,81920114","9,66103582","50,30524063","18,11964989","0,16191636","79,8282093","1,19461295"
17/06/2010 8.00,"11,21315726","9,90519822","50,30524063","18,11964989","0,23397744","88,9277634","1,09849323"
17/06/2010 9.00,"9,84079632","8,80768536","50,30524063","18,11964989","0,24009951","96,66571005","1,10983379"
17/06/2010 10.00,"8,71161692","7,69475987","50,30524063","18,11964989","0,26150639","104,2067901","1,08715266"
17/06/2010 11.00,"11,53577858","10,3124045","50,30524063","18,11964989","0,21041764","109,523106","1,02208195"
17/06/2010 12.00,"13,10349622","11,79116634","50,30524063","18,11964989","0,25570003","108,1125413","1,02769782"
17/06/2010 13.00,"18,4567597","15,97679819","50,30524063","18,11964989","0,18373798","99,0560991",
17/06/2010 14.00,"11,57225572","10,54520771","50,30524063","18,11964989","0,1829085","105,9729636",
17/06/2010 15.00,"16,5696635","14,30578858","50,30524063","18,11964989","0,22996867","96,13779315",
17/06/2010 16.00,"17,88852478","15,16400699","50,30524063","18,11964989","0,21529666","95,784738",
17/06/2010 17.00,"13,41720188","12,46930302","50,30524063","18,11964989","0,19939907","101,9482107",
17/06/2010 18.00,"8,91021636","7,93405432","50,30524063","18,11964989","0,22122069","106,2340493",
17/06/2010 19.00,"10,88648059","10,31645412","50,30524063","18,11964989","0,28030716","95,8100745",
17/06/2010 20.00,"14,50422933","13,68687227","50,30524063","18,11964989","0,26148775","83,1511212",
17/06/2010 21.00,"15,20216478","14,3179642","50,30524063","18,11964989","0,23267497","70,88069415",
17/06/2010 22.00,"14,96384545","14,59862477","50,30524063","18,11964989","0,26316535","62,0970483",
17/06/2010 23.00,"19,24546544","18,53928736","50,30524063","18,11964989","0,22921841","42,17990595",
18/06/2010 0.00,"18,33516798","17,12542072","50,30524063","18,11964989","0,24059347","23,8034223",
18/06/2010 1.00,"15,71122713","15,12426607","47,56708145","16,65443993","0,26174405","16,062944",
18/06/2010 2.00,"14,26347985","12,43523692","47,56708145","16,65443993","0,22736257","25,7157495",
18/06/2010 3.00,"17,52537097","13,47840118","47,56708145","16,65443993","0,26976158","5,71160919",
18/06/2010 4.00,"17,2635436","13,9156163","47,56708145","16,65443993","0,21523608","5,48439465",
18/06/2010 5.00,"34,3682","17,75082827","47,56708145","16,65443993","0,24610392","2,61338616",
18/06/2010 6.00,"39,51069608","17,44339397","47,56708145","16,65443993","0,37355842","6,045249",
18/06/2010 7.00,"31,31381824","23,47039272","47,56708145","16,65443993","0,3690953","47,60770245",
18/06/2010 8.00,"12,60335143","11,54781462","47,56708145","16,65443993","0,3899488","84,67404435",
18/06/2010 9.00,"10,05965914","9,13053038","47,56708145","16,65443993","0,41732048","108,439422",
18/06/2010 10.00,"8,91832133","8,34612856","47,56708145","16,65443993","0,34752999","111,7741643",
18/06/2010 11.00,"7,0125793","6,47313718","47,56708145","16,65443993","0,23857919","118,6665701",
18/06/2010 12.00,"8,47654034","7,26646231","47,56708145","16,65443993","0,2335825","115,7237855",
18/06/2010 13.00,"12,79789743","12,02072488","47,56708145","16,65443993","0,22981023","142,3998881",
18/06/2010 14.00,"7,62377878","7,22509237","47,56708145","16,65443993","0,25732054","151,8568065",
18/06/2010 15.00,"11,32583142","9,52070266","47,56708145","16,65443993","0,26812242","136,9730093",
18/06/2010 16.00,"9,10314098","7,82535903","47,56708145","16,65443993","0,14291871","122,7884994",
18/06/2010 17.00,"6,83505775","6,4536692","47,56708145","16,65443993",,"121,4641386",
18/06/2010 18.00,"7,39113427","6,89007938","47,56708145","16,65443993",,"119,0661486","0,82384221"
18/06/2010 19.00,"15,87334943","15,25729156","47,56708145","16,65443993",,"104,4577212","0,91990701"
18/06/2010 20.00,"14,13702399","13,71120438","47,56708145","16,65443993",,"89,87293455","1,13515709"
18/06/2010 21.00,"10,09451681","9,79244566","47,56708145","16,65443993",,"92,2430544","1,08175748"
18/06/2010 22.00,"12,72413247","12,24054752","47,56708145","16,65443993",,"91,6044948","0,90614395"
18/06/2010 23.00,"11,02347348","10,36106682","47,56708145","16,65443993",,"79,3011303","1,7635675"
19/06/2010 0.00,"11,9054179","11,22901922","47,56708145","16,65443993",,"64,36075485","1,10983379"
19/06/2010 1.00,"10,15044854","9,78352236","36,43466187","10,59829044",,"53,2323057","1,2565452"
19/06/2010 2.00,,,"36,43466187","10,59829044",,"48,8206425","1,36224404"
19/06/2010 3.00,"9,28633926","8,79146204","36,43466187","10,59829044",,"48,09168945","1,18910793"
19/06/2010 4.00,"8,64271418","8,38019849","36,43466187","10,59829044",,"48,1474497","1,25423356"
19/06/2010 5.00,"10,91647414","10,21667831","36,43466187","10,59829044",,,"1,31379925"
19/06/2010 6.00,"10,3020319","9,4282307","36,43466187","10,59829044",,"40,1299038","1,23160734"
19/06/2010 7.00,"11,28530085","9,70321645","36,43466187","10,59829044",,"42,42740565","1,5118183"
19/06/2010 8.00,"11,79922733","10,66931372","36,43466187","10,59829044",,"73,7837982","1,39268692"
19/06/2010 9.00,"11,57468778","10,60523113","36,43466187","10,59829044",,"87,94289175","1,47174138"
19/06/2010 10.00,"15,90091091","13,86694443","36,43466187","10,59829044",,"88,7402334","1,21745884"
19/06/2010 11.00,"11,38014178","10,26454523","36,43466187","10,59829044",,"105,4923681","1,29678789"
19/06/2010 12.00,"9,38280158","8,50511901","36,43466187","10,59829044",,"113,3672117","1,17495942"
19/06/2010 13.00,"7,48840727","7,29241962","36,43466187","10,59829044",,"118,4098535","1,0872625"
19/06/2010 14.00,"6,29438048","5,66602271","36,43466187","10,59829044",,"110,4489057","1,00490584"
19/06/2010 15.00,"5,16601177","4,88892282","36,43466187","10,59829044",,"124,9213739","0,74176115"
19/06/2010 16.00,"4,96984439","4,50037191","36,43466187","10,59829044",,"118,9039751","0,81541941"
19/06/2010 17.00,"4,67073111","4,31380278","36,43466187","10,59829044",,"105,9256622","0,77005715"
19/06/2010 18.00,"6,04471343","5,64168869","36,43466187","10,59829044",,"96,9275538","0,75596458"
19/06/2010 19.00,"8,1490549","7,66880256","36,43466187","10,59829044",,"91,4701914","1,20044849"
19/06/2010 20.00,"8,60542635","7,94703298","36,43466187","10,59829044",,"88,03917045","0,95414838"
19/06/2010 21.00,"7,93262032","7,38327022","36,43466187","10,59829044",,"86,32534575","0,96824197"
19/06/2010 22.00,"10,3928194","9,81029036","36,43466187","10,59829044",,"78,06117795","0,91737468"
19/06/2010 23.00,"8,855906","8,52620837","36,43466187","10,59829044",,"88,9184667","1,25428847"
20/06/2010 0.00,"7,25089863","6,54127513","36,43466187","10,59829044",,"92,68313145","0,95117569"
20/06/2010 1.00,"6,73129925","6,15434751","9,67033005","3,08906507",,"85,9232934","0,88049012"
20/06/2010 2.00,"7,25738414","6,8057162","9,67033005","3,08906507",,"74,33874735","0,94567067"
20/06/2010 3.00,"5,90447779","5,53542546","9,67033005","3,08906507",,"68,58995535","1,04190023"
20/06/2010 4.00,"5,82341664","5,54353617","9,67033005","3,08906507",,"69,9363609","0,91726484"
20/06/2010 5.00,"5,84124986","5,49000017","9,67033005","3,08906507",,"67,6642155","0,97396768"
20/06/2010 6.00,"6,07956919","5,6579101","9,67033005","3,08906507",,"87,8415258","1,13372618"
20/06/2010 7.00,"4,72179872","3,99663448","9,67033005","3,08906507",,"94,16804985","0,99890554"
20/06/2010 8.00,"5,10440522","4,58960113","9,67033005","3,08906507",,"95,9046774","0,73322852"
20/06/2010 9.00,"4,78421596","4,25458814","9,67033005","3,08906507",,"106,4173499","0,78426057"
20/06/2010 10.00,"4,13735003","3,83926923","9,67033005","3,08906507",,"111,0384881","0,70762962"
20/06/2010 11.00,"4,11059924","3,83358868","9,67033005","3,08906507",,"119,373638","0,60297625"
20/06/2010 12.00,"3,72231793","3,3444551","9,67033005","3,08906507",,"114,1054415","0,656982"
20/06/2010 13.00,"3,65422587","2,98672755","9,67033005","3,08906507",,"108,3709736","0,64261382"
20/06/2010 14.00,"3,4969677","2,86180894","9,67033005","3,08906507",,"109,3863288","0,67371775"
20/06/2010 15.00,"3,38105078","3,08731405","9,67033005","3,08906507",,"109,4352662","0,60297625"
20/06/2010 16.00,"3,08031422","2,8196264","9,67033005","3,08906507",,"111,6026541","0,58315797"
20/06/2010 17.00,"3,15083834","2,7117418","9,67033005","3,08906507",,"110,0408883","0,59455346"
20/06/2010 18.00,"3,90713567","3,49452034","9,67033005","3,08906507",,"107,0930165","0,57770787"
20/06/2010 19.00,"4,57669895","4,13291037","9,67033005","3,08906507",,"99,3483666","0,61437275"
20/06/2010 20.00,"7,05473126","6,7602909","9,67033005","3,08906507",,"92,88753915","0,7590471"
20/06/2010 21.00,"7,38870221","7,00607659","9,67033005","3,08906507",,"85,05413175","0,94880913"
20/06/2010 22.00,"8,62650233","8,21390802","9,67033005","3,08906507",,"72,67391985","1,02213687"
20/06/2010 23.00,"6,90071583","6,61914898","9,67033005","3,08906507",,"86,87185605","1,02758697"
21/06/2010 0.00,"6,99555677","6,318204","9,67033005","3,08906507",,"80,89922505","0,80661118"
21/06/2010 1.00,"6,24817509","5,73172859","11,03785038","4,1514039",,"73,5236502","0,85516682"
21/06/2010 2.00,,,"11,03785038","4,1514039",,"68,3872434","0,86358962"
21/06/2010 3.00,"5,72695433","5,30261843","11,03785038","4,1514039",,"68,7208872","0,97407752"
21/06/2010 4.00,"4,31082006","3,88712659","11,03785038","4,1514039",,"75,8109975","0,91412638"
21/06/2010 5.00,"5,77234903","5,07873662","11,03785038","4,1514039",,,"0,78976559"
21/06/2010 6.00,"6,73373131","6,21194078","11,03785038","4,1514039",,"76,0508763","0,75607441"
21/06/2010 7.00,"7,0514885","6,11379017","11,03785038","4,1514039",,"76,76969475","0,75012903"
