,Provincia di Lecce,,,,,,
,Campi Salentina,,,,,,
Parm,NOX,NO2,PM10,PM2.5,CO,O3,BENZENE



21/06/2010 8.00,"7,28899714","5,88990644","11,03785038","4,1514039",,"80,0174151","0,72777842"
21/06/2010 9.00,"6,40624395","5,80635586","11,03785038","4,1514039",,"88,27230615","0,76163435"
21/06/2010 10.00,"6,12982611","5,49730018","11,03785038","4,1514039",,"92,27515395","0,83540346"
21/06/2010 11.00,"6,59268498","5,62384208","11,03785038","4,1514039",,"90,1880049","1,01145735"
21/06/2010 12.00,"7,66268798","6,14785818","11,03785038","4,1514039",,"88,6050921","1,02439461"
21/06/2010 13.00,"5,22680763","4,36166205","11,03785038","4,1514039",,"89,75383305","1,09838339"
21/06/2010 14.00,"4,62776847","3,79384394","11,03785038","4,1514039",,"97,5500736","0,74121096"
21/06/2010 15.00,"3,82040162","3,14003936","11,03785038","4,1514039",,"99,93371955","0,66545971"
21/06/2010 16.00,"4,07493279","3,73543807","11,03785038","4,1514039",,"102,1433018","0,69364587"
21/06/2010 17.00,"5,22599694","4,9351588","11,03785038","4,1514039",,"101,6204322","0,85835919"
21/06/2010 18.00,"5,55105224","4,92461412","11,03785038","4,1514039",,"99,74196015","0,89183069"
21/06/2010 19.00,"6,8253295","6,33280594","11,03785038","4,1514039",,"96,99005715","0,82400798"
21/06/2010 20.00,"7,99341618","7,23888171","11,03785038","4,1514039",,"95,95030305","0,90019857"
21/06/2010 21.00,"8,54220034","8,13035745","11,03785038","4,1514039",,"87,6632925","0,98343595"
21/06/2010 22.00,"8,30793254","7,8286037","11,03785038","4,1514039",,"78,7673082","1,1212842"
21/06/2010 23.00,"7,01582206","6,55831105","11,03785038","4,1514039",,"79,16345535","1,04112934"
22/06/2010 0.00,"6,28546291","5,5402915","11,03785038","4,1514039",,"68,1507561","1,04509361"
22/06/2010 1.00,"5,21464922","4,82078487","11,42856979","5,51892614",,"72,28030635","0,99620845"
22/06/2010 2.00,"4,46888892","4,0493617","11,42856979","5,51892614",,"69,6871854","0,95965442"
22/06/2010 3.00,"3,90956774","3,57482625","11,42856979","5,51892614",,"59,1052665","0,88038029"
22/06/2010 4.00,"5,7934231","5,10550462","11,42856979","5,51892614",,"51,5717076","0,85219413"
22/06/2010 5.00,"8,02584179","7,30864294","11,42856979","5,51892614",,"53,28467445","0,89491322"
22/06/2010 6.00,"10,11559278","9,16703238","11,42856979","5,51892614",,"48,8248719","1,05125968"
22/06/2010 7.00,"11,23909737","9,14918768","11,42856979","5,51892614",,"56,7055608","1,89200239"
22/06/2010 8.00,"10,82892748","9,12809641","11,42856979","5,51892614",,"62,3344134","1,40623031"
22/06/2010 9.00,"8,94507212","7,49115673","11,42856979","5,51892614",,"70,9330629","1,14633291"
22/06/2010 10.00,"8,01449216","7,18696709","11,42856979","5,51892614",,"69,4312668","1,0586909"
22/06/2010 11.00,"9,37712676","8,21147405","11,42856979","5,51892614",,"64,56177105","1,07019724"
22/06/2010 12.00,"11,38662729","8,47510443","11,42856979","5,51892614",,"63,06165075","1,13801995"
22/06/2010 13.00,"11,24801302","6,89007938","11,42856979","5,51892614","0,16290312","67,28410815","0,5315198"
22/06/2010 14.00,"7,21036806","5,73821792","11,42856979","5,51892614","0,14921786","73,6646967","1,13212949"
22/06/2010 15.00,"5,85097621","5,38860298","11,42856979","5,51892614","0,18190194","78,4767564","0,88588531"
22/06/2010 16.00,"5,72938639","4,96517146","11,42856979","5,51892614","0,16089","81,82921425","0,85219413"
22/06/2010 17.00,"6,15819828","5,60680807","11,42856979","5,51892614","0,12654696","81,81062085","0,87201241"
22/06/2010 18.00,"7,79238659","6,8057162","11,42856979","5,51892614","0,1505413","82,0716267","0,89480338"
22/06/2010 19.00,"7,78995453","6,9866067","11,42856979","5,51892614","0,11943813","80,5808031","1,16383955"
22/06/2010 20.00,"9,46386082","8,76712802","11,42856979","5,51892614","0,17139597","76,77476205","1,01916418"
22/06/2010 21.00,"7,83859007","7,18453311","11,42856979","5,51892614","0,15735422","75,2281782","1,01074138"
22/06/2010 22.00,"6,54404753","5,92316377","11,42856979","5,51892614","0,10113132","69,3282051","0,92535711"
22/06/2010 23.00,"4,93985276","4,48982723","11,42856979","5,51892614","0,11416418","69,4768725","0,80947403"
23/06/2010 0.00,"4,08465914","3,57401556","11,42856979","5,51892614","0,13969981","63,38515995","0,80116107"
23/06/2010 1.00,"3,58937657","3,33147645","15,53112984","4,54212523","0,13794183","63,20018355","0,74269679"
23/06/2010 2.00,,,"15,53112984","4,54212523","0,11297937","61,75073625","0,71346415"
23/06/2010 3.00,"4,4705103","3,95526454","15,53112984","4,54212523","0,11544917","58,91520285","0,71346415"
23/06/2010 4.00,"6,01066645","5,31235434","15,53112984","4,54212523","0,11854924","56,0458941","0,72491557"
23/06/2010 5.00,"6,7207603","6,13812419","15,53112984","4,54212523","0,10737106",,"0,75310172"
23/06/2010 6.00,"9,01235158","7,98272619","15,53112984","4,54212523","0,12678346","47,08908225","0,78332493"
23/06/2010 7.00,"16,59641238","13,66577526","15,53112984","4,54212523","0,19426375","54,50944485","0,88654636"
23/06/2010 8.00,"10,94646577","9,58559786","15,53112984","4,54212523","0,18794479","65,6488665","1,14726855"
23/06/2010 9.00,"6,74264697","5,95074437","15,53112984","4,54212523","0,16333883","75,92082225","1,08693299"
23/06/2010 10.00,"6,1833277","5,05926672","15,53112984","4,54212523","0,16110552","75,36585315","1,01074138"
23/06/2010 11.00,"6,55944869","5,44700694","15,53112984","4,54212523","0,17931447","75,5626599","0,92838472"
23/06/2010 12.00,"5,48133881","4,79725962","15,53112984","4,54212523","0,17540473","79,2301881","0,95128655"
23/06/2010 13.00,"5,31030085","4,71695371","15,53112984","4,54212523","0,16339708","79,55706885","0,88874816"
23/06/2010 14.00,"6,67617629","5,1606639","15,53112984","4,54212523","0,19365096","81,8275185","0,86364454"
23/06/2010 15.00,"6,19872886","5,12091725","15,53112984","4,54212523","0,14939611","82,35206385","0,89711604"
23/06/2010 16.00,"5,26004393","4,55309722","15,53112984","4,54212523","0,18756966","82,31826855","0,80418868"
23/06/2010 17.00,"5,74316618","5,07711524","15,53112984","4,54212523","0,1040147","83,1823629","0,80110616"
23/06/2010 18.00,"6,02120539","5,21014646","15,53112984","4,54212523","0,15389767","87,76382055","0,81255656"
23/06/2010 19.00,"6,47676807","5,94425504","15,53112984","4,54212523","0,11744365","89,2276119","0,79273828"
23/06/2010 20.00,"9,72893094","8,82309799","15,53112984","4,54212523","0,19987323","83,130852","0,84999131"
23/06/2010 21.00,"8,55192668","8,02977286","15,53112984","4,54212523","0,16947954","85,5710562","0,94512047"
23/06/2010 22.00,"7,28575439","5,87124914","15,53112984","4,54212523","0,15561604","86,27890215","0,82929231"
23/06/2010 23.00,"6,1055093","5,59707408","15,53112984","4,54212523","0,15865786","85,8548649","0,71038162"
24/06/2010 0.00,"5,82422733","5,59139544","15,53112984","4,54212523","0,18762908","82,6392441","0,69364587"
24/06/2010 1.00,"5,32732338","4,83295093","19,3406601","9,57264996","0,09392347","71,8309326","0,73966919"
24/06/2010 2.00,"4,87500346","4,38275141","19,3406601","9,57264996","0,15703734","69,38903265","0,96824197"
24/06/2010 3.00,"4,84339045","4,30325618","19,3406601","9,57264996","0,16015838","68,202267","0,90333703"
24/06/2010 4.00,"5,70506766","5,21339113","19,3406601","9,57264996","0,09712139","62,9991474","0,84597314"
24/06/2010 5.00,"8,53328277","7,81156778","19,3406601","9,57264996","0,13219488","57,7968657","0,8355133"
24/06/2010 6.00,"9,27661101","8,51728698","19,3406601","9,57264996","0,14900117","63,0084441","1,00209892"
24/06/2010 7.00,"14,38426089","12,54960894","19,3406601","9,57264996","0,17544318","65,22399135","0,96598525"
24/06/2010 8.00,"10,48279812","8,92773793","19,3406601","9,57264996","0,13513767","72,8428365","1,0273673"
24/06/2010 9.00,"9,44764897","8,35910722","19,3406601","9,57264996","0,11602119","77,41838895","0,97110482"
24/06/2010 10.00,"8,96047328","7,65825788","19,3406601","9,57264996","0,16639928","86,08969635","0,89695027"
24/06/2010 11.00,"6,42731993","5,90775114","19,3406601","9,57264996","0,14589994","91,49806155","0,91484235"
24/06/2010 12.00,"7,23711885","6,41311186","19,3406601","9,57264996","0,16477993","95,9604177","0,96460823"
24/06/2010 13.00,"6,80182146","5,36832431","19,3406601","9,57264996","0,21195777","98,7165501","1,0880883"
24/06/2010 14.00,"4,89364737","4,49712725","19,3406601","9,57264996","0,12230054","101,5722929","0,89249174"
24/06/2010 15.00,"5,42054294","5,05764534","19,3406601","9,57264996","0,12160969","100,7597892","0,77611338"
24/06/2010 16.00,"4,60101768","4,29595617","19,3406601","9,57264996","0,16057312","101,0562662","0,8406878"
24/06/2010 17.00,"5,2876035","4,45007866","19,3406601","9,57264996","0,14228611","97,7899524","0,80424462"
24/06/2010 18.00,"6,39894967","5,87206174","19,3406601","9,57264996","0,1517063","99,58148235","0,8553865"
24/06/2010 19.00,"7,13579241","6,58751302","19,3406601","9,57264996","0,16610221","100,7074205","0,91484235"
24/06/2010 20.00,"8,53652552","7,70854922","19,3406601","9,57264996","0,17025077","93,9425151","0,99923606"
24/06/2010 21.00,"9,59923424","9,22219358","19,3406601","9,57264996","0,16146201","86,28396945","0,95128655"
24/06/2010 22.00,"9,77270426","9,35116945","19,3406601","9,57264996","0,17244214","79,9734852","1,24470935"
24/06/2010 23.00,"7,26305895","6,79517343","19,3406601","9,57264996","0,19195356","80,45326275","1,31121098"
25/06/2010 0.00,"7,48354314","6,8422201","19,3406601","9,57264996","0,20573784","76,9588806","1,41861635"
25/06/2010 1.00,"6,89423033","5,8842278","20,41642952","8,79127693","0,14670962","80,3003859","1,44674759"
25/06/2010 2.00,,,"20,41642952","8,79127693","0,15719695","90,1939101","1,36103279"
25/06/2010 3.00,"5,14817854","4,6909964","20,41642952","8,79127693","0,13338085","90,48192825","1,29651228"
25/06/2010 4.00,"5,90690986","5,43402828","20,41642952","8,79127693","0,11317742","84,46963665","1,28814542"
25/06/2010 5.00,"9,82944669","9,48338998","20,41642952","8,79127693","0,1257967",,"1,28825526"
25/06/2010 6.00,"12,49878224","11,54618751","20,41642952","8,79127693","0,12299255","69,8949846","1,35646341"
25/06/2010 7.00,"10,70328422","9,03075649","20,41642952","8,79127693","0,14248416","80,15848155","1,30801862"
25/06/2010 8.00,"14,36885782","7,39706147","20,41642952","8,79127693","0,15510344","86,1530376","1,68952379"
25/06/2010 9.00,"8,21552366","6,70432093","20,41642952","8,79127693","0,20281485","92,0428761","1,71925172"
25/06/2010 10.00,"8,05502274","6,91765806","20,41642952","8,79127693","0,2217927","95,08958025","1,74072161"
25/06/2010 11.00,"7,03608734","6,16164753","20,41642952","8,79127693","0,23421393","98,7689388","1,2799423"
25/06/2010 12.00,"6,99069264","6,1551582","20,41642952","8,79127693","0,20471031","99,3821619","1,44179276"
25/06/2010 13.00,"7,59135509","6,35957394","20,41642952","8,79127693","0,16001974","99,89062755","1,49133897"
25/06/2010 14.00,"6,68428317","5,49243223","20,41642952","8,79127693","0,18756966","99,4370643","1,36582185"
25/06/2010 15.00,"5,56239996","4,84268683","20,41642952","8,79127693","0,14791539","102,2514308","1,48638516"
25/06/2010 16.00,"5,20573166","4,71938769","20,41642952","8,79127693","0,16160065","104,6477051","1,29810897"
25/06/2010 17.00,"5,63859698","5,15985322","20,41642952","8,79127693","0,13476254","99,34244145","1,34765518"
25/06/2010 18.00,"5,64589318","4,96922873","20,41642952","8,79127693","0,12285391","98,71317855","1,35095839"
25/06/2010 19.00,"8,65244243","7,7637085","20,41642952","8,79127693","0,12626969","93,1189791","1,28489712"
25/06/2010 20.00,"10,09208474","9,74783106","20,41642952","8,79127693","0,1567624","84,402066","1,19736597"
25/06/2010 21.00,"10,28095593","9,90114095","20,41642952","8,79127693","0,16740701","84,89955915","1,29315415"
25/06/2010 22.00,"12,11050093","11,83496643","20,41642952","8,79127693","0,13233235","78,95820975","1,44509598"
25/06/2010 23.00,"10,56547874","10,22316764","20,41642952","8,79127693","0,12431599","78,42183405","1,29150356"
26/06/2010 0.00,"8,12392548","7,74505312","20,41642952","8,79127693","0,13932352","81,00144885","1,40711103"
26/06/2010 1.00,"7,45355151","7,08962717","25,15262032","13,23565006","0,14268105","75,88870275","1,43353574"
26/06/2010 2.00,"7,86128742","7,30539828","25,15262032","13,23565006","0,11230833","64,35652545","1,4979454"
26/06/2010 3.00,"6,8642387","6,29468066","25,15262032","13,23565006","0,08841302","68,70315165","1,55740126"
26/06/2010 4.00,"7,06932364","6,72703358","25,15262032","13,23565006","0,11021483","69,4819398","1,58542164"
26/06/2010 5.00,"9,41036114","8,90583788","25,15262032","13,23565006","0,11718619","65,6505423","1,58547656"
26/06/2010 6.00,"17,46295373","15,68478608","25,15262032","13,23565006","0,16120571","57,18617625","1,60529585"
26/06/2010 7.00,"11,9953947","10,8177614","25,15262032","13,23565006","0,20082037","78,4336644","1,68484458"
26/06/2010 8.00,"9,85781886","8,75414745","25,15262032","13,23565006","0,20445401","96,9562818","1,62285639"
26/06/2010 9.00,"8,03718951","7,10341651","25,15262032","13,23565006","0,18030123","112,7455497","1,49133897"
26/06/2010 10.00,"8,89157245","7,93486692","25,15262032","13,23565006","0,16254779","116,1494586","1,54584"
26/06/2010 11.00,"8,2520008","6,9330707","25,15262032","13,23565006","0,19094583","115,2051852","1,53626088"
26/06/2010 12.00,"8,41979792","7,52765872","25,15262032","13,23565006","0,32237065","116,2601412","1,65175852"
26/06/2010 13.00,"5,49187775","5,01222005","25,15262032","13,23565006","0,19149921","118,3625321","1,68134406"
26/06/2010 14.00,"5,28598212","4,73804307","25,15262032","13,23565006","0,21174108","123,2657633","1,69277209"
26/06/2010 15.00,"5,25842255","4,84268683","25,15262032","13,23565006","0,23395763","123,6855711","1,92376737"
26/06/2010 16.00,"4,9439062","4,44845729","25,15262032","13,23565006","0,2079094","122,2699191","1,67636687"
26/06/2010 17.00,"6,33328968","5,74308396","25,15262032","13,23565006","0,23526127","120,4209731","1,5738614"
26/06/2010 18.00,"9,19149833","8,61543758","25,15262032","13,23565006","0,15378","118,182603","2,11985921"
26/06/2010 19.00,"11,02995898","10,73096616","25,15262032","13,23565006","0,18229571","112,8350255","2,00238045"
26/06/2010 20.00,"10,1399096","9,79001169","25,15262032","13,23565006","0,18901077","107,6606738","1,56565828"
26/06/2010 21.00,"13,49259013","13,12635226","25,15262032","13,23565006","0,16845318","101,4997148","1,49458727"
26/06/2010 22.00,"13,48448325","12,78647132","25,15262032","13,23565006","0,15832234","94,16298255","1,52943477"
26/06/2010 23.00,"12,76628442","11,80333239","25,15262032","13,23565006","0,15111332","85,80165825","1,61691101"
27/06/2010 0.00,"13,30695978","12,99737448","25,15262032","13,23565006","0,1579076","68,05361955","1,63672929"
27/06/2010 1.00,"14,06406972","13,44595262","13,62637043","7,42368698","0,19791719","60,83850255","1,92784046"
27/06/2010 2.00,,,"13,62637043","7,42368698","0,14623546","89,7808653","1,71875644"
27/06/2010 3.00,"6,91611699","6,62644899","13,62637043","7,42368698","0,14325423","81,43137135","1,58189875"
27/06/2010 4.00,"7,94478064","7,46844408","13,62637043","7,42368698","0,11112353","80,79281175","1,55062905"
27/06/2010 5.00,"6,35760841","5,76823058","13,62637043","7,42368698","0,16420675",,"1,48979822"
27/06/2010 6.00,"7,03689803","6,72865495","13,62637043","7,42368698","0,13896936","73,97976705","1,4924953"
27/06/2010 7.00,"5,36785396","4,77130231","13,62637043","7,42368698","0,14554578","83,24063685",
27/06/2010 8.00,"4,42268353","4,17428222","13,62637043","7,42368698","0,14341267","87,71821485",
27/06/2010 9.00,"5,31759704","4,63259245","13,62637043","7,42368698","0,15332565","86,98756605",
27/06/2010 10.00,"5,23410382","4,52308456","13,62637043","7,42368698","0,13480215","90,40591875",
27/06/2010 11.00,"5,17168658","4,65449441","13,62637043","7,42368698","0,16337727","95,20106085",
27/06/2010 12.00,"6,91692768","6,53397511","13,62637043","7,42368698","0,12581651","98,52481065",
27/06/2010 13.00,"4,87095002","4,3024455","13,62637043","7,42368698","0,13310358","102,6112091",
27/06/2010 14.00,"6,07470506","5,2693611","13,62637043","7,42368698","0,14576131","101,5748465",
27/06/2010 15.00,"5,7285757","5,09009198","13,62637043","7,42368698","0,14317501","102,0976961",
27/06/2010 16.00,"4,88878324","4,39410869","13,62637043","7,42368698","0,15851922","101,0123363",
27/06/2010 17.00,"6,04552412","5,12335122","13,62637043","7,42368698","0,12672521","99,06118635",
27/06/2010 18.00,"5,95797746","5,29288444","13,62637043","7,42368698","0,15739383","97,1243805",
27/06/2010 19.00,"7,18280849","6,69539762","13,62637043","7,42368698","0,14187137","86,30000925",
27/06/2010 20.00,"7,33925598","6,74893554","13,62637043","7,42368698","0,11999151","82,44159945",
27/06/2010 21.00,"10,44064617","9,77216699","13,62637043","7,42368698","0,16562922","74,6858973",
27/06/2010 22.00,"9,3090347","8,82634266","13,62637043","7,42368698","0,14353033","67,98519105",
27/06/2010 23.00,"6,2806007","6,09999891","13,62637043","7,42368698","0,1819998","69,5461389",
28/06/2010 0.00,"4,904997","4,58148851","13,62637043","7,42368698","0,19276207","75,8304288",
28/06/2010 1.00,"4,70964031","4,18158224","23,49205971","12,30782032","0,20609316","75,15637815",
28/06/2010 2.00,"5,73100777","5,06007932","23,49205971","12,30782032","0,15970403","75,2974446",
28/06/2010 3.00,"4,71774528","4,37545139","23,49205971","12,30782032","0,1764509","77,96234565",
28/06/2010 4.00,"5,50403616","5,17202118","23,49205971","12,30782032","0,22436036","77,54255775",
28/06/2010 5.00,"8,67108634","7,89025231","23,49205971","12,30782032","0,17238272","72,4390884",
28/06/2010 6.00,"9,75973517","9,06482642","23,49205971","12,30782032","0,15753247","70,83425055",
