Comune Lecce,,,,,,
,Via_Romagna,,,,,,
Parm,NOX,NO2,PM10,CO,BENZENE,O3



14/01/2010 18.00,"98,8735352","82,779562",,"1,15286536",,"19,88808318"
14/01/2010 19.00,"114,3555346","90,77317512",,"1,23717874",,"9,31291337"
14/01/2010 20.00,"240,287732","106,7356601",,"2,1357479",,"7,4060006"
14/01/2010 21.00,"260,1922256","95,69988288",,"2,24789313",,"4,50441674"
14/01/2010 22.00,"243,0698832","74,0085488",,"2,36809434",,"3,49622753"
14/01/2010 23.00,"188,2779095","77,08451704",,"2,09841082",,"5,40043508"
15/01/2010 0.00,"111,3167356","57,149202",,"1,75351024",,"2,46776513"
15/01/2010 1.00,"116,19463","46,44175344",,"2,14384815",,"2,85023057"
15/01/2010 2.00,"94,45216904","40,96473384",,"1,80003451",,"1,70689407"
15/01/2010 3.00,"76,54353576","42,16395936",,"1,7416086",,"2,85968886"
15/01/2010 4.00,"62,17177744","33,30078776",,"1,66987605",,"2,51506857"
15/01/2010 5.00,"56,52214248","27,32538624",,"1,60221751",,"1,80555081"
15/01/2010 6.00,"42,43959328","27,36561472",,"1,26401568",,"1,88393636"
15/01/2010 7.00,"86,4135092","37,79012552",,"1,577643",,"1,51498704"
15/01/2010 8.00,"196,909232","51,39442616",,"2,17444221",,"2,22720603"
15/01/2010 9.00,"621,5359432","102,2774306",,"4,47220783",,"4,49765967"
15/01/2010 10.00,"508,556628","123,0498574",,"3,34065847",,"1,95015639"
15/01/2010 11.00,"127,4043992","71,88523456",,"1,15395114",,"14,94579188"
15/01/2010 12.00,"30,79276","22,68159712",,"0,57837823",,"41,75604825"
15/01/2010 13.00,"23,82023136","17,10983792",,"0,54022798",,"50,19996555"
15/01/2010 14.00,"62,09393992","38,90371256",,"0,85770213",,"40,2302523"
15/01/2010 15.00,"33,69150496","26,86593264",,"0,55774142",,"55,1949867"
15/01/2010 16.00,"25,98228272","21,16958752",,"0,51701069",,"52,58666385"
15/01/2010 17.00,"25,69953616","21,97167152",,"0,56588827",,"46,69969815"
15/01/2010 18.00,"25,6385816","22,68029696",,"0,51456652",,"47,5119225"
15/01/2010 19.00,"27,21051328","23,65759664",,"0,53266946",,"51,62036565"
15/01/2010 20.00,"35,00531664","31,69271928",,"0,58371859",,"50,2607931"
15/01/2010 21.00,"34,50599784","31,33840656",,"0,62512852",,"52,49341755"
15/01/2010 22.00,"24,62046072","22,64136864",,"0,63042344",,"58,54525005"
15/01/2010 23.00,"15,1421796","13,04101014",,"0,65662779",,"61,8738876"
16/01/2010 0.00,"13,72458647","12,03127338",,"0,57566378",,"57,32486865"
16/01/2010 1.00,"7,93748445","6,53997688",,"0,50388697",,"58,3060296"
16/01/2010 2.00,,,,"0,50895472",,"54,3435606"
16/01/2010 3.00,"16,65834398","15,67050153",,,,"54,00570735"
16/01/2010 4.00,"13,07480092","11,72237449",,"0,40531632",,"54,3935553"
16/01/2010 5.00,"12,31088235","11,5601432",,"0,42453998",,
16/01/2010 6.00,"14,44570492","12,76845646",,"0,43385649",,"47,83357635"
16/01/2010 7.00,"21,18346864","19,08001243",,"0,51070455",,"42,7304661"
16/01/2010 8.00,"24,2560144","21,47977128",,"0,50921218",,"41,2600713"
16/01/2010 9.00,"54,1603636","37,0438528",,"0,72627615",,"31,5579474"
16/01/2010 10.00,"33,53068664","24,18454384",,"0,59365837",,"39,5585757"
16/01/2010 11.00,"24,84095256","19,1306116",,"0,54250206",,"43,3264524"
16/01/2010 12.00,"26,105492","19,43561384",,"0,55629799",,"44,51437515"
16/01/2010 13.00,"29,60732","18,9502297",,"0,57945586",,"48,0362883"
16/01/2010 14.00,"39,24385736","24,445398",,"0,58592394",,"50,73921405"
16/01/2010 15.00,"17,66738859","13,1500343",,"0,52137944",,"59,8075065"
16/01/2010 16.00,"17,54158282","14,61663007",,"0,53938102",,"59,5574931"
16/01/2010 17.00,"20,56742224","17,80680207",,"0,57683228",,"58,6114641"
16/01/2010 18.00,"26,300038","23,12806824",,"0,68552328",,"53,06777805"
16/01/2010 19.00,"31,56964384","27,16055272",,"0,62247115",,"50,0945697"
16/01/2010 20.00,"54,86461056","47,26848312",,"0,83939881",,"31,5336084"
16/01/2010 21.00,"39,33850136","34,1418192",,"0,68163335",,"43,70755725"
16/01/2010 22.00,"34,10394248","30,54540456",,"0,6967399",,"51,3757587"
16/01/2010 23.00,"25,1625892","22,83994896",,"0,65010728",,"48,7701291"
17/01/2010 0.00,"21,89551656","20,05600048",,"0,68036699",,"50,92977645"
17/01/2010 1.00,"22,59978264","21,35256592",,"0,57927528",,"46,89836025"
17/01/2010 2.00,"22,24959984","20,98787104",,"0,55417186",,"40,28972325"
17/01/2010 3.00,"22,65035504","21,433042",,"0,55159372",,"36,2542572"
17/01/2010 4.00,"16,4326687","15,05530979",,"0,51577113",,"49,04853135"
17/01/2010 5.00,"15,56888446","14,16496787",,"0,50835241",,"44,1548961"
17/01/2010 6.00,"14,23299874","12,82167506",,"0,50378445",,"46,1699259"
17/01/2010 7.00,"15,0838158","13,29280525",,"0,49605001",,"46,00775235"
17/01/2010 8.00,"20,37805776","17,85223119",,"0,51916245",,"43,3156395"
17/01/2010 9.00,"21,01616864","16,98005518",,"0,55141314",,"47,5105659"
17/01/2010 10.00,"22,60236384","17,67182252",,"0,54964817",,"48,7822986"
17/01/2010 11.00,"22,2716452","17,03976503",,"0,52689688",,"53,5772811"
17/01/2010 12.00,"23,18470168","17,91452224",,"0,5512314",,"57,62084685"
17/01/2010 13.00,"26,45437464","20,65432264",,"0,57122397",,"55,38417255"
17/01/2010 14.00,"25,99396504","21,17086856",,"0,54634656",,"53,80297545"
17/01/2010 15.00,"23,798186","20,28702744",,"0,52517851",,"54,2462445"
17/01/2010 16.00,"27,68780584","24,05215696",,"0,58321065",,"50,5216194"
17/01/2010 17.00,"37,36839568","32,67261928",,"0,66562159",,"42,52368435"
17/01/2010 18.00,"40,15303248","36,76611568",,"0,8113561",,"39,85860375"
17/01/2010 19.00,"51,04890864","46,69742608",,"0,95804008",,"35,73258465"
17/01/2010 20.00,"58,31844736","53,93306504",,"0,95912586",,"24,2100432"
17/01/2010 21.00,"67,86546488","60,64955776",,"1,15755565",,"14,43899804"
17/01/2010 22.00,"62,24051384","57,37502832",,"1,06175537",,"16,52700893"
17/01/2010 23.00,"52,81668648","50,1471712",,"0,97599739",,"21,1273692"
18/01/2010 0.00,"39,42800208","37,1385924",,"1,01720344",,"22,85318385"
18/01/2010 1.00,"28,19622576","26,77119304",,"0,85206353",,"29,6983281"
18/01/2010 2.00,,,,"0,85993427",,"30,59569905"
18/01/2010 3.00,"26,13791952","24,86722344",,,,"36,63400545"
18/01/2010 4.00,"17,57141193","16,789272",,"0,57988574",,"49,1363712"
18/01/2010 5.00,"18,2834522","16,75422886",,"0,56011569",,
18/01/2010 6.00,"18,4844837","17,0423577",,"0,54624404",,"46,5888759"
18/01/2010 7.00,"29,59695696","27,57717752",,"0,51721107",,"37,7381781"
18/01/2010 8.00,"45,57957528","41,26193512",,"0,51688837",,"31,07007015"
18/01/2010 9.00,"90,49379368","62,5003164",,"0,74132096",,"22,4153013"
18/01/2010 10.00,"59,82554312","44,03418216",,"0,6125139",,"36,11099625"
18/01/2010 11.00,"48,11513584","39,790154",,"0,5523731",,"42,5277342"
18/01/2010 12.00,"41,35401704","31,29687792",,"0,49591953",,"46,36182495"
18/01/2010 13.00,"39,416358","30,84262496",,"0,581222",,"48,6539004"
18/01/2010 14.00,"58,5960124","40,79081832",,"0,68744786",,"50,3864781"
18/01/2010 15.00,"23,94214048","18,70882058",,"0,48854625",,"72,0814647"
18/01/2010 16.00,"26,5425752","20,68158776",,"0,50186453",,"72,5544792"
18/01/2010 17.00,"34,67331696","29,9561644",,"0,56513917",,"63,03479805"
18/01/2010 18.00,"50,98407272","45,5241464",,"0,75556192",,"49,41613005"
18/01/2010 19.00,"63,17173432","54,78057816",,"0,84289265",,"39,4518033"
18/01/2010 20.00,"57,29124448","49,71368256",,"0,82072619",,"38,586891"
18/01/2010 21.00,"87,65472224","73,27913992",,"1,05377745",,"19,12586151"
18/01/2010 22.00,"75,83796952","66,06168408",,"1,13484048",,"16,91487084"
18/01/2010 23.00,"45,16065608","41,13474888",,"0,95460217",,"24,38031645"
19/01/2010 0.00,"32,8731116","30,26506712",,"0,8773184",,"24,3451845"
19/01/2010 1.00,"26,83050328","24,89706976",,"0,72781861",,"25,44257415"
19/01/2010 2.00,"16,47027966","14,79444225",,"0,52214135",,"41,77228755"
19/01/2010 3.00,"8,57429899","6,94751012",,"0,37338017",,"55,60581705"
19/01/2010 4.00,"6,56398778","5,67689243",,"0,32554411",,"58,77635085"
19/01/2010 5.00,"7,35255011","6,58800058",,"0,34966543",,"55,1301093"
19/01/2010 6.00,"10,61962849","8,69444716",,"0,36095661",,"58,8533778"
19/01/2010 7.00,"24,01217704","20,69196992",,"0,45292171",,"45,422559"
19/01/2010 8.00,"72,100086","56,45742128",,"0,68505146",,"16,22698088"
19/01/2010 9.00,"114,4268713","65,72163488",,"1,02939866",,"18,00549944"
19/01/2010 10.00,"37,66414384","24,98532768",,"0,50172589",,"54,1516416"
19/01/2010 11.00,"19,59339208","13,7211009",,"0,4082661",,"63,4915932"
19/01/2010 12.00,"19,64786496","14,42844147",,"0,42181505",,"64,6227582"
19/01/2010 13.00,"21,80213448","13,88722693",,"0,43471859",,"67,02970575"
19/01/2010 14.00,"35,6797364","21,83278384",,"0,53688909",,"64,7511564"
19/01/2010 15.00,"22,79951016","16,64520854",,"0,47467459",,"68,51091345"
19/01/2010 16.00,"20,9422316","15,61339774",,"0,46790012",,"68,92986345"
19/01/2010 17.00,"30,2661952","24,74391856",,"0,57942557",,"58,56280605"
19/01/2010 18.00,"33,59942304","29,20080968",,"0,59859681",,"54,23545155"
19/01/2010 19.00,"37,57724344","33,47860376",,"0,62352897",,"49,1485407"
19/01/2010 20.00,"51,03980752","46,31974872",,"0,74616037",,"35,82044445"
19/01/2010 21.00,"51,0022176","45,82914864",,"0,93427874",,"27,31839285"
19/01/2010 22.00,"47,52503528","43,88883192",,"0,93446281",,"28,1454999"
19/01/2010 23.00,"27,08470368","25,20077184",,"0,71873976",,"42,56422275"
20/01/2010 0.00,"17,76077067","16,06116137",,"0,51333978",,"49,5147828"
20/01/2010 1.00,"13,85817409","12,34405746",,"0,51112744",,"48,9498786"
20/01/2010 2.00,,,,"0,43448792",,"51,0581547"
20/01/2010 3.00,"19,68807432","18,39863108",,,,"53,34887355"
20/01/2010 4.00,"17,24068564","15,92358914",,"0,39209473",,"48,0998091"
20/01/2010 5.00,"14,96968087","13,85218379",,"0,38673806",,
20/01/2010 6.00,"19,78273744","18,31816074",,"0,47020798",,"38,57741475"
20/01/2010 7.00,"29,53340208","25,40583384",,"0,43918869",,"33,4756611"
20/01/2010 8.00,"47,26431496","37,89396624",,"0,44031408",,"27,4616538"
20/01/2010 9.00,"80,43705608","57,90713792",,"0,8101678",,"22,66262145"
20/01/2010 10.00,"55,11101","41,8991856",,"0,71697246",,"37,012437"
20/01/2010 11.00,"35,64344664","27,25531144",,"0,52684562",,"52,1068863"
20/01/2010 12.00,"26,20407472","19,7587992",,"0,4400438",,"61,28330775"
20/01/2010 13.00,"28,73575392","22,19101616",,"0,45629672",,"60,60081825"
20/01/2010 14.00,"47,93227216","33,9120924",,"0,54854608",,"56,1653148"
20/01/2010 15.00,"27,90699752","20,74518088",,"0,43144494",,"71,25978405"
20/01/2010 16.00,"27,99519808","21,5252004",,"0,41807307",,"71,96254275"
20/01/2010 17.00,"35,21934592","30,70503744",,"0,48511066",,"63,2902179"
20/01/2010 18.00,"55,39377568","51,43205432",,"0,62346257",,"40,8722034"
20/01/2010 19.00,"82,37863472","72,4835376",,"0,88319349",,"25,4155419"
20/01/2010 20.00,"81,1011128","72,38361648",,"0,84663579",,"24,68982075"
20/01/2010 21.00,"90,487312","79,3142532",,"0,96675428",,"18,42445542"
20/01/2010 22.00,"86,54968184","76,47709376",,"1,13810714",,"19,92592833"
20/01/2010 23.00,"75,61361544","70,61979648",,"1,20248854",,"22,3355811"
21/01/2010 0.00,"63,12374312","58,36529136",,"0,99502767",,"16,6918857"
21/01/2010 1.00,"71,51904832","61,37506616",,"1,16336434",,"6,3680799"
21/01/2010 2.00,"57,01369856","50,4262276",,"1,23269815",,"7,99794303"
21/01/2010 3.00,"30,28434008","28,5051476",,"0,97355206",,"14,34574974"
21/01/2010 4.00,"39,45136672","33,2203308",,"0,91741071",,"8,74394735"
21/01/2010 5.00,"35,01571792","32,90104592",,"0,94307333",,"8,21822894"
21/01/2010 6.00,"22,17048128","21,53946392",,"0,7350719",,"20,9287071"
21/01/2010 7.00,"49,2513036","45,56569416",,"0,59802479",,"15,09445529"
21/01/2010 8.00,"111,0780798","68,73399088",,"0,68401694",,"3,81517217"
21/01/2010 9.00,"179,4558842","88,954844",,"1,10173002",,"5,2139345"
21/01/2010 10.00,"82,85592728","58,62616464",,"0,67802884",,"25,23581235"
21/01/2010 11.00,"35,08575448","30,04962296",,"0,57664005",,"55,82881815"
21/01/2010 12.00,"35,054608","31,3189424",,"0,86955251",,"52,2190452"
21/01/2010 13.00,"25,65934592","22,48563624",,"0,4207747",,"51,8257908"
21/01/2010 14.00,"56,13825112","39,50981656",,"0,51540998",,"48,7593162"
21/01/2010 15.00,"27,33244152","23,69004328",,"0,40308068",,"57,1613385"
21/01/2010 16.00,"32,24796408","28,41558952",,"0,51018729",,"51,0365289"
21/01/2010 17.00,"49,0658396","42,27946328",,"0,4992025",,"42,92372175"
21/01/2010 18.00,"57,30678904","52,83766112",,"0,67330127",,"39,60316395"
21/01/2010 19.00,"89,61702696","76,27203176",,"0,81332029",,"26,2466988"
21/01/2010 20.00,"53,04234072","47,51509288",,"0,67289701",,"50,47838775"
21/01/2010 21.00,"38,045454","33,91079224",,"0,60077186",,"61,0670697"
21/01/2010 22.00,"22,91363744","20,21823368",,"0,45210971",,"75,31956915"
21/01/2010 23.00,"15,25112536","13,45503462",,"0,42108925",,"81,1403208"
22/01/2010 0.00,"12,84653298","11,26163029",,"0,36917918",,"82,83098355"
22/01/2010 1.00,"9,57426734","7,90014691",,"0,37377161",,"83,1215553"
22/01/2010 2.00,,,,,,
22/01/2010 3.00,"19,36123704","17,69908382",,"0,33982468",,"81,97820085"
22/01/2010 4.00,"14,4975813","12,92939523",,"0,25410514",,"72,87477645"
22/01/2010 5.00,"11,83359744","10,97740002",,"0,25890261",,
22/01/2010 6.00,"13,88541053","12,46736043",,"0,28994054",,"63,6199914"
22/01/2010 7.00,"28,87842736","25,8847516",,"0,3760888",,"44,99145945"
22/01/2010 8.00,"34,72518952","30,83872448",,"0,40037672",,"44,399523"
22/01/2010 9.00,"52,99178744","36,68173912",,"0,59441446",,"44,79818385"
22/01/2010 10.00,"40,10502216","29,39939",,"0,48316395",,"49,1485407"
22/01/2010 11.00,"30,61894008","23,61476784",,"0,46713704",,"54,0367695"
22/01/2010 12.00,"28,34666192","20,37138488",,"0,48428701",,"58,93040475"
22/01/2010 13.00,"30,28564024","23,88084176",,"0,50439957",,"53,85161355"
22/01/2010 14.00,"34,02482392","25,183908",,"0,59369682",,"60,0372507"
22/01/2010 15.00,"24,83317072","20,44017864",,"0,52231261",,"67,22162475"
22/01/2010 16.00,"28,11450688","22,21308064",,"0,56244919",,"62,6915184"
22/01/2010 17.00,"30,61767816","26,16508904",,"0,64029798",,"52,1366118"
22/01/2010 18.00,"27,3894956","24,31693072",,"0,58251748",,"52,6298955"
22/01/2010 19.00,"23,44670304","20,59981152",,"0,53784672",,"57,0789051"
22/01/2010 20.00,"25,6385816","22,1403864",,"0,59841041",,"58,8628341"
22/01/2010 21.00,"27,512724","24,15597856",,"0,65179187",,"54,677364"
22/01/2010 22.00,"24,36235984","22,23514512",,"0,58260718",,"51,50278035"
22/01/2010 23.00,"25,50499016","23,0437108",,"0,63163271",,"46,8483456"
23/01/2010 0.00,"22,83971952","21,00215368",,"0,65654973",,"45,5090622"
23/01/2010 1.00,"20,676368","18,91648098",,"0,73951637",,"39,68021085"
23/01/2010 2.00,"18,61936766","17,17344251",,"0,58557094",,"45,71448735"
23/01/2010 3.00,"11,52362018","10,0637011",,"0,45079442",,"52,9555992"
23/01/2010 4.00,"10,5975793","9,28238334",,"0,42659621",,"50,3526828"
23/01/2010 5.00,"12,24603496","11,13444214",,"0,43144494",,"48,77824875"
23/01/2010 6.00,"14,66229819","13,24217931",,"0,4460354",,"43,41564885"
23/01/2010 7.00,"23,97066752","21,40969648",,"0,48608227",,"49,87833165"
23/01/2010 8.00,"40,67571592","35,36180904",,"0,5037262",,"43,84812495"
23/01/2010 9.00,"76,42678904","52,5625052",,"0,66180272",,"40,4748792"
23/01/2010 10.00,"38,54349176","28,07295912",,"0,53703821",,"59,3547612"
23/01/2010 11.00,"21,07842336","15,88336066",,"0,44751728",,"70,4015949"
23/01/2010 12.00,"19,48054584","13,83531039",,"0,44109696",,"74,7600714"
23/01/2010 13.00,"23,89804976","16,3116544",,"0,4552389",,"75,3641574"
23/01/2010 14.00,"35,860038","22,76337336",,"0,46758557",,"72,08822775"
23/01/2010 15.00,"16,57403816","12,86061294",,"0,41820005",,"78,2252268"
23/01/2010 16.00,"18,65698052","15,24869712",,"0,44033389",,"75,1344132"
23/01/2010 17.00,"23,09522008","19,78344488",,"0,49995509",,"70,49350455"
23/01/2010 18.00,"39,84822144","35,06718896",,"0,70656318",,"58,5263175"
23/01/2010 19.00,"51,98793008","45,65523312",,"0,78562474",,"49,2404304"
23/01/2010 20.00,"70,59172832","60,94157752",,"0,93579907",,"36,0947769"
23/01/2010 21.00,"90,28888464","73,145472",,"1,21626117",,"19,44345554"
23/01/2010 22.00,"65,60484992","54,87661792",,"1,17769617",,"17,77845447"
23/01/2010 23.00,"51,01648112","46,77140136",,"1,05997991",,"23,76406095"
24/01/2010 0.00,"35,78481992","33,72909488",,"0,72591383",,"38,59094085"
24/01/2010 1.00,"27,31427752","25,45774464",,"0,60527925",,"49,04043165"
24/01/2010 2.00,,,,"0,5442216",,"49,03636185"
24/01/2010 3.00,"26,6865488","24,32859392",,,,"53,79351915"
24/01/2010 4.00,"17,4793281","16,54008295",,"0,48828063",,"60,49404585"
24/01/2010 5.00,"14,05272009","13,02673898",,"0,42917785",,
24/01/2010 6.00,"13,53263314","12,23244064",,"0,41334666",,"58,32360555"
24/01/2010 7.00,"18,5558166","16,46998903",,"0,42402505",,"52,6880298"
24/01/2010 8.00,"34,52544288","29,5460404",,"0,49413009",,"39,3572004"
24/01/2010 9.00,"34,60714264","28,76472072",,"0,56767188",,"40,4316276"
24/01/2010 10.00,"32,85884808","27,40714336",,"0,59418262",,"41,9168652"
24/01/2010 11.00,"36,05586504","28,55057672",,"0,64813144",,"46,59563895"
24/01/2010 12.00,"21,51032504","17,90154358",,"0,56010404",,"60,31836615"
24/01/2010 13.00,"20,41826712","17,42652822",,"0,52523676",,"68,3068449"
24/01/2010 14.00,"19,68417384","16,54008295",,"0,50063079",,"65,7350106"
24/01/2010 15.00,"18,37035069","15,68607668",,"0,53090099",,"61,2643752"
24/01/2010 16.00,"22,42468168","19,91193128",,"0,58745009",,"55,87881285"
24/01/2010 17.00,"26,874594","24,4337348",,"0,71155171",,"50,08916325"
24/01/2010 18.00,"41,79500072","39,47736992",,"0,70811613",,"36,3704859"
24/01/2010 19.00,"43,28651368","40,46505176",,"0,74168327",,"35,15012445"
24/01/2010 20.00,"69,014596","61,55028184",,"0,83774218",,"18,68258448"
24/01/2010 21.00,"96,35871984","83,62707512",,"1,31724686",,"12,1888116"
24/01/2010 22.00,"76,53835424","69,76450152",,"1,10075491",,"15,82694148"
24/01/2010 23.00,"57,67253552","55,06609712",,"0,98835338",,"17,26354697"
25/01/2010 0.00,"87,3149216","77,11176304",,"1,30225098",,"9,49130427"
25/01/2010 1.00,"61,58553912","56,78318784",,"1,2682656",,"9,87647094"
25/01/2010 2.00,"50,0139048","47,47226408",,"1,05674121",,"12,90644303"
25/01/2010 3.00,"35,21156408","33,53051456",,"0,79075657",,"27,70897395"
25/01/2010 4.00,"19,15112736","17,35124895",,"0,60713509",,"42,0682458"
25/01/2010 5.00,"16,73875696","14,96446494",,"0,52904398",,"44,2265166"
25/01/2010 6.00,"20,8047588","18,85158197",,"0,51794735",,"44,08461225"
25/01/2010 7.00,"42,82218448","40,191196",,"0,59334615",,"23,8316316"
25/01/2010 8.00,"95,414536","76,63284528",,"0,86499503",,"2,56236803"
25/01/2010 9.00,"149,5761615","99,04190592",,"1,29835173",,"3,09619611"
25/01/2010 10.00,"259,8381232","147,0968902",,"1,49636561",,"4,26791148"
25/01/2010 11.00,"149,7577442","99,9672948",,"1,00590294",,"12,04421001"
25/01/2010 12.00,"23,89026792","21,03330016",,"0,51037951",,"57,9492438"
25/01/2010 13.00,"21,0771232","17,78084285",,"0,52342635",,"62,99154645"
25/01/2010 14.00,"22,80469168","19,21498816",,"0,47866938",,"65,2755222"
25/01/2010 15.00,"16,67001482","14,33239789",,"0,45573519",,"68,95013265"
25/01/2010 16.00,"16,99555577","14,55303504",,"0,41761755",,"70,42188405"
25/01/2010 17.00,"40,66533376","35,93676656",,"0,53800399",,"46,73078025"
25/01/2010 18.00,"78,6887424","73,12340752",,"0,86118781",,"13,93084361"
25/01/2010 19.00,"93,3186016","79,63741944",,"1,3113974",,"7,90469075"
25/01/2010 20.00,"136,0694876","103,5584706",,"1,7769279",,"12,05096309"
25/01/2010 21.00,"139,8696258","109,3444311",,"2,26293328",,"17,14191581"
25/01/2010 22.00,"91,23178744","81,49467888",,"1,55797547",,"11,14143062"
25/01/2010 23.00,"100,0745389","87,35455736",,"1,37282086",,"11,01574761"
26/01/2010 0.00,"52,62084032","49,79285848",,"0,81712751",,"34,02298935"
26/01/2010 1.00,"46,86746024","44,00693616",,"0,64177054",,"30,0253884"
26/01/2010 2.00,,,,"0,5712927",,"35,7285348"
26/01/2010 3.00,"22,48563624","20,68288792",,,,"55,1409222"
26/01/2010 4.00,"14,17333861","12,48422618",,"0,33068758",,"62,21716725"
26/01/2010 5.00,"11,71427526","10,1117229",,"0,31523153",,
26/01/2010 6.00,"20,84756848","19,05925194",,"0,45094238",,"36,6759204"
26/01/2010 7.00,"30,05478536","28,20274568",,"0,55910098",,"22,17205095"
26/01/2010 8.00,"66,01078664","53,6462268",,"0,72722562",,"12,0009624"
26/01/2010 9.00,"219,3557296","137,6328153",,"1,05578125",,"5,90452968"
26/01/2010 10.00,"75,480024","58,62098312",,"0,51452109",,"41,32899855"
26/01/2010 11.00,"14,86851695","12,5841626",,"0,3665556",,"72,72610905"
26/01/2010 12.00,"14,05272009","11,7755931",,"0,35011512",,"74,670855"
26/01/2010 13.00,"9,97373577","8,52442447",,"0,29825981",,"79,63208085"
26/01/2010 14.00,"10,68707046","9,04357262",,"0,31850052",,"75,2411856"
26/01/2010 15.00,"11,18640647","10,09744599",,"0,29551507",,"67,92302685"
26/01/2010 16.00,"15,54034978","14,06504102",,"0,31853314",,"60,1426665"
26/01/2010 17.00,"12,86988041","11,67955142",,"0,32110662",,"62,24014965"
26/01/2010 18.00,"11,72076076","10,63086531",,"0,32189416",,"64,7916948"
26/01/2010 19.00,"10,25906926","9,51599723",,"0,28819304",,"66,23505735"
26/01/2010 20.00,"9,36804858","8,43227563",,"0,30787455",,"66,68644605"
26/01/2010 21.00,"9,09049502","7,91572206",,"0,31850052",,"67,0364688"
26/01/2010 22.00,"6,47320028","5,63146714",,"0,31132878",,"69,050142"
26/01/2010 23.00,"5,37985176","4,57629743",,"0,3118239",,"69,98533815"
27/01/2010 0.00,"5,36947534","4,46727519",,"0,32035403",,"70,09211055"
27/01/2010 1.00,"5,72354906","4,78785067",,"0,31085346",,"68,10951945"
27/01/2010 2.00,"4,90645586","4,30893674",,"0,30154977",,"70,7935326"
27/01/2010 3.00,"4,41101077","3,20704158",,"0,29619659",,"71,89092225"
27/01/2010 4.00,"4,66781149","3,92476622",,"0,29585059",,"72,2206758"
27/01/2010 5.00,"4,66651515","3,63923388",,"0,27878567",,"71,48007195"
27/01/2010 6.00,"4,3539433","3,82612806",,"0,28129974",,"71,81523195"
27/01/2010 7.00,"4,77416458","4,20900032",,"0,29812117",,"70,87055955"
27/01/2010 8.00,"6,5743642","5,30570058",,"0,30743535",,"70,88408565"
27/01/2010 9.00,"14,83998418","12,09097176",,"0,33541515",,"65,28902835"
27/01/2010 10.00,"9,85441358","8,05459445",,"0,31045852",,"68,6528178"
