Comune Lecce,,,,,,
,Via_Romagna,,,,,,
Parm,NOX,NO2,PM10,CO,BENZENE,O3



13/06/2010 0.00,"24,59841536","23,63813248",,"0,55499202",,"62,40365985"
13/06/2010 1.00,"25,0847708","24,40258832",,"0,51934768",,"62,1158013"
13/06/2010 2.00,,,,"0,50737614",,"54,08271435"
13/06/2010 3.00,"13,00476436","11,90797042",,"0,46440628",,"53,4326835"
13/06/2010 4.00,"9,75195333","8,48029742",,"0,44890712",,"50,2094418"
13/06/2010 5.00,"8,74290489","7,24472287",,"0,44680779",,
13/06/2010 6.00,"9,5859401","8,0130639",,"0,45413331",,"39,52615695"
13/06/2010 7.00,"7,62102359","6,06236119",,"0,44662838",,"50,3040447"
13/06/2010 8.00,"8,15407963","6,60616841",,"0,44068805",,"61,2576321"
13/06/2010 9.00,"8,88168167","7,20189216",,"0,43599776",,"72,76261755"
13/06/2010 10.00,"7,3784883","5,64574404",,"0,42675232",,"87,08807415"
13/06/2010 11.00,"6,07373186","4,55423295",,"0,41607626",,"100,5661944"
13/06/2010 12.00,"6,22547774","4,76838269",,"0,41058212",,"109,7249801"
13/06/2010 13.00,"4,88959393","3,31606382",,"0,37020322",,"108,3681407"
13/06/2010 14.00,"4,47326549","2,9747221",,"0,35537277",,"102,258134"
13/06/2010 15.00,"5,04133981","3,53280814",,"0,37100707",,"101,5635747"
13/06/2010 16.00,"6,16192668","4,68142493",,"0,37712681",,"106,911252"
13/06/2010 17.00,"7,15670586","5,54321113",,"0,39275995",,"110,5034291"
13/06/2010 18.00,"6,37203636","5,07338302",,"0,39428027",,"114,4293696"
13/06/2010 19.00,"8,59764451","7,04874287",,"0,43702529",,"85,2135921"
13/06/2010 20.00,"11,99312516","10,62696866",,"0,51001137",,"79,40907975"
13/06/2010 21.00,"14,52481966","13,14354306",,"0,52149128",,"71,6935968"
13/06/2010 22.00,"11,37965614","9,88589084",,"0,50652802",,"80,49431985"
13/06/2010 23.00,"10,87124195","9,7963385",,"0,46467423",,"83,62834515"
14/06/2010 0.00,"6,79225572","5,64574404",,"0,44305533",,"74,6424861"
14/06/2010 1.00,"6,00110262","4,54385079",,"0,44881742",,"65,4741843"
14/06/2010 2.00,"4,2372157","2,67361652",,"0,44064378",,"67,3216341"
14/06/2010 3.00,"2,21134081","1,22129765",,"0,436176",,"72,04768935"
14/06/2010 4.00,,,,"0,43121893",,"72,0355398"
14/06/2010 5.00,"4,09714258","3,02404214",,"0,44506495",,"62,53341465"
14/06/2010 6.00,"7,64566545","6,11038298",,"0,46333448",,"56,26668075"
14/06/2010 7.00,"16,64796564","14,26231353",,"0,4996487",,"51,17574"
14/06/2010 8.00,"34,07797752","28,44155448",,"0,56665018",,"44,21301045"
14/06/2010 9.00,"24,44535976","19,85742016",,"0,60457209",,"54,9841551"
14/06/2010 10.00,"16,0760004","12,74510138",,"0,54208266",,"74,8330485"
14/06/2010 11.00,"14,12535123","11,5718217",,"0,54324416",,"96,17529915"
14/06/2010 12.00,"24,47908744","20,3649032",,"0,56405922",,"117,279666"
14/06/2010 13.00,"14,15518034","10,79309469",,"0,4722677",,"115,6593071"
14/06/2010 14.00,"10,64167767","8,34142504",,"0,45190001",,"123,1003578"
14/06/2010 15.00,"11,72076076","9,45240411",,"0,46288712",,"123,9667464"
14/06/2010 16.00,"8,69880843","6,96438161",,"0,44707574",,"126,5398974"
14/06/2010 17.00,"8,73253038","7,27197843",,"0,45690252",,"122,6828043"
14/06/2010 18.00,"14,14999309","12,65684154",,"0,50094418",,"113,1549836"
14/06/2010 19.00,"30,46334152","29,03987664",,"0,58375704",,"91,78709715"
14/06/2010 20.00,"31,25448888","29,61093368",,"0,63610748",,"74,09108805"
14/06/2010 21.00,"19,98248408","18,4167989",,"0,57384172",,"61,93064535"
14/06/2010 22.00,"22,47137272","21,15400472",,"0,61752573",,"55,5801414"
14/06/2010 23.00,"32,62669304","30,91269976",,"0,67291332",,"36,461019"
15/06/2010 0.00,"30,67215104","29,28516712",,"0,60135669",,"32,5188192"
15/06/2010 1.00,"12,47819382","11,18895326",,"0,49232318",,"80,57810985"
15/06/2010 2.00,,,,"0,49638786",,"71,58548775"
15/06/2010 3.00,"7,95175179","6,1960425",,"0,48803481",,"71,7260355"
15/06/2010 4.00,"6,39019462","5,31089166",,"0,49580769",,"70,2745533"
15/06/2010 5.00,"6,2306669","4,93710713",,"0,49455648",,
15/06/2010 6.00,"13,94247799","12,80869641",,"0,53547245",,"60,45622065"
15/06/2010 7.00,"37,33340608","33,623954",,"0,59353954",,"44,38869015"
15/06/2010 8.00,"41,91432864","34,20151184",,"0,72034979",,"48,1863123"
15/06/2010 9.00,"25,7138188","21,45250616",,"0,58862674",,"83,42292"
15/06/2010 10.00,"17,55195733","14,55044237",,"0,54574542",,"100,0175096"
15/06/2010 11.00,"12,76741824","10,26226804",,"0,46297683",,"106,9260749"
15/06/2010 12.00,"10,63389583","7,91182923",,"0,45574101",,"107,3666906"
15/06/2010 13.00,"15,15385236","11,60297582",,"0,48790084",,"88,24764795"
15/06/2010 14.00,"8,55484439","6,50493566",,"0,4841041",,"101,1324752"
15/06/2010 15.00,"6,39797646","4,77876485",,"0,44595851",,"97,2199809"
15/06/2010 16.00,"5,18271118","3,49387217",,"0,42675232",,"92,1114642"
15/06/2010 17.00,"6,91028157","5,37189402",,"0,42702027",,"83,58509355"
15/06/2010 18.00,"19,4701828","16,46480178",,"0,4786554",,"63,2415798"
15/06/2010 19.00,"16,46898332","14,91124633",,"0,51697924",,"54,7908795"
15/06/2010 20.00,"14,40290289","13,7094224",,"0,52193748",,"58,04925315"
15/06/2010 21.00,"13,27583242","12,19609734",,"0,51434401",,"63,84432915"
15/06/2010 22.00,"14,39123013","12,84373763",,"0,47284787",,"65,5025532"
15/06/2010 23.00,"6,8467286","6,04159496",,"0,45435583",,"73,05045615"
16/06/2010 0.00,"2,95580478","1,41987223",,"0,4232678",,"80,41727295"
16/06/2010 1.00,"2,16335343","1,22389223",,"0,43036964",,"85,13927835"
16/06/2010 2.00,"2,51094356","1,92474348",,"0,44193809",,"80,0239986"
16/06/2010 3.00,"4,78583542","3,92346798",,"0,41929282",,"72,2531145"
16/06/2010 4.00,"5,4784211","4,53736146",,"0,4211242",,"65,84447625"
16/06/2010 5.00,"13,73236831","12,72822606",,"0,42831458",,"56,63156625"
16/06/2010 6.00,"16,78803876","15,04363321",,"0,47588619",,"54,6341124"
16/06/2010 7.00,"14,48720679","12,34275539",,"0,46391465",,"58,18710765"
16/06/2010 8.00,"11,55604387","8,92027539",,"0,46436201",,"74,07353205"
16/06/2010 9.00,"9,82977173","7,36282902",,"0,42987801",,"80,3740413"
16/06/2010 10.00,"9,14756248","7,30312682",,"0,45569674",,"86,95428945"
16/06/2010 11.00,"11,18900106","8,82812655",,"0,45306035",,"94,545444"
16/06/2010 12.00,"11,2616322","8,57893559",,"0,42844856",,"107,8342986"
16/06/2010 13.00,"9,68191677","7,58736092",,"0,44238545",,"118,358183"
16/06/2010 14.00,"7,54190694","5,67689243",,"0,41670186",,"122,617907"
16/06/2010 15.00,"6,3992728","4,6580622",,"0,41437885",,"118,6892133"
16/06/2010 16.00,"4,00765142","2,36602161",,"0,36332389",,"103,5934673"
16/06/2010 17.00,"3,4395771","1,84038222",,"0,35407962",,"97,48082715"
16/06/2010 18.00,"3,83385636","2,25699937",,"0,37520573",,"88,1841072"
16/06/2010 19.00,"13,25767416","11,88850052",,"0,45672311",,"80,47943715"
16/06/2010 20.00,"30,51261376","28,8854444",,"0,52318869",,"55,7166393"
16/06/2010 21.00,"12,60140502","11,47059086",,"0,52211689",,"68,170347"
16/06/2010 22.00,"8,46924415","7,70287249",,"0,49656727",,"68,1298086"
16/06/2010 23.00,"9,08790234","7,57048752",,"0,50063196",,"62,3806974"
17/06/2010 0.00,"9,5729691","8,50884932",,"0,5131825",,"61,38736695"
17/06/2010 1.00,"14,35102459","13,52511898",,"0,5470409",,"50,2202547"
17/06/2010 2.00,,,,"0,54628132",,"43,8183795"
17/06/2010 3.00,"13,5443059","11,64839538",,"0,50608066",,"56,27613705"
17/06/2010 4.00,"13,2070922","11,94041706",,"0,45404361",,"58,9479807"
17/06/2010 5.00,"12,16691831","9,95597711",,"0,48352393",,
17/06/2010 6.00,"14,25375159","12,22205657",,"0,46355816",,"75,28848705"
17/06/2010 7.00,"14,49239405","12,01829282",,"0,45788461",,"82,73773725"
17/06/2010 8.00,"25,910946","19,41875",,"0,51555095",,"84,60816945"
17/06/2010 9.00,"26,52313016","20,60241184",,"0,48883983",,"91,9817094"
17/06/2010 10.00,"24,17301448","19,60694816",,"0,45681281",,"98,7633528"
17/06/2010 11.00,"16,79711885","13,3265444",,"0,43890094",,"109,7223467"
17/06/2010 12.00,"11,54566745","8,85019103",,"0,42836002",,"109,9115126"
17/06/2010 13.00,"14,87240787","11,47967477",,"0,44930905",,"108,8479382"
17/06/2010 14.00,"11,73632444","9,25253128",,"0,40571358",,"101,2838159"
17/06/2010 15.00,"8,71048119","6,4893605",,"0,3833351",,"93,32236935"
17/06/2010 16.00,"8,73253038","6,56982894",,"0,39342982",,"97,43893215"
17/06/2010 17.00,"14,86851695","11,69771734",,"0,42523316",,"98,02410555"
17/06/2010 18.00,"14,21354606","11,92094907",,"0,47677858",,"98,3146773"
17/06/2010 19.00,"18,77111545","17,16695318",,"0,51899003",,"94,0089087"
17/06/2010 20.00,"21,7684068","20,33893824",,"0,5411891",,"89,4774657"
17/06/2010 21.00,"32,68504728","31,31634208",,"0,60832456",,"62,85504855"
17/06/2010 22.00,"32,60592872","31,1320444",,"0,60921811",,"46,9334922"
17/06/2010 23.00,"27,76822456","26,25722832",,"0,58514222",,"42,31149615"
18/06/2010 0.00,"30,23116736","28,78290384",,"0,63208706",,"42,1101408"
18/06/2010 1.00,"24,63862472","23,10342256",,"0,58777745",,"46,15370655"
18/06/2010 2.00,"30,19875896","28,85687912",,"0,61149569",,"28,7658252"
18/06/2010 3.00,"29,8083668","28,48828376",,"0,63619718",,"19,21370934"
18/06/2010 4.00,"26,26761048","24,57778488",,"0,63119467",,"18,83664836"
18/06/2010 5.00,"24,13538632","22,54272856",,"0,69118285",,"17,63250227"
18/06/2010 6.00,"29,22212848","24,94249888",,"0,68756436",,"27,2400093"
18/06/2010 7.00,"34,91195368","29,14239808",,"0,74321991",,"47,05648395"
18/06/2010 8.00,"41,12576248","33,02045032",,"0,56405922",,"65,3349732"
18/06/2010 9.00,"39,77430352","32,616808",,"0,57683344",,"84,08109045"
18/06/2010 10.00,"17,03965222","14,26101146",,"0,46284285",,"114,3942377"
18/06/2010 11.00,"9,17998618","7,50299774",,"0,43443433",,"119,1000636"
18/06/2010 12.00,"6,60160064","4,8825941",,"0,39436765",,"124,1707352"
18/06/2010 13.00,"9,91796464","7,72233856",,"0,39137476",,"114,3510858"
18/06/2010 14.00,"11,0022369","8,89821091",,"0,36895201",,"130,7428637"
18/06/2010 15.00,"7,15151861","5,41082807",,"0,40705333",,"146,7996411"
18/06/2010 16.00,"6,3927873","4,68661601",,"0,44546688",,"155,4841355"
18/06/2010 17.00,"6,18916312","4,55423295",,"0,40062137",,"138,2421086"
18/06/2010 18.00,"6,86229228","5,26417002",,"0,42956579",,"142,1803383"
18/06/2010 19.00,"18,24324666","16,91256732",,"0,48017339",,"125,3762937"
18/06/2010 20.00,"37,91442464","36,32094472",,"0,59554917",,"97,4916201"
18/06/2010 21.00,"23,87988576","22,43758768",,"0,52635982",,"82,92694305"
18/06/2010 22.00,"20,35083088","19,4122492",,"0,50009606",,"72,61530675"
18/06/2010 23.00,"17,20826003","16,19484076",,"0,50362368",,"56,4910185"
19/06/2010 0.00,"13,62471889","12,07799119",,"0,49352895",,"48,34577265"
19/06/2010 1.00,"11,86991206","10,58284352",,"0,50139037",,"54,52464675"
19/06/2010 2.00,,,,"0,50920752",,"68,98121475"
19/06/2010 3.00,"8,6650884","6,95789228",,"0,49464619",,"73,1829042"
19/06/2010 4.00,"7,89857525","6,75412662",,"0,51358443",,"68,16222735"
19/06/2010 5.00,"6,10615746","5,03833988",,"0,47191005",,
19/06/2010 6.00,"12,1824839","10,49588576",,"0,51429974",,"42,0682458"
19/06/2010 7.00,"15,0578757","12,23244064",,"0,53667822",,"38,7179625"
19/06/2010 8.00,"13,72847739","10,87097045",,"0,53828592",,"52,3298874"
19/06/2010 9.00,"15,51441158","12,77884244",,"0,57111679",,"78,56846655"
19/06/2010 10.00,"15,68301748","12,50889098",,"0,52649379",,"95,11036815"
19/06/2010 11.00,"10,68447779","8,55427653",,"0,4921892",,"107,7194664"
19/06/2010 12.00,"12,79724926","10,40373692",,"0,46489791",,"116,8891248"
19/06/2010 13.00,"12,2992115","9,66265719",,"0,44636043",,"116,8404867"
19/06/2010 14.00,"6,48227846","4,9111479",,"0,44144763",,"118,2067625"
19/06/2010 15.00,"4,9920561","3,9753826",,"0,44251943",,"106,534217"
19/06/2010 16.00,"4,90256494","3,39912683",,"0,43363048",,"112,7535696"
19/06/2010 17.00,"4,81177553","3,26804202",,"0,41924739",,"107,8829367"
19/06/2010 18.00,"5,1671475","3,57823343",,"0,43251441",,"101,8121517"
19/06/2010 19.00,"6,04390083","4,4504037",,"0,45743842",,"97,736247"
19/06/2010 20.00,"7,50688866","6,20252991",,"0,46864921",,"93,4021095"
19/06/2010 21.00,"7,51856142","6,14282962",,"0,47481323",,"91,93712115"
19/06/2010 22.00,"5,53548856","4,8086169",,"0,46069925",,"93,00883515"
19/06/2010 23.00,"11,96848139","10,70484442",,"0,53297119",,"77,48326635"
20/06/2010 0.00,"10,13715441","8,79308342",,"0,50992283",,"92,52636435"
20/06/2010 1.00,"7,15411128","6,02212698",,"0,47025808",,"92,91287565"
20/06/2010 2.00,"8,41347494","7,32259481",,"0,46766712",,"81,4484286"
20/06/2010 3.00,"7,4368521","6,50493566",,"0,45346227",,"77,7711249"
20/06/2010 4.00,"6,40186738","5,894935",,"0,45373022",,"76,58184555"
20/06/2010 5.00,"6,0815137","5,29921316",,"0,45239047",,"76,4818362"
20/06/2010 6.00,"4,03229519","2,46855261",,"0,43045935",,"90,88974615"
20/06/2010 7.00,"3,36564962","1,79755342",,"0,44676236",,"102,1514214"
20/06/2010 8.00,"3,40455882","2,10904307",,"0,4442611",,"101,9879312"
20/06/2010 9.00,"4,6263077","3,2758296",,"0,4420278",,"99,22150455"
20/06/2010 10.00,"3,53295918","2,01299949",,"0,42818061",,"107,2910402"
20/06/2010 11.00,,,,"0,40629375",,"115,9795844"
20/06/2010 12.00,"3,04140502","1,60287166",,"0,40642773",,"117,590487"
20/06/2010 13.00,,,,"0,38507677",,"113,5739535"
20/06/2010 14.00,,,,"0,38757803",,"110,8048137"
20/06/2010 15.00,,,,"0,39124079",,"110,6966648"
20/06/2010 16.00,,,,"0,387712",,"112,0265118"
20/06/2010 17.00,,,,"0,3974048",,"111,4157226"
20/06/2010 18.00,"2,02068573","1,07593594",,"0,41576404",,"108,9411446"
20/06/2010 19.00,"3,41493334","2,77614752",,"0,44689633",,"103,2852797"
20/06/2010 20.00,"5,82082206","4,68012668",,"0,46619339",,"98,58765315"
20/06/2010 21.00,"9,06974408","8,82033898",,"0,48933029",,"89,2720605"
20/06/2010 22.00,"27,32595984","26,42856264",,"0,53404299",,"66,8378067"
20/06/2010 23.00,"14,60782531","13,2525653",,"0,5175163",,"78,3846672"
21/06/2010 0.00,"7,81297501","7,08508426",,"0,48977765",,"89,06392215"
21/06/2010 1.00,"15,64410828","14,38171984",,"0,50992283",,"66,02286915"
21/06/2010 2.00,,,,"0,4904918",,"66,997287"
21/06/2010 3.00,"8,0749649","6,51921256",,"0,46784536",,"80,64973035"
21/06/2010 4.00,"10,51846457","9,73404171",,"0,47655607",,"80,50513275"
21/06/2010 5.00,"10,0917597","9,18893434",,"0,47709197",,
21/06/2010 6.00,"10,22016006","8,99295625",,"0,48053105",,"77,0089152"
21/06/2010 7.00,"13,67789543","11,98454219",,"0,48392586",,"81,99172695"
21/06/2010 8.00,"14,58447979","12,43879706",,"0,50250761",,"77,70084105"
21/06/2010 9.00,"13,19152852","10,02865797",,"0,48347966",,"80,65918665"
21/06/2010 10.00,"7,46538679","5,67948893",,"0,4502026",,"93,4426479"
21/06/2010 11.00,"8,32917103","5,81446657",,"0,44658411",,"93,288594"
21/06/2010 12.00,"8,6780575","6,05197903",,"0,45292637",,"92,1128208"
21/06/2010 13.00,"7,51337417","5,40563699",,"0,43336253",,"92,995329"
21/06/2010 14.00,"6,0231499","4,44780721",,"0,42139215",,"95,6982348"
21/06/2010 15.00,"5,27090409","3,52502056",,"0,425458",,"100,5540249"
21/06/2010 16.00,"6,64180618","4,87999951",,"0,43237927",,"101,8365107"
21/06/2010 17.00,"8,58467542","7,00461582",,"0,44180412",,"101,8622063"
21/06/2010 18.00,"9,27985376","7,72104031",,"0,46038587",,"100,8662225"
21/06/2010 19.00,"11,89455582","9,75610619",,"0,52479639",,"99,65936715"
21/06/2010 20.00,"10,44324075","8,81255331",,"0,47561824",,"99,6796563"
21/06/2010 21.00,"13,36143266","12,22725338",,"0,47825347",,"91,9209018"
21/06/2010 22.00,"12,02554886","10,63216738",,"0,47718167",,"88,70713635"
21/06/2010 23.00,"9,82328622","8,29729799",,"0,48446176",,"82,5647508"
22/06/2010 0.00,"9,97762669","8,70612566",,"0,49411029",,"76,2493788"
22/06/2010 1.00,"9,53665448","8,55687111",,"0,49089372",,"65,7566364"
22/06/2010 2.00,"7,43166485","6,24016954",,"0,46668386",,"64,5335817"
22/06/2010 3.00,"5,39541544","3,90789282",,"0,44332328",,"70,75433085"
22/06/2010 4.00,"5,15288015","4,32840281",,"0,45310578",,"63,59295915"
22/06/2010 5.00,"7,58470706","6,50233916",,"0,45690252",,"58,69391745"
22/06/2010 6.00,"11,99571783","10,07927434",,"0,48115665",,"50,8689489"
22/06/2010 7.00,"14,06179826","10,96311738",,"0,50076593",,"61,80903015"
22/06/2010 8.00,"16,36133581","12,1350969",,"0,56133428",,"63,363195"
22/06/2010 9.00,"14,79458947","10,5646757",,"0,52006183",,"71,1584181"
22/06/2010 10.00,"12,43150278","9,68991275",,"0,51845413",,"76,9845762"
22/06/2010 11.00,"13,13835389","10,4335928",,"0,52104392",,"74,19111735"
22/06/2010 12.00,"14,47034678","11,44852829",,"0,53641027",,"69,6488415"
22/06/2010 13.00,"19,93837424","14,96057019",,"0,57589562",,"64,6822092"
22/06/2010 14.00,"11,14879361","8,52312622",,"0,50617037",,"76,19262105"
22/06/2010 15.00,"10,59239205","8,08055367",,"0,50768836",,"80,09292585"
22/06/2010 16.00,"10,31224581","8,16361669",,"0,50112242",,"84,4446393"
22/06/2010 17.00,"9,7804861","7,2057869",,"0,49719171",,"86,79616575"
22/06/2010 18.00,"12,65198698","9,99621133",,"0,50331146",,"85,61364945"
22/06/2010 19.00,"10,30705664","8,70482741",,"0,51890032",,"85,74472095"
22/06/2010 20.00,"12,51710302","10,9683161",,"0,51295999",,"82,602576"
22/06/2010 21.00,"10,59887564","9,0513602",,"0,51425547",,"81,9349692"
22/06/2010 22.00,"8,19817609","7,088979",,"0,50023003",,"78,45766425"
22/06/2010 23.00,"8,67935574","8,10780732",,"0,5131825",,"69,65289135"
23/06/2010 0.00,"7,23711885","6,35697745",,"0,48794627",,"68,30415165"
23/06/2010 1.00,"4,72747354","4,30504199",,"0,48866042",,"66,75806655"
23/06/2010 2.00,,,,"0,47512661",,"65,7688059"
23/06/2010 3.00,"5,83249482","4,26480778",,"0,48124636",,"65,0538777"
23/06/2010 4.00,"7,31493725","6,11687231",,"0,46672929",,"59,6115576"
23/06/2010 5.00,"8,51723153","7,46925477",,"0,4824964",,
23/06/2010 6.00,"15,33931827","13,37846094",,"0,50617037",,"49,99184715"
23/06/2010 7.00,"22,1574988","18,6971459",,"0,54391404",,"54,51519045"
23/06/2010 8.00,"23,93435864","19,1215296",,"0,56218357",,"62,61584805"
23/06/2010 9.00,"22,97071064","18,16371129",,"0,51988358",,"74,4330111"
23/06/2010 10.00,"14,89705164","11,88590785",,"0,53623086",,"76,04124045"
23/06/2010 11.00,"15,09419031","12,06890919",,"0,55423244",,"77,36296785"
23/06/2010 12.00,"14,25115701","10,82425264",,"0,53908977",,"80,78487165"
23/06/2010 13.00,"12,9541824","9,38361609",,"0,54185898",,"83,46886485"
23/06/2010 14.00,"9,62225472","6,95140295",,"0,49996092",,"85,6406817"
23/06/2010 15.00,"10,46399169","8,42448806",,"0,49812954",,"86,6772438"
23/06/2010 16.00,"9,36286133","7,58087159",,"0,49848719",,"89,3517807"
23/06/2010 17.00,"10,40173697","8,33233922",,"0,49786159",,"87,62460945"
23/06/2010 18.00,"12,87766034","10,66461594",,"0,52082141",,"87,6948933"
23/06/2010 19.00,"12,3186661","10,6879691",,"0,52216116",,"90,8019063"
23/06/2010 20.00,"16,4650924","14,89048583",,"0,53900123",,"86,5110204"
23/06/2010 21.00,"17,37946051","15,85480686",,"0,53913521",,"84,17162355"
23/06/2010 22.00,"11,45358362","10,56337362",,"0,51577346",,"87,2934993"
23/06/2010 23.00,"11,99961066","10,53353113",,"0,51376384",,"84,829794"
24/06/2010 0.00,"9,18517534","8,04161579",,"0,51514786",,"87,72866865"
24/06/2010 1.00,"8,78700326","7,96633844",,"0,50902928",,"83,1066726"
24/06/2010 2.00,"6,3473945","5,4912965",,"0,49982694",,"69,73668135"
24/06/2010 3.00,"5,65480883","4,46597886",,"0,48365791",,"67,77842925"
24/06/2010 4.00,"5,66648159","4,63210489",,"0,49169757",,"64,68494235"
24/06/2010 5.00,"9,18906435","8,02604255",,"0,50541079",,"56,79511635"
24/06/2010 6.00,"15,64021736","13,51603698",,"0,60113301",,"55,096314"
24/06/2010 7.00,"19,16669104","16,12086166",,"0,56932968",,"65,59310625"
24/06/2010 8.00,"22,05633488","17,24612146",,"0,61185334",,"70,6137831"
24/06/2010 9.00,"17,55455382","12,84114496",,"0,5713393",,"77,62515075"
24/06/2010 10.00,"17,65960866","13,5874215",,"0,56410349",,"82,97829435"
24/06/2010 11.00,"16,7633969","13,12537714",,"0,56901746",,"92,21147355"
24/06/2010 12.00,"16,48714158","12,46865103",,"0,54771077",,"97,89706395"
24/06/2010 13.00,"14,54038334","11,10329566",,"0,56267403",,"103,175814"
24/06/2010 14.00,"11,03076967","8,75674394",,"0,52050802",,"105,7125164"
24/06/2010 15.00,"8,77014324","6,40759574",,"0,52470668",,"106,5220275"
24/06/2010 16.00,"8,06458847","6,35308462",,"0,50755439",,"105,4719393"
24/06/2010 17.00,"9,7156368","7,85212703",,"0,51336191",,"105,5557293"
24/06/2010 18.00,"10,66631953","8,8865305",,"0,520642",,"99,58639005"
24/06/2010 19.00,"18,07593519","16,35188288",,"0,54096659",,"96,66993945"
24/06/2010 20.00,"17,30812762","15,80548299",,"0,56187018",,"95,16981915"
24/06/2010 21.00,"16,0435767","14,84246404",,"0,57509177",,"92,08578855"
24/06/2010 22.00,"16,25887364","15,31229024",,"0,56629252",,"87,2124225"
24/06/2010 23.00,"13,29009977","11,97156354",,"0,55852081",,"89,39098245"
25/06/2010 0.00,"11,7026025","10,30250799",,"0,56320993",,"82,28363535"
25/06/2010 1.00,"12,3964845","10,83333464",,"0,57272449",,"78,3360291"
25/06/2010 2.00,,,,"0,52997831",,"86,4353301"
25/06/2010 3.00,"7,98547374","6,42057439",,"0,53154174",,"93,5291511"
25/06/2010 4.00,"7,9193281","7,02278556",,"0,54069864",,"91,06678245"
25/06/2010 5.00,"11,66239505","10,85020995",,"0,53770575",,
25/06/2010 6.00,"17,95013133","16,08063318",,"0,55463437",,"71,2557342"
25/06/2010 7.00,"24,187278","20,51285376",,"0,57236683",,"71,49898455"
25/06/2010 8.00,"26,27411128","20,15854104",,"0,61533669",,"76,8034701"
25/06/2010 9.00,"17,855451","13,35769088",,"0,56848156",,"86,8786191"
25/06/2010 10.00,"13,5053967","10,31548665",,"0,5584311",,"96,413163"
25/06/2010 11.00,"13,89319237","10,82295057",,"0,5788885",,"100,4553921"
25/06/2010 12.00,"14,01121822","10,8917405",,"0,55128383",,"102,1310924"
25/06/2010 13.00,"14,16555677","10,57506168",,"0,55981629",,"104,6408024"
25/06/2010 14.00,"9,94520108","7,58736092",,"0,53069245",,"108,7235499"
25/06/2010 15.00,"8,45238414","6,26353227",,"0,5088953",,"109,5763127"
25/06/2010 16.00,"8,22671078","6,26353227",,"0,5195702",,"108,0870452"
25/06/2010 17.00,"10,43026974","7,9507652",,"0,54190441",,"104,631366"
25/06/2010 18.00,"17,45598258","14,61793023",,"0,55056968",,"99,41883"
25/06/2010 19.00,"19,53631888","17,46545654",,"0,60283042",,"99,26611275"
25/06/2010 20.00,"22,35594528","20,1260944",,"0,62985376",,"92,342565"
25/06/2010 21.00,"20,68414984","19,03718937",,"0,61069184",,"86,80426545"
25/06/2010 22.00,"14,29914438","12,95016529",,"0,59117226",,"89,18960715"
25/06/2010 23.00,"16,87493725","15,71723081",,"0,58331084",,"85,5230964"
26/06/2010 0.00,"22,82285568","21,5342824",,"0,6451304",,"70,53675615"
26/06/2010 1.00,"16,51178535","15,19288393",,"0,61225527",,"71,8490073"
26/06/2010 2.00,"11,36538879","10,7892095",,"0,58214934",,"80,34565245"
26/06/2010 3.00,"9,23834998","8,60619115",,"0,57723653",,"74,6938374"
26/06/2010 4.00,"8,00103742","6,70480658",,"0,5562875",,"76,63048365"
26/06/2010 5.00,"20,3949216","18,41810098",,"0,81942256",,"78,6603762"
26/06/2010 6.00,"31,92500816","28,65569848",,"1,21638116",,"72,6734211"
26/06/2010 7.00,"25,08607096","21,54596472",,"0,86569752",,"69,5326128"
26/06/2010 8.00,"28,19362544","22,9762172",,"0,67871968",,"80,5875462"
26/06/2010 9.00,"22,75281912","17,04495229",,"0,58460632",,"103,1501184"
26/06/2010 10.00,"16,60646377","13,47320245",,"0,56781168",,"116,2754828"
26/06/2010 11.00,"14,79588772","12,0416479",,"0,57562767",,"125,1302504"
26/06/2010 12.00,"15,42621676","12,58934986",,"0,56338934",,"126,9979694"
26/06/2010 13.00,"14,48720679","11,64839538",,"0,54480759",,"123,4261014"
26/06/2010 14.00,"12,34979155","10,01827581",,"0,52823547",,"125,7614484"
26/06/2010 15.00,"7,21377333","5,48610542",,"0,51894459",,"123,5788386"
26/06/2010 16.00,"4,96092874","3,54708504",,"0,52810149",,"122,8841597"
26/06/2010 17.00,"13,5832151","11,4459337",,"0,53645454",,"118,9203341"
26/06/2010 18.00,"13,69086453","11,9469083",,"0,56888348",,"121,2407385"
26/06/2010 19.00,"15,27576913","13,8807376",,"0,61229954",,"116,3309238"
26/06/2010 20.00,"22,96552912","21,59787552",,"0,6720652",,"108,1627155"
26/06/2010 21.00,"25,65284512","24,0573576",,"0,69444252",,"97,6173051"
26/06/2010 22.00,"18,97603787","17,71854224",,"0,65544881",,"100,5175364"
26/06/2010 23.00,"19,73216504","18,34671454",,"0,68135491",,"94,8495219"
27/06/2010 0.00,"19,6647288","18,31167141",,"0,68622461",,"88,85580375"
27/06/2010 1.00,"21,28853304","20,07158328",,"0,65602898",,"87,2340483"
27/06/2010 2.00,,,,"0,61743602",,"87,56515845"
27/06/2010 3.00,"12,63123604","11,51082125",,"0,59947988",,"86,20017945"
27/06/2010 4.00,"8,9504219","7,4874245",,"0,55999453",,"90,0153576"
27/06/2010 5.00,"11,12544809","9,94170021",,"0,56365729",,
27/06/2010 6.00,"10,04117774","9,52767955",,"0,6046618",,"74,72086965"
27/06/2010 7.00,"10,09305604","8,52442447",,"0,58884925",,"80,8105473"
27/06/2010 8.00,"9,21241178","7,63018972",,"0,57223286",,"89,64909555"
27/06/2010 9.00,"7,49132498","5,9092119",,"0,56459512",,"92,2979568"
