,Comune Modugno,,,,
,Enaip,,,,
Parm,CO,NO2,O3,SO2,PM10



18/06/2010 10.00,"0,91261091","102,2294776","46,3760892","9,54055531","57,70000076"
18/06/2010 11.00,"0,98628318","95,63242752","52,24998765","10,01916466","57,70000076"
18/06/2010 12.00,"0,8942773","82,8131176","63,97883205","9,68684974","57,70000076"
18/06/2010 13.00,"1,10571082","99,58493304","63,48419175","9,87558359","57,70000076"
18/06/2010 14.00,"0,91444811","80,69255664","65,9756076","9,32563473","57,70000076"
18/06/2010 15.00,"0,83694416","85,1684148","64,54992075","9,38162262","57,70000076"
18/06/2010 16.00,"0,96976697","112,2894656","66,0155076","10,20789342","57,70000076"
18/06/2010 17.00,"0,91976284","95,22710264","59,64700875","9,16670001","57,70000076"
18/06/2010 18.00,"0,95210441","96,1356468","25,89627705","9,09716873","57,70000076"
18/06/2010 19.00,"0,81493498","50,77266288","32,9576793","7,84285382","57,70000076"
18/06/2010 20.00,"0,82591976","46,35255864","33,5409375","7,84917447","57,70000076"
18/06/2010 21.00,"0,73124604","34,21416928","39,26732565","7,81214957","57,70000076"
18/06/2010 22.00,"0,7308511","36,59283112","33,67015365","7,67940158","57,70000076"
18/06/2010 23.00,"0,70574069","27,23255864","38,96081385","7,39675287","57,70000076"
19/06/2010 0.00,"0,71528321","33,88735112","28,97492115","7,68572528","57,70000076"
19/06/2010 1.00,"0,68691313","29,92637544","30,16046985","7,6784995","24,5"
19/06/2010 2.00,"0,65087735","25,57114536","34,8292686","7,69294904","24,5"
19/06/2010 3.00,"0,6540776","25,46998144","42,306768","7,92051397","24,5"
19/06/2010 4.00,"0,62697155","34,62142528","52,4374179","7,42384372","24,5"
19/06/2010 5.00,"0,66715706","35,74007912","36,93090135","7,70739552","24,5"
19/06/2010 6.00,"0,66646505","30,57228728","40,30799745","7,65592413","24,5"
19/06/2010 7.00,"0,63151621","13,08647368","66,5108262","7,81124749","24,5"
19/06/2010 8.00,"0,6506793","21,02135016","69,740412","7,6080631","24,5"
19/06/2010 9.00,"0,62193409","18,88719297","80,66269785","7,89342211","24,5"
19/06/2010 10.00,"0,6748612","19,12","90,01653465","7,70288309","24,5"
19/06/2010 11.00,"0,6978583","22,94931536","90,1451124","8,03790832","24,5"
19/06/2010 12.00,"0,76402215","44,30010312","90,28246815","8,78290963","24,5"
19/06/2010 13.00,"0,77348544","50,45167632","91,5579315","8,48039281","24,5"
19/06/2010 14.00,"0,72352209","33,51627016","103,8923781","8,09841168","24,5"
19/06/2010 15.00,"0,68545105","26,29873784","111,744738","8,16252743","24,5"
19/06/2010 16.00,"0,67665996","27,9374748","110,6797272","8,10292716","24,5"
19/06/2010 17.00,"0,77247888","39,53371656","102,9707679","8,15801195","24,5"
19/06/2010 18.00,"0,89129374","65,59964928","85,70569875","8,62397592","24,5"
19/06/2010 19.00,"0,6623759","22,71586016","96,635406","7,82840428","24,5"
19/06/2010 20.00,"0,65192468","14,52027866","91,35833175","7,81214957","24,5"
19/06/2010 21.00,"0,68394937","12,83226754","88,1463219","7,51324615","24,5"
19/06/2010 22.00,"0,64196743","5,4673965","92,34621585","7,42745712","24,5"
19/06/2010 23.00,"0,64617541","8,39920759","88,0143726","7,36514756","24,5"
20/06/2010 0.00,"0,6549665","12,22268944","80,55241425","7,46538512","24,5"
20/06/2010 1.00,"0,65737688","10,85178735","83,481573","7,52227406","11,80000019"
20/06/2010 2.00,"0,63281985","6,53675134","88,46366655","7,49337804","11,80000019"
20/06/2010 3.00,"0,63197056","2,09591146","89,140989","7,6044497","11,80000019"
20/06/2010 4.00,"0,63315537","0,75224581","87,50554785","7,645088","11,80000019"
20/06/2010 5.00,"0,61968214","2,36243852","97,182834","7,65953753","11,80000019"
20/06/2010 6.00,"0,63981334","5,31694696","92,37937275","7,55749379","11,80000019"
20/06/2010 7.00,"0,63453822","13,82315581","80,85689115","7,71191202","11,80000019"
20/06/2010 8.00,"0,61577007","4,92785496","93,0999867","7,62702811","11,80000019"
20/06/2010 9.00,"0,61671838","3,90389292","99,7547082","7,52137198","11,80000019"
20/06/2010 10.00,"0,62155896","6,97058987","97,54821825","7,63244669","11,80000019"
20/06/2010 11.00,"0,66213824","13,58386327","96,57114705","7,95934303","11,80000019"
20/06/2010 12.00,"0,79351878","32,7051424","94,02361185","8,09570138","11,80000019"
20/06/2010 13.00,"0,72666293","36,01760592","93,07359285","7,83562702","11,80000019"
20/06/2010 14.00,"0,63797614","23,37211592","101,55186405","7,55929998","11,80000019"
20/06/2010 15.00,"0,66717686","24,0134772","92,1540375","7,6784995","11,80000019"
20/06/2010 16.00,"0,66456843","20,9422316","86,54742915","7,48254191","11,80000019"
20/06/2010 17.00,"0,67221432","17,69721962","81,63027285","7,56833094","11,80000019"
20/06/2010 18.00,"0,75222769","25,17362144","66,9946137","7,68753148","11,80000019"
20/06/2010 19.00,"0,74503614","30,1760444","63,66960705","7,540337","11,80000019"
20/06/2010 20.00,"0,81031226","52,358208","40,78300695","7,73629459","11,80000019"
20/06/2010 21.00,"0,94947617","68,23513096","24,5423304","8,11556847","11,80000019"
20/06/2010 22.00,"0,68657761","24,25083288","57,31868415","7,41752306","11,80000019"
20/06/2010 23.00,"0,68754572","21,88903488","56,69009955","7,75525656","11,80000019"
21/06/2010 0.00,"0,71606026","38,11264168","46,9392777","7,56619524","11,80000019"
21/06/2010 1.00,"0,69669214","38,81778728","39,112374","7,45364283","13,30000019"
21/06/2010 2.00,"0,64955391","11,66888055","69,99886425","7,52498538","13,30000019"
21/06/2010 3.00,"0,63349205","2,7541251","78,1259955","7,59180839","13,30000019"
21/06/2010 4.00,"0,63029063","2,91170832","76,2002619","7,55207623","13,30000019"
21/06/2010 5.00,"0,65672565","8,66768107","66,25233405","7,7868639","13,30000019"
21/06/2010 6.00,"0,63568458","10,32067582","66,8971779","7,58910011","13,30000019"
21/06/2010 7.00,"0,65105559","16,65704382","67,68139245","7,65411896","13,30000019"
21/06/2010 8.00,"0,60255315","9,82588081","86,76596145","7,56833094","13,30000019"
21/06/2010 9.00,"0,59407777","9,95882026","87,48252555","7,48254191","13,30000019"
21/06/2010 10.00,"0,59462998","11,22855842","83,64530265","7,51143793","13,30000019"
21/06/2010 11.00,"0,60899327","12,03722162","81,73923975","7,550268","13,30000019"
21/06/2010 12.00,"0,66605031","35,17653624","67,9513758","7,8618168","13,30000019"
21/06/2010 13.00,"0,73648155","43,57704208","65,73267645","8,01984538","13,30000019"
21/06/2010 14.00,"0,8437396","79,75655616","48,78966015","9,75277067","13,30000019"
21/06/2010 15.00,"0,73257064","60,32228072","59,2849761","9,25068285","13,30000019"
21/06/2010 16.00,"0,77044363","73,840006","61,4103294","9,27867578","13,30000019"
21/06/2010 17.00,"0,91083312","81,36959584","45,93493485","9,37259064","13,30000019"
21/06/2010 18.00,"0,93460028","89,05478424","36,5465646","9,2443622","13,30000019"
21/06/2010 19.00,"0,89214302","79,77624976","39,3140286","8,30069095","13,30000019"
21/06/2010 20.00,"0,74586679","33,87501872","56,19071115","7,46809237","13,30000019"
21/06/2010 21.00,"0,74025498","25,26700352","58,2240351","7,52950086","13,30000019"
21/06/2010 22.00,"0,70153271","17,30877578","58,8228543","7,58548773","13,30000019"
21/06/2010 23.00,"0,68513534","13,37310542","55,85579055","7,60083935","13,30000019"
22/06/2010 0.00,"0,65609305","4,89089218","63,4895982","7,44732218","13,30000019"
22/06/2010 1.00,"0,65676409","2,94478018","55,94576505","7,52498538","20,39999962"
22/06/2010 2.00,"0,64892131","2,04922042","62,7737523","7,29832253","20,39999962"
22/06/2010 3.00,"0,6534252","1,80020154","59,6855721","7,37688578","20,39999962"
22/06/2010 4.00,"0,65247806","2,69965222","62,76156285","7,55929998","20,39999962"
22/06/2010 5.00,"0,65862227","6,02509631","59,98057275","7,45906446","20,39999962"
22/06/2010 6.00,"0,66397544","11,89844483","50,45081685","7,47802541","20,39999962"
22/06/2010 7.00,"0,67365659","20,09661136","46,50398865","7,68662838","20,39999962"
22/06/2010 8.00,"0,65951116","15,92360635","51,4184118","7,52950086","20,39999962"
22/06/2010 9.00,"0,66488414","18,8744992","53,5308774","7,76338544","20,39999962"
22/06/2010 10.00,"0,71820736","54,67589616","42,6424068","8,46955668","20,39999962"
22/06/2010 11.00,"0,72498416","51,15041672","53,5897299","8,2889507","20,39999962"
22/06/2010 12.00,"0,80116468","67,46275944","47,45735925","9,02040761","20,39999962"
22/06/2010 13.00,"0,76192864","48,12683728","55,61762745","8,61314081","20,39999962"
22/06/2010 14.00,"0,75216827","54,05723032","58,6164516","9,04569328","20,39999962"
22/06/2010 15.00,"0,71998515","48,26754136","60,5597811","8,76304457","20,39999962"
22/06/2010 16.00,"0,73634408","54,04168576","57,85932915","8,64474713","20,39999962"
22/06/2010 17.00,"0,78265283","52,3160484","60,72961545","8,57521281","20,39999962"
22/06/2010 18.00,"0,71002789","35,68300592","66,9276216","8,03429593","20,39999962"
22/06/2010 19.00,"0,72105229","36,29840224","62,32445835","7,73809977","20,39999962"
22/06/2010 20.00,"0,71366269","30,21172232","62,3054859","7,86001061","20,39999962"
22/06/2010 21.00,"0,67251023","18,67838154","67,91552565","7,65140865","20,39999962"
22/06/2010 22.00,"0,64753846","11,96912956","71,2033056","7,58819498","20,39999962"
22/06/2010 23.00,"0,64038652","10,54829559","75,44174295","7,41932925","20,39999962"
23/06/2010 0.00,"0,63724568","5,41162729","76,94457645","7,36243827","20,39999962"
23/06/2010 1.00,"0,63882542","2,17762078","68,1279732","7,1619652","20,60000038"
23/06/2010 2.00,"0,6663835","2,77224322","65,98604145","7,3645394","20,60000038"
23/06/2010 3.00,"0,64390366","1,78074694","64,46872425","7,38681881","20,60000038"
23/06/2010 4.00,"0,64583872","3,33257585","62,38738065","7,31006277","20,60000038"
23/06/2010 5.00,"0,6577124","9,1339433","56,86669695","7,38953014","20,60000038"
23/06/2010 6.00,"0,66794693","25,3396404","50,56580865","7,67940158","20,60000038"
23/06/2010 7.00,"0,66059694","12,41204818","58,3201143","7,47802541","20,60000038"
23/06/2010 8.00,"0,71421607","48,20270544","51,0780249","8,06590226","20,60000038"
23/06/2010 9.00,"0,70929744","44,28648968","55,821297","8,19503583","20,60000038"
23/06/2010 10.00,"0,702382","49,05291448","57,2821557","8,32868387","20,60000038"
23/06/2010 11.00,"0,74653783","57,12652568","55,6494078","8,89308226","20,60000038"
23/06/2010 12.00,"0,76858662","47,79284912","59,7065196","8,74407956","20,60000038"
23/06/2010 13.00,"0,78304776","53,28554712","61,7844717","8,76304457","20,60000038"
23/06/2010 14.00,"0,76009144","53,47231128","63,25887645","8,60501192","20,60000038"
23/06/2010 15.00,"0,74155978","49,16700352","64,09929015","8,50748366","20,60000038"
23/06/2010 16.00,"0,75809579","70,83426552","65,29421535","8,78652303","20,60000038"
23/06/2010 17.00,"0,86406885","62,9084328","70,2404388","9,04659638","20,60000038"
23/06/2010 18.00,"0,82584054","56,81332096","67,37827215","9,8340432","20,60000038"
23/06/2010 19.00,"0,80108546","50,72855304","64,6378803","8,77749207","20,60000038"
23/06/2010 20.00,"0,71482886","48,66701552","62,6566857","8,16523468","20,60000038"
23/06/2010 21.00,"0,69775928","34,66553512","67,42902495","7,91599849","20,60000038"
23/06/2010 22.00,"0,65131189","25,52315416","72,5004147","7,60896518","20,60000038"
23/06/2010 23.00,"0,64421937","13,20968678","70,16329215","7,36514756","20,60000038"
24/06/2010 0.00,"0,64870346","6,8707242","71,97195915","7,33534743","20,60000038"
24/06/2010 1.00,"0,65553968","6,11199289","68,5495167","7,29561222","23,7999897"
24/06/2010 2.00,"0,65376189","4,2955795","69,4372518","7,49157287","23,7999897"
24/06/2010 3.00,"0,64404113","3,24567927","71,04631905","7,28116574","23,7999897"
24/06/2010 4.00,"0,65166722","6,48617129","70,5760377","7,32451129","23,7999897"
24/06/2010 5.00,"0,6685003","12,53201662","69,27623535","7,26491204","23,7999897"
24/06/2010 6.00,"0,66492375","21,36375112","65,8165662","7,39043222","23,7999897"
24/06/2010 7.00,"0,63663289","14,30303722","74,9762097","7,31096485","23,7999897"
24/06/2010 8.00,"0,70911919","28,78244496","66,7679418","7,58639083","23,7999897"
24/06/2010 9.00,"0,68333658","39,69065352","61,70872155","8,16343052","23,7999897"
24/06/2010 10.00,"0,71380133","56,67777928","60,20927955","8,61133563","23,7999897"
24/06/2010 11.00,"0,76198806","71,3671208","58,5115944","8,71608663","23,7999897"
24/06/2010 12.00,"0,77253713","89,06388536","66,25165575","9,11432451","23,7999897"
24/06/2010 13.00,"0,8073485","68,78892264","66,0655821","9,14683393","23,7999897"
24/06/2010 14.00,"0,78972554","63,58426744","74,0654922","8,70976598","23,7999897"
24/06/2010 15.00,"0,84895531","74,47941704","68,39795655","9,25700351","23,7999897"
24/06/2010 16.00,"0,71880034","40,16727688","83,73667365","8,26727843","23,7999897"
24/06/2010 17.00,"0,64398171","27,2912188","89,1484104","8,08938072","23,7999897"
24/06/2010 18.00,"0,70858562","38,85086488","83,07692715","7,89703551","23,7999897"
24/06/2010 19.00,"0,74373251","41,97591416","78,4771554","7,99185245","23,7999897"
24/06/2010 20.00,"0,85026011","58,90013512","74,5797234","8,1453686","23,7999897"
24/06/2010 21.00,"0,75517164","51,44773272","68,88310065","7,540337","23,7999897"
24/06/2010 22.00,"0,67401192","33,49825912","84,455931","7,42023133","23,7999897"
24/06/2010 23.00,"0,64273749","13,58062243","92,8888758","7,21524278","23,7999897"
25/06/2010 0.00,"0,64554281","12,05148896","80,88394335","7,33173403","23,7999897"
25/06/2010 1.00,"0,66360031","10,10473071","61,55781975","7,33444331","25,70000076"
25/06/2010 2.00,"0,65360345","6,99717814","65,9749293","7,39585079","25,70000076"
25/06/2010 3.00,"0,65048241","5,71252446","70,76685945","7,39675287","25,70000076"
25/06/2010 4.00,"0,64815125","5,78191286","74,44372425","7,3380557","25,70000076"
25/06/2010 5.00,"0,6739327","8,36354114","77,0650146","7,37688578","25,70000076"
25/06/2010 6.00,"0,68507592","15,65059187","73,9450341","7,32270307","25,70000076"
25/06/2010 7.00,"0,64933605","20,75028592","79,73570115","7,38591674","25,70000076"
25/06/2010 8.00,"0,63981334","19,70103768","82,8401007","7,49066774","25,70000076"
25/06/2010 9.00,"0,74389095","59,9429208","62,36774985","8,6095274","25,70000076"
25/06/2010 10.00,"0,76309364","72,01578592","65,35781595","8,5761159","25,70000076"
25/06/2010 11.00,"0,79341976","76,045498","61,77232215","9,05381911","25,70000076"
25/06/2010 12.00,"0,77832602","69,1974788","68,74440825","8,96532282","25,70000076"
25/06/2010 13.00,"0,81874802","70,236364","66,005373","9,19469293","25,70000076"
25/06/2010 14.00,"0,78581347","58,68939448","70,7634879","8,73053617","25,70000076"
25/06/2010 15.00,"0,76874389","63,23723944","66,4647816","9,14683393","25,70000076"
25/06/2010 16.00,"0,76070306","63,91230928","62,81095905","8,8804379","25,70000076"
25/06/2010 17.00,"0,81532991","92,14419384","68,6570871","8,9734517","25,70000076"
25/06/2010 18.00,"0,84988381","73,04103856","66,58725465","9,14051124","25,70000076"
25/06/2010 19.00,"0,87163553","85,96996344","59,25455235","8,67454625","25,70000076"
25/06/2010 20.00,"0,81720673","72,02098656","62,83461975","8,19052137","25,70000076"
25/06/2010 21.00,"0,77158882","60,12448432","71,2086921","7,74261626","25,70000076"
25/06/2010 22.00,"0,67002179","18,23611299","91,31907015","7,26942447","25,70000076"
25/06/2010 23.00,"0,69580324","12,39778084","83,853042","7,32451129","25,70000076"
26/06/2010 0.00,"0,67353776","16,56755457","57,00742425","7,32180099","25,70000076"
26/06/2010 1.00,"0,66093363","4,68791426","67,1942334","7,34347427",
26/06/2010 2.00,"0,64935586","5,5063057","67,5812634","7,29380705",
26/06/2010 3.00,"0,65403799","4,24434938","73,5146727","7,35160214",
26/06/2010 4.00,"0,64870346","4,52190294","75,4715283","7,46538512",
26/06/2010 5.00,"0,64878268","5,19373577","80,9888205","7,44100152",
26/06/2010 6.00,"0,7369557","16,32242661","81,9679266","7,58910011",
26/06/2010 7.00,"0,72634721","19,52270544","85,09060035","7,64057252",
26/06/2010 8.00,"0,63949763","15,79520599","96,58535145","7,71100892",
26/06/2010 9.00,"0,65603364","42,2593108","97,0860765","7,68933563",
26/06/2010 10.00,"0,79577073","51,19028192","90,7703055","8,58514686",
26/06/2010 11.00,"0,94293702","61,66398848","92,90780835","11,49561882",
26/06/2010 12.00,"1,01402066","58,2749876","94,5121275","13,51390617",
26/06/2010 13.00,"1,53245032","59,56161064","91,2940329","14,44402386",
26/06/2010 14.00,"2,23651225","33,1448068","104,8098786","12,96937386",
26/06/2010 15.00,"2,56873763","27,96407072","107,0867721","10,99172583",
26/06/2010 16.00,"2,77436246","36,2277156","99,487458","11,94533622",
26/06/2010 17.00,"2,96440075","35,9138608","96,01697595","11,21116392",
26/06/2010 18.00,"3,34093924","54,47744968","78,10027995","13,07412486",
26/06/2010 19.00,"3,67010183","67,19234528","72,52002555","13,69722042",
26/06/2010 20.00,"3,72796855","72,27518696","68,9311602","11,85774201",
26/06/2010 21.00,"3,55395366","35,16615408","87,39187275","10,87975413",
26/06/2010 22.00,"3,40058374","17,51045546","96,0900528","10,07605463",
26/06/2010 23.00,"3,30326314","13,97749627","95,1082335","9,66878681",
27/06/2010 0.00,"3,19258697","12,21296118","80,2100124","9,94692308",
27/06/2010 1.00,"3,27382592","9,95622567","75,36800775","11,10460266",
27/06/2010 2.00,"3,31495974","6,77928662","81,31498305","10,40656437",
27/06/2010 3.00,"3,25859354","10,76034978","67,1651064","9,5649389",
27/06/2010 4.00,"3,22548191","12,49181109","63,0464289","9,73832113",
27/06/2010 5.00,,,,,
27/06/2010 6.00,,,,,
27/06/2010 7.00,,,,,
27/06/2010 8.00,,,,,
27/06/2010 9.00,,,,,
27/06/2010 10.00,,,,,
27/06/2010 11.00,,,,,
27/06/2010 12.00,,,,,
27/06/2010 13.00,,,,,
27/06/2010 14.00,,,,,
27/06/2010 15.00,,,,,
27/06/2010 16.00,,,,,
27/06/2010 17.00,,,,,
27/06/2010 18.00,,,,,
27/06/2010 19.00,,,,,
27/06/2010 20.00,,,,,
27/06/2010 21.00,,,,,
27/06/2010 22.00,,,,,
27/06/2010 23.00,,,,,
28/06/2010 0.00,,,,,
28/06/2010 1.00,,,,,
28/06/2010 2.00,,,,,
28/06/2010 3.00,,,,,
28/06/2010 4.00,,,,,
28/06/2010 5.00,,,,,
28/06/2010 6.00,,,,,
28/06/2010 7.00,,,,,
28/06/2010 8.00,,,,,
28/06/2010 9.00,,,,,
28/06/2010 10.00,,,,,
28/06/2010 11.00,,,,,
28/06/2010 12.00,,,,,
28/06/2010 13.00,,,,,
28/06/2010 14.00,,,,,
28/06/2010 15.00,,,,,
28/06/2010 16.00,,,,,
28/06/2010 17.00,,,,,
28/06/2010 18.00,,,"53,8121724",,
28/06/2010 19.00,,,,,
28/06/2010 20.00,"0,84874561","53,2122984","65,7409956","15,13522791",
28/06/2010 21.00,"0,7100675","37,4287384","76,43912325","14,34650373",
28/06/2010 22.00,"0,65056163","18,34051775","82,16349645","12,8628126",
28/06/2010 23.00,"0,63009375","10,54245826","72,05926035","11,93268474",
29/06/2010 0.00,"0,62035318","11,5080565","63,1391166","10,87794387",
29/06/2010 1.00,"0,60684035","7,43555577","63,22775445","10,32800112","28,89999962"
29/06/2010 2.00,"0,60462685","5,00567336","72,763635","10,02368014","28,89999962"
29/06/2010 3.00,"0,59399855","3,46032804","81,12956775","9,81959367","28,89999962"
29/06/2010 4.00,"0,57906209","6,52378224","85,03310445","9,56945336","28,89999962"
29/06/2010 5.00,"0,58095871","11,81803376","82,6804209","9,38794327","28,89999962"
29/06/2010 6.00,"0,58844616","17,0467859","76,66986495","9,60467004","28,89999962"
29/06/2010 7.00,"0,61217372","23,89804976","80,1971646","9,35814416","28,89999962"
29/06/2010 8.00,"0,62149954","16,7290287","93,6859581","9,08090996","28,89999962"
29/06/2010 9.00,"0,66132856","47,57367656","78,49341465","9,49811183","28,89999962"
29/06/2010 10.00,"0,79247145",,"62,8840359","11,18949165","28,89999962"
29/06/2010 11.00,"0,78101367","80,96260752","69,3188685","10,79938062","28,89999962"
29/06/2010 12.00,"0,79592917","87,05812088","73,2122307","10,87794387","28,89999962"
29/06/2010 13.00,"0,84057896","85,76050384","64,91325015","11,00166192","28,89999962"
29/06/2010 14.00,"0,78694003","57,82029488","67,03860345","10,71539676","28,89999962"
29/06/2010 15.00,"0,78223809","67,31557368","63,12154065","11,11995936","28,89999962"
29/06/2010 16.00,"0,76123663","67,15280512","63,8272719","10,93303476","28,89999962"
29/06/2010 17.00,"0,80902726","79,44755784","61,3027191","10,72442772","28,89999962"
29/06/2010 18.00,"0,83860312","68,65209992","65,6785521","10,51853607","28,89999962"
29/06/2010 19.00,"0,84898909","68,4813392","60,00706635","9,95171214","28,89999962"
29/06/2010 20.00,"0,78358133","68,68905888","55,14600945","10,00562026","28,89999962"
29/06/2010 21.00,"0,76007163","46,91998288","65,13657045","9,69678075","28,89999962"
29/06/2010 22.00,"0,61906935","24,17171432","86,1752619","9,23442916","28,89999962"
29/06/2010 23.00,"0,58641207","6,08021736","96,30928335","9,05562734","28,89999962"
30/06/2010 0.00,"0,59368167","6,66450353","80,19447135","8,9364268","28,89999962"
30/06/2010 1.00,"0,60059711","4,8967276","66,8504949","8,7341455","30,70000076"
30/06/2010 2.00,"0,60551574","4,71580078","65,7421527","8,69351126","30,70000076"
30/06/2010 3.00,"0,59160797","4,2093311","71,14850295","8,64474713","30,70000076"
30/06/2010 4.00,"0,56343478","2,76839245","80,68300695","8,26095777","30,70000076"
30/06/2010 5.00,"0,57248333","7,97834006","77,09478","8,68538238","30,70000076"
30/06/2010 6.00,"0,59121304","18,89302839","70,1890077","8,55624779","30,70000076"
30/06/2010 7.00,"0,61756767","19,13101312","79,80744135","8,59056442","30,70000076"
30/06/2010 8.00,"0,65395877","33,88280056","74,8862352","8,49122996","30,70000076"
30/06/2010 9.00,"0,77115428","67,56719288","60,80267235","9,49811488","30,70000076"
30/06/2010 10.00,"0,80406902","93,13183744","63,8915508","9,85120101","30,70000076"
30/06/2010 11.00,"0,79664098","82,0407652","84,64810935","9,68233325","30,70000076"
30/06/2010 12.00,"0,8091659","88,53730144","76,6123491","10,03722455","30,70000076"
30/06/2010 13.00,"0,82088114","82,40263032","79,6402803","10,37495601","30,70000076"
30/06/2010 14.00,"0,80519558","71,28236184","74,21637405","10,25123796","30,70000076"
30/06/2010 15.00,"0,76702552","72,87375768","74,76851025","10,12120841","30,70000076"
30/06/2010 16.00,"0,80811856","75,26939808","70,89270405","10,34244252","30,70000076"
30/06/2010 17.00,"0,90915319","96,46701552","73,7643669","9,98213976","30,70000076"
30/06/2010 18.00,"0,87294033","78,73803376","87,52110885","9,65704859","30,70000076"
30/06/2010 19.00,"0,84970673","78,49872784","85,2543699","9,35724208","30,70000076"
30/06/2010 20.00,"0,73478298","51,23307248","90,20262825","8,96803414","30,70000076"
30/06/2010 21.00,"0,66255298","38,18422696","96,97441635","8,40273368","30,70000076"
30/06/2010 22.00,"0,61110774","29,21759704","105,69627705","8,41808529","30,70000076"
30/06/2010 23.00,"0,62268435","10,42119157","96,69765","8,40363575","30,70000076"
01/07/2010 0.00,"0,61954351","8,95236831","85,46278755","8,57882621","30,70000076"
01/07/2010 1.00,"0,59828575","4,96741233","99,75608475","8,52193421",34
01/07/2010 2.00,"0,591707","3,84099003","111,6933069","8,52825385",34
01/07/2010 3.00,"0,57645482","2,86761186","116,0102874","8,06861053",34
01/07/2010 4.00,"0,577028","4,31892502","111,55391625","8,13994901",34
01/07/2010 5.00,"0,59058044","12,67014524","102,31375455","8,19322862",34
01/07/2010 6.00,"0,59834517","25,35000344","99,10854765","8,31333124",34
01/07/2010 7.00,"0,63904328","37,6349476","95,68205535","8,48852169",34
01/07/2010 8.00,"0,75862936","64,947294","76,2422367","9,11161522",34
01/07/2010 9.00,"0,79239339","89,4393448","75,0858549","9,58751427",34
01/07/2010 10.00,"0,77787167","83,21842336","78,19228935","10,12391566",34
01/07/2010 11.00,"0,84200142","88,1702548","78,97652385","9,9929759",34
01/07/2010 12.00,"0,81357193","71,6960804","89,4623835","10,02819562",34
01/07/2010 13.00,"0,82429925","69,9598888","88,0827213","10,51583085",34
01/07/2010 14.00,"0,82457652","62,45695224","89,37781545","10,04715759",34
01/07/2010 15.00,"0,82038718","87,97184656","85,37073825","10,00381305",34
01/07/2010 16.00,"0,82208691",,"82,70074995","10,02006674",34
01/07/2010 17.00,"0,87153767",,"82,47339975","9,9424076",34
01/07/2010 18.00,"0,88855133",,"83,7983391","9,79573993",34
01/07/2010 19.00,"0,90406796","87,1989588","82,8103353","9,12137537",34
01/07/2010 20.00,"0,78470789","62,8157008","84,52222485","8,64836053",34
01/07/2010 21.00,"0,718692","49,81073568","94,5121275","8,2028169",34
01/07/2010 22.00,"0,63222686","15,85810888","130,45446645","8,27721147",34
01/07/2010 23.00,"0,61883169","10,89134472","123,6292323","8,07673839",34
02/07/2010 0.00,"0,64139425","13,72782922","87,90949545","8,26276295",34
02/07/2010 1.00,"0,618615","7,03608734","85,1582907","8,35035614","40,70000076"
02/07/2010 2.00,"0,60122971","7,2552752","86,2605282","8,13543658","40,70000076"
02/07/2010 3.00,"0,60646522","3,79170632","97,7782617","8,33590966","40,70000076"
02/07/2010 4.00,"0,61166112","4,93239405","104,61299205","7,79499176","40,70000076"
02/07/2010 5.00,"0,62554908","15,0059974","97,22546715","8,08125387","40,70000076"
02/07/2010 6.00,"0,69157546","49,86996944","70,1159508","8,00539991","40,70000076"
02/07/2010 7.00,"0,65708097","29,15597328","100,2831837","8,06409403","40,70000076"
02/07/2010 8.00,"0,76726201","91,21622376","74,2596855","9,50804792","40,70000076"
02/07/2010 9.00,"0,86910748","83,28715976","87,2795343","9,71845403","40,70000076"
02/07/2010 10.00,"0,82896158","81,55764104","89,97188655","10,10043822","40,70000076"
02/07/2010 11.00,"0,83360527",,"95,40056085","9,48727875","40,70000076"
02/07/2010 12.00,"0,86533404","89,681882","83,6419311","10,31173929","40,70000076"
02/07/2010 13.00,"0,83702221","88,02306904","91,0044387","10,12572389","40,70000076"
02/07/2010 14.00,"0,85328212","85,51341608","90,90295305","10,09772995","40,70000076"
02/07/2010 15.00,"0,80110526","77,64142528","88,28571255","10,10856608","40,70000076"
02/07/2010 16.00,"0,79318326","57,01304848","90,8508237","9,84668451","40,70000076"
02/07/2010 17.00,"0,87770168","85,10941048","83,3070105","10,71720702","40,70000076"
02/07/2010 18.00,"0,89761619","87,74680416","75,48507435","10,39572315","40,70000076"
02/07/2010 19.00,"0,89494834","86,6203876","69,9731487","10,36321983","40,70000076"
02/07/2010 20.00,"1,01609553",,"60,4014579","9,97401393","40,70000076"
02/07/2010 21.00,"0,83317072","92,94960472","54,74070525","9,70219831","40,70000076"
02/07/2010 22.00,"0,72103248","38,88589272","73,80089535","8,74588473","40,70000076"
02/07/2010 23.00,"0,68641917","50,32844792","62,2175463","8,59959335","40,70000076"
03/07/2010 0.00,"0,655895","56,22058184","36,88557495","8,65919362","40,70000076"
03/07/2010 1.00,"0,64390366","37,41835624","50,1341505","9,14412464","38,20000076"
03/07/2010 2.00,"0,63566478","10,93414484","69,6585372","8,37383765","38,20000076"
03/07/2010 3.00,"0,61316164","7,30910182","71,3947857","8,48852169","38,20000076"
03/07/2010 4.00,"0,6154928","5,3227843","79,7072724","8,21851531","38,20000076"
03/07/2010 5.00,"0,62128169","7,92256894","82,5877332","8,27811456","38,20000076"
03/07/2010 6.00,"0,64135464","15,70117383","74,8348041","8,45511019","38,20000076"
03/07/2010 7.00,"0,66401505","34,61106224","67,31060175","8,06138678","38,20000076"
