,Comune Bari,,,,,
,Stadio S.Nicola,,,,,
Parm,SO2,NO2,PM10,CO,O3,BENZENE



18/09/2010 16.00,"1,46202293",,"34,92063141","0,35922892","102,2384433","0,30351857"
18/09/2010 17.00,"1,31198492",,,"0,36792681","89,3155515","0,30109607"
18/09/2010 18.00,"1,57596151",,"32,47863007","0,35761539","64,4241759","0,34690989"
18/09/2010 19.00,"2,75257355",,,"0,35187777","45,87967335","0,45263517"
18/09/2010 20.00,"1,67297822",,"23,44322014","0,29590185","64,53184605","0,52295259"
18/09/2010 21.00,"1,57257693",,,"0,27445886","54,83578695","0,33369397"
18/09/2010 22.00,"1,41351406",,"24,42000961","0,2671345","63,38444175","0,33061043"
18/09/2010 23.00,"1,36500621",,,"0,28120071","74,40190905","0,29046842"
19/09/2010 0.00,"1,38192706",,"17,58241081","0,25769451","76,41761715","0,24140529"
19/09/2010 1.00,"1,54550236",,,"0,24865178","75,09361545","0,20462142"
19/09/2010 2.00,"1,48458507",,"20,75702095","0,27411518","73,5499842","0,23468699"
19/09/2010 3.00,"1,5443745",,,"0,31882672","54,77290455","0,24107477"
19/09/2010 4.00,"1,42818022",,"21,24542046","0,3591497",,"0,27433473"
19/09/2010 5.00,"1,2386582",,,,"51,28592385","0,31398146"
19/09/2010 6.00,"1,44510107",,"25,15262032","0,37656878","29,67253275","0,56931762"
19/09/2010 7.00,"2,07571124",,,"0,37236895","35,59568775","1,1161697"
19/09/2010 8.00,"1,76548251",,"29,7924099","0,31932417","41,8678281","0,78974321"
19/09/2010 9.00,"5,91013685",,,"0,46982004","38,75197725","0,59101328"
19/09/2010 10.00,"13,51355022",,"32,47863007","0,63273131","23,1038556","1,04144563"
19/09/2010 11.00,"14,38896348",,,"0,60364708","23,9831718","1,01429885"
19/09/2010 12.00,"10,28379213",,"56,16604996","0,63624495","33,5241795","1,69490271"
19/09/2010 13.00,"9,93746905",,,"0,56478734","29,87969355","1,89974481"
19/09/2010 14.00,"12,31325631",,"42,49084091","0,76542248","25,37219055","1,3446896"
19/09/2010 15.00,"12,1519296",,,"0,52796286","26,5893201","1,92617664"
19/09/2010 16.00,"6,77990576",,"102,56410217","0,35289947","43,43049165","0,70703569"
19/09/2010 17.00,"1,55114264",,,"0,33010275","95,1101088","0,39316508"
19/09/2010 18.00,"1,53196507",,"51,5262413","0,32106818","98,53713975","0,24140529"
19/09/2010 19.00,"1,41577079",,,"0,32164835","88,35062985","0,21144956"
19/09/2010 20.00,"1,5917545",,"64,71305084","0,32872805","80,60177055","0,24448883"
19/09/2010 21.00,"1,52858049",,,"0,33953343","75,63270435","0,27752811"
19/09/2010 22.00,"1,61431664",,"52,99145126","0,31398847","75,4745607","0,26100898"
19/09/2010 23.00,"1,29957548",,,"0,30365958","63,78551655","0,26745066"
20/09/2010 0.00,"1,36613407",,"47,37483978","0,29377922","60,63010485","0,31067723"
20/09/2010 1.00,"1,56129637",,,"0,29539041","57,28903845","0,28727402"
20/09/2010 2.00,"1,29844763",,"24,90842056","0,30564008","51,4767456","0,37339664"
20/09/2010 3.00,"1,52068451",,,"0,28712241","56,98819245","0,43936434"
20/09/2010 4.00,"1,44058864",,"22,95482063","0,27774532","55,1848521","0,35357327"
20/09/2010 5.00,"1,46766321",,,"0,28720163","52,889844","0,33699821"
20/09/2010 6.00,"1,51391535",,"12,45421028","0,28854837","54,7017828","0,33369397"
20/09/2010 7.00,"1,57934608",,,"0,30384482","45,39887835","0,29393741"
20/09/2010 8.00,"1,42028321",,"21,97801971","0,33657433","37,8692097","0,49184154"
20/09/2010 9.00,"1,39095192",,,"0,30286738","50,46075195","0,65433882"
20/09/2010 10.00,"1,4812005",,"18,80340958","0,283794","57,7016244","0,42020203"
20/09/2010 11.00,"1,52745264",,,"0,26458898","72,1025319","0,37620457"
20/09/2010 12.00,"1,36500621","0,05515929","15,14041042","0,25613574","73,02910965","0,32069875"
20/09/2010 13.00,"1,67749065","0,09733992",,"0,25954336","73,8233391","0,31684432"
20/09/2010 14.00,"1,44510107","0,1265419","13,18680954","0,2571656","76,776777","0,30792421"
20/09/2010 15.00,"1,31198492","0,12005257",,"0,24871236","78,97720215","0,27752811"
20/09/2010 16.00,"1,32665006","0,10382925","9,03540897","0,26366397","77,2443651","0,27686706"
20/09/2010 17.00,"1,41464293","0,07787194",,"0,27177353","79,10184975","0,23854142"
20/09/2010 18.00,"1,29280735","0,17845843","7,81440783","0,26551399","76,07451705","0,27400421"
20/09/2010 19.00,"1,5917545","0,07787194",,"0,28450698","70,65246615","0,31684432"
20/09/2010 20.00,"1,70569308","23,0743028","12,94260979","0,28704319","68,73395445","0,33380483"
20/09/2010 21.00,"1,60190721",,,"0,2796734","61,27305345","0,29735148"
20/09/2010 22.00,"1,76548251",,"21,24542046","0,27288378","63,4202121","0,36353987"
20/09/2010 23.00,"1,57032122",,,"0,28102014","63,3161928","0,38303271"
21/09/2010 0.00,"1,62559823",,"19,29179955","0,27251447","63,99782445","0,39068665"
21/09/2010 1.00,"1,40787378",,,"0,27824627","68,15718","0,34955307"
21/09/2010 2.00,"1,3176252",,"14,65200996","0,26152503","68,4950133","0,39019137"
21/09/2010 3.00,"1,44961349",,,"0,2472596","67,9259595","0,25770475"
21/09/2010 4.00,"1,4654075",,"20,75702095","0,25589808",,"0,33699821"
21/09/2010 5.00,"1,47781592",,,,"63,1657299","0,30395893"
21/09/2010 6.00,"1,29055063",,"21,73381996","0,27278009","61,0268904","0,36618305"
21/09/2010 7.00,"1,58160179",,,"0,30975486","51,5478873","0,43974978"
21/09/2010 8.00,"1,57934608",,"22,46640968","0,34797036","44,7443388","0,65169563"
21/09/2010 9.00,"1,49586564",,,"0,30181888","63,5382762","0,70609903"
21/09/2010 10.00,"1,43494835",,"29,30401993","0,28317422","70,97246415","0,46684165"
21/09/2010 11.00,"1,62446936",,,"0,27793755","74,71432605","0,35996003"
21/09/2010 12.00,"1,48796965",,"19,29179955","0,28087335","79,994313","0,31354008"
21/09/2010 13.00,"1,42930807",,,"0,28515822","81,8938722","0,24129545"
21/09/2010 14.00,"1,61657337",,"15,62880993","0,28267094","83,1901434","0,23788139"
21/09/2010 15.00,"1,18789363",,,"0,2864269","83,30806785","0,24470952"
21/09/2010 16.00,"1,39884892",,"19,53602028","0,29724509","85,18456485","0,30726316"
21/09/2010 17.00,"1,36274949",,,"0,31774094","82,9491873","0,29977397"
21/09/2010 18.00,"1,23301792",,"15,62880993","0,32099478","75,55857015","0,27576565"
21/09/2010 19.00,"1,32100978",,,"0,3571226","64,64572065","0,2922858"
21/09/2010 20.00,"0,88068132",,"17,82661057","0,35980559","68,1801225","0,15638511"
21/09/2010 21.00,"1,12697635",,,"0,36852096","66,79992165","0,36673325"
21/09/2010 22.00,"1,30183221",,"27,10622025","0,40684363","38,9431182","0,43115918"
21/09/2010 23.00,"1,20030306",,,"0,38589693","41,00417265","0,95397549"
22/09/2010 0.00,"1,19014934",,"29,54821968","0,36116748","51,59231595","0,67944753"
22/09/2010 1.00,"1,00739647",,,"0,35069529","54,8291835","0,67922786"
22/09/2010 2.00,"1,14276934",,"25,88521957","0,34590831","56,00242305","0,57487959"
22/09/2010 3.00,"1,31649735",,,"0,33588465","56,9338287","0,53038686"
22/09/2010 4.00,"1,2916795",,"31,99023056","0,32514568","58,42578945","0,53512201"
22/09/2010 5.00,"1,32100978",,,"0,32721006","57,60632325","0,46353741"
22/09/2010 6.00,"1,36613407",,"28,32722092","0,33054196","54,21737685","0,48820678"
22/09/2010 7.00,"1,19152229",,,"0,35136633","42,46718595","0,52838235"
22/09/2010 8.00,"1,51617208",,"24,66422081","0,40414666","39,6087699","0,59652033"
22/09/2010 9.00,"1,47556022",,,"0,36103583","62,58037695","0,77581235"
22/09/2010 10.00,"1,44510107",,"26,86202049","0,32017462","79,70461905","0,54332717"
22/09/2010 11.00,"1,35936491",,,"0,32070353","82,6791441","0,45951823"
22/09/2010 12.00,"1,47781592",,"28,08300972","0,32908687","83,84811435","0,4244419"
22/09/2010 13.00,"1,43156378",,,"0,33916412","88,79483655","0,46491443"
22/09/2010 14.00,"1,24091391",,"15,38461018","0,33725935","90,7302858","0,14047109"
22/09/2010 15.00,"1,28039792",,,"0,34567065","96,1093644","0,07819205"
22/09/2010 16.00,"1,21948063",,"16,60560989","0,33829154","97,73207745","0,25935636"
22/09/2010 17.00,"1,20368662",,,"0,35550791","93,8252889","0,27036945"
22/09/2010 18.00,"1,18225335",,"13,91940975","0,39240346","85,3998852","0,37829756"
22/09/2010 19.00,"1,3729022",,,"0,45220174","67,2852852","0,58699409"
22/09/2010 20.00,"1,55903964",,"18,31501007","0,53839427","30,2177862","0,92509371"
22/09/2010 21.00,"1,69779607",,,"0,58351355","9,14890841","1,26925058"
22/09/2010 22.00,"1,42479564",,"33,69963074","0,49425358","32,90092155","1,50327652"
22/09/2010 23.00,"1,47104779",,,"0,48444079","38,40476745","1,88102286"
23/09/2010 0.00,"1,2860382",,"45,1770401","0,42514462","40,9332504","1,65140155"
23/09/2010 1.00,"1,29506306",,,"0,40605027","43,63262505","1,45536971"
23/09/2010 2.00,"1,30521678",,"36,63003159","0,37219653","50,41738065","1,23984504"
23/09/2010 3.00,"1,20030306",,,"0,36233248","56,1904119","1,2773998"
23/09/2010 4.00,"1,30070435",,"36,38582993","0,35368352",,"1,13819487"
23/09/2010 5.00,"1,15292205",,,,"61,1234484","1,12431893"
23/09/2010 6.00,"1,26009249",,"30,76922989","0,30861899","54,27722685","1,15834876"
23/09/2010 7.00,"1,31988192",,,"0,37658625","21,412734","1,23764222"
23/09/2010 8.00,"1,6842598",,"25,64101982","0,43843727","17,47349279","1,24738915"
23/09/2010 9.00,"1,36387734",,,"0,40076117","42,35682255","1,45867395"
23/09/2010 10.00,"1,43043593",,"43,71184158","0,35913339","71,84136645","1,16479146"
23/09/2010 11.00,"1,70407605",,,,,
23/09/2010 12.00,"1,85911566",,"36,14162064","0,36883434","89,36105745","0,61865636"
23/09/2010 13.00,"1,71697466",,,"0,3767179","90,0093327","0,39498144"
23/09/2010 14.00,"1,76435465",,"28,81562042","0,35122304","93,953727","0,5525778"
23/09/2010 15.00,"2,09488881",,,"0,36461704","93,6808908","0,47708385"
23/09/2010 16.00,"1,80496652",,"33,21123123","0,35850079","94,08884835","0,38237166"
23/09/2010 17.00,"1,89183052","11,9274384",,"0,38823858","87,9259542","0,36100652"
23/09/2010 18.00,"2,01704966","10,8518275","28,32722092","0,40247488","86,26078755","0,55483554"
23/09/2010 19.00,"1,89972752","39,54534152",,"0,46190037","58,41916605","0,71650701"
23/09/2010 20.00,"1,95500453","32,71934856","34,67642975","0,4729469","51,16498695","0,64712524"
23/09/2010 21.00,"1,98320695","25,72867504",,"0,48750008","43,37798325","0,85086593"
23/09/2010 22.00,"1,99899995","59,2940836","45,42124176","0,52119421","11,16606488","0,99486093"
23/09/2010 23.00,"1,87490866","28,0794408",,"0,43361184","21,162162","0,95460807"
24/09/2010 0.00,"1,7395368","26,44980496","52,01464081","0,45517715","16,40261469","0,87795779"
24/09/2010 1.00,"1,86137137","21,24859136",,"0,43819844","14,16112845","1,04205176"
24/09/2010 2.00,"1,86926837","9,60263186","47,37483978","0,39366981","21,8771301","0,84690065"
24/09/2010 3.00,"1,78578895","2,7385098",,"0,3895562","23,5508553","0,85951043"
24/09/2010 4.00,"1,73502437","3,43936105","59,3406601","0,40553301","22,65284595","0,78418226"
24/09/2010 5.00,"1,87942109","5,39671369",,"0,39559439","27,27031335","0,71133048"
24/09/2010 6.00,"1,97869452","16,99806049","54,94504166","0,3730796","31,4558832","0,63027456"
24/09/2010 7.00,"1,8658838","28,36903232",,"0,37919585","24,0041193","0,59762174"
24/09/2010 8.00,"1,72035822","16,58112594","64,46884918","0,42580867","42,4286625","0,59701561"
24/09/2010 9.00,"1,81173465","21,0003564",,"0,47967011","47,313819","0,83082188"
24/09/2010 10.00,"2,07909581","1,50309777","52,7472496","0,35805227","81,7853043","0,69035079"
24/09/2010 11.00,"1,69441251","2,91858961",,"0,36978382","87,12885195","0,52532118"
24/09/2010 12.00,"2,03058695","1,76429418","27,35042","0,35512579","92,2637625","0,66116594"
24/09/2010 13.00,"2,15355038","0,70815126",,"0,31897933","94,03155195","0,47053132"
24/09/2010 14.00,"2,14114095","0,3528596","14,89620972","0,30970011","93,77583285","0,33000531"
24/09/2010 15.00,"1,99674424","0,8322611",,"0,30208101","89,62447725","0,32686583"
24/09/2010 16.00,"2,04976452","0,2255051","15,62880993","0,30603502","86,7217722","0,28732996"
24/09/2010 17.00,"2,40624641","0,70247262",,"0,31829431","86,62854585","0,30032519"
24/09/2010 18.00,"2,27425811","2,09119646","8,54700947","0,3209575","82,5575688","0,35781314"
24/09/2010 19.00,"1,97418209","4,00393641",,"0,34914002","81,42183525","0,41331897"
24/09/2010 20.00,"2,05653367","1,5639357","22,71062088","0,35051122","81,75707505","0,37961864"
24/09/2010 21.00,"1,8737808","1,63694159",,"0,37078572","72,815505","0,37268067"
24/09/2010 22.00,"1,54211778","1,55095704","21,73381996","0,41892701","68,16382335","0,30021433"
24/09/2010 23.00,"1,72035822","1,49823173",,"0,4192171","65,85209715","0,39349459"
25/09/2010 0.00,"1,80158194",,"26,12940979","0,4115712","60,98489565","0,27367368"
25/09/2010 1.00,"2,04299638",,,"0,37189247","59,1640791","0,42422121"
25/09/2010 2.00,"1,63800664",,"39,07204056","0,36016092","64,89764925","0,3498836"
25/09/2010 3.00,"1,69102794",,,"0,41038523","62,25750615","0,38754819"
25/09/2010 4.00,"1,65944093",,"23,19902039","0,35602167",,"0,31816642"
25/09/2010 5.00,"1,68877121",,,,"65,64102615","0,36755906"
25/09/2010 6.00,"1,65718523",,"21,97801971","0,31231437","74,4747864","0,32708652"
25/09/2010 7.00,"1,64590365",,,"0,2935369","78,26227395","0,22494108"
25/09/2010 8.00,"1,8106068",,"19,78022003","0,30243983","72,25816185","0,27587651"
25/09/2010 9.00,"1,66621009",,,"0,36076788","61,4820696","0,34553389"
25/09/2010 10.00,"2,01817853",,"24,66422081","0,41053668","56,5355469","0,39949692"
25/09/2010 11.00,"2,57094854",,,"0,46408591","45,54020415","0,48457304"
25/09/2010 12.00,"2,23364625",,"20,51280975","0,3577482","53,4221499","0,43963995"
25/09/2010 13.00,"2,88230614",,,"0,38931621","51,50046615","0,34008175"
25/09/2010 14.00,"3,98559147",,"10,98900986","0,41618227","44,5926789","0,31717484"
25/09/2010 15.00,"3,82652861",,,"0,48239039","37,92652605","0,50632362"
25/09/2010 16.00,"2,38819568",,"19,04759979","0,38369508","39,1560645","0,42840617"
25/09/2010 17.00,"3,3470843",,,"0,43530109","35,8655514","0,42350524"
25/09/2010 18.00,"3,71935918",,"50,79365158","0,43249111","38,2781847","0,4990002"
25/09/2010 19.00,"3,19930301",,,"0,426976","27,7437069","0,46276653"
25/09/2010 20.00,"1,8952151",,"38,0952301","0,35619875","36,4184058","0,41629166"
25/09/2010 21.00,"1,9268021",,,"0,26464723","65,82328935","0,32950902"
25/09/2010 22.00,"1,85347436",,"19,78022003","0,27486311","58,5406416","0,2279697"
25/09/2010 23.00,"1,97418209",,,"0,27835578","53,0403867","0,25396016"
26/09/2010 0.00,"1,72374279",,"19,78022003","0,2635964","54,2363892","0,29426793"
26/09/2010 1.00,"1,84670623",,,"0,26031343","55,57341825","0,25087661"
26/09/2010 2.00,"1,7000528",,"15,14041042","0,2755458","45,15329385","0,25528124"
26/09/2010 3.00,"1,80045409",,,"0,25424727","50,04479445","0,28986229"
26/09/2010 4.00,"1,74066466",,"25,88521957","0,25125439","47,738754","0,20451158"
26/09/2010 5.00,"1,72035822",,,"0,24240388","54,5270208","0,27444457"
26/09/2010 6.00,"1,77450737",,"25,64101982","0,23644141","61,03153875","0,21244113"
26/09/2010 7.00,"1,91213594",,,"0,23449819","65,0081922","0,29322144"
26/09/2010 8.00,"3,02895958",,"14,40781021","0,32218891","55,5226854","0,23837666"
26/09/2010 9.00,"5,39346525",,,"0,38647943","42,7234437","0,48930819"
26/09/2010 10.00,"6,69416961",,"8,30280876","0,43451355","41,29356735","0,48303127"
26/09/2010 11.00,"6,51592917",,,"0,36607329","42,5618088","0,44503615"
26/09/2010 12.00,"9,58662744",,"21,48962021","0,51787163","34,6007613","0,5466314"
26/09/2010 13.00,"9,94649391",,,"0,51385238","32,64811515","0,68076963"
26/09/2010 14.00,"9,07898071",,"28,32722092","0,50481897","35,0220654","0,66722319"
26/09/2010 15.00,"8,04563853",,,"0,44307513","36,5482404","0,89254971"
26/09/2010 16.00,"8,95601829",,"36,38582993","0,47275234","31,3471956","0,71413943"
26/09/2010 17.00,"10,21272417",,,"0,65026106","30,77369295","0,92525846"
26/09/2010 18.00,"9,59903688",,"36,14162064","0,52018182","32,6317761","1,01468429"
26/09/2010 19.00,"2,91276428",,,"0,37350599","40,83012885","0,67606194"
26/09/2010 20.00,"2,08586395",,"41,5140419","0,30196684","50,35517655","0,58479127"
26/09/2010 21.00,"2,02381881",,,"0,31170973","34,64890065","0,57521012"
26/09/2010 22.00,"2,12647581",,"31,99023056","0,29075255","44,68383045","0,56496791"
26/09/2010 23.00,"2,02156209",,,"0,26895423","53,1452838","0,34624884"
27/09/2010 0.00,"1,87829323",,"31,01342964","0,26509342","55,89756585","0,35329766"
27/09/2010 1.00,"1,8421938","7,94865626",,"0,26485809","53,6207721","0,34724041"
27/09/2010 2.00,"1,80158194","2,14635575","26,61782074","0,25671591","58,29388005","0,326756"
27/09/2010 3.00,"2,03284367",,,"0,24487135","60,4674924","0,23755086"
27/09/2010 4.00,"1,78127652","0,40315094","17,09399986","0,23925139",,"0,297682"
27/09/2010 5.00,"2,03058695","2,64765921",,,"64,3529145","0,28710927"
27/09/2010 6.00,"1,74743279","4,83944217","15,62880993","0,25933599","62,9880951","0,21486362"
27/09/2010 7.00,"1,94259509","8,54811033",,"0,26802223","57,11706945","0,27785864"
27/09/2010 8.00,"1,83880922","11,9582694","13,67521","0,28470736","57,07505475","0,32400298"
27/09/2010 9.00,"1,98997509","23,5101432",,"0,30973622","49,79633715","0,35357327"
27/09/2010 10.00,"1,82075951","15,10316906","13,67521","0,30320873","55,6407495","0,40329644"
27/09/2010 11.00,"1,74066466","6,55587707",,"0,28054831","71,1237849","0,43561975"
27/09/2010 12.00,"1,85460323","7,31675365","30,03663063","0,27807502","72,36505395","0,29735148"
27/09/2010 13.00,"1,54663021","1,66776494",,"0,27631237","74,32007415","0,19498534"
27/09/2010 14.00,"1,86701267",,"15,62880993","0,27302125","74,9188335","0,20115243"
27/09/2010 15.00,"1,97869452","2,78231372",,"0,27586385","72,4139514","0,17207843"
27/09/2010 16.00,"1,7079498","9,33170146","15,14041042","0,28768161","67,08081765","0,22472039"
27/09/2010 17.00,"1,66733794","7,46682079",,"0,29481257","66,2898999","0,2710305"
27/09/2010 18.00,"1,70682093","7,67853655","19,53602028","0,30815648","56,41622595","0,34707566"
27/09/2010 19.00,"1,71246223","24,02766424",,"0,35102848","44,61588075","0,34999343"
27/09/2010 20.00,"2,04412424","46,03145736","11,72161007","0,4035327","30,37585005","0,51937376"
27/09/2010 21.00,"1,90198323","25,52994176",,"0,33342184","44,60730225","0,48567445"
27/09/2010 22.00,"1,73276765","12,63640609","16,84980965","0,30084028","53,4395463","0,34690989"
27/09/2010 23.00,"2,02043424","14,21899143",,"0,31673671","43,2793704","0,3832534"
28/09/2010 0.00,"1,93582696","16,07252438","14,89620972","0,3098667","34,2009234","0,42950758"
28/09/2010 1.00,"1,90198323","6,24925537",,"0,28436485","40,1336943","0,47576277"
28/09/2010 2.00,"2,11745095","7,05636793","16,60560989","0,33173725","39,68763225","0,42620334"
28/09/2010 3.00,"1,92454538","1,09508079",,"0,28052268","53,7140583","0,41298845"
28/09/2010 4.00,"2,01479396","0,31797898","20,75702095","0,2706528","62,1379857","0,3832534"
28/09/2010 5.00,"1,72487065","1,5095871",,"0,26599513","61,6370013","0,26761643"
28/09/2010 6.00,"1,69328364","4,62123708","16,36141014","0,27360142","55,54724385","0,37994917"
28/09/2010 7.00,"1,81624708","29,0325728",,"0,31076259","33,97275525","0,28413556"
28/09/2010 8.00,"1,99223181","30,93476424","16,36141014","0,31531424","36,2048211","0,51535356"
28/09/2010 9.00,"1,6526728","13,32509128",,"0,2915762","65,2064553","0,56496791"
28/09/2010 10.00,"1,77225166","9,62777849","17,82661057","0,26778457","78,4591206","0,3638704"
28/09/2010 11.00,"1,83655352","6,3636293",,"0,26244188","81,8183814","0,26761643"
28/09/2010 12.00,"1,80270979","6,25331072","14,40781021","0,25196737","82,84606575","0,231218"
28/09/2010 13.00,"1,6470315","13,7720404",,"0,28178554","81,65967915","0,2212514"
28/09/2010 14.00,"2,14903796","16,33614712","17,58241081","0,30952536","80,3780712","0,27736234"
28/09/2010 15.00,"1,7395368","6,80409482",,"0,2918127","87,9089967","0,35682157"
28/09/2010 16.00,"1,72712737","6,17706016","18,80340958","0,2938398","89,05849575","0,31398146"
28/09/2010 17.00,"1,92228967","9,60587653",,"0,32418455","90,10076355","0,30390401"
28/09/2010 18.00,"1,91100809","10,00821678","17,58241081","0,34802744","88,89207285","0,42267944"
28/09/2010 19.00,"1,76773923","13,02090164",,"0,35508035","81,04462065","0,45593839"
28/09/2010 20.00,"1,76661138","8,41102184","27,10622025","0,33923752","78,01647","0,47890123"
28/09/2010 21.00,"1,87152408","12,33464851",,"0,33423734","68,95775355","0,58104668"
28/09/2010 22.00,"1,91777724","35,50652832","31,99023056","0,38326869","43,9244736","0,50241427"
28/09/2010 23.00,"1,8737808","20,57937224",,"0,37113522","39,96984495","0,62069341"
29/09/2010 0.00,"2,01704966","22,38747416","25,15262032","0,37916207","31,3400535","0,79227656"
29/09/2010 1.00,"1,84896295","14,41286632",,"0,36274023","37,74549975","0,79326712"
29/09/2010 2.00,"1,70343737","10,35052787","29,7924099","0,35663446","39,820599","0,77994137"
29/09/2010 3.00,"1,5364775","4,69505366",,"0,32718443","40,66813485","0,61827091"
29/09/2010 4.00,"1,53309292","1,4641618","27,8388195","0,31528861",,"0,6117733"
29/09/2010 5.00,"1,96515724","3,66324286",,,"47,3080734","0,41970573"
29/09/2010 6.00,"1,75645765","10,5752242","25,88521957","0,29961004","47,3294199","0,28435625"
29/09/2010 7.00,"1,85121866","17,66079602",,"0,33130503","44,89980915","0,34316529"
29/09/2010 8.00,"1,90762351",,"27,10622025","0,33238499","52,79302665","0,5154095"
29/09/2010 9.00,"1,87829323","21,44285056",,"0,30687615","56,28547365","0,52548593"
29/09/2010 10.00,"1,79706951","23,13374688","17,33819962","0,3037423","57,00513","0,47245854"
29/09/2010 11.00,"2,01817853","11,4220815",,"0,2688354","85,0249449","0,37317595"
29/09/2010 12.00,"1,89408623","14,15653786","29,7924099","0,26314904","84,8132355","0,32113911"
29/09/2010 13.00,"1,80496652","13,1425775",,"0,27017748","89,5879089","0,25423576"
29/09/2010 14.00,"2,08699282","12,91869377","15,62880993","0,2463276","87,26503065","0,18287084"
29/09/2010 15.00,"1,79255708","13,34860697",,"0,26693995","87,03197475","0,2339161"
29/09/2010 16.00,"1,92792995","12,83676074","17,33819962","0,2644119","94,6716477","0,26067846"
29/09/2010 17.00,"1,99448752","15,00826503",,"0,26946683","93,5806221","0,23788139"
29/09/2010 18.00,"1,79142923","20,4098352","14,89620972","0,28199757","88,74276705","0,22152701"
29/09/2010 19.00,"1,98433481","26,35246504",,"0,30155792","82,96584555","0,27059014"
29/09/2010 20.00,"1,75420194","26,98436192","19,53602028","0,30229537","80,05645725","0,30076555"
29/09/2010 21.00,"2,05314909","36,88875136",,"0,31866944","68,02884165","0,30004958"
29/09/2010 22.00,"1,66395336","22,27472352","19,78022003","0,30948225","65,0366409","0,34993851"
29/09/2010 23.00,"1,83542567","10,80315563",,"0,28289346","69,46987005","0,41342881"
30/09/2010 0.00,"1,56693665","7,05150189","19,78022003","0,26330631","76,247304","0,30087538"
30/09/2010 1.00,"1,74968951","7,45789749",,"0,2676238","74,6705358","0,30373925"
30/09/2010 2.00,"1,7395368","3,7330041","22,95482063","0,25872553","72,6771717","0,2874398"
30/09/2010 3.00,"1,7316398","2,79204771",,"0,25448843","71,0961342","0,2583658"
30/09/2010 4.00,"1,72825522","2,96969354","18,55920982","0,25317198","67,75991565","0,27047929"
30/09/2010 5.00,"1,89408623","5,2247465",,"0,25683124","65,97143805","0,26475256"
30/09/2010 6.00,"1,87039623","9,9700915","18,31501007","0,26728246","61,0669899","0,31651379"
30/09/2010 7.00,"1,96064481","20,71564048",,"0,28713173","48,14810805","0,3030782"
30/09/2010 8.00,"1,87603651","35,3053668","21,0012207","0,35518287","43,9752663","0,6365525"
30/09/2010 9.00,"1,94146724","29,71072096",,"0,33091126","61,50407445","0,76606542"
30/09/2010 10.00,"1,73615223","12,37115433","31,01342964","0,2723106","79,4486406","0,54360277"
30/09/2010 11.00,"1,77563624","14,85332802",,"0,28305073","80,9391849","0,39663407"
30/09/2010 12.00,"1,96741294","12,69156729","19,78022003","0,27041514","84,74750025","0,40637998"
30/09/2010 13.00,"1,76548251","10,99459846",,"0,26796748","85,3220403","0,36040141"
30/09/2010 14.00,"2,05653367","9,02426716","11,72161007","0,27191566","88,5677457","0,3361724"
30/09/2010 15.00,"1,82640081","9,72917376",,"0,27036155","89,88841575","0,28551258"
30/09/2010 16.00,"1,87829323","9,3917287","11,72161007","0,28815809","89,996844","0,31084198"
30/09/2010 17.00,"1,90649566","10,35052787",,"0,30003177","86,89368135","0,33892542"
30/09/2010 18.00,"1,89295837","9,42092877","6,34920597","0,31271979","88,52850405","0,37031309"
30/09/2010 19.00,"2,29794811","13,89453077",,"0,31872303","82,01654475","0,37664493"
30/09/2010 20.00,"1,68538766","21,37269928","12,69841003","0,3592895","70,0836717","0,43528922"
30/09/2010 21.00,"1,89634295","35,30779504",,"0,4332903","50,88417075","0,64965757"
30/09/2010 22.00,"2,0633018","33,4842824","12,94260979","0,40746574","39,255216","0,85538141"
30/09/2010 23.00,"2,08699282","28,37878352",,"0,37829647","33,47915235","0,85185649"
01/10/2010 0.00,"1,86250024","46,9618748","25,88521957","0,40675509","14,15417388","1,18334866"
01/10/2010 1.00,"1,85460323","20,79676664",,"0,33606988","30,4016055","0,87123949"
01/10/2010 2.00,"1,78014765","18,86862171","25,88521957","0,33488508","28,62420015","0,66755372"
01/10/2010 3.00,"1,64928822","11,88039364",,"0,38200816","42,11079915","0,52631174"
01/10/2010 4.00,"1,8895738","10,47463579","25,64101982","0,42557683",,"0,624438"
01/10/2010 5.00,"1,76435465","23,97087784",,,"31,2445728","0,67564904"
01/10/2010 6.00,"1,91213594","18,38110378","23,68741989","0,38478785","22,7779125","0,75857623"
01/10/2010 7.00,"2,30697297","46,00793976",,"0,49549897","5,92957691","0,87850799"
01/10/2010 8.00,"2,42880754","43,60524408","31,74603081","0,49850117","11,96106639","1,49132778"
01/10/2010 9.00,"1,92228967","32,87833136",,"0,38810694","41,84674095","1,42959995"
01/10/2010 10.00,"1,97756667","17,01428572","40,04883957","0,28284802","85,5039843","0,83539228"
01/10/2010 11.00,"1,96741294","8,95288455",,"0,25958996","99,25334475","0,44536667"
01/10/2010 12.00,"2,08586395","15,54931514","30,76922989","0,31519425","97,84906425","0,42791089"
01/10/2010 13.00,"2,08360824","18,0298732",,"0,34385325","99,20374905","0,61336999"
01/10/2010 14.00,"1,8342968","14,80791038","23,19902039","0,31951523","104,4240057","0,50781047"
01/10/2010 15.00,"1,80383866","8,42400241",,"0,29925821","108,8985114","0,38286796"
01/10/2010 16.00,"2,0136661","6,87142208","22,95482063","0,30784543","113,3130873","0,37295627"
01/10/2010 17.00,"2,00238452","12,4968798",,"0,32354497","105,28083825","0,39277964"
