,Comune Lecce,,,,,
,SAN PIETRO IN LAMA,,,,,
Parm,NOX,NO2,PM10,CO,BENZENE,O3



26/07/2010 7.00,"18,58564762","15,4758236",,"0,19569903","0,60732596","62,1288885"
26/07/2010 8.00,"23,62048472","17,62120806","13,67521","0,18832458","0,50812371","68,6449176"
26/07/2010 9.00,"17,3431459","12,44918305",,"0,23784058","0,56009139","81,54975465"
26/07/2010 10.00,"19,06552712","13,61726591","21,0012207","0,19327467","0,5225468","82,71088455"
26/07/2010 11.00,"19,9578384","14,01182241",,"0,19179978","0,46859699","83,08031865"
26/07/2010 12.00,"17,09282877","12,27527518","21,97801971","0,20688886","0,47156968","86,0169387"
26/07/2010 13.00,"24,69049728","17,97552269",,"0,24369237","0,47377148","82,78529805"
26/07/2010 14.00,"20,35989376","14,55303504","19,53602028","0,23403336","0,68759065","81,5524878"
26/07/2010 15.00,"19,55836424","14,29994934",,"0,18759995","0,57033157","85,95060495"
26/07/2010 16.00,"22,7203916","16,99043926","14,65200996","0,22299848","0,45362268","87,0887325"
26/07/2010 17.00,"34,71610752","25,52523824",,"0,21617624","0,53520845","84,509397"
26/07/2010 18.00,"28,97829112","23,44215248","12,69841003","0,22574555","0,57000104","87,35803755"
26/07/2010 19.00,"25,79033704","20,38826784",,"0,22277713","0,5791398","87,5028147"
26/07/2010 20.00,"27,63463312","23,73029088","17,09399986","0,25394321","0,59961812","88,57055865"
26/07/2010 21.00,"26,28577448","23,69654408",,"0,24149635","0,86386523","78,8269986"
26/07/2010 22.00,"19,852774","18,50765332","27,8388195","0,20773931","0,67206614","74,6643114"
26/07/2010 23.00,"17,57011559","16,28439502",,"0,19920685","0,56647815","71,27841735"
27/07/2010 0.00,"18,1343009","16,89699217","16,60560989","0,19530643","0,64046694","63,85570065"
27/07/2010 1.00,"24,79296136","23,61086736",,"0,21807635","0,76256999","55,4153145"
27/07/2010 2.00,,,"18,07081032","0,17338113","0,65874344",
27/07/2010 3.00,"10,12159073","9,06044602",,,"0,60369222","63,36309525"
27/07/2010 4.00,"9,7026677","8,68665767","21,48962021","0,17061309","0,46584397","62,7568347"
27/07/2010 5.00,"11,86342655","10,80997",,"0,18628234","0,42730781","58,2693615"
27/07/2010 6.00,"46,02314016","37,3164084","17,09399986","0,23473236","0,43743713","36,55875405"
27/07/2010 7.00,"28,43486248","23,77700104",,"0,23206684","0,81178669","55,1676552"
27/07/2010 8.00,"21,98889864","17,94307605","14,65200996","0,20899168","0,7290995","74,84292375"
27/07/2010 9.00,"25,30526264","17,71594766",,"0,21784219","0,58079141","83,89092705"
27/07/2010 10.00,"18,50264197","14,48944001","10,7448101","0,21693698","0,68615871","89,50433835"
27/07/2010 11.00,"17,09931427","13,35509821",,"0,18657708","0,48346044","93,61423785"
27/07/2010 12.00,"16,05914038","12,37391143","17,09399986","0,20488622","0,4591277","102,7556271"
27/07/2010 13.00,"23,65681272","18,4739027",,"0,22087934","0,41530721","103,1588964"
27/07/2010 14.00,"20,65560368","16,16369428","24,90842056","0,21339888","0,60468379","104,715156"
27/07/2010 15.00,"14,26153343","11,16169196",,"0,18731336","0,44624536","106,957536"
27/07/2010 16.00,"19,72178288","15,7496698","16,11721039","0,22385009","0,40341542","107,0834006"
27/07/2010 17.00,"23,19898432","18,76592628",,,"0,48478153","100,4361005"
27/07/2010 18.00,"26,45179344","22,55181056","17,58241081","0,25139302","0,75915694","95,18673675"
27/07/2010 19.00,"27,96665192","22,99828168",,"0,20542911","0,66645129","98,87441445"
27/07/2010 20.00,"54,61687272","48,20425416","13,67521","0,30336134","0,73130131","61,73780865"
27/07/2010 21.00,"92,50410872","81,48039624",,"0,34552735","1,3640604","31,4771898"
27/07/2010 22.00,"47,65992688","42,44819728","29,7924099","0,26250479","1,56224523","50,9562501"
27/07/2010 23.00,"53,07996888","51,17508152",,"0,31624275","0,87410438","35,79143715"
28/07/2010 0.00,"63,594554","54,7546132","36,14162064","0,36350097","1,39015459","21,82292595"
28/07/2010 1.00,"57,8204096","55,12710904",,"0,39636096","1,6819268","25,7812653"
28/07/2010 2.00,"30,65010568","29,16188136","33,69963074","0,24951737","1,98933336","59,48190255"
28/07/2010 3.00,"25,39476336","24,46876264",,"0,21600498","1,10972396","48,244287"
28/07/2010 4.00,"19,78663792","18,7711231","18,07081032","0,21443456","0,90647447","36,15141495"
28/07/2010 5.00,"18,60250764","17,20718358",,"0,20408354","1,02263215","33,1863861"
28/07/2010 6.00,"28,75003656","24,8529408","11,23320961","0,23236857","0,95304799","21,61588485"
28/07/2010 7.00,"42,29433864","31,74853056",,"0,25502782","0,96802128","25,8123873"
28/07/2010 8.00,"64,40646568","45,43070696","27,35042","0,33783486","1,02681608","47,2360938"
28/07/2010 9.00,"35,97028392","25,03463816",,"0,1992651","3,07230208","88,05361425"
28/07/2010 10.00,"33,1934672","23,35779504","19,53602028","0,18316014","0,71533644","93,6020484"
28/07/2010 11.00,"29,90823056","21,71079824",,"0,16782175","0,58233217","100,8786314"
28/07/2010 12.00,"25,30396248","19,9054496","13,67521","0,17045465","0,6096376","102,759677"
28/07/2010 13.00,"24,89542544","18,6491222",,"0,20032408","0,64465088","109,8968493"
28/07/2010 14.00,"20,89425952","15,71203399","25,88521957","0,16988147","0,63562195","117,9813275"
28/07/2010 15.00,"17,64793399","13,68865234",,"0,17797589","0,55513759","118,7080461"
28/07/2010 16.00,"12,86469124","9,58997634","12,69841003","0,18611574","0,66755168","120,4469879"
28/07/2010 17.00,"20,58428608","15,53811656",,"0,22577351","0,77104872","119,2452797"
28/07/2010 18.00,"17,8100563","13,64581781","14,65200996","0,20517281","0,68748081","113,428917"
28/07/2010 19.00,"22,80339152","18,17279711",,"0,22838078","0,66116594","109,442129"
28/07/2010 20.00,"22,90455544","17,74709605","23,44322014","0,25063927","0,84900075","109,3162844"
28/07/2010 21.00,"30,3647588","25,62775968",,"0,27936118","0,80859331","100,6688771"
28/07/2010 22.00,"70,96915712","65,15705952","27,8388195","0,34231894","0,85175377","48,8180889"
28/07/2010 23.00,"103,983642","92,57202296",,"0,37812871","1,11754164","25,10733435"
29/07/2010 0.00,"90,63258576","83,46614208","35,16482162","0,37026496","1,19593403","22,20995595"
29/07/2010 1.00,"53,821844","51,83959712",,"0,31855527","1,31594613","48,4608243"
29/07/2010 2.00,,,"27,8388195","0,34054465","1,18261133",
29/07/2010 3.00,"57,53508184","52,26140344",,,"1,38982508","7,13718033"
29/07/2010 4.00,"38,58238184","36,2145228","30,28083038","0,33352552","1,49893596","13,53005808"
29/07/2010 5.00,"34,7433344","31,41886352",,"0,27600831","1,6299581","20,8878096"
29/07/2010 6.00,"112,6954214","62,13172104","29,7924099","0,41575705","1,19351154","4,4834054"
29/07/2010 7.00,"115,906721","68,42250696",,"0,46917463","1,8988285","17,8375364"
29/07/2010 8.00,"43,21259576","32,79980552","26,86202049","0,24554589","2,44460765","87,2416692"
29/07/2010 9.00,"28,7124084","22,34804872",,"0,23997253","1,02450444","103,9370063"
29/07/2010 10.00,"21,18996944","14,72305773","30,76922989","0,20326105","0,86694775","112,2271889"
29/07/2010 11.00,"19,83332896","13,06308418",,"0,22430211","0,60325186","119,3630046"
29/07/2010 12.00,"17,14341073","13,17729368","15,14041042","0,22023044","0,59202113","124,8925062"
29/07/2010 13.00,"17,72964331","13,36158754",,"0,23980477","0,67790169","122,2834053"
29/07/2010 14.00,"19,95265688","13,49267234","14,65200996","0,20441906","0,5524944","117,4089021"
29/07/2010 15.00,"9,7999407","6,85665762",,"0,17084609","0,53686006","119,2182275"
29/07/2010 16.00,"9,5405454","7,2512122","6,34920597","0,17764153","0,34407042","117,76884"
29/07/2010 17.00,"12,58973417","8,96699894",,"0,17057581","0,45296163","111,2163024"
29/07/2010 18.00,"13,72199189","9,99491308","6,34920597","0,16966594","0,34451078","108,79934"
29/07/2010 19.00,"19,25229128","14,78146359",,"0,19099127","0,38513892","104,1129653"
29/07/2010 20.00,"28,81617264","23,32274808","12,21000957","0,23620841","0,55216388","89,40690255"
29/07/2010 21.00,"47,52633544","40,5675732",,"0,26215063","0,9759488","64,78944045"
29/07/2010 22.00,"48,88555712","44,9699532","24,90842056","0,33961032","0,89205138","66,47968425"
29/07/2010 23.00,"32,52551","29,63429832",,"0,2767108","1,18844688","98,56722435"
30/07/2010 0.00,"20,5596404","18,00537857","42,00244141","0,30604783","0,66920329","100,6269222"
30/07/2010 1.00,"21,3585696","18,87105186",,"0,28578149","0,78789431","88,14833685"
30/07/2010 2.00,"11,80247008","9,86642477","38,0952301","0,24033135","0,73471436","91,42328895"
30/07/2010 3.00,"14,88148796","12,44399579",,"0,23432694","0,51087571","85,4756154"
30/07/2010 4.00,"10,12937257","9,01631706","34,18803024","0,23102067","0,59884825","79,4345958"
30/07/2010 5.00,"14,84776602","13,5342029",,"0,20372355","0,63661251","66,539235"
30/07/2010 6.00,"22,12249008","19,42005016","23,93161964","0,23394132","0,58365325","53,7331704"
30/07/2010 7.00,"38,8534652","30,31827808",,"0,3273883","0,98101346","48,4134231"
30/07/2010 8.00,"29,36480192","21,28121008","42,49084091","0,27216963","1,16224286","84,47015535"
30/07/2010 9.00,"29,93545744","22,52196424",,"0,23418597","0,79461058","101,8150844"
30/07/2010 10.00,"26,94334952","19,578402","28,32722092","0,19947014","0,69353603","117,6051303"
30/07/2010 11.00,"14,72974017","9,8729141",,"0,1741209","0,60380205","123,5040461"
30/07/2010 12.00,"14,0656911","9,290169","25,88521957","0,18900261","0,39086361","124,6164182"
30/07/2010 13.00,"12,93343146","9,70938074",,"0,19366145","0,34109773","118,8758456"
30/07/2010 14.00,"12,71164902","9,28108318","37,6068306","0,17571928","0,3252427","118,0584741"
30/07/2010 15.00,"9,06844583","6,45691386",,"0,17446225","0,29232241","117,8013386"
30/07/2010 16.00,"8,20725618","5,60161699","21,48962021","0,19654133","0,32227001","112,4085344"
30/07/2010 17.00,"11,70389883","8,22850997",,"0,20656033","0,24861175","106,5488603"
30/07/2010 18.00,"11,30183774","8,16102019","20,51280975","0,21110499","0,32535356","106,2118848"
30/07/2010 19.00,"13,2070922","9,33170146",,"0,22951316","0,34814453","103,5364701"
30/07/2010 20.00,"16,42877778","12,34795221","30,28083038","0,24309706","0,55326529","90,1796259"
30/07/2010 21.00,"17,86582551","14,21169906",,"0,25870107","0,61745528","79,76885805"
30/07/2010 22.00,"16,58700917","14,37133386","46,88644028","0,29524362","0,64024625","75,0499848"
30/07/2010 23.00,"12,59621776","10,21165166",,"0,27754028","0,98200503","75,96479205"
31/07/2010 0.00,"14,23429699","12,47773494","28,81562042","0,26026683","0,71379467","63,6405"
31/07/2010 1.00,"12,87377133","10,78401078",,"0,24868673","0,57088176","63,18717615"
31/07/2010 2.00,,,"29,30401993","0,23097057","0,46353131",
31/07/2010 3.00,"11,54566745","9,19282908",,,"0,50360925","56,43972705"
31/07/2010 4.00,"8,03864837","6,91895631",,"0,20360472","0,46276144","57,10146855"
31/07/2010 5.00,"8,15667422","6,69312617",,"0,20211119","0,43974978","57,06224685"
31/07/2010 6.00,"9,20462994","7,4874245","22,46640968","0,17541988","0,42268351","54,2731371"
31/07/2010 7.00,"12,9801225","10,5283324",,"0,21770705","0,56801891","57,2963601"
31/07/2010 8.00,"21,34818744","18,29869275","29,30401993","0,22669502","0,7089507","76,19214225"
31/07/2010 9.00,"20,24576648","15,80289032",,"0,17630761","0,58761752","84,9465015"
31/07/2010 10.00,"16,33280112","11,18765118","21,0012207","0,17737009","0,85373489","98,64706425"
31/07/2010 11.00,"18,43519808","12,3674221",,"0,18098159","0,76256999","111,9754997"
31/07/2010 12.00,"12,58973417","9,06304252","8,79120922","0,15849709","0,50779319","122,3672951"
31/07/2010 13.00,"14,71028748","10,26746677",,"0,15769207","0,44591585","119,1451506"
31/07/2010 14.00,"9,08530776","5,92348881","10,25640965","0,1641252","0,45252127","116,089449"
31/07/2010 15.00,"6,82857225","4,70089291",,"0,14431321","0,31401299","116,2910837"
31/07/2010 16.00,"7,49910682","5,72491422","19,53602028","0,1550615","0,28186257","112,4802546"
31/07/2010 17.00,"11,4302381","7,6094254",,"0,17670604","0,33350074","110,7182906"
31/07/2010 18.00,"14,90483157","10,52184307","18,07081032","0,19938975","0,38998289","106,4351852"
31/07/2010 19.00,"14,45218851","10,74896955",,"0,19584466","0,60303218","104,4688533"
31/07/2010 20.00,"23,48819344","17,97033543","11,72161007","0,21212903","0,48213936","96,4290432"
31/07/2010 21.00,"28,4283808","22,98919968",,"0,2607736","0,88192206","90,8968683"
31/07/2010 22.00,"34,29588816","31,74593024","18,07081032","0,22612301","1,30768809","71,8278204"
31/07/2010 23.00,"26,18591072","24,07292128",,"0,20163005","0,94567067","76,2368103"
01/08/2010 0.00,"21,07324184","19,50180728","18,55920982","0,17536978","0,72821878","75,82270815"
01/08/2010 1.00,"18,66865328","17,0825881",,"0,1813707","0,55062312","76,0460085"
01/08/2010 2.00,"14,43792117","13,13316854","14,65200996","0,16390851","0,80484973","67,18611375"
01/08/2010 3.00,"11,54177653","10,22981949",,"0,15889552","0,64443019","65,8450149"
01/08/2010 4.00,"9,76232784","8,56725518","9,27960968","0,15365768","0,45340199","61,11257565"
01/08/2010 5.00,"11,07746071","9,80931715",,"0,15355982","0,43688693","53,5003938"
01/08/2010 6.00,"11,90752492","10,75805346","16,11721039","0,12991381","0,43864837","54,24742155"
01/08/2010 7.00,"11,53010377","9,50172224",,"0,13199683","0,39471804","69,5678445"
01/08/2010 8.00,"11,34463786","9,12144647","7,32600689","0,12418784","0,42675761","101,2819007"
01/08/2010 9.00,"9,42770872","6,27650902",,"0,15117623","0,35794332","115,8093111"
01/08/2010 10.00,"9,69099494","6,57761651","6,83760691","0,14165701","0,58915929","116,4561899"
01/08/2010 11.00,"8,73123404","5,61848848",,"0,14087646","0,41838973","114,945915"
01/08/2010 12.00,"8,73901588","5,93387097","7,81440783","0,16183481","0,42906925","104,2983606"
01/08/2010 13.00,"8,31490369","5,47831785",,"0,16290428","0,41321524","105,102206"
01/08/2010 14.00,"5,89604587","3,76512761","3,41880298","0,13367327","0,46584397","105,7815434"
01/08/2010 15.00,"6,56009877","4,23495763",,"0,15181581","0,37787245","104,2009248"
01/08/2010 16.00,"6,85710502","4,62301906","11,23320961","0,14584868","0,42257367","105,4202289"
01/08/2010 17.00,"9,93482657","7,44848854",,"0,16877239","0,47112932","104,5798352"
01/08/2010 18.00,"13,42109471","10,88914783","7,32600689","0,17436672","0,51417893","107,9779187"
01/08/2010 19.00,"21,07064152","17,79901067",,"0,19085729","0,73845794","96,37627545"
01/08/2010 20.00,"40,3138508","35,52922376","14,65200996","0,21379731","0,69133423","78,37363485"
01/08/2010 21.00,"30,9574788","27,0722948",,"0,246514","0,88489475","79,4359524"
01/08/2010 22.00,"24,97842536","21,98595416","20,02441978","0,23124318","1,02901891","76,86473655"
01/08/2010 23.00,"20,26263032","17,94437812",,"0,19955518","0,87212225","79,6984944"
02/08/2010 0.00,"27,0276496","24,00542768","22,46640968","0,19374649","0,96736125","74,66836125"
02/08/2010 1.00,"25,72418184","23,88992376",,"0,18806129","1,05467273","67,6949385"
02/08/2010 2.00,,,"18,55920982","0,18521403","0,83446782",
02/08/2010 3.00,"12,50153934","11,29667342",,,"0,91252969","76,52235465"
02/08/2010 4.00,"14,80107498","13,70032893","19,53602028","0,17166508","0,59950828","70,2959397"
02/08/2010 5.00,"20,33524808","18,72049907",,"0,18246929","0,49909478","66,35248305"
02/08/2010 6.00,"29,9250944","27,10086008","24,42000961","0,20087862","0,50118675","70,36901655"
02/08/2010 7.00,"29,82521152","25,13197808",,"0,18841196","0,69177459","84,3821958"
02/08/2010 8.00,"22,90067408","16,98784658","12,21000957","0,2260601","0,9655998","99,0192315"
02/08/2010 9.00,"22,3792908","15,69386808",,"0,27339172","1,05962756","100,9300226"
02/08/2010 10.00,"22,48175488","16,46480178","17,58241081","0,27775464","0,85065236","103,485039"
02/08/2010 11.00,"20,33654824","13,89501833",,"0,27094056","1,30482524","105,8816724"
02/08/2010 12.00,"24,05756792","16,93074279","23,93161964","0,26624561","0,69805049","111,4842309"
02/08/2010 13.00,"19,90466568","14,20520782",,"0,29142708","0,79152703","112,4680851"
02/08/2010 14.00,"19,3171272","13,90150766","25,39682007","0,24409546","0,73614528","113,6048162"
02/08/2010 15.00,"14,81793499","10,8956276",,"0,27605141","1,06953619","116,0718531"
02/08/2010 16.00,"13,46130025","9,83527446","18,55920982","0,25751743","1,11699042","113,1027545"
02/08/2010 17.00,"16,86845174","12,48681886",,"0,27355831","0,77137823","106,0305393"
02/08/2010 18.00,"17,76595984","13,45244195","14,65200996","0,26890414","0,71522661","107,40681"
02/08/2010 19.00,"22,0887624","17,16436051",,"0,30119328","0,62152938","99,4644357"
02/08/2010 20.00,"26,89015768","20,57256552","24,42000961","0,35014541","0,86716742","89,74928445"
02/08/2010 21.00,"23,84487704","20,26886344",,"0,32425678","1,02483497","89,1822456"
02/08/2010 22.00,"20,73472224","18,41420432","26,37360954","0,25930454","0,9800229","79,5090093"
02/08/2010 23.00,"24,41683272","22,82176584",,"0,27854568","1,54198659","64,5986187"
03/08/2010 0.00,"25,55298136","23,73417224","27,8388195","0,30019487","1,43023253","64,99376835"
03/08/2010 1.00,"26,0458376","24,47396328",,"0,26724168","1,32068027","62,70402705"
03/08/2010 2.00,"22,50898176","20,81915616","24,42000961","0,2913432","1,34325157","53,8062672"
03/08/2010 3.00,"16,76469515","15,5407207",,"0,27148112","0,86948008","50,61253155"
03/08/2010 4.00,"13,88670686","12,62439299","20,02441978","0,27305969","0,83832124","56,81323095"
03/08/2010 5.00,"19,41829112","17,58616492",,"0,24409546","0,78073768","42,8555526"
03/08/2010 6.00,"56,40669592","48,38855184","21,0012207","0,34665391","0,80198688","26,0031891"
03/08/2010 7.00,"63,94603696","46,1030044",,"0,53440065","1,54286731","22,3358205"
03/08/2010 8.00,"58,16281056","40,14576688","23,93161964","0,33397871","2,98080666","46,951926"
03/08/2010 9.00,"29,236392","20,97618872",,"0,29417066","1,4277002","88,02791865"
03/08/2010 10.00,"29,70978408","23,02422752","17,58241081","0,25656213","1,09618159","101,7338879"
03/08/2010 11.00,"33,04431208","23,21372584",,"0,24359684","0,89359214","117,0949091"
03/08/2010 12.00,"26,34542888","19,56800072","21,0012207","0,22298566","0,86573651","120,5241345"
03/08/2010 13.00,"24,0912956","17,82237531",,"0,2160877","0,6869296","111,6520304"
03/08/2010 14.00,"17,97996044","11,82880214","17,58241081","0,19780302","0,58915929","109,3149477"
03/08/2010 15.00,"11,84008294","8,4309793",,"0,19472742","0,55612814","109,4272662"
03/08/2010 16.00,"13,86855051","9,6315088","9,27960968","0,21592227","0,39945218","108,5855358"
03/08/2010 17.00,"16,49232884","12,489423",,"0,2683228","0,44624536","106,1022795"
03/08/2010 18.00,"23,73981264","18,49467466","7,32600689","0,2894326","0,63936553","99,76350615"
03/08/2010 19.00,"30,8640776","24,93729824",,"0,26819815","0,79648186","91,9997841"
03/08/2010 20.00,"32,03395392","25,05282128","16,60560989","0,32994897","0,83655979","78,84050475"
03/08/2010 21.00,"44,4771352","34,66874728",,"0,34727718","0,9955474","65,51613915"
03/08/2010 22.00,"47,6767716","43,22561648","33,21123123","0,4465946","1,17578523","58,92027015"
03/08/2010 23.00,"49,48087744","41,42416832",,"0,44605404","1,73862964","57,1177278"
04/08/2010 0.00,"39,92865928","36,208022","36,14162064","0,41056581","1,2481224","58,1854518"
04/08/2010 1.00,"15,71414484","14,48944001",,"0,36173833","1,06766491","70,2797004"
04/08/2010 2.00,,,"38,0952301","0,37470361","0,98971186",
04/08/2010 3.00,"20,99282312","18,78020892",,,"1,11644023","52,99970865"
04/08/2010 4.00,"13,3886691","11,99233359","28,81562042","0,19092603","0,93466063","65,5499943"
04/08/2010 5.00,"13,54690049","12,17274418",,"0,18686018","0,67911294","60,6389427"
04/08/2010 6.00,"25,1898352","22,95025224","22,46640968","0,21258221","0,75937763","56,2204965"
04/08/2010 7.00,"27,05837544","22,57127472",,"0,24133208","1,14694819","66,0675771"
04/08/2010 8.00,"26,13921968","19,89766776","15,14041042","0,23644724","0,93234899","83,23596855"
04/08/2010 9.00,"28,25848048","21,32143856",,"0,24798074","0,62967657","92,3015478"
04/08/2010 10.00,"24,80592472","17,35904035","18,55920982","0,25373234","0,72260291","102,7204353"
04/08/2010 11.00,"27,9407252","20,25848128",,"0,27166053","0,64817376","105,7233492"
04/08/2010 12.00,"29,04832768","21,01773648","13,67521","0,23790465","0,6904535","114,1704984"
04/08/2010 13.00,"23,00313816","17,03197363",,"0,24204506","0,84107324","119,3955032"
04/08/2010 14.00,"23,66719488","17,74321086","20,02441978","0,23318873","0,81266741","113,9905095"
04/08/2010 15.00,"19,57912856","15,60301366",,"0,24838732","0,53289681","119,3129301"
04/08/2010 16.00,"16,77117874","13,32135714","18,55920982","0,21825343","0,67294687","117,2424194"
04/08/2010 17.00,"26,123656","20,14295824",,"0,25311256","0,55888015","105,4851662"
04/08/2010 18.00,"45,438202","37,89136592","25,88521957","0,26609416","0,67019385","87,9859638"
04/08/2010 19.00,"38,69910944","32,98150288",,"0,28610536","0,7043264","88,62605955"
04/08/2010 20.00,"26,68913","20,59981152","33,21123123","0,29516673","1,00688797","94,6603161"
04/08/2010 21.00,"24,05886808","19,76398072",,"0,26656249","0,906805","90,86436975"
04/08/2010 22.00,"27,03413128","23,71470808","30,28083038","0,24221049","0,87729674","88,1294043"
04/08/2010 23.00,"18,99419422","16,92684805",,"0,23318058","0,66413863","86,62319925"
05/08/2010 0.00,"16,65185656","14,46219018","26,37360954","0,22371728","0,54302613","83,7515364"
05/08/2010 1.00,"17,62977573","16,04169338",,"0,21286764","0,5277213","79,1896497"
05/08/2010 2.00,"11,5858749","10,45565537","21,97801971","0,24473388","0,53036448","85,8978372"
05/08/2010 3.00,"11,24606852","9,64318921",,"0,19899598","0,38976322","84,8328264"
05/08/2010 4.00,"11,3524197","10,32457056","20,51280975","0,19313021","0,42895941","83,29414275"
05/08/2010 5.00,"13,45222016","12,10395042",,"0,21096869","0,50724299","81,7811946"
05/08/2010 6.00,"16,16678981","13,98716526","12,69841003","0,22727519","0,53300665","95,03244345"
05/08/2010 7.00,"21,78138928","18,06507503",,"0,25921367","0,56383497","98,6118924"
05/08/2010 8.00,"27,57755992","20,21823368","12,21000957","0,2948848","0,69364587","102,5986406"
05/08/2010 9.00,"24,14966896","17,05533827",,"0,27108618","1,15211354","114,6157425"
05/08/2010 10.00,"21,32484192","15,00988258","11,72161007","0,24773143","0,86309434","120,2507796"
05/08/2010 11.00,"36,6265588","29,03987664",,"0,29661832","0,62307014","117,9975468"
05/08/2010 12.00,"31,0443792","23,50054496","17,58241081","0,28572557","0,93466063","123,4485452"
05/08/2010 13.00,"21,6101888","16,43494781",,"0,27231875","0,92486183","134,6807343"
05/08/2010 14.00,"19,07590354","14,89048583","11,23320961","0,22625815","0,55073296","131,6142398"
05/08/2010 15.00,"13,69605178","10,29731118",,"0,23959507","0,59730647","132,2096874"
05/08/2010 16.00,"13,30047619","9,80023324","12,69841003","0,2253343","0,48808474","128,2729938"
05/08/2010 17.00,"13,00735894","9,5860835",,"0,23903703","0,4136556","124,2930087"
05/08/2010 18.00,"16,87493725","13,22660607","5,37240601","0,25323256","0,56130264","113,9458415"
05/08/2010 19.00,"22,68796408","18,20264917",,"0,25446513","0,43875923","116,3100362"
05/08/2010 20.00,"31,2778344","26,73484592","23,93161964","0,31376479","0,68615871","101,1222209"
05/08/2010 21.00,"34,37630688","31,5421684",,"0,31831645","0,79516077","97,2883695"
05/08/2010 22.00,"21,6516792","18,94763702","34,18803024","0,33704965","0,59433378","101,5268468"
05/08/2010 23.00,"23,93825912","21,74322576",,"0,30979331","0,65125629","89,4271917"
06/08/2010 0.00,"22,409118","19,57708272","24,42000961","0,28375905","0,73240272","78,9379605"
06/08/2010 1.00,"17,9656931","15,72241998",,"0,22261519","0,71126234","80,33859015"
06/08/2010 2.00,,,"29,7924099","0,24069599","0,55051329",
06/08/2010 3.00,"12,14746562","10,56727028",,,"0,59025968","61,65796875"
06/08/2010 4.00,"12,8958186","11,5718217","17,09399986","0,18575692","0,5271711","48,66920205"
06/08/2010 5.00,"17,36778775","15,94695378",,"0,19681394","0,53135504","49,05491535"
06/08/2010 6.00,"26,10161064","23,42268832","16,11721039","0,2400832","0,64035608","36,70626435"
06/08/2010 7.00,"43,45771416","34,51689624",,"0,37539329","1,03188074","28,6542648"
06/08/2010 8.00,"43,36953272","31,46689296","18,55920982","0,28403516","2,51507354","62,03011605"
06/08/2010 9.00,"23,84615808","15,59262768",,"0,29518654","1,04663538","82,90439955"
06/08/2010 10.00,"22,16788096","14,81520466","17,09399986","0,22746392","0,73691617","88,28639085"
06/08/2010 11.00,"18,16931727","10,62437598",,"0,18995675","0,64398983","96,6415107"
06/08/2010 12.00,"18,9903033","13,98716526","15,14041042","0,21566131","0,60060969","98,8324596"
06/08/2010 13.00,"14,88408063","9,55493511",,"0,17277533","0,48357028","102,3780534"
06/08/2010 14.00,"13,10722653","10,11821222","18,07081032","0,19671142","0,43963995","111,2623071"
06/08/2010 15.00,"10,06452326","7,27197843",,"0,19975323","0,34352023","111,4828743"
06/08/2010 16.00,"10,21886373","7,5497232","25,88521957","0,22961568","0,34924492","107,7911468"
06/08/2010 17.00,"9,3849086","6,59967908",,"0,18906785","0,43292368","97,7620224"
06/08/2010 18.00,"12,7336963","9,82229772","12,69841003","0,19297759","0,30674551","98,4914343"
06/08/2010 19.00,"20,94483192","16,37135278",,"0,21383109","0,38260659","96,2179323"
06/08/2010 20.00,"36,09995576","29,43701816","30,28083038","0,27527319","0,58552555","82,4754147"
06/08/2010 21.00,"32,15848248","27,04634896",,"0,25554741","0,73471436","75,1014159"
06/08/2010 22.00,"27,18716776","22,77505568","33,21123123","0,25427523","0,69959125","68,6462742"
06/08/2010 23.00,"22,83971952","20,49857112",,"0,24250407","0,78965575","65,1047502"
07/08/2010 0.00,"17,59216478","15,6471388","36,14162064","0,19156095","0,67746133","66,476991"
07/08/2010 1.00,"31,5462792","28,0950236",,"0,20430372","0,56834943","54,52484625"
07/08/2010 2.00,"15,84513978","14,58418152","24,42000961","0,22523994","0,65676131","53,50448355"
07/08/2010 3.00,"11,17862463","9,77946701",,"0,18585012","0,72645632","55,03369095"
07/08/2010 4.00,"9,74676416","8,49587258","23,44322014","0,19667996","0,5342179","60,6592518"
07/08/2010 5.00,"10,22275465","9,07601926",,"0,18564275","0,60534383","61,5375306"
07/08/2010 6.00,"13,97619994","12,5841626","20,51280975","0,19596582","0,57407514","58,4791158"
07/08/2010 7.00,"19,11610908","16,74773954",,"0,24188429","0,72810793","57,7077291"
07/08/2010 8.00,"22,02392648","17,67831185","24,42000961","0,25384069","1,11357737","57,0230052"
07/08/2010 9.00,"26,75268488","21,1851512",,"0,22601583","0,96240642","71,1728619"
07/08/2010 10.00,"22,42468168","17,69778174","26,37360954","0,22660532","0,51252732","82,5877332"
07/08/2010 11.00,"25,90576448","17,85482386",,"0,21926116","0,58178197","91,77648375"
07/08/2010 12.00,"14,29914438","9,20321124","21,97801971","0,20006312","0,62615368","99,4928445"
07/08/2010 13.00,"10,29019662","7,17593485",,"0,18794013","0,47322129","97,25858415"
07/08/2010 14.00,"13,79981029","9,54065821","19,53602028","0,19819097","0,44921805","99,60518295"
07/08/2010 15.00,"8,0166011","5,8495097",,"0,18421679","0,36322867","100,4455767"
07/08/2010 16.00,"9,01916212","6,65029737","17,58241081","0,19290536","0,42840922","97,91765235"
07/08/2010 17.00,"9,33951581","6,53219122",,"0,20132482","0,43831785","102,8273474"
07/08/2010 18.00,"13,58840236","10,29601675","16,11721039","0,22982305","0,41266402","100,9462818"
