,Comune Lecce,,,,,
,SAN PIETRO IN LAMA,,,,,
Parm,NOX,NO2,PM10,CO,BENZENE,O3



12/11/2010 1.00,"18,43001082","15,6718036",,"0,52799431","1,6549519",
12/11/2010 2.00,,,"28,81562042","0,54393967","1,37132789",
12/11/2010 3.00,"18,94620494","16,64001172",,,"1,51435063",
12/11/2010 4.00,"9,34859398","7,62889147","24,90842056","0,31475504","1,35161944",
12/11/2010 5.00,"10,8504891","9,54844578",,"0,25890261","1,02076087",
12/11/2010 6.00,"13,58451144","12,32458757","16,60560989","0,25107847","0,73603544",
12/11/2010 7.00,"32,0949276","29,00482968",,"0,297428","0,59961812",
12/11/2010 8.00,"45,62886664","35,70833992","18,55920982","0,3733126","0,78745395",
12/11/2010 9.00,"64,10555512","39,17624904",,"0,55613605","1,05786509",
12/11/2010 10.00,"54,49106312","33,43965632","12,69841003","0,37621345","1,70273564",
12/11/2010 11.00,"49,05935792","30,88935424",,"0,35101101","1,29711841",
12/11/2010 12.00,"36,79774016","23,4447528","10,25640965","0,31708271","0,88071081",
12/11/2010 13.00,"34,34256008","23,39024168",,"0,32050781","0,71643785",
12/11/2010 14.00,"48,95171232","31,68753776","14,16361046","0,38343412","0,73746738",
12/11/2010 15.00,"54,56501928","37,1385924",,"0,34438099","0,87124153",
12/11/2010 16.00,"25,35585416","18,39732901","13,67521","0,37268583","0,68968262",
12/11/2010 17.00,"33,79394992","25,30719376",,"0,38895273","0,78481076",
12/11/2010 18.00,"58,84503128","44,72596288","26,86202049","0,65319686","0,91957649",
12/11/2010 19.00,"85,71702496","70,03057544",,"0,6614672","2,14479808",
12/11/2010 20.00,"91,85433464","71,04550328","30,28083038","0,71136648","2,63079086",
12/11/2010 21.00,"102,0446637","67,8151028",,"0,72657555","2,35960781",
12/11/2010 22.00,"105,6255911","70,47054576","46,88644028","0,82084735","2,60051273",
12/11/2010 23.00,"85,70408072","62,63790392",,"0,88869928","2,90494558",
13/11/2010 0.00,"48,28375512","38,4338768","40,53723145","0,85937856","2,46211327",
13/11/2010 1.00,"40,0985596","33,29170576",,"0,92084047","2,1089051",
13/11/2010 2.00,"35,4683648","29,13981688","41,5140419","0,79387877","1,88594717",
13/11/2010 3.00,"15,22259258","13,78989083",,"0,67303099","1,293265",
13/11/2010 4.00,"17,61680663","16,07673652","30,28083038","0,69658962","0,82973267",
13/11/2010 5.00,"17,97088035","17,01379625",,"0,6935711","1,0475161",
13/11/2010 6.00,"24,23396904","21,80293752","22,95482063","0,74656695","1,1212842",
13/11/2010 7.00,"46,77275888","34,9983952",,"0,87521557","1,15904948",
13/11/2010 8.00,"87,48092144","49,67215392","30,76922989","1,02448003","1,9820669",
13/11/2010 9.00,"118,907911","60,36271952",,"0,9585888","1,73609731",
13/11/2010 10.00,"55,4832764","34,20671248","27,35042","0,77020364","1,86601804",
13/11/2010 11.00,"24,81760704","15,74188987",,"0,48750474","1,45676707",
13/11/2010 12.00,"17,30682937","11,08382576","17,09399986","0,45469484","0,76345071",
13/11/2010 13.00,"20,15498472","13,24478346",,"0,51898304","0,67646975",
13/11/2010 14.00,"18,99419422","11,90018858","10,7448101","0,51796133","0,82323709",
13/11/2010 15.00,"21,23276","11,98194952",,"0,48927088","0,84812003",
13/11/2010 16.00,"12,29661692","8,03642471","14,65200996","0,49115235","0,58013036",
13/11/2010 17.00,"25,28321728","16,96318178",,"0,58848111","0,64476071",
13/11/2010 18.00,"55,07083888","40,70904208","20,51280975","0,78701925","1,24338827",
13/11/2010 19.00,"68,56844992","56,37046352",,"0,93824557","2,30477727",
13/11/2010 20.00,"104,6580618","72,30834104","34,67642975","1,12416093","3,11909527",
13/11/2010 21.00,"166,5834206","90,3292852",,"1,2040077","3,77244455",
13/11/2010 22.00,"161,7858876","82,72895136","44,4444313","1,43606055","3,85557209",
13/11/2010 23.00,"181,2716532","68,80796616",,"1,44037222","4,97278219",
14/11/2010 0.00,"180,6594882","63,01038064","43,46763992","1,46161832","5,08475694",
14/11/2010 1.00,"153,1765914",,,"1,34402322","4,7512562",
14/11/2010 2.00,,,"53,23564148","1,02612734","4,0676288",
14/11/2010 3.00,,,,,"3,45116509",
14/11/2010 4.00,,,"39,56044006","0,46108487","2,65633484",
14/11/2010 5.00,,,,"0,41272688","2,589282",
14/11/2010 6.00,,,"30,28083038","0,39772984","2,35135078",
14/11/2010 7.00,,,,"0,37113289","2,15294527",
14/11/2010 8.00,,,"29,30401993","0,394123","2,33813792",
14/11/2010 9.00,,,,"0,37014147","2,11154727",
14/11/2010 10.00,,,"23,93161964","0,29574341","2,00992253",
14/11/2010 11.00,,,,"0,26697024","1,35954696",
14/11/2010 12.00,,,"17,58241081","0,33282419","1,21729408",
14/11/2010 13.00,,,,"0,29682336","1,19681475",
14/11/2010 14.00,,,"13,18680954","0,29378504","1,51346991",
14/11/2010 15.00,,,,"0,20783484","1,17281254",
14/11/2010 16.00,,,"11,23320961","0,20196673","0,67845189",
14/11/2010 17.00,,,,"0,28778646","0,86672706",
14/11/2010 18.00,,,"29,7924099","0,52503987","1,46403354",
14/11/2010 19.00,,,,"0,63425979","2,65655452",
14/11/2010 20.00,,,"38,58362961","1,03991628","3,32630902",
14/11/2010 21.00,,,,"1,16355773","5,1099704",
14/11/2010 22.00,,,"58,6080513","1,30836024","5,16072684",
14/11/2010 23.00,,,,"1,05621813","5,58098887",
15/11/2010 0.00,,,"57,63124084","1,03270493","4,18896198",
15/11/2010 1.00,,,,"0,88837308","4,07434506",
15/11/2010 2.00,,,"48,84004974","0,63732956","3,87803254",
15/11/2010 3.00,,,,"0,49863981","2,82754374",
15/11/2010 4.00,,,"33,69963074","0,4612934","2,44559821",
15/11/2010 5.00,,,,"0,42117779","2,21163024",
15/11/2010 6.00,,,"26,37360954","0,40556563","2,12354787",
15/11/2010 7.00,,,,"0,51788095","1,97799279",
15/11/2010 8.00,,,"33,21123123","0,69481882","2,59676915",
15/11/2010 9.00,,,,"0,67244732","3,31298632",
15/11/2010 10.00,,,"69,35285187","0,57254974","3,40998676",
15/11/2010 11.00,,,,"0,41021747","2,59919165",
15/11/2010 12.00,,,"50,79365158","0,33079709","1,93042872",
15/11/2010 13.00,,,,"0,2952343","1,32992887",
15/11/2010 14.00,,,"37,11843109","0,26468451","0,92144878",
15/11/2010 15.00,,,,"0,24570899","0,85296502",
15/11/2010 16.00,,,"38,58362961","0,32557673","0,87344333",
15/11/2010 17.00,,,,"0,44473176","1,29722825",
15/11/2010 18.00,,,"65,93405151","0,7562283","1,90664618",
15/11/2010 19.00,,,,"1,08968625","3,35933915",
15/11/2010 20.00,,,"82,53968048","1,33610588","4,81841888",
15/11/2010 21.00,,,,"1,04567721","5,3325978",
15/11/2010 22.00,,,"76,19046021","0,67902608","3,92317412",
15/11/2010 23.00,,,,"0,37143346","2,67428083",
16/11/2010 0.00,,,"61,53845978","0,37668644","1,36251965",
16/11/2010 1.00,,,,"0,3100566","1,53802232",
16/11/2010 2.00,,,"43,46763992","0,2906244","1,0548924",
16/11/2010 3.00,,,,,"0,79240775",
16/11/2010 4.00,,,"36,63003159","0,17102317","0,61844584",
16/11/2010 5.00,,,,"0,16408326","0,47861546",
16/11/2010 6.00,,,"24,42000961","0,17266698","0,49358976",
16/11/2010 7.00,,,,"0,19674986","0,50878374",
16/11/2010 8.00,,,"23,93161964","0,24178294","0,62185889",
16/11/2010 9.00,,,,"0,27447633","0,8202644",
16/11/2010 10.00,,,"21,0012207","0,22489976","0,99576809",
16/11/2010 11.00,,,,"0,2086282","0,66006453",
16/11/2010 12.00,,,"21,97801971","0,17999017","0,56108297",
16/11/2010 13.00,,,,"0,16384211","0,46474256",
16/11/2010 14.00,,,"15,62880993","0,16937236","0,4977737",
16/11/2010 15.00,,,,"0,17236758","0,62538279",
16/11/2010 16.00,,,"18,07081032","0,18234347","0,57132212",
16/11/2010 17.00,,,,"0,1895688","0,5524944",
16/11/2010 18.00,,,"17,09399986","0,2329068","0,63595247",
16/11/2010 19.00,,,,"0,25378477","0,88841764",
16/11/2010 20.00,,,"18,55920982","0,33032876","0,93642207",
16/11/2010 21.00,,,,"0,33353834","1,45203294",
16/11/2010 22.00,,,"25,39682007","0,53908744","1,13956172",
16/11/2010 23.00,,,,"0,40201238","2,39473092",
17/11/2010 0.00,,,"31,74603081","0,33962779","2,04185226",
17/11/2010 1.00,,,,"0,33330534","1,57050327",
17/11/2010 2.00,,,"14,65200996","0,40932858","1,63326132",
17/11/2010 3.00,,,,"0,40596988","1,66254889",
17/11/2010 4.00,,,"21,48962021","0,28639428","1,58151331",
17/11/2010 5.00,,,,"0,22923472","1,2165232",
17/11/2010 6.00,,,"9,27960968","0,24881371","0,96416787",
17/11/2010 7.00,,,,"0,21056443","0,87839816",
17/11/2010 8.00,,,"12,21000957","0,26145396","0,83898127",
17/11/2010 9.00,,,,"0,3886708","1,24217702",
17/11/2010 10.00,,,"12,21000957","0,40801562","1,59967998",
17/11/2010 11.00,,,,"0,2228412","1,77980797",
17/11/2010 12.00,,,"15,62880993","0,16453179","0,85362505",
17/11/2010 13.00,,,,"0,14252144","0,42873974",
17/11/2010 14.00,,,"7,32600689","0,16990593","0,43875923",
17/11/2010 15.00,,,,"0,18326499","0,43710762",
17/11/2010 16.00,,,"9,27960968","0,21410603","0,50371908",
17/11/2010 17.00,,,,"0,32654717","0,6177858",
17/11/2010 18.00,,,"17,58241081","0,42777868","1,1346069",
17/11/2010 19.00,,,,"0,42446426","2,78328289",
17/11/2010 20.00,,,"32,23442078","0,29761673","1,76109008",
17/11/2010 21.00,,,,"0,29023412","0,87729776",
17/11/2010 22.00,,,"23,44322014","0,42103916","0,95921406",
17/11/2010 23.00,,,,"0,44984029","1,42087409",
18/11/2010 0.00,,,"26,86202049","0,32594254","1,33983851",
18/11/2010 1.00,,,,"0,29363359","1,50146829",
18/11/2010 2.00,,,"24,42000961","0,22100167","0,95877268",
18/11/2010 3.00,"8,58597175","6,86185061",,,"1,05390185",
18/11/2010 4.00,"8,11906135","6,45821211","14,65200996","0,20344628","1,11820167",
18/11/2010 5.00,"9,81420805","8,59321058",,"0,14867264","1,1547557",
18/11/2010 6.00,"11,50027466","10,28044351","10,7448101","0,18113187","0,48621245",
18/11/2010 7.00,"9,74287324","7,57178768",,"0,16784039","0,76488265",
18/11/2010 8.00,"22,46749136","18,0118679","11,72161007","0,20932021","1,14264425",
18/11/2010 9.00,"45,69112136","29,60705232",,"0,2101462","1,33752586",
18/11/2010 10.00,"38,75100112","24,85424096","21,0012207","0,23626084","1,17369326",
18/11/2010 11.00,"35,0014544","23,53689208",,"0,20699021","1,0159169",
18/11/2010 12.00,"19,29898232","12,82557172","9,76801014","0,18744268","0,68439727",
18/11/2010 13.00,"16,60386918","11,30056817",,"0,20036952","0,53014379",
18/11/2010 14.00,"25,35585416","16,91905665","15,62880993","0,24903739","0,46265059",
18/11/2010 15.00,"24,54394248","18,12478488",,"0,22174377","0,47575362",
18/11/2010 16.00,"19,41829112","12,97222977","14,65200996","0,25876398","0,53014379",
18/11/2010 17.00,"26,43232928","18,87884326",,"0,22684647","0,72315412",
18/11/2010 18.00,"45,23847448","37,46177776","24,90842056","0,30403937","0,82411781",
18/11/2010 19.00,"63,80724488","48,68835344",,"0,4870166","1,3439116",
18/11/2010 20.00,"54,01250864","43,15424152","34,67642975","0,40454392","1,94265001",
18/11/2010 21.00,"73,53974552","61,10641104",,"0,49184436","1,63953723",
18/11/2010 22.00,"55,66355888","45,4813176","52,7472496","0,49507374","2,48633618",
18/11/2010 23.00,"39,60828456","34,45200296",,"0,33085767","2,15250491",
19/11/2010 0.00,"13,93080523","12,15976361","39,07204056","0,24276853","1,21288946",
19/11/2010 1.00,"7,40961566","5,92738355",,"0,26145513","0,57660747",
19/11/2010 2.00,"5,23848039","3,89621242","27,8388195","0,2516866","0,57374462",
19/11/2010 3.00,"3,88573657","2,22585098",,"0,24307842","0,42070239",
19/11/2010 4.00,"3,0764233","1,87282886","22,95482063","0,17894983","0,50316889",
19/11/2010 5.00,"5,32537697","4,29076509",,"0,17563307","0,32216018",
19/11/2010 6.00,"11,23439576","9,60944623","20,51280975","0,16622803","0,3932861",
19/11/2010 7.00,"20,5596404","18,81394807",,"0,17925389","0,44316284",
19/11/2010 8.00,"45,800048","36,28329744","21,48962021","0,234285","0,50338856",
19/11/2010 9.00,"36,45663936","23,8886236",,"0,25525849","0,93972529",
19/11/2010 10.00,"27,12361288","18,04171039","26,86202049","0,19615804","0,64784324",
19/11/2010 11.00,"16,24979546","9,13312688",,"0,21520113","0,59642575",
19/11/2010 12.00,"16,52864537","10,2830381","17,58241081","0,26009907","0,54820063",
19/11/2010 13.00,"17,71408154","11,8132289",,"0,19896453","0,43149174",
19/11/2010 14.00,"17,43652798","10,86448112","18,07081032","0,2035255","0,52353736",
19/11/2010 15.00,"20,93835024","14,39988766",,"0,2091641","0,44965841",
19/11/2010 16.00,"18,24713758","12,51148557","15,14041042","0,22863475","0,48797491",
19/11/2010 17.00,"35,84575536","28,54927656",,"0,297774","0,49502068",
19/11/2010 18.00,"99,76068408","72,65357176","23,93161964","0,42334236","0,94512047",
19/11/2010 19.00,"104,5996884","76,99235864",,"0,46058974","1,47691588",
19/11/2010 20.00,"130,7233444","79,1273552","34,67642975","0,71236838","2,06640467",
19/11/2010 21.00,"153,867875","85,16246848",,"0,66578119","3,45777051",
19/11/2010 22.00,"165,6067902","80,21237696","47,86323166","0,7800141","3,13351938",
19/11/2010 23.00,"167,7480963","76,6691924",,"0,82811928","3,3074813",
20/11/2010 0.00,"120,9311894","61,09082824","59,09645081","0,78846035","3,54299002",
20/11/2010 1.00,"54,31079976","38,91927624",,"0,44217808","2,95162995",
20/11/2010 2.00,,,"34,67642975","0,34098152","1,87152306",
20/11/2010 3.00,"59,5324144","40,26647144",,,"1,55156571",
20/11/2010 4.00,"38,25556368","30,7245016","27,8388195","0,34315774","1,93923696",
20/11/2010 5.00,"14,80756048","13,42389006",,"0,23027623","1,48484339",
20/11/2010 6.00,"18,25362118","16,28439502","24,42000961","0,2420637","1,34523268",
20/11/2010 7.00,"65,63339608","28,48958392",,"0,40467906","1,47713555",
20/11/2010 8.00,"117,629108","49,33988656","14,16361046","0,62049648","2,2120706",
20/11/2010 9.00,"211,4574488","61,15182104",,"1,07154836","2,70367823",
20/11/2010 10.00,"128,4277207","64,54965536","40,53723145","0,72556899","4,7782311",
20/11/2010 11.00,"52,29268376","33,90431056",,"0,30783611","2,90285463",
20/11/2010 12.00,"21,57516096","13,42129547","27,8388195","0,22519217","1,04046931",
20/11/2010 13.00,"14,59744889","9,72365955",,"0,21412933","1,17369326",
20/11/2010 14.00,"17,62847939","10,75156414","21,0012207","0,21236086","0,54082331",
20/11/2010 15.00,"17,13433255","12,39986874",,"0,1763344","0,68736996",
20/11/2010 16.00,"28,47247152","15,92099456","18,07081032","0,20824492","0,53190524",
20/11/2010 17.00,"37,67192568","32,03796912",,"0,37330794","0,64211855",
20/11/2010 18.00,"101,0459878","70,37060552","32,23442078","0,64662859","1,94727431",
20/11/2010 19.00,"90,36280256","67,12464136",,"0,53292459","2,87422709",
20/11/2010 20.00,"61,51160208","51,13097168","41,02563095","0,4988996","2,70268767",
20/11/2010 21.00,"68,42577648","55,26207712",,"0,48458175","2,04383439",
20/11/2010 22.00,"70,52945448","56,37826448","52,2588501","0,66773723","2,50703518",
20/11/2010 23.00,"31,73826312","27,80300384",,"0,39639242","3,13572119",
21/11/2010 0.00,"16,13177153","13,412202","52,2588501","0,26584252","1,75316359",
21/11/2010 1.00,"14,89705164","10,20516234",,"0,20425246","1,14022175",
21/11/2010 2.00,"9,72471689","7,09027534","25,88521957","0,18919367","0,64949485",
21/11/2010 3.00,"8,15667422","6,72557472",,"0,18546101","0,63297978",
21/11/2010 4.00,"4,51347102","3,01625457","22,95482063","0,20378064","0,38877266",
21/11/2010 5.00,"4,32151961","2,34914821",,"0,19980449","0,50283836",
21/11/2010 6.00,"3,71712876","2,67231827","10,25640965","0,21201253","0,38789092",
21/11/2010 7.00,"4,54200571","3,35889262",,"0,21100946","0,28560614",
21/11/2010 8.00,"6,6716372","5,05261678","12,21000957","0,22969024","0,35122705",
21/11/2010 9.00,"9,15015515","6,6399133",,"0,25123225","0,41849957",
21/11/2010 10.00,"8,43292954","5,61199915","8,79120922","0,2889666","0,38051462",
21/11/2010 11.00,"8,04513387","4,40368016",,"0,27452526","0,34814453",
21/11/2010 12.00,"6,03871358","2,80599958","12,21000957","0,26388881","0,34539151",
21/11/2010 13.00,"8,0360557","3,74565962",,"0,29199327","0,35618188",
21/11/2010 14.00,"6,95308169","3,76772219","14,16361046","0,33487343","0,43050119",
21/11/2010 15.00,"5,90772054","4,25053087",,"0,25908668","0,39152466",
21/11/2010 16.00,"5,83638574","3,43936105","23,93161964","0,25558353","0,38535859",
21/11/2010 17.00,"7,06202745","3,31606382",,"0,21548889","0,29793727",
21/11/2010 18.00,"12,65847248","8,41410398","18,07081032","0,24949291","0,32403146",
21/11/2010 19.00,"10,76877978","7,57048752",,"0,21788413","0,52651005",
21/11/2010 20.00,"11,44580178","7,87029677","24,42000961","0,25625107","0,4343546",
21/11/2010 21.00,"9,01267662","5,72231773",,"0,24680176","0,55227473",
21/11/2010 22.00,"8,78311234","5,30310599","20,51280975","0,25372069","0,32160998",
21/11/2010 23.00,"5,82990023","2,96693453",,"0,21149993","0,29936921",
22/11/2010 0.00,"3,05826694","1,1031915","19,04759979","0,22838311","0,24508785",
22/11/2010 1.00,,,,"0,22128476","0,18739445",
22/11/2010 2.00,,,"23,44322014","0,23646122","0,17165028",
22/11/2010 3.00,,,,,"0,14324343",
22/11/2010 4.00,,,"18,07081032","0,10917798","0,13817877",
22/11/2010 5.00,,,,"0,10511562","0,13135267",
22/11/2010 6.00,,,"21,48962021","0,11970958","0,17054887",
22/11/2010 7.00,,,,"0,10083774","0,15964866",
22/11/2010 8.00,,,"24,42000961","0,12097593","0,14258238",
22/11/2010 9.00,,,,"0,11210912","0,21414969",
22/11/2010 10.00,,,"25,88521957","0,11944629","0,2250499",
22/11/2010 11.00,,,,"0,13828434","0,25587822",
22/11/2010 12.00,,,"24,42000961","0,13997359","0,29023044",
22/11/2010 13.00,,,,"0,09518982","0,25290553",
22/11/2010 14.00,,,"11,72161007","0,10276116","0,50129659",
22/11/2010 15.00,,,,"0,0704161","0,72876898",
22/11/2010 16.00,,,"8,79120922","0,08296082","0,4504293",
22/11/2010 17.00,,,,"0,14987842","0,61051832",
22/11/2010 18.00,,,"18,07081032","0,29985702","0,9223295",
22/11/2010 19.00,,,,"0,26768904","2,21658506",
22/11/2010 20.00,,,"21,97801971","0,35772956","1,50157914",
22/11/2010 21.00,,,,"0,29076187","2,38449074",
22/11/2010 22.00,,,"27,8388195","0,1626107","1,16847605",
22/11/2010 23.00,,,,"0,14486076","0,92926544",
23/11/2010 0.00,,,"18,07081032","0,10853723","0,87630619",
23/11/2010 1.00,,,,"0,07418604","0,88962889",
23/11/2010 2.00,,,"16,11721039","0,13808512","0,62362135",
23/11/2010 3.00,,,,"0,06702245","0,63947536",
23/11/2010 4.00,,,"12,21000957","0,06530641","0,59477414",
23/11/2010 5.00,,,,"0,09364387","0,43787749",
23/11/2010 6.00,,,"14,16361046","0,06760379","0,33746399",
23/11/2010 7.00,,,,"0,08492501","0,33041822",
23/11/2010 8.00,,,"16,60560989","0,15249617","0,32006821",
23/11/2010 9.00,,,,"0,23704605","0,89667568",
23/11/2010 10.00,,,"15,14041042","0,25424378","1,18723563",
23/11/2010 11.00,,,,"0,16067797","1,33334192",
23/11/2010 12.00,,,"6,34920597","0,10132588","0,37192605",
23/11/2010 13.00,,,,"0,10589617","0,30410334",
23/11/2010 14.00,,,"11,72161007","0,12910763","0,4550536",
23/11/2010 15.00,,,,"0,09994302","0,56669783",
23/11/2010 16.00,,,"5,37240601","0,0881241","0,5658171",
23/11/2010 17.00,,,,"0,11958259","0,47090863",
23/11/2010 18.00,,,"11,72161007","0,15307285","0,76961678",
23/11/2010 19.00,,,,"0,13530194","0,76411176",
23/11/2010 20.00,,,"14,16361046","0,14689718","0,81663066",
