 Brindisi,,,,
,Casale,,,,
Parm,SO2,NO2,NOX,PM10



26/07/2010 17.00,"2,82254824","2,93571922","3,60299574",
26/07/2010 18.00,"2,71475641","3,04017178","3,9064875","18,80340958"
26/07/2010 19.00,"2,50264784","1,77375858","2,33131116",
26/07/2010 20.00,"2,50264784","2,49000907","2,78265979","18,80340958"
26/07/2010 21.00,"2,49395554","2,67945194","2,91754374",
26/07/2010 22.00,"2,08277939","2,35960494","2,56800911","10,50061035"
26/07/2010 23.00,"1,92369821","4,67509238","5,49398478",
27/07/2010 0.00,"2,21578163","8,56386521","9,26493825","16,60560989"
27/07/2010 1.00,"1,45949568","8,17589555","8,30517734",
27/07/2010 2.00,"1,54294765","5,66836874","5,77218651","13,18680954"
27/07/2010 3.00,"1,69159746","4,53106142","4,65743698",
27/07/2010 4.00,"1,79591216","3,62342355","4,23851395","10,7448101"
27/07/2010 5.00,"1,6255311","4,03085546","3,97328131",
27/07/2010 6.00,"1,90283548","8,63847527","9,07039225","10,50061035"
27/07/2010 7.00,"2,26185377","12,95284209","14,16815135",
27/07/2010 8.00,"2,36182283","12,51362127","15,50662974","8,54700947"
27/07/2010 9.00,"2,56175995","6,88223253","8,35900206",
27/07/2010 10.00,,"7,73083549","9,51395713","16,60560989"
27/07/2010 11.00,,"7,36946366","9,66894576",
27/07/2010 12.00,"0,76266661","10,58156057","14,1973323","16,60560989"
27/07/2010 13.00,"0,82422663","13,2285697","17,88593019",
27/07/2010 14.00,"1,02305522","8,89344238","11,34398969","23,19902039"
27/07/2010 15.00,"1,82256468","3,33925829","4,31892502",
27/07/2010 16.00,"1,19871959","2,72356752","3,04724235","27,8388195"
27/07/2010 17.00,"0,76437618","4,99039839","5,85778675",
27/07/2010 18.00,"1,12176931","18,64586798","20,76454944","21,73381996"
27/07/2010 19.00,"0,71136608","10,15920933","10,71819782",
27/07/2010 20.00,"0,76266661","17,3353392","17,99422587","19,04759979"
27/07/2010 21.00,"0,73359566","24,1014292","24,9829568",
27/07/2010 22.00,"0,76173402","25,45671216","26,02054184","16,60560989"
27/07/2010 23.00,"0,41040323","19,15189216","19,75226016",
28/07/2010 0.00,"0,12654124","16,40499059","17,43652606","19,29179955"
28/07/2010 1.00,,,,
28/07/2010 2.00,,,,"23,19902039"
28/07/2010 3.00,,,,
28/07/2010 4.00,,,,"13,18680954"
28/07/2010 5.00,,,,
28/07/2010 6.00,,,,"11,23320961"
28/07/2010 7.00,,,,
28/07/2010 8.00,,,,"13,67521"
28/07/2010 9.00,,,,
28/07/2010 10.00,,,,"20,26861954"
28/07/2010 11.00,,,,
28/07/2010 12.00,,,,"16,11721039"
28/07/2010 13.00,,,,
28/07/2010 14.00,,,,"24,66422081"
28/07/2010 15.00,,,,
28/07/2010 16.00,,,,"12,21000957"
28/07/2010 17.00,,,,
28/07/2010 18.00,,,,"7,08180714"
28/07/2010 19.00,,,,
28/07/2010 20.00,,,,"4,1514039"
28/07/2010 21.00,,,,
28/07/2010 22.00,,,,"2,686203"
28/07/2010 23.00,,,,
29/07/2010 0.00,,,,"7,08180714"
29/07/2010 1.00,,,,
29/07/2010 2.00,,,,"21,97801971"
29/07/2010 3.00,,,,
29/07/2010 4.00,,,,"11,96580982"
29/07/2010 5.00,,,,
29/07/2010 6.00,,,,"24,90842056"
29/07/2010 7.00,,,,
29/07/2010 8.00,,,,"25,15262032"
29/07/2010 9.00,,,,
29/07/2010 10.00,,"10,28247023","13,84909591","23,44322014"
29/07/2010 11.00,,"3,9977683","3,32609226",
29/07/2010 12.00,"6,35083854","4,33188838","4,6113941","12,94260979"
29/07/2010 13.00,"4,58833076","3,55919374","5,32213613",
29/07/2010 14.00,"5,02600688","4,12038677","5,66388892","35,40903091"
29/07/2010 15.00,"4,12159793","4,19888966","5,8953977",
29/07/2010 16.00,"5,31204017","4,69131188","6,17684219","28,57142067"
29/07/2010 17.00,"6,03665673","5,2317425","6,68071729",
29/07/2010 18.00,"9,97573876","15,51421274","18,14986267","32,23442078"
29/07/2010 19.00,"7,90812895","12,0731003","13,66622076",
29/07/2010 20.00,"6,1020356","10,56858382","11,75448079","18,55920982"
29/07/2010 21.00,"6,09658753","31,26393416","32,55080576",
29/07/2010 22.00,"5,55448686","11,2835399","12,45614464","14,16361046"
29/07/2010 23.00,"4,17063259","6,86277028","6,61456974",
30/07/2010 0.00,"4,07528782","6,35412666","6,87461512","24,17580986"
30/07/2010 1.00,,"6,94581418","7,41156208",
30/07/2010 2.00,"0,55971104",,,"26,86202049"
30/07/2010 3.00,,"2,71448552","3,1237625",
30/07/2010 4.00,,"5,17854302","5,44275465","18,55920982"
30/07/2010 5.00,,"7,56734228","8,24681354",
30/07/2010 6.00,,"16,02415843","16,42618511","22,22220993"
30/07/2010 7.00,,"23,05818464","25,78385536",
30/07/2010 8.00,,"12,42965388","14,58480483","14,16361046"
30/07/2010 9.00,"0,13828149","11,8395342","13,9119988",
30/07/2010 10.00,"0,90431843","8,98362378","10,3816342","24,90842056"
30/07/2010 11.00,"1,54304732","7,3941189","8,63201462",
30/07/2010 12.00,,,,"13,67521"
30/07/2010 13.00,"1,57331324","7,36946366","7,45565854",
30/07/2010 14.00,"0,79759242","5,36149847","5,34807432","10,98900986"
30/07/2010 15.00,"0,86903769","4,27090323","4,15810097",
30/07/2010 16.00,"0,77031343","3,94262239","4,18598558","15,14041042"
30/07/2010 17.00,"0,79369528","4,21251266","4,51801202",
30/07/2010 18.00,"0,33644394","5,96096974","5,88567136","20,02441978"
30/07/2010 19.00,"0,56117246","7,66920026","8,19298883",
30/07/2010 20.00,"0,5546779","10,33956446","10,2084873","25,39682007"
30/07/2010 21.00,"0,09352841","9,68560119","10,05609326",
30/07/2010 22.00,,"9,67586911","9,06001774","27,10622025"
30/07/2010 23.00,,"14,09793698","13,39580278",
31/07/2010 0.00,,"20,29245752","20,04538888","33,94382095"
31/07/2010 1.00,,"12,79778271","12,48338108",
31/07/2010 2.00,,,,"40,04883957"
31/07/2010 3.00,,"6,71939131","6,12431382",
31/07/2010 4.00,,"8,29786586","7,92710802","31,25761986"
31/07/2010 5.00,,"7,20013312","7,12039125",
31/07/2010 6.00,,"3,9147244","3,15035078","27,10622025"
31/07/2010 7.00,,"3,14527442","3,46097621",
31/07/2010 8.00,,"2,84553782","2,64647759","21,73381996"
31/07/2010 9.00,,"3,34834029","3,21520008",
31/07/2010 10.00,,"2,4225365","2,04338308","16,60560989"
31/07/2010 11.00,,"3,72203686","3,79818991",
31/07/2010 12.00,,"2,07284509","1,87153443","11,72161007"
31/07/2010 13.00,,"1,62064753","1,44547774",
31/07/2010 14.00,,"1,4597489","0,95586998","10,01220989"
31/07/2010 15.00,,"1,21905296","0,86962158",
31/07/2010 16.00,,"0,77528923","0,38001382","10,50061035"
31/07/2010 17.00,,"2,64376829","2,07969961",
31/07/2010 18.00,,"1,25668112","0,90982711","13,18680954"
31/07/2010 19.00,,"1,8282544","1,38906035",
31/07/2010 20.00,,"6,73041782","6,38111645","10,50061035"
31/07/2010 21.00,,"5,64306915","5,51862663",
31/07/2010 22.00,,"9,31385294","8,72928762","14,89620972"
31/07/2010 23.00,,"12,76599571","12,42112636",
01/08/2010 0.00,,"9,5701183","9,34210848","14,65200996"
01/08/2010 1.00,,"6,95359984","6,40900106",
01/08/2010 2.00,,,,"10,50061035"
01/08/2010 3.00,,"1,30144869","0,59401442",
01/08/2010 4.00,,"2,27201813","2,36179035","5,61660624"
01/08/2010 5.00,,"1,23267787","1,05444123",
01/08/2010 6.00,,,,
01/08/2010 7.00,,"2,60919742","2,14778975",
01/08/2010 8.00,,"2,55748164","2,14843792","7,57020807"
01/08/2010 9.00,,"1,15806781","0,52722062",
01/08/2010 10.00,,"1,66865594","1,70033395","7,08180714"
01/08/2010 11.00,,"1,54344288","1,48244243",
01/08/2010 12.00,,"3,45538934","3,06669695","4,39560509"
01/08/2010 13.00,,"2,42967209","2,2593301",
01/08/2010 14.00,,"1,91000005","1,75740142","6,34920597"
01/08/2010 15.00,,"2,09490192","1,65947834",
01/08/2010 16.00,,"1,39616917","0,81450053","12,94260979"
01/08/2010 17.00,,"2,05013818","1,88904262",
01/08/2010 18.00,,"4,60696974","5,4978757","15,87300968"
01/08/2010 19.00,,"3,04147002","2,65879852",
01/08/2010 20.00,,"1,92492321","2,44868884","16,36141014"
01/08/2010 21.00,,"2,71773018","2,25803185",
01/08/2010 22.00,,"1,76727116","1,33653198","13,67521"
01/08/2010 23.00,,"2,68658753","2,4947298",
02/08/2010 0.00,,"2,07154684","1,61343738","20,51280975"
02/08/2010 1.00,,"0,93359136","1,38322302",
02/08/2010 2.00,"0,12349126",,,"19,04759979"
02/08/2010 3.00,"0,0214048","2,80985608","2,81508349",
02/08/2010 4.00,,"2,87797873","2,88447188","11,96580982"
02/08/2010 5.00,"0,13172489","1,0685365","1,04471298",
02/08/2010 6.00,,"1,73937317","1,3598775","18,80340958"
02/08/2010 7.00,,"5,41015696","5,99720979",
02/08/2010 8.00,,"3,57216857","4,32930145","15,38461018"
02/08/2010 9.00,,"3,60720406","3,50637091",
02/08/2010 10.00,,"3,11413176","2,91495107","29,05982971"
02/08/2010 11.00,,"4,19953783","5,35974708",
02/08/2010 12.00,,"6,98603883","8,32203736","21,97801971"
02/08/2010 13.00,"0,18276812","4,40000912","4,3928525",
02/08/2010 14.00,"0,74095061","1,49608073","1,08880943","31,50181961"
02/08/2010 15.00,"1,00439937","0,88623112","0,95586998",
02/08/2010 16.00,"0,75082974","1,48440223","1,83197706","31,01342964"
02/08/2010 17.00,"0,7821147","2,73265143","2,89095738",
02/08/2010 18.00,"1,08837408","3,36326345","3,2061219","20,26861954"
02/08/2010 19.00,"0,94512353","4,44477669","4,84160655",
02/08/2010 20.00,"0,85126968","2,28240029","2,41691331","22,71062088"
02/08/2010 21.00,"0,8660894","3,22961465","3,32868493",
02/08/2010 22.00,"1,08014146","2,96491354","2,52326449","19,53602028"
02/08/2010 23.00,"1,08014146","7,2883681","7,50040507",
03/08/2010 0.00,"0,95994223","15,47593641","15,69858116","25,88521957"
03/08/2010 1.00,,"7,62638102","7,3895129",
03/08/2010 2.00,,,,"21,97801971"
03/08/2010 3.00,,"7,44796847","7,67549647",
03/08/2010 4.00,,"6,79205305","6,8642387","16,60560989"
03/08/2010 5.00,,"8,92523512","9,0866041",
03/08/2010 6.00,,"17,99189897","18,04221325","9,27960968"
03/08/2010 7.00,,"27,30054936","31,5676936",
03/08/2010 8.00,,"20,84974816","28,4432944","13,18680954"
03/08/2010 9.00,,"4,38508787","5,18595393",
03/08/2010 10.00,,"5,4029296","5,88294294","28,81562042"
03/08/2010 11.00,,"8,87333197","10,43545891",
03/08/2010 12.00,"0,27666061","10,48748252","12,62410237","15,38461018"
03/08/2010 13.00,"0,09683162","5,47179028","5,66583342",
03/08/2010 14.00,"0,75883862","4,53949717","5,5841241","13,91940975"
03/08/2010 15.00,"0,52367771","8,72411375","11,1598182",
03/08/2010 16.00,"1,86745405","14,13427071","17,78606261","13,43101025"
03/08/2010 17.00,"1,7909726","7,25268444","8,23514078",
03/08/2010 18.00,"1,01178482","8,35106534","10,08203145","21,97801971"
03/08/2010 19.00,"1,44653605","5,9642125","6,5289695",
03/08/2010 20.00,"1,3595856","19,17005616","20,0414884","17,33819962"
03/08/2010 21.00,"1,14616307","36,88234616","38,28212136",
03/08/2010 22.00,"0,66991214","20,45140208","20,75288624","15,14041042"
03/08/2010 23.00,"0,84183701","15,52394673","15,57861081",
04/08/2010 0.00,"0,73710126","35,90527592","37,16931824","19,78022003"
04/08/2010 1.00,,"12,8808247","13,08323093",
04/08/2010 2.00,"0,15668207",,,"22,95482063"
04/08/2010 3.00,"0,15766754","4,86907626","4,83576922",
04/08/2010 4.00,"0,20201078","2,34987286","2,87215095","21,97801971"
04/08/2010 5.00,"0,19415954","2,27591096","2,16464977",
04/08/2010 6.00,"0,04237331","7,99034551","8,49842701","19,04759979"
04/08/2010 7.00,"0,15372565","12,64727007","13,7952712",
04/08/2010 8.00,"0,27102236","10,57572323","12,96780158","11,96580982"
04/08/2010 9.00,"0,56858741","7,17223704","8,60283368",
04/08/2010 10.00,"0,63559652","9,22107697","11,32129234","19,78022003"
04/08/2010 11.00,"0,38037224","8,31343718","10,32586498",
04/08/2010 12.00,"0,39515332","4,45191227","5,32667522","16,11721039"
04/08/2010 13.00,"0,15474265","5,2272015","6,1009683",
04/08/2010 14.00,"0,28380097","5,63722799","6,9031479","16,60560989"
04/08/2010 15.00,"0,14190099","2,88381606","3,9564213",
04/08/2010 16.00,"0,10346958","1,2203493","1,66401934","26,12940979"
04/08/2010 17.00,"0,28478644","1,70952876","2,0148503",
04/08/2010 18.00,"0,01970844","2,21103489","2,42534332","36,14162064"
04/08/2010 19.00,"0,05025607","1,68357718","2,19577713",
04/08/2010 20.00,"0,18920065","2,06246484","2,30926389","30,52503014"
04/08/2010 21.00,"0,17540504","2,02613302","2,11860881",
04/08/2010 22.00,"0,11233782","3,08169468","3,6451477","21,48962021"
04/08/2010 23.00,"0,02167939","3,10634801","3,01741133",
05/08/2010 0.00,"0,11825066","2,09685025","1,97983202","27,10622025"
05/08/2010 1.00,,"0,58649453","0,65432464",
05/08/2010 2.00,,,,"15,87300968"
05/08/2010 3.00,,"1,50711106","2,047274",
05/08/2010 4.00,,"1,8263099","1,76064226","10,7448101"
05/08/2010 5.00,,"2,83840224","3,14645986",
05/08/2010 6.00,,"5,63528349","6,07243552","18,07081032"
05/08/2010 7.00,,"5,2135785","5,92263414",
05/08/2010 8.00,,"6,92894651","7,70338108","12,45421028"
05/08/2010 9.00,,"10,35578778","12,86988041",
05/08/2010 10.00,,"9,71868835","11,83359744","14,40781021"
05/08/2010 11.00,,"5,72611114","7,2014524",
05/08/2010 12.00,,"5,19411434","6,20083588","53,23564148"
05/08/2010 13.00,,"2,36162401","3,18099631",
05/08/2010 14.00,,"1,93076246","2,93181109","32,23442078"
05/08/2010 15.00,,"4,19369858","4,56210848",
05/08/2010 16.00,,"3,29579088","4,18274282","21,24542046"
05/08/2010 17.00,,"4,0665372","4,63214504",
05/08/2010 18.00,,"8,53921188","9,10735503","19,78022003"
05/08/2010 19.00,,"8,39323642","9,33886573",
05/08/2010 20.00,,"12,59407058","13,72264006","20,02441978"
05/08/2010 21.00,,"20,34953072","20,97985976",
05/08/2010 22.00,,"8,10972123","9,02499754","24,66422081"
05/08/2010 23.00,,"6,11862179","6,62235158",
06/08/2010 0.00,,"5,02089097","5,7592155","19,29179955"
06/08/2010 1.00,,"4,16450426","4,4706709",
06/08/2010 2.00,,,,"16,60560989"
06/08/2010 3.00,,"7,51479096","8,20141884",
06/08/2010 4.00,,"5,78060887","6,68525638","15,62880993"
06/08/2010 5.00,,"4,17099167","5,14315381",
06/08/2010 6.00,,"3,46771601","3,86952472","16,60560989"
06/08/2010 7.00,,"3,02330411","3,74825612",
06/08/2010 8.00,,"13,69699249","15,47550238","14,65200996"
06/08/2010 9.00,,"10,00025903","12,681818",
06/08/2010 10.00,,"6,65775608","8,66768107","14,89620972"
06/08/2010 11.00,"0,34877201","2,86370374","4,16069364",
06/08/2010 12.00,"3,56527656",,,"19,04759979"
06/08/2010 13.00,"3,6636347","4,94563274","6,74167376",
06/08/2010 14.00,"3,2485431","4,20602525","5,67102259","21,0012207"
06/08/2010 15.00,"3,47955058","8,49120156","10,18773637",
06/08/2010 16.00,"5,60644438","19,61513152","22,7534692","21,73381996"
06/08/2010 17.00,"6,15779465","27,05531624","31,93410928",
06/08/2010 18.00,"3,58242115","16,05529344","18,9838178","23,44322014"
06/08/2010 19.00,"3,56256931","8,96675611","10,29214304",
06/08/2010 20.00,"3,2485431","12,22167034","13,49891311","25,88521957"
06/08/2010 21.00,"3,17815856","15,75231601","16,74199589",
06/08/2010 22.00,"2,89481321","19,09027605","20,40788496","16,11721039"
06/08/2010 23.00,"2,580787","23,38322464","24,93368456",
07/08/2010 0.00,"2,60424919","28,26333696","29,72989832","27,35042"
07/08/2010 1.00,,"12,5518976","13,26869875",
07/08/2010 2.00,"3,32614732",,,"28,08300972"
07/08/2010 3.00,"2,75223794","5,53731643","6,68136546",
07/08/2010 4.00,"2,34436501","6,11083613","6,8921233","19,29179955"
07/08/2010 5.00,"2,22344778","4,40649845","5,13926289",
07/08/2010 6.00,"2,08448185","5,5035811","6,60289698","18,80340958"
07/08/2010 7.00,"1,9798061","6,2795185","7,86874614",
07/08/2010 8.00,,,,
07/08/2010 9.00,"1,98480364","3,53445054","4,45319522",
07/08/2010 10.00,"1,96536877","5,00012856","6,34285542","20,26861954"
07/08/2010 11.00,"1,94912627","4,79381802","5,58996144",
07/08/2010 12.00,"1,94912627","3,61693614","5,18335934","21,73381996"
07/08/2010 13.00,"1,94912627","1,82306523","3,29561306",
07/08/2010 14.00,"1,94912627","1,10357007","2,60756839","14,40781021"
07/08/2010 15.00,"1,94912627","0,92905036","2,14584525",
07/08/2010 16.00,"2,00507347","0,9809516","1,21915621","14,16361046"
07/08/2010 17.00,"2,05019166","2,42318467","3,55500837",
07/08/2010 18.00,"2,02492531","1,55317305","3,47718997","8,05860806"
07/08/2010 19.00,"1,94912627","2,26358621","3,44800711",
07/08/2010 20.00,"1,94912627","4,06264628","4,50374468","8,30280876"
07/08/2010 21.00,"1,98522061","11,88949667","13,27129334",
07/08/2010 22.00,"1,95634493","10,9565573","12,23501037","6,83760691"
07/08/2010 23.00,"1,94912627","6,62661534","7,70597566",
08/08/2010 0.00,"1,94912627","5,15778252","6,67877087","11,96580982"
08/08/2010 1.00,,"11,06554704","11,99766425",
08/08/2010 2.00,"2,97241743",,,"10,50061035"
08/08/2010 3.00,"2,67102439","4,10546361","5,10554094",
08/08/2010 4.00,"2,0592155","2,39593676","3,59715841","7,08180714"
08/08/2010 5.00,"2,29563749","7,4012564","8,95625923",
08/08/2010 6.00,"1,9635636","6,75766764","8,00363009","9,03540897"
08/08/2010 7.00,"1,94912627","6,80892071","8,388183",
08/08/2010 8.00,"2,15847673","4,60891615","6,438182","14,89620972"
08/08/2010 9.00,"2,64936738","1,59923695","3,46421896",
08/08/2010 10.00,"2,54559473","3,17187416","4,53552021","14,89620972"
08/08/2010 11.00,"2,83706083","1,73937317","2,66593219",
08/08/2010 12.00,"3,09333466","1,44807041","2,6938168","11,47741032"
08/08/2010 13.00,"2,97422159","1,78997807","3,36240687",
08/08/2010 14.00,"3,19259589","1,08800066","2,57125186","10,50061035"
08/08/2010 15.00,"3,01573146","2,12799099","3,31376942",
08/08/2010 16.00,"3,00309828","1,91973404","3,18147814","15,62880993"
08/08/2010 17.00,"2,45174801","1,37800326","2,56930736",
08/08/2010 18.00,"2,70170525","2,38879926","3,90778384","19,29179955"
08/08/2010 19.00,"2,55371649","3,20690774","5,15547474",
08/08/2010 20.00,"2,55010614","2,31224278","4,12437902","28,57142067"
08/08/2010 21.00,"2,43009099","2,72940868","4,24110662",
08/08/2010 22.00,"1,99965896","2,26682896","3,45449262","17,33819962"
08/08/2010 23.00,"1,97619677","2,47833058","3,98884499",
09/08/2010 0.00,"1,94912627","1,94179087","2,8624227","19,53602028"
09/08/2010 1.00,,"1,26706328","2,29564471",
09/08/2010 2.00,"3,41457953",,,"16,11721039"
09/08/2010 3.00,"2,65658706","5,70729706","6,48552121",
09/08/2010 4.00,"2,11155337","4,8885385","6,13404207","9,03540897"
09/08/2010 5.00,"2,30285615","5,09095812","6,52443041",
09/08/2010 6.00,"2,09350569","4,30853139","5,58152952","13,18680954"
09/08/2010 7.00,"2,23698303","4,75878445","6,28773246",
09/08/2010 8.00,"2,25412863","5,74492522","8,67870566","9,27960968"
09/08/2010 9.00,"3,00129311","6,58184777","9,36026483",
09/08/2010 10.00,"2,87496137","4,94757915","7,89987158","9,52380943"
09/08/2010 11.00,"2,7937468","9,02968768","13,18050393",
09/08/2010 12.00,"3,2485431","9,88647018","13,93917979","14,16361046"
09/08/2010 13.00,"3,2485431","9,18409698","13,13057205",
09/08/2010 14.00,"3,31892865","6,0193584","8,38688666","12,45421028"
09/08/2010 15.00,"4,86469339",,,
09/08/2010 16.00,"2,87676553",,,"24,66422081"
09/08/2010 17.00,"2,41294539",,,
09/08/2010 18.00,"1,86610754",,,"18,31501007"
09/08/2010 19.00,"1,66939025",,,
09/08/2010 20.00,"1,032315",,,"16,60560989"
09/08/2010 21.00,"1,39867807",,,
09/08/2010 22.00,"0,91139675",,,"24,66422081"
09/08/2010 23.00,"1,12977106",,,
10/08/2010 0.00,"1,11713789",,,"19,78022003"
10/08/2010 1.00,,,,
10/08/2010 2.00,,,,"15,14041042"
10/08/2010 3.00,,,,
10/08/2010 4.00,,,,"8,79120922"
10/08/2010 5.00,,,,
10/08/2010 6.00,,,,"9,52380943"
10/08/2010 7.00,,,,
10/08/2010 8.00,,,,"16,84980965"
10/08/2010 9.00,,,,
10/08/2010 10.00,,,,"12,45421028"
10/08/2010 11.00,,,,
10/08/2010 12.00,,,,"20,26861954"
10/08/2010 13.00,,,,
10/08/2010 14.00,,,,"32,23442078"
10/08/2010 15.00,,,,
10/08/2010 16.00,,,,"37,85102081"
10/08/2010 17.00,,,,
10/08/2010 18.00,,,,"31,50181961"
10/08/2010 19.00,,,,
10/08/2010 20.00,,,,"26,12940979"
10/08/2010 21.00,,,,
10/08/2010 22.00,,,,"29,05982971"
10/08/2010 23.00,,,,
11/08/2010 0.00,,,,"24,90842056"
11/08/2010 1.00,,,,
11/08/2010 2.00,,,,"21,48962021"
11/08/2010 3.00,,,,
11/08/2010 4.00,,,,"11,47741032"
11/08/2010 5.00,,,,
11/08/2010 6.00,,,,"17,82661057"
11/08/2010 7.00,,,,
11/08/2010 8.00,,,,"17,58241081"
11/08/2010 9.00,,,,
11/08/2010 10.00,,,,"20,75702095"
11/08/2010 11.00,,,,
11/08/2010 12.00,,,,"19,53602028"
11/08/2010 13.00,,,,
11/08/2010 14.00,,,,
11/08/2010 15.00,,,,
11/08/2010 16.00,,,,
11/08/2010 17.00,,,,
11/08/2010 18.00,"1,57915285",,,
11/08/2010 19.00,"1,07923837","5,2728027","5,62111366",
11/08/2010 20.00,"0,64970842","5,8649491","6,50367947",
