,Comune Bari,,,,
30/06/2010 20.00,"0,180607","33,40202816","1,25713913","0,56926327","8,92402744"
30/06/2010 21.00,"0,24381965","27,01260216","1,11260817","0,54473653","8,92470646"
30/06/2010 22.00,,"14,53227454","1,13840031","0,54738341","8,92429829"
30/06/2010 23.00,"0,10475202","10,08836017","0,99257166","0,52941212","8,92592621"
01/07/2010 0.00,"0,08849731","24,18582488","1,13434553","0,55271561","8,92253494"
01/07/2010 1.00,"0,06140646","13,53939971","1,26589855","0,53265082",
01/07/2010 2.00,,"7,76776577","1,74004327","0,53158368",
01/07/2010 3.00,"0,0903035",,,"0,5154694",
01/07/2010 4.00,"0,2311763","25,79389336","0,5799056","0,51740563",
01/07/2010 5.00,,"52,42623696","0,61445716","0,55046367",
01/07/2010 6.00,,"61,4594236","0,91406129",,"10,84127045"
01/07/2010 7.00,,"29,36824352","1,13515608","0,57104106","10,84099007"
01/07/2010 8.00,,"30,98667504","1,45438831","0,62823208","10,84140015"
01/07/2010 9.00,,"20,5115536","1,43265197","0,61053806","10,83963966"
01/07/2010 10.00,,"15,85609746","1,24335166","0,61306611","10,8401804"
01/07/2010 11.00,,"17,79901067","1,156568","0,60228287","10,84004021"
01/07/2010 12.00,,"6,76710527","1,10660685","0,57333145","10,84181023"
01/07/2010 13.00,,"4,17136069","0,47479357","0,56559119","10,84193993"
01/07/2010 14.00,,"2,18821134","1,19501263","0,54094445","10,84167004"
01/07/2010 15.00,,"0,51006424",,"0,54106328","10,84208012"
01/07/2010 16.00,,"0,4179154",,"0,52680485","10,84288979"
01/07/2010 17.00,,"1,61455207",,"0,54619744","10,84181023"
01/07/2010 18.00,,"2,05972303",,"0,54149783","10,84086037"
01/07/2010 19.00,"0,07585498","16,50503982","0,58023003","0,6024017","10,84235001"
01/07/2010 20.00,"0,16796467","27,73421008","1,31147947","0,61958312","10,84099007"
01/07/2010 21.00,"0,11558815","25,64724296","1,15462146","0,59533131","10,84235001"
01/07/2010 22.00,,"15,15524812","1,17408684","0,56748665","10,84154034"
01/07/2010 23.00,"0,05418169","11,09291158","1,1847928","0,57222587","10,84167004"
02/07/2010 0.00,,"8,6360413","1,03507209","0,55591354","10,84181023"
02/07/2010 1.00,,"29,54864072","1,63022558","0,62463805",
02/07/2010 2.00,,"19,76528088","1,6629923","0,57483314",
02/07/2010 3.00,,"8,90859498","1,12785707","0,54584211",
02/07/2010 4.00,,"30,406536","1,00636015","0,56436678",
02/07/2010 5.00,,"26,76989288","1,10287548","0,56006094",
02/07/2010 6.00,,"35,48899528","1,63914772","0,58379898","14,41553974"
02/07/2010 7.00,"0,0903035","29,48894808","1,42486582","0,61831909","14,42123985"
02/07/2010 8.00,"0,16977086","26,69851792","1,31293988","0,6500735","14,4224596"
02/07/2010 9.00,"0,33954071","18,00278398","1,44076254","0,6345522","14,42286968"
02/07/2010 10.00,,"18,89701109","1,32851219","0,60579767","14,41961002"
02/07/2010 11.00,"0,30703128","7,891063","1,1268838","0,64019896","14,42070007"
02/07/2010 12.00,,"2,58146768","1,04512819","0,58075716","14,42111015"
02/07/2010 13.00,,"1,78068002","1,22064205","0,57147561","14,42150974"
02/07/2010 14.00,,"0,51395707","0,64641232","0,552676","14,42191982"
02/07/2010 15.00,"2,15279475",,,"0,55141081","14,4224596"
02/07/2010 16.00,"0,56863419",,,"0,59355469","14,42504025"
02/07/2010 17.00,"0,77984069",,,"0,54197198","14,41948032"
02/07/2010 18.00,"1,63911009",,,"0,56977704","14,42450047"
02/07/2010 19.00,"1,85031658",,"0,75136367","0,61515845","14,42910957"
02/07/2010 20.00,"1,17878741",,"0,99662746","0,61203858","14,4223299"
02/07/2010 21.00,"1,04881379",,"1,42389255","0,70528984","14,42572021"
02/07/2010 22.00,"1,75103094",,"1,27449626","0,75880761","14,42341042"
02/07/2010 23.00,"1,64091526",,"2,53179709","0,70892464","14,42625999"
03/07/2010 0.00,"1,71312226",,"2,60025035","0,5971091","14,42706966"
03/07/2010 1.00,"2,55794925",,"1,33370295","0,63988441",
03/07/2010 2.00,,,"2,14605815","0,59280443",
03/07/2010 3.00,"1,14809842",,"1,55317562","0,58399586",
03/07/2010 4.00,"1,69868086","43,55138304","1,02517668","0,55310938",
03/07/2010 5.00,"1,40624048","40,98289784","1,36484756","0,60868105",
03/07/2010 6.00,"2,41353423","47,78764848","1,56793636",,"14,51729012"
03/07/2010 7.00,"1,6156418","34,07172528","1,59713443","0,66290947","14,51309013"
03/07/2010 8.00,"1,60300557","20,67118648","1,35803468","0,6471109","14,51525974"
03/07/2010 9.00,"2,82150683","18,88403052","1,45665927","0,64276778","14,51457977"
03/07/2010 10.00,"2,19691221","9,59906407","1,52332871","0,60587689","14,5137701"
03/07/2010 11.00,"1,4856692","5,64704229","1,19582318","0,61942468","14,52081966"
03/07/2010 12.00,"1,21850126","3,88323376","0,50999296","0,60504858","14,52353001"
03/07/2010 13.00,"0,68055504","2,80859607",,"0,62060948","14,52054977"
03/07/2010 14.00,"0,4512968","1,06165903","0,97424227","0,6033104","14,52204037"
03/07/2010 15.00,"0,65708777","4,09867983",,"0,55362315","14,52068043"
03/07/2010 16.00,"0,21842719","0,39325634",,"0,56175951","14,51865005"
03/07/2010 17.00,"0,60654287","0,98248885",,"0,58660313","14,52272034"
03/07/2010 18.00,"0,24370066","8,51533865","0,46846681","0,61942468","14,52149963"
03/07/2010 19.00,"0,78706139","8,82553197","1,14423992","0,63964675","14,52299023"
03/07/2010 20.00,"0,34479046","18,7425712","1,22047933","0,65516921","14,52258015"
03/07/2010 21.00,"0,05235008","8,37646818","1,20231164","0,65497232","14,52149963"
03/07/2010 22.00,"0,42421918","28,45193664","1,60281234","0,69940542","14,5213604"
03/07/2010 23.00,"0,41699848","32,95555704","1,57345155","0,67645842","14,51959991"
04/07/2010 0.00,"0,11372704","67,59057664","2,5022746","0,76729929","14,51675034"
04/07/2010 1.00,,"44,13672272","2,09982838","0,68558037",
04/07/2010 2.00,"0,47115373","17,89376366","1,45649655","0,63040364",
04/07/2010 3.00,"0,85565905","42,11334872","1,338731","0,65824947",
04/07/2010 4.00,"1,18961846","34,2612236","1,78108227","0,64861259",
04/07/2010 5.00,"1,11380009","33,53439592","2,09009467","0,63060285",
04/07/2010 6.00,"1,08672247","31,4565108","1,5006191","0,6371187","15,14406967"
04/07/2010 7.00,"0,71846474","14,53876387","2,08587819","0,63214182","15,14311981"
04/07/2010 8.00,"0,66791882","12,14548288","1,38771887","0,63309013","15,14393997"
04/07/2010 9.00,"1,69507051","13,07216618","1,88473593","0,68032738","15,14272022"
04/07/2010 10.00,"0,8953729","11,12535822","1,7192802","0,66180388","15,14340019"
04/07/2010 11.00,"2,18066564","39,47216928","1,57150501","0,68380374","15,14379978"
04/07/2010 12.00,"1,01812582","4,23236114","1,39193739","0,61784494","15,14393997"
04/07/2010 13.00,"0,85385286","0,88255243","0,49652991","0,60465248","15,14488983"
04/07/2010 14.00,"0,57043937","2,21416866",,"0,61871286","15,14406967"
04/07/2010 15.00,"0,19676509",,"0,46181665","0,56752626","15,14542961"
04/07/2010 16.00,"1,14087772","4,40238191",,"0,566776","15,14393997"
04/07/2010 17.00,"1,8846149",,,"0,58723456","15,14299011"
04/07/2010 18.00,"1,5723176","1,23038347",,"0,57159444","15,14638042"
04/07/2010 19.00,"0,41880365","11,55884113",,"0,63842233","15,14474964"
04/07/2010 20.00,"0,63903602","13,13965787","1,55009309","0,68704244","15,14379978"
04/07/2010 21.00,"0,68597057","11,45242303","1,10190323","0,72772424","15,14231014"
04/07/2010 22.00,"0,37908878","19,76398072","1,34943798","0,6995627","15,14340019"
04/07/2010 23.00,"0,68416539","56,30038872","1,65958637","0,77196046","15,14461994"
05/07/2010 0.00,"0,45310198","85,11833952","2,05521971","0,791155","15,14420986"
05/07/2010 1.00,"1,24196854","65,17264232","1,8647834","0,74984177",
05/07/2010 2.00,,"64,41856864","3,45510495","0,7571102",
05/07/2010 3.00,"0,16246677",,"2,31021618","0,61385598",
05/07/2010 4.00,"0,58668594","39,80961816","1,39047698","0,6356974",
05/07/2010 5.00,"1,11018974","67,73464584","2,19634371","0,6750744",
05/07/2010 6.00,"0,38450431","92,13463384","3,21389696",,"14,61252975"
05/07/2010 7.00,"0,69860679","90,46557256","2,56164401","0,79510551","14,61334991"
05/07/2010 8.00,"0,63542567","54,51062288","2,65686267","0,804782","14,60723972"
05/07/2010 9.00,"0,96577473","21,4758708","1,61465327","0,69628555","14,60968018"
05/07/2010 10.00,"2,34674276","21,29677376","1,49477948","0,65441895","14,61050034"
05/07/2010 11.00,"1,88280973","7,62759322","1,13337124","0,65813064","14,61713982"
05/07/2010 12.00,"0,25994723","5,98838209","1,04577703","0,63996246","14,61701012"
05/07/2010 13.00,"0,33034906","3,42768064","0,46652027","0,64474129","14,61050034"
05/07/2010 14.00,"0,31951801","2,07140344",,"0,64106921","14,61415958"
05/07/2010 15.00,,"1,26672294",,"0,6218339","14,61565018"
05/07/2010 16.00,"0,16607712","4,24663804",,"0,59276482","14,61538029"
05/07/2010 17.00,"0,25092136","9,8248923",,"0,64754661","14,61835957"
05/07/2010 18.00,"0,16968747","20,28052664","0,72946562","0,70588166","14,61701012"
05/07/2010 19.00,"0,14260984","31,6771556","1,35689971","0,78041253","14,61822987"
05/07/2010 20.00,"0,09928564","17,30842398","1,6263325","0,68988621","14,6151104"
05/07/2010 21.00,"0,70402334","22,422024","1,43362524","0,67306128","14,61592007"
05/07/2010 22.00,"0,12455809","16,4920516","1,2806603","0,61792416","14,61686993"
05/07/2010 23.00,"0,22203754","32,15087272","1,06897379","0,69272997","14,61293983"
06/07/2010 0.00,"0,31771283","93,57396832","2,05878836","0,88796184","14,61266994"
06/07/2010 1.00,"0,4585175",,"2,51346668","0,99337803",
06/07/2010 2.00,"0,23286859","40,37419352","4,07897038","0,78716604",
06/07/2010 3.00,"0,12997362","41,0698556","2,96603779","0,79356422",
06/07/2010 4.00,"0,16066159","41,3359104","4,01635674","0,82164771",
06/07/2010 5.00,"0,41158295","57,60345496","4,8987873","0,75979553",
06/07/2010 6.00,"0,87551598","72,99492112","3,53799452","0,80873135","14,02618027"
06/07/2010 7.00,"0,25092136","36,47927744","5,2103961","0,74747216","14,02861977"
06/07/2010 8.00,,"22,13000424","1,96357072","0,75868878","14,02591038"
06/07/2010 9.00,,"13,34990904","1,66120746","0,70548789","14,02373981"
06/07/2010 10.00,"0,24911618","16,22469473","1,67175172","0,66148817","14,0302496"
06/07/2010 11.00,"0,46212785","12,83465563","1,14537591","0,65765648","14,02875996"
06/07/2010 12.00,,"3,37706235","1,33078315","0,64470285","14,02713013"
06/07/2010 13.00,"0,27077828","2,74240263","0,97586438","0,64083155","14,03160954"
06/07/2010 14.00,"0,33756976","1,28748918","1,12055704","0,61405286","14,03011036"
06/07/2010 15.00,"0,21301167","0,9214884",,"0,59754365","14,02834988"
06/07/2010 16.00,,"3,02793689",,"0,58841937","14,02820969"
06/07/2010 17.00,"0,18412887","35,22684096","0,60877925","0,66922959","14,02875996"
06/07/2010 18.00,"0,05596043","27,07489512","1,37263371","0,64442558","14,02264977"
06/07/2010 19.00,,"29,3565612","1,11358144","0,62191312","14,01735973"
06/07/2010 20.00,"0,11733739","30,3727892","1,09152169","0,67487751","14,01885033"
06/07/2010 21.00,"0,13177879","47,50601088","1,44092526","0,7243271","14,01776981"
06/07/2010 22.00,"0,11372704","56,20823032","1,44530447","0,69865516","14,02264977"
06/07/2010 23.00,"0,43866058","23,41360632","1,51846236","0,63988441","14,0219698"
07/07/2010 0.00,"0,26355758","15,36420869","0,51875238","0,60295391","14,02482033"
07/07/2010 1.00,"0,05235008","7,07080735","1,25097509","0,59695066",
07/07/2010 2.00,,"11,63801896","0,98657034","0,60611455",
07/07/2010 3.00,,,"1,49299465","0,58676041",
07/07/2010 4.00,,"27,44089016","1,94167166","0,58391664",
07/07/2010 5.00,,"43,59033048","1,33402738","0,59315859",
07/07/2010 6.00,,"35,396856","1,39631659",,"8,75390053"
07/07/2010 7.00,"0,28341451","34,18852936","1,97784533","0,66460804","8,75267982"
07/07/2010 8.00,"0,24731101","25,24620096","1,51392044","0,67215258","8,75810623"
07/07/2010 9.00,"0,18954439","18,65041471","1,34927526","0,69675971","8,75172997"
07/07/2010 10.00,,"23,57713968","1,32770164","0,66057947","8,75457954"
07/07/2010 11.00,"0,08303907","7,49391383","1,04464206","0,65556414","8,75390053"
07/07/2010 12.00,,"3,47959526","1,22648064","0,5950156","8,75634289"
07/07/2010 13.00,"1,15854708","2,62689298",,"0,58549638","8,75837803"
07/07/2010 14.00,"2,48152577","0,3270629",,"0,58371976","8,75769997"
07/07/2010 15.00,"2,09531086","0,77742494",,"0,58798482","8,75769997"
07/07/2010 16.00,"2,57627559","1,13044706",,"0,55587393","8,75851345"
07/07/2010 17.00,"0,33929256","0,27385194",,"0,48825733","8,75729275"
07/07/2010 18.00,"2,3281225","3,40691441",,"0,54635588","8,75878525"
07/07/2010 19.00,"2,69809592","10,33754922",,"0,57542612","8,75851345"
07/07/2010 20.00,"2,41114123","14,77107761",,"0,62171507","8,75769997"
07/07/2010 21.00,"2,0989202","11,81452142","1,23361897","0,59580547","8,75430775"
07/07/2010 22.00,"2,17471924","11,68473868","0,4752797","0,56902678","8,75607109"
07/07/2010 23.00,"2,65839122","16,26233245","0,93888016","0,59959638","8,75213718"
08/07/2010 0.00,"2,50679313","2,37770202",,"0,5360864","8,75661373"
08/07/2010 1.00,"3,32073281","0,58923442",,"0,5210381",
08/07/2010 2.00,"3,225984","0,11291507",,"0,50962343",
08/07/2010 3.00,"3,29546646",,,"0,47644656",
08/07/2010 4.00,"4,08955532",,,"0,49062694",
08/07/2010 5.00,"4,2700301",,,"0,48667642",
08/07/2010 6.00,"3,27020011",,,"0,49181174","9,50549507"
08/07/2010 7.00,"3,67626787","0,36989361",,"0,50200083","9,50888634"
08/07/2010 8.00,"4,60390713","1,8312983",,"0,50354213","9,50820827"
08/07/2010 9.00,"4,53713193","2,7553832",,"0,52526472","9,5137701"
08/07/2010 10.00,"3,41638471","5,36799927",,"0,52747589","9,5113287"
08/07/2010 11.00,"2,45806459","10,63606213",,"0,55093782","9,50902176"
08/07/2010 12.00,"2,7937468","7,13570063",,"0,51696992","9,51417732"
08/07/2010 13.00,"2,42016507","4,0324883",,"0,497222","9,5143137"
08/07/2010 14.00,"2,57898284","4,78655242",,"0,52597653","9,5152626"
08/07/2010 15.00,"2,98685476","0,4153189",,"0,49015278","9,51621246"
08/07/2010 16.00,"2,70170525","0,9240849",,"0,50034187","9,51892567"
08/07/2010 17.00,"3,51023144","3,37706235",,"0,57708508","9,51336384"
08/07/2010 18.00,"2,75584728","0,64763838",,"0,52005018","9,51621246"
08/07/2010 19.00,"2,05019166","1,13304164",,"0,51610199","9,50997162"
08/07/2010 20.00,"2,45625942","2,08827684",,"0,53446705","9,5155344"
08/07/2010 21.00,"2,57537249","3,37965885",,"0,515982","9,51227856"
08/07/2010 22.00,"2,60424919","0,22063906",,"0,51981368","9,51051426"
08/07/2010 23.00,"2,61146786","0,15444754",,"0,51499641","9,51010799"
09/07/2010 0.00,"2,65478189","0,12719198",,"0,53885211","9,5110569"
09/07/2010 1.00,"2,97241743","1,96757419",,"0,52684446",
09/07/2010 2.00,,"6,0169359",,"0,53533731",
09/07/2010 3.00,"2,89661737",,"1,41870178","0,56250977",
09/07/2010 4.00,"3,14567253","37,38520216","1,82131072","0,5316629",
09/07/2010 5.00,"2,93812724","22,9762172","1,10466032","0,52084121",
09/07/2010 6.00,"3,07348282","27,81078568","1,49348179",,"11,53695965"
09/07/2010 7.00,"3,69792489","41,83559248","2,41938401","0,63237948","11,53602028"
09/07/2010 8.00,"3,57610456","29,32021408","2,52255155","0,66907115","11,53520012"
09/07/2010 9.00,"3,72218441","18,66599751","1,29055469","0,60899793","11,53656006"
09/07/2010 10.00,"3,27641398","12,21815991","1,30353161","0,60698248","11,53940964"
09/07/2010 11.00,"2,70236426","3,93255189","0,51761639","0,61417053","11,53736973"
09/07/2010 12.00,"1,96043327",,"1,04723744","0,58545794","11,53872967"
09/07/2010 13.00,"1,22572196",,"0,53610952","0,5656308","11,54049015"
09/07/2010 14.00,"1,80699238","16,1818621","0,47755066","0,57921703","11,53791046"
09/07/2010 15.00,"1,85031658","11,27460894",,"0,55338665","11,5357399"
09/07/2010 16.00,"1,17878741","7,74051021",,"0,55283328","11,54117012"
09/07/2010 17.00,"2,0236144","8,48938134",,"0,5908682","11,54076004"
09/07/2010 18.00,"1,51816235","7,42512772",,"0,57684742","11,53981018"
09/07/2010 19.00,"0,60112734","12,02218947",,"0,62499338","11,54022026"
09/07/2010 20.00,"0,47115373","16,97097318","1,2890953","0,61200013","11,53995037"
09/07/2010 21.00,"1,12102079","21,806838","0,47901107","0,61018273","11,53709984"
09/07/2010 22.00,"1,25099441","11,07474376","0,6686358","0,59339625","11,5392704"
09/07/2010 23.00,"1,45136985","11,8521687","0,47446915","0,57345028","11,53547001"
10/07/2010 0.00,"1,46581125","8,86446794","1,11552899","0,56010055","11,53695965"
10/07/2010 1.00,"1,17698224","21,0994936",,"0,59003872",
10/07/2010 2.00,"1,51635717","26,7049996","1,50289006","0,61681741",
10/07/2010 3.00,"2,09221105","30,30919608","1,38836772","0,60931364",
10/07/2010 4.00,"1,59759005","16,98264786","1,32624122","0,57115873",
10/07/2010 5.00,"2,19149669","19,23963384","1,00733342","0,55717756",
10/07/2010 6.00,"2,39909283","28,1041056","1,17392513","0,57147561","9,90991783"
10/07/2010 7.00,"2,72583256","41,0607736","2,05181276","0,58751183","9,90720463"
10/07/2010 8.00,"2,55975442","32,01848584","1,38739547","0,60117728","9,90652561"
10/07/2010 9.00,"2,81609131","35,69147608","1,22615724","0,59624001","9,90869617"
10/07/2010 10.00,"3,07964889","30,2261388","1,00944267","0,62037182","9,90544033"
10/07/2010 11.00,"1,62827802","22,76985504","0,46927838","0,64513739","9,90951061"
10/07/2010 12.00,"1,38096803","18,63873813","0,50382892","0,64454441","9,90774727"
10/07/2010 13.00,"1,73478436","10,05591353","1,11617784","0,63083935","9,90896797"
10/07/2010 14.00,"1,7979665","5,38616901","0,52621411","0,59509482","9,90720463"
10/07/2010 15.00,"1,64091526","4,7969365",,"0,58652391","9,90666199"
10/07/2010 16.00,"1,34125418","3,6171694",,"0,57905859","9,90788269"
10/07/2010 17.00,"1,02173617","4,35695662",,"0,58443041","9,90788269"
10/07/2010 18.00,"0,66430847","4,53995605",,"0,60528507","9,90679741"
10/07/2010 19.00,"1,79254996","10,91509558","0,507722","0,62384818","9,90923882"
10/07/2010 20.00,"1,73117401","13,62116257","1,44027642","0,6165413","9,90734005"
10/07/2010 21.00,"2,30522373","29,23585664","1,04139783","0,64722973","9,90123463"
10/07/2010 22.00,"2,11928867","31,73426704","1,04480478","0,62819363","9,90747547"
10/07/2010 23.00,"1,60661592","48,0498028","1,10255207","0,69648244","9,90734005"
11/07/2010 0.00,"1,45136985","78,21496792","1,37636509","0,73463619","9,91317368"
11/07/2010 1.00,"2,24745711","48,10951456","1,6347675","0,65481272",
11/07/2010 2.00,,"27,06581312","1,2214526","0,6206887",
11/07/2010 3.00,"2,15900354",,"1,49153525","0,62151818",
11/07/2010 4.00,"1,69146016","42,58576568","1,15835283","0,55919301",
11/07/2010 5.00,"1,40082495","51,82661464","0,94942442","0,57807184",
11/07/2010 6.00,"2,15178284","71,9202624","1,57718292",,"9,80328369"
11/07/2010 7.00,"2,07054895","37,4968056","1,30920953","0,61954351","9,8131876"
11/07/2010 8.00,"2,98036325","31,4292648","1,61497769","0,62388779","9,80911732"
11/07/2010 9.00,"3,01466157","15,89633932","1,28049758","0,59857118","9,8074894"
11/07/2010 10.00,"9,60539923","36,24566928","1,01122649","0,59778014","9,80450439"
11/07/2010 11.00,"3,21864838","11,36026654","1,3257551","0,62491416","9,81088066"
11/07/2010 12.00,"2,65181936","8,51793514","0,50609988","0,5941069","9,80965996"
11/07/2010 13.00,"1,65535666","7,70676532",,"0,60477131","9,80857468"
11/07/2010 14.00,"0,90800913","6,53867863",,"0,60816728","9,80613232"
11/07/2010 15.00,"1,04520344","2,9202129",,"0,58435119","9,8099308"
11/07/2010 16.00,"1,14087772","9,13312688",,"0,55362315","9,81155872"
11/07/2010 17.00,"1,56329172","3,33163706",,"0,57289691","9,81074524"
11/07/2010 18.00,"1,42248705","5,88195634",,"0,61219702","9,8089819"
11/07/2010 19.00,"1,3466697","12,19480483","0,52491641","0,62511221","9,80803204"
11/07/2010 20.00,"0,56863419","16,93722256","1,51424384","0,68617335","9,80491161"
11/07/2010 21.00,"1,80699238","15,7769311","1,1482947","0,62582286","9,80463982"
11/07/2010 22.00,"1,60661592","5,97670168","0,61088851","0,57811028","9,81250858"
11/07/2010 23.00,"0,90078843","31,8575528","0,49214969","0,6327348","9,81338596"
12/07/2010 0.00,"1,21308574","60,93379568","1,31650853","0,72053619","9,81115246"
12/07/2010 1.00,"1,74922576","38,14185704","1,59048325","0,6734166",
12/07/2010 2.00,"0,61015322","80,0241788","3,85738947","0,76188903",
12/07/2010 3.00,"1,0036834","41,50984504","2,05586855","0,7222336",
12/07/2010 4.00,"1,51094165","26,0872324","1,55755482","0,63348623",
12/07/2010 5.00,"1,9875109","61,9007132","1,69300092","0,62748182",
12/07/2010 6.00,"2,15539319","87,69200624","1,56923405","0,721721","12,96566963"
12/07/2010 7.00,"2,0669386","86,0553916","2,30291717","0,76611449","12,96214008"
12/07/2010 8.00,"1,93335463","57,38671064","2,04013454","0,69407322","12,96825027"
12/07/2010 9.00,"2,31244443","29,43573712","1,81368729","0,65023194","12,96539974"
12/07/2010 10.00,"3,76561946","17,98721074","1,00376476","0,62882506","12,97218037"
12/07/2010 11.00,"2,62835209","16,07544401",,"0,67235063","12,96961021"
12/07/2010 12.00,"1,63369355","9,36933918",,"0,6322222","12,96879005"
12/07/2010 13.00,"1,90808218","7,60163591",,"0,59169884","12,96961021"
12/07/2010 14.00,"1,99292642","6,46080861",,"0,60504858","12,96607971"
12/07/2010 15.00,"2,02722475","4,59057434",,"0,57017314","12,97056007"
12/07/2010 16.00,"2,33591171","22,31948344",,"0,5829695","12,96973991"
12/07/2010 17.00,"3,24753118","9,1850415",,"0,5971091","12,96852016"
12/07/2010 18.00,"2,18427599","10,52443574",,"0,61756767","12,96825027"
12/07/2010 19.00,"2,20774326","27,65375312",,"0,64975778","12,96730042"
12/07/2010 20.00,"2,46588532","66,2563448",,"0,76856332","12,96580982"
12/07/2010 21.00,"3,14463519","73,44137312",,"0,75758319","12,96539974"
12/07/2010 22.00,"2,28536681","82,56411784",,"0,81200966","12,96784019"
12/07/2010 23.00,"3,23939417","71,52902896",,"0,67838766","12,97068977"
13/07/2010 0.00,"2,4460284","44,8414668",,"0,67377193","12,9698801"
13/07/2010 1.00,"2,26370369","50,86877912",,"0,66966414",
13/07/2010 2.00,,"46,02902912",,"0,63937064",
13/07/2010 3.00,"1,25460476",,,"0,62846857",
13/07/2010 4.00,"2,54170267","50,39376184",,"0,5908682",
13/07/2010 5.00,"2,29078233","56,6469196",,"0,65362791",
13/07/2010 6.00,"1,72575849","101,5961276",,,"16,95874977"
13/07/2010 7.00,"1,17337189","114,0231716",,"0,88041846","16,95751953"
13/07/2010 8.00,"1,74381024","66,84560408",,"0,84518653","16,95508957"
13/07/2010 9.00,"1,63369355","42,71165176",,"0,77176357","16,95874977"
13/07/2010 10.00,"1,4622009","23,41748768",,"0,69498192","16,96335983"
13/07/2010 11.00,"1,46400608","16,17797692",,"0,74798592","16,96648979"
13/07/2010 12.00,"1,55246067","11,86903254",,"0,69940542","16,97178078"
13/07/2010 13.00,"0,90439878","12,29733774",,"0,68309309","16,97216988"
13/07/2010 14.00,"1,59759005","14,25192754",,"0,72958009","16,97191048"
13/07/2010 15.00,"1,4405388","12,47773494",,"0,66599089","16,97422028"
13/07/2010 16.00,"1,80879755","11,13573465",,"0,64857298","16,96743965"
13/07/2010 17.00,"1,62105732","16,80744174",,"0,67681258","16,96459007"
13/07/2010 18.00,"2,05069202","29,13073488",,"0,68842413","16,96796989"
13/07/2010 19.00,"1,75825164","55,06481608",,"0,77808253","16,96838951"
13/07/2010 20.00,"1,72034296","63,49968056",,"0,81939576","16,96838951"
13/07/2010 21.00,"1,72214814","82,369438",,"0,85008536","16,96755981"
13/07/2010 22.00,"1,48205783","114,8655032",,"1,00214582","16,97042084"
13/07/2010 23.00,"2,0886007","111,67795064",,"0,99495777","16,96459007"
14/07/2010 0.00,"2,69694874","131,92478784",,"1,07379332","16,96702957"
14/07/2010 1.00,"2,21676914","82,58748248",,"0,81078525",
14/07/2010 2.00,"1,82143378","68,5068644",,"0,77207812",
14/07/2010 3.00,"1,57051242","78,02935096",,"0,81011421",
14/07/2010 4.00,"2,20052256","59,38151936",,"0,81809329",
14/07/2010 5.00,"2,17525011","65,92281552",,"0,80576876",
14/07/2010 6.00,"1,60661592","87,769882",,"0,91458325","14,86038971"
14/07/2010 7.00,"2,04888685","83,33765568",,"0,88792223","14,86310959"
14/07/2010 8.00,"1,52357787","20,43627816",,"0,69944387","14,86147976"
14/07/2010 9.00,"1,40624048","21,78347336",,"0,68913595","14,86338043"
14/07/2010 10.00,"0,78886656","25,61349616",,"0,6972327","14,86106968"
14/07/2010 11.00,"1,94599187","16,74903205",,"0,69616672","14,85904026"
14/07/2010 12.00,"3,00744087","10,13897846","0,85826156","0,65493271","14,85849953"
14/07/2010 13.00,"3,41180312","8,09482866","1,41415986","0,65595791","14,86026001"
14/07/2010 14.00,"2,98938912","5,4912965","1,18284626","0,60793079","14,8641901"
14/07/2010 15.00,"3,46234802","5,43548905","1,00619844","0,57017314","14,8605299"
14/07/2010 16.00,"3,63384067","8,06238202",,"0,5753469","14,86351967"
14/07/2010 17.00,"3,91364483","7,294041",,"0,59260638","14,86038971"
14/07/2010 18.00,"3,9298914","10,64255146","0,60277793","0,5935943","14,86161995"
14/07/2010 19.00,"3,71326938","20,4233148","1,07432626","0,67076972","14,86079979"
14/07/2010 20.00,"4,02917704","37,25801592","1,21577468","0,67076972","14,86026001"
14/07/2010 21.00,"4,8036022","104,11132536","1,47628635","0,84917549","14,86120987"
14/07/2010 22.00,"5,07257429","138,82425896","2,57964999","0,99274543","14,85999012"
14/07/2010 23.00,"4,63752509","110,20486936","2,72061128","0,88128639","14,85931015"
15/07/2010 0.00,"4,4028503","90,82638608","3,12078756","0,79332772","14,85916996"
15/07/2010 1.00,"3,99668389","91,60380528","2,22489293","0,81220655",
15/07/2010 2.00,,"44,14580472","2,01499125","0,71626996",
15/07/2010 3.00,"3,82338608",,"2,02164243","0,78064903",
15/07/2010 4.00,"4,14651342","27,24232896","1,94442976","0,65003389",
15/07/2010 5.00,"3,90642413","80,33958232","1,96941033","0,76982734",
15/07/2010 6.00,"3,99848907","91,66999872","3,18729427",,"15,54687023"
15/07/2010 7.00,"4,28009738","64,34589352","2,78760514","0,79569733","15,54633045"
15/07/2010 8.00,"4,16817653","46,93753504","2,94511199","0,8059272","15,54699993"
15/07/2010 9.00,"3,83421611","34,94778456","1,99487703","0,76773384","15,54850006"
15/07/2010 10.00,"3,27641398","24,89186912","2,08506662","0,66374011","15,54699993"
15/07/2010 11.00,"3,96057938","19,31232808","1,18106142","0,64604493","15,54660034"
15/07/2010 12.00,"3,77645051","15,46933427","1,08130186","0,62313753","15,55053043"
15/07/2010 13.00,"3,91725518","9,34338187","1,04318267","0,6021652","15,55080032"
15/07/2010 14.00,"3,93891728","9,50821157","0,56903794","0,61357871","15,5499897"
15/07/2010 15.00,"4,07430642","7,07729668",,"0,60540274","15,54699993"
15/07/2010 16.00,"3,91003448","8,23370105",,"0,59821469","15,54916954"
