,Comune Bari,,
06/01/2010 6.00,"0,20735835","48,84004974","0,80873772"
06/01/2010 7.00,"0,17468709",,"3,47430591"
06/01/2010 8.00,"0,19236364","31,74603081","0,62475327"
06/01/2010 9.00,"0,22121486",,"0,47904056"
06/01/2010 10.00,"0,26477421","31,25761986","0,45411898"
06/01/2010 11.00,"0,2567695",,"2,90793963"
06/01/2010 12.00,"0,35307306","31,25761986","3,69797065"
06/01/2010 13.00,"0,32340983",,"0,42227467"
06/01/2010 14.00,"0,32048451","32,72283173","0,51948055"
06/01/2010 15.00,"0,34250767",,"3,1344357"
06/01/2010 16.00,"0,32625476","30,76922989","1,26100678"
06/01/2010 17.00,"0,32889581",,"4,6370115"
06/01/2010 18.00,"0,31735532","25,88521957","4,25991705"
06/01/2010 19.00,"0,48468777",,"3,11392077"
06/01/2010 20.00,"0,7313404","13,67521","0,55113773"
06/01/2010 21.00,"0,67595514",,"0,67613821"
06/01/2010 22.00,"0,6375148","24,90842056","3,46666824"
06/01/2010 23.00,"0,6046816",,"1,18450193"
07/01/2010 0.00,"0,57534457","22,95482063","1,96533013"
07/01/2010 1.00,"0,58375587",,"1,05282484"
07/01/2010 2.00,"0,47376007","32,72283173",
07/01/2010 3.00,"0,41402469",,
07/01/2010 4.00,"0,33153687","17,09399986",
07/01/2010 5.00,"0,22495335",,"0,87708724"
07/01/2010 6.00,"0,18155477","14,65200996",
07/01/2010 7.00,"0,17745047",,
07/01/2010 8.00,"0,23978496","9,76801014","0,49803405"
07/01/2010 9.00,"0,39907075",,"0,37064362"
07/01/2010 10.00,"0,57636045","19,53602028","0,26236058"
07/01/2010 11.00,"0,59432009",,"0,30608344"
07/01/2010 12.00,"0,56591623","17,58241081","0,71474353"
07/01/2010 13.00,"0,50147076",,
07/01/2010 14.00,"0,4869234","37,6068306",
07/01/2010 15.00,"0,46981538",,"1,06616992"
07/01/2010 16.00,"0,54685916","24,42000961",
07/01/2010 17.00,"1,00464707",,"0,96588558"
07/01/2010 18.00,"1,19432888","25,39682007","0,96326375"
07/01/2010 19.00,"1,2353695",,"1,79193468"
07/01/2010 20.00,"1,20115694","38,58362961","2,75622357"
07/01/2010 21.00,"1,35247996",,"2,72002142"
07/01/2010 22.00,"1,54573715","25,88521957","8,06171629"
07/01/2010 23.00,"1,36105319",,"4,34238457"
08/01/2010 0.00,"1,0657222","43,9560318","5,44113408"
08/01/2010 1.00,,,"5,32261493"
08/01/2010 2.00,"0,5317328","42,97924042",
08/01/2010 3.00,"0,37962341",,
08/01/2010 4.00,"0,27213934","42,97924042","4,32579628"
08/01/2010 5.00,"0,21468271",,"2,17472839"
08/01/2010 6.00,"0,2492867","29,30401993","1,08401725"
08/01/2010 7.00,"0,34730514",,
08/01/2010 8.00,"0,50751012","46,39804077","9,42440476"
08/01/2010 9.00,"0,61140365",,"0,91328329"
08/01/2010 10.00,"0,85452983","43,9560318","0,78467042"
08/01/2010 11.00,"0,82404644",,"2,01672829"
08/01/2010 12.00,"0,73892339","43,9560318","1,17148128"
08/01/2010 13.00,"0,76389749",,"2,36932321"
08/01/2010 14.00,"0,83718531","58,11965179","3,06831137"
08/01/2010 15.00,"0,75761348",,"9,39953707"
08/01/2010 16.00,"0,53782924","50,30524063","5,15010326"
08/01/2010 17.00,"0,48629081",,"2,80695356"
08/01/2010 18.00,"0,69044657","61,53845978",
08/01/2010 19.00,"0,72778366",,"1,55928983"
08/01/2010 20.00,"0,84008383","31,74603081","2,32253307"
08/01/2010 21.00,"0,81360105",,"2,87522375"
08/01/2010 22.00,"0,73378224","42,00244141","10,73409939"
08/01/2010 23.00,"0,6091587",,"16,30439145"
09/01/2010 0.00,"0,42932464","58,6080513",
09/01/2010 1.00,"0,35946425",,"2,03338065"
09/01/2010 2.00,"0,27642887","66,42247009",
09/01/2010 3.00,"0,24492028",,
09/01/2010 4.00,"0,18926124","60,07326126",
09/01/2010 5.00,"0,17420245",,"6,99837973"
09/01/2010 6.00,"0,17995755","77,65567017","4,32049466"
09/01/2010 7.00,"0,17481524",,"0,47753744"
09/01/2010 8.00,"0,30690527","84,00488281","1,22700948"
09/01/2010 9.00,"0,58785784",,"4,0405827"
09/01/2010 10.00,"0,9049254","68,86447144","0,84420662"
09/01/2010 11.00,"0,99265922",,"0,48005654"
09/01/2010 12.00,"0,83722725","56,16604996","1,22345202"
09/01/2010 13.00,"0,7435764",,"3,93722194"
09/01/2010 14.00,"0,56255753","58,11965179","1,73301071"
09/01/2010 15.00,"0,41573608",,"1,85044472"
09/01/2010 16.00,"0,35138497","53,72404099","7,98568028"
09/01/2010 17.00,"0,27723971",,"5,52549524"
09/01/2010 18.00,"0,31331161","37,11843109",
09/01/2010 19.00,"0,55007223",,"1,6832967"
09/01/2010 20.00,"0,7439026","24,90842056","1,96579896"
09/01/2010 21.00,"0,62127936",,"0,86443881"
09/01/2010 22.00,"0,61621976","26,37360954","7,73657834"
09/01/2010 23.00,"0,46886707",,
10/01/2010 0.00,"0,47274302","19,53602028","1,29678687"
10/01/2010 1.00,,,"1,01952318"
10/01/2010 2.00,"0,37854811","14,16361046","0,94984037"
10/01/2010 3.00,"0,43075409",,
10/01/2010 4.00,"0,45492551","8,30280876",
10/01/2010 5.00,"0,31606334",,"0,78993339"
10/01/2010 6.00,"0,22117525","8,30280876","0,94386448"
10/01/2010 7.00,"0,19606484",,"0,68324908"
10/01/2010 8.00,"0,19488004","5,86080599","0,44871667"
10/01/2010 9.00,"0,21896991",,"0,44828343"
10/01/2010 10.00,"0,23570979","11,72161007","0,31357975"
10/01/2010 11.00,"0,28262318",,"0,25421644"
10/01/2010 12.00,"0,31038746","7,81440783","0,28632415"
10/01/2010 13.00,"0,30752971",,"0,22939757"
10/01/2010 14.00,"0,33566097","8,30280876","1,3471721"
10/01/2010 15.00,"0,38641303",,"0,40788717"
10/01/2010 16.00,"0,32308596","13,67521","0,57147671"
10/01/2010 17.00,"0,29111603",,"0,36556675"
10/01/2010 18.00,"0,35501511","13,67521","0,4425567"
10/01/2010 19.00,"0,56610496",,"0,48856782"
10/01/2010 20.00,"0,53613533","14,16361046","0,32516541"
10/01/2010 21.00,"0,58896925",,"1,02350168"
10/01/2010 22.00,"0,57680199","26,37360954","0,65546769"
10/01/2010 23.00,"0,6520505",,"0,78243404"
11/01/2010 0.00,"0,56365496","21,0012207","1,01385035"
11/01/2010 1.00,"0,49767402",,"0,93581391"
11/01/2010 2.00,"0,39297314","28,81562042","1,12106249"
11/01/2010 3.00,"0,33513089",,
11/01/2010 4.00,"0,28421573","17,58241081",
11/01/2010 5.00,"0,24428419",,
11/01/2010 6.00,"0,23350561","21,97801971",
11/01/2010 7.00,"0,23200742",,
11/01/2010 8.00,"0,26682228","15,14041042",
11/01/2010 9.00,"0,40801213",,
11/01/2010 10.00,"0,63278024","21,97801971",
11/01/2010 11.00,"0,8396854",,
11/01/2010 12.00,"1,05524535","24,42000961",
11/01/2010 13.00,"0,79609809",,
11/01/2010 14.00,"0,59297102","32,23442078",
11/01/2010 15.00,"0,53748324",,
11/01/2010 16.00,"0,45357761","25,39682007",
11/01/2010 17.00,"0,40441927",,
11/01/2010 18.00,"0,4347547","22,95482063",
11/01/2010 19.00,"0,52123265",,
11/01/2010 20.00,"0,57839454","13,67521",
11/01/2010 21.00,"0,59852341",,
11/01/2010 22.00,"0,649724","10,25640965",
11/01/2010 23.00,"0,5214773",,
12/01/2010 0.00,"0,39715083","15,62880993",
12/01/2010 1.00,,,
12/01/2010 2.00,"0,35009182","19,53602028",
12/01/2010 3.00,"0,33626211",,
12/01/2010 4.00,"0,31803801","17,09399986",
12/01/2010 5.00,"0,28702222",,
12/01/2010 6.00,"0,28534695","10,7448101",
12/01/2010 7.00,"0,3496666",,
12/01/2010 8.00,"0,436296","14,65200996",
12/01/2010 9.00,"0,85939254",,
12/01/2010 10.00,"1,06648644","19,04759979",
12/01/2010 11.00,"1,20946689",,
12/01/2010 12.00,"1,01205764","43,46763992",
12/01/2010 13.00,"0,88145881",,
12/01/2010 14.00,"0,90687561","51,28205109",
12/01/2010 15.00,"0,9443059",,
12/01/2010 16.00,"0,94291722","47,86323166",
12/01/2010 17.00,"0,81080622",,
12/01/2010 18.00,"1,00570606","24,90842056",
12/01/2010 19.00,"1,26475546",,
12/01/2010 20.00,"1,10354975","30,76922989",
12/01/2010 21.00,"0,90654941",,"16,30743228"
12/01/2010 22.00,"0,74693742","26,86202049","2,77456109"
12/01/2010 23.00,"0,74248363",,"2,66954771"
13/01/2010 0.00,"0,62859789","38,58362961","2,54205049"
13/01/2010 1.00,"0,49934813",,"2,50549747"
13/01/2010 2.00,"0,39909988","41,02563095","1,83176853"
13/01/2010 3.00,"0,33679451",,
13/01/2010 4.00,"0,27954525","34,18803024",
13/01/2010 5.00,"0,25286092",,
13/01/2010 6.00,"0,26315836","23,93161964",
13/01/2010 7.00,"0,30042554",,
13/01/2010 8.00,"0,37745301","31,74603081",
13/01/2010 9.00,"0,57498575",,
13/01/2010 10.00,"1,15524196","26,86202049",
13/01/2010 11.00,"1,56697859",,
13/01/2010 12.00,"1,53261226","38,58362961",
13/01/2010 13.00,"1,54822209",,
13/01/2010 14.00,"1,53151017","61,53845978",
13/01/2010 15.00,"1,50474429",,
13/01/2010 16.00,"1,29495226","73,74845886",
13/01/2010 17.00,"1,29380823",,
13/01/2010 18.00,"1,57874742","52,2588501",
13/01/2010 19.00,"1,24101392",,
13/01/2010 20.00,"1,10624672","51,77045059",
13/01/2010 21.00,"1,36352183",,
13/01/2010 22.00,"1,31003085","43,9560318",
13/01/2010 23.00,"0,97908115",,
14/01/2010 0.00,"0,72049891","42,97924042",
14/01/2010 1.00,,,
14/01/2010 2.00,"0,56680512","36,63003159",
14/01/2010 3.00,"0,45359625",,
14/01/2010 4.00,"0,30039525","28,81562042",
14/01/2010 5.00,"0,32775994",,
14/01/2010 6.00,"0,33302807","35,16482162",
14/01/2010 7.00,"0,40421772",,
14/01/2010 8.00,"0,50423996","29,30401993",
14/01/2010 9.00,"0,83865787",,
14/01/2010 10.00,"1,29364163","33,69963074",
14/01/2010 11.00,"1,31879981",,
14/01/2010 12.00,"1,13251864","39,56044006",
14/01/2010 13.00,"1,05009955",,"3,25699844"
14/01/2010 14.00,"1,21150797","69,35285187","3,91238375"
14/01/2010 15.00,"1,24177234",,"5,45241261"
14/01/2010 16.00,"1,13570491","55,67765045","3,69696281"
14/01/2010 17.00,"1,2870256",,"4,0433408"
14/01/2010 18.00,"1,22947809","54,21244049",
14/01/2010 19.00,"1,10017125",,"4,06772643"
14/01/2010 20.00,"1,1640482","52,2588501","3,99938199"
14/01/2010 21.00,"1,08632639",,"4,77107142"
14/01/2010 22.00,"1,16241487","45,42124176","3,97648119"
14/01/2010 23.00,"1,06218759",,"3,27042385"
15/01/2010 0.00,"0,92863315","70,32967377","3,42936163"
15/01/2010 1.00,"0,87108681",,"3,60755834"
15/01/2010 2.00,"0,85255166","75,21366119",
15/01/2010 3.00,"0,71082126",,
15/01/2010 4.00,"0,63934734","73,74845886","3,95363428"
15/01/2010 5.00,"0,55316996",,"2,73291901"
15/01/2010 6.00,"0,46139709","78,14408112","2,79692289"
15/01/2010 7.00,"0,40090912",,"1,89800168"
15/01/2010 8.00,"0,53258441","45,90964127","5,19617641"
15/01/2010 9.00,"1,26835997",,"1,32602562"
15/01/2010 10.00,"1,58362295","39,07204056","1,92743772"
15/01/2010 11.00,"1,2980931",,"4,02799732"
15/01/2010 12.00,"1,28294111","66,91085052","4,65475307"
15/01/2010 13.00,"1,27942863",,"4,88161526"
15/01/2010 14.00,"1,27995987","74,23686981","4,58831652"
15/01/2010 15.00,"1,472327",,"4,95076719"
15/01/2010 16.00,"1,22000198","64,46884918","6,34061261"
15/01/2010 17.00,"1,0680289",,"5,908112"
15/01/2010 18.00,"1,03486484","62,02685165","5,94390532"
15/01/2010 19.00,"1,11859106",,"5,59773886"
15/01/2010 20.00,"1,27407895","41,02563095","5,48213748"
15/01/2010 21.00,"1,20158333",,"4,93312427"
15/01/2010 22.00,"1,20088899","34,67642975","5,67747572"
15/01/2010 23.00,"1,07587051",,
16/01/2010 0.00,"0,85556668","38,0952301",
16/01/2010 1.00,,,"4,9406938"
16/01/2010 2.00,"0,6776106","38,0952301","4,23413915"
16/01/2010 3.00,"0,53305973",,"9,85056945"
16/01/2010 4.00,"0,38202098","35,65322113","3,77497281"
16/01/2010 5.00,"0,30920149",,"2,33774739"
16/01/2010 6.00,"0,29450618","39,07204056","1,69542545"
16/01/2010 7.00,"0,36531954",,"1,22127564"
16/01/2010 8.00,"0,47280826","27,35042","0,9397141"
16/01/2010 9.00,"0,73358652",,"0,97848011"
16/01/2010 10.00,"1,06096201","45,42124176","1,00112565"
16/01/2010 11.00,"1,18375883",,"1,5087734"
16/01/2010 12.00,"1,03668923","66,42247009","2,4456399"
16/01/2010 13.00,"1,06100278",,"4,25832036"
16/01/2010 14.00,"1,2673837","78,63246155","5,40564485"
16/01/2010 15.00,"1,30692263",,"4,83104188"
16/01/2010 16.00,"0,89002971","63,98046112","5,23706693"
16/01/2010 17.00,"0,80222949",,"4,91408705"
16/01/2010 18.00,"0,9946106","50,79365158","6,43494648"
16/01/2010 19.00,"1,24114557",,"3,63108358"
16/01/2010 20.00,"1,3479784","50,30524063","3,63254399"
16/01/2010 21.00,"1,38068344",,"4,26493493"
16/01/2010 22.00,"1,22239839","49,32844162","4,90708399"
16/01/2010 23.00,"0,87091439",,"6,05911514"
17/01/2010 0.00,"0,62830897","56,16604996","8,83056015"
17/01/2010 1.00,"0,68581919",,"4,06136713"
17/01/2010 2.00,"0,6196169","39,56044006",
17/01/2010 3.00,"0,45176836",,
17/01/2010 4.00,"0,37448809","40,04883957",
17/01/2010 5.00,"0,37211382",,
17/01/2010 6.00,"0,32917658","48,84004974",
17/01/2010 7.00,"0,30842443",,
17/01/2010 8.00,"0,32352866","40,53723145",
17/01/2010 9.00,"0,3579113",,
17/01/2010 10.00,"0,45250581","36,63003159",
17/01/2010 11.00,"0,69118052",,
17/01/2010 12.00,"0,84312099","46,88644028",
17/01/2010 13.00,"0,93599595",,
17/01/2010 14.00,"0,97328527","95,72647858",
17/01/2010 15.00,"0,86354693",,
17/01/2010 16.00,"0,77709811","86,93527985",
17/01/2010 17.00,"0,66956861",,
17/01/2010 18.00,"0,69842566","86,4468689",
17/01/2010 19.00,"0,72343471",,
17/01/2010 20.00,"0,65286833","79,12088013",
17/01/2010 21.00,"0,74152716",,
17/01/2010 22.00,"0,83968307","63,00365067",
17/01/2010 23.00,"0,87590758",,
18/01/2010 0.00,"0,88303039","84,49327087",
18/01/2010 1.00,,,
18/01/2010 2.00,"0,72874828","114,77410126",
18/01/2010 3.00,"0,62234766",,
18/01/2010 4.00,"0,44556474","92,30769348","4,14938237"
18/01/2010 5.00,"0,36446326",,"3,44528175"
18/01/2010 6.00,"0,3346847","70,32967377",
18/01/2010 7.00,"0,37576842",,"1,70894849"
18/01/2010 8.00,"0,49295577","47,37483978","1,67111203"
18/01/2010 9.00,"0,80929055",,"2,38810923"
18/01/2010 10.00,"1,30187702","38,0952301","1,65189073"
18/01/2010 11.00,"1,30376082",,"1,61103479"
18/01/2010 12.00,"1,02388006","70,81806183","2,78738648"
18/01/2010 13.00,"0,87118118",,
18/01/2010 14.00,"0,88039749","63,49206161",
18/01/2010 15.00,"0,884821",,"3,44719574"
18/01/2010 16.00,"3,37597661","46,88644028","8,82237127"
18/01/2010 17.00,"0,94921055",,"4,12165794"
18/01/2010 18.00,"1,28545285","45,42124176","8,58524348"
18/01/2010 19.00,"1,18006229",,"8,29367466"
18/01/2010 20.00,"0,90980675","46,39804077","8,89497693"
18/01/2010 21.00,"0,7885652",,"3,36524283"
18/01/2010 22.00,"0,8861724","26,37360954","3,8372783"
18/01/2010 23.00,"0,80572798",,"3,57998645"
19/01/2010 0.00,"0,54997204","15,62880993",
19/01/2010 1.00,"0,42160302",,"2,75950238"
19/01/2010 2.00,"0,38200467","28,32722092",
19/01/2010 3.00,"0,33992836",,
19/01/2010 4.00,"0,25919619","32,23442078",
19/01/2010 5.00,"0,22106225",,"5,13922034"
19/01/2010 6.00,"0,21958736","21,97801971","0,96480349"
19/01/2010 7.00,"0,27721758",,"0,52019753"
19/01/2010 8.00,"0,37019856","16,60560989","6,08280413"
19/01/2010 9.00,"0,51105987",,"2,49392808"
19/01/2010 10.00,"0,74789156","22,95482063","3,23766628"
19/01/2010 11.00,"0,77689074",,"0,7067072"
19/01/2010 12.00,"0,67784943","29,30401993","6,13083093"
19/01/2010 13.00,"0,63312042",,"12,27684771"
19/01/2010 14.00,"0,80453968","22,95482063",
19/01/2010 15.00,"1,07397506",,"1,21750664"
19/01/2010 16.00,"0,77811981","42,49084091","1,5589176"
19/01/2010 17.00,"0,7846741",,
19/01/2010 18.00,"0,96661914","35,65322113","3,14992868"
19/01/2010 19.00,"1,04305013",,"2,32745027"
19/01/2010 20.00,"0,90042617","36,14162064","2,23265061"
19/01/2010 21.00,"0,74842396",,"1,92458097"
19/01/2010 22.00,"0,71418112","29,7924099","2,64988706"
19/01/2010 23.00,"0,4795606",,"4,61719119"
20/01/2010 0.00,"0,37032088","30,28083038","2,26523122"
20/01/2010 1.00,,,"1,39994423"
20/01/2010 2.00,"0,27723272","24,42000961",
20/01/2010 3.00,"0,23627249",,
20/01/2010 4.00,"0,21189719","23,44322014",
20/01/2010 5.00,"0,23235459",,
20/01/2010 6.00,"0,24661769","14,65200996",
20/01/2010 7.00,"0,29823068",,
20/01/2010 8.00,"0,39577264","14,65200996",
20/01/2010 9.00,"0,83759306",,
20/01/2010 10.00,"1,32267926","22,95482063",
20/01/2010 11.00,"1,13829354",,
20/01/2010 12.00,"0,86847488","50,79365158",
20/01/2010 13.00,"0,80130448",,
20/01/2010 14.00,"0,73578022","56,65444183",
20/01/2010 15.00,"0,95578814",,
20/01/2010 16.00,"0,8669464","37,6068306",
20/01/2010 17.00,"0,89779793",,
20/01/2010 18.00,"1,2396765","37,6068306",
20/01/2010 19.00,"1,38103178",,
20/01/2010 20.00,"1,14838011","33,69963074",
20/01/2010 21.00,"0,89382994",,
20/01/2010 22.00,"0,87215861","36,63003159",
20/01/2010 23.00,"0,76152672",,
21/01/2010 0.00,"0,62847906","42,97924042",
21/01/2010 1.00,"0,53383679",,
21/01/2010 2.00,"0,42486618","47,37483978",
21/01/2010 3.00,"0,44417256",,
21/01/2010 4.00,"0,43182706","35,65322113","2,59571046"
21/01/2010 5.00,"0,49135623",,"4,1699095"
21/01/2010 6.00,"0,45855449","38,58362961","0,91172016"
21/01/2010 7.00,"0,62663719",,"2,34206659"
21/01/2010 8.00,"0,89304706","26,86202049","0,83263316"
21/01/2010 9.00,"1,34595712",,"1,67940261"
21/01/2010 10.00,"1,60307845","78,63246155","3,61066832"
21/01/2010 11.00,"1,81407393",,"3,79496296"
21/01/2010 12.00,"1,3405888","54,70085144","4,188963"
21/01/2010 13.00,"1,31550752",,
21/01/2010 14.00,"1,36226013",,"4,93772925"
21/01/2010 15.00,"1,29685354",,"5,43092645"
21/01/2010 16.00,"1,02875908",,"19,68554016"
21/01/2010 17.00,"1,16850199",,"5,65082015"
21/01/2010 18.00,"1,06747785",,"11,5463061"
21/01/2010 19.00,"1,14103712",,"5,75070379"
21/01/2010 20.00,"1,1707819","38,0952301","5,27541698"
21/01/2010 21.00,"1,14056646",,"4,91498709"
21/01/2010 22.00,"1,08095923","55,18925095","4,72030685"
21/01/2010 23.00,"0,88661976",,"4,6004534"
22/01/2010 0.00,"0,60755216","46,39804077","4,13020074"
22/01/2010 1.00,,,
22/01/2010 2.00,"0,41102132","51,77045059",
22/01/2010 3.00,"0,29990945",,
22/01/2010 4.00,"0,26901947","26,86202049",
22/01/2010 5.00,"0,26909753",,
22/01/2010 6.00,"0,27098133","20,02441978",
22/01/2010 7.00,"0,30159637",,
22/01/2010 8.00,"0,42955181","25,88521957",
22/01/2010 9.00,"0,7165484",,
22/01/2010 10.00,"1,05001567","43,46763992",
22/01/2010 11.00,"0,95189121",,
22/01/2010 12.00,"0,92716292","48,35165024",
22/01/2010 13.00,"1,00444553",,
22/01/2010 14.00,"0,97198746","44,93283081",
22/01/2010 15.00,"1,01312012",,
22/01/2010 16.00,"0,87519577","47,86323166",
22/01/2010 17.00,"0,81078758",,
22/01/2010 18.00,"0,9512225","44,93283081",
22/01/2010 19.00,"0,79689262",,
22/01/2010 20.00,"0,75823093","42,00244141",
22/01/2010 21.00,"0,70885474",,
22/01/2010 22.00,"0,73998004","41,5140419",
22/01/2010 23.00,"0,71968691",,
23/01/2010 0.00,"0,53964781","37,11843109",
23/01/2010 1.00,"0,48877925",,
23/01/2010 2.00,"0,43319477","30,76922989",
23/01/2010 3.00,"0,43740158",,
23/01/2010 4.00,"0,37817415","38,58362961",
23/01/2010 5.00,"0,31749279",,
23/01/2010 6.00,"0,38084316","26,86202049",
23/01/2010 7.00,"0,39026219",,
23/01/2010 8.00,"0,4678209","41,5140419",
23/01/2010 9.00,"0,54015924",,
23/01/2010 10.00,"0,75988057","54,21244049",
23/01/2010 11.00,"0,78405782",,
