,Comune Bari,,
30/06/2010 9.00,"0,82828471",,"0,26613263"
30/06/2010 10.00,"1,32982886","25,88521957","0,32632682"
30/06/2010 11.00,"1,466855",,"0,57383717"
30/06/2010 12.00,"1,63342786","53,23564148","1,51946614"
30/06/2010 13.00,"1,53270546",,"2,02323811"
30/06/2010 14.00,"1,12540165","56,16604996","4,28284328"
30/06/2010 15.00,"0,7769886",,"5,02367693"
30/06/2010 16.00,"0,63594554","47,37483978","3,75573218"
30/06/2010 17.00,"0,78422558",,"4,08225732"
30/06/2010 18.00,"0,93099577","40,53723145","1,82878771"
30/06/2010 19.00,"1,54105501",,"2,34017395"
30/06/2010 20.00,"1,73836524","32,23442078","1,52911035"
30/06/2010 21.00,"1,47500767",,"2,36497045"
30/06/2010 22.00,"1,2649337","35,65322113","3,79578368"
30/06/2010 23.00,"0,98074011",,"4,98785616"
01/07/2010 0.00,"0,78335183","42,00244141","4,20815989"
01/07/2010 1.00,,,"3,93688429"
01/07/2010 2.00,"0,57125775","35,16482162","2,5516113"
01/07/2010 3.00,"0,43055604",,"7,07289532"
01/07/2010 4.00,"0,34401518","35,65322113","3,67206156"
01/07/2010 5.00,"0,32065926",,"1,09596395"
01/07/2010 6.00,"0,32559304","28,32722092","1,11853728"
01/07/2010 7.00,"0,35638981",,"0,5106896"
01/07/2010 8.00,"0,46063751","32,72283173","0,48966618"
01/07/2010 9.00,"0,71763301",,"0,4414797"
01/07/2010 10.00,"1,07438048","37,11843109","0,62430071"
01/07/2010 11.00,"1,21133438",,"0,74834216"
01/07/2010 12.00,"1,52721947","46,88644028","1,25382676"
01/07/2010 13.00,"1,29441403",,"1,49944039"
01/07/2010 14.00,"1,02142191","53,72404099","2,44216278"
01/07/2010 15.00,"0,88144483",,"2,91319548"
01/07/2010 16.00,"0,96691039","46,88644028","3,10524881"
01/07/2010 17.00,"1,23449225",,"2,1346769"
01/07/2010 18.00,"1,24535471","42,00244141","2,07440744"
01/07/2010 19.00,"1,5007996",,"2,19321644"
01/07/2010 20.00,"1,39102165","42,97924042","3,10601665"
01/07/2010 21.00,"1,2589223",,"4,56260676"
01/07/2010 22.00,"1,13967523","33,21123123","3,7253849"
01/07/2010 23.00,"0,89692302",,"4,77191757"
02/07/2010 0.00,"0,7021956","43,46763992","3,68472524"
02/07/2010 1.00,"0,66714075",,"2,52139928"
02/07/2010 2.00,"0,52290676","40,53723145","2,65747897"
02/07/2010 3.00,"0,42872583",,"1,94849369"
02/07/2010 4.00,"0,35348547","30,28083038","1,41319879"
02/07/2010 5.00,"0,31986357",,"0,86172342"
02/07/2010 6.00,"0,32865699","33,21123123","0,91130319"
02/07/2010 7.00,"0,38420186",,"0,57647933"
02/07/2010 8.00,"0,45836925","41,02563095","0,62151819"
02/07/2010 9.00,"0,67899812",,"0,42720611"
02/07/2010 10.00,"0,99818482","50,79365158","0,61289505"
02/07/2010 11.00,"1,34196117",,"0,4645239"
02/07/2010 12.00,"1,57759291","51,28205109","1,11693957"
02/07/2010 13.00,"1,32437433",,"1,6669647"
02/07/2010 14.00,"1,17258066","67,88764954","2,38779193"
02/07/2010 15.00,"1,24233037",,"4,42736712"
02/07/2010 16.00,"1,17341596","48,35165024","3,60359305"
02/07/2010 17.00,"1,30237214",,"2,6137256"
02/07/2010 18.00,"1,40829045","57,14284134","3,40468819"
02/07/2010 19.00,"1,44207079",,"3,05734608"
02/07/2010 20.00,"1,42480316","42,00244141","4,86924752"
02/07/2010 21.00,"1,44203001",,"4,65247193"
02/07/2010 22.00,"1,36356726","44,4444313","4,50824913"
02/07/2010 23.00,"1,1169554",,"3,63441425"
03/07/2010 0.00,"0,92998688","46,88644028","4,19089733"
03/07/2010 1.00,,,"4,63430526"
03/07/2010 2.00,"0,59926435","44,93283081","4,84007589"
03/07/2010 3.00,"0,48700845",,"7,29518711"
03/07/2010 4.00,"0,38072084","49,32844162","4,20511092"
03/07/2010 5.00,"0,32956569",,"1,51999701"
03/07/2010 6.00,"0,30545951","34,18803024","1,12634784"
03/07/2010 7.00,"0,33103708",,"0,63547754"
03/07/2010 8.00,"0,41986251","35,16482162","0,76674376"
03/07/2010 9.00,"0,4809621",,"0,65179428"
03/07/2010 10.00,"0,75706477","47,86323166","0,51094487"
03/07/2010 11.00,"0,97966598",,"0,53645936"
03/07/2010 12.00,"0,93865448","54,70085144","0,83886431"
03/07/2010 13.00,"1,01884726",,"1,47858376"
03/07/2010 14.00,"1,04358953","43,46763992","1,5055068"
03/07/2010 15.00,"0,94100079",,"1,7954057"
03/07/2010 16.00,"0,73888611","54,70085144","2,22282436"
03/07/2010 17.00,"0,69564713",,"2,09347111"
03/07/2010 18.00,"0,70917162","54,21244049","1,83393983"
03/07/2010 19.00,"0,9001489",,"1,74620731"
03/07/2010 20.00,"1,18253675","36,14162064","1,3764078"
03/07/2010 21.00,"1,47709651",,"1,39566876"
03/07/2010 22.00,"1,56966159","58,11965179","1,78848298"
03/07/2010 23.00,"1,14422922",,"3,48677331"
04/07/2010 0.00,"0,86152333","56,65444183","3,15252101"
04/07/2010 1.00,"0,67253586",,"2,86298213"
04/07/2010 2.00,"0,50455102","55,18925095","2,32346261"
04/07/2010 3.00,"0,4188676",,"2,3528651"
04/07/2010 4.00,"0,37033836","46,39804077","1,80545162"
04/07/2010 5.00,"0,3006865",,"1,30335466"
04/07/2010 6.00,"0,23636452","34,67642975","0,9552264"
04/07/2010 7.00,"0,22785187",,"0,8600108"
04/07/2010 8.00,"0,27757523","30,76922989","0,34437552"
04/07/2010 9.00,"0,40375172",,"0,41660286"
04/07/2010 10.00,"0,48935476","43,46763992","0,3508711"
04/07/2010 11.00,"0,72695185",,"0,19503416"
04/07/2010 12.00,"0,73280015","49,81684113","0,65675419"
04/07/2010 13.00,"0,77850543",,"0,60242504"
04/07/2010 14.00,"0,74986507","50,30524063","0,98074395"
04/07/2010 15.00,"0,60626484",,"0,85647875"
04/07/2010 16.00,"0,47105727","37,11843109","1,24851497"
04/07/2010 17.00,"0,4070545",,"1,14527828"
04/07/2010 18.00,"0,42602769","38,0952301","0,95267882"
04/07/2010 19.00,"0,573646",,"0,84024743"
04/07/2010 20.00,"0,69139022","41,02563095","0,59493686"
04/07/2010 21.00,"0,74616503",,"0,60121481"
04/07/2010 22.00,"0,71557562","28,81562042","0,96624051"
04/07/2010 23.00,"0,66382399",,"1,15522047"
05/07/2010 0.00,"0,63239928","33,21123123","0,9096526"
05/07/2010 1.00,,,"1,05440831"
05/07/2010 2.00,"0,51635363","38,0952301","1,3418298"
05/07/2010 3.00,"0,44178431",,"5,36077989"
05/07/2010 4.00,"0,36037761","39,56044006","2,20242944"
05/07/2010 5.00,"0,31483892",,"1,09375299"
05/07/2010 6.00,"0,3271786","36,63003159","0,72008482"
05/07/2010 7.00,"0,35906465",,"0,39805482"
05/07/2010 8.00,"0,46642523","36,14162064","0,24965926"
05/07/2010 9.00,"0,8295499",,"0,22111411"
05/07/2010 10.00,"0,97027025","57,14284134","0,1980099"
05/07/2010 11.00,"1,35134758",,"0,55191776"
05/07/2010 12.00,"1,35174484","52,7472496","1,03774985"
05/07/2010 13.00,"1,3513068",,"1,55375429"
05/07/2010 14.00,"1,38812896","58,11965179","2,71443911"
05/07/2010 15.00,"1,05438325",,"3,55596593"
05/07/2010 16.00,"0,86087908","43,9560318","3,35865064"
05/07/2010 17.00,"1,03949572",,"3,24457883"
05/07/2010 18.00,"1,2634926","48,84004974","3,40465565"
05/07/2010 19.00,"1,54919137",,"3,44150969"
05/07/2010 20.00,"2,00753499","46,39804077","3,58280964"
05/07/2010 21.00,"1,8815449",,"4,96099922"
05/07/2010 22.00,"1,60101989",,"4,46995196"
05/07/2010 23.00,"1,24008542",,"5,5216459"
06/07/2010 0.00,"0,96087453",,"5,36050225"
06/07/2010 1.00,"0,75793619",,"4,96943321"
06/07/2010 2.00,"0,61056835","63,49206161","4,60678016"
06/07/2010 3.00,"0,52892282",,"2,58773311"
06/07/2010 4.00,"0,44039097","31,74603081","1,97512384"
06/07/2010 5.00,"0,39154718",,"1,57357969"
06/07/2010 6.00,"0,36073526","16,11721039","1,2274051"
06/07/2010 7.00,"0,38474009",,"1,02159074"
06/07/2010 8.00,"0,50826271","7,81440783","0,63519989"
06/07/2010 9.00,"0,87600544",,"0,77822569"
06/07/2010 10.00,"1,24637409","4,39560509","0,70859678"
06/07/2010 11.00,"1,30142966",,"0,79263149"
06/07/2010 12.00,"1,22830261","2,44200301","1,71116149"
06/07/2010 13.00,"1,3818799",,"2,06878852"
06/07/2010 14.00,"1,56805971","20,51280975","2,76727734"
06/07/2010 15.00,"1,30552929",,"2,65935635"
06/07/2010 16.00,"1,13336093","34,67642975","3,77876012"
06/07/2010 17.00,"1,12993816",,"3,75803467"
06/07/2010 18.00,"1,20628877","51,77045059","4,47545902"
06/07/2010 19.00,"1,67454537",,"3,39674339"
06/07/2010 20.00,"1,96959793","32,72283173","2,5426617"
06/07/2010 21.00,"1,6738289",,"4,80045255"
06/07/2010 22.00,"1,36106018","44,93283081","5,4700301"
06/07/2010 23.00,"1,04566439",,"5,81640606"
07/07/2010 0.00,"0,93074064","41,02563095","5,71277986"
07/07/2010 1.00,,,"5,0718207"
07/07/2010 2.00,"0,64866152","36,14162064","4,35861284"
07/07/2010 3.00,"0,49288937",,"6,85517189"
07/07/2010 4.00,"0,37736214","40,04883957","5,03212515"
07/07/2010 5.00,"0,31635342",,"1,90935038"
07/07/2010 6.00,"0,30894635","22,95482063","1,45051151"
07/07/2010 7.00,"0,36525663",,"1,14245"
07/07/2010 8.00,"0,47620307","28,32722092","0,56731006"
07/07/2010 9.00,"0,66380885",,"0,77263931"
07/07/2010 10.00,"0,98334971","36,14162064","0,67927159"
07/07/2010 11.00,"1,16880489",,"0,77453195"
07/07/2010 12.00,"1,22909714","57,14284134","1,11643209"
07/07/2010 13.00,"1,18568924",,"1,79941878"
07/07/2010 14.00,"1,27286269","54,21244049","3,15951187"
07/07/2010 15.00,"1,04599059",,"3,9313508"
07/07/2010 16.00,"0,97697716","33,21123123","4,14724973"
07/07/2010 17.00,"1,20472534",,"3,05626501"
07/07/2010 18.00,"1,52466346","33,69963074","2,31813455"
07/07/2010 19.00,"1,65910563",,"3,25869276"
07/07/2010 20.00,"1,65349033","30,76922989","2,77366817"
07/07/2010 21.00,"1,50463245",,"5,60642404"
07/07/2010 22.00,"1,23554774","29,7924099","4,84522394"
07/07/2010 23.00,"0,92823472",,"5,55644662"
08/07/2010 0.00,"0,75516349","28,81562042","5,2727738"
08/07/2010 1.00,"0,65245942",,"3,63780392"
08/07/2010 2.00,"0,48078269","35,65322113","3,22701321"
08/07/2010 3.00,"0,33184443",,"2,09816355"
08/07/2010 4.00,"0,24184468","23,93161964","1,53613172"
08/07/2010 5.00,"0,22484034",,"1,14911542"
08/07/2010 6.00,"0,21528268","24,42000961","0,84144343"
08/07/2010 7.00,"0,29879105",,"0,46861835"
08/07/2010 8.00,"0,53776983","23,93161964","0,34740618"
08/07/2010 9.00,"1,24745521",,"0,52852778"
08/07/2010 10.00,"1,7276018","25,88521957","0,50176543"
08/07/2010 11.00,"1,81712273",,"1,11929088"
08/07/2010 12.00,"1,41272094","44,93283081","2,31932342"
08/07/2010 13.00,"1,10687932",,"5,44697979"
08/07/2010 14.00,"1,21997752","42,49084091","5,78368815"
08/07/2010 15.00,"1,10421147",,"5,11804538"
08/07/2010 16.00,"0,88884957","30,76922989","4,89581868"
08/07/2010 17.00,"1,11249462",,"3,72283325"
08/07/2010 18.00,"1,51845052","27,35042","2,78920589"
08/07/2010 19.00,"1,69470686",,"3,21400985"
08/07/2010 20.00,"1,51048541","34,18803024","3,49859085"
08/07/2010 21.00,"1,9252825",,"3,29892223"
08/07/2010 22.00,"1,40284524","29,7924099","5,4573115"
08/07/2010 23.00,"0,83568596",,"5,91630597"
09/07/2010 0.00,"0,64875705","27,8388195","5,91224916"
09/07/2010 1.00,,,"5,11499133"
09/07/2010 2.00,"0,45995831","35,16482162","4,36360427"
09/07/2010 3.00,"0,34620305",,"6,78834381"
09/07/2010 4.00,"0,29315827","29,30401993","3,50187983"
09/07/2010 5.00,"0,26176502",,"1,4411846"
09/07/2010 6.00,"0,24589306","39,56044006","1,15556727"
09/07/2010 7.00,"0,29427434",,"0,8791426"
09/07/2010 8.00,"0,43200647","35,16482162","0,74940289"
09/07/2010 9.00,"0,64298797",,"0,88519883"
09/07/2010 10.00,"0,9578665","59,58485031","0,88604396"
09/07/2010 11.00,"1,14569362",,"0,98031783"
09/07/2010 12.00,"1,42550099","49,81684113","1,38053784"
09/07/2010 13.00,"1,68119752",,"1,61823515"
09/07/2010 14.00,"1,71487418","57,63124084","3,38409801"
09/07/2010 15.00,"1,44172129",,"3,37583183"
09/07/2010 16.00,"1,14493637","41,5140419","5,73209066"
09/07/2010 17.00,"1,27665127",,"5,56058886"
09/07/2010 18.00,"1,50444955","28,81562042","4,38035019"
09/07/2010 19.00,"1,81853122",,"3,73455723"
09/07/2010 20.00,"1,81139792","46,88644028","4,99232588"
09/07/2010 21.00,"1,64018952",,"5,11797724"
09/07/2010 22.00,"1,35017908","39,56044006","6,41344608"
09/07/2010 23.00,"1,13401683",,"6,18594216"
10/07/2010 0.00,"0,83643389","40,53723145","5,64294044"
10/07/2010 1.00,"0,71372677",,"4,52984614"
10/07/2010 2.00,"0,56128885","36,14162064","3,94731668"
10/07/2010 3.00,"0,43902093",,"2,46306925"
10/07/2010 4.00,"0,33432588","35,16482162","1,84930975"
10/07/2010 5.00,"0,27243525",,"1,60402359"
10/07/2010 6.00,"0,26458432","30,28083038","1,18730174"
10/07/2010 7.00,"0,29539041",,"1,02456241"
10/07/2010 8.00,"0,36668725","25,88521957","0,7069106"
10/07/2010 9.00,"0,51394441",,"0,4867423"
10/07/2010 10.00,"0,76964094","35,65322113","0,5450042"
10/07/2010 11.00,"0,8871277",,"0,69550189"
10/07/2010 12.00,"0,88947867","43,46763992","0,95054617"
10/07/2010 13.00,"0,91817262",,"1,24046948"
10/07/2010 14.00,"0,90952482","43,9560318","1,60897028"
10/07/2010 15.00,"0,84819107",,"1,76903591"
10/07/2010 16.00,"0,64553932","38,0952301","1,8044509"
10/07/2010 17.00,"0,63119118",,"1,79627422"
10/07/2010 18.00,"0,76442058","31,25761986","1,66474459"
10/07/2010 19.00,"0,91924908",,"1,46799374"
10/07/2010 20.00,"0,86947329","34,18803024","1,17767481"
10/07/2010 21.00,"0,94112778",,"1,41700644"
10/07/2010 22.00,"0,84950635","31,25761986","1,60008576"
10/07/2010 23.00,"0,71189422",,"1,78960066"
11/07/2010 0.00,"0,63362253","28,81562042","1,75747058"
11/07/2010 1.00,,,"1,78037444"
11/07/2010 2.00,"0,4640894","31,25761986","1,66738472"
11/07/2010 3.00,"0,37842812",,"6,60823006"
11/07/2010 4.00,"0,29072692","32,72283173","2,67134678"
11/07/2010 5.00,"0,25795896",,"0,85382438"
11/07/2010 6.00,"0,22905764","23,93161964","0,38505451"
11/07/2010 7.00,"0,21905262",,"0,47587871"
11/07/2010 8.00,"0,25014647","23,44322014","0,35988172"
11/07/2010 9.00,"0,33633201",,"0,20764598"
11/07/2010 10.00,"0,45285414","28,81562042","0,13890288"
11/07/2010 11.00,"0,66672368",,"0,28212495"
11/07/2010 12.00,"0,73102469","35,65322113","0,39644592"
11/07/2010 13.00,"0,75298843",,"0,54996004"
11/07/2010 14.00,"0,72544317","41,02563095","0,63356659"
11/07/2010 15.00,"0,56359555",,"1,01786038"
11/07/2010 16.00,"0,42785907","30,28083038","1,09011823"
11/07/2010 17.00,"0,36017024",,"0,7444379"
11/07/2010 18.00,"0,40007382","37,6068306","0,62517838"
11/07/2010 19.00,"0,52468804",,"0,56959831"
11/07/2010 20.00,"0,59528704","33,69963074","0,62736391"
11/07/2010 21.00,"0,81378163",,"0,76640306"
11/07/2010 22.00,"0,81880511","32,72283173","0,77651408"
11/07/2010 23.00,"0,68685488",,"0,81933791"
12/07/2010 0.00,"0,61840763","31,25761986","0,89124592"
12/07/2010 1.00,"0,56698453",,"1,1421866"
12/07/2010 2.00,"0,44962476","39,07204056","1,08790829"
12/07/2010 3.00,"0,38819548",,"1,03412526"
12/07/2010 4.00,"0,31265338","35,16482162","0,76875132"
12/07/2010 5.00,"0,2754992",,"0,73042466"
12/07/2010 6.00,"0,25616486","19,04759979","0,45712726"
12/07/2010 7.00,"0,26286245",,"0,52427977"
12/07/2010 8.00,"0,33533477","20,51280975","0,3167477"
12/07/2010 9.00,"0,57192763",,"0,34762382"
12/07/2010 10.00,"1,10614304","38,0952301","0,25489783"
12/07/2010 11.00,"1,33077601",,"0,57665222"
12/07/2010 12.00,"1,24100227","52,7472496","3,96739531"
12/07/2010 13.00,"1,31431223",,"1,80604148"
12/07/2010 14.00,"1,30789424","57,14284134","2,83065983"
12/07/2010 15.00,"1,0213124",,"2,62135513"
12/07/2010 16.00,"0,8623365","46,39804077","2,80994456"
12/07/2010 17.00,"1,03279347",,"2,50939055"
12/07/2010 18.00,"1,1377157","35,65322113","2,61843634"
12/07/2010 19.00,"1,35644795",,"2,24691709"
12/07/2010 20.00,"1,67496128","42,97924042","2,65670808"
12/07/2010 21.00,"1,97350185",,"4,0857853"
12/07/2010 22.00,"1,86447416","37,6068306","3,91372924"
12/07/2010 23.00,"1,40524164",,"5,44390947"
13/07/2010 0.00,"0,95864705","34,18803024","5,87355027"
13/07/2010 1.00,,,"5,60019796"
13/07/2010 2.00,"0,68055223","42,97924042","4,52071348"
13/07/2010 3.00,"0,58578996",,"6,89106386"
13/07/2010 4.00,"0,49152981","42,00244141","4,27861663"
13/07/2010 5.00,"0,40634967",,"1,88438608"
13/07/2010 6.00,"0,35772607","41,5140419","1,50223104"
13/07/2010 7.00,"0,37668178",,"0,94552117"
13/07/2010 8.00,"0,48511882","30,28083038","0,92961122"
13/07/2010 9.00,"0,83002173",,"0,87917718"
13/07/2010 10.00,"1,28009501","44,4444313","0,69927903"
13/07/2010 11.00,"1,4014752",,"0,86161054"
13/07/2010 12.00,"1,30745387","65,93405151","1,60930589"
13/07/2010 13.00,"1,3274045",,"2,18277693"
13/07/2010 14.00,"1,30721505","61,05006027","4,27555953"
13/07/2010 15.00,"1,16018972",,"4,06356995"
13/07/2010 16.00,"0,97043568","58,6080513","2,78849399"
13/07/2010 17.00,"0,91484305",,"4,43952841"
13/07/2010 18.00,"1,17416739","46,88644028","3,22526092"
13/07/2010 19.00,"1,50182713",,"2,29589987"
13/07/2010 20.00,"1,88229167","48,84004974","2,78304084"
13/07/2010 21.00,"1,95528707",,"3,60893129"
13/07/2010 22.00,"1,97655182","42,97924042","4,13150148"
13/07/2010 23.00,"1,71475884",,"6,05294602"
14/07/2010 0.00,"1,41712464","44,93283081","6,1748172"
14/07/2010 1.00,"1,13581908",,"6,25235023"
14/07/2010 2.00,"0,86112257","59,58485031","5,78568656"
14/07/2010 3.00,"0,69438544",,"4,49864051"
14/07/2010 4.00,"0,56786877","54,21244049","3,62525515"
14/07/2010 5.00,"0,458198",,"3,58590132"
14/07/2010 6.00,"0,42442931","46,39804077","1,73819538"
14/07/2010 7.00,"0,47329057",,"1,36944949"
14/07/2010 8.00,"0,66376225","50,30524063","1,07163121"
14/07/2010 9.00,"1,08126213",,"0,88810135"
14/07/2010 10.00,"1,48123925","65,44566345","1,09013247"
14/07/2010 11.00,"1,44878352",,"1,08303279"
14/07/2010 12.00,"1,29638404","63,00365067","2,71375975"
14/07/2010 13.00,"1,37634615",,"3,6814322"
14/07/2010 14.00,"1,48323024","65,93405151","3,87354452"
14/07/2010 15.00,"1,15856454",,"3,89857899"
14/07/2010 16.00,"0,57531545",,"3,16865673"
14/07/2010 17.00,"0,88195044",,"4,6661933"
14/07/2010 18.00,"1,07461231","36,63003159","2,27154883"
14/07/2010 19.00,"1,38849244",,"1,99509568"
14/07/2010 20.00,"1,79285112","35,65322113","1,97382716"
14/07/2010 21.00,"1,9202031",,"3,4284026"
14/07/2010 22.00,"1,74781106","29,30401993","4,16543877"
14/07/2010 23.00,"1,42536818",,"5,70950105"
15/07/2010 0.00,"1,14286617","33,69963074","6,30640378"
15/07/2010 1.00,,,"5,91198169"
15/07/2010 2.00,"0,63326022","50,79365158","3,87117897"
15/07/2010 3.00,"0,50198685",,"7,17818432"
15/07/2010 4.00,"0,45597168","44,4444313","3,98815635"
15/07/2010 5.00,"0,40724672",,"1,7655242"
15/07/2010 6.00,"0,36493742","44,93283081","1,19711375"
15/07/2010 7.00,"0,41019534",,"1,12786114"
15/07/2010 8.00,"0,62330063","50,30524063","0,62573671"
15/07/2010 9.00,"0,86668544",,"0,84913907"
15/07/2010 10.00,"1,09963069","58,6080513","0,78203029"
15/07/2010 11.00,"1,38492754",,"0,97700037"
15/07/2010 12.00,"1,37939029",,"1,57151823"
15/07/2010 13.00,"1,36847308",,"1,97379869"
15/07/2010 14.00,"1,4476756",,"3,07741861"
15/07/2010 15.00,"1,20285668",,"4,5321944"
15/07/2010 16.00,"1,09309737",,
15/07/2010 17.00,"1,25373223",,"5,00295759"
15/07/2010 18.00,"1,50540368",,"3,51552492"
15/07/2010 19.00,"1,46807359",,"4,17992085"
15/07/2010 20.00,"1,61269319",,"4,20609029"
15/07/2010 21.00,"1,41727726",,"3,4796533"
15/07/2010 22.00,"1,16385364",,"5,97322848"
15/07/2010 23.00,"0,932819",,"5,8728638"
16/07/2010 0.00,"0,92616685","18,55920982","5,05470154"
16/07/2010 1.00,"0,83401535",,"4,34229405"
16/07/2010 2.00,"0,65732446","39,56044006","3,47404047"
16/07/2010 3.00,"0,47493555",,"2,87300975"
16/07/2010 4.00,"0,35987782","39,07204056","2,52989632"
16/07/2010 5.00,"0,25625224",,"1,45610907"
16/07/2010 6.00,"0,2117504","40,04883957","1,2145909"
16/07/2010 7.00,"0,2596785",,"1,02027169"
16/07/2010 8.00,"0,47493555","54,21244049","0,61145905"
16/07/2010 9.00,"0,73505326",,"0,59020781"
16/07/2010 10.00,"1,09178208","55,18925095","0,62495362"
16/07/2010 11.00,"1,19066612",,"0,94315156"
16/07/2010 12.00,"1,38301461","63,00365067","1,56134925"
16/07/2010 13.00,"1,23325619",,"1,79365849"
16/07/2010 14.00,"1,33385161","72,77165985","2,78024206"
16/07/2010 15.00,"1,27954979",,"3,7227163"
16/07/2010 16.00,"1,06301707","54,70085144","3,5558988"
16/07/2010 17.00,"1,03732066",,"4,73069144"
16/07/2010 18.00,"1,2848086","56,16604996","3,56689664"
16/07/2010 19.00,"1,34648137",,"3,69561426"
16/07/2010 20.00,"1,38082324","53,23564148","4,56206267"
16/07/2010 21.00,"1,12130435",,"3,66992179"
16/07/2010 22.00,"0,8416659","45,90964127","3,98265234"
16/07/2010 23.00,"0,72007252",,"3,74904134"
17/07/2010 0.00,"0,64597037","41,5140419","3,64800748"
17/07/2010 1.00,,,"3,70128709"
17/07/2010 2.00,"0,60221413","46,39804077","1,65342945"
17/07/2010 3.00,"0,49906736",,"7,21599332"
17/07/2010 4.00,"0,40663859","41,5140419","3,8400781"
17/07/2010 5.00,"0,35300665",,"1,44411458"
17/07/2010 6.00,"0,3235007","42,00244141","1,15850538"
17/07/2010 7.00,"0,3391315",,"0,99960218"
17/07/2010 8.00,"0,40137512","38,58362961","0,58898945"
17/07/2010 9.00,"0,60995789",,"0,59963134"
17/07/2010 10.00,"0,81870026","49,32844162","0,56287289"
17/07/2010 11.00,"0,90347265",,"0,72917578"
17/07/2010 12.00,"0,99007991","56,65444183","1,0219233"
17/07/2010 13.00,"1,06635945",,"1,18778888"
17/07/2010 14.00,"1,0407213","62,02685165","1,54774077"
17/07/2010 15.00,"0,85562377",,"2,68364638"
17/07/2010 16.00,"0,59392865","50,79365158","2,21913875"
17/07/2010 17.00,"0,59173496",,"2,17677968"
17/07/2010 18.00,"0,65382014","38,58362961","1,86485968"
17/07/2010 19.00,"0,71634219",,"1,39489483"
17/07/2010 20.00,"0,93274094","51,77045059","1,27338773"
17/07/2010 21.00,"1,27837198",,"1,37943948"
17/07/2010 22.00,"1,29998389","43,9560318","1,42642691"
17/07/2010 23.00,"1,25767692",,"1,81226756"
18/07/2010 0.00,"1,14287898","37,6068306","3,81650912"
18/07/2010 1.00,"1,05974109",,"4,10734976"
18/07/2010 2.00,"0,90638398","59,58485031","4,12591612"
18/07/2010 3.00,"0,68946681",,"2,45895955"
18/07/2010 4.00,"0,52231377","51,28205109","2,81056798"
18/07/2010 5.00,"0,4371814",,"2,39167585"
18/07/2010 6.00,"0,39164621","48,84004974","1,36806332"
18/07/2010 7.00,"0,40715702",,"0,98835721"
18/07/2010 8.00,"0,4262968","50,79365158","0,89863646"
18/07/2010 9.00,"0,47964914",,"0,8444273"
18/07/2010 10.00,"0,62231854","51,77045059","0,64963214"
18/07/2010 11.00,"0,78532534",,"0,70691263"
18/07/2010 12.00,"0,84386076","59,09645081","0,81101885"
18/07/2010 13.00,"0,90012327",,"0,93894118"
18/07/2010 14.00,"0,84952266","66,91085052","1,28100913"
18/07/2010 15.00,"0,64516652",,"1,21720764"
18/07/2010 16.00,"0,5149766","51,28205109","1,54462672"
18/07/2010 17.00,"0,43155911",,"1,4491589"
18/07/2010 18.00,"0,41696632","55,18925095","1,18478975"
18/07/2010 19.00,"0,46262267",,"0,88533308"
18/07/2010 20.00,"0,71327242","52,7472496","0,77175248"
18/07/2010 21.00,"0,88248634",,"0,51951818"
18/07/2010 22.00,"0,74796379","39,07204056","0,87556581"
18/07/2010 23.00,"0,66745763",,"1,24996216"
19/07/2010 0.00,"0,53076701","31,74603081","1,20539213"
19/07/2010 1.00,,,"1,34042024"
19/07/2010 2.00,"0,43478499","43,46763992",
19/07/2010 3.00,"0,37433431",,"7,04311655"
19/07/2010 4.00,"0,32491734","52,2588501","2,92501811"
19/07/2010 5.00,"0,30817978",,"1,07166985"
19/07/2010 6.00,"0,30267982","43,46763992","0,75683818"
19/07/2010 7.00,"0,37776174",,"0,69319432"
19/07/2010 8.00,"0,43945431","32,23442078","0,71003889"
19/07/2010 9.00,"0,62580422",,"0,56535437"
19/07/2010 10.00,"0,92999853","43,46763992","0,49912224"
19/07/2010 11.00,"1,28101886",,"0,59071631"
19/07/2010 12.00,"1,37040814","41,5140419","1,14428569"
19/07/2010 13.00,"1,44250184",,"1,51501371"
19/07/2010 14.00,"1,55030278","47,86323166","3,60968387"
19/07/2010 15.00,"1,24503317",,"4,6306105"
19/07/2010 16.00,"1,10455281","41,02563095","3,07617177"
19/07/2010 17.00,"0,89688108",,"4,0050477"
19/07/2010 18.00,"1,42241607","44,4444313","3,13292342"
19/07/2010 19.00,"1,72286375",,"3,25067778"
19/07/2010 20.00,"2,21085895","46,88644028","2,74781399"
19/07/2010 21.00,"2,05475594",,"5,00826938"
19/07/2010 22.00,"1,5857316","52,2588501","6,22821377"
19/07/2010 23.00,"1,38152807",,"7,28543917"
20/07/2010 0.00,"1,1499051","53,23564148","6,2582234"
20/07/2010 1.00,"0,83343634",,"6,14046091"
20/07/2010 2.00,"0,57766176","41,02563095","4,7909731"
20/07/2010 3.00,"0,42566537",,"4,07374707"
20/07/2010 4.00,"0,33300826","35,16482162","3,22830378"
20/07/2010 5.00,"0,27394626",,"1,90672754"
20/07/2010 6.00,"0,26717178","26,86202049","1,24455782"
20/07/2010 7.00,"0,31081035",,"0,96779347"
20/07/2010 8.00,"0,41167605","21,48962021","0,70159271"
20/07/2010 9.00,"0,58726602",,"0,72680515"
20/07/2010 10.00,"1,183061","37,11843109","0,57402836"
20/07/2010 11.00,"1,37056775",,"0,62032932"
20/07/2010 12.00,"1,77554854",,"1,60853703"
20/07/2010 13.00,"1,6060958",,"2,37222674"
20/07/2010 14.00,"1,53507856","57,14284134","5,99079512"
