,Comune Bari,,NetC,
,Kennedy,,Stat,
Parm,O3,NO2,Parm,PM10



16/12/2010 16.00,"34,62531975","20,84867744",17/12/2010 16.00,"13,60000038"
16/12/2010 17.00,"33,5726181","20,40740696",17/12/2010 17.00,"13,60000038"
16/12/2010 18.00,"29,9762316","22,18224008",17/12/2010 18.00,"13,60000038"
16/12/2010 19.00,"19,61351333","29,7683104",17/12/2010 19.00,"13,60000038"
16/12/2010 20.00,"9,77713989","41,66330216",17/12/2010 20.00,"13,60000038"
16/12/2010 21.00,"13,9320426","36,39394488",17/12/2010 21.00,"13,60000038"
16/12/2010 22.00,"17,78569233","28,71378504",17/12/2010 22.00,"13,60000038"
16/12/2010 23.00,"16,19988878","28,67323152",17/12/2010 23.00,"13,60000038"
17/12/2010 0.00,"23,6245506","18,83374301",18/12/2010 0.00,"13,60000038"
17/12/2010 1.00,"21,54625935","20,79676664",18/12/2010 1.00,
17/12/2010 2.00,"18,65051685","22,94799608",18/12/2010 2.00,
17/12/2010 3.00,"26,2275069","13,692549",18/12/2010 3.00,
17/12/2010 4.00,"23,86656405","15,92164655",18/12/2010 4.00,
17/12/2010 5.00,"27,5323566","11,58675442",18/12/2010 5.00,
17/12/2010 6.00,"29,17063065","11,85605197",18/12/2010 6.00,"16,20000076"
17/12/2010 7.00,"26,09210625","15,12669622",18/12/2010 7.00,"16,20000076"
17/12/2010 8.00,"11,9180502","32,2099344",18/12/2010 8.00,"16,20000076"
17/12/2010 9.00,"7,58375709","42,05753744",18/12/2010 9.00,"16,20000076"
17/12/2010 10.00,"19,38672173","30,53242208",18/12/2010 10.00,"16,20000076"
17/12/2010 11.00,"25,93302495","22,81170872",18/12/2010 11.00,"16,20000076"
17/12/2010 12.00,"28,98784875","20,98494568",18/12/2010 12.00,"16,20000076"
17/12/2010 13.00,"34,96379145","17,85384874",18/12/2010 13.00,"16,20000076"
17/12/2010 14.00,"39,80920755","15,55498996",18/12/2010 14.00,"16,20000076"
17/12/2010 15.00,"39,6365802","17,81653798",18/12/2010 15.00,"16,20000076"
17/12/2010 16.00,"33,65555025","23,6326068",18/12/2010 16.00,"16,20000076"
17/12/2010 17.00,"8,95377546","56,7234952",18/12/2010 17.00,"16,20000076"
17/12/2010 18.00,"12,87850704","50,6964888",18/12/2010 18.00,"16,20000076"
17/12/2010 19.00,"23,57377785","35,22424064",18/12/2010 19.00,"16,20000076"
17/12/2010 20.00,"22,50924585","39,04646248",18/12/2010 20.00,"16,20000076"
17/12/2010 21.00,"30,90536295","30,13495552",18/12/2010 21.00,"16,20000076"
17/12/2010 22.00,"29,3483253","30,26959856",18/12/2010 22.00,"16,20000076"
17/12/2010 23.00,"36,6088485","20,6888916",18/12/2010 23.00,"16,20000076"
18/12/2010 0.00,"43,0519005","13,98700274",19/12/2010 0.00,"16,20000076"
18/12/2010 1.00,"48,5150484","8,53999962",19/12/2010 1.00,
18/12/2010 2.00,"50,95890345","7,02392129",19/12/2010 2.00,
18/12/2010 3.00,"51,0655362",,19/12/2010 3.00,
18/12/2010 4.00,"50,42919105","5,41374961",19/12/2010 4.00,
18/12/2010 5.00,"48,72490245","5,32127573",19/12/2010 5.00,
18/12/2010 6.00,,"5,2417805",19/12/2010 6.00,13
18/12/2010 7.00,"27,214194","26,65016344",19/12/2010 7.00,13
18/12/2010 8.00,"8,52389885","44,36937488",19/12/2010 8.00,13
18/12/2010 9.00,"2,84581364","59,9178736",19/12/2010 9.00,13
18/12/2010 10.00,"16,53329318","46,11338656",19/12/2010 10.00,13
18/12/2010 11.00,"19,77598613","41,08794312",19/12/2010 11.00,13
18/12/2010 12.00,"39,01376115","20,87949888",19/12/2010 12.00,13
18/12/2010 13.00,"48,944931","13,56599946",19/12/2010 13.00,13
18/12/2010 14.00,"36,04017375","26,87566472",19/12/2010 14.00,13
18/12/2010 15.00,"35,6796972","29,51359376",19/12/2010 15.00,13
18/12/2010 16.00,"37,61921625","26,1926792",19/12/2010 16.00,13
18/12/2010 17.00,"46,3758099","15,94922142",19/12/2010 17.00,13
18/12/2010 18.00,"39,92260335","23,29355184",19/12/2010 18.00,13
18/12/2010 19.00,"35,5070499","28,72514232",19/12/2010 19.00,13
18/12/2010 20.00,"24,3099927","40,25673936",19/12/2010 20.00,13
18/12/2010 21.00,"21,2856126","42,0818772",19/12/2010 21.00,13
18/12/2010 22.00,"19,26656288","45,39793528",19/12/2010 22.00,13
18/12/2010 23.00,"20,7812766","40,19995296",19/12/2010 23.00,13
19/12/2010 0.00,"24,4403061","35,21773984",20/12/2010 0.00,13
19/12/2010 1.00,"14,69701538","44,19739048",20/12/2010 1.00,
19/12/2010 2.00,"11,47632728","44,75060856",20/12/2010 2.00,
19/12/2010 3.00,"15,21659318","37,61393472",20/12/2010 3.00,
19/12/2010 4.00,"23,0931225","22,56349288",20/12/2010 4.00,
19/12/2010 5.00,"23,92242405","20,50474688",20/12/2010 5.00,
19/12/2010 6.00,"28,0350168","14,96446494",20/12/2010 6.00,"32,29999161"
19/12/2010 7.00,"22,7123169","19,87933168",20/12/2010 7.00,"32,29999161"
19/12/2010 8.00,"13,35491903","27,71604608",20/12/2010 8.00,"32,29999161"
19/12/2010 9.00,"10,6419684","28,42987216",20/12/2010 9.00,"32,29999161"
19/12/2010 10.00,"5,49868883","36,07433496",20/12/2010 10.00,"32,29999161"
19/12/2010 11.00,"10,10039174","40,20320336",20/12/2010 11.00,"32,29999161"
19/12/2010 12.00,"15,10489313","41,108478",20/12/2010 12.00,"32,29999161"
19/12/2010 13.00,"22,8206454","30,59569016",20/12/2010 13.00,"32,29999161"
19/12/2010 14.00,"33,04627725","25,34744136",20/12/2010 14.00,"32,29999161"
19/12/2010 15.00,"32,71626435","27,90747552",20/12/2010 15.00,"32,29999161"
19/12/2010 16.00,"30,33164085","27,30074056",20/12/2010 16.00,"32,29999161"
19/12/2010 17.00,"23,02543215","32,375418",20/12/2010 17.00,"32,29999161"
19/12/2010 18.00,"18,4406628","39,36121592",20/12/2010 18.00,"32,29999161"
19/12/2010 19.00,"10,75874573","48,12184696",20/12/2010 19.00,"32,29999161"
19/12/2010 20.00,"5,63831289","54,08881656",20/12/2010 20.00,"32,29999161"
19/12/2010 21.00,"2,05375874","57,4860008",20/12/2010 21.00,"32,29999161"
19/12/2010 22.00,"1,84558847","56,76892432",20/12/2010 22.00,"32,29999161"
19/12/2010 23.00,"0,43918329","61,9831204",20/12/2010 23.00,"32,29999161"
20/12/2010 0.00,"0,57542583","62,96787688",21/12/2010 0.00,"32,29999161"
20/12/2010 1.00,"8,51966745","48,00666808",21/12/2010 1.00,
20/12/2010 2.00,"43,56639105","12,13996867",21/12/2010 2.00,
20/12/2010 3.00,"50,45963475",,21/12/2010 3.00,
20/12/2010 4.00,"49,38325245","6,31333605",21/12/2010 4.00,
20/12/2010 5.00,"49,55589975","5,74632862",21/12/2010 5.00,
20/12/2010 6.00,,"7,45059747",21/12/2010 6.00,"38,40000153"
20/12/2010 7.00,"27,9469974","25,00917032",21/12/2010 7.00,"38,40000153"
20/12/2010 8.00,"8,88692301","41,35667472",21/12/2010 8.00,"38,40000153"
20/12/2010 9.00,"0,42395346","53,26629328",21/12/2010 9.00,"38,40000153"
20/12/2010 10.00,"0,41210516","72,76356912",21/12/2010 10.00,"38,40000153"
20/12/2010 11.00,"3,32138373","77,66303088",21/12/2010 11.00,"38,40000153"
20/12/2010 12.00,"37,62767505","17,7581302",21/12/2010 12.00,"38,40000153"
20/12/2010 13.00,"25,6926873","24,57357848",21/12/2010 13.00,"38,40000153"
20/12/2010 14.00,"16,24220273","32,67391944",21/12/2010 14.00,"38,40000153"
20/12/2010 15.00,"20,73896265","31,27546352",21/12/2010 15.00,"38,40000153"
20/12/2010 16.00,"25,7570061","27,25531144",21/12/2010 16.00,"38,40000153"
20/12/2010 17.00,"12,84042848","39,60780656",21/12/2010 17.00,"38,40000153"
20/12/2010 18.00,"0,44595432","57,4827504",21/12/2010 18.00,"38,40000153"
20/12/2010 19.00,"0,25386375","61,7089396",21/12/2010 19.00,"38,40000153"
20/12/2010 20.00,"0,2234001","64,99580144",21/12/2010 20.00,"38,40000153"
20/12/2010 21.00,"0,10239138","59,12617176",21/12/2010 21.00,"38,40000153"
20/12/2010 22.00,"0,31309929","57,16801608",21/12/2010 22.00,"38,40000153"
20/12/2010 23.00,"4,20652134","50,17409216",21/12/2010 23.00,"38,40000153"
21/12/2010 0.00,"0,66935442","46,01279624",22/12/2010 0.00,"38,40000153"
21/12/2010 1.00,"3,29938287","38,84205056",22/12/2010 1.00,
21/12/2010 2.00,"5,63662313","30,80497768",22/12/2010 2.00,
21/12/2010 3.00,"0,6744317","33,98314232",22/12/2010 3.00,
21/12/2010 4.00,"0,11339381","35,42217088",22/12/2010 4.00,
21/12/2010 5.00,"0,1015455","37,29596912",22/12/2010 5.00,
21/12/2010 6.00,"0,08631368","31,3971432",22/12/2010 6.00,"45,40000153"
21/12/2010 7.00,,"27,53759912",22/12/2010 7.00,"45,40000153"
21/12/2010 8.00,"0,12100872","33,49481752",22/12/2010 8.00,"45,40000153"
21/12/2010 9.00,"0,7598975","40,08639928",22/12/2010 9.00,"45,40000153"
21/12/2010 10.00,"9,54104561","30,48861816",22/12/2010 10.00,"45,40000153"
21/12/2010 11.00,"8,27765201","30,35234992",22/12/2010 11.00,"45,40000153"
21/12/2010 12.00,"6,7629303","38,13633136",22/12/2010 12.00,"45,40000153"
21/12/2010 13.00,"8,25734291","42,74377336",22/12/2010 13.00,"45,40000153"
21/12/2010 14.00,"10,59965445","32,16773656",22/12/2010 14.00,"45,40000153"
21/12/2010 15.00,"11,26308173","32,8004556",22/12/2010 15.00,"45,40000153"
21/12/2010 16.00,"10,53872715","35,19340008",22/12/2010 16.00,"45,40000153"
21/12/2010 17.00,"5,43437801","38,97183712",22/12/2010 17.00,"45,40000153"
21/12/2010 18.00,"1,82866488","44,81714616",22/12/2010 18.00,"45,40000153"
21/12/2010 19.00,"0,23609429","53,06025616",22/12/2010 19.00,"45,40000153"
21/12/2010 20.00,"10,08600779","44,63380448",22/12/2010 20.00,"45,40000153"
21/12/2010 21.00,"18,0514004","35,58440408",22/12/2010 21.00,"45,40000153"
21/12/2010 22.00,"16,04757053","37,77941832",22/12/2010 22.00,"45,40000153"
21/12/2010 23.00,"20,9437494","31,90493216",22/12/2010 23.00,"45,40000153"
22/12/2010 0.00,"31,1998449","17,08648475",23/12/2010 0.00,"45,40000153"
22/12/2010 1.00,"32,4590091","17,52532699",23/12/2010 1.00,
22/12/2010 2.00,"33,66400905","14,13057864",23/12/2010 2.00,
22/12/2010 3.00,"33,06151905",,23/12/2010 3.00,
22/12/2010 4.00,"33,8484867","10,6295728",23/12/2010 4.00,
22/12/2010 5.00,"34,5305373","11,18278897",23/12/2010 5.00,
22/12/2010 6.00,,"10,9507888",23/12/2010 6.00,"35,5"
22/12/2010 7.00,"33,03949425","12,44658846",23/12/2010 7.00,"35,5"
22/12/2010 8.00,"30,2419257","17,64051543",23/12/2010 8.00,"35,5"
22/12/2010 9.00,"26,6184471","25,7513896",23/12/2010 9.00,"35,5"
22/12/2010 10.00,"32,4911685","21,38730696",23/12/2010 10.00,"35,5"
22/12/2010 11.00,"38,90375685","13,93751635",23/12/2010 11.00,"35,5"
22/12/2010 12.00,"41,2122312","13,4637935",23/12/2010 12.00,"35,5"
22/12/2010 13.00,"43,8930324","10,8956276",23/12/2010 13.00,"35,5"
22/12/2010 14.00,"45,2486748","11,52510198",23/12/2010 14.00,"35,5"
22/12/2010 15.00,"44,2010604","13,84828905",23/12/2010 15.00,"35,5"
22/12/2010 16.00,"44,93895105","11,83010422",23/12/2010 16.00,"35,5"
22/12/2010 17.00,"40,99898565","14,83548715",23/12/2010 17.00,"35,5"
22/12/2010 18.00,"31,91742645","23,91489448",23/12/2010 18.00,"35,5"
22/12/2010 19.00,"25,38467925","33,14440528",23/12/2010 19.00,"35,5"
22/12/2010 20.00,"29,1638676","26,47385792",23/12/2010 20.00,"35,5"
22/12/2010 21.00,"26,78600715","28,900358",23/12/2010 21.00,"35,5"
22/12/2010 22.00,"37,61075745","19,15982696",23/12/2010 22.00,"35,5"
22/12/2010 23.00,"46,4435202","12,22189214",23/12/2010 23.00,"35,5"
23/12/2010 0.00,"50,21592555","7,91620962",24/12/2010 0.00,"35,5"
23/12/2010 1.00,"49,74035745","7,67610258",24/12/2010 1.00,
23/12/2010 2.00,"48,60304785","7,91945429",24/12/2010 2.00,
23/12/2010 3.00,"49,8029805","5,51595748",24/12/2010 3.00,
23/12/2010 4.00,"50,15160675","5,04547738",24/12/2010 4.00,
23/12/2010 5.00,"50,2988577","5,08847061",24/12/2010 5.00,
23/12/2010 6.00,"51,4412346","4,95138212",24/12/2010 6.00,"34,20000076"
23/12/2010 7.00,"51,1264635","5,56949539",24/12/2010 7.00,"34,20000076"
23/12/2010 8.00,"48,37797195","8,03058355",24/12/2010 8.00,"34,20000076"
23/12/2010 9.00,"45,74792355","10,38459398",24/12/2010 9.00,"34,20000076"
23/12/2010 10.00,"43,2312909","13,11337361",24/12/2010 10.00,"34,20000076"
23/12/2010 11.00,"43,42761885","11,92094907",24/12/2010 11.00,"34,20000076"
23/12/2010 12.00,"43,8659403","11,19089585",24/12/2010 12.00,"34,20000076"
23/12/2010 13.00,"43,9674858","10,49167362",24/12/2010 13.00,"34,20000076"
23/12/2010 14.00,"42,3579996","11,05624134",24/12/2010 14.00,"34,20000076"
23/12/2010 15.00,"42,09060975","10,4997805",24/12/2010 15.00,"34,20000076"
23/12/2010 16.00,"45,32482395","9,20515957",24/12/2010 16.00,"34,20000076"
23/12/2010 17.00,"48,1528761","9,7981243",24/12/2010 17.00,"34,20000076"
23/12/2010 18.00,"52,57178115","10,07797801",24/12/2010 18.00,"34,20000076"
23/12/2010 19.00,"53,89019685","10,70176227",24/12/2010 19.00,"34,20000076"
23/12/2010 20.00,"53,49754095","10,84776833",24/12/2010 20.00,"34,20000076"
23/12/2010 21.00,"54,1575867","10,11204602",24/12/2010 21.00,"34,20000076"
23/12/2010 22.00,"55,4810697","8,46455975",24/12/2010 22.00,"34,20000076"
23/12/2010 23.00,"54,28959585","8,68276484",24/12/2010 23.00,"34,20000076"
24/12/2010 0.00,"53,34185115","7,89268438",25/12/2010 0.00,"34,20000076"
24/12/2010 1.00,"53,3655318","5,91018511",25/12/2010 1.00,
24/12/2010 2.00,"52,57856415","5,54921481",25/12/2010 2.00,
24/12/2010 3.00,"51,9489621",,25/12/2010 3.00,
24/12/2010 4.00,"51,1349223","5,23772515",25/12/2010 4.00,
24/12/2010 5.00,"49,57281735","4,73074306",25/12/2010 5.00,
24/12/2010 6.00,,"5,36832431",25/12/2010 6.00,"18,7999897"
24/12/2010 7.00,"41,3594622","7,65744528",25/12/2010 7.00,"18,7999897"
24/12/2010 8.00,"34,22420505","12,92355598",25/12/2010 8.00,"18,7999897"
24/12/2010 9.00,"29,22816645","16,64845511",25/12/2010 9.00,"18,7999897"
24/12/2010 10.00,"27,3360486","19,1890232",25/12/2010 10.00,"18,7999897"
24/12/2010 11.00,"26,68952895","18,72180114",25/12/2010 11.00,"18,7999897"
24/12/2010 12.00,"30,5736543","18,00472658",25/12/2010 12.00,"18,7999897"
24/12/2010 13.00,"37,05056145","15,80807758",25/12/2010 13.00,"18,7999897"
24/12/2010 14.00,"34,36636875","18,96190628",25/12/2010 14.00,"18,7999897"
24/12/2010 15.00,"32,6146989","20,58099744",25/12/2010 15.00,"18,7999897"
24/12/2010 16.00,"33,98049585","18,29512305",25/12/2010 16.00,"18,7999897"
24/12/2010 17.00,"28,1687217","28,35930024",25/12/2010 17.00,"18,7999897"
24/12/2010 18.00,"50,18209035","15,87459032",25/12/2010 18.00,"18,7999897"
24/12/2010 19.00,"53,68371435","16,41645494",25/12/2010 19.00,"18,7999897"
24/12/2010 20.00,"41,45424465","26,51469824",25/12/2010 20.00,"18,7999897"
24/12/2010 21.00,"44,3770593","14,78113855",25/12/2010 21.00,"18,7999897"
24/12/2010 22.00,"49,75220775","8,87257864",25/12/2010 22.00,"18,7999897"
24/12/2010 23.00,"54,78040575","6,16489219",25/12/2010 23.00,"18,7999897"
25/12/2010 0.00,"54,25236915","5,34398838",26/12/2010 0.00,"18,7999897"
25/12/2010 1.00,"49,54065795","5,48756428",26/12/2010 1.00,
25/12/2010 2.00,"40,85343045","10,98486446",26/12/2010 2.00,
25/12/2010 3.00,"38,13201105","15,23133425",26/12/2010 3.00,
25/12/2010 4.00,"38,44849785","9,39010542",26/12/2010 4.00,
25/12/2010 5.00,"30,96629025","10,41217075",26/12/2010 5.00,
25/12/2010 6.00,"30,8782908","9,40389476",26/12/2010 6.00,"5,80000019"
25/12/2010 7.00,"29,49557625","8,59191425",26/12/2010 7.00,"5,80000019"
25/12/2010 8.00,"29,4211029","7,54226066",26/12/2010 8.00,"5,80000019"
25/12/2010 9.00,"31,43679105","9,58965321",26/12/2010 9.00,"5,80000019"
25/12/2010 10.00,"29,48033445","9,8703176",26/12/2010 10.00,"5,80000019"
25/12/2010 11.00,"39,43179345","6,00428228",26/12/2010 11.00,"5,80000019"
25/12/2010 12.00,"42,2158359","5,53785944",26/12/2010 12.00,"5,80000019"
25/12/2010 13.00,"41,1022269","8,39885578",26/12/2010 13.00,"5,80000019"
25/12/2010 14.00,"41,05991295","9,41444135",26/12/2010 14.00,"5,80000019"
25/12/2010 15.00,"41,1072942","10,63200295",26/12/2010 15.00,"5,80000019"
25/12/2010 16.00,"41,1428451","7,36542361",26/12/2010 16.00,"5,80000019"
25/12/2010 17.00,"39,49272075","8,9301719",26/12/2010 17.00,"5,80000019"
25/12/2010 18.00,"35,54768805","15,30190617",26/12/2010 18.00,"5,80000019"
25/12/2010 19.00,"28,3650297","23,28867624",26/12/2010 19.00,"5,80000019"
25/12/2010 20.00,"27,1498752","24,1809684",26/12/2010 20.00,"5,80000019"
25/12/2010 21.00,"20,5325001","27,89449304",26/12/2010 21.00,"5,80000019"
25/12/2010 22.00,"22,53462225","27,4353836",26/12/2010 22.00,"5,80000019"
25/12/2010 23.00,"23,24883225","27,36561472",26/12/2010 23.00,"5,80000019"
26/12/2010 0.00,"29,0013948","21,4700392",27/12/2010 0.00,"5,80000019"
26/12/2010 1.00,"33,68938545","14,06649605",27/12/2010 1.00,
26/12/2010 2.00,"34,1818911","11,6500225",27/12/2010 2.00,
26/12/2010 3.00,"31,626336",,27/12/2010 3.00,
26/12/2010 4.00,"32,4302412","12,08805214",27/12/2010 4.00,
26/12/2010 5.00,"33,74017815","11,74086735",27/12/2010 5.00,
26/12/2010 6.00,,"14,24090295",27/12/2010 6.00,"22,2999897"
26/12/2010 7.00,"25,9279377","15,9338107",27/12/2010 7.00,"22,2999897"
26/12/2010 8.00,"24,11027325","13,91804837",27/12/2010 8.00,"22,2999897"
26/12/2010 9.00,"30,1437717","10,93376244",27/12/2010 9.00,"22,2999897"
26/12/2010 10.00,"23,4570105","14,45423435",27/12/2010 10.00,"22,2999897"
26/12/2010 11.00,"21,4514769","17,88143317",27/12/2010 11.00,"22,2999897"
26/12/2010 12.00,"16,22527515","25,30849392",27/12/2010 12.00,"22,2999897"
26/12/2010 13.00,"12,33777825","37,47604128",27/12/2010 13.00,"22,2999897"
26/12/2010 14.00,"10,2239361","45,2194692",27/12/2010 14.00,"22,2999897"
26/12/2010 15.00,"6,59030295","53,17218464",27/12/2010 15.00,"22,2999897"
26/12/2010 16.00,"10,05808377","44,72466272",27/12/2010 16.00,"22,2999897"
26/12/2010 17.00,"20,3107758","32,03146832",27/12/2010 17.00,"22,2999897"
26/12/2010 18.00,"15,2115159","33,0730112",27/12/2010 18.00,"22,2999897"
26/12/2010 19.00,"9,73990721","41,34531744",27/12/2010 19.00,"22,2999897"
26/12/2010 20.00,"7,40605247","45,43200712",27/12/2010 20.00,"22,2999897"
26/12/2010 21.00,"3,62771399","51,84997928",27/12/2010 21.00,"22,2999897"
26/12/2010 22.00,"9,45811745","35,41729528",27/12/2010 22.00,"22,2999897"
26/12/2010 23.00,"7,56513975","38,57112016",27/12/2010 23.00,"22,2999897"
27/12/2010 0.00,"4,48238795","43,03904352",28/12/2010 0.00,"22,2999897"
27/12/2010 1.00,"2,49632754","44,39857112",28/12/2010 1.00,
27/12/2010 2.00,"4,13238515","41,79532576",28/12/2010 2.00,
27/12/2010 3.00,"18,24095133","18,84104494",28/12/2010 3.00,
27/12/2010 4.00,"31,56371295","8,32584989",28/12/2010 4.00,
27/12/2010 5.00,"36,6105243","7,63635592",28/12/2010 5.00,
27/12/2010 6.00,"40,919445","5,99535706",28/12/2010 6.00,"17,89999962"
27/12/2010 7.00,"34,62192825","13,64550233",28/12/2010 7.00,"17,89999962"
27/12/2010 8.00,"35,5493838","15,06180103",28/12/2010 8.00,"17,89999962"
27/12/2010 9.00,"28,8202887","24,89641968",28/12/2010 9.00,"17,89999962"
27/12/2010 10.00,"30,20978625","23,46714232",28/12/2010 10.00,"17,89999962"
27/12/2010 11.00,"31,17277275","20,43174672",28/12/2010 11.00,"17,89999962"
27/12/2010 12.00,"33,42369135","19,23282712",28/12/2010 12.00,"17,89999962"
27/12/2010 13.00,"31,7397318","21,64525488",28/12/2010 13.00,"17,89999962"
27/12/2010 14.00,"35,2413558","19,7876704",28/12/2010 14.00,"17,89999962"
27/12/2010 15.00,"36,0486525","19,39831072",28/12/2010 15.00,"17,89999962"
27/12/2010 16.00,"33,43215015","20,16324456",28/12/2010 16.00,"17,89999962"
27/12/2010 17.00,"28,222866","25,25495792",28/12/2010 17.00,"17,89999962"
27/12/2010 18.00,"26,4627573","28,17029904",28/12/2010 18.00,"17,89999962"
27/12/2010 19.00,"29,9812989","24,60114952",28/12/2010 19.00,"17,89999962"
27/12/2010 20.00,"24,46737825","29,52171976",28/12/2010 20.00,"17,89999962"
27/12/2010 21.00,"20,71358625","33,37801344",28/12/2010 21.00,"17,89999962"
27/12/2010 22.00,"22,16399115","30,02950872",28/12/2010 22.00,"17,89999962"
27/12/2010 23.00,"28,0840938","23,36087336",28/12/2010 23.00,"17,89999962"
28/12/2010 0.00,"30,1962402","20,5720684",29/12/2010 0.00,"17,89999962"
28/12/2010 1.00,"30,47887185","20,29870976",29/12/2010 1.00,
28/12/2010 2.00,"38,6414343","13,31778744",29/12/2010 2.00,
28/12/2010 3.00,"40,47094905",,29/12/2010 3.00,
28/12/2010 4.00,"41,423781","8,81417469",29/12/2010 4.00,
28/12/2010 5.00,"36,26357385","14,88820673",29/12/2010 5.00,
28/12/2010 6.00,,"15,19159333",29/12/2010 6.00,21
28/12/2010 7.00,"31,71433545","22,22684704",29/12/2010 7.00,21
28/12/2010 8.00,"33,6301539","21,55602184",29/12/2010 8.00,21
28/12/2010 9.00,"25,33560225","32,36568592",29/12/2010 9.00,21
28/12/2010 10.00,"24,8718645","33,69437296",29/12/2010 10.00,21
28/12/2010 11.00,"40,464186","16,71983007",29/12/2010 11.00,21
28/12/2010 12.00,"40,56910305","17,75488745",29/12/2010 12.00,21
28/12/2010 13.00,"47,0934114","12,67371494",29/12/2010 13.00,21
28/12/2010 14.00,"49,34433","11,51861265",29/12/2010 14.00,21
28/12/2010 15.00,"49,73189865","11,64514881",29/12/2010 15.00,21
28/12/2010 16.00,"50,13129765","11,92662389",29/12/2010 16.00,21
28/12/2010 17.00,"42,8928192","18,48981054",29/12/2010 17.00,21
28/12/2010 18.00,"32,12897625","29,2199488",29/12/2010 18.00,21
28/12/2010 19.00,"37,0894839","30,8504068",29/12/2010 19.00,21
28/12/2010 20.00,"21,0012852","42,95143568",29/12/2010 20.00,21
28/12/2010 21.00,"16,61792108","43,1023116",29/12/2010 21.00,21
28/12/2010 22.00,"25,22220645","33,2887804",29/12/2010 22.00,21
28/12/2010 23.00,"22,0032141","35,547904",29/12/2010 23.00,21
29/12/2010 0.00,"27,6017427","25,14626072",30/12/2010 0.00,21
29/12/2010 1.00,"27,09571095","24,3967376",30/12/2010 1.00,
29/12/2010 2.00,"29,13001245","21,36214504",30/12/2010 2.00,
29/12/2010 3.00,"33,88740915","17,41014046",30/12/2010 3.00,
29/12/2010 4.00,"40,79757045","11,13736176",30/12/2010 4.00,
29/12/2010 5.00,"42,67279065","9,30412086",30/12/2010 5.00,
29/12/2010 6.00,"40,19001315","10,43163874",30/12/2010 6.00,31
29/12/2010 7.00,"32,0409768","17,86277014",30/12/2010 7.00,31
29/12/2010 8.00,"8,24380284","43,73179936",30/12/2010 8.00,31
29/12/2010 9.00,"5,00703903","52,34480488",30/12/2010 9.00,31
29/12/2010 10.00,"14,04712418","46,0971728",30/12/2010 10.00,31
