,Provincia di TARANTO,,
,Massafra (TA) Via Frappietro,,
Parm,SO2,O3,BENZENE



22/11/2010 16.00,"9,229617","24,024248","1,458175"
22/11/2010 17.00,"10,90343","26,571185","1,7917"
22/11/2010 18.00,"9,808832","16,898183","1,877179"
22/11/2010 19.00,"22,014906","0,60822","4,296317"
22/11/2010 20.00,"20,504215","3,422167","4,541515"
22/11/2010 21.00,"21,568078","0,002165","4,268603"
22/11/2010 22.00,"31,08611",,"6,435678"
22/11/2010 23.00,"12,633976","1,745202","4,250501"
23/11/2010 0.00,"10,707199","30,246654","2,360203"
23/11/2010 1.00,"8,619669","32,846876","1,201636"
23/11/2010 2.00,"8,319421","29,592853","1,078579"
23/11/2010 3.00,"7,253194","35,579549","0,346848"
23/11/2010 4.00,"6,912755","32,357164","0,688458"
23/11/2010 5.00,"8,480182","33,992926","0,460701"
23/11/2010 6.00,"8,23431","27,831308","0,753088"
23/11/2010 7.00,"7,877328","36,372441","0,974439"
23/11/2010 8.00,"12,288817","21,90875","1,736731"
23/11/2010 9.00,"11,265136","21,72134","1,982184"
23/11/2010 10.00,"9,496764","33,622273","1,601419"
23/11/2010 11.00,"8,742602","33,972097","1,129734"
23/11/2010 12.00,"8,000261","29,14725","1,027526"
23/11/2010 13.00,"7,8064","29,522051","1,203264"
23/11/2010 14.00,"7,213003","26,176396","1,291081"
23/11/2010 15.00,"7,910425","26,679455","1,1516"
23/11/2010 16.00,"7,033327","20,125561","1,485176"
23/11/2010 17.00,"8,607847","19,258551","1,689847"
23/11/2010 18.00,"9,903398","12,384839","2,388119"
23/11/2010 19.00,"9,262714","14,096395","2,083935"
23/11/2010 20.00,"10,721386","18,005907","2,478124"
23/11/2010 21.00,"12,81602","8,873441","3,026338"
23/11/2010 22.00,"8,747331","30,82716","2,009643"
23/11/2010 23.00,"8,18703","28,994014","1,586113"
24/11/2010 0.00,"6,577047","34,741667","1,196755"
24/11/2010 1.00,"5,896172","34,226959","1,042679"
24/11/2010 2.00,,"30,47985","1,038815"
24/11/2010 3.00,"5,498998","30,075083","0,85367"
24/11/2010 4.00,"4,69046",,"0,35234"
24/11/2010 5.00,"5,619569","27,149955","0,897248"
24/11/2010 6.00,"7,255555","13,273172","1,174737"
24/11/2010 7.00,"15,057223","1,052823","2,550433"
24/11/2010 8.00,"36,604026",,"4,424458"
24/11/2010 9.00,"17,293707","11,043979","4,019947"
24/11/2010 10.00,"9,839565","17,850242","1,827142"
24/11/2010 11.00,"10,823046","12,073287","2,74829"
24/11/2010 12.00,"8,099556","24,548974","1,767546"
24/11/2010 13.00,"7,009685","34,579933","1,540907"
24/11/2010 14.00,"6,272074","35,870579","1,239011"
24/11/2010 15.00,"5,577015","37,768163","1,016085"
24/11/2010 16.00,"5,967099","41,29259","1,182974"
24/11/2010 17.00,"4,945789","40,081248","0,937369"
24/11/2010 18.00,"5,172745","32,768235","1,560027"
24/11/2010 19.00,"5,442258","27,626799","2,342253"
24/11/2010 20.00,"8,778064","16,475323","2,82665"
24/11/2010 21.00,"13,281755","5,888312","4,271603"
24/11/2010 22.00,"7,203545","18,922533","2,766342"
24/11/2010 23.00,"8,548742","18,848102","2,342303"
25/11/2010 0.00,"10,858509","32,780503","1,473836"
25/11/2010 1.00,"12,355004","31,900428","1,097597"
25/11/2010 2.00,"11,960194","26,490727","1,025238"
25/11/2010 3.00,"11,707236","20,923978","1,101665"
25/11/2010 4.00,"10,508609","22,882072","0,932436"
25/11/2010 5.00,"11,797067","23,635363","1,153837"
25/11/2010 6.00,"12,66707","15,349867","1,13248"
25/11/2010 7.00,"18,785484","2,607848","3,125648"
25/11/2010 8.00,"37,157234",,"3,953181"
25/11/2010 9.00,"50,235679",,"6,302756"
25/11/2010 10.00,"24,873145","6,432678","5,671605"
25/11/2010 11.00,"13,759308","25,030746","1,889484"
25/11/2010 12.00,"12,711991","23,21823","2,143582"
25/11/2010 13.00,"12,295906","27,26774","1,263368"
25/11/2010 14.00,"12,8633","27,935986","1,960318"
25/11/2010 15.00,"11,875092","35,995746","1,378137"
25/11/2010 16.00,"11,581932","39,579864","1,428427"
25/11/2010 17.00,"11,154028","36,870095","1,329778"
25/11/2010 18.00,"11,797067","28,570694","1,926147"
25/11/2010 19.00,"13,366868","13,059695","3,603333"
25/11/2010 20.00,"18,038406","4,193709","4,330386"
25/11/2010 21.00,"34,76471","0,024251","6,379386"
25/11/2010 22.00,"28,409893","0,000694","6,399828"
25/11/2010 23.00,"27,589551",,"5,015437"
26/11/2010 0.00,"11,93183",,"3,48175"
26/11/2010 1.00,"5,087637","11,966016","2,247417"
26/11/2010 2.00,,"12,740709","1,581181"
26/11/2010 3.00,"2,267214","34,704263","1,143515"
26/11/2010 4.00,"2,144278",,"0,902943"
26/11/2010 5.00,"1,654899","34,602756","0,973727"
26/11/2010 6.00,"2,22466","28,053691","0,922622"
26/11/2010 7.00,"5,453985","11,816617","1,626793"
26/11/2010 8.00,"11,428263","3,930577","3,104494"
26/11/2010 9.00,"10,70247","3,571625","3,774494"
26/11/2010 10.00,"7,825315","12,722897","3,431765"
26/11/2010 11.00,"5,090001","22,181826","2,149531"
26/11/2010 12.00,"4,113609","21,4737","2,325116"
26/11/2010 13.00,"3,411458","18,374173","2,324506"
26/11/2010 14.00,"7,071153","9,426389","3,109223"
26/11/2010 15.00,"4,777934","12,749757","2,754544"
26/11/2010 16.00,"5,378426","11,558945","4,237788"
26/11/2010 17.00,"2,645476","15,664525","2,740611"
26/11/2010 18.00,"4,633721","7,335344","3,401966"
26/11/2010 19.00,"3,078115","10,132898","3,524566"
26/11/2010 20.00,"4,023773","10,499992","3,54333"
26/11/2010 21.00,"4,728286","12,025339","4,454053"
26/11/2010 22.00,"4,380757","17,573244","3,357422"
26/11/2010 23.00,"5,286225","17,937896","2,617758"
27/11/2010 0.00,"8,369068","33,195425","1,287929"
27/11/2010 1.00,"6,146772","36,457749","1,062562"
27/11/2010 2.00,"6,588869","39,28947","0,76931"
27/11/2010 3.00,"7,870234","32,187769","0,711747"
27/11/2010 4.00,"4,456411","40,237754","0,753241"
27/11/2010 5.00,"6,097125","38,231342","0,836228"
27/11/2010 6.00,"6,80164","28,900208","0,96498"
27/11/2010 7.00,"6,354819","25,076251","1,543399"
27/11/2010 8.00,"13,447241","5,930461","2,200432"
27/11/2010 9.00,"15,32201","8,861504","3,851023"
27/11/2010 10.00,"11,551198","10,663596","2,402815"
27/11/2010 11.00,"18,260642","3,093563","3,712101"
27/11/2010 12.00,"16,227475","4,833253","4,270942"
27/11/2010 13.00,"8,257954","26,124625","2,328574"
27/11/2010 14.00,"9,272172","19,372078","1,953504"
27/11/2010 15.00,"8,919914","19,061963","2,5186"
27/11/2010 16.00,"7,882053","16,83336","2,55328"
27/11/2010 17.00,"7,957705","20,54417","2,527855"
27/11/2010 18.00,"9,057033","21,104965","2,000388"
27/11/2010 19.00,"8,66222","23,822774","2,538279"
27/11/2010 20.00,"9,075947","25,974043","2,236027"
27/11/2010 21.00,"9,406926","23,885436","1,975319"
27/11/2010 22.00,"7,962435","26,034271","1,752647"
27/11/2010 23.00,"5,938728","30,725893","1,877941"
28/11/2010 0.00,"8,503825","31,572412","1,32332"
28/11/2010 1.00,"8,350154","32,242293","1,190653"
28/11/2010 2.00,,"34,207986","0,940725"
28/11/2010 3.00,"9,622065","37,108097","0,811871"
28/11/2010 4.00,"6,328811",,"0,711951"
28/11/2010 5.00,"7,676375","31,805128","0,770937"
28/11/2010 6.00,"7,931702","28,426975","0,804091"
28/11/2010 7.00,"7,487243","28,987829","0,906808"
28/11/2010 8.00,"10,13272","19,176527","1,011356"
28/11/2010 9.00,"9,265079","22,548167","1,527229"
28/11/2010 10.00,"8,605483","28,467673","1,483803"
28/11/2010 11.00,"8,345428","27,776565","1,385459"
28/11/2010 12.00,"8,146839","28,023226","1,284929"
28/11/2010 13.00,"10,45897","22,182665","1,750562"
28/11/2010 14.00,"9,976687","20,797217","2,120648"
28/11/2010 15.00,"8,139746","23,86036","1,5195"
28/11/2010 16.00,"8,279231","22,645026","1,730578"
28/11/2010 17.00,"7,671646","20,806174","1,584486"
28/11/2010 18.00,"8,064094","18,326698","1,336643"
28/11/2010 19.00,"8,806436","8,11802","1,938351"
28/11/2010 20.00,"14,4851","0,052287","4,645503"
28/11/2010 21.00,"16,470985",,"4,544159"
28/11/2010 22.00,"14,969751","1,259196","3,768392"
28/11/2010 23.00,"8,844261","11,563874","1,975421"
29/11/2010 0.00,"4,77557","17,488263","1,382713"
29/11/2010 1.00,"3,879559","24,854268","0,358696"
29/11/2010 2.00,"4,870136","32,459587","0,4038"
29/11/2010 3.00,"3,257788","33,481147",
29/11/2010 4.00,"2,853522","31,802674",
29/11/2010 5.00,"2,945722","38,406783",
29/11/2010 6.00,"3,170317","32,338313",
29/11/2010 7.00,"5,373699","18,536143","1,201535"
29/11/2010 8.00,"12,844384","1,055952","2,333812"
29/11/2010 9.00,"15,775928",,"3,032338"
29/11/2010 10.00,"13,170638","7,314655","4,004234"
29/11/2010 11.00,"7,01205","17,989695","1,639912"
29/11/2010 12.00,"7,539254","19,82611","2,666879"
29/11/2010 13.00,"4,040321","34,304146","1,097902"
29/11/2010 14.00,"6,012016","20,382078","1,63859"
29/11/2010 15.00,"3,825185","21,710547","1,420444"
29/11/2010 16.00,"4,29565","29,012249","1,353678"
29/11/2010 17.00,"4,77084","25,989802","1,593537"
29/11/2010 18.00,"5,484813","20,904667","2,441054"
29/11/2010 19.00,"4,461139","26,179468","2,287538"
29/11/2010 20.00,"5,19875","11,200824","3,503107"
29/11/2010 21.00,"8,354882","8,932167","4,129071"
29/11/2010 22.00,"6,144409","9,266741","2,314082"
29/11/2010 23.00,"8,331242","1,671168","3,272452"
30/11/2010 0.00,"8,953012","9,954569","2,418273"
30/11/2010 1.00,"8,856083","14,710037","1,600809"
30/11/2010 2.00,,"26,012606","1,072782"
30/11/2010 3.00,"6,744902","27,549454","1,112039"
30/11/2010 4.00,"7,889147",,"0,998643"
30/11/2010 5.00,"7,449418","33,626044","0,514348"
30/11/2010 6.00,"7,629091","29,264675","1,022085"
30/11/2010 7.00,"9,515679","19,96997","1,5943"
30/11/2010 8.00,"11,354977","12,994051","2,042899"
30/11/2010 9.00,"11,128024","15,479135","1,919587"
30/11/2010 10.00,"9,468395","15,263645","2,520126"
30/11/2010 11.00,"10,737933","21,243239","1,888823"
30/11/2010 12.00,"8,565292","22,315771","1,489803"
30/11/2010 13.00,"10,073615","14,541801","1,757579"
30/11/2010 14.00,"7,948251","14,79252","2,061917"
30/11/2010 15.00,"9,811196","17,350527","1,901993"
30/11/2010 16.00,"8,019175","11,515126","1,881348"
30/11/2010 17.00,"9,357278","5,449486","2,45158"
30/11/2010 18.00,"10,546442","5,33396","2,235264"
30/11/2010 19.00,"10,577176","5,527325","2,716458"
30/11/2010 20.00,"12,250985","2,115558","2,605554"
30/11/2010 21.00,"10,664648","2,770217","2,596604"
30/11/2010 22.00,"9,86084","0,220404","2,605351"
30/11/2010 23.00,"9,002659","4,522805","2,534567"
01/12/2010 0.00,"6,603052","4,610473","1,852669"
01/12/2010 1.00,"2,948087","7,455253","1,654964"
01/12/2010 2.00,"2,799146","17,561099","0,833228"
01/12/2010 3.00,"4,10888","23,150698",
01/12/2010 4.00,"3,201051","15,150577","0,955115"
01/12/2010 5.00,"4,073419","18,905651","0,792243"
01/12/2010 6.00,"4,806302","18,043696",
01/12/2010 7.00,"5,094729","13,031741","0,878281"
01/12/2010 8.00,"4,77084","12,843289","1,15638"
01/12/2010 9.00,"9,395108","3,579732","1,785903"
01/12/2010 10.00,"9,721358",,"2,06212"
01/12/2010 11.00,"7,676375",,"2,14648"
01/12/2010 12.00,"8,903363",,"2,047628"
01/12/2010 13.00,"13,220288","8,838329","2,215789"
01/12/2010 14.00,"10,967256","7,407994","2,580892"
01/12/2010 15.00,"5,380791","12,536863","1,499617"
01/12/2010 16.00,"5,71177","19,225486","1,408494"
01/12/2010 17.00,"5,503725","18,649822","1,508008"
01/12/2010 18.00,"7,763846","21,967643","1,803904"
01/12/2010 19.00,"6,626694","23,697168","1,997235"
01/12/2010 20.00,"6,756721","22,085308","2,793241"
01/12/2010 21.00,"4,893776","38,182046","1,698187"
01/12/2010 22.00,"3,331078","41,389766","1,121751"
01/12/2010 23.00,"4,059235","50,841598","0,960709"
02/12/2010 0.00,"2,773141","45,482448","0,802108"
02/12/2010 1.00,"1,435035","57,946191","0,399376"
02/12/2010 2.00,,"50,068454",
02/12/2010 3.00,"2,212838","51,823178",
02/12/2010 4.00,"1,342833",,
02/12/2010 5.00,"2,030799","50,164554","0,368866"
02/12/2010 6.00,"2,985913","47,604689","0,818634"
02/12/2010 7.00,"5,484813","25,185359","1,424563"
02/12/2010 8.00,"8,983746","8,055143","2,128327"
02/12/2010 9.00,"10,690652","8,536733","2,236841"
02/12/2010 10.00,"10,057068","10,985576","3,375321"
02/12/2010 11.00,"6,690526","22,673913","2,33071"
02/12/2010 12.00,"3,82282","31,740631","1,155414"
02/12/2010 13.00,"4,640815","27,901273","1,180432"
02/12/2010 14.00,"3,64078","32,8215","1,226655"
02/12/2010 15.00,"3,163225","45,657471","0,989744"
02/12/2010 16.00,"3,997766","36,150897","1,330948"
02/12/2010 17.00,"4,416222","23,136295","1,85094"
02/12/2010 18.00,"8,648038","10,786929","2,639318"
02/12/2010 19.00,"18,454503","7,506782","3,612638"
02/12/2010 20.00,"25,53511","2,939614","6,182089"
02/12/2010 21.00,"33,478613","0,426198","5,36203"
02/12/2010 22.00,"19,40016","5,393243","4,877481"
02/12/2010 23.00,"7,35485","12,351051","2,125326"
03/12/2010 0.00,"5,872532","13,141458","2,360355"
03/12/2010 1.00,"3,692792","24,655347","1,617488"
03/12/2010 2.00,"2,193926","32,323229","0,976778"
03/12/2010 3.00,"3,345263","32,873231","1,255537"
03/12/2010 4.00,"3,203416","41,067773","0,386307"
03/12/2010 5.00,"3,387818","34,581771","0,389257"
03/12/2010 6.00,"2,558003","33,413259","0,332101"
03/12/2010 7.00,"8,986109","8,168015","2,072646"
03/12/2010 8.00,"28,937097","0,002282","4,189226"
03/12/2010 9.00,"27,050521","0,7891","4,562414"
03/12/2010 10.00,"15,856311","6,1797","4,671234"
03/12/2010 11.00,"10,399862","9,707738","3,275147"
03/12/2010 12.00,"7,052241","17,408155","2,305386"
03/12/2010 13.00,"3,071331","36,258606","2,193262"
03/12/2010 14.00,"5,768511","19,932116","1,276233"
03/12/2010 15.00,"4,506057","26,740282","1,488379"
03/12/2010 16.00,"5,551009","16,291401","1,976438"
03/12/2010 17.00,"8,376161","11,099921","2,403273"
03/12/2010 18.00,"20,52549","1,825088","4,26545"
03/12/2010 19.00,"29,206622","3,498827","5,684877"
03/12/2010 20.00,"12,42357","5,865039","3,880973"
03/12/2010 21.00,"10,541714","5,435198","2,773511"
03/12/2010 22.00,"9,754455","6,34557","3,08929"
03/12/2010 23.00,"4,27437","11,263511","2,249807"
04/12/2010 0.00,"7,955344","14,462699","2,059628"
04/12/2010 1.00,"6,482481","29,0389","1,20962"
04/12/2010 2.00,,"27,409663","0,933352"
04/12/2010 3.00,"6,943488","28,158348","0,96259"
04/12/2010 4.00,"5,132556",,"0,857534"
04/12/2010 5.00,"5,153835","21,379996","0,870298"
04/12/2010 6.00,"5,312229","24,739038","0,830584"
04/12/2010 7.00,"7,2461","13,004567","0,936962"
04/12/2010 8.00,"6,581776","11,227808","1,293929"
04/12/2010 9.00,"6,01438","20,629358","1,25569"
04/12/2010 10.00,"6,309899","23,098748","1,278471"
04/12/2010 11.00,"5,643211","30,89501","0,928114"
04/12/2010 12.00,"4,877229","37,261654","0,854331"
04/12/2010 13.00,"5,565194","38,137678","0,841923"
04/12/2010 14.00,"5,316957","40,337483","1,023458"
04/12/2010 15.00,"4,030864","44,169101","0,93625"
04/12/2010 16.00,"4,014315","46,043105","1,018271"
04/12/2010 17.00,"5,061631","45,075829","1,09241"
04/12/2010 18.00,"6,106582","38,31595","1,535263"
04/12/2010 19.00,"7,06406","28,60816","2,561925"
04/12/2010 20.00,"8,326514","22,824934","3,277486"
04/12/2010 21.00,"8,373797","18,810817","2,788461"
04/12/2010 22.00,"6,744902","27,741532","2,16804"
04/12/2010 23.00,"7,14208","40,073945","1,315896"
05/12/2010 0.00,"4,990707","40,568666","1,037442"
05/12/2010 1.00,"5,125462","34,880141","0,949878"
05/12/2010 2.00,"7,208274","28,301949","0,975913"
05/12/2010 3.00,"7,395041","26,411726","1,084936"
05/12/2010 4.00,"6,610145","28,142427","0,960404"
05/12/2010 5.00,"5,699949","32,240159","0,92608"
05/12/2010 6.00,"5,792151","29,137014","0,860789"
05/12/2010 7.00,"4,877229","32,197484","0,955014"
05/12/2010 8.00,"4,350023","34,709529","1,00922"
05/12/2010 9.00,"5,49427","38,93863","1,051425"
05/12/2010 10.00,"5,347691","32,377495","1,121242"
05/12/2010 11.00,"5,302774","36,182636","1,145803"
05/12/2010 12.00,"4,007223","39,56131","1,127955"
05/12/2010 13.00,"5,056903","39,63722","1,451005"
05/12/2010 14.00,"4,983615","42,623513","1,856584"
05/12/2010 15.00,"5,905629","46,319451","1,692898"
05/12/2010 16.00,"4,364209","46,571101","1,703933"
05/12/2010 17.00,"8,74024","15,516599","2,270046"
05/12/2010 18.00,"16,002881","0,464596","4,854547"
05/12/2010 19.00,"12,860931","1,522803","5,002114"
05/12/2010 20.00,"14,846817","4,08829","3,816699"
05/12/2010 21.00,"8,912822","9,567904","3,379999"
05/12/2010 22.00,"9,468395","10,017426","2,424121"
05/12/2010 23.00,"13,695481","12,83653","2,434495"
06/12/2010 0.00,"16,026526","14,976663","2,49704"
06/12/2010 1.00,"13,227376","22,726004","2,089986"
06/12/2010 2.00,,"21,733131","1,902248"
06/12/2010 3.00,"8,874995","25,166386","1,58952"
06/12/2010 4.00,"10,562989",,"1,440733"
06/12/2010 5.00,"7,142075","29,063858","1,262097"
06/12/2010 6.00,"9,144507","28,593757","1,181856"
06/12/2010 7.00,"18,388306","0,980112","2,591214"
06/12/2010 8.00,"25,100108",,"3,359151"
06/12/2010 9.00,"22,501917","1,824906","3,77907"
06/12/2010 10.00,"19,456898","4,320711","3,485564"
06/12/2010 11.00,"12,437757","23,827303","2,408968"
06/12/2010 12.00,"12,359743","26,615993","2,141802"
06/12/2010 13.00,"11,697778","29,065534","1,781733"
06/12/2010 14.00,"11,856176","31,946575","1,881755"
06/12/2010 15.00,"10,529886","38,085547","1,47343"
06/12/2010 16.00,"10,239105","34,737798","1,831108"
06/12/2010 17.00,"12,154054","19,373117","2,158023"
06/12/2010 18.00,"16,849249","3,628406","3,242603"
06/12/2010 19.00,"23,390836","0,42124","5,038167"
06/12/2010 20.00,"20,421472","0,094816","4,370456"
06/12/2010 21.00,"20,097576",,"4,353217"
06/12/2010 22.00,"17,844556",,"3,821174"
06/12/2010 23.00,"14,612764","1,634306","3,122342"
07/12/2010 0.00,"10,151632","10,787091","2,340371"
07/12/2010 1.00,"8,898635","20,497987","1,595215"
07/12/2010 2.00,"8,477818","27,747577","1,301963"
07/12/2010 3.00,"7,785125","26,689868","1,064443"
07/12/2010 4.00,"7,262648","32,208477","1,094851"
07/12/2010 5.00,"6,189327","36,757516","0,805769"
07/12/2010 6.00,"5,130191","41,880776","0,669491"
07/12/2010 7.00,"8,922278","35,24399","1,172703"
07/12/2010 8.00,"12,014573","15,361323","2,008066"
07/12/2010 9.00,"10,70247","16,181478","2,322472"
07/12/2010 10.00,"11,681231","17,115799","2,477819"
07/12/2010 11.00,"14,615133","18,782132","2,212229"
07/12/2010 12.00,"11,05237","27,160808","1,64276"
07/12/2010 13.00,"9,804103","30,583291","1,519652"
07/12/2010 14.00,"9,702446","28,090079","1,461988"
07/12/2010 15.00,"7,8395","41,658292","1,311371"
07/12/2010 16.00,"9,88212","33,153728","1,487668"
07/12/2010 17.00,"9,971957","28,383902","1,957776"
07/12/2010 18.00,"10,929434","18,542886","2,860516"
07/12/2010 19.00,"11,279323","13,638746","3,040881"
07/12/2010 20.00,"10,168182","14,952503","2,740917"
07/12/2010 21.00,"12,522859","7,380553","3,339777"
07/12/2010 22.00,"10,610269","9,3046","3,328336"
07/12/2010 23.00,"8,993202","23,210288","1,982082"
08/12/2010 0.00,"11,409357","28,244552","1,577011"
08/12/2010 1.00,"11,364435","34,041004","1,007288"
08/12/2010 2.00,,"34,511105","0,712561"
08/12/2010 3.00,"10,596092","37,296445",
08/12/2010 4.00,"9,312362",,
08/12/2010 5.00,"9,766276","38,864814","0,338559"
08/12/2010 6.00,"10,350212","33,131065","0,697967"
08/12/2010 7.00,"8,820618","21,491277","1,041561"
08/12/2010 8.00,"11,709595","18,194225","1,125107"
08/12/2010 9.00,"11,083102","23,309101","1,354847"
08/12/2010 10.00,"11,513375","21,29455","1,334558"
08/12/2010 11.00,"12,51813","15,880793","1,693712"
08/12/2010 12.00,"13,291213","13,99205","1,976489"
08/12/2010 13.00,"13,241563","17,766998","2,141548"
08/12/2010 14.00,"12,321911","21,07081","2,4169"
08/12/2010 15.00,"10,371497","28,296481","1,851194"
08/12/2010 16.00,"10,570077","24,758789","1,799581"
08/12/2010 17.00,"10,553531","23,727035","1,945165"
08/12/2010 18.00,"10,584264","24,358591","1,598317"
08/12/2010 19.00,"11,305328","25,682472","1,941707"
08/12/2010 20.00,"11,551198","23,357221","1,917553"
08/12/2010 21.00,"11,130383","20,18174","1,660913"
08/12/2010 22.00,"10,454241","23,739702","1,750206"
08/12/2010 23.00,"10,496792","19,699643","1,686135"
09/12/2010 0.00,"8,709504","28,233161","1,334914"
09/12/2010 1.00,"7,397406","29,505552","0,862365"
09/12/2010 2.00,"8,818254","26,98441","0,797989"
09/12/2010 3.00,"9,307634","23,309101","0,916927"
09/12/2010 4.00,"6,858381","18,47285","0,878434"
09/12/2010 5.00,"7,066424","13,759018","1,072884"
09/12/2010 6.00,"8,203578","5,773454","1,072121"
09/12/2010 7.00,"13,473246","0,455933","1,714611"
09/12/2010 8.00,"28,651034",,"3,010371"
09/12/2010 9.00,"50,677758",,"4,720914"
09/12/2010 10.00,"56,221681",,"7,931328"
09/12/2010 11.00,"19,664944",,"4,172039"
09/12/2010 12.00,"14,752256","0,44538","2,333049"
09/12/2010 13.00,"13,343223","3,990674","1,98976"
09/12/2010 14.00,"15,757011","1,482203","2,872364"
09/12/2010 15.00,"10,047611","5,699264","2,20811"
09/12/2010 16.00,"11,151659","3,505404","2,052255"
09/12/2010 17.00,"17,23224","0,118206","3,562347"
09/12/2010 18.00,"14,274693","2,913745","4,047558"
09/12/2010 19.00,"11,222585","14,991723","2,299233"
09/12/2010 20.00,"8,366704","24,112048","1,711255"
09/12/2010 21.00,"8,94119","21,718408","1,463005"
09/12/2010 22.00,"9,931767","15,652826","2,218738"
