,Provincia di TARANTO,,
,Massafra (TA) Via Frappietro,,
Parm,SO2,O3,BENZENE



03/09/2010 17.00,"0,650026","58,471767","0,577656"
03/09/2010 18.00,"0,650026","62,503384","0,629879"
03/09/2010 19.00,"0,650026","56,100817","0,920944"
03/09/2010 20.00,"0,650026","56,931982","1,221213"
03/09/2010 21.00,"0,650026","67,692961","0,818736"
03/09/2010 22.00,"0,650026","68,714205","0,392104"
03/09/2010 23.00,"0,650026","69,704605","0,431106"
04/09/2010 0.00,"0,650026","67,3595","0,378578"
04/09/2010 1.00,"0,650026","67,969741","0,300269"
04/09/2010 2.00,"0,650026","70,002222","0,322694"
04/09/2010 3.00,"0,650026","74,64158","0,377256"
04/09/2010 4.00,"0,650026","76,336429","0,324321"
04/09/2010 5.00,"0,650026","74,221414","0,295896"
04/09/2010 6.00,"0,650026","58,733539","0,921809"
04/09/2010 7.00,"0,650026","61,929821","0,954353"
04/09/2010 8.00,"0,650026","56,539328","0,78192"
04/09/2010 9.00,"0,650026","66,339085","0,817465"
04/09/2010 10.00,"0,650026","72,991754","0,646405"
04/09/2010 11.00,"0,650026","70,078919","0,618082"
04/09/2010 12.00,"0,650026","63,181989","1,363543"
04/09/2010 13.00,"0,650026","57,042861","0,748461"
04/09/2010 14.00,"0,650026","64,925186","0,550197"
04/09/2010 15.00,"0,650026","68,614168","0,440412"
04/09/2010 16.00,"0,650026","71,126007","0,455921"
04/09/2010 17.00,"0,650026","73,524469","0,492787"
04/09/2010 18.00,"0,650026","74,090524","0,623574"
04/09/2010 19.00,"0,650026","65,909749","1,084936"
04/09/2010 20.00,"0,650026","56,180018","1,507906"
04/09/2010 21.00,"0,650026","68,631671","0,851127"
04/09/2010 22.00,"0,650026","62,119063","1,096936"
04/09/2010 23.00,"0,650026","62,515888","1,003576"
05/09/2010 0.00,"0,650026","51,468963","0,998135"
05/09/2010 1.00,"0,650026","37,47085","1,140921"
05/09/2010 2.00,,"47,637425","1,029967"
05/09/2010 3.00,"0,650026","61,722238","0,743986"
05/09/2010 4.00,"0,650026",,"0,500161"
05/09/2010 5.00,"0,650026","59,618095","0,46543"
05/09/2010 6.00,"0,650026","65,098511","0,522941"
05/09/2010 7.00,"0,650026","54,56878","0,816346"
05/09/2010 8.00,"0,650026","46,457996","1,394917"
05/09/2010 9.00,"0,650026","62,264154","0,83572"
05/09/2010 10.00,"0,650026","61,057572","0,580148"
05/09/2010 11.00,"0,650026","63,381543","0,580198"
05/09/2010 12.00,"0,650026","62,075855","0,923182"
05/09/2010 13.00,"0,650026","70,734182","0,97271"
05/09/2010 14.00,"0,650026","77,540937","0,594945"
05/09/2010 15.00,"0,650026","83,439233","0,589504"
05/09/2010 16.00,"0,650026","84,564061","0,817109"
05/09/2010 17.00,"0,650026","84,810164","1,321439"
05/09/2010 18.00,"0,650026","87,195254","0,94703"
05/09/2010 19.00,"0,650026","92,772295","1,08819"
05/09/2010 20.00,"0,650026","80,45375","0,806481"
05/09/2010 21.00,"0,650026","67,279607","1,057731"
05/09/2010 22.00,"0,650026","66,339778","0,887383"
05/09/2010 23.00,"0,650026","75,937937","0,796718"
06/09/2010 0.00,"0,650026","81,099569","0,708544"
06/09/2010 1.00,"0,650026","80,08541","0,566215"
06/09/2010 2.00,"0,650026","70,147","0,443717"
06/09/2010 3.00,"0,650026","61,328453","0,494669"
06/09/2010 4.00,"0,650026","71,091784","0,527721"
06/09/2010 5.00,"0,650026","75,727344","0,368612"
06/09/2010 6.00,"0,650026","71,537749","0,722172"
06/09/2010 7.00,"0,650026","40,018755","1,846872"
06/09/2010 8.00,"0,650026","28,734188","2,31459"
06/09/2010 9.00,"0,650026","35,376593","2,47192"
06/09/2010 10.00,"0,650026","45,386029","1,14021"
06/09/2010 11.00,"2,013275","51,195962","1,399494"
06/09/2010 12.00,"12,876831","46,7743","2,131784"
06/09/2010 13.00,"3,727718","62,685343","1,284268"
06/09/2010 14.00,"0,743918","71,052971","0,856009"
06/09/2010 15.00,"0,650026","74,116917","0,641015"
06/09/2010 16.00,"0,650026","71,380831","1,127243"
06/09/2010 17.00,"0,650026","72,408209","1,375187"
06/09/2010 18.00,"0,650026","69,773707","1,314574"
06/09/2010 19.00,"0,650026","57,292076","1,807616"
06/09/2010 20.00,"0,650026","46,512502","1,692288"
06/09/2010 21.00,"0,650026","35,62187","2,318607"
06/09/2010 22.00,"0,650026","52,286098","1,088953"
06/09/2010 23.00,"0,650026","49,685461","1,144125"
07/09/2010 0.00,"0,650026","58,149714","1,061138"
07/09/2010 1.00,"0,650026","59,212598","0,747749"
07/09/2010 2.00,,"58,689","0,694865"
07/09/2010 3.00,"0,650026","58,152191","0,594996"
07/09/2010 4.00,"0,650026",,"0,518823"
07/09/2010 5.00,"0,650026","55,028847","0,458158"
07/09/2010 6.00,"0,650026","40,411627","1,489244"
07/09/2010 7.00,"0,650026","41,410344","1,999676"
07/09/2010 8.00,"2,023205","64,121651","1,943741"
07/09/2010 9.00,"2,757193","67,707428","1,542789"
07/09/2010 10.00,"3,256449","57,391482","1,682881"
07/09/2010 11.00,"3,77015","57,144702","2,094867"
07/09/2010 12.00,"2,358149","60,027404","1,498143"
07/09/2010 13.00,"1,822781","61,715948","1,266012"
07/09/2010 14.00,"1,021082","63,368058","0,823007"
07/09/2010 15.00,"1,070737","62,13415","0,857229"
07/09/2010 16.00,"1,063515","64,40238","0,948912"
07/09/2010 17.00,"1,648538","58,081312","1,508923"
07/09/2010 18.00,"1,925702","61,743277","2,061306"
07/09/2010 19.00,"2,598297","54,95183","2,202873"
07/09/2010 20.00,"2,443014","46,658996","2,27691"
07/09/2010 21.00,"2,229047","47,898699","1,538772"
07/09/2010 22.00,"1,903131","51,450523","1,219129"
07/09/2010 23.00,"2,078277","51,703098","1,080054"
08/09/2010 0.00,"1,428251","51,696473","1,138582"
08/09/2010 1.00,"1,327136","55,755111","0,578978"
08/09/2010 2.00,"1,142963","58,443202","0,51567"
08/09/2010 3.00,"1,253106","57,414671","0,472142"
08/09/2010 4.00,"1,659372","55,17294","0,554367"
08/09/2010 5.00,"1,324428","48,684586","0,660287"
08/09/2010 6.00,"1,440891","43,927017","1,279386"
08/09/2010 7.00,"2,285021","35,609335","1,623132"
08/09/2010 8.00,"1,913965","45,603137","1,723103"
08/09/2010 9.00,"2,144183","40,779316","1,677491"
08/09/2010 10.00,"2,20106","33,600306","1,963217"
08/09/2010 11.00,"1,419223","28,9595","2,074273"
08/09/2010 12.00,"0,651832","33,051259","1,763427"
08/09/2010 13.00,"0,650026","43,291844","1,435343"
08/09/2010 14.00,"0,650026","48,35168","0,917537"
08/09/2010 15.00,"0,650026","46,181997","1,073647"
08/09/2010 16.00,"0,687041","45,004406","1,648201"
08/09/2010 17.00,"0,655442","42,247579","1,804107"
08/09/2010 18.00,"1,152894","32,521261","1,557688"
08/09/2010 19.00,"1,331651","90,127054","2,277876"
08/09/2010 20.00,"0,744821","40,288343","1,69422"
08/09/2010 21.00,"0,825171","33,954829","1,119107"
08/09/2010 22.00,"0,805309","46,030091","0,749427"
08/09/2010 23.00,"1,220604",,"0,643863"
09/09/2010 0.00,"0,926287",,"0,508703"
09/09/2010 1.00,"1,069834",,"0,601555"
09/09/2010 2.00,,,"0,470718"
09/09/2010 3.00,"2,449334",,"0,405325"
09/09/2010 4.00,"1,345192",,"0,444582"
09/09/2010 5.00,"1,277481","48,612071","0,553451"
09/09/2010 6.00,"1,339775","38,426969","1,566841"
09/09/2010 7.00,"1,463461","37,154573","1,165329"
09/09/2010 8.00,"1,941049","48,237369","1,226705"
09/09/2010 9.00,"0,993095","47,597539","1,344728"
09/09/2010 10.00,"0,687041","47,004688","0,975862"
09/09/2010 11.00,"1,079765","45,45695","1,672507"
09/09/2010 12.00,"0,795378","49,54456","1,347016"
09/09/2010 13.00,"0,655442","64,037016","1,221875"
09/09/2010 14.00,"1,020179","68,417867","0,351526"
09/09/2010 15.00,"0,907328","61,689145","0,526908"
09/09/2010 16.00,"0,892882","63,06761","0,368459"
09/09/2010 17.00,"0,87573","54,331931","0,983185"
09/09/2010 18.00,"0,740307","49,444134","1,232146"
09/09/2010 19.00,"1,103239","38,432608","2,043661"
09/09/2010 20.00,"0,974135","31,609128","2,20094"
09/09/2010 21.00,"1,010248","34,976727","1,407019"
09/09/2010 22.00,"1,40207","40,637992","0,983388"
09/09/2010 23.00,"1,561868","35,073919","1,430817"
10/09/2010 0.00,"0,918162","44,343324","0,693696"
10/09/2010 1.00,"0,743918","44,868958","0,692424"
10/09/2010 2.00,"0,823366","49,430363","0,675491"
10/09/2010 3.00,"0,897397","45,946944","0,39541"
10/09/2010 4.00,"0,861284","55,302205","0,565554"
10/09/2010 5.00,"0,702389","60,840362","0,313948"
10/09/2010 6.00,"0,773711","52,294203","0,488821"
10/09/2010 7.00,"1,5402","28,664299","1,893756"
10/09/2010 8.00,"0,909134","36,20455","0,71907"
10/09/2010 9.00,"0,852256","44,320493","0,957963"
10/09/2010 10.00,"2,641633","29,421564","1,904688"
10/09/2010 11.00,"3,333188","19,970736","3,091222"
10/09/2010 12.00,"1,646732","45,151616","1,391612"
10/09/2010 13.00,"0,897397","55,96957","0,742563"
10/09/2010 14.00,"0,785448","48,7468","0,767276"
10/09/2010 15.00,"0,728571","60,414351","0,618234"
10/09/2010 16.00,"0,983164","60,274234","0,427445"
10/09/2010 17.00,"0,877535","53,75204","0,575673"
10/09/2010 18.00,"0,900105","55,597821","0,642185"
10/09/2010 19.00,"2,006955","38,827036","1,274555"
10/09/2010 20.00,"2,40329","25,025378","3,17487"
10/09/2010 21.00,"1,666594","33,778874","1,606148"
10/09/2010 22.00,"1,450822","34,731325","0,930097"
10/09/2010 23.00,"1,417417","28,340335","1,191721"
11/09/2010 0.00,"1,624162","27,035572","0,833737"
11/09/2010 1.00,"1,059903","37,792782","0,649812"
11/09/2010 2.00,,"39,731705","0,507381"
11/09/2010 3.00,"1,181783","43,803117","0,395766"
11/09/2010 4.00,"1,009346",,"0,441836"
11/09/2010 5.00,"0,952468","29,290429","0,410461"
11/09/2010 6.00,"1,386722","24,899405","1,580825"
11/09/2010 7.00,"1,283801","28,161856","1,031746"
11/09/2010 8.00,"1,297343","29,867626","0,916012"
11/09/2010 9.00,"1,256717","38,065814","0,721206"
11/09/2010 10.00,"0,901911","40,979281","0,533518"
11/09/2010 11.00,"0,841422","44,417471","0,598352"
11/09/2010 12.00,"0,782739","49,810468","0,656677"
11/09/2010 13.00,"0,657248","52,2192","0,449056"
11/09/2010 14.00,"0,650026","58,719114","0,535095"
11/09/2010 15.00,"0,650026","58,354309","0,331084"
11/09/2010 16.00,"0,911842","61,284435","0,307032"
11/09/2010 17.00,"0,725862","57,094969","0,461057"
11/09/2010 18.00,"0,672596","53,483537","0,524263"
11/09/2010 19.00,"0,650026","52,018474","0,532298"
11/09/2010 20.00,"0,715028","50,520926","0,647829"
11/09/2010 21.00,"0,74753","51,340497","0,651999"
11/09/2010 22.00,"0,650026","50,007032","0,595148"
11/09/2010 23.00,"0,650026","46,009136","0,530925"
12/09/2010 0.00,"0,650026","46,33563","0,528281"
12/09/2010 1.00,"0,650026","50,007032","0,473719"
12/09/2010 2.00,"0,696972","50,637531","0,480431"
12/09/2010 3.00,"0,650026","54,027416","0,442242"
12/09/2010 4.00,"0,650026","51,63451","0,428564"
12/09/2010 5.00,"0,650026","48,475337","0,450989"
12/09/2010 6.00,"0,650026","46,543019","0,49594"
12/09/2010 7.00,"0,650026","48,282936","0,480939"
12/09/2010 8.00,"0,650026","49,169139","0,494567"
12/09/2010 9.00,"0,650026","49,045871","0,551214"
12/09/2010 10.00,"0,650026","43,831949","0,61437"
12/09/2010 11.00,"0,650026","45,627669","0,638371"
12/09/2010 12.00,"0,650026","48,229633","0,679864"
12/09/2010 13.00,"0,650026","51,281361","0,698526"
12/09/2010 14.00,"0,650026","54,674578","0,602725"
12/09/2010 15.00,"0,650026","58,645823","0,492177"
12/09/2010 16.00,"0,650026","56,273735","0,538807"
12/09/2010 17.00,"0,650026","53,949125","0,521874"
12/09/2010 18.00,"0,650026","53,639289","0,6371"
12/09/2010 19.00,"0,650026","52,70478","0,761021"
12/09/2010 20.00,"0,650026","55,186806","0,782581"
12/09/2010 21.00,"0,650026","55,299249","0,716629"
12/09/2010 22.00,"0,650026","55,826469","0,67483"
12/09/2010 23.00,"0,650026","43,642878","0,716375"
13/09/2010 0.00,"0,650026","29,83181","0,860331"
13/09/2010 1.00,"0,650026","42,467665","0,612234"
13/09/2010 2.00,,"42,347727","0,528382"
13/09/2010 3.00,"0,711417","39,634986","0,523653"
13/09/2010 4.00,"0,650026",,"0,562096"
13/09/2010 5.00,"0,650026","30,431678","0,594386"
13/09/2010 6.00,"0,650026","40,443917","0,666694"
13/09/2010 7.00,"0,659957","44,381033","0,849602"
13/09/2010 8.00,"0,711417","45,289789","1,247808"
13/09/2010 9.00,"0,650026","50,819323","0,721256"
13/09/2010 10.00,"0,650026","45,835381","0,72746"
13/09/2010 11.00,"0,650026","50,737318","1,030628"
13/09/2010 12.00,"0,650026","56,694453","0,746224"
13/09/2010 13.00,"0,650026","60,98051","0,6042"
13/09/2010 14.00,"0,650026","63,419766","0,857585"
13/09/2010 15.00,"0,650026","62,527745","1,307608"
13/09/2010 16.00,"0,650026","63,13944","1,044764"
13/09/2010 17.00,"0,650026","64,134383","1,578028"
13/09/2010 18.00,"0,650026","55,620846","1,906061"
13/09/2010 19.00,"0,650026","41,75099","1,63137"
13/09/2010 20.00,"0,650026","36,997998","2,060696"
13/09/2010 21.00,"0,650026","35,980456","1,37417"
13/09/2010 22.00,"0,650026","36,24321","1,339796"
13/09/2010 23.00,"0,650026","44,581025","1,424359"
14/09/2010 0.00,"0,650026","42,173568","1,289403"
14/09/2010 1.00,"0,650026","45,607771","0,703713"
14/09/2010 2.00,"0,650026","62,338625","0,445599"
14/09/2010 3.00,"0,650026","60,68268","0,555892"
14/09/2010 4.00,"0,650026","62,551173","0,504127"
14/09/2010 5.00,"0,650026","60,526969","0,580504"
14/09/2010 6.00,"0,650026","56,59822","0,78726"
14/09/2010 7.00,"0,650026","53,30711","0,668678"
14/09/2010 8.00,"0,650026","54,48448","0,685051"
14/09/2010 9.00,"0,650026","56,95637","0,772208"
14/09/2010 10.00,"0,650026","54,030102","0,691763"
14/09/2010 11.00,"0,650026","50,169972","0,957099"
14/09/2010 12.00,"0,650026","54,090349","1,328965"
14/09/2010 13.00,"0,650026","59,788079","0,755326"
14/09/2010 14.00,"0,650026","62,548662","0,923995"
14/09/2010 15.00,"0,650026","65,418868","0,483889"
14/09/2010 16.00,"0,650026","63,446539","0,562096"
14/09/2010 17.00,"0,650026","66,47741","0,574198"
14/09/2010 18.00,"0,650026","62,724388","0,832618"
14/09/2010 19.00,"0,650026","58,612383","0,831397"
14/09/2010 20.00,"0,650026","59,866739","0,825753"
14/09/2010 21.00,"0,650026","56,773946","0,729697"
14/09/2010 22.00,"0,650026","58,585606","0,677627"
14/09/2010 23.00,"0,650026","60,716918","0,631354"
15/09/2010 0.00,"0,650026","62,064158","0,547553"
15/09/2010 1.00,"0,650026","60,857504","0,549485"
15/09/2010 2.00,,"58,422433","0,555841"
15/09/2010 3.00,"0,650026","59,771344","0,525586"
15/09/2010 4.00,"0,650026",,"0,49772"
15/09/2010 5.00,"0,650026","64,364176","0,46843"
15/09/2010 6.00,"0,650026","63,37187","0,551722"
15/09/2010 7.00,"0,650026","59,943017","0,64249"
15/09/2010 8.00,"0,650026","56,838044","0,650931"
15/09/2010 9.00,"0,650026","53,381094","0,671067"
15/09/2010 10.00,"0,650026","46,348221","0,728477"
15/09/2010 11.00,"0,650026","51,930232","0,645846"
15/09/2010 12.00,"0,650026","55,447494","0,571249"
15/09/2010 13.00,"0,650026","61,752459","0,897757"
15/09/2010 14.00,"0,650026","69,199272","0,673305"
15/09/2010 15.00,"0,650026","64,489762","0,73046"
15/09/2010 16.00,"0,650026","57,213975","1,371119"
15/09/2010 17.00,"0,650026","56,125007","1,240282"
15/09/2010 18.00,"0,650026","46,496942","1,95142"
15/09/2010 19.00,"0,650026","40,464633","1,814379"
15/09/2010 20.00,"0,650026","53,087781","1,069681"
15/09/2010 21.00,"0,650026","41,949368","1,351237"
15/09/2010 22.00,"0,650026","51,506375","1,085292"
15/09/2010 23.00,"0,650026","50,231502","0,949319"
16/09/2010 0.00,"0,650026","35,257731","1,055748"
16/09/2010 1.00,"0,650026","31,288518","0,958472"
16/09/2010 2.00,"0,650026","31,554564","1,097902"
16/09/2010 3.00,"0,650026","32,048649","1,475819"
16/09/2010 4.00,"0,650026","30,786171","1,630759"
16/09/2010 5.00,"0,650026","29,702982","1,378137"
16/09/2010 6.00,"0,772808","18,996689","2,059222"
16/09/2010 7.00,"4,77137","0,383646","4,450087"
16/09/2010 8.00,"3,476735","19,280636","4,464274"
16/09/2010 9.00,"0,652734","34,889232","1,757122"
16/09/2010 10.00,"0,67711","35,722897","1,624759"
16/09/2010 11.00,"0,714125","45,517033","1,482074"
16/09/2010 12.00,"0,652734","51,289903","1,488684"
16/09/2010 13.00,"0,650026","51,886442","1,702204"
16/09/2010 14.00,"0,650026","56,992545","0,878891"
16/09/2010 15.00,"0,650026","59,206019","0,797175"
16/09/2010 16.00,"0,947068","59,375398","1,110564"
16/09/2010 17.00,,,"1,733527"
16/09/2010 18.00,,,"2,326896"
16/09/2010 19.00,"2,699169","34,661439","3,879499"
16/09/2010 20.00,"1,789814","34,113873","2,993641"
16/09/2010 21.00,"0,602323","39,114215","1,652066"
16/09/2010 22.00,"0,566203","44,490371","1,215366"
16/09/2010 23.00,"0,428941","51,542372","0,89613"
17/09/2010 0.00,,"51,612094","0,649812"
17/09/2010 1.00,"0,006322","50,476155","0,622709"
17/09/2010 2.00,,"54,11439","0,492533"
17/09/2010 3.00,"0,141776","57,489046","0,500923"
17/09/2010 4.00,"0,109267",,"0,799616"
17/09/2010 5.00,"0,929222","33,307556","1,007288"
17/09/2010 6.00,"2,297319","18,232668","2,551653"
17/09/2010 7.00,"4,348109","3,813401","2,667693"
17/09/2010 8.00,"3,76475","25,897854","3,755069"
17/09/2010 9.00,"1,062872","40,327719","1,346813"
17/09/2010 10.00,"0,953604","42,468141","1,517974"
17/09/2010 11.00,"0,790155","46,722345","1,082952"
17/09/2010 12.00,"0,793767","46,535024","1,615911"
17/09/2010 13.00,"0,27994","47,82134","1,157854"
17/09/2010 14.00,,"54,040677","0,730969"
17/09/2010 15.00,,"54,348294","0,82377"
17/09/2010 16.00,"0,398238","52,628049","0,921809"
17/09/2010 17.00,"0,659215","50,7772","1,801361"
17/09/2010 18.00,"0,655603","45,78747","1,894518"
17/09/2010 19.00,"1,275987","32,481802","3,404052"
17/09/2010 20.00,"1,254315","23,85052","2,321404"
17/09/2010 21.00,"0,505699","23,183734","2,01244"
17/09/2010 22.00,"0,463257","30,088759","1,395426"
17/09/2010 23.00,"0,153516","36,527209","1,236723"
18/09/2010 0.00,"0,108364","39,236456","0,832313"
18/09/2010 1.00,,"46,507532","0,735749"
18/09/2010 2.00,,"37,498171","1,01583"
18/09/2010 3.00,,"45,118104","0,499296"
18/09/2010 4.00,,"41,011693","0,808362"
18/09/2010 5.00,"0,554463","40,605264","1,010288"
18/09/2010 6.00,"0,348572","25,782141","1,352254"
18/09/2010 7.00,"0,689919","23,420031","2,039644"
18/09/2010 8.00,"0,149904","37,14931","1,378849"
18/09/2010 9.00,"0,939156","34,780328","2,554755"
18/09/2010 10.00,"0,992434","29,684048","2,215128"
18/09/2010 11.00,"0,542723","37,363267","1,400155"
18/09/2010 12.00,"0,484026","42,531725","1,154041"
18/09/2010 13.00,,"43,987313","1,194314"
18/09/2010 14.00,,"49,872397","0,712256"
18/09/2010 15.00,,"53,544883","0,61437"
18/09/2010 16.00,,"49,682501","0,745868"
18/09/2010 17.00,,"49,119683","1,099377"
18/09/2010 18.00,,"51,016076","1,308065"
18/09/2010 19.00,,"48,800038","1,977099"
18/09/2010 20.00,"0,546335","26,190576","2,580383"
18/09/2010 21.00,"0,642058","21,034147","3,041745"
18/09/2010 22.00,"0,173382","26,46554","1,545281"
18/09/2010 23.00,"0,165255","35,087085","1,449581"
19/09/2010 0.00,"0,031606","32,569446","0,991473"
19/09/2010 1.00,"0,00903","34,082606","1,426597"
19/09/2010 2.00,,"49,906769","0,556045"
19/09/2010 3.00,"0,315159","45,459229","0,80943"
19/09/2010 4.00,"0,074952",,"1,00561"
19/09/2010 5.00,,"54,713129","0,619556"
19/09/2010 6.00,"0,010836","37,092674","1,067901"
19/09/2010 7.00,,"40,914262","1,566434"
19/09/2010 8.00,,"39,393891","1,144227"
19/09/2010 9.00,,"44,863178","1,293726"
19/09/2010 10.00,"0,008127","36,89957","1,52967"
19/09/2010 11.00,"0,000903","38,062404","1,644082"
19/09/2010 12.00,,"45,364066","1,602436"
19/09/2010 13.00,,"56,395401","1,212671"
19/09/2010 14.00,,"56,182906","0,764021"
19/09/2010 15.00,,"56,162666","0,667254"
19/09/2010 16.00,,"61,035779","0,560367"
19/09/2010 17.00,,"56,388655","0,43375"
19/09/2010 18.00,,"57,693155","0,497415"
19/09/2010 19.00,,"69,438723","0,862924"
19/09/2010 20.00,,"88,930338","0,38885"
19/09/2010 21.00,"0,164352","86,508536","0,345475"
19/09/2010 22.00,"0,022575","77,925144","0,314355"
19/09/2010 23.00,,"75,722588","0,361493"
20/09/2010 0.00,,"69,889855","0,345017"
20/09/2010 1.00,,"59,618285","0,320304"
20/09/2010 2.00,,"57,081803","0,318779"
20/09/2010 3.00,,"50,930331","0,343593"
20/09/2010 4.00,,"49,183972","0,39541"
20/09/2010 5.00,,"49,68064","0,399376"
20/09/2010 6.00,,"53,93734","0,419563"
20/09/2010 7.00,,"49,130844","0,50911"
20/09/2010 8.00,,"50,880578","0,728579"
20/09/2010 9.00,,"55,189561","0,530874"
20/09/2010 10.00,,"51,542524","0,481499"
20/09/2010 11.00,,"53,149752","0,535857"
20/09/2010 12.00,,"57,758927","0,517704"
20/09/2010 13.00,,"61,829273","0,527416"
20/09/2010 14.00,,"65,249477","0,402935"
20/09/2010 15.00,,"65,182019","0,377002"
20/09/2010 16.00,,"65,871796","0,422258"
20/09/2010 17.00,,"64,988915","0,499805"
20/09/2010 18.00,,"66,114649","0,580554"
20/09/2010 19.00,,"69,489317","0,626726"
20/09/2010 20.00,,"66,498323","0,640507"
20/09/2010 21.00,,"67,580207","0,607759"
20/09/2010 22.00,,"70,967522","0,4756"
20/09/2010 23.00,,"64,170965","0,455921"
21/09/2010 0.00,,"58,126586","0,492991"
21/09/2010 1.00,,"66,871884","0,545671"
21/09/2010 2.00,,"64,464419","0,410665"
21/09/2010 3.00,,"69,667238","0,358594"
21/09/2010 4.00,,,"0,348424"
21/09/2010 5.00,,"64,248964","0,335305"
21/09/2010 6.00,,"60,928333","0,392308"
21/09/2010 7.00,,"59,926088","0,4367"
21/09/2010 8.00,,"62,264664","0,583605"
21/09/2010 9.00,,"58,929733","0,629625"
21/09/2010 10.00,,"56,754411","0,525382"
21/09/2010 11.00,,"59,084573","0,635625"
21/09/2010 12.00,,"58,228751","0,528738"
21/09/2010 13.00,,"60,514309","0,736359"
21/09/2010 14.00,,"64,737881","0,494669"
21/09/2010 15.00,,"67,099173","0,434361"
21/09/2010 16.00,,"66,656534","0,432733"
21/09/2010 17.00,,"69,664118","0,595504"
21/09/2010 18.00,"0,008127","72,955285","0,607302"
21/09/2010 19.00,,"69,480664","0,63415"
21/09/2010 20.00,,"63,289633","0,916419"
21/09/2010 21.00,,"63,716283","0,793057"
21/09/2010 22.00,,"63,53367","0,65149"
21/09/2010 23.00,,"66,280379","0,436852"
22/09/2010 0.00,,"65,102256","0,376493"
22/09/2010 1.00,,"54,227335","0,453938"
22/09/2010 2.00,,"55,729445","0,489991"
22/09/2010 3.00,,"58,795088","0,404003"
22/09/2010 4.00,,"54,231544","0,4367"
22/09/2010 5.00,,"43,823665","0,467464"
22/09/2010 6.00,,"28,455887","0,606946"
22/09/2010 7.00,,"20,614634","1,169346"
22/09/2010 8.00,"29,469171","21,324614","1,40229"
22/09/2010 9.00,"2,155573","54,733064","0,645032"
22/09/2010 10.00,"1,701767","54,999836","0,535501"
22/09/2010 11.00,"1,701767","56,543167","0,466396"
22/09/2010 12.00,"1,701767","58,095756","0,666237"
22/09/2010 13.00,"1,701767","65,404363","0,73524"
22/09/2010 14.00,"1,701767","69,73395","0,395054"
22/09/2010 15.00,"1,701767","71,380801","0,438073"
22/09/2010 16.00,"1,701767","71,912648","0,487855"
22/09/2010 17.00,"1,701767","73,461029","0,4726"
22/09/2010 18.00,"1,701767","74,050091","0,635371"
22/09/2010 19.00,"1,701767","69,11963","0,940267"
22/09/2010 20.00,"1,701767","71,409393","0,745359"
22/09/2010 21.00,"1,701767","66,882896","0,767021"
22/09/2010 22.00,"1,701767","64,053706","0,70834"
22/09/2010 23.00,"1,701767","63,599305","0,65866"
23/09/2010 0.00,"1,701767","62,757793","0,524467"
23/09/2010 1.00,"1,701767","57,706154","0,478448"
23/09/2010 2.00,,"60,228172","0,523196"
23/09/2010 3.00,"1,701767","61,116826","0,505347"
23/09/2010 4.00,"1,701767",,"0,49477"
23/09/2010 5.00,"1,701767","61,634788","0,521874"
23/09/2010 6.00,"1,701767","64,405744","0,513026"
23/09/2010 7.00,"1,701767","64,631618","0,549587"
23/09/2010 8.00,"1,701767","61,048238","0,678288"
23/09/2010 9.00,"1,701767","56,45437","0,917486"
23/09/2010 10.00,"1,701767","50,446368","0,754258"
23/09/2010 11.00,"1,701767","54,845563","0,789192"
23/09/2010 12.00,"1,701767","52,425188","1,488227"
23/09/2010 13.00,"1,701767","59,676237","0,879146"
23/09/2010 14.00,"1,701767","66,818558","0,751563"
23/09/2010 15.00,"1,701767","66,617143","0,726646"
23/09/2010 16.00,"1,701767","61,390379","0,791226"
23/09/2010 17.00,"1,701767","60,465896","1,019644"
23/09/2010 18.00,"1,701767","57,829764","1,113412"
23/09/2010 19.00,"1,701767","48,506371","1,559824"
23/09/2010 20.00,"1,701767","42,585192","1,174533"
23/09/2010 21.00,"1,701767","37,082842","0,826567"
23/09/2010 22.00,"1,701767","44,488122","0,915656"
23/09/2010 23.00,"1,701767","41,553635","1,481057"
24/09/2010 0.00,"1,701767","41,562912",
24/09/2010 1.00,"1,701767","30,672866",
24/09/2010 2.00,"1,701767","30,119174",
24/09/2010 3.00,"1,701767","39,111358",
24/09/2010 4.00,"1,701767","34,64561",
24/09/2010 5.00,"1,701767","34,514138",
24/09/2010 6.00,"1,784491","23,24229",
24/09/2010 7.00,"4,670409","11,049343",
24/09/2010 8.00,"4,97767","28,367923",
24/09/2010 9.00,"1,730131","36,687592",
24/09/2010 10.00,"2,573924","36,585606",
24/09/2010 11.00,"4,33478","45,138732",
24/09/2010 12.00,"3,720253","49,848885",
24/09/2010 13.00,"1,744312","51,592535",
24/09/2010 14.00,"1,701767","55,366357",
24/09/2010 15.00,"1,701767","57,68397",
24/09/2010 16.00,"1,701767","56,54201",
24/09/2010 17.00,"1,701767","50,833219",
24/09/2010 18.00,"1,701767","54,314633",
24/09/2010 19.00,"1,701767","44,465378",
24/09/2010 20.00,"1,701767","37,573331",
24/09/2010 21.00,"1,701767","37,205014",
24/09/2010 22.00,"1,701767","39,366676",
24/09/2010 23.00,"1,701767","44,565667",
25/09/2010 0.00,"1,701767","47,413331",
25/09/2010 1.00,"1,701767","53,894947",
25/09/2010 2.00,,"59,171422",
25/09/2010 3.00,"1,701767","52,279375",
25/09/2010 4.00,"1,701767",,
25/09/2010 5.00,"1,701767","50,421649",
25/09/2010 6.00,"1,701767","49,397738",
25/09/2010 7.00,"1,701767","43,03584",
