,Bari,,,,,
,Caldarola,,,,,
Parm,SO2,NO2,CO,O3,BENZENE,PM10



17/07/2010 7.00,"2,84094577","67,43742544","0,65343103",,,"40,40000153"
17/07/2010 8.00,"2,99265573","87,32731136","0,70339438",,,"40,40000153"
17/07/2010 9.00,"2,89332127","81,13386536","0,76050618",,,"40,40000153"
17/07/2010 10.00,"2,46528326","57,6268196","0,62941805",,,"40,40000153"
17/07/2010 11.00,"2,51946495","45,2580916","0,66038258",,,"40,40000153"
17/07/2010 12.00,"2,62421697","41,22430696","0,64995583",,,"40,40000153"
17/07/2010 13.00,"2,71452047","24,74781904","0,52435602",,,"40,40000153"
17/07/2010 14.00,"2,91860694","20,17670504","0,494892",,,"40,40000153"
17/07/2010 15.00,"2,65672639","19,0358873","0,51215264",,,"40,40000153"
17/07/2010 16.00,"2,5646167","24,6816256","0,5402338",,,"40,40000153"
17/07/2010 17.00,"2,64227787","32,98930384","0,53896978",,,"40,40000153"
17/07/2010 18.00,"1,97583879","16,18835143","0,51629888",,,"40,40000153"
17/07/2010 19.00,"2,33524659","15,34214612","0,56215444",,,"40,40000153"
17/07/2010 20.00,"2,5122412","29,63429832","0,68700283",,,"40,40000153"
17/07/2010 21.00,"3,34303257","91,62977024","1,06873722",,,"40,40000153"
17/07/2010 22.00,"3,09921292","100,14379152","1,12261031",,,"40,40000153"
17/07/2010 23.00,"3,14436569","89,64012392","1,12387434",,,"40,40000153"
18/07/2010 0.00,"3,26717759","97,64279992","0,9865453",,,"40,40000153"
18/07/2010 1.00,"2,54475062","103,18731312","0,79360383",,,"40,70000076"
18/07/2010 2.00,"2,79398783","71,18827232","0,72341957",,,"40,70000076"
18/07/2010 3.00,"2,72174523","59,29458072","0,65311531",,,"40,70000076"
18/07/2010 4.00,"2,68201206","47,41255232","0,65426051",,,"40,70000076"
18/07/2010 5.00,"2,26481018","42,775264","0,63083935",,,"40,70000076"
18/07/2010 6.00,"2,81566112","50,43919096","0,7222336",,,"40,70000076"
18/07/2010 7.00,"2,16366953","48,65462576","0,71133386",,,"40,70000076"
18/07/2010 8.00,"2,4399986","27,76277536","0,60808923",,,"40,70000076"
18/07/2010 9.00,"2,3334404","24,69330792","0,6160287",,,"40,70000076"
18/07/2010 10.00,"2,48334416","35,87575464","0,66982141",,,"40,70000076"
18/07/2010 11.00,"2,47431422","36,40012064","0,63395922",,,"40,70000076"
18/07/2010 12.00,"2,05891853","30,49479392","0,62487571",,,"40,70000076"
18/07/2010 13.00,"2,63324793","19,03199064","0,64454441",,,"40,70000076"
18/07/2010 14.00,"2,40026441","20,0858468","0,64221441",,,"40,70000076"
18/07/2010 15.00,"1,98125736","11,2512443","0,57890132",,,"40,70000076"
18/07/2010 16.00,"2,41651913","18,53490506","0,50235732",,,"40,70000076"
18/07/2010 17.00,"2,4219377","17,49401799","0,53553419",,,"40,70000076"
18/07/2010 18.00,"2,45986468","46,8375948","0,60188793",,,"40,70000076"
18/07/2010 19.00,"3,07212207","45,93817088","0,59130274",,,"40,70000076"
18/07/2010 20.00,"3,05586736","65,32709368","0,56203678",,,"40,70000076"
18/07/2010 21.00,"2,3316342","60,34973704","0,60228287",,,"40,70000076"
18/07/2010 22.00,"2,44361099","39,37482936","0,53458588",,,"40,70000076"
18/07/2010 23.00,"2,45625332","51,66698176","0,53150562",,,"40,70000076"
19/07/2010 0.00,"2,6206056","71,59191464","0,54746263",,,"40,70000076"
19/07/2010 1.00,,"27,29553992","0,49264006",,,"28,60000038"
19/07/2010 2.00,"2,01376679",,"0,45041929",,,"28,60000038"
19/07/2010 3.00,"2,55378056","42,85702112",,,,"28,60000038"
19/07/2010 4.00,"2,28287007","37,57468136","0,47419578",,,"28,60000038"
19/07/2010 5.00,"2,43277384","49,4281636","0,48079201",,,"28,60000038"
19/07/2010 6.00,"2,67478729","69,15969768","0,54260341",,,"28,60000038"
19/07/2010 7.00,"2,58990237","72,92872768","0,58470768",,,"28,60000038"
19/07/2010 8.00,"2,93305546","86,09823952","0,79838382",,,"28,60000038"
19/07/2010 9.00,"2,9619525","84,98855296","0,74549748",,,"28,60000038"
19/07/2010 10.00,"2,44722236","51,19974632","0,60232248",,,"28,60000038"
19/07/2010 11.00,"2,53210829","40,95175136","0,54698847",,,"28,60000038"
19/07/2010 12.00,"2,34066415","25,6706076","0,52056394",,,"28,60000038"
19/07/2010 13.00,"2,48594158",,,,"0,2700135","28,60000038"
19/07/2010 14.00,"2,58809618","17,45508202","0,46195163",,"0,71876475","28,60000038"
19/07/2010 15.00,"2,46167087","18,17928644","0,46254345",,"0,49899105","28,60000038"
19/07/2010 16.00,"2,51765978","18,12218074","0,48312201",,"0,46451475","28,60000038"
19/07/2010 17.00,"2,34247034","27,626488","0,51764212",,"0,5167377","28,60000038"
19/07/2010 18.00,"2,38581691","20,33503776","0,51171693",,"0,55177335","28,60000038"
19/07/2010 19.00,"2,81385492","43,4423608","0,64458402",,"0,7019334","28,60000038"
19/07/2010 20.00,"2,95292154","59,09470024","0,79198564",,"1,2013821","28,60000038"
19/07/2010 21.00,"2,88790371","50,19","0,72049658",,"1,6805925","28,60000038"
19/07/2010 22.00,"2,36956118","21,56024736","0,53371679",,"1,1354805","28,60000038"
19/07/2010 23.00,"2,50321126","24,33509472","0,52364537",,"0,769869","28,60000038"
20/07/2010 0.00,"2,96917625","54,95579384","0,54738341",,"0,8035317","28,60000038"
20/07/2010 1.00,"2,31537949","30,55708688","0,48414954",,"1,09413945","25,7999897"
20/07/2010 2.00,"2,43277384","48,27304792","0,47372162",,"0,8117694","25,7999897"
20/07/2010 3.00,"2,70910291","50,37429768","0,45413098",,"0,74174895","25,7999897"
20/07/2010 4.00,"2,53571966","23,42786984","0,45772501",,"0,6762033","25,7999897"
20/07/2010 5.00,"2,29370722","27,86011528","0,48486019",,"0,82941435","25,7999897"
20/07/2010 6.00,"2,36956118","44,95829","0,54039108",,"0,83531295","25,7999897"
20/07/2010 7.00,"3,01974657","63,3205644","0,67092816",,"1,13400585","25,7999897"
20/07/2010 8.00,"2,59893231","61,28290776","0,74802553",,"1,521432","25,7999897"
20/07/2010 9.00,"3,20757732","59,90328504","0,68866296",,"2,057391","25,7999897"
20/07/2010 10.00,"2,72355143","52,39119","0,58818287",,"1,248876","25,7999897"
20/07/2010 11.00,"2,87887275","34,31443456","0,5753469",,"0,987507","25,7999897"
20/07/2010 12.00,"2,98362477","26,64788816","0,49666863",,"0,88240005","25,7999897"
20/07/2010 13.00,"2,95472773","22,51936392","0,48987551",,"0,67340655","25,7999897"
20/07/2010 14.00,"2,27564632","22,1494684","0,43967566",,"0,6351165","25,7999897"
20/07/2010 15.00,"2,70368433","22,1338856","0,43592436",,"0,4916178","25,7999897"
20/07/2010 16.00,"2,5646167","23,14105072","0,47786902",,"0,4306995","25,7999897"
20/07/2010 17.00,,"9,44850937","0,40156152",,"0,5464341","25,7999897"
20/07/2010 18.00,,"5,19278742",,,"0,19836585","25,7999897"
20/07/2010 19.00,"5,27010824","8,70612566",,,"0,2083833","25,7999897"
20/07/2010 20.00,"5,51573306","19,3512564","0,70078828",,"0,4676166","25,7999897"
20/07/2010 21.00,"5,54101772","11,99752276","0,61298572",,"0,66140595","25,7999897"
20/07/2010 22.00,"6,11173574","13,44984737","0,6386996",,"0,44712405","25,7999897"
20/07/2010 23.00,"5,81915196","22,98141784","0,63312974",,"0,4333437","25,7999897"
21/07/2010 0.00,"6,26163951","49,63320648","0,78349279",,"0,99416835","25,7999897"
21/07/2010 1.00,,"48,57544984","0,75031592",,"1,390239","31,39999962"
21/07/2010 2.00,"4,20452717",,"0,67851115",,"1,10441115","31,39999962"
21/07/2010 3.00,"3,99863552","37,02827",,,"1,06159545","31,39999962"
21/07/2010 4.00,"4,05823578","25,68487112","0,62854779",,"1,0049994","31,39999962"
21/07/2010 5.00,"4,02392017","29,18264568","0,6350648",,"0,87660315","31,39999962"
21/07/2010 6.00,"4,35984951","36,37545584","0,76437631",,"1,692288","31,39999962"
21/07/2010 7.00,"5,01906382","51,1114884","0,84862328",,"1,8260235","31,39999962"
21/07/2010 8.00,"5,04434949","37,09706376","0,79557967",,"1,765512","31,39999962"
21/07/2010 9.00,"4,85812154",,,,,"31,39999962"
21/07/2010 10.00,"3,88424437",,,,,"31,39999962"
21/07/2010 11.00,"5,28816812","2,12072348","0,57230509",,"0,24250365","31,39999962"
21/07/2010 12.00,"6,11534711","1,71968148","0,55599276",,"1,0572732","31,39999962"
21/07/2010 13.00,"5,81734679","27,48501912","0,55520289",,"0,28420065","31,39999962"
21/07/2010 14.00,"4,04739965","18,05077518","0,55488717",,"0,185094","31,39999962"
21/07/2010 15.00,"2,89693365",,"0,55002912",,"0,42200415","31,39999962"
21/07/2010 16.00,"2,76870317","16,15850702","0,53719315",,"0,402732","31,39999962"
21/07/2010 17.00,"3,87221021","11,8988865","0,53482354",,"0,4422933","31,39999962"
21/07/2010 18.00,"3,36651103","10,28563268","0,53770692",,"0,93680955","31,39999962"
21/07/2010 19.00,"3,86137408","22,30652008","0,70232724",,"0,25531785","31,39999962"
21/07/2010 20.00,"4,01308403","42,58966616","0,8006346",,"1,2785724","31,39999962"
21/07/2010 21.00,"3,5146086","32,2001832","0,64762467",,"0,96650595","31,39999962"
21/07/2010 22.00,"3,79093767","50,70396472","0,88255158",,"0,81161685","31,39999962"
21/07/2010 23.00,"3,49293633","65,07660256","0,90447105",,"1,822464","31,39999962"
22/07/2010 0.00,"4,30566782","58,27055176","0,86248678",,"1,636353","31,39999962"
22/07/2010 1.00,"3,86137408","34,22227616","0,72247126",,"1,765512","32,09999084"
22/07/2010 2.00,"3,49654872","39,10487408","0,75256787",,"1,138023","32,09999084"
22/07/2010 3.00,"3,73133741","34,39359136","0,66480609",,"1,195992","32,09999084"
22/07/2010 4.00,"3,89930207","36,01724264","0,66587206",,"1,0724265","32,09999084"
22/07/2010 5.00,"4,15937542","35,10223592","0,68617335",,"1,247859","32,09999084"
22/07/2010 6.00,"3,86859884","41,19056016","0,69190049",,"1,298709","32,09999084"
22/07/2010 7.00,"3,79274387","57,58139048","0,80233317",,"1,2107385","32,09999084"
22/07/2010 8.00,"4,09074521","74,43945624","0,95743545",,"1,890603","32,09999084"
22/07/2010 9.00,"4,42847972","80,7587692","0,82137044",,"2,304522","32,09999084"
22/07/2010 10.00,"4,30024924","60,98958784","0,72085191",,"1,6795755","32,09999084"
22/07/2010 11.00,"4,38488093",,,,"0,9887274","32,09999084"
22/07/2010 12.00,"4,0022479",,"0,50689966",,"0,96121755","32,09999084"
22/07/2010 13.00,"4,6650746",,"0,52648913",,"0,55441755","32,09999084"
22/07/2010 14.00,"4,49530475","12,17662745","0,54536796",,"0,74347785","32,09999084"
22/07/2010 15.00,"4,04017488","10,10393532","0,5982543",,"0,4924314","32,09999084"
22/07/2010 16.00,"3,90110725","9,62761597","0,61792416",,,"32,09999084"
22/07/2010 17.00,"4,58921962","9,6172319","0,61112988",,,"32,09999084"
22/07/2010 18.00,"4,06907192","5,79759508","0,55235912",,,"32,09999084"
22/07/2010 19.00,"4,06004198","6,0143394","0,51061135",,,"32,09999084"
22/07/2010 20.00,"4,2352304","25,6615256","0,63467103",,,"32,09999084"
22/07/2010 21.00,"4,58921962","76,22530248","0,96888973",,"1,4660055","32,09999084"
22/07/2010 22.00,"5,09311261","88,14497816","1,15574874",,"2,028915","32,09999084"
22/07/2010 23.00,"5,03170717","81,74777032","1,16471341",,"2,9121795","32,09999084"
23/07/2010 0.00,"4,43028591","41,02962712","0,72329957",,"2,1433275","32,09999084"
23/07/2010 1.00,,"42,3430564","0,63901415","27,38191365","1,1985345","34,40000153"
23/07/2010 2.00,"4,10158134",,"0,70635581","13,01185683","1,0308312","34,40000153"
23/07/2010 3.00,"4,32011532","51,52421272",,"16,65539117","1,0920546","34,40000153"
23/07/2010 4.00,"4,18827245","40,78301736","0,58486495","18,06766763","0,95206455","34,40000153"
23/07/2010 5.00,"3,90471963","33,72909488","0,56618301",,"0,84782205","34,40000153"
23/07/2010 6.00,"4,30566782","48,81035816","0,77883279","13,96057709","0,9792693","34,40000153"
23/07/2010 7.00,"4,85832392","67,90206056","0,88570989","19,4718384","1,727883","34,40000153"
23/07/2010 8.00,"4,63978994","76,12538136","0,89175275","54,83143785","2,2531635","34,40000153"
23/07/2010 9.00,"3,7855191","48,54690368","0,65505038","88,94230695","1,99332","34,40000153"
23/07/2010 10.00,"4,09074521","26,16508904","0,57645249","113,35097235","1,08702045","34,40000153"
23/07/2010 11.00,"4,0022479","18,22082655","0,59331819","124,900566","0,89796015","34,40000153"
23/07/2010 12.00,"4,30024924","12,1792335","0,54240653","125,15462925","0,76941135","34,40000153"
23/07/2010 13.00,"3,94084144","10,27654877","0,51152005","124,21267005","0,59580945","34,40000153"
23/07/2010 14.00,"4,41222501","14,98263276","0,48963902","119,028483","0,47163375","34,40000153"
23/07/2010 15.00,"4,50614089","8,15063803","0,48509668","128,9792238","0,3759849","34,40000153"
23/07/2010 16.00,"4,18827245","10,5400109","0,48805811",,"0,3626622","34,40000153"
23/07/2010 17.00,"4,09074521","12,44269372","0,48817811",,"0,20589165","34,40000153"
23/07/2010 18.00,"3,78010154","16,34410104","0,49240356","123,05038305","0,4524633","34,40000153"
23/07/2010 19.00,"4,30566782","27,46295464","0,55658458","109,79261055","0,50834745","34,40000153"
23/07/2010 20.00,"3,83608942","55,78772416","0,72168139","78,33872235","0,8955702","34,40000153"
23/07/2010 21.00,"4,39958268","95,38579864","0,98295011","26,07235575","1,585503","34,40000153"
23/07/2010 22.00,"4,40500024","70,03965744","0,81489304","37,26514365","1,8768735","34,40000153"
23/07/2010 23.00,"4,40680745","44,42354184","0,74083748","67,3851549","2,049255","34,40000153"
24/07/2010 0.00,"4,36165468","69,67496256","0,91067235","38,03277975","2,090952","34,40000153"
24/07/2010 1.00,"4,81317217","65,2985284","0,80106915","26,7886206","2,6396235",30
24/07/2010 2.00,"4,76079667","52,0329768","0,68388296","29,6145381","2,165193",30
24/07/2010 3.00,"3,91555679","39,389112","0,59635884","38,9598762","1,480752",30
24/07/2010 4.00,"4,00044171","27,55769424","0,57309496","48,9809607","0,98328645",30
24/07/2010 5.00,"3,7331436","27,54213056","0,5217103","54,29218935","0,9877104",30
24/07/2010 6.00,"3,984187","44,13802288","0,57720275","45,39959655","0,7924464",30
24/07/2010 7.00,"3,79816244","39,68761344","0,51416576","54,62196285","0,9136728",30
24/07/2010 8.00,"4,09435759","45,7629552","0,57021158","70,7421813","0,98826975",30
24/07/2010 9.00,"4,12867219","60,18102216","0,67128349","71,87875275","1,05956145",30
24/07/2010 10.00,"4,60366814","32,85431664","0,62823208","85,8190746","1,2442995",30
24/07/2010 11.00,"4,28399453","32,66353728","0,62475688","85,19198625","1,053612",30
24/07/2010 12.00,"4,07629669","31,97825736","0,57451626","85,5298395","0,91474065",30
24/07/2010 13.00,"4,29302447","28,17938104","0,6086426","86,2758498","0,92674125",30
24/07/2010 14.00,"4,59644439","24,85942248","0,54331406","85,482558","0,6572871",30
24/07/2010 15.00,"3,86859884","15,0059974","0,49232551","100,8959679","0,53906085",30
24/07/2010 16.00,"4,13047838","7,38229701","0,46444007","115,2889752","0,5164326",30
24/07/2010 17.00,"3,61936164","10,95662805","0,46317604","112,1414637","0,1791954",30
24/07/2010 18.00,"4,24787272","16,46220719","0,55401808","98,6052291","0,21728205",30
24/07/2010 19.00,"3,97154467","21,36684856","0,56519509","87,853017","0,6084711",30
24/07/2010 20.00,"4,01127784","28,79198584","0,56120613","84,07027755","0,6154884",30
24/07/2010 21.00,"4,07810186","46,00954584","0,56160223","78,0319512","0,59204655",30
24/07/2010 22.00,"4,10699992","33,72129392","0,51317901","91,43438115","0,5679945",30
24/07/2010 23.00,"3,63922772","25,84840448","0,54161666","81,8403663","0,4849056",30
25/07/2010 0.00,"3,84511937","31,02042184","0,51693147","74,0262306","0,59926725",30
25/07/2010 1.00,,"12,93459396","0,47147084","82,62150855","0,4872447","13,89999962"
25/07/2010 2.00,,,"0,46211007","82,1201052","0,35376345","13,89999962"
25/07/2010 3.00,,"22,44538864",,"85,61093625",,"13,89999962"
25/07/2010 4.00,,"11,8988865","0,45338189","88,4314473",,"13,89999962"
25/07/2010 5.00,,"9,50431874","0,44255904",,,"13,89999962"
25/07/2010 6.00,,"10,01568122","0,44631034","86,7583206","0,9523188","13,89999962"
25/07/2010 7.00,,"11,34858996","0,44804852","87,7557009","0,3805614","13,89999962"
25/07/2010 8.00,,"12,58546467","0,45887137","96,2739519","0,39912165","13,89999962"
25/07/2010 9.00,,"12,70875808","0,4544467","104,5786581","0,43024185","13,89999962"
25/07/2010 10.00,,"17,52516447","0,46325526","104,2637673","0,46014165","13,89999962"
25/07/2010 11.00,,"28,87504312","0,50176434","88,86526005","0,5588415","13,89999962"
25/07/2010 12.00,,"37,04125248","0,49050811","77,5183983","0,59926725","13,89999962"
25/07/2010 13.00,,"34,95558552","0,46254345","78,179262","0,54963765","13,89999962"
25/07/2010 14.00,,"20,61799464","0,404721","81,66333","0,21809565","13,89999962"
25/07/2010 15.00,,"34,55064304","0,39788828","66,2688327",,"13,89999962"
25/07/2010 16.00,,"20,68416896","0,39480802","82,11605535",,"13,89999962"
25/07/2010 17.00,,"11,17338002","0,40108853","92,3817468",,"13,89999962"
25/07/2010 18.00,,"14,66075521","0,41973086","90,64918905","0,38223945","13,89999962"
25/07/2010 19.00,,"17,51867514","0,44323008","90,35185425","0,42932655","13,89999962"
25/07/2010 20.00,,"22,69587976","0,50942654","86,0244798","0,4829733","13,89999962"
25/07/2010 21.00,,"21,96258952","0,46850825","86,33667735","0,54953595","13,89999962"
25/07/2010 22.00,,"19,632894","0,45219708","87,15159495","0,4066983","13,89999962"
25/07/2010 23.00,,"17,03586838","0,43533138","88,170621","0,3782223","13,89999962"
26/07/2010 0.00,,"17,38758842","0,43675268","84,3175977","0,37979865","13,89999962"
26/07/2010 1.00,,"12,88008093","0,40863191","80,4051234","0,37288305","12,30000019"
26/07/2010 2.00,,"9,90146599","0,40310165","77,48865285","0,2256723","12,30000019"
26/07/2010 3.00,,"7,85212703","0,39579477","78,9482547",,"12,30000019"
26/07/2010 4.00,,"9,43942546","0,40385191","77,0007756",,"12,30000019"
26/07/2010 5.00,,"15,38367667","0,41585957","69,301512","0,16948305","12,30000019"
26/07/2010 6.00,,"17,0345663","0,45172293","65,27685885","0,4133088","12,30000019"
26/07/2010 7.00,,"29,25013928","0,51385005","54,13542225","0,5224329","12,30000019"
26/07/2010 8.00,,"38,32615472","0,62550714","51,84336675","0,9034011","12,30000019"
26/07/2010 9.00,,"26,93602656","0,53110952","73,0680321","0,9605565","12,30000019"
26/07/2010 10.00,,"34,51559608","0,54912042","64,4740908","0,88524765","12,30000019"
26/07/2010 11.00,,"41,62014832","0,55066055","61,7806413","0,8394318","12,30000019"
26/07/2010 12.00,,"30,3117964","0,52088082","74,9438508","0,74785095","12,30000019"
26/07/2010 13.00,,"30,71411944","0,57329301","82,7498868","0,67391505","12,30000019"
26/07/2010 14.00,,"18,44016163","0,46112215","90,0437265","0,665118","12,30000019"
26/07/2010 15.00,,"17,06052553","0,4271158","93,00476535","0,4455477","12,30000019"
26/07/2010 16.00,,"20,79449136","0,51033524","91,0113813","0,4310046","12,30000019"
26/07/2010 17.00,"0,96082804","22,61540368","0,56930288","92,67367515","0,5214159","12,30000019"
26/07/2010 18.00,"1,11795657","25,94444424","0,59643806","90,37619325","0,6287094","12,30000019"
26/07/2010 19.00,"1,08905954","34,3377992","0,65789414","81,6322479","0,7447491","12,30000019"
26/07/2010 20.00,"0,9879199","53,00897632","0,70592127","61,6022484","0,79326","12,30000019"
26/07/2010 21.00,"0,92651344","24,810112","0,59276482","87,89221875","0,8426862","12,30000019"
26/07/2010 22.00,"1,05655011","28,50254728","0,56594535","78,02518815","0,50844915","12,30000019"
26/07/2010 23.00,"0,89942158","23,251354","0,51073018","75,4168653","0,4766679","12,30000019"
27/07/2010 0.00,"1,15407736","18,78798885","0,51708875","79,0158054","0,49990635","12,30000019"
27/07/2010 1.00,,"13,70293307","0,46116176","82,24309695","0,3963249","18,60000038"
27/07/2010 2.00,"0,89219783",,"0,45859526","74,2965132",,"18,60000038"
27/07/2010 3.00,"0,83079137","36,41438416",,"78,1062849","0,1862127","18,60000038"
27/07/2010 4.00,"0,80370052","22,32338392","0,44390112","73,8478377",,"18,60000038"
27/07/2010 5.00,"0,76757872","17,67960436","0,45401332",,"0,1703475","18,60000038"
27/07/2010 6.00,"0,8091191","24,04307496","0,48466214","70,80568215","0,67777965","18,60000038"
27/07/2010 7.00,"0,931931","28,02754912","0,54402588","67,19999895","0,6270822","18,60000038"
27/07/2010 8.00,"0,80550671","38,83101832","0,69770685","62,9361453","0,7069167","18,60000038"
27/07/2010 9.00,"1,25702319","31,45521064","0,64095038","76,13719995","1,0182204","18,60000038"
27/07/2010 10.00,"1,24257467","32,19630184","0,62258416","79,93344555","0,92836845","18,60000038"
27/07/2010 11.00,"1,21909621","31,0463868","0,58379898","81,4335858","0,81680355","18,60000038"
27/07/2010 12.00,"1,09267192","29,29684944","0,58644469","87,1556448","0,72252765","18,60000038"
27/07/2010 13.00,"0,81634285","22,2104612","0,56717093","93,3264192","0,60608115","18,60000038"
27/07/2010 14.00,"0,70436708","17,0657147","0,52731861","99,19042245","0,6153867","18,60000038"
27/07/2010 15.00,"0,8795555","14,30774074","0,50286992","103,52320335","0,4113765","18,60000038"
27/07/2010 16.00,"1,13421128","13,56146419","0,48604499","108,09650145","0,42403815","18,60000038"
27/07/2010 17.00,"1,05293773","13,22272089","0,49181174","108,31411605","0,43359795","18,60000038"
27/07/2010 18.00,"0,9879199","8,74376529","0,44749631","108,90196275","0,16978815","18,60000038"
27/07/2010 19.00,"1,0222345","15,99107892","0,48967863","105,0746151",,"18,60000038"
27/07/2010 20.00,"1,17575065","32,001622","0,62566442","93,5899587",,"18,60000038"
27/07/2010 21.00,"1,03668302","37,54223472","0,54694886","84,1094793",,"18,60000038"
27/07/2010 22.00,"1,25341182","53,49827624","0,6660305","59,27909085",,"18,60000038"
27/07/2010 23.00,"1,07461102","47,78244784","0,63316935","54,65168835",,"18,60000038"
28/07/2010 0.00,"1,24979944","42,22495216","0,59651612","54,38814885",,"18,60000038"
28/07/2010 1.00,"0,72784554","22,46615296","0,50231771","81,2241108",,"21,89999962"
28/07/2010 2.00,"0,85607602","19,14101288","0,4921659","54,32734125",,"21,89999962"
28/07/2010 3.00,"1,09808948","24,60765032","0,49536616","42,50070195",,"21,89999962"
28/07/2010 4.00,"0,72965174","12,73990456","0,41799268","74,3073261",,"21,89999962"
28/07/2010 5.00,"0,69533612","22,3363664","0,43951839","68,09603325",,"21,89999962"
28/07/2010 6.00,"1,07641721","33,22421216","0,48849382","61,4887329",,"21,89999962"
28/07/2010 7.00,"0,7910582","50,42490832","0,63518363","50,62162875",,"21,89999962"
28/07/2010 8.00,"1,63449189","56,66638376","0,71579581","56,00314125",,"21,89999962"
28/07/2010 9.00,"1,18658678","40,36641168","0,70110283","75,79258365",,"21,89999962"
28/07/2010 10.00,"1,07641721","38,10160944","0,59908378","86,08123755",,"21,89999962"
28/07/2010 11.00,"1,06377386","35,2592876","0,60619377","92,3709339",,"21,89999962"
28/07/2010 12.00,"0,92651344","24,75040024","0,52565965","101,44329615",,"21,89999962"
28/07/2010 13.00,"1,39428463","16,54396814","0,51511407","108,36814065",,"21,89999962"
28/07/2010 14.00,"1,09989567","12,00531416","0,46124098","114,0699105",,"21,89999962"
28/07/2010 15.00,"0,94096196","10,23761089","0,47865889","117,00529365",,"21,89999962"
28/07/2010 16.00,"1,01139836","9,28367967","0,45594838","110,6899815",,"21,89999962"
28/07/2010 17.00,"1,87650535","7,95984911","0,44220255","100,02022275",,"21,89999962"
28/07/2010 18.00,"2,08967668",,,,,"21,89999962"
28/07/2010 19.00,"1,89817762","8,29859433","0,42079684","100,4134971","1,65532005","21,89999962"
28/07/2010 20.00,"2,31537949","9,08770158","0,40882879","100,29996165","0,18372105","21,89999962"
28/07/2010 21.00,"2,16366953","44,21589864","0,59430495","58,4236149","0,4672098","21,89999962"
28/07/2010 22.00,"2,05169377","44,70259824","0,62238727","47,8700649","1,0526967","21,89999962"
28/07/2010 23.00,"2,18895521","73,84761576","0,70240646","14,42953376","1,215315","21,89999962"
29/07/2010 0.00,"2,35872505","62,58209264","0,61993728","16,52024588","1,1975175","21,89999962"
29/07/2010 1.00,,"60,97660536","0,58893313","16,76620943","1,167516","22,60000038"
29/07/2010 2.00,"2,03363286",,"0,48975668","17,27571248","0,8963838","22,60000038"
29/07/2010 3.00,"1,7934256","55,26727776",,"24,91685175","0,84411","22,60000038"
29/07/2010 4.00,"2,23771832","36,99064184","0,46246539","42,3263589","0,78059835","22,60000038"
29/07/2010 5.00,"1,97042021","53,5359044","0,46124098",,"0,5667741","22,60000038"
29/07/2010 6.00,"2,044469","69,38034248","0,59659534","19,5650847","0,75405465","22,60000038"
29/07/2010 7.00,"2,50140506","72,15518984","0,66050025","22,95048","1,1639565","22,60000038"
29/07/2010 8.00,"2,23771832","55,62159048","0,64742778","43,21563015","1,3327785","22,60000038"
29/07/2010 9.00,"2,24855547","31,06845128","0,50002616","85,5609216","1,2565035","22,60000038"
29/07/2010 10.00,"1,95236033","16,04299546","0,47048292","116,28501885","0,7694622","22,60000038"
29/07/2010 11.00,"1,95236033","10,62696866","0,43379125","129,74823645","0,5935212","22,60000038"
29/07/2010 12.00,"2,21423986","6,90338116","0,42561528","133,4485425","0,42342795","22,60000038"
29/07/2010 13.00,"1,87831154","6,78268042","0,41941398","130,10769555","0,35356005","22,60000038"
29/07/2010 14.00,"1,89998381","4,75150929","0,40740633","134,44725945","0,17700885","22,60000038"
29/07/2010 15.00,"1,53696464","4,49453075","0,40175957","134,30397855",,"22,60000038"
29/07/2010 16.00,"2,0805908","4,89167992","0,40456373","126,79396065",,"22,60000038"
29/07/2010 17.00,"2,12393636","7,48352976","0,41728087","120,74611815",,"22,60000038"
29/07/2010 18.00,"2,06072371","13,10590725","0,41878139","114,0442149","0,16917795","22,60000038"
29/07/2010 19.00,"1,95958408","25,4564636","0,46819253","100,61620905","0,46400625","22,60000038"
29/07/2010 20.00,"2,10406927","44,73894536","0,58028301","87,78273315","0,74124045","22,60000038"
29/07/2010 21.00,"2,00473583","30,47532976","0,46720461","98,8606689","0,7860393","22,60000038"
29/07/2010 22.00,"1,95416652","21,42135968","0,45567228","104,18131395","0,5968773","22,60000038"
29/07/2010 23.00,"2,01557196","13,31616033","0,40164074","112,1914185","0,54445095","22,60000038"
30/07/2010 0.00,"2,06614229","12,50499624","0,4035362","108,02216775","0,41437665","22,60000038"
30/07/2010 1.00,"2,04988757","10,71782307","0,41412139","96,24017655","0,6941025","21,39999962"
30/07/2010 2.00,"2,18714901","10,96572152","0,37573114","91,8587376","0,69801795","21,39999962"
30/07/2010 3.00,"1,84580212","7,47704234","0,3623418","90,52079085","0,17233065","21,39999962"
30/07/2010 4.00,"2,25758542","7,97282777","0,37336153","83,967555","0,54028125","21,39999962"
30/07/2010 5.00,"1,60198247","16,99043926","0,38757919","63,3023874","0,5228397","21,39999962"
30/07/2010 6.00,"2,26300399","38,18858632","0,49797226","39,2666673","0,5178564","21,39999962"
30/07/2010 7.00,"2,37678595","55,03235032","0,66520102","24,5749287","0,9637092","21,39999962"
30/07/2010 8.00,"2,43096764","41,20354264","0,58075716","58,2857604","1,571265","21,39999962"
30/07/2010 9.00,"1,9740326","35,66421096","0,51096667","75,1344132","1,105479","21,39999962"
30/07/2010 10.00,"1,96680884","26,32472192","0,44903644","96,30098415","0,88595955","21,39999962"
