,Bari,,,,,
,Caldarola,,,,,
Parm,SO2,NO2,CO,O3,BENZENE,PM10



04/04/2010 23.00,"7,93044701","62,389994","0,50543758","82,85260935","0,5614857",21
05/04/2010 0.00,"7,37056512","58,3639912","0,49516927","82,06606065","0,483075",21
05/04/2010 1.00,"6,63188344","61,45812344","0,48284474","82,5552945","0,50509305",
05/04/2010 2.00,"7,26039453","53,9097004","0,47759175","81,9646947","0,5183649",
05/04/2010 3.00,"6,90098774","63,6761964","0,42020385","84,3148845","0,5401287",
05/04/2010 4.00,"7,32180099","47,30483024","0,40582775","80,46052455","0,41132565",
05/04/2010 5.00,"7,3759837","48,75196568","0,39800711","84,0635145","0,40674915",
05/04/2010 6.00,"7,32902576","49,72016424","0,42557567","77,7886809","0,40980015",
05/04/2010 7.00,"7,54214217","47,87200592","0,4821737","68,1257388","0,5881311",
05/04/2010 8.00,"7,14841876","82,4460136","0,47241799","76,97509995","0,8611956",
05/04/2010 9.00,"7,54394735","121,66893456","0,45417059","89,0152641","0,75527505",
05/04/2010 10.00,"7,1249403","116,45668872","0,47036526","86,40965445","0,5368743",
05/04/2010 11.00,"6,8359689","114,71109008","0,46444007","86,5731846","0,59530095",
05/04/2010 12.00,"6,48017348","59,78388064","0,43947878","83,43642615","0,6036912",
05/04/2010 13.00,"8,29888475","96,10092488","0,43335554","86,5366761","0,52970445",
05/04/2010 14.00,"7,60716","119,74940128","0,40582775","98,2659993","0,52950105",
05/04/2010 15.00,"7,54394735","107,29499656","0,40282555","99,51341295","0,42952995",
05/04/2010 16.00,"7,87987669","102,8056588","0,40618191","97,4199996","0,41915655",
05/04/2010 17.00,"8,18871416","103,72712808","0,43600242","91,44790725","0,47092185",
05/04/2010 18.00,"7,53130502","87,37274048","0,49659057","78,78336795","0,55807875",
05/04/2010 19.00,"5,39833872","94,74076632","0,51890498","75,5777022","0,71306955",
05/04/2010 20.00,"4,4664067","96,91729152","0,49433863","73,12614645","0,7778016",
05/04/2010 21.00,"5,94377107","94,61097976","0,48876993","75,66282885","0,65621925",
05/04/2010 22.00,"4,954046","93,54542216","0,4595028","75,06009945","0,5734863",
05/04/2010 23.00,"4,89444573","90,3786148","0,45543462","74,76819105","0,54068805",
06/04/2010 0.00,"4,29121828","88,83803992","0,43576476","72,5639355","0,51027975",
06/04/2010 1.00,,"97,71029352","0,43675268","71,3084421","0,48444795",20
06/04/2010 2.00,"6,38445141",,"0,43086826","68,9447262","0,4931433",20
06/04/2010 3.00,"6,13340801","105,0847628",,"71,79224955","0,4886685",20
06/04/2010 4.00,"6,14605034","95,77775864","0,44939176","76,56560625","0,54190845",20
06/04/2010 5.00,"5,22856786","81,33502688","0,44244021",,"0,61045425",20
06/04/2010 6.00,"6,03949315","82,57061864","0,48304279","78,071133","0,68632245",20
06/04/2010 7.00,"5,885977","89,3714688","0,51298096","75,22767945","0,7778016",20
06/04/2010 8.00,"5,43445951","107,32358096","0,60500897","70,61918955","0,96345495",20
06/04/2010 9.00,"5,23218024","105,7506168","0,61725195","71,56521855","1,13904",20
06/04/2010 10.00,"4,47905004","78,60042712","0,61192091","66,20397525","1,1019195",20
06/04/2010 11.00,"5,7758064","71,95272816","0,59233027","66,42019335","1,1324295",20
06/04/2010 12.00,"5,46155035","93,14047968","0,58992105","69,51910665","1,0937835",20
06/04/2010 13.00,"5,84082525","74,20582896","0,60323118","74,83845495","1,1232765",20
06/04/2010 14.00,"6,26525087","86,1410492","0,52763433","82,0714671","0,8538732",20
06/04/2010 15.00,"6,68425894","94,7044192","0,51037485","83,4661716","0,82738035",20
06/04/2010 16.00,"7,08339992","100,84725456","0,54153744","81,11328855","0,79188705",20
06/04/2010 17.00,"7,19718289","99,93484816","0,56669678","80,25240615","0,98999865",20
06/04/2010 18.00,"6,21829395","95,80890512","0,57100145","73,23291885","0,9057402",20
06/04/2010 19.00,"5,62590264","110,53839864","0,63482831","74,07217545","1,1263275",20
06/04/2010 20.00,"5,85346757","99,58311664","0,76603527","61,0778826","1,241757",20
06/04/2010 21.00,"5,55366004","90,32540384","0,65110103","67,2554001","1,5788925",20
06/04/2010 22.00,"5,98169907","87,41036864","0,62898234","51,47169825","1,079037",20
06/04/2010 23.00,"5,66383064","87,87630392","0,51590394","65,3512125","1,1131065",20
07/04/2010 0.00,"5,92029261","76,71332136","0,4668889","71,60575695","0,83104155",20
07/04/2010 1.00,"5,54824248","70,169444","0,42672086","75,73313265","0,65804985","20,5"
07/04/2010 2.00,"4,47001908","63,30500072","0,40247022","80,03076165","0,5814189","20,5"
07/04/2010 3.00,"5,71620715","67,12074088","0,38880361","80,7781086","0,53306055","20,5"
07/04/2010 4.00,"5,43265433","68,4458716","0,4026275","77,3602746","0,5159241","20,5"
07/04/2010 5.00,"5,22495649","66,33553984","0,42363944","70,2799797","0,55492605","20,5"
07/04/2010 6.00,"5,69634006","79,81263512","0,46017384","60,4791831","0,7675299","20,5"
07/04/2010 7.00,"5,16896759","89,77121064","0,65781609","46,21858395","0,8678061","20,5"
07/04/2010 8.00,"6,52713143","117,98948176","0,97355089","43,50079545","2,150955","20,5"
07/04/2010 9.00,"6,72579831","123,77674248","0,77579214","67,1445978","2,3233365","20,5"
07/04/2010 10.00,"5,97086192","119,77148488","0,69640322","74,7357324","1,5687225","20,5"
07/04/2010 11.00,"5,66924819","117,16799096","0,67002063","76,7953704","1,2158235","20,5"
07/04/2010 12.00,"3,2653714","116,60203896","0,67618115","80,99841645","1,2656565","20,5"
07/04/2010 13.00,"3,23828055","127,82737184","0,72326113","77,29270395","1,304811","20,5"
07/04/2010 14.00,"4,17743632","108,42030416","0,56954054","77,11702425","1,338372","20,5"
07/04/2010 15.00,"3,6952156","106,51889664","0,56728976","92,2979568","0,912249","20,5"
07/04/2010 16.00,"3,41346897","101,09254504","0,57581989","90,3613305","0,9779472","20,5"
07/04/2010 17.00,"3,70244037","87,0015448","0,53434939","92,46825","1,0191357","20,5"
07/04/2010 18.00,"4,44834681","72,55233136","0,54686964","84,6905829","0,8958753","20,5"
07/04/2010 19.00,"5,40917485","72,96117432","0,67558816","73,9153884","1,08712215","20,5"
07/04/2010 20.00,"4,09074521","88,24879976","0,80004278","59,58452535","1,25091","20,5"
07/04/2010 21.00,"3,63200396","88,13329584","0,66954647","52,390695","1,658727","20,5"
07/04/2010 22.00,"5,71440096","87,2221896","0,65042999","47,47543395","1,264131","20,5"
07/04/2010 23.00,"4,01489023","87,45319744","0,64675674","42,4155753","1,3287105","20,5"
08/04/2010 0.00,"4,13950832","72,95727384","0,57917742","46,7794383","1,565163","20,5"
08/04/2010 1.00,,"67,1233412","0,53498082","53,4948477","1,303794","28,7999897"
08/04/2010 2.00,"3,56879131",,"0,47356318","60,54811035","1,058697","28,7999897"
08/04/2010 3.00,"4,33275866","58,29131608",,"53,88676545","0,93558915","28,7999897"
08/04/2010 4.00,"2,61879941","46,10948608","0,42869554","51,33520035","0,83988945","28,7999897"
08/04/2010 5.00,"2,27384013","65,82415632","0,53968043",,"0,75130875","28,7999897"
08/04/2010 6.00,"3,80358","79,92555784","0,6322222","11,70093635","1,2171456","28,7999897"
08/04/2010 7.00,"3,82525329","88,32277504","0,89775716","16,41347946","1,720764","28,7999897"
08/04/2010 8.00,"4,60728052","121,25240536","1,53756118","18,35552817","3,0230325","28,7999897"
08/04/2010 9.00,"4,31108537","109,03682856","0,91908481","55,5179772","4,6715895","28,7999897"
08/04/2010 10.00,"8,94545674","101,82447776","0,65042999","60,54811035","2,338083","28,7999897"
08/04/2010 11.00,"6,62827106","99,577916","0,5793347","80,04157455","1,462446","28,7999897"
08/04/2010 12.00,"5,94377107","90,4889372","0,57613677","90,81541245","1,1405655","28,7999897"
08/04/2010 13.00,"6,74024784","85,07811104","0,52135498","97,37405475","0,9362502","28,7999897"
08/04/2010 14.00,"4,24967891","71,8320236","0,49204824","100,7689263","0,8208207","28,7999897"
08/04/2010 15.00,"5,23579262","75,64648272","0,4784224","102,70960245","0,6914583","28,7999897"
08/04/2010 16.00,"4,37790939","81,6932592","0,46491422","103,22179875","0,62326845","28,7999897"
08/04/2010 17.00,"3,48751776","73,80868744","0,47056214","96,6834456","0,57302865","28,7999897"
08/04/2010 18.00,"3,37915437","57,79943496","0,48703291","91,8060297","0,67655925","28,7999897"
08/04/2010 19.00,"3,89749588","47,04395696","0,52356615","82,46609805","0,74490165","28,7999897"
08/04/2010 20.00,"3,9119444","44,28337312","0,54979263","73,43429415","0,86978925","28,7999897"
08/04/2010 21.00,"2,30634955","95,63630888","0,87733704","19,12586151","1,11153015","28,7999897"
08/04/2010 22.00,"4,58741343","97,29626904","0,99440439","13,30782306","2,0711205","28,7999897"
08/04/2010 23.00,"3,4821002","102,47476808","1,08074487","6,26536932","2,691999","28,7999897"
09/04/2010 0.00,"4,67049317","84,24098008","0,84092147","8,99531934","2,7759015","28,7999897"
09/04/2010 1.00,"3,43152987","60,80010864","0,65884129","28,37255085","2,10519","34,5"
09/04/2010 2.00,"3,51099724","49,396998","0,59102664","27,56166315","1,567197","34,5"
09/04/2010 3.00,"2,9420854","43,82133832","0,54856821","26,6007714","1,276335","34,5"
09/04/2010 4.00,"2,74702989","39,39429352","0,49860486","33,04049175","1,1527695","34,5"
09/04/2010 5.00,"0,74951883","44,99979952","0,5337564","25,79800335","1,01410155","34,5"
09/04/2010 6.00,"0,75132401","67,7021992","0,57506963","14,50251485","1,274301","34,5"
09/04/2010 7.00,"1,75730481","71,9851748","0,77211773","18,77853401","1,357695","34,5"
09/04/2010 8.00,"1,61643099","97,67914704","1,14950783","24,70873335","2,592333","34,5"
09/04/2010 9.00,"1,37983611","87,62193144","0,73830943","41,58846825","2,9752335","34,5"
09/04/2010 10.00,"2,00473583","84,12935752","0,59130274","57,2545848","1,472616","34,5"
09/04/2010 11.00,"3,79274387","89,9009972","0,62289987","67,42164345","1,450242","34,5"
09/04/2010 12.00,"3,37012341","88,7744468","0,64114727","71,713866","1,558044","34,5"
09/04/2010 13.00,"4,02030779","95,01202176","0,70568477","74,38435305","1,4161725","34,5"
09/04/2010 14.00,"4,55309883","79,9112752","0,52435602","83,55265485","1,326168","34,5"
09/04/2010 15.00,"4,6831355","92,75500136","0,53600835","90,8748834","0,8602803","34,5"
09/04/2010 16.00,"2,7452237","89,52071952","0,53537575","91,52898405","0,9324873","34,5"
09/04/2010 17.00,"2,39304066","84,27600792","0,56420834","95,7833814","1,01267775","34,5"
09/04/2010 18.00,"2,36414363","85,52846352","0,63384039","80,51323245","0,95969205","34,5"
09/04/2010 19.00,"2,75244846","102,2956328","0,83835381","69,89616165","1,397358","34,5"
09/04/2010 20.00,"5,46335756","105,28078104","0,87417756","66,79860495","1,991286","34,5"
09/04/2010 21.00,"8,11105401","95,99580312","0,75454254","68,9744517","1,846872","34,5"
09/04/2010 22.00,"8,41447291","87,86982224","0,6588809","67,86896235","1,3866795","34,5"
09/04/2010 23.00,"7,58368154","81,24678808","0,6356974","55,4963514","1,135989","34,5"
10/04/2010 0.00,"7,69565832","83,15723936","0,6271661","42,2371824","1,1181915","34,5"
10/04/2010 1.00,,"76,76653232","0,54848783","53,57997435","1,6409295",34
10/04/2010 2.00,"7,67398504",,"0,50002616","67,18782945","1,29159",34
10/04/2010 3.00,"7,79860313","74,82751576",,"74,65599225","0,88392555",34
10/04/2010 4.00,"7,4121055","61,16610368","0,44872072","75,7560951","0,7877682",34
10/04/2010 5.00,"7,29651633","65,48672656","0,46013423",,"0,79249725",34
10/04/2010 6.00,"7,4121055","68,19017984","0,52419874","49,49046375","0,8761455",34
10/04/2010 7.00,"8,35848401","81,9074032","0,66113284","47,55112425","1,13904",34
10/04/2010 8.00,"9,24345808","97,8517624","1,02963632","36,527253","2,482497",34
10/04/2010 9.00,"8,96171145","108,32948416","0,91442365","47,6808591","3,694761",34
10/04/2010 10.00,"9,21997962","112,09325616","0,90150846","51,55820145","2,275029",34
10/04/2010 11.00,"9,4005856","112,27107216","0,90316742","58,35468765","2,1931605",34
10/04/2010 12.00,"9,0267303","117,69876216","0,79072045","71,42600745","2,2307895",34
10/04/2010 13.00,"9,43128985",,"0,74656346","84,0675843","1,6694055",34
10/04/2010 14.00,"9,34640391","100,57599912","0,57471431","84,48112785","1,473633",34
10/04/2010 15.00,"9,06104489","86,8211476","0,55394003","105,78146355","1,0070334",34
10/04/2010 16.00,"9,14412464","86,86657672","0,58328521","104,81241225","0,9836424",34
10/04/2010 17.00,"8,70524948","92,91725368","0,62471727","92,20066065","1,0358145",34
10/04/2010 18.00,"8,46504323","105,105508","0,65986882","80,74164","1,193958",34
10/04/2010 19.00,"8,73053515","91,5726588","0,65674895","73,1396526","1,59669",34
10/04/2010 20.00,"8,38918825","91,13656984","0,77077565","65,30255445","1,5626205",34
10/04/2010 21.00,"8,32958697","99,83750824","0,88464392","54,54762915","1,8565335",34
10/04/2010 22.00,"8,98157855","108,24638864","0,86232834","42,60611775","2,1148515",34
10/04/2010 23.00,"8,35306645","105,59476968","0,84799069","32,5485447","1,934334",34
11/04/2010 0.00,"4,24426136","90,4551904","0,76117838","44,54007075","2,127564",34
11/04/2010 1.00,"4,05281721","76,20843864","0,64430675","54,49085145","1,73907","29,20000076"
11/04/2010 2.00,"4,48266243","75,25970424","0,62372935","49,07825685","1,242774","29,20000076"
11/04/2010 3.00,"4,7535719","63,77223616","0,55073977","58,1817012","1,3378635","29,20000076"
11/04/2010 4.00,"4,27857595","54,34188888","0,5448938","49,58235345","1,0866645","29,20000076"
11/04/2010 5.00,"3,96612609","57,46328624","0,53229549","44,94685125","0,93060585","29,20000076"
11/04/2010 6.00,"1,67783745","55,17901984","0,56547236","47,59976235","0,98226945","29,20000076"
11/04/2010 7.00,"3,4622331","53,3282612","0,59805741","46,94971155","1,268199","29,20000076"
11/04/2010 8.00,"2,74161233","65,3776852","0,76153254","55,7382651","1,587537","29,20000076"
11/04/2010 9.00,"3,92819911","76,66529192","0,75900566","76,98591285","2,6141985","29,20000076"
11/04/2010 10.00,"2,38220453","109,04201008","0,74111359","80,6794758","1,897722","29,20000076"
11/04/2010 11.00,"3,38457193",,"0,83673446","75,1425129","1,987218","29,20000076"
11/04/2010 12.00,"3,35025734",,"0,72776385","81,50789955","1,9195875","29,20000076"
11/04/2010 13.00,"2,11490642",,"0,66038258","84,81357465","1,3215915","29,20000076"
11/04/2010 14.00,"2,18714901","89,32083904","0,53521848","87,3597333","1,02518685","29,20000076"
11/04/2010 15.00,"1,33829674","74,07474224","0,52356615","94,3332558","0,79758225","29,20000076"
11/04/2010 16.00,"1,58211639","64,22648912","0,49698551","93,4953558","0,77022495","29,20000076"
11/04/2010 17.00,"2,23049457","48,23021912","0,49576109","83,93513625","0,66567735","29,20000076"
11/04/2010 18.00,"1,25702319","50,44179128","0,49366759","84,10000305","0,6073524","29,20000076"
11/04/2010 19.00,"1,50084284","46,001764","0,45981968","90,49916505","0,64940535","29,20000076"
11/04/2010 20.00,"1,59114633","50,14068952","0,54450003","74,21001","0,52522965","29,20000076"
11/04/2010 21.00,"2,80843635","69,61395064","0,59019716","60,4589139","0,92562255","29,20000076"
11/04/2010 22.00,"1,57850401","62,50551704","0,56049548","67,7284146","0,94911525","29,20000076"
11/04/2010 23.00,"2,36775601","64,582102","0,54422276","65,24984655","0,83917755","29,20000076"
12/04/2010 0.00,"1,72479539","64,47049856","0,56602574","44,78062785","0,883773","29,20000076"
12/04/2010 1.00,,"75,27656808","0,59833352","20,9287071","1,12322565","27,10000038"
12/04/2010 2.00,"3,84331317",,"0,53237471","24,147879","1,01237265","27,10000038"
12/04/2010 3.00,"1,61823718","69,49196504",,"27,9981891","0,8266176","27,10000038"
12/04/2010 4.00,"2,31899188","51,56184088","0,46139825","35,89477815","0,9135711","27,10000038"
12/04/2010 5.00,"2,06794848","48,62347928","0,47443227",,"0,7673265","27,10000038"
12/04/2010 6.00,"2,22146361","75,34926232","0,60492975","15,5161125","0,86124645","27,10000038"
12/04/2010 7.00,"6,4765611","79,30387104","0,79447292","15,01877297","1,485837","27,10000038"
12/04/2010 8.00,"8,16342951","95,6596544","1,15902705","25,261488","1,9572165","27,10000038"
12/04/2010 9.00,"8,51561254","91,50386504","0,98607115","36,30965835","2,6884395","27,10000038"
12/04/2010 10.00,"8,48129693","92,05547704","0,75351501","32,68370595","2,155023","27,10000038"
12/04/2010 11.00,"8,58604996","90,16577096","0,74443151","33,54594495","1,2717585","27,10000038"
12/04/2010 12.00,"8,73053515","85,27019056","0,61523767","55,3909356","1,6561845","27,10000038"
12/04/2010 13.00,"8,90030601","83,22863344","0,62839052","71,54897925","1,2687075","27,10000038"
12/04/2010 14.00,"8,52644969","82,15141264","0,57720275","88,0192404","1,110564","27,10000038"
12/04/2010 15.00,"8,51380635","97,69733016","0,60184832","91,81279275","0,86083965","27,10000038"
12/04/2010 16.00,"8,48129693","125,18491136","0,70062867","92,0371305","0,99101565","27,10000038"
12/04/2010 17.00,"7,84736726",,"0,75150073","88,81255215","1,262097","27,10000038"
12/04/2010 18.00,"6,7835934","119,70007168","0,75935982","76,856178","1,434987","27,10000038"
12/04/2010 19.00,"4,42306114","108,52670696","0,75434449","65,272809","1,4365125","27,10000038"
12/04/2010 20.00,"5,12923442","101,57276296","0,84862328","53,35158675","1,6470315","27,10000038"
12/04/2010 21.00,"5,22495649","89,71669952","0,70185309","63,6051087","1,889586","27,10000038"
12/04/2010 22.00,"8,00630097","68,74957368","0,5626286","63,17129595","0,98532045","27,10000038"
12/04/2010 23.00,"8,1652357","56,15501936","0,50662239","67,7297712","0,86907735","27,10000038"
13/04/2010 0.00,"7,88168288","68,04222928","0,53731082","52,51907325","0,77815755","27,10000038"
13/04/2010 1.00,"7,93586457","54,34838968","0,49054772","53,48808465","0,8274312","25,60000038"
13/04/2010 2.00,"8,16884707","53,05180512","0,48189759","51,72442485","0,7469865","25,60000038"
13/04/2010 3.00,"7,68843356","43,61887664","0,47463032","50,58109035","0,7598007","25,60000038"
13/04/2010 4.00,"8,12369633","46,04329264","0,47952798","43,244019","0,7553259","25,60000038"
13/04/2010 5.00,"7,56923302","36,8569548","0,46554682","45,35498835","0,7214598","25,60000038"
13/04/2010 6.00,"7,67398504","44,05106512","0,51278407","42,22906275","0,75151215","25,60000038"
13/04/2010 7.00,"7,66134271","55,42951096","0,56124574","31,57819665","1,0451709","25,60000038"
13/04/2010 8.00,"7,645088","46,53649304","0,5879056","35,2257948","0,89114625","25,60000038"
13/04/2010 9.00,"7,91780367","56,13295488","0,70781789","33,9189501","1,0927665","25,60000038"
13/04/2010 10.00,"7,95934405","47,0244928","0,57064613","37,0935138","1,5142113","25,60000038"
13/04/2010 11.00,"7,6270271","59,15051152","0,60631144","31,50793275","1,06261245","25,60000038"
13/04/2010 12.00,"7,84014351","56,0226516","0,62744221","33,0337287","1,02386475","25,60000038"
