, Brindisi,,
03/01/2008 21.00,"0,645923","44,010815","45,432491"
03/01/2008 22.00,"0,675853","52,188728","45,432491"
03/01/2008 23.00,"0,735045","31,971774","45,432491"
04/01/2008 0.00,"0,506266","28,544094","45,432491"
04/01/2008 1.00,,"22,708861","24,6558"
04/01/2008 2.00,"0,49076",,"24,6558"
04/01/2008 3.00,"0,332509","10,585436","24,6558"
04/01/2008 4.00,"0,364069","9,371933","24,6558"
04/01/2008 5.00,"0,452799","8,112998","24,6558"
04/01/2008 6.00,"0,29592","9,327808","24,6558"
04/01/2008 7.00,"0,411178","12,302524","24,6558"
04/01/2008 8.00,"0,425814","22,890558","24,6558"
04/01/2008 9.00,"0,434046","25,074885","24,6558"
04/01/2008 10.00,"0,445023","20,285726","24,6558"
04/01/2008 11.00,"0,325192","16,427165","24,6558"
04/01/2008 12.00,"0,443193","14,925527","24,6558"
04/01/2008 13.00,"0,509971","13,631548","24,6558"
04/01/2008 14.00,"0,412092","12,421933","24,6558"
04/01/2008 15.00,"0,379162","12,100056","24,6558"
04/01/2008 16.00,"0,424442","12,415444","24,6558"
04/01/2008 17.00,"0,408891","13,477099","24,6558"
04/01/2008 18.00,"0,44731","16,825607","24,6558"
04/01/2008 19.00,"0,420325","21,638104","24,6558"
04/01/2008 20.00,"0,408433","17,687394","24,6558"
04/01/2008 21.00,"0,400201","19,244835","24,6558"
04/01/2008 22.00,"0,476582","16,061162","24,6558"
04/01/2008 23.00,"0,39151","19,259116","24,6558"
05/01/2008 0.00,"0,306439","11,338204","24,6558"
05/01/2008 1.00,"0,354463","13,560162","19,46777"
05/01/2008 2.00,"0,351262","13,920977","19,46777"
05/01/2008 3.00,"0,346231","9,309637","19,46777"
05/01/2008 4.00,"0,370014","6,118168","19,46777"
05/01/2008 5.00,"0,347602","6,263532","19,46777"
05/01/2008 6.00,"0,381906","5,970212","19,46777"
05/01/2008 7.00,"0,565313","7,998785","19,46777"
05/01/2008 8.00,"0,512714","7,875488","19,46777"
05/01/2008 9.00,"0,567141","13,679568","19,46777"
05/01/2008 10.00,"0,646267","9,787254","19,46777"
05/01/2008 11.00,"0,440449","12,189608","19,46777"
05/01/2008 12.00,"0,444109","12,433609","19,46777"
05/01/2008 13.00,"0,504024","10,920294","19,46777"
05/01/2008 14.00,"0,564397","10,451759","19,46777"
05/01/2008 15.00,"0,477954","12,736019","19,46777"
05/01/2008 16.00,"0,410721","9,469275","19,46777"
05/01/2008 17.00,"0,39151","9,079914","19,46777"
05/01/2008 18.00,"0,337998","9,222681","19,46777"
05/01/2008 19.00,"0,377789","10,283038","19,46777"
05/01/2008 20.00,"0,322447","9,149998","19,46777"
05/01/2008 21.00,"0,433131","10,179205","19,46777"
05/01/2008 22.00,"0,489846","9,802827","19,46777"
05/01/2008 23.00,"0,541071","6,86834","19,46777"
06/01/2008 0.00,"0,475209","6,055871","19,46777"
06/01/2008 1.00,,"5,19668","21,90679"
06/01/2008 2.00,"0,572869",,"21,90679"
06/01/2008 3.00,"0,450829","4,874807","21,90679"
06/01/2008 4.00,"0,399649","4,29336","21,90679"
06/01/2008 5.00,"0,479125","4,316722","21,90679"
06/01/2008 6.00,"0,469583","4,598362","21,90679"
06/01/2008 7.00,"0,363906","4,956573","21,90679"
06/01/2008 8.00,"0,369649","6,209021","21,90679"
06/01/2008 9.00,"0,479633","7,243425","21,90679"
06/01/2008 10.00,"0,506733","7,597743","21,90679"
06/01/2008 11.00,"0,504251","8,815148","21,90679"
06/01/2008 12.00,"0,440389","9,358957","21,90679"
06/01/2008 13.00,"0,465336","11,160399","21,90679"
06/01/2008 14.00,"0,262146","9,131828","21,90679"
06/01/2008 15.00,"0,288827","10,153253","21,90679"
06/01/2008 16.00,"0,306684","14,54914","21,90679"
06/01/2008 17.00,"0,543615","20,621875","21,90679"
06/01/2008 18.00,"0,474489","21,032018","21,90679"
06/01/2008 19.00,"0,532727","19,590064","21,90679"
06/01/2008 20.00,"0,613159","18,723102","21,90679"
06/01/2008 21.00,"0,53865","20,907414","21,90679"
06/01/2008 22.00,"0,535389","20,617994","21,90679"
06/01/2008 23.00,"0,53156","17,011201","21,90679"
07/01/2008 0.00,"0,381972","14,088396","21,90679"
07/01/2008 1.00,"0,351103","9,666552","21,5116"
07/01/2008 2.00,"0,51831","5,749573","21,5116"
07/01/2008 3.00,"0,405243","5,392658","21,5116"
07/01/2008 4.00,"0,392501","5,663913","21,5116"
07/01/2008 5.00,"0,377126","5,436787","21,5116"
07/01/2008 6.00,"0,486304","11,783374","21,5116"
07/01/2008 7.00,"0,63006","23,035929","21,5116"
07/01/2008 8.00,"0,700711","35,892638","21,5116"
07/01/2008 9.00,"1,023787","57,59305","21,5116"
07/01/2008 10.00,"0,89403","43,229514","21,5116"
07/01/2008 11.00,"0,610677","20,15984","21,5116"
07/01/2008 12.00,"0,574065","14,868423","21,5116"
07/01/2008 13.00,"0,615193","12,537443","21,5116"
07/01/2008 14.00,"0,46725","14,689316","21,5116"
07/01/2008 15.00,"0,582111","19,278581","21,5116"
07/01/2008 16.00,"0,621685","20,198769","21,5116"
07/01/2008 17.00,"0,617407","25,05022","21,5116"
07/01/2008 18.00,"0,742229","41,679839","21,5116"
07/01/2008 19.00,"0,923314","40,833646","21,5116"
07/01/2008 20.00,"0,968271","48,627359","21,5116"
07/01/2008 21.00,"1,082953","53,927882","21,5116"
07/01/2008 22.00,"0,739925","39,608436","21,5116"
07/01/2008 23.00,"0,891069","27,167034","21,5116"
08/01/2008 0.00,"0,745429","23,299383","21,5116"
08/01/2008 1.00,,"17,12542","26,873011"
08/01/2008 2.00,"0,748346",,"26,873011"
08/01/2008 3.00,"0,574094","9,384914","26,873011"
08/01/2008 4.00,"0,681399","9,378425","26,873011"
08/01/2008 5.00,"0,552728","11,941719","26,873011"
08/01/2008 6.00,"0,670954","20,756843","26,873011"
08/01/2008 7.00,"0,539493","23,04761","26,873011"
08/01/2008 8.00,"0,78087","38,824534","26,873011"
08/01/2008 9.00,"0,806391","26,916543","26,873011"
08/01/2008 10.00,"0,674693","21,414877","26,873011"
08/01/2008 11.00,"0,596232","19,130612","26,873011"
08/01/2008 12.00,"0,625848","21,605656","26,873011"
08/01/2008 13.00,"0,825027","25,072265","26,873011"
08/01/2008 14.00,"0,642525","31,174872","26,873011"
08/01/2008 15.00,"0,775292","25,830239","26,873011"
08/01/2008 16.00,"0,667155","21,260425","26,873011"
08/01/2008 17.00,"0,603531","20,228615","26,873011"
08/01/2008 18.00,"0,55255","10,733396","26,873011"
08/01/2008 19.00,"0,598606","7,918316","26,873011"
08/01/2008 20.00,"0,446728","10,612697","26,873011"
08/01/2008 21.00,,,"26,873011"
08/01/2008 22.00,"1,489987","19,266898","26,873011"
08/01/2008 23.00,"0,444711","20,534917","26,873011"
09/01/2008 0.00,"0,594095","13,756142","26,873011"
09/01/2008 1.00,"0,452723","8,917679","30,65486"
09/01/2008 2.00,"0,466136","10,463435","30,65486"
09/01/2008 3.00,"0,561393","8,664595","30,65486"
09/01/2008 4.00,"0,511243","6,698317","30,65486"
09/01/2008 5.00,"0,41278","8,377765","30,65486"
09/01/2008 6.00,"0,333903","9,60036","30,65486"
09/01/2008 7.00,"0,327256","12,847634","30,65486"
09/01/2008 8.00,"0,390465","18,492079","30,65486"
09/01/2008 9.00,"0,387794","25,921078","30,65486"
09/01/2008 10.00,"0,425006","23,566757","30,65486"
09/01/2008 11.00,"0,456106","17,662738","30,65486"
09/01/2008 12.00,"0,658134","12,311609","30,65486"
09/01/2008 13.00,"0,597834","8,188275","30,65486"
09/01/2008 14.00,"0,69499","14,758098","30,65486"
09/01/2008 15.00,"1,266652","21,917159","30,65486"
09/01/2008 16.00,"0,540146","20,858085","30,65486"
09/01/2008 17.00,"0,628103","17,460269","30,65486"
09/01/2008 18.00,"0,94349","27,801703","30,65486"
09/01/2008 19.00,"0,74894","40,459851","30,65486"
09/01/2008 20.00,"0,843129","37,283962","30,65486"
09/01/2008 21.00,"1,017321","41,682458","30,65486"
09/01/2008 22.00,"0,917495","30,240401","30,65486"
09/01/2008 23.00,"1,017203","33,792687","30,65486"
10/01/2008 0.00,"0,654455","29,586287","30,65486"
10/01/2008 1.00,,"35,744685","74,574142"
10/01/2008 2.00,"0,616476",,"74,574142"
10/01/2008 3.00,"0,476465","17,025482","74,574142"
10/01/2008 4.00,"0,379977","15,857399","74,574142"
10/01/2008 5.00,"0,278227","12,463463","74,574142"
10/01/2008 6.00,"0,466662","14,197416","74,574142"
10/01/2008 7.00,"0,414053","22,244227","74,574142"
10/01/2008 8.00,"0,51927","37,452695","74,574142"
10/01/2008 9.00,"0,852497","41,791462","74,574142"
10/01/2008 10.00,"1,009007","50,292519","74,574142"
10/01/2008 11.00,"0,524053","34,711576","74,574142"
10/01/2008 12.00,"0,742378","32,284557","74,574142"
10/01/2008 13.00,"0,730063","44,590974","74,574142"
10/01/2008 14.00,"0,744051","36,694719","74,574142"
10/01/2008 15.00,"0,689889","25,895133","74,574142"
10/01/2008 16.00,"0,712846","26,833504","74,574142"
10/01/2008 17.00,"1,113746","43,265844","74,574142"
10/01/2008 18.00,"2,234667","82,569319","74,574142"
10/01/2008 19.00,"1,605158","65,116827","74,574142"
10/01/2008 20.00,"1,734288","70,785929","74,574142"
10/01/2008 21.00,"1,529832","66,049998","74,574142"
10/01/2008 22.00,"1,590811","69,075338","74,574142"
10/01/2008 23.00,"1,061856","47,809692","74,574142"
11/01/2008 0.00,"0,899606","37,609728","74,574142"
11/01/2008 1.00,"0,740704","38,313173","60,633282"
11/01/2008 2.00,"0,620542","33,504549","60,633282"
11/01/2008 3.00,"0,78016","31,943208","60,633282"
11/01/2008 4.00,"0,65928","27,386397","60,633282"
11/01/2008 5.00,"0,369575","22,422024","60,633282"
11/01/2008 6.00,"0,560401","20,933359","60,633282"
11/01/2008 7.00,"0,583117","32,327389","60,633282"
11/01/2008 8.00,"0,870791","28,18198","60,633282"
11/01/2008 9.00,"0,839225","36,965975","60,633282"
11/01/2008 10.00,"0,857758","45,570876","60,633282"
11/01/2008 11.00,"0,919812","49,509919","60,633282"
11/01/2008 12.00,"0,511379","36,140529","60,633282"
11/01/2008 13.00,"0,70053","25,739381","60,633282"
11/01/2008 14.00,"0,890997","21,87173","60,633282"
11/01/2008 15.00,"0,95066","17,329184","60,633282"
11/01/2008 16.00,"0,680802","26,262429","60,633282"
11/01/2008 17.00,"0,559085","33,154116","60,633282"
11/01/2008 18.00,"0,473477","51,799368","60,633282"
11/01/2008 19.00,"0,667889","51,722792","60,633282"
11/01/2008 20.00,"0,767128","44,18085","60,633282"
11/01/2008 21.00,"0,989997","33,635635","60,633282"
11/01/2008 22.00,"1,097605","38,324854","60,633282"
11/01/2008 23.00,"0,957236","28,215728","60,633282"
12/01/2008 0.00,"1,004105","16,61925","60,633282"
12/01/2008 1.00,,"16,466102","20,24527"
12/01/2008 2.00,"0,545341",,"20,24527"
12/01/2008 3.00,"0,487882","14,742525","20,24527"
12/01/2008 4.00,"0,329078","12,007908","20,24527"
12/01/2008 5.00,"0,278585","10,37259","20,24527"
12/01/2008 6.00,"0,466689","13,352504","20,24527"
12/01/2008 7.00,"0,39176","16,83469","20,24527"
12/01/2008 8.00,"0,285549","23,461635","20,24527"
12/01/2008 9.00,"0,463507","27,089177","20,24527"
12/01/2008 10.00,"0,583886","20,956725","20,24527"
12/01/2008 11.00,"0,522946","15,094248","20,24527"
12/01/2008 12.00,"0,78724","14,377825","20,24527"
12/01/2008 13.00,"0,686254","14,625712","20,24527"
12/01/2008 14.00,"0,579924","13,381055","20,24527"
12/01/2008 15.00,"0,442493","7,614616","20,24527"
12/01/2008 16.00,"0,544981","9,073424","20,24527"
12/01/2008 17.00,"0,644467","10,676292","20,24527"
12/01/2008 18.00,"0,445735","10,691865","20,24527"
12/01/2008 19.00,"0,506975","13,509545","20,24527"
12/01/2008 20.00,"0,719155","13,859975","20,24527"
12/01/2008 21.00,"0,475455","10,898232","20,24527"
12/01/2008 22.00,"0,449217","10,13768","20,24527"
12/01/2008 23.00,"0,452759","8,280425","20,24527"
13/01/2008 0.00,"0,608863","7,378404","20,24527"
13/01/2008 1.00,"0,386535","6,490659","32,151661"
13/01/2008 2.00,"0,463147","6,488064","32,151661"
13/01/2008 3.00,"0,36216","6,451722","32,151661"
13/01/2008 4.00,"0,370865","5,303106","32,151661"
13/01/2008 5.00,"0,146257","4,393298","32,151661"
13/01/2008 6.00,"0,0592","4,132425","32,151661"
13/01/2008 7.00,"0,277144","5,393956","32,151661"
13/01/2008 8.00,"0,221126","8,245381","32,151661"
13/01/2008 9.00,"0,071387","8,429678","32,151661"
13/01/2008 10.00,"0,052234","11,259037","32,151661"
13/01/2008 11.00,"0,262914","12,530953","32,151661"
13/01/2008 12.00,"0,208939","13,880737","32,151661"
13/01/2008 13.00,"0,471852","20,081966","32,151661"
13/01/2008 14.00,"0,350152","15,591334","32,151661"
13/01/2008 15.00,"0,188164","8,22851","32,151661"
13/01/2008 16.00,"0,31695","12,819082","32,151661"
13/01/2008 17.00,"0,506735","22,373995","32,151661"
13/01/2008 18.00,"0,951869","37,322889","32,151661"
13/01/2008 19.00,"0,892971","40,807681","32,151661"
13/01/2008 20.00,"0,826927","42,879084","32,151661"
13/01/2008 21.00,"0,837013","40,121103","32,151661"
13/01/2008 22.00,"0,714953","33,669383","32,151661"
13/01/2008 23.00,"0,28735","33,048995","32,151661"
14/01/2008 0.00,"0,240279","22,987898","32,151661"
14/01/2008 1.00,,"18,762039","34,66029"
14/01/2008 2.00,"0,380937",,"34,66029"
14/01/2008 3.00,"0,179106","8,611382","34,66029"
14/01/2008 4.00,"0,367695","9,567913","34,66029"
14/01/2008 5.00,"0,183043","7,547127","34,66029"
14/01/2008 6.00,"0,123997","9,053955","34,66029"
14/01/2008 7.00,"0,221512","16,943712","34,66029"
14/01/2008 8.00,"0,294335","41,670759","34,66029"
14/01/2008 9.00,"0,713384","52,118632","34,66029"
14/01/2008 10.00,"0,684576","37,755077","34,66029"
14/01/2008 11.00,"0,283958","54,65987","34,66029"
14/01/2008 12.00,"0,77243","55,228348","34,66029"
14/01/2008 13.00,"0,363402","25,806875","34,66029"
14/01/2008 14.00,"1,299013","17,700375","34,66029"
14/01/2008 15.00,"1,807168","16,755522","34,66029"
14/01/2008 16.00,"1,597823","17,311018","34,66029"
14/01/2008 17.00,"0,984101","16,171488","34,66029"
14/01/2008 18.00,"1,027044","21,767908","34,66029"
14/01/2008 19.00,"0,883365","20,84252","34,66029"
14/01/2008 20.00,"0,537677","28,171599","34,66029"
14/01/2008 21.00,"0,383084","29,517493","34,66029"
14/01/2008 22.00,"0,620162","26,916543","34,66029"
14/01/2008 23.00,"2,182915","26,320841","34,66029"
15/01/2008 0.00,"1,277005","34,732338","34,66029"
15/01/2008 1.00,"1,082153","31,076232","52,59951"
15/01/2008 2.00,"0,78567","24,577785","52,59951"
15/01/2008 3.00,"0,300777","14,848953","52,59951"
15/01/2008 4.00,"0,331194","13,911884","52,59951"
15/01/2008 5.00,"0,347476","12,170138","52,59951"
15/01/2008 6.00,"0,513343","14,207802","52,59951"
15/01/2008 7.00,"0,367516","16,373947","52,59951"
15/01/2008 8.00,"0,771177","23,325347","52,59951"
15/01/2008 9.00,"0,549844","21,719879","52,59951"
15/01/2008 10.00,"0,458412","28,341613","52,59951"
15/01/2008 11.00,"0,318133","24,728354","52,59951"
15/01/2008 12.00,"0,434078","24,571302","52,59951"
15/01/2008 13.00,"0,410101","14,633503","52,59951"
15/01/2008 14.00,"0,375211","13,057885","52,59951"
15/01/2008 15.00,"0,678135","10,441372","52,59951"
15/01/2008 16.00,"0,540719","14,275292","52,59951"
15/01/2008 17.00,"0,614974","28,490883","52,59951"
15/01/2008 18.00,"0,959051","27,573277","52,59951"
15/01/2008 19.00,,"31,613562","52,59951"
15/01/2008 20.00,"1,617863","33,431874","52,59951"
15/01/2008 21.00,"1,095036","31,669355","52,59951"
15/01/2008 22.00,"0,865114","26,184552","52,59951"
15/01/2008 23.00,"1,000741","17,31361","52,59951"
16/01/2008 0.00,"0,580977","15,034549","52,59951"
16/01/2008 1.00,"0,766525","13,981977","46,342831"
16/01/2008 2.00,"0,754358",,"46,342831"
16/01/2008 3.00,"0,655053",,"46,342831"
16/01/2008 4.00,"0,303103",,"46,342831"
16/01/2008 5.00,"0,305071",,"46,342831"
16/01/2008 6.00,"0,259266",,"46,342831"
16/01/2008 7.00,"0,485608",,"46,342831"
16/01/2008 8.00,"0,648612",,"46,342831"
16/01/2008 9.00,"0,506185",,"46,342831"
16/01/2008 10.00,"0,661673",,"46,342831"
16/01/2008 11.00,"0,668473",,"46,342831"
16/01/2008 12.00,"0,429425",,"46,342831"
16/01/2008 13.00,"0,439625",,"46,342831"
16/01/2008 14.00,"0,295409",,"46,342831"
16/01/2008 15.00,"0,385051",,"46,342831"
16/01/2008 16.00,,,"46,342831"
16/01/2008 17.00,,,"46,342831"
16/01/2008 18.00,"0,637864",,"46,342831"
16/01/2008 19.00,"0,823512",,"46,342831"
16/01/2008 20.00,"0,581536",,"46,342831"
16/01/2008 21.00,"0,992631",,"46,342831"
16/01/2008 22.00,"1,024365",,"46,342831"
16/01/2008 23.00,"0,613403",,"46,342831"
17/01/2008 0.00,"0,640642",,"46,342831"
17/01/2008 1.00,"0,731878",,"33,070541"
17/01/2008 2.00,"0,350402",,"33,070541"
17/01/2008 3.00,"0,298304",,"33,070541"
17/01/2008 4.00,"0,42564",,"33,070541"
17/01/2008 5.00,"0,412549",,"33,070541"
17/01/2008 6.00,"0,46901",,"33,070541"
17/01/2008 7.00,"0,376451",,"33,070541"
17/01/2008 8.00,"0,445209",,"33,070541"
17/01/2008 9.00,"0,381608",,"33,070541"
17/01/2008 10.00,"0,292091",,"33,070541"
17/01/2008 11.00,"0,179432",,"33,070541"
17/01/2008 12.00,"0,153252",,"33,070541"
17/01/2008 13.00,"0,230605",,"33,070541"
17/01/2008 14.00,"0,43926",,"33,070541"
17/01/2008 15.00,"0,283495",,"33,070541"
17/01/2008 16.00,"0,238935",,"33,070541"
17/01/2008 17.00,"0,159333",,"33,070541"
17/01/2008 18.00,"0,335593",,"33,070541"
17/01/2008 19.00,"0,368517",,"33,070541"
17/01/2008 20.00,"0,149417",,"33,070541"
17/01/2008 21.00,"0,248984",,"33,070541"
17/01/2008 22.00,"0,576511",,"33,070541"
17/01/2008 23.00,"0,312982",,"33,070541"
18/01/2008 0.00,"0,433045",,"33,070541"
18/01/2008 1.00,,,"43,511871"
18/01/2008 2.00,"0,644995",,"43,511871"
18/01/2008 3.00,"0,988644",,"43,511871"
18/01/2008 4.00,"0,785536",,"43,511871"
18/01/2008 5.00,"0,702643",,"43,511871"
18/01/2008 6.00,"0,797712",,"43,511871"
18/01/2008 7.00,"0,738942",,"43,511871"
18/01/2008 8.00,"0,896742",,"43,511871"
18/01/2008 9.00,"0,976566",,"43,511871"
18/01/2008 10.00,"0,838532",,"43,511871"
18/01/2008 11.00,"0,732012",,"43,511871"
18/01/2008 12.00,"1,007387",,"43,511871"
18/01/2008 13.00,"0,803322",,"43,511871"
18/01/2008 14.00,"1,203003",,"43,511871"
18/01/2008 15.00,,,"43,511871"
18/01/2008 16.00,,,"43,511871"
18/01/2008 17.00,"1,104106","24,503808","43,511871"
18/01/2008 18.00,"1,814306","54,857154","43,511871"
18/01/2008 19.00,"1,761673","58,104415","43,511871"
18/01/2008 20.00,"1,400666","40,004298","43,511871"
18/01/2008 21.00,"2,109513","49,818822","43,511871"
18/01/2008 22.00,"1,806452","50,30292","43,511871"
18/01/2008 23.00,"1,674754","43,738279","43,511871"
19/01/2008 0.00,"1,700625","39,387812","43,511871"
19/01/2008 1.00,"1,291144","30,058704","24,57509"
19/01/2008 2.00,"0,956007","21,547265","24,57509"
19/01/2008 3.00,"0,716469","17,741907","24,57509"
19/01/2008 4.00,"0,644103","12,153274","24,57509"
19/01/2008 5.00,"0,81276","11,900188","24,57509"
19/01/2008 6.00,"0,922646","12,687997","24,57509"
19/01/2008 7.00,"0,588863","15,307102","24,57509"
19/01/2008 8.00,"0,919544","25,183908","24,57509"
19/01/2008 9.00,"0,843581","19,021606","24,57509"
19/01/2008 10.00,"0,651198","16,315551","24,57509"
19/01/2008 11.00,"0,871762","16,101401","24,57509"
19/01/2008 12.00,"1,414031","15,198083","24,57509"
19/01/2008 13.00,"1,163075","12,446589","24,57509"
19/01/2008 14.00,"1,329026","13,304482","24,57509"
19/01/2008 15.00,"1,374961","11,869032","24,57509"
19/01/2008 16.00,"1,061174","10,161041","24,57509"
19/01/2008 17.00,"1,159379","10,482905","24,57509"
19/01/2008 18.00,"1,065168","10,006593","24,57509"
19/01/2008 19.00,"1,342951","11,225297","24,57509"
19/01/2008 20.00,"1,455939","10,987784","24,57509"
19/01/2008 21.00,"1,208811","15,038434","24,57509"
19/01/2008 22.00,"1,331764","16,338904","24,57509"
19/01/2008 23.00,"1,143771","19,163058","24,57509"
20/01/2008 0.00,"1,077179","12,864509","24,57509"
20/01/2008 1.00,,"10,006595","32,571831"
20/01/2008 2.00,"0,266532",,"32,571831"
20/01/2008 3.00,"0,530788","8,974786","32,571831"
20/01/2008 4.00,"0,361878","9,641891","32,571831"
20/01/2008 5.00,"0,371977","11,279798","32,571831"
20/01/2008 6.00,"0,401778","9,269402","32,571831"
20/01/2008 7.00,"0,785835","10,111723","32,571831"
20/01/2008 8.00,"0,581381","11,636717","32,571831"
20/01/2008 9.00,"0,547916","10,349227","32,571831"
20/01/2008 10.00,"0,458115","11,230483","32,571831"
20/01/2008 11.00,"0,545936","10,529634","32,571831"
20/01/2008 12.00,"0,844943","10,286935","32,571831"
20/01/2008 13.00,"0,763656","10,677594","32,571831"
20/01/2008 14.00,"0,620589","10,502375","32,571831"
20/01/2008 15.00,"0,603757","9,152595","32,571831"
20/01/2008 16.00,"0,44663","10,098742","32,571831"
20/01/2008 17.00,"0,53148","12,498507","32,571831"
20/01/2008 18.00,"0,6594","13,551078","32,571831"
20/01/2008 19.00,"0,407125","16,516719","32,571831"
20/01/2008 20.00,"0,542371","25,544701","32,571831"
20/01/2008 21.00,"0,56445","31,398117","32,571831"
20/01/2008 22.00,"0,655736","27,215063","32,571831"
20/01/2008 23.00,"0,316432","22,789318","32,571831"
21/01/2008 0.00,"0,440788","18,219525","32,571831"
21/01/2008 1.00,"0,398907","10,177912","41,990631"
21/01/2008 2.00,"0,314749","8,842403","41,990631"
21/01/2008 3.00,"0,112771","7,932595","41,990631"
21/01/2008 4.00,"0,25584","8,249276","41,990631"
21/01/2008 5.00,"0,339997","8,424488","41,990631"
21/01/2008 6.00,"0,293165","10,933272","41,990631"
21/01/2008 7.00,"0,316432","15,22404","41,990631"
21/01/2008 8.00,"0,420591","16,702314","41,990631"
21/01/2008 9.00,"0,39267","16,014444","41,990631"
21/01/2008 10.00,"0,468015","15,928775","41,990631"
21/01/2008 11.00,"0,307521","15,773037","41,990631"
21/01/2008 12.00,"0,496927","17,091672","41,990631"
21/01/2008 13.00,"0,377026","15,67569","41,990631"
21/01/2008 14.00,"0,344848","13,148739","41,990631"
21/01/2008 15.00,"0,499005","12,738612","41,990631"
21/01/2008 16.00,"0,365244","13,187678","41,990631"
21/01/2008 17.00,"0,35772","14,336293","41,990631"
21/01/2008 18.00,"0,375343","15,779524","41,990631"
21/01/2008 19.00,"0,571281","26,001555","41,990631"
21/01/2008 20.00,"0,335542","28,939936","41,990631"
21/01/2008 21.00,"0,224156","21,396714","41,990631"
21/01/2008 22.00,"0,32376","19,593966","41,990631"
21/01/2008 23.00,"0,363561","14,429743","41,990631"
22/01/2008 0.00,"0,438016","38,541597","41,990631"
22/01/2008 1.00,,"24,65956","48,806541"
22/01/2008 2.00,"0,580591",,"48,806541"
22/01/2008 3.00,"0,521986","14,294761","48,806541"
22/01/2008 4.00,"0,563932","12,833353","48,806541"
