Stat,San Vito dei Normanni,,,,,,,
,,,,,,,,,
Parm,NO2,NOX,CO,O3,BENZENE,,,
Unit,ug/m3 293K,ug/m3 293K,mg/m3 293K,ug/m3 293K,ug/m3 293K,,,
Field,Aver,Aver,Aver,Aver,Aver,,,
,,,,
,,,,,
,,,,,,,
10/08/2014 3.00,"8,9","10,7",,"21,0",,,,
10/08/2014 4.00,"6,9","7,9","0,1","30,4",,,,
10/08/2014 5.00,"6,4","7,9","0,2","39,1",,,,
10/08/2014 6.00,"6,0","7,2","0,4","47,0",,,,
10/08/2014 7.00,"5,5","7,9","0,2","53,7",,,,
10/08/2014 8.00,"6,1","8,7","0,2","63,2",,,,
10/08/2014 9.00,"4,6","6,1","0,3","90,6",,,,
10/08/2014 10.00,"4,2","5,4","0,3","101,5",,,,
10/08/2014 11.00,"3,9","4,8","0,3","113,7",,,,
10/08/2014 12.00,"2,9","3,8","0,3","105,0",,,,
10/08/2014 13.00,"2,9","3,5","0,4","102,1",,,,
10/08/2014 14.00,"3,1","3,7","0,4","98,3",,,,
10/08/2014 15.00,"2,8","3,3","0,4","101,4",,,,
10/08/2014 16.00,"2,9","3,5","0,3","100,9",,,,
10/08/2014 17.00,"2,9","3,5","0,4","100,9",,,,
10/08/2014 18.00,"3,4","4,2","0,4","94,7",,,,
10/08/2014 19.00,"4,0","4,9","0,3","90,8",,,,
10/08/2014 20.00,"8,7","9,3","0,2","76,1",,,,
10/08/2014 21.00,"9,8","11,0","0,3","64,5",,,,
10/08/2014 22.00,"10,7","12,5","0,2","35,9",,,,
10/08/2014 23.00,"11,4","14,1","0,2","23,2",,,,
11/08/2014 0.00,"9,9","11,1","0,2","31,8",,,,
11/08/2014 1.00,"10,0","11,9","0,2","32,1",,,,
11/08/2014 2.00,"8,7","9,5","0,2","47,6",,,,
11/08/2014 3.00,"7,5","8,1","0,2","48,7",,,,
11/08/2014 4.00,"7,9","9,7","0,2","41,8",,,,
11/08/2014 5.00,"12,4","16,0","0,2","42,9",,,,
11/08/2014 6.00,"21,3","33,9","0,2","11,6",,,,
11/08/2014 7.00,"14,3","19,6","0,2","34,4",,,,
11/08/2014 8.00,"6,3","9,0","0,1","70,2",,,,
11/08/2014 9.00,"4,1","5,5","0,2","91,0",,,,
11/08/2014 10.00,"4,3","5,3","0,2","99,9",,,,
11/08/2014 11.00,"4,3","5,4","0,1","107,3",,,,
11/08/2014 12.00,"4,4","5,3","0,2","111,2",,,,
11/08/2014 13.00,"3,8","4,6","0,2","116,8",,,,
11/08/2014 14.00,"2,9","3,4","0,1","116,1",,,,
11/08/2014 15.00,"3,0","3,7","0,2","114,3",,,,
11/08/2014 16.00,"2,7","3,4","0,1","108,1",,,,
11/08/2014 17.00,"3,0","3,9","0,2","102,1",,,,
11/08/2014 18.00,"4,0","5,1","0,2","100,3",,,,
11/08/2014 19.00,"8,6","9,9","0,3","94,2",,,,
11/08/2014 20.00,"8,1","10,4","0,3","69,2",,,,
11/08/2014 21.00,"8,2","10,1","0,3","61,3",,,,
11/08/2014 22.00,"8,4","9,9","0,3","62,1",,,,
11/08/2014 23.00,"7,2","8,6","0,3","56,7",,,,
12/08/2014 0.00,"6,4","7,2","0,2","51,2",,,,
12/08/2014 1.00,"6,7","7,5","0,2","44,0",,,,
12/08/2014 2.00,"7,2","7,9","0,1","36,0",,,,
12/08/2014 3.00,"6,8","7,5",,"35,8",,,,
12/08/2014 4.00,"6,9","7,8","0,2","46,8",,,,
12/08/2014 5.00,"11,2","14,3","0,2","37,8",,,,
12/08/2014 6.00,"8,5","10,1","0,2","43,7",,,,
12/08/2014 7.00,"7,0","10,0","0,2","47,1",,,,
12/08/2014 8.00,"5,6","8,6","0,2","62,0",,,,
12/08/2014 9.00,"6,0","9,0","0,2","78,1",,,,
12/08/2014 10.00,"5,1","7,0","0,1","94,6",,,,
12/08/2014 11.00,"4,5","6,2","0,1","101,3",,,,
12/08/2014 12.00,"4,6","5,6","0,1","108,9",,,,
12/08/2014 13.00,"4,3","5,2","0,1","112,9",,,,
12/08/2014 14.00,"3,1","4,0","0,1","102,8",,,,
12/08/2014 15.00,"2,9","3,6","0,1","95,5",,,,
12/08/2014 16.00,"3,0","3,8","0,1","94,8",,,,
12/08/2014 17.00,"3,1","4,2","0,1","92,5",,,,
12/08/2014 18.00,"3,6","5,1","0,1","88,7",,,,
12/08/2014 19.00,"5,9","8,6","0,1","81,4",,,,
12/08/2014 20.00,"8,5","11,9","0,9","65,0",,,,
12/08/2014 21.00,"7,6","10,1","0,4","66,9",,,,
12/08/2014 22.00,"6,2","7,4","0,4","68,7",,,,
12/08/2014 23.00,"4,8","5,9","0,4","66,7",,,,
13/08/2014 0.00,"6,3","7,7","0,2","51,9",,,,
13/08/2014 1.00,"5,8","6,8","0,1","50,0",,,,
13/08/2014 2.00,"4,6","5,3","0,2","54,0",,,,
13/08/2014 3.00,"4,5","5,2","0,1","46,7",,,,
13/08/2014 4.00,"5,0","6,0","0,1","50,3",,,,
13/08/2014 5.00,"7,5","11,2","0,1","42,5",,,,
13/08/2014 6.00,"6,4","8,4","0,1","34,9",,,,
13/08/2014 7.00,"4,3","6,9","0,1","45,4",,,,
13/08/2014 8.00,"3,3","5,9","0,1","55,6",,,,
13/08/2014 9.00,"3,7","5,9","0,1","64,9",,,,
13/08/2014 10.00,"3,7","5,6","0,2","70,0",,,,
13/08/2014 11.00,"3,4","4,7","0,1","75,7",,,,
13/08/2014 12.00,"3,4","4,8","0,1","73,9",,,,
13/08/2014 13.00,"3,4","4,6","0,1","83,6","0,2",,,
13/08/2014 14.00,"2,9","3,7","0,2","85,1","0,1",,,
13/08/2014 15.00,"2,9","3,8","0,1","84,1","0,1",,,
13/08/2014 16.00,"3,2","4,1","0,1","87,2","0,1",,,
13/08/2014 17.00,"2,9","4,3","0,1","85,0","0,1",,,
13/08/2014 18.00,"3,5","5,5","0,1","78,3","0,2",,,
13/08/2014 19.00,"4,3","6,6","0,2","66,4","0,2",,,
13/08/2014 20.00,"3,9","5,7","0,1","56,0","0,2",,,
13/08/2014 21.00,"4,0","5,9","0,1","52,9","0,3",,,
13/08/2014 22.00,"4,0","5,3","0,2","45,5","0,4",,,
13/08/2014 23.00,"2,9","3,8","0,2","46,7","0,2",,,
14/08/2014 0.00,"3,0","3,7","0,2","42,1","0,1",,,
14/08/2014 1.00,"2,9","3,8","0,1","38,5","0,1",,,
14/08/2014 2.00,"2,7","3,6","0,1","39,2","0,1",,,
14/08/2014 3.00,"2,6","3,3",,"37,9","0,1",,,
14/08/2014 4.00,"2,7","3,4","0,1","32,1","0,1",,,
14/08/2014 5.00,"3,0","4,6","0,1","34,0","0,1",,,
14/08/2014 6.00,"3,1","5,0","0,1","39,7","0,1",,,
14/08/2014 7.00,"2,9","4,1","0,2","59,4","0,2",,,
14/08/2014 8.00,"3,0","5,2","0,2","59,6","0,3",,,
14/08/2014 9.00,"2,8","4,8","0,2","59,2","0,3",,,
14/08/2014 10.00,"3,0","5,2","0,1","63,3","0,3",,,
14/08/2014 11.00,"3,1","5,1","0,2","70,8","0,2",,,
14/08/2014 12.00,"2,8","4,7","0,2","72,4","0,2",,,
14/08/2014 13.00,"2,8","4,1","0,2","74,9","0,2",,,
14/08/2014 14.00,"2,8","3,5","0,2","75,5","0,1",,,
14/08/2014 15.00,"2,9","3,7","0,2","72,5","0,1",,,
14/08/2014 16.00,"2,8","3,9","0,3","70,2","0,1",,,
14/08/2014 17.00,"3,0","4,2","0,2","65,9","0,1",,,
14/08/2014 18.00,"3,7","5,5","0,2","66,6","0,2",,,
14/08/2014 19.00,"4,3","6,5","0,3","68,8","0,3",,,
14/08/2014 20.00,"5,2","7,3","0,6","58,5","0,3",,,
14/08/2014 21.00,"6,4","8,1","0,5","46,7","0,8",,,
14/08/2014 22.00,"6,2","6,9","0,6","46,5","0,9",,,
14/08/2014 23.00,"4,6","5,2","0,3","56,2","0,2",,,
15/08/2014 0.00,"4,5","5,3","0,1","58,2","0,2",,,
15/08/2014 1.00,"4,5","5,0","0,1","70,4","0,1",,,
15/08/2014 2.00,"4,3","4,9","0,1","70,2","0,1",,,
15/08/2014 3.00,"3,3","3,9","0,1","68,9","0,1",,,
15/08/2014 4.00,"3,1","3,7","0,1","69,7","0,1",,,
15/08/2014 5.00,"2,9","3,4","0,1","70,4","0,1",,,
15/08/2014 6.00,"3,3","4,0","0,1","68,0","0,1",,,
15/08/2014 7.00,"4,1","5,4","0,1","67,3","0,2",,,
15/08/2014 8.00,"3,5","5,1","0,1","70,0","0,2",,,
15/08/2014 9.00,"2,8","4,3","0,1","77,7","0,1",,,
15/08/2014 10.00,"3,0","4,5","0,1","81,3","0,2",,,
15/08/2014 11.00,"2,8","4,0","0,2","86,5","0,1",,,
15/08/2014 12.00,"2,9","4,3","0,2","88,9","0,1",,,
15/08/2014 13.00,"2,8","3,5","0,1","90,7","0,1",,,
15/08/2014 14.00,"2,7","3,3","0,1","91,2","0,1",,,
15/08/2014 15.00,"2,8","3,4","0,1","89,1","0,1",,,
15/08/2014 16.00,"2,9","3,5","0,1","89,2","0,1",,,
15/08/2014 17.00,"2,8","3,4","0,1","89,5","0,1",,,
15/08/2014 18.00,"2,8","3,4","0,1","89,0","0,1",,,
15/08/2014 19.00,"4,0","4,8","0,1","83,7","0,1",,,
15/08/2014 20.00,"5,3","6,1","0,1","73,6","0,3",,,
15/08/2014 21.00,"4,4","5,2","0,1","64,2","0,2",,,
15/08/2014 22.00,"3,9","4,5","0,1","60,0","0,2",,,
15/08/2014 23.00,"5,0","5,6","0,1","51,5","0,2",,,
16/08/2014 0.00,"5,5","6,3","0,2","46,4","0,2",,,
16/08/2014 1.00,"5,9","6,8","0,2","42,7","0,2",,,
16/08/2014 2.00,"4,8","5,5","0,2","54,4","0,2",,,
16/08/2014 3.00,"3,9","4,4",,"65,0","0,1",,,
16/08/2014 4.00,"3,4","4,0","0,5","67,7","0,1",,,
16/08/2014 5.00,"4,7","5,6","0,3","60,4","0,1",,,
16/08/2014 6.00,"5,6","6,9","0,3","55,8","0,1",,,
16/08/2014 7.00,"6,8","11,4","0,3","50,8","0,3",,,
16/08/2014 8.00,"3,6","5,3","0,2","74,0","0,2",,,
16/08/2014 9.00,"3,7","5,5","0,2","77,2","0,2",,,
16/08/2014 10.00,"3,7","5,3","0,2","82,6","0,1",,,
16/08/2014 11.00,"3,6","4,9","0,2","86,5","0,1",,,
16/08/2014 12.00,"3,4","4,7","0,2","89,9","0,1",,,
16/08/2014 13.00,"2,9","3,7","0,2","86,1","0,1",,,
16/08/2014 14.00,"2,8","3,4","0,2","87,7","0,1",,,
16/08/2014 15.00,"2,8","3,4","0,2","90,6","0,1",,,
16/08/2014 16.00,"2,8","3,4","0,2","90,9","0,1",,,
16/08/2014 17.00,"2,8","3,8","0,2","92,8","0,1",,,
16/08/2014 18.00,"2,9","3,6","0,2","95,1","0,1",,,
16/08/2014 19.00,"4,0","4,6","0,2","89,6","0,1",,,
16/08/2014 20.00,"5,5","6,0","0,2","75,7","0,3",,,
16/08/2014 21.00,"8,1","8,8","0,5","64,6","0,3",,,
16/08/2014 22.00,"9,6","11,4","0,4","52,0","0,8",,,
16/08/2014 23.00,"7,6","8,9","0,3","52,5","0,9",,,
17/08/2014 0.00,"6,3","7,2","0,2","55,7","0,5",,,
17/08/2014 1.00,"4,6","5,8","0,2","63,5","0,3",,,
17/08/2014 2.00,"3,9","5,1","0,2","71,4","0,2",,,
17/08/2014 3.00,"3,8","4,8","0,1","70,7","0,1",,,
17/08/2014 4.00,"3,1","4,3","0,1","70,6","0,1",,,
17/08/2014 5.00,"2,8","3,7","0,1","72,1","0,1",,,
17/08/2014 6.00,"2,3","3,7","0,1","76,1","0,1",,,
17/08/2014 7.00,"2,8","3,9","0,1","76,0","0,1",,,
17/08/2014 8.00,"3,3","5,1","0,1","80,5","0,1",,,
17/08/2014 9.00,"3,2","5,7","0,2","77,1","0,6",,,
17/08/2014 10.00,"2,7","4,3","0,1","83,5","0,2",,,
17/08/2014 11.00,"3,0","5,0","0,6","90,5","0,3",,,
17/08/2014 12.00,"2,5","4,6","0,2","88,5","0,2",,,
17/08/2014 13.00,"2,5","4,1","0,2","87,6","0,1",,,
17/08/2014 14.00,"2,6","3,3","0,1","88,6","0,1",,,
17/08/2014 15.00,"2,2","3,5","0,1","85,4","0,1",,,
17/08/2014 16.00,"2,2","3,4","0,1","83,1","0,1",,,
17/08/2014 17.00,"2,2","3,7","0,1","82,6","0,1",,,
17/08/2014 18.00,"2,1","3,7","0,1","83,2","0,1",,,
17/08/2014 19.00,"2,7","4,1","0,2","83,1","0,1",,,
17/08/2014 20.00,"3,2","4,5","0,2","81,2","0,1",,,
17/08/2014 21.00,"3,3","4,6","0,1","81,8","0,1",,,
17/08/2014 22.00,"3,0","4,1","0,1","80,0","0,1",,,
17/08/2014 23.00,"2,7","3,7","0,1","80,3","0,1",,,
18/08/2014 0.00,"3,8","4,7","0,1","76,5","0,1",,,
18/08/2014 1.00,"5,1","6,3","0,1","65,7","0,2",,,
18/08/2014 2.00,"4,3","5,0","0,1","70,2","0,1",,,
18/08/2014 3.00,"4,0","4,7",,"71,9","0,1",,,
18/08/2014 4.00,"3,6","4,2","0,1","71,4","0,1",,,
18/08/2014 5.00,"4,4","5,6","0,1","69,1","0,1",,,
18/08/2014 6.00,"3,7","4,9","0,1","69,6","0,1",,,
18/08/2014 7.00,"3,3","5,6","0,1","70,0","0,2",,,
18/08/2014 8.00,"3,0","5,4","0,1","73,3","0,5",,,
18/08/2014 9.00,"3,1","4,9","0,1","81,0","0,1",,,
18/08/2014 10.00,"3,2","5,1","0,1","82,8","0,1",,,
18/08/2014 11.00,"3,2","5,0","0,1","88,1","0,1",,,
18/08/2014 12.00,"3,1","4,7","0,2","88,8","0,1",,,
18/08/2014 13.00,"2,9","3,7","0,2","96,0","0,1",,,
18/08/2014 14.00,"2,6","3,7","0,2","96,9","0,1",,,
18/08/2014 15.00,"2,6","3,9","0,2","96,5","0,1",,,
18/08/2014 16.00,"2,9","3,8","0,2","97,9","0,1",,,
18/08/2014 17.00,"3,0","5,4","0,3","89,6",,,,
18/08/2014 18.00,"4,3","5,3","0,1","99,8","0,1",,,
18/08/2014 19.00,"6,2","7,2","0,1","95,1","0,2",,,
18/08/2014 20.00,"7,3","8,1","0,2","87,2","0,3",,,
18/08/2014 21.00,"8,0","10,0","0,2","82,8","0,6",,,
18/08/2014 22.00,"12,0","14,6","0,2","47,4","0,7",,,
18/08/2014 23.00,"9,7","12,2","0,2","31,7","0,8",,,
19/08/2014 0.00,"5,8","7,0","0,2","56,3","0,6",,,
19/08/2014 1.00,"5,1","6,2","0,2","52,1","0,5",,,
19/08/2014 2.00,"4,5","5,2","0,7","50,4","0,4",,,
19/08/2014 3.00,"4,7","5,3","0,3","50,4","0,3",,,
19/08/2014 4.00,"5,2","6,1","0,5","49,0","0,4",,,
19/08/2014 5.00,"6,9","10,4","0,4","47,0","0,5",,,
19/08/2014 6.00,"7,5","10,3","0,3","43,1","0,4",,,
19/08/2014 7.00,"10,9","15,6","0,4","38,0","0,7",,,
19/08/2014 8.00,"4,5","6,9","0,3","69,8","0,3",,,
19/08/2014 9.00,"3,6","5,8","0,3","86,5","0,2",,,
19/08/2014 10.00,"4,2","6,3","0,3","99,8","0,2",,,
19/08/2014 11.00,"4,0","5,4","0,2","111,7","0,2",,,
19/08/2014 12.00,"3,2","4,7","0,2","111,3","0,2",,,
19/08/2014 13.00,"2,7","4,3","0,2","109,9","0,1",,,
19/08/2014 14.00,"2,8","3,7","0,2","111,7","0,1",,,
19/08/2014 15.00,"2,7","3,9","0,1","112,2","0,2",,,
19/08/2014 16.00,"2,8","3,7","0,2","112,8","0,1",,,
19/08/2014 17.00,"2,8","4,0","0,2","111,3","0,1",,,
19/08/2014 18.00,"3,3","4,7","0,2","109,9","0,3",,,
19/08/2014 19.00,"4,2","5,9","0,2","99,8","0,2",,,
19/08/2014 20.00,"4,0","5,6","0,2","87,6","0,1",,,
19/08/2014 21.00,"3,2","4,4","0,2","77,2","0,1",,,
19/08/2014 22.00,"2,8","3,8","0,2","71,4","0,1",,,
19/08/2014 23.00,"2,7","3,5","0,2","75,8","0,1",,,
20/08/2014 0.00,"2,6","3,4","0,2","70,7","0,1",,,
20/08/2014 1.00,"2,7","3,5","0,2","66,0",,,,
20/08/2014 2.00,"2,7","3,4","0,2","65,7",,,,
20/08/2014 3.00,"2,8","3,3",,"68,0",,,,
20/08/2014 4.00,"2,8","3,7","0,2","65,1",,,,
20/08/2014 5.00,"5,4","7,4","0,2","54,5",,,,
20/08/2014 6.00,"13,4","22,2","0,3","20,9",,,,
20/08/2014 7.00,"5,4","8,0","0,2","28,3","0,3",,,
20/08/2014 8.00,"3,6","5,8","0,2","45,4","0,2",,,
20/08/2014 9.00,"3,6","5,6","0,2","58,1","0,3",,,
20/08/2014 10.00,"3,0","4,6","0,2","70,7","0,2",,,
20/08/2014 11.00,"3,0","4,2","0,2","77,7","0,1",,,
20/08/2014 12.00,"3,5","4,3","0,2","81,8","0,2",,,
20/08/2014 13.00,"4,1","5,3","0,2","85,5","0,2",,,
20/08/2014 14.00,"3,7","5,3","0,2","79,5","0,3",,,
20/08/2014 15.00,"3,3","4,8","0,2","76,0","0,3",,,
20/08/2014 16.00,"2,4","3,9","0,2","74,9","0,1",,,
20/08/2014 17.00,"3,3","4,7","0,2","68,0","0,1",,,
20/08/2014 18.00,"3,6","4,9","0,2","69,0","0,2",,,
20/08/2014 19.00,"4,9","6,8","0,2","63,1","0,3",,,
20/08/2014 20.00,"4,7","6,4","0,3","52,6","0,4",,,
20/08/2014 21.00,"4,3","5,7","0,3","46,6","0,3",,,
20/08/2014 22.00,"3,0","4,0","0,3","46,1","0,3",,,
20/08/2014 23.00,"2,7","3,6","0,2","53,5","0,1",,,
21/08/2014 0.00,"2,7","4,0","0,2","50,0","0,1",,,
21/08/2014 1.00,"2,6","3,5","0,2","48,5","0,1",,,
21/08/2014 2.00,"2,5","3,3","0,2","48,0","0,1",,,
21/08/2014 3.00,"2,7","3,3","0,1","44,2","0,1",,,
21/08/2014 4.00,"2,8","3,3","0,1","41,8","0,1",,,
21/08/2014 5.00,"2,7","3,7","0,1","38,4","0,1",,,
21/08/2014 6.00,"2,8","3,9","0,1","40,7","0,1",,,
21/08/2014 7.00,"3,2","5,1","0,1","39,6","0,2",,,
21/08/2014 8.00,"2,5","4,2","0,1","51,7","0,2",,,
21/08/2014 9.00,"2,5","4,5","0,1","58,7","0,2",,,
21/08/2014 10.00,"2,5","4,6","0,1","58,7","0,1",,,
21/08/2014 11.00,"2,5","4,1","0,1","62,5","0,2",,,
21/08/2014 12.00,"3,2","5,6","0,1","65,9","0,2",,,
21/08/2014 13.00,"2,5","4,0","0,1","64,3","0,2",,,
21/08/2014 14.00,"2,6","3,6","0,1","67,3","0,1",,,
21/08/2014 15.00,"2,5","3,5","0,1","67,7","0,1",,,
21/08/2014 16.00,"2,5","3,6","0,1","68,6","0,1",,,
21/08/2014 17.00,"3,4","5,6","0,1","68,4","0,1",,,
21/08/2014 18.00,"3,1","4,6","0,1","70,5","0,2",,,
21/08/2014 19.00,"4,1","6,4","0,1","66,9","0,2",,,
21/08/2014 20.00,"3,9","6,0","0,1","58,5","0,4",,,
21/08/2014 21.00,"3,0","4,4","0,1","53,9","0,2",,,
21/08/2014 22.00,"2,7","3,9","0,1","50,4","0,1",,,
21/08/2014 23.00,"2,6","3,5","0,1","50,2","0,1",,,
22/08/2014 0.00,"2,8","3,7","0,2","47,3","0,1",,,
22/08/2014 1.00,"2,7","3,8","0,2","44,0","0,1",,,
22/08/2014 2.00,"2,7","3,3","0,2","49,4",,,,
22/08/2014 3.00,"2,7","3,3",,"48,1",,,,
22/08/2014 4.00,"2,9","3,9","0,1","40,6",,,,
22/08/2014 5.00,"2,9","4,8","0,1","32,8","0,1",,,
22/08/2014 6.00,"3,7","6,7","0,1","28,0","0,1",,,
22/08/2014 7.00,"3,0","5,9","0,1","28,9","0,3",,,
22/08/2014 8.00,"3,0","5,3","0,1","43,7","0,3",,,
22/08/2014 9.00,"3,1","5,5","0,1","55,0","0,3",,,
22/08/2014 10.00,"2,3","4,5","0,1","62,0","0,2",,,
22/08/2014 11.00,"2,3","4,2","0,1","65,7","0,1",,,
22/08/2014 12.00,"2,1","3,8","0,1","71,1","0,1",,,
22/08/2014 13.00,"2,4","3,4","0,1","75,1","0,1",,,
22/08/2014 14.00,"2,3","3,6","0,1","77,9","0,1",,,
22/08/2014 15.00,"2,1","3,5","0,1","76,5","0,1",,,
22/08/2014 16.00,"2,1","3,6","0,1","72,7","0,1",,,
22/08/2014 17.00,"2,4","3,6","0,1","65,0","0,1",,,
22/08/2014 18.00,"2,6","3,6","0,1","66,1","0,1",,,
22/08/2014 19.00,"4,4","5,9","0,1","58,0","0,2",,,
22/08/2014 20.00,"5,1","6,0","0,1","49,5","0,8",,,
22/08/2014 21.00,"6,5","8,7","0,1","37,5","0,6",,,
22/08/2014 22.00,"3,9","5,3","0,1","38,1","0,4",,,
22/08/2014 23.00,"3,4","4,6","0,1","38,8","0,2",,,
23/08/2014 0.00,"3,3","4,9","0,2","34,0","0,2",,,
23/08/2014 1.00,"2,6","3,6","0,2","32,4","0,2",,,
23/08/2014 2.00,"3,9","4,6","0,2","31,3","0,3",,,
23/08/2014 3.00,"3,1","4,0","0,2","36,6","0,2",,,
23/08/2014 4.00,"4,0","4,7","0,2","38,6","0,2",,,
23/08/2014 5.00,"5,4","6,7","0,2","29,1","0,2",,,
23/08/2014 6.00,"5,7","6,7","0,2","29,7","0,2",,,
23/08/2014 7.00,"3,6","5,5","0,2","26,7","0,4",,,
23/08/2014 8.00,"3,2","5,2","0,2","29,6","0,3",,,
23/08/2014 9.00,"4,7","6,9","0,2","40,4","0,2",,,
23/08/2014 10.00,"7,1","10,2","0,2","48,4","0,2",,,
23/08/2014 11.00,"3,8","6,4","0,2","53,7","0,3",,,
23/08/2014 12.00,"3,6","5,7","0,2","55,5","0,2",,,
23/08/2014 13.00,"3,7","5,4","0,1","55,0","0,2",,,
23/08/2014 14.00,"3,6","4,8","0,1","54,3","0,2",,,
23/08/2014 15.00,"3,2","4,8","0,2","51,1","0,1",,,
23/08/2014 16.00,"2,8","3,9","0,2","50,7","0,1",,,
23/08/2014 17.00,"2,5","4,1","0,2","48,0","0,1",,,
23/08/2014 18.00,"3,1","4,8","0,1","46,9","0,1",,,
23/08/2014 19.00,"4,0","5,8","0,2","43,1","0,2",,,
23/08/2014 20.00,"3,4","5,1","0,2","40,9","0,2",,,
23/08/2014 21.00,"2,7","4,1","0,2","40,6","0,1",,,
23/08/2014 22.00,"2,6","3,8","0,2","41,8","0,1",,,
23/08/2014 23.00,"2,7","4,0","0,2","39,8","0,1",,,
24/08/2014 0.00,"3,2","4,0","0,2","39,6","0,1",,,
24/08/2014 1.00,"4,3","5,1","0,2","36,6","0,2",,,
24/08/2014 2.00,"4,2","5,2","0,2","31,9","0,2",,,
24/08/2014 3.00,"4,4","5,2",,"36,4","0,2",,,
24/08/2014 4.00,"4,4","5,2","0,3","35,1","0,2",,,
24/08/2014 5.00,"4,2","5,2","0,3","34,9","0,2",,,
24/08/2014 6.00,"4,1","5,2","0,3","37,9","0,2",,,
24/08/2014 7.00,"3,4","4,9","0,3","39,0","0,3",,,
24/08/2014 8.00,"2,8","3,8","0,3","42,2","0,1",,,
24/08/2014 9.00,"3,0","4,6","0,3","46,0","0,1",,,
24/08/2014 10.00,"3,1","5,2","0,3","49,3","0,4",,,
24/08/2014 11.00,"2,7","4,2","0,3","52,8","0,1",,,
24/08/2014 12.00,"2,7","4,0","0,3","55,4","0,1",,,
24/08/2014 13.00,"2,7","3,5","0,3","54,3",,,,
24/08/2014 14.00,"2,6","3,3","0,3","56,3",,,,
24/08/2014 15.00,"2,5","3,3","0,3","59,8",,,,
24/08/2014 16.00,"2,5","3,5","0,3","62,7",,,,
24/08/2014 17.00,"2,6","3,3","0,3","60,2",,,,
24/08/2014 18.00,"3,1","3,8","0,3","57,7",,,,
24/08/2014 19.00,"3,2","4,0","0,3","54,2",,,,
24/08/2014 20.00,"3,9","4,5","0,3","48,6",,,,
24/08/2014 21.00,"5,2","6,5","0,4","38,6","0,3",,,
24/08/2014 22.00,"6,2","8,2","0,4","31,5","0,3",,,
24/08/2014 23.00,"4,7","5,5","0,3","32,7","0,3",,,
25/08/2014 0.00,"8,6","9,7","0,2","29,3","0,2",,,
25/08/2014 1.00,"4,7","5,5","0,2","39,5","0,1",,,
25/08/2014 2.00,"4,4","5,2","0,2","40,1","0,2",,,
25/08/2014 3.00,"4,5","5,3","0,2","29,2","0,7",,,
25/08/2014 4.00,"4,5","5,2","0,2","35,0","0,4",,,
25/08/2014 5.00,"4,8","6,7","0,1","37,6","0,2",,,
25/08/2014 6.00,"5,2","7,4","0,1","40,2","0,2",,,
25/08/2014 7.00,"4,0","6,7","0,2","43,1","0,2",,,
25/08/2014 8.00,"3,1","5,7","0,1","47,5","0,2",,,
25/08/2014 9.00,"3,1","5,9","0,2","48,8","0,2",,,
25/08/2014 10.00,"3,0","5,5","0,2","53,9","0,1",,,
25/08/2014 11.00,"3,3","4,9","0,1","60,5","0,1",,,
25/08/2014 12.00,"3,2","4,5","0,1","63,8","0,1",,,
25/08/2014 13.00,"2,9","4,3","0,1","64,7",,,,
25/08/2014 14.00,"2,6","3,6","0,1","65,3",,,,
25/08/2014 15.00,"2,6","4,0","0,1","64,1",,,,
25/08/2014 16.00,"2,4","3,6","0,1","62,7",,,,
25/08/2014 17.00,"3,0","4,3","0,1","62,6",,,,
25/08/2014 18.00,"3,6","4,6","0,1","66,7",,,,
25/08/2014 19.00,"4,1","5,4","0,1","64,0","0,1",,,
25/08/2014 20.00,"6,0","7,8","0,1","52,1","0,2",,,
25/08/2014 21.00,"5,9","6,8","0,1","49,1","0,3",,,
25/08/2014 22.00,"5,8","6,9","0,2","48,9","0,2",,,
25/08/2014 23.00,"5,3","6,5","0,2","43,2","0,5",,,
26/08/2014 0.00,"4,4","5,3","0,2","42,5","0,6",,,
26/08/2014 1.00,"4,4","5,2","0,2","45,1","0,3",,,
26/08/2014 2.00,"4,5","5,1","0,4","45,3","0,2",,,
26/08/2014 3.00,"4,5","5,1",,"41,5","0,2",,,
26/08/2014 4.00,"6,5","8,0","0,3","38,6","0,2",,,
26/08/2014 5.00,"8,2","9,8","0,3","29,1","0,4",,,
26/08/2014 6.00,"6,4","8,9","0,3","33,3","0,3",,,
26/08/2014 7.00,"7,2","10,3","0,3","36,1","0,8",,,
26/08/2014 8.00,"5,2","8,5","0,3","50,9","0,6",,,
26/08/2014 9.00,"3,5","5,3","0,2","68,3","0,2",,,
26/08/2014 10.00,"3,3","4,6","0,2","74,2","0,1",,,
26/08/2014 11.00,"3,4","5,2","0,2","79,5","0,1",,,
26/08/2014 12.00,"3,3","4,4","0,2","83,5","0,1",,,
26/08/2014 13.00,"3,6","4,7","0,2","86,8","0,1",,,
26/08/2014 14.00,"3,5","5,9","0,2","92,2","0,2",,,
26/08/2014 15.00,"3,6","5,5","0,2","80,2","0,2",,,
26/08/2014 16.00,"4,0","6,6","0,2","80,8","0,3",,,
26/08/2014 17.00,"3,9","5,8","0,2","80,4","0,1",,,
26/08/2014 18.00,"4,1","6,2","0,2","84,1","0,1",,,
26/08/2014 19.00,"4,1","6,2","0,2","83,4","0,1",,,
26/08/2014 20.00,"7,5","10,9","0,2","66,3","0,3",,,
26/08/2014 21.00,"6,6","9,3","0,2","57,2","0,5",,,
26/08/2014 22.00,"5,7","8,0","0,2","55,3","0,5",,,
26/08/2014 23.00,"5,8","7,3","0,2","47,9","0,6",,,
