Stat,San Vito dei Normanni,,,,,,,
,,,,,,,,,
Parm,NO2,NOX,CO,O3,BENZENE,,,
Unit,ug/m3 293K,ug/m3 293K,mg/m3 293K,ug/m3 293K,ug/m3 293K,,,
Field,Aver,Aver,Aver,Aver,Aver,,,
,,,,
,,,,,
,,,,,,,
24/07/2014 4.00,"2,8","4,6","0,3","53,4","0,2",,,
24/07/2014 5.00,"3,6","6,6","0,3","48,6","0,3",,,
24/07/2014 6.00,"5,4","8,8","0,3","47,1","0,4",,,
24/07/2014 7.00,"5,1","8,2","0,3","54,6","0,4",,,
24/07/2014 8.00,"2,7","5,6","0,3","77,7","0,2",,,
24/07/2014 9.00,"2,0","4,7","0,3","83,9","0,1",,,
24/07/2014 10.00,"1,7","4,5","0,3","90,3","0,2",,,
24/07/2014 11.00,"1,5","4,1","0,3","92,8","0,1",,,
24/07/2014 12.00,"1,5","4,2","0,3","93,0","0,1",,,
24/07/2014 13.00,"1,2","3,5","0,3","93,2","0,1",,,
24/07/2014 14.00,"1,6","3,4","0,3","91,1","0,1",,,
24/07/2014 15.00,"2,0","4,3","0,3","87,8","0,1",,,
24/07/2014 16.00,"1,1","3,4","0,2","87,5","0,1",,,
24/07/2014 17.00,"1,4","3,7","0,2","89,8","0,1",,,
24/07/2014 18.00,"1,7","3,8","0,2","92,5","0,1",,,
24/07/2014 19.00,"3,0","5,2","0,3","88,9","0,2",,,
24/07/2014 20.00,"5,4","7,4","0,3","77,2","0,4",,,
24/07/2014 21.00,"7,2","9,7","0,3","54,8","0,8",,,
24/07/2014 22.00,"5,5","7,4","0,3","57,6","0,6",,,
24/07/2014 23.00,"5,2","7,4","0,3","55,2","0,5",,,
25/07/2014 0.00,"5,2","7,1","0,3","57,7","0,4",,,
25/07/2014 1.00,"3,9","5,5","0,3","58,8","0,5",,,
25/07/2014 2.00,"2,6","5,1","0,3","59,7","0,3",,,
25/07/2014 3.00,"2,1","4,0",,"64,5","0,3",,,
25/07/2014 4.00,"4,0","5,7","0,3","56,7","0,3",,,
25/07/2014 5.00,"6,0","8,9","0,3","45,7","0,3",,,
25/07/2014 6.00,"7,5","10,9","0,3","43,1","0,4",,,
25/07/2014 7.00,"4,5","7,6","0,3","59,2","0,5",,,
25/07/2014 8.00,"2,5","5,0","0,3","80,3","0,2",,,
25/07/2014 9.00,"2,8","5,7","0,3","77,4","0,2",,,
25/07/2014 10.00,"2,1","4,9","0,2","83,3","0,2",,,
25/07/2014 11.00,"1,5","4,3","0,2","86,9","0,2",,,
25/07/2014 12.00,"1,2","3,9","0,2","86,1","0,1",,,
25/07/2014 13.00,"1,3","4,2","0,2","86,7","0,1",,,
25/07/2014 14.00,"1,1","3,5","0,2","89,2","0,1",,,
25/07/2014 15.00,"1,5","3,7","0,2","90,3","0,1",,,
25/07/2014 16.00,"1,8","3,6","0,2","90,6","0,1",,,
25/07/2014 17.00,"1,5","4,1","0,2","90,6","0,1",,,
25/07/2014 18.00,"2,0","4,7","0,2","96,5","0,1",,,
25/07/2014 19.00,"2,4","5,0","0,2","96,7","0,2",,,
25/07/2014 20.00,"3,8","6,4","0,2","91,8","0,3",,,
25/07/2014 21.00,"3,2","5,8","0,2","83,5","0,3",,,
25/07/2014 22.00,"2,8","5,5","0,2","87,2","0,3",,,
25/07/2014 23.00,"2,8","5,3","0,3","73,5","0,7",,,
26/07/2014 0.00,"2,9","5,3","0,3","59,8","0,4",,,
26/07/2014 1.00,"3,2","5,2","0,3","57,4","0,4",,,
26/07/2014 2.00,"3,1","5,1","0,3","60,4","0,3",,,
26/07/2014 3.00,"2,8","5,1","0,3","62,4","0,3",,,
26/07/2014 4.00,"3,6","5,7","0,3","57,5","0,4",,,
26/07/2014 5.00,"7,5","10,5","0,3","51,7","0,3",,,
26/07/2014 6.00,"8,2","11,1","0,3","53,9","0,5",,,
26/07/2014 7.00,"9,0","13,0","0,3","48,0","0,9",,,
26/07/2014 8.00,"3,7","6,5","0,3","74,7","0,6",,,
26/07/2014 9.00,"1,8","4,6","0,3","98,6","0,2",,,
26/07/2014 10.00,"1,5","4,3","0,2","101,7","0,2",,,
26/07/2014 11.00,"1,4","4,2","0,2","101,8","0,1",,,
26/07/2014 12.00,"1,2","3,8","0,2","101,2","0,1",,,
26/07/2014 13.00,"0,7","3,5","0,2","101,2","0,1",,,
26/07/2014 14.00,"0,6","3,3","0,2","96,4","0,1",,,
26/07/2014 15.00,"1,1","3,8","0,2","94,6","0,1",,,
26/07/2014 16.00,"2,0","4,6","0,2","90,0","0,1",,,
26/07/2014 17.00,"3,2","6,0","0,2","90,9","0,3",,,
26/07/2014 18.00,"3,5","6,2","0,3","96,6","0,3",,,
26/07/2014 19.00,"4,7","7,6","0,3","84,9","0,6",,,
26/07/2014 20.00,"6,5","9,7","0,3","69,3","0,7",,,
26/07/2014 21.00,"6,0","9,0","0,3","62,0","0,6",,,
26/07/2014 22.00,"4,3","7,1","0,3","58,1","0,6",,,
26/07/2014 23.00,"4,4","7,2","0,3","45,9","0,6",,,
27/07/2014 0.00,"3,1","5,6","0,3","46,2","0,6",,,
27/07/2014 1.00,"3,3","5,8","0,3","49,0","0,5",,,
27/07/2014 2.00,"1,9","4,1","1,0","60,0","0,3",,,
27/07/2014 3.00,"1,3","3,7",,"61,7","0,3",,,
27/07/2014 4.00,"1,8","4,3","1,3","51,2","0,3",,,
27/07/2014 5.00,"2,9","5,5","1,0","47,8","0,3",,,
27/07/2014 6.00,"2,7","5,4","0,9","40,7","0,2",,,
27/07/2014 7.00,"1,9","4,6","0,8","49,3","0,4",,,
27/07/2014 8.00,"3,9","7,4","0,8","59,2","0,5",,,
27/07/2014 9.00,"2,6","5,5","0,8","61,5","1,6",,,
27/07/2014 10.00,"1,5","4,1","0,7","71,3","0,3",,,
27/07/2014 11.00,"1,2","4,3","0,5","76,1","0,2",,,
27/07/2014 12.00,"1,7","4,5","0,4","78,6","0,2",,,
27/07/2014 13.00,"1,0","3,5","0,3","81,4","0,1",,,
27/07/2014 14.00,"1,1","3,5","0,3","81,9","0,1",,,
27/07/2014 15.00,"1,0","3,5","0,3","82,9","0,1",,,
27/07/2014 16.00,"0,8","3,4","0,3","81,7","0,1",,,
27/07/2014 17.00,"0,9","3,5","0,3","83,5","0,1",,,
27/07/2014 18.00,"1,8","4,5","0,3","79,1","0,2",,,
27/07/2014 19.00,"2,4","5,1","0,3","81,1","0,2",,,
27/07/2014 20.00,"3,8","6,3","0,3","73,0","2,7",,,
27/07/2014 21.00,"2,1","4,6","0,3","78,6","1,4",,,
27/07/2014 22.00,"2,5","4,7","0,7","87,1","0,7",,,
27/07/2014 23.00,"3,1","5,3","0,4","83,7","0,4",,,
28/07/2014 0.00,"2,7","5,0","0,3","83,3","0,3",,,
28/07/2014 1.00,"2,1","4,1","0,2","84,7","0,3",,,
28/07/2014 2.00,"2,1","4,2","0,2","78,4","0,2",,,
28/07/2014 3.00,"2,0","4,1","0,2","74,9","0,2",,,
28/07/2014 4.00,"2,9","5,3","0,2","70,5","0,2",,,
28/07/2014 5.00,"3,5","5,8","0,2","67,8","0,2",,,
28/07/2014 6.00,"7,5","11,4","0,9","59,8","0,3",,,
28/07/2014 7.00,"5,6","8,7","0,5","67,7","0,6",,,
28/07/2014 8.00,"3,1","6,0","0,5","87,5","0,4",,,
28/07/2014 9.00,"2,0","4,7","0,3","104,2","0,3",,,
28/07/2014 10.00,"1,6","4,3","0,3","105,1","0,2",,,
28/07/2014 11.00,"1,5","4,3","0,3","104,1","0,2",,,
28/07/2014 12.00,"2,0","4,4","0,3","99,3","0,1",,,
28/07/2014 13.00,"1,8","4,1","0,3","97,5","0,1",,,
28/07/2014 14.00,"1,1","3,3","0,3","99,4","0,1",,,
28/07/2014 15.00,"0,8","3,4","0,3","101,4","0,1",,,
28/07/2014 16.00,"1,0","3,4","0,2","103,0","0,1",,,
28/07/2014 17.00,"1,2","3,3","0,4","100,9","0,1",,,
28/07/2014 18.00,"1,5","3,7","0,3","99,6","0,1",,,
28/07/2014 19.00,"1,8","3,8","0,3","97,5","0,1",,,
28/07/2014 20.00,"3,3","5,2","0,3","89,0","0,3",,,
28/07/2014 21.00,"4,5","7,2","0,2","72,8","0,4",,,
28/07/2014 22.00,"4,2","6,5","0,2","60,5","0,7",,,
28/07/2014 23.00,"6,3","9,6","0,3","57,5","0,4",,,
29/07/2014 0.00,"3,5","5,8","0,3","60,2","0,4",,,
29/07/2014 1.00,"3,3","5,4","0,4","58,9","0,5",,,
29/07/2014 2.00,"3,2","5,1","0,3","52,1","0,4",,,
29/07/2014 3.00,"3,6","5,2",,"49,2","1,6",,,
29/07/2014 4.00,"3,8","5,4","0,4","46,7","0,5",,,
29/07/2014 5.00,"7,6","12,4","0,4","37,5","0,6",,,
29/07/2014 6.00,"9,3","14,1","0,6","33,8","0,9",,,
29/07/2014 7.00,"8,1","11,7","0,4","41,4","1,3",,,
29/07/2014 8.00,"3,2","6,2","0,3","64,7","0,5",,,
29/07/2014 9.00,"2,6","5,4","0,3","79,9","0,3",,,
29/07/2014 10.00,"2,1","4,9","0,3","87,9","0,3",,,
29/07/2014 11.00,"2,0","4,7","0,2","96,3","0,2",,,
29/07/2014 12.00,"2,2","5,1","0,2","96,3","0,2",,,
29/07/2014 13.00,"2,2","4,8","0,2","92,5","0,5",,,
29/07/2014 14.00,"2,0","4,7","0,2","93,4","0,4",,,
29/07/2014 15.00,"1,1","3,8","0,2","93,7","0,3",,,
29/07/2014 16.00,"1,3","4,0","0,3","94,3","0,5",,,
29/07/2014 17.00,"1,4","4,2","0,3","97,3","0,9",,,
29/07/2014 18.00,"1,5","4,4","0,2","93,6","0,4",,,
29/07/2014 19.00,"2,8","6,1","0,2","85,1","0,2",,,
29/07/2014 20.00,"2,8","5,8","0,2","76,7","0,2",,,
29/07/2014 21.00,"1,8","4,5","0,2","69,4","0,2",,,
29/07/2014 22.00,"1,4","3,9","0,2","67,0","0,2",,,
29/07/2014 23.00,"1,3","3,6","0,2","69,5","0,1",,,
30/07/2014 0.00,"1,2","3,5","0,3","69,0","0,1",,,
30/07/2014 1.00,"1,6","3,4","1,1","69,6","0,1",,,
30/07/2014 2.00,"1,0","3,3","0,7","66,7","0,1",,,
30/07/2014 3.00,"1,2","3,3","0,6","68,9","0,1",,,
30/07/2014 4.00,"1,2","3,6","0,5","69,2","0,1",,,
30/07/2014 5.00,"1,6","5,1","0,4","68,0","0,1",,,
30/07/2014 6.00,"1,6","4,3","0,5","72,6","0,1",,,
30/07/2014 7.00,"1,3","3,9","0,4","82,4","0,1",,,
30/07/2014 8.00,"1,5","4,0","1,4","82,5","0,1",,,
30/07/2014 9.00,"1,6","4,3","0,9","78,1","0,1",,,
30/07/2014 10.00,"1,4","4,3","0,8","77,5","0,1",,,
30/07/2014 11.00,"1,8","5,2","0,7","77,3","0,2",,,
30/07/2014 12.00,"1,3","4,2","0,6","80,8","0,1",,,
30/07/2014 13.00,"1,4","4,2","0,5","82,0","0,1",,,
30/07/2014 14.00,"0,9","3,4","0,5","83,7","0,1",,,
30/07/2014 15.00,"1,2","3,6","0,5","82,5","0,1",,,
30/07/2014 16.00,"1,3","4,0","0,5","81,6","0,1",,,
30/07/2014 17.00,"1,5","4,1","0,5","82,1","0,1",,,
30/07/2014 18.00,"1,6","4,4","0,5","80,5","0,2",,,
30/07/2014 19.00,"2,1","4,8","0,5","73,6","0,2",,,
30/07/2014 20.00,"4,6","7,5","0,5","57,9","0,2",,,
30/07/2014 21.00,"3,5","5,8","0,5","55,7","0,3",,,
30/07/2014 22.00,"1,7","3,7","0,4","65,4","0,1",,,
30/07/2014 23.00,"1,9","3,8","0,6","63,8","0,1",,,
31/07/2014 0.00,"2,3","4,2","0,4","58,7","0,1",,,
31/07/2014 1.00,"2,8","5,0","0,4","49,1","0,1",,,
31/07/2014 2.00,"1,9","3,4","0,4","53,1","0,2",,,
31/07/2014 3.00,"2,4","4,9",,"52,5","0,1",,,
31/07/2014 4.00,"2,5","5,1","0,4","48,9","0,2",,,
31/07/2014 5.00,"4,6","8,4","0,4","47,1","0,2",,,
31/07/2014 6.00,"5,2","8,1","0,4","50,2","0,2",,,
31/07/2014 7.00,"4,7","8,1","0,6","56,5","0,3",,,
31/07/2014 8.00,"3,4","6,2","0,4","66,0","0,3",,,
31/07/2014 9.00,"2,7","6,0","0,4","76,8","0,2",,,
31/07/2014 10.00,"2,0","4,8","0,3","82,3","0,4",,,
31/07/2014 11.00,"2,0","4,7","0,3","90,0","0,2",,,
31/07/2014 12.00,"2,0","5,0","0,3","95,9","0,1",,,
31/07/2014 13.00,"2,7","5,3","0,3","96,0","0,1",,,
31/07/2014 14.00,"1,8","3,9","0,3","89,8","0,1",,,
31/07/2014 15.00,"1,2","3,5","0,3","93,3","0,1",,,
31/07/2014 16.00,"1,3","3,7","0,3","97,2","0,1",,,
31/07/2014 17.00,"1,3","4,0","0,2","95,2","0,1",,,
31/07/2014 18.00,"2,7","4,7","0,3","96,1","0,1",,,
31/07/2014 19.00,"2,3","4,3","0,3","91,8","0,1",,,
31/07/2014 20.00,"4,8","7,4","0,3","83,1","0,2",,,
31/07/2014 21.00,"4,4","7,0","0,3","78,9","0,3",,,
31/07/2014 22.00,"2,7","5,2","0,3","81,4","0,2",,,
31/07/2014 23.00,"1,4","4,0","0,2","83,8","0,1",,,
01/08/2014 0.00,"2,6","4,8","0,3","78,3","0,2",,,
01/08/2014 1.00,"2,7","4,9","0,6","71,3","0,1",,,
01/08/2014 2.00,"1,7","3,6","0,5","58,7","0,1",,,
01/08/2014 3.00,"2,1","4,3","0,5","59,8","1,4",,,
01/08/2014 4.00,"1,8","3,7","0,3","60,0","0,3",,,
01/08/2014 5.00,"2,9","5,7","0,4","57,9","0,3",,,
01/08/2014 6.00,"3,8","7,2","0,4","63,0","0,3",,,
01/08/2014 7.00,"3,0","5,9","0,4","69,9","0,3",,,
01/08/2014 8.00,"2,7","5,6","0,3","89,2","0,2",,,
01/08/2014 9.00,"3,5","6,4","0,5","88,8","0,2",,,
01/08/2014 10.00,"3,6","6,5","0,5","85,6","0,3",,,
01/08/2014 11.00,"3,0","6,0","0,4","80,3","0,2",,,
01/08/2014 12.00,"2,8","5,7","0,4","77,6","0,1",,,
01/08/2014 13.00,"2,1","5,0","0,5","85,5","0,1",,,
01/08/2014 14.00,"1,5","4,2","0,5","89,7","0,1",,,
01/08/2014 15.00,"1,7","4,4","0,5","91,8","0,1",,,
01/08/2014 16.00,"1,1","3,9","0,4","91,4","0,1",,,
01/08/2014 17.00,"1,4","4,1","0,3","88,2","0,1",,,
01/08/2014 18.00,"1,9","4,7","0,3","83,0","0,2",,,
01/08/2014 19.00,"2,5","5,3","0,3","79,6","0,2",,,
01/08/2014 20.00,"4,0","6,7","0,3","72,5","0,2",,,
01/08/2014 21.00,"4,4","7,2","0,3","66,2","0,3",,,
01/08/2014 22.00,"4,7","7,4","0,3","64,5","0,2",,,
01/08/2014 23.00,"5,3","7,8","0,5","49,6","0,6",,,
02/08/2014 0.00,"3,9","6,2","0,3","51,7","0,5",,,
02/08/2014 1.00,"2,9","5,3","0,2","45,2","0,4",,,
02/08/2014 2.00,"3,0","5,1","0,6","42,9","0,4",,,
02/08/2014 3.00,"3,0","5,3","0,3","43,2","0,3",,,
02/08/2014 4.00,"3,2","5,6","0,3","42,2","0,2",,,
02/08/2014 5.00,"4,6","7,3","0,3","38,4","0,4",,,
02/08/2014 6.00,"6,0","9,1","0,3","47,4","0,4",,,
02/08/2014 7.00,"6,2","9,3","0,3","56,1","0,8",,,
02/08/2014 8.00,"2,5","5,4","0,3","76,5","0,3",,,
02/08/2014 9.00,,,"0,3","87,8","0,2",,,
02/08/2014 10.00,,,"0,2","92,8","0,1",,,
02/08/2014 11.00,,,"0,2","94,4","0,1",,,
02/08/2014 12.00,,,,"94,5","0,1",,,
02/08/2014 13.00,,,,"95,2","0,1",,,
02/08/2014 14.00,,,,"95,0","0,1",,,
02/08/2014 15.00,,,,"96,0","0,1",,,
02/08/2014 16.00,,,,"95,2","0,1",,,
02/08/2014 17.00,,,,"96,0","0,1",,,
02/08/2014 18.00,,,,"94,2","0,2",,,
02/08/2014 19.00,"2,8","5,5",,"87,5","0,2",,,
02/08/2014 20.00,"4,8","8,1","1,0","72,4","0,4",,,
02/08/2014 21.00,"7,1","10,9","0,4","52,7","0,5",,,
02/08/2014 22.00,"6,5","9,6","0,4","44,0","0,5",,,
02/08/2014 23.00,"6,2","9,3","0,4","43,1","0,6",,,
03/08/2014 0.00,"7,1","10,1","0,4","42,2","1,1",,,
03/08/2014 1.00,"5,9","8,7","0,3","41,6","0,6",,,
03/08/2014 2.00,"7,1","10,9","0,3","35,8","0,7",,,
03/08/2014 3.00,"4,5","7,2","0,4","40,4","0,6",,,
03/08/2014 4.00,"4,3","7,0","0,4","33,7","0,8",,,
03/08/2014 5.00,"7,2","10,6","0,4","38,6","0,8",,,
03/08/2014 6.00,"3,7","6,6","0,3","58,2","1,0",,,
03/08/2014 7.00,"3,8","6,9","0,3","63,0","0,5",,,
03/08/2014 8.00,"3,1","6,0","0,3","71,5","0,4",,,
03/08/2014 9.00,"2,6","5,4","0,2","85,0","0,3",,,
03/08/2014 10.00,"2,3","5,2","0,2","96,1","0,3",,,
03/08/2014 11.00,"1,9","4,8","0,7","105,0","0,3",,,
03/08/2014 12.00,"1,7","4,6","0,3","109,9","0,2",,,
03/08/2014 13.00,"2,4","5,2","0,3","109,5","0,3",,,
03/08/2014 14.00,"2,1","4,9","0,3","107,3","0,4",,,
03/08/2014 15.00,"1,1","3,9","0,3","104,4","0,4",,,
03/08/2014 16.00,"1,8","4,6","0,2","103,1","0,4",,,
03/08/2014 17.00,"1,9","4,6","0,3","93,3","0,4",,,
03/08/2014 18.00,"1,6","4,3","0,2","90,1","0,2",,,
03/08/2014 19.00,"2,6","5,2","0,2","84,3","0,2",,,
03/08/2014 20.00,"4,2","7,0","0,2","68,2","0,2",,,
03/08/2014 21.00,"4,3","7,1","0,3","61,7","0,2",,,
03/08/2014 22.00,"5,1","8,0","0,3","55,8","0,2",,,
03/08/2014 23.00,"5,3","8,1","0,3","48,4","0,3",,,
04/08/2014 0.00,"4,0","6,8","0,3","40,3","0,7",,,
04/08/2014 1.00,"2,2","5,0","0,3","56,7","0,2",,,
04/08/2014 2.00,,,"0,2","58,6","0,1",,,
04/08/2014 3.00,,,,"51,3","0,3",,,
04/08/2014 4.00,,,"0,3","49,6","0,6",,,
04/08/2014 5.00,"2,7","5,6","0,3","49,1","0,2",,,
04/08/2014 6.00,"2,8","5,7","0,3","47,0","0,2",,,
04/08/2014 7.00,"3,0","6,1","0,3","50,0","0,2",,,
04/08/2014 8.00,"2,7","5,6","0,3","64,6","0,1",,,
04/08/2014 9.00,"2,4","5,3","0,3","73,5","0,1",,,
04/08/2014 10.00,"1,3","4,3","0,4","78,4","0,1",,,
04/08/2014 11.00,"1,1","4,0","0,3","78,4","0,1",,,
04/08/2014 12.00,"1,0","3,9","0,3","79,6","0,1",,,
04/08/2014 13.00,"0,7","3,5","0,3","88,0","0,1",,,
04/08/2014 14.00,"0,9","3,7","0,3","87,1","0,1",,,
04/08/2014 15.00,"0,8","3,7","0,3","90,4","0,1",,,
04/08/2014 16.00,"1,2","4,6","0,3","88,4","0,2",,,
04/08/2014 17.00,"1,3","4,0","0,3","82,8","0,2",,,
04/08/2014 18.00,"1,8","4,6","0,3","82,1","0,2",,,
04/08/2014 19.00,"2,2","5,0","0,3","78,5","0,3",,,
04/08/2014 20.00,"3,2","6,0","0,2","70,9","0,3",,,
04/08/2014 21.00,"3,8","6,6","0,2","64,3","0,2",,,
04/08/2014 22.00,"4,0","6,8","0,2","62,4","0,3",,,
04/08/2014 23.00,"2,3","5,1","0,2","67,9","0,2",,,
05/08/2014 0.00,"2,5","5,2","0,3","64,4","0,3",,,
05/08/2014 1.00,"2,6","5,4","0,3","62,8","0,2",,,
05/08/2014 2.00,"1,2","4,0","0,3","66,5","0,1",,,
05/08/2014 3.00,"0,8","3,3","0,2","70,5","0,2",,,
05/08/2014 4.00,"1,6","4,1","0,2","67,5","0,2",,,
05/08/2014 5.00,"3,1","6,0","0,2","61,8","0,2",,,
05/08/2014 6.00,"3,3","6,2","0,2","57,2","0,2",,,
05/08/2014 7.00,"3,4","6,5","0,2","55,5","0,2",,,
05/08/2014 8.00,"2,6","5,7","0,2","65,1","0,2",,,
05/08/2014 9.00,"2,2","5,0","0,2","70,0","0,2",,,
05/08/2014 10.00,"2,5","5,4","0,2","75,0","0,2",,,
05/08/2014 11.00,"2,1","5,0","0,2","83,2","0,1",,,
05/08/2014 12.00,"1,7","4,5","0,2","83,7","0,1",,,
05/08/2014 13.00,"1,0","3,8","1,4","84,2","0,1",,,
05/08/2014 14.00,"0,9","3,7","0,5","83,9","0,1",,,
05/08/2014 15.00,"2,8","3,7",,"86,8","0,1",,,
05/08/2014 16.00,"3,0","3,7","0,3","89,0","0,1",,,
05/08/2014 17.00,"4,0","5,2","0,3","89,6","0,2",,,
05/08/2014 18.00,"4,1","4,9","0,4","91,3","0,1",,,
05/08/2014 19.00,"4,4","5,4","0,4","88,8","0,2",,,
05/08/2014 20.00,"5,0","6,0","0,4","86,3","0,2",,,
05/08/2014 21.00,"5,3","6,0","0,4","83,1","0,3",,,
05/08/2014 22.00,"5,2","5,9","0,5","78,9","0,3",,,
05/08/2014 23.00,"5,3","6,0","0,3","71,0","0,4",,,
06/08/2014 0.00,"5,5","6,2","0,2","65,7","0,4",,,
06/08/2014 1.00,"4,7","5,5","0,1","66,5","0,3",,,
06/08/2014 2.00,"4,6","5,0","0,1","72,2","0,2",,,
06/08/2014 3.00,"4,5","5,0",,"75,2","0,2",,,
06/08/2014 4.00,"4,3","4,9","0,1","72,9","0,2",,,
06/08/2014 5.00,"4,6","5,6","0,1","69,8","0,3",,,
06/08/2014 6.00,"4,5","5,5","0,1","69,0",,,,
06/08/2014 7.00,"4,9","7,2","0,1","67,5",,,,
06/08/2014 8.00,"8,8","14,7","0,1","62,7",,,,
06/08/2014 9.00,"5,8","9,0","0,1","75,8",,,,
06/08/2014 10.00,"3,8","5,5","0,2","87,4",,,,
06/08/2014 11.00,"3,4","5,0","0,1","91,6",,,,
06/08/2014 12.00,"3,6","5,2","0,2","88,9",,,,
06/08/2014 13.00,"3,1","4,4","0,2","90,7",,,,
06/08/2014 14.00,"2,9","3,8","0,3","85,7",,,,
06/08/2014 15.00,"2,7","3,6","0,1","82,3",,,,
06/08/2014 16.00,"2,6","3,7","0,1","84,2",,,,
06/08/2014 17.00,"3,0","4,0","0,2","83,5",,,,
06/08/2014 18.00,"2,9","3,9","0,2","85,1",,,,
06/08/2014 19.00,"3,1","4,1","0,2","88,2",,,,
06/08/2014 20.00,"3,6","4,3","0,2","89,2",,,,
06/08/2014 21.00,"3,6","4,5","0,2","88,1",,,,
06/08/2014 22.00,"2,8","3,5","0,2","87,7",,,,
06/08/2014 23.00,"2,8","3,5","0,2","87,1",,,,
07/08/2014 0.00,"2,9","3,5","0,1","87,1",,,,
07/08/2014 1.00,"2,8","3,4","0,1","88,5",,,,
07/08/2014 2.00,"2,9","3,3","0,1","83,5",,,,
07/08/2014 3.00,"2,9","3,4","0,1","78,2",,,,
07/08/2014 4.00,"3,9","4,8","0,2","75,1",,,,
07/08/2014 5.00,"4,4","5,2","0,1","73,1",,,,
07/08/2014 6.00,"4,5","5,6","0,1","70,7",,,,
07/08/2014 7.00,"3,7","5,5","0,1","73,5",,,,
07/08/2014 8.00,"3,7","5,2","0,1","79,5",,,,
07/08/2014 9.00,"3,6","5,1","0,1","83,3",,,,
07/08/2014 10.00,"3,4","4,8","0,1","88,5",,,,
07/08/2014 11.00,"3,2","4,3","0,4","90,6",,,,
07/08/2014 12.00,"3,1","4,4","0,2","91,4",,,,
07/08/2014 13.00,"3,0","4,5","0,2","93,9",,,,
07/08/2014 14.00,"2,9","3,7","0,2","97,1",,,,
07/08/2014 15.00,"2,9","3,5","0,2","99,0",,,,
07/08/2014 16.00,"3,0","3,8","0,2","100,9",,,,
07/08/2014 17.00,"3,1","4,0","0,1","100,2",,,,
07/08/2014 18.00,"3,5","4,4","0,1","99,3",,,,
07/08/2014 19.00,"4,6","5,7","0,1","95,1",,,,
07/08/2014 20.00,"4,3","5,8","0,1","84,7",,,,
07/08/2014 21.00,"4,4","5,2","0,1","85,2",,,,
07/08/2014 22.00,"5,0","5,8","0,1","83,9",,,,
07/08/2014 23.00,"4,7","5,6","0,1","79,2",,,,
08/08/2014 0.00,"5,3","5,8","0,2","70,7",,,,
08/08/2014 1.00,"5,2","5,9","0,2","65,8",,,,
08/08/2014 2.00,"4,6","5,2","0,2","65,3",,,,
08/08/2014 3.00,"4,6","5,1",,"64,8",,,,
08/08/2014 4.00,"3,9","4,4","0,2","79,8",,,,
08/08/2014 5.00,"3,9","4,6","0,2","87,7",,,,
08/08/2014 6.00,"4,5","5,4","0,2","84,2",,,,
08/08/2014 7.00,"4,2","5,4","0,2","83,6",,,,
08/08/2014 8.00,"3,8","5,6","0,2","84,6",,,,
08/08/2014 9.00,"3,9","5,1","0,2","89,4",,,,
08/08/2014 10.00,"3,7","5,4","0,2","91,0",,,,
08/08/2014 11.00,"3,3","4,9","0,2","91,9",,,,
08/08/2014 12.00,"3,2","4,3","0,2","90,1",,,,
08/08/2014 13.00,"3,2","4,3","0,2","89,4",,,,
08/08/2014 14.00,"3,0","4,1","0,2","91,6",,,,
08/08/2014 15.00,"2,9","3,5","0,2","95,5",,,,
08/08/2014 16.00,"3,0","3,8","0,2","97,8",,,,
08/08/2014 17.00,"3,4","4,7","0,2","97,9",,,,
08/08/2014 18.00,"3,8","5,2","0,2","100,4",,,,
08/08/2014 19.00,"4,5","5,5","0,2","93,9",,,,
08/08/2014 20.00,"4,9","5,9","0,2","84,3",,,,
08/08/2014 21.00,"5,0","6,0","0,2","79,8",,,,
08/08/2014 22.00,"4,8","5,4","0,2","73,5",,,,
08/08/2014 23.00,"5,5","6,3","0,2","69,9",,,,
09/08/2014 0.00,"5,2","5,9","0,1","60,7",,,,
09/08/2014 1.00,"4,7","5,3",,"66,5",,,,
09/08/2014 2.00,"5,3","5,9",,"68,8",,,,
09/08/2014 3.00,"5,7","6,5",,"65,0",,,,
09/08/2014 4.00,"4,9","5,6",,"63,0",,,,
09/08/2014 5.00,"6,2","6,7",,"59,1",,,,
09/08/2014 6.00,"8,0","9,9",,"60,4",,,,
09/08/2014 7.00,"6,3","8,5",,"66,7",,,,
09/08/2014 8.00,"4,4","5,9",,"86,8",,,,
09/08/2014 9.00,"4,1","4,9",,"92,6",,,,
09/08/2014 10.00,"3,8","5,2",,"93,0",,,,
09/08/2014 11.00,"4,0","5,2",,"94,4",,,,
09/08/2014 12.00,"3,4","4,2",,"98,0",,,,
09/08/2014 13.00,"2,9","3,5",,"97,4",,,,
09/08/2014 14.00,"2,8","3,4","0,1","99,3",,,,
09/08/2014 15.00,"3,0","3,6","0,1","99,7",,,,
09/08/2014 16.00,"2,9","3,6","0,1","99,0",,,,
09/08/2014 17.00,"3,0","3,9","1,1","99,4",,,,
09/08/2014 18.00,"3,1","4,0","0,2","92,3",,,,
09/08/2014 19.00,"4,3","5,0","0,2","82,2",,,,
09/08/2014 20.00,"5,2","5,7","0,2","73,3",,,,
09/08/2014 21.00,"9,7","12,7","0,3","52,0",,,,
09/08/2014 22.00,"9,5","13,1","0,2","30,5",,,,
09/08/2014 23.00,"9,8","13,6","0,2","26,1",,,,
10/08/2014 0.00,"10,7","13,5","0,2","17,3",,,,
10/08/2014 1.00,"11,2","14,1","0,2","13,2",,,,
10/08/2014 2.00,"9,1","10,4","0,1","20,7",,,,
