,Regione Puglia,,,,,,,,
,S.Barbara Galatina,,,,,,,,
Parm,SO2,NOX,NO,NO2,CO,O3,BENZENE,TEMP,PM10


29/05/2007 0.00,"0,41503099",,,"6,25007958",,,,,
29/05/2007 1.00,"0,56912202",,,"5,95896098",,,,,
29/05/2007 2.00,"0,46576199",,,"6,52587368",,,,,
29/05/2007 3.00,"0,45866299",,,"5,60655751",,,,,
29/05/2007 4.00,"0,46655801",,,"5,70870333",,,,,
29/05/2007 5.00,"0,50348997",,,"6,19772947",,,,,
29/05/2007 6.00,"0,56587899",,,"5,86192395",,,,,
29/05/2007 7.00,"0,66945302",,,"5,71125773",,,,,
29/05/2007 8.00,"0,67918301",,,"5,07539696",,,,,
29/05/2007 9.00,"0,74316299",,,"4,86982624",,,,,
29/05/2007 10.00,"0,729945",,,"5,76488504",,,,,
29/05/2007 11.00,"1,01475",,,"7,7503539",,,,,
29/05/2007 12.00,"1,11333597",,,"6,76591938",,,,,
29/05/2007 13.00,"1,03782105",,,"5,72913287",,,,,
29/05/2007 14.00,"1,00896704",,,"4,99112628",,,,,
29/05/2007 15.00,"0,93476701",,,"4,90557652",,,,,
29/05/2007 16.00,"0,71981698",,,"4,47017957",,,,,
29/05/2007 17.00,"0,869196",,,"5,930872",,,,,
29/05/2007 18.00,"0,90930998",,,"4,73320544",,,,,
29/05/2007 19.00,"0,84903198",,,"5,67295304",,,,,
29/05/2007 20.00,"0,90328199",,,"5,52867094",,,,,
29/05/2007 21.00,"0,69910198",,,"6,10835188",,,,,
29/05/2007 22.00,"0,97726798",,,"5,52994814",,,,,
29/05/2007 23.00,"0,73285198",,,"4,97580366",,,,,
30/05/2007 0.00,"0,76901799",,,"5,09327211",,,,,
30/05/2007 1.00,,,,"5,10093154",,,,,
30/05/2007 2.00,"0,465168",,,,,,,,
30/05/2007 3.00,"0,44724801",,,"6,47735517",,,,,
30/05/2007 4.00,"0,280985",,,"5,86830806",,,,,
30/05/2007 5.00,"0,438196",,,"8,47176066",,,,,
30/05/2007 6.00,"0,44946501",,,"9,7090091",,,,,
30/05/2007 7.00,"0,42951301",,,"6,75314927",,,,,
30/05/2007 8.00,"0,51874101",,,"5,99088343",,,,,
30/05/2007 9.00,"1,15423596",,,"7,76822904",,,,,
30/05/2007 10.00,"1,21963298",,,"7,36985769",,,,,
30/05/2007 11.00,"1,01088095",,,"6,20283639",,,,,
30/05/2007 12.00,"0,87343597",,,"5,84149253",,,,,
30/05/2007 13.00,"0,90040803",,,"6,85657229",,,,,
30/05/2007 14.00,"0,97005397",,,"5,71891716",,,,,
30/05/2007 15.00,"0,57951999",,,"6,31902764",,,,,
30/05/2007 16.00,"0,62422597",,,"6,43138917",,,,,
30/05/2007 17.00,"0,41806",,,"7,41710089",,,,,
30/05/2007 18.00,"0,72601599",,,"8,28789855",,,,,
30/05/2007 19.00,"0,54608202",,,"8,60072202",,,,,
30/05/2007 20.00,"0,39755401",,,"9,11655994",,,,,
30/05/2007 21.00,"0,44835699",,,"9,14209827",,,,,
30/05/2007 22.00,"0,39422899",,,"8,75904767",,,,,
30/05/2007 23.00,"0,39422899",,,"9,01569131",,,,,
31/05/2007 0.00,"0,46904701",,,"9,25573513",,,,,
31/05/2007 1.00,"0,546821",,,"11,21821628",,,,,
31/05/2007 2.00,"0,41288701",,,"10,13163594",,,,,
31/05/2007 3.00,"0,30832601",,,"8,78586133",,,,,
31/05/2007 4.00,"0,280985",,,"7,75673801",,,,,
31/05/2007 5.00,"0,51763302",,,"6,6790943",,,,,
31/05/2007 6.00,"0,51209098",,,"8,27513033",,,,,
31/05/2007 7.00,"0,44909599",,,"9,02590702",,,,,
31/05/2007 8.00,"0,489553",,,"8,79097012",,,,,
31/05/2007 9.00,"0,49897501",,,"7,98912051",,,,,
31/05/2007 10.00,"0,63050699",,,"8,72585178",,,,,
31/05/2007 11.00,"0,58598602",,,"8,31215969",,,,,
31/05/2007 12.00,"0,55772102",,,"8,7769247",,,,,
31/05/2007 13.00,"0,48899901",,,"8,43601037",,,,,
31/05/2007 14.00,"1,37758303",,,"6,91402932",,,,,
31/05/2007 15.00,"0,89098603",,,"7,43242163",,,,,
31/05/2007 16.00,"0,86844802",,,"8,18192113",,,,,
31/05/2007 17.00,"1,80044603",,,"8,4500558",,,,,
31/05/2007 18.00,"2,22792602",,,"8,71308356",,,,,
31/05/2007 19.00,"2,59961605",,,"8,78841572",,,,,
31/05/2007 20.00,"0,99296099",,,"16,27446467",,,,,
31/05/2007 21.00,"0,45408401",,,"11,34845861",,,,,
31/05/2007 22.00,"0,41584301",,,"10,30911958",,,,,
31/05/2007 23.00,"0,25105801",,,"14,2775029",,,,,
01/06/2007 0.00,"0,31922501",,,"11,60126124",,,,,
01/06/2007 1.00,,,,"12,79893156",,,,,
01/06/2007 2.00,"1,07351303",,,,,,,,
01/06/2007 3.00,"1,21851504",,,"11,67659529",,,,,
01/06/2007 4.00,"1,07397795",,,"12,4158866",,,,,
01/06/2007 5.00,"0,89631897",,,"13,54842918",,,,,
01/06/2007 6.00,"0,95419598",,,"18,47571809",,,,,
01/06/2007 7.00,"0,99447399",,,"19,49972508",,,,,
01/06/2007 8.00,"0,950571",,,"13,13091113",,,,,
01/06/2007 9.00,"1,18430901",,,"11,33696005",,,,,
01/06/2007 10.00,"1,53367805",,,"11,10329847",,,,,
01/06/2007 11.00,"1,88785005",,,"10,44828536",,,,,
01/06/2007 12.00,"1,47335398",,,"8,94291166",,,,,
01/06/2007 13.00,"1,30437005",,,"8,41047392",,,,,
01/06/2007 14.00,"1,47552299",,,"7,66480602",,,,,
01/06/2007 15.00,"1,30610502",,,"7,30218684",,,,,
01/06/2007 16.00,"1,34694099",,,"7,18471839",,,,,
01/06/2007 17.00,"1,11468995",,,"7,94060012",,,,,
01/06/2007 18.00,"1,14443398",,,"7,27154159",,,,,
01/06/2007 19.00,"1,23834503",,,"6,96127252",,,,,
01/06/2007 20.00,"1,06384599",,,"7,77589035",,,,,
01/06/2007 21.00,"0,97312701",,,"8,48070105",,,,,
01/06/2007 22.00,"1,08996499",,,"13,81017974",,,,,
01/06/2007 23.00,"0,91475397",,,"14,45625621",,,,,
02/06/2007 0.00,"0,78824902",,,"8,70159065",,,,,
02/06/2007 1.00,"0,86902201",,,"6,78890144",,,,,
02/06/2007 2.00,"0,78031701",,,"7,17195016",,,,,
02/06/2007 3.00,"0,85504901",,,"10,99604385",,,,,
02/06/2007 4.00,"0,96299499",,,"18,20630057",,,,,
02/06/2007 5.00,"0,95537299",,,"8,51517414",,,,,
02/06/2007 6.00,"0,81901503",,,"7,980182",,,,,
02/06/2007 7.00,,,,,,,,,
02/06/2007 8.00,"1,15943003",,,,,,,,
02/06/2007 9.00,"1,05043006",,,"8,3632326",,,,,
02/06/2007 10.00,"1,49194396",,,"8,28023724",,,,,
02/06/2007 11.00,"1,79951596",,,"9,06293451",,,,,
02/06/2007 12.00,"1,17526197",,,"7,86271355",,,,,
02/06/2007 13.00,"0,94183302",,,"7,92400217",,,,,
02/06/2007 14.00,"1,22486699",,,"7,6992791",,,,,
02/06/2007 15.00,"1,68720102",,,"7,35581415",,,,,
02/06/2007 16.00,"1,24544001",,,"6,65355785",,,,,
02/06/2007 17.00,"0,80209798",,,"6,27178444",,,,,
02/06/2007 18.00,"0,97287899",,,"5,85936955",,,,,
02/06/2007 19.00,"0,88547498",,,"6,2117749",,,,,
02/06/2007 20.00,"0,909208",,,"7,87676086",,,,,
02/06/2007 21.00,"0,91850299",,,"9,41533986",,,,,
02/06/2007 22.00,"0,92504001",,,"14,88399185",,,,,
02/06/2007 23.00,"0,81160998",,,"17,03289892",,,,,
03/06/2007 0.00,"0,77693999",,,"14,05916206",,,,,
03/06/2007 1.00,,,,"12,20648052",,,,,
03/06/2007 2.00,"1,20365596",,,,,,,,
03/06/2007 3.00,"1,15586102",,,"15,49176176",,,,,
03/06/2007 4.00,"1,37421405",,,"10,74834248",,,,,
03/06/2007 5.00,"1,24626505",,,"11,818323",,,,,
03/06/2007 6.00,"1,61788404",,,"10,3691216",,,,,
03/06/2007 7.00,"1,33271694",,,"10,00523462",,,,,
03/06/2007 8.00,"1,29344296",,,"9,79327978",,,,,
03/06/2007 9.00,"1,20365596",,,"9,38086489",,,,,
03/06/2007 10.00,"1,29653001",,,"9,06548702",,,,,
03/06/2007 11.00,"1,20587897",,,"9,1089005",,,,,
03/06/2007 12.00,"1,21254897",,,"8,84587275",,,,,
03/06/2007 13.00,"1,25490999",,,"8,3491853",,,,,
03/06/2007 14.00,"1,28553903",,,"7,93294069",,,,,
03/06/2007 15.00,"1,31085706",,,"7,4273166",,,,,
03/06/2007 16.00,"1,37816596",,,"6,74421264",,,,,
03/06/2007 17.00,"1,43337095",,,"6,08664514",,,,,
03/06/2007 18.00,"1,65011799",,,"7,09789519",,,,,
03/06/2007 19.00,"1,61677301",,,"6,85401978",,,,,
03/06/2007 20.00,"1,44782102",,,"7,23068438",,,,,
03/06/2007 21.00,"1,43756998",,,"8,0708368",,,,,
03/06/2007 22.00,"1,45547795",,,"8,86374977",,,,,
03/06/2007 23.00,"1,32728302",,,"10,40232313",,,,,
04/06/2007 0.00,"1,43127203",,,"7,81547224",,,,,
04/06/2007 1.00,"1,29900002",,,"5,94236303",,,,,
04/06/2007 2.00,"1,20118594",,,"6,2539093",,,,,
04/06/2007 3.00,"1,42880201",,,"6,52459649",,,,,
04/06/2007 4.00,"1,43176603",,,"6,31392072",,,,,
04/06/2007 5.00,"1,404966",,,"8,03125679",,,,,
04/06/2007 6.00,"1,30468202",,,"8,25087107",,,,,
04/06/2007 7.00,"1,36692703",,,"9,26722616",,,,,
04/06/2007 8.00,"1,420403",,,"13,52800528",,,,,
04/06/2007 9.00,"1,19427001",,,"11,89493613",,,,,
04/06/2007 10.00,"1,28677404",,,"11,2846137",,,,,
04/06/2007 11.00,"1,41064703",,,"10,03459892",,,,,
04/06/2007 12.00,"1,25824499",,,"8,9186524",,,,,
04/06/2007 13.00,"1,24120104",,,"9,4753494",,,,,
04/06/2007 14.00,"1,30332303",,,"7,9367704",,,,,
04/06/2007 15.00,"1,486848",,,"8,33514175",,,,,
04/06/2007 16.00,"1,34037399",,,"7,78738138",,,,,
04/06/2007 17.00,"1,22032905",,,"8,23554844",,,,,
04/06/2007 18.00,"1,302459",,,"9,65282927",,,,,
04/06/2007 19.00,"1,49191201",,,"11,65744107",,,,,
04/06/2007 20.00,"1,46301198",,,"12,87043025",,,,,
04/06/2007 21.00,"1,49722195",,,"8,31343501",,,,,
04/06/2007 22.00,"1,32345402",,,"8,66456316",,,,,
04/06/2007 23.00,"1,30986905",,,"7,65203779",,,,,
05/06/2007 0.00,"1,40027297",,,"7,72864716",,,,,
05/06/2007 1.00,,,,"7,27665038",,,,,
05/06/2007 2.00,"0,95513099",,,,,,,,
05/06/2007 3.00,"0,91404599",,,"8,84332023",,,,,
05/06/2007 4.00,"0,897205",,,"7,17577988",,,,,
05/06/2007 5.00,"0,85464001",,,"8,68244018",,,,,
05/06/2007 6.00,"0,80892801",,,"9,90436412",,,,,
05/06/2007 7.00,"1,17295599",,,"10,42402799",,,,,
05/06/2007 8.00,"0,92404002",,,"11,93196173",,,,,
05/06/2007 9.00,"0,92478001",,,"14,32346513",,,,,
05/06/2007 10.00,"0,97752398",,,"13,98638241",,,,,
05/06/2007 11.00,"0,888322",,,"10,10738045",,,,,
05/06/2007 12.00,"0,86389297",,,"10,3933865",,,,,
05/06/2007 13.00,"0,94624799",,,"10,29123691",,,,,
05/06/2007 14.00,"0,97049201",,,"9,31957815",,,,,
05/06/2007 15.00,"0,84797698",,,"9,07953245",,,,,
05/06/2007 16.00,"1,04488897",,,"8,28151444",,,,,
05/06/2007 17.00,"0,82280803",,,"8,69648373",,,,,
05/06/2007 18.00,"0,83742899",,,"10,8594287",,,,,
05/06/2007 19.00,"0,96512502",,,"14,48817866",,,,,
05/06/2007 20.00,"0,85038298",,,"10,41509324",,,,,
05/06/2007 21.00,"0,879439",,,"9,0093072",,,,,
05/06/2007 22.00,"0,94828397",,,"8,66967196",,,,,
05/06/2007 23.00,"0,7597",,,"9,38341741",,,,,
06/06/2007 0.00,"0,97234303",,,"8,99015486",,,,,
06/06/2007 1.00,"0,89368898",,,"8,76415647",,,,,
06/06/2007 2.00,"0,82706499",,,"8,17681422",,,,,
06/06/2007 3.00,"0,81929201",,,"8,89567034",,,,,
06/06/2007 4.00,"0,71269298",,,"8,11169588",,,,,
06/06/2007 5.00,"0,87407202",,,"8,65817905",,,,,
06/06/2007 6.00,"1,00510001",,,"9,06676422",,,,,
06/06/2007 7.00,"0,91589701",,,"12,67380556",,,,,
06/06/2007 8.00,"0,97974497",,,"13,43351889",,,,,
06/06/2007 9.00,"1,12298703",,,"12,98790247",,,,,
06/06/2007 10.00,"1,21903706",,,"14,43838483",,,,,
06/06/2007 11.00,,,,,,,,,
06/06/2007 12.00,,,,,,,,,
06/06/2007 13.00,,,,,,,,,
06/06/2007 14.00,,,,,,,,,
06/06/2007 15.00,,,,,,,,,
06/06/2007 16.00,,,,,,,,,
06/06/2007 17.00,,,,,,,,,
06/06/2007 18.00,,,,,,,,,
06/06/2007 19.00,,,,,,,,,
06/06/2007 20.00,,,,,,,,,
06/06/2007 21.00,,,,,,,,,
06/06/2007 22.00,,,,,,,,,
06/06/2007 23.00,,,,,,,,,
07/06/2007 0.00,,,,,,,,,
07/06/2007 1.00,,,,,,,,,
07/06/2007 2.00,,,,,,,,,
07/06/2007 3.00,,,,,,,,,
07/06/2007 4.00,,,,,,,,,
07/06/2007 5.00,,,,,,,,,
07/06/2007 6.00,,,,,,,,,
07/06/2007 7.00,,,,,,,,,
07/06/2007 8.00,,,,,,,,,
07/06/2007 9.00,,,,,,,,,
07/06/2007 10.00,,,,,,,,,
07/06/2007 11.00,,,,,,,,,
07/06/2007 12.00,,,,,,,,,
07/06/2007 13.00,,,,,,,,,
07/06/2007 14.00,,,,,,,,,
07/06/2007 15.00,,,,,,,,,
07/06/2007 16.00,,,,,,,,,
07/06/2007 17.00,,,,,,,,,
07/06/2007 18.00,,,,,,,,,
07/06/2007 19.00,,,,,,,,,
07/06/2007 20.00,,,,,,,,,
07/06/2007 21.00,,,,,,,,,
07/06/2007 22.00,,,,,,,,,
07/06/2007 23.00,,,,,,,,,
08/06/2007 0.00,,,,,,,,,
08/06/2007 1.00,,,,,,,,,
08/06/2007 2.00,,,,,,,,,
08/06/2007 3.00,,,,,,,,,
08/06/2007 4.00,,,,,,,,,
08/06/2007 5.00,,,,,,,,,
08/06/2007 6.00,,,,,,,,,
08/06/2007 7.00,,,,,,,,,
08/06/2007 8.00,"42,01414108",,,"1,42886591",,,,,
08/06/2007 9.00,"42,76165009",,,"3,81516458",,,,,
08/06/2007 10.00,"42,05099106",,,"6,2092205",,,,,
08/06/2007 11.00,"42,19535065",,,"12,11454664",,,,,
08/06/2007 12.00,"42,5247612",,,"11,62424894",,,,,
08/06/2007 13.00,"42,50625992",,,"12,70189454",,,,,
08/06/2007 14.00,"42,74869156",,,"11,12883493",,,,,
08/06/2007 15.00,"42,67467117",,,"11,0688235",,,,,
08/06/2007 16.00,"42,9892807",,,"11,63701717",,,,,
08/06/2007 17.00,"43,11698151",,,"10,6462023",,,,,
08/06/2007 18.00,"43,34460068",,,"10,42658051",,,,,
08/06/2007 19.00,"43,19100952",,,"10,075458",,,,,
08/06/2007 20.00,"43,19470978",,,"12,39673238",,,,,
08/06/2007 21.00,"43,38903046",,,"11,63063306",,,,,
08/06/2007 22.00,"43,0707016",,,"11,27822959",,,,,
08/06/2007 23.00,"43,11513138",,,"12,59335895",,,,,
09/06/2007 0.00,"43,31869125",,,"4,78044864",,,,,
09/06/2007 1.00,,,,"0,94740703",,,,,
09/06/2007 2.00,"0,89006501",,,,,,,,
09/06/2007 3.00,"1,02247",,,,,,,,
09/06/2007 4.00,"1,145679",,,,,,,,
09/06/2007 5.00,"1,10522199",,,,,,,,
09/06/2007 6.00,"1,15487397",,,,,,,,
09/06/2007 7.00,"1,244982",,,,,,,,
09/06/2007 8.00,"1,16406798",,,,,,,,
09/06/2007 9.00,"1,06108797",,,,,,,,
09/06/2007 10.00,"1,14200103",,,,,,,,
09/06/2007 11.00,"1,32773399",,,,,,,,
09/06/2007 12.00,"1,05741",,,,,,,,
09/06/2007 13.00,"1,33509004",,,,,,,,
09/06/2007 14.00,"1,23394799",,,,,,,,
09/06/2007 15.00,"1,239465",,,,,,,,
09/06/2007 16.00,"1,397614",,,,,,,,
09/06/2007 17.00,"1,53001797",,,,,,,,
09/06/2007 18.00,"1,41232598",,,,,,,,
09/06/2007 19.00,"2,30237389",,,,,,,,
09/06/2007 20.00,"2,62970591",,,,,,,,
09/06/2007 21.00,"2,19939303",,,,,,,,
09/06/2007 22.00,"1,868384",,,,,,,,
09/06/2007 23.00,"1,50059497",,,,,,,,
10/06/2007 0.00,"1,40129197",,,,,,,,
10/06/2007 1.00,"1,33692896",,,,,,,,
10/06/2007 2.00,"1,07212102",,,,,,,,
10/06/2007 3.00,"1,145679",,,,,,,,
10/06/2007 4.00,"1,28176105",,,,,,,,
10/06/2007 5.00,"1,08131599",,,,,,,,
10/06/2007 6.00,"1,46013796",,,,,,,,
10/06/2007 7.00,"1,49324",,,,,,,,
10/06/2007 8.00,"1,33509004",,,,,,,,
10/06/2007 9.00,"1,29647195",,,,,,,,
10/06/2007 10.00,"1,52634096",,,,,,,,
10/06/2007 11.00,"1,54289103",,,,,,,,
10/06/2007 12.00,"2,04859996",,,,,,,,
10/06/2007 13.00,"2,18468189",,,,,,,,
10/06/2007 14.00,"2,10560703",,,,,,,,
10/06/2007 15.00,"2,07066703",,,,,,,,
10/06/2007 16.00,"2,33915305",,,,,,,,
10/06/2007 17.00,"2,732687",,,,,,,,
10/06/2007 18.00,"3,0636971",,,,,,,,
10/06/2007 19.00,"4,122931",,,,,,,,
10/06/2007 20.00,"4,04937315",,,,,,,,
10/06/2007 21.00,"2,68671298",,,,,,,,
10/06/2007 22.00,"2,28950095",,,,,,,,
10/06/2007 23.00,"1,862867",,,,,,,,
11/06/2007 0.00,"1,82240999",,,,,,,,
11/06/2007 1.00,,,,,,,,,
11/06/2007 2.00,"0,957735",,,,,,,,
11/06/2007 3.00,"1,03603303",,,,,,,,
11/06/2007 4.00,"1,00126195",,,,,,,,
11/06/2007 5.00,"0,89540899",,,,,,,,
11/06/2007 6.00,"0,84943497",,,,,,,,
11/06/2007 7.00,"0,93711698",,,,,,,,
11/06/2007 8.00,"0,901591",,,,,,,,
11/06/2007 9.00,"0,95057899",,,,,,,,
11/06/2007 10.00,"0,88467699",,,,,,,,
11/06/2007 11.00,"0,965487",,,,,,,,
11/06/2007 12.00,"1,46791399",,,,,,,,
11/06/2007 13.00,"1,58368194",,,,,,,,
11/06/2007 14.00,"1,86982405",,,,,,,,
11/06/2007 15.00,"1,82560599",,,,,,,,
11/06/2007 16.00,"1,86994898",,,,,,,,
11/06/2007 17.00,"1,59303403",,,,,,,,
11/06/2007 18.00,"1,30792797",,,,,,,,
11/06/2007 19.00,"1,21786106",,,,,,,,
11/06/2007 20.00,"0,92930299",,,,,,,,
11/06/2007 21.00,"1,05793798",,,,,,,,
11/06/2007 22.00,"1,11721897",,,,,,,,
11/06/2007 23.00,"0,946374",,,,,,,,
12/06/2007 0.00,"0,86311698",,,,,,,,
12/06/2007 1.00,"0,77449501",,,,,,,,
12/06/2007 2.00,"0,93878001",,,,,,,,
12/06/2007 3.00,"0,90890402",,,,,,,,
12/06/2007 4.00,"0,71276498",,,,,,,,
12/06/2007 5.00,"0,65404898",,,,,,,,
12/06/2007 6.00,"0,80512297",,,,,,,,
12/06/2007 7.00,"0,72415698",,,,,,,,
12/06/2007 8.00,"1,05583501",,,,,,,,
12/06/2007 9.00,"0,64369202",,,,,,,,
12/06/2007 10.00,"0,80870098",,,,,,,,
12/06/2007 11.00,"1,00794601",,,,,,,,
12/06/2007 12.00,"0,98136503",,,,,,,,
12/06/2007 13.00,"1,10099399",,,,,,,,
12/06/2007 14.00,"1,03565598",,,,,,,,
12/06/2007 15.00,"0,997684",,,,,,,,
12/06/2007 16.00,,,,,,,,,
12/06/2007 17.00,"0,67037898",,,"20,59269894",,,,,
12/06/2007 18.00,"0,649894",,,"12,82957117",,,,,
12/06/2007 19.00,"0,6566",,,"12,29203028",,,,,
12/06/2007 20.00,"0,55003202",,,"13,27008632",,,,,
12/06/2007 21.00,"0,52064699",,,"12,81041883",,,,,
12/06/2007 22.00,"0,56368899",,,"14,12045445",,,,,
12/06/2007 23.00,"0,46602201",,,"12,94576242",,,,,
13/06/2007 0.00,"0,450414",,,"12,45546284",,,,,
13/06/2007 1.00,,,,"11,32163931",,,,,
13/06/2007 2.00,"0,44325599",,,,,,,,
13/06/2007 3.00,"0,50113499",,,,,,,,
13/06/2007 4.00,"0,50260001",,,,,,,,
13/06/2007 5.00,"0,54509401",,,,,,,,
13/06/2007 6.00,"0,51395702",,,,,,,,
13/06/2007 7.00,"0,51688701",,,,,,,,
13/06/2007 8.00,"0,50882798",,,,,,,,
13/06/2007 9.00,"0,59198397",,,,,,,,
13/06/2007 10.00,"0,61506301",,,,,,,,
13/06/2007 11.00,"0,48391801",,,,,,,,
13/06/2007 12.00,"0,52677798",,,,,,,,
13/06/2007 13.00,"0,72166401",,,,,,,,
13/06/2007 14.00,"0,70078301",,,,,,,,
13/06/2007 15.00,"0,53227299",,,,,,,,
13/06/2007 16.00,"0,55132198",,,,,,,,
13/06/2007 17.00,"0,689794",,,,,,,,
13/06/2007 18.00,"0,727525",,,,,,,,
13/06/2007 19.00,"0,57220298",,,,,,,,
13/06/2007 20.00,"0,75426698",,,,,,,,
13/06/2007 21.00,"0,649131",,,,,,,,
13/06/2007 22.00,"0,54985702",,,,,,,,
13/06/2007 23.00,"0,75426698",,,,,,,,
14/06/2007 0.00,"0,47146299",,,,,,,,
14/06/2007 1.00,"0,514323",,,,,,,,
14/06/2007 2.00,"0,620924",,,,,,,,
14/06/2007 3.00,"0,50919402",,,,,,,,
14/06/2007 4.00,"0,56597501",,,,,,,,
14/06/2007 5.00,"0,45497799",,,,,,,,
14/06/2007 6.00,"0,40222701",,,,,,,,
14/06/2007 7.00,"0,44032499",,,,,,,,
14/06/2007 8.00,"0,56524199",,,,,,,,
14/06/2007 9.00,"0,640706",,,,,,,,
14/06/2007 10.00,"0,49747199",,,,,,,,
14/06/2007 11.00,"0,630449",,,,,,,,
14/06/2007 12.00,"1,10081196",,,,,,,,
14/06/2007 13.00,"1,19349301",,,,,,,,
14/06/2007 14.00,"1,06900799",,,,,,,,
14/06/2007 15.00,,,,,,,,,
14/06/2007 16.00,,,,,,,,,
14/06/2007 17.00,,,,,,,,,
14/06/2007 18.00,,,,,,,,,
14/06/2007 19.00,,,,,,,,,
14/06/2007 20.00,,,,,,,,,
14/06/2007 21.00,,,,,,,,,
14/06/2007 22.00,,,,,,,,,
14/06/2007 23.00,,,,,,,,,
15/06/2007 0.00,,,,,,,,,
15/06/2007 1.00,,,,,,,,,
15/06/2007 2.00,,,,,,,,,
15/06/2007 3.00,,,,,,,,,
15/06/2007 4.00,,,,,,,,,
15/06/2007 5.00,,,,,,,,,
15/06/2007 6.00,,,,,,,,,
15/06/2007 7.00,,,,,,,,,
15/06/2007 8.00,,,,,,,,,
15/06/2007 9.00,,,,,,,,,
15/06/2007 10.00,,,,,,,,,
15/06/2007 11.00,,,,,,,,,
15/06/2007 12.00,,,,,,,,,
15/06/2007 13.00,,,,,,,,,
15/06/2007 14.00,,,,,,,,,
15/06/2007 15.00,"0,46596801",,,,,,,,
15/06/2007 16.00,"0,54985702",,,,,,,,
15/06/2007 17.00,"0,87661999",,,,,,,,
15/06/2007 18.00,"1,19495797",,,,,,,,
15/06/2007 19.00,"1,17920601",,,,,,,,
15/06/2007 20.00,"1,32097495",,,,,,,,
15/06/2007 21.00,"1,16052401",,,,,,,,
15/06/2007 22.00,"1,36639905",,,,,,,,
15/06/2007 23.00,"1,39533901",,,,,,,,
16/06/2007 0.00,"1,25833297",,,,,,,,
16/06/2007 1.00,"1,34148896",,,,,,,,
16/06/2007 2.00,"1,46164405",,,,,,,,
16/06/2007 3.00,"1,31218302",,,,,,,,
16/06/2007 4.00,"1,11326694",,,,,,,,
16/06/2007 5.00,"1,38801205",,,,,,,,
16/06/2007 6.00,"1,60670996",,,,,,,,
16/06/2007 7.00,"1,48875201",,,,,,,,
16/06/2007 8.00,"1,12572205",,,,,,,,
16/06/2007 9.00,"1,48289096",,,,,,,,
16/06/2007 10.00,"1,35137999",,,,,,,,
16/06/2007 11.00,"1,33965695",,,,,,,,
16/06/2007 12.00,"1,54077101",,,,,,,,
16/06/2007 13.00,"1,60634303",,,,,,,,
16/06/2007 14.00,"1,68546999",,,,,,,,
16/06/2007 15.00,"1,46091199",,,,,,,,
16/06/2007 16.00,"1,78217995",,,,,,,,
16/06/2007 17.00,"1,56677997",,,,,,,,
16/06/2007 18.00,"1,91295898",,,,,,,,
16/06/2007 19.00,"1,91735494",,,,,,,,
16/06/2007 20.00,"2,06938004",,,,,,,,
16/06/2007 21.00,"1,837129",,,,,,,,
16/06/2007 22.00,"1,90673101",,,,,,,,
16/06/2007 23.00,"1,67777705",,,,,,,,
17/06/2007 0.00,"1,89097905",,,,,,,,
17/06/2007 1.00,"1,837129",,,,,,,,
17/06/2007 2.00,"1,61183798",,,,,,,,
17/06/2007 3.00,"1,61916494",,,,,,,,
17/06/2007 4.00,"1,51512802",,,,,,,,
17/06/2007 5.00,"1,52831602",,,,,,,,
17/06/2007 6.00,"1,54992902",,,,,,,,
17/06/2007 7.00,"1,41402197",,,,,,,,
17/06/2007 8.00,"1,37885404",,,,,,,,
17/06/2007 9.00,"1,53930497",,,,,,,,
17/06/2007 10.00,"1,80452597",,,,,,,,
17/06/2007 11.00,"1,52978098",,,,,,,,
17/06/2007 12.00,"1,97413504",,,,,,,,
17/06/2007 13.00,"2,1547339",,,,,,,,
17/06/2007 14.00,"2,43424201",,,,,,,,
17/06/2007 15.00,"3,04234409",,,,,,,,
17/06/2007 16.00,"3,30683208",,,,,,,,
17/06/2007 17.00,"3,5094111",,,,,,,,
17/06/2007 18.00,"3,29877305",,,,,,,,
17/06/2007 19.00,"2,78591609",,,,,,,,
17/06/2007 20.00,"2,49285412",,,,,,,,
17/06/2007 21.00,"2,4415679",,,,,,,,
17/06/2007 22.00,"2,038975",,,,,,,,
17/06/2007 23.00,"2,09832001",,,,,,,,
18/06/2007 0.00,"2,06241989",,,,,,,,
18/06/2007 1.00,"1,758003",,,,,,,,
18/06/2007 2.00,"1,96021497",,,,,,,,
18/06/2007 3.00,"1,80416",,,,,,,,
18/06/2007 4.00,"1,69206405",,,,,,,,
18/06/2007 5.00,"1,74847806",,,,,,,,
18/06/2007 6.00,"1,78217995",,,,,,,,
18/06/2007 7.00,"1,72686505",,,,,,,,
18/06/2007 8.00,"1,76056695",,,,,,,,
18/06/2007 9.00,"2,58699989",,,,,,,,
18/06/2007 10.00,"4,32448816",,,,,,,,
18/06/2007 11.00,"4,76591206",,,,,,,,
18/06/2007 12.00,"4,09186983",,,,,,,,
18/06/2007 13.00,"3,61381412",,,,,,,,
18/06/2007 14.00,"3,91603398",,,,,,,,
18/06/2007 15.00,"4,07355404",,,,,,,,
18/06/2007 16.00,"4,01311016",,,,,,,,
18/06/2007 17.00,"4,1211772",,,,,,,,
18/06/2007 18.00,"4,23656893",,,,,,,,
18/06/2007 19.00,"3,52772689",,,,,,,,
18/06/2007 20.00,"2,8555181",,,,,,,,
18/06/2007 21.00,"2,54047704",,,,,,,,
18/06/2007 22.00,"2,31701708",,,,,,,,
