,Regione Puglia,,,,,,,,
,S.Barbara Galatina,,,,,,,,
Parm,SO2,NOX,NO,NO2,CO,O3,BENZENE,TEMP,PM10


19/01/2007 2.00,"0,68145712",,,"6,85795586",,,,,
19/01/2007 3.00,"0,6937018",,,"5,44976404",,,,,
19/01/2007 4.00,"0,39276845",,,"3,72099865",,,,,
19/01/2007 5.00,"0,5580696",,,"3,74176488",,,,,
19/01/2007 6.00,"0,51285886",,,"4,06623319",,,,,
19/01/2007 7.00,"0,58161722",,,"3,99614883",,,,,
19/01/2007 8.00,"0,60139685",,,"4,20640382",,,,,
19/01/2007 9.00,"0,49637634",,,"4,47765926",,,,,
19/01/2007 10.00,"0,62776969",,,"4,8540422",,,,,
19/01/2007 11.00,"0,75727956",,,"4,65416937",,,,,
19/01/2007 12.00,"0,60610556",,,"3,58472276",,,,,
19/01/2007 13.00,"0,54299969",,,"3,49906325",,,,,
19/01/2007 14.00,"0,62635708",,,"3,76642394",,,,,
19/01/2007 15.00,"0,6630901",,,"4,56202053",,,,,
19/01/2007 16.00,"0,56183758",,,"3,5289153",,,,,
19/01/2007 17.00,"0,49637634",,,"4,53736146",,,,,
19/01/2007 18.00,"0,57690749",,,"5,61459374",,,,,
19/01/2007 19.00,"0,46623551",,,"6,24406238",,,,,
19/01/2007 20.00,"0,51709772",,,"5,4315943",,,,,
19/01/2007 21.00,"0,62871143",,,"6,07533985",,,,,
19/01/2007 22.00,"0,59291914",,,"8,5023619",,,,,
19/01/2007 23.00,"0,68946295",,,"5,29402017",,,,,
20/01/2007 0.00,"0,56183758",,,"4,44261613",,,,,
20/01/2007 1.00,,,,"5,05002029",,,,,
20/01/2007 2.00,"0,78355274",,,,,,,,
20/01/2007 3.00,"0,72544237",,,"5,11621182",,,,,
20/01/2007 4.00,"0,64296367",,,"5,34074371",,,,,
20/01/2007 5.00,"0,65421068",,,"8,34142504",,,,,
20/01/2007 6.00,"0,62609266",,,"8,0104674",,,,,
20/01/2007 7.00,"0,6991997",,,"8,44655254",,,,,
20/01/2007 8.00,"0,59235063",,,"8,21553131",,,,,
20/01/2007 9.00,"0,80229808",,,"10,06499935",,,,,
20/01/2007 10.00,"0,92976581",,,"12,43879706",,,,,
20/01/2007 11.00,"0,76105873",,,"9,03838154",,,,,
20/01/2007 12.00,"0,76668172",,,"8,31416948",,,,,
20/01/2007 13.00,"1,04036354",,,"8,21163657",,,,,
20/01/2007 14.00,"0,70857136",,,"8,41021115",,,,,
20/01/2007 15.00,"0,78917675",,,"6,23238197",,,,,
20/01/2007 16.00,"0,76480739",,,"5,63536188",,,,,
20/01/2007 17.00,"0,76105873",,,"6,594488",,,,,
20/01/2007 18.00,"0,88290347",,,"10,06759394",,,,,
20/01/2007 19.00,"1,10034824",,,"14,88918376",,,,,
20/01/2007 20.00,"0,89227614",,,"18,93854355",,,,,
20/01/2007 21.00,"0,91477014",,,"12,2285459",,,,,
20/01/2007 22.00,"0,86603245",,,"8,80995682",,,,,
20/01/2007 23.00,"0,83604011",,,"8,292105",,,,,
21/01/2007 0.00,"0,92601715",,,"7,16684902",,,,,
21/01/2007 1.00,"0,7479374",,,"7,20448866",,,,,
21/01/2007 2.00,"0,82104342",,,"7,06821086",,,,,
21/01/2007 3.00,"0,66545768",,,"5,53023247",,,,,
21/01/2007 4.00,"0,81542043",,,"5,18759442",,,,,
21/01/2007 5.00,"0,9616335",,,"4,77616835",,,,,
21/01/2007 6.00,"0,96350783",,,"4,44521262",,,,,
21/01/2007 7.00,"0,83978877",,,"4,66455344",,,,,
21/01/2007 8.00,"0,8416631",,,"5,25118946",,,,,
21/01/2007 9.00,"0,72919205",,,"10,02995622",,,,,
21/01/2007 10.00,"0,92789148",,,"8,10521274",,,,,
21/01/2007 11.00,"0,71794403",,,"7,24991395",,,,,
21/01/2007 12.00,"0,60359865",,,"5,23691446",,,,,
21/01/2007 13.00,"0,66733201",,,"6,91636173",,,,,
21/01/2007 14.00,"0,644838",,,"8,63863779",,,,,
21/01/2007 15.00,"0,59610031",,,"7,65874353",,,,,
21/01/2007 16.00,"0,51549493",,,"6,37904193",,,,,
21/01/2007 17.00,"0,64296367",,,"7,56529644",,,,,
21/01/2007 18.00,"0,70669703",,,"8,20384899",,,,,
21/01/2007 19.00,"0,71794403",,,"10,89044034",,,,,
21/01/2007 20.00,"0,74231339",,,"16,13773697",,,,,
21/01/2007 21.00,"0,80229808",,,"10,45694597",,,,,
21/01/2007 22.00,"0,57735497",,,"10,63865671",,,,,
21/01/2007 23.00,"0,85853411",,,"11,14093146",,,,,
22/01/2007 0.00,"0,62984132",,,"7,99489225",,,,,
22/01/2007 1.00,,,,"5,88844567",,,,,
22/01/2007 2.00,"0,62935113",,,,,,,,
22/01/2007 3.00,"0,63122444",,,"5,79499858",,,,,
22/01/2007 4.00,"0,57503214",,,"5,10193491",,,,,
22/01/2007 5.00,"0,57690545",,,"5,34074371",,,,,
22/01/2007 6.00,"0,60687441",,,"4,96046794",,,,,
22/01/2007 7.00,"0,50198205",,,"5,11491357",,,,,
22/01/2007 8.00,"0,57690545",,,"5,77423235",,,,,
22/01/2007 9.00,"0,53944324",,,"7,5042979",,,,,
22/01/2007 10.00,"0,84850039",,,"6,05457362",,,,,
22/01/2007 11.00,"0,89719943",,,"6,25704103",,,,,
22/01/2007 12.00,"0,63497005",,,"6,34270054",,,,,
22/01/2007 13.00,"0,53569763",,,"5,72361598",,,,,
22/01/2007 14.00,"0,55068211",,,"5,48480718",,,,,
22/01/2007 15.00,"0,48887088",,,"6,19993533",,,,,
22/01/2007 16.00,"0,60874772",,,"5,74178571",,,,,
22/01/2007 17.00,"0,66681232",,,"6,22978547",,,,,
22/01/2007 18.00,"0,40270963",,,"5,61459374",,,,,
22/01/2007 19.00,"0,58626999",,,"4,70868049",,,,,
22/01/2007 20.00,"0,70989244",,,"4,15578554",,,,,
22/01/2007 21.00,"0,59188993",,,"4,6749356",,,,,
22/01/2007 22.00,"0,64246229",,,"5,19927674",,,,,
22/01/2007 23.00,"0,55442874",,,"4,12463714",,,,,
23/01/2007 0.00,"0,66493901",,,"4,32450998",,,,,
23/01/2007 1.00,"0,531951",,,"3,83002089",,,,,
23/01/2007 2.00,"0,64246229",,,"4,09738158",,,,,
23/01/2007 3.00,"0,30343721",,,"4,30504199",,,,,
23/01/2007 4.00,"0,58439769",,,"3,98576476",,,,,
23/01/2007 5.00,"0,58626999",,,"4,29206334",,,,,
23/01/2007 6.00,"0,82227704",,,"4,59706366",,,,,
23/01/2007 7.00,"0,46264754",,,"3,92736081",,,,,
23/01/2007 8.00,"0,63684337",,,"5,33944546",,,,,
23/01/2007 9.00,"0,38397852",,,"6,31804148",,,,,
23/01/2007 10.00,"0,65557346",,,"5,02536122",,,,,
23/01/2007 11.00,"0,64246229",,,"4,36604244",,,,,
23/01/2007 12.00,"0,64433561",,,"4,82678664",,,,,
23/01/2007 13.00,"0,4551553",,,"4,15838203",,,,,
23/01/2007 14.00,"0,42518634",,,"4,54385079",,,,,
23/01/2007 15.00,"0,61249334",,,"4,75540403",,,,,
23/01/2007 16.00,"0,40645625",,,"4,00263816",,,,,
23/01/2007 17.00,"0,52071315",,,"4,35046729",,,,,
23/01/2007 18.00,"0,40832855",,,"4,06882969",,,,,
23/01/2007 19.00,"0,44766306",,,"4,50491482",,,,,
23/01/2007 20.00,"0,53569763",,,"4,51399874",,,,,
23/01/2007 21.00,"0,46826748",,,"4,07272252",,,,,
23/01/2007 22.00,"0,66493901",,,"4,57889202",,,,,
23/01/2007 23.00,"0,54506318",,,"4,44131788",,,,,
24/01/2007 0.00,"0,57877775",,,"4,40108558",,,,,
24/01/2007 1.00,,,,"4,40497841",,,,,
24/01/2007 2.00,"1,0209724",,,,,,,,
24/01/2007 3.00,"1,14687395",,,"5,83782738",,,,,
24/01/2007 4.00,"0,78330357",,,"4,86961735",,,,,
24/01/2007 5.00,"0,88335501",,,"4,38161759",,,,,
24/01/2007 6.00,"0,69496797",,,"3,7222969",,,,,
24/01/2007 7.00,"0,96406617",,,"3,31087274",,,,,
24/01/2007 8.00,"0,82031118",,,"3,85208537",,,,,
24/01/2007 9.00,"0,8290523",,,"3,93644663",,,,,
24/01/2007 10.00,"1,102428",,,"5,32776506",,,,,
24/01/2007 11.00,"0,92259494",,,"4,49972374",,,,,
24/01/2007 12.00,"0,76545014",,,"3,69633958",,,,,
24/01/2007 13.00,"1,03064306",,,"3,86765861",,,,,
24/01/2007 14.00,"1,09666263",,,"4,14799987",,,,,
24/01/2007 15.00,"1,18537045",,,"4,14540338",,,,,
24/01/2007 16.00,"1,08066929",,,"4,30763849",,,,,
24/01/2007 17.00,"1,20842991",,,"4,3167224",,,,,
24/01/2007 18.00,"1,19801583",,,"4,06363861",,,,,
24/01/2007 19.00,"1,035665",,,"4,06104211",,,,,
24/01/2007 20.00,"1,03157361",,,"3,97797718",,,,,
24/01/2007 21.00,"1,18592777",,,"3,3329353",,,,,
24/01/2007 22.00,"1,1068906",,,"3,40691441",,,,,
24/01/2007 23.00,"1,1864861",,,"3,5717441",,,,,
25/01/2007 0.00,"1,28021486",,,"3,12916964",,,,,
25/01/2007 1.00,"1,26552327",,,"2,90723424",,,,,
25/01/2007 2.00,"1,11451606",,,"2,99548834",,,,,
25/01/2007 3.00,"1,19559842",,,"3,15253046",,,,,
25/01/2007 4.00,"1,13255459",,,"2,59185175",,,,,
25/01/2007 5.00,"1,20880213",,,"3,4380628",,,,,
25/01/2007 6.00,"1,04793816",,,"3,24078646",,,,,
25/01/2007 7.00,"1,53183184",,,"3,22651147",,,,,
25/01/2007 8.00,"1,34716397",,,"5,04223271",,,,,
25/01/2007 9.00,"1,33712109",,,"5,03185055",,,,,
25/01/2007 10.00,"1,32968275",,,"4,49193617",,,,,
25/01/2007 11.00,"1,38547334",,,"3,68725376",,,,,
25/01/2007 12.00,"1,34586221",,,"4,14540338",,,,,
25/01/2007 13.00,"1,20154991",,,"4,13242472",,,,,
25/01/2007 14.00,"1,17607202",,,"3,80795641",,,,,
25/01/2007 15.00,"1,26775457",,,"3,82353156",,,,,
25/01/2007 16.00,"1,12102486",,,"3,17589318",,,,,
25/01/2007 17.00,"1,33526201",,,"4,97214835",,,,,
25/01/2007 18.00,"1,35757805",,,"12,92420798",,,,,
25/01/2007 19.00,"1,40537196",,,"13,2045435",,,,,
25/01/2007 20.00,"1,46730014",,,"10,89303493",,,,,
25/01/2007 21.00,"1,33712109",,,"19,20978752",,,,,
25/01/2007 22.00,"1,44498411",,,"17,64327062",,,,,
25/01/2007 23.00,"1,38919251",,,"17,88597226",,,,,
26/01/2007 0.00,"1,55098704",,,"14,71786856",,,,,
26/01/2007 1.00,,,,"9,47835951",,,,,
26/01/2007 2.00,"0,99833602",,,,,,,,
26/01/2007 3.00,"0,90363704",,,"5,76904127",,,,,
26/01/2007 4.00,"0,92810912",,,"4,56721161",,,,,
26/01/2007 5.00,"0,77637272",,,"4,8397653",,,,,
26/01/2007 6.00,"0,87963483",,,"6,85795586",,,,,
26/01/2007 7.00,"0,69520696",,,"6,32453081",,,,,
26/01/2007 8.00,"0,89801202",,,"9,58089242",,,,,
26/01/2007 9.00,"0,89104252",,,"12,40246333",,,,,
26/01/2007 10.00,"1,0371844",,,"22,80360184",,,,,
26/01/2007 11.00,"1,0831589",,,"20,9891712",,,,,
26/01/2007 12.00,"1,28471406",,,"19,8691216",,,,,
26/01/2007 13.00,"1,17963864",,,"21,4758708",,,,,
26/01/2007 14.00,"1,08869036",,,"23,91456944",,,,,
26/01/2007 15.00,"1,23848938",,,"22,87629608",,,,,
26/01/2007 16.00,"1,14988529",,,"17,70686566",,,,,
26/01/2007 17.00,"1,06059371",,,"17,84054314",,,,,
26/01/2007 18.00,"1,18548334",,,"22,68159712",,,,,
26/01/2007 19.00,"1,01361949",,,"17,70167649",,,,,
26/01/2007 20.00,"1,14244695",,,"21,191652",,,,,
26/01/2007 21.00,"1,15704192",,,"19,84185648",,,,,
26/01/2007 22.00,"0,93879779",,,"16,99952508",,,,,
26/01/2007 23.00,"1,27796322",,,"21,02421816",,,,,
27/01/2007 0.00,"1,34068873",,,"18,01446057",,,,,
27/01/2007 1.00,"1,18307712",,,"16,6971136",,,,,
27/01/2007 2.00,"0,91338906",,,"15,5692726",,,,,
27/01/2007 3.00,"0,9611128",,,"14,80352616",,,,,
27/01/2007 4.00,"0,90757589",,,"13,36548228",,,,,
27/01/2007 5.00,"0,7268977",,,"13,51603698",,,,,
27/01/2007 6.00,"0,91307582",,,"12,02997131",,,,,
27/01/2007 7.00,"0,88951091",,,"11,44332956",,,,,
27/01/2007 8.00,"0,82431613",,,"10,45694597",,,,,
27/01/2007 9.00,"0,63082374",,,"13,02543882",,,,,
27/01/2007 10.00,"0,95951916",,,"15,58484584",,,,,
27/01/2007 11.00,"1,33196897",,,"9,44721112",,,,,
27/01/2007 12.00,"1,07940821",,,"6,8021465",,,,,
27/01/2007 13.00,"1,1962971",,,"5,48480718",,,,,
27/01/2007 14.00,"1,15479231",,,"6,03640388",,,,,
27/01/2007 15.00,"1,08528341",,,"6,12336164",,,,,
27/01/2007 16.00,"1,21661168",,,"5,11231707",,,,,
27/01/2007 17.00,"1,25949145",,,"5,72621247",,,,,
27/01/2007 18.00,"1,13372719",,,"6,33880771",,,,,
27/01/2007 19.00,"1,07903293",,,"6,00655182",,,,,
27/01/2007 20.00,"1,09775387",,,"6,21031749",,,,,
27/01/2007 21.00,"1,00149278",,,"4,49712725",,,,,
27/01/2007 22.00,"1,00546214",,,"5,14087088",,,,,
27/01/2007 23.00,"0,73983699",,,"5,19148917",,,,,
28/01/2007 0.00,"1,04284095",,,"4,93321238",,,,,
28/01/2007 1.00,,,,"3,01365807",,,,,
28/01/2007 2.00,"0,99317169",,,,,,,,
28/01/2007 3.00,"0,93763841",,,,,,,,
28/01/2007 4.00,"1,24860751",,,,,,,,
28/01/2007 5.00,"0,85353352",,,,,,,,
28/01/2007 6.00,"0,91568951",,,,,,,,
28/01/2007 7.00,"0,567067",,,,,,,,
28/01/2007 8.00,"0,75656257",,,,,,,,
28/01/2007 9.00,"0,96876369",,,,,,,,
28/01/2007 10.00,"1,29799202",,,,,,,,
28/01/2007 11.00,"1,52883068",,,,,,,,
28/01/2007 12.00,"1,91482286",,,,,,,,
28/01/2007 13.00,"1,92049975",,,,,,,,
28/01/2007 14.00,"1,93563576",,,,,,,,
28/01/2007 15.00,"1,62523414",,,,,,,,
28/01/2007 16.00,"1,70101386",,,,,,,,
28/01/2007 17.00,"1,51369365",,,,,,,,
28/01/2007 18.00,"1,39827432",,,,,,,,
28/01/2007 19.00,"1,51937054",,,,,,,,
28/01/2007 20.00,"1,31880594",,,,,,,,
28/01/2007 21.00,"1,31502168",,,,,,,,
28/01/2007 22.00,"0,96289763",,,,,,,,
28/01/2007 23.00,"0,82647624",,,,,,,,
29/01/2007 0.00,"0,78324153",,,,,,,,
29/01/2007 1.00,"0,91389247",,,,,,,,
29/01/2007 2.00,"0,97406124",,,,,,,,
29/01/2007 3.00,"0,85703404",,,,,,,,
29/01/2007 4.00,"0,83820733",,,,,,,,
29/01/2007 5.00,"0,93801673",,,,,,,,
29/01/2007 6.00,"0,91767673",,,,,,,,
29/01/2007 7.00,"1,00660626",,,,,,,,
29/01/2007 8.00,"1,01597181",,,,,,,,
29/01/2007 9.00,"1,26014945",,,,,,,,
29/01/2007 10.00,"2,30649193",,,,,,,,
29/01/2007 11.00,"1,4493623",,,,,,,,
29/01/2007 12.00,"1,73885643",,,,,,,,
29/01/2007 13.00,"1,6839842",,,,,,,,
29/01/2007 14.00,"1,59496008",,,,,,,,
29/01/2007 15.00,"1,58559453",,,,,,,,
29/01/2007 16.00,"1,70290548",,,,,,,,
29/01/2007 17.00,"1,52883068",,,,,,,,
29/01/2007 18.00,"1,74831656",,,,,,,,
29/01/2007 19.00,"2,23648267",,,,,,,,
29/01/2007 20.00,"1,60262318",,,,,,,,
29/01/2007 21.00,"1,6234371",,,,,,,,
29/01/2007 22.00,"1,76723785",,,,,,,,
29/01/2007 23.00,"1,6839842",,,,,,,,
30/01/2007 0.00,"1,6234371",,,,,,,,
30/01/2007 1.00,,,,,,,,,
30/01/2007 2.00,"1,23679404",,,,,,,,
30/01/2007 3.00,"1,13295122",,,,,,,,
30/01/2007 4.00,"0,92702906",,,,,,,,
30/01/2007 5.00,"1,10436132",,,,,,,,
30/01/2007 6.00,"1,07161493",,,,,,,,
30/01/2007 7.00,"0,97822586",,,,,,,,
30/01/2007 8.00,"1,01229434",,,,,,,,
30/01/2007 9.00,"1,18421107",,,,,,,,
30/01/2007 10.00,"1,36784161",,,,,,,,
30/01/2007 11.00,"1,55506114",,,,,,,,
30/01/2007 12.00,"1,54888897",,,,,,,,
30/01/2007 13.00,"1,51110538",,,,,,,,
30/01/2007 14.00,"1,61293352",,,,,,,,
30/01/2007 15.00,"2,41250401",,,,,,,,
30/01/2007 16.00,"2,84141562",,,,,,,,
30/01/2007 17.00,"2,27100371",,,,,,,,
30/01/2007 18.00,"1,80053036",,,,,,,,
30/01/2007 19.00,"1,39995745",,,,,,,,
30/01/2007 20.00,"1,60418021",,,,,,,,
30/01/2007 21.00,"1,64089289",,,,,,,,
30/01/2007 22.00,"1,67766964",,,,,,,,
30/01/2007 23.00,"1,46009673",,,,,,,,
31/01/2007 0.00,"1,50335991",,,,,,,,
31/01/2007 1.00,"1,28314178",,,,,,,,
31/01/2007 2.00,"1,40115446",,,,,,,,
31/01/2007 3.00,"1,45871158",,,,,,,,
31/01/2007 4.00,"1,4114821",,,,,,,,
31/01/2007 5.00,"1,00826397",,,,,,,,
31/01/2007 6.00,"1,51211323",,,,,,,,
31/01/2007 7.00,"0,98357833",,,,,,,,
31/01/2007 8.00,"1,00694187",,,,,,,,
31/01/2007 9.00,"1,76614763",,,,,,,,
31/01/2007 10.00,"1,68170001",,,,,,,,
31/01/2007 11.00,"1,89121218",,,,,,,,
31/01/2007 12.00,"1,58094277",,,,,,,,
31/01/2007 13.00,"1,57703851",,,,,,,,
31/01/2007 14.00,"1,57792025",,,,,,,,
31/01/2007 15.00,"2,04222245",,,,,,,,
31/01/2007 16.00,"1,23169277",,,,,,,,
31/01/2007 17.00,,,,,,,,,
31/01/2007 18.00,,,,,,,,,
31/01/2007 19.00,"1,5284615",,,"18,65171678",,,,,
31/01/2007 20.00,"1,73575356",,,"40,00169768",,,,,
31/01/2007 21.00,"1,87685011",,,"45,81746632",,,,,
31/01/2007 22.00,"1,54635867",,,"47,28924744",,,,,
31/01/2007 23.00,"1,7250893",,,"34,58048936",,,,,
01/02/2007 0.00,"1,72269833",,,"39,42804032",,,,,
01/02/2007 1.00,,,,"36,32194071",,,,,
01/02/2007 2.00,"1,03683197",,,,,,,,
01/02/2007 3.00,"0,922984",,,"14,42433376",,,,,
01/02/2007 4.00,"1,01368105",,,"15,65775625",,,,,
01/02/2007 5.00,"0,859644",,,"11,67404278",,,,,
01/02/2007 6.00,"0,888605",,,"10,63598471",,,,,
01/02/2007 7.00,"0,83140802",,,"16,4327828",,,,,
01/02/2007 8.00,"0,86957002",,,"24,21249534",,,,,
01/02/2007 9.00,"0,92749298",,,"28,25621271",,,,,
01/02/2007 10.00,"1,29951298",,,"29,70285219",,,,,
01/02/2007 11.00,"1,46601796",,,"29,80373022",,,,,
01/02/2007 12.00,"1,626351",,,"29,00317662",,,,,
01/02/2007 13.00,"1,64145195",,,"19,37586123",,,,,
01/02/2007 14.00,"1,46293199",,,"11,4774162",,,,,
01/02/2007 15.00,"1,30338597",,,"10,76877767",,,,,
01/02/2007 16.00,"1,207847",,,"16,01143315",,,,,
01/02/2007 17.00,"1,28289902",,,"16,4493845",,,,,
01/02/2007 18.00,"1,45875502",,,"17,87943168",,,,,
01/02/2007 19.00,"1,45539606",,,"15,37812491",,,,,
01/02/2007 20.00,"1,40873098",,,"14,01830298",,,,,
01/02/2007 21.00,"1,05659401",,,"9,92351834",,,,,
01/02/2007 22.00,"1,14459801",,,"9,72305453",,,,,
01/02/2007 23.00,"1,22733605",,,"13,35307416",,,,,
02/02/2007 0.00,"1,06606603",,,"9,02079823",,,,,
02/02/2007 1.00,"1,05695701",,,"7,72737184",,,,,
02/02/2007 2.00,"1,02548301",,,"7,20642513",,,,,
02/02/2007 3.00,"1,06579399",,,"6,6816487",,,,,
02/02/2007 4.00,"1,03120303",,,"6,41096151",,,,,
02/02/2007 5.00,"1,00989795",,,"5,81723327",,,,,
02/02/2007 6.00,"0,92253",,,"6,45309591",,,,,
02/02/2007 7.00,"0,90176898",,,"7,81674755",,,,,
02/02/2007 8.00,"0,89835",,,"9,88904337",,,,,
02/02/2007 9.00,"1,23120999",,,"11,79916878",,,,,
02/02/2007 10.00,"1,43569505",,,"9,40257163",,,,,
02/02/2007 11.00,"1,74367905",,,"6,42883478",,,,,
02/02/2007 12.00,"1,62035799",,,"5,56186871",,,,,
02/02/2007 13.00,"1,75402904",,,"5,41247969",,,,,
02/02/2007 14.00,"1,75290895",,,"5,32182301",,,,,
02/02/2007 15.00,"1,63418901",,,"5,15711325",,,,,
02/02/2007 16.00,"3,48626995",,,"8,62881099",,,,,
02/02/2007 17.00,"3,40274501",,,"8,497299",,,,,
02/02/2007 18.00,"2,04273605",,,"8,60710613",,,,,
02/02/2007 19.00,"1,71771395",,,"11,55401993",,,,,
02/02/2007 20.00,"1,46949899",,,"12,58953488",,,,,
02/02/2007 21.00,"1,43905401",,,"14,30431091",,,,,
02/02/2007 22.00,"1,19780004",,,"8,52794237",,,,,
02/02/2007 23.00,"1,25296903",,,"6,23347976",,,,,
03/02/2007 0.00,"1,13787901",,,"7,93038629",,,,,
03/02/2007 1.00,,,,"7,45540745",,,,,
03/02/2007 2.00,"0,96566403",,,,,,,,
03/02/2007 3.00,"1,03432798",,,"9,52642231",,,,,
03/02/2007 4.00,"1,47597301",,,"14,52137079",,,,,
03/02/2007 5.00,"1,30206895",,,"13,82039733",,,,,
03/02/2007 6.00,"1,38456297",,,"14,12300696",,,,,
03/02/2007 7.00,"1,37673795",,,"14,61203499",,,,,
03/02/2007 8.00,"1,81923294",,,"19,47929742",,,,,
03/02/2007 9.00,"1,53014004",,,"14,22132495",,,,,
03/02/2007 10.00,"1,72297001",,,"10,2848528",,,,,
03/02/2007 11.00,"1,926597",,,"8,4960218",,,,,
03/02/2007 12.00,"2,20913792",,,"8,31854192",,,,,
03/02/2007 13.00,"2,03333497",,,"7,65188543",,,,,
03/02/2007 14.00,"1,87813103",,,"7,03788377",,,,,
03/02/2007 15.00,"1,83427596",,,"6,79911527",,,,,
03/02/2007 16.00,"1,77374005",,,"6,93318354",,,,,
03/02/2007 17.00,"1,67316997",,,"8,75521796",,,,,
03/02/2007 18.00,"1,92344201",,,"10,46488707",,,,,
03/02/2007 19.00,"1,82153797",,,"13,696541",,,,,
03/02/2007 20.00,"1,70325601",,,"11,47613524",,,,,
03/02/2007 21.00,"1,72327304",,,"12,4873853",,,,,
03/02/2007 22.00,"1,66455698",,,"12,9904531",,,,,
03/02/2007 23.00,"1,70871603",,,"10,50191267",,,,,
04/02/2007 0.00,"1,344468",,,"8,23171685",,,,,
04/02/2007 1.00,"1,47730803",,,"6,2564637",,,,,
04/02/2007 2.00,"1,31341195",,,"6,41351403",,,,,
04/02/2007 3.00,"1,15740097",,,"4,69617796",,,,,
04/02/2007 4.00,"1,50211704",,,"4,81109201",,,,,
04/02/2007 5.00,"1,50278401",,,"4,9502672",,,,,
04/02/2007 6.00,"1,34907806",,,"5,00772423",,,,,
04/02/2007 7.00,"1,09844196",,,"5,46738232",,,,,
04/02/2007 8.00,"1,19331002",,,"5,6959351",,,,,
04/02/2007 9.00,"1,11039197",,,"7,1451365",,,,,
04/02/2007 10.00,"1,41070604",,,"6,86295829",,,,,
04/02/2007 11.00,"2,01624799",,,"7,36730518",,,,,
04/02/2007 12.00,"2,14726806",,,"5,51717991",,,,,
04/02/2007 13.00,"1,73965096",,,"4,73831424",,,,,
04/02/2007 14.00,"1,47779298",,,"4,18416976",,,,,
04/02/2007 15.00,"1,45134699",,,"3,6925911",,,,,
04/02/2007 16.00,"1,65048504",,,"3,3120949",,,,,
04/02/2007 17.00,"1,85247302",,,"3,87645321",,,,,
04/02/2007 18.00,"1,47864199",,,"5,56314403",,,,,
04/02/2007 19.00,"1,52807796",,,"5,75211493",,,,,
04/02/2007 20.00,"1,45334804",,,"4,86982624",,,,,
04/02/2007 21.00,"1,434726",,,"5,34736135",,,,,
04/02/2007 22.00,"1,69913197",,,"5,01538554",,,,,
04/02/2007 23.00,"1,38747394",,,"5,19031102",,,,,
05/02/2007 0.00,"1,382864",,,"5,52100963",,,,,
05/02/2007 1.00,,,,"4,46634797",,,,,
05/02/2007 2.00,"1,00254297",,,,,,,,
05/02/2007 3.00,"0,87597901",,,"4,69234824",,,,,
05/02/2007 4.00,"0,87863702",,,"3,97604651",,,,,
05/02/2007 5.00,"0,79744297",,,"3,69642082",,,,,
05/02/2007 6.00,"0,75714803",,,"4,53402071",,,,,
05/02/2007 7.00,"1,01492703",,,"5,13540651",,,,,
05/02/2007 8.00,"0,93693501",,,"9,45619706",,,,,
05/02/2007 9.00,"1,16384399",,,"9,54812905",,,,,
05/02/2007 10.00,"1,61482203",,,"6,5360894",,,,,
05/02/2007 11.00,"1,790622",,,"5,54654608",,,,,
05/02/2007 12.00,"2,67687201",,,"7,59457888",,,,,
05/02/2007 13.00,"3,69723701",,,"7,78482887",,,,,
05/02/2007 14.00,"4,23551083",,,"8,32620324",,,,,
05/02/2007 15.00,"5,03476715",,,"9,44470603",,,,,
05/02/2007 16.00,"3,72804689",,,"7,06214302",,,,,
05/02/2007 17.00,"2,30714798",,,"7,53073774",,,,,
05/02/2007 18.00,"1,72718894",,,"9,97586657",,,,,
05/02/2007 19.00,"1,64116204",,,"15,56582425",,,,,
05/02/2007 20.00,"1,40639901",,,"17,05588474",,,,,
05/02/2007 21.00,"1,220209",,,"13,17942401",,,,,
05/02/2007 22.00,"0,87066299",,,"9,39363312",,,,,
05/02/2007 23.00,"0,70501202",,,"11,16203834",,,,,
06/02/2007 0.00,"0,81689602",,,"11,57445323",,,,,
06/02/2007 1.00,"0,76469898",,,"9,96948246",,,,,
06/02/2007 2.00,"0,70990503",,,"8,21128919",,,,,
06/02/2007 3.00,"0,56932598",,,"9,22892147",,,,,
06/02/2007 4.00,"0,63892102",,,"10,63470375",,,,,
06/02/2007 5.00,"0,754188",,,"8,62498316",,,,,
06/02/2007 6.00,"0,590832",,,"12,90746526",,,,,
06/02/2007 7.00,"0,718786",,,"23,97374001",,,,,
06/02/2007 8.00,"0,82402402",,,"25,64126532",,,,,
06/02/2007 9.00,"0,94672197",,,"23,03908992",,,,,
06/02/2007 10.00,"0,759866",,,"20,4381936",,,,,
06/02/2007 11.00,"1,21181095",,,"8,86119538",,,,,
06/02/2007 12.00,"1,688465",,,"6,61397596",,,,,
06/02/2007 13.00,"1,53145301",,,"5,70487361",,,,,
06/02/2007 14.00,"1,54347503",,,"6,04067914",,,,,
06/02/2007 15.00,"1,66375601",,,"5,94619463",,,,,
06/02/2007 16.00,"1,64563298",,,"5,79297401",,,,,
06/02/2007 17.00,"1,502455",,,"6,22965004",,,,,
06/02/2007 18.00,"1,25476396",,,"6,47990957",,,,,
06/02/2007 19.00,"1,23718405",,,"10,99349321",,,,,
06/02/2007 20.00,"1,549577",,,"23,00844843",,,,,
06/02/2007 21.00,"1,38646305",,,"10,4304121",,,,,
06/02/2007 22.00,"1,47460496",,,"7,29707992",,,,,
06/02/2007 23.00,"1,26503396",,,"6,45564843",,,,,
07/02/2007 0.00,"1,20256805",,,"6,73016721",,,,,
07/02/2007 1.00,,,,"6,74931956",,,,,
