,Comune Lecce,,,,,,
,Via Garilliano,,,,,,
Parm,NOX,NO2,CO,Benzene,SO2,PM10,PM2.5



11/11/2010 11.00,"19,63230128","15,25761086","0,2767574","1,39942251","1,4226813","52,3527298","18,90719986"
11/11/2010 12.00,"12,58973417","8,8726035","0,21703251","0,90712434","3,30941767","52,3527298","18,90719986"
11/11/2010 13.00,"26,49588416","19,80608296","0,27040815","0,58053818","13,07991159","52,3527298","18,90719986"
11/11/2010 14.00,"17,93845666","15,3756348","0,22639795","0,69679958","5,46848324","52,3527298","18,90719986"
11/11/2010 15.00,"15,87497081","13,44314198","0,21500891","0,52097859","2,77627271","52,3527298","18,90719986"
11/11/2010 16.00,"21,88903488","20,1912936","0,23842308","0,59350493","2,00534094","52,3527298","18,90719986"
11/11/2010 17.00,"28,7876456","26,02897376","0,33056992","0,76910523","1,90113098","52,3527298","18,90719986"
11/11/2010 18.00,"69,7447888","58,71274","0,51101327","1,42997116","1,97309797","52,3527298","18,90719986"
11/11/2010 19.00,"29,810948","26,36749336","0,35057064","1,6044731","1,77388903","52,3527298","18,90719986"
11/11/2010 20.00,"23,94992232","21,69188856","0,29282974","1,35359852","1,93913017","52,3527298","18,90719986"
11/11/2010 21.00,"21,78787096","19,79702008","0,32291004","1,02404476","1,88903987","52,3527298","18,90719986"
11/11/2010 22.00,"41,5498632","37,22055984","0,48136985","1,2965672","1,84010081","52,3527298","18,90719986"
11/11/2010 23.00,"31,31544344","28,08858016","0,35632457","1,57183655","1,47162036","52,3527298","18,90719986"
12/11/2010 0.00,"36,35549456","31,01195168","0,37338833","1,20074444","1,8228291","52,3527298","18,90719986"
12/11/2010 1.00,"47,94265432","38,34116392","0,46430493","1,27491934","1,99037273","26,29249001","14,02075005"
12/11/2010 2.00,,,"0,40414433","1,51667244","1,98230996","26,29249001","14,02075005"
12/11/2010 3.00,"59,55577904","57,56102768","0,25167728","1,12788961",,"26,29249001","14,02075005"
12/11/2010 4.00,"31,69935392","30,13260376",,"0,75547947","2,11961615","26,29249001","14,02075005"
12/11/2010 5.00,"24,99268888","23,46744824","0,21203932","0,65647045","2,1354071","26,29249001","14,02075005"
12/11/2010 6.00,"22,7502188","20,84106768","0,20437479","0,58108736","1,79496839","26,29249001","14,02075005"
12/11/2010 7.00,"29,55156608","26,04323728","0,22089565","0,53647259","1,95908778","26,29249001","14,02075005"
12/11/2010 8.00,"29,69552056","23,54266632","0,26942839","0,56009851","2,55813536","26,29249001","14,02075005"
12/11/2010 9.00,"29,92637544","22,17956328","0,25648058","0,7335021","3,08859747","26,29249001","14,02075005"
12/11/2010 10.00,"25,24430808","19,13036304","0,22188823","0,59899876","3,33506539","26,29249001","14,02075005"
12/11/2010 11.00,"17,16935083","13,37051084","0,20250729","0,57471382","3,45960416","26,29249001","14,02075005"
12/11/2010 12.00,"14,94503902","11,62348585","0,20048252","0,56921897","3,84150596","26,29249001","14,02075005"
12/11/2010 13.00,"25,35585416","19,73864672","0,21696378","0,6393279","10,05584785","26,29249001","14,02075005"
12/11/2010 14.00,"11,24347394","9,03083488","0,18173651","0,5171323","4,33687853","26,29249001","14,02075005"
12/11/2010 15.00,"10,42897341","8,30452918","0,19424744","0,38724512","2,39297252","26,29249001","14,02075005"
12/11/2010 16.00,"11,53010377","9,74546782","0,21358877","0,45163953","2,18434616","26,29249001","14,02075005"
12/11/2010 17.00,"16,74394422","14,96838454","0,25393855","0,52097859","2,08640906","26,29249001","14,02075005"
12/11/2010 18.00,"31,04694128","28,79412728","0,37884286","0,83690659","2,15354428","26,29249001","14,02075005"
12/11/2010 19.00,"75,16226872","55,25630288","0,72758211","1,3731595","2,44591144","26,29249001","14,02075005"
12/11/2010 20.00,"169,1111994","85,87006144","0,83413767","2,87587565","3,31058111","26,29249001","14,02075005"
12/11/2010 21.00,"160,5875034","81,85853248","1,05400113","2,92741314","2,78930556","26,29249001","14,02075005"
12/11/2010 22.00,"122,2865488","72,2687244","0,85975486","3,97574386","2,17290084","26,29249001","14,02075005"
12/11/2010 23.00,"97,52599584","64,41682872","0,7483529","3,2792748","2,38465753","26,29249001","14,02075005"
13/11/2010 0.00,"70,55410016","55,2251564","0,64453742","2,7168677","2,39821821","26,29249001","14,02075005"
13/11/2010 1.00,"42,97522096","38,69392792","0,38956668","2,14358277","2,37715207","25,98887062","15,48418999"
13/11/2010 2.00,"23,54916712","21,20423296","0,29198628","1,42733408","2,05369522","25,98887062","15,48418999"
13/11/2010 3.00,"14,89316072","13,4405474","0,29766566","1,14360328","2,18834602","25,98887062","15,48418999"
13/11/2010 4.00,"15,3756348","13,87373777","0,2913898","1,22667896","2,02515312","25,98887062","15,48418999"
13/11/2010 5.00,"16,05654771","14,49628497","0,28920543","1,15942678","1,84231584","25,98887062","15,48418999"
13/11/2010 6.00,"20,74898576","18,80353914","0,31958863","1,17722937","1,99197553","25,98887062","15,48418999"
13/11/2010 7.00,"51,469128","35,66289168","0,40652442","1,26546937","2,27049216","25,98887062","15,48418999"
13/11/2010 8.00,"68,67089488","40,12708664","0,59072374","2,02820107","2,7175613","25,98887062","15,48418999"
13/11/2010 9.00,"26,4829208","19,35863672","0,32081887","1,9764439","2,44087119","25,98887062","15,48418999"
13/11/2010 10.00,"8,45497872","6,06595002","0,19289721","1,10997719","2,62906806","25,98887062","15,48418999"
13/11/2010 11.00,"6,96086353","4,94406681","0,18864729","0,53592341","2,26516207","25,98887062","15,48418999"
13/11/2010 12.00,"7,12039125","4,95184865","0,18594682","0,47086998","2,60044052","25,98887062","15,48418999"
13/11/2010 13.00,"10,59628297","7,43815035","0,21779792","0,46603415","2,55413651","25,98887062","15,48418999"
13/11/2010 14.00,"6,18267762","4,45381089","0,18419932","0,57174621","2,26437898","25,98887062","15,48418999"
13/11/2010 15.00,"5,5043612","3,76641438","0,18503346","0,42658472","2,09243377","25,98887062","15,48418999"
13/11/2010 16.00,"6,27995062","4,90515761","0,20183276","0,42856278","2,1400131","25,98887062","15,48418999"
13/11/2010 17.00,"14,47034678","12,67014524","0,31450457","0,63888855","2,16927931","25,98887062","15,48418999"
13/11/2010 18.00,"21,41434264","19,6374828","0,33658598","1,48843137","2,35574015","25,98887062","15,48418999"
13/11/2010 19.00,"23,65033104","21,76192512","0,36418832","1,53348548","2,39821821","25,98887062","15,48418999"
13/11/2010 20.00,"26,63595728","24,97842536","0,39008278","1,48271684","2,52055416","25,98887062","15,48418999"
13/11/2010 21.00,"28,64627232","25,97840136","0,42868622","1,60743969","1,88006993","25,98887062","15,48418999"
13/11/2010 22.00,"23,91361344","22,02650768","0,43607232","1,85205056","1,98545757","25,98887062","15,48418999"
13/11/2010 23.00,"24,5971152","22,85138272","0,38495911","1,81930418","2,34130892","25,98887062","15,48418999"
14/11/2010 0.00,"25,99654624","24,3338328","0,38960629","1,67996603","2,05560617","25,98887062","15,48418999"
14/11/2010 1.00,"67,95884696","46,75851448","0,56860272","1,77106279","2,60017916","25,04014969","14,8882103"
14/11/2010 2.00,,,"0,48388974","2,1692966","2,31946071","25,04014969","14,8882103"
14/11/2010 3.00,"88,35506872","83,62501016","0,37721535","1,84655571",,"25,04014969","14,8882103"
14/11/2010 4.00,"42,19705608","40,28920512",,"1,38612625","1,57532792","25,04014969","14,8882103"
14/11/2010 5.00,"34,99885408","33,154558","0,3153189","1,18404225","1,38065276","25,04014969","14,8882103"
14/11/2010 6.00,"32,44899176","30,31288624","0,33316321","1,31041264","1,64186921","25,04014969","14,8882103"
14/11/2010 7.00,"28,31683472","25,88241896","0,31170158","1,37656544","1,54881676","25,04014969","14,8882103"
14/11/2010 8.00,"23,8189312","20,2302028","0,34182731","1,39689527","1,65847987","25,04014969","14,8882103"
14/11/2010 9.00,"22,71521008","18,12003356","0,33928295","1,29151271","1,57011477","25,04014969","14,8882103"
14/11/2010 10.00,"16,86585716","13,63120439","0,27859694","1,1383281","1,39161195","25,04014969","14,8882103"
14/11/2010 11.00,"14,55594702","11,47174188","0,23976749","0,9129487","1,45010979","25,04014969","14,8882103"
14/11/2010 12.00,"13,01384445","10,30835489","0,2307865","0,72053535","2,1703919","25,04014969","14,8882103"
14/11/2010 13.00,"11,50027466","9,25391366","0,21357712","0,663503","2,08388182","25,04014969","14,8882103"
14/11/2010 14.00,"11,25255211","9,10216778","0,21461048","0,57207674","2,11277784","25,04014969","14,8882103"
14/11/2010 15.00,"11,88158482","9,63263114","0,24461622","0,58921929","1,22000032","25,04014969","14,8882103"
14/11/2010 16.00,"18,4585436","16,41191777","0,24731902","0,67811831","1,52301242","25,04014969","14,8882103"
14/11/2010 17.00,"27,98351576","26,08604696","0,30609793","0,8208624","1,71901273","25,04014969","14,8882103"
14/11/2010 18.00,"29,02240096","27,20273144","0,37648257","1,29436946","1,65423898","25,04014969","14,8882103"
14/11/2010 19.00,"26,95761304","24,95638","0,37064009","1,46040997","1,93524828","25,04014969","14,8882103"
14/11/2010 20.00,"44,800072","38,79767304","0,48899477","1,48953074","1,23705643","25,04014969","14,8882103"
14/11/2010 21.00,"68,19232128","48,00750936","0,61903207","1,90688415","1,77927811","25,04014969","14,8882103"
14/11/2010 22.00,"228,0792296","64,28581848","1,43968021","2,7910426","2,46457034","25,04014969","14,8882103"
14/11/2010 23.00,"386,2895816","78,28668704","2,10568857","5,02737068","4,85694385","25,04014969","14,8882103"
15/11/2010 0.00,"376,859024","71,85626776","2,12202187","6,22525837","5,41683896","25,04014969","14,8882103"
15/11/2010 1.00,"160,6056482","52,24343064","0,90553819","5,44681301","2,69838881","46,87437057","31,72525978"
15/11/2010 2.00,"75,34773272","40,95844336","0,56665134","2,98620286","1,91121047","46,87437057","31,72525978"
15/11/2010 3.00,"50,86214448","37,98188","0,42357769","2,36489722","1,97695647","46,87437057","31,72525978"
15/11/2010 4.00,"33,86010512","30,57098712","0,31118548","1,68106541","1,82681981","46,87437057","31,72525978"
15/11/2010 5.00,"31,1792708","25,06792608","0,29942131","1,19019612","1,92844252","46,87437057","31,72525978"
15/11/2010 6.00,"112,0547102","48,67544744","0,69839886","1,62875804","2,43805919","46,87437057","31,72525978"
15/11/2010 7.00,"335,3818168","64,47390192","1,42827369","2,72708753","3,75411515","46,87437057","31,72525978"
15/11/2010 8.00,"223,1818328","59,93705096","1,46165793","4,19650812","3,59708527","46,87437057","31,72525978"
15/11/2010 9.00,"250,7842296","80,7353472","1,83929268","5,77460838","3,98749428","46,87437057","31,72525978"
15/11/2010 10.00,"108,8810197","56,71538832","1,03025028","8,44081829","4,35872776","46,87437057","31,72525978"
15/11/2010 11.00,"86,91672848","54,62205424","0,51689419","4,31299022","3,40126395","46,87437057","31,72525978"
15/11/2010 12.00,"279,0179688","119,8145049","0,72605946","2,90697449","4,88018434","46,87437057","31,72525978"
15/11/2010 13.00,"182,030373","75,3723784","0,5242069","2,60247452","2,77217725","46,87437057","31,72525978"
15/11/2010 14.00,"71,7356588","44,44990832","0,35899592","2,15918762","2,35216438","46,87437057","31,72525978"
15/11/2010 15.00,"28,02502528","24,03682272","0,28745909","1,35634646","1,90970938","46,87437057","31,72525978"
15/11/2010 16.00,"68,10672104","53,82444432","0,53628795","1,24832682","2,0229086","46,87437057","31,72525978"
15/11/2010 17.00,"113,1804576","79,93771816","0,92389859","2,44698336","2,43726389","46,87437057","31,72525978"
15/11/2010 18.00,"221,9006016","88,921862","1,53855958","3,1603753","3,27860969","46,87437057","31,72525978"
15/11/2010 19.00,"408,5921056","114,1998978","2,72746305","5,51109758","6,10593071","46,87437057","31,72525978"
15/11/2010 20.00,"220,5880136","93,30561912","1,4712354","6,49723163","4,15159232","46,87437057","31,72525978"
15/11/2010 21.00,"124,798783","79,35149896","0,90060908","4,69836711","2,35517063","46,87437057","31,72525978"
15/11/2010 22.00,"48,39400104","44,06339752","0,45568975","2,98005001","1,35538031","46,87437057","31,72525978"
15/11/2010 23.00,"30,218204","27,42062296","0,33622366","1,8822697","1,38851824","46,87437057","31,72525978"
16/11/2010 0.00,"24,56210648","22,25996288","0,32589011","1,46392675","1,68216377","46,87437057","31,72525978"
16/11/2010 1.00,"18,1991483","16,62980929","0,26186521","1,22019457","1,65662486","21,37416077","12,41798973"
16/11/2010 2.00,,,"0,22836214","0,93316767","1,16538945","21,37416077","12,41798973"
16/11/2010 3.00,"55,14087544","53,265452","0,20598598","0,72745807",,"21,37416077","12,41798973"
16/11/2010 4.00,"31,58650768","30,1403856",,"0,61020712","2,395454","21,37416077","12,41798973"
16/11/2010 5.00,"36,61487648","34,63050728","0,20864801","0,7007547","2,45916804","21,37416077","12,41798973"
16/11/2010 6.00,"31,69415328","28,95624576","0,24480611","0,72196322","2,1020912","21,37416077","12,41798973"
16/11/2010 7.00,"45,47322984","38,43324584","0,2969387","0,86053252","1,87238345","21,37416077","12,41798973"
16/11/2010 8.00,"71,98725888","48,97375768","0,42933512","1,19568995","2,31371263","21,37416077","12,41798973"
16/11/2010 9.00,"60,72561712","41,56024536","0,40918994","1,61765952","2,65299298","21,37416077","12,41798973"
16/11/2010 10.00,"41,43053528","30,978224","0,32630252","1,38579573","2,55625594","21,37416077","12,41798973"
16/11/2010 11.00,"35,11946304","27,38561424","0,3109653","1,12887814","2,53233305","21,37416077","12,41798973"
16/11/2010 12.00,"36,18299392","27,5243872","0,2993619","1,02635335","2,26656756","21,37416077","12,41798973"
16/11/2010 13.00,"44,95960928","31,58390736","0,35125566","0,98459533","2,73736229","21,37416077","12,41798973"
16/11/2010 14.00,"33,97553256","25,82276456","0,30540242","1,30502864","2,31225323","21,37416077","12,41798973"
16/11/2010 15.00,"26,5607392","21,86957072","0,26717761","0,96042022","2,60754122","21,37416077","12,41798973"
16/11/2010 16.00,"32,9301848","27,52050584","0,32368011","1,00085919","1,98697494","21,37416077","12,41798973"
16/11/2010 17.00,"36,90280456","31,45551656","0,38348072","1,21986506","2,24305452","21,37416077","12,41798973"
16/11/2010 18.00,"38,18938936","32,1299172","0,41824898","1,46920091","2,58490483","21,37416077","12,41798973"
16/11/2010 19.00,"56,16157752","45,44858416","0,49656611","1,57183655","2,49919309","21,37416077","12,41798973"
16/11/2010 20.00,"71,23762104","55,81659536","0,55275173","1,78974406","2,43483733","21,37416077","12,41798973"
16/11/2010 21.00,"59,82424296","51,94642056","0,53050023","1,92864185","2,4016394","21,37416077","12,41798973"
16/11/2010 22.00,"36,61359544","34,3153332","0,4050973","1,77688715","2,26470137","21,37416077","12,41798973"
16/11/2010 23.00,"21,04211448","18,36905053","0,27512407","1,368104","2,28903106","21,37416077","12,41798973"
17/11/2010 0.00,"43,5796424","37,258188","0,37807745","1,03107833","2,47661467","21,37416077","12,41798973"
17/11/2010 1.00,"43,17626776","40,06225072","0,40207645","1,2870074","2,01853855","15,11260033","7,30552101"
17/11/2010 2.00,"31,56058096","29,08723688","0,38057987","1,45370692","2,40525788","15,11260033","7,30552101"
17/11/2010 3.00,"13,45740933","11,85434838","0,28235639","1,21942571","2,44405847","15,11260033","7,30552101"
17/11/2010 4.00,"16,04098212","14,48201954","0,25394554","0,94965121","2,03995148","15,11260033","7,30552101"
17/11/2010 5.00,"37,0247328","31,13126048","0,33607687","0,92206915","1,98277371","15,11260033","7,30552101"
17/11/2010 6.00,"39,56809432","32,4113636","0,35042152","1,19634897","2,13149572","15,11260033","7,30552101"
17/11/2010 7.00,"46,06593072","36,2102208","0,34764066","1,17503163","2,14654936","15,11260033","7,30552101"
17/11/2010 8.00,"101,2392337","51,6610928","0,65626081","2,00215773","2,2355277","15,11260033","7,30552101"
17/11/2010 9.00,"65,0043672","45,36556512","0,45913582","2,17819738","2,67954075","15,11260033","7,30552101"
17/11/2010 10.00,"37,10773272","26,80067608","0,36718936","1,64348319","2,88480389","15,11260033","7,30552101"
17/11/2010 11.00,"30,02883952","21,54923424","0,29987916","1,49007992","2,32182219","15,11260033","7,30552101"
17/11/2010 12.00,"36,00011112","25,6294996","0,31569287","1,07635212","2,36744684","15,11260033","7,30552101"
17/11/2010 13.00,"44,0465528","30,50095056","0,37648723","1,12063637","2,15950289","15,11260033","7,30552101"
17/11/2010 14.00,"34,17007856","26,52183","0,27623665","1,14173505","2,35665342","15,11260033","7,30552101"
17/11/2010 15.00,"35,00273544","27,35836824","0,29217035","0,8250382","2,40274691","15,11260033","7,30552101"
17/11/2010 16.00,"46,64176776","39,43840336","0,37024982","0,99470533","2,33985055","15,11260033","7,30552101"
17/11/2010 17.00,"63,54526264","53,02029536","0,49481744","1,41568536","2,44399948","15,11260033","7,30552101"
17/11/2010 18.00,"67,39597328","55,80359376","0,52144002","1,88787439","2,87249209","15,11260033","7,30552101"
17/11/2010 19.00,"54,63375568","44,28388936","0,42774606","2,13281375","2,39049613","15,11260033","7,30552101"
17/11/2010 20.00,"38,07008056","32,43992888","0,36663366","1,53909017","2,68292431","15,11260033","7,30552101"
17/11/2010 21.00,"58,79573992","50,21623264","0,47578484","1,41887264","2,34685259","15,11260033","7,30552101"
17/11/2010 22.00,"54,75046416","49,33430352","0,44852733","1,79941471","2,40064884","15,11260033","7,30552101"
17/11/2010 23.00,"55,66483992","50,42117992","0,4914005","1,63205516","2,31913832","15,11260033","7,30552101"
18/11/2010 0.00,"40,71330584","36,16482992","0,35177292","1,71886628","2,37660899","15,11260033","7,30552101"
18/11/2010 1.00,"21,90459856","19,6284008","0,25585264","1,0530557","2,70182831","23,34865952","14,40956974"
18/11/2010 2.00,,,"0,24015776","0,88503713","2,16953762","23,34865952","14,40956974"
