,Comune Lecce,,,,,,
,Via Garilliano,,,,,,
Parm,NOX,NO2,CO,Benzene,SO2,PM10,PM2.5



27/06/2010 15.00,"14,5364905","9,31876296","0,16566417","0,1284593","2,52310784","9,19956589","4,64401102"
27/06/2010 16.00,,,,,,"9,19956589","4,64401102"
27/06/2010 17.00,,,,,,"9,19956589","4,64401102"
27/06/2010 18.00,"18,20693014","12,91916412","0,19059517","0,2053801","2,93833369","9,19956589","4,64401102"
27/06/2010 19.00,"17,35741133","11,75707538","0,18544936","0,2497752","2,99035121","9,19956589","4,64401102"
27/06/2010 20.00,"16,26276456","11,15138819","0,20072717","0,20406207","2,58471262","9,19956589","4,64401102"
27/06/2010 21.00,"22,70352776","17,39632244","0,21887787","0,24087442","3,21533296","9,19956589","4,64401102"
27/06/2010 22.00,"20,1614664","14,51573957","0,22737422","0,30625735","2,64939585","9,19956589","4,64401102"
27/06/2010 23.00,"17,85026374","13,05534632","0,22972752","0,30911512","2,47697164","9,19956589","4,64401102"
28/06/2010 0.00,"16,58311825","11,74669895","0,20671061","0,28274126","2,47516443","9,19956589","4,64401102"
28/06/2010 1.00,"15,68950298","10,56775019","0,21596537","0,24834632","2,84036405","18,07514954","9,75498581"
28/06/2010 2.00,"16,75691331","12,07353623","0,20890547","0,20911656","2,29758301","18,07514954","9,75498581"
28/06/2010 3.00,"16,92422287","11,82711194","0,20395888","0,20582046","2,29414555","18,07514954","9,75498581"
28/06/2010 4.00,"18,50264197","13,41979646","0,20451692","0,20307253","2,53731228","18,07514954","9,75498581"
28/06/2010 5.00,"21,31836024","16,25368638","0,21528734","0,22570993","3,24373879","18,07514954","9,75498581"
28/06/2010 6.00,"23,08353776","16,41061952","0,22095157","0,24516005","3,58315542","18,07514954","9,75498581"
28/06/2010 7.00,"22,91623776","15,78547774","0,21656418","0,20768767","4,64419864","18,07514954","9,75498581"
28/06/2010 8.00,"23,1276476","15,93333461","0,21895709","0,22603944","4,5235204","18,07514954","9,75498581"
28/06/2010 9.00,"19,01105424","12,5910305","0,20355929","0,22790767","3,94944221","18,07514954","9,75498581"
28/06/2010 10.00,,,,,,"18,07514954","9,75498581"
28/06/2010 11.00,"14,65581269","9,09049502","0,2018048","0,21274318","3,43262518","18,07514954","9,75498581"
28/06/2010 12.00,"15,25112536","9,72471689","0,19957033","0,20823787","3,4765006","18,07514954","9,75498581"
28/06/2010 13.00,"14,39901197","8,81294336","0,19522255","0,20757784","2,97922421","18,07514954","9,75498581"
28/06/2010 14.00,"14,37437011","9,23834998","0,19107398","0,21131429","3,13970681","18,07514954","9,75498581"
28/06/2010 15.00,"19,33917256","13,08517734","0,19103437","0,21076511","6,10699042","18,07514954","9,75498581"
28/06/2010 16.00,"17,61161938","12,11244543","0,19231005","0,20966574","4,67260447","18,07514954","9,75498581"
28/06/2010 17.00,"17,29775119","11,57549847","0,19374649","0,20966574","3,53240814","18,07514954","9,75498581"
28/06/2010 18.00,"18,45983994","12,83226754","0,19486373","0,20812803","3,20230723","18,07514954","9,75498581"
28/06/2010 19.00,"17,46765534","12,29402234","0,20284165","0,20768767","2,62017439","18,07514954","9,75498581"
28/06/2010 20.00,"28,6410908","23,66977608","0,2447665","0,33889389","3,84776051","18,07514954","9,75498581"
28/06/2010 21.00,"24,4025692","18,93453409","0,2368678","0,38526706","3,44239652","18,07514954","9,75498581"
28/06/2010 22.00,"25,44533576","20,3676756","0,24464651","0,27911565","3,08533901","18,07514954","9,75498581"
28/06/2010 23.00,"27,45953216","22,13415328","0,24109675","0,30713705","2,34462434","18,07514954","9,75498581"
29/06/2010 0.00,"30,44775872","24,76443432","0,24703942","0,34867438","3,39806854","18,07514954","9,75498581"
29/06/2010 1.00,"23,90971296","19,01364882","0,23794543","0,33340006","3,04363285","17,49369049","9,85185242"
29/06/2010 2.00,,,"0,22537974","0,27263228","2,65762847","17,49369049","9,85185242"
29/06/2010 3.00,"28,78894576","23,7022036","0,22135117","0,27768677",,"17,49369049","9,85185242"
29/06/2010 4.00,"32,32318216","27,01078576",,"0,28186257","2,24664148","17,49369049","9,85185242"
29/06/2010 5.00,"49,98667792","42,31120248","0,25259181","0,28515866","1,93120876","17,49369049","9,85185242"
29/06/2010 6.00,"50,58069808","40,06353176","0,28453028","0,39823381","2,49469083","17,49369049","9,85185242"
29/06/2010 7.00,"32,70451144","24,96156152","0,25055539","0,46845257","4,79633167","17,49369049","9,85185242"
29/06/2010 8.00,"32,26350864","24,20284168","0,20915595","0,31394993","7,37698442","17,49369049","9,85185242"
29/06/2010 9.00,"31,37379768","23,02648368","0,21222922","0,30559833","7,74414075","17,49369049","9,85185242"
29/06/2010 10.00,"28,03408816","20,44031248","0,20244904","0,27889496","6,36439312","17,49369049","9,85185242"
29/06/2010 11.00,"26,4076836","19,2665548","0,20316668","0,27944516","7,53615713","17,49369049","9,85185242"
29/06/2010 12.00,"24,00829568","16,92292654","0,20216944","0,26296162","7,41268112","17,49369049","9,85185242"
29/06/2010 13.00,"17,84247999","11,68703882","0,19198851","0,22186364","5,89962107","17,49369049","9,85185242"
29/06/2010 14.00,"17,63755948","11,8387847","0,18248677","0,22351219","5,29315854","17,49369049","9,85185242"
29/06/2010 15.00,"18,80613182","12,36535714","0,18444397","0,22197347","8,45878258","17,49369049","9,85185242"
29/06/2010 16.00,"23,36758448","15,96057105","0,19689898","0,28230191","13,37312286","17,49369049","9,85185242"
29/06/2010 17.00,"23,34163864","16,61165294","0,20332745","0,28208224","9,23534446","17,49369049","9,85185242"
29/06/2010 18.00,"27,30261432","21,21849648","0,2196957","0,37328883","8,77603471","17,49369049","9,85185242"
29/06/2010 19.00,"20,0265748","14,35232093","0,21490406","0,39977253","4,4000383","17,49369049","9,85185242"
29/06/2010 20.00,"19,21726344","14,09681654","0,2124296","0,38021257","3,2082404","17,49369049","9,85185242"
29/06/2010 21.00,"21,9720348","16,7400533","0,20296747","0,38054208","3,1288361","17,49369049","9,85185242"
29/06/2010 22.00,"20,89684072","15,89442541","0,20727913","0,29175188","3,23191515","17,49369049","9,85185242"
29/06/2010 23.00,"22,21847248","16,81916803","0,23239071","0,28636788","2,64803511","17,49369049","9,85185242"
30/06/2010 0.00,"19,11222007","13,82834498","0,22632222","0,357685","1,93412145","17,49369049","9,85185242"
30/06/2010 1.00,"20,01231128","15,37174388","0,22157135","0,28548919","2,2164081","19,48962021","9,75498581"
30/06/2010 2.00,"16,7984171","11,98923424","0,22700142","0,28537935","2,2073029","19,48962021","9,75498581"
30/06/2010 3.00,"17,65182491","12,48467742","0,22025374","0,28362096","2,13700481","19,48962021","9,75498581"
30/06/2010 4.00,"21,5414524","16,5688509","0,20787794","0,28878529","1,9585264","19,48962021","9,75498581"
30/06/2010 5.00,"49,10604896","40,3968316","0,2443273","0,27054437","2,00806447","19,48962021","9,75498581"
30/06/2010 6.00,"29,31551056","22,06023536","0,24392887","0,42032102","4,89686212","19,48962021","9,75498581"
30/06/2010 7.00,"22,1458356","15,1746033","0,21059239","0,31977328","6,90565679","19,48962021","9,75498581"
30/06/2010 8.00,"17,83340182","11,41856534","0,21390682","0,22395154","3,78884164","19,48962021","9,75498581"
30/06/2010 9.00,"17,62069755","10,99315681","0,20328668","0,24537973","3,444998","19,48962021","9,75498581"
30/06/2010 10.00,"18,2186029","11,83359744","0,20145064","0,20109446","4,17967169","19,48962021","9,75498581"
30/06/2010 11.00,"17,03835589","10,66502319","0,19446413","0,20669915","4,09116116","19,48962021","9,75498581"
30/06/2010 12.00,"19,49480936","12,79206201","0,19618018","0,22032491","6,38187535","19,48962021","9,75498581"
30/06/2010 13.00,"11,8387847","6,31626714","0,18791683","0,25142376","3,43953163","19,48962021","9,75498581"
30/06/2010 14.00,"11,64294236","6,34350358","0,18552159","0,20878705","3,31095639","19,48962021","9,75498581"
30/06/2010 15.00,"11,28886673","5,757271","0,17266582","0,20582046","3,62383847","19,48962021","9,75498581"
30/06/2010 16.00,"11,32907418","6,01407172","0,18715842","0,2041719","5,43375676","19,48962021","9,75498581"
30/06/2010 17.00,"11,81414284","6,40057105","0,18723764","0,20582046","3,3681423","19,48962021","9,75498581"
30/06/2010 18.00,"12,65847248","7,13725126","0,19067089","0,20735816","2,50416113","19,48962021","9,75498581"
30/06/2010 19.00,"27,01468624","21,1432784","0,20991436","0,32460911","3,67301246","19,48962021","9,75498581"
30/06/2010 20.00,"19,72048272","14,45737577","0,21274881","0,28669739","3,10807404","19,48962021","9,75498581"
30/06/2010 21.00,"26,86423096","21,7087524","0,22648183","0,30779607","4,93947849","19,48962021","9,75498581"
30/06/2010 22.00,"21,30409672","15,6804229","0,23817959","0,30405961","3,44681945","19,48962021","9,75498581"
30/06/2010 23.00,"21,99408016","16,44953063","0,25458745","0,38087159","2,94817215","19,48962021","9,75498581"
01/07/2010 0.00,"18,35867602","13,23692322","0,23051389","0,30867476","2,5023407","19,48962021","9,75498581"
01/07/2010 1.00,"14,58837071","8,94782731","0,2110316","0,26537903","2,42912687","19,89484978","11,12331963"
01/07/2010 2.00,,,"0,19741857","0,19867705","2,37448957","19,89484978","11,12331963"
01/07/2010 3.00,"21,5232884","16,46249973","0,19773778","0,20164466",,"19,89484978","11,12331963"
01/07/2010 4.00,"26,10679216","20,81514096",,"0,27955499","2,70983515","19,89484978","11,12331963"
01/07/2010 5.00,"30,84463256","25,1989172","0,2390114","0,37867385","2,73379973","19,89484978","11,12331963"
01/07/2010 6.00,"28,1261892","22,00058096","0,23285205","0,31252105","3,18287134","19,89484978","11,12331963"
01/07/2010 7.00,"25,6269184","19,00197606","0,22877105","0,28559903","5,56667154","19,89484978","11,12331963"
01/07/2010 8.00,"31,01325184","23,20676616","0,22681152","0,27856545","12,06825084","19,89484978","11,12331963"
01/07/2010 9.00,"29,97048528","22,01484448","0,20665003","0,26669808","15,55706934","19,89484978","11,12331963"
01/07/2010 10.00,"29,85375768","21,56607896","0,19924995","0,24252297","14,25190239","19,89484978","11,12331963"
01/07/2010 11.00,"20,22502128","13,66233175","0,19328981","0,28493899","10,99306827","19,89484978","11,12331963"
01/07/2010 12.00,"12,56768498","7,42907026","0,18224911","0,21592944","4,10940512","19,89484978","11,12331963"
01/07/2010 13.00,"10,95165302","5,58866319","0,17676895","0,21032577","3,59875518","19,89484978","11,12331963"
01/07/2010 14.00,"10,72857425","5,96348976","0,1713284","0,20933623","3,87461745","19,89484978","11,12331963"
01/07/2010 15.00,"11,26811579","6,20083588","0,17124801","0,20911656","3,70917189","19,89484978","11,12331963"
01/07/2010 16.00,"11,84786287","5,98942795","0,17736892","0,20691882","3,66925261","19,89484978","11,12331963"
01/07/2010 17.00,"18,76462994","12,96196424","0,18288869","0,20834771","6,34620611","19,89484978","11,12331963"
01/07/2010 18.00,"45,64831168","38,43064552","0,21517084","0,21109462","33,47826705","19,89484978","11,12331963"
01/07/2010 19.00,"38,18810832","32,4411908","0,24133208","0,30405961","13,08178287","19,89484978","11,12331963"
01/07/2010 20.00,"30,00939448","24,82538888","0,25601225","0,52933019","6,84951534","19,89484978","11,12331963"
01/07/2010 21.00,"22,77226416","17,52991006","0,25841331","0,67097592","5,96502332","19,89484978","11,12331963"
01/07/2010 22.00,"21,48567936","16,03838945","0,25549266","0,42911196","4,37440685","19,89484978","11,12331963"
01/07/2010 23.00,"18,15764451","13,35235449","0,23509118","0,35658664","3,67489492","19,89484978","11,12331963"
02/07/2010 0.00,"22,61014568","17,20566545","0,23189209","0,27977467","4,36330426","19,89484978","11,12331963"
02/07/2010 1.00,"21,89681672","16,71022036","0,23133172","0,28120355","3,72179184","22,91385078","13,92360973"
02/07/2010 2.00,"17,21993279","12,45873922","0,23017138","0,28241175","3,4759626","22,91385078","13,92360973"
02/07/2010 3.00,"17,09153243","12,1565438","0,22421124","0,2840603","3,21751341","22,91385078","13,92360973"
02/07/2010 4.00,"14,95022627","10,38746962","0,22685113","0,28548919","2,91125606","22,91385078","13,92360973"
02/07/2010 5.00,"20,15368456","14,9735737","0,21793073","0,28691706","3,50223171","22,91385078","13,92360973"
02/07/2010 6.00,"22,84360088","16,78674242","0,22745111","0,28504883","4,91120589","22,91385078","13,92360973"
02/07/2010 7.00,"39,0324284","29,7811208","0,23269128","0,2816429","17,15096259","22,91385078","13,92360973"
02/07/2010 8.00,"23,7203676","17,20436911","0,24257164","0,30351043","10,11707837","22,91385078","13,92360973"
02/07/2010 9.00,"23,76445832","16,7633969","0,22117059","0,28570886",,"22,91385078","13,92360973"
02/07/2010 10.00,"32,80825656","24,0225592","0,21537122","0,30208154","20,71102194","22,91385078","13,92360973"
02/07/2010 11.00,"23,28198424","16,32502119","0,20116987","0,33230068","16,00312554","22,91385078","13,92360973"
02/07/2010 12.00,"11,89455391","6,50821856","0,18124954","0,28834594","4,42368456","22,91385078","13,92360973"
02/07/2010 13.00,"10,86475645","5,76505284","0,17200876","0,22823717","3,68919191","22,91385078","13,92360973"
02/07/2010 14.00,"10,51068273","5,14898923","0,16712857","0,20296269","3,72112673","22,91385078","13,92360973"
02/07/2010 15.00,"11,55863846","5,76634918","0,18612972","0,20153482","3,4445129","22,91385078","13,92360973"
02/07/2010 16.00,"10,88291471","5,51343938","0,19400978","0,2053801","3,91668769","22,91385078","13,92360973"
02/07/2010 17.00,"14,20057505","8,49258967","0,19649007","0,22845685","5,00550009","22,91385078","13,92360973"
02/07/2010 18.00,"12,6039996","7,38237922","0,19801039","0,22691813","3,52130758","22,91385078","13,92360973"
02/07/2010 19.00,"13,75052466","9,03602214","0,20725001","0,28834594","3,41242451","22,91385078","13,92360973"
02/07/2010 20.00,"16,5234562","11,63386227","0,21649079","0,28493899","3,49804066","22,91385078","13,92360973"
02/07/2010 21.00,"16,68817309","11,8193301","0,22249054","0,28307076","3,37532028","22,91385078","13,92360973"
02/07/2010 22.00,"25,05106224","20,2029568","0,23149133","0,40273912","5,52283884","22,91385078","13,92360973"
02/07/2010 23.00,"25,28709864","19,97730256","0,23409161","0,40911266","5,60024068","22,91385078","13,92360973"
03/07/2010 0.00,"26,58796608","21,44935136","0,24561229","0,37933286","4,86179494","22,91385078","13,92360973"
03/07/2010 1.00,"22,84230072","18,11225172","0,22957141","0,36372903","4,81191516","23,15493011","14,9953804"
03/07/2010 2.00,,,"0,22337128","0,28438981","3,84749406","23,15493011","14,9953804"
03/07/2010 3.00,"19,26395448","14,22002965","0,20409053","0,28537935",,"23,15493011","14,9953804"
03/07/2010 4.00,"18,50264197","13,36662183",,"0,22845685","2,76493214","23,15493011","14,9953804"
03/07/2010 5.00,"22,612746","17,45468624","0,21707562","0,20988541","3,95034734","23,15493011","14,9953804"
03/07/2010 6.00,"28,87324584","22,70094656","0,224965","0,24087442","6,13502402","23,15493011","14,9953804"
03/07/2010 7.00,"30,21042216","22,93180144","0,23565853","0,30636718","7,19799446","23,15493011","14,9953804"
03/07/2010 8.00,"24,95638","18,04610608","0,24370868","0,2831806","6,88837186","23,15493011","14,9953804"
03/07/2010 9.00,"19,01364882","12,84134572","0,23201441","0,35581677","6,05078388","23,15493011","14,9953804"
03/07/2010 10.00,"16,095455","10,4549116","0,21198923","0,30867476","4,17913268","23,15493011","14,9953804"
03/07/2010 11.00,"13,168183","7,53801602","0,19825155","0,2414236","3,44303316","23,15493011","14,9953804"
03/07/2010 12.00,"13,52614955","8,03216286","0,18903989","0,22538042","3,86908497","23,15493011","14,9953804"
03/07/2010 13.00,"12,21101668","6,68201362","0,18679727","0,20065512","3,50413249","23,15493011","14,9953804"
03/07/2010 14.00,"10,81158182","5,51862663","0,18191126","0,20153482","3,49489813","23,15493011","14,9953804"
03/07/2010 15.00,"9,99708129","4,96352141","0,180229","0,20614997","2,95855267","23,15493011","14,9953804"
03/07/2010 16.00,"10,49900997","5,3811481","0,19164367","0,20604013","3,27917209","23,15493011","14,9953804"
03/07/2010 17.00,"11,64942595","6,40186738","0,19316516","0,20823787","3,36043445","23,15493011","14,9953804"
03/07/2010 18.00,"12,47041198","7,36422287","0,20602093","0,20845754","2,78394292","23,15493011","14,9953804"
03/07/2010 19.00,"21,67114336","16,04098212","0,22917065","0,22263249","2,66247447","23,15493011","14,9953804"
03/07/2010 20.00,"31,75770816","26,1742284","0,26661841","0,42944147","3,91755011","23,15493011","14,9953804"
03/07/2010 21.00,"30,9393148","25,46608096","0,28932659","0,70778827","3,89507847","23,15493011","14,9953804"
03/07/2010 22.00,"24,58415184","19,4338548","0,296376","0,85404914","3,53735279","23,15493011","14,9953804"
03/07/2010 23.00,"27,13659536","22,23791752","0,28055647","0,81207145","3,71633666","23,15493011","14,9953804"
04/07/2010 0.00,"40,44484192","35,23360944","0,29789749","0,663503","4,31238408","23,15493011","14,9953804"
04/07/2010 1.00,"42,75086688","37,3178424","0,30158239","0,59658135","3,70109081","27,90232086","19,30348015"
04/07/2010 2.00,"50,98277256","45,96346664","0,33842901","0,50141863","2,92891627","27,90232086","19,30348015"
04/07/2010 3.00,"34,91195368","29,56192912","0,32797663","0,54262645","2,50243834","27,90232086","19,30348015"
04/07/2010 4.00,"19,96562024","14,42365574","0,25119847","0,43350744","3,13674937","27,90232086","19,30348015"
04/07/2010 5.00,"18,39109971","12,80243652","0,23617929","0,36208048","2,70346873","27,90232086","19,30348015"
04/07/2010 6.00,"27,03413128","20,65430352","0,2781123","0,31867492","4,4010553","27,90232086","19,30348015"
04/07/2010 7.00,"15,49884599","9,81420805","0,27358744","0,60647168","4,44229566","27,90232086","19,30348015"
04/07/2010 8.00,"15,21869975","9,48996344","0,2298114","0,32065298","4,00197026","27,90232086","19,30348015"
04/07/2010 9.00,"19,685474","13,42628197","0,21403147","0,28592853","4,93187438","27,90232086","19,30348015"
04/07/2010 10.00,"19,76847392","13,29788161","0,21262998","0,28362096","6,71412416","27,90232086","19,30348015"
04/07/2010 11.00,"17,74780158","11,90752492","0,19957266","0,28098286","7,37017866","27,90232086","19,30348015"
04/07/2010 12.00,"12,3121806","7,22414975","0,18956065","0,20548994","3,47321772","27,90232086","19,30348015"
04/07/2010 13.00,"17,1096907","11,06189703","0,18731802","0,20582046","6,82727253","27,90232086","19,30348015"
04/07/2010 14.00,"11,31740142","6,21639956","0,19644929","0,20658931","4,33303427","27,90232086","19,30348015"
04/07/2010 15.00,"10,66891411","5,84416758","0,19741042","0,19032545","3,84478884","27,90232086","19,30348015"
04/07/2010 16.00,"10,67280503","5,79747654","0,21443223","0,20988541","3,57579641","27,90232086","19,30348015"
04/07/2010 17.00,"12,92694596","7,81427326","0,22556614","0,18944676","3,55077414","27,90232086","19,30348015"
04/07/2010 18.00,"13,19282486","8,03994662","0,23585891","0,20548994","3,3909831","27,90232086","19,30348015"
04/07/2010 19.00,"17,71018871","12,69349076","0,2494766","0,2396652","4,83895007","27,90232086","19,30348015"
04/07/2010 20.00,"26,76824856","21,68280656","0,25744636","0,27856545","6,51619054","27,90232086","19,30348015"
04/07/2010 21.00,"33,77062352","28,9251184","0,30654878","0,32581731","5,64325571","27,90232086","19,30348015"
04/07/2010 22.00,"18,83207192","13,99435629","0,29921977","0,38098142","3,70182101","27,90232086","19,30348015"
04/07/2010 23.00,"16,40413593","11,28367947","0,28031531","0,28966397","3,6043436","27,90232086","19,30348015"
05/07/2010 0.00,"15,8230906","11,12026083","0,27338706","0,28449965","3,06113339","27,90232086","19,30348015"
05/07/2010 1.00,"21,11085088","15,79455782","0,26954139","0,26153274","3,06228972","28,00255966","20,61362076"
05/07/2010 2.00,,,"0,27430857","0,3171362","3,09526696","28,00255966","20,61362076"
05/07/2010 3.00,"24,50503328","19,51945504","0,26822028","0,27977467",,"28,00255966","20,61362076"
05/07/2010 4.00,"20,34302992","15,50144249",,"0,27669722","3,63655504","28,00255966","20,61362076"
05/07/2010 5.00,"20,79049528","15,59093174","0,2562103","0,26493969","3,40081342","28,00255966","20,61362076"
05/07/2010 6.00,"20,8229228","15,62984094","0,25380807","0,2852685","3,75607491","28,00255966","20,61362076"
05/07/2010 7.00,"24,07183144","18,27567036","0,25997558","0,30735672","4,3006957","28,00255966","20,61362076"
05/07/2010 8.00,"23,82023136","17,98255502","0,25981597","0,35889422","5,77498874","28,00255966","20,61362076"
05/07/2010 9.00,"19,81906544","13,87373777","0,25448843","0,34153199","5,94061024","28,00255966","20,61362076"
05/07/2010 10.00,"20,56482192","14,28876987","0,24479563","0,30680653","8,36317949","28,00255966","20,61362076"
05/07/2010 11.00,"14,99821365","9,61317654","0,2388285","0,2852685","4,02444494","28,00255966","20,61362076"
05/07/2010 12.00,"13,35883808","7,98028648","0,21960367","0,31186203","3,31557357","28,00255966","20,61362076"
05/07/2010 13.00,"13,30177253","7,87782431","0,20854898","0,22845685","3,02117546","28,00255966","20,61362076"
05/07/2010 14.00,"11,34982511","5,6729671","0,19228791","0,23636911","2,60478006","28,00255966","20,61362076"
05/07/2010 15.00,"14,89445706","9,12032604","0,19304866","0,21120446","3,90886493","28,00255966","20,61362076"
05/07/2010 16.00,"13,13186838","7,85188421","0,20398335","0,20845754","3,2631462","28,00255966","20,61362076"
05/07/2010 17.00,"15,900909","9,90759013","0,21912252","0,20812803","2,66985688","28,00255966","20,61362076"
05/07/2010 18.00,"16,59349467","10,81936174","0,23666509","0,26153274","2,16959661","28,00255966","20,61362076"
05/07/2010 19.00,"23,6425492","18,04091691","0,25348769","0,30274158","3,35672749","28,00255966","20,61362076"
05/07/2010 20.00,"40,343678","35,0403636","0,2780389","0,32197203","5,39424834","28,00255966","20,61362076"
05/07/2010 21.00,"63,2197064","57,59601728","0,40223955","0,55207642","3,3892664","28,00255966","20,61362076"
05/07/2010 22.00,"54,85552856","49,39267688","0,44693711","0,82196177","2,91595257","28,00255966","20,61362076"
05/07/2010 23.00,"48,84794808","43,37731456","0,47237022","0,87327858","2,4199993","28,00255966","20,61362076"
06/07/2010 0.00,"37,05586016","31,93540944","0,44425295","0,86415812","2,77250981","28,00255966","20,61362076"
06/07/2010 1.00,"42,78589472","37,38527864","0,43540244","0,85481799","2,66087372","27,31936073","18,81303978"
06/07/2010 2.00,"23,04462856","18,02664957","0,47693586","0,90569647","2,60129786","27,31936073","18,81303978"
06/07/2010 3.00,"28,78374512","23,89026792","0,49335653","0,45669402","2,98267794","27,31936073","18,81303978"
06/07/2010 4.00,"29,10928224","23,789104","0,54690576",,"2,75097076","27,31936073","18,81303978"
06/07/2010 5.00,"55,73877696","48,04381824","0,48626751",,"2,76646069","27,31936073","18,81303978"
06/07/2010 6.00,"31,06124304","24,5971152","0,365231",,"6,03648486","27,31936073","18,81303978"
06/07/2010 7.00,"22,54010912","16,53383262","0,26362086",,"5,17033139","27,31936073","18,81303978"
06/07/2010 8.00,"17,47543718","12,0592708","0,26017596",,"4,56989052","27,31936073","18,81303978"
06/07/2010 9.00,"15,57407172","10,4938208","0,23662548",,"5,02908839","27,31936073","18,81303978"
06/07/2010 10.00,"13,32252346","7,78184765","0,23718585",,"3,82353456","27,31936073","18,81303978"
06/07/2010 11.00,"13,27453609","7,88301157","0,22845534",,"3,58312084","27,31936073","18,81303978"
06/07/2010 12.00,"12,61697061","7,40313207","0,21651991",,"2,86059421","27,31936073","18,81303978"
06/07/2010 13.00,"11,50935283","6,04130816","0,20730709",,"2,9667324","27,31936073","18,81303978"
06/07/2010 14.00,"10,65724135","5,34742615","0,20674673",,"2,94638223","27,31936073","18,81303978"
06/07/2010 15.00,"10,3958155","5,21097245","0,22167154",,"3,01816107","27,31936073","18,81303978"
06/07/2010 16.00,"11,37576522","6,38889638","0,22064518","0,33131216","3,20081936","27,31936073","18,81303978"
06/07/2010 17.00,"26,05880096","20,31062152","0,22981722","0,24208261","11,04796593","27,31936073","18,81303978"
06/07/2010 18.00,"22,38447232","16,47676707","0,2448364","0,49823135","5,50221815","27,31936073","18,81303978"
06/07/2010 19.00,"25,2494896","19,78533776","0,2473994","0,46900175","7,2489126","27,31936073","18,81303978"
06/07/2010 20.00,"23,14451144","18,10057896","0,23854773","0,37988204","5,74740058","27,31936073","18,81303978"
06/07/2010 21.00,"22,8462012","18,17061552","0,23802698","0,28384063","4,62158666","27,31936073","18,81303978"
06/07/2010 22.00,"20,94095056","16,10842601","0,23942964","0,28417014","4,06248074","27,31936073","18,81303978"
06/07/2010 23.00,"17,86193459","12,64679972","0,24055037","0,33274003","3,58284422","27,31936073","18,81303978"
07/07/2010 0.00,"13,72069364","9,0282403","0,21407691","0,31032331","2,60817176","27,31936073","18,81303978"
07/07/2010 1.00,"14,76216578","9,58723644","0,21243426","0,38252014","2,20470142","17,48390961","9,31217003"
07/07/2010 2.00,,,"0,208069","0,30922495","2,27362554","17,48390961","9,31217003"
07/07/2010 3.00,"13,85039225","8,96598558","0,20959049","0,20395223",,"17,48390961","9,31217003"
07/07/2010 4.00,"13,84650133","8,98154926",,"0,20483092","2,17856655","17,48390961","9,31217003"
07/07/2010 5.00,"19,91244752","14,71028748","0,20998543","0,20559977","2,37459635","17,48390961","9,31217003"
07/07/2010 6.00,"24,4622236","18,80094456","0,22194765","0,20878705","3,01260927","17,48390961","9,31217003"
07/07/2010 7.00,"25,88501928","19,15112736","0,22423571","0,22812734","4,78235402","17,48390961","9,31217003"
07/07/2010 8.00,"21,78138928","15,42492042","0,20777775","0,22889619","6,31962885","17,48390961","9,31217003"
07/07/2010 9.00,"27,49586016","20,02139328","0,21568577","0,20856738","9,15551708","17,48390961","9,31217003"
07/07/2010 10.00,"32,51124648","23,98234984","0,22688492","0,28329145","15,76153719","17,48390961","9,31217003"
07/07/2010 11.00,"24,39738768","17,16416358","0,21676922","0,28340129","12,29528592","17,48390961","9,31217003"
07/07/2010 12.00,"22,12249008","15,87497081","0,21440078","0,2837308","9,08883747","17,48390961","9,31217003"
07/07/2010 13.00,"15,51570792","9,30449562","0,21034658","0,28427998","4,93830182","17,48390961","9,31217003"
07/07/2010 14.00,"11,16954646","6,09189012","0,19272362","0,24592891","2,76556573","17,48390961","9,31217003"
07/07/2010 15.00,"11,90882126","6,53675134","0,19268401","0,2080182","2,74188082","17,48390961","9,31217003"
07/07/2010 16.00,"13,11760295","6,65348085","0,19396901","0,20527026","2,27731115","17,48390961","9,31217003"
07/07/2010 17.00,"14,63765634","9,53406181","0,19360669","0,20186433","3,19224299","17,48390961","9,31217003"
07/07/2010 18.00,"14,31730265","9,07493134","0,19934781","0,2041719","3,07855968","17,48390961","9,31217003"
07/07/2010 19.00,"18,51301648","13,25378515","0,1927644","0,51262699","2,92698092","17,48390961","9,31217003"
07/07/2010 20.00,"24,86687928","19,48962784","0,20067242","0,66383251","5,19773343","17,48390961","9,31217003"
07/07/2010 21.00,"19,96432008","14,49758322","0,1975409","0,2852685","3,61673473","17,48390961","9,31217003"
07/07/2010 22.00,"16,20180809","11,19289198","0,20858044","0,26625874","2,93645427","17,48390961","9,31217003"
07/07/2010 23.00,"18,828181","13,99824721","0,19565476","0,30636718","4,15053565","17,48390961","9,31217003"
08/07/2010 0.00,"15,43140402","10,32262032","0,16293807","0,20922639","3,77669255","17,48390961","9,31217003"
08/07/2010 1.00,"11,77263906","6,76242661","0,15555197","0,19417174","3,57483026","16,46043968","5,55406284"
08/07/2010 2.00,"13,61693705","8,38364391","0,15250083","0,23076442","3,27276804","16,46043968","5,55406284"
08/07/2010 3.00,"12,5975141","7,58859798","0,15226084","0,27351096","2,67811593","16,46043968","5,55406284"
08/07/2010 4.00,"14,43273391","9,1449679","0,14884856","0,21021593","3,02390407","16,46043968","5,55406284"
08/07/2010 5.00,"19,78793808","14,24207883","0,16626997","0,23065458","4,23288113","16,46043968","5,55406284"
08/07/2010 6.00,"19,8022016","13,76090109","0,1753826","0,37636628","3,42252332","16,46043968","5,55406284"
08/07/2010 7.00,"13,41720188","7,43555577","0,15547158","0,25966553","2,60378442","16,46043968","5,55406284"
