TARANTO - TALSANO,,,,
,,,,,,,
,SO2,NO2,PM10,O3
26/02/2011 9.00,"5,815023","16,386275","29,29999","61,949478"
26/02/2011 10.00,"10,115124","21,734793","29,29999","56,680705"
26/02/2011 11.00,"10,93397","16,862601","29,29999","61,372544"
26/02/2011 12.00,"11,814214","11,578311","29,29999","71,111076"
26/02/2011 13.00,"10,291165","8,408264","29,29999","78,132236"
26/02/2011 14.00,"8,856602","9,919638","29,29999","81,434621"
26/02/2011 15.00,"7,606206","9,076019","29,29999","83,298754"
26/02/2011 16.00,"9,766638","10,841116","29,29999","85,074219"
26/02/2011 17.00,"14,493764","13,179236","29,29999","80,64983"
26/02/2011 18.00,"6,116562","6,587998","29,29999","78,269017"
26/02/2011 19.00,"2,57663","8,198658","29,29999","56,191129"
26/02/2011 20.00,"1,960911","11,400506","29,29999","51,697691"
26/02/2011 21.00,"1,026499","14,59716","29,29999","46,928645"
26/02/2011 22.00,"0,650026","20,470674","29,29999","43,452258"
26/02/2011 23.00,"1,316302","28,755638","29,29999","31,819114"
27/02/2011 0.00,"2,681357","40,308","29,29999","21,788073"
27/02/2011 1.00,,"45,772685","42,200001","15,043842"
27/02/2011 2.00,"5,487302",,"42,200001","14,913159"
27/02/2011 3.00,"5,465634","46,075738","42,200001",
27/02/2011 4.00,"5,857455","36,875767","42,200001","20,319513"
27/02/2011 5.00,"5,866483","33,340364","42,200001","26,131367"
27/02/2011 6.00,"7,568287","25,133277","42,200001","40,813809"
27/02/2011 7.00,"4,544764","14,959266","42,200001","49,897744"
27/02/2011 8.00,"5,228193","16,46415","42,200001","52,493339"
27/02/2011 9.00,"9,806362","20,756212","42,200001","52,846853"
27/02/2011 10.00,"8,006152","12,003361","42,200001","60,526645"
27/02/2011 11.00,"7,150285","9,23501","42,200001","72,586915"
27/02/2011 12.00,"8,322136","7,497807","42,200001","81,790434"
27/02/2011 13.00,"14,208476","10,159094","42,200001","78,536306"
27/02/2011 14.00,"7,950178","5,921542","42,200001","85,422688"
27/02/2011 15.00,"5,850232","4,380319","42,200001","89,256935"
27/02/2011 16.00,"4,409343","5,670403","42,200001","86,460645"
27/02/2011 17.00,"3,685285","7,885222","42,200001","83,635145"
27/02/2011 18.00,"3,169778","20,901562","42,200001","68,841724"
27/02/2011 19.00,"2,600104","28,67193","42,200001","50,432662"
27/02/2011 20.00,"1,4761","25,186488","42,200001","33,44434"
27/02/2011 21.00,"0,650026","23,707575","42,200001","35,181388"
27/02/2011 22.00,"0,650026","20,35062","42,200001","29,798817"
27/02/2011 23.00,"0,650026","25,118345","42,200001","30,418822"
28/02/2011 0.00,"0,650026","19,293495","42,200001","25,521337"
28/02/2011 1.00,"0,650026","13,663995","28,5","41,371334"
28/02/2011 2.00,"0,650026","8,432923","28,5","44,97965"
28/02/2011 3.00,"0,650026","8,598404","28,5","30,323123"
28/02/2011 4.00,"0,650026","6,404999","28,5","31,899351"
28/02/2011 5.00,"0,650026","5,488052","28,5","31,289321"
28/02/2011 6.00,"0,650026","5,384222","28,5","33,902192"
28/02/2011 7.00,"0,650026","6,632775","28,5","29,073175"
28/02/2011 8.00,"0,650026","15,08841","28,5","22,350284"
28/02/2011 9.00,"0,796282","15,006637","28,5","59,008888"
28/02/2011 10.00,"0,850451","9,571806","28,5","82,154595"
28/02/2011 11.00,"0,650026","8,427085","28,5","84,396002"
28/02/2011 12.00,"1,107752","9,451106","28,5","83,276311"
28/02/2011 13.00,"0,8342","8,016954","28,5","84,009931"
28/02/2011 14.00,"0,650026","6,003307","28,5","84,558156"
28/02/2011 15.00,"0,650026","3,48284","28,5","87,457429"
28/02/2011 16.00,"0,473075","3,299839","28,5","85,693151"
28/02/2011 17.00,"0,601274","3,797574","28,5","82,697501"
28/02/2011 18.00,"0,632872","4,799533","28,5","80,240798"
28/02/2011 19.00,"0,608497","7,673668","28,5","71,547619"
28/02/2011 20.00,"0,650026","5,349829","28,5","71,495131"
28/02/2011 21.00,"0,650026","4,451052","28,5","70,901046"
28/02/2011 22.00,"0,650026","4,315424","28,5","68,195128"
28/02/2011 23.00,"0,650026","3,020797","28,5","66,892028"
01/03/2011 0.00,"0,642803","3,154479","28,5","66,349793"
01/03/2011 1.00,,"1,791712","20,6","73,590343"
01/03/2011 2.00,"0,650026",,"20,6","86,680613"
01/03/2011 3.00,"0,646414","0,221287","20,6",
01/03/2011 4.00,"0,650026","0,702149","20,6","84,427007"
01/03/2011 5.00,"0,650026","0,531479","20,6","87,055239"
01/03/2011 6.00,"0,650026","0,658671","20,6","81,685617"
01/03/2011 7.00,"0,629262","1,756021","20,6","77,052682"
01/03/2011 8.00,"0,650026","2,898796","20,6","72,805354"
01/03/2011 9.00,"0,650026","4,522436","20,6","71,430938"
01/03/2011 10.00,"0,650026","3,027937","20,6","79,831339"
01/03/2011 11.00,"0,612108","1,650245","20,6","84,162031"
01/03/2011 12.00,"0,627202","1,988369","20,6","80,906647"
01/03/2011 13.00,"0,650026","2,645065","20,6","79,122438"
01/03/2011 14.00,"0,650026","2,728127","20,6","76,742287"
01/03/2011 15.00,"0,650026","1,92734","20,6","77,720252"
01/03/2011 16.00,"0,650026","2,450383","20,6","69,745442"
01/03/2011 17.00,"0,650026","2,500999","20,6","69,474339"
01/03/2011 18.00,"0,650026","3,322553","20,6","68,566877"
01/03/2011 19.00,"0,650026","3,584723","20,6","73,893105"
01/03/2011 20.00,"0,650026","3,188223","20,6","77,383396"
01/03/2011 21.00,"0,650026","3,07466","20,6","89,800693"
01/03/2011 22.00,"0,650026","5,95853","20,6","83,411113"
01/03/2011 23.00,"0,650026","6,159701","20,6","77,710739"
02/03/2011 0.00,"0,650026","7,359582","20,6","60,165768"
02/03/2011 1.00,"0,650026","3,585373","17,9","68,192754"
02/03/2011 2.00,"0,650026","1,432851","17,9","74,74094"
02/03/2011 3.00,"0,650026","1,464647","17,9","67,546889"
02/03/2011 4.00,"0,650026","0,378978","17,9","66,887462"
02/03/2011 5.00,"0,650026","1,539925","17,9","46,892515"
02/03/2011 6.00,"0,642803","3,148638","17,9","40,799765"
02/03/2011 7.00,"0,650026","7,46601","17,9","34,704982"
02/03/2011 8.00,"0,650026","15,589381","17,9","23,873566"
02/03/2011 9.00,"0,650026","12,355093","17,9","69,990768"
02/03/2011 10.00,,"7,175286","17,9","67,658053"
02/03/2011 11.00,,"4,686616","17,9","80,206818"
02/03/2011 12.00,"0,650026","2,810542","17,9","90,241893"
02/03/2011 13.00,"0,650026","4,835222","17,9","90,176155"
02/03/2011 14.00,"0,650026","4,871564","17,9","94,593566"
02/03/2011 15.00,"0,650026","2,695033","17,9","98,914075"
02/03/2011 16.00,"0,650026","4,005883","17,9","96,587448"
02/03/2011 17.00,"0,646414","5,204468","17,9","95,339751"
02/03/2011 18.00,"0,647317","7,195403","17,9","93,405504"
02/03/2011 19.00,"0,650026","9,536115","17,9","89,880677"
02/03/2011 20.00,"0,60669","8,577637","17,9","89,721393"
02/03/2011 21.00,"0,650026","7,131808","17,9","91,373015"
02/03/2011 22.00,"0,629262","6,021478","17,9","93,059211"
02/03/2011 23.00,"0,589538","1,990937","17,9","95,883287"
03/03/2011 0.00,"0,650026","1,389372","17,9","97,14928"
03/03/2011 1.00,,"0,604159","28,700001","98,427471"
03/03/2011 2.00,"0,650026",,"28,700001","99,261068"
03/03/2011 3.00,"0,629262","0,888394","28,700001",
03/03/2011 4.00,"0,538979","1,153808","28,700001","99,685145"
03/03/2011 5.00,"0,509186","1,459458","28,700001","97,011601"
03/03/2011 6.00,"0,573287","4,218084","28,700001","84,591671"
03/03/2011 7.00,"0,632872","9,769733","28,700001","74,257571"
03/03/2011 8.00,"0,520924","9,693807","28,700001","79,222986"
03/03/2011 9.00,"0,583218","10,900174","28,700001","77,411364"
03/03/2011 10.00,,"5,883905","28,700001","86,285744"
03/03/2011 11.00,,"3,987063","28,700001","90,28117"
03/03/2011 12.00,"0,650026","5,480264","28,700001","91,589575"
03/03/2011 13.00,"0,650026","5,168776","28,700001","93,005361"
03/03/2011 14.00,"0,650026","4,866372","28,700001","97,777603"
03/03/2011 15.00,"0,650026","3,116839","28,700001","103,457551"
03/03/2011 16.00,"0,650026","5,044179","28,700001","102,243134"
03/03/2011 17.00,"0,62565","5,989032","28,700001","98,10993"
03/03/2011 18.00,"0,594954","11,101993","28,700001","83,048199"
03/03/2011 19.00,"0,402655","22,984667","28,700001","68,291802"
03/03/2011 20.00,"0,650026","38,777154","28,700001","49,70341"
03/03/2011 21.00,"0,650026","24,762731","28,700001","47,199424"
03/03/2011 22.00,"0,632872","15,035841","28,700001","54,185855"
03/03/2011 23.00,"0,520021","9,578298","28,700001","54,121696"
04/03/2011 0.00,"0,289803","13,035825","28,700001","26,320514"
04/03/2011 1.00,"0,310568","11,442039","24,5","23,768589"
04/03/2011 2.00,"0,60669","9,865774","24,5","32,678079"
04/03/2011 3.00,"0,358417","4,758648","24,5","45,449952"
04/03/2011 4.00,"0,428836","3,558117","24,5","44,935917"
04/03/2011 5.00,"0,329527","4,396543","24,5","45,110859"
04/03/2011 6.00,"0,499256","4,780711","24,5","33,832466"
04/03/2011 7.00,"0,470366","6,235627","24,5","30,719209"
04/03/2011 8.00,"0,241954","15,31229","24,5","26,863592"
04/03/2011 9.00,"0,523632","22,317552","24,5","21,224067"
04/03/2011 10.00,"0,490228","20,739329","24,5","31,881018"
04/03/2011 11.00,"0,63197","11,939126","24,5","50,230269"
04/03/2011 12.00,"1,278384","7,394625","24,5","66,582151"
04/03/2011 13.00,"1,51131","6,453669","24,5","74,024558"
04/03/2011 14.00,"2,242589","6,348542","24,5","78,762302"
04/03/2011 15.00,"0,752946","3,200552","24,5","76,787911"
04/03/2011 16.00,"0,650026","2,852723","24,5","79,73634"
04/03/2011 17.00,"0,650026","3,504904","24,5","77,097956"
04/03/2011 18.00,"0,650026","3,966297","24,5","75,853052"
04/03/2011 19.00,"0,650026","6,311552","24,5","66,438963"
04/03/2011 20.00,"0,650026","7,232392","24,5","65,042766"
04/03/2011 21.00,"0,650026","6,467946","24,5","61,306711"
04/03/2011 22.00,"0,628359","7,758032","24,5","52,807888"
04/03/2011 23.00,"0,536271","7,880031","24,5","51,475169"
05/03/2011 0.00,"0,650026","5,343988","24,5","54,100072"
05/03/2011 1.00,,"6,181765","19,9","47,69997"
05/03/2011 2.00,"0,650026",,"19,9","46,184188"
05/03/2011 3.00,"0,650026","5,460148","19,9",
05/03/2011 4.00,"0,650026","3,920223","19,9","44,10119"
05/03/2011 5.00,"0,650026","3,156425","19,9","41,762832"
05/03/2011 6.00,"0,650026","3,824179","19,9","44,648201"
05/03/2011 7.00,"0,650026","5,05002","19,9","57,594491"
05/03/2011 8.00,"0,650026","6,125308","19,9","63,558886"
05/03/2011 9.00,"0,650026","10,603615","19,9","50,136666"
05/03/2011 10.00,"0,650026","9,273945","19,9","59,407509"
05/03/2011 11.00,"0,650026","10,090308","19,9","57,21267"
05/03/2011 12.00,"0,650026","8,930657","19,9","62,206235"
05/03/2011 13.00,"0,650026","7,092872","19,9","67,128039"
05/03/2011 14.00,"0,650026","7,846285","19,9","60,718186"
05/03/2011 15.00,"0,650026","5,916349","19,9","62,022077"
05/03/2011 16.00,"0,650026","4,602255","19,9","63,82833"
05/03/2011 17.00,"0,650026","5,075977","19,9","61,779723"
05/03/2011 18.00,"0,650026","3,633393","19,9","66,292594"
05/03/2011 19.00,"0,650026","2,229744","19,9","74,762569"
05/03/2011 20.00,"0,650026","2,409498","19,9","75,007652"
05/03/2011 21.00,"0,650026","2,410149","19,9","75,256106"
05/03/2011 22.00,"0,650026","4,56851","19,9","74,313035"
05/03/2011 23.00,"1,297343","24,07162","19,9","37,37383"
06/03/2011 0.00,"2,600104","13,901507","19,9","51,351201"
06/03/2011 1.00,"2,600104","7,881979","14,5","63,134409"
06/03/2011 2.00,"2,910671","9,85604","14,5","61,043827"
06/03/2011 3.00,"3,298881","11,465392","14,5","59,364176"
06/03/2011 4.00,"2,930533","19,318809","14,5","49,532779"
06/03/2011 5.00,"3,248323","12,646467","14,5","62,253617"
06/03/2011 6.00,"2,600104","3,036371","14,5","76,919501"
06/03/2011 7.00,"2,610937","5,881306","14,5","73,002355"
06/03/2011 8.00,"2,600104","4,163575","14,5","67,281037"
06/03/2011 9.00,"2,578436","2,414041","14,5","65,07062"
06/03/2011 10.00,"2,600104","3,028585","14,5","66,652767"
06/03/2011 11.00,"2,415929","3,538649","14,5","71,347087"
06/03/2011 12.00,"2,575727","3,121382","14,5","75,365771"
06/03/2011 13.00,"1,794793","2,155117","14,5","80,189405"
06/03/2011 14.00,"2,21099","3,875446","14,5","81,435763"
06/03/2011 15.00,"2,928728","4,741777","14,5","83,74908"
06/03/2011 16.00,"4,872485","5,028606","14,5","84,277137"
06/03/2011 17.00,"3,708759","6,159701","14,5","79,764247"
06/03/2011 18.00,"2,564893","5,951392","14,5","75,434842"
06/03/2011 19.00,"1,947369","6,643158","14,5","72,58263"
06/03/2011 20.00,"0,969622","6,369956","14,5","77,916042"
06/03/2011 21.00,"2,594686","8,512744","14,5","83,30023"
06/03/2011 22.00,"2,854697","6,580213","14,5","91,322704"
06/03/2011 23.00,"2,166753","4,259617","14,5","94,103812"
07/03/2011 0.00,"3,079497","7,894955","14,5","84,858002"
07/03/2011 1.00,,"19,488824","18,6","69,43526"
07/03/2011 2.00,"6,011837",,"18,6","56,429393"
07/03/2011 3.00,"5,773493","30,474678","18,6",
07/03/2011 4.00,"4,258572","13,140298","18,6","73,563631"
07/03/2011 5.00,"3,604935","7,656797","18,6","83,992214"
07/03/2011 6.00,"2,321134","2,16485","18,6","89,396744"
07/03/2011 7.00,"2,158627","2,898796","18,6","87,100026"
07/03/2011 8.00,"2,901643","6,907924","18,6","80,465995"
07/03/2011 9.00,"2,765319","3,417947","18,6","85,940175"
07/03/2011 10.00,"0,668985","2,026628","18,6","88,419397"
07/03/2011 11.00,"1,524852","1,889702","18,6","89,050696"
07/03/2011 12.00,"2,666912","2,354341","18,6","89,112879"
07/03/2011 13.00,"3,165265","2,449085","18,6","90,549183"
07/03/2011 14.00,"2,616354","1,587296","18,6","91,062872"
07/03/2011 15.00,"3,354856","1,399106","18,6","91,185885"
07/03/2011 16.00,"2,485446","1,292032","18,6","90,989859"
07/03/2011 17.00,"0,853159","1,626883","18,6","87,926674"
07/03/2011 18.00,"0,650026","2,939031","18,6","85,652908"
07/03/2011 19.00,"0,650026","4,033786","18,6","83,481889"
07/03/2011 20.00,"0,650026","4,587328","18,6","82,033424"
07/03/2011 21.00,"0,650026","3,111648","18,6","86,129421"
07/03/2011 22.00,"0,650026","2,091521","18,6","85,948949"
07/03/2011 23.00,"1,402973","1,440638","18,6","85,266958"
08/03/2011 0.00,"2,619965","0,523043","18,6","86,409252"
08/03/2011 1.00,"2,600104","0,123947",14,"86,773566"
08/03/2011 2.00,"2,415929","0,231669",14,"85,940852"
08/03/2011 3.00,"2,600104","0,080468",14,"83,752253"
08/03/2011 4.00,"1,625064","0,000648",14,"90,236901"
08/03/2011 5.00,"1,145671",,14,"89,140589"
08/03/2011 6.00,"1,52756","0,006489",14,"87,744848"
08/03/2011 7.00,"0,650026","0,583393",14,"83,715084"
08/03/2011 8.00,"0,650026","2,003265",14,"80,995901"
08/03/2011 9.00,"0,650026","2,184318",14,"80,416657"
08/03/2011 10.00,"0,650026","0,659319",14,"85,959764"
08/03/2011 11.00,"0,561469","0,181776",14,"85,91745"
08/03/2011 12.00,"0,632872","0,086958",14,"86,791815"
08/03/2011 13.00,"0,552522","0,035043",14,"85,512322"
08/03/2011 14.00,"0,649123","0,038286",14,"88,538361"
08/03/2011 15.00,"0,54891",,14,"88,932393"
08/03/2011 16.00,"0,626552",,14,"90,507943"
08/03/2011 17.00,"1,059","0,453607",14,"90,137533"
08/03/2011 18.00,"2,586561","2,774851",14,"87,061502"
08/03/2011 19.00,"2,600104","7,833307",14,"79,990844"
08/03/2011 20.00,"2,903448","10,965721",14,"75,168229"
08/03/2011 21.00,"14,854891","28,134602",14,"54,897812"
08/03/2011 22.00,"14,705931","21,510917",14,"62,08877"
08/03/2011 23.00,"7,943858","19,843155",14,"64,559198"
09/03/2011 0.00,"7,99622","11,434898",14,"75,840084"
09/03/2011 1.00,,"4,671042","17,9","82,961457"
09/03/2011 2.00,"2,306689",,"17,9","79,081738"
09/03/2011 3.00,"2,489058","10,939112","17,9",
09/03/2011 4.00,"6,160801","7,024732","17,9",
09/03/2011 5.00,"17,354779","21,539464","17,9",
09/03/2011 6.00,"7,048266","9,9722","17,9",
09/03/2011 7.00,"8,255329","21,498585","17,9",
09/03/2011 8.00,"22,262476","20,8873","17,9",
09/03/2011 9.00,"16,490786",,"17,9",
09/03/2011 10.00,"9,843378",,"17,9",
09/03/2011 11.00,"2,854697","4,444564","17,9",
09/03/2011 12.00,"2,804139","4,424446","17,9",
09/03/2011 13.00,"2,600104","4,218732","17,9",
09/03/2011 14.00,"2,638925","3,519829","17,9",
09/03/2011 15.00,"2,700316","3,488681","17,9",
09/03/2011 16.00,"1,987996","2,839094","17,9",
09/03/2011 17.00,"1,421932","2,539935","17,9",
09/03/2011 18.00,"0,891077","4,326456","17,9",
09/03/2011 19.00,"0,650026","7,277818","17,9",
09/03/2011 20.00,"0,650026","9,672393","17,9",
09/03/2011 21.00,"0,650026","10,821658","17,9",
09/03/2011 22.00,"0,650026","20,754263","17,9",
09/03/2011 23.00,"0,650026","22,634887","17,9",
10/03/2011 0.00,"0,650026","17,246122","17,9",
10/03/2011 1.00,"0,650026","8,082498",28,
10/03/2011 2.00,"0,650026","6,053277",28,
10/03/2011 3.00,"0,650026","7,535446",28,
10/03/2011 4.00,"0,525437","4,975393",28,
10/03/2011 5.00,"0,495645","3,25766",28,
10/03/2011 6.00,"0,549814","4,271947",28,
10/03/2011 7.00,"0,565161","3,678818",28,
10/03/2011 8.00,"0,530855","14,329153",28,
10/03/2011 9.00,"2,464681","36,333258",28,
10/03/2011 10.00,"6,136424","25,323425",28,
10/03/2011 11.00,"7,229732","20,730897",28,
10/03/2011 12.00,"3,828833","8,020201",28,
10/03/2011 13.00,"3,58417","6,748287",28,
10/03/2011 14.00,"5,360908","7,090275",28,
10/03/2011 15.00,"3,797235","5,990328",28,
10/03/2011 16.00,"1,445405","5,219393",28,
10/03/2011 17.00,"0,704346",,28,
10/03/2011 18.00,"0,650026","8,478348",28,
10/03/2011 19.00,"0,650026","11,111729",28,"91,892115"
10/03/2011 20.00,"0,632872","12,055278",28,"82,493666"
10/03/2011 21.00,"0,597662","12,065012",28,"79,845883"
10/03/2011 22.00,"0,648221","21,416828",28,"66,543582"
10/03/2011 23.00,"0,646414","33,535044",28,"57,149208"
11/03/2011 0.00,"0,650026","27,915907",28,"54,892645"
11/03/2011 1.00,,"25,270216",41,"40,983763"
11/03/2011 2.00,"0,650026",,41,"52,103774"
11/03/2011 3.00,"0,628359","11,431003",41,
11/03/2011 4.00,"0,594954","8,652264",41,"66,435196"
11/03/2011 5.00,"0,607593","8,048753",41,"62,87532"
11/03/2011 6.00,"0,513701","7,005264",41,"50,668593"
11/03/2011 7.00,"0,534466","8,133117",41,"47,159208"
11/03/2011 8.00,"0,650026","11,880069",41,"63,388453"
11/03/2011 9.00,"4,180028","32,033417",41,"51,870898"
11/03/2011 10.00,"6,329627","27,285137",41,"73,14893"
11/03/2011 11.00,"5,962181","16,710746",41,"92,772904"
11/03/2011 12.00,"10,796746","16,261038",41,"101,197316"
11/03/2011 13.00,"2,419541","7,594498",41,"117,900053"
11/03/2011 14.00,"1,126712","7,048095",41,"122,01127"
11/03/2011 15.00,"0,650026","7,17269",41,"123,456569"
11/03/2011 16.00,"1,87695","11,165589",41,"116,731222"
11/03/2011 17.00,"1,30276","10,322616",41,"114,247426"
11/03/2011 18.00,"0,650026","16,765257",41,"105,975859"
11/03/2011 19.00,"0,658152","25,660876",41,"89,601295"
11/03/2011 20.00,"0,650026","25,054102",41,"76,688323"
11/03/2011 21.00,"0,650026","28,154085",41,"56,031251"
11/03/2011 22.00,"0,650026","26,114478",41,"42,074273"
11/03/2011 23.00,"0,624747","21,43176",41,"45,35028"
12/03/2011 0.00,"0,566064","20,718565",41,"31,48132"
12/03/2011 1.00,"0,650026","19,860669",31,"26,122071"
12/03/2011 2.00,"0,650026","15,155248",31,"32,261943"
12/03/2011 3.00,"0,591343","13,333685",31,"37,418541"
12/03/2011 4.00,"0,537174","13,283721",31,"39,153093"
12/03/2011 5.00,"0,598565","10,93781",31,"36,278994"
12/03/2011 6.00,"0,650026","8,71002",31,"36,142518"
12/03/2011 7.00,"0,535368","7,317404",31,"45,049353"
12/03/2011 8.00,"0,575092","12,106544",31,"38,380668"
12/03/2011 9.00,"0,650026","20,978788",31,"72,550492"
12/03/2011 10.00,"0,650026","7,377106",31,"112,743413"
12/03/2011 11.00,"0,650026","6,94102",31,"122,566694"
12/03/2011 12.00,"0,650026","8,115594",31,"112,119816"
12/03/2011 13.00,"0,687944","6,482223",31,"115,420329"
12/03/2011 14.00,"0,652734","6,17268",31,"127,908203"
12/03/2011 15.00,"0,650026","4,161627",31,"123,505602"
