,SIMAGE Brindisi,,,,
,SISRI.,,,,
Parm,SO2,NO2,PM10,CO,NOX



07/12/2010 18.00,"0,76739159","15,30255625","9,76801014","0,26220539","17,82191643"
07/12/2010 19.00,"0,71683448","15,78017576",,"0,27922604","18,30492205"
07/12/2010 20.00,"0,65363709","19,67637288","22,71062088","0,33565165","22,7595876"
07/12/2010 21.00,"0,6734991","20,57061528",,"0,33382376","23,66983344"
07/12/2010 22.00,"0,67711046","21,5861932","29,05982971","0,37843161","25,22646912"
07/12/2010 23.00,"0,77280813","18,03652314",,"0,33360474","21,81108264"
08/12/2010 0.00,"0,65183191","15,36745335","27,10622025","0,33016916","18,79829835"
08/12/2010 1.00,,"15,0455758",,"0,31656429","18,0358635"
08/12/2010 2.00,"1,04365252",,"31,25761986","0,29519469",
08/12/2010 3.00,"0,7764195","14,53551921",,,"17,85886966"
08/12/2010 4.00,"0,66627636","13,36353969","29,30401993","0,1714682","16,12329372"
08/12/2010 5.00,"0,65002572","10,49653584",,"0,16706566","13,15978167"
08/12/2010 6.00,"0,65002572","11,69577474","24,42000961","0,1676004","14,37928778"
08/12/2010 7.00,"0,65002572","12,56534661",,"0,17182469","15,53072094"
08/12/2010 8.00,"0,71141693","9,47965776","21,48962021","0,18354575","12,16589348"
08/12/2010 9.00,"0,65002572","8,40956298",,"0,20042311","11,18950965"
08/12/2010 10.00,"0,662665","8,5666051","23,19902039","0,18269297","11,21868486"
08/12/2010 11.00,"0,65002572","13,03127615",,"0,1786679","16,21924553"
08/12/2010 12.00,"0,78003086","7,2538087","21,97801971","0,17763571","9,34631106"
08/12/2010 13.00,"0,93892593","7,93778654",,"0,18283161","10,17228167"
08/12/2010 14.00,"1,44811342","10,24993946","24,42000961","0,18725395","12,57628516"
08/12/2010 15.00,"0,91725874","12,39337942",,"0,21178652","14,89535952"
08/12/2010 16.00,"0,69245801","10,24150754","13,43101025","0,21061686","12,53868377"
08/12/2010 17.00,"0,65363709","9,83657271",,"0,20879247","12,25925262"
08/12/2010 18.00,"0,70600038","7,72623139","14,65200996","0,19699218","10,02900213"
08/12/2010 19.00,"0,65002572","9,59711574",,"0,2141072","11,95259267"
08/12/2010 20.00,"0,65002572","10,40438891","17,58241081","0,22422173","12,69039141"
08/12/2010 21.00,"0,65002572","12,92615057",,"0,23296738","15,31158662"
08/12/2010 22.00,"0,65002572","12,31160891","23,44322014","0,21801344","14,88433684"
08/12/2010 23.00,"0,65363709","14,21559381",,"0,21755793","16,9751987"
09/12/2010 0.00,"0,73940477","11,4783727","19,04759979","0,21398837","13,82561464"
09/12/2010 1.00,"0,65002572","11,01828049",,"0,20246535","13,43856274"
09/12/2010 2.00,"0,69336111","9,30898882","20,26861954","0,17063522","11,76911715"
09/12/2010 3.00,"0,7249593","8,16426486",,"0,17150781","10,68316616"
09/12/2010 4.00,"0,65002572","10,26810538","22,22220993","0,16932693","13,59870039"
09/12/2010 5.00,"0,92267528","11,38038652",,"0,17035679","14,42337467"
09/12/2010 6.00,"0,74933577","13,06243219","17,09399986","0,17364908","16,83451183"
09/12/2010 7.00,"0,7980877","15,64909095",,"0,20591608","19,62555192"
09/12/2010 8.00,"1,28831526","21,83928464","21,48962021","0,21281754","27,90925368"
09/12/2010 9.00,"1,29644007","22,37789504",,"0,22299265","27,968258"
09/12/2010 10.00,"1,14837911","18,9891561","14,16361046","0,21874856","22,95472632"
09/12/2010 11.00,"1,33435892","17,11438466",,"0,20594404","20,80745472"
09/12/2010 12.00,,"12,47449028","22,46640968","0,21099315","15,54757714"
09/12/2010 13.00,,"14,54460121",,"0,18711648","17,7493025"
09/12/2010 14.00,"1,29856357","20,7717768","20,02441978","0,21238183","24,49191696"
09/12/2010 15.00,"1,08905954","22,6426688",,"0,21343266","26,84470944"
09/12/2010 16.00,"1,02945927","28,2546756","14,65200996","0,23879821","34,55850136"
09/12/2010 17.00,"0,73777858","31,2053696",,"0,25930454","39,13311432"
09/12/2010 18.00,"0,34224999","28,6005564","28,57142067","0,25428688","36,78034096"
09/12/2010 19.00,"1,0402954","37,31510824",,"0,38206525","52,35709904"
09/12/2010 20.00,"0,61586978","42,30412808","35,16482162","0,4012027","57,14371456"
09/12/2010 21.00,"0,76938491","33,82188424",,"0,30061427","40,847968"
09/12/2010 22.00,"0,51834151","24,4765636","45,42124176","0,20754242","28,645106"
09/12/2010 23.00,"0,38559555","13,4673632",,"0,19193492","15,86525785"
10/12/2010 0.00,,,,,
10/12/2010 1.00,"0,76873708","17,89266426",,"0,19794049","20,79506496"
10/12/2010 2.00,"0,66463289",,"27,35042","0,17331239",
10/12/2010 3.00,"0,40094717","11,2973235",,,"13,49756133"
10/12/2010 4.00,"0,53279003","9,10587132","27,59461975","0,1501487","11,11365678"
10/12/2010 5.00,"0,89219783","7,57568051",,"0,14368761","9,88701701"
10/12/2010 6.00,"0,51834151","6,60552024","21,73381996","0,14081355","8,80301052"
10/12/2010 7.00,"0,4298442","10,45955202",,"0,13607783","12,74679732"
10/12/2010 8.00,"0,53369312","10,02152047","13,18680954","0,143648","12,25601178"
10/12/2010 9.00,"0,06863021","10,01892398",,"0,13615705","12,44921364"
10/12/2010 10.00,"0,72965174","10,39206034","22,46640968","0,14202282","12,71049035"
10/12/2010 11.00,"0,61406358","10,56012896",,"0,1528247","13,0735543"
10/12/2010 12.00,"0,05598788","9,2973065","34,18803024","0,15292256","11,70882223"
10/12/2010 13.00,"0,43706897","7,65290237",,"0,14265658","9,96351995"
10/12/2010 14.00,"0,17157604","5,86378661","33,21123123","0,13920818","8,1423629"
10/12/2010 15.00,"0,81543975","6,86768986",,"0,14281502","9,00593682"
10/12/2010 16.00,"0,42803801","6,55295745","22,22220993","0,14012038","8,18061437"
10/12/2010 17.00,"0,37927388","7,10325399",,"0,13924779","8,4542101"
10/12/2010 18.00,"2,64318097","7,8839255","23,44322014","0,13936662","9,82542575"
10/12/2010 19.00,,"5,18954084",,"0,14083336","6,50533335"
10/12/2010 20.00,"0,97708275","6,92025456","16,84980965","0,14190399","8,83024122"
10/12/2010 21.00,"5,30893832","9,61204082",,"0,13175568","11,42420574"
10/12/2010 22.00,"2,38130143","5,41212632","15,62880993","0,12939888","7,27489997"
10/12/2010 23.00,"1,78710494","4,67039269",,"0,13621646","6,95916376"
11/12/2010 0.00,"5,18702849","6,96373344","16,11721039","0,1310427","9,41049498"
11/12/2010 1.00,"2,4399986","6,39072234",,"0,1367512","8,73623392"
11/12/2010 2.00,"1,2389633","3,18887184","8,79120922","0,13643315","5,16199466"
11/12/2010 3.00,"3,53086433","6,96892452",,"0,14047687","8,65259922"
11/12/2010 4.00,"1,71395925","4,29011501","10,25640965","0,13873286","5,89006896"
11/12/2010 5.00,"1,90449929","4,23495763",,"0,13472876","6,0942935"
11/12/2010 6.00,"2,62512006","4,84495638","12,69841003","0,13651237","6,79254252"
11/12/2010 7.00,"8,48220002","12,24346714",,"0,13913013","14,78968137"
11/12/2010 8.00,"5,02267621","9,05590311","13,67521","0,14182477","11,31852758"
11/12/2010 9.00,"1,59475872","6,51272323",,"0,13286709","8,17737353"
11/12/2010 10.00,"1,3626783","4,85274395","10,50061035","0,135839","6,80032245"
11/12/2010 11.00,"1,30036976","4,23236114",,"0,13282748","6,36529465"
11/12/2010 12.00,"1,23715711","3,46856302","16,11721039","0,1312023","5,6339795"
11/12/2010 13.00,"0,68991856","2,91891465",,"0,12949674","5,17625818"
11/12/2010 14.00,"0,03973317","2,83779805","11,72161007","0,12749527","5,00250709"
11/12/2010 15.00,"0,05418169","2,77614752",,"0,12028159","4,45855838"
11/12/2010 16.00,"0,04876413","3,86571219","7,32600689","0,12267916","5,97629634"
11/12/2010 17.00,"2,09142694","9,06433886",,"0,12820825","10,67149531"
11/12/2010 18.00,"1,76091719","8,39593616","9,76801014","0,13532407","10,32399122"
11/12/2010 19.00,"1,24528396","8,26614769",,"0,14731542","10,50357774"
11/12/2010 20.00,"0,23930417","15,90931606","5,61660624","0,32683493","18,40800562"
11/12/2010 21.00,"0,01444852","20,61214392",,"0,32970898","23,22055168"
11/12/2010 22.00,"0,22214636","23,91391936","5,86080599","0,33777544","28,11477456"
11/12/2010 23.00,"0,09752725","36,55845336",,"0,38964124","41,3166948"
12/12/2010 0.00,,"20,32402464","9,76801014","0,33456354","23,62251144"
12/12/2010 1.00,,"17,92036149",,"0,33198656","21,07197992"
12/12/2010 2.00,"0,13364906",,"7,57020807","0,29881085",
12/12/2010 3.00,"0,00902994","18,05339845",,,"21,3040776"
12/12/2010 4.00,"0,11017059","15,23700906","21,97801971","0,27492602","18,57462686"
12/12/2010 5.00,"0,13997073","13,32978906",,"0,23454596","16,02798817"
12/12/2010 6.00,"0,00180619","16,3492883","20,75702095","0,23327611","19,5672168"
12/12/2010 7.00,,"18,35579654",,"0,24630081","21,3844772"
12/12/2010 8.00,"0,16796467","21,9781532","11,72161007","0,26465655","27,094952"
12/12/2010 9.00,"0,02618775","31,66287296",,"0,3253146","40,65085992"
12/12/2010 10.00,"0,71159083","27,88931152","13,18680954","0,27882994","34,20193248"
12/12/2010 11.00,"1,04932535","18,49467466",,"0,22846","22,15145688"
12/12/2010 12.00,"0,89219783","13,75938678","11,96580982","0,21408856","16,84099351"
12/12/2010 13.00,"1,14685361","10,78531476",,"0,21270104","13,82496647"
12/12/2010 14.00,"0,81273047","10,23436622","7,08180714","0,20263078","13,30695214"
12/12/2010 15.00,"1,30036976","10,30445058",,"0,22336545","13,10986126"
12/12/2010 16.00,"1,21729001","13,4199934","4,63980484","0,26257586","16,26851968"
12/12/2010 17.00,"0,54904474","14,27269951",,"0,27363753","17,34668883"
12/12/2010 18.00,"0,93825267","14,09488351","3,90720391","0,29788002","17,26370421"
12/12/2010 19.00,"1,41595791","18,23834238",,"0,28636283","21,38512728"
12/12/2010 20.00,"1,09808948","16,1130779","14,16361046","0,30259827","19,42588176"
12/12/2010 21.00,"0,92651344","19,3635888",,"0,33395774","22,94759456"
12/12/2010 22.00,"0,90664635","15,68218002","13,67521","0,26424064","18,6050984"
12/12/2010 23.00,"0,6628267","18,54463905",,"0,29754333","22,82830488"
13/12/2010 0.00,"0,8614946","27,57975872","10,25640965","0,40096038","35,09338336"
13/12/2010 1.00,"0,93373719","29,73811992",,"0,39021559","42,0713612"
13/12/2010 2.00,"0,95721667","29,2520704","17,82661057","0,2542298","37,3041716"
13/12/2010 3.00,"0,83440375","28,83156424",,"0,24766852","36,09181064"
13/12/2010 4.00,"0,72242697","27,14498904","12,69841003","0,23131425","33,44726608"
13/12/2010 5.00,"0,67800949","24,52143824",,"0,23206101","30,43967096"
13/12/2010 6.00,"0,89039164","21,38956312","15,87300968","0,22556614","25,79180928"
13/12/2010 7.00,"0,62128733","20,34802024",,"0,22401902","24,49321712"
13/12/2010 8.00,"1,1838775","24,17221144","9,03540897","0,23321786","28,43052224"
13/12/2010 9.00,"5,36131382","23,31106576",,"0,22685463","27,0443796"
13/12/2010 10.00,"1,46923651","21,03395024","10,50061035","0,2044144","25,0579072"
13/12/2010 11.00,"1,59295253","26,58754544",,"0,20697157","31,02577544"
13/12/2010 12.00,"1,75278933","22,19749784","13,67521","0,20241176","26,09522456"
13/12/2010 13.00,"2,6206056","18,81135349",,"0,20473244","22,37835392"
13/12/2010 14.00,"2,55468366","19,86067056","7,57020807","0,21367149","23,42217208"
13/12/2010 15.00,"2,72806691","20,238998",,"0,21182962","23,91036304"
13/12/2010 16.00,"2,76057531","19,99953912","4,88400507","0,22390019","23,25361016"
13/12/2010 17.00,"3,48751776","22,39865936",,"0,22925336","25,82876824"
13/12/2010 18.00,"4,27044911","22,74909072","4,1514039","0,22241481","25,99279872"
13/12/2010 19.00,"6,40431851","29,34552896",,"0,21355266","32,93834904"
13/12/2010 20.00,"2,78405479","13,61467324","9,27960968","0,21008445","16,29899122"
13/12/2010 21.00,"2,66575735","11,06825443",,"0,21363188","13,93323921"
13/12/2010 22.00,"1,30217494","9,5049669","13,91940975","0,24562627","12,00057049"
13/12/2010 23.00,"1,26695724","12,35119687",,"0,26768904","14,96083978"
14/12/2010 0.00,"1,112538","8,29794616","7,57020807","0,25428921","10,8893333"
14/12/2010 1.00,,"10,77168411",,"0,30830677","13,75235445"
14/12/2010 2.00,"1,27056963",,"19,53602028","0,2693748",
14/12/2010 3.00,"1,10531425","16,85480962",,,"20,01714864"
14/12/2010 4.00,"0,55807468","16,92489398","12,69841003","0,22026422","20,15848368"
14/12/2010 5.00,"1,02945927","17,05727895",,"0,20032758","20,10791128"
14/12/2010 6.00,"1,26244176","13,58417684","7,32600689","0,20679449","16,38586677"
14/12/2010 7.00,"0,93644648","17,5809681",,"0,21818819","20,84896424"
14/12/2010 8.00,"0,97798585","19,11180899","5,37240601","0,22008598","22,22860608"
14/12/2010 9.00,"1,0592594","21,83473408",,"0,21980987","25,5240528"
14/12/2010 10.00,"0,5391117","16,14098163","11,47741032","0,21003902","19,18535216"
14/12/2010 11.00,"0,20950403","19,01122823",,"0,17760076","22,2221244"
14/12/2010 12.00,"0,30071063","14,01636914","16,60560989","0,17000496","17,21637647"
14/12/2010 13.00,"0,52917764","12,37650602",,"0,16779029","15,44189898"
14/12/2010 14.00,"0,44790511","11,7600103","9,03540897","0,16810601","14,58740324"
14/12/2010 15.00,"0,29980753","12,92096331",,"0,16955061","15,32585014"
14/12/2010 16.00,"0,22937113","10,83074197","4,88400507","0,17279397","13,59999673"
14/12/2010 17.00,"0,20950403","9,76973302",,"0,16349843","12,24369276"
14/12/2010 18.00,,"8,66264869","5,37240601","0,14684243","11,09615051"
14/12/2010 19.00,"0,03160633","8,01955131",,"0,15596205","10,34409017"
14/12/2010 20.00,"0,14448519","8,63149838","9,52380943","0,15914599","11,47996157"
14/12/2010 21.00,"0,2510434","6,7164889",,"0,16393298","8,80949411"
14/12/2010 22.00,,"5,94165854","7,32600689","0,16294389","7,87784534"
14/12/2010 23.00,"0,03612181","6,39526525",,"0,16345882","8,79523059"
15/12/2010 0.00,,"5,45430695","7,57020807","0,16464479","7,39419156"
15/12/2010 1.00,"0,05960027","6,00979649",,"0,16579232","8,31935865"
15/12/2010 2.00,,"5,15904253","5,12820482","0,16502109","7,15366196"
15/12/2010 3.00,,"6,31804148",,"0,16561407","8,29666703"
15/12/2010 4.00,"0,79828195","6,291436","3,66300392","0,19344359","8,50802142"
15/12/2010 5.00,"0,41720188","6,26158394",,"0,17860965","8,21432866"
15/12/2010 6.00,"0,53640241","6,11687231","9,76801014","0,18371235","8,20460423"
15/12/2010 7.00,"1,35545455","8,7171579",,"0,20434217","10,88868513"
15/12/2010 8.00,"1,35906693","11,37844393","6,10500622","0,22079896","14,17312064"
15/12/2010 9.00,"1,89998381","31,9646248",,"0,31265455","36,17416048"
15/12/2010 10.00,"1,03848921","43,2100528","8,54700947","0,2870595","51,5032572"
15/12/2010 11.00,"0,22937113","36,99324216",,"0,27677488","43,02957912"
15/12/2010 12.00,"0,70978464","30,39225336","15,38461018","0,24777803","35,32743128"
15/12/2010 13.00,"1,4520787","21,79905616",,"0,2301143","25,86895848"
15/12/2010 14.00,"1,57579472","20,28897768","9,52380943","0,21561704","23,82090056"
15/12/2010 15.00,"1,41595791","14,66205537",,"0,21266959","17,95222879"
15/12/2010 16.00,"1,04210159","13,14290254","6,10500622","0,21429127","16,19979666"
15/12/2010 17.00,"1,61733408","9,84695678",,"0,222282","12,74679732"
15/12/2010 18.00,"2,91499456","13,28890859","3,66300392","0,21984948","16,22702546"
15/12/2010 19.00,"1,53154607","7,44005279",,"0,23418947","9,84682103"
15/12/2010 20.00,"8,15169028","10,02476514","3,41880298","0,23907431","13,05993894"
15/12/2010 21.00,"9,96769124","10,61529207",,"0,22952131","13,50274858"
15/12/2010 22.00,"3,12630478","6,15256362","6,59340715","0,22683133","8,60332506"
15/12/2010 23.00,"3,03780748","6,02212698",,"0,2305104","8,24480021"
16/12/2010 0.00,"1,79613489","5,06429719","13,18680954","0,24146839","7,46875"
16/12/2010 1.00,,"5,26871294",,"0,25254521","7,57831716"
16/12/2010 2.00,"2,5637136",,"11,23320961","0,2555311",
16/12/2010 3.00,"3,44959078","10,71912514",,,"13,14875899"
16/12/2010 4.00,"6,55331918","11,86514544","13,18680954","0,26601377","14,45773714"
16/12/2010 5.00,"6,7465685","12,06436246",,"0,27232458","14,86229339"
16/12/2010 6.00,"5,23127714","12,15197221","12,45421028","0,27096036","14,78514228"
16/12/2010 7.00,"6,86576903","13,81130332",,"0,27709292","16,70225114"
16/12/2010 8.00,"6,00337134","23,00151296","11,72161007","0,27697409","26,97243104"
16/12/2010 9.00,"2,63505615","21,41810928",,"0,25926027","25,07383416"
16/12/2010 10.00,"2,03002048","22,55246064","16,11721039","0,26639007","26,66186488"
16/12/2010 11.00,"2,73619375","21,56932936",,"0,22781459","25,479312"
16/12/2010 12.00,"2,62692626","18,10142024","16,11721039","0,22006035","22,09180248"
16/12/2010 13.00,"2,70278123","11,34728789",,"0,24395683","16,04679078"
16/12/2010 14.00,"2,11761469","6,7735946","11,96580982","0,26985245","10,52886202"
16/12/2010 15.00,"2,58448379","7,94362579",,"0,27608403","11,49941234"
16/12/2010 16.00,"2,57816314","8,81060498","7,81440783","0,27436216","11,96620802"
16/12/2010 17.00,"1,49723045","6,02602172",,"0,26921869","8,53914114"
16/12/2010 18.00,"2,52127114","4,67882843","7,57020807","0,2648278","6,60452791"
16/12/2010 19.00,"1,72840777","7,65744528",,"0,28884311","9,35603549"
16/12/2010 20.00,"1,19922911","21,3778808","8,30280876","0,35606361","23,42412232"
16/12/2010 21.00,"0,94908881","23,30263384",,"0,35551024","25,92666264"
16/12/2010 22.00,"0,46596601","18,80810882","7,81440783","0,35719133","21,36308192"
16/12/2010 23.00,"0,43706897","14,46607537",,"0,3553716","16,28667221"
17/12/2010 0.00,"0,94457333","16,08063318","11,96580982","0,33877385","18,32307458"
17/12/2010 1.00,"0,98250133","6,63796688",,"0,3291591","8,0314994"
17/12/2010 2.00,"0,64747508","4,8780531","13,91940975","0,33175123","6,41716147"
17/12/2010 3.00,"0,19505552","6,56528602",,"0,31398614","8,17542902"
17/12/2010 4.00,"0,72603935","5,7826681","10,98900986","0,31268134","6,7303031"
17/12/2010 5.00,"0,27813425","6,69442442",,"0,3142238","7,73197122"
17/12/2010 6.00,"0,37566251","9,55234053","9,76801014","0,3208911","11,24980457"
17/12/2010 7.00,"0,59780887","17,51543048",,"0,35101916","20,82950008"
17/12/2010 8.00,"1,67151679","48,03618936","5,61660624","0,49135623","96,96732856"
17/12/2010 9.00,"1,28321195","34,67977952",,"0,46939714","58,68608672"
17/12/2010 10.00,"1,33649055","26,53498456","9,27960968","0,41028737","46,91631184"
17/12/2010 11.00,"1,32204203","13,84828905",,"0,31877429","23,63157432"
17/12/2010 12.00,"1,46110966","10,15390162","17,09399986","0,3177456","16,66464784"
17/12/2010 13.00,"1,66700131","9,88848734",,"0,33133649","15,28241142"
17/12/2010 14.00,"1,3816423","7,96114736","16,84980965","0,32466919","12,12634567"
17/12/2010 15.00,"3,2644683","18,6679401",,"0,43236412","26,51404816"
17/12/2010 16.00,"3,8568586","31,6953196","9,27960968","0,54480759","39,49295272"
17/12/2010 17.00,"1,69589835","61,54573128",,"0,61740923","98,429282"
17/12/2010 18.00,"1,17213827","60,8533196","5,86080599","0,52718114","86,3606424"
17/12/2010 19.00,"0,85427085","51,20234664",,"0,54546116","60,79249888"
17/12/2010 20.00,"1,21006626","19,47196096","26,37360954","0,46103011","22,18126496"
17/12/2010 21.00,"1,50084284","26,41883056",,"0,50288856","29,23184144"
17/12/2010 22.00,"0,74590645","21,97685304","36,14162064","0,45867565","24,03095288"
17/12/2010 23.00,"1,07099863","11,97546019",,"0,41701292","14,11995748"
18/12/2010 0.00,"0,85788221","6,86833994","31,74603081","0,35970307","8,14366114"
18/12/2010 1.00,,"7,15192395",,"0,31988221","8,51774586"
18/12/2010 2.00,"1,05113154",,"21,24542046","0,29632125",
18/12/2010 3.00,"1,27418099","6,34205238",,,"7,58674526"
18/12/2010 4.00,"1,19110226","3,87414794","19,78022003","0,17860382","5,03492314"
18/12/2010 5.00,"1,25070253","2,34590354",,"0,1757787","3,6319396"
18/12/2010 6.00,"1,16220523","3,46791486","11,96580982","0,18237609","4,53635766"
18/12/2010 7.00,"1,21909621","2,43091489",,"0,17143325","3,81476695"
18/12/2010 8.00,"1,28411505","3,92865906","8,30280876","0,17982824","5,3389885"
18/12/2010 9.00,"1,25431492","3,09802125",,"0,17836616","5,29230893"
18/12/2010 10.00,"1,30036976","3,02858506","10,50061035","0,17504824","4,66861644"
18/12/2010 11.00,"1,30398113","1,82480706",,"0,17741785","3,93535679"
18/12/2010 12.00,,,,,
