,SIMAGE Brindisi,,,,
,SISRI.,,,,
Parm,SO2,NO2,PM10,CO,NOX



07/07/2010 13.00,,"2,55581438",,"0,11949522","3,4562421"
07/07/2010 14.00,,"2,39262709","42,97924042","0,0957863","3,32398332"
07/07/2010 15.00,,"1,9932275",,"0,11697299","2,92170617"
07/07/2010 16.00,,"3,21020402","25,88521957","0,34227467","4,12066783"
07/07/2010 17.00,,"6,94426546",,"0,31945815","8,09179432"
07/07/2010 18.00,,"5,89298858","18,07081032","0,29073274","6,99935974"
07/07/2010 19.00,,"5,08700984",,"0,29937704","6,08845808"
07/07/2010 20.00,,"3,59445675","15,38461018","0,30630763","4,24525758"
07/07/2010 21.00,,"3,26739386",,"0,30143793","3,8808973"
07/07/2010 22.00,,,,,
07/07/2010 23.00,,"3,24727579",,"0,32443386","3,85907564"
08/07/2010 0.00,,"4,37837293","19,04759979","0,36926539","5,10170165"
08/07/2010 1.00,,"2,89295734",,"0,30878791","3,68186001"
08/07/2010 2.00,,"2,75473312","17,82661057","0,35401787","3,53209687"
08/07/2010 3.00,,"2,66193611",,"0,27318784","3,38687091"
08/07/2010 4.00,"0,84704608","3,77615985","10,01220989","0,22556847","4,60961977"
08/07/2010 5.00,"1,09447709","5,22912689",,"0,19981614","5,98796718"
08/07/2010 6.00,"0,9138701","8,34142504","15,87300968","0,22044363","9,27110445"
08/07/2010 7.00,"0,34857167","7,18047776",,"0,23725808","8,88534889"
08/07/2010 8.00,,"7,93129722","27,59461975","0,26933868","9,91165313"
08/07/2010 9.00,"0,91928867","7,52960514",,"0,23382948","9,22896397"
08/07/2010 10.00,,"6,48027659","31,01342964","0,25183106","8,18061437"
08/07/2010 11.00,,"8,07990359",,"0,25606234","10,6403756"
08/07/2010 12.00,,"5,65807453","45,1770401","0,27579511","7,10568606"
08/07/2010 13.00,,"5,4698821",,"0,25735666","6,57470454"
08/07/2010 14.00,,"4,26999886","48,59584045","0,28622769","5,19959796"
08/07/2010 15.00,,"3,76967052",,"0,27537571","4,68936355"
08/07/2010 16.00,"0,08307873","3,92281981","49,32844162","0,28850759","4,92405964"
08/07/2010 17.00,,"4,49063792",,"0,29618611","5,42003053"
08/07/2010 18.00,"0,03612181","10,85799179","42,24663162","0,2960766","12,25471353"
08/07/2010 19.00,"1,69047977","26,13004208",,"0,30576008","28,89211728"
08/07/2010 20.00,"0,13184286","4,4601377","33,45542145","0,31342112","5,28193633"
08/07/2010 21.00,,"3,74825421",,"0,29027723","4,27443278"
08/07/2010 22.00,,"3,04416021","26,61782074","0,29199094","3,95480757"
08/07/2010 23.00,,"2,87348935",,"0,28770491","3,64879579"
09/07/2010 0.00,,"3,91048932","24,42000961","0,2712353","4,63944123"
09/07/2010 1.00,,"4,38096751",,"0,26587397","5,21321331"
09/07/2010 2.00,,,"22,22220993","0,24838383",
09/07/2010 3.00,,"12,66657554",,,"13,58249237"
09/07/2010 4.00,,"16,86909035","15,62880993","0,11730851","17,7869058"
09/07/2010 5.00,,"14,6497287",,"0,1182277","15,56378707"
09/07/2010 6.00,,"16,24871136","14,40781021","0,13301155","17,59500027"
09/07/2010 7.00,,"12,11498648",,"0,13703779","13,98510412"
09/07/2010 8.00,,"13,19221493","20,75702095","0,15314508","15,98908853"
09/07/2010 9.00,,"9,13909614",,"0,18442533","10,94705275"
09/07/2010 10.00,,"6,79306258","18,80340958","0,20416742","7,85515373"
09/07/2010 11.00,,"5,68857475",,"0,19061614","6,61684502"
09/07/2010 12.00,,"3,69374309","25,15262032","0,2367315","4,52468873"
09/07/2010 13.00,,"3,30373333",,"0,20927944","4,23423681"
09/07/2010 14.00,,"4,16227486","25,39682007","0,17901507","5,21386148"
09/07/2010 15.00,"0,00541858","3,96370219",,"0,11414554","5,03946031"
09/07/2010 16.00,"0,48583209","5,1739676","23,68741989","0,12515945","6,08845808"
09/07/2010 17.00,"0,38108007","3,08439251",,"0,14032891","3,79466992"
09/07/2010 18.00,,"5,42315856","18,80340958","0,13240342","6,31796691"
09/07/2010 19.00,,"10,5549417",,"0,15373224","11,47866523"
09/07/2010 20.00,,"9,31937098","21,0012207","0,14402429","10,02640754"
09/07/2010 21.00,,"3,08633893",,"0,13587978","3,72270415"
09/07/2010 22.00,,"5,13957263","25,15262032","0,14021824","5,78374264"
09/07/2010 23.00,,"7,98580642",,"0,14516483","8,8159777"
10/07/2010 0.00,,"5,97475526","18,07081032","0,17151247","6,73808302"
10/07/2010 1.00,,"7,3180519",,"0,17493291","8,0314994"
10/07/2010 2.00,,"6,32517898","22,22220993","0,20291737","6,93906482"
10/07/2010 3.00,,"6,05068078",,"0,30113969","6,74262211"
10/07/2010 4.00,,"6,62368998","16,60560989","0,24599791","7,26128462"
10/07/2010 5.00,,"8,26679586",,"0,21314141","9,07401166"
10/07/2010 6.00,,"10,61788666","12,45421028","0,27708943","11,80412587"
10/07/2010 7.00,,"10,9397623",,"0,2778991","12,98991959"
10/07/2010 8.00,,"15,54460589","21,48962021","0,27948117","19,67742448"
10/07/2010 9.00,,"8,53675305",,"0,25451173","10,38039522"
10/07/2010 10.00,,"5,99097858","22,46640968","0,266206","7,62499673"
10/07/2010 11.00,,"5,81706306",,"0,24634741","6,7406757"
10/07/2010 12.00,,"3,97278802","23,19902039","0,1932269","4,86635739"
10/07/2010 13.00,,"3,11943565",,"0,18024647","4,04168311"
10/07/2010 14.00,"0,61586978","3,33423355","20,26861954","0,15831069","4,15967837"
10/07/2010 15.00,"0,89581021","3,71321107",,"0,14597334","4,64333215"
10/07/2010 16.00,"0,01444852","2,41404149","20,75702095","0,15621485","3,05687118"
10/07/2010 17.00,,"2,79626558",,"0,16266895","3,5521939"
10/07/2010 18.00,"0,00902994","8,70093458","22,95482063","0,17404984","9,67760712"
10/07/2010 19.00,"0,09572207","14,5848316",,"0,22536809","15,63121184"
10/07/2010 20.00,"0,01444852","21,9839848","24,90842056","0,20170461","22,89702216"
10/07/2010 21.00,,"7,18112784",,"0,25416106","8,02825856"
10/07/2010 22.00,,"5,13632988","22,71062088","0,24165945","5,75975469"
10/07/2010 23.00,,"6,09870258",,"0,29501761","6,94295574"
11/07/2010 0.00,,"5,31608465","26,86202049","0,31241223","6,03723942"
11/07/2010 1.00,,"9,75221336",,"0,29562458","10,44717374"
11/07/2010 2.00,"0,05598788",,"24,90842056","0,28492289",
11/07/2010 3.00,,"24,67124344",,,"25,55648032"
11/07/2010 4.00,,"19,41096816","13,91940975","0,12714228","20,30890072"
11/07/2010 5.00,,"16,58290602",,"0,10520067","17,47635685"
11/07/2010 6.00,,"12,45113711","22,71062088","0,12371135","13,31732474"
11/07/2010 7.00,,"9,44202004",,"0,11802965","10,42513029"
11/07/2010 8.00,,"8,64901995","16,84980965","0,10195148","9,61277311"
11/07/2010 9.00,,"6,93193497",,"0,08886387","7,85969282"
11/07/2010 10.00,,"7,50105133","17,09399986","0,1203713","8,46717728"
11/07/2010 11.00,,"7,9579027",,"0,12150251","9,0085314"
11/07/2010 12.00,,"5,57630785","18,80340958","0,13336804","6,4541147"
11/07/2010 13.00,,"5,12984055",,"0,10691671","5,98731902"
11/07/2010 14.00,,"5,3504777","30,76922989","0,10321201","6,28036361"
11/07/2010 15.00,,"6,91960639",,"0,07971746","8,13004579"
11/07/2010 16.00,,"5,23107522","23,93161964","0,0942485","6,42883041"
11/07/2010 17.00,"0,70797845","13,2318048",,"0,0703893","15,6363991"
11/07/2010 18.00,"2,88067894","8,75804028","20,51280975","0,06726827","10,01214402"
11/07/2010 19.00,"2,1717974","20,75556304",,"0,08689269","21,87849976"
11/07/2010 20.00,"1,67874054","6,40240274","23,19902039","0,09539836","7,29240433"
11/07/2010 21.00,,"4,3595512",,"0,10980125","5,09132714"
11/07/2010 22.00,,"5,43808363","23,68741989","0,09658433","6,18830081"
11/07/2010 23.00,,"10,52249506",,"0,1827652","11,34186737"
12/07/2010 0.00,,"51,12122048","27,35042","0,25235182","53,34707528"
12/07/2010 1.00,,"33,27289168",,"0,19216675","34,17535568"
12/07/2010 2.00,,"34,77970064","32,72283173","0,24090686","35,70799576"
12/07/2010 3.00,,"28,40522648",,"0,20290106","29,72976448"
12/07/2010 4.00,,"19,90479952","17,33819962","0,16772272","20,81978712"
12/07/2010 5.00,,"29,5986204",,"0,19004878","33,56785592"
12/07/2010 6.00,,"21,57516096","26,86202049","0,17710563","24,62093872"
12/07/2010 7.00,,"24,36689128",,"0,16496633","29,98195728"
12/07/2010 8.00,,"16,19938941","29,05982971","0,09295302","20,17987896"
12/07/2010 9.00,,"18,52971589",,"0,08283966","23,40920872"
12/07/2010 10.00,,"8,84889278","31,74603081","0,082602","10,28314517"
12/07/2010 11.00,,"7,89884866",,"0,08484695","9,32556394"
12/07/2010 12.00,"0,40907401","6,98190318","21,0012207","0,05108642","8,28369985"
12/07/2010 13.00,"0,18331628","5,96372302",,"0,04523462","7,18802442"
12/07/2010 14.00,"3,33400262","14,89826576","27,35042","0,05571263","18,80478194"
12/07/2010 15.00,"5,75142485","26,6621708",,"0,06661121","35,54071488"
12/07/2010 16.00,"9,00325184","9,0701781","19,78022003","0,06898431","11,79893862"
12/07/2010 17.00,"4,60366814","19,92038232",,"0,07809228","22,13524312"
12/07/2010 18.00,"3,68167018","9,86837118","24,17580986","0,045089","10,79856874"
12/07/2010 19.00,"2,2241729","17,18771368",,"0,02909821","18,27250409"
12/07/2010 20.00,"0,59600268","33,41759184","21,0012207","0,07650555","34,57666536"
12/07/2010 21.00,,"14,05465503",,"0,14450427","14,8830405"
12/07/2010 22.00,,"11,26032822","27,59461975","0,17650449","11,92471571"
12/07/2010 23.00,,"28,90683968",,"0,21306802","30,04874344"
13/07/2010 0.00,,"15,90542132","32,47863007","0,18258346","16,79561028"
13/07/2010 1.00,,"9,51080806",,"0,17170236","10,3077832"
13/07/2010 2.00,"0,17518842",,"31,01342964","0,19470412",
13/07/2010 3.00,,"29,15278024",,,"30,04874344"
13/07/2010 4.00,,"38,37741544","21,24542046","0,37860287","39,64271968"
13/07/2010 5.00,"0,19144313","44,43912464",,"0,39257005","48,24280008"
13/07/2010 6.00,"1,55321935","65,55226992","26,61782074","0,44447663","100,3250109"
13/07/2010 7.00,"3,19041951","50,74939384",,"0,36051158","61,06088632"
13/07/2010 8.00,"4,86916006","33,69922944","36,38582993","0,18316946","39,1934188"
13/07/2010 9.00,"7,13126095","23,00606352",,"0,11718852","26,691042"
13/07/2010 10.00,"6,54914948","12,28471472","42,24663162","0,12597378","13,72755772"
13/07/2010 11.00,"6,41334947","15,20132732",,"0,07611178","17,34993158"
13/07/2010 12.00,"5,52747229","17,71724973","38,33943176","0,09310797","20,217488"
13/07/2010 13.00,"2,9249276","15,63481022",,"0,05762556","17,67215138"
13/07/2010 14.00,,"6,50447486","26,12940979","0,09248236","7,43460933"
13/07/2010 15.00,,"9,96376469",,"0,16107989","11,72373392"
13/07/2010 16.00,"2,37768905","9,75415786","26,12940979","0,18524898","11,93379198"
13/07/2010 17.00,"1,83315979","11,78596761",,"0,17135403","14,14394543"
13/07/2010 18.00,"1,50445522","6,32517898","24,42000961","0,1659927","7,22238498"
13/07/2010 19.00,"1,30217494","9,27848859",,"0,18736462","10,13273386"
13/07/2010 20.00,"0,63031829","8,62371272","16,84980965","0,23374793","9,5064487"
13/07/2010 21.00,"0,02618775","13,08060002",,"0,2359358","14,00196222"
13/07/2010 22.00,,"51,67996424","33,69963074","0,33693431","53,14482392"
13/07/2010 23.00,"0,19324932","50,8785112",,"0,32138972","52,89907456"
14/07/2010 0.00,"0,30432301","57,0752076","42,73503113","0,34518251","64,73886688"
14/07/2010 1.00,"0,18963694","29,9107544",,"0,32567459","31,87120448"
14/07/2010 2.00,"0,15170996","18,3311413","39,80464172","0,2791107","19,24758776"
14/07/2010 3.00,"0,07946736","17,41549215",,"0,2805087","18,36780773"
14/07/2010 4.00,"0,21131023","22,63098648","29,30401993","0,31588509","23,543412"
14/07/2010 5.00,"0,23840107","26,8886472",,"0,30125386","32,09552032"
14/07/2010 6.00,"2,10226307","56,10635896","30,52503014","0,38740561","151,5021574"
14/07/2010 7.00,"1,77988018","64,171978",,"0,39063382","113,4452505"
14/07/2010 8.00,"1,49361908","31,40848136","33,69963074","0,20859442","38,34994"
14/07/2010 9.00,"3,64916177","21,4116276",,"0,14115956","25,9279628"
14/07/2010 10.00,"3,27891784","12,46086919","45,66543961","0,14790141","15,18905228"
14/07/2010 11.00,"3,20667422","10,28498069",,"0,15536091","12,37011802"
14/07/2010 12.00,"3,38637812","8,4900295","34,67642975","0,18180641","10,0439119"
14/07/2010 13.00,"2,08962075","6,95594586",,"0,21770122","7,99130342"
14/07/2010 14.00,"2,19256657","7,37321118","31,25761986","0,18571498","8,38289441"
14/07/2010 15.00,"1,70673449","3,76188294",,"0,1750296","4,68871538"
14/07/2010 16.00,"1,3093997","3,92800898","23,44322014","0,18763374","4,8034698"
14/07/2010 17.00,"1,29856357","3,90075533",,"0,18777703","4,78726178"
14/07/2010 18.00,"1,44846734","4,31542415","25,88521957","0,18232716","4,96360745"
14/07/2010 19.00,"1,84580212","10,85409514",,"0,17646372","12,06994167"
14/07/2010 20.00,"1,19561774","10,40567951","14,89620972","0,1771266","11,17006078"
14/07/2010 21.00,"1,30036976","15,23571846",,"0,1842098","15,99233128"
14/07/2010 22.00,"1,26605415","22,4096916","34,92063141","0,21623216","23,33140944"
14/07/2010 23.00,"1,28411505","21,00215368",,"0,17490378","21,9037764"
15/07/2010 0.00,"0,94657885","37,35707664","34,4322319","0,19581903","38,25571664"
15/07/2010 1.00,,"30,67195984",,"0,24190759","31,58075256"
15/07/2010 2.00,"1,45930347",,"27,35042","0,28536908",
15/07/2010 3.00,"1,0601625","38,48773784",,,"39,38532624"
15/07/2010 4.00,"0,77480348","30,79071416","19,29179955","0,29497218","31,8102308"
15/07/2010 5.00,"0,85427085","43,90441472",,"0,3489175","51,1525008"
15/07/2010 6.00,"1,3292668","60,27706192","26,37360954","0,34131122","84,76576672"
15/07/2010 7.00,"1,03668302","29,04830856",,"0,2372441","33,9367572"
15/07/2010 8.00,"1,06196869","23,70302576","42,73503113","0,23915353","28,8266504"
15/07/2010 9.00,"1,60378866","16,14616889",,"0,18605749","19,28907816"
15/07/2010 10.00,"2,50772572","11,07603436","48,10744095","0,14572053","13,08976232"
15/07/2010 11.00,"1,96771194","7,84369129",,"0,12077672","8,78291349"
15/07/2010 12.00,"1,30036976","8,07081777","41,26984024","0,12784011","9,08049526"
15/07/2010 13.00,"1,28953261","7,50754066",,"0,15188455","8,71678314"
15/07/2010 14.00,"0,85607602","6,5730736","37,36262131","0,18528277","7,44800289"
15/07/2010 15.00,"0,39282032","7,0338178",,"0,22742082","7,97833624"
15/07/2010 16.00,"0,33412315","8,03837113","34,4322319","0,25831312","9,05780364"
15/07/2010 17.00,"0,14087382","10,08251901",,"0,22815943","11,80023495"
15/07/2010 18.00,"0,48944447","6,21096757","34,67642975","0,19791603","7,13875027"
15/07/2010 19.00,"0,66643908","13,5783395",,"0,1656898","14,49922945"
15/07/2010 20.00,"1,82088257","8,3688718","30,52503014","0,19195356","9,46098517"
15/07/2010 21.00,"5,23037405","6,04483962",,"0,6966234","13,11828936"
15/07/2010 22.00,,"8,98387042","31,74603081","0,53809253","9,71196767"
15/07/2010 23.00,,"4,64443538",,"0,4901854","5,4770827"
16/07/2010 0.00,,"5,48805184","30,03663063","0,52111382","6,41651139"
16/07/2010 1.00,,"9,4024359",,"0,58129423","10,32723206"
16/07/2010 2.00,,"7,37126477","24,90842056","0,53488296","8,29796337"
16/07/2010 3.00,,"9,80802082",,"0,51013719","10,72465847"
16/07/2010 4.00,,"12,53289614","14,65200996","0,58383626","13,45477077"
16/07/2010 5.00,,"10,61139542",,"0,60002044","11,53506923"
16/07/2010 6.00,,"12,69253476","16,60560989","0,52889952","14,71317842"
16/07/2010 7.00,,"9,22787222",,"0,47344202","11,1298629"
16/07/2010 8.00,,"14,01636914","24,66422081","0,47100834","17,4063375"
16/07/2010 9.00,,"18,96709545",,"0,50150338","23,92462656"
16/07/2010 10.00,,"16,1533083","32,23442078","0,53448686","20,10337984"
16/07/2010 11.00,,"5,60940457",,"0,48476","7,79161797"
16/07/2010 12.00,,"8,31871239","34,92063141","0,45586916","10,38104339"
16/07/2010 13.00,,"5,34982954",,"0,43966518","6,93906482"
16/07/2010 14.00,,"6,93777613","33,94382095","0,39058722","9,19654601"
16/07/2010 15.00,,"9,18049859",,"0,37640335","11,79569778"
16/07/2010 16.00,,"14,5491403","39,07204056","0,41183682","18,03910625"
16/07/2010 17.00,,"24,57648472",,"0,46857465","29,1501608"
16/07/2010 18.00,,"13,46008039","31,01342964","0,5013927","16,02424065"
16/07/2010 19.00,,"11,02996663",,"0,47805542","12,44013738"
16/07/2010 20.00,,"8,66524327","31,01342964","0,45493134","9,8455247"
16/07/2010 21.00,,"5,51725382",,"0,43521371","6,4456866"
16/07/2010 22.00,,"6,14867078","37,85102081","0,49907086","7,07651085"
16/07/2010 23.00,,"7,20773332",,"0,46589049","8,13458297"
17/07/2010 0.00,,"19,78409496","37,85102081","0,49786392","21,65093352"
17/07/2010 1.00,,"22,34091696",,"0,48452583","23,82738224"
17/07/2010 2.00,,,"35,16482162","0,50700101",
17/07/2010 3.00,,"12,00855882",,,"12,93092101"
17/07/2010 4.00,,"14,34018929","26,12940979","0,14193545","15,26036797"
17/07/2010 5.00,,"10,64578656",,"0,18491929","11,66084442"
17/07/2010 6.00,,"13,52771357","29,54821968","0,1806449","15,567026"
17/07/2010 7.00,,"12,7911691",,"0,17376791","15,27787233"
17/07/2010 8.00,,"12,21232066","31,50181961","0,13812357","15,27527966"
17/07/2010 9.00,,"8,5692016",,"0,1070402","11,14801734"
17/07/2010 10.00,,"6,42316898","28,81562042","0,14118868","8,82894489"
17/07/2010 11.00,,"3,8728516",,"0,10066299","5,12115051"
17/07/2010 12.00,,"8,0292853","29,54821968","0,1362351","10,22868567"
17/07/2010 13.00,,"4,66584978",,"0,15894794","6,31666866"
17/07/2010 14.00,,"4,35695662","30,52503014","0,14072501","6,63435129"
17/07/2010 15.00,,"7,9961905",,"0,15903648","10,16709442"
17/07/2010 16.00,,"3,4023715","34,67642975","0,1438775","4,63166322"
17/07/2010 17.00,,"3,95591462",,"0,16949236","5,5963762"
17/07/2010 18.00,,"6,27391443","33,45542145","0,17562026","7,4791226"
17/07/2010 19.00,,"7,73661546",,"0,17376791","9,14792194"
17/07/2010 20.00,,"6,40499924","33,21123123","0,22207813","7,3326003"
17/07/2010 21.00,,"8,15517903",,"0,17373296","9,08114342"
17/07/2010 22.00,,"15,64325362","40,78144073","0,16842522","16,82867641"
17/07/2010 23.00,,"23,12481784",,"0,1747302","24,56063424"
18/07/2010 0.00,,"27,21246352","34,67642975","0,20155665","29,30835968"
18/07/2010 1.00,,"18,85418611",,"0,2393376","20,21100632"
18/07/2010 2.00,,"23,42203824","32,47863007","0,28584906","25,49229448"
18/07/2010 3.00,,"24,27085152",,"0,34235273","25,71012864"
18/07/2010 4.00,,"22,45837112","27,35042","0,40197393","24,11005232"
18/07/2010 5.00,,"30,55383648",,"0,45926048","33,66058792"
18/07/2010 6.00,,"28,42144024","31,01342964","0,45687339","34,04633392"
18/07/2010 7.00,,"16,32138839",,"0,35038657","19,76560592"
18/07/2010 8.00,,"5,18370159","43,71184158","0,20285679","6,83857392"
18/07/2010 9.00,,"6,82282286",,"0,19556506","9,05867169"
18/07/2010 10.00,,"10,1305408","49,08423996","0,16252799","12,81357392"
18/07/2010 11.00,,"5,7158284",,"0,14694145","7,83440853"
18/07/2010 12.00,,"6,50233916","36,63003159","0,12927073","8,8224613"
18/07/2010 13.00,,"4,80926507",,"0,12314283","6,3808545"
18/07/2010 14.00,,"4,87091369","28,32722092","0,15743344","5,79995066"
18/07/2010 15.00,,"8,83331763",,"0,12695471","10,3077832"
18/07/2010 16.00,,"9,89497858","35,16482162","0,14336024","12,43689462"
18/07/2010 17.00,,"16,73215674",,"0,16454111","19,69686952"
18/07/2010 18.00,,"6,45237095","32,47863007","0,14654885","7,76503734"
18/07/2010 19.00,,"8,20709366",,"0,14451942","9,13301025"
18/07/2010 20.00,,"5,44911587","45,42124176","0,10595792","6,37761175"
18/07/2010 21.00,,"6,3102539",,"0,10183848","7,23794483"
18/07/2010 22.00,,"4,31347774","37,6068306","0,06667528","5,26248746"
18/07/2010 23.00,,"3,88518018",,"0,07599179","4,81513874"
19/07/2010 0.00,,"6,53219122","34,18803024","0,09376852","7,45448648"
19/07/2010 1.00,,"7,96374386",,"0,09601348","8,88988798"
19/07/2010 2.00,,,"35,65322113","0,03663925",
19/07/2010 3.00,,"3,1778396",,,"4,10846162"
19/07/2010 4.00,,"2,62754114","28,57142067","0,20239545","3,5586775"
19/07/2010 5.00,,"4,11230857",,"0,14223136","5,0420549"
19/07/2010 6.00,,"9,0370833","28,08300972","0,09430093","10,47116169"
19/07/2010 7.00,,"8,78010476",,"0,10558395","10,30065144"
19/07/2010 8.00,,"10,35830971","28,08300972","0,07781268","12,68066698"
19/07/2010 9.00,,"10,49394126",,"0,11320771","12,54192461"
19/07/2010 10.00,,"12,53873539","31,01342964","0,12517226","15,18775594"
19/07/2010 11.00,,"8,35050895",,"0,07589626","11,1655217"
19/07/2010 12.00,,"6,02666989","35,16482162","0,05884765","8,50931776"
19/07/2010 13.00,,"3,8559782",,"0,04209611","6,1403249"
19/07/2010 14.00,,"2,7956155","27,8388195","0,07396003","4,54738034"
19/07/2010 15.00,,"2,84818021",,"0,0367942","4,63101314"
19/07/2010 16.00,,"3,65480903","31,01342964","0,00412061","5,41678969"
19/07/2010 17.00,,"4,60744582",,,"6,10920328"
19/07/2010 18.00,,"13,97454223","26,12940979",,"16,34496335"
19/07/2010 19.00,"0,2023291","14,29086542",,"0,58399936","16,00918747"
19/07/2010 20.00,"0,1066894","10,35045713","29,7924099","0,62059317","11,4248692"
19/07/2010 21.00,"0,04696913","13,17404902",,"0,60662133","14,09532136"
19/07/2010 22.00,"0,16619916","6,23822313","33,21123123","0,60030936","7,16079372"
19/07/2010 23.00,"0,073164","4,91893548",,"0,56564362","5,84792657"
20/07/2010 0.00,"0,00541959","4,67623194","32,47863007","0,77154688","5,60545246"
20/07/2010 1.00,"0,05148563","5,09609566",,"0,57043759","6,02492041"
20/07/2010 2.00,"0,02529076","2,44583996","22,71062088","0,58049154","3,37714648"
20/07/2010 3.00,"0,00812888","3,80536182",,"0,58088065","4,73539495"
20/07/2010 4.00,,"3,10061774","14,89620972","0,58304406","4,03131051"
20/07/2010 5.00,"0,06142172","2,55421212",,"0,5243933","3,47698921"
20/07/2010 6.00,"0,10929394","6,77229635","21,24542046","0,59629477","8,5209867"
20/07/2010 7.00,"0,04606603","7,00721232",,"0,58528552","9,16802088"
20/07/2010 8.00,"0,05238872","5,44197838","18,07081032","0,57628356","7,7073351"
20/07/2010 9.00,"0,09213206","5,60291333",,,"7,90961322"
20/07/2010 10.00,"0,01987116","5,21614823","18,55920982","0,21400817","7,41104775"
20/07/2010 11.00,"0,01535568","4,63534955",,"0,25487288","6,97861262"
20/07/2010 12.00,"0,04335573","3,22261673","24,66422081","0,23974535","4,67639637"
20/07/2010 13.00,"0,08129288","2,41988265",,"0,25724132","3,47958188"
20/07/2010 14.00,"0,03251756","4,40497841","21,48962021","0,27340686","5,69557076"
20/07/2010 15.00,"0,10568054","3,47050944",,"0,26428608","4,64009131"
20/07/2010 16.00,"0,137295","3,83521197","17,82661057","0,27205663","5,99898795"
20/07/2010 17.00,"0,0650341","3,71321107",,"0,2999444","5,59572803"
20/07/2010 18.00,"0,01445157","7,66263827","26,12940979","0,29139213","9,25489642"
20/07/2010 19.00,"0,04516294","7,27781768",,"0,29350544","8,37770715"
20/07/2010 20.00,"0,1336816","8,45174362","32,47863007","0,30810522","9,37743077"
20/07/2010 21.00,"0,01083919","6,06430761",,"0,32851835","6,9961189"
20/07/2010 22.00,"0,00653117","8,06699186","35,89743042","0,38840518","8,99304038"
20/07/2010 23.00,"0,14000429","7,16944552",,"0,39376884","8,09633341"
21/07/2010 0.00,,"11,47383552","37,36262131","0,44788192","12,54646178"
21/07/2010 1.00,,"16,33177438",,"0,39736985","17,68706307"
21/07/2010 2.00,"0,60789039",,"25,64101982","0,39423833",
21/07/2010 3.00,"0,37846333","15,36615128",,,"16,55767335"
21/07/2010 4.00,"0,12735891","7,09287183","13,43101025","0,19530643","8,01853222"
21/07/2010 5.00,"0,16439195","10,31418458",,"0,18579886","11,55062909"
21/07/2010 6.00,"0,23213635","26,44932696","13,91940975","0,24177129","29,86331768"
21/07/2010 7.00,"0,30530035","27,26697464",,"0,15252413","36,38356272"
21/07/2010 8.00,"0,08038978","16,25259654","21,48962021","0,06516661","22,6999332"
21/07/2010 9.00,"0,15897236","10,64384397",,,"14,05901439"
21/07/2010 10.00,"0,25200853","26,01583832","21,24542046","0,00284493","35,44478984"
21/07/2010 11.00,"1,37204385","30,0269084",,"0,00070133","40,83886688"
21/07/2010 12.00,"2,00070952","6,49260517","17,82661057",,"8,64481929"
21/07/2010 13.00,"0,57898624","6,2486072",,,"8,10929868"
21/07/2010 14.00,"0,4091747","9,04681729","23,19902039",,"10,5230266"
21/07/2010 15.00,"0,5374367","16,31619158",,,"20,05863904"
21/07/2010 16.00,"0,57085736","17,1202239","28,57142067",,"20,59287096"
21/07/2010 17.00,"0,46698301","13,20000633",,,"15,72392281"
21/07/2010 18.00,"0,52298411","22,2935376","30,03663063","0,0022403","25,93834496"
21/07/2010 19.00,"0,16168266","13,0922766",,"0,03984067","14,96602704"
21/07/2010 20.00,"0,21949097","6,79436083","28,08300972","0,0740509","7,72159862"
21/07/2010 21.00,"0,25562092","15,78276843",,"0,11209863","17,73309638"
21/07/2010 22.00,"0,09574547","15,54201322","29,54821968","0,15723772","16,51747738"
21/07/2010 23.00,"0,17974763","32,49935384",,"0,1356328","34,7121688"
22/07/2010 0.00,"0,20052291","33,94778944","25,39682007","0,15386854","35,99911688"
22/07/2010 1.00,"0,19329611","34,18269776",,"0,19421482","36,22213256"
22/07/2010 2.00,"0,11742282","27,46555496","27,10622025","0,18466881","28,9718668"
22/07/2010 3.00,"0,36762516","10,69057325",,"0,20156015","11,80607038"
22/07/2010 4.00,"0,33330141","7,21681723","16,84980965","0,18881854","8,14366114"
22/07/2010 5.00,"0,26194361","32,67001896",,"0,21359926","40,3279996"
22/07/2010 6.00,"0,15897236","42,64870872","22,71062088","0,21467106","58,25690008"
22/07/2010 7.00,"0,17956559","28,81542696",,"0,21335461","36,77009264"
22/07/2010 8.00,"0,1418115","12,65489704","27,8388195","0,17453797","16,94213449"
22/07/2010 9.00,"0,08942176","11,14093146",,"0,15867999","15,05290258"
22/07/2010 10.00,"0,18968372","7,05912694","30,03663063","0,12297041","9,02603576"
22/07/2010 11.00,"0,07948669","7,43356155",,"0,092734","9,63741114"
22/07/2010 12.00,"0,08129288","3,91503223","34,92063141","0,08757189","5,33639582"
22/07/2010 13.00,"0,08490628","3,72813806",,"0,06310223","4,66991469"
22/07/2010 14.00,"0,10929394","3,49646675","22,22220993","0,06318028","4,9059052"
22/07/2010 15.00,"0,36762516","4,66455344",,"0,07105102","6,32769134"
22/07/2010 16.00,"0,21587757","3,46726478","29,30401993","0,08595487","5,0984589"
22/07/2010 17.00,,"3,50879724",,"0,07108947","4,65565117"
22/07/2010 18.00,"0,07767948","5,93257272","15,62880993","0,1030594","7,20682512"
22/07/2010 19.00,"0,11290734","3,39847866",,"0,13045088","4,32889228"
22/07/2010 20.00,"0,25291163","13,28890859","10,98900986","0,1458615","14,21007386"
22/07/2010 21.00,"0,10026095","13,17533962",,"0,18893504","14,0966177"
