,Foggia,,,
,Monte Sant'Angelo - Suolo Giuffreda,,,
Parm,SO2,NO2,PM10,O3



06/08/2010 16.00,"4,25509749","4,51399874","22,39999962","112,1849148"
06/08/2010 17.00,"4,13589695","3,80665816","22,39999962","98,7444801"
06/08/2010 18.00,"4,32553389","3,4406593","22,39999962","97,8984006"
06/08/2010 19.00,"4,44473443","4,13502122","22,39999962","96,98722425"
06/08/2010 20.00,"4,94611238","4,92542481","22,39999962","96,2962161"
06/08/2010 21.00,"4,55309883","4,4361268","22,39999962","81,5997693"
06/08/2010 22.00,"4,66326841","3,89361592","22,39999962","66,35216385"
06/08/2010 23.00,"4,61992285","3,56136194","22,39999962","60,40323345"
07/08/2010 0.00,"4,02392017","3,16551102","22,39999962","68,14267635"
07/08/2010 1.00,"3,81260994","2,79042442","15,10000038","79,0005636"
07/08/2010 2.00,"4,41944978","4,53087214","15,10000038","77,1172836"
07/08/2010 3.00,"4,37610422","3,36927478","15,10000038","78,4217343"
07/08/2010 4.00,"3,46584549","2,78263876","15,10000038","83,49272505"
07/08/2010 5.00,"3,96070752","2,50748858","15,10000038","81,79641645"
07/08/2010 6.00,"3,96070752","2,71514898","15,10000038","79,15842795"
07/08/2010 7.00,"3,51822099","3,11359449","15,10000038","76,6381644"
07/08/2010 8.00,"3,4640393","5,67819068","15,10000038","68,01942525"
07/08/2010 9.00,"3,28523849","17,32918447","15,10000038","55,20621855"
07/08/2010 10.00,"3,66631856","28,49866592","15,10000038","54,95006055"
07/08/2010 11.00,"3,92278054","9,26291344","15,10000038","88,1496735"
07/08/2010 12.00,"4,54768025","6,29987174","15,10000038","85,49785965"
07/08/2010 13.00,"4,44112205","4,03897763","15,10000038","85,9188246"
07/08/2010 14.00,"3,97515705","4,6009565","15,10000038","94,5929649"
07/08/2010 15.00,"4,57657729","3,93774488","15,10000038","100,72884675"
07/08/2010 16.00,"4,63437137","3,70153258","15,10000038","103,14798375"
07/08/2010 17.00,"3,98960557","4,13631946","15,10000038","103,18118055"
07/08/2010 18.00,"4,27315738","3,99355234","15,10000038","105,348369"
07/08/2010 19.00,"3,97154467","3,93385014","15,10000038","110,44980345"
07/08/2010 20.00,"4,43751068","4,98772159","15,10000038","96,22976265"
07/08/2010 21.00,"4,43931585","3,62625522","15,10000038","98,4952248"
07/08/2010 22.00,"3,72411264","2,74889387","15,10000038","99,54764715"
07/08/2010 23.00,"3,82525329","2,68270234","15,10000038","100,2663459"
08/08/2010 0.00,"3,96793229","2,16095578","15,10000038","105,5601981"
08/08/2010 1.00,"4,4519592","2,14538254","7,9000001","107,3493141"
08/08/2010 2.00,"4,15395684",,"7,9000001","109,3932315"
08/08/2010 3.00,"4,11422367","18,07935576","7,9000001",
08/08/2010 4.00,"3,63561533","7,5951485","7,9000001","107,2429008"
08/08/2010 5.00,"4,45376437","5,12789222","7,9000001","105,07846545"
08/08/2010 6.00,"4,52420078","7,79372117","7,9000001","91,37676555"
08/08/2010 7.00,"3,56156756","7,06042519","7,9000001","89,95464975"
08/08/2010 8.00,"4,14312071","4,58019026","7,9000001","96,6478149"
08/08/2010 9.00,"4,39055274","5,2576807","7,9000001","97,8823209"
08/08/2010 10.00,"4,43751068","4,55942403","7,9000001","98,7089292"
08/08/2010 11.00,"3,53266951","4,50361658","7,9000001","100,60008945"
08/08/2010 12.00,"4,06365436","4,06363861","7,9000001","100,03043715"
08/08/2010 13.00,"4,33095247","3,97927543","7,9000001","97,89590685"
08/08/2010 14.00,"4,29121828","3,10710516","7,9000001","99,04067775"
08/08/2010 15.00,"4,7210635","2,91631815","7,9000001","100,88968365"
08/08/2010 16.00,"4,81497836","2,67231827","7,9000001","99,94341525"
08/08/2010 17.00,"5,13465197","2,3231909","7,9000001","101,5368417"
08/08/2010 18.00,"4,24787272","2,37251094","7,9000001","102,4830702"
08/08/2010 19.00,"4,87638482","2,15965945","7,9000001","100,69389435"
08/08/2010 20.00,"5,58797566","2,22455273","7,9000001","98,0264397"
08/08/2010 21.00,"4,89263954","3,12787139","7,9000001","96,32288925"
08/08/2010 22.00,"4,67771693","3,30308516","7,9000001","93,0531042"
08/08/2010 23.00,"5,10756113","3,14344654","7,9000001","94,4126967"
09/08/2010 0.00,"4,916118","3,24208471","7,9000001","97,36974555"
09/08/2010 1.00,"4,1828549","3,51593474","17,60000038","99,26363895"
09/08/2010 2.00,"4,94862742","5,37319035","17,60000038","89,80103475"
09/08/2010 3.00,"4,98836059","3,32385139","17,60000038","96,30250035"
09/08/2010 4.00,"4,71022635","6,93193497","17,60000038","96,21140865"
09/08/2010 5.00,"5,10214357","8,78140301","17,60000038","87,3714639"
09/08/2010 6.00,"4,99377917","16,09360992","17,60000038","84,07993335"
09/08/2010 7.00,"5,29900528","21,34478408","17,60000038","87,31710015"
09/08/2010 8.00,"4,47001908","8,03383013","17,60000038","89,89890945"
09/08/2010 9.00,"5,12381584","15,52384539","17,60000038","85,8664359"
09/08/2010 10.00,"5,92390499","2,77225469","17,60000038","105,8969142"
09/08/2010 11.00,"5,66744302","2,92410573","17,60000038","109,5093006"
09/08/2010 12.00,"5,53018158","2,98380793","17,60000038","111,5813475"
09/08/2010 13.00,"6,94975086","4,32970106","17,60000038","111,2536488"
09/08/2010 14.00,"5,19064088","4,56721161","17,60000038","111,51605115"
09/08/2010 15.00,"5,75413413","3,61846765","17,60000038","113,80283985"
09/08/2010 16.00,"5,89500694","3,14993587","17,60000038","117,09435045"
09/08/2010 17.00,"5,51934545","3,41989306","17,60000038","118,8291426"
09/08/2010 18.00,"6,0647778","3,28361718","17,60000038","118,28536545"
09/08/2010 19.00,"6,25983332","8,64123429","17,60000038","107,16268185"
09/08/2010 20.00,"6,31220983","2,60093566","17,60000038","106,2218598"
09/08/2010 21.00,"6,02504463","2,31929806","17,60000038","112,88649645"
09/08/2010 22.00,"6,50004058","9,72625414","17,60000038","96,7878639"
09/08/2010 23.00,"5,98531145","4,60874407","17,60000038","108,35908335"
10/08/2010 0.00,"6,03768695","4,43223397","17,60000038","109,4345679"
10/08/2010 1.00,"5,85166138","2,26478694","26,5","108,1035039"
10/08/2010 2.00,"5,06421557",,"26,5","107,5950582"
10/08/2010 3.00,"5,70717619","23,83669368","26,5",
10/08/2010 4.00,"5,23940501","9,58089242","26,5","93,24460425"
10/08/2010 5.00,"5,56630339","7,35504145","26,5","92,02222785"
10/08/2010 6.00,"5,71078858","9,89627491","26,5","97,4020047"
10/08/2010 7.00,"5,07505272","9,70418966","26,5","101,4887622"
10/08/2010 8.00,"5,77038884","12,34405746","26,5","97,158894"
10/08/2010 9.00,"5,18341611","21,40189552","26,5","85,3019706"
10/08/2010 10.00,"6,52351904","15,09943493","26,5","94,74133305"
10/08/2010 11.00,"5,70537","8,4309793","26,5","106,1337207"
10/08/2010 12.00,"5,88778319","6,06625402","26,5","110,62791705"
10/08/2010 13.00,"5,29900426","5,07338302","26,5","114,1401744"
10/08/2010 14.00,"5,40556247","4,84106354","26,5","120,979992"
10/08/2010 15.00,"5,26468966","3,84429779","26,5","120,33211575"
10/08/2010 16.00,"5,87694604","3,79108492","26,5","118,41444195"
10/08/2010 17.00,"5,72704329","3,76642394","26,5","110,12537655"
10/08/2010 18.00,"6,37903385","4,08310468","26,5","101,97767685"
10/08/2010 19.00,"6,24899718","3,50165974","26,5","95,7273618"
10/08/2010 20.00,"6,74205302","2,96174345","26,5","105,9924747"
10/08/2010 21.00,"6,83958128","2,5308513","26,5","107,03005425"
10/08/2010 22.00,"6,35736056","4,37512635","26,5","96,80168925"
10/08/2010 23.00,"6,67161662","2,40236108","26,5","96,3100215"
11/08/2010 0.00,"5,30984141","2,58925526","26,5","91,409703"
11/08/2010 1.00,"5,84082525","2,3374678","29,10000038","98,1965334"
11/08/2010 2.00,"5,69634006","9,00074191","29,10000038","91,77233415"
11/08/2010 3.00,"5,82276434","4,60744582","29,10000038","106,0495317"
11/08/2010 4.00,"5,78664356","4,50231833","29,10000038","93,07347315"
11/08/2010 5.00,"4,97030071","4,00653099","29,10000038","86,94399525"
11/08/2010 6.00,"4,55129264","3,98057368","29,10000038","72,07462185"
11/08/2010 7.00,"3,96973848","5,59772225","29,10000038","67,2585123"
11/08/2010 8.00,"3,27620855","4,58797784","29,10000038","65,10173775"
11/08/2010 9.00,"3,66631856","9,26421169","29,10000038","75,1006578"
11/08/2010 10.00,"4,20452717","39,40987632","29,10000038","55,87693755"
11/08/2010 11.00,,"23,61666072","29,10000038","79,6231632"
11/08/2010 12.00,"5,55546623","5,91699948","29,10000038","101,98852965"
11/08/2010 13.00,"5,91487403","5,44197838","29,10000038","105,1015077"
11/08/2010 14.00,"5,65841308","5,17461577","29,10000038","105,8050245"
11/08/2010 15.00,"6,83777509","3,41600023","29,10000038","109,438119"
11/08/2010 16.00,"6,37180908","3,43157347","29,10000038","113,22616515"
11/08/2010 17.00,"6,56325221","3,05648878","29,10000038","117,0752583"
11/08/2010 18.00,"6,57228317","2,85142487","29,10000038","119,75492235"
11/08/2010 19.00,"6,21648776","3,71321107","29,10000038","113,51679675"
11/08/2010 20.00,"6,01601367","7,69119017","29,10000038","101,7305163"
11/08/2010 21.00,"5,44168427","7,74699762","29,10000038","92,9132148"
11/08/2010 22.00,"5,68189154","2,08697859","29,10000038","88,2220521"
11/08/2010 23.00,"5,26288347","2,43740422","29,10000038","89,26378125"
12/08/2010 0.00,"4,80052985","2,18431851","29,10000038","84,03747975"
12/08/2010 1.00,"5,01364626","2,51267966","43,90000153","89,40231405"
12/08/2010 2.00,"5,00822769",,"43,90000153","88,0549908"
12/08/2010 3.00,"4,99377917","2,4568722","43,90000153",
12/08/2010 4.00,"5,55907862","1,43934022","43,90000153","88,47711285"
12/08/2010 5.00,"4,79691746","1,48606376","43,90000153","89,23700835"
12/08/2010 6.00,"5,66563683","6,66587061","43,90000153","85,2504597"
12/08/2010 7.00,"5,62229127","14,49723141","43,90000153","74,1501201"
12/08/2010 8.00,"5,74691038","12,5179749","43,90000153","68,9458833"
12/08/2010 9.00,"6,01962605","8,51533865","43,90000153","70,3348821"
12/08/2010 10.00,"6,57950693","9,45759519","43,90000153","68,76407895"
12/08/2010 11.00,"6,5144891","10,24279814","43,90000153","85,33546665"
12/08/2010 12.00,"7,77512467","4,28167926","43,90000153","103,7522892"
12/08/2010 13.00,"8,35667883","3,75214895","43,90000153","117,133632"
12/08/2010 14.00,"8,614947","4,19861625","43,90000153","120,1771641"
12/08/2010 15.00,"8,72872896","3,82223331","43,90000153","116,34889875"
12/08/2010 16.00,"8,51922492","3,27323502","43,90000153","102,14226435"
12/08/2010 17.00,"8,11827776","3,11229815","43,90000153","98,22767535"
12/08/2010 18.00,"8,42350387","3,85987103","43,90000153","95,08997925"
12/08/2010 19.00,"7,09062468","3,65740362","43,90000153","95,5215975"
12/08/2010 20.00,"6,85944838","6,00136074","43,90000153","85,93189185"
12/08/2010 21.00,"7,00935113","4,08440293","43,90000153","82,5077337"
12/08/2010 22.00,"6,40251231","1,7741926","43,90000153","92,1785361"
12/08/2010 23.00,"5,76135788","1,06295728","43,90000153","100,91677575"
13/08/2010 0.00,"5,562691","2,59185175","43,90000153","100,5400998"
13/08/2010 1.00,"6,34471824","4,42444639","50,5","99,82726635"
13/08/2010 2.00,"6,59395544","3,33033881","50,5","102,20239365"
13/08/2010 3.00,"5,24121018","3,03053147","50,5","95,91263745"
13/08/2010 4.00,"5,84263144","2,9033395","50,5","93,6931002"
13/08/2010 5.00,"5,93654732","3,72748989","50,5","87,52493925"
13/08/2010 6.00,"6,10270478","10,17271378","50,5","85,2321456"
13/08/2010 7.00,"6,00698372","27,3422692","50,5","65,8474089"
13/08/2010 8.00,"6,39167618","24,7062904","50,5","55,4520225"
13/08/2010 9.00,"6,57770175","20,51285376","50,5","58,7048301"
13/08/2010 10.00,"7,24414083","7,56789294","50,5","79,49689965"
13/08/2010 11.00,"8,17787803","7,34855212","50,5","88,74915105"
13/08/2010 12.00,"7,58187535","6,8358933","50,5","97,5645573"
13/08/2010 13.00,"9,20733729","4,96955186","50,5","109,64841195"
13/08/2010 14.00,"10,0290977","3,84819062","50,5","112,57292235"
13/08/2010 15.00,"9,84487934","4,23106289","50,5","112,29174705"
13/08/2010 16.00,"10,5420186","3,99874342","50,5","115,0147824"
13/08/2010 17.00,"11,27708586","3,84040305","50,5","123,4914975"
13/08/2010 18.00,"10,65760065","3,84299954","50,5","117,161163"
13/08/2010 19.00,"10,03090389","3,95202178","50,5","108,6674904"
13/08/2010 20.00,"8,87863272","9,70678615","50,5","93,4812312"
13/08/2010 21.00,"9,39336185","4,28297751","50,5","102,42212295"
13/08/2010 22.00,"8,51561254","3,67168052","50,5","96,20039625"
13/08/2010 23.00,"7,06534003","3,17978602","50,5","107,65121745"
14/08/2010 0.00,"8,17787803","6,1194669","50,5","99,72133185"
14/08/2010 1.00,"7,59993625","4,47636102","57,59999084","97,7149803"
14/08/2010 2.00,"7,28026162",,"57,59999084","97,6940328"
14/08/2010 3.00,"7,21885516","2,99678658","57,59999084",
14/08/2010 4.00,"6,35555437","2,64895746","57,59999084","92,5138557"
14/08/2010 5.00,"6,21106918","2,29983008","57,59999084","84,71625855"
14/08/2010 6.00,"6,64633196","12,94886322","57,59999084","67,59512865"
14/08/2010 7.00,"6,47114354","13,18897026","57,59999084","66,7371789"
14/08/2010 8.00,"6,63007725","6,59838274","57,59999084","62,37142065"
14/08/2010 9.00,"6,59395544","8,28431742","57,59999084","63,04469325"
14/08/2010 10.00,"6,9064053","11,06046112","57,59999084","67,18515615"
14/08/2010 11.00,"7,49518423","27,80560416","57,59999084","61,25673435"
14/08/2010 12.00,"8,72872896","51,44763712","57,59999084","50,19106785"
14/08/2010 13.00,"8,9707414","9,90536074","57,59999084","85,4786079"
14/08/2010 14.00,"8,78652202","3,95461637","57,59999084","93,67045695"
14/08/2010 15.00,"8,66190494","3,3043815","57,59999084","95,9338842"
14/08/2010 16.00,"9,20914247","3,65351078","57,59999084","96,32552265"
14/08/2010 17.00,"8,20677506","3,64312671","57,59999084","94,33977945"
14/08/2010 18.00,"8,2699867","4,4530002","57,59999084","100,36643505"
14/08/2010 19.00,"7,69385111","6,892999","57,59999084","103,4497674"
14/08/2010 20.00,"7,23691607","13,15392904","57,59999084","95,66797065"
14/08/2010 21.00,"7,29471014","11,62114365","57,59999084","98,7107646"
14/08/2010 22.00,"6,69148371","3,38225534","57,59999084","102,3901431"
14/08/2010 23.00,"7,79679796","9,10457307","57,59999084","98,1396759"
15/08/2010 0.00,"6,14063278","5,63146714","57,59999084","95,07984465"
15/08/2010 1.00,"6,61382254","3,76642394","40,79999161","86,45314545"
15/08/2010 2.00,"6,47836729","3,36148911","40,79999161","74,27279265"
15/08/2010 3.00,"6,51810047","3,15512695","40,79999161","65,38015995"
15/08/2010 4.00,"6,75469636","3,44195754","40,79999161","65,01734925"
15/08/2010 5.00,"6,41876702","1,90787199","40,79999161","78,33465255"
15/08/2010 6.00,"7,67759742","1,88710576","40,79999161","83,6893323"
15/08/2010 7.00,"7,28387401","2,12591456","40,79999161","86,8670481"
15/08/2010 8.00,"7,63605704","1,96627594","40,79999161","83,0252367"
15/08/2010 9.00,"8,08215595","2,18561676","40,79999161","76,8165174"
15/08/2010 10.00,"7,7335853","3,09023367","40,79999161","77,95217115"
15/08/2010 11.00,"7,68120879","2,90204316","40,79999161","73,49996955"
15/08/2010 12.00,"7,52949883","12,73082065","40,79999161","63,46384275"
15/08/2010 13.00,"7,92502844","3,56784936","40,79999161","83,72470365"
15/08/2010 14.00,"9,08994295","16,65039579","40,79999161","78,24950595"
15/08/2010 15.00,"8,99060849","10,97480543","40,79999161","85,1419716"
15/08/2010 16.00,"9,27957989","28,03143048","40,79999161","76,5257262"
15/08/2010 17.00,"9,46560444","11,34728789","40,79999161","87,40017195"
15/08/2010 18.00,"9,52339852","3,2589562","40,79999161","93,22377645"
15/08/2010 19.00,"9,10077807","3,79238317","40,79999161","94,3738341"
15/08/2010 20.00,"8,35487264","5,42510689","40,79999161","88,1572545"
15/08/2010 21.00,"8,15439855","11,27460894","40,79999161","75,2473302"
15/08/2010 22.00,"7,11590934","6,0143394","40,79999161","81,62500605"
15/08/2010 23.00,"6,95155705","1,59508409","40,79999161","85,17602625"
16/08/2010 0.00,"6,66800423","1,62104331","40,79999161","83,33699535"
16/08/2010 1.00,"6,40251231","2,3517447","34,90000153","77,7059283"
16/08/2010 2.00,"6,68245275",,"34,90000153","74,13394065"
16/08/2010 3.00,"6,65355571","3,31606382","34,90000153",
16/08/2010 4.00,"6,49100962","3,31736206","34,90000153","71,88397965"
16/08/2010 5.00,"6,76733869","1,98055285","34,90000153","87,17800875"
16/08/2010 6.00,"6,44585787","3,7339773","34,90000153","86,2471218"
16/08/2010 7.00,"6,48017348","6,62953114","34,90000153","72,15494055"
16/08/2010 8.00,"6,28511797","6,82940206","34,90000153","69,3193473"
16/08/2010 9.00,"8,04422897","6,8527667","34,90000153","63,8533665"
16/08/2010 10.00,"8,31513947","19,9482784","34,90000153","56,73351075"
16/08/2010 11.00,"9,35543487","10,55039497","34,90000153","76,54114755"
16/08/2010 12.00,"9,9406004","6,0117429","34,90000153","83,53090935"
16/08/2010 13.00,"9,70581171","4,20770207","34,90000153","94,08996555"
16/08/2010 14.00,"9,19108258","3,31995665","34,90000153","95,5573878"
16/08/2010 15.00,"10,01464918","4,49972374","34,90000153","96,40376655"
16/08/2010 16.00,"9,64079286","3,25246687","34,90000153","103,22981865"
16/08/2010 17.00,"9,14051226","3,37316952","34,90000153","104,84481105"
16/08/2010 18.00,"8,81180769","3,59640317","34,90000153","101,1990882"
16/08/2010 19.00,"9,0267303","3,28880826","34,90000153","98,69614125"
16/08/2010 20.00,"8,23928449","3,29659583","34,90000153","93,2529633"
16/08/2010 21.00,"8,38015729","5,8209559","34,90000153","87,75344655"
16/08/2010 22.00,"7,40668693","3,87933902","34,90000153","80,60675805"
16/08/2010 23.00,"7,10687939","5,68338176","34,90000153","77,19439035"
17/08/2010 0.00,"7,15744972","3,44195754","34,90000153","81,57924075"
17/08/2010 1.00,"7,05630907","2,88127693","19,60000038","85,0077081"
17/08/2010 2.00,"7,28387401","2,85402137","19,60000038","80,56115235"
17/08/2010 3.00,"6,22190532","2,60612674","19,60000038","81,8797077"
17/08/2010 4.00,"7,12674649","1,90787199","19,60000038","84,28071015"
17/08/2010 5.00,"7,02380066","2,10385008","19,60000038","78,84557205"
17/08/2010 6.00,"6,05574786","5,46404286","19,60000038","75,78328695"
17/08/2010 7.00,"6,98045409","9,58997634","19,60000038","72,3615228"
17/08/2010 8.00,"6,41876702","2,69957383","19,60000038","75,17297655"
17/08/2010 9.00,"6,57589556","5,71063732","19,60000038","78,1038111"
17/08/2010 10.00,"6,46030639","6,16229761","19,60000038","80,1278982"
17/08/2010 11.00,"7,72094298","9,40567866","19,60000038","81,55374465"
17/08/2010 12.00,"8,11285918","3,96500044","19,60000038","90,84390105"
17/08/2010 13.00,"8,18690797","3,83521197","19,60000038","97,403082"
17/08/2010 14.00,"9,68052705","3,15253046","19,60000038","100,6209771"
17/08/2010 15.00,"9,21456104","2,87348935","19,60000038","101,47944555"
17/08/2010 16.00,"9,83946076","2,9150199","19,60000038","104,7348267"
17/08/2010 17.00,"9,70942409","3,1421483","19,60000038","103,9783227"
17/08/2010 18.00,"9,7455459","3,40431791","19,60000038","97,0556727"
17/08/2010 19.00,"10,22053473","4,51140224","19,60000038","92,69362515"
17/08/2010 20.00,"9,61912059","4,83587246","19,60000038","90,00556215"
17/08/2010 21.00,"8,73414652","4,46468061","19,60000038","77,7456687"
17/08/2010 22.00,"7,78415563","3,00976524","19,60000038","76,298376"
17/08/2010 23.00,"7,90696753","2,44778638","19,60000038","75,9040044"
18/08/2010 0.00,"7,24414083","1,83389289","19,60000038","80,9635638"
18/08/2010 1.00,"7,2856802","6,60746666",19,"79,11653295"
18/08/2010 2.00,"6,54519233",,19,"80,3036178"
18/08/2010 3.00,"7,0147697","1,7858711",19,
18/08/2010 4.00,"6,67884138","2,81638174",19,"79,5927993"
18/08/2010 5.00,"7,07798236","2,01689423",19,"77,17783185"
18/08/2010 6.00,"7,16286728","1,75212812",19,"82,1865786"
18/08/2010 7.00,"5,83901906","4,05585103",19,"77,79636165"
18/08/2010 8.00,"6,44585787","3,63533914",19,"73,6374051"
18/08/2010 9.00,"7,36695274","42,36902136",19,"52,44062985"
18/08/2010 10.00,"7,45725725","35,1308012",19,"57,52604445"
18/08/2010 11.00,"8,36751497","5,60810632",19,"77,08506435"
18/08/2010 12.00,"9,4565745","3,26025445",19,"89,11008645"
18/08/2010 13.00,"8,22302978","2,45946678",19,"92,31166245"
18/08/2010 14.00,"9,10439147","4,22327531",19,"93,69663135"
18/08/2010 15.00,"9,87919394","2,77744577",19,"100,86083595"
18/08/2010 16.00,"10,08328041","2,77095644",19,"104,04218265"
18/08/2010 17.00,"10,20608316","3,02404214",19,"103,12380435"
18/08/2010 18.00,"10,09411655","3,03572255",19,"104,6634456"
18/08/2010 19.00,"10,52576694","3,31606382",19,"111,59768655"
18/08/2010 20.00,"10,242207","6,2674251",19,"102,72037545"
18/08/2010 21.00,"8,58424275","4,70089291",19,"88,76586915"
18/08/2010 22.00,"9,05201495","2,65155204",19,"92,89120995"
18/08/2010 23.00,"7,58187535","2,3231909",19,"92,058876"
19/08/2010 0.00,"8,14175622","2,05972303",19,"83,75845905"
19/08/2010 1.00,"7,66495509","2,24661721","21,5","80,84599845"
19/08/2010 2.00,"7,20260045","2,88257518","21,5","82,5859377"
19/08/2010 3.00,"6,69148371","1,8598502","21,5","91,252098"
19/08/2010 4.00,"6,65897429","1,96368136","21,5","92,40042"
19/08/2010 5.00,"7,17912199","2,34265888","21,5","94,33535055"
19/08/2010 6.00,"7,04005436","2,06231953","21,5","95,80905705"
19/08/2010 7.00,"6,94975086","2,86959461","21,5","90,0607638"
19/08/2010 8.00,"7,15744972","3,77291518","21,5","81,63933015"
19/08/2010 9.00,"7,76970609","5,8806581","21,5","83,0888373"
19/08/2010 10.00,"8,0568713","4,85014746","21,5","84,90275115"
19/08/2010 11.00,"8,8280624","3,29919042","21,5","99,21097095"
19/08/2010 12.00,"9,2055311","4,44391438","21,5","103,3200924"
19/08/2010 13.00,"9,04840257","2,82157282","21,5","103,78131645"
19/08/2010 14.00,"9,72206642","2,50100116","21,5","103,68587565"
19/08/2010 15.00,"11,25360333","3,85338362","21,5","108,4364694"
19/08/2010 16.00,"10,51492572","2,58276593","21,5","110,95633395"
19/08/2010 17.00,"11,28250647","3,05519054","21,5","113,73297495"
19/08/2010 18.00,"10,89058518","3,28361718","21,5","107,6430978"
19/08/2010 19.00,"11,81168208","3,78070085","21,5","108,01019775"
19/08/2010 20.00,"10,60884567","5,63016889","21,5","94,4348412"
19/08/2010 21.00,"9,59022254","7,72233856","21,5","92,49320745"
19/08/2010 22.00,"9,10619664","2,59704283","21,5","89,1544752"
19/08/2010 23.00,"8,75220742","3,99744517","21,5","80,7558843"
20/08/2010 0.00,"8,73775992","5,7327018","21,5","71,9136054"
20/08/2010 1.00,"8,00268859","3,83261547",22,"77,73316005"
20/08/2010 2.00,"8,17787803",,22,"80,2825905"
20/08/2010 3.00,"7,71371821","7,85082878",22,
20/08/2010 4.00,"7,52769365","7,78463726",22,"73,5974652"
20/08/2010 5.00,"7,26400691","43,17240552",22,"42,45888675"
20/08/2010 6.00,"7,06353384","42,43781512",22,"52,59612015"
20/08/2010 7.00,"7,58368154","7,59774308",22,"79,69137225"
20/08/2010 8.00,"8,02436188","16,10140132",22,"57,9587001"
20/08/2010 9.00,"7,7155244","22,53752792",22,"53,9377776"
20/08/2010 10.00,"9,41864752","8,58672126",22,"87,777606"
20/08/2010 11.00,"9,57758021","13,66269312",22,"86,4655344"
20/08/2010 12.00,"9,96769124","12,49201758",22,"91,70175105"
20/08/2010 13.00,"9,81236992","5,69246758",22,"105,4059447"
20/08/2010 14.00,"10,84182003","3,40301966",22,"103,78598475"
20/08/2010 15.00,"10,63051794","4,03638305",22,"101,90932815"
20/08/2010 16.00,"10,21511412","4,8514457",22,"104,2041567"
20/08/2010 17.00,"10,33070634","3,18238251",22,"109,35291255"
20/08/2010 18.00,"10,32528573","28,23131096",22,"90,18128175"
20/08/2010 19.00,"10,22414508","8,69055242",22,"105,28227465"
20/08/2010 20.00,"9,77624811","6,72687297",22,"91,8563436"
20/08/2010 21.00,"8,61314081","7,22395664",22,"87,89321625"
20/08/2010 22.00,"8,5950799","4,25831845",22,"86,9360352"
20/08/2010 23.00,"8,35848401","3,17200035",22,"80,3433981"
21/08/2010 0.00,"8,09479828","7,41085082",22,"64,29460065"
21/08/2010 1.00,"8,18690797","5,46014811","49,09999084","69,01728435"
21/08/2010 2.00,"7,79860313","2,98121334","49,09999084","72,7787571"
21/08/2010 3.00,"7,74984002","4,12853189","49,09999084","67,758978"
21/08/2010 4.00,"7,09243088","9,87161585","49,09999084","64,22333925"
21/08/2010 5.00,"7,54936592","5,24729662","49,09999084","68,60052885"
21/08/2010 6.00,"8,11105401","3,53150989","49,09999084","72,3983106"
21/08/2010 7.00,"7,65050556","6,46989252","49,09999084","62,0898663"
21/08/2010 8.00,"7,27665026","4,14410704","49,09999084","60,58286325"
21/08/2010 9.00,"7,28026162","11,14093146","49,09999084","61,50642855"
21/08/2010 10.00,"9,0068632","23,64201384","49,09999084","52,32859065"
21/08/2010 11.00,"9,47282921","23,93405272","49,09999084","58,55558415"
21/08/2010 12.00,"9,98936453","7,93259546","49,09999084","75,63011085"
21/08/2010 13.00,"10,90684701","5,29661666","49,09999084","83,227011"
21/08/2010 14.00,"11,07661482","3,69763783","49,09999084","84,03360945"
21/08/2010 15.00,"10,88697483","2,80210483","49,09999084","85,7288208"
21/08/2010 16.00,"11,08564578","2,98640251","49,09999084","90,80507835"
21/08/2010 17.00,"10,4372676","2,5139779","49,09999084","97,0656876"
21/08/2010 18.00,"10,14468585","2,23104206","49,09999084","87,17669205"
21/08/2010 19.00,"9,8502969","1,44582954","49,09999084","85,0082667"
21/08/2010 20.00,"9,68052705","1,40559533","49,09999084","89,9500812"
21/08/2010 21.00,"9,19108258","1,22648873","49,09999084","88,66488225"
21/08/2010 22.00,"9,42948365","2,26608519","49,09999084","80,69425875"
21/08/2010 23.00,"8,40363677","2,5619997","49,09999084","85,78797255"
22/08/2010 0.00,"8,15620474","1,41857398","49,09999084","83,3238084"
22/08/2010 1.00,"8,68357721","1,8741271","29,20000076","84,5001003"
22/08/2010 2.00,"8,10382924",,"29,20000076","77,89399695"
22/08/2010 3.00,"8,30610851","3,85727645","29,20000076",
22/08/2010 4.00,"8,11105401","1,60936099","29,20000076","97,0621764"
22/08/2010 5.00,"8,68177102","1,65738278","29,20000076","96,7727019"
22/08/2010 6.00,"8,18148939","1,89359509","29,20000076","94,92084315"
22/08/2010 7.00,"8,40905433","2,56589444","29,20000076","85,5438843"
22/08/2010 8.00,"7,90516134","2,8579142","29,20000076","82,0809633"
22/08/2010 9.00,"7,7534524","2,51008507","29,20000076","83,2037094"
22/08/2010 10.00,"7,7859608","2,76706361","29,20000076","81,3288483"
22/08/2010 11.00,"9,21456206","2,98899901","29,20000076","81,6196794"
22/08/2010 12.00,"9,76721817","4,91504074","29,20000076","91,02776025"
22/08/2010 13.00,"10,19706237","3,38484993","29,20000076","90,3419391"
22/08/2010 14.00,"9,9586613","2,94746846","29,20000076","93,6547164"
22/08/2010 15.00,"10,88155422","2,76835994","29,20000076","94,98983025"
22/08/2010 16.00,"10,33070634","2,69697734","29,20000076","95,2360332"
22/08/2010 17.00,"10,94296068","2,78782984","29,20000076","92,09233215"
22/08/2010 18.00,"10,37044053","5,14216913","29,20000076","88,07751435"
