NetC,SIMAGE Brindisi,
23/11/2006 6.00,"0,896934","25,805575"
23/11/2006 7.00,"1,035915","37,123027"
23/11/2006 8.00,"0,861367","27,508383"
23/11/2006 9.00,"0,937554","20,654322"
23/11/2006 10.00,"0,831108","13,68087"
23/11/2006 11.00,"0,708993","12,625694"
23/11/2006 12.00,"0,703561","14,399887"
23/11/2006 13.00,"0,780506","13,026739"
23/11/2006 14.00,"0,817209","12,664633"
23/11/2006 15.00,"0,723775","13,631548"
23/11/2006 16.00,"0,843553","16,987846"
23/11/2006 17.00,"1,120188","24,741317"
23/11/2006 18.00,"1,123221","31,361769"
23/11/2006 19.00,"1,112923","31,556449"
23/11/2006 20.00,"1,149753","29,216392"
23/11/2006 21.00,"1,201366","31,478574"
23/11/2006 22.00,"0,997379","36,105479"
23/11/2006 23.00,"1,103826","22,791918"
24/11/2006 0.00,"1,228341","21,837984"
24/11/2006 1.00,,"29,738118"
24/11/2006 2.00,"0,412288",
24/11/2006 3.00,"0,34605","28,045712"
24/11/2006 4.00,"0,325855","28,396125"
24/11/2006 5.00,"0,362498","14,575097"
24/11/2006 6.00,"0,534666","26,785475"
24/11/2006 7.00,"0,444232","43,19837"
24/11/2006 8.00,"0,508945","39,596773"
24/11/2006 9.00,"0,431277","25,135879"
24/11/2006 10.00,"0,362498","17,01769"
24/11/2006 11.00,"0,303183","17,47455"
24/11/2006 12.00,"0,310169","16,466102"
24/11/2006 13.00,"0,421751","17,004711"
24/11/2006 14.00,"0,305596","11,778187"
24/11/2006 15.00,"0,273144","11,195443"
24/11/2006 16.00,"0,325474","19,091689"
24/11/2006 17.00,"0,465888","59,977259"
24/11/2006 18.00,"0,796379","61,826719"
24/11/2006 19.00,"1,788994","69,032509"
24/11/2006 20.00,"2,516786","63,809862"
24/11/2006 21.00,"2,772086","69,86704"
24/11/2006 22.00,"1,846151","61,703412"
24/11/2006 23.00,"0,921679","38,710311"
25/11/2006 0.00,"0,638817","29,074922"
25/11/2006 1.00,"0,495165","25,220236"
25/11/2006 2.00,"0,408922","22,092356"
25/11/2006 3.00,"0,43477","19,688704"
25/11/2006 4.00,"0,379645","20,129975"
25/11/2006 5.00,"0,408604","21,008654"
25/11/2006 6.00,"0,433118","39,111374"
25/11/2006 7.00,"0,515424","54,818205"
25/11/2006 8.00,"0,447408","48,396332"
25/11/2006 9.00,"0,311883","27,374697"
25/11/2006 10.00,"0,536191","19,009925"
25/11/2006 11.00,"0,406826","13,449847"
25/11/2006 12.00,"0,321218","13,527713"
25/11/2006 13.00,"0,321346","13,59261"
25/11/2006 14.00,"0,430959","13,480993"
25/11/2006 15.00,"0,409494","12,794415"
25/11/2006 16.00,"0,433944","11,207119"
25/11/2006 17.00,"0,444613","21,609557"
25/11/2006 18.00,"0,486909","37,813489"
25/11/2006 19.00,"0,500245","53,56835"
25/11/2006 20.00,"0,549145","56,160217"
25/11/2006 21.00,"0,616781","54,389916"
25/11/2006 22.00,"0,475731","41,816126"
25/11/2006 23.00,"0,419655","39,491631"
26/11/2006 0.00,"0,6204","38,546797"
26/11/2006 1.00,,"33,055498"
26/11/2006 2.00,"0,406543",
26/11/2006 3.00,"0,321265","19,809409"
26/11/2006 4.00,"0,290919","17,034566"
26/11/2006 5.00,"0,329845","16,695825"
26/11/2006 6.00,"0,265693","30,215755"
26/11/2006 7.00,"0,461602","46,537791"
26/11/2006 8.00,"0,456737","49,708501"
26/11/2006 9.00,"0,359039","30,750466"
26/11/2006 10.00,"0,325747","16,506333"
26/11/2006 11.00,"0,190019","13,175991"
26/11/2006 12.00,"0,292327","13,773017"
26/11/2006 13.00,"0,289767","12,263587"
26/11/2006 14.00,"0,287333","10,428394"
26/11/2006 15.00,"0,302827","11,060461"
26/11/2006 16.00,"0,356734","18,293505"
26/11/2006 17.00,"0,367105","37,975723"
26/11/2006 18.00,"0,370947","32,904945"
26/11/2006 19.00,"0,496815","41,548772"
26/11/2006 20.00,"0,452","47,125714"
26/11/2006 21.00,"0,412561","46,260054"
26/11/2006 22.00,"0,371714","30,550604"
26/11/2006 23.00,"0,214604","20,802273"
27/11/2006 0.00,"0,306668","16,167591"
27/11/2006 1.00,"0,232658","12,379098"
27/11/2006 2.00,"0,241109","10,893035"
27/11/2006 3.00,"0,274273","10,084465"
27/11/2006 4.00,"0,302058","10,020872"
27/11/2006 5.00,"0,207305","14,042966"
27/11/2006 6.00,"0,347259","27,934091"
27/11/2006 7.00,"0,275297","37,948477"
27/11/2006 8.00,"0,337527","31,303357"
27/11/2006 9.00,"0,18016","33,004887"
27/11/2006 10.00,"0,309357","25,867867"
27/11/2006 11.00,"0,236116","22,899641"
27/11/2006 12.00,"0,259035","18,167606"
27/11/2006 13.00,"0,308333","17,372018"
27/11/2006 14.00,"0,257115","16,938525"
27/11/2006 15.00,"0,23842","15,509563"
27/11/2006 16.00,"0,260828","19,586184"
27/11/2006 17.00,"0,294632","30,773831"
27/11/2006 18.00,"0,370562","25,88475"
27/11/2006 19.00,"0,313711","24,934696"
27/11/2006 20.00,"0,309742","27,216363"
27/11/2006 21.00,"0,314607","21,333102"
27/11/2006 22.00,"0,242774","16,412884"
27/11/2006 23.00,"0,176703","12,916416"
28/11/2006 0.00,"0,174142","11,161692"
28/11/2006 1.00,,"11,076034"
28/11/2006 2.00,"0,221173",
28/11/2006 3.00,"0,228526","11,736655"
28/11/2006 4.00,"0,184599","10,016977"
28/11/2006 5.00,"0,21561","12,289546"
28/11/2006 6.00,"0,239076","23,334429"
28/11/2006 7.00,"0,236391","25,351322"
28/11/2006 8.00,"0,236903","31,172271"
28/11/2006 9.00,"0,236071","19,578401"
28/11/2006 10.00,"0,260368","15,079976"
28/11/2006 11.00,"0,253272","13,826226"
28/11/2006 12.00,"0,25519","14,122144"
28/11/2006 13.00,"0,240164","13,966392"
28/11/2006 14.00,"0,251397",
28/11/2006 15.00,"0,214075","10,214246"
28/11/2006 16.00,"0,23588","12,807394"
28/11/2006 17.00,"0,271343","21,238973"
28/11/2006 18.00,"0,260881","28,791985"
28/11/2006 19.00,"0,307366","36,562353"
28/11/2006 20.00,"0,300076","27,39678"
28/11/2006 21.00,"0,299629","21,408396"
28/11/2006 22.00,"0,373736","21,222797"
28/11/2006 23.00,"0,374248","22,930787"
29/11/2006 0.00,"0,234984","13,140948"
29/11/2006 1.00,"0,253079","9,055255"
29/11/2006 2.00,"0,279807","9,901465"
29/11/2006 3.00,"0,247069","11,623738"
29/11/2006 4.00,"0,338825","9,826191"
29/11/2006 5.00,"0,344451","11,75353"
29/11/2006 6.00,"0,277314","15,21755"
29/11/2006 7.00,"0,311969","20,093646"
29/11/2006 8.00,"0,290549","19,649776"
29/11/2006 9.00,"0,180378","17,697781"
29/11/2006 10.00,"0,217081","14,194823"
29/11/2006 11.00,"0,270791","13,492672"
29/11/2006 12.00,"0,318747","14,610138"
29/11/2006 13.00,"0,261967","13,335628"
29/11/2006 14.00,"0,29413","12,94627"
29/11/2006 15.00,"0,222644","10,344038"
29/11/2006 16.00,"0,298862","12,59584"
29/11/2006 17.00,"0,30078","13,918373"
29/11/2006 18.00,"0,195852","13,455034"
29/11/2006 19.00,"0,281725","14,190926"
29/11/2006 20.00,"0,338121","12,968332"
29/11/2006 21.00,"0,234665","10,778825"
29/11/2006 22.00,"0,273157","9,571806"
29/11/2006 23.00,"0,285946","8,427085"
30/11/2006 0.00,"0,27418","8,380361"
30/11/2006 1.00,,"7,452383"
30/11/2006 2.00,"0,33198",
30/11/2006 3.00,"0,357856","9,70419"
30/11/2006 4.00,"0,416892","7,783341"
30/11/2006 5.00,"0,349806","9,55234"
30/11/2006 6.00,"0,364948","12,981312"
30/11/2006 7.00,"0,444876","16,185756"
30/11/2006 8.00,"0,358815","13,146147"
30/11/2006 9.00,"0,343097","10,943649"
30/11/2006 10.00,"0,309554","9,586083"
30/11/2006 11.00,"0,312621","9,004636"
30/11/2006 12.00,"0,284061","6,998126"
30/11/2006 13.00,"0,272178","8,780104"
30/11/2006 14.00,"0,345205","10,771034"
30/11/2006 15.00,"0,364182","12,769758"
30/11/2006 16.00,"0,388907","13,501754"
30/11/2006 17.00,"0,386224","14,275292"
30/11/2006 18.00,"0,353831","16,371352"
30/11/2006 19.00,"0,42705","19,203304"
30/11/2006 20.00,"0,369356","22,961935"
30/11/2006 21.00,"0,367057","28,840014"
30/11/2006 22.00,"0,511962","25,830239"
30/11/2006 23.00,"0,370699","20,379166"
01/12/2006 0.00,"0,356131","12,961844"
01/12/2006 1.00,"0,371849","9,464082"
01/12/2006 2.00,"0,394082","8,040319"
01/12/2006 3.00,"0,375107","8,578935"
01/12/2006 4.00,"0,330063","8,77751"
01/12/2006 5.00,"0,384116","12,5608"
01/12/2006 6.00,"0,44986","26,283192"
01/12/2006 7.00,"0,521737","36,301461"
01/12/2006 8.00,"0,521546","38,864763"
01/12/2006 9.00,"0,438167","26,044384"
01/12/2006 10.00,"0,383349","14,898265"
01/12/2006 11.00,"0,547422","17,475842"
01/12/2006 12.00,"0,443151","7,454977"
01/12/2006 13.00,"0,565248","7,230446"
01/12/2006 14.00,"0,597257","5,900128"
01/12/2006 15.00,,
01/12/2006 16.00,,
01/12/2006 17.00,"1,172273","45,673414"
01/12/2006 18.00,"0,6935","61,460721"
01/12/2006 19.00,"0,752899","55,269875"
01/12/2006 20.00,"0,829737","54,470394"
01/12/2006 21.00,"1,836943","74,780784"
01/12/2006 22.00,"1,655295","65,977324"
01/12/2006 23.00,"1,032334","41,481279"
02/12/2006 0.00,"0,922618","27,056729"
02/12/2006 1.00,,"20,453142"
02/12/2006 2.00,"0,203637",
02/12/2006 3.00,"0,231652","14,163677"
02/12/2006 4.00,"0,192793","22,171533"
02/12/2006 5.00,"0,153632","23,744554"
02/12/2006 6.00,"0,194299","40,792116"
02/12/2006 7.00,"0,279851","42,134113"
02/12/2006 8.00,"0,363596","44,0251"
02/12/2006 9.00,"0,309673","45,200979"
02/12/2006 10.00,"0,444629","47,796727"
02/12/2006 11.00,"0,372633","15,538116"
02/12/2006 12.00,"0,203637","19,930114"
02/12/2006 13.00,"0,243401","23,865258"
02/12/2006 14.00,"0,21659","19,174759"
02/12/2006 15.00,"0,197914","20,585528"
02/12/2006 16.00,"0,198516","32,779059"
02/12/2006 17.00,"0,436495","59,990223"
02/12/2006 18.00,"2,591563","70,148679"
02/12/2006 19.00,"7,40507","69,24795"
02/12/2006 20.00,"6,720051","70,744399"
02/12/2006 21.00,"4,721026","69,34659"
02/12/2006 22.00,"2,194228","65,292044"
02/12/2006 23.00,"1,661034","49,548849"
03/12/2006 0.00,"1,120611","40,205476"
03/12/2006 1.00,"1,08175","33,444857"
03/12/2006 2.00,"1,006741","32,686899"
03/12/2006 3.00,"0,473849","30,484411"
03/12/2006 4.00,"0,663931","27,860114"
03/12/2006 5.00,"0,266295","24,628414"
03/12/2006 6.00,"0,422639","32,053533"
03/12/2006 7.00,"0,702791","38,269042"
03/12/2006 8.00,"0,799489","35,177509"
03/12/2006 9.00,"0,699176","34,685611"
03/12/2006 10.00,"0,491924","57,892872"
03/12/2006 11.00,"0,535001","49,424262"
03/12/2006 12.00,"0,37203","34,753103"
03/12/2006 13.00,"0,383176","14,693202"
03/12/2006 14.00,"0,482284","18,803571"
03/12/2006 15.00,"0,339798","22,450588"
03/12/2006 16.00,"0,293106","30,690774"
03/12/2006 17.00,"1,033854","50,256192"
03/12/2006 18.00,"2,937085","71,721697"
03/12/2006 19.00,"4,030585","73,698362"
03/12/2006 20.00,"4,493289","75,453081"
03/12/2006 21.00,"3,837189","72,14999"
03/12/2006 22.00,"3,284113","64,004545"
03/12/2006 23.00,"2,971426","55,691684"
04/12/2006 0.00,"1,350155","34,825777"
04/12/2006 1.00,,"27,479837"
04/12/2006 2.00,"0,222755",
04/12/2006 3.00,"0,212755","28,898407"
04/12/2006 4.00,"0,115205","40,80248"
04/12/2006 5.00,"0,112683","44,989437"
04/12/2006 6.00,"0,191858","35,738186"
04/12/2006 7.00,"0,310217","47,01411"
04/12/2006 8.00,"0,414162","44,274289"
04/12/2006 9.00,"0,451723","39,378728"
04/12/2006 10.00,"0,305532","56,100507"
04/12/2006 11.00,"0,287337","33,797869"
04/12/2006 12.00,"0,178347","17,181224"
04/12/2006 13.00,"0,207171","16,067651"
04/12/2006 14.00,"0,268602","14,50891"
04/12/2006 15.00,"0,070978","13,975477"
04/12/2006 16.00,"0,401822","22,25979"
04/12/2006 17.00,"0,826883","34,065241"
04/12/2006 18.00,"0,49622","28,313068"
04/12/2006 19.00,"0,424431","37,23465"
04/12/2006 20.00,"0,574134","42,135411"
04/12/2006 21.00,"0,55612","37,708368"
04/12/2006 22.00,"0,260495","29,315012"
04/12/2006 23.00,"0,216989","21,484953"
05/12/2006 0.00,"0,334987","17,231839"
05/12/2006 1.00,"0,300849","33,3592"
05/12/2006 2.00,"0,129347","39,351482"
05/12/2006 3.00,"0,313909","55,72153"
05/12/2006 4.00,"0,279321","51,185483"
05/12/2006 5.00,"0,237526","51,095924"
05/12/2006 6.00,"0,336428","53,988875"
05/12/2006 7.00,"0,3394","54,710503"
05/12/2006 8.00,"0,364891","49,71368"
05/12/2006 9.00,"0,14592","35,064606"
05/12/2006 10.00,"0,163215","27,504501"
05/12/2006 11.00,"0,156639","21,825002"
05/12/2006 12.00,"0,154928","20,457042"
05/12/2006 13.00,"0,089804","20,726997"
05/12/2006 14.00,"0,085841","22,285756"
05/12/2006 15.00,"0,173393","26,37145"
05/12/2006 16.00,"0,068096","36,612964"
05/12/2006 17.00,"0,309315","60,854618"
05/12/2006 18.00,"0,284365","58,528821"
05/12/2006 19.00,"0,239238","41,796663"
05/12/2006 20.00,"0,89489","69,293383"
05/12/2006 21.00,"0,867958","60,244613"
05/12/2006 22.00,"0,770676","54,588498"
05/12/2006 23.00,"0,509552","38,39883"
06/12/2006 0.00,"0,27824","22,415523"
06/12/2006 1.00,,"16,957993"
06/12/2006 2.00,"0,615786",
06/12/2006 3.00,"0,671148","14,35446"
06/12/2006 4.00,"0,688208","13,505648"
06/12/2006 5.00,"0,693257","15,098142"
06/12/2006 6.00,"0,909862","22,133884"
06/12/2006 7.00,"0,790654","29,054159"
06/12/2006 8.00,"0,917899","34,191127"
06/12/2006 9.00,"1,052524","26,733564"
06/12/2006 10.00,"0,853037","42,311908"
06/12/2006 11.00,"1,053509","35,586353"
06/12/2006 12.00,"0,794359","23,217626"
06/12/2006 13.00,"0,756327","15,819753"
06/12/2006 14.00,"0,931881","15,978099"
06/12/2006 15.00,"0,805593",
06/12/2006 16.00,"0,919722",
06/12/2006 17.00,"0,961489","31,237163"
06/12/2006 18.00,"1,017598","31,912064"
06/12/2006 19.00,"0,797198","28,267639"
06/12/2006 20.00,"0,871322","21,512217"
06/12/2006 21.00,"0,834992","17,75099"
06/12/2006 22.00,"0,654687","15,353822"
06/12/2006 23.00,"0,764662","12,123418"
07/12/2006 0.00,"0,547997","10,697053"
07/12/2006 1.00,"0,646381","9,828787"
07/12/2006 2.00,"0,475486","9,680829"
07/12/2006 3.00,"0,654209","8,883936"
07/12/2006 4.00,"0,628215","8,219424"
07/12/2006 5.00,"3,082192","8,100021"
07/12/2006 6.00,"0,614591","13,769122"
07/12/2006 7.00,"0,741328","16,467393"
07/12/2006 8.00,"0,726062","26,07683"
07/12/2006 9.00,"0,559589","21,898976"
07/12/2006 10.00,"0,602611","15,686076"
07/12/2006 11.00,"0,57629","12,883968"
07/12/2006 12.00,"0,53043","12,614018"
07/12/2006 13.00,"0,422784","13,371971"
07/12/2006 14.00,"0,584715","15,805483"
07/12/2006 15.00,"0,659585","14,641296"
07/12/2006 16.00,"0,570016","15,875568"
07/12/2006 17.00,"0,66583","16,177976"
07/12/2006 18.00,"0,659078","15,377188"
07/12/2006 19.00,"0,565863","19,286363"
07/12/2006 20.00,"0,650623","23,282518"
07/12/2006 21.00,"0,752114","19,683524"
07/12/2006 22.00,"0,539213","15,767847"
07/12/2006 23.00,"0,637597","13,29669"
08/12/2006 0.00,"0,529443","10,390758"
08/12/2006 1.00,,"9,601659"
08/12/2006 2.00,"0,050834",
08/12/2006 3.00,"0,177873","11,225297"
08/12/2006 4.00,"0,105509","8,412807"
08/12/2006 5.00,"0,136152","8,112998"
08/12/2006 6.00,"0,093806","15,931379"
08/12/2006 7.00,"0,059768","9,557532"
08/12/2006 8.00,"0,052531","10,559478"
08/12/2006 9.00,"0,106492","11,644508"
08/12/2006 10.00,"0,11623","10,738585"
08/12/2006 11.00,"0,108367","13,558869"
08/12/2006 12.00,"0,071829","15,146166"
08/12/2006 13.00,"0,130255","11,849563"
08/12/2006 14.00,"0,059679","8,646425"
08/12/2006 15.00,"0,0419","9,684721"
08/12/2006 16.00,"0,107654","11,963781"
08/12/2006 17.00,"0,048868","14,841162"
08/12/2006 18.00,"0,130255","16,981359"
08/12/2006 19.00,"0,105331","16,777585"
08/12/2006 20.00,"0,091036","19,05795"
08/12/2006 21.00,"0,073526","21,051464"
08/12/2006 22.00,"0,07156","17,787333"
08/12/2006 23.00,"0,042704","10,663311"
09/12/2006 0.00,"0,088177","9,299254"
09/12/2006 1.00,"0,085765","11,273318"
09/12/2006 2.00,"0,087641","10,382978"
09/12/2006 3.00,"0,153752","15,069592"
09/12/2006 4.00,"0,098451","7,566594"
09/12/2006 5.00,"0,180017","16,525801"
09/12/2006 6.00,"0,058517","10,079274"
09/12/2006 7.00,"0,076295","13,721101"
09/12/2006 8.00,"0,131149","15,034549"
09/12/2006 9.00,"0,087105","15,612096"
09/12/2006 10.00,"0,049136","11,808041"
09/12/2006 11.00,"0,053693","10,128594"
09/12/2006 12.00,"0,035735","9,147401"
09/12/2006 13.00,"0,136152","8,56336"
09/12/2006 14.00,"0,049583","7,815788"
09/12/2006 15.00,"0,079333","8,19866"
09/12/2006 16.00,"0,067094","9,922232"
09/12/2006 17.00,"0,090589","10,829439"
09/12/2006 18.00,"0,043061","11,038398"
09/12/2006 19.00,"0,107831","10,601009"
09/12/2006 20.00,"0,042436","9,976743"
09/12/2006 21.00,"0,067183","9,84436"
09/12/2006 22.00,"0,054139","9,632806"
09/12/2006 23.00,"0,084067","11,24087"
10/12/2006 0.00,"0,058338","9,61204"
10/12/2006 1.00,,"8,978679"
10/12/2006 2.00,"0,832397",
10/12/2006 3.00,"0,925849","16,8957"
10/12/2006 4.00,"0,921064","12,057233"
10/12/2006 5.00,"0,79068","10,746377"
10/12/2006 6.00,"1,282463","24,36234"
10/12/2006 7.00,"1,794431","41,117863"
10/12/2006 8.00,"1,92048","33,583726"
10/12/2006 9.00,"1,926162","47,900549"
10/12/2006 10.00,"0,956203","27,664134"
10/12/2006 11.00,"1,141313","10,85021"
10/12/2006 12.00,"1,391615","22,211779"
10/12/2006 13.00,"1,793086","19,930114"
10/12/2006 14.00,"1,761536","16,472592"
10/12/2006 15.00,"1,2708","10,589332"
10/12/2006 16.00,"0,948278","19,647175"
10/12/2006 17.00,"1,293678","30,997055"
10/12/2006 18.00,"1,430043","36,693439"
10/12/2006 19.00,"2,148353","50,727329"
10/12/2006 20.00,"3,391193","71,000072"
10/12/2006 21.00,"3,235091","62,746907"
10/12/2006 22.00,"2,610681","60,244613"
10/12/2006 23.00,"1,910312","47,230853"
11/12/2006 0.00,"1,689466","30,640163"
11/12/2006 1.00,"1,611266","26,61286"
11/12/2006 2.00,"1,550409","20,915194"
11/12/2006 3.00,"1,314312","17,721146"
11/12/2006 4.00,"1,177946","16,189653"
11/12/2006 5.00,"1,174806","20,113112"
11/12/2006 6.00,"1,376663","30,963329"
11/12/2006 7.00,"1,56282","41,043891"
11/12/2006 8.00,"1,435425","44,568911"
11/12/2006 9.00,"1,258988","40,737606"
11/12/2006 10.00,"5,969728","34,397491"
11/12/2006 11.00,"1,121127","29,770584"
11/12/2006 12.00,"1,201272","28,584322"
11/12/2006 13.00,"1,201721","19,996307"
11/12/2006 14.00,"1,105427","28,689444"
11/12/2006 15.00,"0,863648","26,198835"
11/12/2006 16.00,"1,156265","26,486973"
11/12/2006 17.00,"1,189609","23,024226"
11/12/2006 18.00,"1,374121","22,092356"
11/12/2006 19.00,"1,155368","23,87046"
11/12/2006 20.00,"1,200674","23,309766"
11/12/2006 21.00,"1,246727","37,992586"
11/12/2006 22.00,"1,128603","16,691928"
11/12/2006 23.00,"1,029021","10,820356"
12/12/2006 0.00,"0,950371","9,866424"
12/12/2006 1.00,,"9,744424"
12/12/2006 2.00,"0,188973",
12/12/2006 3.00,"0,214865","9,37453"
12/12/2006 4.00,"0,17297","9,447211"
12/12/2006 5.00,"0,14618","9,510807"
12/12/2006 6.00,"0,196344","14,959266"
12/12/2006 7.00,"0,216123","15,327864"
12/12/2006 8.00,"0,194187","12,795715"
12/12/2006 9.00,"0,194547","11,660083"
12/12/2006 10.00,"0,297753","9,660062"
12/12/2006 11.00,"0,242553","7,954658"
12/12/2006 12.00,"0,107522","8,123382"
12/12/2006 13.00,"0,076955","8,359594"
12/12/2006 14.00,"0,189512","10,020872"
12/12/2006 15.00,"0,203357","14,821694"
12/12/2006 16.00,"0,338209","13,956018"
12/12/2006 17.00,"0,360684","20,200069"
12/12/2006 18.00,"0,269704","23,507046"
12/12/2006 19.00,"0,161822","27,339648"
12/12/2006 20.00,"0,143842","24,178042"
12/12/2006 21.00,"0,256039","17,277266"
12/12/2006 22.00,"0,363381","25,064484"
12/12/2006 23.00,"0,311419","23,745854"
13/12/2006 0.00,"0,121547","14,166272"
13/12/2006 1.00,"0,165059","11,212316"
13/12/2006 2.00,"0,12748","11,473183"
13/12/2006 3.00,"0,150495","12,772351"
13/12/2006 4.00,"0,171352","12,311609"
13/12/2006 5.00,"0,121547","15,334353"
13/12/2006 6.00,"0,232125","25,033357"
13/12/2006 7.00,"0,147439","34,345578"
13/12/2006 8.00,"0,212347","32,34035"
13/12/2006 9.00,"0,195445","28,566139"
13/12/2006 10.00,"0,221517","22,512881"
13/12/2006 11.00,"0,630209","20,531017"
13/12/2006 12.00,"0,53887","18,586819"
13/12/2006 13.00,"0,634705","13,218824"
13/12/2006 14.00,"0,827094","12,081887"
13/12/2006 15.00,"0,22817","13,175991"
13/12/2006 16.00,"0,313397","24,454499"
13/12/2006 17.00,"0,269884","36,899781"
13/12/2006 18.00,"0,404196","41,538389"
13/12/2006 19.00,"0,240576","41,748634"
13/12/2006 20.00,"0,346121","35,508479"
13/12/2006 21.00,"0,167396","31,029523"
13/12/2006 22.00,"0,115613","22,375295"
13/12/2006 23.00,"0,190052","17,011201"
14/12/2006 0.00,"0,201559","13,431669"
14/12/2006 1.00,,"10,084465"
14/12/2006 2.00,"0,156047",
14/12/2006 3.00,"0,256571","11,926147"
14/12/2006 4.00,"0,159857","11,71329"
14/12/2006 5.00,"0,204676","15,381082"
14/12/2006 6.00,"0,379957","26,17157"
14/12/2006 7.00,"0,191612","27,422726"
14/12/2006 8.00,"0,303929","50,928489"
14/12/2006 9.00,"0,755379","67,964354"
14/12/2006 10.00,"0,334232","40,589635"
14/12/2006 11.00,"0,252216","12,977417"
14/12/2006 12.00,"0,142983","11,745739"
14/12/2006 13.00,"0,240422","14,803526"
14/12/2006 14.00,"0,161854","12,228545"
14/12/2006 15.00,"0,406812","23,086538"
14/12/2006 16.00,"0,377417","27,932789"
14/12/2006 17.00,"0,663202","49,846068"
14/12/2006 18.00,"0,775701","64,69372"
14/12/2006 19.00,"0,912696","49,639707"
14/12/2006 20.00,"0,724532","44,141923"
14/12/2006 21.00,"0,523667","42,080902"
14/12/2006 22.00,"0,478303","36,132747"
14/12/2006 23.00,"0,226994","26,631023"
15/12/2006 0.00,"0,212841","21,164385"
15/12/2006 1.00,"0,171833","16,019629"
15/12/2006 2.00,"0,180362","14,299949"
15/12/2006 3.00,"0,146068","15,931379"
15/12/2006 4.00,"0,217559","16,652991"
15/12/2006 5.00,"0,273809","19,313627"
15/12/2006 6.00,"0,260381","24,113149"
15/12/2006 7.00,"0,191611","29,448699"
15/12/2006 8.00,"0,234797","33,050297"
15/12/2006 9.00,"0,347296","33,548676"
15/12/2006 10.00,"0,398828","29,11125"
15/12/2006 11.00,"0,319171","23,732871"
15/12/2006 12.00,"0,319534","22,227344"
15/12/2006 13.00,"0,304837","25,252682"
15/12/2006 14.00,"0,330239","26,843866"
15/12/2006 15.00,"0,211026","31,879618"
15/12/2006 16.00,"0,399554","32,179437"
15/12/2006 17.00,"0,404272","45,735706"
15/12/2006 18.00,"0,980196","50,696163"
15/12/2006 19.00,"0,754109","46,367756"
15/12/2006 20.00,"0,551973","46,733772"
15/12/2006 21.00,"0,498989","39,656465"
15/12/2006 22.00,"0,281429","33,329351"
15/12/2006 23.00,"0,352558","28,174199"
16/12/2006 0.00,"0,218285","23,647214"
16/12/2006 1.00,,"20,712734"
16/12/2006 2.00,"0,083156",
16/12/2006 3.00,"0,090715","20,806174"
16/12/2006 4.00,"0,055941","19,42395"
16/12/2006 5.00,"0,072572","22,196196"
16/12/2006 6.00,"0,069549","30,734901"
