NetC,SIMAGE Brindisi,,
03/09/2006 16.00,"2,537488","2,510085","14,16361"
03/09/2006 17.00,"2,763749","3,748254",
03/09/2006 18.00,"1,869924","4,934511","14,65201"
03/09/2006 19.00,"1,72407","8,802167",
03/09/2006 20.00,"1,45667","14,423252","22,46641"
03/09/2006 21.00,"0,452146","14,621826",
03/09/2006 22.00,"0,425874","57,72934","30,28083"
03/09/2006 23.00,"0,36828","40,736286",
04/09/2006 0.00,"0,428304","28,751738","24,42001"
04/09/2006 1.00,"0,618476","20,427195",
04/09/2006 2.00,"0,428585","14,360949","20,02442"
04/09/2006 3.00,"0,477858","14,302544",
04/09/2006 4.00,"0,389036","12,357036","21,97802"
04/09/2006 5.00,"0,339576","10,995566",
04/09/2006 6.00,"0,358369","25,744563","24,42001"
04/09/2006 7.00,"0,426621","43,351501",
04/09/2006 8.00,"1,111389","23,470697","37,118431"
04/09/2006 9.00,"3,592128","7,460169",
04/09/2006 10.00,"9,658175","9,138318","18,55921"
04/09/2006 11.00,"12,829567","11,23438",
04/09/2006 12.00,"9,78907","6,685338","19,0476"
04/09/2006 13.00,"7,939712","5,329063",
04/09/2006 14.00,"5,826692","3,281021","13,18681"
04/09/2006 15.00,"5,428398","2,965638",
04/09/2006 16.00,"7,573205","3,752149","16,60561"
04/09/2006 17.00,"5,36295","6,896892",
04/09/2006 18.00,"4,85246","9,614637","14,65201"
04/09/2006 19.00,"4,968396","14,320719",
04/09/2006 20.00,"2,210438","10,107828","25,88522"
04/09/2006 21.00,"0,847916","21,887295",
04/09/2006 22.00,"1,172441","24,07552","21,97802"
04/09/2006 23.00,"0,955063","27,373415",
05/09/2006 0.00,"1,327084","15,625075","23,93162"
05/09/2006 1.00,,"12,367422",
05/09/2006 2.00,"1,483267","12,786634","16,11721"
05/09/2006 3.00,"0,985153","10,161041",
05/09/2006 4.00,"0,805781","10,963117","17,094"
05/09/2006 5.00,"0,625599","15,623784",
05/09/2006 6.00,"0,477865","20,776326","21,48962"
05/09/2006 7.00,"1,123402","24,608931",
05/09/2006 8.00,"2,950311","15,303208","21,001221"
05/09/2006 9.00,"3,229242","11,752228",
05/09/2006 10.00,"6,198275","10,660719","10,74481"
05/09/2006 11.00,"6,703722","9,38102",
05/09/2006 12.00,"7,806345","9,619828","24,908421"
05/09/2006 13.00,"4,895346","5,435489",
05/09/2006 14.00,"3,852628","3,087637","21,48962"
05/09/2006 15.00,"3,092585","2,597043",
05/09/2006 16.00,"2,87543","2,764469","17,094"
05/09/2006 17.00,"1,967248","2,003914",
05/09/2006 18.00,"1,72975","2,584064","20,02442"
05/09/2006 19.00,"2,429888","4,533469",
05/09/2006 20.00,"2,184652","3,780701","23,93162"
05/09/2006 21.00,"1,754087","5,713232",
05/09/2006 22.00,"1,550348","9,7587","20,02442"
05/09/2006 23.00,"1,774711","12,93199",
06/09/2006 0.00,"3,871348","13,440754","27,35042"
06/09/2006 1.00,"2,789317","6,109084",
06/09/2006 2.00,"1,825224","12,789227","18,07081"
06/09/2006 3.00,"3,071993","5,583445",
06/09/2006 4.00,"2,779956","8,00268","23,44322"
06/09/2006 5.00,"2,437376","8,925466",
06/09/2006 6.00,"3,079481","7,431615","30,76923"
06/09/2006 7.00,"3,313483","8,390743",
06/09/2006 8.00,"4,240137","9,726254","35,164822"
06/09/2006 9.00,"3,502558","4,03119",
06/09/2006 10.00,"3,066377","3,476999","30,76923"
06/09/2006 11.00,"3,098201","4,658062",
06/09/2006 12.00,"3,349052","3,390043","33,699631"
06/09/2006 13.00,"4,075399","2,84883",
06/09/2006 14.00,"4,127815","3,383554","21,97802"
06/09/2006 15.00,"3,13377","2,247915",
06/09/2006 16.00,"3,201162","3,393936","25,39682"
06/09/2006 17.00,"5,134965","5,547106",
06/09/2006 18.00,"4,958995","5,785915","29,79241"
06/09/2006 19.00,"2,882918","5,92868",
06/09/2006 20.00,"1,370478","4,30634","32,722832"
06/09/2006 21.00,"0,905685","3,744361",
06/09/2006 22.00,"1,227799","5,602913","33,211231"
06/09/2006 23.00,"1,022687","7,046148",
07/09/2006 0.00,"0,811584","6,225893","35,653221"
07/09/2006 1.00,,"6,005253",
07/09/2006 2.00,"2,239652",,"26,37361"
07/09/2006 3.00,"1,731688","4,521786",
07/09/2006 4.00,"1,761704","5,560084","36,141621"
07/09/2006 5.00,"1,595759","6,918956",
07/09/2006 6.00,"1,769852","7,057829","34,18803"
07/09/2006 7.00,"1,845622","9,422552",
07/09/2006 8.00,"3,289779","11,514715","27,83882"
07/09/2006 9.00,"4,968125","8,655509",
07/09/2006 10.00,"6,215268","6,597084","19,0476"
07/09/2006 11.00,"6,508932","5,732702",
07/09/2006 12.00,"4,743231","3,326446","18,55921"
07/09/2006 13.00,"3,797186","3,579532",
07/09/2006 14.00,"5,168858","7,056532","15,62881"
07/09/2006 15.00,"3,687527","3,393936",
07/09/2006 16.00,"5,856552","7,321296","21,48962"
07/09/2006 17.00,"4,477446","7,070807",
07/09/2006 18.00,"3,187555","5,850808","29,30402"
07/09/2006 19.00,"2,756352","9,352467",
07/09/2006 20.00,"1,969871","14,110459","31,746031"
07/09/2006 21.00,"1,802873","14,572503",
07/09/2006 22.00,"1,763997","17,296735","25,88522"
07/09/2006 23.00,"1,515002","17,770457",
08/09/2006 0.00,"1,629773","16,261038",
08/09/2006 1.00,"1,688815","17,67052",
08/09/2006 2.00,"1,74984","20,514154","21,001221"
08/09/2006 3.00,"1,760558","19,264298",
08/09/2006 4.00,"1,755137","20,865865","17,582411"
08/09/2006 5.00,"1,750986","14,385606",
08/09/2006 6.00,"1,841905","21,980753","19,53602"
08/09/2006 7.00,"2,193186","38,532516",
08/09/2006 8.00,"4,903073","58,422402","34,18803"
08/09/2006 9.00,"6,438305","42,308028",
08/09/2006 10.00,"10,218755","25,805575","42,002441"
08/09/2006 11.00,"9,767115","14,891776",
08/09/2006 12.00,"12,242809","15,008589","29,30402"
08/09/2006 13.00,"12,170327","14,385606",
08/09/2006 14.00,"11,58485","28,209245","24,42001"
08/09/2006 15.00,"14,361656","24,875005",
08/09/2006 16.00,"14,675757","27,89386","39,072041"
08/09/2006 17.00,"13,952751","29,281285",
08/09/2006 18.00,"11,804176","20,198769",
08/09/2006 19.00,"6,17066","37,259295",
08/09/2006 20.00,"3,984909","30,589532",
08/09/2006 21.00,"3,405015","30,371489",
08/09/2006 22.00,"3,191272","41,446233","46,398041"
08/09/2006 23.00,"2,18761","13,456337",
09/09/2006 0.00,"1,817742","11,207119","51,282051"
09/09/2006 1.00,,"13,20844",
09/09/2006 2.00,"1,734782",,"42,490841"
09/09/2006 3.00,"0,747399","4,401085",
09/09/2006 4.00,"0,740573","4,938404","43,46764"
09/09/2006 5.00,"0,742746","5,535425",
09/09/2006 6.00,"0,685969","5,013679","38,09523"
09/09/2006 7.00,"0,93836","6,175276",
09/09/2006 8.00,"1,130562","5,907913","21,48962"
09/09/2006 9.00,"2,146335","5,018872",
09/09/2006 10.00,"2,138888","4,416659","17,094"
09/09/2006 11.00,"2,103985","3,955915",
09/09/2006 12.00,"1,10993","1,63402","21,97802"
09/09/2006 13.00,"0,811156","1,69502",
09/09/2006 14.00,"0,915246","1,804043","21,97802"
09/09/2006 15.00,"0,823256","2,586659",
09/09/2006 16.00,"0,741039","1,003255","26,86202"
09/09/2006 17.00,"0,68178","1,274511",
09/09/2006 18.00,"1,019802","2,468553","23,44322"
09/09/2006 19.00,"1,284293","3,528915",
09/09/2006 20.00,"0,955579","3,765127","28,81562"
09/09/2006 21.00,"0,750501","4,066233",
09/09/2006 22.00,"0,6869","4,351765","20,51281"
09/09/2006 23.00,"0,799987","2,773553",
10/09/2006 0.00,"0,872587","3,330339","21,001221"
10/09/2006 1.00,"0,631985","1,846873",
10/09/2006 2.00,"0,959924","4,320617","12,69841"
10/09/2006 3.00,"1,074872","3,72749",
10/09/2006 4.00,"1,134131","3,069467","19,0476"
10/09/2006 5.00,"1,161898","5,582147",
10/09/2006 6.00,"2,087541","8,790489","22,46641"
10/09/2006 7.00,"3,181343","6,478978",
10/09/2006 8.00,"2,13408","3,453638","21,97802"
10/09/2006 9.00,"1,931949","2,214169",
10/09/2006 10.00,"2,063497","3,29919","24,908421"
10/09/2006 11.00,"2,109103","2,791723",
10/09/2006 12.00,"1,920469","2,40885","25,39682"
10/09/2006 13.00,"1,911782","2,737213",
10/09/2006 14.00,"2,330315","3,91568","15,14041"
10/09/2006 15.00,"3,272557","4,203807",
10/09/2006 16.00,"3,512695","3,347212","22,46641"
10/09/2006 17.00,"3,734215","5,260275",
10/09/2006 18.00,"1,965922","3,567849","27,83882"
10/09/2006 19.00,"1,04726","3,552276",
10/09/2006 20.00,"1,500851","4,499723","23,93162"
10/09/2006 21.00,"1,53017","4,15968",
10/09/2006 22.00,"0,933396","2,978617","29,30402"
10/09/2006 23.00,"1,138164","3,155127",
11/09/2006 0.00,"1,127305","3,643127","18,07081"
11/09/2006 1.00,,"2,356936",
11/09/2006 2.00,"1,77867",,"12,21001"
11/09/2006 3.00,"3,706032","6,538678",
11/09/2006 4.00,"3,024528","4,926723","11,23321"
11/09/2006 5.00,"3,302387","5,509468",
11/09/2006 6.00,"2,958818","8,344019","15,62881"
11/09/2006 7.00,"1,940504","6,277807",
11/09/2006 8.00,"3,822433","10,174015","17,582411"
11/09/2006 9.00,"4,791183","8,018253",
11/09/2006 10.00,"4,395048","4,310235","14,16361"
11/09/2006 11.00,"3,437562","2,948765",
11/09/2006 12.00,"3,14656","2,094766","7,814408"
11/09/2006 13.00,"3,501393","2,639872",
11/09/2006 14.00,"3,11089","2,064914","6,837607"
11/09/2006 15.00,"3,003876","2,867",
11/09/2006 16.00,"3,317406","1,361468","9,76801"
11/09/2006 17.00,"2,312984","2,511383",
11/09/2006 18.00,"3,311774","4,900766","22,954821"
11/09/2006 19.00,"2,380572","4,508808",
11/09/2006 20.00,"1,5301","2,402361","21,48962"
11/09/2006 21.00,"1,819223","3,46402",
11/09/2006 22.00,"1,341606","6,729468","21,001221"
11/09/2006 23.00,"0,755474","8,924168",
12/09/2006 0.00,"0,738578","5,378381","20,02442"
12/09/2006 1.00,"1,682921","1,647001",
12/09/2006 2.00,"1,920603","2,293341","15,62881"
12/09/2006 3.00,"1,687052","2,404957",
12/09/2006 4.00,"0,76674","4,40368","13,18681"
12/09/2006 5.00,"0,440068","4,186936",
12/09/2006 6.00,"0,464099","6,051979","21,48962"
12/09/2006 7.00,"1,230838","6,816425",
12/09/2006 8.00,"5,115977","8,083148","23,93162"
12/09/2006 9.00,"8,429631","7,583468",
12/09/2006 10.00,"5,99649","4,887787","16,60561"
12/09/2006 11.00,"3,071464","4,050658",
12/09/2006 12.00,"4,070253","2,112936","19,53602"
12/09/2006 13.00,"5,497095","2,677509",
12/09/2006 14.00,"3,938834","5,209659","16,11721"
12/09/2006 15.00,"3,319283","4,966957",
12/09/2006 16.00,"3,610285","2,93449","36,630032"
12/09/2006 17.00,"2,033248","1,004553",
12/09/2006 18.00,"1,899952","1,793659","27,35042"
12/09/2006 19.00,"1,613082","2,022085",
12/09/2006 20.00,"1,29467","3,845596","34,18803"
12/09/2006 21.00,"1,651756","8,438765",
12/09/2006 22.00,"1,850388","6,703508","27,35042"
12/09/2006 23.00,"0,977761","13,191564",
13/09/2006 0.00,"0,906044","15,819753","24,42001"
13/09/2006 1.00,,"16,126059",
13/09/2006 2.00,"1,443437",,"16,60561"
13/09/2006 3.00,"1,538413","6,999425",
13/09/2006 4.00,"0,953985","5,769041","22,46641"
13/09/2006 5.00,"0,992539","8,27653",
13/09/2006 6.00,"1,308497","26,301376","25,88522"
13/09/2006 7.00,"1,583079","34,034097",
13/09/2006 8.00,"1,869887","22,268872","28,327221"
13/09/2006 9.00,"6,618189","9,918339",
13/09/2006 10.00,"10,086205","12,811291","30,28083"
13/09/2006 11.00,"8,999159","9,966361",
13/09/2006 12.00,"8,139678","6,436147","30,76923"
13/09/2006 13.00,"6,217599","3,77551",
13/09/2006 14.00,"5,072252","4,277786","26,86202"
13/09/2006 15.00,"5,489769","12,863207",
13/09/2006 16.00,"5,233992","15,153946","32,234421"
13/09/2006 17.00,"4,697993","17,329184",
13/09/2006 18.00,"2,380967","14,541356","34,18803"
13/09/2006 19.00,"2,104503","23,407106",
13/09/2006 20.00,"1,82616","24,215689","34,18803"
13/09/2006 21.00,"1,10256","19,677023",
13/09/2006 22.00,"0,548694","23,38764","39,56044"
13/09/2006 23.00,"0,543052","20,523235",
14/09/2006 0.00,"0,448547","27,216363","36,630032"
14/09/2006 1.00,"0,402","24,89965",
14/09/2006 2.00,"0,521894","14,119552","29,79241"
14/09/2006 3.00,"1,178259","12,469953",
14/09/2006 4.00,"1,520075","12,231138","35,164822"
14/09/2006 5.00,"1,267121","9,75351",
14/09/2006 6.00,"1,623044","17,046243","24,42001"
14/09/2006 7.00,"1,839325","34,867326",
14/09/2006 8.00,"2,572798","30,52334","36,630032"
14/09/2006 9.00,"2,533304","14,436233",
14/09/2006 10.00,"5,055326","17,684801","29,79241"
14/09/2006 11.00,"7,95913","15,326573",
14/09/2006 12.00,"19,410725","24,258517","21,48962"
14/09/2006 13.00,"9,774008","20,891831",
14/09/2006 14.00,"5,284772","10,680187","23,93162"
14/09/2006 15.00,"3,375858","7,210978",
14/09/2006 16.00,"2,2023","6,754127","31,746031"
14/09/2006 17.00,"2,939536","9,497829",
14/09/2006 18.00,"2,159044","10,337549","29,79241"
14/09/2006 19.00,"1,869416","15,603013",
14/09/2006 20.00,"1,702034","18,399932","32,722832"
14/09/2006 21.00,"1,630567","20,327255",
14/09/2006 22.00,"1,66442","16,420675","41,514042"
14/09/2006 23.00,"1,617402","14,50371",
15/09/2006 0.00,"2,049964","15,435585","42,97924"
15/09/2006 1.00,,"9,888487",
15/09/2006 2.00,"0,611445",,"33,211231"
15/09/2006 3.00,"0,895345","5,909212",
15/09/2006 4.00,"0,658813","4,648976","36,630032"
15/09/2006 5.00,"0,719382","4,56851",
15/09/2006 6.00,"0,719693","7,36802","28,327221"
15/09/2006 7.00,"0,712704","13,609483",
15/09/2006 8.00,"0,776535","18,665998","31,746031"
15/09/2006 9.00,"1,029376","12,855416",
15/09/2006 10.00,"0,660987","13,522526","33,699631"
15/09/2006 11.00,"0,800298","11,057868",
15/09/2006 12.00,"0,815984","8,61138","28,327221"
15/09/2006 13.00,"0,769236","7,24083",
15/09/2006 14.00,"0,738174","6,565934","26,37361"
15/09/2006 15.00,"0,736777","5,05002",
15/09/2006 16.00,"0,688165","8,054594","38,09523"
15/09/2006 17.00,"0,799055","8,519233",
15/09/2006 18.00,"0,810392","11,017629","37,606831"
15/09/2006 19.00,"0,760849","13,321357",
15/09/2006 20.00,"0,59436","18,031336","43,46764"
15/09/2006 21.00,"0,801075","21,856147",
15/09/2006 22.00,"0,70525","17,754887","50,305241"
15/09/2006 23.00,"0,757899","19,012521",
16/09/2006 0.00,"0,82406","12,869696","47,863232"
16/09/2006 1.00,"0,716897","9,04487",
16/09/2006 2.00,"0,742213","6,737255","38,09523"
16/09/2006 3.00,"0,782437","5,160341",
16/09/2006 4.00,"0,886804","3,221318","35,164822"
16/09/2006 5.00,"1,489242","4,24534",
16/09/2006 6.00,"1,584291","3,858572","38,58363"
16/09/2006 7.00,"1,406153","4,826787",
16/09/2006 8.00,"1,53133","7,787234","29,79241"
16/09/2006 9.00,"1,920842","7,226551",
16/09/2006 10.00,"1,261717","7,944275","34,67643"
16/09/2006 11.00,"0,853102","9,037083",
16/09/2006 12.00,"0,951101","7,469254","42,002441"
16/09/2006 13.00,"0,692514","5,779425",
16/09/2006 14.00,"0,719072","3,347212","37,606831"
16/09/2006 15.00,"0,647319","4,626914",
16/09/2006 16.00,"0,64732","4,767084","29,30402"
16/09/2006 17.00,"0,267128","6,520508",
16/09/2006 18.00,"0,681643","10,61399","39,56044"
16/09/2006 19.00,"0,709287","16,211716",
16/09/2006 20.00,"0,683818","20,171503","37,118431"
16/09/2006 21.00,"0,635983","13,26944",
16/09/2006 22.00,"0,584887","14,132521","27,83882"
16/09/2006 23.00,"0,395412","12,123418",
17/09/2006 0.00,"0,653377","6,798255","29,79241"
17/09/2006 1.00,,"7,28885",
17/09/2006 2.00,"0,652444",,"18,07081"
17/09/2006 3.00,"0,133928","9,736636",
17/09/2006 4.00,"0,089905","8,242785","18,55921"
17/09/2006 5.00,"0,068669","8,89302",
17/09/2006 6.00,"0,102151","12,237629","19,0476"
17/09/2006 7.00,"0,100755","23,164395",
17/09/2006 8.00,"0,077349","25,553784","21,97802"
17/09/2006 9.00,"0,105607","24,581647",
17/09/2006 10.00,"0,305372","5,770339","15,62881"
17/09/2006 11.00,"0,848691","5,891042",
17/09/2006 12.00,"0,312037","7,848232","7,814408"
17/09/2006 13.00,"0,117652","5,52634",
17/09/2006 14.00,"0,070219","3,278424","4,884005"
17/09/2006 15.00,"0,103546","5,310891",
17/09/2006 16.00,"0,0913","6,577616","3,907204"
17/09/2006 17.00,"0,101841","5,653531",
17/09/2006 18.00,"0,107422","10,839824","7,814408"
17/09/2006 19.00,"0,133929","22,716644",
17/09/2006 20.00,"0,074868","24,17026","9,76801"
17/09/2006 21.00,"0,051928","18,235098",
17/09/2006 22.00,"0,080294","14,61793",
17/09/2006 23.00,"0,018601","14,848953",
18/09/2006 0.00,"0,027901","15,588741","17,094"
18/09/2006 1.00,"0,09099","13,679568",
18/09/2006 2.00,"0,060763","6,878724","10,74481"
18/09/2006 3.00,"0,000775","5,255084",
18/09/2006 4.00,"0,088665","3,561362","8,302809"
18/09/2006 5.00,"0,09626","13,14225",
18/09/2006 6.00,"0,066499","17,008608","13,67521"
18/09/2006 7.00,"0,193298","33,195664",
18/09/2006 8.00,"0,658645","33,437075","9,27961"
18/09/2006 9.00,"0,130053","10,507572",
18/09/2006 10.00,"0,104321","7,658743","7,326007"
18/09/2006 11.00,"0,127262","6,979956",
18/09/2006 12.00,"0,119356","12,092273","3,907204"
18/09/2006 13.00,,"9,1487",
18/09/2006 14.00,,,
18/09/2006 15.00,,,
18/09/2006 16.00,,,
18/09/2006 17.00,,"9,987125",
18/09/2006 18.00,,"14,812609",
18/09/2006 19.00,,"20,44406",
18/09/2006 20.00,,"22,420724",
18/09/2006 21.00,,"21,503136",
18/09/2006 22.00,,"17,75099",
18/09/2006 23.00,,"13,757443",
19/09/2006 0.00,,"10,103935",
19/09/2006 1.00,,"10,05851",
19/09/2006 2.00,,,
19/09/2006 3.00,"0,356523","7,453679",
19/09/2006 4.00,"0,261567","8,067573",
19/09/2006 5.00,"0,201912","9,124041",
19/09/2006 6.00,"0,180732","13,743163",
19/09/2006 7.00,"0,312045","30,067786",
19/09/2006 8.00,"0,20756","17,508288",
19/09/2006 9.00,"0,37982","8,806062",
19/09/2006 10.00,"0,35864","4,953978",
19/09/2006 11.00,"0,625856","5,318681",
19/09/2006 12.00,,,
19/09/2006 13.00,,,
19/09/2006 14.00,"1,854999","13,29021",
19/09/2006 15.00,"1,226114","12,111741",
19/09/2006 16.00,"0,987027","8,499765","1,465201"
19/09/2006 17.00,"0,54473","6,652894",
19/09/2006 18.00,"0,172856","15,50697","6,837607"
19/09/2006 19.00,"0,102786","36,725867",
19/09/2006 20.00,,"29,60445","14,65201"
19/09/2006 21.00,,"26,475272",
19/09/2006 22.00,,"27,647251","11,23321"
19/09/2006 23.00,"0,041812","29,10477",
20/09/2006 0.00,"0,006968","21,67445","18,07081"
20/09/2006 1.00,,"14,485544",
20/09/2006 2.00,,"10,656825","9,27961"
20/09/2006 3.00,,"9,174659",
20/09/2006 4.00,,"8,743765","7,814408"
20/09/2006 5.00,,"11,003357",
20/09/2006 6.00,,"19,266898","8,302809"
20/09/2006 7.00,,"28,821831",
20/09/2006 8.00,,"28,074259","9,27961"
20/09/2006 9.00,,"8,61138",
20/09/2006 10.00,"0,015679","7,331678","9,27961"
20/09/2006 11.00,"0,23699","9,660062",
20/09/2006 12.00,"0,186409","4,297254","10,25641"
20/09/2006 13.00,"0,310102","3,823531",
20/09/2006 14.00,"0,043554","3,762531","5,372406"
20/09/2006 15.00,"0,444246","3,392637",
20/09/2006 16.00,"0,001742","1,815723","8,791209"
20/09/2006 17.00,,"1,767701",
20/09/2006 18.00,"0,001742","2,373809","8,791209"
20/09/2006 19.00,"0,188151","6,651595",
20/09/2006 20.00,"0,062717","4,863128","12,69841"
20/09/2006 21.00,,"3,963702",
20/09/2006 22.00,,"3,15902","12,21001"
20/09/2006 23.00,"0,196862","4,755404",
21/09/2006 0.00,"0,123693","3,926062","11,72161"
21/09/2006 1.00,,"2,613914",
21/09/2006 2.00,"2,004305",,"13,18681"
21/09/2006 3.00,"1,216416","8,969593",
21/09/2006 4.00,"0,445256","10,151955","7,326007"
21/09/2006 5.00,"0,438494","10,93716",
21/09/2006 6.00,"0,422358","12,21167","15,62881"
21/09/2006 7.00,"0,327447","17,092974",
21/09/2006 8.00,"0,682892","17,884678","15,62881"
21/09/2006 9.00,"1,36614","11,506934",
21/09/2006 10.00,"1,038338","3,609384","13,18681"
21/09/2006 11.00,"1,157453","4,91504",
21/09/2006 12.00,"0,842344","11,031909","9,27961"
21/09/2006 13.00,"1,644945","23,918469",
21/09/2006 14.00,"1,895868","3,798872","6,349206"
21/09/2006 15.00,"2,308143","4,203807",
21/09/2006 16.00,"1,179876","3,214829","20,02442"
21/09/2006 17.00,"0,860971","3,444552",
21/09/2006 18.00,"0,506474","5,500382","18,55921"
21/09/2006 19.00,"0,568404","3,692447",
21/09/2006 20.00,"0,486187","2,023382","18,07081"
21/09/2006 21.00,"0,376801","2,231042",
21/09/2006 22.00,"0,368259","2,97602","19,0476"
21/09/2006 23.00,"0,444307","6,298573",
22/09/2006 0.00,"0,311312","9,636699","17,582411"
22/09/2006 1.00,"0,399579","6,529595",
22/09/2006 2.00,"0,266584","6,234978","11,72161"
22/09/2006 3.00,"0,114725","7,772956",
22/09/2006 4.00,"0,452731","8,658105","15,62881"
22/09/2006 5.00,"0,350225","7,340764",
22/09/2006 6.00,"0,359717","7,784637","13,18681"
22/09/2006 7.00,"0,394834","8,270042",
22/09/2006 8.00,"0,666994","11,558841","17,094"
22/09/2006 9.00,"1,185214","9,317424",
22/09/2006 10.00,"1,109285","9,609446","12,69841"
22/09/2006 11.00,"1,226619","3,800171",
22/09/2006 12.00,"1,508271","2,999383","13,67521"
22/09/2006 13.00,"1,464611","3,439361",
22/09/2006 14.00,"1,690502","4,330999","10,74481"
22/09/2006 15.00,"2,54127","6,564638",
22/09/2006 16.00,"2,425596","3,405616","15,62881"
22/09/2006 17.00,"2,266262","4,911148",
22/09/2006 18.00,"2,112386","5,952042","22,954821"
22/09/2006 19.00,"2,372207","5,532829",
22/09/2006 20.00,"2,030525","4,350467","21,001221"
22/09/2006 21.00,"1,943324","5,500382",
22/09/2006 22.00,"1,905597","5,091553","22,46641"
22/09/2006 23.00,"1,331972","4,829383",
23/09/2006 0.00,"1,285228","4,902064","15,14041"
23/09/2006 1.00,,"5,192787",
23/09/2006 2.00,"2,32221",,"12,21001"
23/09/2006 3.00,"1,362175","7,615914",
23/09/2006 4.00,"0,522261","8,868361","14,65201"
23/09/2006 5.00,"0,806166","8,864468",
23/09/2006 6.00,"0,900211","9,017615","19,53602"
23/09/2006 7.00,"0,663859","8,507551",
23/09/2006 8.00,"1,056912","8,937149","15,14041"
23/09/2006 9.00,"1,255268","6,700914",
23/09/2006 10.00,"0,61725","4,930616","9,76801"
23/09/2006 11.00,"1,036499","4,996807",
23/09/2006 12.00,"0,566157","5,37319","11,72161"
