,Provincia di TARANTO,,,,,,,
20/08/2006 2.00,"32,201252","3,459677","26,915261","0,488014","26,811464","0,003961","0,056058",0
20/08/2006 3.00,"41,254154","7,956411","29,074922",,"14,422679","0,021567","0,370605","0,001794"
20/08/2006 4.00,"28,722789","3,776038","22,94897","0,439252",,"0,066021","0,491026","0,050242"
20/08/2006 5.00,"21,724316","3,601786","16,213018","0,361294","27,055213","0,041373","0,383062","0,052036"
20/08/2006 6.00,"25,231344","4,608392","18,177991","0,447951","40,574689",0,"0,075782",0
20/08/2006 7.00,"26,289675","5,300326","18,175398","0,401144","39,399336","0,039172","0,333233","0,052634"
20/08/2006 8.00,"24,479086","3,740511","18,756842","0,702125","65,115323","0,019366","0,179593","0,000598"
20/08/2006 9.00,"26,027672","4,555946","19,055355","0,801126","73,314515","0,139963","0,221117","0,025121"
20/08/2006 10.00,"34,590297","6,342459","24,882787","0,780912","97,046715","0,043573","0,086163","0,026915"
20/08/2006 11.00,"37,638177","7,034394","26,871132","0,82565","116,976525","0,040053","0,098621","0,001196"
20/08/2006 12.00,"33,978133","7,215414","22,930787","0,66095","132,127776","0,00044",0,0
20/08/2006 13.00,"25,099053","5,356155","16,898294","0,615218","123,005117",0,0,0
20/08/2006 14.00,"10,466584","3,123014","5,708043","0,510004","143,169241",0,0,0
20/08/2006 15.00,"8,049025","3,129782","3,589916","0,405285","122,876396",0,0,0
20/08/2006 16.00,"13,602669","4,254811","7,083786","0,411747","112,211391",0,0,0
20/08/2006 17.00,"17,729643","5,593004","9,160382","0,389793","97,767108",0,0,0
20/08/2006 18.00,"27,83826","7,391358","16,516719","0,563854","87,91051",0,0,0
20/08/2006 19.00,"40,299587","9,712473","25,425298","0,659127","78,495348","0,037852","0,96648","0,113642"
20/08/2006 20.00,"57,474126","13,451277","36,875136","0,748684","72,102571","0,038731","1,808388","0,113642"
20/08/2006 21.00,"42,304702","8,77523","28,869841","0,624747","76,414069","0,00132","0,092391","0,047251"
20/08/2006 22.00,"25,757909","4,999191","18,105316","0,436685","77,670693",0,0,0
20/08/2006 23.00,"33,269983","7,046236","22,481735","0,396007","59,040768",0,0,0
21/08/2006 0.00,"39,025964","6,535321","29,025593","0,50437","55,934433",0,"0,004152",0
21/08/2006 1.00,"34,499515","6,202042","25,007391","0,423179","35,882687",0,0,0
21/08/2006 2.00,"29,5321","4,542412","22,582956","0,447122","34,593578",0,0,0
21/08/2006 3.00,"25,067925","4,275111","18,52582","0,433951","29,626687",0,0,0
21/08/2006 4.00,"26,445311","4,637152","19,348655","0,760531","32,741142","0,115755",0,0
21/08/2006 5.00,"29,685137","3,684683","24,052157","0,860196","29,298988","0,532123",0,0
21/08/2006 6.00,"42,289155","10,350263","26,437644","0,732364","31,833876","0,323058","0,214889","0,001196"
21/08/2006 7.00,"85,519898","26,897504","44,309335","1,062342","12,017772","0,52508","1,559241","0,724315"
21/08/2006 8.00,"59,271732","18,939398","30,253384","0,675447","40,417624","0,359149","1,174102","0,580768"
21/08/2006 9.00,"47,796078","13,809938","26,640106","0,567251","67,122134","0,156248","4,153478","0,55804"
21/08/2006 10.00,"41,700317","13,437747","21,111176","0,57479","78,415447","0,040932","0,45573","0,198573"
21/08/2006 11.00,"53,43013","17,489549","26,632324","0,68771","76,774266","0,078344","0,7246","0,276927"
21/08/2006 12.00,"63,979747","20,805421","32,101562","0,690526","73,84395","0,036971","0,176479","0,055625"
21/08/2006 13.00,"64,814985","20,947529","32,719349","0,712315","68,45324","0,037852","0,264718","0,061008"
21/08/2006 14.00,"24,842252","6,997175","14,123437","0,397664","67,015163","0,00044","0,003114","0,153715"
21/08/2006 15.00,"16,743943","5,593004","8,173999","0,377946","65,444378",0,"0,005191","0,871451"
21/08/2006 16.00,"11,488602","3,865704","5,570467","0,326664","75,820974",0,0,0
21/08/2006 17.00,"21,680225","6,684197","11,442039","0,413819","74,003744",0,0,0
21/08/2006 18.00,"35,954718","9,358892","21,619939","0,519035","65,740937",0,0,0
21/08/2006 19.00,"15,083816","3,935064","9,056551","0,410505","83,73306",0,0,0
21/08/2006 20.00,"19,135562","4,149921","12,781435","0,429559","78,793246",0,0,0
21/08/2006 21.00,"36,361977","7,531776","24,830876","0,599726","66,866199",0,0,0
21/08/2006 22.00,"16,487141","5,357847","8,280425","0,317882","80,137891","0,042253","0,171288","0,055625"
21/08/2006 23.00,"17,672575","6,036248","8,42319","0,249202","78,026826",0,0,0
22/08/2006 0.00,"12,933431","4,985657","5,292722","0,253593","78,376185",0,0,0
22/08/2006 1.00,"9,288932","4,04503","3,265446","0,212501","80,584754",0,0,0
22/08/2006 2.00,"2,907817","2,537661","0,316681","0,264281","83,593593",,0,0
22/08/2006 3.00,"5,148989","2,955528","1,100595",,"83,156205",0,0,0
22/08/2006 4.00,"2,40459","2,382017","0,083065","0,167394",,0,0,0
22/08/2006 5.00,"3,276158","2,118101","0,82285","0,159411","74,335493",0,0,0
22/08/2006 6.00,"17,41318","3,378472","12,241526","0,321067","67,165467",0,0,0
22/08/2006 7.00,"49,902357","12,522498","30,72322","0,555734","47,450896","0,151406","0,749516","0,488658"
22/08/2006 8.00,"50,120267","14,701507","27,59794","0,639141","56,527547","0,285647","1,589346","0,933057"
22/08/2006 9.00,"48,096991","15,371445","24,545337","0,699927","69,852032","0,122798","0,797268","0,459351"
22/08/2006 10.00,"58,114838","17,920949","30,658328","0,749073","69,824939","0,00176","0,251222","0,114838"
22/08/2006 11.00,"42,67823","12,38208","23,709506","0,680553","83,508266","0,158889","0,726677","0,427652"
22/08/2006 12.00,"38,782129","10,810426","22,222162","0,545589","93,66685","0,116195","0,699686","0,273936"
22/08/2006 13.00,"39,46433","10,988066","22,634887","0,499688","97,520671","0,061179","0,415244","0,141155"
22/08/2006 14.00,"10,640381","3,199145","5,778127","0,331961","132,573224","0,020246","0,092391","0,02871"
22/08/2006 15.00,"9,701369","3,762505","3,987063","0,238824","100,127335",0,0,0
22/08/2006 16.00,"14,663594","4,901068","7,182424","0,322148","99,40558",0,0,0
22/08/2006 17.00,"29,786302","8,616202","16,5868","0,538106","95,310748",0,0,0
22/08/2006 18.00,"47,97508","12,245052","29,220273","0,647705","79,60166","0,116195","0,810764","0,378008"
22/08/2006 19.00,"82,038833","21,246971","49,495638","0,92736","58,408392","0,268042","1,103511","0,668093"
22/08/2006 20.00,"81,099813","19,810652","50,759775","1,022659","52,029162","0,317337","1,612185","0,819415"
22/08/2006 21.00,"52,454838","12,417611","33,438373","0,831482","61,667763","0,353428","1,747139","0,922889"
22/08/2006 22.00,"25,052362","4,799561","17,705572","0,451289","76,150029","0,041373","0,197241","0,09211"
22/08/2006 23.00,"20,396222","4,061949","14,177948","0,34618","74,68486",0,"0,001038",0
23/08/2006 0.00,"9,260399","2,816803","4,944893","0,254126","80,362669",0,0,0
23/08/2006 1.00,"14,832202","3,425841","9,586083","0,336868","80,748581","0,018486",0,0
23/08/2006 2.00,"9,947796","2,825262","5,619787","0,282399","79,196776","0,140843",0,0
23/08/2006 3.00,"7,09964","2,454763","3,343319","0,289219","82,71747",0,0,0
23/08/2006 4.00,"5,270904","2,319421","1,754723","0,25213","83,500146",0,0,0
23/08/2006 5.00,"13,200609","3,469827","7,885872","0,289385","71,899444",0,0,0
23/08/2006 6.00,"28,159896","5,496573","19,745815","0,431832","58,962245",0,0,0
23/08/2006 7.00,"33,591639","8,008855","21,326619","0,395742","56,522121",0,0,0
23/08/2006 8.00,"28,193624","6,399979","18,393443","0,426343","63,214169","0,000881","0,097582","0,057419"
23/08/2006 9.00,"61,930538","19,00029","32,820567","0,805537","62,273046","0,057658","0,111078","0,048447"
23/08/2006 10.00,"72,617589","22,553016","38,06398","0,867489","67,184417","0,29621","1,546784","1,017392"
23/08/2006 11.00,"46,626223","13,568008","25,840622","0,637727","85,654567","0,204223","1,027728","0,595721"
23/08/2006 12.00,"44,439524","12,580023","25,168325","0,69893","89,712839","0,095949","0,579265","0,313412"
23/08/2006 13.00,"42,973957","12,681528","23,545974","0,664337","93,297194","0,062939","0,251222","0,112446"
23/08/2006 14.00,"19,439055","5,796016","10,559478","0,397987","107,568167","0,000881","0,070591","0,000598"
23/08/2006 15.00,"9,40566","3,869087","3,657404","0,32165","110,452418",0,0,0
23/08/2006 16.00,"14,360102","4,88415","6,904679","0,343353","106,682569",0,0,0
23/08/2006 17.00,"27,345403","7,278009","16,197444","0,541598","94,288385",0,0,0
23/08/2006 18.00,"52,260294","13,591701","31,442226","0,822667","79,238747",0,0,0
23/08/2006 19.00,"76,819782","20,099945","46,03291","0,89651","59,937203","0,315576","1,537441","1,037128"
23/08/2006 20.00,"78,977952","19,154256","49,643587","0,871397","46,869993","0,208184","1,355772","0,749436"
23/08/2006 21.00,"56,860241","12,657324","37,479003","0,86954","55,443445","0,309735","1,675404","1,088162"
23/08/2006 22.00,"22,435063","4,302181","15,849608","0,405304","72,266422",0,0,0
23/08/2006 23.00,"19,075904","3,3108","14,009227","0,373456","62,520846",0,0,0
24/08/2006 0.00,"36,45794","7,986863","24,228672","0,459772","45,009433",0,"0,002077",0
24/08/2006 1.00,"22,390953","4,27342","15,849608","0,337283","56,886366","0,00044","0,080973","0,000598"
24/08/2006 2.00,"18,601209","3,446143","13,326544","0,380525","47,950563","0,015404",0,0
24/08/2006 3.00,"24,077032","4,112702","17,783436",,"21,451895","0,141283","0,191012","0,055027"
24/08/2006 4.00,"11,000939","2,656085","6,933233","0,41537",,0,0,0
24/08/2006 5.00,"20,850149","4,49335","13,970289","0,418436","54,049497","0,117076",0,0
24/08/2006 6.00,"37,145342","6,377986","27,385077","0,622392","44,758924","0,118836",0,0
24/08/2006 7.00,"50,997036","9,57713","36,337809","0,559407","40,104805",0,"0,002077",0
24/08/2006 8.00,"68,965305","17,657033","41,92125","0,810683","44,833395","0,150526","0,58238","0,132782"
24/08/2006 9.00,"71,725278","20,485679","40,343046","0,976682","54,718441","0,49031","2,331594","1,341568"
24/08/2006 10.00,"38,846962","9,790293","23,852277","0,568772","88,124459","0,021567","0,162983","0,096895"
24/08/2006 11.00,"39,438401","10,086355","23,995045","0,61253","101,134812",0,"0,095506","0,000598"
24/08/2006 12.00,"37,083087","9,815671","22,048227","0,548881","113,438236",0,0,0
24/08/2006 13.00,"27,511422","7,856596","15,475824","0,552777","128,260348",0,0,0
24/08/2006 14.00,"12,528776","4,08225","6,305063","0,359843","141,771788",0,0,0
24/08/2006 15.00,"4,658733","2,664544","0,963021","0,320727","145,777283",0,0,0
24/08/2006 16.00,"7,089264","3,212678","2,40885","0,360671","139,97487",0,0,0
24/08/2006 17.00,"7,143737","3,530731","1,757319","0,373684","131,622618",0,0,0
24/08/2006 18.00,"11,426347","4,271728","4,879999","0,397136","129,77156",0,0,0
24/08/2006 19.00,"16,103237","5,420442","7,802807","0,402856","112,597318",0,0,0
24/08/2006 20.00,"29,599538","7,555461","18,027441","0,47562","94,124542",0,0,0
24/08/2006 21.00,"49,630032","11,806883","31,54867","0,575318","70,160775",0,0,0
24/08/2006 22.00,"19,20818","4,564405","12,21816","0,353711","82,550926",0,0,0
24/08/2006 23.00,"12,150058","3,326027","7,055234","0,288156","81,650442",0,0,0
25/08/2006 0.00,"11,545667","3,212678","6,62434","0,23089","80,896191",0,0,0
25/08/2006 1.00,"9,95039","2,828645","5,61719","0,290477","74,051148",0,0,0
25/08/2006 2.00,"9,825881","2,847254","5,471828","0,200391","61,113911",0,0,0
25/08/2006 3.00,"9,203331","2,850638","4,835872","0,189038","45,559198",0,0,0
25/08/2006 4.00,"7,84151","3,011357","3,229106","0,196083","43,932911",0,0,0
25/08/2006 5.00,"13,851688","3,995969","7,730126","0,311611","35,831237","0,039172",0,0
25/08/2006 6.00,"33,091003","9,06114","19,211087","0,545732","27,303012","0,06646","0,301052","0,120819"
25/08/2006 7.00,"33,407459","8,447026","20,470025","0,52725","24,495926","0,104752","0,497255","0,227283"
25/08/2006 8.00,"32,401019","7,821068","20,423314","0,534875","41,549667","0,102111","0,434968","0,142352"
25/08/2006 9.00,"28,655354","7,526701","17,126713","0,60822","68,236559","0,016726","0,109001","0,020336"
25/08/2006 10.00,"42,800137","11,6191","25,002191","0,841099","77,963165","0,039612","0,17025","0,05383"
25/08/2006 11.00,"43,23854","11,830572","25,116414","0,874497","92,689198","0,062059","0,100696","0,033494"
25/08/2006 12.00,"19,576527","6,728183","9,266806","0,496172","113,028001","0,000881",0,0
25/08/2006 13.00,"20,891659","6,885519","10,341446","0,522859","110,661016","0,094188","0,359186","0,147734"
25/08/2006 14.00,"10,39655","4,420604","3,906595","0,387607","111,516789","0,024208","0,114192","0,062802"
25/08/2006 15.00,"2,842968","2,813419","0,005191","0,34476","123,128328",0,0,0
25/08/2006 16.00,"3,156836","2,948761","0,070084","0,337053","123,567048",0,0,0
25/08/2006 17.00,"7,294184","4,097475","1,305659","0,365313","118,425477",0,0,0
25/08/2006 18.00,"9,436786","4,593165","2,536042","0,331252","101,358229",0,0,0
25/08/2006 19.00,"14,684347","6,374603","4,913744","0,348489","91,817123",0,0,0
25/08/2006 20.00,"24,549124","9,193098","10,460842","0,374099","79,418852",0,0,0
25/08/2006 21.00,"13,664924","5,873839","4,664553","0,296444","81,840008",0,0,0
25/08/2006 22.00,"3,719723","2,887859","0,186894","0,17064","91,77379",0,0,0
25/08/2006 23.00,"4,041373","2,862481","0,59702","0,152821","97,53284",0,0,0
26/08/2006 0.00,"8,121655","2,958911","3,602892","0,239177","90,41426",0,0,0
26/08/2006 1.00,"4,767679","2,571496","1,746937","0,197989","86,029626",0,0,0
26/08/2006 2.00,"1,758698","2,212839","0,093447","0,199397","75,904924",0,0,0
26/08/2006 3.00,"2,015498","1,872793",0,,"68,511451",0,0,0
26/08/2006 4.00,"2,194481","1,965841","0,028554","0,290188",,0,0,0
26/08/2006 5.00,"11,636456","2,659468","7,628891","0,366842","63,172175",0,0,0
26/08/2006 6.00,"24,11334","3,439376","18,852884","0,410395","45,082553","0,014525","0,037372",0
26/08/2006 7.00,"29,469847","4,987348","21,837984","0,432462","52,633087","0,143924","0,877203","0,437222"
26/08/2006 8.00,"24,847433","7,523317","13,321357","0,381941","60,393537",0,"0,002077",0
26/08/2006 9.00,"22,772264","7,19342","11,750926","0,602278","63,535066",0,0,0
26/08/2006 10.00,"21,87217","7,430268","10,486799","0,472532","79,286151",0,0,0
26/08/2006 11.00,"10,199408","4,620234","3,127871","0,382854","88,393925",0,0,0
26/08/2006 12.00,"11,156575","5,051636","3,473106","0,358131","90,295097",0,0,0
26/08/2006 13.00,"17,742613","6,899052","7,169445","0,362694","88,231429",0,0,0
26/08/2006 14.00,"4,399338","3,52904","0,568468","0,284216","94,632326",0,0,0
26/08/2006 15.00,"3,016763","2,98598","0,080468","0,28156","96,18009",0,0,0
26/08/2006 16.00,"1,828734","2,727139","0,064893","0,274675","93,096776",0,"0,113154","0,063998"
26/08/2006 17.00,"3,159431","3,185608","0,127192","0,300641","86,866488","0,00044","0,167136","0,091512"
26/08/2006 18.00,"7,143737","3,948599","1,370552","0,300144","83,990342",0,0,0
26/08/2006 19.00,"15,192761","5,33247","7,101955","0,329097","78,196102",0,0,0
26/08/2006 20.00,"22,536227","7,692493","10,761948","0,350748","73,401159",0,0,0
26/08/2006 21.00,"12,777795","5,225887","4,768382","0,268121","79,035635",0,0,0
26/08/2006 22.00,"10,300573","3,85386","4,394594","0,243318","73,328039",0,0,0
26/08/2006 23.00,"16,100642","4,324173","9,477063","0,266463","61,168077",0,"0,065401",0
27/08/2006 0.00,"15,319865","3,90123","9,34468","0,213618","53,92086",0,0,0
27/08/2006 1.00,"11,799875","3,106096","7,042255","0,24846","65,177628",0,0,0
27/08/2006 2.00,"6,295514","2,652701","2,240128","0,218181","82,040425",0,0,0
27/08/2006 3.00,"6,093186","2,285585","2,829362","0,275173","76,278644",0,0,0
27/08/2006 4.00,"7,467979","2,549503","3,576935","0,283635","75,50682",0,0,0
27/08/2006 5.00,"9,781782","3,217754","4,892978","0,243567","69,33746",0,"0,254336","0,103474"
27/08/2006 6.00,"11,831003","2,766049","7,595148","0,248543","63,689457",0,"0,382025","0,160294"
27/08/2006 7.00,"14,897051","4,388461","8,173999","0,386504","64,397639",0,0,0
27/08/2006 8.00,"15,517004","4,967048","7,906638","0,332332","57,885723","0,016285","0,068515","0,021532"
27/08/2006 9.00,"9,890728","3,950291","3,83651","0,294586","69,452574","0,025968","0,176479","0,02871"
27/08/2006 10.00,"14,616905","5,752031","5,819659","0,359376","82,519762",0,0,0
27/08/2006 11.00,"18,027946","5,870455","9,03319","0,45652","88,148834","0,079224","0,468187","0,218311"
27/08/2006 12.00,"13,491131","4,946745","5,980595","0,458262","95,438046",0,0,0
27/08/2006 13.00,"6,435587","3,760812","1,121361","0,303876","91,192887",0,0,0
27/08/2006 14.00,"3,247624","3,143315","0,708639","0,240912","90,410211",0,0,0
27/08/2006 15.00,"0,915664","2,600255",0,"0,235769","92,220668",0,0,0
27/08/2006 16.00,"1,20878","2,674694",0,"0,25684","90,993824",0,0,0
27/08/2006 17.00,"3,006387","2,828645","0,173916","0,268038","91,289028",0,0,0
27/08/2006 18.00,"8,617099","4,126236","2,320596","0,266297","86,592958",0,0,0
27/08/2006 19.00,"11,065788","4,292031","4,488041","0,293838","84,503552",0,0,0
27/08/2006 20.00,"21,472696","6,213884","11,953398","0,425162","76,873116",0,0,0
27/08/2006 21.00,"24,53876","6,202042","15,039736","0,426406","66,974524",0,0,0
27/08/2006 22.00,"8,539281","3,280349","3,561362","0,218513","69,610998",0,0,0
27/08/2006 23.00,"11,636456","4,327556","5,004595","0,247217","70,08764",0,0,0
28/08/2006 0.00,"14,50277","4,853698","7,065614","0,24481","84,610522",0,0,0
28/08/2006 1.00,"11,117666","3,628855","5,557488","0,264637","88,151551",0,0,0
28/08/2006 2.00,"3,211309","1,877868","0,916297","0,166747","88,125813","0,00044",0,0
28/08/2006 3.00,"2,728835","2,407393","0,259575",,"80,749959",0,0,0
28/08/2006 4.00,"2,721053","1,957382","0,269957","0,218434",,0,0,0
28/08/2006 5.00,"5,019293","2,113025","2,105148","0,196664","72,621192",0,0,0
28/08/2006 6.00,"19,874837","3,593326","14,37523","0,338866","56,939197",0,0,0
28/08/2006 7.00,"31,9782","7,311846","20,781508","0,418658","52,141559",0,0,0
28/08/2006 8.00,"27,783787","7,208648","16,742543","0,36229","69,754536",0,0,0
28/08/2006 9.00,"18,014978","6,073467","8,708722","0,299633","89,263282",0,0,0
28/08/2006 10.00,"14,170746","4,994115","6,517914","0,311717","95,815822",0,0,0
28/08/2006 11.00,"16,86067","5,765564","8,026042","0,324547","99,046746",0,0,0
28/08/2006 12.00,"19,659527","6,44735","9,785956","0,324713","100,804395",0,0,0
28/08/2006 13.00,"22,053754","6,883825","11,506934","0,369492","103,360907",0,0,0
28/08/2006 14.00,"10,134559","3,906306","4,158382","0,276043","115,718539",0,0,0
28/08/2006 15.00,"10,534028","4,097475","4,275192","0,246907","110,437577",0,0,0
28/08/2006 16.00,"11,724652","4,875691","4,251829","0,26727","108,208644",0,0,0
