,Regione Puglia,,,,,
02/01/2006 15.00,1,"29,94323928","11,80507341","12,21815991","0,29441764","11,22004986"
02/01/2006 16.00,"0,79870705","41,77683672","14,74683495","19,54983672","0,25822225","11,22004986"
02/01/2006 17.00,1,"53,44443432","16,84880309","27,96523704","0,41981358","11,22004986"
02/01/2006 18.00,1,"64,92264832","21,3771963","32,3170064","0,41000894","11,22004986"
02/01/2006 19.00,1,"40,16209536","13,5353121","19,39928584","0,29196648","11,22004986"
02/01/2006 20.00,1,"54,64669992","17,08199209","28,44285464","0,43329612","11,22004986"
02/01/2006 21.00,1,"72,77192456","22,44086236","38,3482192","0,45401565","11,22004986"
02/01/2006 22.00,1,"44,43952616","13,09346259","24,41295136","0,31632546","11,22004986"
02/01/2006 23.00,1,"48,99450288","13,96449209","27,57587736","0,28373109","11,22004986"
03/01/2006 0.00,1,"42,57448488","14,51281046","20,44666032","0,30391588","11,22004986"
03/01/2006 1.00,0,"24,59581504","8,41300521","11,8326988","0,2108452","11,92035961"
03/01/2006 2.00,0,"19,24579048","6,41916195","9,40178582","0,22923006","11,92035961"
03/01/2006 3.00,0,"16,44693605","6,0423597","7,1772331","0,14561918","11,92035961"
03/01/2006 4.00,0,"12,1435747","5,21018298","4,15059446","0,13263525","11,92035961"
03/01/2006 5.00,0,"23,12634744","6,80525809","12,76457127","0,12352029","11,92035961"
03/01/2006 6.00,0,"35,8302108","7,82583531","23,83281232","0,16825513","11,92035961"
03/01/2006 7.00,1,"31,79791752","6,6633233","21,58359288","0,23229401","11,92035961"
03/01/2006 8.00,1,"60,81251752","15,81386791","36,63891032","0,49082266","11,92035961"
03/01/2006 9.00,2,"91,08649456","28,01940415","48,10561408","0,8804173","11,92035961"
03/01/2006 10.00,2,"81,74052384","23,0373274","46,42227016","0,56324954","11,92035961"
03/01/2006 11.00,1,"49,75324184","13,20919666","29,5032116","0,4687995","11,92035961"
03/01/2006 12.00,"1,28367062","55,30299392","16,45680864","30,09245176","0,52154021","11,92035961"
03/01/2006 13.00,1,"33,24013912","10,62819472","16,93593005","0,33302457","11,92035961"
03/01/2006 14.00,"0,73457402","42,52779384","14,17992381","20,77762752","0,3046044","11,92035961"
03/01/2006 15.00,"0,66899786","51,44578248","18,4514849","24,1637604","0,3560042","11,92035961"
03/01/2006 16.00,"0,86975772","56,85158008","20,38449701","26,09111376","0,40621686","11,92035961"
03/01/2006 17.00,2,"92,29659936","32,85447207","41,88880344","0,60174231","11,92035961"
03/01/2006 18.00,1,"65,30265832","20,24256347","34,25084144","0,49112905","11,92035961"
03/01/2006 19.00,1,"54,36787296","15,44551658","30,67779144","0,38281434","11,92035961"
03/01/2006 20.00,1,"48,99840336","14,64122652","26,8672328","0,36025528","11,92035961"
03/01/2006 21.00,1,"51,27456288","14,62939249","28,8361148","0,33624114","11,92035961"
03/01/2006 22.00,1,"83,56535576","28,12501258","40,41702232","0,58412401","11,92035961"
03/01/2006 23.00,1,"57,06557112","14,44858996","34,90885624","0,42165195","11,92035961"
04/01/2006 0.00,1,"36,82628632","11,3327971","19,44211464","0,37297126","11,92035961"
04/01/2006 1.00,,"49,6767236","14,95296405","26,74134672","0,39262015","9,86813259"
04/01/2006 2.00,1,,,,"0,18001347","9,86813259"
04/01/2006 3.00,1,"15,96835098","6,18344902","6,48027659",,"9,86813259"
04/01/2006 4.00,1,"18,20822647","6,15979343","8,75804028","0,28169351","9,86813259"
04/01/2006 5.00,1,"14,74530385","5,95618452","5,60550982","0,21954658","9,86813259"
04/01/2006 6.00,1,"26,59704808","6,85679286","16,08193525","0,31199749","9,86813259"
04/01/2006 7.00,1,"23,85135872","5,93759798","14,74642237","0,35582246","9,86813259"
04/01/2006 8.00,2,"72,28555","20,1192227","41,4280688","0,70012306","9,86813259"
04/01/2006 9.00,1,"94,89311448","27,89521542","52,15758184","0,95850142","9,86813259"
04/01/2006 10.00,2,"70,35955416","17,14788357","44,06534776","0,87407853","9,86813259"
04/01/2006 11.00,1,"50,42634232","11,10722104","33,39812768","0,62541627","9,86813259"
04/01/2006 12.00,1,"62,4778504","15,60940979","38,54159888","0,73426805","9,86813259"
04/01/2006 13.00,1,"64,37920056","17,37514932","37,73173304","0,61274107","9,86813259"
04/01/2006 14.00,2,"67,50361888","20,91675402","35,51366008","0,62710669","9,86813259"
04/01/2006 15.00,1,"49,57035904","18,25970877","23,39802352","0,49271229","9,86813259"
04/01/2006 16.00,1,"40,298268","14,78907084","17,61471873","0,45518647","9,86813259"
04/01/2006 17.00,2,"79,82097144","31,77898445","34,97858688","0,51164936","9,86813259"
04/01/2006 18.00,1,"66,43878784","19,38589941","36,81542616","0,45645516","9,86813259"
04/01/2006 19.00,1,"44,82471768","12,94477031","25,00089136","0,36530905","9,86813259"
04/01/2006 20.00,2,"95,2342344","36,31244048","39,84726544","0,81969051","9,86813259"
04/01/2006 21.00,3,"127,7480812","48,01190671","54,23028544","0,93872089","9,86813259"
04/01/2006 22.00,1,"58,84243096","15,50128242","35,18399304","0,49674668","9,86813259"
04/01/2006 23.00,1,"21,71135272","7,85709511","10,08057259","0,30132026","9,86813259"
05/01/2006 0.00,1,"20,20425696","6,60756245","10,14027479","0,29263985","9,86813259"
05/01/2006 1.00,1,"19,08368538","6,61347697","9,1136589","0,36803748","10,72622013"
05/01/2006 2.00,1,"13,24081414","5,10035221","5,44327662","0,32474958","10,72622013"
05/01/2006 3.00,1,"12,27716232","5,90549397","4,40497841","0,32958899","10,72622013"
05/01/2006 4.00,1,"11,08653889","5,25496025","3,06167986","0,31015446","10,72622013"
05/01/2006 5.00,1,"11,47822547","5,49320709","3,08374434","0,34910041","10,72622013"
05/01/2006 6.00,1,"12,70645986","5,74919623","3,89361592","0,35897262","10,72622013"
05/01/2006 7.00,1,"14,49109771","5,98828853","5,30440424","0,39077479","10,72622013"
05/01/2006 8.00,1,"17,42485522","6,35241877","7,71844573","0,3815177","10,72622013"
05/01/2006 9.00,1,"54,05659936","18,2901231","27,20988232","0,55969862","10,72622013"
05/01/2006 10.00,1,"59,53113336","24,39837802","22,44020712","0,6241872","10,72622013"
05/01/2006 11.00,2,"42,84941136","14,79329817","20,37138488","0,54337464","10,72622013"
05/01/2006 12.00,1,"29,34015624","11,52373026","11,76649962","0,53377271","10,72622013"
05/01/2006 13.00,1,"22,98237384","9,37444221","8,59710533","0,48572229","10,72622013"
05/01/2006 14.00,1,"26,33764704","10,77689074","9,80023324","0,53815078","10,72622013"
05/01/2006 15.00,1,"25,8033004","10,9154474","9,05265845","0,51045757","10,72622013"
05/01/2006 16.00,1,"30,19485848","11,60061031","12,41284931","0,53772789","10,72622013"
05/01/2006 17.00,1,"32,2985556","11,83040996","14,14680196","0,59376672","10,72622013"
05/01/2006 18.00,1,"48,10867328","17,74688002","21,28121008","0,6305248","10,72622013"
05/01/2006 19.00,1,"63,75279112","22,23472079","29,78486832","0,74360086","10,72622013"
05/01/2006 20.00,1,"60,22371712","23,51974182","24,623214","0,67930451","10,72622013"
05/01/2006 21.00,1,"53,26673304","19,02514231","24,38960584","0,6877927","10,72622013"
05/01/2006 22.00,1,"33,35040416","11,63355979","15,55629394","0,49409514","10,72622013"
05/01/2006 23.00,1,"38,09472624","12,74199564","18,59461108","0,48937107","10,72622013"
06/01/2006 0.00,1,"32,8095376","10,73126426","16,4712911","0,48414837","10,72622013"
06/01/2006 1.00,,"29,37906544","9,02889976","15,52903456","0,53626814","17,36343956"
06/01/2006 2.00,1,,,,"0,43559816","17,36343956"
06/01/2006 3.00,1,"20,58168576","6,77484376","10,18828702",,"17,36343956"
06/01/2006 4.00,1,"18,39888346","6,39635182","8,58542492","0,45579227","17,36343956"
06/01/2006 5.00,0,"21,056378","7,06040302","10,22722682","0,45813392","17,36343956"
06/01/2006 6.00,1,"15,72322302","5,78468087","6,8501702","0,40648365","17,36343956"
06/01/2006 7.00,1,"21,1523604","6,63628834","10,99427533","0,45467853","17,36343956"
06/01/2006 8.00,1,"33,14157552","13,00390305","15,87550617","0,51354715","17,36343956"
06/01/2006 9.00,1,"36,37363944","12,69891179","17,2045909","0,56420018","17,36343956"
06/01/2006 10.00,1,"35,674574","13,80904107","14,69450392","0,58728","17,36343956"
06/01/2006 11.00,1,"33,28554912","12,33393983","14,38560694","0,51412382","17,36343956"
06/01/2006 12.00,1,"38,19198968","15,14220877","15,24350986","0,60498217","17,36343956"
06/01/2006 13.00,1,"32,03267288","11,34547535","14,66854661","0,61431499","17,36343956"
06/01/2006 14.00,1,"23,41037504","9,36346113","9,04227629","0,48025378","17,36343956"
06/01/2006 15.00,1,"20,89944104","8,99510606","7,1175309","0,40475595","17,36343956"
06/01/2006 16.00,1,"23,90713176","9,81291983","8,90340199","0,44315668","17,36343956"
06/01/2006 17.00,1,"32,55145584","10,98810386","15,69386808","0,58432206","17,36343956"
06/01/2006 18.00,1,"33,69538632","11,40123246","16,20652882","0,49987704","17,36343956"
06/01/2006 19.00,1,"37,77697096","12,44292638","18,70363332","0,52295685","17,36343956"
06/01/2006 20.00,1,"35,18819944","11,3446224","18,08195226","0,43586029","17,36343956"
06/01/2006 21.00,1,"38,44490904","13,58009187","18,39732901","0,47272671","17,36343956"
06/01/2006 22.00,1,"25,76699152","7,75571276","13,87035162","0,38090724","17,36343956"
06/01/2006 23.00,1,"32,86921112","10,27420384","18,1053169","0,48535997","17,36343956"
07/01/2006 0.00,1,"18,19136646","5,75933434","9,46797735","0,41834917","17,36343956"
07/01/2006 1.00,0,"16,10583142","4,54866694","9,12923405","0,42729754","25,05006027"
07/01/2006 2.00,0,"13,47167667","4,21157166","7,02408381","0,3670449","25,05006027"
07/01/2006 3.00,0,"10,72079241","3,58046995","5,22783055","0,33255974","25,05006027"
07/01/2006 4.00,0,"11,27589763","3,75957781","5,50946815","0,35003241","25,05006027"
07/01/2006 5.00,0,"11,08264797","3,63285018","5,51076449","0,34626946","25,05006027"
07/01/2006 6.00,1,"19,5415004","5,51179362","11,08901493","0,39841952","25,05006027"
07/01/2006 7.00,1,"28,99515496","8,45862671","16,35318495","0,40855735","25,05006027"
07/01/2006 8.00,1,"23,69960328","5,71962612","15,08516376","0,38497775","25,05006027"
07/01/2006 9.00,1,"20,46105768","5,7306097","11,76649962","0,40460217","25,05006027"
07/01/2006 10.00,2,"36,62785896","12,3964669","18,13775589","0,5209216","25,05006027"
07/01/2006 11.00,1,"30,91208792","10,7946343","14,44531487","0,55333306","25,05006027"
07/01/2006 12.00,1,"22,64517352","8,30317444","9,90536074","0,47925537","25,05006027"
07/01/2006 13.00,1,"21,58814344","8,38259088","8,72559364","0,41750455","25,05006027"
07/01/2006 14.00,1,"21,17570592","8,37752183","8,32065881","0,42222862","25,05006027"
07/01/2006 15.00,1,"22,49083688","8,90808666","8,82163722","0,45068375","25,05006027"
07/01/2006 16.00,1,"27,82397848","10,51582755","11,72626923","0,49818779","25,05006027"
07/01/2006 17.00,2,"35,9560204","11,23649005","18,71920656","0,46942394","25,05006027"
07/01/2006 18.00,2,"51,60788184","15,80964058","27,51746576","0,54158171","25,05006027"
07/01/2006 19.00,1,"44,83509984","12,57134369","25,7497644","0,51857762","25,05006027"
07/01/2006 20.00,1,"94,64153352","35,12120632","41,33981088","0,74464936","25,05006027"
07/01/2006 21.00,1,"62,09393992","18,41262838","33,8510996","0,55317928","25,05006027"
07/01/2006 22.00,1,"51,88544688","16,56325256","26,81142152","0,50579058","25,05006027"
07/01/2006 23.00,1,"30,17411328","7,13643884","19,231852","0,43881706","25,05006027"
08/01/2006 0.00,1,"24,27287824","6,05841108","14,98263276","0,44684391","25,05006027"
08/01/2006 1.00,,"65,73586016","22,4028538","31,49805856","0,90010114","23,1663208"
08/01/2006 2.00,1,,,,"0,58854635","23,1663208"
08/01/2006 3.00,1,"16,85159173","3,38024041","11,67045795",,"23,1663208"
08/01/2006 4.00,1,"14,9865428","4,26564158","8,68665767","0,39926414","23,1663208"
08/01/2006 5.00,0,"9,88165002","2,60297907","5,88974392","0,36957994","23,1663208"
08/01/2006 6.00,1,"12,53525938","3,13861296","7,72233856","0,36730819","23,1663208"
08/01/2006 7.00,1,"12,81281294","3,77309529","7,07470018","0,38963891","23,1663208"
08/01/2006 8.00,1,"17,18361626","4,57823705","10,22203765","0,37666314","23,1663208"
08/01/2006 9.00,1,"31,50738912","10,00385673","16,57900936","0,46899056","23,1663208"
08/01/2006 10.00,4,"60,3767536","22,10462128","26,50381896","0,65241398","23,1663208"
08/01/2006 11.00,1,"33,92366","11,52626791","16,66337636","0,55500484","23,1663208"
08/01/2006 12.00,2,"37,12719688","13,68738375","16,46869652","0,55411827","23,1663208"
08/01/2006 13.00,1,"35,84447432","13,16780873","16,08063318","0,5391422","23,1663208"
08/01/2006 14.00,1,"33,80823256","11,94869414","15,47711611","0,57263828","23,1663208"
08/01/2006 15.00,1,"21,81251664","7,72360874","9,96246644","0,47569047","23,1663208"
08/01/2006 16.00,1,"27,0483948","9,32459588","12,7425087","0,52439563","23,1663208"
08/01/2006 17.00,2,"38,97407416","10,77857544","22,44278832","0,6329713","23,1663208"
08/01/2006 18.00,2,"79,39817088","24,81828033","41,3268284","0,95399986","23,1663208"
08/01/2006 19.00,2,"45,37076576","14,05150775","23,96908056","0,65534046","23,1663208"
08/01/2006 20.00,2,"59,97727944","20,21469302","28,98796584","0,87568623","23,1663208"
08/01/2006 21.00,2,"48,48866416","14,7747054","25,82503984","0,60763604","23,1663208"
08/01/2006 22.00,1,"35,29326384","9,61860481","20,54141904","0,44581405","23,1663208"
08/01/2006 23.00,1,"30,81870584","9,31107965","16,67116776","0,41470389","23,1663208"
09/01/2006 0.00,1,"17,34703682","7,71515907","5,51206274","0,33985613","23,1663208"
09/01/2006 1.00,1,"18,58564762","7,72698811","6,73336038","0,32923017","33,7114296"
09/01/2006 2.00,1,"15,92555277","7,14235212","4,96565902","0,34805773","33,7114296"
09/01/2006 3.00,1,"15,22777984","6,83313727","4,75799862","0,34124248","33,7114296"
09/01/2006 4.00,1,"14,57021245","6,53237084","4,69051075","0,33650676","33,7114296"
09/01/2006 5.00,1,"14,23170241","6,27469326","4,62172273","0,32641902","33,7114296"
09/01/2006 6.00,1,"17,1096907","6,7571002","6,7761911","0,32314654","33,7114296"
09/01/2006 7.00,2,"45,27216392","11,8329476","27,18651768","0,51338405","33,7114296"
09/01/2006 8.00,3,"132,1759864","50,41803062","55,15177384","1,24341848","33,7114296"
09/01/2006 9.00,9,"234,8989512","113,43192095","60,9052304","1,9954353","33,7114296"
09/01/2006 10.00,4,"151,94706064","68,20210865","47,28666624","0,84946674","33,7114296"
09/01/2006 11.00,2,"63,87209992","18,40840105","35,63696496","0,5075707","33,7114296"
09/01/2006 12.00,2,"48,08270832","16,06733313","24,03009248","0,50914927","33,7114296"
09/01/2006 13.00,2,"36,77051328","12,36182275","17,80939666","0,4037692","33,7114296"
09/01/2006 14.00,1,"29,39072864","9,88557629","14,22727039","0,39418241","33,7114296"
09/01/2006 15.00,1,"27,47251464","9,15900675","13,42129547","0,40927499","33,7114296"
09/01/2006 16.00,2,"40,34495904","13,19990651","20,28702744","0,48855091","33,7114296"
09/01/2006 17.00,3,"77,24650168","23,85767882","41,25415328","0,71347862","33,7114296"
09/01/2006 18.00,2,"65,16906688","20,99702341","32,96983968","0,56416756","33,7114296"
09/01/2006 19.00,1,"56,08247808","15,83330864","31,79786016","0,4624852","33,7114296"
09/01/2006 20.00,1,"40,44872328","11,6293362","22,75039088","0,48135004","33,7114296"
09/01/2006 21.00,1,"36,45663936","10,36882745","21,02031768","0,44277107","33,7114296"
09/01/2006 22.00,1,"32,37765504","8,98665763","18,59461108","0,44219439","33,7114296"
09/01/2006 23.00,1,"32,8043752","9,7073139","18,01576264","0,44153966","33,7114296"
10/01/2006 0.00,1,"29,7992848","7,57829334","18,37786867","0,3947987","33,7114296"
10/01/2006 1.00,,"26,13791952","6,24681158","16,55954329","0,34990542","24,96269035"
10/01/2006 2.00,1,,,,"0,34628577","24,96269035"
10/01/2006 3.00,1,"13,13057205","4,58837516","6,090915",,"24,96269035"
10/01/2006 4.00,1,"10,77656354","4,06879141","4,53346863","0,25717259","24,96269035"
10/01/2006 5.00,1,"13,15659819","4,10682366","6,99531012","0,26623163","24,96269035"
10/01/2006 6.00,1,"25,05884408","5,27692616","16,97746251","0,24675399","24,96269035"
10/01/2006 7.00,1,"45,52120192","9,44456601","31,24496712","0,35844371","24,96269035"
10/01/2006 8.00,1,"23,27550256","4,48107829","16,40769607","0,25102139","24,96269035"
10/01/2006 9.00,1,"17,66479592","4,96264226","10,05331703","0,25828866","24,96269035"
10/01/2006 10.00,1,"15,78807232","5,26087353","7,71714939","0,20273214","24,96269035"
10/01/2006 11.00,1,"15,94760195","6,86186191","5,41731931","0,27851189","24,96269035"
10/01/2006 12.00,1,"21,00190512","9,03481303","7,16165794","0,28235639","24,96269035"
10/01/2006 13.00,1,"18,7763027","8,42145364","5,8521062","0,23810387","24,96269035"
10/01/2006 14.00,1,"19,82942848","8,86499907","6,31414865","0,25544256","24,96269035"
10/01/2006 15.00,1,"18,94879952","8,90639697","5,40952982","0,25067655","24,96269035"
10/01/2006 16.00,1,"23,87988576","9,66253787","9,05265845","0,2946984","24,96269035"
10/01/2006 17.00,1,"32,88479392","12,04247603","14,47386677","0,3329139","24,96269035"
10/01/2006 18.00,1,"53,27449576","18,14565815","26,00933752","0,42968579","24,96269035"
10/01/2006 19.00,1,"42,93373056","12,01965717","24,49862808","0,34717816","24,96269035"
10/01/2006 20.00,1,"27,91087888","8,86753422","14,31163739","0,28216417","24,96269035"
10/01/2006 21.00,1,"28,7902268","9,36261566","14,96186079","0,28404797","24,96269035"
10/01/2006 22.00,1,"30,36865928","9,5890347","15,66920137","0,31880342","24,96269035"
10/01/2006 23.00,1,"31,99506384","10,09678941","16,57900936","0,52192117","24,96269035"
11/01/2006 0.00,1,"26,22870128","9,83573121","12,11174182","0,29462035","24,96269035"
11/01/2006 1.00,1,"23,80724888","7,11531716","13,03971954","0,29842757","34,50725174"
11/01/2006 2.00,1,"18,41444523","5,18568317","10,46084262","0,30384831","34,50725174"
11/01/2006 3.00,1,"16,45082697","4,74213649","9,17725393","0,30284874","34,50725174"
11/01/2006 4.00,1,"14,61171623","4,65004928","7,47834059","0,28862293","34,50725174"
11/01/2006 5.00,1,"13,76219934","4,18876154","7,33687171","0,25709686","34,50725174"
11/01/2006 6.00,0,"14,9606027","3,68354073","9,31223348","0,26232538","34,50725174"
11/01/2006 7.00,1,"22,41559968","5,06233367","14,7048899","0,26859192","34,50725174"
11/01/2006 8.00,0,"25,30266232","5,84635375","16,40380133","0,22583875","34,50725174"
11/01/2006 9.00,0,"73,8847468","25,49668574","37,51051464","0,6501434","34,50725174"
11/01/2006 10.00,1,"69,31158696","23,65997944","36,34430936","0,3573288","34,50725174"
11/01/2006 11.00,1,"33,47489448","9,99371862","18,49077801","0,27658964","34,50725174"
11/01/2006 12.00,1,"37,10381312","13,13822989","18,92816713","0,2792039","34,50725174"
11/01/2006 13.00,1,"45,53288424","14,24076494","24,05215696","0,34095007","34,50725174"
11/01/2006 14.00,1,"40,04926824","13,46266188","19,76918136","0,35717502","34,50725174"
11/01/2006 15.00,1,"30,90430608","11,45530488","13,32784647","0,30350231","34,50725174"
11/01/2006 16.00,1,"26,25982864","11,69439219","8,42708455","0,29958092","34,50725174"
11/01/2006 17.00,1,"41,1101988","11,91996825","22,83994896","0,39616058","34,50725174"
11/01/2006 18.00,1,"42,5978304","11,51782198","24,96714456","0,37551445","34,50725174"
11/01/2006 19.00,1,"43,49534232","12,72849063","23,97558136","0,32076528","34,50725174"
11/01/2006 20.00,1,"51,22269032","14,77640132","28,81923184","0,32011171","34,50725174"
11/01/2006 21.00,1,"32,41658336","8,79825589","18,92297031","0,2273381","34,50725174"
11/01/2006 22.00,0,"20,92018624","6,90748465","10,32326849","0,16543816","34,50725174"
11/01/2006 23.00,0,"14,7141784","6,14627595","5,69895691","0,15344215","34,50725174"
12/01/2006 0.00,0,"14,09811479","5,12738717","6,24276413","0,1778955","34,50725174"
12/01/2006 1.00,,"15,49495507","5,26594383","7,41993473","0,17428051","25,94557953"
12/01/2006 2.00,1,,,,"0,21119004","25,94557953"
12/01/2006 3.00,1,"19,24190912","4,49037218","12,35703612",,"25,94557953"
12/01/2006 4.00,1,"16,21477718","4,19213966","9,78595634","0,28870098","25,94557953"
12/01/2006 5.00,1,"13,50799129","3,90742587","7,51468006","0,23735943","25,94557953"
12/01/2006 6.00,1,"20,69971352","4,55289053","13,71979882","0,31373683","25,94557953"
12/01/2006 7.00,1,"23,41687584","4,76494786","16,1130779","0,27993319","25,94557953"
12/01/2006 8.00,1,"76,24394448","21,2158345","43,98487168","0,41699544","25,94557953"
12/01/2006 9.00,2,"136,15120648","50,00406403","59,42824864","1,30867479","25,94557953"
12/01/2006 10.00,1,"39,49287624","9,1083162","25,72639976","0,49971743","25,94557953"
12/01/2006 11.00,1,"32,98853904","6,80694777","22,55441088","0,43522536","25,94557953"
12/01/2006 12.00,1,"34,38408872","8,30570959","21,64980544","0,35723327","25,94557953"
12/01/2006 13.00,1,"32,35172832","10,40599927","16,53618821","0,30158472","25,94557953"
12/01/2006 14.00,1,"32,57222016","10,84363143","16,46480178","0,29608475","25,94557953"
12/01/2006 15.00,1,"22,73725544","8,87598264","9,21229706","0,26166483","25,94557953"
12/01/2006 16.00,1,"30,616378","10,27588978","14,85154795","0,36223229","25,94557953"
12/01/2006 17.00,1,"43,05305848","12,28578568","24,20918952","0,4631842","25,94557953"
12/01/2006 18.00,1,"67,21179032","15,41595021","43,57604784","0,6125139","25,94557953"
12/01/2006 19.00,1,"50,41727944","10,56736232","34,2183948","0,39607554","25,94557953"
12/01/2006 20.00,1,"27,99647912","6,45802595","18,09493091","0,27066562","25,94557953"
12/01/2006 21.00,1,"21,88643456","5,48222476","13,47969178","0,22678473","25,94557953"
12/01/2006 22.00,1,"18,77889538","4,62554698","11,68604075","0,22378485","25,94557953"
12/01/2006 23.00,1,"15,53516252","3,97078968","9,45370045","0,2099796","25,94557953"
13/01/2006 0.00,1,"11,2746013","3,56272763","5,8209559","0,20432586","25,94557953"
13/01/2006 1.00,0,"7,84669695","2,99921332","3,28361718","0,20140287","26,12318039"
13/01/2006 2.00,0,"7,30845174","2,68070583","3,22391498","0,22832253","26,12318039"
13/01/2006 3.00,1,"8,03994662","2,72379217","3,87804077","0,23663014","26,12318039"
13/01/2006 4.00,0,"10,0723051","3,33630735","5,05261678","0,22809302","26,12318039"
13/01/2006 5.00,0,"9,07233675","2,75758712","4,84884921","0,24670506","26,12318039"
13/01/2006 6.00,1,"12,34330796","2,85643432","7,97542426","0,2286697","26,12318039"
13/01/2006 7.00,0,"19,05774719","3,54752047","13,62116257","0,30366075","26,12318039"
13/01/2006 8.00,1,"38,09342608","4,64835835","30,9788932","0,3227749","26,12318039"
13/01/2006 9.00,1,"56,68556112","10,38657101","40,76875384","0,38257668","26,12318039"
13/01/2006 10.00,1,"60,30023536","16,38837328","35,19049384","0,49329595","26,12318039"
13/01/2006 11.00,1,"29,30772872","7,83343952","17,49531242","0,34888721","26,12318039"
13/01/2006 12.00,1,"24,08351376","8,46453998","11,10329566","0,30293146","26,12318039"
13/01/2006 13.00,1,"24,34419584","9,69041705","9,81580648","0,33250498","26,12318039"
13/01/2006 14.00,1,"28,19752592","10,22266907","12,51277617","0,3033928","26,12318039"
13/01/2006 15.00,1,"32,46067408","11,28294828","15,15006086","0,37157792","26,12318039"
13/01/2006 16.00,1,"33,4774948","12,23594558","14,70358783","0,35481007","26,12318039"
13/01/2006 17.00,1,"34,87952616","10,70676071","18,45573487","0,3843836","26,12318039"
13/01/2006 18.00,1,"24,62954272","8,71039227","11,26552694","0,38726814","26,12318039"
13/01/2006 19.00,1,"33,56309504","9,05846987","19,67054128","0,31177614","26,12318039"
13/01/2006 20.00,1,"50,50417984","13,61896086","29,67972744","0,39299877","26,12318039"
13/01/2006 21.00,1,"48,903702","11,69861453","31,04118616","0,41218865","26,12318039"
13/01/2006 22.00,1,"36,37233928","7,23275089","25,28642944","0,35584925","26,12318039"
